# From /Users/Daniela/Documents/CCG/GUs_analysis/random_connectivity/scripts/conn_of_random_sets_v3.pl on Sat May 26 17:36:31 2018
# Using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/conformation/random_sets/random_clusters/
# Columns= GU
# Rows= Random set
	Ada-Methylated	AlaS-L-alanine	AllS-allantoin	AraC-L-arabinose	ArcA-Phosphorylated	ArgP-L-arginine	ArgR-L-arginine	AtoC-phosphorylated	BaeR-Phosphorylated	BirA-bio-5-AMP	CRP-cAMP	ChbR-Monoacetylchitobiose-6P	CpxR-Phosphorylated	CreB-Phosphorylated	CueR-Ag	CueR-Cu+	CuerR-Au	CusR-Pasp	CynR-Cyanate	CysB-N-acetyl-L-serine	CysB-O-acetyl-L-serine	DcuR-Phosphorylated	DnaA-ATP	DpiA-Pasp	DsdC-D-serine	EvgA-Phosphorylated	FNR-Fe_reduced	FhlA-Formate	FucR-L-fuculose-1-phosphate	Fur-Fe2+	Fur-Mn2+	GlcC-Acetate	GlcC-Glycolate	GlrR-Pasp56	IclR-pyruvate	IdnR-5-ketogluconate	IdnR-Idonate	IlvY-2-acetolactate	IlvY-Alfa-acetohydroxybutirate	IscR-2Fe	LldR-L-lactate	Lrp-Leucine	LsrR	MalT-ADP-Maltotriose	MalT-Maltotriose-ATP	MelR-Melibiose	MetJ-S-adenosylmethionine	MetR-L-homocysteine	MhpR-3-DHPP	MhpR-3HPP	MntR-Cd2+	ModE-MoO42-	NarL-Phosphorylated	NarP-Phosphorylated	NhaR-Na+	NikR-Cd2+	NikR-Co2+	NikR-Cu2+	NikR-Ni2+	NikR-Zn2+	NrdR-ATP	NrdR-Zn2+	NrdR-dATP	NsrR-2Fe	PhoB-Phosphorylated	PhoP-Phosphorylated	PrpR-2-methylcitrate	PurR-Guanine	PurR-Hypoxanthine	QseB-Phosphorylated	RhaR-L-rhamnose	RhaS-L-rhamnose	RstA-Phosphorylated	SoxR-2Fe_oxydized	TorR-Phosphorylated	TrpR-Tryptophan	TyrR-L-tryptophan	TyrR-Phenylalanine	TyrR-Tyrosine	UhpA-Phosphorylated	XapR-xanthosine	XylR-Xylose	ZntR-Cd2+	ZntR-Hg	ZntR-Zn2+	ZraR-Phosphorylated	Zur-Zn2+
rn_cluster_73.txt	0.4	NA	0.2	0.2	0.6	0.4	0.3	0.0	0.0	0.3	0.5	0.4	0.3	0.8	0.5	0.7	0.1	0.4	0.5	0.3	0.5	0.5	0.1	0.4	0.6	0.3	0.1	0.7	0.2	0.6	0.6	0.4	0.3	NA	0.0	0.1	0.2	NA	NA	0.6	0.3	0.5	0.1	0.2	0.6	0.0	0.1	0.3	0.0	0.2	0.2	0.3	0.5	0.2	0.0	NA	NA	NA	NA	NA	0.3	0.5	0.0	0.4	0.4	0.6	0.0	0.5	0.5	NA	NA	0.6	0.2	0.7	0.2	0.2	0.1	0.2	0.3	NA	NA	0.5	NA	NA	NA	NA	NA
rn_cluster_74.txt	0.4	NA	0.0	0.4	0.7	0.3	0.3	0.5	0.3	0.4	0.0	0.4	0.0	0.8	0.1	0.1	0.5	0.0	0.0	0.4	0.6	0.1	0.3	0.1	0.0	0.0	0.3	0.7	0.5	0.7	0.6	0.0	0.8	NA	0.6	0.2	0.5	NA	NA	0.0	0.3	0.5	0.2	0.1	0.2	NA	0.1	0.1	0.2	0.2	0.0	0.4	0.5	0.2	0.4	NA	NA	NA	NA	NA	0.2	0.4	0.5	0.3	0.5	0.6	0.0	0.6	0.4	NA	NA	0.1	0.2	0.0	0.2	0.3	0.0	0.2	0.4	NA	0.2	0.3	NA	NA	1.0	NA	NA
rn_cluster_75.txt	0.2	NA	0.5	0.6	0.6	0.2	0.2	0.5	0.0	0.1	0.4	0.5	0.0	0.8	0.1	0.2	0.1	0.2	0.2	0.5	0.3	0.1	0.1	0.0	NA	0.2	0.3	0.7	0.1	0.6	0.6	0.3	0.3	NA	0.0	0.3	0.4	NA	1.0	0.2	0.0	0.5	0.2	0.2	0.3	NA	0.5	0.3	0.1	0.2	0.0	0.4	0.5	0.3	0.1	NA	NA	NA	NA	NA	0.0	0.3	0.3	0.3	0.4	0.5	0.1	0.4	0.6	NA	NA	0.0	0.4	1.0	0.0	0.1	0.1	0.6	0.4	NA	NA	0.0	NA	NA	NA	NA	NA
rn_cluster_76.txt	0.1	NA	0.0	0.2	0.8	0.2	0.4	0.3	0.0	0.2	0.2	0.4	0.4	0.8	0.2	0.1	0.7	0.3	0.3	0.5	0.3	0.0	0.2	0.4	0.3	0.1	0.1	0.8	0.0	0.6	0.6	0.2	0.2	NA	0.5	0.5	0.0	NA	NA	0.3	0.2	0.4	0.3	0.2	0.1	0.0	0.3	0.4	0.0	0.2	0.0	0.3	0.4	0.2	0.1	NA	NA	NA	NA	NA	0.1	0.3	0.3	0.4	0.5	0.5	0.2	0.4	0.3	NA	NA	0.0	0.0	0.6	0.1	0.1	0.5	0.1	0.1	NA	0.0	0.2	NA	NA	NA	NA	NA
rn_cluster_77.txt	0.3	NA	0.0	0.1	0.7	0.0	0.3	0.0	0.3	0.1	0.0	0.5	0.2	0.8	0.4	0.0	0.1	0.2	0.2	0.3	0.5	0.2	0.1	0.2	0.2	0.2	0.2	0.8	0.4	0.6	0.7	0.6	0.0	NA	0.0	0.2	0.3	NA	NA	0.2	NA	0.7	0.0	0.0	0.2	0.0	0.2	0.4	0.5	0.3	0.0	0.5	0.4	0.6	0.6	NA	NA	NA	0.8	NA	0.2	0.3	0.2	0.5	0.3	0.4	0.5	0.5	0.4	NA	NA	0.0	0.2	0.3	0.3	0.2	0.3	0.3	0.4	NA	0.3	0.6	NA	NA	NA	NA	NA
rn_cluster_78.txt	0.3	NA	0.0	0.3	0.7	0.3	0.4	0.2	0.8	0.2	0.4	0.6	0.0	0.8	0.3	0.0	0.1	0.2	0.0	0.3	0.5	0.1	0.2	0.1	0.3	0.2	0.2	0.8	0.0	0.5	0.6	0.3	0.0	NA	0.0	0.3	0.2	NA	NA	0.4	0.3	0.4	0.1	0.2	0.2	0.0	0.2	0.1	0.3	0.0	1.0	0.2	0.6	0.4	0.1	NA	NA	NA	NA	NA	0.3	0.4	0.1	0.4	0.3	0.4	0.1	0.4	0.3	NA	NA	0.6	0.2	0.3	0.2	0.3	0.3	0.6	0.1	NA	0.3	0.0	NA	NA	NA	NA	NA
rn_cluster_79.txt	0.5	NA	0.0	0.2	0.6	0.3	0.6	0.3	0.0	0.1	0.2	0.4	0.2	0.8	0.3	0.4	0.0	0.5	0.0	0.6	0.3	0.3	0.3	0.4	0.3	0.4	0.1	0.7	0.2	0.6	0.6	0.2	0.2	NA	0.2	0.1	0.1	NA	NA	0.2	0.0	0.7	0.1	0.4	0.4	0.0	0.3	0.0	0.1	0.0	0.0	0.4	0.6	0.5	0.3	NA	NA	NA	NA	NA	0.1	0.0	0.2	0.5	0.3	0.4	0.6	0.5	0.5	NA	NA	0.3	0.2	0.0	0.0	0.4	0.3	0.4	0.3	NA	0.0	0.8	NA	NA	NA	NA	NA
rn_cluster_8.txt	0.2	NA	0.3	0.2	0.6	0.1	0.2	0.5	0.0	0.8	0.0	0.4	0.0	0.8	0.1	0.3	0.8	0.4	0.5	0.3	0.4	0.2	0.0	0.2	0.0	0.4	0.2	0.7	0.5	0.6	0.5	0.2	0.0	NA	0.0	0.0	0.4	NA	NA	0.5	0.3	0.4	0.1	0.2	0.3	0.3	0.3	0.0	0.4	0.4	1.0	0.3	0.4	0.1	0.0	NA	NA	NA	NA	NA	0.3	0.3	0.0	0.5	0.5	0.5	0.0	0.3	0.3	NA	NA	0.2	0.0	0.3	0.0	0.6	0.4	0.2	0.5	NA	0.0	0.5	0.0	NA	NA	NA	NA
rn_cluster_80.txt	0.4	NA	0.2	0.4	0.7	0.1	0.5	0.2	0.2	0.3	0.5	0.2	0.3	0.8	0.1	0.1	0.2	0.2	0.2	0.5	0.1	0.0	0.6	0.3	0.0	0.0	0.6	0.7	0.2	0.6	0.6	0.8	0.0	NA	0.4	0.6	0.0	NA	NA	0.2	0.7	0.4	0.3	0.3	0.4	0.8	0.2	0.4	0.3	0.0	0.0	0.3	0.6	0.6	0.4	NA	NA	NA	NA	NA	0.1	0.5	0.0	0.5	0.5	0.5	0.3	0.5	0.3	NA	NA	0.0	0.4	0.0	0.2	0.1	0.3	0.3	0.1	NA	0.2	0.5	NA	NA	NA	NA	NA
rn_cluster_81.txt	0.2	NA	0.5	0.1	0.8	0.4	0.4	0.5	NA	0.1	0.3	0.5	0.8	0.8	0.8	0.2	0.3	0.2	0.2	0.5	0.3	0.5	0.1	0.3	0.7	0.4	0.3	0.7	0.0	0.6	0.6	0.0	0.2	NA	1.0	0.2	0.0	NA	NA	0.4	0.0	0.5	0.0	0.1	0.2	NA	0.4	0.5	0.4	0.1	0.0	0.4	0.7	0.1	0.2	NA	NA	NA	NA	NA	0.0	0.3	0.1	0.3	0.2	0.6	0.3	0.6	0.3	NA	NA	0.1	0.2	0.3	0.3	0.3	0.2	0.4	0.5	NA	0.3	0.3	NA	NA	NA	NA	NA
rn_cluster_82.txt	0.2	NA	0.3	0.0	0.8	0.1	0.4	0.3	0.0	0.4	0.4	0.3	0.2	0.8	0.3	0.1	0.1	0.0	0.3	0.3	0.3	0.4	0.0	0.3	0.2	0.2	0.2	0.8	0.3	0.6	0.6	0.0	0.2	NA	0.0	0.4	0.3	NA	NA	0.0	0.3	0.5	0.2	0.0	0.5	0.0	0.3	0.0	0.2	0.4	0.3	0.2	0.6	0.1	0.2	NA	NA	NA	NA	NA	0.1	0.5	0.2	0.6	0.3	0.5	0.1	0.4	0.4	NA	NA	0.4	0.2	0.3	0.6	0.4	0.4	0.0	0.2	NA	0.3	0.2	NA	NA	NA	NA	NA
rn_cluster_83.txt	0.3	NA	0.3	0.1	0.5	0.6	0.3	0.0	0.0	0.4	0.0	0.3	0.5	0.8	0.2	0.2	0.1	0.5	0.0	0.5	0.5	0.1	0.3	0.2	0.2	0.2	0.2	0.7	0.3	0.6	0.5	0.3	0.5	NA	0.6	0.4	0.1	NA	NA	0.3	0.0	0.5	0.0	0.4	0.1	0.2	0.5	0.0	0.5	0.3	0.3	0.3	0.5	0.4	0.0	NA	NA	NA	NA	NA	0.5	0.0	0.3	0.3	0.3	0.5	0.4	0.4	0.3	NA	NA	0.2	0.2	0.1	0.2	0.2	0.1	0.3	0.1	NA	0.3	0.2	NA	NA	1.0	NA	0.0
rn_cluster_84.txt	0.3	NA	0.0	0.5	0.7	0.5	0.3	0.2	0.0	0.0	0.4	0.5	0.0	0.7	0.4	0.5	0.0	0.0	0.0	0.4	0.4	0.1	0.5	0.1	0.3	0.4	0.0	0.8	0.1	0.5	0.5	0.2	0.3	NA	0.0	0.5	0.2	NA	NA	0.2	0.0	0.3	0.2	0.2	0.1	NA	0.3	0.5	0.3	0.3	NA	0.3	0.5	0.2	0.4	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.4	0.4	0.4	0.0	0.3	0.5	NA	NA	0.3	0.6	NA	0.0	0.3	0.1	0.2	0.2	NA	NA	0.2	NA	NA	NA	NA	NA
rn_cluster_85.txt	0.1	NA	0.0	0.5	0.6	0.4	0.4	0.4	0.2	0.1	0.0	0.3	0.4	0.8	0.5	0.3	0.2	0.3	0.2	0.3	0.2	0.1	0.1	0.2	0.0	0.3	0.3	0.6	0.1	0.6	0.6	0.8	0.3	NA	0.2	0.3	0.2	NA	NA	0.3	0.0	0.4	0.2	0.2	0.3	0.5	0.4	0.0	0.5	0.2	0.8	0.3	0.4	0.7	0.1	NA	NA	NA	NA	NA	0.1	0.3	0.4	0.4	0.2	0.4	0.8	0.6	0.4	NA	NA	0.0	0.6	0.3	0.0	0.3	0.2	0.0	0.2	NA	0.0	0.2	NA	NA	NA	NA	NA
rn_cluster_86.txt	0.2	NA	0.5	0.1	0.6	0.2	0.4	0.2	0.0	0.2	0.3	0.4	0.2	0.8	0.3	0.1	0.4	0.4	0.0	0.3	0.6	0.5	0.3	0.3	0.0	0.4	0.7	0.8	0.0	0.6	0.5	0.0	0.3	NA	0.0	0.3	0.1	NA	NA	0.3	0.2	0.5	0.0	0.1	0.3	0.0	0.3	0.7	0.4	0.0	0.0	0.2	0.6	0.2	0.3	NA	NA	NA	NA	NA	0.5	0.1	0.6	0.5	0.4	0.5	0.1	0.3	0.3	NA	NA	0.1	0.8	0.0	0.8	0.2	0.3	0.5	0.3	NA	0.0	0.2	NA	NA	NA	NA	NA
rn_cluster_87.txt	0.6	NA	0.2	0.2	0.6	0.5	0.4	0.0	0.0	0.3	0.0	0.4	0.4	0.8	0.0	0.0	0.2	0.0	0.4	0.3	0.6	0.3	0.1	0.5	0.7	0.2	0.2	0.7	0.4	0.5	0.6	0.2	0.0	NA	0.4	0.2	0.0	NA	NA	0.2	0.0	0.5	0.1	0.9	0.1	0.3	0.1	0.2	0.5	0.2	0.3	0.3	0.5	0.4	0.2	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.4	0.3	0.5	0.6	0.4	0.3	NA	NA	0.4	0.2	0.1	0.2	0.1	0.2	0.2	0.5	NA	0.3	0.2	NA	NA	NA	NA	NA
rn_cluster_88.txt	0.1	NA	0.4	0.5	0.6	0.7	0.3	0.0	0.0	0.2	0.2	0.3	0.0	0.9	0.4	0.3	0.3	0.2	0.5	0.8	0.4	0.1	0.4	0.2	0.0	0.0	0.2	0.8	0.0	0.6	0.6	0.2	0.0	NA	0.0	0.4	0.4	NA	NA	0.5	0.3	0.5	0.4	0.1	0.1	0.2	0.5	0.2	0.1	0.2	0.3	0.4	0.4	0.4	0.0	NA	1.0	NA	NA	NA	0.1	0.0	0.5	0.4	0.4	0.7	0.2	0.7	0.5	NA	NA	0.1	0.0	0.0	0.3	0.3	0.2	0.1	0.3	NA	1.0	0.0	NA	NA	NA	NA	NA
rn_cluster_89.txt	0.1	NA	0.4	0.3	0.7	0.0	0.5	0.3	0.0	0.2	0.6	0.3	0.0	0.8	0.0	0.1	0.6	0.8	0.5	0.2	0.3	0.0	0.0	0.2	NA	0.1	0.1	0.6	0.3	0.7	0.6	0.2	0.0	NA	0.2	0.2	0.4	NA	NA	0.2	0.8	0.4	0.5	0.1	0.1	NA	0.2	0.6	0.4	0.1	0.5	0.3	0.4	0.4	0.0	0.0	NA	NA	NA	NA	0.2	0.0	0.0	0.5	0.6	0.5	0.2	0.5	0.5	NA	NA	0.1	0.5	0.0	0.8	0.5	0.1	0.4	0.2	NA	0.2	0.0	NA	NA	NA	NA	NA
rn_cluster_9.txt	0.3	NA	0.0	0.3	0.7	0.4	0.3	0.0	0.3	0.4	0.0	0.6	0.7	0.8	0.6	0.1	0.0	0.2	0.0	0.3	0.2	0.0	0.5	0.4	0.0	0.2	0.6	0.7	0.1	0.6	0.6	0.4	0.8	NA	0.8	0.1	0.2	NA	NA	0.0	0.0	0.6	0.2	0.2	0.1	0.0	0.4	0.1	0.1	0.4	0.2	0.1	0.5	0.3	0.0	NA	1.0	NA	NA	NA	0.3	0.0	0.3	0.5	0.4	0.5	0.2	0.8	0.3	NA	NA	0.0	0.0	0.3	0.0	0.1	0.8	0.2	0.3	NA	0.3	0.3	NA	NA	NA	NA	NA
rn_cluster_90.txt	0.0	NA	0.3	0.2	0.7	0.1	0.2	0.4	0.3	0.3	0.0	0.5	0.2	0.8	0.3	0.0	0.5	0.0	0.3	0.4	0.3	0.2	0.2	0.7	0.0	0.1	0.2	0.6	0.1	0.6	0.6	0.0	0.2	NA	0.2	0.0	0.2	NA	NA	0.2	0.3	0.6	0.0	0.5	0.0	0.3	0.4	0.6	0.5	0.2	NA	0.2	0.7	0.2	0.0	NA	NA	NA	NA	NA	0.0	0.5	0.1	0.6	0.4	0.4	0.5	0.5	0.4	NA	NA	0.3	0.0	0.0	0.2	0.4	0.2	0.2	0.2	NA	0.2	0.2	NA	NA	NA	NA	NA
rn_cluster_91.txt	0.3	NA	0.4	0.3	0.7	0.5	0.3	0.2	NA	0.4	0.5	0.4	0.0	0.8	0.2	0.2	0.3	0.2	0.0	0.2	0.3	0.2	0.5	0.3	0.0	0.1	0.2	0.6	0.2	0.6	0.6	0.2	0.2	NA	0.1	0.3	0.2	NA	NA	0.1	0.0	0.4	0.1	0.5	0.2	NA	0.2	0.0	0.0	0.1	0.5	0.4	0.4	0.2	0.7	1.0	NA	1.0	NA	NA	0.0	0.0	0.2	0.3	0.3	0.7	0.3	0.5	0.4	NA	NA	0.5	0.0	0.0	0.2	0.3	0.3	0.5	0.2	NA	0.2	0.0	NA	NA	NA	NA	NA
rn_cluster_92.txt	0.1	NA	0.2	0.0	0.8	0.3	0.3	0.0	0.3	0.1	1.0	0.4	0.3	0.8	0.1	0.4	0.2	1.0	0.3	0.1	0.3	0.3	0.4	0.1	0.3	0.4	0.1	0.7	0.2	0.4	0.7	0.2	0.5	NA	0.2	0.4	0.0	NA	NA	0.3	0.3	0.5	0.0	0.1	0.2	0.0	0.3	0.5	0.2	0.3	0.0	0.2	0.5	0.3	0.2	NA	NA	NA	NA	NA	0.4	0.0	0.7	0.5	0.4	0.5	0.8	0.5	0.4	NA	NA	0.5	0.4	0.0	0.0	0.2	0.2	0.2	0.3	NA	0.0	0.0	NA	NA	NA	NA	NA
rn_cluster_93.txt	0.1	NA	0.0	0.3	0.7	0.3	0.4	0.4	0.0	0.3	0.0	0.4	0.0	0.8	0.1	0.0	0.4	0.0	0.4	0.4	0.4	0.3	0.0	0.1	0.3	0.0	0.4	0.6	0.2	0.5	0.6	0.0	NA	NA	0.3	0.2	0.6	NA	NA	0.1	0.2	0.4	0.1	0.6	0.2	0.2	0.4	0.4	0.4	0.4	0.2	0.4	0.4	0.6	0.1	NA	NA	NA	NA	NA	0.3	0.4	0.4	0.5	0.5	0.4	0.0	0.7	0.4	NA	NA	0.0	0.3	NA	0.6	0.1	0.1	0.4	0.2	NA	0.0	0.4	NA	NA	NA	NA	NA
rn_cluster_94.txt	0.3	NA	0.0	0.1	0.8	0.3	0.8	0.4	0.7	0.1	0.0	0.5	0.0	0.8	0.0	0.0	0.6	0.0	0.0	0.3	0.3	0.0	0.2	0.3	0.7	0.4	0.5	0.7	0.4	0.5	0.5	0.2	1.0	NA	0.0	0.5	0.1	NA	NA	0.2	NA	0.4	0.3	0.2	0.0	0.3	0.4	0.7	0.4	0.1	0.0	0.4	0.7	0.4	0.2	NA	NA	NA	NA	NA	0.0	0.3	0.8	0.5	0.3	0.5	0.1	0.4	0.4	NA	NA	0.1	0.8	0.0	0.0	0.4	0.1	0.3	0.2	NA	NA	0.5	NA	1.0	NA	NA	NA
rn_cluster_95.txt	0.3	NA	0.2	0.2	0.6	0.3	0.4	0.2	NA	0.1	0.2	0.4	0.0	0.8	0.3	0.2	0.0	0.0	0.0	0.2	0.3	0.1	0.1	0.2	0.0	0.1	0.1	0.7	0.3	0.5	0.7	0.2	0.3	NA	0.0	0.0	0.7	NA	NA	0.2	0.3	0.5	0.3	0.2	0.3	0.0	0.4	0.0	0.3	0.2	0.7	0.4	0.5	0.5	0.2	NA	NA	NA	NA	NA	0.3	0.1	0.3	0.5	0.5	0.3	0.1	0.4	0.2	NA	NA	0.2	0.4	0.5	0.2	0.1	0.3	0.3	0.2	1.0	0.0	0.0	NA	NA	NA	NA	NA
rn_cluster_96.txt	0.2	NA	0.0	0.4	0.7	0.0	0.3	0.2	NA	0.4	0.4	0.4	0.0	0.8	0.5	0.3	0.3	0.2	0.0	0.2	0.5	0.2	0.1	0.0	0.0	0.6	0.5	0.8	0.2	0.5	0.6	0.8	0.6	NA	0.2	0.3	0.3	NA	NA	0.7	0.5	0.5	0.1	0.1	0.1	0.0	0.2	0.5	0.6	0.5	0.3	0.2	0.5	0.4	0.0	NA	NA	NA	NA	NA	0.0	0.0	0.6	0.5	0.5	0.4	0.0	0.5	0.4	NA	NA	0.1	0.4	0.3	0.8	0.1	0.4	0.2	0.2	NA	0.0	0.2	NA	NA	NA	NA	1.0
rn_cluster_97.txt	0.5	NA	0.0	0.2	0.7	0.3	0.5	0.0	NA	0.1	0.0	0.5	0.0	0.8	0.0	0.1	0.0	0.2	0.0	0.2	0.3	0.4	0.3	0.3	0.0	0.5	0.1	0.8	0.4	0.5	0.6	0.2	0.4	NA	0.5	0.1	0.2	NA	NA	0.2	0.0	0.5	0.4	0.2	0.4	0.3	0.5	0.3	0.1	0.0	0.3	0.2	0.4	0.5	0.1	NA	NA	NA	NA	NA	0.5	0.1	0.4	0.6	0.4	0.3	0.3	0.5	0.6	NA	NA	0.1	0.2	0.3	0.2	0.1	0.2	0.1	0.2	NA	0.2	0.2	NA	NA	NA	NA	NA
rn_cluster_98.txt	0.4	NA	0.3	0.3	0.6	0.6	0.3	0.4	0.0	0.1	0.8	0.5	0.0	0.8	0.5	0.1	0.3	0.0	0.2	0.2	0.3	0.0	0.3	0.2	0.5	0.1	0.1	0.7	0.4	0.6	0.7	0.0	0.4	NA	0.2	0.3	0.8	NA	NA	0.2	NA	0.7	0.1	0.1	0.4	0.2	0.2	0.8	0.4	0.0	0.0	0.1	0.4	0.2	0.1	NA	NA	NA	NA	NA	0.0	0.1	0.8	0.5	0.7	0.6	0.0	0.5	0.4	NA	NA	0.1	0.2	0.0	0.2	0.2	0.4	0.2	0.2	NA	0.0	0.2	NA	NA	NA	NA	NA
rn_cluster_99.txt	0.0	NA	0.1	0.4	0.7	0.6	0.3	0.2	NA	0.0	0.3	0.3	0.0	0.8	0.2	0.1	0.1	0.2	0.2	0.6	0.4	0.2	0.2	0.4	0.0	0.4	0.4	0.7	0.6	0.5	0.5	0.8	0.8	NA	0.0	0.3	0.2	NA	NA	0.1	0.8	0.5	0.7	0.3	0.2	0.0	0.4	0.5	0.5	0.4	0.3	0.3	0.5	0.3	0.4	NA	NA	NA	NA	NA	0.0	0.2	0.0	0.4	0.2	0.7	0.0	0.5	0.3	NA	NA	0.5	0.0	0.0	0.5	0.4	0.4	0.3	0.1	NA	0.3	0.0	NA	NA	NA	NA	NA
