#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ybdM//ptsG//mdtA//nanE//
GO_0031327_7	menB//rbsK//fre//gldA//artQ//gcvA//yfeX//hcp//paaF//hyfA//citC//mrcB//lptF//secY//yjaZ//sodA//chaA//garP//elaD//ulaG//cmtA//yjbB//ddlB//nirC//arcB//frsA//galS//torZ//pgl//waaO//pfkB//ygiS//yafO//opgE//rpmB//rpsO//hipA//thiC//mlc//napC//fklB//yehX//arcB//evgS//tauD//galE//sapA//proS//cheY//prpB//rsmJ//lptC//ycjP//fadR//opgC//prc//tsaC//coaA//surA//preT//opgC//abpA//arsR//ydhK//tolR//tynA//fliL//nrdI//cspG//ynaI//torA//paaA//crp//gspJ//yqeG//ytfQ//opgG//cyoE//ssuD//paaJ//yieF//sodC//dusB//pspC//yieE//yqcC//wbbK//aldB//relA//psuG//aroD//tsaB//gltK//syd//smpB//aroE//osmE//baeS//potA//ugpB//trkA//cecR//ftsL//tabA//phnC//manY//hemH//frwC//sulA//arnB//recG//ghoS//ymjB//dinQ//glgA//cueO//dapB//yeeL//frlR//kdgK//yghW//
GO_0031328_7	argO//dgcN//upp//nimR//ligA//ilvL//potA//yddG//cysS//ubiG//aaeR//metK//purC//hcaT//csgD//pgm//relE//thrC//yebG//rlmB//kbaY//uvrB//pdxK//pdxY//rplY//mglA//tyrR//wcaB//tsaD//truA//rimO//uvrC//metN//nudG//dgoR//acpS//rplY//rusA//bipA//parC//tyrB//putP//lsrG//minD//dapB//bglJ//gadX//bamB//mscS//yfdC//puuP//yahO//fadJ//ivbL//trpC//ydhK//ybiW//gpsA//thiQ//ydiP//tnaC//ebgA//eamB//yadI//argG//speF//appC//yihO//ssuA//ompN//puuB//yagG//yrfG//flgC//mtnN//nimR//rihB//qseC//oppD//lplT//lasT//
GO_0031329_6	recO//phnI//glpC//moaA//stpA//ycgB//helD//tmcA//sdaC//
GO_0031330_7	groL//
GO_0031331_7	nudC//glnK//
GO_0031333_6	prlF//ptsP//pgm//kdpF//symE//yciK//lspA//yohC//ytfR//truC//
GO_0031334_6	hofQ//gpr//frmA//thiH//yjbH//ftsH//fur//kduD//nudC//yfaX//frmA//
GO_0031341_4	thrS//
GO_0031342_5	mhpT//
GO_0031344_6	deaD//sbcD//yhjX//atoS//yjiY//
GO_0031345_7	tdcG//glnP//
GO_0031346_7	cyoA//dapD//cheR//
GO_0031365_7	gatA//bamC//mscM//ibsA//ugd//ada//yceD//
GO_0031399_7	murI//msrP//aldA//
GO_0031400_8	ydiF//
GO_0031401_8	yhbS//mreD//
GO_0031437_8	rpsD//
GO_0031439_9	uvrY//
GO_0031455_5	allC//yicJ//
GO_0031456_6	ispU//surA//
GO_0031460_7	nagC//uxaC//adeD//csgF//pspF//ldtA//dcuC//yahB//ravA//yahO//yedF//hipB//
GO_0031506_7	alpA//
GO_0031554_7	gspI//pykA//yceO//rbn//leuO//rtcB//gloA//fucO//yigL//ulaR//ycfL//fabZ//tig//lysR//uvrY//ubiG//lysR//cheW//crr//iscA//
GO_0031555_8	galR//ytfR//sbmA//pspD//ybcF//fhuF//
GO_0031556_9	ycgV//cas3//
GO_0031564_8	fpr//rpnA//mdtJ//hofC//yjbB//ybcF//fur//tusC//ybiH//mdtF//aspA//glmS//yeaD//
GO_0031589_4	aroP//rplM//pflB//gyrB//ydcZ//csgB//garD//dicA//rhlE//ycjQ//yjcE//melB//fmt//mazF//lptD//
GO_0031638_7	rcnR//
GO_0031640_3	rimJ//yahB//nudC//potC//ydiQ//
GO_0031647_4	ypdI//yfcR//phoQ//cof//ybaL//dhaK//bglF//
GO_0031648_5	hslU//
GO_0031667_5	rhaT//ygiV//ptsI//coaA//fliZ//basR//rhaD//ssuE//norV//prmC//yidQ//cpoB//cca//eutK//yccX//citG//ybiO//wbbK//fieF//yghB//cdgI//frlC//gloB//secY//fhuC//mlaD//alsA//yjaA//eno//yidH//rpsI//rpnC//yhaO//nuoG//argR//csrD//acrR//dsdX//serB//ompR//nuoE//
GO_0031668_4	dld//mgtL//yfgO//dtpC//recO//trmO//yjjX//yafN//dinJ//pth//ghoT//fhuF//potC//flhA//yhgF//recR//oppD//rhaA//hscB//rimI//sufB//mhpA//glpT//hemA//hybD//dtpD//yeaE//nlpA//lpp//murQ//yfjV//ydjL//tgt//ybcF//glk//cysW//cysG//yghG//hsrA//pckA//mreD//manZ//ycdY//pdeF//garK//lspA//ascB//asnB//rpsI//atpA//creB//cynS//fhuD//
GO_0031669_5	ubiI//rnb//yajR//alsE//clpA//ppiD//ygjK//nac//yidZ//hofC//prkB//pdeR//glgC//ygiS//yhgF//mraY//idnK//ppsR//yaaJ//nrdE//insA-1//ykgO//yiaA//gstA//emrD//tdcA//kdgK//yghG//glsA//yjhP//fumB//
GO_0031670_5	skp//ugpC//arfA//
GO_0032025_6	glcF//bdm//
GO_0032026_6	mltB//glrR//rbsD//
GO_0032048_8	hisB//ynaI//rpsB//
GO_0032049_8	iraM//ldhA//puuB//
GO_0032055_6	waaG//
GO_0032069_6	lolD//dnaN//yoaB//kdgT//nrfE//
GO_0032074_7	nuoN//glgB//nagA//frmB//nuoI//
GO_0032091_6	ulaR//
GO_0032147_9	xseA//
GO_0032150_8	galP//
GO_0032185_6	yhaC//
GO_0032194_8	cdgI//
GO_0032196_3	dnaC//xylR//lsrC//helD//pstC//yqiJ//gdhA//yphB//ampH//scpC//hcaE//ascG//hycI//
GO_0032238_6	serS//
GO_0032259_3	fmt//tamA//zinT//ggt//rsmC//yqcG//yghO//hisF//hicB//glnA//dcp//thiE//rimK//dgoR//yqeG//znuA//fucO//mdtN//amyA//dtpD//atpC//sufS//ispA//narG//yqeF//sseA//yiiE//sutR//ldhA//mtgA//yihU//yeeJ//yfeX//bcp//entS//acrR//mnmE//bcsA//nemA//rclC//mdoG//deoC//holA//pdeR//gabD//ribE//yqeF//cobC//tldD//nagD//ugpE//kilR//sixA//rfaH//oppC//csrA//rihA//
GO_0032261_6	rnb//focB//alkA//
GO_0032262_6	mtn//
GO_0032263_7	phoU//cspA//
GO_0032264_7	wecA//ubiJ//
GO_0032265_7	msrQ//
GO_0032268_6	mepH//argH//tktA//fhuD//argE//prpB//uof//cmtA//ivy//mngA//barA//leuS//tamB//mfd//rzoD//dsdX//hmp//aes//mfd//amiA//mraZ//yaaU//ycjU//rlpA//garR//ispA//yfcU//rutB//dgt//nupX//ycjQ//malY//dusB//pheA//hybF//cptB//deoB//tufA//betA//nikD//yidH//dgcQ//pstC//ralR//yfhH//rbsK//
GO_0032269_7	ftsX//deaD//sanA//yqiG//ydhJ//flgE//emrK//yeaE//frvB//tusE//livG//lsrG//hldE//hpt//ddlA//argF//hyfC//entH//ghrB//sgbE//ycdY//rplQ//yhaM//aroC//yhjX//rpsK//mrdB//argC//
GO_0032270_7	rihB//hdeD//fabA//frdC//ldrA//patD//yfbV//waaU//ycjY//edd//
GO_0032271_6	coaD//fbaA//
GO_0032272_7	yjjX//yegD//
GO_0032297_10	tpiA//bioD2//glpK//
GO_0032298_10	ybiV//gatB//
GO_0032324_6	mtlA//dadA//tsr//
GO_0032328_7	bioD1//ibsD//
GO_0032329_7	epmB//rpnA//bamB//nfi//
GO_0032359_7	ligB//epmC//ascB//
GO_0032386_6	yphD//mqsR//
GO_0032392_7	asmA//sbcB//hisD//ybdZ//trxA//ydbD//rlpA//yieL//hisI//umuD//bipA//mngB//yhcF//
GO_0032409_4	xanP//rnb//folC//yjjX//
GO_0032410_5	rpnA//
GO_0032411_5	kbp//bglF//
GO_0032412_6	emrY//msrQ//birA//ynfE//
GO_0032413_6	rssA//
GO_0032414_6	yihP//aroA//
GO_0032445_10	mntH//feaR//thrS//ldrB//phnC//
GO_0032459_6	lpxT//
GO_0032462_7	tas//
GO_0032465_6	menE//ampD//ydbD//pflC//basR//
GO_0032466_7	murG//ybjI//
GO_0032467_7	clsB//
GO_0032506_4	torD//nanR//gspF//hypC//yfcS//modB//ldtB//aaeB//pstB//ptsI//ygbM//
GO_0032508_8	flhC//glpX//minC//ydjJ//sodC//evgS//spy//yidA//ynfH//hha//lgoT//sthA//aqpZ//
GO_0032535_4	rsmB//potC//mngA//yqeA//ybdR//
GO_0032774_6	mutS//add//cysW//murI//nuoM//yraR//ydhC//dnaQ//bioP//aroD//bglA//kdgK//pdxY//nanE//frlA//malE//yraK//ebgR//clcA//moaD//ribA//yhaV//ygjR//murF//queD//cof//dctR//degQ//glnH//panB//cheR//yfeW//ydiQ//cysH//yaiW//leuD//pykF//tcyN//trmL//pinQ//seqA//fadK//rluF//lit//zapC//rpiA//cysM//yidH//bglH//lptA//nimT//rlmD//mscL//ybhG//grcA//ispF//gntK//yggN//ycjY//mutH//tatD//ytfR//gshB//rph//glmU//elbB//tsaB//queF//rplL//hlyE//sapF//yjbF//yefM//sfmF//ibaG//dauA//bipA//manZ//cspA//rplC//yibT//rihB//umuC//bioD//tusC//dapB//thrC//yrdA//fimH//menB//clcA//mqsR//malK//yhgH//fadK//feoB//rrrQ//shoB//higB//yhjC//ygaZ//tdh//ynhF//flgD//norR//gadB//cycA//deoB//yiiM//mrdA//aroC//dpiA//bamB//adeQ//mpaA//folX//gabT//rclC//apt//yfaU//mntP//tus//cysS//kdpA//cyoC//crl//lsrA//phoR//lacI//
GO_0032775_6	yeaK//kefF//mmuP//
GO_0032776_6	dauA//
GO_0032780_7	mazG//rffG//
GO_0032781_7	trkA//xapB//exbB//
GO_0032784_8	fdhD//mgrB//
GO_0032787_7	gpmA//ilvD//chaA//hemF//maoP//yceO//ttdA//frsA//sfmH//nanR//patA//glpC//yjjW//rsgA//cobT//sdiA//nanK//argG//mdtJ//srkA//lyxK//dgcM//rplW//glpG//mrp//mnmC//hisH//mnmG//proQ//allC//rhaM//garL//proB//dcuA//glpB//pyrC//ynbD//gadC//glcD//emrB//ddlB//uhpB//etp//rpsS//opgG//ytfQ//epd//yeeJ//murQ//ybhG//osmC//cas1//yciV//tmcA//nlpA//nudB//casE//focB//gshB//ydbD//mgtL//waaO//fcl//gntU//tonB//ebgR//fryC//glvB//yggD//sfmD//fdx//yfeR//yraJ//nimT//dmsB//hupB//nlpI//garD//lpoB//fabZ//sgcB//gapA//bglX//gpt//coaE//flgH//yeaV//yegT//ytfQ//yqaB//dgoA//adeP//pdxJ//ydiO//frvA//ydiF//bglA//glpA//appY//ubiD//dtpB//metK//yjbE//fucP//selD//der//sgbU//recE//pgpB//djlC//purN//rpoA//tmk//acnB//maeA//ybdM//nupX//ispA//malF//ravA//ilvD//casC//betA//mdtM//nirB//ybhG//aroE//crr//yhcD//speD//secY//fbp//fepA//narV//sbmA//yqeG//degP//bioA//xylE//ygiS//frvA//nadB//proA//yhjG//serC//gadC//insH-6//pta//kdgT//secF//acs//kdsB//uspG//uxaB//mdtG//rpoE//yraH//macB//ffh//pmbA//dmsC//setB//accB//gstB//trpS//tus//hisF//narY//ibaG//tnaC//waaS//kdsA//ygjK//rimL//dgcM//yiaM//nsrR//ruvC//gldA//abgB//fdhE//rnt//rpoS//rbsR//gntT//chbA//rayT//gltD//znuA//dcuS//ybiI//glmM//lplA//zraR//nlpA//fieF//kup//yfdS//opgG//iscA//ydeE//idi//rsfS//
GO_0032790_6	ldtE//zipA//
GO_0032879_4	yagE//ulaF//tyrS//gsiB//chaA//nuoF//tyrA//uof//artQ//galR//recX//yebQ//ybeF//hisC//phnM//yfcS//zapC//yihX//ybjL//xylR//lolD//elfA//yhaO//yfcU//fkpB//pncB//murC//topA//
GO_0032880_5	glgB//cysZ//gshA//
GO_0032881_6	yiaF//proC//ptsN//chpS//
GO_0032885_7	gloB//rpe//yohD//
GO_0032940_3	ychF//gnd//rfaE//cpxR//dgoA//adiA//sucA//
GO_0032950_7	murR//
GO_0032951_8	mdtF//
GO_0032954_7	rffH//rcdA//lysS//
GO_0032955_6	priA//speE//cysW//
GO_0032973_7	araG//mzrA//tig//rmf//acrE//
GO_0032978_7	hyfA//groS//rnt//ycjW//
GO_0032984_5	yieF//allC//ribB//purB//tauA//ppsA//fdhD//lptE//umpH//
GO_0032988_6	pabB//sutR//
GO_0032989_4	ulaG//
GO_0033013_5	dnaN//ydcM//yghU//hemD//ybgQ//yfeD//arnF//scpC//cheY//rho//ilvI//ssuD//lpxL//ydcO//mreB//yehY//rsmB//helD//ansB//nagA//nrdI//
GO_0033014_6	yddA//lysO//frmA//tusE//modA//dgoD//fdoG//lgt//bluR//frlA//purR//zapA//frr//pheA//syd//rffH//casE//tqsA//nuoL//hybC//dnaC//
GO_0033036_3	ygeV//htpG//mgrB//murI//arnE//dgt//gfcE//ybcL//ybjX//rbsK//abgA//yhaV//lldR//csgF//arcA//adeQ//phnP//mltF//psuG//rplT//hslU//nrfA//sfmF//ugpC//rpsG//gshB//yfcV//atpC//trpD//yadI//mdtE//rutA//rhtC//ascG//dgoK//uxuA//ycdY//gpmM//ldrD//rplD//iraM//rfbB//lsrD//rutD//dmsB//yieH//adiY//alsC//kefG//
GO_0033043_6	ybaQ//adiY//nuoE//mhpR//yoaB//
GO_0033044_7	xylR//
GO_0033051_5	ypdI//
GO_0033120_8	pgaA//
GO_0033157_7	hldE//livM//
GO_0033194_5	feaR//tauB//relB//nanE//
GO_0033195_5	cspB//
GO_0033212_10	tar//ypdF//hicB//malZ//nupC//
GO_0033214_11	glrR//appB//
GO_0033228_8	lit//nusA//baeR//arnD//
GO_0033238_6	sodC//sohB//dgcJ//cadC//
GO_0033240_7	gmhB//
GO_0033317_7	greA//fecC//mazF//yiaN//
GO_0033319_5	srlE//
GO_0033320_6	ydiO//
GO_0033345_8	glrR//
GO_0033353_5	nikA//
GO_0033359_7	frdB//rplI//
GO_0033365_6	agaW//
GO_0033383_6	atpE//
GO_0033384_6	cusA//
GO_0033388_7	ratA//
GO_0033477_5	yfcQ//
GO_0033499_8	ddpA//aidB//gadE//yidE//eutA//mntR//blr//
GO_0033517_5	glrR//
GO_0033518_6	aas//
GO_0033526_7	cysW//menI//cmoA//argI//
GO_0033539_7	thrC//fadH//kefB//
GO_0033542_7	ycjW//ftsN//
GO_0033543_8	ahr//
GO_0033554_4	hisM//fnr//rcnR//ftsY//lpxB//mdtG//rlmJ//sdaC//yjhH//oppA//rsmC//cusF//rutF//dapB//pheM//hybC//mscM//nagD//entA//cysW//rsmA//frlB//yafC//aceB//uxuB//agaI//osmY//trpL//rpsE//gadW//yciA//yddG//osmF//ppk//ydcS//fepD//kbaZ//argB//fabR//entE//ftnB//gntU//accB//lgt//moaE//yhbQ//dmsB//endA//nimT//cydB//pbpG//pntA//yijE//hypD//insK//glgS//smrA//ybdO//ccmC//tamA//prpB//trpS//rhtB//gpp//ybcJ//fliT//bluF//rimP//yjhG//agaV//ascF//yqhD//lepB//ptsG//purL//menF//mglA//spoT//endA//yfaV//fliZ//pdeD//fsr//nrfC//agaV//bssR//ompT//argF//ydaN//glpA//torS//bioD//glnQ//cedA//rclB//trkH//mgrB//psuT//murP//cobU//ibpB//mhpA//yhdH//yedP//mcrA//sbcC//yihX//yihO//gadW//wcaB//trg//yraN//bcsA//cysU//uxaA//leuB//fliD//uacT//dppF//mcbR//trkA//etp//tolB//sbcB//rpmH//dnaJ//acnB//sgcR//hemE//cadB//hflK//pdeL//mlaE//efp//tdcF//higA//norW//treB//yfeX//rluF//ulaF//gatA//wzc//hybO//tolB//pyrF//rhaT//ompL//iscX//pinQ//norW//glcF//ccmH//cysW//rplC//psuG//fklB//ydfD//clsB//selU//sfsA//galS//metE//upp//topA//ykfM//rpsQ//rzoD//pspD//fdnH//lpxK//ygfA//yciF//rfaH//mmuP//cheR//yjjG//mlc//mtgA//maoP//livG//dut//rpsA//gnd//fecC//fiu//puuA//rutA//yidC//acrE//yghW//rseB//hycB//ptsG//tolQ//dcuC//ymgA//potC//uhpC//yebZ//ansA//pyrG//carA//hemE//atpB//rffT//yhcD//fdoG//frvR//pdeK//fadR//pppA//lysS//gstA//bioB//mnmE//kdpD//mraZ//yahO//glxR//sdiA//frdA//pspC//ydfH//malX//yidK//tehA//hyfC//yjhC//glgX//chbA//nemR//ycfL//hemF//ogt//gatY//ompG//ffh//menB//cdaR//viaA//dusB//phnC//yiaM//clpA//fdnH//gltD//mglB//sapC//ycjP//hisS//alkB//kch//arsB//glnS//rplO//dapD//ytfR//yihS//citT//wcaB//sucB//psuT//minE//rpmG//tdcE//fumB//ycgV//nikD//aceK//rzoR//xylR//narI//dld//rffH//queA//hslJ//ynfL//pepB//rnhB//agaV//psuT//rutR//flhE//insK//yhbX//glpX//marA//amiA//pdeH//nadA//ydgA//ascG//yjeI//mepM//gutM//zapD//trpGD//ydiF//casB//exuR//hflC//hofM//cysC//yafS//lptD//eutK//ubiH//iscS//rfbC//tauA//acnA//ddpA//rpsH//fimC//truA//surA//yeaV//gatZ//waaL//edd//ybiJ//ubiB//rbsC//
GO_0033559_6	ycaO//
GO_0033567_6	soxR//
GO_0033585_7	rutG//ykgA//
GO_0033609_8	ruvA//
GO_0033611_8	cobC//
GO_0033674_7	ygfI//
GO_0033683_7	narL//
GO_0033692_6	dgcJ//oxc//mcbA//vsr//mlaE//ubiC//nfo//tsx//ydjM//flhC//hupA//amtB//yiaT//pppA//yiaA//ycfL//yidL//csrA//ascF//hofQ//frvB//pck//nusA//nrdG//arcC//patA//pdxY//aceA//fryB//tdh//gmhB//aceK//ymfA//ttcA//cnu//wzb//mdtD//mcbA//ispB//waaP//chbC//mprA//rhaM//nrfD//ybcF//mntR//proQ//
GO_0033865_6	fdhE//bhsA//alaS//galF//nanC//ygbI//galF//
GO_0033866_7	eutB//fhuF//rpsM//yhjR//
GO_0033875_7	pinR//dgoK//cysS//mak//tdcB//yjiQ//hybC//
GO_0034030_8	nfo//yjhI//bssS//entC//
GO_0034032_6	cyoE//holE//artQ//ynaI//intQ//alaC//cysQ//
GO_0034033_7	eutA//higB//pgrR//pphB//
GO_0034035_7	narV//melR//sanA//
GO_0034059_4	melR//fimC//
GO_0034192_7	frdB//argO//yeeA//
GO_0034193_7	talB//
GO_0034194_8	rsmF//frvR//frwB//
GO_0034195_8	adk//
GO_0034198_6	ilvN//ubiJ//fimG//
GO_0034203_6	grcA//
GO_0034204_5	kdgK//ydiB//
GO_0034213_6	setA//
GO_0034214_7	ygfX//yiiD//rhtB//mdtA//
GO_0034219_6	galT//shiA//chbF//uspF//cynX//mlaD//ydiK//pinR//ilvC//uspF//glnK//rbsA//grpE//insB-4//phnM//agaB//rpsQ//rsmG//dnaB//ftsX//yfiR//dosP//fdhF//yagU//mrdB//frr//cdsA//mdtP//cheY//yidP//pdxK//dinJ//rseC//stpA//flhC//pagP//malK//recF//sgrR//hyaC//xylF//yidQ//cobB//fklB//arfB//rssB//ftnB//ilvN//emrE//nagZ//rzoR//yhcH//rtcB//yddM//icd//narH//rsuA//metQ//rutB//gstB//adiY//cspA//hisQ//ydiQ//ndk//yehD//lolE//araB//ypdI//xylF//modB//sufC//paaA//dpiB//ilvC//pepD//upp//zapE//rpe//fdoG//yjcS//add//glpG//acrB//pspD//hflK//torI//insF-1//argO//yphD//nuoE//hycI//cheW//trxA//
GO_0034220_6	asnS//ilvM//ghoS//rihC//ybjL//cstA//dnaJ//cbrA//rapZ//cobS//rcsB//znuB//uvrC//thyA//rpsN//yfbV//feoA//phr//cpxR//fimA//yiaF//pspF//moaD//ettA//potE//dnaQ//cysI//cysC//acpT//ariR//truA//uidR//sstT//rspB//fimC//yhhZ//ycdX//bioA//yqcG//trmJ//cas3//mtlD//fepA//lldP//tauA//ypdB//adhP//trmD//tamB//arcB//rho//murF//fliT//cfa//ydcP//sucB//pth//tamB//zapD//ldtD//fdhE//rpmB//dgcQ//ybiT//prlF//intS//nrdH//mdlB//rpoE//opgB//yahD//yaaA//argO//cydA//yidR//asd//tauB//cadC//entH//mrr//napB//mgsA//glpA//seqA//lpxK//ycgB//topB//xylR//polA//efp//gpt//zapB//nei//ybjN//envR//hemC//sfmD//ycfH//rpsR//bcsA//rimP//nadC//aaeB//ydcT//hybC//adhE//sbp//napC//grxD//garP//insI3//lsrC//dcuD//pal//scpB//sgbH//ribC//xylB//nsrR//ribC//rfe//afuC//cusS//ybhD//hyfC//brnQ//gntR//rluE//yccX//pfkA//yidA//cheY//astB//coaE//ynbB//metL//kdpC//menI//yhaJ//rpsN//artM//hisG//mglA//ampH//relE//prpR//frvA//sufS//rpsM//hypE//selU//clpA//dgoK//yraK//acrR//rppH//hyfC//alkA//arsC//nuoF//hscC//eutD//lacI//entF//alr//sapF//rseC//murQ//hycH//phoQ//mscM//nupC//yfeW//rfaB//prfA//
GO_0034224_6	treA//etp//
GO_0034227_8	pabA//yoaB//mdh//dhaL//yhgH//folD//hldE//sgbE//
GO_0034248_6	relA//ybgP//malS//agaA//recX//glvC//arnB//dgcF//uspG//manZ//rcsC//atoS//cspB//ribC//alaA//hns//mepM//lepA//garR//aroK//nagZ//rbsR//rhlE//ycdY//ybaK//yfdO//yraR//gcd//caiF//nuoN//lolB//sthA//queE//cmoA//nrfB//thiP//rfaD//dnaT//tktB//waaJ//dnaN//
GO_0034249_7	dsdA//yegV//wrbA//iraM//ydgA//pyrE//borD//yedF//polA//yhjG//hslV//hemE//nagE//yehZ//trxC//yjhH//gcl//atpB//rplD//ilvB//rrrD//lpxT//rpnB//asnC//uidC//
GO_0034250_7	proS//recJ//dxs//murB//mdaB//cutA//pspD//
GO_0034258_8	envY//
GO_0034260_5	csiD//
GO_0034285_6	yjjQ//
GO_0034286_7	dam//
GO_0034288_6	panE//
GO_0034289_7	rtcR//
GO_0034308_5	purU//nanA//insB-2//lacI//yfdR//yidL//ynbB//ybiV//ubiJ//rsmE//putA//
GO_0034309_6	yfbR//lptC//aldB//
GO_0034310_6	tyrS//mdtB//araE//secF//fryA//viaA//
GO_0034311_6	cbl//yjbF//fliK//
GO_0034312_7	nanS//kdpD//
GO_0034313_7	cpoB//
GO_0034337_3	yjfP//cmoB//
GO_0034355_7	ubiJ//nlpA//dgcM//dsdA//
GO_0034401_5	mppA//
GO_0034404_5	ftsN//slmA//rpiR//argG//hscB//entD//arnE//mdtP//araG//cusA//yidR//argT//ghoT//kduD//yciV//ubiD//casC//rhtB//bcsA//yheT//mrcA//rlmI//acrF//fetA//sutR//glnA//flgA//hsrA//xylG//ytfE//mutS//ydcM//hdfR//rimI//ygiB//ccmA//rutB//fimZ//yhdH//cirA//uxuA//fliG//ruvA//pepN//yneJ//msrP//nhaR//pyrL//rihA//fepD//
GO_0034414_9	cysD//
GO_0034421_8	msrC//
GO_0034440_4	cysB//kdpA//yfdC//ddlB//potE//cpxA//wzzB//sgbH//ynjA//metN//yebC//yhcN//wcaJ//osmF//yjeH//proS//nadE//fbaA//asd//ilvA//
GO_0034470_8	torD//tdcR//lpxK//fdhD//casB//nrdF//yehC//rssB//epmC//carA//wecC//yciT//yfcG//dgcN//yfaE//hcaC//fecB//mak//ypdC//dsdA//gudP//lptD//bglA//dgcF//osmF//tauA//sdhE//dkgB//ydfD//ycjQ//ldcC//gltK//yfaX//leuO//dinD//scpC//mutY//yqeG//yfiE//flgM//secF//yfiR//tolR//yfhH//ygeR//pgpC//ibsB//ompT//fecD//dacC//adk//metQ//insB-2//aspC//phr//dgoT//csgF//corA//yhdJ//hemF//menB//yejE//acrF//yjhI//ybhI//fadM//lpcA//dtpD//mdh//hinT//glyA//dnaC//rlmJ//ygeX//zapB//napF//yihT//sgcB//yggN//tyrA//trmJ//kbp//ytfQ//paoC//elbB//eptA//lolE//yehD//gltS//cueO//spoT//bioH//yfaV//cysM//
GO_0034471_9	fhuB//yehW//potD//secF//
GO_0034552_7	casA//
GO_0034599_5	gadW//aceA//pykF//aspA//iraP//gspE//rfaB//cas1//nuoF//rffM//yqhD//ybiH//ybdM//yjjB//hisB//cspI//fnr//wbbK//uspF//ygfZ//ypjD//gatZ//ubiJ//
GO_0034605_5	hisS//glnP//rnlB//yieE//araD//dnaB//yjcO//bioC//yiiD//
GO_0034613_5	caiT//yahI//mrr//yeaK//insB-4//yiaF//fadM//aroE//ralR//yadG//fixC//amiA//nagA//gltI//trpL//yieE//fepA//
GO_0034614_6	thiM//bcp//ftsY//yiaJ//fryC//dmsC//ulaC//ydeT//uacT//mdtP//ccmC//ddlB//syd//
GO_0034620_6	hypE//nuoB//fes//btuF//
GO_0034622_6	bglH//trmA//cpxR//ruvC//osmC//tdcR//mqsA//yeaV//dsdC//kdpF//holB//yhiM//elbB//argT//cyoB//lpxT//rffT//rph//glpD//thrB//nac//yahI//glgA//ydeE//fimB//yahN//secG//frdA//yegD//cueO//folP//purL//gudX//narK//wzzB//yrdA//bioP//yqeA//ascF//rhlB//yhaJ//
GO_0034627_10	yhcD//torD//fliT//rutE//msrC//
GO_0034628_9	tonB//leuE//msrA//yjhP//msrA//
GO_0034635_6	feaR//degP//ycfL//lsrG//yibT//tauA//
GO_0034637_5	yidC//frdD//dsbA//sgcR//leuE//prpD//sfmH//ccmC//ppc//yjiQ//thiM//rcsB//sspA//elbB//msrA//luxS//fhuC//gadE//glgA//yeiG//rlmL//trmI//ddlB//aldB//bioP//hcaF//yhjD//insI-2//yraH//flgM//frmB//znuB//nmpC//mglA//azoR//glvB//entD//cmoM//rclB//rfe//tldD//rcnB//yqeG//rtcR//yraK//argI//metE//yneE//cpsG//ssuB//
