#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	obgE//queD//csiD//nlpE//
GO_0044038_6	sufC//bglJ//bglA//ftsI//rnlA//rluF//ybjL//fadH//rhtB//relA//dinQ//ftnA//yibH//rplE//cas2//pcnB//leuS//yfhM//glvC//bhsA//fadD//ycbX//waaC//thrB//atpE//sfmC//dgoD//abpB//yidQ//entB//yehY//mltC//narQ//hsdM//ldcC//speC//ptsH//clpA//era//yjjQ//maeA//cobB//tolB//
GO_0044042_6	cbpM//yieF//solA//ybaL//dppB//frlA//puuA//galS//mhpB//lepA//garR//ilvL//ybjL//erpA//lptF//umpG//ligB//recG//yifB//exuR//cysB//
GO_0044070_7	dinI//citE//sapF//tnaB//
GO_0044085_3	fryA//asnB//paaJ//fbp//lolB//ycdX//puuE//gppA//nagA//ilvH//ydeM//cstA//yahO//nanC//nfsB//fliK//nfuA//cobU//rbn//
GO_0044087_4	galE//dnaJ//cspA//insE-1//ygfA//tdk//ydiQ//lptF//dcuA//kdpA//zapA//yegD//aceB//truD//yeeO//yjjG//gspF//dcp//yidP//recT//intZ//yeiL//frmA//murI//hyfC//dhaL//lptA//lysO//secA//yhjV//queG//sufD//torI//dcuC//
GO_0044089_5	pspA//leuA//speF//pyrC//ortT//glsA1//pgrR//kbaZ//yjcS//nupX//ybdZ//yjcE//cyoB//
GO_0044092_4	ampD//katG//mtlA//hypT//hisS//opgB//ldcA//hybB//nuoM//sgcR//phnH//ddpX//rfe//moaE//exuT//cydB//pphB//elaA//rzoR//yghW//yccS//nhaR//appA//acpH//mak//dicC//idi//topAI//rpoS//atoB//moaC//allD//waaJ//yfjV//bglA//waaH//
GO_0044093_4	melB//ttdB//fimA//fliG//yhhY//galF//nagC//ybaT//ybcC//ygeV//yihI//rhlB//potG//ghoS//ilvN//ubiD//intQ//gshB//rhlE//srlB//fumB//gntR//argS//deoD//thiM//topA//atoC//
GO_0044106_5	melB//katG//agaB//tamB//sodB//galE//tesB//hicA//rraA//cysP//trmL//ydcZ//ubiF//arcC//ybdZ//fruB//lpxT//yjjV//yciF//galR//hybG//pgaC//gspF//lysO//cysZ//tpiA//mdtD//
GO_0044179_5	ada//
GO_0044208_7	cpoB//
GO_0044237_3	hybE//gcvH//hupA//ftsX//ibsC//ygaH//btuE//xylE//msrC//baeS//yehZ//gpr//rpe//lpxH//puuA//dsdC//ytfQ//dnaN//lysA//abpA//cheW//metC//sulA//ulaR//rho//queA//ygbL//gnsB//mpaA//amyA//yfbS//yddA//btuB//araF//ybiJ//higB//ychO//ssuB//ltaE//srlD//hypT//xylE//ubiF//rpnC//betB//tas//ycdY//lysC//nadC//glgC//apaH//nagB//nfuA//metR//pgaC//mreC//hypC//iscA//mltF//pabC//malI//xapA//pitB//sapB//htpX//rlmD//mtlR//ygjR//cas2//ydfH//cpdA//rpsG//uvrD//yjbH//fadR//puuD//rpnB//lptG//mqsR//nanR//uvrY//mzrA//glgB//ubiH//hcaD//moeB//fecC//zipA//rplW//pinQ//dinG//aaeB//cbrC//argR//dsbD//cho//npr//ribD//mglA//rtcR//trpD//baeR//yieE//srkA//csgB//solA//bioA//umpH//mlaF//lldR//aroE//gloC//yohD//msrQ//chbC//diaA//bhsA//xanP//ydcR//rarD//barA//lpxT//hslU//frc//nusA//yfcF//hypT//groL//frwD//sfsB//yaiV//cirA//yobA//argK//ydhJ//glrK//tauD//fadJ//lpxP//rnc//rimL//psd//glsA1//treF//uidR//livG//ibsC//crcB//ubiF//pncB//cueO//dcuR//rffT//yfiC//yegS//serB//uvrA//lptG//asnA//rtcR//smrA//abgB//potH//tdcC//xylE//rplI//fdhE//modC//rpmF//sfmF//nepI//motA//mdtQ//kdsD//tdcC//glnE//ompG//abpB//hybG//moaB//gcl//metI//yfcA//udp//araB//psuT//ubiE//yjfF//rluC//bglF//rplO//lsrG//yhdJ//hcaE//flgC//shiA//ybiH//fur//dmsB//prkB//wcaC//araB//ltaE//bglA//nikB//fieF//ptrA//pstS//yjhH//spoT//betI//fklB//cpxR//ygbL//secF//adeD//accA//trkG//gstB//leuO//yjfF//trkH//torZ//potG//yggN//fadK//sufE//prmC//arcB//yfiR//yidH//lexA//artJ//npr//atoB//queF//pdxB//betA//ygiV//rutA//insI3//hisB//ygiB//lysR//dacA//zntA//aroD//glpR//fimA//waaY//cdgI//wecB//fic//ybeY//bamE//cfa//elfD//ybeF//cusS//hsdM//rpsL//mreC//yjiX//dppA//frvA//tauD//dppF//fdhF//ydjE//dauA//rbn//ydiO//nikR//yhjA//lpxB//puuB//glyA//arsB//mutL//yedF//xseA//kefB//lrp//kefF//rzoD//envC//lrp//codA//torS//aroB//yggF//yehZ//nrfF//casA//yqiH//cra//emrY//frdA//argA//mltB//holB//bssS//acrA//kdsC//nrfA//gatY//torR//fliD//kdgK//groL//ybhR//yphD//purD//hybE//rplF//mqsA//cysE//lldP//satP//rffC//hemH//araH//bioC//hcaT//fkpA//lgoR//rdgC//hsdM//ubiD//dpiA//metH//pgpC//ftsZ//tamB//pdxH//oxyR//lolA//sgcR//iraP//relA//ybfA//prlF//yaaA//yoeE//yhcD//sseA//artI//phnI//tynA//yeeY//arnB//torD//ykfI//alsC//uidR//hslR//paaF//cobT//copA//frwC//rihC//ydcO//dsbG//yihL//groS//pstA//sixA//galM//yiaA//srlD//potC//napF//hipB//pncB//hypE//ydjL//dppB//tusC//ulaC//thrA//araD//ynjA//lnt//yehZ//gyrB//truC//wcaB//paaA//tusB//rluF//mdaB//yjcE//insH-5//manY//cpxA//der//paaC//ycbU//lldD//glcD//dtpA//cpxP//lldP//potG//tolR//hypA//dapD//amtB//elbB//add//mngB//ynhF//cusB//nadK//raiA//elfD//ccmF//udk//ppiD//cvrA//rpsN//aidB//panF//allD//ydeT//flgI//grxD//waaJ//rlmL//truB//folM//pabA//yajL//srlA//zntR//truC//codA//speF//wbbK//ldrD//holB//yfgJ//ftnA//menA//melR//rplQ//hcaT//ydiF//pflA//ytfQ//secY//ilvE//wcaB//ybiY//yieF//agaB//ydiO//fepB//mrp//lolB//ilvC//nusG//aceB//idnD//ybcF//amyA//ubiB//dnaX//tonB//dld//insB-2//uup//mmuP//yfeD//yfcQ//fadL//thrC//tsaD//pabB//ydiF//surA//msbA//artP//pheP//nhaR//dhaM//yohC//iscX//ybgQ//ygfI//ygiV//rimL//grxD//yfiE//mntP//rlmA//upp//selU//cobS//glrK//ycjU//entD//degS//prpR//ybdZ//pgm//kdpD//relA//nhaR//ybdG//cyaA//nudG//ycbX//yihI//phnI//secY//rcsD//sdhB//fimA//ftsX//ompA//nagC//bcsA//hinT//relB//ttdR//ybbN//etp//ychF//yhhY//yqgF//miaA//kefB//rclB//yafN//hslJ//yheT//panB//moaD//ulaG//yaiV//gltP//glcD//bcp//lexA//hofC//nrdB//fixA//ydfH//galS//bamD//ydeO//napA//gcd//ynfE//melA//yihW//frlC//yfgJ//tnaA//clcA//selA//dctR//rpe//aroA//ubiD//rpsP//rdgC//dbpA//narP//kdpF//truB//adhE//ynaE//ddlB//fimE//fis//mhpB//cysZ//ygjH//rluC//hsdM//abgT//flgC//panD//hscA//aaeR//yoeE//trmI//hscA//rffM//dmlR//fliD//gltI//dusC//narU//accD//ybbN//paaJ//idnD//glgB//mepH//hrsA//pstA//glnD//yfcG//yeeJ//ybjL//yggN//citX//mprA//lpp//yneE//fabH//yieE//tcdA//rpsR//narZ//arsC//grcA//cmtA//rpmB//ygeX//ybiO//sohB//mrdA//lipA//ygeV//recR//rsmH//yidQ//arnB//malP//mipA//cspB//srmB//hemL//waaP//caiD//mppA//tdcC//ddpA//mdtG//cyoC//ibsB//tdcD//abgT//atpE//moaA//zwf//glpA//cobC//ibsC//glgX//lgoD//lgoD//udp//yafO//marA//tdcC//truA//sucA//yqjI//dpiA//allS//lolD//hycI//lgoR//recG//fabD//yrbG//uacT//xseA//rpiB//relA//pspD//gudD//rne//alpA//lolD//tatB//parE//frsA//ihfA//yafE//paaF//oxc//kdpA//era//nrfA//nuoN//thiG//kdgT//hyaB//dcd//dgt//ibsA//lipB//ibsE//acpT//ravA//purD//prc//gudX//bluR//caiT//sufE//fabI//ais//psuT//rfaD//argK//rpoD//narK//flgI//betB//glrK//ppsR//mliC//nrfC//rsmG//fkpB//leuO//rsmJ//thiD//rffT//tpx//malE//mgrB//purL//yfdC//oxc//nimT//iscA//nuoG//rsmB//yfhM//ssuE//ilvE//ypdA//flgM//murP//dapF//yehD//lepA//bcp//envC//blc//nusA//cdgI//argT//sgcC//mutS//dmsB//cirA//gltB//yeaK//sbcD//rclB//coaE//mzrA//pgk//ydfK//yajO//glnP//kdsB//leuC//yibA//yciE//hokB//yfcF//tufB//tmcA//hinT//ydbK//motA//shiA//hisP//mngR//yaaY//ygjH//mnmC//yafO//nanC//npr//accC//wcaB//yeiE//dsbA//thrL//roxA//phr//rffC//flgK//malY//proC//ftsQ//ydhC//rlmC//msrB//focA//idnD//metL//ccmE//dmsC//udp//ettA//gspI//mngR//idnT//tsaB//uxuR//qseC//map//mepM//nrdH//thiL//recB//yjjW//recD//yraJ//cyaA//yjiQ//prfB//galR//yeiL//rplL//csgF//mrdA//pspG//xseB//arnE//citC//chbR//rpoE//rplN//yraI//znuC//allD//speF//gudX//ydcS//malG//cueO//araB//setA//yhbX//fimG//lamB//ybeY//yfaX//yojI//yihR//guaC//rplF//ftnB//ftsQ//rplC//nanS//xylB//ldtC//glmU//hisB//entB//yfdG//bioD2//speB//betB//etp//fabD//ssuA//zapA//atpG//pabB//waaO//ybiV//hycI//yjaA//pdeK//livM//rplT//dsbD//hcaT//hcaT//hipA//potI//bisC//psuG//pdeK//nirB//fimD//agaV//ydiR//truC//phoR//paaG//tar//ndh//obgE//ydeP//xanQ//ftsK//mscK//srlB//phnC//pntA//metC//dmlR//ilvD//vsr//truA//alsK//pheM//narQ//hscA//ynfH//glpX//hdeD//yfcA//sgcR//rsfS//priB//allB//fepD//hofO//ybcL//tyrS//cspE//cysW//yafQ//ybhR//hslR//ccmC//caiF//oppB//nemR//frwC//mlaC//rhtC//cysC//yhbS//kduI//glcE//thiE//ppsR//tnaC//pepN//rclB//paaZ//topA//moaA//dcuR//gltD//cspC//srkA//glsA1//aroF//ypdA//nepI//ibsC//nei//yddL//dnaQ//rspB//cysZ//malS//nagK//mrcA//yehY//cbrA//rpsO//hyaC//mngB//menI//mukB//garD//lsrD//ansB//yqcC//rlmF//ubiH//yegS//gltP//glpX//aroD//lacI//gntT//wecB//ivbL//opgG//rluD//potF//ybaO//ydeI//satP//rpsD//hycA//hxpA//nuoN//casE//ybaM//ascB//ftsL//mdtI//yccA//ybjI//ytfT//xisR//ydbK//betB//ybaM//brnQ//flhA//flhE//mlaB//cysC//ybiO//waaQ//cpsB//cbrC//gadB//pphA//proX//ycbX//pabC//cspE//cydB//cspD//nrdG//gatZ//csgG//phnH//intA//yfcF//yihQ//mutT//rpmG//wzzE//gutM//wzb//essD//melB//chpS//ttdR//rffC//frvB//chbF//decR//tcyJ//tehB//clsB//yibF//gnd//alsE//nikB//dcm//fre//cysP//cyaY//hokB//gnsB//puuP//yojI//uhpT//ygbM//uidC//yehD//lptC//hchA//gntP//rpsT//dsbB//ymfA//cmoM//rpsL//fhlA//dcuB//ydjJ//nrdF//mdtC//fdoI//argS//sdhA//rplF//alsC//galF//araC//metH//ibsD//bcsQ//ykgF//yieK//sdhC//malK//glnB//recG//ygeV//rfbD//pstS//lepB//gudD//murF//dld//ackA//kdgR//murP//fucA//patD//mntP//gapC//kdpD//proQ//tusD//sbcB//paaJ//livF//alsE//wzzE//purB//nikC//gph//eutN//yggX//yhaJ//amiB//mliC//bamB//rlmI//sgcA//csgA//yidL//codA//lgoR//pgsA//map//rfaE//yfaU//mrp//yahF//focA//ratA//glnB//srkA//ycjY//yehZ//fimF//aaeB//lptC//acrD//yidA//ampH//pgaA//mltG//gpsA//acpP//casE//yaaY//yebK//yfdR//xanQ//ygbL//cpdA//rsuA//citE//nagE//ghxQ//recJ//pflB//actP//speC//hflX//htpG//ubiI//fimG//tus//sapA//atpA//gcl//ftsW//insE-1//avtA//rfaC//yiaL//ndk//gadB//minE//gspI//secA//valS//insB-2//def//macB//ygdG//cysE//yfhH//idnD//uhpT//zraR//mdaB//idnK//udk//tktA//galR//kbaZ//cysS//yijE//nfsB//dinB//glcA//rsuA//ribB//mdtE//uhpB//mltG//rapZ//nanA//yedX//ung//rcnB//infC//cysN//yiaN//alr//fabB//allD//dacD//fis//yijE//yciH//ugpC//yejF//ldrB//pal//ulaF//bsmA//clcA//phnC//rhlB//metI//degS//waaL//yedL//yggE//hybC//kdsA//rssB//rpoD//viaA//ybfA//aphA//ftsQ//paaD//psuG//insI1//metK//rimO//ygcW//rclA//fimH//cysH//srkA//tap//yacG//dxs//potG//cspA//cvrA//sucA//lpxP//tnaA//fadI//yiiD//glpC//ycjR//mqsR//cpoB//yqaE//insB-4//nhaA//fiu//yceK//yejF//gltB//umpG//shoB//pheS//ychH//pgrR//sbcB//ruvA//cfa//thrA//actP//higA//bluR//yfdS//serB//patD//waaC//ybdR//fdnI//nlpA//murR//yhdH//tolR//yhgH//mrdB//dgoA//dbpA//rssB//ymdB//ygcO//lptB//abpB//gadE//hns//hycI//phnP//rplD//nrfC//rhtB//panC//pgm//rof//metR//yeeA//decR//ade//dnaC//nimR//guaD//tsf//potA//fryA//dmlA//nuoG//yahO//srlR//pdxK//sucC//ubiJ//rplM//lspA//frdC//yeaE//yhgH//cyoD//hiuH//glk//uvrB//atpF//tilS//yehP//lsrR//glmM//lysA//pstA//mak//srlE//yedP//nhaR//pgpC//arnF//proC//mdtG//gutM//ydiZ//yjhP//elaB//citT//pyrF//cdgI//hldE//ghoS//tktB//napB//znuA//lysC//rhaD//ycbX//napC//yqcC//ftsE//ppiA//tyrS//pgaD//araD//cho//yiaJ//trkH//gatA//cysN//ugpC//chbR//mraY//gcvR//ibpA//manA//pckA//pdeR//yghG//nupX//rsuA//arcB//mdtD//lipB//mtr//ppc//yddM//ybhI//lgt//umpG//bacA//relE//yihR//gph//menH//ldtC//tdcA//motA//torC//mgsA//ygjR//rsmF//sapA//narU//phoA//bglF//bioP//yihQ//relA//yibH//fryC//yejE//malQ//hybG//thrB//srlA//ogrK//arcC//moaD//adeP//insH-6//sfmH//mdtG//aceK//ulaE//rhlB//yhgF//rimM//hypC//arcA//ygeX//mreD//sspB//thrA//yjjB//yhcN//mdtD//tatE//ansB//rseB//pdeF//dgoD//fecD//higA//xapA//waaG//hisD//mscM//pyrD//fecC//ettA//setA//sbmC//gspI//rng//yieH//arnA//ydeM//sapA//chbB//prpC//ydjJ//kup//intA//yfcV//yccX//gsiB//speC//ycbU//garR//lgt//mnmE//ynhF//zupT//hflD//ydcR//ftsP//hyaB//rhaT//rluB//dacD//ydaV//pgpC//srkA//psuG//opgG//rnc//hupA//msrP//ttdT//cytR//asmA//fliD//agaR//fetB//cpdB//yahD//sodC//thrA//pitA//ilvL//mgrB//kdgR//cysC//serA//cbpM//csdE//flhD//idnK//epmA//gloB//etk//tehA//cdsA//puuB//soxR//yqhD//yieH//yihT//ptsH//ompR//panE//rpsA//ldcA//mioC//lsrA//gsiB//yehZ//yiaF//purL//ymfK//narZ//lacI//coaE//ilvB//mreD//mlc//nagA//holD//yohC//yccA//gcvP//opgG//rplS//guaD//pdhR//gcvP//fliS//fumC//prmC//gfcE//fucP//flhA//lysA//appA//malZ//yhfS//yihP//rclB//dctA//cheZ//degP//glrR//aroE//mdtO//yjcE//phoB//ycgB//lipB//mmuM//adhE//dinQ//iaaA//argS//entE//tbpA//paaA//nirD//yjjG//cbl//yfdG//nagD//rdgB//frmR//yfcU//yqcG//rfbB//rlmG//pepA//recO//yhiM//
GO_0044238_3	gsiB//ybjC//clcB//kbp//trpE//mdtE//gabP//hemH//lapA//gntR//treA//xthA//rplE//waaF//uidC//mazF//avtA//elfD//dmlA//yggW//ghoT//paaJ//proS//nagB//zur//gstB//aroF//nadE//yjiM//pldB//phnO//glpR//minD//arsC//hicB//araC//ldtD//hupA//mnmE//dacA//frmR//rpsO//nrdI//mreB//entB//cutC//ybjL//fliD//uhpB//eamA//hisF//ais//nemA//fruB//ynbC//nadA//sgbH//pabC//thiG//gudX//rnc//lrhA//rpsM//pdxB//uspE//accD//cadA//mhpA//csgD//selA//rcsF//sspB//relE//lsrC//dgoK//idnD//kdgK//yfeX//moaD//yagF//tsgA//etk//bioC//rplL//pyrD//tpx//ftsE//arfB//sgbH//menC//csgA//mcbR//rplM//yjhH//chbA//rapA//ridA//degP//gcvR//otsB//yagG//appY//gltD//csrA//ompA//brnQ//rzpD//udk//atpH//evgA//asd//trpE//yodD//prfC//galE//atpD//lpxB//rmf//livJ//cysQ//entC//ushA//pgm//iscU//yiiD//carB//ftsL//leuC//rffT//rbn//tsaE//ompF//lpxT//mtlA//torS//chpS//rpsK//ratA//fumA//ghoS//yjfP//eptB//dusB//lrp//pdeR//truC//cpsB//nemR//zipA//dauA//yefM//marA//potA//sspA//dtpD//bsmA//dcm//rutF//ssuE//yggT//fadA//panC//fetB//glcB//sgbE//sdaA//insI-2//appA//dgcN//csgG//yejB//ypdA//lhr//ung//kdsB//argD//agp//livF//mhpB//deoR//psuT//clcB//pyrB//waaC//eco//polA//lysC//acrE//rplP//mscL//recJ//rfaE//yfcR//acrA//rlmF//dsbA//acpS//fadR//dcuR//yhaJ//apaH//metR//yidA//csgB//ampH//aceA//cdsA//miaB//lsrG//sgrT//rsmG//ydcS//mfd//menD//oppD//rnpA//nudF//ycbU//narL//yigL//iscR//fieF//ybhD//epd//hipB//fpr//ftsP//ybaT//dld//ydiO//fic//fadL//gltP//clsC//hisI//ydjH//lipB//yhhZ//rclA//yidA//ybjD//yafE//rutA//nhaA//obgE//btuC//rcsA//moaC//dgt//yebS//glcE//ykgM//betI//glpC//mfd//gadX//murR//glpG//glsA2//trkG//hfq//gatZ//mltF//rfaC//fsr//tomB//yciE//fdoH//yohD//waaF//rarA//lpd//nrdD//mraY//yidK//tauD//dcuS//rlmM//cysZ//rhtA//ycjY//astC//ampG//argC//murR//puuE//marR//rihB//yjjU//flgI//bsmA//sucD//uspC//yhbS//phnN//dnaG//rhlE//caiD//emrB//rcsD//nrfB//manA//rpmJ//rplQ//truD//groS//cueR//holD//basS//trpD//allD//hofM//ampH//gntT//fumC//yadC//yafC//yhbY//napF//mraZ//fdrA//fre//dinD//gpmM//ppc//yahO//rclC//sspB//secF//iclR//fepA//carA//rlmB//uhpT//prpR//rbsR//yijE//fliZ//ycgR//hycI//ilvI//kduI//zipA//ampD//yeiE//yccA//rlmG//ulaG//ratA//leuS//lsrD//yidA//ilvL//yhcF//hflD//hokB//rzpR//recD//tabA//csgE//waaU//nagD//yceD//yibA//sdaB//bcsA//ydhJ//osmF//rodZ//ilvL//ynhF//rapA//ttdT//yebS//speD//yphF//dgcJ//zwf//plaP//gntP//gatD//yadN//rhaD//csgA//rng//tqsA//motA//feaB//cytR//barA//rlmM//rcnR//der//glpK//ariR//yqjA//dcyD//fdhF//yhbS//feoC//gdhA//fimC//menD//ubiB//uspC//pyrF//malF//yehY//fklB//gspI//csgF//idnD//ulaD//dapF//gmhB//iap//tmcA//rcsA//trpL//waaA//serA//ygaZ//phoB//clpA//phnP//pnp//yhjV//pntB//rpoA//puuD//gutM//mog//yddL//arsR//sdhD//gloA//nagK//cnu//zraR//yebQ//nepI//rimP//secE//yqjI//hicA//napB//ndh//araD//basR//entS//hisB//cysE//puuB//argP//yqjI//asr//dgkA//amtB//yahO//apt//yhjV//phoA//ycjR//cydA//yihP//hofN//ade//ccmF//feaR//slt//dinD//ybjX//yihS//kbaZ//sstT//iclR//yifB//dnaQ//mltA//ydgA//hexR//aspS//frvB//ybjL//fumB//insB-4//araD//ppc//rcsC//norV//ftsX//lplT//eamA//lsrA//ccmF//trpB//zitB//katE//fliT//pinR//rpsB//fimG//hybO//yfcQ//dhaR//sfmH//yaaA//rpsO//yigL//dcuS//hyfR//yfdC//hycI//recE//obgE//rpsG//mntS//yfaV//pntB//rpmJ//pgpC//hisS//mug//waaB//pth//yfeX//zupT//hisQ//artJ//tolA//lptF//topB//sfmF//dtd//insB-4//phnM//cobC//mreD//lpxL//recJ//rffH//nrfE//yebK//yfaE//ybcM//cysZ//ybcJ//recO//insI-1//csgE//adeD//prpD//hybC//paaH//panZ//rcsD//arnT//yehD//ybbN//clpX//zwf//cysA//ynjD//trxC//lptG//hcaB//metL//rluA//dcp//yfhM//gabD//ycdY//atoC//fadB//eutR//hicA//ftsQ//cmk//hycH//pspF//accC//lpxP//rhaB//acnB//mdlB//yjjU//nuoB//cobC//fabB//nfo//cutC//yiaF//dgcF//bglJ//yiiD//rpsA//cpsB//ompT//ycfS//iscR//dnaQ//deoA//bioP//hypE//mreC//dgcF//yfcV//dgoT//endA//leuE//rpnB//argC//ycdY//ssb//wrbA//pykA//tomB//ycjD//crr//pspG//sbp//fmt//uraA//ndk//lpxC//cas2//lptE//fadM//nrdA//lsrG//insI4//rtcR//nrdG//modA//purN//ssuE//exuR//mqsA//sdiA//araA//tcdA//glk//cysM//ytfT//ssb//xapB//gadW//cbrC//hcaE//hybA//mhpR//cyaA//yjaZ//cmoM//alaC//wecE//amiA//cysM//yadN//rlmC//ttdR//acrF//acrE//guaB//scpB//hsrA//fryC//secD//mdtE//agaC//bioD2//mioC//mtlR//btuC//aceK//fepB//yegT//rutR//sapC//manX//rimI//cbpM//rpmE//sgcB//ebgR//cirA//btuB//cheR//thiP//ynaI//yehP//nikA//ynhG//bglB//clpP//ruvB//hflD//bglA//waaJ//ugpA//eamA//yibF//rrrQ//xseA//uhpC//dgoA//rhtA//envZ//arcA//wecA//yahF//fryB//flgJ//livF//hisD//glyS//rrrD//yahI//zapC//tldD//tqsA//appY//tdcA//opgG//hokB//rlmN//fepE//ppiC//yjhB//yghB//ompR//cysB//deoC//pagP//erfK//secG//symE//yedP//nuoB//arnD//rbfA//yfiF//yfcA//gshB//sdhD//trmD//dedD//tisB//ymfA//ddpX//yfdG//ulaB//cra//yhjG//uxuB//srmB//fimB//gyrB//wza//mnmG//cof//ynfH//pinQ//yjjQ//zapE//flgE//rph//rrrQ//hcaC//epmB//fadK//abpA//murQ//lepB//birA//yahI//tcdA//ykgF//asmA//proB//galP//nadB//yhdW//yciF//hemE//holC//fucA//nimT//cyoC//narV//nlpD//btuB//setA//proQ//ydhC//zntR//nanA//cspB//caiT//nth//macB//phnJ//secG//ada//ybcQ//tnaC//acpT//rspB//yeaG//ydeO//waaU//yfeD//dps//ydaC//acrF//yqgF//sucD//ybhG//yjbH//gltD//glnB//acpS//tatB//mdtP//gstA//oxyR//dicA//rutD//eco//ybiX//yrfG//def//fdx//sufS//allB//gabD//tdcE//fryC//livM//hmp//gcvH//ydcR//pepB//narW//hisG//ydcP//lysS//rffC//lpxL//clcB//mppA//alr//maoP//ompT//uhpB//ddlA//ybgQ//yjiM//ybaE//gyrA//sufC//csgE//ynfL//trpS//accB//ygcW//lipA//cysM//gshB//ade//proS//ugpE//eamB//purF//ybiW//yhgH//sapC//metF//ycjR//lplT//xapR//fdnH//yiiM//ispF//fdnH//mhpD//ttcA//yfdR//recQ//yadN//bamD//fliG//tauD//yheT//tusB//hrsA//pdeF//tatD//amtB//tap//pyrF//wbbK//rsuA//malI//hyfR//symE//ulaR//spy//psuT//rluD//csiD//ykgM//sixA//ycjQ//blr//yfaL//recJ//frc//yidL//frr//alsK//ybdH//elfA//guaD//ydeE//blc//topA//ycfJ//bdcA//macB//ychH//mcbR//purC//mlc//ynfH//ftsX//rstB//mtlR//mcrB//cheW//pheT//uspB//rplT//phr//bssS//thiC//fucK//cspI//iraM//acrE//recX//queD//hpf//insK//nlpA//ybhG//rfe//nupX//glxK//nusA//gpr//mpaA//ppsA//folE//hypF//panC//gloC//bdcR//sapA//malY//aroK//tsaB//avtA//rfaD//yjjV//eutK//gadX//ompN//rpnD//yehA//caiD//pflB//emrD//ygjR//ibsC//glnQ//yddA//preT//nikD//aas//bacA//metR//ghxP//ubiH//glxK//sgcE//speG//trmB//insA-2//yrdA//rnhB//ybjX//yebK//ivbL//metR//thiM//wrbA//rpoS//ompT//yecS//znuB//htpG//thiG//fumB//eptA//ybiX//yeeO//ybdO//sppA//flgM//rclB//lacI//purD//bglA//emrD//fruA//smrA//kdpC//fepB//ygaV//ispA//modB//galM//cspD//nadC//yiiM//mzrA//tolA//ydbK//rssA//idnT//rffT//araF//feoA//phoU//cynT//yehZ//exuT//maa//ttdR//yajL//rusA//eutK//melA//rpmB//gpr//hslJ//dsbG//fliM//trmI//yehU//ybiA//osmY//chaA//cecR//prkB//yjjB//iscR//uspF//kdsA//miaA//chaA//nupG//uxuB//erfK//uxuA//proV//rfaE//surA//ybaL//glnB//aas//lspA//gspF//hinT//paaA//lyxK//rnt//recG//leuO//sufB//dctA//intA//lysO//qorA//cobC//rhtA//relA//pitA//uxaA//rzpD//yeeJ//exbD//yjiA//oppD//rzoR//sapA//ypdA//sfmH//dgoT//yejB//aroB//dcuA//pbpC//pflA//coaA//gltL//agaV//acpH//gshA//hofQ//marR//iraD//hofQ//betA//minC//ycfS//wzzE//yagU//groS//ilvA//frlR//rdgC//dacC//katE//hemL//ubiH//xseB//pntB//glvC//fliS//rimJ//yihT//ydbD//btuE//ispG//kbp//mdtQ//ybcL//ybjL//tehA//yqaA//thrL//tktB//yiaT//gntP//fliK//greB//lspA//pyrB//pstB//xapB//ltaE//hypF//folC//bioC//sgcB//insI1//xylG//ydeP//cysB//mgtL//comR//nusG//abgB//cca//pgk//iscU//pheT//treC//lysS//yddL//bioF//ydfD//hypT//rlmD//ogrK//ygiW//scpC//cmtA//crr//phnJ//dgt//argT//pheS//hxpB//ybeY//mltA//amiA//dhaR//kch//glgS//patZ//insI1//sodC//yghO//birA//ygaZ//lptE//rof//yjcO//dsdC//entA//ftsK//corA//chbF//trmD//rpsH//ykgO//ygcW//pdxA//bcsA//sfmF//hflC//rfbX//tdcG//wecC//cobS//minD//cspG//ydbD//panC//nanE//mglC//artJ//bglX//osmE//pgpA//gdhA//infC//pepA//paaD//phoP//tmk//yehW//yfhH//wzb//entD//fiu//glsA//rpsP//yahD//trg//yehC//dgt//kdpB//ybiH//paaF//kdsD//cdgI//purB//lacZ//sgrR//recN//ahr//hinT//nhaA//dtd//ivbL//rhmD//focB//pspA//truB//fixC//gadC//murB//agp//ydeP//ycjR//trpD//malF//pspG//mscK//frwD//lysO//dinJ//wecC//nlpI//nanR//betB//glpK//rluE//fimH//zntA//iraP//codB//atpG//rhtB//rpsK//eptB//yafN//ogrK//alaS//nuoG//pgrR//rssB//hinT//flgC//folM//smrA//evgS//rluA//hyaB//acrA//yjhG//ispA//nemR//elaB//cbtA//phoP//purT//ldtD//rzpR//ygcO//ndh//chpS//ndh//tatA//gnd//yecS//sulA//yobF//mdtF//
GO_0044242_5	yghG//acrF//hybC//map//ybhG//gcvP//der//ydjH//fimC//ftsL//yieF//ydjH//potH//minE//kefF//iscA//cobT//lysA//ybcF//iscA//speF//glgP//
GO_0044247_6	sdaB//yjeI//adeD//nadB//astC//
