#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ndk//hipB//ybcJ//aaeR//
GO_0034655_5	lgoR//cusF//sgrT//mtlD//aaeA//yraI//yobF//kbp//alsE//mhpT//uup//yfcG//uxuA//tcyP//ghoT//ynjA//dam//pdxB//yhbY//glpF//ygbM//mdtB//nemA//gltS//pykA//nikB//rcsB//tsx//entE//yeaV//hdeB//cbtA//deaD//cheR//yidR//envY//btuB//atpF//murE//dgcN//sgbH//waaG//chbB//rutF//adeQ//ydjM//gadW//phoP//gshB//ascG//frlC//cydC//sgcE//guaC//brnQ//ygeV//yciA//baeR//fecC//cydA//tas//rplI//lysU//agp//lldD//pcm//ybiA//ybcC//hypC//emrB//dcp//uxaB//pliG//
GO_0034656_5	aroH//dinI//ftsI//arcC//rfbB//yagF//rplM//rcdA//mscK//rnb//nrfA//nuoH//rpsI//
GO_0034660_7	ruvB//nfi//rssA//gudD//casE//ygiN//agaV//rpiA//maa//pspC//uvrB//qorA//cmk//rlmD//wecA//dnaG//pyrB//rhoL//rpmC//mltF//rhlB//rhaA//ldtD//thrL//rfbD//nusG//fabR//waaF//hyfC//rnlA//moeB//thrL//nrdG//frwD//tufA//zapA//bioH//tehA//znuC//mrdA//rpmE//metL//htrE//eno//hybF//zur//gpmM//mdfA//dppC//dusB//dmsA//pinQ//fcl//yqgF//rlpA//dxr//cysH//flgJ//mscL//rssA//rutD//pdeK//rpsP//xerD//recX//yahF//surA//tdcR//dinB//fryA//yeeA//ydeO//accB//eutR//acpP//btuB//hemB//speC//argD//mog//tolC//torI//lon//flhD//nmpC//pstA//chbR//ppiC//elfC//gabP//yahN//pinE//bioD2//ftsP//ybiW//hofC//yciG//fbp//yhhY//ybiS//hcaF//yeeY//yfgO//nagZ//ygeR//yhbO//sgcR//allS//yohC//gshA//mhpR//clsC//hemB//eutD//cyoA//osmF//rpe//frlC//srlR//glxK//entH//lpxH//
GO_0034661_7	cmoA//hemB//trmO//fecA//
GO_0034755_9	glpG//yqiG//csiR//aroD//
GO_0034762_6	yhjB//nrfF//atpG//ibsB//agaB//xthA//agaR//yegT//
GO_0034763_6	ubiF//mntP//
GO_0034764_6	ispB//slyD//
GO_0034765_7	adeQ//yibH//hprR//yceD//purN//rrrD//aslB//
GO_0034766_7	ybcF//
GO_0034767_7	prmA//artJ//
GO_0034775_7	ycjU//osmY//mtlD//waaB//lgt//
GO_0034983_9	ydjM//zntR//
GO_0035235_6	recB//proB//caiD//nlpD//
GO_0035303_8	mepS//pcnB//fecA//pstS//ghxQ//
GO_0035304_8	ompW//
GO_0035306_9	uspB//
GO_0035307_9	rpmH//
GO_0035335_8	tufB//ratA//yjtD//
GO_0035344_8	sugE//alsK//
GO_0035350_6	mraY//
GO_0035383_4	modA//yaaJ//fumB//phnC//ybfA//mnmC//plaP//cysS//
GO_0035384_5	yidE//gpmA//
GO_0035429_8	ypdA//acpT//surE//lamB//rplC//npr//
GO_0035433_7	cyoD//mscM//
GO_0035434_9	exuT//wecE//rihC//cheA//plsC//
GO_0035435_9	mug//pldB//ydfK//gspF//fliL//aphA//ppsA//yaaA//yggE//
GO_0035442_7	kdpF//recJ//glcB//yfdS//rimM//lysU//rnhA//yghB//ybhA//yifB//ycdY//
GO_0035443_7	flhA//ansB//tufA//arnE//aroG//ortT//arsB//yidD//
GO_0035444_9	yfiE//hokB//sspB//xylR//queG//yibT//csgB//
GO_0035461_6	ghoT//csiD//ivbL//fliA//rzoR//ffh//hprR//thrS//mhpB//minC//
GO_0035510_7	fkpB//rpoH//manZ//matP//hofQ//
GO_0035511_5	nfuA//
GO_0035513_5	ygjK//
GO_0035524_8	cpxR//
GO_0035552_6	pyrL//
GO_0035553_6	ccmA//
GO_0035556_4	yebG//bioP//epmB//tyrS//appC//flgK//tnaB//frvA//yhcF//ade//uxaB//etk//rsmF//yjeI//panD//nadK//sufD//lptB//ybiW//yjhC//ybhR//yegS//ubiE//ygaH//dxr//moaB//rffM//plsB//purT//yhcN//lsrB//fieF//citE//rpnC//syd//metC//rbsC//pstB//fhuC//yihO//chbR//murD//yjaZ//tsaB//yidP//asnA//
GO_0035600_8	yafO//
GO_0035601_7	suhB//mlaF//lipB//
GO_0035672_6	fryB//bolA//upp//holC//mmuM//appA//argB//hemN//fcl//tolR//nrfG//yfeR//nanT//dmlA//ycjD//dnaK//cbtA//yihW//rpmC//yacG//
GO_0035690_5	lptA//gspJ//ubiJ//agaD//yiaM//rbbA//dedD//tsaD//cysD//fimF//narL//
GO_0035725_9	arnF//hemB//pntB//ssuC//deoR//rutC//nhaR//
GO_0035784_9	ibsE//
GO_0035821_4	mnmC//pyrF//ydbK//insH-5//priC//
GO_0035864_6	trmJ//
GO_0035873_8	maeA//ydcZ//
GO_0035890_5	pstS//cdd//mipA//ybjX//
GO_0035891_6	serC//cof//rpsP//agaC//
GO_0035966_4	glpK//hofP//csrD//aes//frmA//yihQ//asnC//
GO_0035967_5	pdeH//paaF//narJ//glcC//sucC//
GO_0035999_5	aroE//recT//dctR//ychF//
GO_0036001_7	yagG//
GO_0036046_8	rpsA//
GO_0036047_9	ycjY//
GO_0036048_8	tusB//
GO_0036049_9	glnS//
GO_0036088_6	hcaE//
GO_0036103_6	rmf//fdoH//
GO_0036104_6	aldB//cmk//
GO_0036172_6	pdxJ//
GO_0036211_5	hlyE//chbR//tolR//acrF//yjeI//leuC//argD//ybjC//gloB//sugE//cusR//artQ//xisE//cysN//glnD//menC//ddpX//glpD//bcsQ//mngA//thiM//murD//araH//pheM//uup//gpmA//fabI//malY//purB//mntH//dinG//mcrA//ddpA//rplR//yadI//sgrT//accD//rfaF//yrdA//yajL//cadA//phnL//nrdG//erpA//yehX//kdpE//yhdZ//ddlA//iap//mnaT//garK//bioF//yajO//yfcG//xylG//phnJ//cysK//baeS//sbmC//obgE//norV//agaC//skp//xylR//trpB//pspA//ybeF//bcsA//nanT//aslB//ileS//tdcE//pinQ//ybaL//nupG//opgE//mltF//hxpA//ppc//clpB//deoR//rpnB//ampD//cysA//atoB//pgsA//matP//nagE//uspE//leuO//yjhH//flgG//dadA//ydjJ//lysA//ilvH//mtfA//ppsR//rpiR//ampE//der//ptsI//ydjJ//pgaD//fimC//ybhA//cspD//rfbX//rpsT//yjcS//ydjJ//mepS//hyaC//wecA//narI//lamB//ybhR//sgrT//ygeW//ompC//rcnR//mglC//trmH//epd//dcd//mazG//arsR//malE//ppc//hdfR//rrrQ//yadG//insB-2//rapZ//alaA//rlmM//gltS//csgG//yibA//setC//frvA//msrP//
GO_0036214_3	yfcV//
GO_0036265_6	lldR//otsA//lepB//fabR//
GO_0036289_9	nikR//hybO//
GO_0036293_5	cobU//fixB//sgcE//
GO_0036294_6	tpx//garD//sdhE//
GO_0036388_7	bsmA//
GO_0036447_5	mtlA//yeaE//eptC//
GO_0036448_6	intA//glnB//pspD//
GO_0036460_5	selB//bioC//ileS//ykgF//rfaC//dmsA//
GO_0036506_5	hemD//
GO_0036525_7	yjhH//
GO_0038083_9	rimI//nanS//fdoH//ygeR//rpsH//
GO_0039633_6	iscA//tyrA//csiD//ftsY//
GO_0040008_4	ruvB//yidK//mltF//cysP//slt//rssB//ydjM//dcuB//yfdS//aaeA//
GO_0040012_4	codB//zwf//mdtG//ytfQ//cusC//iap//ybjL//gspJ//htpG//clcA//ribD//ydgA//hypD//recN//
GO_0040013_5	agaD//chpB//yeeA//yeiE//ortT//dppB//moaB//
GO_0040033_9	dsbG//
GO_0042026_4	metG//trxA//gppA//ilvH//cas3//pepQ//yegV//abgT//fhlA//
GO_0042040_7	pyrE//
GO_0042044_5	glnP//
GO_0042126_5	entD//emrY//metK//marR//
GO_0042128_5	lgoD//gltK//
GO_0042133_4	ivbL//pepT//pepD//mltA//tdcD//ygiW//mltF//polB//insE-1//treB//mlaC//tdcR//insA-1//fepA//galT//yciH//
GO_0042135_5	gor//crcB//ybhP//ycjP//lysR//pgaB//dnaB//aspS//menD//trkA//acpS//pinQ//mltB//
GO_0042136_5	sgcE//uup//
GO_0042150_7	yafQ//yfjV//hofM//
GO_0042157_5	folC//menH//thiI//alsK//
GO_0042158_6	intE//rfbC//yjhI//
GO_0042168_4	sapF//rluE//trmH//dnaA//uidC//feoB//yneJ//puuA//rlmD//
GO_0042176_6	rbsC//envR//rng//yaaA//
GO_0042177_7	yeaE//fecB//cutC//
GO_0042178_5	araA//mfd//recN//csdE//paaX//elaD//gatZ//queD//deoB//dapB//prmC//soxS//degP//fsr//sgrR//clcA//bioF//fimE//erfK//
GO_0042180_4	gatZ//recG//ulaC//fmt//metF//thrC//sodA//uhpA//hslO//spy//yaaU//nagC//tdh//ilvE//insI1//topA//ydiQ//etp//nuoB//ada//torY//surE//rutC//yejB//yicJ//yahI//yiaB//dpiA//mcrB//hybA//glnQ//vsr//entH//ybiX//znuB//trxC//ydcI//ftsI//argK//hsdR//gnsB//paoC//tadA//ydjM//sdhC//mcrB//tatC//ybjL//paaZ//cpxR//nrfG//yrbG//prfC//acrR//tusB//glmM//dgoR//cysC//ynfL//
GO_0042181_5	ilvA//yjtD//rmuC//yciE//plsX//yjbF//frlR//fimC//tabA//mltB//yadV//solA//gspE//bepA//mdtC//mltD//zntA//yciH//ldcA//rho//hycB//cueR//fpr//fimF//
GO_0042182_5	csiD//ygaH//lptE//cmtB//nadC//cysM//ydcS//lpxK//sutR//phoR//cbpM//pepA//serS//fucO//cdgI//mutY//nimT//chpB//nfuA//ygbM//sad//mdlB//relB//ppx//mgrB//speB//napF//aphA//hybA//
GO_0042219_6	pyrH//hdeD//ppc//yjiM//ccmD//
GO_0042221_3	yceK//metG//acrZ//yihS//aidB//fadH//yihX//carB//adeQ//yfiR//aes//cirA//wza//yhjC//yhcD//polA//pyrE//argC//mtlD//yhjG//fkpA//lpxB//arsR//yagE//mtlA//ykgM//mrdA//ygiV//arsB//ytfP//aer//fumB//allS//ykfI//rnr//secG//ptsN//dacB//dgoA//frmB//sufE//ttdA//zupT//bdm//cspG//rcnR//sppA//yodD//ldcA//rsfS//yiaU//baeS//dpiB//dcuS//hrsA//cheR//sufE//rfbB//speA//ykgO//bglA//yihU//ygiV//lpd//nemR//gudD//intE//malQ//rluA//mobA//umpH//gnd//recF//leuB//mntS//nrfG//rimK//purN//baeS//yhhZ//cyoA//narU//yceK//pdeR//pphB//ydiZ//rseP//yraH//atpB//fieF//ydcP//der//yehY//ycgB//tatC//rpiB//rhtB//rlpA//queC//bioF//tnaB//crcB//emrK//thiG//gspF//uxaB//mqsA//yjiM//yfcP//nemR//zitB//rtcB//dapD//tgt//rhoL//hdeD//yfbR//yddA//pphA//plaP//tdcG//napB//emrD//fucK//cydC//rcsD//dnaN//tar//yiaA//rbsK//yqjA//mrcB//katE//sufB//yidD//ymgA//abpA//ubiG//yggT//xanP//holE//envC//lolD//yaaJ//fabG//phoR//psuT//kdsD//gmhB//ebgR//mdtJ//yehU//torS//intS//betI//atpE//yjiA//gyrA//mutS//pykF//aceA//sucD//rfbX//ugpA//ppiD//leuE//torA//yeeL//ggt//spy//fucK//alsB//sppA//ortT//hchA//panZ//aceF//aspC//casE//tauA//lysR//sfmC//acrB//hemD//rsmA//thiP//hflC//asnA//yadI//nagE//frmB//ykgA//puuP//nei//tehA//pflB//ybcJ//potH//nupC//thiQ//rplY//rffM//glpT//ybhJ//gsiD//fes//oppD//yfbU//rnc//tmcA//murR//dapA//yidQ//ibpA//cyoA//frlB//glnD//acrD//exuR//arsC//yehP//sgbE//nanA//rplR//yidA//dicA//prpR//yehC//elaD//srkA//pdxJ//envR//ghrB//nrdD//gutQ//
GO_0042245_7	btuE//entS//ygcO//
GO_0042254_5	trpE//motA//yfeX//sthA//chbC//ilvI//prkB//
GO_0042255_6	proX//glpR//
GO_0042274_5	ulaF//glmU//mgtL//nadC//
GO_0042278_6	ung//gspF//ygeX//cirA//mdaB//macA//hscB//sthA//norV//yidP//yjbF//patD//proS//chiP//cdd//oppF//yihP//opgD//
GO_0042304_7	cbrA//trkG//pabB//
GO_0042325_8	fabB//ytfT//
GO_0042327_9	rcnR//
GO_0042330_3	dmlR//yhgH//acrR//insH-5//yjhP//sbcC//ytfE//lacI//fkpA//lgt//pinR//btuR//rpsG//tauD//crp//mdtK//
GO_0042350_6	yfdK//
GO_0042351_7	hybF//
GO_0042354_7	yidA//rfbX//cysG//ybdZ//tsaE//rnr//
GO_0042355_8	mlaF//phnH//ytfR//arcA//nikA//tdcB//
GO_0042357_5	yaiW//osmE//
GO_0042362_6	rpmB//
GO_0042364_6	rbsR//pnuC//nikC//ykfM//galE//rlmI//xylR//ccmH//mngB//gutQ//rpmE//glcE//ilvM//ldrD//puuA//gabT//paaC//ilvB//rfbD//acpP//mngA//yibT//cheA//recJ//gltI//cysM//zapB//rbsB//scpB//rplT//puuB//kgtP//gcvR//menD//cpsB//allD//ghoS//ycjU//hiuH//ybiA//waaY//pdhR//cspI//artI//hybF//mntH//ykgA//yhiM//lptB//nadA//ilvN//dinD//hyaA//ycjP//ddlA//tatC//
GO_0042365_6	otsB//nupC//tig//sfmA//
GO_0042371_7	yccS//
GO_0042373_6	mnmE//
GO_0042398_6	ihfB//spy//minE//nrdI//paoC//speB//glvB//hybE//kbaZ//hdeA//parE//proW//yadM//ftsL//ettA//ftsE//dgcZ//ppsA//gstA//wcaJ//
GO_0042401_7	lgoR//metF//cheB//pbpC//bglA//rutC//kefC//abgT//rlpA//codB//nadE//rpnD//ppsA//argR//
GO_0042402_7	entA//pheM//cysI//mdtG//dgcN//sfmD//mntR//lapB//moaE//wrbA//spy//glnK//cysA//
GO_0042413_6	sodC//kch//mdtE//tgt//
GO_0042430_5	lplT//yihS//mrcB//nrdD//fdhE//mukB//betT//ybhA//pdxH//ygaZ//
GO_0042435_6	rutE//argT//ygaV//narQ//ubiI//serA//rfaE//umuD//hsrA//
GO_0042436_6	speA//
GO_0042439_5	hisP//
GO_0042440_3	arsR//csdE//hlyE//ibsD//folA//yoeE//nagK//exoX//agaV//udp//tauB//hdeD//phnI//yadM//
GO_0042443_5	mltC//thrS//
GO_0042445_3	speC//exbB//csiD//iscA//yeeY//btuR//zupT//zntA//rarD//sufC//yhaO//rzpD//pgpB//yhbX//
GO_0042446_4	potH//
GO_0042447_4	nanR//wecA//speF//ampE//gapA//cutC//asmA//cvrA//yagI//narG//maa//putP//yebC//
GO_0042450_7	rplP//fdoI//osmY//rhtC//tsaD//yeaD//
GO_0042451_7	ybiH//tig//dinD//yiaM//rutR//yahD//
GO_0042453_8	sutR//
GO_0042454_7	yidQ//minD//fadD//rfbX//srlA//yciV//yneL//hscC//rffC//yibH//rrrQ//frwB//
GO_0042455_7	msrB//mdtM//tsaE//mltF//hisG//mutS//arnT//argI//yfbU//kdpD//glnE//yahF//argT//yciA//yidP//rsgA//lptG//
GO_0042493_4	yhhT//fryA//yfbV//panF//atpC//prlF//cbtA//hcaE//fabD//nikB//chaA//ppsR//lolD//pyrE//pncB//hypB//caiF//yidQ//eco//tcyP//mltB//msrB//clsB//rffT//prs//gadW//nikE//lpxH//caiF//ygiW//yiiM//tsr//fucA//alsE//lolB//endA//cysN//recA//caiD//tldD//yqcG//ldtE//mcbR//pinE//panB//dhaR//yehX//hypA//frwC//
GO_0042537_5	araF//gltK//cusC//mtlD//frdC//cynX//mdtF//bglA//ymdB//pyrD//ybjN//ribD//appY//dgoK//metI//tmk//allB//torS//ndh//folD//rnlA//tdcC//
GO_0042538_6	grcA//flgC//
GO_0042542_5	thiD//wzyE//mtgA//gloA//tilS//trmO//nsrR//epmC//cytR//fdoI//rpnC//mak//eptB//cdgI//glgX//btuC//rsmF//rho//
GO_0042545_5	yqaE//
GO_0042546_4	phnH//fkpB//dppC//cspD//crr//rpnD//clpP//gcvA//ascB//ftsE//
GO_0042558_5	hpt//cobT//crl//osmF//rihA//yajO//ibpA//mepS//coaD//luxS//cueR//amiC//yadN//fabZ//cdsA//xanP//udp//arsB//
GO_0042559_6	glnK//trpS//rffG//amiC//yedF//soxS//ribC//ybhP//asr//hybB//wecE//elfA//nfuA//
GO_0042560_6	uacT//ynfL//
GO_0042592_4	yigL//ybhP//yafE//galK//ispH//flhC//ynfL//csiD//yidR//frwB//cas2//yadI//entD//tmk//dinB//xanQ//pdeR//wecB//alpA//pdxA//flgA//selU//pspA//cysM//speD//cedA//ygcO//rpoD//aspA//pliG//mmuM//srlB//rcnB//sgcC//rlmA//cas2//malK//nuoN//yjaZ//pncB//ydjL//ykgO//yqcG//rplB//bioA//pyrE//afuB//crr//rpmA//ydfG//argF//gltX//dkgB//ilvC//rsmJ//leuC//dinJ//recX//adeQ//
GO_0042594_4	frwB//ydjK//lpxB//yhjA//rffM//marR//putA//xanQ//yahI//aqpZ//yfiR//ybiS//garD//yfcS//uspC//panB//wzb//yebG//insI4//rnr//rusA//emrK//zupT//tsaC//yidR//ssb//alsC//deoA//bisC//ybiJ//glsB//yfeW//aldB//sgrT//kdgK//
GO_0042618_5	pdxA//
GO_0042619_6	fklB//
GO_0042710_4	atpG//yidL//uxuA//eno//yqjI//yeaD//dinJ//tisB//opgG//rclR//ghoS//dgcT//idi//ygfX//glmM//betT//yedP//hscC//mpaA//slmA//mdtC//narI//ldcA//gcvH//ypdF//sdhA//eutD//yifB//fecB//ydjK//insA-2//yfaV//galK//thiC//arcC//tdh//dacB//cmtB//xanP//yafE//sapC//lipA//glcB//thiI//kgtP//yfiF//surA//fhuB//rhmR//uhpB//gshA//
GO_0042723_5	dinD//dadA//setC//paaJ//yggD//ybiH//nac//speE//ldtD//hcaF//slyA//baeR//
GO_0042724_6	ynbB//cra//hisA//murE//nfuA//ydfD//rof//narV//nirB//fabZ//
GO_0042726_5	clpX//yqeG//yaaA//dinG//casE//nrfE//menH//insB-2//
GO_0042727_6	rhaA//yggN//nagE//ibsD//ssuB//yqaA//ecpR//dgcQ//
GO_0042732_6	ldtA//dbpA//ispH//insI4//gyrA//
GO_0042737_5	gpt//uacT//viaA//phnP//cedA//phoP//ahpC//appB//hflX//melR//ldtE//rutG//glrR//yedX//elaB//pepQ//yraK//fadH//feaR//sodB//opgD//yihU//yqgF//caiE//prfA//mraZ//ydeO//cra//bglJ//lgoR//manZ//rhtC//gpsA//gltI//sfsB//phoQ//yeiE//cobU//cysC//hupA//ilvM//ybiO//acrF//ptsN//recO//yidZ//lldP//greA//ybcM//yphC//yjaZ//ytfP//pdeR//xylH//galS//
GO_0042743_5	garP//appA//
GO_0042744_6	uacT//exoX//
GO_0042759_7	yiaT//trmI//
GO_0042773_6	pepD//
GO_0042777_8	nrfA//
GO_0042779_8	yijO//
GO_0042780_10	ycjQ//fixC//ung//
GO_0042816_5	nanT//murA//nfi//abpA//yihQ//murF//waaB//hslJ//napB//
GO_0042817_5	ydaV//
GO_0042819_6	fepC//ycfL//deaD//purL//abgA//ykgF//gcvP//yahK//pagP//
GO_0042822_5	hofP//ttdR//csdE//holD//fliD//dsbD//bamB//
GO_0042823_6	uidC//ccmG//casA//epmA//pagP//sufS//ompA//
GO_0042836_5	ybiS//nfsB//idnO//citE//
GO_0042838_6	cbtA//rcsB//dinQ//fadR//
GO_0042839_7	cysC//ybhR//upp//bhsA//rusA//csrD//
GO_0042840_7	plaP//ubiH//rlmB//rpiA//yebK//maoP//
GO_0042843_7	hcaF//araC//
GO_0042844_7	gspE//
GO_0042846_8	mglB//
GO_0042851_8	yobA//pabA//mnaT//fliG//
GO_0042852_9	hisA//mrp//yjbE//
GO_0042853_9	ybdN//
GO_0042866_8	yjiR//rpsR//dxs//ydiR//glnD//yicJ//rlmC//nlpD//srlE//yqgB//fdhE//grpE//ibsA//hybD//hybO//yraH//qseB//ruvC//
GO_0042867_8	yccS//
GO_0042873_7	ompG//nupX//sxy//ypdI//ydfH//rpsR//mtlR//
GO_0042882_10	acrE//ynfL//grcA//
GO_0042883_7	sdhE//zupT//sthA//ligB//rppH//mdtA//exuR//fecB//
GO_0042884_7	tonB//caiF//arcC//tmk//ydiZ//acrZ//ybiO//
GO_0042885_8	topB//
GO_0042886_6	dcp//moeA//msrA//cdh//ygiS//ppiC//queG//ccmC//gatB//ymdB//pheT//rbfA//psuG//cspB//perR//avtA//rnc//nagA//galK//fepA//pabB//ynbB//narX//mhpC//yejE//panF//yajO//adiC//gadE//ftnA//nagC//basR//priB//clpP//rhmD//accD//glsB//glxR//menD//rhsD//rpsN//bamC//tar//yfeD//zapE//ycdY//cysE//hslJ//pgk//glnE//rcsD//glgA//pppA//rsmH//ypdA//cusR//zinT//rbn//glgX//hemH//mgtA//zinT//pflA//tnaB//infB//malG//ybbN//ybhR//pntA//ihfB//ubiA//rpmH//cusA//dgoK//panC//ttdT//sspB//yfiR//yafC//smpB//ompA//gatC//sdaC//purU//cyoD//acrE//nrfB//hofN//
GO_0042891_6	glgS//ybhJ//yggT//clcB//yhjX//yidP//tdcR//asnB//casC//acpP//gnsB//fabZ//nikA//yedA//frwB//nth//waaG//rpsE//cobT//rcsB//tcdA//yhhT//lsrB//arnE//hsdR//tolC//yehP//waaO//rsmG//lamB//tufA//kdsD//
GO_0042906_8	rhtB//mtlA//ydfD//rne//
GO_0042908_5	mltB//ugpC//srlA//yqaA//pyrG//rsmC//rplT//deoC//rplW//sgrR//gsiD//ccmD//pstC//bglJ//sfsA//ybiY//
GO_0042914_8	ynbC//ansA//
GO_0042918_6	qseB//nimT//citX//cydC//ibsB//
GO_0042919_6	ibsA//
GO_0042920_6	yraJ//
GO_0042928_7	purB//
GO_0042930_7	proS//rplA//ycjR//yedP//kdgT//agaA//mqsR//sgcX//
GO_0042938_8	rimI//erfK//bamA//dnaK//iscR//kdpA//gudX//tdh//nrfA//ispF//bglB//cdd//sodB//arnB//garP//
GO_0042939_8	appA//menC//gcd//yieL//era//nikE//nrfC//dsdA//gmhB//intA//
GO_0042940_7	allB//setB//guaB//malF//gltI//
GO_0042941_8	greB//
GO_0042942_6	yhaO//frwD//
GO_0042953_6	mdoG//yefM//rlmD//
GO_0042956_8	ygcW//nuoF//recA//ydaV//yihW//
GO_0042968_8	cbrA//ydiK//ynbC//
GO_0042981_7	modB//
GO_0043038_5	yebG//trmO//phr//soxS//tnaC//iclR//hybO//mltG//acrD//glgC//mdlB//mltD//yhdJ//ychO//mobA//rplB//dnaA//cedA//fimD//yceD//fhuC//fdx//gadE//emrB//glk//rsmH//
GO_0043039_6	murG//pstA//yqhC//higA//tolR//insH-6//xseA//ycjR//lldR//iaaA//gltP//gntR//dtd//rhtB//frdA//yraN//udk//thrA//fdnH//dcp//rpmE//uspG//yhdJ//ispG//chiP//
GO_0043041_6	bisC//
GO_0043043_6	gloB//tas//lyxK//fabD//folX//caiT//mepS//elaD//alr//emrD//sfmF//ybiW//agaB//eutR//frdB//ynbC//yggX//yraH//corA//hyaB//ung//tolQ//ynhF//pfkA//yqaE//nuoE//ghoS//pyrE//uhpB//dmlR//roxA//asd//iscU//eutD//rcnB//ileS//sdaC//csgB//marR//fimE//galE//argA//zapD//hns//curA//ygbN//mppA//rlmD//rnd//evgA//lnt//alkA//ybcC//yghG//amiA//yegT//yfbU//artJ//rhaT//alpA//ulaG//
GO_0043067_6	fepE//
GO_0043085_5	yjfF//trmA//pdxH//sbcD//intA//rfbX//torA//ldhA//hicB//hofC//proV//gapC//ycfH//tsf//acrE//garK//cpsB//aer//ybhF//srlE//yieH//csiD//ybaQ//
GO_0043086_5	torI//cysW//appC//ampD//glpX//ftsI//eutB//chbF//fdoG//hyfC//paaF//paaK//recR//trpB//maa//pdxH//dnaA//rpnD//wza//purC//yeaV//nadE//ptsP//hybG//ygeV//galU//
GO_0043087_6	ybbN//hisS//dnaX//insB-4//
GO_0043090_7	glpR//xylE//rpoH//yihR//yfiF//gcvP//pyrG//minC//fau//metQ//
GO_0043093_3	recB//lpxL//cusF//hprS//phnH//ynfF//ypdA//hdeD//mmuP//prfB//cysZ//yahD//uvrA//sdhB//degQ//ybdR//ymjB//
GO_0043094_4	fepG//yddM//dsdA//viaA//phoE//dapA//dsdA//udk//alsE//tolQ//tsx//dcuR//ygbM//potA//rclB//fadD//atpE//ispA//rbbA//rplJ//erpA//cadA//
GO_0043096_6	uxuA//ulaE//aroP//
GO_0043097_6	trpA//hchA//ebgA//lsrB//
GO_0043099_7	wza//
GO_0043100_6	grpE//
GO_0043101_5	nanR//nhaB//idnT//sthA//
GO_0043102_5	tolB//atpG//metB//blc//
GO_0043103_7	cspI//
GO_0043111_7	rimM//
GO_0043137_6	yciK//argG//
GO_0043150_8	srlR//
GO_0043157_6	dinD//
GO_0043164_6	xseB//fadL//ydiQ//secG//argK//fkpA//bipA//wrbA//
GO_0043165_6	mnmC//lapB//arnD//ushA//asnB//pntB//pinQ//surE//ynhG//fetA//
