#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	deoR//lgt//sgbE//nikR//
GO_0033559_6	dtpD//
GO_0033567_6	uhpC//
GO_0033585_7	ybgP//envC//
GO_0033609_8	spoT//
GO_0033611_8	mltD//
GO_0033674_7	tnaB//
GO_0033683_7	pspD//
GO_0033692_6	nanA//ghxP//sbcB//ssb//yddM//ybfA//xerD//eco//cobB//sdiA//waaF//yohC//tusE//clpP//yhcH//ybfE//afuB//xseA//uvrB//uspF//phnP//lgt//yhgH//pspC//bcsQ//adeQ//yqaB//wza//envY//malK//otsA//artQ//trpGD//rcsA//waaP//baeR//insI4//gltS//glpB//yeeJ//rpsQ//yjhG//manY//phnJ//gmd//fhuD//fbaA//
GO_0033865_6	rluF//rclA//nadD//rihB//zipA//ygiS//ldhA//
GO_0033866_7	nudF//pspG//erfK//napB//
GO_0033875_7	yagJ//queA//hlyE//prmC//ybgQ//psuT//kdpA//
GO_0034030_8	ynhF//ytfP//rraB//araE//
GO_0034032_6	lpxB//flgJ//csrD//acpT//yddL//yggN//yghB//
GO_0034033_7	lapB//qseC//thrA//pinE//
GO_0034035_7	tbpA//znuA//gltP//
GO_0034059_4	cheW//yacG//
GO_0034192_7	glyS//iscA//carA//
GO_0034193_7	mqsA//
GO_0034194_8	yjiX//potB//mltD//
GO_0034195_8	ydjL//
GO_0034198_6	prs//yhaV//phoE//
GO_0034203_6	mutL//
GO_0034204_5	zitB//yaiP//
GO_0034213_6	nuoL//
GO_0034214_7	ydfD//agaI//rpsN//gyrB//
GO_0034219_6	shiA//kdgK//yojI//pmbA//mgtA//rsuA//galT//yaaU//mdtI//fabB//mmuP//paaE//nrfF//rbbA//glsB//sodB//codA//rsmE//ompF//acrB//mgtL//hypB//rne//ffh//rlmF//frwC//feoB//glnS//ygeW//yadI//lldR//surA//smpB//oxyR//perR//deoD//hisA//truD//purN//gatD//gntK//chbR//tdcR//yejB//trpGD//lplT//phoQ//secG//paaH//hcaD//topA//mazG//gntT//yciF//gadC//pyrC//nsrR//ybjI//argF//agaS//ynjA//uxuA//ulaA//ybeQ//hybG//bssR//lolD//fryB//mutH//metI//rlmL//ybiW//acrB//tsaD//tdcA//crl//metH//iscS//maa//yhjV//nrfD//ydjJ//arsB//ppsA//narZ//atpE//lpxT//hfq//rimO//greB//queG//yoeE//degQ//yjhH//
GO_0034220_6	fhuF//ydeM//sucC//cpdB//rcdA//prmA//icd//qseC//hlyE//lldP//mhpC//caiT//murE//alaA//fecC//abgA//artQ//spy//sucA//dgoR//selB//rplK//mcrA//amiD//lysU//yjjV//norV//hofP//fumA//mzrA//yfdR//hybF//pcm//gabD//nudB//iscU//arfB//menE//obgE//yibT//ydjJ//yjiA//fumA//gspJ//fimE//gatB//phoQ//rclR//zntA//metQ//tatA//dedD//bssR//glnS//yigL//rcsD//map//narZ//mgtL//pgaA//rseB//pepN//cueR//hdeD//yccX//hyaB//fadK//ridA//skp//ligB//dusB//citG//btuB//araH//rseP//rsmH//allB//prs//soxS//htpX//hflX//hmp//tdcE//mltC//ftsP//yghO//ygbI//allD//yihI//basS//csgE//mlaB//erpA//bssS//higA//bioD2//fadR//yggX//glpA//pdeR//dcm//glxK//cycA//ykgF//yedX//polB//mepS//pfkB//sufD//osmC//tyrB//glpF//ccmA//wzb//ttcA//radA//rpmF//trpA//icd//prmC//arnA//rlmC//trmO//hda//yqhC//yfdS//malP//rseC//xylA//rsgA//acpH//glgA//narX//cmtA//moaA//yadV//argT//ygaV//tdcR//yhfK//sutR//murA//glvC//lptG//ltaE//uxuR//dgcZ//yghG//yihU//cecR//recR//yadC//mdtA//yieF//yiaB//yjiR//ttdR//yggF//creC//nupC//pgaC//recD//yghB//sgrT//yqcC//yohC//kbaY//frc//tmcA//decR//prpC//araC//trmA//lplA//sdhD//
GO_0034224_6	talB//rpmH//
GO_0034227_8	lpxC//lsrG//tatB//uhpA//hcaD//lsrB//flhD//eamB//
GO_0034248_6	mscL//yfcR//xerD//waaH//ybcM//lptB//ydeM//paaC//acrE//aroD//birA//lacY//ubiE//ribD//nagZ//fixB//treC//glpD//rhmD//sdaA//mdoD//cmk//zapC//opgE//fkpB//prlF//paaZ//yqjA//ytfE//rplK//lyxK//gapC//trpE//lplT//tus//mlaD//yciV//yahO//flhE//rpsT//mgrB//
GO_0034249_7	rpoE//ftsH//frmR//ubiE//rlmA//creB//dgcJ//dsdA//mpaA//dppD//dnaQ//hypC//rbsK//ldhA//ascG//citT//dapF//yqaA//ycfJ//clpX//envR//rbsC//hexR//aaeA//dcuS//
GO_0034250_7	thiQ//emrE//yadI//yjjQ//nhaB//wzc//insH-6//
GO_0034258_8	hemL//
GO_0034260_5	amiD//
GO_0034285_6	eco//
GO_0034286_7	yiaF//
GO_0034288_6	cmtB//
GO_0034289_7	ompR//
GO_0034308_5	wbbK//ibpA//yajR//fetA//nrfD//mglC//tcyJ//wrbA//rimM//rfbC//frdC//
GO_0034309_6	cmoA//yjcE//rdgC//
GO_0034310_6	blc//arnB//lsrK//puuC//mntH//arfA//
GO_0034311_6	allD//rbn//otsA//
GO_0034312_7	pncB//shoB//
GO_0034313_7	leuB//
GO_0034337_3	recJ//cdaR//
GO_0034355_7	pgl//pta//flgA//lapB//
GO_0034401_5	ubiB//
GO_0034404_5	ybjI//dsbB//hisI//norV//bglB//cysA//ycfL//greA//agaI//lolB//bioD2//ybdO//ydaV//cysA//yfcV//fucI//pspC//cpxA//baeS//gspF//nei//yjjI//coaA//ilvM//mrcB//yafQ//hprS//gspJ//gspJ//gcvP//adeP//nuoB//yfeR//glnE//lsrB//paaK//yfaV//hslO//entD//livJ//yghG//pepD//yfhM//essD//yjbF//yehD//allR//cadA//fhuD//ycfH//
GO_0034414_9	der//
GO_0034421_8	lysU//
GO_0034440_4	dgoD//paaB//sbmA//nrdD//lpoB//xseB//tsaD//ycjU//ftsK//galM//yhcN//gltL//araC//fdoH//yggF//yehA//hrsA//sodC//melA//relE//
GO_0034470_8	casB//glyA//rseC//moaE//dgt//yieE//amyA//nuoH//ispB//pnuC//yfcF//rbsA//lptC//fumA//fhuF//fur//yehX//purR//pgaD//dnaN//purR//rutR//moaC//hypD//opgH//potA//rlmB//mqsA//prkB//yneL//pdeK//pflB//znuB//insB-2//yadI//hisP//betI//minC//nusA//ravA//fdrA//abpA//rpsH//arfA//glsB//opgE//mukB//yiaB//ycaO//gspE//chiP//evgS//sfmH//fhuC//ydcO//rpsN//livK//ulaB//queC//cynX//gabT//tatC//kdsA//proC//eutD//pflB//sanA//hha//yihI//thrC//dapB//treC//katE//treF//prpC//hyaA//rsmF//mazF//nemA//fimD//napB//aroK//artJ//der//diaA//yebK//yibA//ypdF//yphB//opgH//aceK//csdE//phnP//insI1//
GO_0034471_9	rpoS//hofO//atpH//yeeY//
GO_0034552_7	mreB//
GO_0034599_5	opgG//thrS//lon//glvC//yccA//rffG//cecR//insF-1//yhcF//moaD//hscA//trmB//glnK//fabZ//hicB//rimK//sohB//lysS//hypD//rhoL//nagK//caiF//sufC//
GO_0034605_5	ybaT//ydaC//sodC//fabH//hofO//speF//htpG//hisA//rfaG//
GO_0034613_5	sfmA//focA//selD//cmoB//fliK//yfdC//hexR//cheY//nagB//tufA//hcaT//rbn//tyrS//aer//cof//rapA//cydB//
GO_0034614_6	napC//adiC//ptsG//paaJ//psuG//ycaN//mipA//yhdJ//phoE//nac//waaB//ybaO//hns//
GO_0034620_6	nfsB//dcd//gadB//yaaY//
GO_0034622_6	mscK//zipA//rpiR//aroE//aspA//ampG//ppsA//rbsB//yhjR//narI//ynbC//cyoE//clpX//ynfF//yphD//nupC//eutN//hcaC//dmsA//lapB//ilvC//rluB//intE//lptG//galT//ghrB//menI//paoC//msrC//rcnR//trmL//ilvL//yccA//fucO//rimL//ispU//epd//yggT//sgcA//eutD//kduD//
GO_0034627_10	btuF//tamA//ampD//yddM//fadM//
GO_0034628_9	lldP//malQ//fabG//elfA//alsE//
GO_0034635_6	yedP//livH//yehA//mlc//mdaB//ispH//
GO_0034637_5	glpR//phoU//yceO//hldE//hcaD//recE//pck//hupB//fdx//hybA//ribB//sufD//lpxC//dgcJ//hyaB//torI//garK//rplB//glxR//ycaO//argG//dnaK//tamB//agaV//ftsI//yggT//ybjD//aroK//folA//pdhR//yjiY//msbA//sdiA//serC//fadK//yqeG//thiE//argE//manY//cspG//fabI//djlC//yihT//ibaG//hemE//secG//sspA//fdoI//hcaD//uxaA//
GO_0034641_4	yqgF//trpGD//insF-1//flhC//yidE//dnaE//era//rplT//uspE//kdgK//acpP//lpxD//abpA//ydiB//priB//narQ//srlE//queA//wrbA//cysN//lspA//menE//yciV//yihR//yeiL//yiiE//waaG//iscU//pdeD//ccmE//zapE//cmoM//trpS//glcC//yiaT//cadC//puuE//glvB//hybE//yhbX//codB//ybdZ//pepA//queC//parE//mreC//yedP//hycB//ypdI//prlC//appY//tsaE//satP//nudB//trpGD//lptG//ynbB//nuoF//intA//rpsD//tehA//cutA//menD//rpmA//rihB//yrdA//topB//srkA//evgA//truB//yjbH//nupG//glpX//sfmA//msrP//yiiM//nth//cusA//rhaD//rapA//secM//srlB//glpR//ftsE//yiaU//dgcT//yfaL//ykgF//yneJ//dgcJ//nanT//ybhP//ydfH//yegT//sodA//ynjD//sufC//mltB//lysU//betI//rtcB//pyrE//ydhJ//yoaA//pdeK//xthA//ybgP//mioC//lrhA//gpp//hyaB//dusC//yoeB//yfdK//soxR//ddlB//pflA//cirA//ogrK//osmY//truB//parE//rzoD//cusC//bluF//ycjQ//metC//agaS//alkB//yoeB//polB//moeB//nrdR//proB//fadB//gudP//yoeE//bfr//hldE//tnaB//cysH//gmhB//galU//yqiG//nusG//eamB//norW//tonB//nagB//cysE//artJ//yjbH//hemA//agaA//ssb//yafC//pspD//murR//sfmA//ydeT//betI//rhoL//pgpB//degP//alsB//cspG//phoP//hyaD//pth//ccmD//prpD//yqgB//feoB//ulaA//yihL//rplI//yhdJ//rpsI//ybeF//narQ//rclR//etp//roxA//fixB//ubiH//caiE//yphB//frlB//cobC//dppC//talB//decR//hcaR//gmk//marR//gntT//dcuS//kdpB//yehX//hycH//greB//yghG//fetA//cydA//sfmH//yphF//ygbM//wzzB//gatB//uidC//sodC//rplS//ompF//yneL//yadC//allD//ycdY//lepB//ilvA//rlmD//ulaR//nfsB//cobC//relA//bioB//caiE//nagA//waaP//potC//gloC//sseA//yjhI//hdfR//hprS//rplW//nlpI//rnc//pinE//mhpD//ybjD//bacA//ynbC//yrdA//oppD//priB//pinQ//trmD//gldA//lpd//bolA//etp//rluB//dapD//aceF//rpiR//tdcC//mntS//sad//mepH//fimH//ftsH//ydcR//oxc//recC//tatC//dnaK//yggX//secD//nfuA//thiH//ybdZ//gyrA//cydD//rplC//yggX//ccmC//epmB//wzzE//sodC//copA//glcA//mtlA//iscR//yjhI//fetA//hyaB//prc//intS//degS//acpP//crr//ybeF//prc//rfbC//nlpA//mdtK//napA//norR//slyD//selD//ycdX//accB//nuoM//ygeR//setC//cpdA//bdcA//yhfS//msrP//yccX//idnT//murI//kefF//gutQ//mscS//borD//yedF//yjjW//insI4//ydfK//folP//sodA//ydiB//nhaR//lptG//glvB//proW//speC//aroC//abgT//murA//guaC//cydA//dctA//uxuR//hipB//nikE//pepD//queF//yphB//dnaN//hisQ//cmoM//csgG//vsr//yajL//hdeB//bdcA//basS//epmA//carB//rfaQ//panB//yafS//afuC//caiD//gadX//moaE//nfsB//ytfT//kbaZ//psuG//ebgA//ibsC//rcsA//mdtQ//yehY//pgl//yfdR//gcl//citT//gutQ//tamB//frwD//nupX//yjhC//metF//fucK//mdtN//zitB//bamD//flgC//hemC//yjiX//rutA//sfmF//mdtF//bioA//ybjX//mreD//yccX//yehW//tilS//yjfF//mdfA//tdcB//leuA//rplM//erpA//yagI//ispB//yhcF//malI//rpoE//nlpE//rseB//gspE//rffT//rhaM//nanE//yicJ//fhuB//thrS//nrdI//hldE//orn//nuoG//paaF//yajQ//glpG//pepA//narP//xisE//ygiS//yehY//exbB//thiP//solA//msbA//cyaA//phnL//prpR//ypdB//dcuS//gltS//basS//yhcN//ibsC//iraD//rsmJ//cnu//asnC//pitB//livG//arsC//yfcU//ydcS//tadA//hdfR//malQ//cdaR//glgP//pheT//hslR//frmR//slt//hisB//fliL//cdsA//yiaM//folM//tar//lrhA//gloC//yfiE//pfkA//ugpE//gpmA//thiI//ybgQ//tdcE//mgtA//thiP//pdxJ//prmC//yjcE//mdtQ//nrdD//hns//hisQ//nanS//hxpB//yfdS//atoB//yhjX//ydhJ//cysH//fdhE//ralR//cheA//ynhG//fes//ettA//mnmC//truA//crp//nirC//ybdZ//lgoT//cpsG//fbp//oppD//glpB//glmS//mliC//ilvI//asnS//ybcJ//atoS//moeB//yfeX//cysP//katE//sdaB//phnO//ubiF//bolA//yhbO//fliS//coaD//glpD//yehD//yqiG//nrfF//copA//ydeT//frsA//uvrC//ygbM//tdcC//nikC//lsrA//yidQ//xylG//yihO//intQ//csgG//ytfR//yedX//ilvN//torR//selA//xisR//smrA//fdx//decR//pstC//insI3//actP//sucC//ttdA//recT//citG//lnt//yjjG//yfeR//flgF//patA//ybaE//ndk//wecB//gloA//lolE//nupG//hisG//patZ//puuA//glnA//galS//dnaC//flgA//ada//metF//rbsR//yciT//marA//acrD//speF//rfaE//pdeF//ugpE//rcsD//cydD//ybjC//araD//mug//tatA//iraM//glnK//ulaA//yfcP//nadK//dusC//rpe//rapA//ytfR//ppx//thiI//ycgR//spoT//truC//atpF//thrS//tmcA//oppB//vsr//yrbG//yggE//arnA//bipA//dgcQ//sbcD//nrfB//casB//glcA//amiD//basS//ytfT//tadA//metB//pabB//eco//ompT//gspI//gudP//lysP//tdcR//rluD//ydcS//yraR//yrbG//helD//ampD//tdcD//yiaA//yqhC//tcyN//yfeW//gabD//yigL//adhE//wecC//cusS//yieK//livF//rpsN//zntA//thrB//uacT//nhaR//yhbQ//abgB//yohC//frc//hisH//nfo//ychO//alaC//evgS//ariR//dctR//rrrD//opgG//cmtB//yehW//rpnC//mocA//sdhB//ydcO//lamB//aer//gloC//tgt//clsA//yiiE//cpxR//feaB//prmA//fliG//rplO//cas3//pstC//caiB//mgsA//rhmR//glyA//chbR//der//tolR//cysQ//yraH//gltL//yhaM//alsC//ydjH//glnQ//fpr//sstT//rbsC//nikR//csrD//gsiA//potB//glpA//yjjI//rluD//idnO//waaC//entE//malZ//motA//tehB//codA//upp//lgoT//basS//lpcA//msrQ//prmB//trmD//dacD//bcsQ//phoU//yaaY//proC//glvC//hybC//fdhD//yeaK//nac//lsrA//argR//mdh//tyrB//prpC//sfsB//ssb//ybiY//hslO//kbp//gshB//fumA//phoB//minC//lpxP//gcd//envC//fimI//pdxA//ydfD//yneL//mrr//tauA//flhC//rpsD//fryB//dsdC//flgJ//cheZ//yfdS//ytfE//argS//yagE//surE//chaC//gldA//gstB//dinB//ygdG//glvB//yahI//kdsD//intA//araA//cadA//ykgO//cysM//phnO//rpmA//eptB//mltF//nuoM//rpsL//panF//fliL//mutH//ushA//dut//sxy//ybhS//prpC//uhpB//comR//yobA//npr//yfaV//flgJ//mhpD//corA//bisC//uvrD//gfcE//waaO//sutR//rplY//arnB//grxD//sanA//nhaB//cca//melA//xisR//ribF//mcbR//nikR//
GO_0034644_7	ileS//htpX//
GO_0034645_5	nirB//mdaB//frr//bcp//mepM//araG//sgcA//decR//napB//cydD//rutG//gntP//flgJ//astB//pdxK//cheR//yciV//fau//phnN//hxpA//casB//tnaB//pphA//ibaG//entA//malF//lptF//frlR//sufB//pmbA//pncB//hisC//tehA//hcaF//secY//pspD//etp//mglB//gsiD//cobU//cysK//purF//rcnR//erfK//mdtI//yihT//kdpC//tisB//ppiD//casD//xanQ//ydfG//yhgH//lpxH//rlmG//yccS//nrdF//chbB//trpD//yagG//ruvB//dfp//ssuA//dicA//allB//csgD//trmB//sutR//pck//ypdA//mgsA//yjhG//yiaM//yhjD//yqiI//sgcB//aphA//cydC//hcaF//cspE//casA//torC//nupX//yehY//trmD//msrC//waaC//atoS//gnsB//bcsA//murB//lipB//fadR//arsB//yfcA//asnA//hslU//psuG//dut//menD//glxR//rarA//tisB//yggF//mltB//ubiG//cdaR//yidH//deoR//cysQ//creB//yhjG//flgF//glmS//basS//xseA//hexR//ydhK//pldB//frwC//mngR//rof//nanK//lldD//nudG//speC//ulaG//bamB//fabD//trpS//aas//pfkB//eptC//ybdR//ybiX//epd//otsB//flgF//menA//yahD//dsdA//tdk//dppB//yajO//pabC//paaB//tar//znuB//glxK//hisP//relA//mltC//folP//wzzB//ftsQ//wzyE//ispU//yagJ//flhC//clpA//rcnA//araG//gudX//potG//ygbN//gcvT//ygeV//wza//phnK//nuoE//pck//rlmJ//yebC//fhuC//rayT//araH//ssuE//yjgX//aspS//cspD//secE//fimF//sfsB//yjhC//yjbH//rplB//yeeJ//serS//menB//nagB//yajL//uspC//mglA//yhfK//proQ//cysA//bioD//hsdM//gmd//yfgO//dhaL//eutB//hflD//fadE//yqeA//prc//prpB//ppiD//fruA//gshA//rsmE//priB//paaG//plsC//yeeY//ccmF//bioD//rimK//rsmF//yidD//mntS//sppA//mepS//cadA//fliZ//cbpM//phnG//dapD//malE//ulaB//glpF//yciH//ggt//mgrB//waaO//ccmF//pdxJ//dkgA//rpiR//yohC//grcA//fecB//rsmC//insF-1//ghrB//galR//aroH//mltB//yqeG//fepD//cueR//nimT//ppc//ilvB//topB//hda//ilvB//fimE//hdeD//mntS//ftsX//rffG//yhjB//yecS//endA//frc//yoeE//narH//alsB//rfaG//ybiJ//fimH//purA//ykgF//phnM//epmA//uspE//yhaV//bhsA//fklB//ndk//tolR//comR//dnaQ//dtpA//gloA//ybiO//cysB//ygbL//phnC//ycjR//fetA//pepA//yaiW//cstA//dgoA//ymfA//rutD//gppA//sspA//recE//era//hofP//mazF//
GO_0034654_5	rssB//tusD//torZ//hyaB//aaeR//pgl//yqaB//agaV//fixC//yciT//yhaC//mobA//rpsH//wcaJ//glcF//seqA//glgS//opgD//fucK//cspD//nadD//aceB//glpK//hisA//yieF//phnP//hisC//argP//hicB//lsrR//nikR//ygiS//nagD//cmoB//prkB//dacD//fpr//mhpD//glpB//nadD//wzb//talB//pyrF//rpmG//kdsC//nrdB//dld//tadA//cheW//rplA//gshA//dapB//borD//pgpA//insF-1//fruB//ygbL//bisC//hisD//tomB//agaI//ydbK//nrdG//murA//rutF//kefF//hrpA//agaA//dusC//uhpT//yobA//dmsA//ilvA//topB//intZ//ynhG//plsX//malS//xylA//nanS//slyD//rpmG//cobT//fdoI//marR//ydhC//alkA//lpxM//msrA//cspB//yjjB//ydjH//sufB//yqhD//symE//fliA//gatD//metG//mlaF//uspG//lysC//ybdM//ubiG//ynaE//adeP//nlpA//secD//yhhT//acrR//ftsH//ytfT//pckA//murP//yjhG//srlD//dmsA//hisG//yfdR//pdhR//ydeP//ydaV//tauA//ompC//cedA//atpG//ftsA//minE//nrdH//flhC//cptB//ubiF//menE//dinG//rpsT//uvrB//sufC//pbpG//yehD//insA-1//zntA//pepB//udp//hcaC//yciE//rpsM//cyaY//speE//yqjA//roxA//nanK//yihT//ilvI//tig//yaaU//csgB//ykgF//ydjJ//cyoB//aceA//lpxT//agaS//torA//metR//frwB//pdeD//yagU//nei//cusC//rutC//gyrA//dctR//glnK//ibaG//ycjR//agaA//metI//ykgO//dppF//mdh//dapF//scpB//dgcM//sbmC//mqsR//cyaA//prmB//groS//rtcR//nupX//yagF//gntK//tsx//gadX//rsmD//rhaR//gltD//btuB//lldP//deoD//yihV//soxR//lpxM//narH//tyrA//ypdI//mrcA//mrr//hypE//rcsA//tcyP//nepI//trkA//fepA//abgB//kdsC//ugd//recF//rpsM//bcr//yidA//deoA//crl//ybdO//ldrD//lsrB//cysC//npr//recA//dsbG//tcyP//rhmR//rspB//oppA//tbpA//prlF//ftsI//cspI//yehC//yaaU//rhtB//rutF//emrD//gpr//mreB//ybgQ//xapA//poxB//rcnA//lpxB//ycjD//ygiN//fepE//mntP//napA//fbp//yiaB//hxpB//treA//glk//
GO_0034655_5	paaB//rcdA//uxuB//uraA//rspB//mngA//atoS//potI//brnQ//mlc//ygcO//leuE//potB//nfsB//znuC//manA//moaB//brnQ//rnd//putP//cynX//serS//rplN//moeA//rzpR//yehB//nudC//frdD//rhaA//araE//obgE//argC//glsA//cspG//ugpA//rpmG//frlA//elaD//argO//cysP//metB//relB//lon//gltI//nirC//hypC//lysC//fecA//yidZ//nrdG//cyoC//xylH//sapD//yqiJ//nanA//yceO//mdtL//fepE//bolA//dinD//hslU//mazF//yfdO//malP//trmI//puuC//fliM//eutR//deoC//galU//pmbA//kdpE//mepS//
GO_0034656_5	recX//recE//kilR//yjjU//tusD//srlA//bluR//yqiH//yidA//folA//rbfA//yjbE//tnaC//
GO_0034660_7	mhpA//menB//nupC//yeaE//hyaC//prfA//dcyD//secM//rffH//chbR//napD//ydfG//plaP//ppiD//smpB//ydaN//ugpC//rnpA//fixC//yedX//malY//cas1//yjhP//mutM//zwf//iscX//fliD//gltX//bisC//ybeF//cca//rpsJ//folE//frdC//ubiX//trmD//mtr//mdtQ//arcA//ybdH//rsmI//sufC//secM//srmB//recA//wzzB//glpC//yfaX//araE//argK//cpoB//gldA//mltG//rsfS//tamA//lldR//frvA//lacY//amiD//nanE//aes//qseB//ompF//fixB//entD//guaC//gcl//rplO//yieH//trpR//infC//accC//rplF//evgA//rayT//phnI//zapE//ydeE//ribD//cmoA//yphC//ygbL//mdtM//yojI//cheR//fepC//mrp//murQ//alkA//iscX//yphD//def//motA//lldP//nadD//cheR//queE//iraD//nirC//rodZ//fliZ//groL//exbD//hprS//ygcW//yghU//bioB//tqsA//metK//ydeE//pgaB//chbR//ymjB//yehY//hprR//hmp//argR//ybeY//dinJ//lsrD//coaD//sapD//
GO_0034661_7	fdhF//mtlR//putA//trpR//
GO_0034755_9	phnI//npr//trpGD//udp//
GO_0034762_6	hofP//surA//asnA//mdtA//glnB//frc//allS//nimR//
GO_0034763_6	fmt//yeaG//
GO_0034764_6	moeB//gpmA//
GO_0034765_7	ulaD//bssR//yfaU//adiY//fdoG//rihC//casC//
GO_0034766_7	codA//
GO_0034767_7	yafQ//rhmD//
GO_0034775_7	yeeL//flgC//cdd//manX//bssS//
GO_0034983_9	nfsB//rplI//
GO_0035235_6	potB//secY//nuoE//fliM//
GO_0035303_8	idi//rfaD//ompA//ybcJ//ptsN//
GO_0035304_8	ldtB//
GO_0035306_9	yeaD//
GO_0035307_9	ybhP//
GO_0035335_8	astB//ccmD//yiiD//
GO_0035344_8	mhpA//nanE//
GO_0035350_6	frwC//
GO_0035383_4	ygbL//bluR//yneJ//ilvE//sfmC//gatY//hcaF//ybiY//
GO_0035384_5	gltS//csgF//
GO_0035429_8	rfbX//lptA//recB//lpxP//zapD//obgE//
GO_0035433_7	envZ//bglB//
GO_0035434_9	yidL//nanT//phnJ//greB//guaD//
GO_0035435_9	arnD//casD//gspF//fliA//yggT//poxB//sodB//pheT//kdgK//
GO_0035442_7	yqeA//yidQ//ycjR//elfA//rlmD//pgk//miaB//fryA//intS//preA//insA-1//
GO_0035443_7	chpS//rimJ//qseC//nhaA//mdtE//dcd//ygiV//arnE//
GO_0035444_9	narG//ygcW//leuA//mdtE//phr//rluB//rhlB//
GO_0035461_6	ybcC//panE//kdpB//fruK//sdhB//dcuR//mog//purD//hscB//hycI//
GO_0035510_7	yegD//yfdO//pdeH//gapA//rpnD//
GO_0035511_5	lptE//
GO_0035513_5	rpnD//
GO_0035524_8	tcyL//
GO_0035552_6	tgt//
GO_0035553_6	yfcQ//
GO_0035556_4	ydbK//pabA//puuR//ybaO//dctA//nanC//rbsA//allR//ybaL//yedX//fecA//ycjR//glsA//mngA//mrr//exuT//ftsW//arnF//sbmA//yraK//tas//nanE//citX//waaQ//fruK//rplT//bluF//bdm//rnlA//puuC//alaS//arcA//kefB//nrfB//btuR//malS//wza//ycfL//mreD//hybG//tauB//murG//kdsD//smrA//asnB//ybcL//
GO_0035600_8	gntK//
GO_0035601_7	glpF//ubiC//pcm//
GO_0035672_6	trpA//rzoD//yqhD//gltK//asr//rplA//dxr//trmI//rbsD//queC//iscA//yedL//bssR//tusB//ugpB//yjeH//iaaA//cmtB//yceK//araB//
GO_0035690_5	mscL//srlB//moeB//waaH//gadE//pepT//dmlR//zraS//ampH//uspC//rpsL//
GO_0035725_9	hemH//mtlR//yeeJ//artI//hslJ//rnhB//ynjA//
GO_0035784_9	prfC//
GO_0035821_4	zntA//dtpC//purF//galP//cysE//
GO_0035864_6	nuoM//
GO_0035873_8	ribC//ddpA//
GO_0035890_5	rzoR//gapC//erpA//yrbG//
GO_0035891_6	allS//cpxP//insA-2//dinQ//
GO_0035966_4	yagU//yahB//ybhD//sfsA//cedA//sapA//lysR//
GO_0035967_5	rffH//ecpR//parC//lsrD//radA//
GO_0035999_5	hpt//yidR//murG//cusS//
GO_0036001_7	dppC//
GO_0036046_8	dnaE//
GO_0036047_9	nudF//
GO_0036048_8	osmE//
GO_0036049_9	recE//
GO_0036088_6	hybO//
GO_0036103_6	ymdB//ushA//
GO_0036104_6	yehW//ebgR//
GO_0036172_6	pal//
GO_0036211_5	fnr//adk//yqjH//sapC//ptrA//csgF//garR//fixB//ycaN//plaP//pdeF//hipB//blc//fabH//rbsD//minD//mgsA//yfcU//phnI//leuA//ycbX//rpsA//pspA//mreB//metF//gudP//ybaO//yihU//yfbS//lipB//lpxB//priA//fieF//nusA//cyoD//fadM//ygiN//mcrA//glyS//yjjI//sixA//mraZ//gudX//relE//nei//dgoK//yejE//glyS//dsbC//yddG//ydcP//radD//ssuB//trmL//nupG//tolA//cyaA//rclA//waaA//yfaE//lpoA//bssS//nimR//dcuR//ycgB//lsrA//yjcE//yggE//fliM//gatA//dmsB//eno//mglC//bglB//yegT//ftsI//rcsA//spy//dps//rpsG//alkA//dacB//fecC//yeiE//sufS//rtcB//hdeD//nhaR//yahD//clsA//speC//dtpB//xylG//ycaO//srlD//proX//trkG//ybiO//yadN//insI1//ubiI//mhpD//qorA//ydaV//hsdM//motA//nuoF//caiE//ftsN//murC//yeeL//ompF//ytfP//prfC//mdfA//asnB//argP//pgsA//accD//mnmA//thiC//arcB//ynjA//trpL//yneE//yafE//acpT//ppsR//hemE//rluC//ybgQ//yhaO//napD//rplY//ycjY//rplI//yfhM//kefF//dgoA//vsr//rpsS//cyaA//
GO_0036214_3	folC//
GO_0036265_6	adhE//mutM//lgoR//cysS//
GO_0036289_9	lsrD//ycjR//
GO_0036293_5	csdE//selD//ccmA//
GO_0036294_6	tusB//mlc//modA//
GO_0036388_7	cynX//
GO_0036447_5	rcdA//ettA//pepD//
GO_0036448_6	narW//torS//glgX//
GO_0036460_5	torC//ydhQ//mscL//gadW//rpmJ//bamB//
GO_0036506_5	modC//
GO_0036525_7	ypdC//
GO_0038083_9	rplJ//ubiE//rdgB//moaC//tatE//
GO_0039633_6	tdcA//iscR//pinR//ygeW//
GO_0040008_4	mdtM//ghoT//ssuB//ghxQ//artQ//rsmF//yiaT//osmE//proV//gadC//
GO_0040012_4	mutL//paaG//eutK//entC//cpxA//mglB//insI4//elfA//moaD//eutN//sthA//insB-2//rcnB//dam//
GO_0040013_5	ygjK//sdiA//purT//ebgR//sfmC//gppA//mdh//
GO_0040033_9	yphC//
GO_0042026_4	ulaR//yoeB//ibsB//rna//alsC//asd//ybjD//yhdZ//phnP//
GO_0042040_7	intE//
GO_0042044_5	slyD//
GO_0042126_5	crp//patZ//rhmD//yihI//
