#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	folD//adiA//phnC//modA//
GO_0043213_7	dnaJ//yghO//msbA//surA//kdsB//yggX//dkgB//fadI//
GO_0043242_7	secE//ybhJ//ibsC//
GO_0043243_7	recF//
GO_0043244_6	rhaT//norV//hybA//hycI//glcB//insH-6//cysK//nhaB//deoB//gadB//tyrR//yehC//yiaU//vsr//hybG//setA//hslU//melB//metC//argG//
GO_0043254_5	mdtA//atpH//ubiF//glvB//yhdH//phnK//mdlA//hexR//htpX//alsB//glyS//intZ//rsgA//ompC//waaP//rodZ//treB//dnaC//zapC//insI-2//cmtB//hicB//ilvC//ligA//acpH//
GO_0043255_6	rsmH//murI//rhaT//
GO_0043269_6	cmk//rutR//livM//ydjH//sxy//sgrR//gltI//
GO_0043270_6	fdhF//yccX//
GO_0043271_6	glnL//
GO_0043335_3	yegV//dsbA//zapA//dgoT//
GO_0043392_6	yfjV//
GO_0043393_5	livK//
GO_0043412_5	ompA//cysH//insK//fruA//trpE//pnuC//lpxP//ttdR//caiE//fucP//kdpE//nepI//dnaK//tdk//nuoE//rfaF//sixA//eamB//ghxQ//csgE//moaD//fis//ddpX//mliC//ecpR//sspA//yhjG//rhtB//btuF//trpD//ydaC//rpnC//dnaE//fucI//adiC//paaD//ydcZ//deoC//ydjK//rssB//fabB//ulaB//pgpC//paaB//dusB//yfcU//pyrB//wzc//menB//cbrC//psd//purR//adeP//agaS//ybfE//uhpT//hyi//ubiB//yfdG//ldcC//rutC//nimT//tdcE//prkB//hybD//sufS//malX//ygeW//fryC//rlmC//srlD//ynbD//waaS//trxA//holE//prpD//fliG//tatE//btuC//glpX//araE//rpiR//narZ//cbtA//thyA//amiD//nrdR//intS//ybbY//edd//fnr//folD//uspE//glpA//csgD//pgrR//ompC//sspA//ais//prmC//waaG//panC//treC//dtd//gyrB//arnF//trxC//uidR//crr//bssR//ynfK//mltG//infC//aer//mepA//rhaA//uxuR//ftsW//cysN//lpxT//glsB//zntR//yfgI//yigB//waaB//hyaB//tcyL//waaO//yjtD//polA//yjhP//ppsA//pyrE//metI//insH-5//csdA//mepA//ydeM//ubiI//dacA//mntR//lptA//recJ//entE//surE//sgcR//yiaJ//agaA//rraB//rpsB//cutC//tsaC//gadA//ybiH//lysR//yfbU//rhaB//ycfS//prmB//argK//hyaB//nuoL//lspA//ampD//hyaC//thrB//yibF//insA-2//ygjK//pyrG//cbrC//ptsI//uspF//proA//ycfH//garD//rlmJ//ygiB//bamA//dsbA//trmI//yfcR//yihS//ivy//tdcE//malY//hrsA//uspE//lipA//sodB//ytfT//trpB//pnuC//rffT//dacB//ccmF//yjhB//rzoD//znuC//yhdH//ydhC//panE//upp//glpX//intQ//yfgJ//rplQ//argF//ygfZ//ptsN//hldE//yedL//cmk//yehA//rne//yrdA//trpB//ydhK//sdaB//hsrA//mntS//holB//slyD//basR//rbsD//glpR//yfcR//dcuD//ynjD//narG//intF//yhjV//
GO_0043413_4	dgt//
GO_0043414_4	nfo//tsf//ydiR//thrC//dbpA//yibA//cutC//ycfS//sugE//guaB//puuP//dapD//ppiA//pyrF//gabD//tufA//opgG//lpd//cysQ//rhaD//frmR//fsr//appC//rplA//uxuA//rsuA//glpR//wcaJ//moeB//fliZ//hybB//ompA//ptsI//alaS//ftsB//rluC//rfe//mdtJ//pfkB//bglA//frmA//oxc//guaD//xthA//tus//moaE//metH//fliK//glsA1//menE//artI//treR//
GO_0043433_5	yjhP//lpxH//ibsE//yjjB//puuR//skp//
GO_0043436_5	astB//nfsB//decR//aspC//betI//rplA//ypjD//rsmD//cynS//dgcF//caiT//ltaE//yraK//yfeW//fetA//araD//yehZ//yfeR//uidC//zapA//exuT//trxC//nikA//srlE//pfkB//sbcB//ybiT//ortT//mgsA//fnr//azoR//recJ//proB//malP//hisA//ubiG//rppH//ymjB//argK//rimJ//dmsB//aroE//dcuA//aceF//pbpC//tsr//hycH//xisR//rplP//mdtL//pdeD//parC//dpiB//fimB//ompA//yajQ//ydfH//yjbH//iscS//hipA//rimK//manX//chaC//prlC//fimA//cobC//yfaE//livF//dpiB//basS//yihS//ulaF//pgm//hsdM//tatB//rplS//ybaE//rluB//eamB//pgrR//glnD//ttcA//glsB//sdhB//xerD//yhbX//trxC//fdhE//folE//groS//gabT//ydeE//aslB//eamA//nmpC//menF//gltI//thiD//fruB//uhpA//moaA//yjtD//ihfB//hyaC//fadL//erfK//ilvB//tolB//ykgF//mprA//prkB//sdhE//dcuR//fmt//yidD//bcp//metC//livM//nirC//ruvC//nsrR//nrfD//gnd//glsA2//ybaQ//clsC//gfcE//eutB//elfG//ccmA//sufB//glnE//sfsA//fic//fepC//ybiS//pstB//mtlD//tatD//lysR//rluA//lapB//clpX//gadX//gabD//phnL//intE//hrsA//ymgF//paaZ//rfaH//ybdR//yihI//pstB//metB//lsrK//ampH//rsmF//yqgF//glpT//yfdO//macB//ddpA//dgoD//mhpA//sdiA//ariR//fhuD//fliG//cynS//hemD//rpiA//tolA//bipA//yjiM//yqiG//aqpZ//aaeR//rlmL//rpnD//yihT//ygbI//ybcF//yihX//fhuF//lnt//hokE//mntS//murC//ycbB//ynjA//yaaY//trkG//rpmB//etk//yhcD//tdcF//ycfH//bcsQ//panF//gcvH//iraD//gadX//diaA//exbD//idi//lldP//puuR//glpT//mrcA//degQ//ugpB//ybaQ//fbp//aceB//rcsB//mhpA//xthA//ortT//waaP//glpT//rhmR//ihfA//kduD//paaE//rpoH//rplN//ompF//deoB//yjhP//sad//miaA//argS//tus//mdtK//bfr//diaA//mrdA//yfdR//dmlA//citC//yggD//pyrG//cobB//atpH//mtgA//afuB//gltB//ftp//phnI//yjbG//eutN//ydjK//waaH//thiQ//waaA//mngA//ptsH//intQ//amiD//sufA//folC//rfbC//ybiI//syd//yoaA//betT//purB//lysU//asnS//lrhA//agaC//phnH//ldrD//acrF//yraR//lyxK//leuO//atpC//treC//hisM//sdaC//eamB//mtnN//cpsG//rpsS//hprR//serA//ftsQ//mltF//csgB//cusS//ftp//paaH//waaZ//fdoG//glmS//mzrA//gntT//frdC//ispH//gltL//yihP//mdtN//prfA//thrS//dicA//afuB//yjiR//pabC//pta//lpxL//phnO//yqaE//yfaV//zur//putP//fixA//acrF//tdcR//zntR//gfcE//aroF//yieF//mtfA//hybE//yjiQ//fucI//ssb//panC//yqhC//yhhZ//xylG//yehB//ymgF//ygeR//cusR//nadB//rfaH//qseB//napB//tsaB//nlpI//yqaE//mutY//dcuA//ppsR//lnt//queC//btuF//thiL//sbcC//xylE//ycgB//dinI//rppH//ydcI//ugpB//aceK//ycdY//elfD//argA//cspB//mltA//tdk//cbeA//phnH//fadR//xisE//nepI//adhE//ulaR//bioH//xseB//nmpC//modA//yfbS//rluC//lsrR//yibT//lptA//rluD//wcaC//frmB//mdtQ//cpsB//rhaD//wecA//hemE//yehZ//ftsY//ycjP//hypF//aroF//rplQ//gshA//tolR//ycjD//lpxK//zapB//pgrR//yobF//galF//cra//xerD//ygaH//garP//cutC//bglH//nudC//cspA//rbsB//ttdA//dxr//yeeO//prkB//mhpA//rplR//hemH//ykgO//nemR//gsiC//rpoS//mlaB//yaaY//rpsD//wcaC//frwB//entD//fepG//ivbL//codB//fbp//pabA//cysP//ansA//truB//yajO//gadX//lpxC//rpmB//aroE//araA//bluF//ibsC//ubiD//flhD//yeeO//
GO_0043438_6	fumB//
GO_0043442_6	purT//
GO_0043455_5	yihT//sapB//galE//nrfE//
GO_0043456_6	panZ//
GO_0043462_6	metL//sfsB//eptC//rpsG//rluD//rhaM//
GO_0043467_6	dacD//carB//
GO_0043470_6	recQ//qseC//rpsO//yeiL//
GO_0043471_6	hdhA//ycbX//ygfI//
GO_0043484_7	yccA//
GO_0043487_4	ycdY//dcuD//rihB//kgtP//zapE//setC//
GO_0043488_5	rfbC//gsiA//fliS//gsiC//yabI//
GO_0043489_5	rssA//
GO_0043543_7	pheS//tsaE//rpmA//ogrK//ydeP//mepA//murF//glpK//priB//hsdR//scpB//rbsC//potI//
GO_0043545_5	atpB//eutR//lacZ//basS//yqeG//rssB//acpS//fliA//yggD//waaG//cydC//
GO_0043547_7	yhhT//fliZ//chaC//
GO_0043549_6	sbmA//gabD//
GO_0043555_5	dpiA//yjiA//
GO_0043562_6	pspG//pdeH//
GO_0043570_6	intF//rutD//dinI//
GO_0043571_7	aas//ubiG//deoR//
GO_0043603_5	zraR//dnaC//rayT//luxS//prmC//rplT//lpd//ppiC//treC//yqjH//holD//yafN//gluQ//trg//ycjW//selU//flgI//phoB//nrdG//ptrA//thrB//dmlR//hcaF//yibH//dnaB//uxaC//pntA//dicA//yejE//speA//asnB//murJ//sbcC//arsC//mltF//dps//yjaZ//curA//bglH//gsiB//yafO//paaH//clsA//rplL//ftsB//menH//cysG//puuA//gstA//yafO//yidP//wcaJ//alaC//ibsC//fucP//fecD//hchA//prs//rfaD//blc//ybaM//trpB//rclC//sapA//acrD//sbcB//fmt//nanS//zitB//rpsQ//waaG//tonB//ompR//marR//thiH//bioD//nrdG//yqgB//recD//gcvR//opgD//rplD//exbD//dgcZ//lpxH//fdnH//thrA//mnmE//pfkB//araD//ygbI//pdxA//appA//add//yfiE//yqjH//yidA//yjjQ//ppc//asr//rhtB//lexA//pdxY//smrA//appB//gluQ//glnQ//fucO//sufC//torC//ribC//yccA//hha//mliC//clsA//yaiP//garD//rutG//waaL//fis//clpA//rpoD//sbcB//zraR//gcd//malK//bamE//
GO_0043604_6	cmtA//yahK//glpX//yiaL//glpD//ldtE//mppA//focB//rbn//lyxK//yebC//ftsK//torR//ydaN//ppk//holA//iscR//glrR//gloA//shiA//glgA//hisH//nanR//ydjH//mltC//yfbV//osmE//glnB//napC//rimJ//ushA//yhbY//glpR//ssuB//lrp//phnP//carA//lysP//ompC//gor//insK//araB//nrdG//wecC//apaH//cysK//rffC//yggT//lpp//dcuD//gmd//tsaD//prmB//flgA//rplL//srlE//frwC//lacI//insK//rsmJ//yphC//srlD//rplB//argF//rffC//tldD//fimZ//fadM//ilvB//dnaC//serA//yddA//mglB//mdtO//rpsA//suhB//hinT//fadA//rihA//torC//yphC//yqaB//phnI//dacB//yhjD//ascG//marA//sucB//kdpF//ynfK//gshA//hslV//nuoL//yraR//lon//erfK//osmF//yafQ//paaH//
GO_0043605_6	ftsL//ynjD//ndk//barA//panF//
GO_0043610_4	yieK//
GO_0043624_6	dxr//cdh//nuoF//tpx//cbtA//thiE//argC//
GO_0043628_9	mscS//pal//afuB//
GO_0043631_7	ilvC//msrA//
GO_0043647_5	pntB//yjiX//
GO_0043648_7	argT//dgoT//hda//argP//yjbG//pgrR//yceO//paaG//bacA//rimP//fiu//glgX//yhfS//hyfA//ydjL//tmk//cpsG//rutE//glnK//narZ//ymjB//arcC//rhlB//gudD//ftsB//azoR//bioD1//yehB//mepA//lnt//hns//rcsF//hha//pgsA//rho//trmD//yhhZ//speF//puuC//kduD//agaR//sulA//yjtD//fadD//hcaC//rpsA//brnQ//fre//phr//mnmC//lacI//yadM//ibsB//acnB//cas2//artJ//ybaE//potD//putA//uvrC//ldtC//yciE//rstB//yihP//azoR//yhhZ//grxD//narG//allS//rbsD//rpsB//yidE//yidP//yfdO//
GO_0043649_7	livF//hybD//mscS//dedD//accC//yfeO//cho//rsmJ//aceK//lit//adhE//
GO_0043650_7	truC//hdeA//coaE//ykgF//hslV//fliS//oppF//znuA//entH//yddM//hyi//sugE//rpmC//araG//basR//exoX//iaaA//cydD//wecB//sfmA//nadA//lapA//mnmC//dnaN//etp//dpiA//dapF//
GO_0043686_7	cas3//
GO_0043687_7	wzzB//exuT//sspA//yjiY//tsr//nfo//purF//
GO_0043708_5	malY//gnsB//cbrA//eutN//paaG//rcsA//nemA//rplA//yodD//rutD//yhjC//nei//alsA//dacB//yggF//
GO_0043709_6	clsC//folA//maa//yjjW//yraN//pgi//frvB//glrK//kbp//
GO_0043711_5	clpA//ldtA//rlmB//bglB//ydeI//era//tsaB//gmd//narG//dcyD//metF//mtnN//nadA//lapB//mhpB//uspF//bolA//ydjK//ychO//nrdH//recJ//
GO_0043900_4	tolQ//rlmM//pepD//osmE//rfaG//yedA//rbn//mntS//zur//fur//actP//waaZ//bglH//
GO_0043901_5	pdxA//yagE//cpxA//speF//
GO_0043902_5	roxA//sufB//
GO_0043933_4	hisQ//hofM//rnpA//entC//hdeA//sgbE//tolA//purR//ugpB//yihV//yajR//moaB//csgG//secD//hypT//intS//ybgQ//lgt//nrfA//ygeV//tldD//ddlB//hsrA//mdlA//nusA//narX//pstS//fiu//flgF//idi//yjiA//corA//rplI//mnmG//tgt//moeA//ybiO//gntP//rfbB//sad//xseA//phnM//dgoD//kch//ldrA//yahI//feaB//gltX//ugpB//dcm//tadA//fdhD//hsrA//dinD//ugd//cysB//bioC//gmd//rlmB//yiaO//tatB//mmuM//sthA//rplR//sfsB//epmA//glgS//gltX//btuC//ykfI//pheA//rluC//agaD//queF//sufA//puuR//chaA//yehW//lamB//dadA//opgE//fes//frwC//yphD//mqsR//narK//lsrK//mdtC//preA//epmC//bipA//gapA//gltB//lysR//ssuE//yaaU//epmB//lpp//ptsN//yeiE//
GO_0043952_7	bamC//feoA//casD//dhaK//mntH//
GO_0043953_7	fabR//yfeD//casD//srlR//
GO_0044003_5	atoB//gcvH//yfiR//uidR//
GO_0044004_6	yqiG//ltaE//ugpB//ygjH//
GO_0044010_5	rcnB//groS//tolC//hemC//queE//clcA//relA//yejE//lpxT//kdsA//hicB//ybcC//iap//bdcR//copA//setB//trmD//idnD//fabG//ynfL//grpE//glpF//yihQ//yraH//queF//ygjK//ulaD//ulaF//plsX//gluQ//
GO_0044011_4	folX//rpmC//ybjL//deoC//rimL//hmp//yjjU//secD//
GO_0044036_5	ybiY//tdcF//pcnB//hipA//pldB//phoP//srlD//leuO//rtcR//selU//ycjD//intS//ettA//livF//hisF//pgsA//gspE//rluE//ybdH//ygeA//holD//hisP//cyaA//glmU//feoB//yfcQ//dsbB//ugpB//araB//pth//ydeO//ybdZ//thiP//dnaJ//fabI//dsbG//yrfG//cspD//narH//rclA//phnP//ppiD//opgH//uraA//pspG//rihB//yjjV//
GO_0044038_6	msrQ//umuC//leuS//argB//srmB//rpiB//iscA//ribE//eptC//apaH//hypT//tdcF//metR//cusB//hisG//glnE//pstS//lamB//ribC//gshB//ybiV//ispH//cmtB//phnH//yidL//ibsD//glnB//chbB//ldcC//cdh//pal//crcB//ftsL//xylB//yihU//ybhG//potB//napA//rpmG//metK//ftnB//insI3//ycbX//
GO_0044042_6	uup//dosP//yfcP//cydB//dhaL//ybjG//hha//ypdI//gltL//yjjG//ppiD//kdpC//rodZ//pabB//acrE//greA//epmB//ftsP//cynT//glcD//rutR//
GO_0044070_7	hypT//agaI//bluF//yqiJ//
GO_0044085_3	xylB//fdhF//fucI//fliK//ybeQ//hsdR//bluR//cydC//fepG//thiH//citC//yjhB//yjjI//mlc//kgtP//degS//cas3//mqsR//ydcP//
GO_0044087_4	icd//oppB//hda//ruvC//pdeD//hycB//ompL//rpoD//waaP//hdeA//ygiB//ddlA//fepE//adiA//yejE//kdpF//hisD//ybaO//proB//mnmC//fdoI//hflK//ibsA//nuoM//sbcC//mreB//cusF//secG//alaA//yhjG//rph//pdeR//polB//maeA//
GO_0044089_5	yafS//ubiB//zntR//hipA//yegS//ptsH//yciG//tas//lolB//era//rluB//proB//uspC//
GO_0044092_4	mdh//yjjV//folP//hisA//hscB//napF//frr//lsrB//gudP//truB//cbrA//cobU//nsrR//ybeQ//acrF//ndh//sdhD//pdxB//csgF//dkgA//galS//dhaR//sapC//ftsB//entH//yhjR//cysS//hcaC//rhlB//lnt//relA//rplQ//zupT//yfhH//paaG//nupG//
GO_0044093_4	chpB//yijO//rdgB//potH//gltK//bcsQ//dctR//lsrR//tauD//sbcD//holB//nrdD//arnT//yehT//add//udk//rbsK//rnt//ycbB//metB//allS//artI//ybbW//aroB//ybcC//fdhF//pflB//
GO_0044106_5	yidP//cas1//asnA//aspS//lptD//nagB//ccmA//fdnI//rpsK//metI//chbG//pppA//rutD//yodD//ldcC//gltL//wzzB//manY//lysR//rarA//rfaC//dsdX//pinR//lysR//alpA//hxpA//rnt//
GO_0044179_5	narK//
GO_0044208_7	yccA//
