#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	sgbU//recF//nrdH//cvpA//
GO_0034644_7	ftnA//mraZ//
GO_0034645_5	glnA//lsrA//serB//mscK//cynX//pepD//mnmE//torI//tap//mcbR//slyA//ftsN//atpF//yidP//map//maeA//ybbW//cvrA//rpsO//ybjC//xisR//treB//dtpC//tcdA//yhdX//lipA//hcp//trkG//nrfC//menC//proS//tdcF//yjhB//nimT//ivbL//insE-1//yfaE//hybB//fliZ//yfiR//entS//mfd//pyrG//yeeJ//lolA//selB//yfcG//moeA//xapA//fliL//bioC//yaiV//tsf//rnt//glcA//tehA//pdxY//hdeB//ynbC//sapC//fepC//rimJ//mscL//ychF//dkgB//yajD//rbsD//lptA//nagA//fmt//csgA//panZ//yaiP//cheA//trpE//glnK//slmA//tolB//tolC//patD//asnC//atpA//ypjD//yfeW//cysN//ogt//efp//ptsH//curA//hisF//ydhK//cydD//etk//dsbG//yhdJ//rplE//evgS//secM//yiiD//fdoH//btuF//tadA//rplT//ldtB//yfeO//rutE//hexR//purR//acpS//frwB//fabZ//dmlR//yhdZ//frvR//gudX//rpmB//yfaX//argK//yfcP//patZ//flhD//mcrB//sdhA//hisA//melA//agaV//ymfA//btuC//yggN//fabR//feaB//gmhB//tgt//lipA//uvrA//srmB//yjjW//hemA//dgoK//yjjV//murQ//ygeV//ydcI//ybiI//livJ//ihfA//ybaK//tatE//gyrA//grxD//galR//rzoD//nsrR//coaD//pspF//cedA//nikB//dcp//mdtI//tnaC//gutM//lysC//cysC//narX//rcdA//uxuR//appY//ruvA//argO//frdD//cadA//rbsK//znuB//yfiR//menD//yfcR//yqiG//cdgI//prfC//rpnB//ompF//rfbB//rzpR//dusB//ansA//msrQ//bssS//glyS//mreC//metI//atpC//trpL//atpF//rnb//allB//allS//qorA//nrdI//casC//evgS//mepM//yfeW//gapC//wzyE//ftsN//dmlA//ubiB//arnT//uidR//lamB//cobU//fsr//oppF//dgcQ//frmA//hyi//menB//acpH//yafC//aroG//rpsM//pepD//xdhB//cusR//sfmA//mgsA//ybcM//cueO//nepI//dsdC//gluQ//oxc//sfmC//cysA//ybjI//cyaA//ycaO//murE//ybhA//fdnI//dkgA//ubiC//dbpA//hofC//umuD//yjgX//ccmC//eptC//kdpE//nirD//zur//solA//mgtL//priC//polA//nuoF//katG//sbcC//pepB//modC//rnlA//epd//nmpC//ybiJ//brnQ//dgcJ//rne//efeO//sohB//afuB//selB//fis//lptG//oppF//osmY//yggP//lyxK//zur//ilvA//udp//selD//cynT//serA//yjfF//msrA//ftsX//yagF//pdxJ//lexA//mutY//yhbS//gsiD//pdeF//pyrE//ilvE//nusA//yphF//nikB//cdaR//pykA//rhsD//fdnH//uspE//rpsE//
GO_0034654_5	ispU//wza//glvB//yejF//mngR//nadA//yagU//cyoD//chiP//btuD//lamB//fepD//mglC//selU//tnaC//clpP//rpsP//rlmI//ygfZ//hns//dedD//btuC//frwB//yeaK//rhoL//rayT//pyrG//pal//pcm//rlpA//ybfA//pabC//ubiD//tktA//tktA//tsaC//rhtC//rlmN//citE//deoD//bamB//cydA//ssuC//waaQ//cobU//narY//rlmG//ydiB//pgsA//yehW//ampD//fixC//ykgM//yceD//ycjR//mdtP//ppiD//yagG//pyrC//insB-2//eutA//htrE//uspE//pagP//hofP//yjjU//napD//yajD//yejE//mpaA//argB//cbpM//nagZ//pinR//parE//dacB//araF//grxD//ogrK//rlmL//ftsN//adiC//fnr//yjhH//poxB//gadE//focB//bipA//kdpA//aspA//glgB//rfaC//yraR//gntP//yidP//narJ//hybE//nepI//endA//garP//yjjW//narH//yjbE//manX//agaW//clpA//rbsD//pgsA//iaaA//proV//nupC//ung//aroA//betI//chbR//purU//hisQ//fur//feoA//phnG//lolE//sufA//mrdB//malG//acrD//eutR//shiA//deoR//waaB//thrB//ypdC//dnaB//phnP//sdhE//slyA//fur//sdhA//waaB//speG//ycgB//proA//comR//rpoS//yafO//kbaZ//gabD//miaA//flhC//mdtD//ibaG//gstB//frdC//pdhR//ibsD//parC//aroF//purU//yihT//yfiE//tdcE//lipA//rcsB//pyrC//folE//sfmA//dsbA//rcdA//yacG//cmoM//rcnB//soxR//sdaB//rarD//guaD//melA//argG//tadA//putP//acnB//fliT//glsB//intS//fdnI//ypdB//citG//mmuP//tolQ//ydaN//glnD//ascG//pitA//rlmB//yiaN//surE//sdaA//yfaX//yfbS//entA//dsbA//waaO//casE//manA//lipB//rlmF//secD//mazF//agaS//bepA//patA//ompG//amiD//priA//tpx//mepH//yiaA//pykF//amiA//dgt//chbG//dcuR//potA//patA//proA//ycfS//uxuB//sgcE//cyaY//yiiE//nanS//ung//rsmF//ligB//ycaO//bdm//yhhT//frvB//degS//asnB//mglA//gcvP//pntA//glgB//wcaJ//dtpC//trpE//fliK//mazF//ftsN//rpsA//fadK//pdeL//galK//fdx//fabZ//sspA//yghW//yqjA//csiR//dgcQ//
GO_0034655_5	metR//ynfF//queC//pyrF//lolE//aceF//xylF//aceA//yjbE//frdD//cdaR//asnC//ydgA//paaC//blc//yebQ//phnH//gltS//orn//ugpE//ppiC//mntS//entH//cof//rfaF//maeA//fdrA//ugpA//sgrR//cbtA//wcaB//ycjQ//bamB//dnaE//birA//borD//yphD//fklB//comR//ytfE//rnlB//nrdG//yagE//pyrL//lpp//bssS//gpmM//hisF//ygeV//fliZ//yjhP//paaZ//caiT//iraM//sucD//ihfA//yccA//lldR//rzpR//yfgJ//thiP//yihI//fetA//gstA//ycdX//sgcX//pyrE//fryA//hcaD//barA//ilvD//bioC//dicA//
GO_0034656_5	amiA//fucO//cyoB//gatC//lolD//ompF//purA//fadE//rhoL//acpH//rpiB//pgk//atoC//
GO_0034660_7	paaB//atoC//yfdR//rseC//yijO//glgS//yehZ//actP//ldtC//tamA//ydiQ//yhfK//rsmE//ackA//yfaV//tabA//sstT//paaK//dcd//lamB//xylG//mzrA//nanK//ung//rfe//lpxD//truC//lpxB//tdcC//ydhJ//rrrQ//yedL//nrdH//yebK//obgE//hofN//insI-2//yfbV//nrfA//arsB//sufC//amyA//yadC//aslB//sufC//yafE//yihT//secD//mqsA//poxB//bluF//murA//uspB//sfmA//rhaT//ydaV//minC//panC//mhpT//nuoE//cydC//fetB//deaD//ydeM//citX//proB//tsr//proS//glpC//def//murG//yraH//fpr//treF//ygaZ//rrrD//ompW//lldR//zapE//ynaE//uhpB//ynaE//carB//ychO//uvrC//ldtD//yjiY//acrA//ygeX//ydhJ//ychH//hisG//fecB//fkpA//trmB//lptB//cpxR//garR//fucK//mglC//rfbB//dcp//wecE//iaaA//galF//cytR//aroA//yfcP//ptsI//yihQ//mltA//fepA//yihI//pbpC//yibA//dtpA//katE//mgsA//recO//proB//yeaE//holA//
GO_0034661_7	cobT//flgH//yaaA//glnA//
GO_0034755_9	secD//fecC//murB//nuoM//
GO_0034762_6	yidR//glsA//glxR//chbB//nhaA//endA//rssA//ftsN//
GO_0034763_6	lptA//nuoH//
GO_0034764_6	yefM//gcl//
GO_0034765_7	glmS//arfA//ydiZ//hybB//torZ//yaiV//aroF//
GO_0034766_7	hemL//
GO_0034767_7	tmcA//rdgB//
GO_0034775_7	ydeM//gntK//ispG//lysO//tyrB//
GO_0034983_9	rlmC//yqhC//
GO_0035235_6	selU//pykF//gmd//copA//
GO_0035303_8	ubiF//hxpB//fadA//hyi//rclB//
GO_0035304_8	mqsR//
GO_0035306_9	sbmA//
GO_0035307_9	poxB//
GO_0035335_8	rzpR//ymgC//pphA//
GO_0035344_8	rnd//malY//
GO_0035350_6	znuC//
GO_0035383_4	yieK//hemA//uof//tesB//codA//trpB//tdcE//pgpB//
GO_0035384_5	ppc//tolC//
GO_0035429_8	dcuC//hexR//fadL//yjhG//opgE//baeR//
GO_0035433_7	yqhD//dacB//
GO_0035434_9	rimO//gph//chaA//ybiS//yhaV//
GO_0035435_9	galS//nepI//yejF//mhpT//hybE//asnS//accA//degQ//ynhG//
GO_0035442_7	nrfG//fucK//qorA//scpB//citE//clpB//fecA//fcl//dinD//gltB//elaA//
GO_0035443_7	ahr//rpsK//rep//sdiA//dmsA//gcvR//cvpA//yhbY//
GO_0035444_9	metL//mrcA//hupB//waaJ//ruvA//ansB//hslU//
GO_0035461_6	apt//hyfA//prpB//murG//frlR//torA//cyoC//appA//ptsN//cydB//
GO_0035510_7	flgA//leuB//gmd//yejB//ycjQ//
GO_0035511_5	galU//
GO_0035513_5	cpxR//
GO_0035524_8	kdsC//
GO_0035552_6	astB//
GO_0035553_6	sucD//
GO_0035556_4	recC//tsgA//narQ//sgbH//otsB//cecR//yhjA//fklB//yagI//ygeW//metR//ydcI//pgaC//arcA//aroB//fucO//nuoL//nimT//agaA//emrD//ybjX//lplT//csgB//recR//fixA//recQ//secM//glgS//rutD//kdgT//osmY//hybB//rihC//argT//recB//rpsE//yhfS//tpiA//yccS//treB//envR//hisF//mhpA//ybdH//yidK//rna//
GO_0035600_8	entE//
GO_0035601_7	yadK//arfA//rplI//
GO_0035672_6	fdnI//fadE//yjaA//agaW//ftsX//putA//leuD//prc//tyrS//cho//motA//yfhM//pldB//pepA//dpiB//murC//yfcG//nadD//macB//nhaR//
GO_0035690_5	mdtN//mepS//atpH//rbsB//flgH//uxuB//selB//sucA//yfiF//manA//bcr//
GO_0035725_9	flgE//ubiE//purN//mcbA//greA//srlD//wcaJ//
GO_0035784_9	yidD//
GO_0035821_4	mscL//yceD//yddL//uof//npr//
GO_0035864_6	thiL//
GO_0035873_8	yhbQ//mdtM//
GO_0035890_5	ssb//pdeD//atpC//wcaB//
GO_0035891_6	tpiA//acrD//yafN//lspA//
GO_0035966_4	mepS//yfhH//ftsY//rhlE//bepA//trpD//rodZ//
GO_0035967_5	yciF//ftsP//yqaA//lsrC//glgA//
GO_0035999_5	ftsX//fruA//cpxA//minC//
GO_0036001_7	pncB//
GO_0036046_8	ydhQ//
GO_0036047_9	kbp//
GO_0036048_8	yaiP//
GO_0036049_9	abgT//
GO_0036088_6	fieF//
GO_0036103_6	potE//yifB//
GO_0036104_6	uspG//csgA//
GO_0036172_6	soxR//
GO_0036211_5	fruK//yedX//hdeA//rbbA//ulaD//ybeQ//ulaR//mlaC//mazG//rsmA//yjhC//rayT//soxS//aroK//chbR//mukB//acpH//hisC//ynbC//hcaT//fimF//lrp//yebG//nagB//opgE//csiD//rnhA//polB//ecpR//lapA//yadN//csiR//uidA//ybiW//cusF//ade//epmB//flgE//gltS//oppC//yidZ//rbsB//pabC//frlR//baeR//fkpB//norR//rseP//dmlA//ompN//srlA//argP//pyrG//waaG//thiH//fabZ//dicC//mdtK//potB//yqeG//gltK//mdtK//nanC//ascB//glvB//melB//ndh//hyaC//potC//secA//casB//mprA//fimZ//entS//pcnB//norW//kdpA//ydcT//eutR//pinQ//trg//hchA//frdA//yigL//malQ//rbn//yaiV//mog//gfcE//allB//ettA//tdcD//hcaF//rnhB//idnT//nrdF//mtlD//ymdB//ybgP//rbsK//cusR//bipA//sdaC//mlaF//rutE//yieE//argK//iscR//flgH//idnD//proP//ilvA//rlmN//yrbG//yggX//mgtL//amiA//yccA//yqjH//cadC//cysB//galE//birA//macA//nrdE//ubiA//radD//yeeO//ygeA//ubiE//entD//tyrB//sgrT//tktB//katG//yneJ//rsmJ//ypdA//tufA//lpxP//rraA//glsA2//
GO_0036214_3	glvB//
GO_0036265_6	phnN//sdhB//thiD//metB//
GO_0036289_9	hns//csgD//
GO_0036293_5	ihfA//hexR//yghG//
GO_0036294_6	ycjQ//moaD//iap//
GO_0036388_7	dkgB//
GO_0036447_5	nrdI//kilR//atoS//
GO_0036448_6	panZ//hycI//yadC//
GO_0036460_5	ihfA//nlpI//ldtB//bhsA//oxc//nanE//
GO_0036506_5	recE//
GO_0036525_7	fhlA//
GO_0038083_9	yhbQ//glnL//crp//fabB//shiA//
GO_0039633_6	gspJ//selD//kdsB//agaB//
GO_0040008_4	pgaB//ydfK//leuC//argA//nagA//nhaR//eno//otsA//frlR//hscC//
GO_0040012_4	entE//pgk//hslR//ccmD//murC//arnD//lldR//yhfK//norR//zitB//dmsC//motA//essD//yieH//
GO_0040013_5	melA//opgD//narH//lacI//yidH//cydC//yidE//
GO_0040033_9	nadD//
GO_0042026_4	lpxT//mntP//hcaE//rhmD//fruK//yaaA//kgtP//uxaB//rcsB//
GO_0042040_7	proS//
GO_0042044_5	mgsA//
GO_0042126_5	yjbE//fecD//dapB//malE//
GO_0042128_5	metF//glgX//
GO_0042133_4	dnaQ//hflK//rplO//intZ//araA//lgt//eno//fimI//waaF//phnJ//uraA//yhcF//ribD//essD//arfB//lapB//
GO_0042135_5	ogrK//asr//fabH//guaC//pinE//malP//sapC//kch//dctA//flgA//potI//rpoE//uxuB//
GO_0042136_5	ykfI//otsA//
GO_0042150_7	cmoM//waaJ//livG//
GO_0042157_5	acrR//ycgV//asmA//lysU//
GO_0042158_6	rpmG//ypdB//rplX//
GO_0042168_4	pstS//bluF//metB//fadK//arnT//ybjN//ivbL//speG//pgl//
GO_0042176_6	ydiB//eutK//nagA//waaZ//
GO_0042177_7	betT//yjhG//murJ//
GO_0042178_5	btuD//cyoB//ygfX//sbmC//frsA//gudX//rclR//rhtB//cyoE//aspA//fadL//purL//betT//ybdO//nfi//gcvR//yjhB//borD//prc//
GO_0042180_4	yhjA//yqjI//rzpR//torS//narZ//yrbG//ybcJ//umpG//rhmD//yedX//ssuE//prpC//nei//ybcM//yajL//hisM//queG//recE//ileS//ydcO//yacG//rppH//fau//ybfE//mukB//narP//kup//uspF//yafO//rssB//xerC//potA//yihW//bcsQ//plsC//yiaO//fabI//wzzB//cysS//prpB//uxaC//dppB//yiaM//rutB//cyaY//fdrA//polA//nrdA//clpA//ybdZ//mntR//ytfR//ybhD//hiuH//hha//yhdJ//ygfA//caiF//ydeO//
GO_0042181_5	roxA//ilvL//lysU//csgB//ibpB//hdeD//scpC//prlF//ynfL//secF//yqaE//ygbL//cydB//blr//potB//yidC//ydjE//pliG//tusC//fadH//tgt//tdcG//yqeF//lacI//
GO_0042182_5	basR//yabI//mprA//nrdF//glgX//glnL//yeaG//sad//tnaA//eutK//clsB//hyfC//ubiI//trpGD//yibT//nfo//leuB//rhaR//thiD//lpoB//yjjV//nrdE//fixC//dsbB//tolB//tatA//speD//hrpA//argF//
GO_0042219_6	ribB//ispH//tdcF//secE//cbl//
GO_0042221_3	mutM//malY//yaiV//csiR//ynaI//hcp//wcaB//ydjK//clsC//gcvA//rimI//rarA//bipA//tufA//yggW//rrrD//xylE//casC//cpxA//csiR//folX//yciK//ulaD//pinR//cspE//nagD//cbpM//glgA//yidP//yihO//betI//baeR//ttdB//guaB//higA//yefM//bioA//frc//rimO//glpX//rpsL//envC//prs//leuE//fliT//yfcA//fepB//cspB//puuP//kdgT//deoC//hisS//lsrK//ddlB//rluC//sgbH//ptrA//hybF//proQ//yidE//wza//nrfC//recQ//mdtN//marA//ndh//pdhR//aceA//epmC//thiG//yccS//yfgJ//tolB//pstA//glpK//hdeA//ydfG//narY//araE//emrY//yiaF//prs//livH//nrdR//bisC//astC//gltL//gspF//yedF//ydgA//preT//ycjQ//ypjD//tdcR//hyi//elfA//rnhA//rpnD//bdm//cyoC//yfhH//dacA//moaD//prpC//rhaB//nei//hycI//fruK//ddpA//lipB//argI//afuC//mdtO//hsdR//yieH//hdeB//rimP//afuB//mglC//hcaT//metK//ytfQ//npr//rhtA//yidA//fadA//msbA//murI//pepD//yfcQ//tolB//asr//ybdR//narP//tsaD//ulaA//fucP//fur//cysU//asmA//narH//lldR//araD//topB//ftsB//yraR//yahB//yeeA//gdhA//ygfI//gadC//hcaE//narY//yggP//tpiA//alsE//yahD//xylG//hypC//waaP//yaaY//yjbH//ratA//argS//lysC//efp//rpmF//flgE//ddpA//yjbH//fadH//nrfA//rcnR//queA//yfeX//trpE//lipA//zapE//acrD//secG//yagE//sfmD//nagA//higB//dmlA//flgK//yejA//pinE//znuA//fabA//mqsA//yahB//rpsK//gldA//ygjH//cpxR//hybG//lacI//panF//nagZ//ribE//glvC//yfcR//clpB//ibsC//hsdR//ompG//pepT//nudC//ptsN//ymgA//rimO//mdaB//hybA//mngA//clpP//soxS//btuE//lysC//pgl//priB//rpmA//map//rpoE//torY//yihI//gudD//yahB//mepA//lpxH//nrdG//dtpD//upp//ttdT//glnB//
GO_0042245_7	acpP//ugpA//pal//
GO_0042254_5	dtpB//sucD//narQ//wecE//aspS//solA//bcp//
GO_0042255_6	rstB//adk//
GO_0042274_5	thiH//dnaA//ppiA//rapZ//
GO_0042278_6	yihX//paaF//zinT//yjtD//pyrD//thrS//rpmG//yahI//yidA//mntP//pdeK//ssuE//cbl//caiE//yjhB//gntU//ulaR//alkA//
GO_0042304_7	glpK//phnM//uhpB//
GO_0042325_8	yadN//agaC//
GO_0042327_9	phnJ//
GO_0042330_3	thiP//zapC//mrdA//wza//ycgV//btuF//slyA//spy//yhhZ//aspA//umuC//serS//gfcE//cysA//dnaE//bepA//
GO_0042350_6	cyoA//
GO_0042351_7	glxK//
GO_0042354_7	mscS//xapR//allD//rpsB//rof//ygcO//
GO_0042355_8	metB//ybiX//waaZ//barA//glgX//araA//
GO_0042357_5	dcuA//mmuP//
GO_0042362_6	rlmH//
GO_0042364_6	nadC//garL//lpxT//sgrR//alr//yieH//fimA//pdxY//sucD//hyfC//pdeD//yciG//ada//fixC//rutR//eno//dnaC//rpsN//citE//uhpA//chaC//hicA//nikB//garL//nuoG//ygjK//ogt//yeaG//truB//xapR//cusB//idnT//btuR//ubiB//yegV//greB//yfdO//rclA//asd//ydaV//ybhG//hcaC//sbp//exoX//gmhB//cmoM//lsrC//fryB//fimE//emrD//glpF//ybcC//adiC//uidA//lepB//mltC//
GO_0042365_6	arnD//pbpC//serA//recJ//
GO_0042371_7	ldrA//
GO_0042373_6	ulaD//
GO_0042398_6	rbsR//trpR//xylG//tsaE//ldtD//ubiD//ybaL//gnd//dusB//ydbD//groS//fliT//slmA//manA//osmY//mdtE//glnD//tadA//leuC//yraH//
GO_0042401_7	ccmE//sbp//ffh//gudD//pdhR//speC//ybhR//dpiB//rutD//hisG//hpt//pntA//waaJ//rpsJ//
GO_0042402_7	rof//ytfQ//msrA//idnD//rdgB//ldrB//tsx//cysK//emrD//nrfG//rluB//ypdF//stpA//
GO_0042413_6	nirD//hcaT//katG//bglF//
GO_0042430_5	slyA//zntR//speA//yghO//acnB//cpsG//ubiB//rraA//yehU//surA//
GO_0042435_6	cadC//dcuB//tus//ydfK//garP//mukB//bdcA//narW//waaJ//
GO_0042436_6	csdA//
GO_0042439_5	ydaV//
GO_0042440_3	cmoA//cmtB//nemA//selB//panE//fmt//dppD//adiA//bglB//murF//yegS//phoB//elfC//birA//
GO_0042443_5	tar//afuC//
GO_0042445_3	yaaU//ilvA//glnL//chbB//luxS//rplJ//yrdA//dicC//yhfK//ptsH//hslV//yafS//yohD//rplI//
GO_0042446_4	rpsP//
GO_0042447_4	fdhD//yihU//proB//ynjD//glcE//fabG//ampE//blc//chbR//chbR//ftsA//treA//ycjR//
GO_0042450_7	cheR//phnP//ygcO//udk//waaY//dut//
GO_0042451_7	clcA//cheY//mpaA//mcbA//nrdB//glnD//
GO_0042453_8	rfbB//
GO_0042454_7	ftsQ//acrB//mltF//msrP//frvA//galS//yihQ//fumC//upp//gloB//hflC//mzrA//
GO_0042455_7	corA//torC//frdD//tomB//lipA//essD//rffH//pyrH//serC//qseC//ydjM//yihR//glvC//aphA//ccmG//ycaN//rcnA//
GO_0042493_4	gltL//mnmG//ulaC//dnaQ//topA//fucO//bglA//uxuA//fabD//polB//puuD//zinT//arcA//metK//lsrG//rnr//ydcS//yfcV//sthA//bioD//flhE//ybiA//ymgA//nrfD//yhdX//rcsC//rimJ//yehZ//sgcE//rpsE//pepN//map//ecpR//asnS//ycaO//hypE//oxyR//ebgA//sapC//secF//ygbL//mraY//nhaA//abgB//rplQ//yciK//yiaM//phoR//bioD1//
GO_0042537_5	bioC//cydD//ybaK//ycfL//hdeD//yadI//arnT//kdgK//yfcA//glgX//waaY//rplA//comR//alaS//ldrD//tsaE//nuoF//rrrQ//yiaB//cspD//queC//glxR//
GO_0042538_6	uup//insB-2//
GO_0042542_5	lolE//kdsD//trmA//trmB//leuO//sbmA//dxr//amiB//bioH//rpsI//recR//tehA//rpmH//fadK//proQ//rfaQ//acpH//phr//
GO_0042545_5	umuD//
GO_0042546_4	uspB//dnaQ//yjbH//rfbD//bglB//yfgI//pykF//fucK//citG//kdsC//
GO_0042558_5	btuE//higA//ndk//ynfK//elbB//ribC//glmS//pepQ//oppC//acpS//pyrL//ttdB//sad//katG//dnaG//yegV//thrL//yqhD//
GO_0042559_6	ribA//ybgI//ybjD//dsdX//dmsC//ymfK//ssb//htpX//cydA//ykfM//tcyL//leuC//opgD//
GO_0042560_6	endA//nuoF//
GO_0042592_4	setA//ybcF//rhtA//obgE//yohD//truB//rbsD//umuD//ycgB//tktB//lsrK//dapF//waaS//intZ//argT//metB//csdA//asr//hcaE//uof//recF//ybjD//aas//rlmD//menI//yehA//mscL//tatD//ariR//frc//ygaZ//ldtA//nanK//tcyJ//ghxQ//rhtC//cspI//focB//afuB//lpxP//yjbG//yeaE//pta//csgB//pinE//leuB//tauB//mqsA//nrdI//pgi//agaV//ygbI//acpP//mtr//tus//intZ//nikA//norV//ugd//
GO_0042594_4	allC//fkpA//yfgJ//yfgI//hemH//maeA//gltB//hldE//hlyE//rffM//atpG//gsiA//wzc//mnmC//gadE//phr//ybiW//rluB//ilvE//lptF//garK//rsmG//bioD//dnaT//seqA//mlc//tbpA//nikA//yraH//pliG//frmR//ybiH//narU//ydiQ//narQ//
GO_0042618_5	uraA//
GO_0042619_6	skp//
GO_0042710_4	hdeB//hisI//dgcM//glpB//etp//yihW//hyfF//eutN//hybE//yeaD//dxs//hycI//gpmM//yjcO//hflX//idnK//moaC//dgcT//rihC//creB//alsK//frdC//flgC//rapZ//mdoD//kdpB//yfhM//glcC//oxyR//sgcR//flgJ//tynA//glxK//ycjW//mglC//srlB//mpaA//sdhC//obgE//rutG//queD//dnaX//envY//ynbD//rplB//pdeH//valS//suhB//torA//rfbX//phoE//
GO_0042723_5	mhpA//yphF//flgK//hypB//dmsB//kdsB//zapB//glnB//acrD//flhD//lnt//rtcR//
GO_0042724_6	aslB//nadK//flgB//pykA//higB//yhiM//rpnB//exbD//ldcA//cobU//
GO_0042726_5	hexR//yihL//kefF//yagI//tas//fepE//insI-2//ycjR//
GO_0042727_6	nrdR//glnH//raiA//agp//panF//mreD//dapF//maeA//
GO_0042732_6	yfeX//ydiP//atpB//cheR//ccmA//
GO_0042737_5	ghrB//lysO//fcl//maoP//otsA//greB//nuoI//dsbA//ettA//ssb//oxc//yjbB//yhaC//fliD//hycH//hdeB//sufB//epmB//ogt//insI-2//mocA//dapD//ybjC//metH//yfeW//hycA//narZ//yghG//yjiR//moaE//ompW//minD//ygiB//uacT//hypT//evgA//bdcR//yaaU//ompW//recD//cmtB//phnO//hslV//ybdG//emrE//pntB//malK//ansB//uspF//pgpA//ybeY//flgF//selA//wzb//truB//
GO_0042743_5	tsaC//iraP//
GO_0042744_6	yihV//hemD//
GO_0042759_7	yidC//cho//
GO_0042773_6	manY//
GO_0042777_8	yciG//
GO_0042779_8	uspG//
GO_0042780_10	mdtB//yiaA//nmpC//
GO_0042816_5	paaJ//udk//ybhF//yqaE//prlC//mdtA//efp//gltX//lpd//
GO_0042817_5	roxA//
GO_0042819_6	guaC//hyaD//ydcZ//dfp//fetA//hisG//infB//umuD//rimJ//
GO_0042822_5	elyC//glnB//tpiA//xapB//lepA//flhC//paaH//
GO_0042823_6	nrfA//iscR//hemD//lpxH//nrdG//zraS//aroL//
GO_0042836_5	alsE//yhjC//tag//sdiA//
GO_0042838_6	ynfF//plsB//livF//glsA//
GO_0042839_7	aroK//clpX//fabZ//garK//hypA//hcaE//
GO_0042840_7	rsmF//scpC//ydjJ//yihS//cbpM//ivy//
GO_0042843_7	murA//bolA//
GO_0042844_7	csiD//
GO_0042846_8	pnp//
GO_0042851_8	gsiA//dgcE//argA//lhr//
GO_0042852_9	proB//lpxP//uvrD//
GO_0042853_9	hisD//
GO_0042866_8	relE//paaC//murJ//metE//qseB//ccmE//aidB//flgG//iaaA//menF//baeR//uof//paaH//infC//intE//nth//ftsQ//mqsA//
GO_0042867_8	brnQ//
GO_0042873_7	ybhP//dinD//hisQ//sgrR//glpT//folD//rclA//
GO_0042882_10	sfsA//cynT//frlB//
GO_0042883_7	lrp//ybjG//arnB//mdlA//gsiA//lysO//yeaG//lysR//
GO_0042884_7	lpcA//dinD//nuoI//mcrA//erpA//yeeY//rdgC//
GO_0042885_8	rfbB//
GO_0042886_6	torA//glpD//recN//mnmE//betA//gapC//fadH//yrfG//dctA//rlmH//lepB//dsbB//plaP//cheW//proB//lgoT//rpsI//cobU//yqcC//prpR//tynA//cedA//recO//ybgP//ydeE//metI//cysG//yidC//queF//ybjL//yheT//dfp//tatE//yfgJ//uacT//xylA//dinJ//cas2//bioD1//glpG//cusF//glmM//shoB//hcaC//prpR//tcdA//acpT//dbpA//chbG//ilvI//lpoA//ygfX//dnaE//rffH//yehD//ftsA//ygaH//thiP//eutB//hyaC//ggt//sucC//prfB//dapF//waaH//ybfE//hicB//dinJ//ygiW//metN//rfaF//mngB//atpF//kefG//relB//fucI//pyrE//gcd//yqgF//feoC//ulaB//ycfH//gyrA//ygbI//orn//ybiV//lpoA//mlc//
GO_0042891_6	cysG//copA//flgH//ddpX//eptB//parE//dgcQ//yjiQ//yidL//lptC//murJ//pck//ascB//epmB//zitB//glpK//acs//ygeA//allD//surE//tbpA//ybjN//pflC//surE//hcaR//rplC//pal//galP//gutM//yqgF//ybjN//adiY//
GO_0042906_8	waaL//yadG//ghxQ//yeaK//
GO_0042908_5	fliM//psd//uraA//rlmE//sgcE//fepC//yihT//fmt//yjjU//yqhD//patZ//elaB//yihQ//hiuH//lpp//yphB//
GO_0042914_8	cutA//murQ//
GO_0042918_6	truD//lpxL//sbmC//higA//fecC//
GO_0042919_6	wecC//
GO_0042920_6	rlmL//
GO_0042928_7	speD//
GO_0042930_7	feaR//cdgI//plsX//cobB//opgC//dnaG//sgcR//rpsO//
GO_0042938_8	pyrD//mgrB//pgl//lptF//grxD//metG//queG//yaiV//yeaE//bcr//yaaA//dgcJ//rplW//yjiR//ihfA//
GO_0042939_8	tpx//oxc//ascB//ygfZ//psuT//cysN//mpaA//ruvC//lptE//citG//
GO_0042940_7	sufE//rlmN//fimH//gcvH//setC//
GO_0042941_8	ybhS//
GO_0042942_6	lapA//aes//
GO_0042953_6	xdhB//dgcN//hipB//
GO_0042956_8	yheT//yafQ//yhdW//ycfL//cysZ//
GO_0042968_8	dtpB//gntP//rfaQ//
GO_0042981_7	sucA//
GO_0043038_5	yfdG//ulaE//acnB//yeiL//rdgC//grpE//tatE//ugpC//rffH//aroC//recC//gpsA//rpe//feoA//yddL//purR//crp//ynaI//gpp//hupA//yphD//rseC//cirA//yajL//surE//acnB//
GO_0043039_6	rpiA//hofN//yiaB//waaG//proA//puuE//yadI//rhmD//chbR//ydiO//bcsA//rpmB//csgF//mppA//rpsP//trpC//panC//gldA//csiD//ldrB//yfhH//alaE//cca//lepB//waaC//
GO_0043041_6	ptrA//
