#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rnt//cysZ//ariR//nrdG//
GO_0042838_6	ycaN//yraJ//ileS//nrdD//
GO_0042839_7	yddG//yjcE//uxaB//alaE//ykgO//ynbC//
GO_0042840_7	pspF//trkH//ydcS//pcnB//opgB//malQ//
GO_0042843_7	mdlA//phoE//
GO_0042844_7	bglJ//
GO_0042846_8	waaC//
GO_0042851_8	ushA//lpcA//dmsB//yhbQ//
GO_0042852_9	ypdA//sdiA//glcA//
GO_0042853_9	lptA//
GO_0042866_8	yihW//dnaE//fbp//guaB//dnaK//hldE//msrB//rlmM//ilvL//yqiJ//lpxP//yhaO//xisR//cadC//hisM//uxuR//ssuA//torD//
GO_0042867_8	ytfQ//
GO_0042873_7	ygiS//yccS//gyrB//yfbU//cmoA//trpS//xylB//
GO_0042882_10	nikR//queG//dppF//
GO_0042883_7	ytfT//glpC//ygaV//rpmA//caiF//trmH//kbaY//asnC//
GO_0042884_7	yfcV//ygeA//zur//galP//waaU//garP//fliL//
GO_0042885_8	ybiY//
GO_0042886_6	lpoB//melA//feoA//tolA//queG//ubiF//modA//acrR//blc//ymjB//yhaC//yibF//rplI//abgR//xylF//torZ//mscK//ybcQ//caiB//sgbU//ascB//prfC//gltK//fabB//rnr//acpP//ycbX//metQ//dppD//rnb//ompF//oxyR//lpcA//asnA//bdcR//fixB//gatD//lspA//rnpA//rstB//nagZ//truB//ftsL//clcA//sodC//hpt//mdaB//yjhP//folP//frwC//trmA//arcB//livJ//yfdO//tpiA//groL//rpiA//yajD//mazF//mdtG//adeQ//artJ//pepN//zraS//ppsR//satP//proS//frvB//tatE//greB//fixC//iscA//gcd//rimP//prpB//helD//cadC//ybaM//sdaC//caiT//yqcC//hdfR//ibsB//fliG//ybfA//rpoE//ung//gcvA//
GO_0042891_6	yehP//yqeF//cdd//pyrD//ynfF//bipA//truD//mreD//cmoM//yeeJ//fimH//rutC//pspG//tdcF//ybdZ//clcA//dtd//yihI//mdaB//fkpA//prpD//add//nfo//nikC//yjjB//iscX//caiF//dicB//gadX//sapF//cpxP//ydaN//
GO_0042906_8	iaaA//hpf//yjhI//stpA//
GO_0042908_5	fdnH//rpnA//fimI//ghrB//fixA//ftsX//dnaJ//ynhF//dtpB//nupX//panB//ygbM//mhpA//pdeH//leuS//chbB//
GO_0042914_8	tehA//yraN//
GO_0042918_6	cysC//yhcF//aqpZ//minD//acpS//
GO_0042919_6	soxR//
GO_0042920_6	cpdA//
GO_0042928_7	fdoG//
GO_0042930_7	dkgB//setC//aroD//topA//ldtB//recT//fdhD//recF//
GO_0042938_8	mdtI//dhaL//csiR//fre//yggD//narK//ptsG//narP//ldcC//dkgA//tatB//fepE//purU//rbsR//groL//
GO_0042939_8	yneL//tusD//malY//ldtE//mutL//pgi//ybaQ//ymgC//znuA//skp//
GO_0042940_7	dppD//yhdJ//ydcZ//ygfI//hinT//
GO_0042941_8	entD//
GO_0042942_6	frwC//greB//
GO_0042953_6	fabR//nikA//sufC//
GO_0042956_8	mepM//yoaA//yraK//yebZ//dcuS//
GO_0042968_8	opgE//csrD//yjiM//
GO_0042981_7	frwD//
GO_0043038_5	cvrA//opgE//deoD//nrfE//ybhG//ada//ybeQ//hfq//purC//htpG//fdnI//crcB//sfmH//yhcF//iraM//cobC//cydA//proB//rhaM//yieF//trpR//deoD//fkpB//cyaY//hdeD//cspG//
GO_0043039_6	fabH//agaV//ynbB//rpiA//cyoE//ddpA//dmsA//fecB//deaD//ade//yneJ//acrF//acnA//tolC//malX//gabD//ybhR//ppk//fnr//ydeT//gadC//narW//iaaA//ndk//rutA//
GO_0043041_6	phnH//
GO_0043043_6	fumC//rfbX//dnaB//crp//mppA//ypdB//selB//ccmE//cdaR//yhbS//holC//oppD//fdnI//hofM//glnS//ydcP//mhpT//ispH//galM//yidD//fdhF//mdtJ//yggE//rhaB//truB//kdsD//arcC//ghxP//nrdG//tusD//endA//ruvA//rihA//bamD//etp//aldB//icd//ybaE//ftsL//yiaO//surE//yfiC//ribD//dcuC//aphA//pldB//phoU//dgoR//fdnI//lpcA//betA//cyaY//eutA//wrbA//ybiY//ptsI//gspJ//rsuA//ycjD//yhjG//paaC//
GO_0043067_6	ilvA//
GO_0043085_5	chiP//rcsF//acnB//acrF//yhdZ//bcsA//yfcF//flgA//waaS//treB//cysN//mglB//frlC//puuR//cysW//recX//yqhD//rlmH//alsC//yhcF//puuR//rplP//nagC//
GO_0043086_5	rhaR//yegT//smrA//lsrB//garD//ymjB//sdhA//actP//lolE//hns//dcd//lldP//priC//oppD//ftnB//yidR//rsmE//yibF//prpR//ybeQ//menH//exuR//ygbN//oppB//clpA//adeP//
GO_0043087_6	nupX//kdsB//pinQ//ybeF//
GO_0043090_7	arnB//rfaH//luxS//appA//aroD//yajO//allR//truD//rpnD//yqaB//
GO_0043093_3	lacI//waaG//btuR//rhmR//yhgF//nadE//cpdA//yfgI//cysM//rhtA//ccmH//secE//icd//frvB//lysU//yfeO//wzyE//
GO_0043094_4	mdtE//ycbX//rusA//recT//ycdY//ydcP//cmk//pphB//cas3//ompC//aphA//afuC//fabD//gabP//arfB//dapB//ftsI//tbpA//umpG//fadI//fdnH//yeiL//
GO_0043096_6	proV//lpd//yohC//
GO_0043097_6	dinB//fabD//sufS//rplK//
GO_0043099_7	yadK//
GO_0043100_6	glgB//
GO_0043101_5	pphB//sohB//dppA//phoB//
GO_0043102_5	caiB//lyxK//rcsC//tdcG//
GO_0043103_7	sseA//
GO_0043111_7	insI4//
GO_0043137_6	ulaA//gadE//
GO_0043150_8	tcyL//
GO_0043157_6	phnK//
GO_0043164_6	fre//ribA//caiE//tyrS//zupT//secM//yciK//yddM//
GO_0043165_6	narV//dctA//ydfG//gnsB//hisQ//ydfH//narQ//ybiJ//nadE//rplY//
GO_0043170_4	cheB//nrfE//secE//mscL//minC//pinR//kdsA//melR//ugpC//acrB//ybjD//rplP//ycbB//panE//ydiQ//phnG//gnd//yqaB//truC//amiA//sulA//menH//hcaF//yeeL//intF//ybiT//rpsJ//ycbV//rna//rlmG//yjjI//malF//rsmE//ygbM//yaiV//srlR//fdhF//agaD//yjiY//casA//greB//gatZ//hscC//guaD//malZ//lysP//yeaG//pitA//uup//secE//yiiD//ydaC//opgB//yceD//yjhI//nagB//thiQ//ubiX//gldA//codA//ybeY//prfA//uidC//rplA//tdcD//paaD//ttdB//ilvD//rplN//erpA//ydcT//phnG//nuoG//hypT//rclA//dgoR//ydiP//ldcA//sufA//rluC//yjjI//rph//ydfD//ibsB//kdgT//erpA//yneL//trpGD//tqsA//dfp//qorA//tynA//kduI//gltD//livF//accA//cheB//ybiS//yahI//fucO//bamA//bamC//hscA//ybiX//yjhC//ybaT//preA//lexA//mdtJ//iscU//yobA//tdcB//thiG//yifB//fecC//mutY//eptA//yojI//ridA//helD//cspI//fdhD//htrE//chaC//trpL//csrA//cheR//mug//trkH//rhaT//ygjH//hchA//sfmH//dnaA//hscB//essD//ydaN//frmA//sufE//def//yeiE//glrR//torC//cpxR//gppA//ybhF//rlmG//modC//ivbL//ribE//pyrD//pntB//pncB//lit//ldrB//zinT//hslJ//sbmC//dnaA//rbsK//sgcR//smpB//mipA//folC//malG//fadH//rhlE//yfbS//hflX//ghoS//pstC//pagP//ydiQ//clpX//phoQ//yagU//metG//yggT//codA//frlA//rpoS//fdnI//moaB//nupX//cmoB//yahK//aroK//galT//sohB//ybaE//flhE//ygaZ//osmE//nrdE//yfcG//ung//hybO//yhjG//minC//cydB//ndh//metN//hisD//ydcO//yigL//dgcE//dcuR//mraY//dnaN//yhjG//aspC//nrdF//glcB//wzb//ecpR//rcsA//dgoK//oxc//gpt//ptsN//yigL//hcaE//fimB//yjjX//bdcR//bioA//yegS//glpR//dcd//rsgA//yoaA//yejA//melB//potB//rhaB//nuoN//gntR//bglB//yfeX//yijE//glpC//bfr//nrfC//yfbR//cpsB//lsrB//cysA//ybjD//ihfA//rsgA//yihR//ynfE//aroB//crr//yggX//gor//fepE//fdnH//yiaU//guaD//ymgA//accA//yeiG//hisC//hyfC//zntR//csrD//mak//yddG//rutG//tusE//gloA//yhcN//abgB//deoD//cmtB//mglB//ybaK//pbpG//emrD//cyoE//ybdM//hcaB//trpB//pal//dgoT//smpB//nlpE//glnD//ybcQ//tnaC//ygiB//yjhI//malG//aspC//garP//ynhG//ilvD//msrP//cysM//bglH//treF//hfq//lyxK//rph//ispB//yhjX//accB//gloA//yehD//pdeH//sufA//diaA//mltA//ispU//astB//hycH//folA//yqgB//purC//trpR//mscL//thiM//rcsF//nupX//argB//nuoF//tgt//flgC//menD//nrfE//lsrG//hisG//fliG//ccmG//yciE//mobA//eutB//flgE//mrdA//rfaC//rlmN//insB-4//ydgA//sufE//artQ//bglH//pabC//pcm//rplW//mlaD//ubiI//dnaN//hxpB//ispA//pyrF//phnH//napC//maa//ybcQ//ygaV//dut//dtpB//thiD//cysN//zntR//dam//xapB//uvrY//ssuC//gspI//potG//recC//ycjQ//ssuE//metQ//tktA//moaB//flhD//frmB//gspJ//ymdB//fecA//rplC//zwf//mnaT//artJ//rhaR//ychH//rrrQ//holC//gph//yddL//kilR//ssuE//yidK//yadN//mdaB//yqiG//yiaL//rhaS//sdhE//holB//nadC//rarA//pflC//ybjL//symE//zwf//rcnR//prfB//yojI//yjhC//rlmH//tolC//yfiC//amiB//glgB//ribC//nuoG//fur//ilvC//allS//ecpR//mnmA//ynfK//yidE//fliK//treF//ygfX//pabA//btuD//ydfH//dxr//nirD//yggD//ybjI//ygeA//hda//kdsA//ddlB//moaA//malQ//yegD//cheY//patD//proA//yahN//yhgF//yhjV//ygjH//purB//ybdR//ydfK//pppA//hybE//yfaU//murD//arnB//thiE//bcsA//pgpA//ydeM//leuC//prs//fadM//ssb//fdoH//gldA//ygiV//sufC//emrD//ybaT//mlaD//hyfA//secG//tig//yciK//kdgK//htpX//lepA//rhtB//yaaA//nlpA//higA//sgcC//ssuD//fdoG//ompR//emrK//ybgQ//ybgQ//sufB//glgS//yfaU//ampG//cspA//hemB//yehY//mngA//nlpI//gpmA//yjbG//rplF//nadD//nanR//gcvT//glrK//ybjG//tolB//narX//flgK//msrB//hofQ//otsA//rpmA//patD//emrB//mug//pdxB//scpC//melA//nrdR//eptA//zraS//ybhI//hisM//cspC//malY//holA//betI//trmA//fucO//curA//pheA//rimK//glgA//ybeQ//purC//xanQ//cpxP//era//tilS//gsiC//csgA//fecA//thiG//yeiG//torS//yhbQ//speG//bamC//gudP//recX//araA//sapD//pitA//sgbE//glcF//fdhF//iclR//ycjQ//ygjR//ppsA//degP//ampG//nfuA//ybaT//yphB//tdcD//srlR//ibpA//yfcF//ftp//cusC//yihU//secB//yagE//mdtA//abpB//mprA//yjcO//ppiA//puuR//ihfB//thrA//pdeD//rluF//rcsA//cspD//yejF//erpA//torI//codA//recN//dtpA//fetA//tehB//yihP//yjhH//rnt//insH-6//hcaB//ydjH//gstB//sufE//nrdF//elfD//tolC//mraY//fecD//lgoD//yeaE//rnt//ykgA//alr//uidA//livG//hyaB//hiuH//kch//yiaM//yciF//rimL//gatA//yphD//sugE//ppsR//scpC//glpA//flgJ//murR//aaeR//rplA//pcm//moaA//hisP//ispU//ybjG//truC//gshB//recQ//narJ//yggD//cycA//amiC//ibsC//sad//msrB//qseB//yijO//yqiI//glpC//abpA//glsA2//acpT//fadB//rbsB//ccmA//ung//bioP//csgF//phoA//dedD//xylF//nanT//menA//hicA//appB//msrC//pgl//upp//yiaT//murJ//potC//yieF//dinG//glmS//nagK//rsuA//upp//fadM//rph//hycH//pgaC//proA//thiL//epmB//yhfS//ybfA//frlA//rplY//galE//glgC//pdeK//ebgR//gloA//aaeB//yebC//yhbS//gsiA//nagK//glcE//recQ//pfkB//ygiW//yjaA//yqjI//pcnB//aspC//rfaB//leuA//dhaR//cyoE//mscL//hemH//hypF//lacZ//rnr//mnmE//trxC//yhdH//amtB//kdpD//appC//yqhC//nadC//speG//narL//napA//lpd//pncB//actP//rplA//ptrA//hokE//cobT//mdoG//rhlE//lldD//dut//frdD//entF//priA//arcA//sfmF//rhlB//hcaE//yeaE//dppB//adiC//narH//pykF//ydaC//lysS//gltP//pinR//dmsA//nrdE//msrC//feaR//moeA//groS//metE//rsmB//rna//malS//yhdJ//tdcC//dtd//nagC//livH//malI//trmJ//ilvE//gph//hisA//cmtA//ychF//dnaB//trpL//dnaA//queG//bssR//cheR//fabD//hyaB//minD//relB//ubiF//narZ//rplP//yieL//kefB//rcdA//narH//artM//yagE//tnaA//rpnC//trpS//potE//paaF//trkH//flgK//bisC//ibpB//blr//pntB//sstT//msrB//fucO//napB//ybdM//ilvA//rsmI//nanC//lpoB//yhfS//srkA//fadD//argO//dkgA//hypT//puuR//acrA//ftsZ//plsB//
GO_0043171_5	ruvC//yidP//yjbB//ubiI//yebQ//gshA//yiaL//hokE//dbpA//
GO_0043173_5	pheP//elaB//deaD//folC//lexA//mdtL//yneL//tnaA//
GO_0043174_5	zur//pnuC//kdpA//ygcW//asr//ldtC//
GO_0043200_5	trmJ//acrF//napA//ytfR//rplK//mscS//yfbR//ampG//
GO_0043201_6	accD//
GO_0043207_4	gapA//zupT//yggF//fdx//yibH//aroE//baeR//serB//yegV//clsA//qseC//ligB//zntR//lsrG//
GO_0043213_7	ibsA//nagZ//kbp//ynbB//aroL//gdhA//pabB//rplN//
GO_0043242_7	aldB//rzoR//hofO//
GO_0043243_7	cheB//
GO_0043244_6	kbaY//ygfI//mutM//ygeW//marR//fdoH//gldA//arnA//cobT//gadA//cmoA//gntU//ddpA//ydcP//panD//nlpD//ahr//ruvB//cho//acrR//
GO_0043254_5	ssuE//ybjL//ydcM//napB//aaeA//alsB//rutB//yfcG//sapD//ulaG//yedF//fryB//recR//mipA//xisR//crcB//narV//ykgO//otsB//mreB//thrB//yhgH//yqgF//ykgA//nadK//
GO_0043255_6	yiaB//deoA//sgcX//
GO_0043269_6	ribB//ygeR//chaA//ydeI//yafN//mtlR//ibpA//
GO_0043270_6	chaC//rhlB//
GO_0043271_6	gpmA//
GO_0043335_3	grpE//cyoB//cspB//hemB//
GO_0043392_6	dhaR//
GO_0043393_5	preA//
GO_0043412_5	trkA//glnL//rpsG//agaR//alpA//rnd//lysU//tldD//ldtB//glpR//yfiE//intE//rihB//emrY//cynS//hybE//tap//acpP//higB//galK//yfaE//yedX//yidK//melA//uacT//actP//yjjQ//sgcE//purT//ccmH//nrdE//hisS//pal//rhaB//rhtA//potC//yefM//tonB//adk//pal//glnD//cca//rssB//yidE//fdhE//hscB//mraZ//relE//hybD//degQ//livH//acs//mtgA//ccmC//ccmC//yadK//fixB//ralR//relA//frdC//wecB//ypdC//ybdM//clpB//hyfR//yidC//rhaR//fabG//eutN//udp//rclR//oxc//atpG//bioD1//nikR//nlpE//yejB//fadH//gadW//gor//umpG//mgrB//rcsC//emrE//pheT//higA//zwf//yadV//uxaC//bglF//ndk//csgB//insI1//uraA//menI//mak//ydbD//dcuB//ydaC//paaX//yhfS//yeeA//rpiA//mak//idnK//rpsL//gltS//hcaB//frlB//yiaJ//rlmL//rpnA//ykfM//nemR//preA//uacT//agaW//oppD//groS//alaC//idnO//cmoB//pabC//yneL//nikC//prfA//cysN//cbtA//idnO//yqaE//ivbL//yfcF//yjbH//cysW//ybaO//yibH//frlB//ghrB//gapA//fbaA//metI//zntA//mglA//hpf//rutB//recJ//cycA//paaX//yfaE//bioD//gntP//yacG//waaS//ribF//ansB//hypE//pgi//yagU//dosP//setA//cdsA//gudX//yjjX//yjjI//sbcD//hypD//malI//hslU//agaA//tyrS//arcB//intE//nagE//argR//aroK//yidL//folA//ycbU//phoQ//gpsA//paaD//rplE//ilvA//uidA//narK//cyoD//menH//glcB//rnc//rhmR//phoB//ftsL//caiB//hsdM//hisI//dgoD//metI//queE//ydbK//gpsA//degS//serA//msrA//yqeA//gltK//bamA//ihfA//hyfA//tatD//ppsA//rffC//ygdG//rlmD//pyrE//dusB//yjcE//secG//tdcD//glyA//fetA//sodB//artQ//yqiI//tabA//amtB//metR//pgl//yneL//ileS//lolA//dusC//hisM//
GO_0043413_4	tsf//
GO_0043414_4	sohB//nemA//grpE//ubiG//yddG//yeeJ//malI//fmt//gutQ//metQ//alaA//cbrA//yiiD//mdoD//galK//aroC//xapA//ddpA//rpsD//acrA//yciK//mepH//xisR//tag//mntH//ybdM//ybaK//ubiC//gltP//leuO//ycjY//glcD//fdhF//glvC//tolQ//rfaQ//hypT//ymgA//rpmB//gadX//aas//dcuR//ascF//smpB//adiC//hpt//perR//insH-6//hypT//hybE//yaaY//dut//
GO_0043433_5	yghW//bcp//mgtA//lacZ//fdhD//hisQ//
GO_0043436_5	yjbE//ycjD//tonB//ygjK//insH-6//hflK//ldrA//clsB//fepD//uvrB//rnc//cra//proP//mhpB//cydD//yfcG//rhaT//yiiE//yaiV//trmL//mmuP//sutR//fumA//ibsB//yciT//yihP//ybjL//nuoG//ygcO//htrE//yedL//wecB//ybiT//rpsP//lpxL//arfA//hcaD//metL//yafC//nikB//yjjG//radA//torS//ygaV//ybeF//yfcF//ldrD//eptA//smrA//cysA//coaA//uof//narY//glnB//yhiM//mhpT//glsA1//nuoN//ftsI//seqA//gpt//truA//mutL//aaeB//mlaC//suhB//dinD//tyrS//pdxK//tnaA//ileS//rlmH//rlmC//tap//fecD//bluR//msbA//ulaR//sfmC//yqjH//ynjD//moeA//djlC//lpxH//blr//hisF//relA//kbaZ//wcaC//pheT//frlC//zntA//argF//sbcD//fabA//envR//sbmC//idi//lplT//xdhB//cadB//cbrC//mazG//rhaR//speC//ecpR//ascF//lsrC//lrp//sdiA//elaD//nrdF//yihI//bcp//rarA//cysI//ybiO//csrD//mdfA//malY//rnd//mutL//bluF//mpaA//otsB//hofP//ompA//gph//torD//dsbA//hyfR//rlmA//rfbC//yecS//galP//ispG//lsrD//potI//yfeO//focB//araF//ugpE//cysU//csiR//rhaA//zur//panC//rpsK//kdgT//valS//putA//yahN//spoT//kdpE//hicA//bioC//rutB//gpr//cydC//dcm//artQ//tdcG//yehX//paaE//rutB//topAI//bssS//dsbA//malG//ychF//nuoL//rnr//mioC//ybbY//fimC//proC//yceD//yqeG//elyC//mnmE//lepB//hcaB//ygjR//pgaD//umpH//yacG//cyaY//fliT//fdrA//yegT//gspE//uxaC//trmJ//rbbA//paaB//qseB//manA//insH-5//rplI//ndk//nac//deoB//argS//rbsK//yhbO//mutY//basR//tktB//dxr//aceB//rutG//narX//ykgA//ribF//ybiH//ycfS//ybhJ//prmB//frmR//acpP//gntU//mdtO//acpP//mraZ//aceA//ubiE//thrA//ribC//rzoD//cnu//ftsI//hisS//yjjX//sufD//ygaZ//yidQ//arcC//paaJ//mrp//ihfB//recC//trmH//recJ//nirC//yfdS//yfaX//ydaC//deoA//dgoK//ygbL//trkG//insI-2//rpiR//gltD//aspS//ftsW//mdtN//yneE//fucI//tdh//glmM//rzpR//ynfE//nagE//rpmG//yagG//yqgF//mlaD//tsx//hcaF//uhpC//ssuC//lapB//kduD//sdaA//dnaX//ttdR//appB//yahB//frwD//cecR//yjbG//lpxH//ghxP//nadC//gutM//yagI//flgE//modC//ligB//sgcA//ycbU//coaE//dcuR//wzc//ccmD//rfaD//yghW//ydiB//ugpB//moaD//wzzB//yefM//yehC//cdd//srlB//cydD//srlE//elfG//yehZ//btuD//gatZ//ygiS//actP//htpG//yiaT//entD//mdoD//clpB//mtr//elfG//sucC//yahF//cdaR//rtcR//ldtB//nagE//ugpA//bluF//wzb//yieL//fepB//tcyJ//gloC//npr//cpsB//arsC//queF//garD//tmcA//tdcA//narJ//dnaB//holC//tdcA//hemG//yaiV//dsbG//gfcE//ydiB//nfsB//mobA//alaA//recE//tsaE//surE//pgpC//etk//waaQ//rpoD//rhaS//lsrB//yjhP//iaaA//ynbB//deoC//mngR//uspF//hslJ//kefG//nrdI//rarA//oxc//tnaC//ulaF//mdtP//garP//glnE//prc//menA//yceD//pphA//nlpD//gdhA//wecE//hha//baeS//aroH//ybaT//evgA//aldA//tatC//yedF//yfeX//yidP//gdhA//hybC//waaP//recG//sfsA//amiD//sodC//topAI//hofQ//yahO//bglJ//ydeT//deoB//malP//cydA//yjhG//ydaC//glnE//yddA//ppiD//queC//ibpA//abpA//acnB//lpxT//yccX//ydcM//pdxK//dnaC//arfA//cyoE//nlpE//bamB//fliA//rclC//ppsR//rplM//ampG//yiaO//secB//ulaC//glnE//hslR//hisM//fhuF//thiI//pyrE//nrfC//ilvL//trmA//cmtA//macA//znuC//
GO_0043438_6	yafE//
GO_0043442_6	eptC//
GO_0043455_5	mhpB//ycfS//rffC//gsiC//
GO_0043456_6	hofC//
GO_0043462_6	rpmB//ybbW//plaP//rpsQ//ubiG//topA//
GO_0043467_6	yiaF//metC//
GO_0043470_6	frwC//plsC//yhdZ//iscR//
GO_0043471_6	yihL//mgtL//zitB//
GO_0043484_7	cynX//
GO_0043487_4	moaD//rpsR//fhuB//malI//acrD//ygeW//
GO_0043488_5	ackA//ybbW//waaC//yqiG//tap//
GO_0043489_5	tufA//
GO_0043543_7	phnK//fhuD//garD//eco//aphA//ilvC//ubiH//sgcR//ubiD//adk//yraH//serA//mntH//
GO_0043545_5	kefG//rplF//manA//ypjD//rhaT//nrfC//melA//gspI//bioB//ybbY//nikD//
GO_0043547_7	acnA//lysS//paaA//
GO_0043549_6	gltD//mocA//
GO_0043555_5	mscL//folD//
GO_0043562_6	srlR//fixB//
GO_0043570_6	tktB//ynbB//rsmI//
GO_0043571_7	pcnB//rplQ//potH//
GO_0043603_5	flhD//yphB//cspE//ycgV//cydC//mdtO//dnaT//lasT//era//panZ//rpsA//dhaR//atoC//mcrB//cysH//trpS//ymgC//fadA//acrE//yieH//ycbB//gadA//hybD//rimK//cmtA//rimK//adhE//ydiV//yjfP//otsB//dusC//yfbV//fabR//acrE//bioC//dapD//frr//ybbN//ribF//ynhF//rutC//abpB//nrfB//paaJ//hokB//menE//wcaC//insA-2//patZ//hemB//spoT//glnS//rplK//yadK//iap//ahpC//fecB//frlB//fadK//yciE//atoC//cas2//iap//yagG//dmsC//pyrH//napF//tauB//tehB//lsrR//ycjD//ynfF//udp//yihQ//tehB//ftsB//iaaA//dnaQ//prpB//xseB//ptsH//decR//lptD//yphC//nhaA//dam//ydiR//yiiE//yidP//arnT//bglA//rplK//ortT//lldP//guaA//rluA//csrA//yghB//emrY//sbmC//insA-1//rlmM//arnD//ubiC//acpH//pdeH//yghW//dsdA//speC//tusD//hipB//puuR//ycbB//ispG//arfA//lpxC//agaS//pntA//insE-1//manZ//tdcA//treF//hybB//bisC//dinI//yjhI//ycjY//
GO_0043604_6	bglB//rlmD//yeaV//htpG//phnO//yfcV//gadW//alkB//dcuR//yhaM//sfmC//btuD//metL//ade//gntR//ydjM//yiiM//ytfQ//nimT//ulaA//recN//trmI//srkA//mdfA//gatA//dsbD//sgbH//lgoD//yhaC//hofP//galK//hfq//rhtC//citT//tusD//fiu//sapD//rbsA//acrR//entH//yphC//sgbE//menH//rhmD//znuA//glpT//fliZ//pykA//nirC//mutY//rep//speB//glpC//htpG//bluF//pspA//rpsE//cyoE//xdhB//creB//chiP//clpX//yhjR//polA//qorA//gloC//narG//lysP//fdnG//iscS//lipB//tdcG//bamC//rbfA//hybC//yfeR//parE//wbbK//metF//fimE//blr//viaA//ibsC//adhP//xylG//ssuA//entE//gntR//rhtC//barA//cysP//lplA//ykgM//ade//yahB//glrR//baeR//wzb//ybbY//
GO_0043605_6	kdpF//hybG//iraM//flgI//ypdC//
GO_0043610_4	umuC//
GO_0043624_6	frmB//nuoB//epmB//yoaB//paaH//frsA//truC//
GO_0043628_9	elfC//ydfH//mak//
GO_0043631_7	arcA//insI3//
GO_0043647_5	znuA//mtr//
GO_0043648_7	pdeD//ygfZ//clpA//rpmG//gmk//potC//ptrA//mdoD//narG//cdsA//gppA//yegS//yggP//mnmE//gudD//radD//nagZ//cusC//phnK//crl//ybaE//borD//yphF//yidZ//yaaY//patA//mtgA//mdtF//gcvP//cutC//pppA//skp//appY//mepA//pgm//hcaB//yhaO//dicC//era//dhaL//insB-4//yghB//tomB//umpG//uacT//ydaN//ybhR//cynX//ybaQ//ycfJ//rraA//rpmF//pdxY//djlC//gsiA//malF//hybC//lpd//uvrA//puuR//yidP//aidB//waaZ//tyrB//nanK//atpH//fklB//aes//yihO//xapB//opgD//yjjV//udp//narV//
GO_0043649_7	yoaB//exoX//mltC//galU//yeiL//yraR//wecC//paaD//srlA//hdhA//yjhG//
GO_0043650_7	arnT//opgH//gspJ//nupC//ftp//ispF//dmsB//yagF//fliG//lpxK//yfiC//yggF//uspE//ugpE//wbbK//hybE//accB//pinR//tehB//cynX//bamD//csiR//bioC//lolB//argF//yhjG//rclA//
GO_0043686_7	gltK//
GO_0043687_7	hslV//cydC//mglC//yciT//glnQ//phoQ//rspB//
GO_0043708_5	lsrB//rpmE//yjaA//ybdZ//adiC//ushA//nrfF//dhaL//rpsM//mazF//uxuB//tyrR//ypdB//paoC//chpB//
GO_0043709_6	cdd//rplT//cueR//ssuB//fimB//lysU//feaB//rplF//hemL//
GO_0043711_5	wecE//mtlD//bamD//gatY//gabD//umuD//yjjB//ybhJ//adiY//solA//ssb//hypF//potD//ypdI//intA//rhtB//xylG//nagA//hcaR//ymgA//secA//
GO_0043900_4	gatY//ycaN//hcaT//yidR//asnC//gspE//ygbI//fliA//yneJ//csrA//ygaV//araA//plaP//
GO_0043901_5	mgtL//fhlA//ygjK//rseC//
GO_0043902_5	rnhA//yieF//
GO_0043933_4	tauA//opgH//dsbD//gpmM//astC//murE//ssuE//tauA//phnG//plsB//ybaE//ftsZ//bioD2//ybdG//hslO//chbG//suhB//ycdY//opgH//hdeB//pdeL//yjhC//lsrA//alaS//galM//proA//csgF//uvrA//yehZ//degS//atpH//amiA//insA-2//cysA//rhaM//rplC//kdpC//ycbU//livJ//ccmA//dgcT//flgH//patZ//rlmI//ynaI//cas3//mdtB//envZ//potA//priC//hyfR//hofO//mtn//argR//yggT//yihS//blr//bacA//ftsQ//sdiA//nagK//mgtL//fnr//hisF//nth//ybiX//bsmA//dgcN//bhsA//rpnB//xanQ//hcaF//gadX//cpxA//pflA//sbmA//atoC//hmp//yccA//bioF//rutF//frmB//folM//cobT//cyoD//yihT//caiB//emrK//speD//folD//focA//mcrA//yrfG//hisB//yidD//lpcA//fimC//glgS//era//sucA//
GO_0043952_7	ccmG//aroB//potB//cmtA//yigB//
GO_0043953_7	hmp//iscR//glvB//rutC//
GO_0044003_5	katE//garK//yjhH//alaS//
GO_0044004_6	ackA//ydeE//yhjX//nikE//
GO_0044010_5	gatD//ulaG//hprS//bisC//ybhG//yciE//tnaB//tesB//pldB//waaZ//allB//rluC//relB//argD//frlB//livH//ilvD//fryB//ulaC//ydiB//ynfL//ycjD//eutR//mtr//mrcB//intQ//yibA//tsaB//xthA//folD//
GO_0044011_4	rluD//dinQ//ynfE//ompR//yceD//rhlE//galS//scpC//
GO_0044036_5	xerD//rfaH//ddpA//aroP//macA//torA//manX//ydfK//ssuD//ubiA//rnd//ilvM//ycjD//mutT//napF//radA//asnS//citG//araE//cmk//prmC//groL//dinG//livK//dapA//ygfI//cpxA//rpsO//cysZ//acrZ//fadB//aspC//minD//ptrA//sdhC//yejA//yaaU//afuB//fimZ//sfmF//mntP//paaE//tcdA//yeeY//speC//cecR//mutH//
