#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	symE//yaiV//mlaB//potI//
GO_0031326_6	mdtM//napA//dtpA//opgD//ydiO//ydiV//ytfE//rclA//ftnA//modC//ghoT//wzb//modC//tag//fpr//phnK//fetA//yfcS//potC//yohC//ygaH//eutK//tcyJ//bdcR//livJ//lhr//yjiM//narI//ppk//mreD//nrdG//ydhK//ydjL//nagD//xapR//ydhK//mhpR//ccmF//trmA//puuB//yejF//dnaC//yraI//cdgI//pppA//fdoI//wcaC//queA//ypdA//emrD//fkpA//mdtO//gntP//mdtP//gcvH//lsrG//cspG//gltL//ais//rffH//dnaN//arsC//rhmR//viaA//wbbK//cysB//garL//nuoH//maeA//yidA//chiP//yehB//cysW//insI4//ybiS//dmlA//fadK//argD//chbB//chpS//manY//tap//aphA//ybjG//torD//norV//eco//gatY//mqsR//zntA//ptsP//folD//ubiB//sgcA//aroF//cbpM//oppD//tehB//cof//insB-2//ttdT//lpp//accC//ygaZ//yfgI//recF//plsB//ftsE//sfsA//msrQ//envZ//mpaA//csgD//mntS//bglB//rhaT//thiG//torR//eutD//rpsG//rhsD//yhfK//rnb//cobC//kdgK//lgoD//ispB//xisE//rclR//aaeA//mtgA//yqeA//aceK//csiD//rpsS//hemB//ydaV//ftsK//cmtA//wecB//glnP//yqiJ//lolA//iaaA//yibT//guaA//mglB//aldA//umpG//rplX//rutC//proC//treR//argT//srlA//helD//malZ//ybbN//fhuD//nikC//mobA//srlA//ydiV//cyoA//frvB//hyfC//nrdH//iap//ampH//fucK//leuC//iraM//yidL//yajQ//thrA//clcB//pppA//mntP//tktA//hcaF//tpiA//bssS//gapA//mlaE//rbsC//trpL//agaB//leuO//ybaM//ghoT//fic//sfmH//ldrD//syd//hdeA//umuD//pdhR//ompW//ybdH//cspA//cysS//dinQ//yifB//ygfI//hisG//dnaQ//maa//evgA//narH//ssuA//ydcP//gstA//intF//mdtF//wecE//cbl//spy//cas2//paaA//sspA//yobF//fimD//rhtA//mtfA//idnO//dnaJ//aphA//pfkA//ralR//gntP//yigB//narJ//nfo//alaA//purF//fadB//fixC//insE-1//btuB//ubiE//yihW//yhhZ//deoD//napC//ybdH//ompW//ycbX//ubiH//lysR//lpcA//moaC//mcrB//mdtK//bamC//gntR//yieK//qorA//flgH//dinQ//rlmC//yhaV//umpH//arsC//ampE//cpxA//fnr//adeD//lpxB//ybjI//etk//murQ//hisP//ompT//oppD//rpmF//dpiA//rlmN//narP//glcA//ftsL//metL//hupA//narJ//uup//radD//mglC//fkpB//dgcF//abgR//rimP//mhpC//yfaL//ybaL//malY//mnmE//rnt//rpnC//yeeJ//umpG//ivy//yehU//yciA//cspC//yfbU//ssuE//nfuA//yqiG//mrp//caiE//groL//rhaA//hicA//gph//
GO_0031327_7	pepD//gnsB//hyfF//rbbA//setC//nrdI//ompN//cpxA//xanP//yigL//ascB//intF//fieF//ybhS//ilvN//relB//arnE//insE-1//dnaX//gltL//murC//waaO//appB//murB//ubiC//priC//nanE//hycA//flgM//asr//corA//gntP//feoA//yhaO//mtlR//raiA//xanQ//narI//miaB//speE//fdhE//wcaB//rpsI//rhaS//ruvA//cas3//hscA//metH//mdtK//tyrB//phoB//narL//ydiF//cydB//gyrB//copA//rssA//cspG//yafQ//ibaG//fdnH//btuE//glnB//kdpC//tsaC//dmsB//surA//bglX//rpsO//cydB//murB//sufC//malE//yfiF//ghoT//torI//nuoB//araC//gsiD//ilvB//narJ//hyfC//ymgC//intF//proA//pepA//prpC//yieF//msrB//nagA//tnaA//menF//ydcP//arsC//sgcC//mug//ybbW//gatY//tldD//yfhH//rimL//dcuD//rfbB//cobC//glsA1//zapC//recN//ptsG//lacI//insH-6//sfmA//gcvR//sgcB//citG//hycH//cyaY//frdB//hybA//yfdK//cydD//ispA//
GO_0031328_7	yiiD//frc//mntR//opgH//dosP//astB//dapF//setA//sbp//minE//rutE//ompR//narJ//glcD//lptF//ompF//bamA//trkG//yfgI//purR//entE//allC//prpR//hisA//sugE//bhsA//atoC//yeiG//appB//hisA//yfaU//secE//ndh//ynfK//cydD//paaX//mraZ//tauD//amiB//dmsC//pspF//hiuH//pgpB//ftsB//frvA//vsr//hflD//gsiB//cas2//wbbK//xylF//dppF//hyfF//zapB//corA//cysK//aroH//ynhF//kdgT//ycaO//arfA//caiT//nuoL//rpnA//glpK//acpS//trpE//nikE//yjhB//ldrD//rihC//ccmE//hypT//dfp//elyC//gabT//hldE//waaP//caiF//ymfA//dcyD//
GO_0031329_6	metF//ygdG//erpA//chpS//xylB//lplA//fabI//fucA//lplA//
GO_0031330_7	rsuA//
GO_0031331_7	rutC//rhsD//
GO_0031333_6	lpxP//gltP//potE//ydcP//srlR//murQ//ybiX//pdeK//hexR//paaF//
GO_0031334_6	aroA//insH-5//yedF//yihI//ycbB//phnM//pgm//yjjW//fdoG//gltL//ompC//
GO_0031341_4	ulaE//
GO_0031342_5	pyrG//
GO_0031344_6	glxK//hyaC//ldhA//ackA//metE//
GO_0031345_7	setB//mtlA//
GO_0031346_7	mntH//ruvC//torD//
GO_0031365_7	xapA//dnaE//rpiB//relE//ybjL//rplS//katE//
GO_0031399_7	pyrF//exbB//hupB//
GO_0031400_8	fecC//
GO_0031401_8	narH//recQ//
GO_0031437_8	treA//
GO_0031439_9	pheS//
GO_0031455_5	dtpD//rplW//
GO_0031456_6	chaC//yfdG//
GO_0031460_7	priB//yedP//proS//yahK//ynjD//hypE//citE//yohD//rof//yieH//hmp//lamB//
GO_0031506_7	sodA//
GO_0031554_7	mhpC//yiiE//argP//dctA//aroL//yjiX//menB//yhfK//ycfL//ypdC//srmB//evgS//ygeV//msrB//ruvC//ihfA//yfeO//ugpB//phoU//yagJ//
GO_0031555_8	rzoD//wecB//frdB//holC//rsmD//ygiN//
GO_0031556_9	holC//pckA//
GO_0031564_8	dcuA//yggW//ldrA//yieH//nudG//rpmB//yhgF//yciH//csrA//fimF//ydhQ//yfaU//yneE//
GO_0031589_4	codA//hfq//ompN//phnH//chaC//dgcJ//argO//ldrB//sfmH//uraA//idi//appY//cutA//sufB//hdeD//
GO_0031638_7	ybcQ//
GO_0031640_3	ompF//exuR//hupA//gyrB//ybaO//
GO_0031647_4	dpiB//rapA//yehW//appA//rbsA//nsrR//proB//
GO_0031648_5	pabC//
GO_0031667_5	essD//mdlB//aceF//kdsA//pfkB//guaC//napA//bioD1//tomB//recA//ompW//lptB//symE//secE//glsA//phnI//lasT//glcA//wcaC//nrfD//kdsD//puuC//yhiM//nlpA//yrbG//dgcQ//mntH//ygfX//ldtC//ybhA//ycjQ//yebQ//tcdA//ybbN//zntR//nanC//fadJ//ubiJ//kbp//pntA//ftsN//
GO_0031668_4	rplO//proS//hcaC//fadJ//yfaX//ilvI//araB//ycdX//exbB//pinR//nagD//trmB//mnmA//yohD//ykfI//tyrS//potB//potA//iaaA//yiaN//cbrA//cueO//sfmA//ydcM//minD//aspS//ydiV//rsuA//dsbG//yjfP//tdcB//gcvR//folM//potB//ymdB//fpr//gudX//yqjI//speD//ydiF//zntR//guaC//mnmA//mog//hslR//pheA//pdeR//mscL//dauA//ade//waaG//argS//wbbK//
GO_0031669_5	hyfF//ybdO//scpC//nagA//yqeG//relE//smrA//hemB//orn//yafC//fdoG//mppA//yajR//ilvI//cfa//dcyD//cheZ//ycjQ//sfmC//waaG//gltX//ybjN//ppsA//yjjV//gadC//rpsR//rplO//atpH//fdhF//wza//recR//
GO_0031670_5	opgH//kdsB//yqiJ//
GO_0032025_6	thiL//cpsG//
GO_0032026_6	garD//hcp//yidD//
GO_0032048_8	bioD//yohC//rclB//
GO_0032049_8	mliC//emrB//feaB//
GO_0032055_6	yidZ//
GO_0032069_6	yehY//ldrB//mdh//yjiM//cysZ//
GO_0032074_7	lexA//yhaV//flgC//mutY//ogt//
GO_0032091_6	oppF//
GO_0032147_9	hisD//
GO_0032150_8	apt//
GO_0032185_6	yqiI//
GO_0032194_8	mrr//
GO_0032196_3	ybaL//hypD//nlpI//aphA//yciF//rfbC//ariR//pgpB//yhcF//ghxQ//dgoR//wzzB//feaB//
GO_0032238_6	bcsQ//
GO_0032259_3	pitA//proP//manZ//arfA//ampE//cmk//ycbV//yedL//mreB//alaA//rpsL//leuE//gspF//ldtE//rraB//erfK//dacC//rseC//azoR//bdm//yjtD//fdnH//ybiA//hchA//msrP//alaA//moaE//cbtA//phoB//fdoH//dnaA//plsX//yhhT//astB//ybiX//flhA//shoB//nikE//clsB//ydhJ//narK//murF//ydaC//fis//atpA//ybdZ//fadD//ymdB//mepA//ybhJ//ynjA//hisC//flgB//ycjP//fecD//sucB//flgD//
GO_0032261_6	ubiH//cydA//lasT//
GO_0032262_6	ybhA//
GO_0032263_7	sgbU//nrfF//
GO_0032264_7	fruK//cmtB//
GO_0032265_7	insA-2//
GO_0032268_6	sdhD//dgoD//rpmG//ldcA//tus//ahpC//yjbF//ttdB//udp//efeO//ybaK//hisP//lysA//ibsD//dtpC//argK//def//cptB//cdh//lpoA//mdtD//argA//lysA//dhaR//gloA//ybgQ//ykgM//chaC//tyrB//ilvD//mrr//rhaM//yfdS//hslV//mlaB//recO//yneJ//hemC//rplR//thyA//rnc//cysQ//xseB//paaA//pgpA//dnaK//
GO_0032269_7	ynfL//eno//azoR//suhB//qorA//nimT//mqsA//yggF//recA//agp//fdnG//hisG//prs//queG//ybjL//ampG//nagD//rng//ogt//garP//emrK//yadK//galE//hisB//rpmC//psd//rayT//yidA//
GO_0032270_7	tusC//rzpR//sufS//scpC//queE//rstB//tig//slmA//blc//miaA//
GO_0032271_6	diaA//yqjA//
GO_0032272_7	bisC//glyA//
GO_0032297_10	oppD//rhmD//plsX//
GO_0032298_10	metI//ilvH//
GO_0032324_6	thrL//soxR//mutY//
GO_0032328_7	yajD//melR//
GO_0032329_7	hrsA//mdtK//rplK//insF-1//
GO_0032359_7	gabP//fkpB//clpP//
GO_0032386_6	elfA//rplQ//
GO_0032392_7	cho//fimZ//fecC//insB-2//yidL//ydiZ//yejF//phoB//kgtP//prlF//rbbA//ydcR//fabB//
GO_0032409_4	nac//yqeA//secM//fecD//
GO_0032410_5	sanA//
GO_0032411_5	cas3//cptB//
GO_0032412_6	ispG//ygiN//potC//rlmM//
GO_0032413_6	ynjD//
GO_0032414_6	guaB//ybdR//
GO_0032445_10	ycbU//nuoE//uidA//purU//atpA//
GO_0032459_6	fryB//
GO_0032462_7	cpdA//
GO_0032465_6	cspI//pldB//deoR//fucK//trmL//
GO_0032466_7	rlmD//ulaG//
GO_0032467_7	nrdD//
GO_0032506_4	yfcU//ynfK//mobA//csiR//ftsZ//insI4//arcB//lolC//paaA//rpsG//rplR//
GO_0032508_8	rof//rhlE//tusA//thrC//aaeB//ushA//rluC//mraY//mazF//amtB//matP//wcaC//pfkA//
GO_0032535_4	lysO//ydjJ//pgrR//arnD//phnN//
GO_0032774_6	yjjV//xapR//srlE//uidR//cspE//higA//msbA//yjjI//ybgP//yfaL//cysW//insE-1//rnlB//dgoK//kdsC//nanE//chaC//ydfD//yhjV//napC//argG//dgoR//ogt//clsC//mdtG//ettA//hycI//ulaF//hybG//cspD//yhbQ//codB//yccA//gntR//hisD//rnc//iclR//agaC//dgcJ//crl//xylG//rlmN//bssS//lon//hyi//preA//cusA//mltF//pepQ//cobB//emrK//fliK//uvrC//ppsR//bioC//yaiV//yjjI//cysS//lsrR//tdcD//ybjN//argB//ycfS//glnS//cutC//csrD//lptC//idnO//ulaG//ilvD//osmC//modA//hxpA//ibsB//rraB//yjaZ//lolA//modC//yhbO//lsrK//dcd//rhaD//lapA//araC//thiC//pgaA//bssR//mog//livM//yahD//lpp//mdtJ//yehD//dgoR//pdeF//gadA//wecC//priC//amiC//prpC//rbsB//yfcA//xylR//lpxL//cusF//ubiC//wecC//yhjA//fimB//yghW//ykgO//tabA//napC//tauB//endA//argP//atpC//trmB//dusC//pgpB//flgH//zapE//sgrT//ugpB//mntR//ldrA//yciV//rtcB//sgcR//
GO_0032775_6	deoR//udp//glpD//
GO_0032776_6	caiT//
GO_0032780_7	ygeR//fucO//
GO_0032781_7	pdxY//fryA//yegV//
GO_0032784_8	iap//gsiD//
GO_0032787_7	ybhJ//rfaF//yehU//epmC//hipB//slyA//greA//iscS//pabC//fepE//kup//yebC//nanT//gadE//napB//murA//tdcG//rhsD//ydiB//ygaZ//dinG//yphB//bioF//citG//opgH//rpmA//recQ//fliA//basS//sfmD//yafN//folC//ycjQ//yfaU//truB//nfi//insA-1//atpE//ybcC//rhaS//pyrF//pfkA//cirA//yjhB//fliD//tap//argT//ymgF//cmk//sdaA//glnE//elyC//galE//pstC//yddA//cyaA//bssR//dinJ//fepB//rimL//folC//gadE//purR//iscU//yaaJ//opgD//aceA//yjjQ//ymfK//tar//ybfE//recD//yibF//nsrR//rnb//ppx//ldrA//hypF//yacG//hisM//rpoD//citC//narL//ykgO//araC//groL//gcvA//yafE//mocA//tag//hcaR//gsiA//rlmM//rsmE//uhpT//ftsX//gatY//yheT//nei//ccmF//kbaZ//hns//purB//gpt//hxpB//ycdX//yibA//mug//nadE//galE//yceD//yphD//pheS//murR//sfsA//yebG//livG//yidE//acnB//exbD//hns//dpiA//glgS//artQ//hslV//patA//tcyN//fliK//flgG//dctR//feoA//exuT//oppB//trkG//ltaE//fadD//artM//yfdC//hflC//hypE//insE-1//gsiA//kdpF//hypB//cysH//nuoM//norV//mraY//lysU//tmk//tusB//yhbX//zapC//yihU//uhpA//tas//cobU//map//miaB//allC//ydfD//lamB//map//ilvC//yjiX//yraI//rtcR//baeS//dmsA//mtr//ibpA//nuoN//galM//rpmC//pflA//coaE//sdaC//lsrG//hofC//galM//waaF//rbsK//yadK//nhaR//yahB//fucO//pspD//pgm//thiM//ulaF//aroK//flhE//asnC//kdgT//rpiR//map//thiE//nadC//btuR//rng//amiB//yjiX//hsrA//
GO_0032790_6	mioC//arnE//
GO_0032879_4	hinT//tap//tsaD//patA//alaS//yahD//yedP//menE//tatD//caiB//groL//sgbU//holD//uxuR//gntT//narX//mraY//alaS//viaA//pheA//hybE//cysG//ebgA//garD//fumA//lyxK//mtlR//yjfF//
GO_0032880_5	ulaD//hofO//ldrB//
GO_0032881_6	hemE//sstT//nudC//asnS//
GO_0032885_7	ybdR//sdhA//dapF//
GO_0032940_3	serA//yehB//lpxB//ybfE//hofO//lpxM//recG//
GO_0032950_7	ldtE//
GO_0032951_8	glnE//
GO_0032954_7	murG//ynfH//mngB//
GO_0032955_6	mmuM//rnlB//rdgC//
GO_0032973_7	mreB//manZ//yedL//ycjY//ispU//
GO_0032978_7	waaY//yegD//nanE//ymfA//
GO_0032984_5	degS//nanR//mutL//ilvD//pabC//fimI//pdeH//glgA//ypdI//
GO_0032988_6	glk//pspF//
GO_0032989_4	lacY//
GO_0033013_5	asmA//thrC//metG//mgtL//ibpA//potA//paaF//frvA//ygjR//yedP//phoQ//cadC//kdgT//nsrR//ftsN//citC//otsB//waaL//nrfB//aphA//dfp//
GO_0033014_6	ybjD//avtA//yjjU//ydjH//abpB//topAI//rpmA//hslV//ydiK//elaA//citC//murC//prlC//entB//asnC//ibpB//glnH//treC//yjcO//mioC//rsmC//
GO_0033036_3	fdnI//tusB//lysS//rhaA//dgcN//frlC//ispF//cysW//ccmC//ompL//xerC//ybfA//slt//msbA//rluF//cheW//appY//nagC//clcA//yecS//lacI//pykA//exuT//dsbB//yhdX//yegT//rlmH//ftsK//rffC//yehC//yggT//glyS//mraZ//ybdR//pgaA//gmd//eutN//ygeX//trxC//argP//yneL//mreB//serB//nanT//nfuA//yqjI//yjhG//pagP//yijO//
GO_0033043_6	yghU//uspF//argH//yahK//glxR//
GO_0033044_7	hisI//
GO_0033051_5	rhaA//
GO_0033120_8	alaC//
GO_0033157_7	ymfK//rplW//
GO_0033194_5	mscM//cyoE//ppiD//garP//
GO_0033195_5	pyrE//
GO_0033212_10	allS//ybbW//fbp//macB//setB//
GO_0033214_11	baeS//rpsQ//
GO_0033228_8	flgA//atoB//yejF//waaO//
GO_0033238_6	dgcQ//gshB//fdnI//hyaB//
GO_0033240_7	uup//
GO_0033317_7	eptB//ompG//lpxP//caiB//
GO_0033319_5	treF//
GO_0033320_6	fklB//
GO_0033345_8	chpB//
GO_0033353_5	gcvP//
GO_0033359_7	cas1//rimM//
GO_0033365_6	yebC//
GO_0033383_6	glcB//
GO_0033384_6	ggt//
GO_0033388_7	gudX//
GO_0033477_5	rhmD//
GO_0033499_8	clcB//aceK//sgcX//dsdA//frlR//ycaN//glpF//
GO_0033517_5	dapB//
GO_0033518_6	fabA//
GO_0033526_7	basR//fabB//hprR//potB//
GO_0033539_7	lptC//osmF//paaF//
GO_0033542_7	glnS//tdcE//
GO_0033543_8	rpmA//
GO_0033554_4	purF//mscM//citT//intE//ilvC//pntA//atoB//ybiV//ogrK//ybiH//acpS//speF//mdtE//fimG//yfdC//ivbL//yebG//bioF//yqjH//dgcJ//dnaT//selD//ugpE//malX//nadB//nikD//surE//sgcA//hofN//sufB//hiuH//murB//chbR//eptB//rlmL//ygfX//yhjC//pgpB//fabD//mgtA//secB//bcr//intZ//yafO//hslR//ftsX//adeD//yjjV//rpsR//yfgO//nagK//fimA//yihU//yoeB//hypD//rph//tcyP//bisC//tktB//oppA//tolR//gcvH//yfeW//ybhD//araA//gpmA//fsr//lpp//rhlB//glcC//bolA//viaA//tolQ//relA//rfbC//patD//acpP//torA//sfsA//frlR//yibH//envZ//ynhF//rpmG//rclA//rhaT//msbA//caiE//pnuC//mdtI//yihV//hyaA//deaD//cspE//yegD//murR//cho//yraK//atpB//fhuF//curA//pdeD//ynfK//acpH//waaA//mdtN//kdpE//cho//ygfA//katG//malK//ftsI//opgC//mhpT//sseA//lysU//tauA//ampE//dacC//prpB//rplR//gcvH//yojI//malZ//lysC//ddlB//argH//atpA//mnaT//yegS//prpD//glpB//rimO//dapA//yeeO//lgoT//menA//nadD//rpsD//mtfA//rhtC//yiaF//rfaE//trmB//dgoD//dcuD//fepA//fdrA//rpsG//srlD//ygaV//yjjB//yciE//yciF//ynfK//hofN//glgP//yhgH//ahr//mqsA//hflX//znuB//ygcR//ybdR//intE//lamB//tyrA//dctR//tauA//wrbA//ydjJ//ydcT//stpA//cspD//ompA//rpoD//prmB//tolA//yeaE//galM//recJ//ybiI//tdcC//ubiJ//yraI//csgG//trpL//yeaK//ykfI//ttdA//endA//surA//mscK//msrC//ytfE//lysA//pgm//acnA//trpD//symE//atpB//ybiO//puuB//yfiF//nrdF//rffC//ugpE//mdtC//kdpC//ispH//purN//hisF//kdpA//dgoR//kduI//yaaY//mgrB//ppk//atpD//pepD//ompT//tyrB//rpsE//coaD//rsuA//nrdA//fmt//yjiR//ptsG//bamB//priA//secY//ygbL//ygeR//hcaC//ogrK//btuB//ftp//kdpE//cstA//basS//fhlA//aroP//rseP//iaaA//yjhG//map//cpxA//mreB//argT//frvR//treR//kduI//wzc//rffH//thiM//ydcO//srlR//dnaA//gnd//yibA//caiF//ybaK//glgP//aslB//sucA//lsrC//yidC//putP//ompL//glsB//dcp//acnA//ybiA//lpp//oxc//msrB//yciG//malI//wcaJ//eutB//rsmF//tsaB//ibaG//waaL//cyoB//moaE//rsmC//rcsC//yieH//pdeD//lpxL//bioD//yhbQ//glcB//mtlD//rluE//ldtC//znuC//queD//glxK//rbfA//cobT//lptC//cysI//dgcM//feoB//narV//allR//yahB//pflA//asnA//rplR//hyfF//pdxH//yejA//sbcB//nudG//ompW//ybhG//lapA//yecS//acpP//menB//
GO_0033559_6	leuE//
GO_0033567_6	sdhD//
GO_0033585_7	vsr//sdaC//
GO_0033609_8	artM//
GO_0033611_8	yafE//
GO_0033674_7	yadG//
GO_0033683_7	yjiA//
GO_0033692_6	hiuH//menC//ompW//yidR//cpsB//cfa//prfC//yqeG//xylG//yhbX//tyrB//yfeR//yaaA//tsx//bdcR//pgl//cysZ//deoC//xylE//glvB//cysN//ygiN//dinQ//tktA//fryB//adeQ//malK//aroC//yiaT//ydhK//dacB//ldrA//bisC//hisS//ibpA//mhpC//cpdA//agaR//queG//srlR//cysD//avtA//narI//ccmA//hypE//ftsN//cusA//
GO_0033865_6	bglH//yfiE//dgoR//yihR//nuoH//gspJ//hscC//
GO_0033866_7	preA//arsR//kdpA//psd//
GO_0033875_7	chaA//uhpB//nth//ubiA//pinE//ynjD//pdxY//
GO_0034030_8	ychH//ahr//preA//xdhB//
GO_0034032_6	pspA//ecpR//cecR//manY//phoB//araD//oxyR//
GO_0034033_7	topA//etp//creC//cysM//
GO_0034035_7	trmL//yqaE//betB//
GO_0034059_4	hrsA//pldB//
GO_0034192_7	azoR//gph//uspG//
GO_0034193_7	mutM//
GO_0034194_8	treR//cadA//yebQ//
GO_0034195_8	idi//
GO_0034198_6	cysG//mak//mdtD//
GO_0034203_6	mraZ//
GO_0034204_5	glnS//mtlR//
GO_0034213_6	yfbS//
GO_0034214_7	mazG//gatA//ldtE//thiI//
GO_0034219_6	slt//dsdX//ligB//dmsC//fdoI//yhgF//wbbK//rplY//dsdC//sbcC//adhE//araH//yfiR//ccmC//fliS//hemB//cysK//frvB//cyoB//yghW//lacY//yhdW//gsiC//dps//lolC//atpG//alkB//yraH//fabD//intQ//ygaZ//ybgI//mltD//glgA//ompW//yidC//add//groL//bamE//ssuC//deoA//gabD//rsmF//ygaV//dnaG//sbcD//insI3//opgB//dgcZ//eutN//ypdC//narL//pgl//rusA//yfeO//nanE//hscB//nagC//raiA//mscK//ade//fes//htpX//ribE//rfbB//ydiR//tadA//galU//copA//lpxH//rhaA//mntS//waaH//aer//fmt//yadG//rnhB//ssuB//ykfM//puuB//ytfR//pflB//cusS//brnQ//nusG//ccmC//dinB//msrB//pdeL//ybiH//ffh//yohD//rpiR//argG//
GO_0034220_6	ftsZ//mlc//csdE//artM//nrfA//wzzE//dkgA//asd//tldD//hemE//ulaG//cpsG//lysA//ogrK//dacC//dacC//rpoA//frmR//iap//smrA//afuB//yghB//trkA//gadC//gntK//tonB//fdoI//yihR//zapB//yehA//lpoA//polB//mutS//serS//xseB//ydeM//cspI//edd//elfD//hcaF//agaC//yoeB//fkpA//znuB//yggT//elfA//aceF//mnmC//lolD//msrB//ycgB//yidP//cueO//mdh//ybhF//yjjQ//yiaA//hcaD//ynjA//yhfS//speG//ydcS//cysB//yhfS//rhlE//intZ//dsbA//pntB//apt//mrr//dsbG//tdcA//glyS//yggX//atoC//casA//yacG//ubiB//flgI//srkA//elfA//fre//yiaJ//mmuP//dnaA//hyfA//fimH//mcrB//ynaE//rpsL//melR//epmB//gltL//arnA//pppA//pinQ//yaiV//epd//ydbD//paaK//ytfR//rffG//ldtC//djlC//zinT//hlyE//ibsA//argD//ribC//maeA//pykA//rihC//def//ycjP//mscS//dps//gpr//ycgV//ravA//entB//rplX//ybeY//phnP//rplR//yagG//recE//ybdR//kup//hisB//eco//sbcC//tusC//potG//ubiH//cueR//rpsH//nfi//pphB//narX//tyrR//proA//rdgC//ydeT//ypdA//elfC//ldcC//ycbB//yfjR//uspE//dxr//wecB//agaR//hcaB//insI4//osmY//aaeA//baeR//icd//sspB//etp//fdnI//dcd//rseC//rpsM//pdhR//roxA//prmB//ttdT//kduI//caiT//rfaD//ruvC//caiB//yheT//wrbA//
GO_0034224_6	kdsB//insE-1//
GO_0034227_8	lon//rraB//nfo//cpsB//tilS//acrE//dgcQ//lspA//
GO_0034248_6	mioC//queD//gltB//cyoE//gpt//mprA//zupT//rutC//tdcE//ydfH//relE//cusB//rtcB//rzpD//dhaL//afuB//envZ//pabA//hcaC//smpB//mdtF//rpsR//recT//yqjH//trmO//srlE//fes//frwB//csgF//rrrQ//metF//clpB//ybiO//lpxC//tauA//murR//potG//arcB//sbcD//rimP//rplO//
GO_0034249_7	lolB//suhB//sdhA//helD//cmoM//treC//yjjW//rpoS//yhaJ//ribD//yhhT//panC//elfD//yiaT//yhjX//cdgI//galU//yjjI//mdlB//osmE//epmA//adhE//smrA//ypdC//cptB//
GO_0034250_7	dapD//rrrD//fecB//metH//cytR//gltP//arfB//
GO_0034258_8	rpoD//
GO_0034260_5	pabB//
GO_0034285_6	pdeK//
GO_0034286_7	purN//
GO_0034288_6	mdtP//
GO_0034289_7	alkA//
GO_0034308_5	glk//ybdR//thiM//dtpD//yfeO//azoR//ydjK//nhaB//eco//cusS//obgE//
GO_0034309_6	preA//arnB//yfcV//
GO_0034310_6	setC//yqjA//torS//recN//pgsA//yfiE//
GO_0034311_6	lgoD//glxK//lptC//
GO_0034312_7	gmhB//puuR//
GO_0034313_7	surE//
GO_0034337_3	mepA//ygeV//
GO_0034355_7	mepH//fis//speA//fumB//
GO_0034401_5	ubiF//
GO_0034404_5	yphF//narH//mnmG//fimB//tatD//eptB//atpG//ygdG//malX//entH//htpX//sfmF//yphB//fkpB//iscX//trmH//kbp//hha//adiC//yjiQ//uhpB//tar//ldtB//waaA//eamB//ycdY//mntH//fumA//fdnG//yieK//chiP//glrK//mltG//rpnB//yiiE//yafC//rutG//rplQ//yiiE//argC//rayT//sgcA//hybG//mepH//allB//hfq//galU//yagJ//fhuF//lolD//
GO_0034414_9	agaC//
GO_0034421_8	mrcB//
GO_0034440_4	suhB//amyA//cvpA//allC//aspS//hslU//htpG//dut//emrD//argC//frlA//rplJ//cpxR//yeeJ//mdtC//recN//feoA//fdnG//yhjA//priA//
GO_0034470_8	codB//ydfK//glnQ//nupG//preA//fabI//waaL//mraY//fau//insB-2//hipA//xylH//flhA//fhlA//yqiH//rpoH//ydiO//ybaT//paaF//ortT//eutD//pepD//pdeH//degS//yibH//wcaB//groS//ydcP//abgB//prmC//acrA//aphA//trxA//ybaK//bglF//ftsY//phnH//rnlA//tsaB//ddpA//rbsA//yehW//ydcI//dadA//cadB//murP//aroL//hcaB//yqaB//dcuC//ihfB//dmlR//bioA//dhaK//hinT//nanC//yfaE//hisC//motA//hscC//mglA//rspB//yphC//uxuB//folC//mtlD//phnO//fepE//add//yjiR//cbtA//ibsC//nsrR//radA//bamB//rpsS//yhjR//ydeO//manZ//pal//ydeE//nuoI//leuE//dgoR//yegS//talB//psd//yejB//fixC//yghO//ogrK//serA//sgcA//sspA//
GO_0034471_9	yjhG//nrdB//araC//phoA//
GO_0034552_7	ydiK//
GO_0034599_5	rfaC//glnQ//hypE//bdcA//yehC//rng//ttdR//yqeF//ilvL//uspB//dctR//manX//yehZ//amiD//lpxM//crfC//araH//adiA//mhpR//rssB//yeiE//agaC//chbR//
GO_0034605_5	orn//ybaK//pflC//gmk//sdhE//yhjA//yfdR//mgtL//ftsE//
GO_0034613_5	hisG//tdcF//prfA//lysP//radD//hmp//dapF//yijE//ykfM//ygaV//iscR//dsbG//frlA//fabB//ascF//ybbY//rssA//
GO_0034614_6	malI//pdeD//ugd//gutM//glnP//yadI//amiD//sodA//ghoS//fic//lplT//insI-2//yraK//
GO_0034620_6	tomB//pgk//ymfA//yhjD//
GO_0034622_6	dhaL//pspF//mdtF//ilvE//sixA//rpsO//eutD//nrfC//sad//yaaJ//tas//rutC//baeS//ybcL//lysO//insB-2//folD//higA//ttcA//nrfC//ybhR//tldD//ycjD//pyrH//dinQ//yeaG//lldR//cpxP//trg//gshA//dadA//ytfP//intQ//csgD//fixC//nadK//uxuA//garD//xylA//ydiF//yecS//
GO_0034627_10	galR//narP//speF//intE//torY//
GO_0034628_9	nrfB//yifB//evgS//rcsD//ygcR//
GO_0034635_6	mlaC//rmuC//ebgA//rnt//rpiR//skp//
