#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ldrA//dgoK//thiD//yjjX//
GO_0031324_6	erpA//trkA//dacB//xseB//garL//yidD//dsbB//phnK//sapF//mlaD//hsrA//ddpX//yggP//cadB//narH//narZ//recF//mhpR//hxpB//torR//waaL//mppA//kdgR//lpxT//nikA//fruB//parE//insB-2//rplO//tonB//dsdX//hybE//ftsA//cspI//ratA//ybhI//seqA//artP//araA//gatY//leuA//pyrL//rffM//serB//yfcG//ybaM//hflD//yhaC//mlaD//ybeY//waaL//dapD//pdxB//nuoG//yqiH//rplD//fecC//treA//aroA//fimG//hofP//allR//yhaV//norR//rhtB//frsA//trpA//cspC//rutR//thyA//dsbC//rbsC//yieH//dnaX//rclA//ftsL//folD//speB//fis//phoQ//kdpD//folX//rluF//frdD//treC//araA//yojI//mtn//yihT//higA//menE//narX//yfbV//glyS//trmB//murR//rclB//agaD//lgoT//ybiY//sdhD//yfjV//cynT//rffM//xylF//tamA//pcnB//yihI//ghxQ//dnaJ//epmC//ubiE//dtd//ygaH//sspA//nudC//pgpC//cra//folD//wzb//dicA//entB//ftsY//aldB//yohD//fadR//rnhA//epd//malQ//ampD//yajO//
GO_0031325_6	ynfK//elyC//uxuA//rnlB//ygjR//rsmC//cdaR//yoeB//sseA//thiM//hha//mscL//lolD//mnmC//ldrA//iaaA//rarA//panZ//csiD//mntR//purU//ariR//yehB//ppsR//nuoF//gmd//znuA//radD//galP//mhpR//agaV//yqiH//glnS//dacA//ycbX//aaeA//ymjB//hcaT//ydiR//rimI//sufC//znuB//osmE//malF//xanP//yiaM//yraN//glcB//yhfK//sapD//lepA//hslO//dnaA//rpsS//ygcW//phnI//degQ//cusA//speE//purT//ssuD//truA//mug//wzzE//pdxY//dxr//speB//rlmL//napC//thyA//kdsA//hypD//dfp//mrdA//potH//lptF//yegD//mrr//ychF//mlaD//agaA//yneJ//cspB//rpsG//ynhF//ubiI//infB//ligA//cpxP//groL//rusA//
GO_0031326_6	intS//coaE//umuC//yhjB//fau//dauA//ftp//nemR//ybjI//yciK//lgt//rdgB//rluF//tsaB//ulaB//yaaA//cas1//nagB//cysS//leuB//pcnB//yjjQ//mgtL//dpiA//hisB//ydiZ//zapC//queF//nudB//cmoB//holD//malF//atoS//ilvA//rcdA//murE//ydiQ//yagU//argC//ynbC//ligA//yggF//yfdG//yfgJ//glnE//syd//yedP//hemD//ygjH//rraA//mhpD//ddlA//ybdZ//ydiF//ampD//frwB//gcl//tsgA//pdxK//iraP//ychF//kdpE//ybdM//tnaB//dcuD//ugpA//gnsB//murQ//ybjX//rlmB//hmp//pdxY//pntB//potC//yebZ//menD//araC//rluE//trpC//ygcR//uvrY//proV//cstA//nlpD//groS//hrsA//garK//perR//pepN//dxr//yceK//rayT//frr//hxpA//mdtO//rhtB//tktA//secF//ygbI//tehA//ubiD//fliK//yadI//sapD//ydfH//glxR//garL//ldtC//artQ//mlaE//glcA//ydbD//msbA//yqhD//ftsA//yicJ//murA//lolC//recE//dsbG//ugd//rimL//oppB//csiR//insK//metG//bamE//lsrC//cysK//hycB//preA//rihB//rnlB//yjhI//ygeR//yejE//ycfS//rhaS//ghoT//pyrE//insI3//uraA//pheP//dppD//zapA//nmpC//ompN//rstB//lpp//leuC//ilvL//aroC//otsB//ccmH//dppB//arnT//fliL//narK//cusR//flgJ//atoS//gcvP//amiB//hsdM//dmsA//purU//pstC//nagD//pepA//eutA//hupB//trmH//uxaC//rpsA//hybB//atoB//yfcG//xdhB//fliZ//fadD//fucO//dxs//ghoS//dgoA//gutM//atoB//pcnB//wzb//mrdB//araD//yahF//murA//araD//sdhC//tdcC//hybE//yeeA//rhaD//nupC//glsA2//argC//cysU//ycjY//narQ//wbbK//rutD//nupC//yghG//cyoA//flgM//purD//ribD//torI//tusA//hisC//menH//clsC//clsC//folX//xapR//fimC//rsmA//hisG//gppA//mutY//yebG//phnH//purD//lhr//yjiX//lamB//ccmA//hypC//paaZ//yejE//dxr//ygaV//mnaT//ynjA//ydeE//yjiX//rpmJ//rlmE//ligA//mazF//arnA//tcyN//glcA//xylB//patZ//yfbV//trmL//purL//mreC//focA//mngR//tag//rpmH//rfaQ//lysR//sufA//exoX//eutN//ybdZ//paaZ//flgA//rutR//exbB//alsA//fabI//hdhA//garR//ybiA//lapB//lit//ykgA//yobA//ycaN//rsmA//yqeA//tolR//cobT//ydjH//exuT//phnN//yggD//rutA//proC//flgJ//upp//ibsD//baeR//curA//zraS//glnH//zapE//ycfH//treR//yajO//glgB//ccmE//csrD//mcbR//slt//paaB//truC//yhhT//proQ//pspF//yqhD//rnlB//puuC//yafO//
GO_0031327_7	mhpA//ychF//moaB//dnaT//tus//glgB//mzrA//argA//rapZ//yiaN//umpH//rpsK//mltC//gnsB//trpB//suhB//curA//rfaQ//umuC//rpsQ//rpmC//glgA//sugE//artJ//mutY//yaaU//ybiS//trmB//yehY//gppA//rhsD//ssuE//yoaB//yehP//nagD//cutC//abgR//yieL//radD//yagJ//dicA//rsmE//mdh//rsmG//uxuB//eamB//wzb//perR//hslO//gltI//aroE//nuoM//zapD//insI1//tufA//yiiM//pitA//lplT//aaeR//pal//pyrL//ybeQ//tus//uxuA//rph//sgrT//pta//bioA//ybdN//phnJ//bamB//clsA//ftp//arnD//amiC//minE//yjjX//yieF//mntS//aroG//prlF//ugpC//codB//tar//atpH//yggW//ygdG//yegT//thiE//lptB//rluE//ybeF//tcyP//sad//greA//fhuD//yrdA//dppB//rpsS//degP//rplY//bioD1//sfsB//yedL//ttdB//lspA//cobT//wzb//wbbK//ubiD//rutF//hisH//yeaE//aceK//ydiZ//gyrA//chbG//setB//mlaB//asmA//kefC//
GO_0031328_7	moaC//gltP//yajQ//pstB//phnL//ybdR//lpoB//mdoD//aaeB//proX//hprR//yejA//icd//dctR//yeeY//malF//accC//fdoH//chaC//ybbN//yqjH//uxaB//truB//leuA//betI//dtpC//ubiB//bolA//fetA//kefF//araE//panZ//rbsC//nei//yghG//dpiB//rhmD//ftsI//lpxH//patD//recG//nanS//bglF//purT//ycjU//yihW//amiA//mrcB//atpH//ypdC//glcC//kdpD//secG//ccmG//malQ//dtpB//yfdO//sapD//tsaD//rluB//sapC//yihV//yehX//pntA//dcuR//ymdB//afuC//oppA//gpr//tdcG//setC//blc//murC//iaaA//dld//hybE//tatA//nanE//rluF//rpsO//argA//
GO_0031329_6	malS//insI4//yebZ//mdtJ//cpdA//pgk//yjhP//roxA//thiM//
GO_0031330_7	potF//
GO_0031331_7	pabB//leuA//
GO_0031333_6	wzzE//dnaT//gudD//speD//opgH//glsA1//frwD//yaaJ//bssS//cheZ//
GO_0031334_6	mglC//mdtJ//hcp//mdlB//pinE//aidB//fecB//tusC//mhpA//yiiD//serB//
GO_0031341_4	dnaT//
GO_0031342_5	glgX//
GO_0031344_6	dsbA//wcaB//ydfH//arnT//yggE//
GO_0031345_7	zapA//rhoL//
GO_0031346_7	yiaB//gdhA//ratA//
GO_0031365_7	lepA//dacC//mdtC//yiaL//lsrR//hcaB//hcaD//
GO_0031399_7	pgi//cynX//cbl//
GO_0031400_8	ilvI//
GO_0031401_8	acrZ//glnA//
GO_0031437_8	sfmH//
GO_0031439_9	yqjA//
GO_0031455_5	ycbB//sbmC//
GO_0031456_6	trpR//frlA//
GO_0031460_7	ackA//uidA//yecS//fabA//yraK//yhaM//opgC//cusS//rfaH//gpr//rnc//moaE//
GO_0031506_7	frdD//
GO_0031554_7	pyrE//ynfK//yjjG//ydbD//araB//rihA//fryB//hiuH//aaeA//frdA//pppA//thiL//pepA//mprA//ychF//nimR//sodA//coaA//erpA//tyrS//
GO_0031555_8	rfaQ//pfkA//argH//tnaA//mntP//hexR//
GO_0031556_9	sppA//sugE//
GO_0031564_8	gnsB//nikR//yciE//torZ//srlR//chaA//bisC//malI//yqcC//gcd//dhaL//ybeY//ybgQ//
GO_0031589_4	hyfA//ycjP//yahK//tap//mdtE//fabH//yieL//entD//hybC//lhr//greA//cheA//symE//livG//ygeR//
GO_0031638_7	ygbM//
GO_0031640_3	mtfA//fucI//mglC//mhpC//bfr//
GO_0031647_4	modB//yjcE//yqjA//astB//ogrK//matP//moaE//
GO_0031648_5	fryC//
GO_0031667_5	nrdF//ptsG//paaZ//ygfX//kdpA//rclB//trxA//ibsA//ybfA//yobF//fimF//insB-2//ibsE//malE//rfbX//accD//aspS//frdB//mlaB//bcsQ//dgcE//crcB//hypC//surA//ptsN//ghrB//yegD//tktA//yjbE//lsrR//nagZ//speG//sdaB//hcaT//dhaK//rapA//chbF//livF//fsr//ubiF//treF//
GO_0031668_4	caiF//yfeR//fur//mlaE//ybhD//otsA//malY//yeaE//casC//fumC//fimI//yqeA//rlmE//wcaJ//trkH//hslR//fumA//priA//perR//rplK//mntR//ydiZ//ribB//xdhB//mukB//pdxH//uhpT//nlpD//bsmA//gluQ//hokB//ycjU//rraB//alsC//ydjM//cusB//yceK//rpsS//higA//oppA//fepD//bcsQ//yihS//seqA//hybB//dcuS//selU//grpE//yehD//yehA//gph//rplN//ribD//
GO_0031669_5	torY//tauC//yhaJ//paaF//yjjW//rnc//lpxC//amyA//waaO//paaG//hslO//arfB//yehC//trkA//sufE//metL//atpE//sseA//yghU//bisC//yjiX//yqcG//yhiM//flgD//pta//ldrD//add//ubiJ//mdlB//rbn//ispU//
GO_0031670_5	mazG//erfK//dsdA//
GO_0032025_6	pgi//dld//
GO_0032026_6	yidH//sfmH//rep//
GO_0032048_8	nrfC//betT//btuD//
GO_0032049_8	trpR//ybjC//yjjU//
GO_0032055_6	bcsQ//
GO_0032069_6	hybC//aroG//paaX//narV//yfiF//
GO_0032074_7	gor//mhpT//mtfA//topA//yafE//
GO_0032091_6	smpB//
GO_0032147_9	allD//
GO_0032150_8	dsdX//
GO_0032185_6	yhjX//
GO_0032194_8	ychO//
GO_0032196_3	yhdH//tatE//ybiA//dgcT//bglJ//yehZ//fixA//yifB//fecD//hns//insK//ptsP//pgi//
GO_0032238_6	yihX//
GO_0032259_3	yehB//greB//uspB//abpA//galS//elaB//waaP//betT//fliS//yfcU//ahr//pheA//cydC//feaB//ynfK//cynS//dgcQ//aroH//bioP//glpB//livJ//yggP//dacC//tcyL//ybfE//fepD//tusA//araA//hyaA//rnhB//serB//mreD//rplQ//argI//mnmA//yfcS//tdcD//yieL//yneE//gltB//yrfG//nupC//yiaO//yaaJ//hslR//rcnR//lpxP//wecE//tauA//ugpA//argG//potH//hisS//yehW//cpxP//accB//ptsG//
GO_0032261_6	rraB//yjcS//ebgR//
GO_0032262_6	rcnB//
GO_0032263_7	degS//prfA//
GO_0032264_7	sdhE//tdcF//
GO_0032265_7	eutD//
GO_0032268_6	coaE//rnt//nirD//cptB//lldP//rapA//yccA//rfe//def//nemA//metK//tnaC//rsmD//gmd//flgF//ygdG//pheS//ygdG//ugpC//yjgX//aspS//cydD//tusC//acrB//ybjL//ldtD//rihA//gcvA//cheB//agaI//kdsB//pldB//mepA//panF//yfcR//thyA//nhaB//sgcC//ilvC//azoR//metK//higB//ompG//rfbB//glnB//lsrR//
GO_0032269_7	lolC//ugpB//ghoS//yadM//ybaM//xisR//sdaA//dgt//rhoL//asnC//mdtB//yfcR//ychH//epmA//yajR//ulaD//yehA//yibT//yciV//djlC//mdtM//hemD//waaF//nudF//nanK//yccX//yaiW//yhcN//
GO_0032270_7	pinE//yhhY//frvB//yfaE//mltB//paaJ//nepI//rplI//ilvD//rnhB//
GO_0032271_6	lyxK//nusG//
GO_0032272_7	hybB//gatA//
GO_0032297_10	ybaE//uacT//mdtB//
GO_0032298_10	norR//yebK//
GO_0032324_6	gcvH//hslV//kefG//
GO_0032328_7	yjiX//xanP//
GO_0032329_7	ptsN//ynjA//recT//rhaD//
GO_0032359_7	hda//yihQ//lptB//
GO_0032386_6	gnd//yfjV//
GO_0032392_7	dusC//dgoT//ynbB//pabA//prs//rnr//rmf//htpG//lgt//nrdD//matP//bamA//idnD//
GO_0032409_4	lrhA//priC//osmF//fadA//
GO_0032410_5	eco//
GO_0032411_5	clpS//atpA//
GO_0032412_6	yfbR//yraH//uhpT//tdk//
GO_0032413_6	gcl//
GO_0032414_6	malK//modA//
GO_0032445_10	cyaY//lpxT//zraR//ybiI//alsA//
GO_0032459_6	lamB//
GO_0032462_7	iraP//
GO_0032465_6	gcd//panC//epmA//rfaD//pntA//
GO_0032466_7	nudF//tsr//
GO_0032467_7	tsf//
GO_0032506_4	chpS//ulaB//gpsA//moaA//nikA//yrbG//panZ//narV//dcp//gspI//bsmA//
GO_0032508_8	ydcZ//ygbN//dbpA//nikE//mdtD//hemB//sufD//hslR//ptsG//emrY//yfdR//torY//ugpC//
GO_0032535_4	hprR//ccmF//purR//iraD//rtcR//
GO_0032774_6	relB//yieH//fimA//yfcQ//yajL//pykF//pgaB//abgA//nuoH//lysP//abgB//tatA//pheP//hyfC//amtB//lpxM//cusS//mreB//clsC//rstB//rluD//puuE//ypjD//fadB//tatC//ispA//ynfK//secE//efeO//xanQ//rspB//pgaD//gntU//dppB//zraS//nupG//rlmL//srlD//trpA//yidE//agaS//yghO//rodZ//tdh//def//araH//sgcB//hybO//cueR//rluB//bluR//glk//queF//arnD//mnmC//purC//rsmE//tauA//yhjB//rraB//fliM//tqsA//fabD//bdm//dcuD//rpoS//trmA//msrP//clpA//rlmL//htpG//ygfX//casE//ligA//serA//pyrD//ddlA//uspE//ppiD//ybiI//yajO//cydA//mlc//lgoR//asd//lipA//etk//mmuP//yiaU//abgB//pflB//yrdA//tsr//argC//fixC//zitB//caiT//gsiD//cusB//hemL//mocA//kefB//rihC//ycdY//sfsB//yehU//yiiE//ais//mepA//htpX//queF//mdoG//fimD//rstB//basR//speA//manZ//prlC//evgS//uof//phnG//bioD1//aroG//yidZ//era//ynfK//nlpA//yigL//acs//
GO_0032775_6	rbfA//dgoT//potH//
GO_0032776_6	lpxM//
GO_0032780_7	rbfA//lptD//
GO_0032781_7	rplK//nadD//insF-1//
GO_0032784_8	crl//glnA//
GO_0032787_7	nagD//nuoM//sgrT//pgm//ytfT//rcdA//ispH//bcr//abgA//ydbK//ycaN//narQ//fdrA//yhcN//cspG//waaS//cydB//essD//nuoN//yrdA//pheT//mpaA//arcA//ycjP//yfaV//tdcF//hcaC//dnaB//pyrH//ihfB//ldrD//ppsR//gadB//xylF//allS//yedL//yedP//rclR//uspB//yfaU//rplL//sixA//hisG//agaW//dnaG//gmhB//dcp//pntB//lpxB//cheA//eptA//elyC//aas//macB//ralR//frr//nuoL//pcnB//osmF//dmsA//dapB//rcsB//treA//udk//yfdG//intE//udp//bamB//yhgF//yceK//fetA//maeA//gltX//fabH//insH-5//manZ//fryB//glcF//panC//ypdF//glcA//bdm//astB//mcrB//acnB//zapB//flhC//aaeR//gsiA//yfiR//tisB//tdcB//actP//sdaB//hyfF//mcbA//eutA//abgA//dppA//yajR//cusF//znuB//fadE//nikA//icd//pyrF//lolA//gsiB//xthA//fabI//ynfF//minD//hybF//ascB//livJ//ndk//mlaB//yhcN//metN//pntA//norV//yfcU//yjcS//ykgA//ypdB//pheM//iraM//yhdZ//polA//azoR//lysO//melR//gspI//agaW//lon//rsmB//secB//ompC//glgB//cueO//recC//fcl//tonB//add//rluC//potB//cbeA//ilvB//rfaE//dnaN//purD//cpdA//flgC//yieK//yacG//lptC//pbpG//yfeR//wecE//secD//acrD//nudF//ilvE//nanR//aroE//nikD//gatC//panZ//mglA//yihQ//ybiO//zur//feaB//nuoB//bdm//rfbC//gatC//hisI//rfaF//puuA//frvR//uspF//casD//hofQ//rpiB//iscR//gdhA//ybhA//glxK//tsx//yggP//sufB//ydjK//fdhE//sdaC//rffC//fliM//cmoA//ubiH//yieH//pntB//nrfB//nagZ//
GO_0032790_6	feaB//yahK//
GO_0032879_4	hxpA//mngR//yddM//agp//moaC//orn//araD//narZ//dhaR//ygfI//phnK//yhdZ//cynT//opgH//alaE//add//ygfZ//hisI//insI1//narH//cpsG//rpe//yejF//eptC//frlA//ydiV//ung//yhjX//
GO_0032880_5	dinJ//aspS//citG//
GO_0032881_6	yidZ//paaZ//ssuC//ydjM//
GO_0032885_7	ybeQ//bluF//yghB//
GO_0032940_3	mug//hypD//rpnB//yajO//glpF//epmB//asr//
GO_0032950_7	dsbG//
GO_0032951_8	aroA//
GO_0032954_7	arcA//dusB//cydC//
GO_0032955_6	fimZ//torZ//bioF//
GO_0032973_7	folD//chpB//yaaU//yaaY//yhhY//
GO_0032978_7	nrfC//purU//speD//aphA//
GO_0032984_5	tolR//fadA//uspB//pepB//yceD//rlmD//nadK//coaA//acrR//
GO_0032988_6	phnG//ynfL//
GO_0032989_4	mdtC//
GO_0033013_5	asnB//serB//sapD//bepA//sgrT//fkpB//yfiC//agp//yqjA//sbcB//kdpD//dsbG//hokB//dsbA//rhaD//ytfR//rhoL//wzyE//entS//parE//rayT//
GO_0033014_6	ftsP//ydhJ//trpE//zinT//murB//oxc//eamA//ssuA//aroB//galR//cra//uxaA//hicB//yeaK//panE//dapA//lysR//motA//acnB//ampG//araE//
GO_0033036_3	pal//thiC//folD//frlB//uhpA//surA//yjeH//yeaD//galS//gntU//eamA//mrp//rlmD//yidR//feoC//elaA//rsmI//pinE//yeaV//dsbC//ybaT//surA//mqsA//yrdA//hisQ//gntR//hxpB//rof//sgbE//yjbE//dsdC//yiiE//yceK//ilvI//tabA//udp//sodB//sdhD//dnaQ//mltA//rhaS//rhaR//dcuS//nuoG//dgcQ//kdsA//tyrR//sapC//yibH//
GO_0033043_6	yfcV//ybdH//surA//apaH//katE//
GO_0033044_7	ybaM//
GO_0033051_5	menA//
GO_0033120_8	yraK//
GO_0033157_7	rclA//yagI//
GO_0033194_5	nfsB//dsbD//narK//coaD//
GO_0033195_5	recG//
GO_0033212_10	rhaM//yjhB//ybcM//rfaQ//frvR//
GO_0033214_11	yqiJ//ynbD//
GO_0033228_8	allR//yneJ//intQ//mdtE//
GO_0033238_6	hlyE//glcE//yfcV//sodA//
GO_0033240_7	dnaG//
GO_0033317_7	nrdE//gyrA//eco//yqjA//
GO_0033319_5	poxB//
GO_0033320_6	ivbL//
GO_0033345_8	flgE//
GO_0033353_5	fixA//
GO_0033359_7	fabA//gapC//
GO_0033365_6	gluQ//
GO_0033383_6	murP//
GO_0033384_6	arcC//
GO_0033388_7	cca//
GO_0033477_5	murJ//
GO_0033499_8	glnB//pncB//wzzB//insB-4//malQ//sufA//prpR//
GO_0033517_5	cusA//
GO_0033518_6	pck//
GO_0033526_7	hycA//waaF//psd//ebgR//
GO_0033539_7	pphB//fepC//waaL//
GO_0033542_7	rplB//sdhD//
GO_0033543_8	yjiM//
GO_0033554_4	nlpI//rtcR//yihR//cho//hybF//msbA//bcsQ//yjiQ//yigL//ldcA//glmU//xanP//rcnB//ymgC//rbsC//ydfH//hexR//soxR//rep//cydD//yeaV//speB//yehY//pspC//ilvA//dgoD//folP//sfmC//rffT//tpx//ccmC//lamB//cysZ//mltD//gcvP//fadM//hycH//purF//fucP//ynbB//glpG//ymgC//nuoI//nfo//nuoL//lptE//yhdZ//fhuC//galE//glcF//rimI//accB//alr//caiF//prmA//adk//ribA//oxyR//dgcE//rpsD//tusD//ftsL//radA//dacC//ulaA//insH-5//cyoB//menC//acpT//yaaU//kup//hypD//modA//yfbS//pyrD//agaA//norV//malE//mobA//ypdI//nanR//pabC//modB//gadA//gstA//mhpC//ymfA//csgA//bluR//iap//rplB//nudG//fepE//fepD//atpD//yehT//epmB//rbsR//sfmA//mepM//add//glsB//thiI//nanT//pphA//trpL//glpF//gph//entH//ybeF//ydcT//wzzB//ydfH//trmO//flgD//dcuA//rfaQ//qseB//ruvB//dpiB//ybbN//rpoA//hypT//lacZ//add//lsrG//yeeY//dsbA//amiB//rpe//kefG//trpGD//tatB//cnu//aceF//hslO//dtpD//mepM//secE//rbsC//ybeQ//pta//wzzE//xylF//ypjD//dapF//waaB//lgt//pepD//yggX//ldtA//katE//pstB//sdaC//frc//bdcA//chbG//ydiO//lolA//rplA//coaA//ybbY//cyaA//otsA//rpmG//pal//tauB//cysM//fruK//grcA//hupB//rpsJ//dusB//alaA//ybbW//mobA//hemD//rplT//hofQ//talB//yagI//nhaB//rfbX//ynbC//nusG//rppH//agaI//ldcA//idnK//ynfL//proV//agp//tyrR//rssB//ugpE//poxB//plaP//yhbX//dgcQ//mtfA//gabD//cadA//corA//ribC//gpmA//cca//yfdS//aldB//entS//ansB//murA//dicB//rlmH//rnc//ybaQ//rzpR//glgA//tilS//yafE//entA//fadI//bsmA//hybA//shiA//appY//lysA//yiiD//fkpA//tag//tktB//tag//cbrC//pyrB//hprS//phnI//trxA//ycjD//flhE//sdaA//recT//dgcF//yadN//argC//rpnA//ahpC//bhsA//rcnA//artI//glgB//amtB//emrE//endA//mdtK//yqiH//endA//sspA//sbmA//rpiB//fbp//yfeD//clsC//gadX//thiG//yabI//mepM//ydiK//yegD//hflX//ybgP//mdh//diaA//dauA//mepA//motA//queE//dhaL//intF//ettA//prmA//mtlD//panF//mlaB//rfaD//rluF//degP//yeiG//fdhF//insH-6//ade//mazG//torC//phoA//yjbE//greA//sgcA//rsmE//ypdI//rplC//fryA//pgm//yidR//ptsP//ybiI//hybE//yjhI//yafN//dgcE//tnaB//purB//ygaZ//ilvC//bssS//acpT//yeaD//hofQ//lpoB//dgoR//entA//mntR//tamB//panC//chiP//rspB//rrrQ//
GO_0033559_6	lsrR//
GO_0033567_6	ydiV//
GO_0033585_7	proB//aspS//
GO_0033609_8	rhaD//
GO_0033611_8	tcyJ//
GO_0033674_7	dinB//
GO_0033683_7	frwB//
GO_0033692_6	rhaD//gmk//degP//citG//cysE//zapB//yfcG//znuA//ugpB//ygcR//tmcA//eco//hybC//lpp//mepH//ycjR//uspB//torC//rhaB//cmoB//yqjI//rrrD//higB//purD//rbn//rhsD//yfiC//pyrE//lapA//btuC//nuoM//eco//ycjD//ydcP//ydeP//purL//gatZ//csgF//yfcP//cydC//amiD//yaaJ//lpxD//ribF//fkpA//tus//ddlB//
GO_0033865_6	umpH//araH//uvrY//ssb//grcA//ubiA//hypB//
GO_0033866_7	kbaY//lolB//uxuA//ygjR//
GO_0033875_7	murA//feoA//rbn//pyrB//pcnB//kdgT//yjhP//
GO_0034030_8	cspI//hemD//yfcQ//wzc//
GO_0034032_6	melB//nac//infC//rpsI//csgE//bhsA//dtpA//
GO_0034033_7	dicA//asnB//mog//fliA//
GO_0034035_7	citT//fdhD//cspB//
GO_0034059_4	atoB//narH//
GO_0034192_7	gmk//mutM//agaS//
GO_0034193_7	menD//
GO_0034194_8	coaE//eno//aspA//
GO_0034195_8	thrA//
GO_0034198_6	rhtC//lrhA//dcuA//
GO_0034203_6	mrr//
GO_0034204_5	paaA//hemL//
GO_0034213_6	ygfX//
GO_0034214_7	xapR//ydiB//kdpD//ibpA//
GO_0034219_6	pdxH//dcuS//dacC//znuA//csrA//eptA//fieF//leuS//sapA//exoX//yiaO//yhjV//guaC//rapZ//yidD//yhaJ//tgt//mppA//miaA//amiA//gpsA//pdeH//yeeO//tauA//flhD//ugpC//bcr//pdeL//pntA//yhiM//nusA//cspI//rpsT//scpB//hemH//ybaT//baeR//yieH//clpP//lpcA//grcA//garK//yebZ//cobU//corA//erfK//flgG//yehW//ndk//cspC//glk//yceK//yejB//wcaJ//sapC//selA//ligB//npr//glnP//torC//rutC//shiA//rsmJ//nudF//rutC//pdeD//lspA//artM//tamB//glpT//opgH//insH-6//kdpD//yedX//murI//hflK//yaiP//chaC//cysH//pepQ//nagD//ybcM//yidP//dmlR//xylE//ygeV//ytfP//cusF//cptB//fhuC//yfbV//rpmA//alaA//sucD//
GO_0034220_6	lepB//lysU//abpB//chbG//nikC//chbF//bioD1//dnaA//nuoE//iscX//cho//rhaM//metK//queD//efeO//fimD//hslV//yghW//dcuC//yneJ//dosP//thrS//mlaF//mak//hmp//cas3//rpsE//ttdB//ybhR//rhsD//tnaA//abgR//folA//ydbD//cspI//ilvA//aroG//ynjD//gudP//dtpD//cpoB//rssB//yhjR//msrB//citE//rutD//yafC//bamB//sdaB//plsC//ybiA//waaH//cpxP//purU//ydbK//rhtA//rplR//trxA//mhpT//sucA//smpB//ibpB//argA//ssuD//cbrC//wcaB//mocA//manZ//elfG//yjjW//ccmG//yfiF//yibH//wecE//arnB//alaA//fruK//hslU//ccmE//glpT//yaaJ//ftp//nrfC//alpA//cpdB//tsaB//ompC//potA//hemG//rpiA//purF//cpxP//adiY//rpoS//ihfB//glxR//yiaM//insI4//wbbK//mmuP//phnK//nimR//ompL//tag//yiiE//rlmI//hslJ//sdhC//nrdA//pta//arnB//pnp//truA//cpsB//yjiM//gspJ//ybaO//nrfG//menB//napB//gfcE//yieF//hcaF//livM//glnP//stpA//glsA2//ftsK//kefC//cbl//rdgB//yfaV//ubiB//murA//fruK//ynbD//murA//aceA//aslB//greB//mrdA//pstC//yraJ//hldE//ibsE//bglJ//yajL//lysP//melA//tolC//secD//sucB//paaF//yhbO//nuoE//ybcM//xapR//yaaJ//ydeM//ompA//dnaE//rpnB//yhcD//gnd//cecR//murE//yhbQ//cspD//mcbA//rhaA//nth//glxK//rpsR//galM//pepB//
GO_0034224_6	leuE//hybG//
GO_0034227_8	rpmJ//rpmA//fdnG//rplS//yeiG//lpd//pspG//ydhJ//
GO_0034248_6	rho//rpsL//qseC//hyfF//nagD//atpC//glnA//zapD//hyaB//rlmH//panD//dcuB//yjhH//gpmA//rlmI//allB//sbcC//pspC//dhaK//tufB//pstC//ybeF//xisE//ibsD//qorA//preA//entS//ycfL//yehY//xylA//eptC//murP//panD//ibsC//tdcE//narX//yggW//ynfH//rpoE//gudP//creB//
GO_0034249_7	rplO//hslV//bioF//flhD//yjhB//bdcR//menD//yagU//yebZ//rlmH//cedA//srlR//yeiE//rnhB//sbcC//yadK//aldB//yadI//wzyE//selU//recN//phoR//cpdA//rpe//cusB//
GO_0034250_7	hsdM//murR//ydcS//dgoR//ybhR//ygjR//yqaE//
GO_0034258_8	cspC//
GO_0034260_5	pgpC//
GO_0034285_6	potH//
GO_0034286_7	umpG//
GO_0034288_6	spoT//
GO_0034289_7	kefB//
GO_0034308_5	mhpA//araD//dinD//hflD//potA//yidD//oppD//atpC//rbsR//ulaR//alsA//
GO_0034309_6	mraZ//yidZ//mcrA//
GO_0034310_6	ulaE//mqsA//mobA//wecE//amiC//ldtB//
GO_0034311_6	speC//argS//lolE//
GO_0034312_7	relE//hybF//
GO_0034313_7	rpmA//
GO_0034337_3	metI//kbaZ//
GO_0034355_7	surA//putA//yohD//aroK//
GO_0034401_5	ybdN//
GO_0034404_5	dgoA//ascB//purN//asmA//fucI//yieK//gfcE//nanA//rlmF//nepI//yhdW//phoB//yafQ//ftsA//secB//fecC//ypjD//upp//cpsB//yadC//nagZ//phnP//entC//rapZ//pflC//yihO//ybaM//deaD//entS//tpx//ydbK//metF//soxR//yfbU//manA//tolA//yjcE//glpA//pepT//glxR//mdtC//queF//rfaE//wza//pgpB//yphC//yjhH//rbsD//glvB//yqjA//
GO_0034414_9	entS//
GO_0034421_8	tpx//
GO_0034440_4	lon//ypdC//paaB//clpB//amiB//dacB//iscU//csgB//flgA//dsbC//proQ//actP//fis//ygfX//allB//rcsF//yihP//intS//ybbN//glcA//
