#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	pgpB//atoC//mntP//yieK//
GO_0043438_6	nusA//
GO_0043442_6	patA//
GO_0043455_5	intE//waaC//yfcG//plsX//
GO_0043456_6	potB//
GO_0043462_6	groS//dmlA//tig//ybiX//yjiM//xseB//
GO_0043467_6	ampH//yidE//
GO_0043470_6	fruB//araB//phnO//tdcA//
GO_0043471_6	potH//gmhB//insE-1//
GO_0043484_7	yehW//
GO_0043487_4	wzc//malZ//yihX//uidC//trpB//potB//
GO_0043488_5	lgt//panD//pbpC//pyrG//erpA//
GO_0043489_5	yhjR//
GO_0043543_7	yaaU//gsiB//kdpC//gadB//fes//ribE//pgaC//treF//lpd//fucO//argA//hyaD//hypC//
GO_0043545_5	tig//csgE//frlB//ompN//ynjD//rep//ftsX//slmA//yphF//paaB//copA//
GO_0043547_7	ubiE//ydiK//kduI//
GO_0043549_6	barA//dacC//
GO_0043555_5	yghW//hemA//
GO_0043562_6	hypD//yhdZ//
GO_0043570_6	tolC//bglH//ydiP//
GO_0043571_7	aslB//rnhA//kefC//
GO_0043603_5	intZ//qseC//yebG//ybaK//macB//hofO//ydcZ//agaC//paaC//pbpG//opgE//serS//uspE//dnaC//lacZ//yhgH//rutD//yadI//sapC//iclR//insI3//treR//ubiH//guaB//bglH//atpA//cvrA//ruvB//rbn//ybaM//rlmA//hscC//ybiV//lsrB//yhjA//rne//galM//hyaD//ybcM//yfcV//exoX//rsmE//trpS//arsB//symE//mepM//aaeA//rsmG//ykfI//thyA//yibA//rhaT//nrfE//yghG//ybeQ//fimE//bioF//glnK//purF//rffM//sfmC//hipB//mdh//prpR//ccmF//yqaB//dapF//dacD//sohB//ygiN//hyaC//purA//chbG//mhpT//fecC//decR//pyrG//frmR//moeB//ung//pstC//frvA//nuoN//yehT//mdlA//wzb//metL//slmA//ygiV//rpmF//ybiH//nrdG//rluC//polA//fimG//rlmF//agaC//sgbU//tusD//ribB//rluB//dpiB//nagB//caiF//gshB//zapA//ytfQ//rutE//proP//rffT//insE-1//pdxJ//manA//fumC//yfaE//exoX//nrdD//torI//fimI//hda//yagI//atoB//ribF//mepH//mobA//ccmC//glnD//
GO_0043604_6	fabA//waaO//dpiA//aspS//hofO//hxpA//flgC//queC//dinD//dld//allS//yfjR//tolQ//yfaV//mngB//fepA//tsgA//yieF//trkH//acpS//nfo//fadM//dadA//garD//yidK//ygbN//sucD//fdhF//cusB//sugE//bssS//ykfM//manA//ruvA//yaiW//pgaC//lacI//gspF//surA//cmoB//eutN//prmB//yphD//purN//speF//msrQ//ftsN//entE//narG//ftnA//gsiA//ftsE//narW//yieF//cysE//glpC//nuoL//flgA//hyaB//idnK//dxr//udk//sfmF//allC//lpoA//etk//srmB//cbl//bioB//yihP//fepE//yggD//amiD//zipA//dauA//manX//waaC//ftsW//sgbH//rsmC//nrdG//sbcD//nrfC//ghoS//rfaH//mioC//mcbR//rpnD//ruvB//mdtJ//fabB//mcbR//csgE//afuB//yccX//yiaJ//pstB//trmA//idnK//
GO_0043605_6	fre//aroG//rcsF//mdtA//rpsH//
GO_0043610_4	dtpC//
GO_0043624_6	sfsA//ydeO//hfq//pgaB//rhaB//basS//accB//
GO_0043628_9	cytR//opgH//dfp//
GO_0043631_7	htpG//lpxD//
GO_0043647_5	cheA//hcaE//
GO_0043648_7	ilvB//parC//yagG//ftsY//clsB//gpp//fecD//btuF//ynjA//lapB//gmk//gyrB//manA//rzoD//thiG//yhjR//corA//cpoB//hdeA//lpxC//mscS//nmpC//metC//rfbC//sfmD//cysE//ygdG//erpA//yehC//hslU//cysE//opgG//cobC//putA//acrR//hlyE//bipA//thiQ//cbl//insH-5//yidK//hemL//asr//ftnB//atpA//exbD//ubiG//sad//ybhJ//endA//glnA//argE//ynhF//bioB//blc//ubiF//yadV//ypdB//bdm//yegD//alsB//hrpA//ilvE//gutQ//rpsA//rluC//fliT//pyrC//fimF//yoeE//xylA//nrdD//rsmG//gspI//
GO_0043649_7	kdpF//frmB//ydcI//murI//bamE//lsrR//pfkB//yjiY//pdhR//yejF//ssuD//
GO_0043650_7	galU//fumA//ycjR//ydfD//ratA//pepN//pepT//sdhD//garK//trmO//pmbA//alaC//flgM//gcvA//glnD//rplL//gor//rzpD//tusE//ilvN//yidC//fabD//ydcP//rpmF//pgrR//plsC//idnD//
GO_0043686_7	yhjB//
GO_0043687_7	aes//wecB//copA//mdoD//rcsD//opgG//mdtM//
GO_0043708_5	acnB//chbC//nemA//tauA//deoR//pagP//tdh//idnT//rnr//ypdF//menC//narZ//paaD//ymfK//rof//
GO_0043709_6	agaA//uxuB//maeA//yggD//polA//dgcE//htpG//epd//rpoA//
GO_0043711_5	yggT//cutC//nrfF//gstB//trpD//glgS//fruA//purB//gloA//wcaC//srlR//sucC//cspG//serS//moeA//yjaA//prpC//decR//cpoB//sad//diaA//
GO_0043900_4	higA//yehP//ygeR//priA//yddA//ybdN//arsR//truD//ttdB//hlyE//plsX//sgbH//trmL//
GO_0043901_5	yqcG//recE//uof//yjfP//
GO_0043902_5	rclB//yraH//
GO_0043933_4	mltG//tynA//yhbO//sfmF//ybhP//rodZ//sufB//mcrA//tamB//frmA//garD//bdm//yabI//tmcA//tdcB//rraA//dcm//abpB//ybiJ//osmF//ynjA//ychO//yihR//yafC//fimB//tdcD//ybaT//lpxP//yebS//nanR//frwD//casA//rna//paoC//araA//dppC//fliA//hisI//phoQ//pdeL//yqhD//argD//ybcC//csrD//ushA//ybgP//sdhE//yfaX//nrfB//eutN//bioD1//dcm//baeS//fucO//yieF//sodC//uraA//proS//rpnD//opgB//rne//yggN//fliK//artM//prpR//paaC//manY//araB//gcd//yeaD//yehA//malI//ascB//bipA//nimT//aldA//iclR//ynfF//mak//bcsA//ugd//yiiD//gor//ompF//hflX//cynS//lpd//metQ//uxaC//lnt//ileS//fimD//msrA//yadK//ascB//mnmA//cusS//nlpD//yfaE//paaH//
GO_0043952_7	yqaA//torY//hybD//nrfE//pspA//
GO_0043953_7	fecA//thiD//yehB//rayT//
GO_0044003_5	ymgA//kup//rsmC//rpsS//
GO_0044004_6	aspA//yedX//hcaR//bglH//
GO_0044010_5	fimE//yiaO//priC//mreD//mrp//accA//yfeD//nuoB//maoP//yjjW//nrfD//purC//srlR//argD//aroD//torY//secB//sdaC//yqeA//ybiH//rsmB//melA//ffh//emrB//dgoA//tsx//bamA//hpf//pstA//ygfX//
GO_0044011_4	yhcH//phr//yegT//hflX//fimE//argA//mukB//alsE//
GO_0044036_5	yfiE//tdk//mprA//hfq//hybA//moaA//radA//fhlA//ecpR//gltD//yibA//gadC//flgD//dacA//trxA//cheY//rph//fes//yqiI//malY//purA//yejF//blc//yebC//fdrA//rluD//yafN//yejF//pykF//lspA//dpiB//lptE//ydiQ//dadA//emrY//ycjW//pyrH//nikD//pepN//gpsA//ftnB//yqiJ//flgB//puuC//flgM//agp//lrhA//
GO_0044038_6	hisG//bioD2//mlaF//yfbU//ycaO//paoC//queF//dtpA//argS//mqsR//rihA//yqeA//kefF//elfD//ubiX//glpC//ygaV//murJ//panD//serS//grxD//mlc//nikR//yfdK//abgT//phnP//poxB//ydhK//mobA//elbB//kup//yeaD//yiaF//ccmA//ydcP//higA//ydiP//ychO//hemA//udp//osmF//mcrA//cusR//
GO_0044042_6	rbsK//chbB//pstS//diaA//ascB//yddM//ydfH//ldhA//glpF//csdA//relA//ybdR//waaF//bamD//aslB//betT//yfjV//tap//malI//rplL//puuA//
GO_0044070_7	ftsK//mcrA//infC//yfaV//
GO_0044085_3	rlmL//carA//matP//alsK//tyrB//panD//sufB//truB//insI1//ybbW//bglB//tsaC//gatZ//tomB//ycfJ//yciA//ccmA//speF//mngB//
GO_0044087_4	ydeT//ybgI//ptsG//rsgA//queF//tolQ//glpB//kefG//garD//fhuD//yqcC//baeS//fdnG//atpE//ybdG//nanS//mnaT//tamB//bsmA//rutA//ybcM//yfaX//ynbC//ulaB//bepA//wcaJ//gcl//crp//yeaK//galR//glmU//pgrR//marA//cutC//
GO_0044089_5	dgcT//yqiI//napD//ynaI//ynhF//ubiH//aldA//lpoA//yggD//xseB//appB//cusF//sufD//
GO_0044092_4	nirB//rpsT//waaB//rplL//frwB//hycB//yadN//rcnB//yggT//yjcS//rayT//panF//rhaB//cysQ//yagU//ydcM//yidD//yajQ//rsmB//waaU//panB//nirD//hyfF//betA//nirD//rsmG//ygjK//rcsB//potB//plsC//yfdK//waaO//yqhD//tdcB//pspF//hupA//
GO_0044093_4	holB//tpx//ftsA//cynT//ybjC//xylG//ldrB//chpS//norW//crr//fdnH//birA//ygaV//lpxP//chpS//marR//cspD//kdsA//lsrC//zupT//gatZ//rstB//nagZ//yafE//flhE//yqeG//cpxP//
GO_0044106_5	napF//thiI//yehC//napA//pgaD//ssuE//dsbA//umuD//ldtC//pldB//cdd//ydiR//fcl//umuD//rbsB//crp//cysG//gntK//frdA//narW//tcyJ//narK//insI-1//ydeT//yggT//higA//rsmF//
GO_0044179_5	sapF//
GO_0044208_7	amyA//
GO_0044237_3	mmuP//caiB//aspA//tufB//sdiA//ttdT//dadA//mazF//moaB//gcl//mhpD//hipB//csgA//yghB//rclA//treA//glgX//hemB//wecE//yrdA//folM//greA//mltA//rna//atoB//dcd//mcrA//fre//yojI//yifB//ydcI//hisF//hybA//ybdH//pepN//queF//flhD//yjhC//ogrK//cho//plaP//ldtA//recN//ybcF//garR//ymgF//secM//yjeI//ymfK//frmA//eptC//frmR//mdtG//nrdI//mppA//fre//ibsA//msrQ//mtgA//rplT//cysW//dsbD//pyrH//nuoL//yhcN//yaiP//mntR//rffM//sgcR//gutQ//ynbB//kdsA//hypT//rsmB//entE//hexR//atoB//scpC//eptC//recT//emrK//dnaT//ybbN//ygbM//yheT//yfcV//gadA//bssS//mmuM//cpxP//ybeY//gabT//dgoA//gspJ//ybeF//aldA//frlC//gpmM//flhC//yejA//ynhG//cpxP//icd//mdtD//ibsD//nth//aceF//kdpF//dxr//gmd//iraM//mdtA//menA//ynjD//epmC//glvB//glcD//selA//ygeV//yehD//ydcZ//purL//ptsN//bglB//secY//yohC//fdhF//gntP//kdpF//secA//cydC//sfsA//modB//ascB//mrr//lptF//rfbD//btuE//clcA//lolD//ftnB//afuB//hyfC//yggF//hypD//adhP//tdcC//ftsQ//slmA//ydiK//kbaY//sseA//fucO//yfcR//zur//pflC//ompA//yjjB//atpG//pliG//fabB//mepM//rplF//erpA//insB-2//dgoT//rbbA//gadC//yjjQ//dnaT//hyi//pepD//yhfK//uhpT//marA//ldtB//cysW//appA//phnG//arsB//dtpB//rpsA//ghrB//tauD//tabA//yagU//yibT//yidC//fliL//nrdH//yibT//aaeR//acrB//yddM//fliM//basR//csgG//fadH//rutF//yadK//acpH//cptB//rsmJ//ykgF//appY//bcr//ydiB//tauB//queG//cdd//glyS//fadA//dgcF//potB//frlB//basR//rlmA//mscS//pdeD//pgaA//yfeO//oppB//intZ//lit//yadN//yneE//gltS//nlpE//yadV//dppC//flgK//paaH//tyrB//dnaB//yehC//tehB//frmR//uof//ydjE//perR//xseB//aphA//cynX//phr//pgk//rhtA//yiaL//uvrA//gadE//ompA//lptC//pepA//kdgT//mhpB//greB//glcA//allS//tldD//rbn//dtpD//yadN//fetB//yfbS//ypdF//ybjC//nimT//gspJ//srmB//xanQ//pstA//ispB//exbD//yqaB//yebC//pepD//prpD//kefG//wzc//yoeE//yidR//nanK//ycdY//tdcE//yqhD//torY//ypdI//waaF//ilvE//rluF//pntB//mdtL//nrfB//tdcF//priA//rutE//cyoB//rdgC//ydhJ//dppB//xapB//araB//nrfA//glpB//idnO//entC//ftsZ//pgk//potG//bamD//yphB//ybaO//wcaB//fimD//nemR//iraM//nth//fepG//atoC//lpxB//sseA//ttcA//accB//fimA//secM//gatY//speG//accC//malY//hyfR//mlaC//ompL//rayT//murA//acs//cysD//yahK//ybaQ//intZ//mtlR//fepD//ldtB//ygcW//ampG//ygfZ//pal//ffh//bioH//bioC//yeaV//lysO//rpmB//paaH//allC//ygiW//entH//recB//pta//ycjP//slt//ftsW//fetA//bolA//yfeD//tdk//rpsD//uxaB//yieF//ykgF//xapB//hypB//fryB//xthA//ycjU//rplS//nrdR//rseB//wzb//rsmA//rapA//coaD//cpxA//lptF//ypdI//rcdA//ybjC//thiE//csgD//mepH//pheS//gudX//trkG//uxuB//citX//ybbW//galU//ldrA//aldB//pitA//blc//yjcS//phnI//tbpA//ybiA//basR//rrrQ//waaA//blr//lptA//glpC//gpr//malZ//rsmD//galK//yfgO//amyA//era//iaaA//arnB//hflX//ortT//mlaF//scpC//yeiG//ompF//ulaD//leuA//ivbL//yjiM//rbbA//yjaA//tehA//ybdZ//rcsB//fimB//ygiN//uidC//ybcC//yjhG//rhaT//evgA//intQ//dnaC//caiT//cobU//intE//brnQ//ybeQ//ydcT//yehW//rsmA//phoU//plsX//sfmC//rpsS//frvA//hyfC//abgA//yegT//envY//gntR//yibF//citE//malE//tauB//yfcQ//barA//ycdX//mipA//yddL//ybdH//sucA//recX//yfdS//tcyJ//fucK//sohB//rhaB//mscK//yghU//glrR//appB//ycfJ//ycfS//yjhP//phnL//napB//atpE//recE//yneL//yjhB//mntS//rhsD//ldtD//yeeY//rng//thyA//pflC//fdoI//ycfS//lepA//ychH//ynfF//astC//etk//fepA//melB//ychH//yqgB//rppH//ulaD//bluR//psuG//prkB//aldA//flhA//rhtC//ulaF//nadK//sufE//kbaZ//mdaB//cysN//tehA//metK//lolC//hemA//bioF//menE//ftsE//pfkA//yjgX//nadE//insF-1//lptF//yjbE//ada//pepA//sad//aceA//puuR//oppA//yebG//rpsJ//alsE//bioH//erfK//aroA//ycgV//yidR//oxyR//ybhS//pnuC//nagB//ybiO//intF//yafN//prfC//srlA//pstC//sgcB//dgcQ//artP//zwf//rpiR//pdhR//yidK//pal//guaC//ygaZ//exbD//agaA//sdhA//pgaD//xanQ//ligB//trpD//tig//lpp//dcuR//mhpR//iscR//rsfS//rpsH//rhmR//nhaR//dctA//narK//fsr//acrE//dcm//cbrC//ampE//ugpA//kdpA//waaH//ycjW//emrE//moaA//exuT//murD//allC//pyrD//yeeO//gcl//rnr//ydgA//znuA//fimC//ytfT//uspE//zwf//rpsG//clpS//ybiH//yhaJ//ycjU//yahB//moaB//moeA//rmf//hdfR//zur//ftsX//rimO//cyoB//cytR//moeA//alkB//astB//lepB//tdh//msrQ//intZ//edd//mdtL//rep//yciK//galE//allS//ddpA//wcaB//tolB//fcl//ycjR//fdoG//mgtA//emrB//hdhA//ybcF//yggX//aaeR//trpA//rpsB//rhmD//mgrB//map//murE//sad//tauC//ghoS//xapA//metI//ykgM//hslR//yiaB//rsuA//bolA//bglA//bioD2//ftp//yobA//thrB//elaA//mhpC//macA//metN//tnaA//ybjN//mdoD//waaS//nhaA//idnD//mltA//hslR//sbmC//xylF//nudG//yebG//btuE//norR//yoeE//tusA//aroG//puuE//yahN//flhC//proC//hscC//sufD//puuD//ymgC//aroA//add//insE-1//potH//wecC//fur//qorA//uraA//trpL//cutC//mutL//ynfK//pgpC//abgB//aroG//tesB//dhaL//fkpA//ldcC//ybhP//yjbG//ydfK//murB//yddM//yciT//yghB//rlmE//rpiB//yfcU//sufC//waaA//tsaE//glpB//uof//cca//yfcG//gcvP//sdhE//ugpC//betB//secF//csgA//dmlA//zwf//trmJ//parE//frlA//dicA//lptA//birA//fabB//tusC//ydjL//yobF//mcbA//pyrF//citE//puuB//rayT//mnmG//rclC//hprS//lipA//gnsB//yfiC//yggX//yggT//wecB//rseP//agaW//ppiA//glvC//nlpE//oxc//pth//dbpA//sufS//uxuB//ybhF//appC//opgB//pfkA//azoR//ydcI//sdhB//ydeO//purR//insF-1//crcB//hofC//caiF//kbaZ//hcaC//gshB//yceO//nadE//fucP//tmk//entC//zwf//eptA//metQ//waaC//ypdF//ygcO//paaB//yjfF//arcC//pykA//nirD//nagC//rhlE//nagA//leuD//gapA//ssuC//surA//guaC//uspC//thrA//speG//rtcR//edd//bdcA//nrdR//nrdE//zitB//torD//bcsQ//coaD//sixA//chbC//cycA//flgE//leuD//qorA//bdm//maoP//ycaO//hisA//rhaD//menI//ynfF//kbaZ//tdcF//kdsC//nusG//queC//pdeD//moeA//mfd//aroE//rimI//murD//pyrC//paaK//spoT//yraR//rseP//yggD//dmsA//ybiW//fecC//mdtB//yhjA//frvB//rfaD//degQ//dsdC//agaS//rpoS//radA//modB//yjjX//gor//ynaE//eutD//gpmM//oppD//fumC//ccmH//preA//degQ//sufD//kduD//fucP//rmf//uhpB//yhbS//nlpI//pldB//dgcZ//cdsA//ortT//gshA//yfiF//rne//opgD//rseC//pgaC//lnt//mfd//ampH//phoP//yjfF//yejF//dinI//cysG//pbpC//ldhA//mltA//yeaE//rnhB//yihV//araB//folC//fepG//yjfF//metB//relE//yhcF//hemH//waaL//hxpA//rhmD//yehX//tgt//selB//tsaE//mutH//yadG//sapA//fruA//yddM//rpsD//add//trmO//infB//paaX//yjaZ//idnK//nusA//ygiW//argG//abgB//potH//flgG//ppc//rpsE//zraR//rplN//eutA//rplL//dacD//prpC//yadN//ptsG//ybiS//ogrK//yohC//tcdA//kbaY//yieL//secM//rcsA//aspS//mglC//rseB//appB//rpmG//pckA//gudX//fdoG//mcrB//add//mdtN//rfaQ//gapA//ybaT//glgX//trpGD//rimO//rplK//yadC//yccX//yqeF//dgcJ//tabA//fimZ//bolA//dedD//guaB//zur//ftsL//lpxM//pspA//fnr//aroB//aroF//yibF//ydfH//pdxY//aroD//agaR//hokB//fsr//prfB//fbp//recQ//soxS//galP//htpG//yfcU//lexA//brnQ//yjjV//bamC//prs//yghB//gltB//dapF//citG//thiC//gadC//tcyL//exoX//rlmC//yheT//ubiG//agaA//nuoB//cspG//rseP//fecA//comR//dnaJ//deoR//yejA//ydeI//metF//pyrL//yieF//pppA//trpB//tsaB//envY//yahI//lptG//mhpT//menD//clpA//modA//argK//gadE//phnN//araH//ydiQ//yjtD//napD//aroL//cysK//ptrA//fliD//phr//yqiH//selB//rffM//zntR//mocA//yqeG//ypdF//metF//xerD//dppD//envZ//hokB//nadC//rffC//rplK//yahD//hupB//rplL//yraR//ldtC//fucI//kdsA//slyA//murE//yqeG//fhuD//panE//mngA//xerD//tnaB//wza//ydfH//ampE//hha//serA//yhfK//hybD//serA//ispA//lsrC//gmhB//marR//rplA//bioC//lptF//mnaT//bioD2//hemL//ybdG//uvrC//yfiR//rfaQ//hiuH//dcuS//ubiJ//uvrY//csgB//moaB//rplR//soxS//recQ//yhiM//mdtM//ispB//aidB//cusB//aer//epmC//ybaO//cspA//carA//galR//csiD//speE//dnaE//mdtJ//trpL//aroG//xisE//talB//acrD//frlC//sbmA//abgA//kefG//efeO//rhlE//cysW//dppC//yibA//ycjR//gatA//holB//pgi//yhjB//sgcA//ydfD//ulaD//intS//minE//argS//holA//rlmL//yggX//murR//panB//emrK//rpsD//nudF//ibaG//wecA//napB//sgrR//mgsA//fruK//ynbC//yddM//csgG//paaX//rutR//pgpA//curA//hpt//rutB//yddA//sbmA//waaJ//rffH//rplD//ynfH//dsdX//yhhZ//rzpR//ygbL//yidE//eptC//dsbC//yjtD//fepD//panD//dgoT//lysS//mdlB//fumA//ybiT//hscC//hybC//rpsA//yqgB//yddA//rpnB//ptsG//proA//uxuA//menF//cyaY//menH//ribA//zapA//rhmD//ilvA//tusC//gltP//nemA//psd//insB-2//ycgV//lpxP//umpG//yqjA//asr//allR//ycfS//lysS//rutB//ygeR//mdaB//adiA//livK//hisH//ygaV//rbsB//dnaC//rpoD//glcA//yfdG//trpS//metC//ulaR//rnc//xthA//gapC//deoB//tauA//lgoT//hexR//nagZ//ascB//ygdG//dcuA//mmuM//rfbC//ybcQ//amiC//bioD1//ydjM//waaP//srkA//yihU//elfA//rseB//yfdG//yahF//narI//nrfC//livK//yjjU//recD//ndk//aroE//aes//icd//sppA//yfdK//dnaX//greA//hokB//dadA//topA//kdpF//malP//guaD//rmf//yfhM//rplT//rhaS//cyoB//dcp//ivy//tas//yieH//cadA//ilvD//yjbF//ghxQ//rsmJ//yegV//csgG//dkgA//cyoB//yddM//rfaQ//rluD//bluF//cheR//rsmH//pdxJ//kdpC//ddlA//cydA//rzpD//ynhF//aspS//gntT//galM//djlC//mog//glgB//rzpD//cnu//cspI//viaA//ybaM//gcvR//mdlA//fumB//ascB//dtpC//rutC//wecA//yjjQ//nsrR//uxaC//ompL//pepA//sucC//fimZ//ynbC//frc//mhpT//fabD//recA//blr//ldtD//narX//lptG//artQ//malK//coaE//napA//trpB//msrB//mrdA//gltI//ribF//ompG//ydfH//trkA//fabI//lpxC//nirB//ykgO//rsmB//ybeY//ybhP//mliC//yggP//ghrB//yeiL//zitB//trmJ//mdtA//cysG//rlpA//lpxK//sbmC//rpmF//ygiS//fliK//nhaR//nmpC//pphB//yhhT//alkA//mipA//ydgA//cmoA//thrC//yhaM//nanR//hokE//rhaM//proX//dgoA//yiaF//ygaV//gutQ//plaP//ubiI//flgB//argO//dkgA//ilvH//udk//rlmE//msrB//insB-2//groL//priA//qseB//gmd//ldtD//mlaF//gnd//fucP//yoeE//pinR//yedL//ibpA//rnlB//fadI//acrZ//ypdI//mtgA//yciA//tilS//hinT//pdeK//rpmG//mnmG//yehB//ridA//mhpC//gsiC//yiiE//rlmD//mglB//sufB//afuC//agaV//fixB//ycjY//gutQ//yfdK//kilR//fieF//mglA//ogt//marA//waaY//hyfA//gpmM//vsr//yjhG//livJ//cueO//ybiI//rna//mreC//amtB//iclR//pepD//caiD//ygjR//dppB//mntS//paaK//ybjL//hybC//dgcE//ycaN//yhaJ//mdtF//yijE//hyfR//cusB//wzzB//citT//rnhB//speF//rnt//tldD//yieL//ynbC//recD//ompC//mpaA//dusB//hcaD//fimB//matP//lysU//rutG//mazG//ascB//xanQ//yjhI//pyrG//yjeI//yiaO//yifB//phoU//wecA//ybdM//yejE//ftsY//bioD2//fabB//glxK//hxpA//rimI//ydfD//tktB//rpmE//gcvA//rhtA//yqiH//hupB//gabT//trpB//dmsC//pck//lptG//queE//mgtA//rna//mdtQ//minE//deoC//acrA//bcsQ//arnD//frlR//tolB//frsA//yhbS//modC//recA//rho//trmO//yahK//ymjB//gutM//yihO//bioA//tehB//yieL//cydC//clpA//yoeB//yjiR//glcE//chbR//sucA//tehA//bcp//mdtN//ybdG//yijE//mqsR//yfcV//xylG//ygcW//fliZ//nrdA//proC//ybjD//talB//sdaA//dosP//ybaM//pgaD//plsX//prlC//mdtE//ygjR//dacD//uxuB//kdpB//csrD//rplL//dapF//amiD//ybgI//sad//insH-6//zapA//yqhD//dnaQ//yqjH//era//ruvC//abgT//elfA//yeeY//sbp//dtd//cynX//
