#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	moaA//glgC//uhpC//rmuC//
GO_0042838_6	sfmF//yjjQ//phnC//queG//
GO_0042839_7	yfdK//wrbA//dcuC//mutM//nusA//abgB//
GO_0042840_7	norR//selD//tatB//ybdG//degQ//yhdZ//
GO_0042843_7	bfr//mraZ//
GO_0042844_7	wzb//
GO_0042846_8	prpD//
GO_0042851_8	mdtB//ftsA//wecC//corA//
GO_0042852_9	gcd//nrdG//hybG//
GO_0042853_9	cysS//
GO_0042866_8	paaG//ahr//lsrR//torI//dmlR//rnpA//acrD//fhlA//flgA//tusA//malZ//ghoT//msrP//glnD//ftnA//ssuC//yebC//bolA//
GO_0042867_8	asd//
GO_0042873_7	oxyR//eptB//mlc//nlpA//iscR//rnhB//hsdR//
GO_0042882_10	lgoR//dam//pgpC//
GO_0042883_7	sodA//csdE//rmf//ydeT//hscC//ptsH//yahF//waaC//
GO_0042884_7	xthA//rffC//rcsC//yhhZ//nadK//lexA//eutD//
GO_0042885_8	deoD//
GO_0042886_6	lptE//hybE//rsmB//yebZ//ampH//sutR//ydfH//casE//yahO//selD//argR//xerC//ygjR//accA//tktB//ndh//pinR//rpsA//nikC//rhaM//lldR//cmoA//adeP//ftp//miaB//trpB//tsr//murC//panF//htrE//fumC//fadB//yghB//rlmB//yehX//yebC//uvrD//yajD//phnL//lolE//satP//iap//iscX//atpE//intZ//ybjC//manY//araH//gltL//ampE//yhbQ//rhsD//ymjB//yhbQ//yciT//bglH//yedL//yhjR//elaB//hcaD//ivbL//sucC//alsC//chaA//livG//yfdS//flgH//cyaA//pstB//frlR//csgA//rraB//metL//essD//ygcO//ydiB//oxc//yneE//higB//ynjD//mtlR//yeiG//pspA//nadE//dgoD//shoB//yeeJ//rsmE//
GO_0042891_6	ychF//lysR//uhpT//sutR//ygfA//ygcW//dicB//tyrA//torZ//glnL//ygbI//rpsQ//gsiB//patA//fau//yjiR//wzzE//hycA//mtgA//brnQ//yjbH//hycA//rpe//basR//prfC//wzzB//yqiI//fecB//rluC//waaP//menH//bioD2//
GO_0042906_8	bolA//nupX//bssR//hdeD//
GO_0042908_5	tktA//ydhQ//gltB//bdcR//uxuA//ibaG//gfcE//hemG//crfC//pgaD//rep//recT//ygbN//ybfA//nrfG//cheA//
GO_0042914_8	flgE//dnaQ//
GO_0042918_6	recC//yiaO//ycgR//kdpA//phnJ//
GO_0042919_6	cheB//
GO_0042920_6	znuC//
GO_0042928_7	flgD//
GO_0042930_7	rpsM//purA//treB//ilvB//appC//hrsA//dnaK//icd//
GO_0042938_8	purL//accD//cspE//yoeB//gntT//fliS//ruvA//gntK//moaC//yibF//exuT//nrfC//lpxK//nagA//yidD//
GO_0042939_8	ygeX//ccmG//ykgO//rpsS//sdaC//mnmC//hisD//leuO//yfeX//sgcX//
GO_0042940_7	cfa//yhbS//ykfM//moaA//bamE//
GO_0042941_8	hcaF//
GO_0042942_6	iscA//hsrA//
GO_0042953_6	dppF//setA//ileS//
GO_0042956_8	yidK//dsbG//gabT//lsrD//ycfS//
GO_0042968_8	truC//ubiG//rffM//
GO_0042981_7	ydiV//
GO_0043038_5	glpF//tamB//folP//malS//ascB//nikD//elyC//spoT//ubiH//gabP//hemD//eutA//yehB//hisG//dsdX//dinB//elfD//mdoD//gmd//yfaV//ydiO//amiA//ssuA//atoB//bioB//galR//
GO_0043039_6	yeeO//frsA//murE//tcyJ//mrcB//yoaA//zraR//proP//yafQ//torY//ybdH//yjjX//flhE//mtnN//flgJ//guaC//eptA//malI//tsf//cho//grcA//argF//yehU//menI//sfmH//
GO_0043041_6	dppF//
GO_0043043_6	ortT//lsrC//dpiA//prpB//yceK//radD//yafQ//yhgH//argT//yraK//cysS//rplX//csgD//kduI//tyrB//mdtQ//yhcN//ydgA//dsbD//kdpA//bamE//nanE//rcsA//argO//cysC//iscX//coaE//ybdH//fhuD//mreD//yhbO//cspI//glpD//mmuP//lsrB//bdcR//ytfR//ftsA//ynfH//glnH//tig//yfgJ//pdeR//ycgB//narK//ycjR//mgsA//frdD//cheY//rstB//yhjB//polB//yagG//dgt//menA//nrdR//glpR//symE//pepD//plsX//yjhC//
GO_0043067_6	sdhB//
GO_0043085_5	uhpB//ybiX//yjjB//ydcZ//yafO//ydcR//mdtB//ygaZ//hflC//yoaB//phoB//xanQ//hycH//thiD//aaeA//pdeL//mltG//focA//hrsA//waaF//mrdA//rplQ//livH//
GO_0043086_5	rseB//ribC//bioP//sspA//vsr//rutG//eutR//yjbG//sgrT//dnaC//prpD//ecpR//speB//pyrL//dcuD//frsA//aqpZ//narV//waaS//napD//rssB//recJ//pppA//yhdW//yqaB//dpiA//
GO_0043087_6	chpB//mcrB//ggt//yddL//
GO_0043090_7	astC//rbsR//sdaA//fhuD//rpmA//rcnB//dppA//dnaT//era//yagJ//
GO_0043093_3	ymgA//mcrA//lsrG//elaA//rlmN//murI//ubiH//mltG//ycdX//dgcQ//dapA//zipA//potD//apaH//argA//qseB//nlpI//
GO_0043094_4	waaO//yciE//rsgA//argI//rnlB//abpB//ftsE//hslR//flgJ//dcuR//cueO//tsaD//tpx//citG//yjtD//dgcE//fabR//pbpG//fabD//aidB//torI//pncB//
GO_0043096_6	aceA//dicB//tcyP//
GO_0043097_6	ydiZ//manY//sixA//rimM//
GO_0043099_7	dsbA//
GO_0043100_6	yidQ//
GO_0043101_5	yahO//pckA//rbfA//yhdZ//
GO_0043102_5	yhcN//mprA//queF//iraM//
GO_0043103_7	lpp//
GO_0043111_7	recG//
GO_0043137_6	hisM//mhpA//
GO_0043150_8	hcaB//
GO_0043157_6	pstC//
GO_0043164_6	panD//phnH//potD//cyoC//rpsG//thrL//nuoN//xseB//
GO_0043165_6	moeB//umpG//ynfL//hda//umpG//groS//cbrC//yihV//bamC//betT//
GO_0043170_4	fdnG//mutT//ptsH//syd//ppk//bcr//yddM//narL//bioD//adeP//speA//nuoN//sodC//ptsG//feoA//yggP//wza//dnaJ//chbC//ebgA//eptC//bfr//nhaA//nuoM//lptE//aroG//glmM//yjtD//dicC//osmY//yggF//atpD//ttdA//ybdO//iscR//rplI//gcd//dkgB//recX//accC//vsr//mreC//rpiA//ykgF//ygjR//lrhA//tolB//ptsH//ompN//ypjD//dtd//rpsK//ybiI//ypdA//hdeB//flgD//bglH//yefM//aroL//umuD//mazG//ybjI//ddlA//rho//elfA//rbsC//mepA//aceB//ygeX//rfbD//modA//gntP//yihT//etk//mraZ//frvB//polB//nrdD//ldrD//ispF//mlc//menF//ssuC//dnaB//oppD//ccmH//phnM//ddpA//uhpB//frvB//cynX//gluQ//hisG//idnT//dsbC//tatC//hyaB//hsdM//gmk//hxpA//mmuM//ydjE//yhjG//mhpD//rlmI//fepG//caiE//xylR//srlA//mscL//tdh//opgB//rfaH//hypT//cas3//ybcL//ygcW//mglC//argK//yajD//nanS//speD//mdh//yefM//ycdX//yihO//aroE//sbp//yaaU//hisS//nuoG//hcp//rlpA//yfgO//katE//deaD//sgbE//csgE//ynfL//lldD//malX//kilR//queD//thrS//ydfG//mtfA//narW//nrfF//uspF//mdfA//yjjU//wza//yciG//nikE//glcB//proC//bhsA//allS//nlpD//fepC//hcaE//etk//xseA//yajQ//gshA//ompN//rpsT//ubiA//wza//ldtD//gntP//serB//puuP//atoS//araG//flhE//sodB//casC//folM//feaR//ribD//ybjN//agaV//tktB//yqhD//paaF//emrY//crp//sdhD//valS//pepA//yfaX//ghxP//gltS//rpnA//lapA//hemE//cstA//holB//cydD//yefM//rluE//nuoN//oppD//hcaF//fryC//sspA//waaJ//ydbD//yedA//nlpD//alaE//bioH//rluF//minD//basR//hisB//pfkA//amyA//hisP//paaH//dnaQ//ygbN//pinE//nanE//puuC//rfaQ//ytfP//pheM//znuA//yhbY//cbrC//cheB//ascB//fucK//tsf//yjaA//hscA//gnsB//cysH//hprS//tcyL//ybgP//potE//radA//hypC//sdhB//prmB//agp//nrfC//yiaF//bamD//era//mltD//trpS//rluB//cbl//xanQ//zntR//rcsA//tonB//hslJ//sgbU//ybhR//cyoA//nikA//ravA//greA//hha//hrsA//aer//ybcJ//mlaC//gntK//rof//grcA//xylF//fliT//rnlB//ilvN//edd//djlC//ycjY//ulaG//rutC//hda//fryB//eco//cusA//ydcT//dsbD//dhaR//yiaF//wzb//sbmC//ldtA//yjbG//potA//yagE//yddG//yphF//xylG//fabG//yijE//rsmG//yciV//gltI//envZ//mdoG//sspA//dmsB//ybaL//cobB//fadB//kefF//flgB//relA//ung//nikA//waaF//hfq//apaH//fruA//yfcP//tap//intZ//lgoD//gatC//aslB//hisD//thiM//ybdN//mglC//mltG//mobA//yiaU//dsdC//clpS//livM//pgrR//ppiA//cysW//sfsA//yidD//chbR//dgoA//lpcA//pstS//fliM//etp//yjhB//gshB//rpsB//gntU//yfdO//hscA//cysA//mzrA//yhdJ//mdtF//mtn//flgK//pabC//yjaA//hyfR//yidZ//dsbG//dsbB//feaB//fabZ//suhB//priC//tsaC//ridA//dapB//yiiD//zapE//gcl//fieF//rlmM//cusC//ccmH//narI//qorA//fnr//smpB//fre//acs//ibaG//glcA//mscS//tatD//nrfB//mcrA//ttdA//nupG//acnB//cvrA//eamA//phnJ//ybcJ//cysP//basR//ilvI//alaE//lolD//cbl//rutG//wecB//ubiF//moaC//cusB//dps//gpmM//uhpB//rplP//rzoR//modB//glnA//ghoS//glnE//nrdI//gcvH//plsX//argG//glyS//mraZ//birA//yeeL//rpmE//yejE//gspI//mglC//lgoT//selA//mglC//kgtP//acrD//tmk//bglA//yagJ//ptsI//uhpA//appY//hisQ//nuoG//relB//amtB//pntA//rpsK//yphF//dapB//elaD//sspA//tcyL//yhcD//yfcU//rihC//dinG//rplI//pdeH//viaA//cas3//ldtA//prmC//degS//dusB//allC//tatB//hyfR//entC//gadE//hcp//dmlA//dinJ//cspG//thiG//thrB//sspA//yrbG//rutR//mdoG//dmlR//msrP//phr//yobF//yggD//dtpC//yqgF//tyrR//fruB//fadR//gntK//hipB//wzzE//malF//sapC//yajQ//rplB//ybjD//yjiA//rsmD//rutG//rfaD//yfdR//pyrD//bamE//phnL//atoB//tyrB//fryA//tusE//ykgO//yggN//purA//paaZ//thrS//motA//mazF//purU//ogt//rsmA//yeaD//potH//gltS//rutB//ymdB//rlmM//ppc//clpX//ybdR//higB//yagF//zupT//nuoG//dppB//hemG//cmoB//asnA//glsB//gcvR//yadM//mngB//pheP//fdoI//lysC//nanS//maoP//cmoM//trmO//ychF//sufC//ldrB//recF//yidC//codB//recC//ynfK//ppx//pdeF//rpmJ//uxaB//nudG//fbaA//trkH//tdcR//ispF//casC//nrfD//yhcH//yebS//hslU//rnpA//malP//ibsD//qseB//ppc//dhaK//frlA//katE//galE//panB//sucD//yegD//hypA//asnC//yidC//bhsA//lpxD//galS//hypB//glpC//yihQ//mnmA//tyrA//acpP//nrfG//cycA//gpmM//chbG//yiaJ//yidD//gor//rfaB//yfcU//glpX//rpmF//gstB//truA//insI4//fpr//purR//adiA//yehY//argK//pfkA//bamB//argP//hsrA//prmA//nfo//fetB//tufB//frvR//zur//argF//fadL//xseB//acpT//uacT//ycbX//argO//dnaG//paaK//groL//parC//phoA//narH//pgpA//uup//psd//rpsH//yiaT//proV//ydfH//murP//tus//chiP//rodZ//sufA//rplR//srlE//ydiO//ulaE//adhP//creB//yieE//osmF//ihfA//thiP//narH//pstC//dcyD//kdpA//ybjG//ydhC//ddlB//fixA//eutB//trkA//yciF//mglA//ycfJ//csgE//ycgV//wzyE//yidH//ychH//ilvL//agaV//borD//atpF//secF//aroH//dnaE//aroA//hxpA//fes//dppF//yieK//puuD//tyrB//queC//srmB//araE//pyrE//ydiZ//thiE//comR//insK//ibsD//ycfJ//pyrC//dmlR//fhuF//mcbR//bioD2//wzzE//hda//xylE//tnaB//ybiX//torI//rpmJ//kdsD//glk//hemD//ybjL//dtpB//yhdW//lsrG//dusC//yegD//pepT//yadK//narU//rne//insI-2//wbbK//xapR//sdhC//oxc//lsrD//plaP//ycfL//idnO//rihC//purL//galT//ybdH//gpt//mmuM//arnD//preA//insB-4//iap//glpX//rsmH//hdeB//bcp//hflK//uhpT//ydeP//glsA2//elaA//yaiV//artQ//atpC//mglB//erpA//bdcA//murD//pntB//ytfT//kdpE//ygcR//yhjB//cmtA//clsA//flhA//ygjR//bacA//sapF//hdfR//yqhD//ravA//panC//lpp//sapB//hslR//arnA//aroL//yaaA//atoC//soxS//aroG//fadJ//nuoI//dapA//rpnA//hyaD//kdpF//pdeD//nupX//ssuD//ilvD//polB//metC//recQ//proC//lpoA//gldA//yihT//msrC//rbsC//csiR//glcA//dicA//csdE//rlmC//ptsP//menD//cpsG//hofO//bhsA//umpG//polB//hda//blc//prlC//fruA//hisB//ddpX//gltL//yihI//brnQ//moeB//hycH//
GO_0043171_5	murC//csgG//hipA//scpB//abgT//glcA//mtlD//nagD//hicA//
GO_0043173_5	rfaB//galM//feoA//radD//glpT//rhmR//truC//proB//
GO_0043174_5	lldR//tatB//kdpF//fhuD//abpA//yhcN//
GO_0043200_5	epmC//fucA//csgD//ppiC//ccmF//cynT//trxC//moaC//
GO_0043201_6	ltaE//
GO_0043207_4	ilvA//yobF//dcuR//csgF//ftsE//fimB//betA//uvrB//menD//mepM//malE//yagF//astB//yagF//
GO_0043213_7	katE//agaS//tcyP//murJ//rclA//yidH//rhlE//rplY//
GO_0043242_7	sbmC//yphB//gpr//
GO_0043243_7	bolA//
GO_0043244_6	cysZ//casA//frwC//ybhP//msrA//ynbB//hicB//livM//mak//lipA//tolR//mdtP//lacI//panE//rzpD//torA//crfC//pnp//wzzB//marA//
GO_0043254_5	kdsB//ulaF//iap//ibpA//yahD//ycjU//folD//rclR//gltX//mglB//phoP//pgaC//gloB//menI//focA//cysD//rfaE//trpR//paaH//alkA//yfiF//prfB//waaY//iscU//dsbB//
GO_0043255_6	abpB//yqhD//ygfZ//
GO_0043269_6	trkA//hicA//garR//trmH//ybdM//narP//yneJ//
GO_0043270_6	lpoB//sutR//
GO_0043271_6	glsA1//
GO_0043335_3	lepB//mscS//yqhD//mgsA//
GO_0043392_6	sufS//
GO_0043393_5	ydjL//
GO_0043412_5	ygfI//mcbA//rnlB//atpF//ftsN//yhfK//pdxK//pyrH//fabI//hemB//trmO//zur//yicJ//gpp//ttcA//pbpC//phnL//rutB//tmcA//dcyD//fetA//cysB//manZ//dkgA//hflK//ydfH//accC//nrdG//dsbC//yeeA//ltaE//ybdG//rsmI//hipA//flgM//mdh//yfeX//sgrT//fdnH//tatD//fixC//alaC//cyaA//tdcR//ribA//fiu//ilvB//hemL//bacA//xdhB//rhlB//mscL//crr//cmoA//guaC//mnmE//entC//frvA//glgS//abgB//yfiF//prpC//ybcL//gmhB//malF//ccmE//rffG//wzb//groS//sapF//intA//mlaE//nadC//mglA//ynfL//hdeA//topB//ftsH//glxK//aroK//rssB//msrP//idi//opgE//gyrA//bluR//glnQ//rfaC//rlmH//poxB//fbaA//mocA//gcvA//psuG//ydaC//yfeW//ybhS//moaB//yfeW//potE//cheB//envC//lldR//yejE//polA//hha//cysN//ybiW//matP//btuC//ribA//yghO//rpsN//hisM//rcsB//waaC//rodZ//yafS//fryB//fimI//leuO//cysQ//minC//obgE//oppA//lsrG//ggt//acrZ//phnK//rnpA//sstT//sgbE//rplP//ygbN//rffT//ruvA//pta//citX//tcyL//asd//pfkA//proC//chbF//yjhC//dapA//fixA//chpB//envR//metK//sgcA//pbpG//emrK//pspA//psd//entE//torS//rsmJ//mglB//ybjX//mlaD//ibsB//yjjV//mlaF//ybaE//sucA//afuB//pflA//livJ//flhC//brnQ//cadC//satP//fdnI//rlmH//umuC//yihL//ligB//rtcB//phnN//ycfL//rbsK//dsbG//narL//lysU//accB//dinI//tnaC//nac//uvrY//cnu//fadI//metQ//ybfA//pliG//oppA//tyrB//hha//mocA//ascG//rlmM//dpiB//ttdA//ykfM//mngR//proX//folA//yhjR//hofC//ybhD//napD//cysI//yebQ//sdhC//ebgA//fadE//yajL//npr//dcm//oppA//lpp//mltF//rseP//higA//sdiA//aroD//efeO//citE//frwB//mreB//rhaD//mdtC//yjhP//
GO_0043413_4	csgF//
GO_0043414_4	ybdZ//trxA//prfB//menH//fimH//nac//murQ//yqhD//hemA//acpT//hupA//sufB//acpH//dkgB//rpsN//xylR//potC//ygaV//rho//pdxY//solA//envY//valS//hypE//ralR//recA//flhA//gapA//yciG//artQ//ymdB//casD//envY//yagI//nagC//puuC//flgB//sstT//pinR//melB//otsB//entE//ghoT//yjbG//moaA//ydhQ//livF//znuB//ftsE//fruA//puuD//dtpA//
GO_0043433_5	gph//hisF//mscS//yehD//aroE//yfaV//
GO_0043436_5	feoA//fumC//cpdB//tdcE//murP//livF//alsK//rplE//cspI//pitA//cobC//gpr//obgE//nrdG//pabB//mtn//birA//hypB//trmD//glgC//trmJ//rbn//ypdB//ydjK//acrB//msbA//yidH//insK//ygfA//flgI//metE//yahK//uhpA//setA//aceF//fhuD//basS//fucA//relA//ybdZ//relB//cas3//kdgR//sapB//ftsZ//gadA//ettA//serS//evgA//yigB//ybdZ//rplM//topA//dcd//sugE//tolA//tsaB//mlaF//rimO//sdhC//ubiE//ydjH//flgE//csdA//lipB//thiH//yehY//hemD//gspJ//hiuH//trmB//entF//fiu//bssR//menI//zapE//erpA//mdtE//thiD//acrE//yihP//thiM//zwf//mdtL//yihR//lhr//rsmC//ratA//rlmD//cmk//rrrQ//sgcR//pitB//nikB//ebgR//mhpB//yciH//rplW//tehA//aroC//argB//yadI//otsB//nikD//acs//rnc//rpsN//ynfH//ybbW//ygbL//rseP//mdtJ//rplQ//yciA//yiaL//pta//fimE//thiQ//rcsA//sbmA//waaJ//galM//srlE//pckA//sohB//allR//ydjM//ydcZ//dtpB//grcA//hpt//nhaB//pntA//dhaL//galU//tyrR//ilvE//atpA//glyA//rlmF//argB//nepI//narH//yidR//ulaE//torR//holB//nhaB//nikA//gldA//dinJ//luxS//aaeB//tcyN//dhaL//pgl//rimJ//kilR//yjjQ//cpsG//ompC//ybiY//dmsC//frvB//msrB//srlR//lldR//rnt//metK//yghG//sgbH//fucA//yjeI//uraA//nagC//trkA//nupC//ebgR//mdtN//xylE//hns//opgE//gadX//nfsB//ydaC//psd//galF//mdh//yeiL//cbl//pgpC//pldB//ydiK//lysC//uhpC//fsr//pgl//kefF//deoR//xseB//ygjH//arcB//zapC//tig//rplN//moaE//pckA//putP//ybaO//dgoA//psuG//norW//lasT//rplA//yqcG//kdpA//coaE//blc//tpiA//hisC//oppC//nhaA//tatB//cusC//xanQ//fepC//lpd//add//rimJ//hflX//ulaG//alaC//ebgR//cbrC//umuD//paaD//dcyD//narY//pgaC//yjiQ//ybaO//murG//mukB//pykF//bioA//ybhA//ftsL//yneJ//aspS//dam//rzpD//csiD//pgaB//fdnI//hemN//garR//ybaQ//panZ//citT//menD//bioD2//gstA//pabB//ybeF//nusA//deoC//yhjD//rplW//minD//kduD//lldR//atpA//yfjV//mntR//yggE//pgpA//ydeE//pinE//ypdF//ssuA//rlmB//rhtC//pyrF//prs//fabD//wcaC//mglC//degS//yoaB//dgcE//elaA//lpxL//cho//trpD//citX//cdaR//hdfR//ubiG//eutR//mscS//borD//xdhB//gyrB//potB//narL//vsr//dauA//btuD//ydcS//btuR//rpoH//oppB//mrcB//yejB//csrD//pcnB//pheT//cysB//fadJ//lepB//ycjD//phoQ//cbeA//purU//nikE//nimT//rplO//uacT//cbpM//trg//mrcB//holA//yheT//tatB//pgm//hsdM//gatB//secY//tdcD//mppA//queA//dgoT//purU//ykfM//ibsC//yfdR//brnQ//sgbU//ybcC//tsf//rpoA//ugd//agaI//rnd//purF//bamE//yafQ//mug//rpmG//sbp//ybcL//ycbV//rsgA//betT//nlpD//npr//murE//lpxT//hybA//selD//yidL//rsmB//setB//ybiH//yahN//speA//yfbR//yeaG//pyrL//gltX//yoeB//gatA//ribD//fabI//glpD//ilvB//macB//nrfD//acrR//ebgA//queA//ydfD//arcB//motA//yrbG//setB//yghU//sdhE//nudG//recQ//deaD//rmf//ycjY//fbaA//ygjR//frc//yeeL//yajO//ghxP//hcp//fimF//nagC//ygeV//frwC//rppH//hcaE//gshA//yahO//fimH//mraY//ilvI//hsdM//mhpA//ppsR//arnE//mhpB//gspE//cydD//hemB//ldcC//yfjV//htpG//hokB//bamA//rpsB//guaC//ybjI//folX//arfB//zur//hisF//cynS//nuoN//recC//hofC//nrdB//yfhH//ybcL//
GO_0043438_6	paaC//
GO_0043442_6	eno//
GO_0043455_5	ubiJ//sufS//rlmD//uxaA//
GO_0043456_6	gpmA//
GO_0043462_6	ftsY//gudX//nlpI//lacI//tynA//sdaC//
GO_0043467_6	rbsA//rtcR//
GO_0043470_6	pstB//pykF//ptrA//ppsA//
GO_0043471_6	greB//cmtB//fumC//
GO_0043484_7	rimI//
GO_0043487_4	ansB//rmuC//ubiJ//mltC//btuC//opgE//
GO_0043488_5	tus//ybgP//fabA//smpB//pdeD//
GO_0043489_5	yeeO//
GO_0043543_7	cmtA//glrR//murF//yiaJ//kbaY//araH//gntP//dicA//carA//gadW//recC//psd//ydcI//
GO_0043545_5	yjcO//acnB//bioD1//proS//rutC//oppA//yebZ//ybjL//ggt//fadK//intE//
GO_0043547_7	aroL//glyS//rcsD//
GO_0043549_6	ileS//csgD//
GO_0043555_5	dacD//nrfA//
GO_0043562_6	rplR//yobF//
GO_0043570_6	pheA//talB//hyfA//
GO_0043571_7	thiM//narG//malF//
GO_0043603_5	mhpT//ypdA//glgS//rbsD//ybaO//ybcQ//ynbD//fdhE//ybdH//cra//nikA//ttcA//araC//zapA//ais//yjjI//srlA//rlmB//epmC//napB//rng//uxuA//gloC//trpR//hinT//mutY//hypT//mngR//allS//mazG//purU//flgF//bioP//hfq//aqpZ//ygeW//fabD//yeeL//insA-1//rhtC//rpsJ//pyrG//mhpR//dmlA//agaW//yeaK//rffC//rhsD//fliT//yhaM//yqeF//uxuA//truD//yfeD//argO//pspD//kch//yihU//tnaB//tyrB//alpA//pcm//rbfA//plsB//cdsA//trmO//uspB//gloA//arnD//ycgB//rfe//allS//yghU//livK//frmR//araE//pinQ//mglB//melA//ydjJ//nrdD//rhtC//gcl//dgcE//cbl//frlR//elfC//rlmE//ybiJ//rplM//roxA//rlmL//sodC//wcaJ//nadA//ibaG//yjbE//nemA//ppiD//aaeR//gntT//gfcE//rhaS//argK//kdgK//bdm//eutN//nikC//flgF//setB//sodA//dcp//trmD//skp//proA//gudD//rplJ//waaC//rarD//yggN//ydjK//fryA//hscA//topB//borD//rspB//lit//
GO_0043604_6	yafQ//pgsA//trxA//mipA//sdhE//mnmC//tpiA//mak//rayT//waaO//cysD//recD//pgi//guaA//phnG//fdoH//lgt//intQ//argR//zapE//ytfQ//fabB//yeaV//talB//phnP//ldtE//ubiC//nirD//alpA//yhbS//htpG//ompA//fnr//yjhP//folM//kbp//fimG//birA//topAI//ssuA//yfeD//rpsS//ykfM//coaA//arsB//wzb//ydiF//lacI//glxR//gudX//rpsI//fdnI//lacY//rbsB//yphC//yfcG//rsmG//ygeA//mdlB//fucP//dgcF//hsrA//wzzE//eptA//potA//hpf//manA//yejE//rpsK//secD//cynX//yfcR//yjiX//rraB//pyrC//dctA//hyaB//nuoL//fkpB//lptC//ycfS//elfD//lysA//waaG//gnd//insE-1//waaQ//trmI//entS//entC//lolE//rsmJ//ypdI//thiP//artI//chbB//rsmJ//yehW//yibT//
GO_0043605_6	ftsW//ftsI//sucD//rplB//yccX//
GO_0043610_4	fsr//
GO_0043624_6	uspC//yfhM//miaB//frvB//dbpA//mazG//rraA//
GO_0043628_9	yghO//kefF//udk//
GO_0043631_7	dnaG//ycjR//
GO_0043647_5	sdaC//prmC//
GO_0043648_7	yrbG//gltI//hslR//lacY//mtlD//pdxH//rdgB//cbrA//clsC//rcnB//yddL//glgS//acnB//kdpE//preA//alkA//lspA//dgkA//ahpC//prmC//trpE//aaeR//yegS//eutN//gloB//yihS//yfgO//paaH//nrdD//holA//phoB//yqeF//mioC//rplQ//moaE//oppD//rluA//flgI//astB//rpsM//tatA//prpD//mcbR//bioB//rpsT//tus//fecD//flgM//glcC//alaE//pepQ//kbaY//arcB//yfeW//otsA//ubiH//ligB//dcuB//dicA//nlpA//yeeA//holE//helD//rpmJ//msrA//wzb//fnr//cheZ//gpmA//lapA//ispG//rsuA//intE//ubiI//
GO_0043649_7	sstT//ybiI//cyoA//ybcM//flhE//nrdG//deoA//rcsF//cheB//gadX//exuT//
GO_0043650_7	nanE//rpiA//ydfK//rhaM//fdnI//marA//gmk//elfA//cof//otsA//phnJ//nagA//dsdX//ttdA//ydhC//fabG//ssuA//tauD//ycjW//hybG//aroH//aroG//yidZ//iclR//ldrD//glvC//insB-2//
GO_0043686_7	btuF//
GO_0043687_7	nagK//tehB//rapA//rfaC//leuB//ssuA//menB//
GO_0043708_5	gor//mdlA//galM//yphB//atpE//ushA//lsrC//ydeT//prmC//yafO//lptF//tcyN//gntP//tktB//purU//
GO_0043709_6	dpiA//tktB//nrdB//potC//lpxD//rluA//ansB//mscM//ppiC//
GO_0043711_5	rsmD//paaK//cusF//cmoM//hxpA//clsB//yciE//yghW//frlC//asr//pgsA//qorA//malY//gsiB//bolA//yhaJ//uxaC//kbp//ccmG//yehP//crr//
GO_0043900_4	rpmJ//yjcO//fhuB//moaC//fixA//ycdX//rpoH//elfG//ftnB//hicB//rpnB//glpT//putA//
GO_0043901_5	ybfA//pyrD//yeeJ//mdoG//
GO_0043902_5	zitB//cysM//
GO_0043933_4	yhgH//flgF//yfeR//pflC//gnsB//yihQ//ygfZ//dgcZ//rssB//yjeH//kduI//tesB//frwB//dmsA//paaZ//betT//hisC//lptG//pepQ//treR//relE//fimI//fabB//tar//rpmB//nrdF//nanA//rsmC//treR//soxR//basS//ampG//leuS//aspA//cydA//hyaC//aspS//basS//lpd//dctR//sgcA//cobT//guaB//pncB//yhjD//fdoI//sdiA//yfjR//ldrA//coaE//fabG//allR//aidB//menA//trmI//hscA//yhjD//focA//leuO//atpC//polB//modB//valS//purR//acrE//yidK//dnaE//smrA//bglX//murP//mscS//lolA//gntT//fecD//yafO//atoC//yidZ//msrB//yjhG//yfjR//fhuB//tktB//yhfS//deoA//rpiR//cbeA//rmuC//ttdB//emrD//hinT//fic//lptA//pppA//xylF//cheY//ybjG//nhaA//srkA//mpaA//rhaA//
GO_0043952_7	flgC//mcrA//queE//glpB//argB//
GO_0043953_7	gltP//argE//mfd//ytfE//
GO_0044003_5	lepB//nanR//hemH//dxs//
GO_0044004_6	ptsG//melB//nanC//yjbF//
GO_0044010_5	bfr//ddlA//xylE//ribE//yddL//lplT//nudC//ycgR//mnmA//fimB//sgcR//mzrA//flgK//intE//iscS//zitB//mntH//bamA//rfbB//glnL//raiA//phnJ//yehA//map//ccmC//kdsD//coaD//aas//yghW//dctR//
GO_0044011_4	hexR//yihI//ybjI//rsmE//yqaA//dld//tdcB//mhpA//
GO_0044036_5	tktB//citT//tag//livK//purB//fumB//yiaM//dld//rph//dacD//potB//ggt//ybdO//fetB//putA//hyi//abgA//fmt//yjbH//hemL//ndk//viaA//tbpA//artI//hcaB//ampG//ydeO//actP//bglB//cytR//waaO//murC//sgcC//yccA//talB//rarA//lepB//dinJ//hflK//bolA//fimI//rep//fimI//yraN//ogrK//cpdB//accD//
