#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	mdtF//fkpA//hyaB//sufC//
GO_0030243_8	amiB//rsmJ//zapD//
GO_0030244_9	recX//paoC//pdeD//
GO_0030258_5	glpD//btuB//proS//ulaR//frlR//katG//mglC//guaB//ribC//ptsG//afuC//rdgB//murG//glsA1//fucP//rsmG//rnhA//yihT//mug//ydcM//casB//exbB//ogrK//agaA//
GO_0030260_7	qseC//mukB//hybE//mhpR//yodD//yoeE//phnP//rbsD//
GO_0030261_8	eutN//
GO_0030307_6	dcm//
GO_0030308_6	luxS//hdeA//rzoD//ftnB//tolQ//
GO_0030320_7	gloA//
GO_0030388_5	yhaO//narW//coaE//
GO_0030389_6	ygbL//
GO_0030392_7	ynhF//
GO_0030393_5	ppiC//
GO_0030488_6	cpdB//gpmM//fabI//dxs//deoC//ydiV//hyi//rpsD//nikB//tusC//feaB//slyD//galU//yfiE//recO//htrE//
GO_0030490_10	napB//lon//fhuD//pgpB//gcl//
GO_0030497_7	zipA//hycH//
GO_0030522_4	dppF//
GO_0030541_4	gadW//yidP//
GO_0030573_6	puuP//
GO_0030632_8	arsC//sdhA//rbsB//ulaG//
GO_0030641_8	eptA//yagJ//symE//yidQ//tonB//ybiY//chbG//lptG//accA//malQ//
GO_0030643_8	tdcG//
GO_0030808_7	gcvA//
GO_0030809_8	pepN//
GO_0030920_9	sgbU//
GO_0030961_9	ruvA//
GO_0030978_7	ppiC//shiA//nrdI//
GO_0030980_7	arnB//gadB//rppH//
GO_0031106_7	narQ//
GO_0031118_8	yfcA//yegV//rimM//manX//hybB//carA//eptA//
GO_0031119_8	rcnR//ldtB//ynfK//phnP//rna//cysC//
GO_0031123_8	malF//umpH//xisR//citG//prfA//
GO_0031124_9	pgm//truB//
GO_0031125_10	dcuD//
GO_0031162_5	bamB//fucK//
GO_0031163_5	fetB//aer//proV//glmS//ydiP//yceO//sdhA//potC//waaZ//ispA//frc//lsrK//yneE//yagU//alkB//nrdR//ymjB//mdtJ//
GO_0031167_6	sbcC//rplB//deoR//ldrB//dsdA//cra//intS//yjbG//nanC//rzoD//pinE//paaD//sbcB//dinG//ptsI//gapA//phoB//rcnB//selA//nanK//dnaA//tktB//sseA//ybbN//
GO_0031279_5	cmtA//
GO_0031280_6	rpsH//
GO_0031297_7	ftsY//ytfQ//
GO_0031323_5	rraA//dmsC//hisI//livF//serC//kefG//yhjD//mhpR//clsC//yeaG//lptF//bdcA//gapA//holA//rpnB//azoR//ybaE//garK//glnB//dinB//fdoH//gyrA//tktB//wecE//tnaA//mtr//ridA//ldrD//cpxP//shoB//srmB//sufA//zitB//ghoT//secE//der//yfcG//folA//focA//exbB//hcaT//oppC//nanA//nanR//yajO//mutT//kefG//tusB//rluA//eptB//glmU//uup//ybbW//rlpA//ribC//rihA//acnB//ttdA//garK//udk//waaZ//rpsG//appY//gcd//yhcF//ahr//rpnC//sbcB//holB//rplD//yraN//edd//ycfH//sapF//ftsL//dhaM//wcaC//arnF//aroB//hofN//ydeM//ynhG//ghoT//dacB//nrdG//hicB//holC//yeeJ//mntR//lgt//ypdC//surA//ydfG//rimO//yfgO//hofM//ybbY//fixB//yfeX//tatD//ybfE//yggP//yfeW//rpsK//yohD//codA//sgcB//gadW//ilvD//cysK//yagJ//sixA//tsx//murE//yfeR//alkA//livK//ygbN//ycdY//apaH//oxyR//yeaE//dsdX//ydhQ//fre//srlD//hcaD//mdfA//ompN//ydfH//mtn//yajR//yehB//rpsN//metB//tag//frlC//panF//tyrB//yjhH//dgoK//rpmA//cyaY//metE//hybC//csgE//pheT//nuoI//dmsA//malE//gltL//leuD//astB//ydeT//dhaK//hyi//mutS//xthA//livG//rpsJ//aspC//chaC//lacY//fliL//dgcF//ortT//bluR//fhuD//gshB//gsiD//ais//yieL//rpsB//yajR//yddA//alaA//exuR//luxS//dinB//eamA//yjaZ//malS//rplR//relE//yiaB//hyfR//rapA//torR//ghxQ//cysW//argF//glcF//thrL//rpnD//citX//ushA//yjjV//entH//tsaB//prmC//pck//barA//dgt//rlmE//yeeY//ptsH//minD//gatZ//yfjV//hinT//yejA//corA//dctR//cusA//azoR//rplI//leuE//eptB//tatC//elfC//yidK//otsA//epmC//yicJ//yjiY//fucP//cysG//ccmG//agaC//rluF//cysH//rsfS//thiI//msrB//speD//nfi//ybcM//yhgF//nagB//ompW//hrsA//recX//yphD//speG//rpnB//pdeH//kdsB//ycbV//essD//mnmC//rcsF//mhpB//serS//groS//mngB//paaE//yhjX//hofN//elbB//thrB//yiaT//clcA//mliC//ghrB//dnaG//trpC//yagI//kefC//sgrR//nadK//zraS//ydbD//yahK//serC//tauB//nirC//envZ//gpt//mtn//gsiD//rpmH//cmtA//rhtC//prmB//bacA//hicA//bisC//metE//evgS//menD//tmcA//flgF//galM//rtcB//carA//mobA//fruK//idi//mngR//talB//prs//aldB//manZ//malG//wecB//yfjR//carA//yebZ//mtn//dinB//yhcN//yagU//rpsI//yfeD//yhfK//yiaM//yieK//ydcR//bepA//mdtP//yejB//livG//torD//mzrA//pliG//carB//yjiQ//yqaB//frsA//fmt//yobA//ugpA//xseB//rhlB//ldrB//lapB//cysC//dnaQ//cydB//rihC//pspC//recA//frdB//fsr//patA//
GO_0031324_6	ffh//torI//hemB//symE//chbR//cyoB//gntK//msrC//bioD2//gatY//rcsF//alaA//prpR//garD//pdhR//dnaN//hscB//bioB//rutC//ybcM//appA//yjhP//caiB//yeeL//trpL//ftsZ//rfaC//macA//rutB//sapF//intA//purD//purR//yiiD//lrhA//dsdC//ycjY//lrhA//lpxC//mreB//tauA//folD//fliG//nudC//appA//nrfB//ydhQ//blc//yheT//uvrY//ymfA//lnt//panC//cspG//argA//pgaB//menC//yneJ//dmsA//pheA//thrC//yfbU//cho//rpiR//galK//speG//rne//dapF//glnS//pgpB//gcvP//eutN//pnp//ccmF//ibpA//paaK//hcaF//yjiR//yeaD//rpoS//ygjR//appY//murG//ydcI//tyrA//moeB//pspA//rsfS//poxB//insH-5//yhfS//yfbR//wbbK//tufA//sufC//artQ//rapZ//mngB//ssuE//secB//acrR//rhtC//dgt//zapD//mscM//soxR//dam//lptB//ppx//rpmH//rfaF//mutY//agaA//rcsF//rutG//truC//cvrA//torR//mltC//leuC//dinB//flhE//rpsL//waaZ//folE//pta//yraH//uidR//hslR//trpB//murB//
GO_0031325_6	stpA//fadL//entE//sdhC//slt//rpmC//yjjX//agaV//puuR//cobC//yieF//opgD//agaB//yraH//manA//topAI//atoB//fdhE//hcaR//queF//acrB//degS//dcp//parC//tsr//yfcU//rcsB//ddlA//appB//msrB//ybbN//gcvR//kduD//ompF//phnM//glnQ//hycH//atpA//fklB//ackA//sdhE//nemA//dnaB//argC//rfbD//fhlA//acpT//hinT//agp//hemA//mdtD//yebQ//hrpA//leuE//rlmH//hslO//waaL//rfaQ//pdeL//trkA//bisC//rimO//serC//ccmE//psuG//pdxH//frdB//glrR//cspI//holE//nuoL//rplD//thiI//ppk//alkB//rcsB//hsdM//yeaG//ygcO//clpA//leuA//yedP//yhiM//lrhA//livK//zupT//gspJ//lptC//osmF//bcr//phoQ//
GO_0031326_6	yggT//lgoT//cbpM//argF//eptB//prfC//yieK//dgkA//nrdG//dauA//hemD//frr//ldrA//fucA//rfaD//pspG//sufD//tusD//treR//lgoR//dcuD//fis//nrdF//yedL//yjjG//gspI//uspE//ftsL//lsrA//pbpC//etp//marA//wzzB//dacD//xthA//lsrD//nth//tdh//ugpB//mraY//ldtE//yghB//nudB//glnL//gor//lgoD//pliG//rhmD//fliK//paaX//yiaU//metL//gmk//mazG//hflD//fadL//lpxP//recJ//ycaO//ygfX//yciF//ygiW//rcsD//tauB//lldD//rnb//yjiR//yidC//cynT//dapB//artP//fcl//ycfL//eptC//rplL//ribD//pyrD//dctA//rutF//prmA//puuA//nanR//ycaN//ytfT//hns//flhE//aldB//gadC//yafO//ychF//eco//yceD//yfiR//moeA//yraJ//yhdZ//tauB//menC//argC//abgR//fau//fepD//yhdJ//livK//yhaO//dpiB//nepI//srlE//groL//ycjP//tauD//fimC//uhpA//ycjW//rpnA//prmA//yihX//insF-1//rarD//livM//patZ//cbtA//lolB//pdeR//allD//mtr//cspG//yjhI//ralR//endA//yajD//argS//tsaD//ompN//argC//pldB//rclB//aes//eno//hpf//dapB//yegD//rpnB//gmk//grpE//fdnG//pphB//narX//rimM//lpcA//fumA//slt//umuC//paaA//sfsA//dsdC//lpcA//yhaO//waaL//ompT//uvrA//ynfH//fumC//yfhM//lptE//slt//groL//mppA//dedD//allD//mdtM//arcC//sapA//csgB//adiY//treR//narX//gabP//ldtC//napC//narH//recT//ybiS//cheZ//hipB//patA//ftsZ//rpnD//greA//iap//fadB//wcaC//mrr//malQ//nrdR//tsaB//glyS//pheT//pepD//tehB//dnaK//mlaB//feaR//panC//argK//dhaR//ulaC//gloC//clcA//ldrA//rcnR//emrK//hisG//yejA//xerD//yibH//pmbA//lptG//csgB//casE//serB//fimH//argI//epd//nagK//mepH//lspA//uxuR//grcA//malZ//yhiM//pgaA//comR//yheT//mcrB//intS//ydfG//yqeG//proP//fliA//symE//dppA//ycjW//gatB//asd//glpK//yiaA//tpx//mqsR//mreD//yhjC//rpsS//lptF//tatA//glvC//sbcC//yaiV//yjbB//yafQ//frwC//tadA//yahB//eno//rpe//argB//ybcM//kdgT//gsiB//gntR//ydbD//yaiW//mdtF//speA//cdd//gadX//nuoE//ykfM//yibF//suhB//yfdK//yafE//sapF//hisH//yidL//lpd//hypC//mrdB//mtlR//pphA//lysP//flgE//otsB//asnS//ftsH//ibsE//mutT//slyA//birA//rlmB//htpX//yjfP//ravA//fixA//ygiW//rarA//ftsW//minE//sfmA//xseA//yeeA//cydD//idi//hemB//
GO_0031327_7	tsaD//alaS//rutG//srlE//yqhD//cysU//dgcZ//dkgB//lasT//queD//yfjR//waaJ//ubiH//ulaB//ispU//fkpB//xanQ//katE//ada//pitB//hybA//glpG//ykgM//ygjH//cynX//ridA//yhcH//nlpE//ybdG//rbbA//waaC//yidL//ldtA//cdaR//yfaU//mprA//yihV//torD//gcvA//betI//dld//pfkA//lapA//ycjQ//yrfG//potH//osmY//leuA//lepB//trmD//fbaA//ddpA//bamC//dcp//mutL//glcD//iap//uxaA//ydaN//wecC//rpsJ//lpoA//mdtL//mntR//glxR//hemB//allD//ychH//gsiD//frsA//glcB//hipA//yjjG//agaI//queD//lpoA//pinR//galE//ygfI//leuA//mdtF//eutA//ilvC//rpmF//yobA//ushA//lgoT//frlB//fepB//rpnC//mlaD//yhdX//purR//surA//hinT//ycjY//fixB//yadK//yraN//mtr//lptA//puuA//trmA//mocA//yjjU//ispU//ugpC//yfeW//puuR//sfmF//flgA//gatC//intQ//yehC//ybgI//yhaJ//ynaE//ynaE//rpsH//pgm//gltK//
GO_0031328_7	mtn//yhjB//ygeX//yeeA//rclR//yidH//ybaO//lsrR//gpsA//kdpE//hybB//ghxQ//flgE//pabB//yahF//dppB//mdfA//ychO//insK//yhjB//nagD//gadB//wzzE//tdcB//ydcM//tyrA//fcl//thrL//entE//flgI//rseC//yjiY//mhpR//mlaE//bamD//dusB//ulaG//yhjB//ybiH//ulaA//iscS//pheS//iscA//yidC//yfdG//thrL//nfi//ldtE//fimZ//ygjH//fdx//deoC//rplJ//ygeX//ybcL//ptsP//yidH//rfbD//galS//lptD//nanE//ydhC//folE//hisP//rimJ//ynbB//yajD//dcuD//ascG//hokB//smrA//ypdI//prpD//clpA//ugpE//kdgK//entC//nagE//truB//pstA//mraZ//
GO_0031329_6	yjfF//tcyP//yedX//srlA//rfaH//rfaE//ydhK//nlpI//iap//
GO_0031330_7	yqaB//
GO_0031331_7	hypB//appY//
GO_0031333_6	nemA//rrrQ//gspI//vsr//speD//dhaK//sfmH//yijE//rsuA//gspF//
GO_0031334_6	mdtC//aqpZ//rseP//betI//ygiN//preA//oppB//focB//rlmJ//yjfF//ggt//
GO_0031341_4	glnH//
GO_0031342_5	brnQ//
GO_0031344_6	pepD//nrdE//yihS//yidL//tsaC//
GO_0031345_7	otsB//truB//
GO_0031346_7	folP//hisD//wecA//
GO_0031365_7	waaG//gatD//zntR//yfeX//yiaO//folM//narI//
GO_0031399_7	ssuE//hfq//rluB//
GO_0031400_8	def//
GO_0031401_8	yhfK//yhbS//
GO_0031437_8	yfdG//
GO_0031439_9	rplT//
GO_0031455_5	satP//rpmC//
GO_0031456_6	metQ//phnJ//
GO_0031460_7	clpB//prlF//dnaK//afuC//gudX//rbn//mzrA//zwf//dcuS//trmH//rplK//exoX//
GO_0031506_7	rpsQ//
GO_0031554_7	purT//treC//idi//greB//envY//ilvL//crl//acs//mazF//yphF//uspE//yodD//ygdG//mdtB//phnH//prc//ldtA//zitB//rseC//ycjP//
GO_0031555_8	ybdM//ilvH//rep//fecA//mdtE//lspA//
GO_0031556_9	bioA//casA//
GO_0031564_8	wzzB//qseB//wrbA//rnpA//rarD//aroL//tehB//alaC//cheZ//pstB//cof//paaZ//argK//
GO_0031589_4	ybjD//yidE//pheM//yjbB//galF//ybjN//ribD//lpxB//ybhS//ydjH//glnK//deoC//tqsA//csgB//radA//
GO_0031638_7	alaA//
GO_0031640_3	mrr//insI-1//rstB//sgbU//ldrB//
GO_0031647_4	hcaB//cpxR//rplI//pyrC//holC//fadA//greA//
GO_0031648_5	rep//
GO_0031667_5	narJ//argI//zupT//fucO//hisA//dnaA//ldhA//nusA//tbpA//aroK//nanR//mngB//kefG//yfjR//torY//cysA//insA-2//ybjI//pntB//narK//rlmC//lgoT//lptA//rcnR//rffH//yciV//gspF//yeaG//cysQ//frvR//yfcU//flgE//rimM//ydjK//agaS//atoB//mfd//prpD//ydgA//ruvA//gpr//
GO_0031668_4	mnmG//sanA//hofM//yjbH//purT//mrr//ynhF//dinG//yfaE//clpP//ybiS//yciE//ftsZ//ydfH//tusA//citX//uvrY//lysC//pepA//frwC//brnQ//yhbO//sgcR//amiB//aceB//nikE//rhaB//adhE//cobC//sgcB//murE//torI//ymgF//adeP//tilS//mak//dcuD//exuT//mdtL//yafQ//hyaD//fliK//chbB//yhaO//ampH//qorA//cysH//abgT//proB//bcp//glrK//ttdB//insH-5//
GO_0031669_5	tcyN//ydiV//rtcR//yjeI//bipA//idi//ybfE//nuoF//pyrG//argC//yggD//bioB//paoC//ygiV//yobF//hyaB//menD//argF//hslJ//alaE//nlpD//folA//ydjH//rluB//narG//yhgH//glnE//rpoA//zapE//mngA//tsaD//
GO_0031670_5	proP//rbbA//yfcQ//
GO_0032025_6	ibsB//eptC//
GO_0032026_6	yfaL//ybfE//rpsJ//
GO_0032048_8	murC//yjbH//ygeX//
GO_0032049_8	fumA//sucB//znuA//
GO_0032055_6	ibsB//
GO_0032069_6	cdaR//ybgQ//crl//insH-6//pdxB//
GO_0032074_7	rpsB//cysK//gadX//ruvA//srkA//
GO_0032091_6	csdA//
GO_0032147_9	nadK//
GO_0032150_8	ybaL//
GO_0032185_6	cyaY//
GO_0032194_8	dedD//
GO_0032196_3	mutT//cbrA//rpsH//yfcU//ybgP//flgC//tusE//atpC//pdeD//ybcQ//gluQ//yehC//dicC//
GO_0032238_6	paaK//
GO_0032259_3	rplS//rpnA//bioF//gpp//uidA//coaA//cdsA//trpS//cadA//grcA//ygfX//clcA//sfmC//hypE//yghB//yefM//fetB//grpE//trkH//sdhC//caiD//lipB//ihfB//btuC//ung//yihQ//yciK//pth//yieH//yfcP//bglJ//acpP//pntA//xylF//ftsX//fucA//pgaD//leuA//hisP//dsdA//dnaC//glmS//nlpI//nuoG//lolD//hybD//ybiX//tmk//ymgA//yegS//lptG//rseP//hprR//sgcA//gsiB//mdfA//yiiM//
GO_0032261_6	sutR//adiC//nanS//
GO_0032262_6	hpt//
GO_0032263_7	yhdX//ade//
GO_0032264_7	norR//trmA//
GO_0032265_7	hchA//
GO_0032268_6	aroK//yfeW//garK//rph//garR//lapB//yidE//yoaA//ibpA//puuE//yfdK//ydcR//yjgX//pfkB//exuT//dgt//tatD//recE//ivbL//yqiG//yhgF//yjcO//fliT//lapB//yghG//yddA//ghrB//gsiC//nadD//cysU//moeB//hofO//hscB//yqgB//yqcC//pinR//speC//mtlD//pgl//dosP//katG//yehT//yfdG//cusC//hdeD//rsmF//
GO_0032269_7	ravA//menC//emrY//ynfL//relE//rimL//uidR//zapD//hypF//ynfK//dctR//mltB//araF//gadB//yraJ//ycbV//ldtC//dnaJ//gloC//wzzE//bssR//mtnN//fhuC//entH//dgt//hemL//nrdR//yafE//
GO_0032270_7	xerC//dppF//mdtP//wcaC//flgG//eutD//fkpB//appA//tyrR//hdeD//
GO_0032271_6	thrC//patD//
GO_0032272_7	asmA//pdhR//
GO_0032297_10	rarA//yhaO//uxaC//
GO_0032298_10	curA//ligA//
GO_0032324_6	nuoH//ydeP//argD//
GO_0032328_7	citG//grxD//
GO_0032329_7	moeB//dcuD//glnD//mrdB//
GO_0032359_7	relA//kbaZ//lgoD//
GO_0032386_6	ybcC//gatB//
GO_0032392_7	rfbC//pyrH//ubiA//cmoA//rnd//rffM//rzpD//glnE//hfq//ampH//cdgI//gspI//sfsB//
GO_0032409_4	fadD//lspA//metQ//paaA//
GO_0032410_5	ribC//
GO_0032411_5	dld//rzoR//
GO_0032412_6	glpD//tdh//rpsG//dcp//
GO_0032413_6	cspE//
GO_0032414_6	yfbV//mdtP//
GO_0032445_10	murQ//rplM//mlc//blr//cueO//
GO_0032459_6	waaZ//
GO_0032462_7	yghU//
GO_0032465_6	yacG//purL//leuB//sgcC//pspA//
GO_0032466_7	rffT//aroL//
GO_0032467_7	glnS//
GO_0032506_4	yafE//dinG//atoB//gstA//pgl//folM//dppC//gutM//kdsC//ynfF//srlB//
GO_0032508_8	glpX//lptE//ygfI//yqiG//alaS//fecC//appC//yraN//frlR//slmA//coaA//manY//ais//
GO_0032535_4	rraA//glpK//pdxJ//yegD//yqgF//
GO_0032774_6	ompG//torR//fadB//dppF//kdsD//trmO//flgB//rssB//ygjR//cynX//lptD//yfjR//trkA//speF//srlE//ybhG//flgC//pstS//btuC//mutL//miaB//prs//rcsC//ytfR//prmB//ftsZ//sppA//rpsN//asnC//ybaT//slmA//infC//hyfR//ahr//yaiW//scpB//bisC//rpsS//caiB//pbpG//ung//ynhF//lldD//iraP//pgaD//dsbC//mltG//asd//nmpC//tatC//mgtA//msrP//pagP//gadC//cyoC//csgE//hupB//cbeA//yqhD//hflD//yhhY//dmsC//argH//ruvA//flhD//melR//yfiF//yraI//yfjV//ulaB//ansA//viaA//glpG//glcD//flhD//ycfJ//fadL//yeiE//yiaF//edd//feaB//fadK//rpsB//fliM//lsrC//acpT//yraI//zraS//lspA//rplI//lacI//ftsP//mnmA//speD//yciG//hscA//glnL//malK//tbpA//yahO//tolR//mdtK//abgA//yihL//tolQ//trkG//cheW//gntT//suhB//sfmH//cobC//folP//cyoE//prpR//exuT//casC//rarD//serC//rplP//yggN//cysA//ygiS//nrdD//eutB//rimL//ymgF//gcvT//yiaO//syd//
GO_0032775_6	gatB//umpG//rapA//
GO_0032776_6	lptB//
GO_0032780_7	tauB//ybaO//
GO_0032781_7	tag//entS//araB//
GO_0032784_8	ilvN//flgD//
GO_0032787_7	ybbN//nanS//livG//nrdI//mqsA//srlB//tnaA//yejF//plsC//yfiF//arnD//dps//yahO//tap//acpS//yraJ//apaH//phnN//glnL//yqcC//yafE//tgt//kdgR//ygbI//hemH//yjiQ//emrD//ybiI//sdhB//pgpC//ybaQ//ung//ilvM//ygcO//gloB//mcbR//rhlB//ccmH//rsmD//araF//yafO//glyS//glgB//recG//bfr//mltB//tus//ydcZ//flgF//sad//pppA//dppD//dadA//chiP//csgF//eco//ygiW//narL//ynbB//thrA//trpR//fadB//sdaC//opgD//ghxP//ybfE//clcA//agaD//rcnA//wcaC//secB//pdhR//wza//yjiM//hupA//gpmA//fecA//cspE//degP//ulaR//nuoL//lpcA//nrfE//fhuC//clsB//sfmH//yneL//nanK//phoE//nanE//trpR//nrfD//glpF//sufB//modA//ompR//lepB//tufB//accD//frsA//mrcB//flgD//rcsF//pepB//lgoD//puuC//yohC//ulaA//pykF//xylR//phoA//ptsG//menA//folE//mnaT//cobU//phnC//phoA//puuD//yggE//uvrD//ade//ydcR//intZ//nfsB//atpC//ycjY//emrE//endA//cusR//yahF//ubiE//minC//ugpE//nagA//ytfT//talB//exbB//panB//tsaB//narX//puuP//ridA//nrfD//yagF//yehX//sxy//xylH//yjjQ//narL//ycdX//phoQ//dctA//ilvL//cbl//cadB//thiQ//uvrD//ygdG//msbA//tilS//yraJ//ydaN//cusA//yigB//cobU//ggt//tcyJ//potH//rpsE//csdE//ybiI//hha//ydcR//yaaU//psd//rnd//dacA//phoR//recN//yfhM//nsrR//yjfP//ygeR//lolE//focA//nanT//fabR//yjbG//roxA//menD//tatB//yehC//csgA//pgaB//aceK//dcuR//rcnB//mnmE//mppA//serB//sulA//yggF//
GO_0032790_6	mpaA//nudB//
GO_0032879_4	yqiI//fucP//yadC//rspB//glnE//yoeB//ftsW//tyrA//sapA//psuT//fur//tdk//nrfD//cycA//pflA//rpoS//osmC//yehW//intE//yhhT//gyrB//hrpA//cpxR//nrdG//pdxK//btuE//yifB//insH-6//
GO_0032880_5	clcB//thrS//hslV//
GO_0032881_6	ygeA//yehU//ushA//sfmA//
GO_0032885_7	kch//argT//murE//
GO_0032940_3	rutC//ribC//ppiC//dcd//higB//rstB//wcaC//
GO_0032950_7	pcnB//
GO_0032951_8	cysI//
GO_0032954_7	ydcM//infB//dinD//
GO_0032955_6	pitB//flhA//tusC//
GO_0032973_7	sbmA//dgcM//lysO//hycI//ghxP//
GO_0032978_7	rutC//yaiP//csdA//pstB//
GO_0032984_5	trpS//paaE//proV//fepG//yieL//aspC//yrdA//ycjQ//ydcS//
GO_0032988_6	yihI//opgE//
GO_0032989_4	flhD//
GO_0033013_5	sixA//pgk//glnP//tatB//pck//djlC//rstB//yhbY//yceK//dnaB//mgrB//yfeO//ymfA//prpD//motA//zapA//kdsB//fbaA//hxpA//dcm//lpxP//
GO_0033014_6	bluF//dcuA//proV//yqhC//mqsA//ansA//ccmA//rmf//kdpC//lsrB//cynX//yccA//bamB//cysM//ssuE//bioC//hypE//casD//ybiV//zntR//lptD//
GO_0033036_3	gdhA//agaW//acpT//ogt//yddA//arnF//ymgA//soxS//ydcM//ydiB//yjiR//amyA//rplE//pepB//potC//rcdA//lgoR//sfsB//patZ//ydcT//ybhS//aroA//cysI//gloC//rnr//rpmA//suhB//iaaA//eptA//lptG//glnP//fepB//purD//ynhF//recG//yajD//cfa//bioF//mukB//rpsH//rpoS//torD//entE//gppA//ybhD//waaA//ompT//yfcA//gltI//
GO_0033043_6	pdxA//hyi//fimH//gabT//dcuR//
GO_0033044_7	alr//
GO_0033051_5	agaA//
GO_0033120_8	hisM//
GO_0033157_7	xisR//yafN//
GO_0033194_5	cysK//cvpA//lsrR//gltK//
GO_0033195_5	fklB//
GO_0033212_10	dosP//surA//pheP//dnaN//kup//
GO_0033214_11	allB//fumB//
GO_0033228_8	tdcF//kdpA//fmt//tsaB//
GO_0033238_6	rcsB//proW//ruvA//adhP//
GO_0033240_7	lplT//
GO_0033317_7	yaaJ//gldA//pnp//rplD//
GO_0033319_5	mngA//
GO_0033320_6	paaE//
GO_0033345_8	ppiA//
GO_0033353_5	ytfE//
GO_0033359_7	moaE//hofO//
GO_0033365_6	amyA//
GO_0033383_6	waaP//
GO_0033384_6	folA//
GO_0033388_7	frvR//
GO_0033477_5	ade//
GO_0033499_8	ftsQ//bioA//rimP//hupB//rffC//lolD//ycdY//
GO_0033517_5	frdD//
GO_0033518_6	pbpC//
GO_0033526_7	hinT//cysS//hha//yagU//
GO_0033539_7	sdaA//rlmF//rplQ//
GO_0033542_7	secM//acpP//
GO_0033543_8	wza//
GO_0033554_4	srkA//sapB//barA//yihO//dnaE//cnu//kdpE//ybiS//nimR//rlmA//frlR//yejE//ugd//rlpA//folM//pdxY//cspB//miaB//mhpD//sgcR//nikA//rrrQ//gloB//ynhG//bglF//dapB//lacY//pdeR//atpD//feoC//phnH//tar//etp//ypdB//ffh//osmY//rlmB//hyaB//mtlA//arcB//waaH//gntP//ulaF//ampH//yfcA//nirC//lipB//flgC//rfbX//mnaT//nemR//yoaA//yfbR//dacB//gutQ//idnO//ybhA//iraP//narI//adeD//sfmD//suhB//hfq//lacZ//rrrQ//uhpB//yhgF//serB//yeeY//glpX//nuoE//fadJ//yraK//rutF//pdxA//manX//flhE//ydaV//nupG//sfmH//abgT//uspG//dgoK//bioD//zitB//gutQ//serC//mutT//yehC//uvrC//mrdA//clpA//nupX//gntR//mdtL//rna//coaE//sbcC//phnK//tusD//degS//gapA//bioF//tsaC//trpD//ribA//ridA//pitA//dauA//cobC//hokB//pdeH//lolD//mgtA//holC//nfsB//hybF//psd//ydiB//kdsD//zraS//yagF//nrfA//pyrH//setB//dicA//ppc//leuD//surA//rhaA//rssA//entC//focA//pdxK//potB//narJ//entB//nupG//cfa//bamA//appC//xerC//cydA//tolQ//opgC//orn//rpmA//arfB//ycfL//treA//ftsX//yahN//sppA//pcnB//intQ//cyaY//ybbN//ybhR//hipB//trpGD//gadW//yqcC//waaC//nanT//ldtB//mdtJ//fcl//glsB//waaY//rpoE//gatY//ybaK//sfmA//argB//dgoA//proS//wzc//feaR//nrdH//glsA1//rnhA//btuD//hupB//hchA//amiB//mdtF//sodA//ycjR//galM//abgT//pldB//intS//galF//trmJ//ydeM//mdlB//glnK//tsaC//yobA//dtpB//ftsK//cobB//livF//glmM//yfiC//treA//gudD//hemA//rpsG//kch//nemA//wzc//ygiW//torD//lhr//nhaB//leuC//pdeH//potA//ugpA//hybG//dxs//potE//pntA//yedL//yfcQ//glcF//trkG//ahr//mdtL//gntT//eamA//sixA//pgm//agaA//yraJ//yobF//iaaA//patD//ppsR//dtpB//lolE//ydcI//speD//insH-6//trpGD//pdeF//ygeW//mfd//cydB//ligA//sgcA//nikC//murC//codB//ybgQ//sapD//matP//iraD//hyaB//argD//yggX//thiE//agaW//ygeX//tamA//yhjG//ibpA//pepD//lasT//ycbX//cynX//cheB//dauA//pflA//holC//ydhK//frdD//ybjI//hcaR//sthA//yhcN//yoeE//dctA//dacA//tyrR//hcaR//bssS//ahpC//kefB//appA//ampD//pta//ulaE//fucP//yebG//kdsA//cadB//psd//malY//recG//oxc//rcdA//metE//rhmR//rsmG//manZ//evgA//eutN//adeQ//emrY//dnaE//exuT//ompA//ygbM//kdsD//hmp//holA//treF//mdh//speC//artI//mrcB//wcaJ//
GO_0033559_6	bioB//
GO_0033567_6	yieE//
GO_0033585_7	tyrB//sucD//
GO_0033609_8	rapZ//
GO_0033611_8	radA//
GO_0033674_7	elaD//
GO_0033683_7	focA//
GO_0033692_6	entS//xanQ//argF//dacC//ppsR//pflB//tauB//ibsE//ynhG//opgH//upp//cadB//eutB//mdtO//groL//zraR//rna//fimH//ftsB//rfaQ//mltB//glrK//ybaK//yiaF//cyoD//pinR//cfa//hipA//gcvH//yafE//pykA//sucC//ubiJ//rdgC//exbB//recN//ycjW//srkA//luxS//csrD//atpF//waaZ//dgt//folX//yjjI//yccA//elaD//
GO_0033865_6	puuE//purF//dacC//uvrY//ndh//preT//umpG//
GO_0033866_7	cecR//flhD//betT//cfa//
GO_0033875_7	afuB//trmL//tdk//lacZ//waaL//mraZ//yegD//
GO_0034030_8	ybjI//mzrA//yfbR//cpxP//
GO_0034032_6	opgH//bcsA//fdoG//thrB//tus//waaL//yejF//
GO_0034033_7	rbsA//aaeA//agaA//rcdA//
GO_0034035_7	frdC//iscU//oppF//
