#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	gapA//ldcA//ynfK//mnmE//
GO_0043438_6	ybaK//
GO_0043442_6	tdcC//
GO_0043455_5	deoA//folX//glpB//sgrR//
GO_0043456_6	fre//
GO_0043462_6	queD//yagE//ykfI//melR//hofQ//spoT//
GO_0043467_6	rzpR//uup//
GO_0043470_6	tatB//nepI//ubiC//livG//
GO_0043471_6	dacC//trpD//ybhS//
GO_0043484_7	yraJ//
GO_0043487_4	etk//soxR//rpnD//alaE//ratA//fecA//
GO_0043488_5	potF//garL//mcrB//rseP//pyrB//
GO_0043489_5	yaaY//
GO_0043543_7	amiA//rlmJ//hupB//nanT//fucO//rcdA//glpX//waaC//entC//lon//hypD//kdpD//lnt//
GO_0043545_5	iscX//yhcH//clcA//argE//accD//ybaM//yghW//frvR//fabZ//hflD//ugd//
GO_0043547_7	flgC//rho//asnA//
GO_0043549_6	yrfG//waaG//
GO_0043555_5	rutD//ogrK//
GO_0043562_6	murF//mdtG//
GO_0043570_6	mltC//rpsN//ycgV//
GO_0043571_7	rpnD//yfbV//rsmJ//
GO_0043603_5	ruvB//mraZ//rplI//rlmG//ispA//lsrA//hupA//msrB//ralR//lpxB//glsA//insF-1//malF//yafN//elbB//aldB//rplJ//gloC//galF//puuB//yhdW//fre//yobA//ydcR//rna//nuoM//gudP//mreC//mdtL//rplM//yhdX//ptsN//trpR//cheW//waaJ//ubiI//nagK//ispH//mliC//frdD//xylF//fadA//plsC//mdaB//wcaC//ydeO//ccmG//trmA//lysC//yjeI//pgrR//cspC//proW//agaS//lgoT//fabD//clpS//zapC//def//gcl//dppB//napD//selB//decR//aroK//slmA//rcsD//degQ//yfeX//ybcJ//dapD//tabA//rplI//yfaX//ompC//rfbD//murE//fieF//eutR//lsrD//cbpM//phoB//rpoS//glcC//gltX//nhaA//fliL//rplX//queC//xylA//nrdD//asr//hybG//prpC//napF//yggP//gnd//rplM//lldP//gcvR//pckA//otsB//aer//ravA//cusF//rluD//carA//gudP//ung//dnaJ//asnA//lpxP//yahO//zraS//cpsB//kdsA//soxS//eutD//adeQ//gcvT//tdcG//tamA//infC//adeP//lacY//glpG//ygdG//
GO_0043604_6	xylB//nagB//rluB//msrA//menC//yhjC//lrp//dxr//rplN//uspC//fetA//ahpC//mscL//epmC//zipA//pgaD//lapA//kdpF//rsmA//ypdF//rpmG//folM//wbbK//paaH//ptsP//nadC//yehX//pepQ//yahD//metK//fdrA//pgm//yfaE//fhuC//rutC//grpE//alaE//rplF//nikB//osmC//rna//frvR//tisB//ugpA//fecC//yhaM//mipA//yadK//pyrL//lpcA//sgbE//hybC//pabA//acpT//rutG//bssS//pyrD//waaJ//ptsG//ybcM//ybcF//ycjY//ompC//kdpC//rhmR//rpmH//iaaA//ytfE//sspA//cysA//dsdA//rplA//cptB//yhcN//yejF//folC//hsrA//dgcJ//lptF//trmL//higB//hybA//lacZ//ygjH//lipA//bsmA//murG//gadE//asnA//iscR//sgcE//rpmB//intA//hyfA//deoA//hyaA//hypD//yiaF//ackA//
GO_0043605_6	cdsA//tufA//ydhC//fkpB//xseA//
GO_0043610_4	treA//
GO_0043624_6	znuB//mntP//rfaF//fdhD//mutM//secA//metR//
GO_0043628_9	dinQ//fadI//ilvM//
GO_0043631_7	rclC//kefC//
GO_0043647_5	cysI//fdx//
GO_0043648_7	coaD//tktA//blr//ilvI//mltD//secY//queA//ybdZ//xthA//basR//hisS//gatD//uhpB//dacA//hexR//cpsG//ilvA//fimF//nanE//lgt//fimB//insH-5//purF//ccmH//tatC//yfdR//lpd//rlmN//artJ//mltA//raiA//pyrC//chbG//rpsA//gspJ//pckA//purR//yjhB//creB//lgoT//yjjQ//gltI//mntR//tyrS//ybiA//ydjL//bisC//glnH//elfD//rcdA//hrpA//cysB//pcm//xthA//arsR//tnaA//intE//narQ//xylA//yajO//yhbY//fecA//fucP//xylB//tktA//sbcC//pepN//cecR//trxA//fliG//aldA//rplY//kefB//ilvL//
GO_0043649_7	gshA//dfp//rhaR//dgcT//rfaC//bioD//rffG//uvrA//sapF//mdtB//ycfL//
GO_0043650_7	pyrG//ybiA//eutN//yfgO//kup//coaA//mscM//tolA//tpx//yagG//iscU//ralR//ygfX//zapB//agaI//rtcR//hmp//mprA//fabB//mreB//cnu//rfaF//xanQ//dhaL//lon//nanA//pspF//
GO_0043686_7	ybhJ//
GO_0043687_7	nikE//tamA//livM//yfdR//feoC//nlpD//atpA//
GO_0043708_5	dnaX//yidD//mscS//entE//hycH//pgaA//ygcW//rffG//fkpA//lapA//wcaJ//cysM//dgcM//yefM//appC//
GO_0043709_6	nfo//metE//ais//lldR//copA//panZ//yegS//csdA//valS//
GO_0043711_5	yoaB//rppH//yjbH//waaJ//rhaR//mcrB//ssuC//aslB//msrA//dauA//katE//fixB//yhbQ//yhaJ//hisD//yiaB//cpdA//ynbC//clpB//thrL//dgcN//
GO_0043900_4	hisS//nrdH//recG//rihB//aroA//galR//allB//evgA//dsbB//nikA//feoC//hfq//tsx//
GO_0043901_5	secF//hdeD//relB//yqeG//
GO_0043902_5	yieL//potH//
GO_0043933_4	aphA//bluF//recF//murE//narI//ydfK//insB-2//galS//ibpA//adiA//idi//cbl//rpsM//ftnA//tcyJ//ompF//glgX//creC//sppA//hybB//purF//tabA//birA//ybcF//rnd//iraD//ascB//malE//accC//torZ//btuR//ompN//nagZ//cdh//exoX//dgcJ//phr//trpC//accC//potC//murQ//yehY//fdhD//adeP//mcrA//cdaR//yfdG//aer//yjiQ//vsr//ravA//frdC//prfC//yhjV//dmlA//cas1//mtn//entF//rutD//dgt//envZ//flgA//yqjH//zupT//insH-5//yjjB//yejB//waaS//rluD//leuO//cheZ//phoB//hisQ//ptsN//rpsJ//ahr//ruvA//dcuS//pppA//aphA//nagD//plaP//orn//trmB//xseB//pmbA//thiQ//atoS//dinD//rclA//macB//fruB//narV//glxK//rplJ//mmuM//envC//mdtF//ftsN//cmoB//
GO_0043952_7	yfbU//nanC//adiA//yibT//ydfG//
GO_0043953_7	ykgF//malQ//nrfG//yebS//
GO_0044003_5	fabH//mutY//yraI//ynjA//
GO_0044004_6	rhtA//yneJ//tatD//lacZ//
GO_0044010_5	ybiA//fabA//priA//rimM//ybhJ//cyoD//nikB//fes//arsC//dapA//fabA//betT//yfcV//ftsY//yohD//opgH//yphF//pdeL//cyoD//cysD//ydhQ//gadE//nusG//nanK//yfiF//yjbB//nrfE//allC//yjcO//mtn//
GO_0044011_4	pgl//trpE//glrK//yodD//livJ//yfdS//yjjU//rplN//
GO_0044036_5	hemC//lptB//betB//ygbN//bcr//prs//emrY//ubiE//lysA//tyrR//ydgA//yaiP//rnr//tdcC//fadL//puuB//prmB//nadK//yraH//flgD//yjbG//yfcP//gsiB//yqhD//menI//puuC//livH//arnE//folD//rpsG//apaH//tauB//birA//ydiR//baeR//endA//yeaE//frmA//ycbV//hypF//tyrR//trkG//cysA//fdnH//fryA//frmR//epd//
GO_0044038_6	kdpA//folP//ssuC//fabZ//cpdB//rbn//narV//nuoH//trpC//trmJ//sufA//mmuP//bglJ//srlA//yhcD//ycgB//kefG//ychH//yjcS//cysS//garD//tusC//dnaN//ffh//ybhA//pabA//selD//dgoA//dppF//plsB//dtpC//trkA//lpxH//yiaA//citT//fabB//gltS//elfG//yedA//murR//rihC//rdgC//lpxD//
GO_0044042_6	lysR//dppC//arnT//frwD//yadC//epmB//zapA//sdhE//yaaJ//xseB//gabP//fbp//syd//lpxK//sufE//aceB//ybdG//topAI//pdeF//znuC//fklB//
GO_0044070_7	ppc//modA//speB//mdtE//
GO_0044085_3	ampH//leuO//thiG//cheZ//hfq//uxuR//ycfS//ralR//rayT//rfbX//uacT//mrcB//rlmJ//artJ//ynjA//argK//queE//malS//yihV//
GO_0044087_4	insF-1//trkG//waaH//pdeK//cobU//yafC//gadC//araB//yhjV//fucA//gyrB//hisA//sapC//ftsB//eamB//fadD//speG//dcyD//pdeK//ade//leuC//glyS//rplJ//rplT//queG//ribA//waaA//ftsW//exbD//uspC//sgcC//sucC//hisG//glpK//
GO_0044089_5	emrK//glnP//wza//alaS//slyD//fadD//raiA//argT//ttdB//tonB//bioD2//dgoK//ynfE//
GO_0044092_4	lptC//ydbK//yraN//tusD//galS//rfaB//bcr//hybD//metI//cysK//potB//katG//ycbB//ybbY//allC//evgA//fadR//hemH//yghO//polB//puuE//ybbN//lptG//ulaR//selA//fumC//mdtK//frwB//hyfF//yafN//bamC//eutR//suhB//murB//tdcG//rph//
GO_0044093_4	rhtC//gadE//recT//dcuR//yiaU//frwC//yihQ//ibsB//bluR//rrrD//glnL//ftsQ//flgB//treA//yoeB//rlmH//yiaA//deoR//prfB//nirD//kdpC//abpA//tktB//speB//ibsB//hsdM//rnt//
GO_0044106_5	ybjX//exbB//kdgR//aroL//accD//ibpA//yqiJ//queE//nuoI//paoC//yajL//glpA//flgK//yhdJ//ttdA//ygjR//exuT//tauC//cueR//fdhE//ispB//tatB//speC//wcaC//speG//yjcO//mngA//
GO_0044179_5	glyA//
GO_0044208_7	nei//
GO_0044237_3	rsmC//trmI//yjhI//aaeR//flgI//fucK//rhaD//tdcD//tktA//cusF//uhpA//holE//rihA//yhdX//cyoE//ydeE//astB//aspS//purL//fliK//yidP//nrfG//gpmA//rsmI//mhpC//rpsO//msbA//endA//lgoR//rhlB//caiD//yeaE//nusA//yfeW//insI1//ogt//amiC//nagC//kdpD//yohC//rutG//uvrC//udp//lacI//mdtQ//rssA//ibsE//idi//gcvH//glgB//yghO//mreC//aqpZ//cpxR//pstC//ypdB//rplM//ribF//pdeD//ampD//cysK//sfmD//prmB//livM//glmS//yfgO//yedP//fmt//dhaM//yedP//hyfR//narL//proV//glpR//seqA//gloA//cysM//dinJ//yebG//uhpB//yraH//yjbG//nudB//ilvH//tar//mukB//artM//serS//yfgI//cspD//suhB//cirA//ykfM//bdm//pyrG//nuoM//yaiV//sbp//ibpA//idnO//cspG//tcyJ//cmtA//casD//dsdA//rlmM//araH//tatA//yihI//hisB//rsmF//phnG//fabZ//arnB//alsA//wzzE//ubiC//hypE//leuS//kilR//fecB//rseB//melR//rtcB//ydiP//lldP//gcvH//rimP//malK//casD//arsR//csgB//mcbA//abpB//modA//galF//wecE//rfaD//folM//ygjK//gcvT//glpG//purF//yoeB//dgcE//ispB//agaS//gatZ//serA//elbB//rsmH//arnF//tgt//gpmM//narW//yihT//hypD//argO//elaA//csgE//recJ//cysZ//yqjA//elfD//frdB//yjjQ//mdtP//cusA//bipA//rplC//dxs//sgbH//dgcJ//fadR//ytfP//lysA//ulaR//rnr//apaH//thiG//lpxL//panE//psd//yrfG//ydbD//ybiJ//kefG//edd//iraD//wzyE//eutB//csiD//helD//yfeW//cueR//pitA//rsmI//secF//mdtG//hofP//preA//kefC//dppB//fbaA//nadE//tilS//nikB//tisB//trxC//phnH//ribF//ubiB//yhaO//glpF//gatY//ftsQ//nuoE//yfcF//macA//cydD//mcbR//thiL//birA//ycfH//yihO//leuO//frlA//tatD//trxA//gabP//cusA//sucD//parC//yfcR//hinT//yobA//yjiR//hpt//mtn//rhaS//entD//mdtB//nuoN//paaC//bcsQ//pdxJ//gapA//pppA//afuC//cusC//pgm//narV//deoA//emrY//nirB//glgC//yidK//ddlB//pgpA//orn//ilvI//ybhP//ugpC//tamA//mngB//hokB//mpaA//cheR//yqgB//cpxP//nuoI//uof//ybeQ//serC//araH//yqiH//amtB//recF//fetA//arnA//ftsX//yihQ//dgoR//napC//alaC//ulaC//dsbD//trmO//mltF//bglX//gudX//yahF//iscU//rpmJ//garR//ndh//yhaC//yajD//seqA//rpmF//ruvC//narJ//flhE//nrdH//mdtN//fadE//lpxD//hflD//nusG//mrcB//trpS//bdcA//ygfA//dacB//yfcG//ybaL//ltaE//glcA//thiQ//gpmM//kdpB//sohB//zapC//mcbA//rpsI//lepB//scpB//uidR//caiB//tatB//gspF//umpG//ynfH//trmB//yfdS//ycjW//tqsA//srlE//fes//treF//ygfZ//rihB//prfC//nfsB//ffh//cdh//yidA//nuoE//pabB//hisB//rlmL//rnt//zapE//mdtJ//ybjL//yghB//cspI//lexA//fecD//frvA//wrbA//yjhG//ynhF//yieK//kdpC//pgpB//trpL//ybjG//glmM//ppiD//waaL//mdlA//hyaB//rimO//pal//panZ//tynA//wbbK//hisP//nudB//mrr//ftsX//osmF//exbB//frwB//rutB//ygjK//pykA//rlmL//rsmG//ptsG//arnD//mnmA//csdA//avtA//lplT//uxuA//yidP//gntU//ygjR//cysW//rsmA//yccX//cedA//frwC//lptG//cmoA//araB//ygiB//cheZ//cobC//ynfK//yjtD//xisE//tisB//nsrR//ybbN//rclB//ycbU//lipB//pfkB//yjgX//yhbQ//menE//yhiM//rmf//ftsB//gabP//elfG//ygiS//srkA//sgbE//ynfH//lysC//purF//murP//ybcQ//pck//sgcC//cheB//degS//wza//mepS//yrdA//rusA//insI4//bssS//yfaE//pfkB//murP//galF//wecB//gatY//yraJ//roxA//phnN//tnaC//yfcS//yjhI//ynfH//clsC//garP//ydjL//mdtP//sbp//hemN//kduD//nikE//glsB//yahN//yrfG//tcyN//scpB//astC//malP//yajD//ydaC//mrcB//ccmC//pphB//hybB//hfq//appY//amiA//dgcE//queA//yajD//cysG//btuD//yjjI//dgcJ//yibH//rfaB//chpS//mdtC//era//galR//tdcA//dld//mppA//yfcP//yhcH//glsA//sapD//zapE//ralR//yhbS//glcF//fabG//crp//dtpC//panB//gloB//dcuR//asd//chpB//frdB//ubiD//dcuB//proV//hemL//hisB//pgaA//folM//yhjB//uxuB//yjiA//entS//waaQ//rplB//tnaC//thiE//rsfS//wzc//satP//dgcN//ybiW//garR//yciH//yejB//ddpX//helD//metC//torD//poxB//fimG//fabD//mdtB//malX//htpG//rlmJ//moaA//kbp//yfeX//tdcR//rnhB//bglJ//ptsN//envY//efeO//rarD//rlmN//uvrD//yeiE//sgcR//oppF//nrdF//cbrA//yqaB//ytfT//menE//ompR//ubiE//agaC//chpB//yeeY//rrrD//atpB//pstA//phoR//melR//ycjY//clcA//ybiX//hisI//ampE//appY//osmE//maoP//agaV//mlaB//nupX//gluQ//dgcN//lsrG//cysW//tadA//dgcJ//menB//sdaA//selB//yidE//secY//pdxB//queD//arsR//kup//cstA//yiiD//exuR//mtlA//yaiV//ybbY//frc//epmC//guaB//gyrB//hicB//yehT//rsmJ//leuS//ldhA//rraA//aceF//rsuA//cbl//malI//nrdD//cdaR//insI-1//rdgB//garL//slmA//ade//yedP//nemA//napC//rseC//phnJ//dbpA//viaA//feoB//hypA//uhpT//livF//htpX//carA//ftsI//glcA//yraI//hybG//aroD//symE//araH//rhtA//djlC//rnlA//dppC//fdnI//nrdB//umpG//mtn//rplD//appY//clpB//dinQ//rplQ//yaiP//ybhA//dcuD//mlaF//garR//hflC//glk//metI//ihfA//mlaB//aslB//emrK//thiI//frdB//mioC//ptsN//thrB//cydB//manA//yeiG//hscB//ybcJ//fis//yraR//bioD//lpxM//ydcT//flgG//yahO//ydjK//yfcU//pphA//rpsN//bglB//endA//glcE//deoA//menF//sbmA//ydcI//murJ//vsr//yhjD//exuT//sgcE//ghoS//dacC//yiaL//eptC//clpS//ygfX//elfD//metR//mdtO//phnO//trpS//rsmD//sfsB//metH//dsdX//dinB//kdgR//cvrA//yagU//ynjA//rhoL//lptG//yebC//lpxD//emrK//araF//csgD//lpxB//mltF//lysS//proV//dinG//pgsA//zipA//paaG//fliG//iscA//gppA//yhaC//ddpX//nudF//wbbK//narY//hha//etp//csdA//tynA//ubiF//prfB//cspE//greB//ymdB//ivy//pgk//lsrD//cadB//raiA//yehC//rbsC//rlmL//mdtD//proW//thrC//yidQ//uhpC//amiB//aroE//glnQ//yihQ//plsX//gutQ//pagP//csgA//ptsH//mltB//rhaS//mlaD//puuP//insI3//ftsW//narZ//leuC//gmhB//nimR//rseP//ldcA//clpX//ftsX//frdD//gnsB//ghxQ//pabB//hpt//ygfA//sgcR//gntT//ybjG//yeiE//mraY//arnF//aidB//cusS//recJ//purF//ynhG//tdcB//cobC//rfaC//hybD//ugpB//gyrA//hda//cheZ//hypA//rmuC//argR//dppF//yghB//rclC//zupT//nrdF//yihV//ebgR//ptsI//mtlA//borD//mqsR//nupC//mrp//torD//aqpZ//arnT//bioF//gspF//fixC//idnD//yjbB//chpS//gpr//lptG//ubiD//arnF//xylH//garL//dapB//rzoR//alaC//yciA//trkA//dps//tqsA//galE//cyoB//ybfE//cspI//fetA//sulA//lrp//topA//trkH//mpaA//yfhH//yphB//bcp//livF//zapE//gcvT//rpsS//yfcS//ydeO//glgB//ydeT//selU//ppiD//gatC//gadE//pagP//leuS//fliS//dld//rpoE//yihI//cysK//uspF//eptB//mglB//yqeG//yjiM//yegS//yagI//caiE//sucD//lipA//tnaC//rsmB//yfdO//fruK//afuB//agp//mdlB//fryA//sdhC//yebZ//tamB//nrfF//rihB//atpB//trmO//glpX//xerC//tcdA//yodD//lpxC//pepA//casB//rutA//hofC//pepT//csiR//rutE//mdaB//yieL//chbR//uxaB//rpsD//holA//pinR//allC//ydjJ//sbmA//dnaG//prpC//dppB//rutF//mdtF//uvrC//priB//pgpC//tsaC//fumA//sapB//rpnD//yeiE//mltC//cydB//lptD//gcvR//ghrB//roxA//yhaC//evgS//ypdA//yqjI//pabB//pcnB//gudD//yjtD//fimH//ybaE//plaP//rpmE//dpiA//mug//pepB//ybdZ//adhE//yjgX//csgF//acrB//trpC//fis//clpS//ymfA//wzc//yfaV//rcsB//zinT//narQ//lldD//mog//ackA//thiG//ihfB//dcyD//rcdA//wecB//thiP//fliD//idnT//moeB//rapA//psuG//bioC//elyC//intQ//rpsJ//manX//hyfA//moaA//ybjI//diaA//rpoD//rutE//cedA//yraR//rihC//sad//mnaT//truC//yehT//argO//entF//paaC//rihB//eutK//nhaA//ydaN//fhlA//mraY//infC//fic//umpG//tolC//rhaM//dgoR//accA//oppB//yfeR//hemE//puuP//yjjB//yfiF//glxR//dhaM//nemR//yggP//gadE//rimO//yjcO//yhcD//tdcC//mhpC//cyoD//grpE//ynfE//ybeY//hsdM//mazG//ydiR//potE//ligB//hprS//tolC//sdiA//msrB//rseB//gmk//mepA//rzoR//ubiG//astC//soxS//sgbH//rsuA//nudB//prpD//mdtP//bcsA//yaaY//hokB//pgpC//nikC//mdlA//yfgJ//ybeF//potD//cutC//yefM//paaC//malP//lpd//dhaM//tcyN//ybiA//flgE//serB//fkpB//dppB//tufA//narL//yqeG//cbeA//rfaG//ybdG//atpG//slyA//cobU//azoR//sixA//pgpA//fliD//pheT//cvpA//tatB//galS//aphA//xanQ//hdeA//rlmC//rep//argE//tnaC//serB//dnaQ//lsrG//rhaB//insA-2//pyrB//tdcD//chbR//ybjX//infB//htrE//appY//panC//frdD//mglA//ypdA//yoeE//rihC//atoS//fimG//dsbC//ubiB//hemN//tatB//entE//glxR//ugd//sodC//citE//dcuD//fsr//zraS//ymfK//fimI//prc//chbG//ebgA//ymgF//mak//selD//lldP//cas2//yijE//phnM//ndk//potI//amyA//bioC//glpA//ydeP//uidR//cheZ//mdtO//aceK//yddG//ttdA//mfd//eutD//preT//yqiH//etp//gltP//mhpB//glyA//proX//ygdG//rlmH//pck//purL//nuoN//zitB//tpiA//araA//yafS//hybG//gloC//fliL//arnA//thrL//wbbK//ibpA//argC//murB//ydcM//amiC//ftsL//asnS//infB//ghoS//moeB//narY//recG//npr//mscL//rpsA//yjbG//yggE//yhjD//acnB//yobA//secM//yhdJ//bdcR//lysU//rbfA//ibsB//znuC//rlmM//lipA//ygfX//yhhZ//degS//ybiJ//nfsB//yjgX//eutD//tamA//plaP//maoP//rfaF//dppD//hemC//yafE//trpS//mlaD//focB//xapA//ymdB//gutM//rpsK//hns//galP//elyC//bepA//yccS//ybdH//sucB//queA//agaS//pheP//lon//mmuP//fhuB//alsC//gyrA//hokB//rfaC//uof//aceK//dinG//emrD//cedA//crl//nagK//holC//yjjI//rhaA//intS//glnS//pheA//yqiJ//malP//rmf//dusB//paaE//envZ//rlmG//thiD//yeeL//hybG//sad//glpK//sodA//plaP//ydjH//putP//glpX//lpxD//dicA//yfaV//xthA//pdhR//nuoI//fkpA//napA//lptD//xanQ//secB//clpP//bssS//yebS//waaU//ybaQ//fimI//cvrA//baeS//ulaC//glnK//yajQ//dapF//mtlR//rpsQ//aqpZ//aceF//wrbA//ackA//plsC//tamB//hdeB//ampD//ygbL//putP//wzzB//narI//dtd//pnuC//yidP//ribE//yneL//abgR//chaC//yqjH//yhjC//dapD//cysW//leuD//rpiB//dgcZ//ydeE//metR//mscK//ubiC//yehW//bamE//cobB//cynS//gsiD//pckA//miaB//moeA//wbbK//ispA//fetA//pgpC//nusA//rplW//gabP//ansB//metC//yecS//fbaA//yeaD//lhr//recC//rcsF//yfdR//cpxA//rplJ//yhcN//yegV//sfmA//cpdB//aes//betT//murP//arcA//ytfP//dinD//cysS//yafS//ypdI//ansB//proC//dhaM//nsrR//tnaA//lrhA//phoA//sgbE//glnD//scpB//ansA//chbF//acnA//ahr//ycfJ//mgsA//glcC//yggW//yiaA//xanP//ribB//acrD//fur//thyA//ygbN//ydfH//gabD//smpB//waaA//ymfA//yfaX//yijE//pinR//lsrG//nupG//ahpC//qseC//sucC//allS//deaD//frvA//pheA//ygeV//fliL//metR//mtgA//lit//btuE//allD//smrA//rpsQ//fur//lacY//leuD//radA//mdtD//oppF//rutC//sgcA//rpmH//cmtB//yidP//ccmH//mngR//phoB//pyrE//bsmA//paaX//bioB//yphC//speE//tdcR//hisM//gltK//hemD//thiG//nrdI//ghxP//yehD//nepI//malG//acrB//narH//fixC//wcaB//rtcR//trkA//thrC//yccA//rpiR//glmM//ccmA//lpxD//hicA//pdeK//yjiA//crfC//ybcF//bioB//ygfZ//yihI//cusB//pgaB//rodZ//yeaE//mazG//hisQ//yaiV//prmA//cycA//yajQ//ftnB//rlmC//rpsA//pgaB//potH//arnT//kdpA//pyrC//uhpC//bepA//gluQ//yciA//pyrB//tsx//frdC//ygfZ//livF//gldA//cysA//yqiJ//sgcC//yneJ//yhaC//chbG//glcB//araE//ycjD//acnA//yafQ//hofC//curA//lpxT//trmJ//ahr//yfiC//ibaG//sdhD//yfaX//rzpD//puuC//glpD//tap//dgkA//gltB//murI//nanT//yiaA//nuoH//amiD//tdcF//rclR//dnaN//blc//ygaZ//norW//potC//tktA//rluF//nanA//stpA//rpsD//srlE//sbmA//cmtB//borD//recR//oppF//hrpA//yjtD//ybcQ//tdcR//hcaF//dgoK//nanE//ratA//narX//cmoB//yggD//ymjB//ynjA//tsaE//lplT//psd//ispF//ldtB//fepG//fdhE//yidK//helD//degQ//fhlA//flgM//dsbD//ssuB//elaA//adk//erfK//rffC//hicB//yfaU//flgC//tktA//truB//leuS//atpF//spy//hisG//
