#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rsmJ//trmB//hldE//iraP//
GO_0048519_4	proP//ybjD//cysE//rutA//yfbU//recQ//yegV//nuoB//frc//bisC//aroC//fepG//ygiS//eco//gpr//epmC//garP//ppsR//yhjX//gmhB//potB//mak//btuF//livJ//mazF//ppsA//fdoI//yneL//ybiX//diaA//nrdF//atoC//yjhI//frdC//ycbB//yceK//ribD//tyrA//clpP//ascG//sppA//waaG//frmR//rluB//hdeB//yjiX//nlpD//mdtA//puuD//djlC//cyaY//dppC//ybjN//malI//crl//rarA//spoT//nadE//phnP//nfi//yiaA//mug//purU//gluQ//fnr//ydcP//bioD1//ybcL//coaA//wecB//cysH//alsE//zipA//lit//sdhD//nrfF//pgrR//appC//frdB//rpe//rpsH//arfA//trpE//ypdA//yfaE//secF//chiP//ymgF//kduD//yeaG//ybbW//aspS//glcE//ibsC//kdsC//chbR//hscA//hycH//pinE//emrY//fiu//aidB//selA//ftsH//prpB//blc//rpmG//trpA//leuC//tcyP//rfaF//melA//yghB//cdaR//sdaC//mngB//rpsI//entC//abgT//gyrB//aphA//xapB//yecS//tnaC//ybeF//prc//yahN//sgbE//speB//tpx//rpsQ//zipA//ttdR//ada//argT//fimH//cecR//pgaA//tsx//yaaJ//gntR//recB//yhfK//pykF//mntH//ptsP//nuoG//rlmC//rhtC//betA//fadD//nadK//speB//oppD//tatD//aer//tadA//btuE//ydcM//mtgA//copA//dcuS//yhhT//torC//selD//secB//nepI//insH-6//kdpF//lldR//malY//pepT//nhaA//hemB//folM//cmoM//fabI//parE//dsbG//phnJ//trpE//
GO_0048522_5	proV//livM//trpL//opgD//zitB//cbtA//murR//lsrB//dgoR//hybF//cmtA//yhhY//sppA//ubiB//rdgC//pgk//trkG//patA//adiA//yaiP//zntA//fliL//ybdR//pphB//slmA//trxC//ilvA//yqhC//fdnH//ybaE//rutB//acrA//tusE//smrA//ribF//orn//purD//ybiA//birA//uspB//tisB//yebZ//yggD//csgD//ybjL//rnc//lpxH//yiaB//trkG//csgB//rarD//yiaO//pdxA//pbpG//yddG//dpiA//gudD//aroE//prs//entB//ldtD//caiF//mlaC//cptB//cyoB//yphC//gmk//yjjQ//polB//yejB//puuA//tdh//pdxB//metQ//ravA//mtlA//chbC//yqhC//uspE//menH//ynjA//wbbK//atoB//blc//aceA//yfcA//yifB//iclR//pabC//ybiX//uspF//insI3//dgcJ//yrdA//rnb//metE//gatA//yjfP//
GO_0048523_5	ugpE//folE//ydcM//ccmG//ygjH//aer//yjcO//fdoI//acnB//elaD//mscL//yqjI//ispA//yagJ//aspA//hprR//xisR//dnaC//narQ//narY//melR//dinJ//dtpC//hslV//ygiB//yijE//yeaG//aceK//deoC//ssuB//glxK//pyrC//sucD//rffG//yjjX//ydhK//tehB//cdh//dsbC//rcsC//queF//lsrC//dmsC//rhmD//tcyL//rclR//yafE//yihR//ptsP//ypdF//tsaB//arnT//hyaA//abgA//ybhD//flgI//bioB//tolC//ybdN//rsmE//lptF//fucO//lolA//insB-2//ttdR//hlyE//sdhE//ybjC//mpaA//amyA//dsbD//srmB//nrfD//folP//xylG//yfcS//erpA//rhaM//rplL//napC//menH//yahF//gltS//rcsF//yibH//uacT//ulaE//yidQ//arcC//lysC//purR//sufE//yjhI//pheA//qorA//frmB//uhpB//mngA//yeaD//rfbB//pitB//mutT//ynbB//ydfG//citG//ppiD//frdB//yhjA//sspA//uxuR//rpsH//ynaE//pstA//malG//yigB//bluF//rhsD//rhlE//araB//mdoG//hypC//ybjL//cfa//tisB//rrrD//ppx//cynT//dpiA//yfcF//livJ//adiY//aas//rpsD//zipA//ypdC//hisA//narL//lrp//pcnB//kgtP//yihL//yghB//yciA//secY//osmC//ppsR//ycaO//grcA//ybbY//waaG//aceB//yegD//rph//metH//kdsB//iaaA//tktB//
GO_0048583_4	ccmF//rimK//rplD//
GO_0048585_5	fimF//
GO_0048869_3	amtB//
GO_0048870_3	fliM//cspA//dhaR//hslU//cusC//phoP//creC//pdxJ//yjjG//uxuA//qseB//tatC//sbmC//dps//borD//cysB//serB//osmY//fecB//hypC//agp//ypjD//tauB//gfcE//ydaN//yodD//cydB//sixA//casD//puuD//phoR//glnD//araD//glnK//yibH//rutA//
GO_0048872_5	hdeA//asd//hyfC//hemN//
GO_0048874_4	rlpA//rcsD//yebZ//ddpA//
GO_0048878_5	ubiX//rihC//sbmA//mreC//potI//crr//rsuA//puuB//otsB//ubiG//glsB//asnS//tdcF//dnaC//glnH//rpsG//kbaY//ssuB//nrfC//bluR//murF//pyrH//sthA//sapB//yfbV//mdtQ//etp//hisP//livF//helD//pphB//malY//nupX//lptD//rpmC//yjgX//intZ//alpA//caiF//prkB//
GO_0050427_5	rpmJ//
GO_0050657_7	phnM//mipA//
GO_0050667_6	mglA//bacA//mraZ//
GO_0050779_5	dcuD//
GO_0050789_3	aceF//thrB//cydD//chaC//allB//frwD//rsgA//glpD//ydiQ//mutL//dsbD//mhpA//ampG//dxs//allR//yfiC//fucK//rpsD//ubiG//rhlB//bdcR//ibpB//mukB//cca//nuoI//ade//trpGD//tsf//dctR//selA//pbpC//yjcO//cheW//sodA//menI//frwB//prpD//rnb//cdgI//ybiT//hypD//entE//ftsI//rutR//narI//treC//narL//hycI//dmsA//pepD//lrp//pepB//yehP//parC//pfkA//livH//intQ//thrS//phoA//gluQ//speG//yihV//xseA//modB//ompG//nth//nlpD//mraZ//ptsG//waaH//ychF//trpGD//fliS//yhhZ//pgpB//sthA//coaA//aroK//nuoB//iclR//patD//menA//waaJ//tdk//speD//rhlB//lpxH//flgI//rlmI//uspG//xisR//yhhT//queE//rplD//mepA//yqjI//yidA//smpB//hofO//puuA//queE//nei//exuR//mlaF//yggP//cmtB//tusD//nuoH//ybgQ//yjbG//pinQ//lldD//insB-2//fabH//yifB//csiR//ydiO//ybgQ//metQ//garK//sapF//iap//flgF//phoQ//rpsH//gldA//tar//priC//gadC//zapB//feoC//narQ//cmoB//atpG//ldtA//fdhF//glnE//ptrA//kbp//secB//opgG//yfcS//preA//aroP//mmuP//dapB//thiI//bglH//mdtO//mog//ychF//yieE//clsC//thrC//yjtD//leuO//purD//yjfF//argE//sgcX//phnK//pfkB//rlmH//kdpB//psuG//ddlB//xanP//xylF//yciF//chbG//lipB//surE//crl//argK//ldcC//mrcB//rfbX//lysC//yqiH//cyaA//thrC//yjeI//umuC//iaaA//rpsL//sufD//rpsO//yidL//mepH//yjeH//orn//lipA//zitB//ypdI//narP//elyC//yahI//pdxJ//nupC//gltI//rimO//fumB//yieH//clsC//valS//patZ//guaD//yahD//ulaR//nfsB//bluF//flhE//thiP//argI//agaR//nemR//aldA//ade//phnM//ltaE//slyD//rclR//ygcO//hyaB//ygbM//yjtD//ydcI//agaI//rhtC//mutL//shoB//maa//dnaJ//treC//ydcP//rimL//matP//fepA//alr//wecE//accC//mtlD//cysG//dinJ//hdeB//hyaC//fliZ//crr//gltB//ybeY//ynbB//maeA//metC//puuA//glpK//nlpA//hpf//erfK//queD//envY//cusC//fdnG//tolB//yifB//ydjE//add//entB//mdtB//eno//yebG//setA//rraB//hpt//crcB//citE//hofM//grcA//yhaM//selA//dcuC//caiT//ykgA//paaH//yoeB//metR//dam//osmC//ygiS//glnE//yahD//glnQ//clpX//yjcO//osmF//greA//fdhE//wzb//crp//pgl//wzb//fadM//tdcD//rlmE//fepC//hemH//yhbQ//pdeD//dnaN//evgS//ydeI//queA//ygiV//fimC//cutA//yqjH//grpE//appA//araB//asnB//yfjV//hybA//deoD//ybdM//bioD2//ulaG//sdhD//gpp//hipA//qseB//entC//recF//hprR//yieE//scpB//cyaA//rpsG//tsr//oppD//prfC//rcsA//yjbF//hdhA//asnC//hisC//efeO//ygiB//zraS//ygaH//yggT//srlA//mdaB//ydaC//yfeX//trpB//tdcR//rpmF//rluD//appY//cyaY//hscC//yjfF//truA//fepG//guaD//waaY//pspF//mhpR//insI1//ycbX//gpp//map//gltP//mdh//adiA//hybG//rof//atoB//cysQ//ppx//iscS//trpE//iraM//yjbE//yajO//eno//rne//tsf//lpoB//ybjG//insI-1//hybC//ynfE//yaiV//csgG//secG//menC//yjcS//lldR//bluR//ampE//fimG//ttdR//opgE//rpsK//hxpA//tcyP//pdxA//uvrD//pepN//yidC//yfdC//ldtA//ftsW//valS//aroE//glnD//ygeA//yejB//recF//opgC//atpG//nadD//eco//mdtP//csiR//hiuH//cysD//mdlA//rpmH//glnE//hyi//lit//ydfD//agaW//yheT//ydiR//yjfP//hslJ//fimH//paaD//pdxH//ygjH//aas//gabT//ybjG//ldcC//purC//ligB//slyA//xylE//yjhP//deoR//tgt//gsiB//yggD//argB//lpp//argC//ubiH//btuR//shoB//metB//trpE//yqhD//ybiA//flhD//cmoA//fecB//nac//ybcC//dmlR//argB//moaE//pdxH//lolC//slyD//fetB//purU//garD//rhaA//ychF//mhpA//nupC//amtB//hyaB//ilvH//chbF//zapD//recC//ftp//exbD//csgG//rlmM//treC//rph//sgbU//argF//kefF//yejB//chpS//plaP//
GO_0050790_4	secB//patZ//codA//fimI//phnG//smpB//lysC//cheY//panB//pheP//srlA//folX//yhcH//agaD//idnK//ybdG//secA//rfaG//rarD//intS//cadB//yajO//dmlA//paoC//ftsI//insH-6//tgt//yedX//ymfK//hchA//katG//tnaB//livM//iscX//tktB//casC//dapB//rplN//fhuB//menE//tdcE//dosP//amyA//ppsA//cadB//frlB//recG//speA//aroE//adhE//fmt//fliS//zapB//ycgV//ycjY//glnK//dhaK//gph//rlmM//rfe//yjhG//ridA//ybjN//
GO_0050793_4	rfaQ//ybdZ//ruvB//gmd//torZ//rhtC//ftsZ//sseA//ubiG//ilvA//kch//glcF//bepA//rplT//gudP//yeaG//
GO_0050794_4	erpA//agaB//sgbH//lgoR//basS//yeaD//cysI//ppsR//pspD//cheR//garR//recO//cheZ//fliD//rdgB//uspF//yijE//yehW//wecA//rnlB//secA//yfcP//yaaA//znuC//gcd//phr//yagF//xylB//sutR//ybdR//yihQ//ampH//cspI//fabD//mdtN//hyfA//bfr//lysP//acrZ//yfbS//rhmD//bioC//ybbN//elfC//msbA//csgD//cpxR//yhbO//insA-1//murC//iraD//csgA//wzzE//recT//fiu//yfiC//purR//evgS//yciE//kilR//yfdO//holD//yifB//ppsA//yiiD//pinE//aroG//tdh//fixB//yadI//trpE//yagF//sohB//uhpA//rpoA//hdfR//tar//nuoH//nikC//ycaO//decR//yiaT//rluB//plsX//cheW//dtpA//tusA//fryA//yjcE//plsC//ydeE//ybcF//dacD//secY//aroD//moaA//msrP//cydB//fimE//yihT//yahB//cvpA//tufA//truA//ymgF//holA//treR//yehC//ydjE//dgcT//gspJ//yjjU//rplO//rplP//gntP//cpxA//iraP//dnaT//carA//yfaE//dsdC//yraJ//hdeA//frr//asnS//trmJ//smrA//ibsC//aas//ydhQ//rspB//citX//zinT//pstB//frvA//iraP//purT//agaV//yidP//ddlB//kdsA//idnT//yihU//yacG//malF//rlmE//uacT//oppC//artI//chaA//yfdS//ssuC//ratA//frsA//ydaC//yhjV//hchA//pdeK//dcm//bacA//fimE//emrE//rpoH//mqsR//truC//murG//yafN//lldD//yciH//malF//sufA//sdhD//idnK//pdeL//ssuB//lsrR//rpoA//astC//djlC//fic//cutA//aslB//yodD//plsX//kdsA//gatD//flhC//adeQ//prfC//bioD1//murR//tauD//ycbU//nlpA//pliG//ubiF//ycjY//maeA//arnF//yheT//yigB//dgcZ//thiQ//thiE//phoU//rzpD//argS//ygbM//nlpA//matP//ldrA//yciH//serC//malI//yehW//menA//accB//hchA//osmF//pinR//yqgB//mgtL//ydeE//yehC//focB//ygiB//sbp//agp//frwC//lyxK//ebgA//nrdA//fliA//glnK//uspF//napF//ghxQ//purB//tatC//sdiA//ftsX//narW//zntA//ymfK//rnhA//rplC//bcp//rplD//ydiK//paaH//copA//gpmA//dhaR//sbp//focB//kefB//borD//ltaE//maeA//dgcJ//dinD//mdoD//torD//fumB//insA-2//moaB//rbsR//lhr//ybfE//lepA//kefB//deaD//sdaA//ydeM//galK//yefM//ydeM//nrfB//lptA//gmk//nagZ//mdtB//ftsX//ulaR//lgoT//dhaM//fepB//hemB//pfkB//cadB//serA//yedP//pntB//nrdD//dsbC//carB//fecA//torY//bioF//ftsE//rne//gatZ//rcnA//rpoH//erpA//ydiB//pldB//ftsH//envR//nlpD//ansA//yfjR//ycbX//katG//fadL//mraY//waaL//artP//yehC//arcB//waaZ//ftnB//yahB//pyrH//deoD//narK//zinT//pdeL//srlR//yihI//rlmG//emrK//murB//fbaA//cpxA//ybcJ//qseC//gsiA//rcsA//hsdR//rplT//lysU//nupX//yiiM//rodZ//tpiA//rplX//glpX//xthA//rpmF//narY//pal//rcsA//rsgA//sdaB//thiG//yfjV//yigL//yrfG//hyaD//selA//nrdG//ydjE//rbbA//yahF//cheY//uxuB//glpX//recR//rfaQ//narJ//galS//lrhA//groL//cmk//ymfA//potI//tsaB//sstT//rtcR//ivy//ppiA//ygaV//alsA//chiP//otsA//bsmA//ygeX//iraM//pdxY//treB//uxaC//kbp//upp//purL//dsbG//csrA//ddlB//exoX//rpsB//rnb//gadC//hycI//flgC//ugpC//glnL//murA//bepA//ydhC//rfbB//ppiD//hisB//yneE//sgcC//narG//tdcG//frlB//rnhB//mepS//yjfF//hyaB//tadA//fepA//rpsQ//ydeM//ttdA//yhjR//fhuB//proV//dgcZ//yjiY//yidQ//clpS//cysK//flgC//ybdR//yjjX//cdgI//glgX//treC//glpG//ynhG//metH//ubiE//uxuR//ygdG//rlmF//bluR//tnaB//pabC//srlA//argK//mhpD//ompR//speG//ccmE//yhjB//nepI//trxA//agaA//trpB//yiiE//truD//cdh//csgF//
GO_0050801_6	eutB//ybeF//araB//hpf//livF//deoR//rtcR//rhoL//yijE//mdoD//hybE//waaP//chbA//higA//hemG//yfgI//glcB//fadM//ynfF//hcp//cnu//groS//bhsA//yihT//xapR//glnK//bamB//trxC//sodC//pdxH//exuT//gmhB//dnaT//fecA//ubiG//xseB//
GO_0050821_5	rspB//cmk//rstB//yjjI//nagZ//
GO_0050918_5	ydiZ//frlR//lolC//srlD//
GO_0050919_5	tmcA//
GO_0051027_8	artQ//hexR//
GO_0051049_5	ghrB//iap//ilvI//dauA//dctR//cobS//tnaA//yebC//yecS//ddlA//aer//fiu//
GO_0051050_5	ynbC//yiiE//kdsD//
GO_0051051_5	acpT//prfB//nudB//
GO_0051052_6	pepQ//rpsJ//norR//yehW//rpmC//pheM//hslV//zipA//dicC//ftp//tbpA//nanT//yidH//yggN//
GO_0051053_7	trkH//minD//hdfR//ynaI//nikR//yebZ//
GO_0051054_7	ynfF//rffT//
GO_0051055_7	manA//
GO_0051083_5	bglB//
GO_0051084_5	dicB//ybiJ//yaiW//ftsX//eutN//citX//mrcA//
GO_0051085_5	prpC//rusA//garK//proC//dgoT//gadA//dgoA//
GO_0051090_4	yfgJ//bssS//ubiG//ygbI//dapD//rluA//ratA//yfiR//
GO_0051091_5	mprA//argC//
GO_0051098_4	borD//murC//
GO_0051100_5	ydeM//aroA//
GO_0051101_5	yhfS//
GO_0051103_7	cdaR//recC//
GO_0051128_5	nikA//fucA//csgD//ubiD//nanC//ldrB//rplC//kefF//sdaA//wbbK//phoR//lgoT//yghW//rcnR//lysA//gltX//asnB//degQ//lpxT//trxA//frdD//soxR//ybcM//rdgB//rsmJ//iscS//pnuC//rplE//ybjL//yciV//hdfR//ygiN//hpt//ghxP//emrB//mipA//yhjD//secA//nuoB//rarA//tas//pgaD//hiuH//yhdZ//yqhD//yqeA//rsgA//ebgA//yegD//rffT//tar//arcA//ygjR//hprR//cydA//katE//ybiT//narY//yoaA//hinT//ygiS//ybfE//zapA//trmA//hflC//phnG//rpoH//aroG//yeeO//cysZ//dnaJ//yjeH//fdnI//barA//xylF//prpB//argF//
GO_0051129_6	yhbX//dicC//mobA//znuC//ybaL//dapA//icd//yghO//mobA//sgcB//tisB//tdcA//lrhA//tldD//tus//pheP//
GO_0051130_6	sufC//rhaA//cusS//epmB//hemC//ogrK//ccmD//aqpZ//ynbD//nagK//cpxR//cysB//lolA//nrfB//yieE//pitA//
GO_0051131_7	artM//lsrB//
GO_0051143_8	yqgB//
GO_0051156_5	gloB//clcA//fliK//rarD//yagG//ydjE//
GO_0051167_5	yqhC//yjfP//flhE//
GO_0051171_5	queD//zntR//paaA//sgbU//gcvP//mppA//srkA//ilvH//hdhA//ubiG//flgI//hofN//gabD//glcD//hpt//fixA//nagE//rfaC//lptA//yfiE//paaA//fimD//citT//ppiD//fimH//rpmB//tehA//torI//dnaQ//appY//eptA//moaC//folC//ygcO//rlmI//ygiB//garR//phoA//nagC//yedF//talB//nanT//ftsI//zraR//yhaM//clcA//norV//cpsB//alsA//lexA//rcsB//pepQ//cbl//secD//tusB//nrdG//yqeG//iscU//dosP//rplN//lpcA//exuT//rimL//dcuD//eutK//galR//umpG//yjiR//gatY//cspA//udp//btuR//mnmC//ptsG//recG//dusC//secY//gatZ//yfcP//wcaJ//yiaM//rnhB//pyrB//yibH//atpC//yhjR//pgm//iraP//mdtB//rplK//glpX//rfaG//basS//gcvP//rsgA//zapD//allC//pspG//cpdA//recD//paaE//ycjR//ptsH//roxA//topAI//ftsK//puuE//moaA//folM//trg//ubiI//thiM//yfcF//ebgR//ddpA//pflC//pepT//wzc//intS//mnaT//ygiN//yhaJ//mtlA//pck//ubiC//nadK//sbcB//insK//pyrE//ybhD//rfbD//adk//flhA//ynjA//glcF//ytfQ//sutR//yqaE//phnC//tolC//rutR//ugpA//mipA//narL//livK//carB//ttdR//napD//pdeH//rpmF//sdhE//tdcB//mreC//hofN//speB//cdh//yqeG//metE//gnsB//leuE//cobC//ygfZ//mlaB//lptC//tsr//ydjM//ydiR//pgm//ydjH//gutM//opgC//hexR//ttdR//nikA//rsmB//uvrC//cheB//nlpE//bioP//pflB//hemA//yiaN//pdxK//ydbD//patD//gmd//yhjC//potH//purN//yebZ//secB//yodD//sgrR//yihW//fepG//oppB//yciV//recQ//setC//menF//lgoR//ygcO//cheA//crfC//lpxM//ubiD//carB//gpmA//tufB//rcsA//mepA//cmoB//fabG//aqpZ//yegV//macB//pstS//rutF//ampH//tufB//purL//iraP//insE-1//manY//tdcD//lipB//waaU//ogt//sanA//fucA//mnmG//sgbE//aroC//alsK//ygiS//dcuS//prlF//yeaD//hchA//trmI//rimJ//rarD//nanE//mngR//allB//ychF//sdhA//yieL//parE//tbpA//blr//yigL//yphD//artM//ldhA//recG//ortT//mutL//alaC//glnH//proQ//zwf//gcd//yraR//fetB//csdA//tauC//hprS//ycaN//soxS//atpA//dppD//radD//thiL//ydcP//betB//rng//selU//dgoR//metC//glnD//amiC//mdlB//fepG//ycbX//trpR//rlmF//fimH//malY//amiD//yjhC//atoS//uxaA//mlaC//yidL//rpsB//pstB//hdhA//yciG//ecpR//yhjC//zntR//mdlA//nagZ//clsB//pyrH//hypT//hyfF//yfcQ//ibsE//hns//dctR//chpS//argE//soxR//cdaR//thiL//fabG//ydeO//pth//iscA//yhiM//rimK//ldhA//rpmJ//bepA//idnD//sanA//acrE//yjiY//aroK//recJ//dinQ//ubiI//flgC//folC//rstB//
GO_0051172_6	mlaE//purF//malQ//ydfK//ygfZ//ptsP//corA//htpX//hpf//rluB//acs//yihX//tolQ//hyfC//entE//leuA//alkB//hybE//dnaX//shoB//nhaR//glpR//tap//uspG//nudB//hcaR//cysM//yheT//tyrA//citE//pyrH//adhP//hfq//nusG//prkB//talB//hycB//gstA//cbtA//garL//chbF//dkgA//citT//pstS//cadB//gdhA//gshA//cueO//nagB//dusB//dkgA//rlmD//ccmD//xerD//emrE//yahB//valS//ilvI//coaA//hdeA//decR//rlmC//rnc//fimZ//insA-2//lpxD//atoC//ftnA//ompT//hypF//ftsL//yraR//fnr//phnC//pdeK//argG//tauB//topB//gpsA//lnt//mmuP//astC//ybiA//phoB//speG//queE//ycdY//cecR//dgcZ//sspA//cadC//fkpB//xanP//ybdZ//fliS//proA//dinG//msrB//yfbU//hyaD//mltD//acrB//tusB//dapA//flhC//rplX//tar//yfbR//murJ//ychF//yiiM//fetA//hemF//yejF//rpsL//queE//trmL//ydiV//yfdR//yphC//mglB//rlmJ//ygaZ//murQ//rseB//yhdJ//paaA//yjaA//yfcQ//degS//arsC//tag//
GO_0051173_6	rpiB//dusC//mmuP//yieH//panB//cueO//hisS//rclB//rne//ldtB//hha//bglA//pyrL//deaD//paaK//uvrA//yfaX//nlpE//uidR//nupG//osmY//nuoE//ybjD//pdxY//oppC//fcl//yebK//fadD//yidK//rsmB//fruA//acrA//lolE//bepA//fadJ//frdC//iscS//ybaM//yibT//ghrB//casC//potE//eutD//mgtA//basS//yddG//paaE//ilvE//ygaH//clsC//mdtM//alsK//sfsA//yehP//hyaB//ybhP//ybiS//elfD//ybcJ//aslB//ydiO//gudD//ribD//eco//rpsO//tpiA//sbcC//sdhB//uvrC//mazG//rng//ydhJ//rplE//bluF//shiA//rpmE//nrdG//gatA//ygfI//hisA//hsdR//ispH//pgm//ybiI//yoaB//hslU//yggF//aroF//norV//
GO_0051174_6	ybfE//dnaG//suhB//yedP//nadD//yfjR//moaC//exuR//ibaG//mug//
GO_0051180_5	diaA//yiaF//sdhA//waaB//rfe//ubiC//mzrA//gppA//yeaV//fetA//waaZ//rpnD//glvB//sspB//kduD//sgcR//
GO_0051181_5	kbaZ//yajD//yeiL//tnaA//nirD//evgA//ulaA//hofO//plsC//atpB//cyoC//narY//elyC//wecA//aceB//yagG//gudD//gph//yaaY//rseC//rcsD//rfaD//ligB//cysK//insB-2//glyA//bfr//tyrS//lrp//yahF//ascF//csgG//serC//dnaG//yadM//lpoA//yajL//yjbG//rbbA//ytfT//ydiO//
GO_0051182_6	yahN//gatD//murA//yiaA//kdpC//
GO_0051186_4	yeeJ//fabD//thiD//rpsB//yadV//tsr//pmbA//atoC//thiI//argE//kbp//ybcL//ppk//ralR//galS//pabA//envY//tdk//gatD//cusA//ftsH//dcd//rng//dgcZ//narL//yaaY//ulaA//cysQ//fre//yghU//mlaE//dcuR//recC//pliG//purL//deoD//xanQ//tatB//pabC//azoR//tyrR//insB-2//yeeA//murG//abgA//glpT//hda//xanP//epmC//yjiM//fnr//guaC//xerC//mhpR//rpnA//yadG//deoR//srkA//coaD//narW//ilvC//lit//recC//zinT//soxR//trpE//yjeI//ybcQ//rnd//amiC//srlA//hinT//osmC//rlmG//queF//mfd//puuC//wecC//sfmF//xisE//tusE//livM//livM//ybcL//chbG//rhaD//iclR//pmbA//murJ//ftsK//pepD//nuoH//yiaT//mepA//hipB//sutR//pckA//citG//cheW//hybB//cas2//mlc//yjhI//menA//xseA//udp//bssS//rpoD//dinI//waaH//abpA//yifB//exbB//cas3//caiE//dsbC//yqjA//uof//ackA//yfdK//frmA//mraY//greA//rnhB//glnS//lpxK//purB//nuoG//asd//kdpB//evgS//yhhT//ptsG//yibA//clsB//sfmD//lpoB//rlpA//atoC//hemB//zitB//yedA//rfbD//ygfA//abgA//ccmF//casC//trpE//cobU//eutK//waaH//yhjX//hflC//dnaC//ydiR//hofC//lpxH//citE//trmD//nagA//lysU//yraR//helD//rsmD//psuT//alsB//paaE//yjiY//rcsF//gyrB//manZ//chpB//dgcN//ybjN//pstC//hcaD//mscS//yehA//tolR//yfgJ//yehP//dicA//prmC//arfA//msrP//pgpA//moaA//yfiF//uxuA//ugpE//eptC//ynbD//yqeA//aqpZ//lldD//accB//fhuF//tusD//trpL//
GO_0051187_5	alsK//wcaC//yeiG//nuoB//queA//torA//dgt//yfjV//nagZ//ycjR//
GO_0051188_5	tnaC//rsmC//sapD//ychF//waaS//murD//pflC//mltF//ogrK//mntS//purL//cutC//malE//rluF//rihB//bdm//pabB//hupB//bfr//purA//bioP//fecB//hofM//fimF//mngA//tdh//cysW//cdaR//rseC//truB//gntT//rlmM//cecR//tyrS//eptC//bioP//oxc//recJ//rpoH//lpcA//fruB//cpdB//yfcV//yccA//ydcM//fumA//caiF//tqsA//ycjQ//galS//ftsP//rbsD//elfD//flhD//dkgA//mnmG//atpB//cusR//cdsA//ghrB//fimF//narI//ghoS//ykgM//rssA//pflC//lgt//priB//ubiH//ybcM//rimJ//cysK//fpr//ppc//zapA//dld//trmJ//cbrC//melA//basS//fdoH//accD//ulaA//pnuC//nadA//yajD//lacI//yjeI//ytfT//bluR//pgaD//grxD//abpB//yiaA//glsA//hemN//ydeI//nuoB//hemN//yneJ//umuD//rfaF//recB//tas//cspE//nfo//yfdC//dusB//xseA//entC//pbpG//elfA//rcdA//ade//ypdI//mgtL//hsdR//xdhB//asnA//degQ//npr//yciA//fixC//insI1//arsC//edd//srlD//ynfL//yjbB//yadM//aldB//cysZ//putP//ftsX//aceF//mdtP//sfmF//agaS//hofP//sdaB//yphD//cynS//bcsQ//xylE//nrfG//acpP//
GO_0051189_5	fliS//fepA//cpxR//yjjG//otsB//truB//rihB//glvC//rlmI//ydjE//rpsQ//fimG//
GO_0051191_6	pdxB//
GO_0051193_6	rpmC//elyC//trxA//
GO_0051195_7	bepA//
GO_0051196_7	ydiQ//
GO_0051205_6	acnB//ftsW//pspF//narU//fadD//cbtA//hisQ//rpoS//cyoD//yghG//
GO_0051223_7	rplP//sucC//yegT//
GO_0051224_6	preT//
