#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	cmtB//lgoD//sucA//rluB//
GO_0033559_6	lsrR//
GO_0033567_6	mak//
GO_0033585_7	tktA//paaH//
GO_0033609_8	tig//
GO_0033611_8	yieL//
GO_0033674_7	paaX//
GO_0033683_7	clpP//
GO_0033692_6	srmB//holE//fiu//solA//fixC//ppiD//lacY//arnA//arsC//emrY//alpA//pth//cpxP//yfhH//ampE//gapA//yiaN//ribF//puuA//nadD//yfaL//codB//yedA//rnpA//yhjX//rzpD//holA//insH-6//nudG//frwC//ftsZ//serA//aroK//mrdB//ydcM//gcvA//yjiM//ssuC//nfsB//livF//fabI//rimP//nadD//gyrA//rffG//lpxK//bacA//
GO_0033865_6	trkG//cysP//ybiX//argB//lldD//allS//rnr//
GO_0033866_7	cobS//solA//mlaC//yhjV//
GO_0033875_7	glcE//sthA//mutH//zwf//yijE//ybiI//cpdB//
GO_0034030_8	bacA//rdgB//fdnH//ffh//
GO_0034032_6	ynhF//nudB//glpX//ispH//kdsA//ydcZ//zapB//
GO_0034033_7	opgB//yihW//dgcN//chbF//
GO_0034035_7	gudX//patZ//mcbR//
GO_0034059_4	cedA//ynfF//
GO_0034192_7	kilR//mdtD//stpA//
GO_0034193_7	patD//
GO_0034194_8	galU//glnS//priA//
GO_0034195_8	era//
GO_0034198_6	yagF//potC//rpiB//
GO_0034203_6	dgcQ//
GO_0034204_5	asnC//garK//
GO_0034213_6	gmk//
GO_0034214_7	zur//dnaJ//borD//gapA//
GO_0034219_6	rfaH//tap//bamC//gadX//yfcS//rfbD//ydcO//yebK//yebK//phnH//rplK//tatD//yjeI//citC//dinG//tisB//xapR//bcr//pdeD//murQ//minE//pgaC//valS//hscA//trpB//norW//cutA//atoS//cmtB//lplT//ygiN//yddG//araB//cusA//clpB//melR//minE//aroA//pcm//dgt//fadR//nrdE//sbmA//metL//insH-5//trpA//citX//hisB//yfiC//ubiE//yjiR//hemH//proS//epmC//nhaR//yeaE//ycjU//rluE//ydfG//mtnN//mlaD//glyS//lyxK//purN//yeaK//cheB//betB//ftsK//allB//ydhC//nikC//treF//bioD1//trxC//ydiV//yraN//aceF//flhC//cmk//ydjM//fadJ//rplS//fimA//murQ//dxr//garP//coaA//glcE//fhuF//yjjG//proX//frwD//ygcW//fliA//
GO_0034220_6	tauB//argF//glmM//nhaB//pspG//fepA//endA//cmoM//hemC//ybcQ//potF//tsr//torZ//topAI//nfsB//hxpB//paaC//mgtL//sapB//pgpC//mtnN//waaG//thrL//fepE//dppB//sutR//htrE//yafC//thiG//umuC//topA//cynS//msbA//ybdN//tonB//lsrG//tamB//kbaZ//mmuP//hns//fre//waaQ//tdcC//hdeD//feaB//frvB//yihP//zipA//yjhI//greA//insK//decR//glsA//phoU//napD//tatE//tsaB//coaA//tadA//rodZ//apt//fecA//clcB//yciA//csdA//hybA//yneJ//hemF//ybdN//mltA//hslR//fepE//serA//murD//argB//sthA//rhaB//ynbB//yedP//nupC//flgI//argC//dgt//rbsD//ybdN//efeO//hemH//gudD//argA//ompA//birA//ycjP//bluF//fliL//mtfA//zraR//norR//ansB//tdcR//nuoH//hflD//rdgB//yagJ//purL//hemC//rclC//recC//nuoE//rihA//murP//murD//hsdR//ompW//paaA//ulaR//zapB//dnaK//yjhB//folX//yidE//artM//eutD//mhpB//cysC//sdaC//hyaA//malY//hiuH//crp//fepB//opgD//glmU//rplJ//ydjL//fadL//rzpD//maeA//gltI//acrF//rho//yjiA//dusB//ydcZ//yagF//ydcR//wecA//ulaR//dppB//lepA//ycaO//kefG//dicC//pgi//ybbW//purR//cpxA//fryC//tsr//yieK//hemA//thrS//fabR//gmhB//ghoT//blc//aceK//yhcF//mltA//gapC//gcvA//surA//kdpD//eutK//ispA//acrE//
GO_0034224_6	mtfA//malF//
GO_0034227_8	ssb//ribD//ycaN//glnS//rpsQ//mcbA//mdtN//narP//
GO_0034248_6	mepA//rlmB//gpt//secE//dbpA//lamB//potF//garP//add//intS//clsB//cyoC//ilvN//sufE//glgC//prmA//rhlB//araH//cspE//phnI//wcaC//hisA//aaeB//gltS//ytfP//allR//brnQ//mltB//adiA//mltG//ispU//lsrR//rnc//thiE//btuF//mntS//shiA//iscR//hycI//mioC//cyoD//
GO_0034249_7	rcsC//hdeA//yehY//ldcC//glcF//yajO//rihB//rlmG//glcB//arnE//yebC//citG//ogt//glmU//glcD//ampH//ybeQ//ibpB//frlC//trmH//tcdA//yhhY//csgF//asnS//ulaA//
GO_0034250_7	lolC//sutR//tolQ//zapB//dapB//ybiI//kdsC//
GO_0034258_8	amiB//
GO_0034260_5	yhjC//
GO_0034285_6	pepA//
GO_0034286_7	uraA//
GO_0034288_6	feaB//
GO_0034289_7	ygeX//
GO_0034308_5	argP//speG//ispU//cho//fdnH//metF//pdeL//trpC//yjbB//msbA//dtpB//
GO_0034309_6	nupC//hyfR//mglA//
GO_0034310_6	cheW//bhsA//mlaD//asnB//radA//def//
GO_0034311_6	yecS//recC//lpd//
GO_0034312_7	sgcE//cusF//
GO_0034313_7	cas3//
GO_0034337_3	aspA//ygiW//
GO_0034355_7	rhtA//ydjE//dnaN//yafO//
GO_0034401_5	hypB//
GO_0034404_5	ispH//gpsA//ynaE//frc//trmA//ugpB//lyxK//tusD//fieF//motA//araF//yjiA//metK//arnF//fabH//speA//ygbL//narL//acnB//fpr//rsmB//argK//gcvT//rhaD//accA//hemG//sdaB//fryA//fecA//fimA//ybhP//sgcA//csrA//dpiA//murJ//tamB//umuD//casC//mgtA//thrL//ydiP//miaA//bioD//ribA//agaV//elfD//ppiD//rplR//dinD//ubiJ//
GO_0034414_9	ybiY//
GO_0034421_8	argH//
GO_0034440_4	pheT//ynjA//clpA//frc//fucI//moeB//pbpG//upp//fecB//rcsF//yihP//waaQ//phoE//slyA//yraN//cpxR//fadK//atpF//frwB//bglH//
GO_0034470_8	deoA//marA//tdcC//ogrK//pdxY//yicJ//dgcT//purA//mcbR//vsr//ompA//tus//sgcE//rluF//ghrB//mscL//atpD//mgrB//ulaF//cmtA//yiiD//ilvN//yiaU//livK//secG//flgM//pgaB//mobA//fliT//ynfF//yfbS//ubiA//ilvL//secY//fkpB//ybaL//hypD//abgB//mutS//fepE//metQ//mqsR//hokE//pphA//yieK//ynfF//glmS//lpxM//accA//prlF//rpsL//gluQ//asd//yhgF//ycdY//dsbD//intQ//tyrS//cysG//gudX//cycA//dgcM//mhpT//ybcM//btuD//yjiM//ynbC//ygiV//mrdB//nuoN//brnQ//srlD//asnC//citG//nei//hybO//guaB//phoE//accC//pepA//yfhM//dsbC//rhaB//nemR//truB//sfsA//dtpA//mraZ//treA//focB//proV//rbsR//cspA//pdxA//
GO_0034471_9	dgoD//tdh//pcnB//ydeP//
GO_0034552_7	cdaR//
GO_0034599_5	tyrB//baeR//galE//evgA//bolA//nadK//shoB//fliT//speF//dnaJ//yggW//yieK//thiI//nusA//pheT//cpdB//ispH//yehB//melB//ftsI//tauD//dkgA//hofQ//
GO_0034605_5	proW//nirB//yiiE//yjiQ//ybjN//panE//yoaB//pdxK//ybiX//
GO_0034613_5	frsA//cspG//rnlA//dsbC//polB//greB//ybbW//rfaF//ybhJ//dicC//glpR//murB//dsbB//holA//ribB//sufD//fadH//
GO_0034614_6	fucO//mmuP//yebS//glpK//acpT//sspB//cytR//mltC//tag//alsK//rihC//yrfG//ralR//
GO_0034620_6	tldD//hcaT//hprR//bioA//
GO_0034622_6	torA//topAI//syd//rutD//hsdR//cadB//zapC//rsmE//cusB//mqsR//mraY//araB//rplW//opgE//fabB//ubiA//znuC//yraR//arsC//gntT//cynT//recC//melB//yneL//yahN//avtA//rluA//gloB//rlmL//crl//yeeY//hokB//eptB//pta//rhlB//fumB//rlmM//frwC//bamE//rapA//nhaB//
GO_0034627_10	yjiQ//tsaE//aes//msrA//ftsX//
GO_0034628_9	gltD//cysP//hemG//citE//marA//
GO_0034635_6	puuB//metE//intZ//yfjR//lysO//yfjR//
GO_0034637_5	grxD//panZ//dedD//aldA//eno//waaJ//ccmH//dapF//allD//suhB//manA//yigL//ydiB//bssR//hypE//mlaB//rihC//ybfA//gltI//slmA//yebC//rpmF//gpt//paaA//accC//tyrS//mreD//yedP//rlmD//metF//metR//hyaA//ghoS//rplQ//mltA//crr//thrA//aes//mukB//fsr//yojI//erfK//kdsA//ycjQ//wzzE//fadE//frvA//glk//recR//cecR//
GO_0034641_4	flgF//lpoB//betB//rpmB//nrdB//macB//hscB//ada//kefF//ypjD//ypdF//sanA//tnaB//tsf//hybB//narQ//flgD//ibsB//rep//rfaC//rsuA//appC//tatA//ugpE//ftnB//ompG//fucA//fdhD//blr//yhhT//ygcO//yghG//lsrB//rimI//lsrA//ydaV//rhaM//mepM//murQ//mutS//idnT//yphD//yegT//zapD//yhcF//selU//manX//pncB//cobC//nepI//nanT//truB//frvB//msrC//rluD//yadV//fes//sgcB//fimC//zraS//tynA//trmB//rnhA//panB//tusD//eutN//cpsB//rlmN//ssb//ydjL//purF//rpiB//acpH//frwC//ybhA//ccmA//yfcV//argG//gloA//pheM//panC//selU//sfmC//rppH//rcnR//ydhC//dmsB//alkB//chaA//arnF//ulaG//napB//nlpE//yggW//ydjK//djlC//yijE//cmk//yjjB//yhhT//hyaD//fdhF//cbpM//tauC//ariR//rplD//appY//hsrA//nuoN//yehU//fdnG//cysK//ybiV//btuC//tusD//dgcT//grpE//yjtD//ydiB//cmoA//xapA//yfaU//phnO//yebZ//cspE//lgt//dsdA//essD//dppC//mltB//pcnB//qseB//fsr//dgkA//pliG//guaD//ybiJ//waaG//wcaJ//alaS//mrdB//yjaA//pgaA//sthA//ynfL//yjjV//fabI//thyA//tyrS//ahr//pheA//ruvB//ygdG//yedA//flgI//recD//mgrB//putA//mtgA//aspS//trxA//ldrD//rfaB//yjaZ//dctA//rlmE//metR//rhaD//hcaB//rluA//efeO//waaB//nikR//yebG//wzyE//kgtP//gatA//livM//nfsB//acrF//glgA//fabG//yphF//sfmA//rsuA//amtB//yagJ//mdtL//dkgA//dadA//panF//phnC//moaD//yegT//yqjI//napC//sfsA//kduD//aceF//thrB//rlmL//yieK//srkA//sufE//gdhA//lptA//yicJ//yjbG//uvrY//yhcH//alr//rlmE//yjjI//insI1//ccmC//htpX//csdA//chbG//trkH//rutR//dpiA//yjjG//abgB//ggt//fabR//kdgT//nmpC//yiiM//feaB//fdoG//lpxH//tauD//lptF//hisQ//tisB//ubiC//hinT//ybdN//speE//aqpZ//topA//ratA//fes//astC//ynfK//ogrK//recJ//ydcP//yhhZ//nanA//fdhD//sfmH//tsaD//hyfR//ydiQ//coaA//rhtC//pstS//ybaL//yahO//fadA//gapA//ybiH//ilvH//cydB//hchA//glpD//menA//yihS//hxpA//xseB//yihP//yghW//cpxR//aspA//zapE//yhbY//yedA//yiaF//flgF//hemD//rbsC//cueO//ivbL//mgrB//deaD//sseA//map//tatB//sgcE//oppC//cheW//kbaZ//nrdG//pstB//pspA//ydiZ//yohD//afuB//hokB//ptsP//uvrA//ppsA//pdeK//folA//paaK//atpB//ddlA//mcrA//yfiF//hofN//spoT//yddA//argA//plsC//fadL//acpH//hdfR//sufA//ytfR//deoA//topAI//elfD//yegD//rplJ//dtpC//aaeB//frlR//rlmI//ilvA//leuA//fic//orn//hyfR//emrY//yobA//ubiB//hypT//gloC//cspE//topB//trmD//orn//yihX//yqaA//yihI//dapF//panE//wbbK//yoeE//nfi//rlmL//rimP//paaZ//hcaD//rcsD//uvrB//waaL//waaP//mepS//mtn//dppD//yidK//tilS//yddG//acrZ//rapA//fimF//uspB//sufC//ybfA//eutN//iscU//yihQ//moaA//uvrD//deoD//proB//nikB//shiA//manX//cueR//rcsD//pepT//ligB//yhbY//cobS//zwf//hyfF//sdhE//gntP//fetB//araE//rfbD//gntP//sapD//ydiR//ybjN//yedP//rihA//alsB//chbB//betB//dacA//dxr//yraN//yhaJ//aroG//insI-1//hcp//yqcC//yheT//yqaB//yjjU//cutA//emrY//cyoE//umpG//tatA//ydjK//entE//motA//btuR//ycaN//katE//yadK//yrdA//tauB//ubiI//yjbB//glnA//amtB//aroP//zipA//gsiC//trxA//gspF//paaB//kefC//opgG//yaiP//fecD//luxS//yjeI//otsB//htpG//yraK//pgpC//lgoR//mcrA//yaaY//pyrE//citC//ldcC//rsmD//phnK//csgB//pyrG//btuC//viaA//hinT//aphA//ldcA//btuF//hprS//viaA//tusC//ycbV//kilR//yfeW//gfcE//lolA//yhfK//ybfE//atpF//pflB//yqaA//dkgA//pdeK//ackA//ybjN//otsB//cusR//ftsQ//treB//mhpR//fadB//gluQ//ycbB//arnT//tabA//acnA//fsr//lptA//xapR//dnaE//casD//csiR//pgm//astC//kdpD//rzpR//yggN//orn//idnK//umpH//yraK//insH-5//mrr//pgk//ykfM//yidR//prmA//ydiF//bioC//glcB//cmk//degP//gatB//pyrL//pgrR//glgS//ubiJ//matP//glmU//gmk//yhdZ//yhfS//asnB//setC//tcyL//fbaA//lexA//aceF//yfcG//hrsA//gloA//ydcO//cspI//leuS//ynjD//hybF//lysU//pabB//xylA//glgX//mepH//pdeL//rpsA//nlpE//torD//yiaO//iraD//nirB//rpmJ//alkA//ampH//sufC//cysA//leuC//rluA//cnu//bglB//purC//hyaA//yqcC//ldhA//fucA//chbB//rpoA//cho//aes//cusA//cysD//yhaM//yeaD//pheP//yfiE//rplP//yhcD//cbpM//rplW//ubiD//lpxL//hypC//queD//yihW//entC//prfB//mhpB//mlaC//fliA//hypD//yjaA//yfcQ//adeP//gltB//chbC//sixA//focB//bamC//glcC//pitA//rzpD//ompG//ogt//dnaB//holB//dam//mog//yjiM//ycgB//envC//potB//yahB//cpdA//ybhJ//nlpE//yadV//dmsB//adhP//ybhS//menA//ybaQ//asnB//rfbB//pdeH//mak//priC//hyfC//yhbY//prpC//ynaE//fiu//yeaV//pepQ//phoQ//nikC//uxuA//yghU//trpS//cpdA//ltaE//yqcG//sstT//satP//yjiR//rplT//cca//menC//ldtD//hfq//ppx//yahD//citX//aceB//tsgA//agaD//fimI//mtn//cysE//barA//slyD//yejF//ybiA//dinB//nemA//topB//panF//glvB//ydfD//ydeP//setA//rfbX//agaB//eptA//waaG//ilvC//clsC//thrC//yciK//yfaL//argF//map//slt//tcdA//yafQ//cueO//yjiM//uhpC//mngR//metK//yhjD//evgS//appB//ybdN//aaeA//mpaA//oppC//prmB//ykfI//accC//ascB//fhlA//ynhF//gsiB//xylH//elfG//pyrB//lpd//dcyD//yjiR//cspD//dgcN//citG//fliZ//bamA//gltI//pyrB//pta//hybO//cycA//intS//ftnA//ydaV//ygaV//sgcC//cycA//adeD//ybaL//sucA//ynhF//opgH//yciA//creC//dppC//livM//hha//mdtF//thiH//kdpB//bglA//yfeR//dhaR//murB//nikB//tdcE//cedA//chpB//cysI//lipB//cspB//kdsD//yggD//xerD//dgoD//rbsC//ydeE//ymfA//entH//norR//rarD//patD//sdaA//waaS//secY//ampG//fre//narI//acrE//rpiA//tolQ//sfmF//nagK//yidR//rplB//vsr//rffM//glgB//yphB//xylB//purC//rffT//paaF//chbG//waaG//solA//ftsW//rutF//era//asnC//fepB//thiL//cpdA//cobU//ynfL//secD//pdeL//ypdF//nmpC//ttdA//trkG//def//melA//tas//flgM//tesB//emrY//sucA//yabI//cedA//yafE//alaC//ycjP//yagJ//
GO_0034644_7	tcyP//ccmG//
GO_0034645_5	pspD//nrfE//acnB//hofP//surE//metH//rclB//cvrA//glnP//amyA//fliT//arcB//yfgJ//eptC//wecE//ftsQ//nmpC//gadW//rplC//aaeA//symE//rsmC//cobU//yidL//yadM//arsB//dtd//rna//frdD//yidC//ybiY//slt//rpmG//frwB//eptB//acnA//atpF//acrF//arcC//ygaZ//dgt//ynfK//dnaQ//hscC//rfbC//trmO//cynS//melB//glcD//argO//cof//yhgH//araF//potA//potF//rimI//yjhI//gutM//degS//ydiZ//mltA//bfr//cycA//gudD//rcsA//acrR//fetB//mhpC//argP//znuA//hemA//nhaB//frlR//erfK//bglB//modC//eutK//adeQ//hemL//lysC//citC//hha//kch//cpxR//yjjG//yraI//waaS//hisH//thiM//dut//hycI//yjaZ//yiiM//rutE//yjgX//gdhA//agaD//bluR//gstA//ndk//dusB//waaQ//yefM//rihB//lpxK//plsX//rbsD//pepN//insH-5//hflX//ppx//rutG//der//rpnB//rimM//gltS//hipA//holE//ydjJ//cspC//dicC//yoaA//trxA//yfeR//menB//arcC//osmC//yafQ//dsdC//sapF//dcuC//nrdG//nikD//chbA//yafQ//uvrA//rclR//hexR//pntA//ldcC//cvpA//glmU//efp//flgJ//ssuA//yhbQ//mzrA//wzzB//yjbF//frr//yeeJ//ppsA//yafO//agaC//hflK//hofC//deoA//greA//ttdB//ruvA//xisR//acrR//mtnN//dnaC//mhpD//nrfD//ansA//allS//yhjB//rpmA//recQ//lgoD//ydeO//fdoI//gfcE//ybcQ//atoB//tcyP//nusA//dhaL//ompC//ydiQ//rspB//yhfK//ygfX//frmB//tomB//ushA//yidC//mgsA//gltB//nudC//dcp//insH-6//nadB//mltC//yhjR//hisA//xylG//nadE//mscS//lysR//ubiJ//metL//ygiB//tolA//bluF//entF//lolA//ihfA//rodZ//pyrC//lsrB//rutG//ygiV//yccA//acrD//glcA//lrp//ybcJ//rplT//thiM//mrcB//gltX//insA-1//slmA//prpR//ftsI//yehD//livM//cdh//mdlB//hflC//iscS//fdnG//tusB//atpH//ynfE//potB//rplN//dxr//ftsL//cfa//malX//dacD//fdhD//glnK//cca//narW//narV//bioH//hybA//secA//uvrB//mtfA//yeiL//ndk//hflC//yjiQ//phnM//pabC//yfgO//yfeW//garL//ibsD//wzzB//waaQ//yajR//ispU//pncB//treF//lamB//arsB//aceK//fimF//yehU//yiaM//yajQ//tpiA//gcl//lepA//yihV//dmlR//hypA//fliK//tktB//rpiB//kdgK//dgcJ//yieF//putP//manA//arsC//yfhM//ulaB//yqiI//rmf//rluC//yjiA//acpT//nsrR//aroH//osmC//hemE//
GO_0034654_5	fhuD//livG//ydfK//nudB//gloA//yeeO//pmbA//queF//rpsM//ggt//cca//argD//glcF//cyoB//trkA//dnaN//cadA//minD//moaC//ydjE//yiaA//aaeR//lnt//queE//cytR//ycfJ//ftsY//rpsO//mntH//plsX//tap//setC//yobA//hpf//cpxP//yiiE//flhA//xylG//wcaB//mioC//yhdW//yqiI//ybgP//gudX//glxK//fkpA//agaR//ydjK//rplW//yfeX//yadK//nac//fabA//folA//yhfS//bioC//rlmM//yiaU//sdhC//yajR//rluA//rfbB//kefF//ilvE//mnaT//yieK//csiR//pyrL//rodZ//entB//ibsA//ydjE//cysQ//tatC//emrE//ispB//idnK//arsR//thrA//hda//lolA//cobC//aroD//alaS//hyaC//cirA//kduD//ygfI//yqaE//rihA//lolA//hisH//add//alaE//kdsB//rnb//ispA//tauD//dapD//hmp//lnt//degS//sdhD//dicC//aceA//rof//rpoS//yciG//feaR//folD//sad//narY//sthA//miaB//hemN//alsK//yhcD//infC//yraI//recF//murF//ribE//radD//zwf//zapD//sgcX//curA//nikC//narP//fepA//recD//priB//yibF//bcr//metN//yjiY//ybjL//yfdC//ubiF//map//mscS//citE//nei//trpL//pepA//yibT//rcsC//yggD//idnD//phnL//ybhP//dtpA//rhaR//ruvA//rpsA//arcB//ybjD//pntA//rhaR//msrB//tyrA//nanE//hscC//lamB//ypdA//lsrC//nlpD//lexA//aldA//cra//manA//kdpF//glsA2//hemH//rimJ//fimC//mepM//putA//pheP//uidR//rraB//dppA//glcA//waaU//hyfF//opgB//uspC//ybeY//fdnI//garP//alaA//hofN//minE//trmA//afuC//cynX//lpp//nmpC//adiC//ttdA//chbG//ybdZ//ybiV//nrdD//yiiD//yedP//ibsE//hokB//yigL//lsrC//epmB//iscX//hcaF//cof//gabP//cyoE//menI//bluR//hslV//csdE//norV//tdcR//tqsA//fadL//opgE//skp//cobS//aspC//yhcD//ubiG//frlR//ruvA//kdpE//otsA//sutR//dapB//chaA//cysK//ycjW//rsmF//cspD//rutG//yafQ//zraS//yagJ//oppD//sseA//tsaB//skp//rutA//ydcS//nrfF//nadE//ygcR//ibpA//yagG//nrdE//ybfA//tabA//
GO_0034655_5	cutC//yfeD//ybjG//yedX//bglJ//ybiY//uacT//insI-2//rffM//dppF//manY//yeiE//yedP//ygbI//prfB//pabC//priB//thrL//yfeW//hdhA//nrdF//hcaC//yjhG//tamA//sugE//yfeO//fhuF//yjjV//rapZ//ackA//kdpF//gatY//pyrL//yadC//yfeD//yqeF//bfr//ftsW//nanS//pgl//gppA//ybjD//ycbX//yiaB//ribA//yjhP//ubiA//glcD//hypE//map//yafQ//nupX//rmuC//pepA//melR//menH//yihL//mmuM//pgk//hdeD//malX//napA//emrY//uidR//yciV//lsrB//speB//ftsA//helD//ybiX//feoB//glk//pepA//
GO_0034656_5	mdtO//amiC//poxB//gor//yedX//rnhB//ygiV//rsmA//flgB//recC//folE//ompF//fadR//
GO_0034660_7	ispG//bolA//glk//yagJ//ftsE//cpxR//waaQ//lacY//cobB//secY//argP//dgt//lepA//lysU//garP//mdtA//speG//dppF//crfC//tyrA//ygbM//der//dtpC//hisM//radA//ihfA//yfiE//adhP//tmk//dhaR//yigL//yehD//nimR//clcA//aphA//deaD//sdhE//pheM//flgB//nrdE//yceO//mdtG//ymjB//fabZ//xapB//ydiK//cydC//ilvH//dgoK//rplS//yejA//yaiP//srlD//tamB//recX//sfmC//yfdR//nudG//speC//aqpZ//rho//rplR//ygiS//mhpA//rbsD//dmlR//rluE//flgK//exbB//hdeB//melR//mntH//atpH//ydaV//yqaE//hmp//dinG//yhjV//ycjD//serS//tdcA//recD//ybjG//curA//valS//manZ//radA//era//agaR//opgE//cfa//csdE//nimT//entD//cpxP//yfcQ//frmA//garP//iscX//rffC//yjtD//garD//pal//fliG//essD//yebQ//nuoG//xisE//agaR//lpxP//xapR//ypdF//tsaD//folM//sgbU//hcp//aceF//lpxP//rhlE//gpmA//rseC//dgoD//
GO_0034661_7	fpr//yciK//rarD//nadC//
GO_0034755_9	tpx//polB//dacC//hyfA//
GO_0034762_6	yfcG//ridA//dmsC//spy//pck//rtcB//sucC//accD//
GO_0034763_6	osmF//kbp//
GO_0034764_6	phnL//truC//
GO_0034765_7	rlmE//selU//yegD//tsx//fis//tdk//mgtL//
GO_0034766_7	ccmG//
GO_0034767_7	allC//yehB//
GO_0034775_7	kduD//dgcF//ybdO//yajO//amiA//
GO_0034983_9	nudG//gmd//
GO_0035235_6	gntU//maoP//gnsB//narZ//
GO_0035303_8	pth//nudB//dgcT//ygfI//ispA//
GO_0035304_8	appC//
GO_0035306_9	dctA//
GO_0035307_9	yfaX//
GO_0035335_8	ybeF//sseA//ydeT//
GO_0035344_8	hokE//rayT//
GO_0035350_6	hemA//
GO_0035383_4	glpT//ybiH//nmpC//kdsC//ygiW//casB//ycbV//hscC//
GO_0035384_5	yfcQ//fliA//
GO_0035429_8	mltB//cytR//exoX//appY//sdaA//mepH//
GO_0035433_7	bamA//mltA//
GO_0035434_9	srlB//bssS//yhdJ//bssR//gntU//
GO_0035435_9	tusC//rsmE//gstB//dfp//ytfP//pheT//fruA//arcC//maa//
GO_0035442_7	lhr//yadG//tcyL//clcA//dmlA//narK//asd//cnu//abgA//ykgF//hfq//
GO_0035443_7	def//dtpD//cdd//ttcA//dmsB//leuD//glgX//lyxK//
GO_0035444_9	dgoT//fecD//yqhD//lldR//hisS//cadB//folP//
GO_0035461_6	mscK//purU//ynaI//tmcA//proV//slmA//gltB//yjjU//udp//araA//
GO_0035510_7	btuR//hybC//bolA//pdeR//acrZ//
GO_0035511_5	ymgC//
GO_0035513_5	nikC//
GO_0035524_8	glnP//
GO_0035552_6	bolA//
GO_0035553_6	ybgI//
GO_0035556_4	dppF//cyaA//acpP//fadD//sgbU//secG//pgsA//ydfK//glvC//gntU//ndh//umuC//metB//pstB//phnC//yihP//arfB//dmlA//alpA//purT//rlmD//bssR//ridA//gpsA//ibsE//gudP//citE//dcuA//yhjA//lysR//ttdB//zraS//puuR//patZ//gspI//paaH//xseB//lptD//cpsB//kefG//tnaA//glmM//ftsW//aslB//yfiC//avtA//
GO_0035600_8	uraA//
GO_0035601_7	rodZ//ygiV//fre//
GO_0035672_6	adiC//cusA//rplB//lsrC//insA-1//rnr//wecE//bioP//potB//rlmG//zwf//ariR//pflA//narH//rodZ//yajD//argF//rpsK//mntS//opgE//
GO_0035690_5	paaF//betI//curA//allD//dacB//narY//ppx//yjiY//hda//hisB//tldD//
GO_0035725_9	hiuH//ahpC//aldA//rpe//ymgF//nudF//potI//
GO_0035784_9	msrA//
GO_0035821_4	phnH//cydA//pntB//rfaC//yaaJ//
GO_0035864_6	kdsA//
GO_0035873_8	dtpA//blr//
GO_0035890_5	yfjR//hldE//fixA//aaeA//
GO_0035891_6	hybO//yidA//katG//rlmA//
GO_0035966_4	yfgO//yjiX//crcB//dcuA//mocA//fau//nikD//
GO_0035967_5	proQ//marA//srlD//queE//uxaB//
GO_0035999_5	pepT//plsC//pth//copA//
GO_0036001_7	fliZ//
GO_0036046_8	selU//
GO_0036047_9	mutS//
GO_0036048_8	chbB//
GO_0036049_9	flgF//
GO_0036088_6	cysN//
GO_0036103_6	rcsD//rlmN//
GO_0036104_6	cas2//yihU//
GO_0036172_6	nac//
GO_0036211_5	yigL//casC//mdtL//artI//rimM//clpB//glnD//rbsA//bioA//csgE//yoaA//dauA//ybgI//lpcA//ompW//intE//fiu//panC//amyA//cheY//glnK//elaD//argA//nlpD//fabH//rhoL//pyrL//yhfS//ftsL//glnD//rpnB//rhmD//rhlE//cadC//hyaD//waaZ//frvA//yggX//allD//mgtL//vsr//ribA//arnF//kefB//cspG//allD//cueR//ynbD//manY//hisA//pdeR//yiiM//surE//mepA//leuC//clpS//yahN//caiT//ydiR//dusC//fcl//dsdA//envY//ftsY//torS//rlmB//arcA//yqaE//malP//yjhB//citT//nth//frwB//yrdA//cheW//ssuE//insI1//ybiO//ytfT//gadW//ftsE//ilvD//dcuA//pcnB//rhaA//ppiA//mtlR//rplN//yagJ//patA//waaA//bcsQ//yibF//phoP//fetB//tauB//ampH//mdtP//baeR//speF//mhpT//gltI//plaP//atpE//nrdR//ycfS//citT//mutM//insI3//ygfI//dapB//argD//rraB//ydfG//metL//pfkA//yafS//yaaJ//msrB//mscM//araE//tcyP//ybhF//yeaE//yajD//ydiZ//waaO//tauB//truD//phr//abpB//yajQ//clsA//nudB//ldrD//focA//focA//rrrQ//csiR//lldP//lpxM//hldE//
GO_0036214_3	btuR//
GO_0036265_6	corA//minD//ulaG//mglC//
GO_0036289_9	rhaR//yihS//
GO_0036293_5	lpxK//dppB//yjeH//
GO_0036294_6	nuoF//degP//rhtC//
GO_0036388_7	insI-1//
GO_0036447_5	tsgA//endA//hcaB//
GO_0036448_6	psuT//yqeG//tdcB//
GO_0036460_5	mtlR//cheY//yahI//symE//syd//rutD//
GO_0036506_5	endA//
GO_0036525_7	metQ//
GO_0038083_9	hdeD//fur//chiP//rdgB//grxD//
GO_0039633_6	araF//manZ//yciV//acs//
GO_0040008_4	puuD//yedL//cheY//sufS//radD//gor//ilvE//pdxK//purR//ykgA//
GO_0040012_4	efp//rclB//mscM//ilvD//dsbG//proX//otsA//hycH//ilvH//arfB//mglC//nhaB//viaA//yggE//
GO_0040013_5	ybdM//cutC//mltF//sdiA//asnS//adk//rlmF//
GO_0040033_9	gloB//
GO_0042026_4	pyrC//fur//hslO//fepA//acpP//alsK//panB//tsaB//osmF//
GO_0042040_7	matP//
GO_0042044_5	fryB//
GO_0042126_5	secM//dinB//hofC//ybiW//
