#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ydhJ//yeiL//mug//eutD//
GO_0031327_7	epmA//tmcA//ydgA//mobA//gor//ychH//blr//ulaC//cca//mhpT//rbn//feaR//ddpA//ygeW//mgtL//ypdF//rnc//cadA//yghB//pitA//nrdB//waaQ//potD//tonB//fpr//dgt//mdtD//ytfR//csgA//ycjW//gudX//hcp//hprR//acrD//frdD//msrA//coaE//metG//araC//appB//sufA//yieL//wcaJ//pgsA//ydbD//dtpB//cbpM//hdfR//feaB//hslV//trxC//ygaV//ynbD//aspS//qseC//potF//abgA//rof//lpxD//glnD//ghoT//yieF//cyoB//eutN//yebG//yrfG//ivy//ynfK//ftsP//frlR//yhdH//mug//yaaA//potE//mcrA//sfmC//radA//trpA//ygfA//ompW//livH//yraN//narK//fepB//dsbD//fhuF//ynfF//murB//fabG//recT//ybiW//opgG//mtfA//atoS//lpxP//sufS//rlmM//yhaM//ssuE//rtcR//rlmI//manZ//uidR//yegD//ycfS//ygeR//fecC//rarD//yfaL//trpB//rutR//nusA//sgcR//nagK//cas1//ompF//hybF//rimP//ppiA//bioC//chpS//
GO_0031328_7	dapF//cpdB//recX//hofN//fieF//pstB//iraM//gatA//mhpA//xerD//mlaD//yidA//mgrB//yfbS//hflC//fryC//puuA//yedP//gapC//cas1//ldcA//lplT//psuT//ybhD//rsmJ//proP//valS//insB-2//yggD//hofO//ubiE//waaY//ulaB//yceK//ubiH//mdtP//yfdS//dcp//lpxH//etp//nemR//chpB//mdtJ//degQ//cadC//rnt//fhuD//sfmC//yjbG//greB//rffM//yqcG//rpe//glcB//hisQ//nlpI//yiiM//frmB//treC//aroC//rnb//sucC//queE//sspB//ssuC//glpF//gyrA//livJ//gcd//metH//cydC//ivbL//nagZ//aroD//tamB//yeeO//murG//btuC//dnaJ//suhB//ftsY//
GO_0031329_6	ybiA//feoC//fiu//efp//rraB//sdhE//gmhB//ydeM//eamA//
GO_0031330_7	creC//
GO_0031331_7	yfaV//chbA//
GO_0031333_6	puuP//arfB//bcp//ybeY//yibA//insI4//mfd//yjhP//icd//mraY//
GO_0031334_6	kdgR//alsA//adiC//ugpE//xanP//insB-4//yggW//glmU//glpB//uspC//yaiP//
GO_0031341_4	yjiX//
GO_0031342_5	yajQ//
GO_0031344_6	hsdM//tyrB//yafC//ydcR//cysZ//
GO_0031345_7	hchA//crr//
GO_0031346_7	yeiL//yfaL//acrB//
GO_0031365_7	gmk//sugE//bolA//fruK//trpS//deoR//ydiO//
GO_0031399_7	ydiR//glsA//cpxP//
GO_0031400_8	ftsW//
GO_0031401_8	rayT//cheA//
GO_0031437_8	ycdX//
GO_0031439_9	phnL//
GO_0031455_5	ydeP//rimL//
GO_0031456_6	yebC//insI4//
GO_0031460_7	yidK//frsA//insI4//fdoH//gcvT//asnB//thrA//dsbB//hmp//cobT//metH//fimG//
GO_0031506_7	ccmG//
GO_0031554_7	phnJ//ebgR//focB//deoB//yfbV//yddA//fabZ//ybdM//gsiD//xylF//cobS//proW//exbD//yhdW//tauB//rpsQ//cdd//insH-6//glgC//mtlR//
GO_0031555_8	yfhH//ubiH//citX//cpdB//metC//cusA//
GO_0031556_9	dcuB//ligB//
GO_0031564_8	pyrC//coaE//tusB//ynjA//modB//rlmA//ubiB//frvA//mngR//insA-2//yfgI//dsbB//mocA//
GO_0031589_4	zwf//purB//sapF//efeO//tbpA//mdh//phnC//queD//tyrA//plsB//nrdG//sapB//aspA//murF//nemR//
GO_0031638_7	uvrD//
GO_0031640_3	yhaJ//truC//zapA//dsbG//eutR//
GO_0031647_4	guaA//cspE//yagF//glpG//waaS//acrA//cheY//
GO_0031648_5	yihU//
GO_0031667_5	ybjD//uidR//pyrB//msrQ//murA//dnaJ//plsB//ahpC//rsmA//rpsR//ytfQ//pal//pppA//ung//plaP//ypdB//ydiO//rpoS//fcl//ybaQ//tatB//accB//rplC//otsB//aaeA//nlpI//menA//rep//nanR//hda//ybdO//yeeO//sbmA//thrA//nrdD//sgbE//ydcO//rutR//cbtA//tesB//yegT//
GO_0031668_4	ydcP//ackA//pyrF//yehC//dnaG//nagC//aroK//hybB//rutG//yidK//yggF//accA//fkpA//puuB//metI//yojI//panD//ubiX//hisD//tdcB//mnaT//nfsB//mqsA//yqcC//narQ//ccmA//rplF//dinB//ybhF//waaZ//yciF//mdoG//intE//sbp//bdcR//mtlA//pdeF//yhfK//gcvT//fabA//queC//nuoH//ltaE//uidC//prmB//gntT//dmlA//hisD//lpxK//sapA//araC//opgH//oxc//
GO_0031669_5	ribB//fepE//sutR//dnaX//mrcA//treA//avtA//pal//speD//gadE//patD//mtn//yfcA//fes//galF//yajR//ackA//ybaE//higA//cbpM//dcuS//yoeE//cfa//clpX//fabR//zur//endA//ybiA//rluE//hemE//panF//
GO_0031670_5	yccX//yjbF//nhaB//
GO_0032025_6	ydeT//hypT//
GO_0032026_6	yfcF//rffT//yfcS//
GO_0032048_8	ftsL//avtA//hldE//
GO_0032049_8	qorA//dgoD//pfkB//
GO_0032055_6	hchA//
GO_0032069_6	yedL//adk//tbpA//chpS//afuC//
GO_0032074_7	yhjR//yfcS//ldtE//paaB//gadW//
GO_0032091_6	mutS//
GO_0032147_9	pyrH//
GO_0032150_8	srlR//
GO_0032185_6	ccmA//
GO_0032194_8	dhaR//
GO_0032196_3	flgA//ydiZ//rpsS//ompT//fimE//crp//asnB//frwD//tmcA//thyA//sulA//metL//glnQ//
GO_0032238_6	cyoE//
GO_0032259_3	yebG//rpsS//aceF//arcA//nimT//yfdR//modC//rlmM//yfiR//dut//narV//kbaY//gltD//yfcF//cra//ddlA//treB//prkB//aceK//setC//cysK//hokE//nfuA//metG//zntR//ftnB//fepD//rclA//setB//gcvA//dut//hslO//hdfR//ycjW//oppA//speC//ilvC//yfaE//ulaC//yrbG//pdxY//gnd//fiu//rne//birA//glpR//yqaA//yfdO//dppF//iscU//insH-6//rbfA//bcp//lhr//pepD//focB//gsiD//
GO_0032261_6	acnA//potD//lysA//
GO_0032262_6	pdxB//
GO_0032263_7	purL//dinQ//
GO_0032264_7	entA//napD//
GO_0032265_7	pckA//
GO_0032268_6	ymfA//yiaL//proW//ybdO//ybcC//dnaT//ppc//mrcA//nudF//kduI//mdoG//rpsN//hypB//yihP//ddlB//arfA//psuT//rnpA//yhjV//srlR//malZ//rlmE//nlpA//ybhI//ttdB//ygfI//nupG//dapB//nagC//nusG//treC//rdgB//lysP//rplJ//narJ//tdcF//galM//nadB//mreC//hns//pflC//mngR//fdoI//yjbH//metK//yciE//
GO_0032269_7	fepE//lpxT//dsdC//csdA//bglH//fdx//adk//lptB//mgsA//acrE//leuE//sspB//hupA//csrA//fimG//ycdX//dut//nikD//ydeO//feaB//rpiR//yceK//zapB//idnT//rsmC//fliA//lsrA//rraB//
GO_0032270_7	flgA//oppA//tatC//zipA//lapB//frmA//bolA//ccmF//yifB//insB-4//
GO_0032271_6	aroP//aer//
GO_0032272_7	paaA//wbbK//
GO_0032297_10	lepA//lptC//paaJ//
GO_0032298_10	recF//acrF//
GO_0032324_6	fecA//entD//tqsA//
GO_0032328_7	xisE//ydfH//
GO_0032329_7	secM//gatB//kbp//galU//
GO_0032359_7	folM//aroD//glxR//
GO_0032386_6	rapZ//garP//
GO_0032392_7	ygaZ//rhmD//copA//ldrA//rspB//glmM//cysZ//tcdA//dppC//xylF//emrB//torC//nfi//
GO_0032409_4	gntT//mdtE//yecS//nimR//
GO_0032410_5	yfaL//
GO_0032411_5	envZ//yfiC//
GO_0032412_6	asmA//rnr//yafE//ynbB//
GO_0032413_6	yfdR//
GO_0032414_6	rssA//zur//
GO_0032445_10	yqgF//queG//gabT//rffH//crl//
GO_0032459_6	flgC//
GO_0032462_7	tolQ//
GO_0032465_6	selA//frdC//glgB//yjcE//yhjX//
GO_0032466_7	ribC//phnJ//
GO_0032467_7	rsmJ//
GO_0032506_4	yagI//otsA//betA//betI//phnJ//melA//yfbS//dgcQ//recJ//fryC//yiaJ//
GO_0032508_8	cca//oppF//frwC//cnu//hemE//pdxY//gltD//ddpA//rnb//ilvC//feoB//thrC//ibsD//
GO_0032535_4	ydaV//cysN//tktA//fadH//slyA//
GO_0032774_6	yddG//yajL//asr//serC//proS//yiaJ//yhbS//nrfA//ilvE//tatB//kdpD//yjiR//yedL//glvC//purF//efeO//clsA//yeeL//hslV//rcnA//hisA//crfC//pnuC//cutA//ompF//yfcS//baeS//tehB//rplT//ybiI//ulaF//pgaA//dgcN//yegV//yjhC//sohB//dacA//pabC//tsaB//pflB//betI//cysD//narJ//ompA//pphB//dicC//sgcA//tyrA//secG//slyD//rcsF//yadN//cspA//rplA//alsK//rng//ldrD//fucI//tusE//priC//cirA//spoT//secF//menF//livK//clsB//alaE//dbpA//hycA//pstC//atpC//uhpT//gshA//yjtD//avtA//hscC//lacY//galE//trmH//nikC//cspB//purD//hemN//malZ//rpsO//sbmA//phnJ//rhtA//ypdF//tsgA//pdxK//dcm//frwB//sapF//uhpC//cmk//yeaD//ssuB//aroA//rsuA//yebG//fryC//yaiP//yiiD//hisD//napD//ydjL//yfiR//epmA//ydjJ//mutY//cpxP//gppA//yadN//ygiW//asr//recO//yhaC//ybfA//bglB//ppsR//gppA//ymgC//bamE//raiA//lipA//murB//rclB//metL//
GO_0032775_6	smpB//ispU//potH//
GO_0032776_6	arsR//
GO_0032780_7	hisF//sugE//
GO_0032781_7	lrhA//yihO//bcr//
GO_0032784_8	polB//dinD//
GO_0032787_7	narJ//norV//waaY//xapA//sfsA//rep//yghB//ccmE//yeaE//tdh//bioD1//fre//asnA//nagK//kdpD//ompC//znuC//fhuD//ycgV//rplA//sfsA//pnuC//insA-2//tyrA//ompL//tsr//rihB//flgH//recT//fdhF//uidR//mlc//trpB//gutQ//ydaV//mraY//zapA//tcyP//dusC//ubiC//elbB//yfhH//waaH//sad//hokE//setA//prpC//gatC//yehC//tsaB//marR//bioC//nepI//ompN//mnmC//asr//carB//frwB//djlC//glrK//yphB//mtlD//truC//hcaE//tusE//yfcV//nrdH//rsmA//caiT//citC//selU//frvA//sodA//yccS//mgrB//rimJ//yjfP//priA//dld//csgD//yaaA//lsrB//emrD//hicB//potG//fabI//uxuA//mazF//tktB//ybjX//mcbA//pflA//dnaJ//hdhA//gudD//ugd//blr//uup//pdeR//leuD//potF//ptrA//purL//ghoT//glsA2//flgI//ybiA//yfdO//recT//fsr//ydfK//phnK//argE//lipB//ccmD//yqjH//ydiP//copA//yheT//rclR//fruA//rcnB//scpB//metG//ycbB//yedF//trpB//serS//tcdA//cysE//mdoG//malG//yqjA//caiF//sfmH//xseB//opgD//lldP//ulaD//mdaB//prpD//dut//hemB//malS//kdsB//rlmJ//hxpB//adeQ//ygiV//ybhJ//yfgI//yciV//fadJ//garP//hisB//yeaK//mazF//tynA//glpD//yedX//yheT//surA//ynbD//fbp//abgB//ydcT//ltaE//ubiI//yggD//uxaA//frvA//sstT//yafE//yajL//rnc//yhdH//ffh//ygdG//dacD//yacG//nagB//bioC//purR//pfkB//alpA//tyrA//mtlD//ccmD//erpA//mscL//rihA//eutB//ybhR//bdcR//npr//rlmB//lldD//ybcC//nuoH//hcaE//elyC//iscA//stpA//
GO_0032790_6	kgtP//ykfI//
GO_0032879_4	arfB//tauD//yhjX//glgB//gltI//frmB//phnC//cpxR//acpP//ridA//moaE//dacD//msrC//lipB//ybaL//tusB//rcnB//recB//iscU//ydiK//bamE//leuS//ulaE//psuG//btuE//barA//glcB//nrfD//
GO_0032880_5	prmA//plsB//zraR//
GO_0032881_6	casB//srlE//rnr//priB//
GO_0032885_7	yjiX//zapC//trmL//
GO_0032940_3	ssuD//nrfD//hlyE//murF//rimP//yhcF//tqsA//
GO_0032950_7	cobU//
GO_0032951_8	gcvA//
GO_0032954_7	hycA//idnT//lasT//
GO_0032955_6	rpsG//gloA//yidA//
GO_0032973_7	hofP//ftsE//seqA//kefB//hinT//
GO_0032978_7	comR//purA//yidE//yefM//
GO_0032984_5	glpC//pitA//putP//ghoT//artM//rluB//ulaA//cpdB//rne//
GO_0032988_6	hda//msrC//
GO_0032989_4	preA//
GO_0033013_5	pgk//tisB//fadR//seqA//fadE//phnG//astC//ybaK//tolC//paaF//ydcI//nhaB//mhpC//cyoE//metC//nuoN//eutK//rzoD//lptC//yahI//ynhG//
GO_0033014_6	ybiY//phoA//atpH//hisH//gor//xylB//aspC//rsmA//galK//lhr//ypdC//rlmE//pflB//iraP//lpcA//phnG//mltA//glgC//rcsA//yjcS//ftsB//
GO_0033036_3	bdcA//livH//gcvA//rpsG//yfaV//cysH//hcaT//mrdA//hyaC//rlmH//arfA//uof//yhfS//nudG//hypT//galT//rarA//pyrD//dppD//nlpI//katG//rlmE//nrdI//glgB//malE//yggN//gshA//menI//yedL//dxs//mdtM//acnB//yiaJ//lptF//ybaL//arsR//dmsA//adeQ//gspI//bolA//bcr//ymgC//yjiM//yfeW//trpGD//ycdY//ebgA//speG//alaE//
GO_0033043_6	cho//codB//hemB//hsdR//osmE//
GO_0033044_7	nrfG//
GO_0033051_5	katE//
GO_0033120_8	ygiN//
GO_0033157_7	yraI//tsaE//
GO_0033194_5	dsbD//dnaJ//mscM//zapB//
GO_0033195_5	flgJ//
GO_0033212_10	ppsA//nrfE//murF//rimI//mtlA//
GO_0033214_11	sgbU//flhC//
GO_0033228_8	gspF//gntT//xdhB//mobA//
GO_0033238_6	thiG//mtlR//ptsH//ispG//
GO_0033240_7	mdtF//
GO_0033317_7	mipA//argB//rcdA//glpK//
GO_0033319_5	gntK//
GO_0033320_6	lpoB//
GO_0033345_8	mprA//
GO_0033353_5	rutA//
GO_0033359_7	dtpC//recQ//
GO_0033365_6	metC//
GO_0033383_6	cutC//
GO_0033384_6	flgJ//
GO_0033388_7	edd//
GO_0033477_5	gstA//
GO_0033499_8	mhpD//lpoB//rplT//mepA//araC//fimA//envC//
GO_0033517_5	pflB//
GO_0033518_6	mdtG//
GO_0033526_7	dnaJ//rihC//abgA//yfiC//
GO_0033539_7	torS//queF//viaA//
GO_0033542_7	bioB//mtgA//
GO_0033543_8	smpB//
GO_0033554_4	fadI//osmF//srlR//cyoA//hemC//rpoS//cspE//potC//tcyN//iaaA//yrbG//yiaB//xapR//hyaC//ftsA//hemB//mog//yhjG//waaL//arfA//ybhA//ttdR//yqeF//malF//thyA//modC//arsC//tyrA//mrdB//evgA//deoD//lpxB//fimD//bacA//ynfE//nupG//truA//leuC//yqjA//flgK//rpoS//plaP//rpmC//ydfG//xerD//tauD//dmsB//waaA//yraR//recC//sgcR//cheA//grxD//puuR//mreC//chbB//yebK//panF//yfbR//emrY//mntS//fecC//nuoN//hypT//rplA//ftsK//xylH//nusA//lsrG//gloA//tamA//cheB//ymdB//mukB//infB//yhcD//lysS//yibA//hybO//manX//fdnI//emrD//yhaV//zwf//radD//hypC//xseB//rtcR//chpB//cobT//dosP//yfaE//yodD//adiC//luxS//hisS//chpB//ybeY//ydiO//ybiW//ydiF//elfC//pgaC//bipA//kilR//yidH//adeQ//puuA//csgA//sapD//luxS//purD//yggD//tdcD//nrdF//rbsB//trmL//cspE//uvrD//dinG//prfA//pal//tcyP//hdeD//trkA//rrrQ//hdhA//sseA//mtn//nuoM//lpoB//rcdA//phoQ//nrdE//speG//hscA//ccmE//mglA//mipA//csgD//ilvL//argT//dam//mscM//nanK//btuD//malG//cmoB//nemA//malX//yidD//malS//rppH//yeeL//ydhQ//dapD//yfgO//rpsS//sufD//intQ//soxS//ppsA//tar//metB//tcyN//pheA//garK//panE//gatY//xisE//ymgC//rsmC//yraR//glyA//malI//tsaC//bglB//mscM//hcaD//nupC//symE//gatY//mppA//nusA//lpxH//gyrA//coaE//tktB//mngR//spy//btuC//otsA//argO//leuE//mgrB//tdh//aer//mrdB//garL//creC//xylG//fimD//bamD//pspF//rof//hycB//elaD//ompC//eptA//hpf//rsmA//uof//truA//ddpX//eptC//proB//atpH//intZ//ybjC//ymgF//rpsR//sanA//ghoS//sgrR//gnd//htpX//creB//artM//waaS//yjcE//eutK//malP//bdcA//dcm//yhcH//queE//ymfK//bfr//msbA//tsaC//dcp//ydcM//greA//panF//pspA//yjtD//hisB//yjiQ//metE//atpG//csgD//putP//glcC//yqiG//acrF//yeeJ//cysB//hisS//gntT//malP//crcB//rutD//lysU//srlE//hxpB//yggX//yieF//gadX//abgR//yadM//rpsK//fhuD//yqgB//codA//yhdW//ushA//cadB//ykfI//gltB//caiF//rbsR//metG//pitA//mdh//cysS//ygeA//norV//yeiG//tus//pheT//entD//torD//yfcU//yhjA//yjiQ//nrfE//yeaE//dedD//ibsD//mdtN//ade//sbmA//mreB//rutR//rrrD//rph//ytfT//ulaR//rsgA//paaD//uhpB//nanS//dcyD//thrS//yidP//tatA//ptsI//gcvA//ghoT//gcvH//argB//nupG//yfeD//betB//
GO_0033559_6	tldD//
GO_0033567_6	rluB//
GO_0033585_7	malY//artP//
GO_0033609_8	yqcC//
GO_0033611_8	nupX//
GO_0033674_7	yiaN//
GO_0033683_7	trpD//
GO_0033692_6	ydfH//kup//rplF//glk//iscU//yidZ//rhtB//rbsD//priB//yfdS//iscU//secM//bssS//hemG//tatD//ygfA//polA//treB//araB//rffH//sodA//sstT//yqaA//ybjG//brnQ//yfcF//mreB//dtpA//rpmC//glpR//nlpI//uspC//livK//ybiO//pepB//yqgB//cynX//smpB//bssS//cfa//yqjI//nfo//dld//evgS//dkgA//dnaT//hyaA//
GO_0033865_6	nuoI//yejB//sseA//lacY//wecC//frlR//btuR//
GO_0033866_7	emrK//lysR//chbF//sseA//
GO_0033875_7	dapA//mdtL//ompR//wbbK//rpsP//allD//kdpA//
GO_0034030_8	secG//dmsC//chaA//pdxB//
GO_0034032_6	ynhF//rlmB//chbA//aaeB//cbtA//yidR//talB//
GO_0034033_7	proC//fhuF//sfmD//fucK//
GO_0034035_7	araH//prfA//frlA//
GO_0034059_4	garL//hipA//
GO_0034192_7	psd//nadA//dusC//
GO_0034193_7	cusS//
GO_0034194_8	ulaR//rlmJ//ligB//
GO_0034195_8	yedX//
GO_0034198_6	hyfA//yciF//recQ//
GO_0034203_6	degS//
GO_0034204_5	ypdI//lysS//
GO_0034213_6	rlmJ//
GO_0034214_7	puuC//helD//zapA//ybdO//
GO_0034219_6	argF//xapA//nrdI//valS//prmA//fryB//yfeR//umpG//cysM//rtcB//entF//yhcH//rfbC//pabC//ygiW//csiD//glnP//ygaZ//mscM//ygiW//napC//cvpA//rpmG//setC//ytfP//priA//nth//adiC//nagZ//kduD//lpxD//adeQ//flgE//fabH//cho//trpL//folM//ykgM//agp//ihfA//fdoH//rpsM//glcE//cas3//glgX//mltF//yfiC//tdcF//yihU//aphA//cydD//ptsI//alaE//idnT//envR//sutR//cdaR//yphF//yrfG//pdxA//ompA//rfbD//btuR//mdaB//yfcV//tdcR//appC//sstT//hrsA//gpp//ilvD//mrr//potH//luxS//carA//insE-1//xseA//rfbB//yjjB//queA//scpB//aroD//ygiN//rhaT//kbp//hcaE//pstB//lpd//rimI//yjiQ//valS//ampG//yegS//uhpA//
GO_0034220_6	yfcF//cutA//curA//birA//ndk//yagG//sufS//rhlB//eamA//eamA//bcsA//wecC//yihI//yraK//cas3//cydA//ttdR//tnaC//rayT//ubiA//cbrC//malP//soxR//hemC//opgB//yhgF//deoR//yebS//lysP//ybaL//intS//kdsC//yeiL//dusB//grxD//phnK//yiaN//mdtK//atoC//yraR//fecD//cusR//ydaV//lptB//nanE//ccmA//alaS//ssb//dacD//greA//rnhA//fumA//yjgX//intZ//mrcA//mlaC//udk//yehX//holB//srlR//cdh//sfmD//yjbE//rpsN//caiB//ydcR//tcyP//malS//araH//eamA//mqsR//carB//flgF//ytfQ//hda//tamA//glvC//sdaC//cysQ//csiR//rpmJ//yrfG//sutR//znuC//tolA//priC//cmk//intZ//bglX//eutA//mrcA//rpnC//ybiJ//fryA//lsrK//dtd//adhE//elfA//cmoA//yraJ//rspB//dtpA//oxc//hcp//rhtC//iap//ravA//sfmA//murC//rffM//fnr//cadB//upp//rimK//mdtN//cbtA//mepH//ygfA//tamB//zntR//pbpG//degS//rutF//rpiR//yggF//bioH//mipA//tadA//artI//marR//ralR//mgtL//ybiS//ralR//yibT//azoR//rnt//lnt//gatB//fimA//nrfD//abpB//gltL//panD//yehP//yebG//allB//scpC//rplX//ykgM//srlE//yadK//ydhJ//mltB//hpt//lexA//opgG//fliT//rplB//ynjA//rpnB//basS//ais//glnP//perR//fadI//ibsD//ftsH//mltD//aphA//ydeI//aldB//add//hmp//ulaF//
GO_0034224_6	alaE//fdrA//
GO_0034227_8	greB//yggN//proQ//ilvD//yeeO//flgE//yrfG//ptrA//
GO_0034248_6	aspC//cof//mtr//rbsD//yehP//thiI//nupC//ldtB//ytfQ//pcm//pheM//ybaT//znuA//rsmA//rimI//gmd//waaP//gspI//nanC//rnb//tauD//yoaB//scpC//sfsA//dtpB//caiD//insK//cadA//ansA//gutQ//mhpT//tatB//ugpC//narK//acrR//nagA//yajQ//ygeA//mdtG//nfo//rpsK//
GO_0034249_7	cysS//betB//rpsD//waaZ//yagG//caiB//nadB//rfaE//yciE//idi//kch//appC//mpaA//glpB//bioH//gpsA//astB//plsB//nac//yadK//mdtM//aceA//srlA//ubiX//ygcW//
GO_0034250_7	yehP//entD//tsx//panE//dauA//folP//argH//
GO_0034258_8	chaA//
GO_0034260_5	emrD//
GO_0034285_6	moaE//
GO_0034286_7	nrdI//
GO_0034288_6	lptE//
GO_0034289_7	cusR//
GO_0034308_5	rplQ//gpt//uidA//eutR//comR//valS//ushA//valS//gppA//argC//clcA//
GO_0034309_6	setC//rfaG//yhjV//
GO_0034310_6	ycjP//ldtB//ilvH//yaaJ//ttdB//fkpB//
GO_0034311_6	lacZ//yggN//csgG//
GO_0034312_7	pphA//yfcU//
GO_0034313_7	mmuP//
GO_0034337_3	entH//amtB//
GO_0034355_7	fepG//fdhD//ygeV//glnP//
GO_0034401_5	yihT//
GO_0034404_5	yhfS//wcaJ//ftsL//recX//dsbA//iraP//ydjJ//pck//kilR//cysP//lpxP//ais//uvrB//frmR//kdpA//yqiI//thiI//insI-2//fbp//yhcF//mdh//yfeO//waaH//lpxK//rpsO//metC//serA//pncB//sfsA//frvB//nsrR//cra//flgE//xapA//hisM//fliG//gmk//topA//pgi//cobC//arfB//yhaC//ydaN//eptA//secF//murA//ycjQ//yebZ//rplM//acpH//
GO_0034414_9	ygbL//
GO_0034421_8	frsA//
GO_0034440_4	cdd//rof//ytfP//comR//yphF//allC//livK//dnaE//kdpE//ygeV//ampH//alsK//parC//mqsR//galF//ulaF//mepM//pgsA//otsB//ibsD//
GO_0034470_8	infC//yfiE//nirC//secY//nagA//uhpA//yoeE//cas1//yehA//tusE//der//sstT//kdpD//gspF//deoR//ansB//gnsB//tpx//citE//lyxK//pabA//yeeA//pyrF//yeeA//nagB//tsaC//ydjJ//glyS//gcvP//ldrB//rlmM//rfbD//rfaC//cheZ//bglF//rpsH//lpoB//hcaC//tesB//dsdC//cysP//recB//bioD//fadI//mpaA//ydeE//sodA//corA//rapZ//insI4//ymfA//hchA//hupB//yiaT//lysS//fhuC//hpt//garK//malK//dppA//wbbK//caiF//yqaE//fcl//xerC//ulaD//galF//mgtA//degS//nudG//mtr//phnJ//hcaT//cobS//emrB//ybaM//yobF//chbF//mzrA//rlmA//cbl//aroL//yiiM//galK//pitA//atpD//glpR//pstA//yihV//trpR//aroF//yjhB//rhtA//yfiE//
GO_0034471_9	fruK//glyS//mhpD//degQ//
GO_0034552_7	pstC//
GO_0034599_5	mdtQ//fumB//yoaA//ulaF//iscR//dcuC//insI1//topAI//mdtD//ybaT//xylA//ascG//thiD//hisF//pgm//dicC//atoS//ttdB//fimD//mqsA//ybiA//manA//fdrA//
GO_0034605_5	flhA//hipB//sgrT//lpxC//cutC//rplP//arcB//surA//lacY//
GO_0034613_5	gmhB//flgI//yiiE//yojI//ybcM//yhhT//narK//yacG//birA//baeS//yhaM//nepI//yiaT//pgsA//yadV//fumA//argK//
GO_0034614_6	citX//gspI//potC//yhjD//gppA//ycjU//trmB//dppB//rarA//pdeD//gatB//ttcA//folA//
GO_0034620_6	yrfG//tsaE//ibpA//rhlB//
GO_0034622_6	fliT//gntU//uhpT//nuoI//xisR//mrcA//holB//nagE//ttdR//sbcB//rcsD//abpA//ygeW//rppH//nei//osmC//metH//znuC//zraS//hcaB//epmA//sspB//nrfD//yedP//mepS//btuD//potB//rmuC//gltL//ybfA//yagE//cspA//citT//csgD//mlaB//preT//ribD//dppB//aidB//yagJ//yqiG//
GO_0034627_10	moaD//argE//clpP//caiF//ydcZ//
GO_0034628_9	ascF//paaB//pdeR//dacB//rplQ//
GO_0034635_6	rrrQ//phoE//yjjG//ecpR//radD//trxC//
GO_0034637_5	nlpI//dgoK//add//fucA//fumB//hrpA//dgcT//yddG//msrP//nrdB//yegD//rsmC//ynaE//yfcR//kduD//nadA//ascG//iscU//manY//ghxQ//chpS//znuA//cpsG//cutC//yjaA//uidR//yajQ//srlD//ycbU//dnaC//secE//hflD//ulaG//tcdA//acpS//secB//cynS//plsX//avtA//kdpA//holE//nuoG//sapC//lipB//fadM//araB//araD//hypB//pyrD//ampG//
