#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	hflD//ygiS//fepA//ravA//
GO_0032775_6	modC//hdeD//ygeR//
GO_0032776_6	aqpZ//
GO_0032780_7	hofO//dsbA//
GO_0032781_7	trmJ//fimB//hslJ//
GO_0032784_8	glpK//caiB//
GO_0032787_7	fdhE//zupT//wzb//xseA//abgT//rnr//lnt//ftsP//frvA//plsX//yahF//kefC//cysS//rimP//nanE//norR//elfD//rplP//ydeI//waaB//tolB//fbp//sgcR//queA//hybD//lptG//yceO//rutA//gudP//folD//nuoI//gnd//ytfE//metQ//yiiE//yadM//lyxK//hybA//glsA2//nimT//cdd//pstA//idnO//rhlB//yojI//ydjE//holC//araG//glmM//ygeR//yraN//phoU//yggT//ybcQ//serC//dtpA//mnmC//macA//rihB//ddpA//tolQ//bssS//uspE//dnaQ//rmf//bcp//nlpA//speA//bhsA//maa//chpB//diaA//sgbH//tmcA//glpC//rutG//trpC//dusC//glnH//msrP//arcA//fliA//ssuE//frlC//gspI//fimF//mutT//caiD//yjaA//torI//pncB//accB//bioD1//topA//ypdB//rzoD//dacD//etk//cstA//dgcT//creC//atpE//lolD//yhbY//yahK//ubiC//dkgB//dnaB//yebZ//asr//pgrR//cysB//argG//fur//mtlR//gor//rrrD//uspC//soxS//pepA//nadB//pabB//mraZ//afuB//tsx//yfcP//cusC//prfA//hscA//soxR//ptsI//yciG//miaB//murC//uxaA//ycfJ//fimI//fecB//cysU//yceD//aas//yfhH//selD//oppF//lpxB//rhaS//pdxB//nuoB//ygaH//nuoM//lhr//pgk//ispB//pmbA//nrfA//garD//yagJ//ubiA//aas//ybdM//pagP//nudC//gadX//dfp//hofP//ybjI//rsmA//guaB//fimI//cysH//gudP//fliA//dnaJ//rnt//potG//caiB//ygeR//rhaA//frmB//sodA//ygfI//yebQ//ydeI//argI//deoD//sgrR//lgoT//chbR//perR//yggF//aroF//ansA//fliZ//insF-1//gatY//phoA//livG//otsA//aldA//rsmA//secF//ydjJ//treA//
GO_0032790_6	allS//exbD//
GO_0032879_4	kbaY//csgE//fumC//pdeH//hlyE//cmtB//yrfG//emrD//hcaC//yefM//yjhI//amiC//yphC//sdhC//ynaI//azoR//prlF//iscA//uacT//artQ//gudD//nrfD//emrY//yggP//thyA//rplP//bcp//thrB//
GO_0032880_5	sgcR//gsiC//recT//
GO_0032881_6	yjhI//yafS//trpS//yajD//
GO_0032885_7	mog//znuC//mnmA//
GO_0032940_3	aaeA//ompT//fabR//idnD//lgt//manX//csdE//
GO_0032950_7	yhjG//
GO_0032951_8	ccmE//
GO_0032954_7	yraJ//aaeB//ralR//
GO_0032955_6	opgE//dppC//rcdA//
GO_0032973_7	sgcC//creB//ynfE//ydjK//recG//
GO_0032978_7	agaR//uraA//mgrB//gcvP//
GO_0032984_5	pykF//gabT//fadM//pfkA//gapC//hslJ//csgF//ycjP//cutA//
GO_0032988_6	chbC//yfgO//
GO_0032989_4	pcm//
GO_0033013_5	fruB//lolB//queD//ltaE//rhmR//ispU//fre//narH//ybdG//pgsA//nrfB//chbF//rpoD//pspG//yjhH//tag//pgk//intF//mrr//hybF//ccmH//
GO_0033014_6	yjbG//pgm//ybcL//phnI//ackA//bacA//speB//seqA//dnaA//yqhC//ppc//nagE//hlyE//otsA//hslR//yfeX//yhbS//glsA//eptB//bisC//ssuD//
GO_0033036_3	tnaA//hybC//oppA//ygbL//fruK//clcB//fieF//nuoM//leuC//fecA//tnaC//yhjV//alaC//arsB//nrdE//yeiL//ybhF//murI//mqsR//ssuD//nanK//ubiB//fdrA//cyoB//glrK//helD//rzoR//fimA//rplA//ybhF//prs//bssS//ykgM//recE//map//rpnA//dppA//icd//fkpB//speG//yjiR//hybC//ftp//rcnA//argO//trpA//idi//mnaT//hrsA//
GO_0033043_6	umuD//garP//cdd//suhB//sbcB//
GO_0033044_7	rlmN//
GO_0033051_5	rcsA//
GO_0033120_8	eutN//
GO_0033157_7	rcsC//rpsN//
GO_0033194_5	xseB//yciG//bcp//ybjN//
GO_0033195_5	tsaB//
GO_0033212_10	rhaT//gadW//citT//ssuE//thrL//
GO_0033214_11	dacD//rfe//
GO_0033228_8	ompF//sdaA//torY//argE//
GO_0033238_6	pfkA//mak//putA//ais//
GO_0033240_7	ybbN//
GO_0033317_7	xapA//bcp//dsbC//kbp//
GO_0033319_5	rnr//
GO_0033320_6	waaU//
GO_0033345_8	kdpA//
GO_0033353_5	sgbU//
GO_0033359_7	epmC//amtB//
GO_0033365_6	acrE//
GO_0033383_6	decR//
GO_0033384_6	gpmA//
GO_0033388_7	deoB//
GO_0033477_5	ptrA//
GO_0033499_8	ycjU//sufA//galM//gsiB//znuB//betT//nsrR//
GO_0033517_5	frsA//
GO_0033518_6	dadA//
GO_0033526_7	kbaY//pepB//pgaB//hofQ//
GO_0033539_7	yraK//idnD//mltF//
GO_0033542_7	ycjW//rsmE//
GO_0033543_8	ribC//
GO_0033554_4	tdcC//ybeQ//rpoS//dusB//selB//agaA//aceB//yieE//srlA//efeO//xylF//rpsE//skp//cadA//comR//frwD//rutG//sgcR//fdhD//uxaA//mdtK//galP//glk//feoC//purD//dnaA//fau//ycjW//nhaB//speD//cyoC//fepE//gatC//pdeL//yjcO//gnd//adhP//queC//hupB//yieH//murG//trpC//nlpE//basS//crcB//torA//fbp//gatY//adk//mscL//pdeR//rssB//hxpB//degQ//casD//lnt//pcm//hisC//mltA//ykfI//purB//accD//pdeR//rlmH//gabP//yohD//radA//infB//lacI//yfdS//ybiY//yfcG//tdcD//hypF//yifB//rbsA//rlmE//entF//ilvL//lolA//mipA//atpH//waaL//clpA//higB//rsfS//mmuP//yieL//hisF//ggt//rimK//waaO//degS//mtfA//tcyN//insB-4//ydcI//yjfF//iscS//flgK//ileS//serS//cysH//nrfF//bluR//glgX//xdhB//phr//nagK//murP//kch//pldB//arnT//prmC//yfcP//aes//fadD//dcuC//yedP//ccmF//rsmD//srlB//ygbL//ybeY//arsR//dnaN//vsr//cydD//rpsS//rfaD//ycbX//fliG//mzrA//uspG//queC//leuB//lsrG//adiY//oxyR//rbsA//dgcN//xylA//caiF//mntS//murE//dacB//csdE//yggT//tdcA//ftsB//yobF//sugE//ghrB//apaH//pcnB//nadE//dfp//vsr//ccmC//purN//csiD//fdhF//tnaA//yagI//nagB//menD//fruA//shoB//lptD//lsrD//manY//infC//clpS//pstS//artQ//hda//ugpB//ubiC//trkA//ptsH//yfdS//rhaD//cmk//crp//yfjR//nrdB//agaA//yjaZ//garD//menB//umpG//ydfK//ycjR//ybaT//symE//pdeK//xylE//phnL//bdcR//mltF//ulaB//zraS//hxpB//moaB//btuD//mdtJ//rimJ//rnd//ygfA//araG//xylG//aroK//waaH//ynbC//yihP//exbB//ppsA//uspC//cysK//mscM//umuC//lpxC//selA//pspC//fmt//atpB//paaX//leuC//rfaG//katG//betT//pspG//oxc//yfbV//bamA//fsr//bluF//ypdF//ltaE//yhgH//umpG//qseB//mdtP//ibsD//araC//gntT//glpR//yfgJ//glpC//yeiE//pdxA//essD//bisC//mdtP//rbbA//crr//acpT//yeeJ//mak//yjbH//fadI//dcuD//yfeD//rhaB//fixA//ravA//glrK//ssuA//yijO//ribD//rcdA//yiaT//yadC//yiaA//bsmA//glnD//fic//yehC//plsB//galP//panZ//rplS//fabI//nuoG//kefB//waaO//nimR//yhaV//mcbR//cobB//leuC//yadM//phnH//ygdG//proW//yhbO//pdeD//phr//ycfH//mlaD//mraZ//yiiM//cysK//modB//appA//rpoH//pitA//narK//waaQ//uxuA//zapB//yjtD//pyrC//potF//ygeR//fadH//rplN//ychO//ycjP//cspE//yeiL//fumB//cysQ//xdhB//
GO_0033559_6	yhaO//
GO_0033567_6	fabI//
GO_0033585_7	gloB//galM//
GO_0033609_8	adhP//
GO_0033611_8	rlmA//
GO_0033674_7	dadA//
GO_0033683_7	rlmN//
GO_0033692_6	dpiB//dcuR//fadD//fumC//ubiD//menB//yeeJ//csdA//ispH//tpx//rcsF//bioF//yjjG//cspE//rpsH//umuC//rfaG//hsrA//yahK//hyfF//yiaO//miaB//aidB//entE//mlaB//ilvM//hofN//pcnB//mntS//pphA//bfr//hycA//potB//kch//rfaH//kefF//cycA//rsuA//ykgA//fbp//nepI//tyrS//nuoN//yhcD//fixA//pepA//rcsF//
GO_0033865_6	yaiV//hofP//agp//argP//galM//idi//lptA//
GO_0033866_7	nanR//ygdG//relB//ykgO//
GO_0033875_7	yciA//yhhT//rsmH//fabA//potE//dcp//kdpA//
GO_0034030_8	purB//waaU//yggD//sugE//
GO_0034032_6	pykA//yohD//fnr//miaA//cfa//tar//mdtK//
GO_0034033_7	rof//yhcN//rplA//zapA//
GO_0034035_7	phnH//proB//cptB//
GO_0034059_4	yegV//degP//
GO_0034192_7	clpP//rpnB//yidA//
GO_0034193_7	uhpA//
GO_0034194_8	nfo//fepE//prfB//
GO_0034195_8	yfdK//
GO_0034198_6	rcnB//iap//hofQ//
GO_0034203_6	lsrK//
GO_0034204_5	rhaR//hiuH//
GO_0034213_6	cynS//
GO_0034214_7	pliG//yjhG//fabR//pdxH//
GO_0034219_6	puuC//gspF//tktB//lspA//kefC//nimT//sbcC//gatY//arnA//fabA//insI3//ycjQ//pheS//ydgA//dinB//zapD//aceF//dgcJ//fepG//yjeI//ybbY//flgF//recR//paaC//kdgK//ccmH//nuoF//ydhQ//yaiP//hypB//ybeQ//secD//pyrB//sad//puuE//betA//msrQ//purU//yddL//yqiJ//yidP//purT//narP//mnaT//lit//gsiB//yhdJ//yihT//pdhR//mtlA//mhpB//arsB//map//yhaC//dsbD//prfA//malX//ftsI//srmB//ldrA//tdcF//pgaC//kup//cheY//fdrA//glvC//thyA//prpB//mutT//fimE//glnQ//menE//yihP//uhpC//rpsM//epmB//ygdG//acpS//rpoA//argR//ytfR//yjbE//hisI//sgcE//recJ//ldtD//arcB//yiaN//ibsD//yfeR//yciK//tldD//bioH//pstA//
GO_0034220_6	gldA//insI3//hyaD//tbpA//sgbU//ubiF//azoR//dpiA//higA//efeO//zntR//ivbL//norW//tus//gltK//ycaN//insK//hofC//yihS//phoA//yheT//mscS//yodD//ymjB//ddlA//flhC//pepN//pta//ygjH//apt//umpG//fryA//lysS//yfbR//lpxL//truD//phoB//fetB//ydjE//fecD//pdxJ//ybiY//cpoB//recN//ydjM//rhaS//ynbB//pmbA//ygdG//frlA//uraA//chaC//cnu//argK//kdpA//gapA//dxr//rfaB//argS//recG//fliM//yiaB//rhaR//nanR//etp//fecC//cmoB//cpdA//yjiM//glnD//uidA//flgH//etp//hisP//roxA//frwD//sbcC//znuB//yfcS//hemG//bisC//idnO//btuC//mqsA//ycbU//viaA//ynbC//yadM//citE//pgpB//cysE//leuD//ypdB//bamA//rsmI//rpiR//yadK//soxS//insA-2//yqaB//infC//caiB//evgS//rseB//ytfT//tyrR//tamA//wzzE//symE//fimG//lasT//ygiN//lptB//fbp//msrA//sufE//rpsP//ygdG//acrA//rlpA//ogt//sdaC//fixB//ydcP//uvrY//aceF//lptD//tolQ//efeO//ampD//udk//patZ//murG//ydiO//stpA//csiD//tatE//rarD//prmB//argT//elyC//nac//atoS//purL//stpA//yjiA//relA//ompF//malI//gph//hisP//rhaD//hokB//yidH//tolC//fimE//pphB//ynfF//mngA//pgk//sapB//znuB//hcp//uidA//paaG//garR//rmf//elfD//recG//ydfK//appC//abgR//cytR//rcsF//aphA//
GO_0034224_6	hisH//ygiW//
GO_0034227_8	hcaD//asnB//dgcF//entH//glsA1//rsfS//cdgI//ahr//
GO_0034248_6	ompW//thiH//clcB//yajO//alaE//pepD//sfsA//tmcA//matP//trmH//arcB//murE//yddM//selU//ulaA//hha//waaL//gyrB//mdtD//envR//glnD//nrfC//mlc//aroE//xylH//bcsA//yfcP//phnL//mcrA//clpA//bfr//emrK//uup//kdsB//yciE//msrP//dpiB//pck//nhaR//livH//nrfE//
GO_0034249_7	dsbC//nudB//katE//narK//kduD//pdeH//phoQ//ilvH//hypC//pphB//csgF//narI//citG//yeaG//osmF//ygaH//fecD//patA//rraA//rhaA//yejF//yiiE//yfdR//ftsB//atpB//
GO_0034250_7	ssuA//sdhB//glyA//afuC//pdeK//decR//cysN//
GO_0034258_8	sfmC//
GO_0034260_5	cydB//
GO_0034285_6	glpT//
GO_0034286_7	csdA//
GO_0034288_6	pitB//
GO_0034289_7	abgR//
GO_0034308_5	pldB//tatA//acrB//holE//infC//ybcC//ybhR//tsaE//hycI//ompR//glsA1//
GO_0034309_6	rpsG//sdhC//yqeF//
GO_0034310_6	yfeO//atpF//gltX//hemH//entS//trmI//
GO_0034311_6	adeQ//artQ//zntR//
GO_0034312_7	pfkB//holB//
GO_0034313_7	flhE//
GO_0034337_3	kdgT//pmbA//
GO_0034355_7	atpC//hofM//mutM//fepA//
GO_0034401_5	prmB//
GO_0034404_5	glcA//rssB//xisR//yaaJ//rcsB//ispF//puuC//metN//fabA//mdtG//acpS//nadC//fadI//clsA//abgR//mgsA//paaB//yjeH//rplI//yejA//hyfC//rimP//recO//hxpB//dinG//dtpA//potI//pflA//cusA//mtn//yraJ//sdhB//nlpA//glgP//lptB//wecA//wcaC//ascG//ybeY//galS//fadB//adeD//tsx//znuB//hemC//allB//spoT//fliS//mgsA//yiaJ//
GO_0034414_9	baeS//
GO_0034421_8	cof//
GO_0034440_4	glgA//paaJ//waaY//cysP//cpxP//yabI//yehD//recE//thrB//lptA//soxR//ydiF//insH-5//tatA//nrdH//hxpA//casB//zapA//puuB//moaE//
GO_0034470_8	pyrH//hyfC//sufS//yciV//essD//ydcR//ynaE//gcvP//cpsG//ynfL//lpxP//recA//yobF//polA//mtfA//melA//sucA//astC//phoA//puuC//hcaT//tolA//ssuD//yobF//ftnA//lit//yagE//yqjI//cysC//valS//rarA//potG//fepE//nfi//yhbS//alkA//yeaD//dcuR//dgkA//fimH//msrQ//mdlA//puuE//metE//kdsA//paaK//uspG//yhcN//gnsB//kilR//macA//norW//pgpB//uidR//yqaA//rayT//yobA//sbcC//ibaG//ubiH//yciK//erfK//ruvB//insA-1//pta//hrsA//yfeX//moaA//bamD//cyaA//ispF//gspF//rplN//mdtA//nei//ulaC//ygeW//lon//uvrA//ydhK//dacC//gatY//ydcZ//pheS//yiaT//nuoH//hfq//nimT//yegT//hybE//cysI//pgaA//ygiB//eutK//
GO_0034471_9	topB//atpH//yehZ//yphD//
GO_0034552_7	sapB//
GO_0034599_5	argR//sufD//kdsC//lptA//nuoI//ccmG//fhuC//yccA//purT//tldD//yciH//rhsD//cca//nrfE//ttdR//malQ//dacA//cadC//rpiA//kdsA//srkA//xanP//ygeV//
GO_0034605_5	mdtM//mltD//yqiG//lptE//yphF//sdhB//cof//ydcI//lasT//
GO_0034613_5	argH//polB//ygeX//ynbD//sgcE//yneE//rng//thiL//ybjI//ygjK//mdtQ//fdhF//ravA//fumA//yidR//gltX//nrfC//
GO_0034614_6	ileS//pgrR//tsx//ibpA//idnT//lsrR//yjjG//lyxK//dnaB//glyS//rhaA//hisD//mqsR//
GO_0034620_6	crr//rluB//ppc//ytfP//
GO_0034622_6	mtn//ychH//ygcO//ribF//mmuP//nagA//fliZ//yahF//cadB//fre//menI//clsB//cysU//fdoG//phnJ//sufE//uspB//rclC//nagB//uacT//queC//menE//bisC//nimT//ulaR//csgA//fimD//rcnB//yadG//bhsA//fucA//gpsA//rsfS//pheA//kdsA//pnuC//fabG//ilvE//rffH//torD//ygfA//
GO_0034627_10	yfaV//blr//plaP//rapZ//nrdI//
GO_0034628_9	pstB//purB//ynaE//ilvN//sdaC//
GO_0034635_6	apt//cysG//narJ//gntR//gltB//lrp//
GO_0034637_5	fnr//yehC//bioA//yjhH//nadC//secF//htpG//ttdA//rluA//glcC//nikR//dsbC//rtcR//rplT//yqcG//folX//apaH//menE//nmpC//ubiA//eutD//trmA//ecpR//pepA//intF//dbpA//opgC//recN//caiE//sbcD//sufE//fabH//cysN//hscB//glpD//agaV//hrpA//rpnB//trpB//accC//mntS//fnr//hslO//garD//yghG//nanA//argF//recR//plsX//yfeX//
GO_0034641_4	ybiY//chpB//mepA//yihT//feoA//lhr//gyrB//yfcG//ybeY//moeA//mrr//chbA//envC//gpmM//insA-2//prpB//yjcS//accC//yhdZ//ydhK//ypdI//rihA//yiaA//ybaK//bamA//mltB//paaE//yfiE//ynjA//ispA//mdtE//yfiE//slyA//ftsK//queG//fdnI//agaC//ampH//acrR//entA//csdA//glcC//fetB//speA//rpoS//dacB//yraJ//yciE//sapA//ybjI//hypD//thiE//glnE//yidE//rsmC//exuR//ycjP//ybiO//yfcS//pphA//fabG//hmp//mobA//ybdN//dam//kdgK//rpiB//sulA//tonB//fepG//atpH//yjeH//hyaA//narL//dcuS//nirD//ugpA//csgG//dkgB//yobF//ybdH//trpD//gph//prpR//gspE//ygfX//ebgR//dinI//glpG//ibsA//gspI//bioP//hemC//rpmH//sixA//rzoD//yiaA//tatE//sapB//fucA//crfC//glnL//yjiX//zapC//phnK//cusB//purT//ubiE//bglF//serA//maa//ydaN//evgA//dsbB//focA//mngA//ruvA//ghoS//araA//pgsA//cmoB//yhbX//aaeA//nuoH//sxy//yggD//rho//avtA//murA//hipA//acrD//ydiZ//creB//alsE//fadB//bdcR//puuP//grxD//hslU//cbtA//thiL//allR//yibH//yfcS//adiY//blc//galF//xylA//pspA//kgtP//ybcM//mmuP//hexR//fepG//hprS//rsmE//yijE//dppA//lepA//fadI//rhoL//rcsA//setB//eptB//gfcE//etk//yhgF//yfdK//add//ygiN//thiI//hyi//cheZ//raiA//lpxP//ynhG//tehA//yccX//metE//tusB//yagU//lplT//hxpB//betT//sstT//cecR//mdtL//ybiA//ftsY//glxR//accB//ompN//napF//hemF//crfC//dpiB//acs//astC//qorA//flgI//priA//mcrB//dnaN//gltS//speG//ppsR//nemR//caiT//pgaB//mtlR//ydiF//ubiF//asmA//fliD//ybjI//torZ//ybiA//atpG//recR//menI//rpmG//yfaV//sfsA//hinT//roxA//mtnN//yfaX//ubiB//rplJ//glpA//yjiA//eamA//ugd//rhaR//ybgQ//osmE//aer//nrfF//tldD//pgaC//lysR//rplP//frwD//wzyE//dpiA//insE-1//lepB//moaD//tatA//lon//hscB//yihU//uxuB//ycfL//rimK//yehW//ompR//pykA//znuB//msrP//rpsJ//metB//rseB//coaE//agaR//guaA//atpB//nth//clcB//ybhS//carB//ispF//rseB//yiiM//torD//trmB//csiR//ddlB//hupB//acpS//kefB//proW//mhpT//yjiY//thiH//proQ//ygfX//eptA//yhbO//mrdB//tcdA//yhjC//ydcZ//betT//fadH//zraR//hupA//matP//recF//osmF//hda//ybaO//nrdD//mdtN//bsmA//hslR//ftsA//fdx//truC//zur//yahI//cmoA//poxB//xanQ//agaS//dkgB//nfuA//cyaA//agaR//yqiJ//kdsC//ruvB//osmY//ygjH//flgD//sutR//yrbG//slyA//ribA//lsrK//lsrB//casC//yceK//rnhA//yidA//basR//dnaX//truA//yahB//panB//yagI//yqjI//ynbB//agaV//yjjV//accC//ymgC//tar//abpB//ddlB//cheY//ftsE//ampG//betI//rpnD//ada//msrQ//rpmC//higB//gadC//tcyJ//hcaB//yiiD//ybgQ//waaY//hicA//plsC//alsA//sstT//gmhB//kdsD//ybcC//yjiA//insF-1//tyrA//rstB//gatZ//cobU//ycgV//fliZ//fdoG//tcyN//metL//surE//ydfH//cpsB//umuD//mdoG//putA//yjjV//yjaA//hxpA//fdoI//ldcA//glxK//hslR//hinT//ycjR//ydfK//pflA//chbG//arcA//rbsA//hyaD//gudP//recX//yghG//tauA//selU//yjiY//waaY//crp//mcrA//yqcC//psuG//yidL//hicA//yidD//bacA//gspF//sdhD//yfdO//zapB//xylR//trpD//dcp//yedA//secE//ubiJ//kdgT//lpd//flgD//panD//exuR//ampG//uvrY//nac//uspE//yhbS//ligB//aidB//yqiJ//idnK//ynbD//yafE//gloC//gldA//clpX//ccmH//srmB//dxr//dppF//entH//gcl//fdhD//citX//acrF//mrdB//accB//holB//ribE//hda//nac//speA//bdm//casA//mscL//yohC//potD//ibsA//htpX//degQ//ycbU//yedX//rplO//cyaY//abgR//ybcM//fdrA//glgX//opgB//yoaB//yafS//yqiI//ycgR//tauC//fes//frmR//wecB//lsrG//dcuA//creC//yafN//cysB//topB//ybiO//mhpC//tktA//yqeF//tig//yebS//frmB//yjfF//yhdH//asnA//folP//appC//hupB//tbpA//arnT//rcsA//yfcF//aspA//clpP//ycgV//allB//ypdA//ftsA//holE//ftsX//ldhA//yfgJ//udp//truD//yfeX//trpD//nagC//lyxK//plsB//amyA//dsdC//hyaC//frvR//mltA//yjjV//btuR//satP//secE//lsrC//mltC//tusA//ftsL//deoR//tcyP//sufE//ldrA//hokE//hslO//gudD//puuP//yjiY//yagI//hcaC//alaA//radD//proA//dctR//aldA//rsmC//pgaD//dam//insE-1//rpmA//ybhD//sbcD//queG//astC//rmuC//glpD//miaB//sfsA//ybaK//atpB//ygfX//puuR//lepB//cyaY//ydjJ//cmoM//yfcQ//mnaT//dgcT//csdE//ogrK//viaA//rdgC//treA//ydjJ//btuF//torS//eco//rfaF//ilvC//rcnR//ymjB//adeP//macA//skp//yehX//ydeT//htrE//rcdA//yjjB//rpsK//rapA//gatD//nimR//dcd//sucA//ybhJ//trkG//thiI//zntA//ldtA//ydaC//ptsH//treA//cusR//mltD//lnt//glcC//nuoB//zapE//holA//waaH//proC//ymjB//grpE//cyoD//prkB//fecA//ftsK//hisA//yohC//glsA//apaH//flgA//tsr//caiT//ydiO//rhtB//sbmA//hybE//znuC//oppC//ymgA//cyoE//aceB//ybaE//paaC//chpS//dcp//nhaR//ybbN//malY//nrdF//potH//clsB//ccmF//uvrD//ybdZ//xylH//argD//narX//ybgI//rep//ybdR//ompT//mdtK//paaZ//gph//topAI//tolQ//cydC//hisM//gatB//yhaJ//dapD//alsE//rnhB//yjcE//kduI//katG//tatC//yjcS//ftsI//metF//ppiD//glgP//pykF//tar//narG//yjhB//aceB//polA//cpsG//pyrF//rplI//hcaB//yjeI//pgl//wecB//flgC//oppB//rpmA//ydfG//caiD//cysD//mdlB//rfaC//moaB//galK//yejE//xerD//dhaR//umuD//osmC//bfr//ydeI//ptrA//pcm//pnuC//wzyE//sufS//pgl//galP//waaQ//mtlR//yheT//mhpA//phnL//mlaC//grcA//ybcQ//argR//sdhE//hybC//paaJ//ytfQ//pgaD//yeaE//acpH//rhaT//smrA//maoP//dmlR//rplE//yacG//ymjB//yieK//glxR//yccS//yhjC//uidR//wzyE//yegD//ybjI//yggT//miaA//entD//serS//ygiN//yihX//narJ//otsB//sbcB//dgcE//lgoD//hybC//ytfE//tyrB//rutD//ycjW//cas2//bfr//pdxA//cvrA//mhpB//ispB//rlmE//iscR//bssS//cobC//mntS//fadI//fhuC//nuoE//bcp//hisA//eutK//ydiO//yrfG//tqsA//bioD1//ygiV//ybgQ//rsmG//yajD//nimT//nudB//upp//mntS//rplO//gltK//yadV//tsaD//gsiB//frdA//metI//nrdH//yfaE//fepG//ydiR//lyxK//pepT//
GO_0034644_7	ihfB//yijE//
GO_0034645_5	recA//rnb//ybiV//hisH//hscB//ybaK//pth//ldtA//paaD//tsr//hycI//aspS//acs//abgA//cdh//cmoM//ydjJ//dcuA//aaeB//moaA//phnH//yadV//yieL//idnK//ybcQ//rffT//trxA//codA//cueO//prlF//sapA//acrZ//msrC//potC//yqcG//napB//glpD//rfaF//dtpB//rlmI//wzzB//fdhE//gudD//aceK//rfbD//pyrB//gpsA//araD//ssuB//glvB//elaB//oppA//grxD//yeaK//hycI//rnt//yahO//uidR//gatZ//pyrD//rutD//tilS//rpmC//gspJ//yfiR//gadA//yciF//paaE//yobA//yddL//wrbA//wzb//ridA//hcaF//aspC//artQ//agaB//lplA//yqiG//alaS//mdoD//maa//envR//gapA//dinQ//edd//clsA//narJ//osmY//ddlA//katE//pgrR//hypF//ligA//dcp//fucA//thrA//garD//lsrB//gmhB//nsrR//yiaO//gntP//yccA//melB//sthA//ptsP//sixA//argA//fklB//kefG//gntK//insA-2//pheT//moaB//ompR//puuP//pgrR//purU//nrdD//ydiR//yeiL//thiH//tusE//waaJ//argG//fliD//nuoF//mdlA//dusC//lepA//chbF//yejA//ybbY//rimJ//glmM//cheW//bglA//dhaR//murJ//yoaB//yfeX//phoQ//cstA//recG//wzb//folM//rrrD//rraB//seqA//glnL//ygdG//agaW//coaA//dnaG//crr//gsiD//rutD//dxs//ssuE//paaA//yfjV//fadK//rpoS//pgsA//cirA//envC//tmcA//hybF//dsbB//potI//fau//purD//paaB//rhaA//clpS//yqeF//nagA//cmtA//waaH//tauA//glgP//yegV//tusE//yibA//appC//opgG//napD//acpT//aqpZ//artM//wcaC//mutM//eutN//chbA//fryC//kdpB//fre//bioP//bolA//cnu//eutA//ileS//yqeG//kdpE//kilR//treF//hmp//lipA//asnS//cpoB//lptC//gpmA//glnA//mrp//cspG//tktB//paaE//rraB//tpiA//gpt//hslJ//wza//dmlR//elaB//hofP//lacZ//xseB//ydhQ//lpxM//tesB//dnaK//glgS//yjaA//bdcA//bipA//hemA//hofN//gudP//glsA//yjjW//ydeP//rpsJ//arnD//ycjR//lasT//coaA//argO//priA//yhdZ//rarD//tsaC//fadI//kilR//yfdK//acpH//rsmI//prpC//ycjP//aroA//sgcX//hisB//ynjA//ynaI//tdh//ilvI//gcvP//bluF//yafQ//atoS//spy//rayT//yeiE//pgm//sspA//dapA//insE-1//yjjV//yhbS//yaaY//ynfF//ymdB//sucA//crcB//napF//chbR//yqeG//elfD//gcl//dhaR//yijE//ftsW//thiH//envZ//oppF//ydeI//rsmJ//ulaA//ybbW//mepA//aldB//ybcM//ynfF//yciK//
