#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ibpA//rclB//yjiR//paaZ//
GO_0032413_6	chbG//
GO_0032414_6	ubiG//chbA//
GO_0032445_10	asnA//moaE//lplA//nuoN//dpiB//
GO_0032459_6	emrK//
GO_0032462_7	glcA//
GO_0032465_6	astC//tnaC//sfmH//fliL//nmpC//
GO_0032466_7	fhuD//torS//
GO_0032467_7	tatD//
GO_0032506_4	ilvC//cbtA//rcnA//nsrR//aidB//ttdR//lpxH//galU//cmtA//glnK//galP//
GO_0032508_8	serC//yjbE//cvrA//eptA//lptB//ybhS//gstB//gltL//arsB//yneL//rpoD//rpiB//rimP//
GO_0032535_4	hypF//tsgA//rlmB//fliK//kup//
GO_0032774_6	zntA//galK//tqsA//yciV//rapA//yhhY//rluC//ydaN//glvC//ymgC//cheW//cysU//ycfJ//cyoA//yidL//codA//hcaC//livG//yeaG//murC//osmC//yfcV//ybaQ//mutT//gsiA//yheT//ygfX//yeiL//xanQ//murF//dmlR//gntT//yjbE//trmA//ybcJ//evgA//yfbR//cyoD//ftsZ//rraB//rnlB//yjhB//nrdA//mdoD//waaC//atoB//csgF//glpC//nrdB//ugpB//lpxB//lsrC//yebC//ttdT//glnB//znuC//abgT//glsB//acs//cspE//gabP//galE//dhaM//pheA//malI//hybF//rfaE//gapC//tsaC//yajL//bepA//mltD//fabA//hflX//crfC//appB//gspF//yfaE//aaeA//yhcF//garP//sfmD//ycfS//lptD//mdtC//ldtD//yjjU//gyrB//recE//coaD//gloC//lpxP//leuS//lptA//rluE//yfgO//rplM//eptA//rplJ//gsiC//glgA//cueR//xisR//purL//sgcE//deoA//lgoD//ivy//yqgB//galT//fcl//exuT//gntP//hypC//glsA1//mntP//ubiI//hypE//chpB//yciE//torY//moaA//ycjP//frmB//citE//yidH//yiiM//mglA//rnlA//
GO_0032775_6	iscA//yehU//yedL//
GO_0032776_6	ynhG//
GO_0032780_7	ebgR//nikE//
GO_0032781_7	chbF//acrZ//yadM//
GO_0032784_8	mepS//pdeD//
GO_0032787_7	appA//dgoA//rsmI//thiQ//fhuF//hns//yghO//mdtE//rluE//ilvA//rpsD//hycB//tisB//insI-2//rseC//ftsP//yidA//sdhD//gmk//casD//yabI//fumB//tusD//aspA//bcr//hisQ//arsR//recG//ydcP//ynfH//allR//dut//nagA//gpmA//kefB//menC//gcd//dinB//nanT//blc//lpd//tqsA//mdlA//rhtC//rusA//hha//yefM//mnmA//trpL//mepM//mocA//grcA//cysE//ccmH//nrdH//ampD//setC//bglA//ycbB//secY//zapC//gspE//tsgA//higA//tonB//bcsQ//hprS//ydiK//acpP//msbA//nlpA//glpK//yjhH//dcuA//cbrC//hdeD//rlmH//fryC//clcB//chbG//fklB//lsrA//cpsB//cpsG//thrS//rpsK//yafQ//dicA//rfbD//dgcQ//casE//malI//aroC//fklB//nrdF//rraA//aer//yghO//yhjB//gcl//rimO//hybD//waaG//glnS//ycdX//insI4//rfaB//pbpG//sgcB//dcuB//ydhC//dacD//glnH//hslJ//abgB//argS//hybC//cusB//sapD//waaU//treR//ygiV//ydfK//waaY//yaiV//fabZ//hisS//ydhK//cyoE//yjhC//nanE//potG//groS//hrsA//hslV//tdcA//prlF//gatZ//metC//gcvR//btuC//tauB//tyrB//ygfI//pheS//nagE//guaB//yadG//hflX//ybdO//ydhK//lpxL//gatY//hinT//yagI//mgtA//argB//yfaX//selD//spoT//nuoL//epmB//gshA//paaZ//ompN//yihI//caiB//pgm//yraR//gspI//arnB//glxK//yjbG//hrpA//yajL//cadA//hcaF//alsC//glcA//hflD//ilvE//fadD//yihX//rpoS//tcyJ//queF//dnaG//rpiB//higB//uof//phnN//pgrR//djlC//yceD//dhaK//rfbD//pstB//hyfF//yidR//slmA//rbfA//uraA//pspD//
GO_0032790_6	rlmL//alpA//
GO_0032879_4	minE//dinB//frlR//phoR//sad//ydiV//kdsA//glcD//arnF//glyS//rcsD//ttdR//fryB//nuoH//mrcB//cyaA//atoB//rusA//mdtA//garL//napB//pdxH//narK//yhgF//yfhM//kdpF//lysO//yhdW//
GO_0032880_5	rsmJ//paaA//glk//
GO_0032881_6	lyxK//tufB//ispA//rihC//
GO_0032885_7	puuE//dinD//fepG//
GO_0032940_3	yfbU//fabD//pdeD//trpE//hcaD//pnuC//dcuC//
GO_0032950_7	gpmM//
GO_0032951_8	umpH//
GO_0032954_7	hypT//metK//tsaC//
GO_0032955_6	ettA//yhaJ//leuC//
GO_0032973_7	yfiR//mog//sdaB//ycbX//arsB//
GO_0032978_7	hofC//rimJ//yebZ//cysS//
GO_0032984_5	yggF//mscM//eutD//ung//feaB//yejA//ivbL//msrP//gabT//
GO_0032988_6	yihX//dmsA//
GO_0032989_4	npr//
GO_0033013_5	yhbO//frmA//rplE//sufE//fhlA//guaD//mntR//symE//rarA//tgt//dauA//gsiA//lpxC//ydeT//dgcQ//codA//chbB//ynjD//cydC//aqpZ//hcaE//
GO_0033014_6	serB//bioD//appA//cas2//thyA//yihU//ushA//nanA//malS//ibaG//aes//mdtP//dcyD//uidR//ssb//yjiR//potE//ycjQ//yajD//yhhZ//yjcO//
GO_0033036_3	lipA//phnK//yfdR//yaaJ//norW//ycbU//eptC//hemC//ispU//ibsB//yiaB//gcl//rbsD//yigL//qseB//yehD//maeA//recN//copA//dacD//garK//mutS//fkpA//pfkA//hypE//dapD//etp//cysC//hinT//ygfZ//mlaB//lgoR//yqiH//yahK//mscS//tauC//rsmA//exoX//fliK//tolB//galM//gadA//panZ//srlD//flgD//sppA//ribF//frc//narU//
GO_0033043_6	intZ//oppD//alpA//yadI//yccX//
GO_0033044_7	tdcR//
GO_0033051_5	hofQ//
GO_0033120_8	ligB//
GO_0033157_7	argF//gsiC//
GO_0033194_5	iscR//livK//ackA//dcm//
GO_0033195_5	acnA//
GO_0033212_10	trpL//hlyE//aceA//mdtQ//yoeB//
GO_0033214_11	rffH//yedA//
GO_0033228_8	astC//sdaB//speD//bioC//
GO_0033238_6	pdeD//ycfJ//dgoK//mfd//
GO_0033240_7	metR//
GO_0033317_7	thrA//dctA//mreC//metI//
GO_0033319_5	yejF//
GO_0033320_6	gspE//
GO_0033345_8	ybjD//
GO_0033353_5	tatA//
GO_0033359_7	ychH//yfdG//
GO_0033365_6	yiaT//
GO_0033383_6	ldtD//
GO_0033384_6	mraZ//
GO_0033388_7	nrfG//
GO_0033477_5	araA//
GO_0033499_8	yadC//ydjL//mrp//dnaE//dcp//thiQ//pepQ//
GO_0033517_5	nrdR//
GO_0033518_6	ubiF//
GO_0033526_7	fdnG//yqjA//wzyE//sufD//
GO_0033539_7	bepA//kdsA//ygiV//
GO_0033542_7	ldtA//gltS//
GO_0033543_8	hcaB//
GO_0033554_4	hycB//csdA//znuB//bamB//wzb//atpF//hybE//metE//deoR//pnuC//cobU//hemH//kefG//amtB//flhD//ynaE//ivy//argT//ydcT//bacA//cpsG//kbaY//psuG//tktA//mraZ//entH//fliD//speF//malF//fdnI//tomB//ndk//paaG//lsrA//alaC//setA//rfbB//ybcF//fadE//mdtE//hisD//frc//proX//ygbM//narX//gldA//yfaX//gltX//otsB//priB//tdcB//ybhA//rutD//crcB//metF//yiiD//phnM//fpr//gnsB//yjjG//ybbY//djlC//fdhD//paaB//wrbA//sgbU//yjjI//chbG//maoP//ttdR//rpmJ//ackA//hemB//yfiF//cmtA//mpaA//paaB//yraI//mreD//insF-1//potD//mlaC//ispF//fixA//agaR//mdtO//zapB//mhpB//ridA//yjhC//gpmA//dhaL//dgcE//hdhA//mcbA//shoB//recB//livM//prlC//ynbC//mazF//hslO//folP//nsrR//ymgF//yebG//wecE//phr//deaD//minD//purB//ynhF//waaA//insI4//lepA//eutR//coaD//cynS//hprS//aroB//exbB//rplC//lysA//elaD//leuE//yeiG//narG//cbpM//kch//msrA//sufC//sgcR//yhhT//ybhI//ybiH//rpmF//pdeF//fryB//ldtD//gmk//ybiJ//paaG//mhpC//adhP//amyA//tatE//solA//wcaC//pyrG//yfaX//mdtI//arcB//hdeA//nrfG//sdhE//ribD//yheT//purC//oppD//rplI//sfmH//flhA//yjjB//nrfF//csrD//psuT//ubiC//gldA//fabZ//yfdS//yidZ//proV//ogt//ygiN//yadV//bglJ//nikE//ypdA//fumB//metR//hisI//rseB//ompW//rpmC//ybeF//dfp//paaB//focA//ptsH//hofQ//ubiE//yfcA//tatA//tsf//chbA//yhdZ//rclB//yhbQ//hyfA//rmuC//yneL//mscK//ynfL//dpiA//citE//ccmA//deoC//yhiM//acnA//ybiO//yhaC//nanC//chpB//puuE//arnT//ppiD//rfaE//yhaJ//recB//nemA//serB//frdC//ydiB//cpxR//tufB//rbbA//murJ//chbC//artM//artM//sbcB//gluQ//ydcT//bamC//cysG//cysC//insA-2//ribD//rplP//waaQ//panC//asr//mntP//tnaC//yhbO//yjjI//lysP//gabT//allS//ttdR//speF//pntA//norW//ybeY//hldE//elaD//cmoM//nlpE//prfC//setA//fruA//rpiR//dapF//gadX//kdsD//mntR//hemL//gsiD//atoS//mdtD//hmp//hflK//sgrR//metH//rhaA//yafQ//rlmH//yggW//recT//glpC//znuC//gatB//fdnI//rplI//galK//mdtA//xisE//wzzE//hypC//plaP//yjiX//ispB//insK//codA//grpE//cspC//ftsP//rlmI//phoU//mrr//insB-2//mltG//yibA//opgC//lpxT//lpxH//glgB//gpp//hrsA//rffM//leuE//ftsL//rpsP//atpE//ftp//proC//rffM//mhpT//eutA//yjaZ//csrA//lpxC//fabA//sgcB//
GO_0033559_6	msrQ//
GO_0033567_6	clpP//
GO_0033585_7	cadA//pfkB//
GO_0033609_8	nagA//
GO_0033611_8	bglH//
GO_0033674_7	oxyR//
GO_0033683_7	dtd//
GO_0033692_6	yjiX//recJ//zur//lacI//acs//ttdA//frmR//ydhJ//ydaV//tsaB//yiaU//cdd//gcvP//mdh//mak//narZ//recJ//cysI//rbsA//murA//nuoM//dusC//tdcC//mmuP//ybgQ//mlaD//dnaQ//nuoB//rsfS//rplA//preA//hofN//ibpB//glrK//yjiX//gntR//ftsA//rplB//add//yhcH//rsmF//gltS//mepA//htpX//nlpI//fadH//queF//
GO_0033865_6	asnB//uvrA//dgoA//tdcR//csgD//rimI//yeaV//
GO_0033866_7	sgbE//glrK//hns//rsmC//
GO_0033875_7	alsK//aidB//csrA//dinD//arnB//hpt//potD//
GO_0034030_8	mdtC//ydcP//yobA//trmL//
GO_0034032_6	yhfK//yqeG//bolA//mppA//btuD//hypA//curA//
GO_0034033_7	aqpZ//ssuD//dacC//ligB//
GO_0034035_7	arfB//manA//rplE//
GO_0034059_4	fepA//paaB//
GO_0034192_7	dnaQ//rsmF//mdtG//
GO_0034193_7	cpsB//
GO_0034194_8	mug//pheA//insH-6//
GO_0034195_8	osmF//
GO_0034198_6	mdtC//yafN//nrdH//
GO_0034203_6	napF//
GO_0034204_5	nadC//ilvI//
GO_0034213_6	ansA//
GO_0034214_7	yieH//proX//mdtM//rpsQ//
GO_0034219_6	glnS//aaeR//lpoA//mprA//yijE//mug//yhaC//ybjN//fucI//yaaJ//ybcF//pheS//otsA//panZ//paaA//ttdT//holB//yihL//uxuR//tyrR//iraP//tolQ//ihfB//tauA//hofM//acnB//leuS//pykA//sapD//bdcA//gppA//cheA//dmsA//yceK//yihQ//nrdF//yccX//proW//lipB//aceB//kilR//insI-1//arsR//arnE//ydeT//ghoS//lpxK//pntB//hemL//leuA//zapC//leuC//accB//rpsQ//mdaB//hisM//envZ//aphA//erpA//mscK//eutN//trpR//galT//dsdA//ssuB//yhcH//rffC//recF//aceB//flgM//lit//tadA//treA//sodA//secG//sfmD//yahD//paaX//gcvT//ulaC//dacD//rrrD//mug//rpsO//amiA//truB//yjiM//kdsA//ymfK//recG//ydeT//srlR//yoeB//zraR//
GO_0034220_6	ptsP//gltS//panB//cca//tauD//ralR//fadM//mdaB//ilvL//fryB//uacT//queF//yhbQ//opgC//flgB//rplK//ais//rpsA//ugpE//arnE//tauD//bssS//rlmB//dtpB//nuoE//aroE//dinQ//yhaM//recE//corA//ygcW//frmA//paaZ//allS//yjcS//dam//alsE//dhaL//tldD//rpsO//allS//hslJ//flgH//rfaF//thiD//argH//bluR//ilvB//hofO//tolQ//osmY//insI3//yciG//yhhT//hinT//ygfI//arnA//wzzB//ybhI//ydaV//rutB//trmA//stpA//topB//ccmG//yqeG//exuR//osmE//hofO//epmC//lpxB//rluD//yagU//narJ//ompC//ycfJ//ispA//ptsN//ilvA//prpR//fruA//puuB//pagP//djlC//fhuC//ynfK//argO//dsbA//ybdO//gpmM//cusF//ghrB//hxpB//mltD//rutB//degQ//ubiA//agaB//yajD//trmA//tdcG//yedA//frmR//kefC//rsmG//yegT//tisB//feaB//ydiZ//ampH//yhfS//yraR//ycjW//tcdA//ygfZ//ribB//fadI//rpoS//yejB//nrfB//fkpA//uup//cadA//katG//hisA//suhB//ykfI//idi//rbsD//prkB//fumB//fucK//der//speB//pgrR//yfgJ//evgA//tyrB//creC//yehD//radA//asr//glrR//arsC//hypT//rsmF//pntB//dtpC//yhiM//yhaJ//era//glpX//udp//rlmI//relB//mrcB//flhD//rbfA//tehA//ompN//rbn//pflC//argT//dapB//kdgK//yebC//rsmG//metE//pstB//nirC//yafQ//efeO//kdpF//trpR//ynbB//
GO_0034224_6	malP//ttdT//
GO_0034227_8	aroA//prfC//dgcJ//ftsI//ygeW//cysW//dsbA//rayT//
GO_0034248_6	yjbE//hicA//secB//hcp//ccmC//ygiB//ftsW//sdaC//yjtD//lysR//yghO//cdaR//ybjG//ynfH//yegD//pheS//moaB//cspE//ydaN//cysQ//nuoN//hyaC//yidE//hpt//yfdK//minC//lysR//intE//ampD//trpR//yehT//ivbL//ybgQ//napD//rimK//lapB//ltaE//narY//glsA1//hisG//glpX//
GO_0034249_7	rplR//smrA//hdeA//tas//pheM//waaH//rplI//rutE//trkG//ybgP//ybjN//yraH//lgoT//yfcF//cspE//yoeE//dnaT//gcvT//rlmA//ycjP//glrR//rfaB//yiaL//nusG//ghrB//
GO_0034250_7	pepN//ulaC//hypD//ydjM//rapA//hybA//yghW//
GO_0034258_8	rimK//
GO_0034260_5	pntB//
GO_0034285_6	purB//
GO_0034286_7	bglA//
GO_0034288_6	yqeF//
GO_0034289_7	glsA2//
GO_0034308_5	nikC//rlmG//bamA//tqsA//abgR//lit//ydhJ//hyaB//trkG//nrfF//pldB//
GO_0034309_6	norR//yphC//trxA//
GO_0034310_6	ydjL//trmO//tnaC//dctR//ftsL//acrB//
GO_0034311_6	tatE//kdsD//yfdK//
GO_0034312_7	ynfL//maoP//
GO_0034313_7	blr//
GO_0034337_3	ynbB//emrD//
GO_0034355_7	ribC//recN//envY//talB//
GO_0034401_5	waaH//
GO_0034404_5	baeS//fliK//yhgH//iscU//dgcM//allB//speB//mlaB//galU//wzyE//yphC//betB//flhD//cysC//zupT//dcuD//cheB//mhpR//cadA//dacC//solA//gsiC//intE//tktA//xisE//srlB//ygeX//ackA//ydcM//yidR//pnuC//ygfA//sbmC//pdeL//topAI//wzzE//murB//aslB//yfjV//malE//tqsA//mrcB//rfaQ//pitB//frlA//modA//yieE//lpp//exuR//yjiM//
GO_0034414_9	alsK//
GO_0034421_8	pspD//
GO_0034440_4	cydA//yidH//secD//metG//cydB//coaA//avtA//adk//xanQ//cysZ//tdcB//rnc//iscA//tolR//yidZ//ybhI//yjhC//rpiB//hycH//alaS//
GO_0034470_8	entD//manY//dinI//tamA//rsmE//glmS//pheA//ddlA//endA//pnuC//tus//nimR//sapD//rplD//insE-1//cmoM//yjbG//fabR//fabI//evgA//yeeY//mltB//murF//lolE//fimI//ade//glmS//ybiT//paaF//cyoE//dgcM//uxaC//gyrB//mpaA//glcB//ybcQ//ybdM//nagZ//mppA//yhbY//frlC//gudP//dinG//recR//lptG//hslO//aceK//grxD//uspC//uspG//acrF//gcvR//trpGD//glnA//arnF//yijO//glnA//rmuC//yqeA//katG//mltC//trpE//ydiQ//yadV//waaU//paaD//hybA//rfaQ//ycaN//ruvA//lepB//tsaD//fliK//iscR//mrcB//yaaA//allC//casC//rlmE//rplL//kilR//entE//ssuE//dgt//elbB//fliK//pinR//ompC//ttdA//entH//ybcQ//fryA//sfmF//ynfH//
GO_0034471_9	pckA//lgoD//tktA//yqhD//
GO_0034552_7	hisS//
GO_0034599_5	rlmL//kbaZ//dpiA//araE//topAI//tamB//gldA//puuP//yfeO//ldrB//yihI//cspB//yjjX//yidR//opgH//ygfA//rffM//ptsG//dam//cdsA//entE//sucC//fryC//
GO_0034605_5	hprS//secE//entF//ubiC//pyrF//pitB//atpC//holC//ycbV//
GO_0034613_5	aroH//aroD//hofM//aspA//yeiE//yidZ//srlE//mngR//emrK//hsrA//ridA//rplC//hlyE//fruK//prlF//cbtA//tdcC//
GO_0034614_6	secY//paaE//ibsE//sdhA//yehC//rpmC//fhuD//minE//ybiW//uvrY//rffH//hisF//ybjN//
GO_0034620_6	nrdB//phoA//focA//fliT//
GO_0034622_6	amiD//deoR//hofQ//yicJ//frdB//ybjX//tolQ//sspA//galK//yhjR//cadA//cysS//rstB//hcaT//moaA//nth//glrR//sfmC//xylA//tatE//ygiS//yfjR//dicB//lplT//araH//mhpA//yebZ//thrL//ompN//lrhA//ddlA//dgoA//ynfL//mngA//pgi//csgG//recQ//zapD//dsbA//napB//yibA//
GO_0034627_10	queE//nuoE//nac//acnA//ubiD//
GO_0034628_9	tdh//mscK//tatA//msrA//lsrB//
GO_0034635_6	rhtC//psd//mlaE//cobB//flhC//sufA//
GO_0034637_5	sutR//bglB//rluA//rpsO//btuE//nikA//osmC//fadJ//leuO//ansA//cysG//trmI//rpsR//deoR//ibsD//ftnA//yhhZ//soxR//murR//fadK//thiH//yihT//ackA//pyrE//pflA//ulaR//opgG//malZ//ilvH//borD//feoB//ftsI//ybhA//sdhB//yhdX//opgC//lspA//puuE//smrA//hcaE//uxuB//yjbH//mreB//yojI//gsiC//dnaX//kduD//thrB//sbcB//oppD//
GO_0034641_4	deoB//elaD//btuR//yghU//fdhE//argT//lgt//cutC//argD//lgoD//cstA//tdh//codA//chbC//tldD//proA//aroD//dhaM//ldhA//lptC//caiE//ldcA//pal//malQ//yagG//hfq//lspA//paaK//lrp//lysA//yhaC//chbB//pgaA//wecB//betI//ybbY//acnA//epmA//iscU//rutD//tauD//yjjV//trmA//osmE//dusC//hyfA//yebC//aaeA//ftsY//emrK//dcd//hybB//clcB//rng//yfeW//dacD//iscX//tdh//mipA//yqjA//prpR//dbpA//dicB//rdgC//asmA//yhaV//mscS//yfiF//insB-2//yneJ//katG//dnaJ//dcuB//kgtP//cydA//pykA//pyrE//yiaO//glnQ//prpC//malZ//eamB//hyfC//ydcS//eamA//exoX//queE//mcbA//ydcM//dsbG//hyfF//tolQ//hyaA//aroG//cynS//trpR//artQ//rutC//fre//aslB//tdcC//fimC//entH//yfiC//mdtK//yddG//panD//rbsB//fiu//arfA//ydcT//entF//pagP//trxC//yjbH//iap//cas1//seqA//lolB//miaA//ppiC//udk//dppA//exbD//narL//iraP//yiaT//dxs//bcp//ftsN//yehZ//matP//glmU//bcp//rluE//yidH//cysW//ycfS//yiaO//ispU//mlc//ptsN//insI1//rclC//gadA//rnlB//bfr//agaC//oppA//hslU//waaH//ybdM//fdhF//yhjC//brnQ//nanC//mepH//suhB//thiE//adeD//yiaM//adhE//envY//hofO//umuC//fau//iap//ldrD//ybhI//puuP//dkgB//cheB//katE//pgpA//gsiD//ogt//kefC//nagE//clsC//ftp//rpsP//ybhS//ldtD//yhdH//ydiK//umuD//yohD//ybdO//rpsD//dbpA//mepA//grxD//ydhC//pgaB//surE//dcuB//hofN//cspI//ynfL//yadI//prkB//btuC//wecB//apaH//ilvM//znuA//sgcX//pldB//hofM//gapA//hisH//ybfE//atoS//yjfF//yoaA//cnu//phnM//prmC//msrC//ycbV//pdeR//cysP//mdh//zapD//yraI//dsbG//yggN//katE//prc//fumC//dppF//rnlA//proQ//ycjQ//ogrK//infC//rbsC//ygcW//cobS//dicB//cmtB//yfgJ//opgB//yeiL//mcrA//ybhJ//ptsP//nrdD//srlA//asr//galF//rhaT//wrbA//acpP//thiP//speE//glvC//pepN//yejA//ldcC//frmB//paaZ//otsB//yedX//codA//sfmC//trmA//yfaE//uvrA//emrE//srlB//gpsA//hflD//motA//yobF//modC//yeeA//rutB//glpK//ompT//hisF//thrS//cpdB//ybdN//ymgF//crfC//creB//phoR//ubiG//lsrB//pgaC//ulaB//elaB//edd//chiP//ydcR//cbl//cydA//yadI//trxA//prmB//rmuC//dacD//ansA//mug//intF//torR//nemA//motA//pdxA//ynbB//nhaR//prkB//yciV//livK//ligA//crcB//yeeO//rnc//envZ//curA//rapA//cyoE//tnaA//rffH//gltS//lpp//znuB//glgA//yjjX//rzpD//ykfI//degS//hslU//rpiR//arnE//mltA//dkgA//lit//thrA//yhcD//ybiT//torD//sufC//yfcP//cobB//gabT//insB-4//ybiS//lldD//hmp//rlmL//eamA//lolC//fryB//mhpB//dnaG//feoC//nrfD//atpB//yeaD//dcuA//yjcO//rimO//ydgA//dppF//gpp//yphD//ydfH//phoU//znuA//yjbB//yciA//yhaO//upp//hemG//crr//manZ//hypD//ftsI//uspF//pbpC//dinI//lhr//pepN//htpX//aas//hypC//yeaD//trmL//borD//lysS//hcaD//tnaB//gpp//infC//cpxA//ilvC//rfaF//fecA//dnaK//livM//mtn//cysI//gadA//gadB//nimT//dppC//trpL//srlR//rhaD//gspI//ftsQ//fucA//tpx//arsC//yccA//umpH//ilvN//yijE//rpnB//narP//yiaJ//sbmC//dedD//mutS//yiaU//sgcC//macA//cysG//arnD//glpD//phoR//rutR//sgcA//fetA//gudX//hofO//rnpA//gcvH//murD//flhD//sodC//flhD//deoR//ascB//mgtA//yafE//phnL//tehB//waaO//bglJ//rfbX//tdcG//rsfS//hyaC//sufE//hpf//acnA//glmU//ttdB//prpC//zwf//sgcC//scpC//asnC//yjfF//dmsA//tdh//afuC//btuD//secA//yihO//ybiA//puuR//betT//poxB//yheT//nrdA//glnD//acrF//rzoR//cpxP//gadA//recR//napB//radD//gatZ//ygiN//speF//rpsA//feoC//tamA//cpxR//uidA//rfaQ//fimZ//rsmA//csgF//yieE//fnr//argO//rbsR//aes//ybjD//malE//pdhR//nikD//mgtA//srlB//opgB//gutM//yraH//hycB//rpoH//arnA//soxS//ompL//rpoE//erpA//cdgI//arcC//hycB//iscR//purD//yddM//yggT//yhgF//ygfX//ssuE//bioC//thrA//potI//pheM//ompR//lpp//yidA//galT//mraZ//yoeB//plsC//hyaB//priA//mrdA//yegS//yjcO//parE//nrdB//roxA//dgoK//potH//ybiS//yjbB//phoB//bepA//rarD//opgC//gfcE//hofQ//mdlA//envZ//hisS//xylA//hisP//ilvA//lldR//dgoR//fadI//ycbX//crfC//eptB//narI//ebgR//gspJ//rsmF//hicA//lldD//dpiB//ymjB//garD//aroK//ibpB//nadK//ygaV//aroH//apaH//nadK//ldrB//cbl//glsA//gltP//tsaE//eutD//hrpA//citX//astB//mdtC//rrrD//yrfG//ccmC//yhaO//cptB//trpE//yjiA//acrA//fre//dcuB//tyrR//ybjI//ilvM//dtpC//hxpB//rsgA//paaB//csiD//cof//aceK//dhaL//cysC//lysP//cmtB//cobS//yfbU//degS//atpF//puuC//yhhT//gutQ//hicB//fimF//cspI//flgJ//selD//napF//yeiL//rbsR//ligB//atpF//ycjW//yraJ//dnaQ//hiuH//cysC//secY//fcl//torS//yfbS//edd//hyfF//metL//gcvR//galK//cynS//dsdC//xapA//yfeW//opgD//rfe//dppB//yqiG//metL//hofN//ydeP//birA//yidA//pdhR//araG//araD//ynfH//yaaU//yjiR//hemC//uof//rffM//prs//norR//sgcE//csiR//mhpA//nfsB//scpB//mioC//fimE//pdxK//nhaB//nrdE//fbp//fabR//ytfT//yhaC//thiL//fliS//ygcW//yneJ//xerD//yegS//ulaD//glnE//cmtB//aroL//menC//lspA//mdtA//bioD2//surE//nikA//rplM//proA//pth//nepI//ycgV//yafC//cirA//casC//yfiR//rffG//bolA//rsmB//yhcH//arsC//phoQ//ybhG//puuC//ccmE//lpxD//rihB//rsmD//yfaL//fecB//lpoB//gshB//lepB//elfC//dacB//arnE//ssuD//ydiP//argT//casB//yciA//bssS//ivy//yadN//ibpB//lpxM//greB//cobC//dsbB//kdsB//yoeB//glnE//cdsA//thiM//yeeL//ybhA//iraP//ygeX//waaY//nadK//mhpB//greA//mhpD//lhr//yhjB//cynS//ompC//acpH//mscL//guaA//garK//mdtD//nusG//rseC//selD//lysR//tolB//fumC//nagB//sapC//atpD//leuB//ybfA//rpnA//yceO//rpoE//nmpC//sdhD//prc//ilvC//ytfP//rcsA//ftsE//yhjB//dcp//aroG//pspA//katE//ubiG//nudF//yciH//rplO//sgrT//gpr//hypC//nfsB//carB//ydiB//folX//relA//prpD//mdtM//narH//yebG//gstA//eutB//
GO_0034644_7	gltL//opgH//
GO_0034645_5	fadI//wzzE//pgaA//ldhA//ydcZ//rhmR//maoP//eamB//hemL//mdlA//zipA//chpB//livH//qseC//yaiV//topB//aspS//prfB//ychH//ppx//tolA//metG//uvrC//grpE//ydcZ//lolB//cbrA//garR//rffM//bssS//rsmH//rluD//fimE//nikC//dam//ulaR//glpT//fecB//ypdA//fabH//nuoI//qorA//tsaD//modB//uspG//waaJ//glcA//paaH//dgoR//avtA//ybaO//intQ//ynbD//rfaG//ahpC//yedX//ybiY//dacC//waaH//minD//ihfB//cheR//mdtO//gnd//serC//betT//gudP//csiD//dgcM//folD//hyi//rpsL//cbtA//rpnD//envY//ymfA//aslB//bacA//ybjL//cdsA//feaR//gstA//yedX//modA//flhC//ilvE//hyaD//wza//asnC//yfhM//emrK//murJ//rhsD//hisS//ymgC//pgpB//lapB//yihO//dnaJ//perR//rnlA//lpcA//atpG//yfiC//xseB//miaB//insH-5//rhaD//pgm//cbrA//yjtD//pbpG//hofM//ravA//dcuB//rpnB//dmsC//frlB//ydiR//pphA//bamA//folX//rfaE//bepA//rzpR//bglH//yfdG//yagG//slt//ompF//ubiB//ada//thiP//bioH//avtA//ftnA//yehD//nrdD//gsiB//ynjA//entC//elfC//fbaA//frvR//pgsA//sutR//ybdN//dinB//nemA//yhaO//zapA//wzzE//sgcR//gltB//ilvL//fruB//atpB//ybjC//crcB//pabA//rpsP//nanK//hscA//entH//tcyN//rsfS//cpdA//kdsC//prpB//hemC//tas//lsrK//iap//gltD//panE//ykgO//hisD//baeR//gltL//fadB//slyD//kdpE//waaZ//amiD//garR//adiA//deaD//yeiL//ydcZ//gadB//fadB//yagE//glnQ//livH//yqgB//yihX//yidQ//adeD//hemF//citX//trmA//cmoA//tatA//gltL//manA//ampD//rutF//rfbB//cysM//ybhI//mobA//allB//glgP//tusA//hemB//tsx//bglH//ycfL//nagZ//glpB//pgpA//argC//mdtQ//etk//dedD//ybcM//gcvH//torS//argD//glyS//srmB//yedX//brnQ//rsmJ//pphA//nth//yfjR//cydA//hemD//yabI//mdtG//aldB//topB//ynhG//dppD//hflX//ygiB//hemH//tusE//yjiR//yefM//hisD//dxr//menH//yhjA//fecD//rlmG//yeeL//trmI//ygiN//manZ//yhaC//putP//exbD//yqaE//azoR//chbA//glpG//ydeI//nanS//agaS//mepA//pldB//dcuC//higA//osmY//epmC//ftsH//accC//yehC//yfgO//dcp//pheT//emrD//hypA//rfaQ//ravA//narG//ydhK//trpC//uvrD//ydiF//ygbL//garP//leuA//trpD//queA//sucC//pdxA//sgcR//cdaR//torS//btuR//rfaB//
