#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	entB//katE//ldtC//arcC//
GO_0031327_7	yraI//yddG//tnaA//luxS//ubiX//hypE//yfiF//dcuR//mppA//aqpZ//narX//fabA//focA//aroP//phnL//dicA//paaB//casB//dnaB//trkG//intE//purB//flhD//cutA//msrQ//ybiW//recD//pphB//hcaT//pitA//ispA//rpsO//folP//bamD//ybiS//rpe//der//prpB//yfgJ//ybhJ//cbtA//cysA//iscA//phnK//dnaC//queD//ybiI//nagB//fryA//malY//ggt//yddG//umuD//sodB//araA//yedP//tatB//waaH//yidL//lsrC//fimZ//aspC//zitB//hybE//yahB//dnaX//dgcE//yijO//ybaO//ybaE//yhbX//ydaV//yahD//zntR//trxA//fimD//nuoI//npr//ymjB//cynX//dmsC//ybcJ//trmO//tyrR//ssuA//cysS//hxpB//rlmD//idnO//holA//nanR//rfaH//yjfF//allB//yoaB//csgE//yneL//xapB//zitB//secB//oxyR//gpt//asnC//yfbR//hmp//hypB//yadG//malY//rlmD//dacC//rpsN//puuE//glpD//thrA//garL//rep//ydcM//recC//dacA//lpxK//fes//
GO_0031328_7	malF//flgD//mprA//oxc//araE//hofO//yfaU//waaZ//srkA//ytfT//fnr//sfmA//yrdA//hcp//lpxT//rplQ//rutA//dsbA//sapC//cysE//mdtK//trmB//abgT//uspE//cmtA//gatB//fruK//rbfA//narJ//gmd//sdaB//ycjQ//ydiR//rpoD//aspS//rlmB//yjjW//yfeX//gpsA//rhtB//tatD//yhiM//matP//azoR//cysA//recC//alsE//tig//thrS//pyrF//glsA1//nrfG//paaH//eptA//rppH//glvB//hipA//mhpT//ydaV//pcm//lplA//uacT//entH//rna//acrD//rhlB//rffC//rclR//ydiK//gspF//glnL//dsbD//bamC//kdsC//queG//ybaK//gspF//pheM//agaV//focA//ribC//
GO_0031329_6	yiiD//crfC//mdtB//yadK//dgoR//purU//ynfF//mppA//rclR//
GO_0031330_7	ybcC//
GO_0031331_7	tatC//ykfM//
GO_0031333_6	fliS//nrdB//metQ//cysH//shoB//nupC//phoU//ycgB//narY//recG//
GO_0031334_6	fruB//qorA//rfbC//hisF//acrF//mngB//flhC//phoQ//gpr//mltC//ubiG//
GO_0031341_4	napA//
GO_0031342_5	cedA//
GO_0031344_6	elfA//ycjP//paaD//rlmH//lpxC//
GO_0031345_7	prfC//infB//
GO_0031346_7	yajD//tsaE//mhpT//
GO_0031365_7	tcyP//hyfR//dctA//ugpE//yegT//secG//dps//
GO_0031399_7	ybdN//kup//fabB//
GO_0031400_8	selU//
GO_0031401_8	insI3//cysQ//
GO_0031437_8	agaS//
GO_0031439_9	rfaG//
GO_0031455_5	lepB//ybaK//
GO_0031456_6	yqgB//yagG//
GO_0031460_7	yhaJ//yiaM//fdoG//ybhP//fdx//murJ//sxy//ytfT//insH-5//ompA//glgA//appA//
GO_0031506_7	dgcZ//
GO_0031554_7	higA//ydaN//frmA//csgA//pgsA//trmD//nhaA//mdaB//eutK//fdnH//ymgA//kdsB//uxuA//borD//clpB//wzzB//lolD//pfkA//purD//mioC//
GO_0031555_8	agaI//nrdD//clcB//wza//ydeI//folX//
GO_0031556_9	ydcP//upp//
GO_0031564_8	insH-5//etk//orn//yneE//gadE//rrrD//cstA//clpP//trpA//yicJ//plsX//betA//lpxP//
GO_0031589_4	pabA//pth//glnB//abgA//yneE//fmt//yhaJ//fabB//phnP//eno//potC//deoD//ftp//rppH//holE//
GO_0031638_7	arcA//
GO_0031640_3	topAI//yiaU//cvrA//insA-2//rhaM//
GO_0031647_4	ybjN//adeQ//mcbR//gatY//elaA//nirB//malX//
GO_0031648_5	ybhF//
GO_0031667_5	dicA//yeeY//mdtA//ppx//rplX//elaB//dicA//rhaS//mcrA//thrL//pstA//caiF//ptsI//wza//idnK//pcm//tpx//hisC//fdnH//phnN//mtr//lpxC//yfbS//mltG//qseC//motA//queC//hemH//dpiB//pitA//ynfK//fic//ybdM//kefB//gmhB//osmC//tdk//gdhA//ftsL//rpmJ//hofM//
GO_0031668_4	folC//yhjG//ygiB//hldE//nimR//bioB//rsmI//ileS//phnL//fimD//rfbC//dusC//lipB//yadN//recR//citT//ybiY//casD//acpT//opgC//hisS//cdsA//hypB//yfbV//ftsN//pspG//livJ//puuP//paaF//yjbG//yecS//fruB//rpsR//yfdC//yadI//fixB//uxaB//yehA//murB//azoR//eutN//yggX//agaI//fliG//sbcB//endA//hisC//dcuC//pgpB//nanR//hcaD//fabZ//rfbB//
GO_0031669_5	dnaC//ycdX//araG//eutN//rpoE//gadA//sgcE//cpsB//atpB//nuoB//aqpZ//pntB//ybiA//yraI//speF//nrdA//speD//metR//nei//ibsE//gatY//rplC//panF//opgH//yajQ//uspE//opgB//speE//groS//obgE//cadA//
GO_0031670_5	glgB//ygaV//nepI//
GO_0032025_6	mrr//nanA//
GO_0032026_6	gatC//cheA//leuE//
GO_0032048_8	thiE//yfaV//mhpR//
GO_0032049_8	yciA//yieE//hda//
GO_0032055_6	wecE//
GO_0032069_6	yifB//yfbR//ftsA//nimR//pnuC//
GO_0032074_7	nupX//mglC//pdxJ//waaU//ycbV//
GO_0032091_6	ampG//
GO_0032147_9	norW//
GO_0032150_8	ycgR//
GO_0032185_6	hscA//
GO_0032194_8	ansA//
GO_0032196_3	rpoH//cyoC//ybbN//bioC//malG//dgcF//rpoD//rnlB//amyA//bipA//ytfE//qorA//lsrR//
GO_0032238_6	rplL//
GO_0032259_3	insH-5//minC//hypC//eptA//yihL//yoeB//ushA//crr//phnL//thiH//paaK//atpC//avtA//folA//znuB//ilvM//ldcA//fadI//agaS//fdhD//panZ//ibsC//yciE//ftsX//ychO//ybdO//pdhR//napC//yciE//atpC//caiE//nadD//malI//potH//glyS//ybcJ//ycjY//nrdF//tsaD//glmM//ugpA//pspA//nfi//oppF//purF//artP//tdh//tnaC//arnF//sad//rpoS//atpC//flhD//gcvA//lsrD//yddL//hdfR//
GO_0032261_6	yoeB//dppA//yeaD//
GO_0032262_6	ygeV//
GO_0032263_7	yggE//priB//
GO_0032264_7	ynbD//zapB//
GO_0032265_7	ycjR//
GO_0032268_6	yegV//aphA//nfi//casE//yccA//yfaL//ralR//adhE//paaB//msrB//rffG//kdpC//mdtK//ushA//udp//ydiB//yqiI//cueO//ygeX//ybdG//yfbU//higB//ubiJ//fadD//ygiB//ompT//pinE//asnC//elbB//ycfJ//minC//ppsR//emrE//maeA//yheT//manZ//citX//ybhJ//mutY//flgE//fdnH//ddpA//agaS//treF//cbrC//malG//
GO_0032269_7	speF//pspF//menF//ahr//pheT//yqcC//argD//sbmC//creB//appA//bglH//degP//menD//deoD//ybaL//pabC//recC//epmC//ulaE//yfdS//fsr//yfcQ//accB//malQ//yqeF//arfA//rhsD//raiA//
GO_0032270_7	mqsR//ilvC//acrB//abgA//insB-4//sufB//yadI//higB//sfsA//rsmC//
GO_0032271_6	yeeL//gudD//
GO_0032272_7	xapB//sgcC//
GO_0032297_10	comR//selA//csgA//
GO_0032298_10	ssuC//mmuP//
GO_0032324_6	yhdJ//citG//hisS//
GO_0032328_7	paaC//yeeY//
GO_0032329_7	waaG//tpx//tap//yjhI//
GO_0032359_7	dnaT//mngB//ompL//
GO_0032386_6	panF//gspJ//
GO_0032392_7	ada//dcd//ugpE//cysU//pdeK//obgE//sbp//katE//mraZ//citT//rpoH//leuE//ugpE//
GO_0032409_4	rseP//gpt//frdD//hipB//
GO_0032410_5	sapA//
GO_0032411_5	prmA//elfD//
GO_0032412_6	yaaU//yfiR//yddG//yphD//
GO_0032413_6	yiiD//
GO_0032414_6	osmF//bioD//
GO_0032445_10	cof//ytfQ//prmC//torI//gnsB//
GO_0032459_6	ydgA//
GO_0032462_7	potG//
GO_0032465_6	soxR//oppF//gppA//truB//waaF//
GO_0032466_7	fliS//atoC//
GO_0032467_7	pflA//
GO_0032506_4	yraH//efp//ldtA//rzpR//bluF//xthA//yhjV//hyaA//ldrD//eutK//glmU//
GO_0032508_8	recC//yphF//cysD//waaY//hofM//ygaV//torZ//tdcE//ghxQ//thiP//gntT//evgS//yihP//
GO_0032535_4	ilvB//flgB//rlmJ//argR//speG//
GO_0032774_6	shiA//yhjR//adk//rsfS//yjhP//ymdB//flhC//hofM//yrdA//yagG//rbsR//rcsA//purN//gyrA//nirC//rluF//rraB//ygjK//nadC//zraS//rmuC//rcsD//rlmL//uof//suhB//yibT//hdeB//kch//yhcF//pheT//lsrG//tdk//osmE//scpB//rbsB//nikR//thrB//yjjQ//yjhP//exoX//emrD//rlmF//fcl//yibH//mdlB//hsdR//napC//artJ//guaB//phoU//allB//msrA//ldcA//bcsA//folD//gspJ//aspC//tcyJ//hflK//tolA//cheB//oppB//dxr//zwf//trmO//ybcQ//rnpA//phnI//gfcE//dinD//fcl//mukB//proW//dkgA//manA//glgX//katG//paoC//ddpA//ruvB//sstT//arsR//tadA//kdsD//comR//ldtB//rsmI//tsx//zraS//fadJ//alsA//bepA//hdhA//rfaQ//rpiB//ruvA//ispU//rlpA//iscX//birA//pntA//ompA//cspI//pheM//thrL//dapF//ykfI//metB//pyrB//ilvD//rcsC//yqeA//xanP//parE//yraR//glpX//yegD//sgcE//dxr//fadD//ybcL//dtpA//rlmH//narK//ptsN//ygbL//ygfX//dtpB//ykgO//
GO_0032775_6	elaA//rplS//sdhB//
GO_0032776_6	elaD//
GO_0032780_7	dgoA//nrdB//
GO_0032781_7	yciH//glcA//rlmE//
GO_0032784_8	nagE//adiA//
GO_0032787_7	srlD//nhaA//bioF//yfiR//glgP//ydeP//kdgR//yeaV//ydcS//mcrA//lpxD//sgrR//flhE//gatB//ftsL//plsB//otsB//entC//zapA//aaeA//ubiH//ybhS//rplF//hemD//ftsW//agaV//gabP//rsmA//ydbD//sfsB//proX//entD//sbcB//argG//frlR//folC//ugpA//truB//fre//lpp//ybaM//ompW//era//yeeY//uvrD//wrbA//hypA//dcuA//nhaR//dpiB//prmA//tilS//glnB//uvrD//mreB//modA//dgcN//mdlA//thrS//yraK//malX//entF//lptB//mliC//araC//yejF//ygfA//purB//ybhG//amiC//garR//gloC//icd//qseB//hsdM//umpG//ynfL//lrp//dsbD//sufD//sulA//alkA//agaC//hemD//gph//ymfA//mrr//mnmG//glgX//basS//nuoG//pgi//rpsT//ppiA//frvR//yafQ//ghxQ//hofP//cyoC//fabR//lptA//gcvH//fimI//hcaF//kdsD//rraA//dppA//sbcB//fabZ//queC//purR//rmf//acrB//ynfH//yciA//ompN//pdxJ//gshA//yneJ//mreC//yehX//insB-2//rnd//katE//rplL//udp//rseC//napC//elaD//hypT//ydfH//ydhK//sspB//cfa//fic//yiaO//rbbA//yibA//aspS//yfaX//secD//dauA//ybeY//yajR//ybaM//envC//recG//ftsX//mglC//csgD//gabP//rpsD//cobB//nirB//rpiA//ompW//glsA2//pphB//nrdF//carB//pcnB//araE//yjeH//hipA//pstB//epd//lspA//pheA//yjiM//sfmC//ytfT//mrr//yeeA//trmA//yhbX//accA//glvB//yibT//gdhA//yaaA//lpcA//acpS//tauB//slmA//wzzB//iclR//sfmA//udp//ynfF//yeiL//recA//gatD//frmR//kdgK//rhaM//mgrB//aqpZ//rlmD//secE//atpA//hybD//pepT//mdoD//
GO_0032790_6	lolC//caiD//
GO_0032879_4	ybdO//phoB//cyoE//puuD//tdcR//pepT//nirD//dgoR//oppC//lolE//aceA//phnI//paoC//cbtA//fabI//yghU//queF//aer//fpr//yhhT//yidC//glpR//potD//ybhA//uxuA//phnG//uvrA//hisS//
GO_0032880_5	clcB//gdhA//cbrC//
GO_0032881_6	hslV//gshA//truC//speA//
GO_0032885_7	lysC//nuoM//yidC//
GO_0032940_3	moaC//recE//yafO//narK//rlmH//gloC//yegT//
GO_0032950_7	lipB//
GO_0032951_8	kduI//
GO_0032954_7	hscA//csgB//bglX//
GO_0032955_6	glpF//abgT//dgoT//
GO_0032973_7	mioC//ubiH//aroG//glpC//cadC//
GO_0032978_7	macB//yjiM//fadL//gltL//
GO_0032984_5	gluQ//yaiV//torR//ecpR//yheT//ybiV//rbsR//yqiG//ibsC//
GO_0032988_6	narI//purF//
GO_0032989_4	yejA//
GO_0033013_5	mngA//ffh//yeaV//cdgI//lexA//malZ//norR//nfo//waaB//pncB//dps//ydcZ//gsiC//syd//mhpA//ydjM//epmA//hybE//dnaJ//ytfQ//fimC//
GO_0033014_6	eutA//yghG//gabP//mdtA//hflK//dgcN//asr//cpsB//yagI//intZ//mobA//allB//bamC//hcaT//matP//waaZ//ycfJ//rhaS//lgt//ygeW//yehX//
GO_0033036_3	flgK//fepB//acrE//cynX//rpoE//uraA//mutY//yjiM//uspF//folP//dtd//yedP//dxr//ompF//ivbL//hybG//uspF//murE//mngB//dsbC//torR//yijO//eptB//kdpC//cobS//nrdB//rspB//alkB//kdgT//atpF//ribF//ydiO//mpaA//rfaE//asnC//aroD//tdcD//emrE//yiaJ//rpmF//waaQ//emrY//leuC//yeeY//ybjX//mepA//casC//hemN//rhaT//
GO_0033043_6	hslO//ydfK//katG//nrdH//dut//
GO_0033044_7	rpmB//
GO_0033051_5	uhpA//
GO_0033120_8	mcrA//
GO_0033157_7	yagF//ddlA//
GO_0033194_5	dicB//rsmI//ompF//yidE//
GO_0033195_5	dinD//
GO_0033212_10	erfK//ybaQ//mtgA//yhfS//chbF//
GO_0033214_11	rmf//insA-1//
GO_0033228_8	yjbG//ulaR//bcr//rplF//
GO_0033238_6	cadC//yadN//ibpB//dicB//
GO_0033240_7	nudB//
GO_0033317_7	lgoR//pphA//ligB//ydaC//
GO_0033319_5	acrA//
GO_0033320_6	rcnR//
GO_0033345_8	mngR//
GO_0033353_5	radD//
GO_0033359_7	hyaD//cdsA//
GO_0033365_6	yajR//
GO_0033383_6	yciG//
GO_0033384_6	serA//
GO_0033388_7	trmA//
GO_0033477_5	recT//
GO_0033499_8	guaD//yciK//lysO//ycjD//nadK//proP//frdA//
GO_0033517_5	leuO//
GO_0033518_6	rutB//
GO_0033526_7	caiD//glnS//fadL//ybdH//
GO_0033539_7	betT//nikC//seqA//
GO_0033542_7	agaV//apaH//
GO_0033543_8	oppA//
GO_0033554_4	puuR//eamB//nanT//mscK//msrP//atpA//cytR//cusF//sgcR//mutL//rayT//rpsA//uidC//phnP//rhtB//srmB//fmt//ccmD//nuoH//amiB//sucB//waaA//lrp//bamE//rhmD//rnlA//citX//araF//rfaC//murF//ybdG//yidH//ugpA//argE//yejE//hpf//yajD//crl//garD//yebK//yhjX//gcvP//waaQ//lpp//fhuC//hrpA//srkA//hycI//fmt//ybhD//ygjH//dtpA//ftsY//rhmR//yggP//csgF//ybgQ//cra//acrF//htrE//yeeO//pdhR//artJ//rhtA//srmB//xylE//uxaA//nrdE//yfbS//allB//ydiB//pfkA//mntH//corA//gph//ascG//rcnR//panB//yibT//ghxQ//mdoD//lamB//nlpD//prlF//ydgA//ydiO//nhaB//kduI//yahK//cmoA//hycB//aldA//yfcF//puuP//leuA//ybcF//uxuA//yoeE//ftsA//fixA//dppD//nrdR//zraS//nmpC//melA//pykF//mscS//ydiV//yiaB//cysP//glcF//dnaG//rseP//lolB//aaeB//dgcJ//nupG//kdsC//menE//gutM//phnO//mpaA//dicA//yejA//yqiG//grxD//casB//crcB//ibsD//mrcA//glgX//tdcA//pspG//araE//ybeQ//xylB//aaeA//pdxY//rcsF//sgrR//ulaC//bdm//pntA//bcr//purD//glrK//hofQ//yidP//pta//tcyL//tehB//pyrB//yfeX//entD//motA//pykA//adeQ//xanP//allD//pstC//ada//plsB//ygiN//puuP//codA//smrA//mepS//agaI//rpoE//hslV//ydiF//yafE//truD//acrB//ubiD//hslU//pgsA//srmB//fabZ//ompF//rluF//frmR//cpxP//ygjR//waaL//mscK//rfaB//yraI//ygcW//sgcB//araA//nuoG//ybhJ//nuoF//avtA//yoeB//fliM//astC//dcuC//ydiK//sufS//dmlR//tsaC//atpG//pepT//eamB//glnA//pheM//prs//wecA//rcdA//hofM//artQ//waaH//hycH//paaK//yahO//hha//rclC//fkpB//trpA//dnaT//fetA//purR//yjfP//ybdZ//greA//ybgP//cspE//yihW//prc//fabD//rlmH//proP//appB//preT//yihI//waaG//nuoG//yahO//yafS//btuE//yfdR//yifB//livF//nrfF//hisQ//cdaR//yieF//nuoB//yccS//yggE//hisQ//adiC//ftsH//der//mntP//sutR//hflK//secF//gadW//chpB//agaV//miaB//pspF//pdxY//pykA//mnmG//nrfD//tsaD//hisC//yeiL//glgA//gltD//mntS//dppC//dsbA//yidE//allB//yihO//degQ//dnaA//yhjA//lasT//tatA//bluR//yjjQ//ddlB//frr//cstA//prs//dut//ghoT//bolA//erfK//rihA//betI//tesB//melB//argR//recD//lolE//yciK//cydA//kdgR//entA//dkgA//lsrA//cptB//rusA//gudD//xthA//galR//pdeK//sufC//polB//ygdG//rhtC//melA//hofN//ydhJ//pflA//ampH//ubiI//
GO_0033559_6	gluQ//
GO_0033567_6	ycjU//
GO_0033585_7	hypT//zur//
GO_0033609_8	yihQ//
GO_0033611_8	glcC//
GO_0033674_7	bamB//
GO_0033683_7	pgsA//
GO_0033692_6	ycdX//rhaD//kefC//bluR//pyrB//hcaC//sfmC//lptE//cydD//scpC//ispB//fbaA//fadA//moeB//aroH//frmR//dhaL//sppA//uidC//tadA//yhiM//ygjK//ytfT//yehB//yobF//ribC//menA//ftsX//tdcF//dctA//fepC//yjiY//mglC//dcuA//mlaD//ravA//caiD//yahD//mdlB//mltC//alkA//yadI//yfcF//artP//ygiS//pgaB//rfaB//
GO_0033865_6	codB//fdhD//lptF//ybiJ//glgA//cpsB//rseC//
GO_0033866_7	waaL//modC//cysI//elfC//
GO_0033875_7	kbaZ//leuS//yneE//osmC//zntR//kbaY//mngA//
GO_0034030_8	cpxA//ribF//yajL//ebgA//
GO_0034032_6	putA//fdoI//murI//sfmC//thiP//yadC//rluD//
GO_0034033_7	nirB//lpxP//gatC//yhjV//
GO_0034035_7	clpA//glxK//waaC//
GO_0034059_4	ygeX//oxyR//
GO_0034192_7	hsrA//mutT//folD//
GO_0034193_7	ycfJ//
GO_0034194_8	yhbS//speG//hicA//
GO_0034195_8	yadV//
GO_0034198_6	waaB//essD//ptsI//
GO_0034203_6	yecS//
GO_0034204_5	araB//lamB//
GO_0034213_6	rpnC//
GO_0034214_7	sapB//yfiE//nirD//aroG//
GO_0034219_6	ybiH//astB//rodZ//erfK//xylR//ybjC//ydiB//dinQ//trxC//ydhK//nuoF//tdcC//hupB//gcl//eamB//patZ//intS//glk//hinT//frvR//yfdS//cpsB//holA//fliT//lpxD//frlR//nsrR//metE//vsr//tcdA//lpxD//iraM//gltK//purC//glnK//leuO//uxuA//entB//yhaO//ftsP//artI//fabH//yeeJ//ahr//patD//betA//yieE//hofC//treC//rnd//argF//lptE//pdxB//ssuE//nimT//torY//wecA//fabB//yqjA//nikE//lpxH//cheZ//tsaE//pphA//sulA//yidH//paaG//bamA//speB//mhpB//rplB//soxR//zraS//tsr//purA//csgF//uidA//rseC//malK//mmuM//dsbD//atoS//ppiD//dpiB//solA//ridA//insI4//ycbV//radD//thiH//uhpC//ybiY//npr//potD//
GO_0034220_6	bdcA//ycgV//rph//acpT//rihB//dacA//ydiO//crp//yidK//casC//asnB//rpsO//bamA//hemB//recR//fimH//rlmJ//mutM//relE//murE//ihfA//trpD//uacT//ompW//cspI//metC//hisF//cca//tsaC//folM//atpF//cysH//fabZ//aroP//accA//gluQ//allS//yhaV//narL//dkgA//eptC//clpB//amiD//zapE//lipB//bcp//alr//paaJ//yjeH//rbbA//yrfG//menB//lpxM//pinQ//csrA//ompL//entH//yibF//tyrR//surE//ydiK//plsB//cutA//cobT//citE//guaC//ybcC//ytfE//murQ//glnD//nlpI//speA//ydjJ//tusC//gsiA//frvR//pepQ//phnJ//solA//glcC//alr//crp//tcyN//yfiR//mdtN//cbpM//glnD//fabI//ibsE//ubiC//hisM//ralR//mrdB//aroH//glcB//fhuB//fsr//yebC//pyrD//lyxK//bglF//ydeP//rlmG//ymjB//ubiE//fliK//garK//agaC//yqiH//malG//cbrC//ftnB//nanS//yeaG//proS//rfaE//paaZ//ghxP//zapD//gatC//ppiA//cpdB//ycfL//eutB//nirD//ispG//emrK//bioP//dacB//sufB//pncB//deaD//trmB//hchA//fliM//msrQ//ybiI//rfaG//yfcQ//bglX//hflK//cysH//gcvT//rnd//pheP//cysG//sfsA//trkA//yeaE//qseC//cusC//xanQ//prpC//ispH//ydgA//tomB//helD//ygeX//dxs//pdeD//btuE//yafQ//prmC//ydeO//dgoR//gudX//pspA//pdeF//ppiA//dgoR//perR//yjiA//tgt//gor//nrfC//
GO_0034224_6	nusA//csgA//
GO_0034227_8	ibpA//ygiW//hyaA//clsB//hcaE//solA//lepB//appY//
GO_0034248_6	hypT//yccS//dapD//scpC//eptC//degP//ynfL//mdtP//pcnB//dedD//pncB//insH-6//nlpD//insE-1//yigL//narV//fes//yadC//gntP//yahO//rpmE//rffG//deoD//nudC//scpB//yejB//nlpD//plsB//yaiW//bfr//waaP//lepB//yddA//ltaE//alsK//xapA//ygaZ//rssA//iclR//glpC//glnH//
GO_0034249_7	atpF//uxaA//amiA//cheA//bluF//tatE//hofO//nhaA//bamA//truD//rnhB//yebQ//yfgI//frlA//hypB//glk//alsB//lhr//rsgA//fucP//sfmC//rsmI//mlc//treB//csiR//
GO_0034250_7	nuoG//pgsA//rutD//sfmD//dnaX//sfmC//cysB//
GO_0034258_8	nuoM//
GO_0034260_5	recD//
GO_0034285_6	nemR//
GO_0034286_7	bioH//
GO_0034288_6	topB//
GO_0034289_7	nagK//
GO_0034308_5	zur//fdhF//lldR//gntP//ybbN//tolC//mhpR//sulA//rstB//agaW//ycjR//
GO_0034309_6	hyi//cusA//yihV//
GO_0034310_6	crcB//tdcR//phnL//cof//ybiV//yjfF//
GO_0034311_6	dctR//frvA//pphB//
GO_0034312_7	rimK//ydgA//
GO_0034313_7	glpC//
GO_0034337_3	nhaR//sfmC//
GO_0034355_7	mdfA//ykgA//rffC//betT//
GO_0034401_5	speE//
GO_0034404_5	ldcA//waaH//acnB//fimI//sgcR//dppF//setC//yhcF//rseP//yicJ//pncB//fepA//paoC//yhdX//deoA//sucC//yobA//pepD//lit//tauA//ydiO//pepN//malK//bioP//msrC//clcB//gltD//yagU//nagZ//rbfA//cmk//uspF//cydC//zntA//ortT//def//prmB//nikB//patZ//ugpA//frmB//dadA//rzoR//bluF//dacB//zraS//dsdA//cysW//ycjY//ypdI//
GO_0034414_9	lolD//
GO_0034421_8	ygaH//
GO_0034440_4	mlaE//ccmD//fnr//pstB//yijO//asnA//rsmE//aqpZ//arcB//gltX//mdtB//mhpC//pphA//waaJ//yciH//yhhT//flgG//holC//gluQ//dnaG//
GO_0034470_8	yggN//wza//obgE//rplQ//dhaL//artM//slt//holB//hprS//cobT//selD//rpsJ//ybiO//bioB//cspE//allD//uacT//lapB//yidA//zntR//puuR//aer//arnD//ytfR//ydiK//rpsG//mdfA//rho//nudG//trmJ//rnhA//yfjV//mdfA//yhaJ//speB//atoS//aroC//glpG//gadX//lldR//truA//eco//pspC//rseP//argA//uacT//ilvC//manZ//phnC//yjiA//hdeB//gspE//ygcR//ydjL//lepA//nadE//atpH//yiaU//yegT//elaA//slyD//fliA//sfsB//yidC//yjeH//maa//metK//nadE//btuC//bamC//adk//yeaK//yiaU//zipA//serS//ddlA//nanR//hybA//yafC//mioC//yjiX//ygiN//proV//tolQ//potD//torD//ugd//ushA//yhgF//ydiQ//ytfQ//gspJ//tamB//lplA//
GO_0034471_9	fdoH//dmsA//asmA//mtlA//
GO_0034552_7	btuB//
GO_0034599_5	yehA//menH//folA//yphD//rpsT//oppD//acrE//dtd//cydD//barA//amyA//slyA//cpxP//mlc//yghW//gspF//mraY//tsaE//ynaE//yfgI//bepA//mdlA//hupA//
GO_0034605_5	tag//yjjI//pdxJ//araA//fdoI//tmk//aroL//yraH//cmoA//
GO_0034613_5	emrK//adhP//creC//yciA//prkB//bamC//priC//asnS//hns//yaiW//hisH//pdeR//zntA//cyoD//hslO//kdpF//accC//
GO_0034614_6	hisD//fucI//ttdA//deoD//mutM//gntP//yedP//ybhP//aroB//yehC//adk//ftsE//tus//
GO_0034620_6	ldtA//ttdB//polA//cspG//
GO_0034622_6	ptsP//paaX//sxy//sgrT//xylR//opgH//rnd//waaH//yciV//ulaF//lldR//ycjU//argO//lpp//trpB//mnmC//nuoL//pinQ//bioD2//csgD//waaL//ffh//glpC//hicA//cysG//ycjR//minD//frsA//holC//pntA//treF//yigB//yjjX//insI-1//waaC//yeeY//purR//yqjH//cpdB//proP//kdsD//
GO_0034627_10	paoC//mltA//cueO//yihV//rbsK//
GO_0034628_9	yidE//mug//zntA//oxc//lnt//
GO_0034635_6	ybcC//mrr//rpnD//gabD//yhdJ//tsaD//
GO_0034637_5	paaD//yjaA//erpA//yiaT//secE//artJ//yhjC//ftsP//agaD//dcuC//aroK//ruvA//proS//thiE//garP//yfcQ//nadA//gltX//rcsA//zupT//torI//kdsA//nsrR//yhhT//ynjD//rzpD//yhhT//folE//yhcH//gsiD//speB//ispF//pphA//mgrB//yahN//rfaQ//creB//torS//uraA//hybA//ccmC//rhlB//infC//yahF//dld//mlaE//yihU//glrR//ybjG//gnd//
