#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rhaD//mdaB//dcuB//xerC//
GO_0042445_3	pstB//yhaJ//lapA//ymjB//adiA//queC//valS//yieH//frvB//wzb//dcuA//hisB//yfbS//sdhA//
GO_0042446_4	yjiM//
GO_0042447_4	btuR//araB//rsmJ//iap//ihfA//rclB//dps//tyrA//ydiB//elfC//mhpT//brnQ//galE//
GO_0042450_7	epmA//moaB//nrfF//ptsN//mliC//envR//
GO_0042451_7	fumA//arsC//chbA//waaQ//exuT//gmd//
GO_0042453_8	yaiP//
GO_0042454_7	yggX//ybjL//ccmH//holC//wrbA//astB//fadH//nikA//yoeE//amyA//glnA//csgE//
GO_0042455_7	topA//ybiV//fepG//yhhY//ybiI//phoQ//ulaR//rnr//cpxA//grpE//ruvA//elfC//rplB//pstS//nemR//yehW//nlpA//
GO_0042493_4	nikD//sgrT//paaF//lpxH//wecA//ilvD//hisH//dapA//dnaC//bcp//murQ//decR//ygiS//opgE//torA//groS//fabG//proB//yfaE//grpE//pgaB//puuR//dedD//fliD//arcA//trmL//fdhE//btuR//polB//rbfA//galM//truD//mcbA//evgS//torC//ymdB//rcsC//actP//hfq//ulaE//frlA//clsC//yghO//umuC//opgB//chbA//waaF//ptsN//flgD//
GO_0042537_5	nrfF//rpmB//moaA//gshA//yobF//adeD//yafC//aqpZ//kdgK//lplT//manA//rseB//hcaT//cyoE//pheA//rbsD//yqaB//msrC//ycbV//yjeH//malP//wzb//
GO_0042538_6	yieE//ybbY//
GO_0042542_5	nuoN//deaD//lacI//rpiR//priC//cpxP//ydiF//narL//nusG//gshB//lpxL//ppiA//gltX//murE//yhhT//phnC//wecC//yhjC//
GO_0042545_5	yghO//
GO_0042546_4	kilR//murC//ygiW//thiI//elfC//galK//bolA//caiF//ybiW//ptsP//
GO_0042558_5	cyaY//rfaH//ycgR//tomB//yfcV//kdgK//ldrB//nikE//ygiV//kdpA//fcl//truB//proA//metE//xylR//plsX//ygfZ//yceK//
GO_0042559_6	ttdR//frdC//asmA//eutB//mqsR//kch//ibpB//feoA//ydjM//lldP//eptB//alsE//era//
GO_0042560_6	glpD//mdlA//
GO_0042592_4	mnmA//argP//sixA//aroE//cadB//mdtO//waaH//rimI//spy//blc//coaE//yafC//tynA//ybiI//rlmC//atpE//rlmM//xanQ//yahI//ymgA//nupG//garK//moaB//thiD//gcvH//gsiD//arcC//smrA//yqjH//amtB//dgcZ//pppA//yedL//kdpC//rpsP//glpK//gadC//ygcW//yghB//yfgJ//yhcD//paaA//envZ//ybbW//amiC//rzpR//zapD//hns//mzrA//ftsZ//yhcD//msrP//nrdB//recR//rhaM//topA//secM//fbaA//cusB//
GO_0042594_4	holC//dctR//mtn//proW//crl//ycbB//ybdG//mdh//galP//nuoE//yfcP//malF//ydeO//fepA//fes//phnP//birA//glpC//prmC//ruvA//yjeH//tolB//ccmA//mraZ//xylB//yiaN//bglJ//dsdC//ridA//garP//ygiB//treA//kgtP//cadC//citG//
GO_0042618_5	cheA//
GO_0042619_6	rhoL//
GO_0042710_4	ygfA//bcr//fdnH//hofO//aaeB//mdtG//murB//narU//dxr//hybD//arcC//hldE//yfdK//ycgV//rpiR//pdeR//satP//radD//cspD//hrpA//dacC//epmB//mlaE//sbmC//kdsB//ydjL//srkA//gatB//rnhB//malG//rpsJ//tdcG//cueO//efp//hprS//dgcN//recG//chpB//gpmA//gmd//ispH//crcB//cmtB//yiaB//miaA//pnuC//oppA//eptA//ygjK//atoS//yhcF//
GO_0042723_5	ruvA//yiaF//fkpB//pgrR//emrK//araH//lrp//rcnR//gyrB//aroL//yphB//hinT//
GO_0042724_6	tolQ//fur//seqA//yjiQ//artP//ynfE//bglH//rep//mrp//yggW//
GO_0042726_5	nrdB//ibsE//asd//chaA//rfaQ//narQ//hypA//pdxY//
GO_0042727_6	ytfR//ftsL//arnB//lpxB//ydcT//mcrA//uidA//modC//
GO_0042732_6	yegS//nrdA//matP//rplQ//cspA//
GO_0042737_5	minC//putP//nrdF//yfeW//carB//malF//yjiR//ybjX//gpp//tmk//flhC//yieK//ypdF//yobA//dgcJ//rho//nuoN//pinR//rplE//ybbN//sufC//ydcT//lsrG//rffC//yigL//citC//eutB//dinQ//hypE//hfq//gudP//yggX//cysM//mhpA//ubiX//frdA//gspJ//cmtA//sxy//ycfS//frr//gltS//ebgR//murI//bioD2//asnC//lysA//srlA//dsdX//ssuD//bglB//adk//norR//tatE//lolE//
GO_0042743_5	minC//sixA//
GO_0042744_6	fixB//feoA//
GO_0042759_7	abgT//tauD//
GO_0042773_6	ynfK//
GO_0042777_8	fur//
GO_0042779_8	dppA//
GO_0042780_10	yedA//recJ//fdoG//
GO_0042816_5	pepB//solA//ansA//thiD//maoP//mdtD//fabB//cueR//mutY//
GO_0042817_5	cobS//
GO_0042819_6	purL//tolA//nlpI//bamA//argC//galE//glpD//aphA//pfkB//
GO_0042822_5	degS//yfcS//cpdB//nemA//osmF//pnp//aroP//
GO_0042823_6	yfcG//yfbV//yaiV//gcvA//bamA//ruvB//recB//
GO_0042836_5	ttdR//osmC//sufD//hdhA//
GO_0042838_6	mngB//mepM//yhcD//msbA//
GO_0042839_7	mltA//ftsW//yfcQ//gntR//asd//casE//
GO_0042840_7	ynjD//surA//ypdB//rhsD//mrdA//yhcF//
GO_0042843_7	ansA//ybcM//
GO_0042844_7	ispG//
GO_0042846_8	rraA//
GO_0042851_8	trkG//pykA//gltB//flgA//
GO_0042852_9	fucA//rbsB//pinE//
GO_0042853_9	ytfQ//
GO_0042866_8	hns//fnr//frc//gstB//cydB//pabA//clcA//fliA//ybdO//rutC//ptsG//secY//uidC//ynaI//gltP//ydeI//rcsD//ppk//
GO_0042867_8	dtpA//
GO_0042873_7	hflK//glgB//sdhB//vsr//yfdO//frdC//creB//
GO_0042882_10	pdxA//motA//ynhF//
GO_0042883_7	napF//frwD//ydiV//rplO//argE//mgsA//borD//speB//
GO_0042884_7	fadR//yggE//pgi//sufA//ftsZ//alpA//abgB//
GO_0042885_8	ebgR//
GO_0042886_6	yodD//fucI//yiaN//pepA//rlmG//sucB//frvR//kbp//paaZ//argK//ybjX//dgoR//fhlA//mhpR//gspE//metN//leuA//wbbK//ftnA//yciA//spy//mdtN//sgcE//sad//alsE//etp//lldP//moeB//yghB//napB//yfcU//dinQ//chbB//hslV//apt//ydcI//dsdX//metH//fdnI//potG//glsA//acrD//sfmF//glnE//cmtA//qseC//hupB//frlB//ymfA//oppF//chbR//parE//gmhB//recF//adk//mhpA//rpnC//ldtC//xdhB//yadV//tag//gadX//yidE//deoA//aphA//eptA//argB//rcsC//nuoN//crp//hisA//glnK//yibA//yfaL//leuD//rnd//proA//ptsI//ybdH//degP//mtgA//yeeJ//pyrC//gadE//uhpB//ycdX//metH//gadX//
GO_0042891_6	kdpF//gpp//fecC//yoeE//paaJ//dhaL//gntT//yphF//fixC//pdxB//yqeF//trmB//abpA//yagJ//epd//rutC//maoP//ndk//chpS//yhcN//suhB//hrpA//cysG//ttdT//elaD//rpoS//yfeD//fepG//pgaD//ybaM//yehD//ycbB//
GO_0042906_8	narI//bioD1//prpB//tamA//
GO_0042908_5	uspB//dinD//fre//ybbY//sufA//wcaC//glmM//yajQ//trkA//prfC//ompW//mdtQ//nagK//ybaL//ldtD//holE//
GO_0042914_8	sapF//uspG//
GO_0042918_6	kgtP//motA//napD//potI//hokE//
GO_0042919_6	mntH//
GO_0042920_6	rsfS//
GO_0042928_7	kbaZ//
GO_0042930_7	pykF//crl//gutQ//entS//purN//cas1//hxpA//motA//
GO_0042938_8	glgX//dinQ//yhiM//yjjI//tyrB//hofO//araA//dosP//dgkA//prlF//pstA//artI//ybjC//metB//nagZ//
GO_0042939_8	sbmA//nrdD//recR//metH//nikB//gpr//alaS//dsdA//macA//yiaF//
GO_0042940_7	marA//rstB//valS//yaiP//hycA//
GO_0042941_8	mdtJ//
GO_0042942_6	srlR//ampD//
GO_0042953_6	umuD//crr//rpsM//
GO_0042956_8	xerC//ydiZ//yfaU//rutF//tadA//
GO_0042968_8	yciE//ydiK//satP//
GO_0042981_7	gfcE//
GO_0043038_5	glnL//alpA//ssuD//yjiR//rutB//hpf//hemF//yidQ//yjfF//cysS//frdC//cyoA//radA//gadA//glxK//yggD//glnQ//cycA//selB//nfo//arnD//uvrA//glsB//yghG//ygaZ//sugE//
GO_0043039_6	glk//sbp//avtA//xylF//proS//setA//kdgT//mmuP//tatC//hmp//glgS//nrfA//trkG//yghU//pgl//waaL//asnB//hicA//fhuD//glnP//murI//yojI//rutE//ynjA//pdeR//
GO_0043041_6	wzzE//
GO_0043043_6	sgrR//rbsR//hemB//pcnB//gatC//yieF//aaeB//yieE//ypdC//yeeJ//tusB//gspE//ettA//truA//ulaB//rzpR//yegS//queF//rraA//yjiR//kdsA//pphB//mog//rimI//kbaY//ycbB//artM//ydeI//nrdF//rsmI//ghoS//elfC//ydiZ//rpnC//zinT//eutN//bdm//abgA//cas3//frdD//citE//proB//pth//cra//tehB//fes//uxuR//gadB//fepG//queF//rluE//waaH//thiL//fruA//ybhR//bglA//fecC//lapB//pheS//glnK//cra//
GO_0043067_6	lpcA//
GO_0043085_5	lnt//ldtB//yjhH//ybaM//gudP//fdoG//iraD//ymgF//zapB//ldtB//yfeD//uraA//lepB//rcdA//cspA//casB//nlpE//rapZ//rplT//pepN//glnE//ynjD//mtr//
GO_0043086_5	ygaZ//mltD//mdtE//mioC//yhjB//yihX//hemG//yhjB//paaC//xapB//yhcF//menE//sfsA//yggX//groL//rnc//gapA//pfkB//frmB//glgC//surA//dgoK//rimL//betA//iraP//aqpZ//
GO_0043087_6	yidD//ssuB//lptB//yraN//
GO_0043090_7	radA//acpT//mdtK//wcaJ//sodB//bamA//pitA//sapA//sgcC//ilvL//
GO_0043093_3	bioD1//lgt//fixA//yddM//yaiV//waaF//yiaJ//prfA//mtnN//casD//poxB//ybiJ//feoB//tsaC//narW//tcyN//yfaE//
GO_0043094_4	btuF//mog//pinQ//cyaA//frlC//cyoB//uvrC//yaiW//pdxB//folC//epd//bcsA//fdnG//comR//yihI//cas1//patZ//yehP//rutE//uhpC//bglX//mog//
GO_0043096_6	mdtM//treC//nlpA//
GO_0043097_6	ybhD//sucA//tauB//ynaI//
GO_0043099_7	paaZ//
GO_0043100_6	rplJ//
GO_0043101_5	yifB//norR//yqeA//ulaF//
GO_0043102_5	fieF//tauD//mltB//lpxT//
GO_0043103_7	gntT//
GO_0043111_7	dmlA//
GO_0043137_6	tas//zapD//
GO_0043150_8	fecD//
GO_0043157_6	rihC//
GO_0043164_6	tauA//menA//cpxP//pbpG//araB//sucD//ampE//pdeF//
GO_0043165_6	paaC//fdoG//rpoH//rsmC//dam//prmB//entD//qseB//bamE//mrdA//
GO_0043170_4	feaR//proA//folP//aspC//yojI//phnM//vsr//rhaT//hyfC//abgR//mpaA//dhaM//nagZ//rutA//uhpC//hisP//icd//hyfF//nuoF//mdtP//rutF//yhfS//rpsO//fucK//kgtP//xylG//yfcU//panF//plaP//rsmF//uvrB//gdhA//cdgI//adeD//clpX//metQ//yheT//kefB//dbpA//ftsE//ybfA//yjbG//pdeK//gloA//yjiX//ulaE//luxS//gudX//groL//tusC//ulaD//xapR//frmR//hemA//bglJ//ydcP//mliC//cytR//yfdR//yijE//cysK//malK//polA//sgcB//katG//ackA//araH//waaO//rnc//crr//sfmA//holE//skp//cbrC//aphA//osmY//secY//ldtD//cmtA//malS//yqiH//frlB//erpA//ybhG//pfkA//rpmH//yihT//frwD//yjiQ//eutR//lolC//tehB//lpp//yaiV//thiH//gspE//ytfT//torC//seqA//uvrY//nagC//galP//nupG//alsC//setA//udk//rpmJ//atoC//murB//ytfT//paaC//cobC//ydeE//citG//lyxK//sbmC//xseA//ftsN//ligB//emrD//fimA//mscK//holB//artJ//creB//erfK//rlmC//hemC//metN//uxuB//agaB//treR//thrL//rutF//aaeA//cspI//hscA//lysA//napB//asnC//ftsN//sdhE//fliA//agaI//ybjI//ldtB//yjhH//yraJ//narZ//hdeA//ymdB//rpiR//rpsH//acrZ//rssB//cmtA//leuO//uhpB//dut//gatZ//yqeF//fsr//yhjD//marA//pepQ//yieE//bepA//yobF//rbsB//yhjX//atpA//arfA//tisB//ribB//hofM//btuC//wecA//metC//puuD//roxA//cmk//tufA//yodD//waaF//dtpC//pdeR//yjiR//atpA//kdsC//guaC//waaU//accD//cheR//sapC//dcuC//trkH//glgA//pstB//yfdR//infB//lptG//minC//tamB//puuB//proC//ssuD//yeiG//iap//gadC//tsx//pldB//ispF//secY//pepQ//recE//recF//cpxA//yjaZ//ftsY//ulaG//potC//cheB//mlaC//topB//xapA//accC//yhaO//ycbV//rpsO//zipA//cspA//abgA//yihI//gpp//moaB//yagU//yeiE//ydeI//narH//gnd//ftsQ//lhr//thiC//evgA//mcbR//proP//wbbK//waaS//sufB//puuR//zwf//ymgA//paoC//ycjY//purF//cydA//syd//topA//yeaK//yhjG//queG//yidK//serA//mcbR//ydhK//atpD//uidA//frwD//dsbG//rplF//flhE//ygjR//cydC//glsB//yjbE//kup//hprR//ybbN//rluB//yqcC//ldtD//fixC//dacA//mnmG//mdoD//bdcR//hslU//yceK//glcD//yoaA//fdx//ygeW//gsiD//yahF//ybiS//yfbS//fcl//lysP//yiaF//gatY//nuoM//phnO//gatY//rutF//yfjV//hfq//yqcG//cysG//ttdT//iraD//dapF//thiM//fur//cheW//infB//abpB//glnD//chiP//ftsA//lpxD//glrK//hupB//patZ//norV//sdhD//fliG//glpF//hprS//nagZ//cpxA//hicA//glgB//tadA//patD//afuB//udp//msrQ//kdsB//fabD//gatB//aroC//yceD//ccmF//chaA//hupA//tabA//flhE//yqjH//ybiX//recF//kdsC//yafO//tilS//erpA//thiL//ygaV//insB-4//kbaY//rnhA//rpmE//afuB//menA//hpf//csrD//tpx//wzzB//dppB//ppiA//bamD//ebgR//znuA//rcsB//sfmA//clpS//mutL//yiaJ//yddM//narW//mhpB//ygdG//rseB//soxS//ftp//argK//znuB//menE//corA//malZ//dmsC//lpoA//deoA//mfd//yciT//aroA//hcp//yhaC//mngB//yggN//nusA//menE//ybiS//rsmF//nrdG//aldB//degS//cspD//pgpA//ybhS//narK//rhtC//eamB//galT//sdaA//proC//glgS//ariR//menD//paaB//minC//treF//trmH//puuD//idnD//ubiI//trkA//mppA//intE//puuD//yihS//yahI//ppx//mgtA//yhcN//ybhG//yajD//ydiV//astB//ugd//mazG//menA//yhbS//yqaB//puuB//thiG//ybiV//rhmD//yhdW//rutG//yieL//abgB//mdh//yfcG//nadC//rpiB//uxuR//rffG//galU//ygiW//aslB//araB//trpB//rpsQ//hicA//ivy//pspC//ybiA//ydjK//yihI//ygiV//potB//galP//mcrA//allD//yghW//arnD//recO//mprA//norW//gutQ//adhE//puuD//ydiV//yedP//cheZ//xseB//frlB//rplO//lptD//flhE//ykfI//fur//dnaG//cysZ//betB//qseC//yafO//cadA//ftsN//elaB//hupB//purC//alsE//yjhI//mdtK//matP//nanT//ydeO//paaH//yfbU//dnaQ//curA//mazG//yqiJ//narW//rpiR//glpA//leuO//moeB//allC//rsmD//glgA//eutR//yieE//entH//moaB//tyrR//gatC//slyD//tap//groS//araB//mreC//ftsX//cysK//sodC//yafC//tufA//potF//yfiC//nrfF//clpS//kdpC//secG//chpB//rluA//ugpA//arnB//agaS//adhP//glsB//oppA//potH//yfbU//casC//aspC//rpsO//mdtM//sspB//yggF//hemL//pyrG//yeaK//wecA//mazF//ybiJ//raiA//ulaA//mtr//yrbG//ycjY//uvrD//fadR//citE//birA//uidC//rpoD//aldA//accC//purD//gntP//hcp//zinT//paaD//trmJ//nikC//udp//sspB//nikE//sulA//scpB//ybdH//hofO//rpoS//endA//blc//tcyL//iscX//dnaQ//potE//sutR//ldcC//obgE//fabD//tcdA//xisE//pgaC//mnaT//lpoB//yiaL//rpsT//marR//waaJ//waaA//xapA//phnN//ilvL//yobF//casC//rcsC//fadD//ybhP//eamA//ymdB//yahO//umuC//ppiD//sucD//mpaA//kduD//recC//ybiY//tag//aspA//galR//ribD//gpp//mdoG//lptE//gcvH//aldB//xisR//idnO//ynfE//ynaE//rapZ//ahpC//rplD//proV//lpcA//cof//corA//fabD//hcaB//ruvC//gadB//ykfM//ddpA//yoeB//rhaM//rlmB//glpC//agaS//sapB//ribF//rutC//yieL//wzzB//pinR//mutH//ftnA//paaA//mhpT//slt//aceK//rpoA//tdcF//eco//yjjW//fadE//rpsS//yjeI//gcvP//cysD//kdgT//ygeW//mdtQ//waaA//phnM//bioA//maa//rfbB//flgM//recD//yjaA//rayT//frdB//torI//ybhA//prmC//rlmI//queF//gsiC//ghoT//yajD//purD//ykfM//ccmA//mtn//xthA//trmL//clpP//tyrR//mdtN//tauD//kdpB//xylB//ubiH//ybgQ//insA-1//ynfK//yehB//rihB//yagJ//rpiB//tauA//feoA//yqeF//kdsC//yacG//oppC//treB//pspD//nrfC//rpmE//znuA//ydiF//yfdR//fucK//rplY//fixC//ygjR//lsrC//thiL//elaD//nrfG//tauC//yiiE//guaA//djlC//emrK//rbsB//rsmH//ybhG//ubiI//csiR//hemF//purT//aphA//argC//yrbG//murQ//tsaD//ptsN//rpnC//intE//gpt//yebZ//ybaM//hupB//dnaG//bcr//msrQ//fruB//kduD//gmhB//rapA//glnH//chbF//hycA//norW//opgD//yadN//rpmC//higB//rclC//afuB//copA//epd//djlC//ptsP//lpxC//yddM//manA//otsB//ndh//topAI//thiL//yjiX//ilvB//murP//mlaB//ybhJ//dgcF//gpmA//fetA//mscM//tauA//dapB//ycbB//alsC//cspI//thrA//ybaO//cusF//alaC//rsmH//aphA//hemC//elaB//dcuD//yfdK//lepA//ushA//rsuA//galU//shiA//lepA//helD//
GO_0043171_5	ygbL//gyrA//nanE//ymgA//norR//hsdR//dadA//pstB//mcrB//
GO_0043173_5	yejF//glsA2//rffG//gldA//opgC//tmk//yafC//flgA//
GO_0043174_5	dmsC//gutQ//rhaM//creB//ldrA//fimE//
GO_0043200_5	lolD//nudG//murD//rluD//astB//yhjC//eutB//yaaJ//
GO_0043201_6	ttdR//
GO_0043207_4	pspA//pheS//fdoG//cmk//deoC//clpB//intZ//eutB//ynhG//glrR//ddpX//dps//ydcI//ubiB//
GO_0043213_7	torA//asmA//yjaZ//fixA//rplT//recT//tolB//gyrB//
GO_0043242_7	metH//yihX//sad//
GO_0043243_7	glpG//
GO_0043244_6	phnI//emrB//dnaT//ybhF//pflA//yfiF//yneE//citX//glnB//paoC//dusB//chpS//ebgR//bioD//intE//murG//rplC//dgoD//mdfA//hokE//
GO_0043254_5	yidQ//recO//mtlD//wzc//fau//elfC//fimC//ulaE//opgE//yhfK//nfi//paaA//pepQ//clcB//ydhQ//yiaJ//sufD//greA//gstB//yjjU//lacZ//ygeV//lpxC//dcuD//livF//
GO_0043255_6	mak//waaS//purD//
GO_0043269_6	topB//ybhP//rtcR//nirD//ynhF//waaJ//nudC//
GO_0043270_6	pdhR//yfbS//
GO_0043271_6	tsaE//
GO_0043335_3	rplX//livG//argA//recC//
GO_0043392_6	glk//
GO_0043393_5	cbeA//
GO_0043412_5	pdxA//sucC//flgG//insK//hflD//nudG//curA//ybbN//yfiF//appA//xerD//atoC//ybdH//tolC//dosP//crl//narH//pflA//ascG//sgcA//tyrR//pflC//yqeG//msrC//cspI//tdcE//tpiA//rfe//yhdZ//erpA//yieF//opgD//tpiA//ubiF//soxR//araA//folC//nagC//ynjD//yadM//minE//cynS//feoA//tcyN//paaB//ddlB//gatB//aqpZ//wbbK//ydhC//gshA//rssB//narY//asnA//dacC//flgE//pepQ//relB//ygeR//argO//opgC//mliC//malQ//hypA//nrfA//hslO//mhpD//xerD//dam//deaD//tdcD//nrdE//yfaL//yobA//yehZ//tamB//rtcR//gpmM//hchA//minD//ppiD//yraK//xisR//trmL//mepS//slt//ybdZ//recN//gsiA//symE//gntP//parC//syd//yehD//uvrY//tauA//ydeT//mutM//sucC//bdcR//pitB//argR//ascF//lpxP//fis//rutD//rplJ//holC//fucP//tusC//dusB//arnT//clpA//exbB//frmB//bcsQ//nanA//murE//srlB//hypC//minD//mzrA//cydC//ynbC//prc//yddM//yfiE//glgX//yiaN//ascF//gstA//dfp//rep//nudG//raiA//panB//uup//tdcB//yjbF//folA//paaD//yhgH//sapB//yihR//gntK//rep//amyA//aes//rpmF//yfeD//mdfA//mutL//purU//maoP//trg//fimE//livJ//wzyE//rbn//allR//ybdM//codA//rplS//glgP//ampH//ldtB//kdpA//proW//flgM//aldA//yggX//lgoT//cfa//fepD//yafO//cysK//rimM//cmtB//ynfE//argT//yegV//sfmF//blc//abgB//yifB//rseC//fucA//tsgA//yfbU//mdtA//fkpA//mppA//dgcN//chbG//gspE//fepA//yahB//yafC//rutE//cynT//prfA//psuG//recO//yjiR//ybhG//tufB//ligA//oxc//yafS//yfiF//yneE//ydaC//dsdC//emrK//yjjQ//trpE//yggE//murA//hcaR//fepC//radA//ligB//hycI//gltB//lepA//uhpB//prmA//lon//yajO//yidD//lsrA//hupA//
GO_0043413_4	aspC//
GO_0043414_4	yqhC//rfbC//rfbC//ynjA//ypdA//intQ//tyrR//livM//rnpA//pliG//bepA//rlmH//sgcE//rpsI//cirA//ratA//sfmH//ygiV//narJ//cdgI//wecE//potD//yehC//rclC//wecE//bsmA//dedD//sbp//cutC//dbpA//sdhE//yhjG//aspA//iaaA//ttdA//ybdR//ppsR//mgtL//waaY//pgaD//lsrB//dtpC//yqeA//rdgC//bdm//rpsD//eutD//selB//ompT//ftsW//glpG//selB//
GO_0043433_5	yihV//narW//cyoC//lolC//fhuB//yciK//
GO_0043436_5	hprR//paaG//yfbS//eco//rnt//ribF//btuC//dnaC//narK//rnhA//yciF//uspB//ybfE//sdhC//potC//yjgX//sdhD//rluE//nanA//yieL//arnD//pppA//rnhA//fieF//hfq//ybaQ//yjhP//ycbX//infB//ynfH//rluF//recT//aspS//tsf//potG//nrfF//kdgK//cpxP//glgS//rsmJ//dcuD//accA//yddL//ymgF//rnb//umuD//yiaL//torZ//guaB//sbcB//ycdX//aphA//rutR//ycjP//frlA//mukB//infB//bcsQ//prmA//lgt//ariR//rpoE//hycI//xylH//yeaD//cyaA//gutM//nrdA//dppD//yafC//lldP//pspG//guaB//kduI//yidQ//acrD//dcp//rnpA//arnB//cadC//amiC//ridA//trxA//obgE//allS//bcsQ//hyfA//sbcC//ymfK//cof//kbp//fcl//fsr//abgT//intQ//xylF//bdm//osmE//intZ//ligB//ivy//gsiA//accB//fadA//zur//dsbA//yadN//blc//nikB//rng//dsdX//yeaG//cheZ//ybiY//pdeF//wecC//ykfI//nlpA//dbpA//eutD//cueO//csgB//csgG//entS//btuF//nikA//efp//yhcF//flgI//ybaE//acrB//fetB//qorA//ydfK//ybiA//waaJ//yfeO//seqA//fadD//ydjK//leuO//ynfL//ydhK//uhpA//ybfE//ybbN//alaS//rclC//cpxA//ttdT//acrB//lplA//dsbC//gsiD//gmd//lgt//mglA//rpmH//fsr//gltX//yfaV//yjeI//ade//dkgB//hslU//aspA//malI//btuE//lsrR//dinQ//chaC//nanE//fkpA//feoB//uhpT//aaeA//tatA//malI//pinR//oppB//ydhQ//sad//fepB//purL//zapC//ybiA//torZ//prlC//thiP//yihT//lptE//dkgB//phnN//relA//dcuS//yhfS//gcvT//codA//araA//fucI//ahpC//gstA//yicJ//ygeW//glpA//nhaR//ydcP//potI//secA//tdcC//emrB//cas1//thiQ//mdaB//mdtE//yadN//dpiB//yqeG//emrD//purF//paaH//hybD//sapD//rlmN//mutT//sdaB//flgD//hyaA//yaiW//birA//tas//relB//mdh//eamB//ddlA//ydfK//nrfD//dnaC//plaP//fhuC//rnhA//hexR//aceA//alpA//yjcO//frdC//yggP//nuoL//yphD//yggD//trpE//ispA//glcF//yegS//ypdC//mioC//yiaO//yhaC//aroE//lsrD//mglA//ygiN//pspG//rplW//kgtP//idnK//rppH//speG//dgoR//gadE//yciK//hslV//yagI//tyrA//rcsD//sulA//ydeM//rplI//ugpC//mnaT//bglB//yohC//insI1//ispH//yajQ//hemH//pitA//cysU//yqgB//gstA//sppA//trmH//rplL//trmI//gutM//greB//dgcE//intS//yfaV//rutB//sbcB//lldP//moaD//paaJ//ivy//fkpA//dkgA//gpr//abgT//rne//alsC//trmH//caiT//ridA//rplK//ariR//insI3//yiaT//csiR//mltD//perR//hemC//trmO//argE//pdeL//ygcR//mmuM//bdcR//dsdC//glcC//frvR//hslV//uspG//yegS//yfaU//yjjX//crcB//casD//pflC//selU//menF//dcd//chiP//frdA//ydbK//narU//hycI//hupA//thrS//araA//fhlA//ompW//gluQ//rlmJ//rtcB//fixA//proA//pyrC//fucA//agaV//glpR//uidC//mltG//ortT//moaB//zwf//katE//argI//rpe//mqsR//deoA//zapC//ydcZ//yfdC//hslU//hofQ//tar//fsr//paaK//glgP//acrB//tomB//narU//yjhP//acnB//cueR//hxpB//gsiC//hyaB//uvrB//speA//pmbA//sfsB//cstA//ycfS//ftsE//tdcC//rfaD//sucD//nrfB//smrA//yedA//insH-6//icd//rnpA//eptC//hldE//yraJ//bepA//ybiY//clsB//paaK//dauA//rnt//serA//sxy//ddpX//yadC//suhB//rpsS//phoE//pgpB//yciV//araH//xylG//yciK//acrZ//bssS//mhpD//dxr//yhbQ//thiE//nanR//umpG//bamA//aroC//glnA//srlB//cydB//ydgA//yhcH//ynhF//ydjH//yhfK//hisF//gloB//cysE//tnaA//
GO_0043438_6	yhdX//
GO_0043442_6	osmY//
GO_0043455_5	ygfZ//zur//oxc//iscS//
GO_0043456_6	fiu//
GO_0043462_6	solA//csgG//puuD//mhpR//xylA//gppA//
GO_0043467_6	yfiF//selB//
GO_0043470_6	djlC//ribC//insA-1//sufA//
GO_0043471_6	eutN//sfsB//mhpD//
GO_0043484_7	oppC//
GO_0043487_4	bamD//fes//menA//pdxB//cbpM//dppA//
GO_0043488_5	fecD//pstC//rluC//clsC//yghU//
GO_0043489_5	marA//
GO_0043543_7	etk//bdcR//araH//murB//solA//nrfC//kdpD//amiC//sapD//argE//rclR//yagU//allC//
GO_0043545_5	pinQ//dusB//hxpA//infB//yhdJ//yaaU//menC//mdtA//tcyJ//queE//rpmJ//
GO_0043547_7	garP//agp//thrB//
GO_0043549_6	rng//entH//
GO_0043555_5	guaC//slt//
GO_0043562_6	hisM//ruvB//
GO_0043570_6	yiiD//ade//hslO//
GO_0043571_7	hemD//tusB//rutA//
GO_0043603_5	otsB//gltS//ibpB//pinQ//accC//menD//fhuD//sulA//norV//rhaM//rhaD//crfC//gadW//dgcZ//kefB//ynfL//tilS//hcaF//yaaA//rpsL//rplQ//fabD//bcp//yeaD//waaO//cysN//menC//birA//marR//atpG//rnb//mhpD//ybjL//fic//bioD2//copA//sucD//glpF//gmd//guaC//ebgR//fabG//argP//murC//ycbX//hprS//pheM//prfA//hipA//ycbX//yjjV//ilvC//yidK//ygiW//yfaX//kdpF//rbfA//paaB//gmd//ratA//cheW//yahI//fadK//cspC//ubiA//wza//ynbC//dcuC//sodB//fabI//paaG//thrB//pyrE//pdxK//aroB//rfaD//ydhK//mglA//pepA//grpE//rplC//glnA//aroP//csiR//pnuC//bdm//manX//iscA//ycbX//dppA//rbsK//ybcJ//lsrK//dcuB//cspC//gntU//rspB//ydhJ//cheZ//dmsC//acrZ//yhjX//ynaI//cas1//gudD//insA-2//gpt//pstC//aroG//argO//radD//sfsA//dnaE//ydhC//ftsB//nmpC//ybeY//rmf//yfhH//lolB//ftsW//lpxB//decR//napF//dppA//yhaV//lasT//
