#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	flhA//ppc//polA//soxS//
GO_0044070_7	pckA//symE//prmC//napA//
GO_0044085_3	yehD//glnK//mtnN//aldA//caiE//lpxB//infC//motA//eutB//rpsM//znuB//yhaO//aaeB//yraH//rihC//rbsB//asr//hsrA//leuE//
GO_0044087_4	glsA1//rpmE//queC//ybfE//cysB//feoA//serS//yqjI//sgrT//gapA//yhaO//ycfS//bsmA//lptB//lptF//cmk//ampH//wecB//ybhF//yoeB//cysU//cptB//livK//pflA//bluF//flgG//mppA//yjeH//hisP//glnS//yfaX//mtn//rho//purF//
GO_0044089_5	flgJ//rluC//glpC//yhdZ//fsr//ydiF//nfi//ybcQ//hybC//tdcD//hscB//eamA//hcaB//
GO_0044092_4	yihO//iraP//syd//rsmC//yibT//lrhA//rnr//fecD//ygiN//pabB//glpG//nagK//pgaB//rsmC//waaZ//glpD//roxA//pflB//cysP//eutA//pagP//fpr//nlpE//yqhC//yefM//cysN//fabH//syd//ribF//napF//yaaU//pfkA//rmf//hypC//lolC//pal//
GO_0044093_4	lhr//lapA//gatZ//putP//tauA//cyoE//borD//secM//moeA//xapB//tolA//lptF//hisQ//valS//setB//ulaC//yhjR//pphB//hisF//glpR//opgB//aroF//yciH//puuP//creC//ubiB//polB//
GO_0044106_5	gntK//qorA//tyrB//ygaZ//aceB//fimB//rpiR//glnD//ydaV//yqeG//thiH//allC//yidR//yqiJ//wcaB//yadV//hisS//ynfE//cpdB//yidC//envR//umpG//hmp//nirD//uhpC//feoA//solA//
GO_0044179_5	kbaY//
GO_0044208_7	pgpB//
GO_0044237_3	tehA//ynhF//alaC//fliS//sucC//dpiA//atoB//nadB//entS//mcrA//phoA//mntS//napB//ackA//barA//hcaT//yeiG//rapA//dinQ//glrK//fieF//tyrB//mdtC//ynhF//era//pphA//fadD//yiaN//tdcA//lysS//ubiE//gspI//yghW//lptD//panE//btuF//ddlB//entE//djlC//yiiE//exuR//entS//argE//yejA//rhaM//aroE//fimD//yhgH//rfe//mukB//cysD//napF//mtlD//asnB//hokB//rffT//gcvA//secY//citX//ycfH//tsaE//nikD//livJ//ulaE//aroL//secA//yacG//ompR//ycfS//cdaR//tomB//mepA//ulaF//msrA//pheS//ynbD//lldD//npr//preT//rng//emrY//adiA//fadH//rfaC//yjfP//lplT//csiR//thiE//recA//dnaT//yphC//zapD//fruB//cas1//arnD//glnE//insI3//yhaC//maeA//yiaT//lrp//cdsA//mog//pspG//ybaO//rpsS//mukB//bssS//dnaK//rpoH//topA//idnT//add//yfaU//yjjB//umpG//acnB//pntB//rfaB//rcsC//fdnG//rfaD//ompN//glnD//hyi//ubiE//ynbC//cobC//yhcN//ydeM//rmuC//ycaN//rmuC//dkgB//fadE//ybcC//yajL//putP//mdtQ//polB//udk//casA//ycjP//setC//yjbB//yidZ//ispB//yihR//hemG//yjjX//chbC//purN//yjhG//insA-2//gapC//ycjD//nrdA//bluR//uxuA//yggW//birA//cysI//epmB//fdnG//insK//cspE//grxD//yjfP//ubiJ//tldD//gatA//nlpE//ybiI//yjtD//pheA//thyA//moaD//ydiV//paaF//yeeL//nuoH//yeaE//bluF//rplP//aroD//npr//phoQ//hemA//rbsC//yggF//preA//rsmI//yhjG//btuF//puuB//btuE//ydjK//tig//exuT//msrB//betI//yphF//yaaU//groS//guaC//artQ//narI//mutM//cmoM//yeaE//thiM//rpsL//btuD//dosP//fabI//yehC//yjeI//glnS//dinQ//gyrB//gatD//wzyE//rhtC//yidE//cadB//alsC//pdxB//rhtC//rpmC//dcuA//lldP//waaU//ugd//rfaC//ygcW//thrS//nrfD//apaH//trpGD//nupG//sthA//rimM//yfeX//rsmB//lsrR//acs//cpsB//uxaC//nmpC//ttdB//livF//fabA//hemL//fliK//ydfD//yqaA//hyi//yebC//feaR//uof//yjfF//rlmN//yfcS//mliC//psd//hslJ//clpX//wecA//sapD//mhpB//argH//malE//priB//norR//lsrR//narH//sutR//gloC//ycbX//ykgM//hisM//hxpB//ybhR//sxy//ybbW//yqjI//ccmA//yjjI//mltB//yafQ//basR//thiQ//rpoH//yigB//intZ//sgcR//dacD//mrcA//hrpA//cra//lon//gstB//yhbS//slyA//aes//rpmC//dmsC//rraB//cpoB//rpmH//pepA//glyS//mioC//lsrG//rpsL//selD//yjjV//waaA//yiaO//nrfB//uspG//glxR//btuF//srlR//waaP//yadG//mukB//ymfA//hdeD//hdeB//ybiT//melB//grcA//yidQ//selB//cyoC//leuO//zur//nadC//sfmH//rutR//cspG//paaD//yijE//tatC//yjjQ//livH//lacY//rcsA//rng//ydfG//frvR//tcyL//ydjJ//yicJ//metE//umpH//nuoE//pgaB//dld//ilvH//yggE//tgt//purF//rffM//wecA//thrS//osmC//yhgH//ybaE//nupX//thiE//dapB//ycbV//ulaR//mltD//dinJ//sxy//ykfI//hcaF//fklB//ynaE//nagE//rbsR//yihI//gltI//opgG//mdtC//thrS//yieL//iscX//ybbN//dinG//yfcV//bcsA//fepC//mdtA//abpB//oppC//yqiH//zapE//cutC//glcF//proW//ldtA//speD//basR//menE//yfaV//dacB//dppD//fur//glnK//paaJ//phoB//ilvN//frlA//torA//yaiP//alaS//dicC//potB//ftnB//ybjL//ypdF//maa//nanC//oppD//pspD//waaC//hemE//pphB//metG//psuG//pepN//hypE//malZ//lpxB//dld//rsmD//yjtD//xseA//rlmM//argE//ftsN//yfdR//nrfG//yhdZ//moaC//casE//flgC//tdcE//queC//aroD//rplQ//eutN//corA//lamB//hicA//argT//ygcO//adhP//trmD//gpr//acs//yihT//trmI//argT//ymgA//pflB//aaeR//menC//focB//trmA//tabA//thrC//motA//bdm//argK//rph//abgA//nei//accA//mglB//kch//cspB//phoA//dxs//rfbD//rpmJ//glnL//eco//deoR//csdE//rhlE//tabA//nanA//der//rstB//suhB//cspC//yqeA//gstB//dnaK//yfdC//ompF//ppiC//lgoD//galU//yehU//aldA//pgaC//tatC//yadV//ybdM//fepB//yqaB//dsbB//torR//ada//yedP//sgrR//yghB//clsC//cmoA//paaK//yegT//mdtJ//entD//yiiD//yghB//ygaV//mcrB//mraY//frmB//hyaC//rluE//rfaB//phnG//pstA//bamA//galE//rpsQ//hsdR//ilvN//efp//yqeG//kdpC//glcD//frlC//rpmH//tauD//dgkA//rdgB//iscA//mlaC//hcaE//sdhD//selB//dgcM//aes//gmd//argG//nirD//yibF//narY//pdhR//yebC//kduD//mepM//djlC//cynS//nfuA//rlmL//atpF//yggT//glvC//gntR//ydaC//clpX//mdaB//frmB//slmA//mnmC//ndh//eco//yqhD//ymfA//ygeW//valS//recF//fimA//bsmA//ydjJ//lasT//slyD//fadB//agaD//flgG//yjhB//lipB//yjhP//ybeF//ghxP//hypA//yafO//mprA//argC//yobA//gpp//avtA//bglH//rutC//ygeA//rsuA//mltC//chbC//yfgJ//tcyN//yccX//slyD//agp//ebgA//caiF//artQ//cpxR//mdtQ//ycjY//cvrA//cysM//idnT//yciE//cydD//glyA//mtn//ypjD//panZ//add//pgk//shiA//hypC//rdgB//fnr//araD//agaD//thrB//pncB//rnhB//hofQ//mrcB//ompG//hyaC//dsdC//entB//hcaE//pgrR//pflB//yoaB//fklB//ybaK//cpxR//ynbD//yahD//ompL//gloB//opgG//rcsD//yfdK//secD//cysW//csgB//chiP//tdk//mutY//entE//mhpT//modC//yehT//hcp//recJ//yjbF//dapB//dgcF//emrY//ribC//tamA//fepB//prpB//lgoD//ydhQ//ttdT//yceK//ybiA//deoD//dacB//prpB//wcaB//ybeQ//fadR//frdD//rpsH//yneJ//ybdZ//sdiA//hdeD//uhpC//ybiO//hcaC//moaB//flgA//priB//rcsD//fepD//insB-4//rpsN//yjfP//acrZ//roxA//adiY//proQ//fadE//ybaO//pyrG//pdeD//galU//speF//metG//aes//cpdA//flgE//ybiJ//atpF//ybaQ//rnd//hscA//nikA//ybhF//yhhZ//ggt//cobB//tcyP//sbmC//yicJ//pinR//degP//hscC//flgI//lptE//dmsC//cfa//fabH//yfaU//rplI//lsrG//dinJ//fliA//ypdA//aspC//yojI//ettA//recJ//aphA//puuC//chbG//yphC//gpt//ygiW//nfsB//acrZ//fecB//pldB//ybcL//nadA//hyi//yciV//yidK//tesB//mipA//fruK//ghrB//cadB//dsbG//ydbK//yhjG//ridA//cadC//ssuE//bisC//umuD//pdxK//emrB//ppiA//pyrD//yjhB//ompG//cyoA//glpB//manZ//xseA//iraD//malF//acrZ//slmA//yhjB//yhjD//ypjD//slmA//flgE//rhsD//rpsH//rpsK//nagD//rplT//ybgI//yagJ//pgk//appA//rlmD//iraM//yihO//potH//fimD//cmtA//yfeR//dedD//hycB//hofQ//tktA//purN//sxy//yghU//fiu//yehY//hchA//paaX//yfbU//tnaB//rcsA//hypD//rpmF//pflC//hypF//yfcR//rnhB//waaO//sapF//paaX//potH//fecD//phoP//thiQ//paaJ//uhpA//rplN//cynS//rnpA//mhpT//recJ//glcE//galP//yjfF//ybeQ//napF//dtpC//yehX//yieE//fliM//queA//hemF//hcaE//dtpC//acrA//rcnR//mepS//trpL//ydjL//nagZ//gntU//tig//nagA//yaaJ//ygdG//yjaZ//dgoD//glgX//xylF//hycH//thiM//ftsP//ygjH//purT//ydiF//murF//yqjH//rppH//yicJ//sodA//dtpC//priC//atpG//tgt//recT//hyfC//mug//araF//dpiB//gnsB//yddA//yiaF//menC//ygjK//potE//ydcP//dmsC//yhjV//hypT//yceO//panB//narX//fadH//fabA//citC//katG//abpB//ubiJ//bfr//ghxP//ppx//pta//mhpR//tcyJ//ebgR//ydcM//iraP//yidQ//yhcH//rseP//efeO//hemN//lpxM//uxaA//ytfP//nemA//efeO//yoeB//frdB//yceO//iap//cobT//pckA//ydeO//phoA//ynaE//hyfF//ssb//norR//yibH//cbpM//waaZ//glgS//menA//ybdG//sbcB//entD//yefM//deoC//sufC//ptsH//yeeL//modA//dgcZ//hns//coaA//zur//agaC//rsmI//lsrC//fdoI//amiC//csgB//yfhM//lpxP//glpG//hemE//hns//tusE//tsaD//clcB//scpB//chpB//yheT//mlaC//prfA//fimH//cydB//lexA//rplN//ghrB//rpsI//yggP//kilR//crl//glcF//kdsC//rarA//ilvA//kdsB//arcB//cusS//lrp//ascB//sohB//yhaJ//dgcN//rapA//ydjJ//rpoE//glpA//uidR//waaB//thrC//ybeQ//bamD//nrdB//thrB//arsR//dhaK//csgB//malY//gsiB//folC//treF//hfq//narZ//ftnA//acrD//nikC//sufS//pgpA//dosP//hemA//hisD//mrcA//pinR//bssS//insA-2//nlpE//yagF//rdgC//rhtA//mltC//bcp//sgcC//btuF//tdcC//yehA//prlF//ydjL//asnB//aroP//citX//ybaL//nanC//yphF//dnaE//deoB//hslV//ykgO//priB//dacD//yggF//tag//betT//ybdN//cas3//gcvH//wcaJ//brnQ//amyA//orn//mreC//yegS//tolC//cusA//speD//tilS//fecC//yiaJ//ssuA//ygiB//yggW//allS//citT//gph//flgF//yaiV//glcF//yahN//gstB//ypdI//yagU//yfaX//rplT//mngR//ybeF//nhaR//yfaU//nagK//rnlB//uraA//atpH//crl//yhcN//aer//agaS//gudP//yfcV//scpC//yjbE//aldA//endA//yhjR//pepA//narG//lysA//yjiY//sapF//mdtK//tktA//paoC//yejA//thiC//gltX//mdtD//yidC//rplP//rnhB//potG//fhuD//eamB//pabC//hexR//yoeE//argK//eutB//ybeF//envC//yafE//malI//rclB//clpA//glnD//yhcH//arnD//yiaL//ynbD//sohB//yfhM//narU//sgcC//dgoT//narU//dcp//secD//bamC//yihS//nfi//eutK//fadI//asnA//corA//ydjJ//scpB//tsgA//yciA//rutC//frlA//dgoK//puuC//slt//malG//lptE//rpnC//pitB//cysA//pdxJ//mlaB//ydiZ//borD//nanK//rhlE//ffh//ttdT//alaS//ybaQ//insI-2//ybdR//sugE//lptD//agaB//xanQ//bdm//yibF//rlmH//prpB//waaO//rplO//nhaB//flgM//ravA//hypB//msrP//hisP//lysU//rlmB//hflC//abgA//zinT//yfeD//narQ//rplF//mmuM//msrC//nimR//envZ//lgt//entE//ivbL//srlR//csgB//yhaC//bioF//rutC//cbpM//dusC//aqpZ//opgD//queC//fryA//rmuC//exuT//lplA//ycaN//treB//ubiI//rplE//paaH//dppA//ldtB//yhbY//rpiR//pstB//wcaB//rnhB//tdcA//gatD//umpG//yjcS//gspI//htrE//yjjW//mdoD//hcaR//miaB//dnaK//yjiM//uhpC//rihC//tauA//nusA//ygaV//bamA//hycB//phr//speE//gltD//ybgP//potB//fdoG//uxuA//ybjC//bcsQ//hypE//glsB//hyaB//dosP//ydcR//amiB//prmC//mlaB//degP//entH//fhlA//dosP//lapB//afuC//araB//rzoD//bfr//aroH//chpB//entE//yabI//yicJ//secA//grcA//eutN//alkB//sfmD//fdoH//dpiA//sucB//leuB//sdaC//betB//lpoB//mocA//acpT//rpnA//malK//dosP//araC//sdhD//deoD//mnmE//paaX//mntH//envC//fdnH//aaeR//pfkB//yehT//fabB//dapB//yhbO//ygiW//casD//soxR//tcyJ//cysB//ybdM//rhaS//proX//arnT//yjbE//gltB//npr//ycjY//pdeF//ykgF//rof//ycbX//brnQ//csdE//lolE//nac//dnaC//rzpR//ybaL//nrfE//dcm//ghoT//aroF//hupB//rhaT//symE//yjcS//exoX//preA//bamA//caiF//csgB//bioB//surA//pheS//srkA//betT//gcd//gshB//kefG//pgaD//ybhG//yqcC//rcdA//pgl//wecC//waaA//elyC//ycjP//potA//gatY//cpsB//plsC//matP//rplQ//gluQ//rbsD//phoE//prfB//hyfA//baeS//agaV//lsrB//iclR//ygiB//mntR//alkA//pfkA//thrL//paoC//rcnB//fklB//elaA//idi//cheZ//katE//ybeF//sdaA//rhoL//ftsX//rpsI//yebC//mcrB//rbn//slyD//yhgF//yagE//mnmE//nanE//insE-1//nikD//ortT//galR//bacA//flhA//sgcX//yaiP//rof//rfaC//yjiX//argF//chbG//putA//nusA//yqiG//hfq//araA//rfaC//ynhF//fadK//dcyD//yciG//arsC//sfmF//creC//nemA//amiC//nfuA//rhlB//rsmH//ompG//malP//prs//hyaA//tyrR//livK//gsiD//ycjR//cmtB//iraD//leuS//alsE//pck//ilvE//betA//ftsH//hofO//epmB//znuB//araH//mdtF//metG//allD//ndk//mdtD//cnu//dld//gapC//ygjH//ldtE//rsuA//csdE//tsaE//panD//ivbL//exbD//pagP//glgB//cynT//ulaG//yehD//oppB//ldtC//yhjA//tdcG//fliM//ompR//yjbH//minC//moaC//cysW//frwB//hypB//glk//wbbK//fimC//secD//ldtB//aldB//mglA//cspE//tatE//rimJ//lpoA//argK//ydiP//iscU//cra//ymgC//guaA//cysZ//ycbU//dcp//livK//guaA//gmd//fruA//yahD//glcC//gppA//glnA//mlaD//ldrB//mioC//rsgA//dnaE//nirD//tauA//dkgA//hisM//djlC//comR//puuD//slmA//prpR//tdcF//rpsA//yiaB//ydiP//ddlB//proQ//ycjU//fepE//dgcE//ygbI//ppx//yeaV//yfdR//yedP//bioC//tomB//cysS//ypdA//ygiN//ykgA//recN//dgcE//dmsA//ftsX//allS//oppB//panF//wzzE//msbA//murE//borD//dgoD//amiC//speC//yjfP//yfaE//clpP//pdeF//menC//dgoA//clcB//sufC//alr//mrr//dkgB//nagB//torI//sspA//uidR//rhaD//frmA//gcvP//yfdO//polB//iap//pdxB//agaR//citT//
GO_0044238_3	yahK//atpC//hcp//glmS//ycjW//dkgB//yidR//dusB//yefM//yraI//minD//lgoD//melB//lptE//chbG//yjcO//mcbR//ascG//yqhC//fadD//gapC//ybjX//arnB//rsmH//rlpA//hemH//prc//dinD//rlmM//paaG//dmsC//tas//yciH//ybdM//yajO//ompG//metQ//nimR//purT//ybiS//ftsI//torZ//yhcH//dnaB//mutH//entS//ybgP//yegV//ypdA//dacD//lasT//hemA//pheS//greB//prpC//frmA//ybaQ//hemC//yggN//ygeX//pyrH//icd//ybjI//mdfA//pbpC//ynjA//epd//mtlR//ccmD//mdtF//yfaV//ruvA//atoS//pdxJ//acrR//bcp//msrQ//cusR//yohC//rluF//tktB//cheW//ybiH//phnH//ralR//yqcC//gcvP//frlA//yagG//ybcJ//fkpB//rlmN//ampE//mntR//rhaA//exoX//fabD//relA//borD//nuoL//blc//mhpB//crp//pdeH//guaD//cmoA//rnlA//srkA//rfbX//slt//astC//ahr//gspF//dut//phnN//avtA//rsmB//mdtM//uidC//obgE//xanQ//pabB//rpsS//pnp//fadL//insI4//lipB//ldtE//arcC//fliL//kefG//yoeB//rpsK//tadA//yjcE//hybG//fliG//sufD//sbmA//frdC//eutA//intZ//glvC//ugd//zraR//ttcA//xylH//ydcT//ndk//dgoK//ffh//mazG//cusB//fdnH//eamB//mntS//rluA//aslB//fucK//truA//nudG//prkB//rzoD//ilvB//acnB//nlpD//yddM//hicB//paaB//apt//rcnA//btuC//nfi//secA//trmL//frmA//fimH//ldtB//tyrA//rluF//dnaN//acnA//tmk//feaB//corA//waaG//creC//yraI//ampG//proV//arnD//bcr//rbsR//pgm//ulaR//mlaB//mgsA//ddpA//lon//ybgI//pdxJ//hpt//mepS//aas//yfhM//skp//erfK//rplS//ribF//yfiE//yegS//dinG//flgI//atpC//yahB//nikD//guaD//nagA//zraR//cydB//dcm//yqiH//obgE//xylB//satP//cpxR//yafO//hda//hexR//mrdB//yagG//rlmI//entF//ybcC//ybfE//ydjH//yihS//hypD//rimM//tldD//tesB//yjiR//glnQ//fdnH//kbaZ//fadK//phoA//yfaV//yeaE//insB-2//pdxY//ybcL//mscK//bolA//crfC//htrE//yjtD//murR//yqeF//nupG//fecA//ydiQ//yehD//rsmI//tatA//narX//pdxH//casA//tolA//recJ//sfmF//yfiC//umpH//ygcW//arfA//chbA//yqhC//ilvE//potF//ygbN//rdgB//clcB//trkA//hupB//lepA//ybhS//waaJ//cvrA//intQ//yhcF//thrL//crl//wzzB//yddA//ycaN//selA//ybjD//rlmD//cra//tyrA//ypdB//psd//rihC//ddlA//nagC//rhaS//tsgA//ybjN//dctA//ptsP//patA//recA//ybiW//mocA//rcnB//fetA//cusA//nrdH//hyfA//murA//yggP//speB//ybiS//argC//nrdE//sgcX//nei//zapD//yebZ//nikR//ppx//yjjB//sufA//priB//rfbC//narJ//cpxP//yddA//yejA//mipA//kgtP//treB//clsB//glk//torY//lysC//hybB//atpE//zraR//sodB//ynjA//ydjE//xylB//thiG//frvB//ycjW//pntB//ebgA//yadI//allB//cusB//hokB//tsaE//tqsA//yhbY//dhaK//yehT//ampD//zraS//yagE//dnaK//rtcR//putP//yijE//yfbS//nrdB//skp//rpsB//dicB//hprS//ptsN//pinQ//ubiH//bioF//yidC//lpcA//ygbM//ssuA//araH//yidE//frlR//narU//tamA//nikR//ruvB//moeA//yjtD//gabP//comR//gspI//glpG//pdeH//ybeF//efeO//trmA//degP//sufS//degS//yadK//mukB//asr//ftnA//sfmF//ibsE//cysZ//cysI//ilvH//pckA//ribA//nrfG//ygfI//wzc//ppsA//yfdG//yggF//ydeI//waaP//lgoR//tynA//tqsA//htpX//hscA//rclA//arcA//cysP//chbR//znuA//lysO//queF//tusD//greA//tdcD//hofC//kdpC//rng//yraR//yehU//bhsA//kdpA//aroB//cas1//entA//lpxL//ybdR//ariR//yijO//guaD//copA//hemG//mscL//narQ//ybcM//folP//amiD//yneE//rseC//sfmD//kdsA//fbaA//idnO//dppB//ackA//sdhE//torY//yhbY//phoA//dut//aspC//yccA//yiaF//intE//feaR//lpxK//htpG//glpK//pspF//mmuM//asnS//nfi//paaA//ralR//emrK//yojI//rplQ//ygjR//fruK//topB//livG//mprA//asmA//mog//ybiO//yidC//envC//add//xapA//rcsC//pyrE//ynaE//lysS//trxC//bipA//rplA//rpsN//rcsC//arsB//rof//araG//cbpM//artM//csgG//ycbX//yqaB//tusC//chbC//ldtD//hiuH//hupB//yehZ//sdaB//ydjK//caiT//infC//yhhY//bcsQ//nanA//ltaE//fepB//hofO//agaW//xylR//tehA//sdaA//yhjX//yjiM//ppiC//bcsQ//frdA//clpP//yghO//rmf//iscX//xisE//rdgC//glpK//murB//pyrL//cobC//ybcJ//hslJ//hemA//yebK//zur//narG//wzb//ulaC//argP//cmoB//satP//cdgI//cdd//oppD//purT//tadA//rfaB//tyrS//ygfI//livJ//umuC//ispG//prmA//degS//pheT//mnmE//greA//adk//znuC//lipB//arnA//yddL//ymjB//ycbV//mhpD//rayT//coaA//hdeB//mdtL//matP//menB//tamA//prmB//yhjG//nuoL//fkpA//ppsA//rffG//ykfM//hlyE//cysI//artI//garK//nuoN//ybaO//glrR//lgt//elaB//cyaA//aroA//yhjR//ydbD//wecB//yieE//ugpC//tdcG//yhdW//yghU//rlmI//mglB//gabP//evgS//yjtD//holB//mraY//glsB//sohB//acrE//hprS//yedL//feaR//nupC//mtfA//waaC//lptB//ybgI//rph//yrfG//chbC//hyaC//fepE//ravA//xerD//puuE//metC//hycI//yphD//paaG//luxS//thiI//polB//dmlR//manY//glsA//mobA//ompN//metF//elaA//flgA//hpt//ulaB//srlB//yihL//cheA//thrL//acrF//purB//hyi//ybiX//aroD//bglB//folM//plsX//ybgP//epmA//cutA//umpG//recT//fre//yjcO//hemH//hlyE//rph//speB//yjaZ//mdtM//ackA//feoA//kdgT//citG//rpsH//hybE//puuD//trpR//ispG//nusA//cof//metH//ivbL//thiE//dacC//mukB//rplA//cspE//plsX//trmO//rplA//rfaF//hemG//secD//basR//dtpA//dgcF//ygjR//brnQ//cmoB//yceK//yiaB//glcE//ykgF//htpG//ygaZ//tdcB//iaaA//hisD//borD//lamB//uvrC//idi//arcC//ybiW//dmsB//ddlB//yeeY//rspB//mobA//pgaB//mraY//rrrQ//atpE//uidA//nagK//rlmM//alsC//yihI//rihC//rhsD//zntR//feoB//insH-5//slt//pinR//aceA//narL//yraI//hemD//rcnR//cutA//accD//mug//phnJ//acnB//opgD//lpxL//prs//cytR//dapF//glpX//fucI//alaA//smpB//yehW//nuoG//fecC//nadC//prkB//araB//zraR//hisG//ydiF//dnaG//rhtB//deoC//eptA//glnD//tldD//hcaF//aer//osmC//allC//ansB//wzb//murA//ilvM//mscM//ykgF//frvB//yibA//waaS//acnB//mrdB//cdaR//yaaJ//ydiV//groL//yedF//roxA//kdpB//arnA//eptC//decR//citE//ycjQ//yahD//ttdB//ydiR//aceF//metC//paoC//kbp//yahN//yihT//gph//secE//sbmC//ymfA//nanS//yqjI//hyaB//clcB//envC//soxS//hprR//yjeI//fimH//paaH//pgk//marR//pabA//yajR//fruK//elaA//arfA//ycjD//rhaT//tqsA//insA-2//mocA//ibpA//hmp//flgJ//gpp//gspJ//queE//erpA//potF//hycI//ychH//ypdA//ykgO//paaD//uxaC//queE//fdnG//ydjH//leuA//feoC//sucD//agp//motA//paaD//lpxD//blc//flgK//cpdA//ftp//ybcJ//efeO//ibsE//rfaQ//rplN//ulaE//msrP//lolC//entD//eptA//cysC//nuoF//tcyJ//ribC//znuC//ynjA//uhpT//dnaJ//sufB//sodC//higA//sfmH//rarA//thiP//uspG//fruK//garK//speF//yahD//tsx//fkpA//fecC//ygaV//rpsH//cho//gshB//ydfD//ggt//ppk//idi//waaY//ubiB//uvrD//yeaK//yobA//cyoC//ubiA//murA//araG//queD//ytfT//ycfH//menI//menE//essD//mtr//uspB//yjcE//nrdF//dauA//aphA//ompT//ihfA//aas//yggT//ugpA//kdpD//ppiC//sucA//msrA//yphD//pyrB//yhaM//bamD//accB//yfbS//rpsN//hcaD//emrE//dinG//nlpD//lexA//dnaC//nrdE//argG//katG//yqcG//rpsB//trpB//ortT//lrhA//citE//yebG//dgoD//dcuB//cspB//cydA//thrL//cueO//frwC//speF//dacB//pagP//hpf//cvpA//melR//gspE//mdtA//tgt//mntS//dusC//setC//yceO//ftsX//prlC//ansB//ybhS//ybgQ//recT//wcaB//nsrR//garL//yeaD//cadA//recQ//mltC//eptA//nfsB//bioP//iraM//ruvA//gadA//yfcA//yhdW//fixA//cof//yqiG//umuC//lhr//gshA//fhuC//cysU//gudX//artP//oxc//hxpA//dacC//tdh//baeS//waaP//sgcA//ybeQ//dsbA//rhmD//lldD//pspF//yidP//proP//ydfG//dxs//frdC//ybaT//dut//waaZ//nadD//potB//radA//sspA//bolA//rhsD//miaB//rfaG//clcA//thrA//crcB//cynT//rpsO//murC//fryA//arfB//iscS//leuB//metC//tpiA//nuoB//trkA//rlmN//pbpG//eptB//ppiC//acpP//yneJ//rzpR//elaD//cusF//yjbF//ycbB//yfgJ//ibsB//dgcN//sfmF//mak//yhcF//aroA//pepT//betA//ybaQ//yhhY//creB//ydaV//rpmJ//pdxH//nemA//bdcA//ubiD//dmlR//potG//parE//nuoI//nagK//yahF//yagE//rplB//ldhA//dgcT//yhbO//mepA//dgoA//frlA//speB//yjcE//potC//phoA//mdtL//paaK//acpH//dtpD//ypdA//mltA//rsmJ//yjaA//yrbG//wecB//nrdI//thiL//pdeR//pgm//hscC//rcnR//tar//ydhK//mutL//ubiF//surE//hycB//hofP//folC//topA//rpsH//rph//dmlR//bglB//sbp//rplS//yphD//ydfK//rplS//rpsH//nupG//nfuA//hflD//agaC//ibsD//lpxT//asmA//moaB//arfB//cfa//ruvC//entD//agaD//chaA//bcp//cas2//ybaL//dusB//uxuR//fhlA//htpG//kdgT//glxR//ybhP//yqiI//nuoI//mdtC//lgoR//gadB//tar//ibsC//rpsR//nrdR//yddA//yihR//recR//rcsC//tdcA//aroG//ycaO//elfG//zapE//prpB//yqjA//hisM//nrdE//narK//fimZ//elyC//comR//yfiE//yadI//gudP//ybgP//rcnR//phr//hemD//eutB//matP//sfmD//malY//maeA//garD//amyA//dgoD//pdxJ//bioH//galE//sgrR//uvrY//rlmC//hemG//atoC//rluA//uvrY//uhpC//ydbD//apaH//ftsY//ghxQ//dcuR//trkA//ydaV//curA//nlpA//afuB//erfK//agaI//gshA//ptsG//waaO//uxuR//nagE//yebC//ymdB//frlB//glxK//mgtL//mnmG//purC//spy//mog//nrdF//hycB//ftsE//asmA//greB//cobC//amiB//fryC//nudC//gntP//ytfE//iscX//ycfL//ccmH//nrdA//fsr//fieF//rfaB//gltB//yjjX//ilvE//aer//qorA//trmI//mpaA//mepS//nrdI//ppiA//ydeE//adeD//lsrR//phnJ//hemB//sufE//rhtA//pphA//ybiV//nikA//dcyD//mtlR//cyoC//rhmR//gadE//dam//pck//narL//yggW//galE//dcuD//ubiF//malK//thrS//ybaM//ygfX//lit//appA//rhmD//ruvB//guaC//slmA//htpX//rutC//glnK//fliT//rnr//hemG//rbsK//glvC//fabA//glmM//nrdG//yaaY//rimM//yahD//srlD//rclC//frvB//sulA//ycjY//
GO_0044242_5	ribF//manA//yehT//intA//hemD//higA//cheW//glpA//rpsT//tamA//chbR//nrdI//comR//hypA//rep//yhcF//iraP//ydiQ//mdtE//dxr//leuC//yjeI//
GO_0044247_6	rpmC//mzrA//motA//tdcB//argE//
