#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	frc//yhcH//amiB//menI//
GO_0051235_3	rplF//yjcO//nemR//
GO_0051238_4	mdtC//entF//eptB//
GO_0051246_6	cspB//mngA//hscB//gadA//tyrR//gspJ//metH//ppiD//tabA//frlC//ypdB//ribA//fetA//eco//yghW//citG//yciF//rlmA//allS//argC//crfC//ilvI//csdA//amyA//oxc//uxaA//glpA//gpmA//kdsC//tsaC//phoA//msrC//gshB//glcD//gloA//corA//ssuD//rpsM//queE//dadA//focA//gpr//menB//ydeO//argD//waaZ//hisF//yigL//fis//ccmE//pinQ//dkgA//yidK//
GO_0051247_7	entD//iraM//tisB//asmA//guaA//thiQ//trkG//yhaM//waaQ//aidB//basS//
GO_0051248_7	yafE//ynfF//trmJ//ymjB//ttcA//nei//yecS//pdxK//nudG//cdh//sbp//ycgR//flgG//pepT//fabH//alkA//ettA//narP//nikA//cusR//bcp//gltI//rna//mlaE//fmt//fnr//dgoD//lptB//yddG//ymfA//diaA//
GO_0051252_6	yhcD//hda//chaA//gutM//wrbA//ydiO//scpB//aas//arnD//eutR//btuD//sgcC//obgE//yfcR//adeD//yahK//speD//rseP//mprA//yhaM//nei//hyi//csrA//hsrA//ubiD//uxuR//cspG//ushA//sdaB//hicB//nlpD//yafQ//deoC//rhtB//yjcS//puuP//ccmA//tsr//narK//cueO//ubiJ//surE//ompA//ybaL//ravA//yeaV//dpiA//yqaA//soxR//ynhG//dut//manY//iap//wcaC//yeaV//yagF//arcA//rodZ//sad//nhaA//rpoD//ycjR//garK//iap//yfdR//moaA//yaaA//iap//yajO//ybfA//kdsA//glgX//radD//cyoD//asnA//mglB//mscM//entA//nanK//glgB//hns//yggP//elaD//hisD//narI//zinT//uhpB//metK//uxuB//mhpT//murB//tauC//murC//ftsY//yjjX//yihT//kdsB//uspC//ybdG//ulaB//oppB//modB//ydfK//tolR//mrcA//proW//ileS//rplN//yraI//radD//chiP//acnA//gsiA//sbcC//cueR//rsmA//cobS//yhhZ//ldrA//ebgA//ompG//hslU//fryB//recF//zur//glgA//frwC//waaG//gltI//ybiJ//mlaD//rzpD//yejB//uvrB//hemN//msrP//mntS//fadM//psuT//murQ//tisB//flgA//pstC//ampG//cysU//malI//nudF//actP//tatC//ymfK//hisB//cysI//dcm//rcsB//mutT//ptsG//cdd//slt//yhaC//ftsL//bolA//fre//yqiI//torD//dam//hyi//fau//folX//mraZ//dppC//gatB//speE//lysC//bioH//frmB//dmsA//gsiD//frwD//frlR//ygcW//gudD//aroB//acs//nrfB//gntP//dapB//dnaT//yihU//acrE//speB//ccmH//carA//artM//ybdN//dhaM//lolC//garP//pcnB//rhlE//appY//narH//pspF//yfhM//torZ//kdsC//ygcO//nrdB//plsC//perR//rhaR//dsdA//cysM//kdsA//pepT//clcB//flhC//bcsA//insI4//uhpA//uof//ssuC//psuG//dppB//leuC//ldrD//yidH//rbsR//hslU//zwf//rhaB//dapD//maoP//rpsS//frmB//pyrL//gph//yqhC//fucA//hpt//ulaF//argG//glnD//hisP//xseB//umuD//alr//ybhA//yjtD//accD//murC//ygfA//fkpA//cspG//selB//menD//dld//cutC//ymfK//bolA//rsmE//hdeD//yebK//malE//msrQ//cyoB//holA//tdk//frlA//adhE//casC//bdcA//wecB//queE//mntH//potE//ynaE//polB//dsdX//
GO_0051253_7	tag//hupB//yehC//secG//paaC//dsbC//yfdC//yeeL//ybfE//yjeI//yihW//wecA//ygaH//tolQ//malK//uhpA//tauA//agaI//nusA//waaH//cytR//yjaA//narH//kduD//csgG//yahK//ilvE//tolQ//rna//yabI//murI//ydiQ//yfeD//cysE//fhuD//sdhE//kbp//alaA//yajR//ytfQ//kup//trxA//csgD//xisE//ghrB//hemH//codB//leuD//gpp//nadB//glcB//nfo//mipA//ulaG//yfdR//lpxL//nlpI//ihfB//aroH//yeiL//hyfC//entA//glpX//ygeW//yqeA//katE//lptG//rhaA//ghxP//pinQ//treA//yqaE//leuC//aldB//yigL//yejF//secE//dinD//xylA//xerC//ybaT//sgrT//moaE//pncB//rhmR//nadC//rplS//melB//umpG//panB//ltaE//pspA//sdhE//iraD//mnmA//rng//rpsO//pdeR//curA//
GO_0051254_7	sfmA//ulaD//ykfM//crl//waaS//emrK//entS//yidD//sdiA//mdtK//narQ//ascB//yhhZ//mngA//waaO//edd//ygcR//yeaE//ssuD//fadM//rhmD//sgrT//hypC//ghoT//cydC//htpX//ascG//ftsX//rlmC//yehP//galS//gudD//rdgB//eco//moaC//glcD//yggW//artP//pepD//opgD//atpG//opgE//glrK//hflX//ydjJ//mdtQ//gudD//tusB//glcB//eptB//pdxJ//bluR//tqsA//fdoI//prpC//raiA//speG//yraR//yhdZ//glgC//ubiE//citX//argR//ykgO//yjiM//insB-2//glcD//cpxA//corA//lrp//betA//ybgI//yegT//pyrB//menC//
GO_0051258_7	radA//
GO_0051259_6	gapA//yqhC//pdeH//vsr//cbtA//glgB//artM//glgC//ycjD//erpA//lpxH//pphA//dauA//mcrB//coaA//truA//rstB//gltD//ydiQ//alsA//ybiV//yahK//mhpT//hyi//cdgI//yadK//agaR//dgkA//cheW//rplE//ldtC//cyoE//npr//tusA//ppsA//ribB//purN//yihR//murR//coaD//alr//mscS//ibpB//dnaK//hemF//yqcG//bioP//rcnA//ppc//rffM//deoC//
GO_0051260_7	gnd//rimJ//tatB//clpX//nuoB//yajO//yccS//prpC//flgA//glpK//tgt//hisF//sgcC//waaA//yddA//ibpA//yjhG//rplS//ygcR//ygcO//tar//tas//sutR//sufA//tehB//truC//dgcN//rhaA//dnaN//mutM//rpsK//tadA//rluB//gor//cyaA//iraP//lnt//ybiH//hofM//tauC//mdtG//dctA//tap//pstB//valS//hyaA//bepA//
GO_0051262_7	elaB//tas//fabR//lipB//alsB//yhaJ//mppA//cvrA//aaeA//caiB//yqiG//ebgA//afuC//rbsK//cbrA//eamA//relE//crcB//rpnB//sbcC//metE//hisI//dnaT//nanT//xylB//lptG//mdtE//envR//mscS//yedL//ymfK//ygeR//oppD//hdeA//zur//glgP//
GO_0051270_5	pgaB//groL//fic//betT//bsmA//yabI//ygiN//prfB//pgaC//ibsC//csdE//appA//yifB//fdhE//nfsB//ibsE//
GO_0051271_6	fadL//amiC//tauD//tauA//recT//glgC//fadJ//rsmC//uvrY//
GO_0051273_7	ldtA//patD//yajQ//glcA//gabP//xylB//alaA//
GO_0051274_8	seqA//rimI//ompN//pyrD//yqiI//pdxJ//ycfL//
GO_0051276_5	mdtO//tdcE//insI1//aldB//aes//xapB//yciT//yeaK//sdiA//pgk//cbtA//zntR//basS//pnp//dhaR//glmU//nupG//yjfF//gcvA//pncB//rusA//mdtI//yiiM//narY//pflC//yccX//
GO_0051289_8	nadA//leuC//ybjL//nanS//lepA//aroH//cysD//rsfS//symE//garL//yjiM//hypD//intF//gnd//ybdN//sgbE//frr//panC//pstB//murC//yadG//marR//csiR//glgP//rpsE//gntU//sgrR//lrhA//cysN//napD//rlmA//ybhR//fliM//ilvE//uxaC//ygiB//
GO_0051301_3	holE//prpC//lrp//pabC//msbA//rssB//arcA//dcuA//cysN//lpp//ybhD//glnA//alsE//mrr//insK//gatC//pdxB//sdaC//metI//ybiY//mreD//yedX//coaA//serC//frdB//glcB//clpB//yieL//agaB//aroG//appB//agp//hinT//uxaC//ddlA//ydjJ//
GO_0051302_5	panC//ldrB//rpmG//pdxB//btuF//blc//hemF//ldrB//yiiM//thiP//glyA//ispB//zwf//yihL//
GO_0051304_4	aspC//
GO_0051336_5	putA//elaB//pabB//fumA//potI//phnO//rplM//ppiD//wzb//glxR//lacI//wcaC//thiP//mdfA//thyA//casB//cusS//coaA//gntR//dmlA//tabA//apaH//feaB//puuE//ada//
GO_0051338_5	ycbV//cysN//queC//tktB//
GO_0051339_5	mhpR//
GO_0051341_5	trpC//mtgA//
GO_0051345_6	hslV//yobA//pgpA//fadR//ogt//hicB//ycjY//trmO//
GO_0051346_6	ampD//xapA//btuB//yqgF//frlB//fdhF//cas3//selB//ppx//hycI//yhbQ//
GO_0051347_6	rplW//thiI//
GO_0051349_6	hrpA//
GO_0051353_6	wzzB//kefC//
GO_0051391_8	atpA//
GO_0051409_4	fdx//ydaN//
GO_0051410_3	rplT//
GO_0051452_10	mltD//
GO_0051453_9	glgA//asnC//rlmA//xylG//dedD//mdtC//frvR//mraZ//
GO_0051454_10	entA//potH//pcnB//emrD//obgE//
GO_0051476_7	yigB//
GO_0051484_7	glpT//
GO_0051493_7	cyoD//
GO_0051495_8	yeiE//
GO_0051595_6	paaF//recJ//oppD//yhcF//gntP//
GO_0051596_6	sseA//yieH//elfD//ydiP//scpC//yihS//frwB//garP//ascG//yfaV//adhP//caiB//ptsN//dld//xapA//mlaD//csgE//sbp//mepA//csiD//rmf//kbp//phnC//ynaI//pcnB//setB//cydC//ubiF//
GO_0051599_4	moaE//
GO_0051603_6	asmA//lpxB//betT//rclR//ytfP//qseC//
GO_0051604_5	aldA//glnA//tolA//crr//eno//waaQ//gppA//yidP//bdcA//serS//yidC//kdgK//dgoD//sdaA//dgoK//galK//yneE//hpt//yjbG//rseC//yjcE//rna//clpP//ydeI//ftsN//ghoS//frsA//eutD//truB//btuC//yhgH//minE//yihX//acpP//glnB//kefG//maoP//carA//arnA//mngR//
GO_0051606_3	putP//livH//
GO_0051607_4	arcB//glnD//ftsP//yiaB//plaP//intQ//glpD//hxpA//ttdA//ybbN//
GO_0051641_3	rhaA//lsrA//intE//pheM//ispH//yidH//bisC//lsrA//yphB//nrfC//tatC//yciK//aqpZ//waaF//rhaR//wzc//macA//rclB//exbD//csiD//gpsA//acnB//hslO//
GO_0051649_4	uhpC//hsdR//ebgA//ygjK//narI//norW//pdeH//frwD//mdtN//glmM//ybiT//tonB//yehD//
GO_0051651_3	tdcC//rbbA//zupT//
GO_0051668_4	rpsT//
GO_0051691_5	ybhR//acnB//
GO_0051692_6	cpsG//moaE//
GO_0051701_4	cecR//yhdX//dgcQ//rpsL//mgsA//waaL//ridA//ibsD//sufD//yfeR//orn//rpnA//melR//ygdG//cysW//mreD//
GO_0051703_3	waaC//dmlA//waaY//cecR//ypdC//proB//acrF//ldtA//
GO_0051707_3	rhmD//nrdI//rlmL//hemC//lipA//casC//yciG//yciF//cpdA//hemH//xapB//bioP//mraY//recF//
GO_0051715_4	ubiJ//
GO_0051716_3	atpH//purL//emrB//narU//mdtP//alaE//fucI//tufB//speB//yehA//yebK//ypdB//lamB//carA//rnlB//rutE//yigL//argK//tatB//pflB//gltX//parC//rfaH//fimI//lpxB//sfsB//mrcA//marR//recC//fucI//dapF//fau//ebgA//rimP//yfdS//guaA//yceK//rpnC//rpsL//ghoS//mdtQ//yfiR//smpB//mdtC//nfi//efp//metN//hipA//endA//katG//arnA//yciA//wcaJ//emrB//malI//rsmH//rapZ//dgt//yhdJ//rutC//ydjL//potE//kdpC//yceD//cusC//kefB//araA//hisH//norR//narZ//mngR//katG//clsC//hcaR//ubiE//yeiE//cysG//higA//yphC//lpxP//ispG//plaP//iscA//ydcI//bdcA//feoC//ralR//truB//pstC//yjaZ//ribE//rluD//arnA//mak//yehU//cysM//norR//coaE//yejB//pinR//hofM//adeQ//rpmG//ygiS//yibT//barA//nudC//hisF//livM//ynbC//yhbY//hxpA//ddpA//aceF//dnaB//yjbH//evgS//crr//lpxD//slyA//sapD//hfq//xylH//lldR//rdgC//lepA//rihC//aceF//hchA//ykgO//queE//rbn//ccmH//ydeO//greA//chpS//ydfH//mhpR//ilvN//gcvP//yddL//hflK//yjhG//focA//cadA//cas1//groL//nac//npr//relA//ybiV//degP//folD//csrA//yihO//gatD//allC//crl//ybhR//rnhA//kdpC//oxc//lon//hda//yegT//fecA//rarD//frwC//lnt//ydiP//yjjB//ftnB//pdxY//rsmC//ccmF//uspC//bdcR//ykgF//rlmE//oppA//yhcD//hisS//ybhS//hybF//proA//gudX//hdeB//ompW//asnB//elfC//livF//exbD//trmL//mepH//pspF//tufA//phnM//fdhD//malY//arsR//mdtN//rsmA//tbpA//rpoA//yedL//rfe//fabA//holA//metR//paaX//htrE//metK//mrcA//hisH//nadB//ynfK//dbpA//pykA//tomB//yihS//pflA//ampE//yqaA//rffT//bdm//sucB//yieH//tehB//yicJ//yjbB//qseC//torD//osmC//adiY//mprA//fabR//yciG//ugpE//paaC//atoB//thiH//lapB//trpC//fbp//idnO//yajL//sdiA//dgcN//pphB//ybiT//hflC//hslO//hinT//ompF//barA//rzoR//ygjR//chbB//accC//glpF//arsR//srlE//ldcA//fdx//cydC//yjiM//truA//solA//astB//dsbG//tolQ//chaC//appY//sodC//ugpC//insK//yhaC//amyA//ybhR//yaaJ//mlaE//cysQ//frwD//cecR//cysI//luxS//ppsA//azoR//paaJ//glyS//ydhC//yjaA//cpxA//adiY//nuoE//eno//thrA//mdlB//nfo//tdcB//rzpR//yjaA//htrE//tdcE//trpD//sapF//ygeX//lysA//sulA//yfiF//nrdR//yfjR//waaH//pstS//yfaE//yhbX//dcuR//yfeO//ubiF//ybcJ//pgi//hisH//oxc//galF//metH//phoR//dppD//cusS//rof//ibsD//flgF//mngB//nanA//yiaF//pal//atpE//glnE//nrfC//panC//hycA//mnmG//murD//allB//cycA//hdeA//hcaT//xanQ//ptrA//nrfG//dcd//glmM//mntH//cheW//malX//bipA//brnQ//ydhQ//yjjG//rng//
GO_0051726_5	xthA//tufB//dam//fruK//uspG//
GO_0051781_6	cutC//hokE//
GO_0051782_6	ybaM//oppA//pspC//mdtL//soxS//kdpC//ibaG//
GO_0051788_5	ampG//
GO_0051790_7	proX//
GO_0051806_6	yjbH//rrrQ//torZ//fimG//phnL//hybA//ykfI//ilvH//
GO_0051817_5	pdxH//crfC//rpsH//yjbH//
GO_0051818_6	purL//fliG//elyC//hxpA//
GO_0051828_5	melR//mepH//hcaT//yfbV//frwD//yaaU//xylR//rfaF//
GO_0051883_4	alaC//blc//pepD//ispB//
GO_0051977_7	yfeD//
GO_0051983_5	yadN//
GO_0052126_4	nrdI//kdgR//yfgO//pheA//
GO_0052128_5	waaS//
GO_0052131_6	blr//
GO_0052192_3	rzpR//fdoG//rpsI//rraB//
GO_0052547_6	ilvN//artP//argD//
GO_0052548_7	ygfZ//lepA//
GO_0052646_5	bhsA//proA//bglX//yadI//mdtB//
GO_0052652_8	dmsC//rlmB//
GO_0052653_5	ompW//
GO_0052777_7	fimI//dosP//
GO_0052778_6	acpT//phnL//ydhJ//
GO_0052779_5	rspB//fadR//yqeA//
GO_0052782_6	atoS//fcl//
GO_0052803_5	tktB//rspB//rlmM//feoB//yahD//uxuB//fiu//ybiJ//
GO_0052837_6	parC//
GO_0052838_5	kdpD//
GO_0055062_9	cysP//
GO_0055065_8	yagU//yedL//glsA1//fepC//frdC//rep//ytfP//bioD1//adeQ//yrbG//cysI//betI//yihO//trpC//entE//yadG//fruK//yeeO//lexA//coaA//rimP//gltB//potD//tgt//smrA//pgpA//
GO_0055067_8	srmB//hycB//poxB//ydiQ//uhpC//fabR//yjjU//rsmJ//ftsE//hyi//ulaF//dsbA//
GO_0055069_9	sufB//
GO_0055070_10	rplT//rutR//rnlB//yedL//ydjJ//rsmD//
GO_0055071_10	psuT//
GO_0055072_10	gudP//tolQ//dgcN//malS//nirD//dsbC//ldtA//hybE//lldP//rpmH//mutL//dgcN//gdhA//tmk//
GO_0055073_9	fliM//
GO_0055074_9	pflB//
GO_0055075_9	iraD//
GO_0055076_9	alkA//luxS//purF//hisP//patZ//leuA//stpA//menA//hiuH//agaC//yehA//gadE//epmA//rhaT//ccmF//xylB//borD//yedA//aaeR//kdgK//uxuA//yfcP//
GO_0055078_9	mtn//phnH//cfa//
GO_0055080_7	yieL//tdcR//yhbY//pheP//pgaD//rplY//pdeF//rppH//fabB//aroP//panZ//ftsW//gnd//rpmF//araA//nrfD//rfaH//yciF//yiaB//rhtC//yjjX//pgm//glgB//tas//ldtE//rppH//arcA//opgC//nagK//ydaC//clpA//pabA//gor//hybC//ilvD//
GO_0055081_7	ldrB//
GO_0055082_4	ycbU//bcsQ//cydC//insI-1//pta//ycaO//ais//minE//yafQ//wza//csrA//gltK//gnd//rnb//apt//yaaY//elfG//yehC//mutL//yciE//srlB//dhaL//uspE//malF//hyaC//ygcW//intZ//flgH//fkpB//tolB//yhdH//ycjY//rep//secE//
GO_0055083_8	gltI//
GO_0055085_5	hyfC//selD//fucI//katE//ubiG//rfaD//nei//cadA//rutA//sbcB//uvrC//dcyD//leuA//gmk//rrrQ//bepA//ydbK//yadI//fcl//cbl//ygjK//cysS//mhpB//ygeW//xdhB//yhaJ//entA//cysC//iscR//coaD//ybdO//exbB//sgcX//hisS//metI//treF//yiiD//yggD//hypA//holE//adhE//livK//trmL//dosP//pepQ//sbcB//fadB//argR//trpB//bssS//purF//nrdD//mnaT//frmA//tas//gudX//envR//acpT//mgtL//marR//aaeB//rspB//groL//yqjA//adhP//fbp//dppD//yoeB//yfbU//ycgB//priA//pdxK//lpxK//araF//hybB//tmk//trmI//tatB//flgE//tdcE//era//yajO//csgD//mrdB//ybhA//dcuR//wecA//asnC//atpC//blr//gdhA//fur//alr//puuD//mazF//yqhD//narK//ybcL//setB//cas2//frdC//waaL//eutK//sgbH//nhaR//rplO//psd//elbB//rimM//ddpX//manZ//yjjW//phnH//spy//ettA//ynaI//ycbU//ybjD//yfgO//sdhD//cusS//rbfA//csiD//fryB//wza//dicC//rzoR//yebK//fbp//hyfC//ynbD//osmY//alsK//rhaA//yiaJ//rpnA//yihO//rspB//tcdA//yfdG//rfaF//lhr//adeP//lpxC//maoP//ybhS//map//malS//gatB//cysS//fimH//argS//hcaC//tusA//rraB//ycfJ//rihA//nuoL//sapA//ppc//talB//tsr//srkA//ycjD//yihW//clcB//dkgB//yidQ//rpiA//rffH//msbA//yigL//gyrB//rpsI//degP//trkG//kch//relB//alsB//zapA//fepG//rssB//bdcR//glyA//skp//pdeR//bioP//eutB//asnB//aer//gabD//yfiF//mngB//ldtC//hyaD//ybeF//nuoL//dmsA//aas//tnaA//flgC//ynjA//rep//rnlA//panF//yfdS//preT//gcvP//fadE//glpT//hypB//der//yajL//gloC//cheY//lepA//guaB//purC//dacD//uvrD//dtpC//ileS//thiI//yjjX//recG//clsA//hypE//aroP//tsr//ycbB//ppx//sgrR//epd//zapA//tolR//pcm//ycjU//rpsH//uxaC//cobU//gatC//deoR//feaR//araH//hscA//gcd//rplN//phnJ//dinB//frvA//rpsO//tsaD//argI//entB//fhuD//ackA//yehX//nuoI//ybjN//rpsN//aroL//ybhD//atpD//sdaB//dcuC//yiaF//mutT//ihfB//yhjR//argC//iap//pepA//fadL//rhaS//dppF//feoA//ftsZ//yedL//ilvA//frvA//phnC//hslR//cbl//rutC//yiiE//hxpB//gcvP//malQ//bioP//thiC//zapC//rraA//putP//lldR//yqcG//xapR//hyfF//ycbV//lgoT//phnG//umuC//hofN//araH//yafO//hpt//yhfK//wecE//yidK//aceB//glnE//yjjU//clpB//galU//kdpC//queC//yphC//yehZ//mcbA//rnlB//glcC//cheA//rcnR//pdxK//gatY//bioB//ycdY//emrD//appC//hisH//sufC//yahI//corA//exbD//hdeD//ygeA//nrdH//phoB//ybjN//kefC//rpmB//ogt//kbp//murP//dinG//hupB//argC//blr//pbpC//focA//yjhB//yjcS//zapA//arsC//ddlA//fepE//bisC//insI-1//sufC//emrK//tolA//yjhH//epmC//gadC//lpp//umuD//arnE//yddA//puuR//fadD//eptB//dnaJ//hokE//waaY//sgcB//yddL//dmsC//eutN//pgm//uhpT//rpmC//dinD//rimK//entC//tbpA//murJ//tpiA//rcsF//uxuR//rbsK//ralR//phnN//ybdH//uhpB//zapE//lacY//wcaJ//hybB//yggX//ybiY//aqpZ//mnmG//sgcR//mliC//ilvH//dnaT//pdeR//srlR//mppA//ydcP//hflX//ppsR//yjjX//pntB//pflA//gapA//hokE//lexA//insB-2//kefB//gfcE//sucD//yciA//kefC//chbR//umuC//yahB//rarA//secA//torS//endA//ymgC//tsaB//
GO_0055086_4	thiL//crr//dapD//livF//aroA//iraD//bioF//tcyL//gcvR//casD//satP//solA//yfdO//scpC//arnA//fadR//argG//ttdR//hdeB//napF//yagE//ilvM//deoA//clpP//trkH//cra//aslB//fryC//accD//dppA//xapB//lptE//ftsH//phoU//roxA//mdlA//cca//ulaD//betT//pcm//preA//tolA//bglH//purD//kdsB//mscS//narL//lon//clpS//ybcJ//phnC//prc//hycH//ynfH//hemL//yhaV//lsrC//bamC//hisB//rplK//nusA//bglH//selD//ydhJ//mutM//yiaM//bcr//opgH//yafS//ldhA//rrrQ//gltB//phnC//atpA//tsaB//lsrG//dacC//ydhC//modC//fliZ//pbpG//rplO//ddpX//nrdA//yhgH//yafN//rfbC//phr//ppsR//rhlB//trpS//fes//plsC//yjeH//yghU//rnpA//ibpB//ybjD//dgoA//dctR//rtcR//dauA//hha//era//fumC//potE//leuC//sdhC//entA//cas1//glcB//murP//bepA//araA//pdxK//betA//casC//gloA//soxS//cysI//fliG//hofC//aroL//pspF//ydiK//lsrB//rimM//uxuB//narQ//barA//yjiR//dnaG//paaK//bamE//yraN//nimR//hyfR//otsA//frc//yghG//yoeE//yehP//rutA//rbsD//leuA//ppsA//dmsC//yfbS//dgt//asd//ftsP//zntR//gltB//yajR//yjiA//abgR//trmH//yihT//fdhE//priC//ptsI//ubiA//dgcM//mpaA//fadE//ettA//efeO//lldR//cheR//cspC//rcsC//puuR//
GO_0055114_3	ybgQ//yfbS//dsbB//dsbG//mdfA//nac//ybiH//tldD//flhC//frvB//ttdB//iraD//fadE//ppk//ompG//rpnD//mepA//sdiA//artJ//ribE//ssuD//yccA//yagE//menC//mutL//gppA//tpx//rhoL//fixA//trmO//purA//ynhG//asnB//holB//rimJ//elaB//tsgA//nanA//rpe//paaK//lsrD//insI1//dnaT//rutC//codA//hofM//yggT//pinR//paaE//yibT//mscM//nrdA//rarA//fklB//yagJ//rpsE//hofN//sanA//lysS//yfeR//mtlD//ftsB//dxs//folP//rpmJ//cpxP//narY//insK//flgM//truB//dppD//argF//yfaX//hexR//ygbM//mlc//cobB//bglA//nemA//nlpI//lpcA//rplE//yiaL//frlB//fimA//trmI//tomB//rfaE//thiI//relB//appY//rfaC//appA//sgcC//tpiA//yhdJ//pfkB//tolQ//elbB//hdeD//hscA//wzzB//nuoN//nanC//casB//glgS//exoX//bglH//arcC//ansA//umuC//garD//artM//mak//evgS//hemG//fabH//ushA//csgE//proQ//rzoD//agaS//rdgC//napC//sdaA//ybjL//rpnA//truD//btuE//hybG//chaA//ftsX//tar//ldrD//rcnR//recB//yehC//gltX//tdcB//hybD//ycgR//tatC//nirB//yfaL//fis//maeA//yqeF//kdpE//grpE//rpmC//yebC//xylA//baeS//glcB//aceA//deaD//yqcG//phnN//lpxD//pdeD//hdeD//waaC//rluC//metE//umuC//serA//livG//azoR//dcuR//rffH//dacC//yhgF//pmbA//ilvE//rfbC//sdhD//fhuF//tauA//qorA//ruvB//rplQ//leuA//pckA//minE//ompN//elfG//slyA//rplK//fabZ//elaB//yagJ//flgH//
GO_0055129_5	yoaA//malI//fadI//
GO_0055130_8	lpoA//hpt//
GO_0060003_10	lepB//agaD//rutD//mraY//
GO_0060255_5	dinD//agaC//yajL//yiiE//leuB//insB-4//rlmE//hcaE//rsuA//rlmI//cydC//lysR//nlpI//rlmC//yjbE//fdnG//rpsJ//hflC//fecD//ydbD//ubiE//dgcE//arnB//psd//chbB//gpr//uidR//creC//ggt//thrC//hlyE//lipA//yihX//dnaK//cusC//yhbY//manA//mntH//rbsA//dnaX//kilR//srlD//yqiJ//bepA//entD//ydbD//fruK//fcl//gadW//yhjD//efeO//trmD//ettA//yhaC//panZ//gspI//eutR//hsdR//topA//miaB//hchA//dsdC//yhiM//waaP//iraM//modB//yehC//amiA//pheM//sapB//speB//glnL//tatD//aroG//idnK//hybA//pykF//nrfG//baeR//mscM//rffC//hyfA//hemF//ldcA//yphB//atpB//phnC//pykF//hybE//relB//rmuC//gshA//ymdB//yebS//napB//rhsD//dusC//yehB//degS//fmt//pdhR//ydhQ//ubiH//agaA//rihC//cspC//rtcB//zapA//flgH//polB//gutM//gadE//dicB//yjiX//kdgR//aroP//paoC//waaF//leuE//queE//entS//nudC//gmk//epmC//mtgA//mepH//gabP//greA//yhjA//ybhA//nei//mscL//crr//feoB//dapB//intF//dgoA//ftp//mnaT//uxuA//treR//ychF//dinD//yhfS//phnK//patA//yjiY//codA//narH//zraS//insF-1//fliA//nimR//sbp//yedP//ptsH//allR//hslR//holA//aaeA//purT//prmA//tqsA//pheA//yodD//tusE//thiL//yegS//yhaJ//msrC//mtn//hisD//hicB//ubiJ//leuA//miaB//ynhF//eptA//fmt//wcaB//narH//glyS//tsaB//queG//ubiG//lhr//lplT//dkgB//glnS//sgbH//selU//fepE//potA//nadD//bioB//frvR//thiG//feoA//hemH//gadA//rnpA//zur//alaC//adiA//xapA//hemA//cysW//mrr//cysK//rpiR//rplE//appC//smpB//yddM//paoC//mepA//macB//yfcQ//atpG//rpnA//rhaB//sppA//yhaO//ribD//yjbE//pdxH//pepQ//bioD//sohB//ghxP//malS//uvrB//pabA//dnaG//ynhG//aer//ynbB//iscU//ivbL//rfbC//ccmG//psuG//yaiV//gadE//gltL//rssA//yqcC//prmA//csgB//sfmA//fbp//sufS//folX//ilvI//ldcC//yfdC//srmB//mdaB//nudF//insB-2//feoB//sgbU//fdnH//mcbA//relA//tyrA//citE//opgB//ompN//apt//malQ//tdcA//diaA//ybaM//rpsO//gudD//yidC//waaQ//zinT//rzpD//sucC//hcp//slyD//rlmA//gadA//btuF//flgI//ydjE//dpiA//yefM//cecR//rpiA//ymdB//nusG//rpsE//asnB//nrfF//rimO//putA//lpxP//ade//dxs//ptrA//folE//dapA//ung//rhmR//lpd//ptsP//btuB//yidL//nlpA//ygjR//ydfK//corA//yieE//pheA//hsdM//ccmF//glgX//clpS//sdhB//elfA//fis//sbmC//panZ//ptsP//recF//deoC//bioF//rnb//yqgF//pppA//accC//hexR//rimP//rpoE//ppsR//smrA//gltX//entB//srkA//pinR//recR//glrK//yihV//yegT//fliM//zntA//rlmA//menI//fnr//yfcS//bamC//
GO_0060274_5	yohD//
GO_0060326_5	cbtA//
GO_0060341_5	dhaR//lgoT//
GO_0060491_5	hokB//agaR//sugE//yhhT//
GO_0060566_8	narV//
GO_0060567_8	nusA//ynfL//fimI//
GO_0060699_8	pabB//iclR//gnd//radD//mlc//
GO_0060700_7	nadC//plsX//clsA//yeiE//ttcA//
GO_0060701_8	glcB//fic//malG//dctR//xylR//
GO_0060702_9	ldcC//ptsI//sufE//yhaV//rcsD//
GO_0061013_7	accC//mngR//rplF//kbaY//mgrB//
GO_0061024_4	recF//torY//tolQ//lptB//xylH//ddlA//bluF//dgoT//xseA//adiY//nemA//idnT//
GO_0061077_4	rpsI//ltaE//uhpC//envY//yfcF//csgF//dkgB//yieE//basS//glcA//napA//cydB//cecR//bsmA//bcsQ//yhdW//acpH//dhaM//ybdZ//bisC//sodB//cbpM//alaE//
GO_0061475_9	yhdX//
GO_0061504_8	gntP//
GO_0061610_5	torI//
GO_0061615_7	ydeM//treB//
GO_0061687_3	mraY//emrB//leuE//rpsQ//ydcI//dgcF//
GO_0061720_5	alaC//yqiH//ydcI//amiD//
GO_0061727_6	gadC//rfaD//rplB//kdpA//gcl//umuC//prpD//nirC//trpGD//hycI//bglJ//thiC//pinE//dnaJ//yhhY//holB//soxS//arfB//lacI//copA//ribE//ynhG//prfA//yhgF//
GO_0061984_6	bssR//
GO_0061985_7	pdxB//
