#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	melR//cysU//pgpB//nuoM//
GO_0051247_7	cptB//yjgX//htrE//rpoA//fixA//lpxH//aceB//ynbD//nadD//ygfZ//hypF//
GO_0051248_7	bioD1//waaF//prfA//pheS//yedA//ycaO//mtnN//sbmA//setC//exuT//tcyL//mukB//ilvL//dcp//yhfK//gudX//treF//ydjM//tdcC//livH//mntR//ybiY//lsrR//yfaV//dps//potI//mdtN//fimB//cyoE//nusA//atoB//
GO_0051252_6	ada//hslU//yahO//grxD//msbA//mdtM//tatD//adiA//arsC//frlR//cpxR//coaE//rng//bolA//bipA//gabP//aidB//yphD//purR//pgk//sanA//pgaD//yjbG//rimP//ybdZ//nagC//hemF//mdtK//radD//lpxC//tdcR//yaiV//rnc//rfaD//pspF//fabB//poxB//mreB//glpR//aroL//yccX//livM//oppD//evgA//rimM//accD//phnG//livM//frsA//xisE//groL//yahF//lrp//gppA//yeeO//trpD//ybcL//alpA//pgm//ybeY//rlmJ//relE//prlC//ribF//arsR//nrfF//rhtC//kdsB//rbsA//ydeP//ascB//yfcQ//betB//rpsM//purA//ampD//recE//tpx//thrA//setB//cysH//pgpA//murC//rfbD//radD//entA//yidA//dgcQ//argO//kdsC//yiaJ//ybaT//ibsA//dnaK//argE//ybbW//xapB//bluR//rhmR//modA//dxs//rspB//cysZ//rhtC//ydhJ//kefF//hyaB//mrdA//mfd//ftsE//hisM//rsmB//ybgQ//yraK//matP//rplK//yehZ//thiM//xisR//ygeA//ygdG//mltF//rfbC//ompF//dnaX//rbbA//ybbW//yhgF//puuB//ymgF//ydiP//gltX//metE//zapE//ilvH//ycjP//kduD//aroG//rpiR//corA//yidD//opgE//nagC//cheY//flgH//dgcE//miaA//zraR//rsmG//ulaC//insI-2//betI//kdpD//hybF//yehU//murA//rihC//livK//mltA//rspB//feoC//mltG//glpD//rhsD//rfbX//ftsH//gluQ//metN//yjiM//ycjD//tolC//potA//yfdS//glnS//blr//rsmF//yhfK//entA//rutR//pepT//gltI//ftsQ//yjfP//prpB//tdh//ygeW//ydeM//nanE//idnO//rsmB//sspA//acpP//slyA//yfbV//cvrA//ybjC//pnp//garP//ycjD//btuB//poxB//cptB//lpd//rhoL//marR//upp//csiD//yhhZ//hiuH//ptsH//upp//rffM//mlaD//mdtI//sugE//ygbM//dmlA//bamC//hypE//yihL//mtnN//glpR//rplK//wrbA//decR//tauD//waaJ//gnsB//leuA//livJ//cptB//mobA//ybhF//acpP//fliA//yiaB//serC//hicB//rnb//ygjH//ibpA//ytfT//ybjC//acrR//fucI//pgpA//feoA//hybF//rsmC//ydcP//pepT//mscL//cobS//ubiJ//cusC//fixB//insK//dgcN//ltaE//ygeA//yidZ//gyrB//dsbB//cra//folX//ligB//lgoD//yphF//pabC//proA//hisG//gstB//ddlA//zapB//csgE//ygbM//rssA//nuoL//
GO_0051253_7	dauA//frlB//entA//ibsD//hscC//purR//moaB//murE//dmsB//fimD//thrA//pykF//tabA//uidR//elfA//uspG//zapC//hupA//btuB//putP//ybdR//pgpB//ybiV//lpxT//nuoG//wzyE//cbrC//rnhA//dnaJ//glcF//caiT//waaB//asmA//appA//yfhH//dicA//clsC//ybjG//qseB//rplE//rnd//yjjQ//flhA//rihA//rpsM//thiM//trxC//ybfE//rlpA//fryB//rplS//mprA//rimM//argO//alr//ybhF//ytfR//ybjG//ynhG//hxpB//ldrD//nlpA//mgtL//fruA//hisG//dosP//priC//clpP//modA//ybcL//ftsQ//lolB//rpmE//thiM//lysS//proV//pta//yeaD//yccX//arsB//ssuA//dppA//cusF//ypdI//casA//ldrA//qseB//hcaT//mipA//fadA//thiI//sgbU//casA//aroF//ydfD//hybF//citG//yfdG//rayT//
GO_0051254_7	katG//sgbE//ddlA//cmoA//idnO//pnuC//setB//ftsL//mlaD//dppC//nirD//speG//phnK//yieL//mgtA//glmS//trmD//artI//hdeD//cueO//yihX//nagB//yihX//serS//bglH//betA//cmtB//clsC//rpnA//putA//xdhB//treR//iclR//fur//ddlB//dnaE//oppC//csgG//hupA//fmt//nagK//exuT//nrfG//fadL//mdtE//nmpC//yaiP//curA//waaG//rpsP//lolC//nepI//holB//mhpT//truA//pdeR//rbbA//rpsQ//mhpR//mdtQ//arcC//yefM//hchA//trkH//yidK//yciH//allC//cysE//mdtE//fhuC//mzrA//mgtA//metF//hcaT//fepB//
GO_0051258_7	tdcR//
GO_0051259_6	nrfA//atpH//exbD//acrR//sapF//ompT//guaD//ycjP//cadC//torC//rpsO//gabT//ypdA//recD//cdd//azoR//galE//yafC//casA//ibsA//dgoT//ybcF//stpA//crl//umuD//qseC//recQ//narG//nudC//casA//hypA//lpp//artM//yodD//paaH//paaJ//ygeV//ydeE//yfcV//sfmD//metL//ycjD//gloA//tyrB//yhfS//thiM//dapA//exbB//frvB//manY//fadI//
GO_0051260_7	yibT//gadX//decR//waaA//rpiB//hemD//allD//feaB//lpxM//bglB//ymfK//sixA//iaaA//yghG//menE//yieL//fhuD//gyrB//upp//yfbV//fdoH//lgoD//yciT//fadB//rplE//sufB//bssS//glnQ//mrcB//yiaT//ycgB//napF//gadW//yjjB//narW//cutA//cheW//eutN//uof//mzrA//cyoB//menA//miaB//yfdK//caiF//fliG//yceD//
GO_0051262_7	purD//rplL//zapD//melR//yjiA//fepA//sanA//yadV//zwf//yieF//pbpG//patD//insE-1//ribC//blr//thrC//kgtP//ydeP//greA//umuD//selB//ssuB//rffC//yidK//cysM//dnaA//yjiA//fadE//shoB//sdaB//focB//atoB//fixA//cysN//corA//narX//
GO_0051270_5	pheT//ybjN//modB//ydiF//tusB//murB//ydiR//djlC//mutH//rplO//ulaE//ybjL//ybaT//ppsR//waaZ//queE//
GO_0051271_6	atoS//treC//waaS//pbpC//waaO//rplI//nuoB//exuT//pdeR//
GO_0051273_7	glvC//glpA//bglJ//fabI//smpB//ychH//smpB//
GO_0051274_8	nagZ//mcbR//yfcQ//yaaU//melB//yidP//exbD//
GO_0051276_5	bamB//waaB//yccA//rayT//glyA//atpC//casC//hcaD//yiaB//eco//ubiI//hscA//aspS//ihfB//adhE//yieH//ralR//yhhZ//aceA//yjhI//torD//phoE//prs//ybcQ//paaF//nupG//
GO_0051289_8	rzpR//yrfG//aspC//tatB//pliG//uidC//ettA//flhA//ascG//treB//cysD//xylA//narZ//rpsN//pgi//yieL//uup//yaaY//thyA//frvA//tnaA//nikD//xapA//lacI//viaA//hycB//yidP//paaH//ygbI//proW//elfD//ddlA//yjiX//poxB//cueO//soxR//
GO_0051301_3	aroB//yqaA//bcp//bioA//guaD//hofP//bglF//dosP//malS//rluD//agaC//guaC//yjcO//tcdA//rpsD//ybjG//acrE//potE//smpB//rnt//galU//nrdB//ssuC//ilvC//yaaU//yciK//ompC//folA//napC//ispU//waaO//ppx//sdhE//ybdM//paaD//tdh//
GO_0051302_5	thiQ//mdtM//rpsT//rzpD//hemN//aceK//argD//prc//hisP//mmuM//panB//cdgI//pnp//rspB//
GO_0051304_4	tsaD//
GO_0051336_5	yddL//ftsX//prpR//recT//nudB//waaH//tag//tsr//pta//mrp//ybdH//msbA//ariR//yajD//eutK//hofQ//hldE//rpoA//tgt//nrdG//xylR//hdfR//nrfE//ddpA//mobA//
GO_0051338_5	fadK//dsbA//ybfA//pgaD//
GO_0051339_5	efeO//
GO_0051341_5	ybfA//rcsA//
GO_0051345_6	cusS//borD//serC//lsrR//aroG//yeeJ//ybiW//priC//
GO_0051346_6	fimA//sufA//sapD//yggX//sgcB//sfsB//rclR//yajD//yoeB//lpxC//moeA//
GO_0051347_6	tusE//yhjC//
GO_0051349_6	argA//
GO_0051353_6	dsbC//ycjD//
GO_0051391_8	tag//
GO_0051409_4	metC//cysK//
GO_0051410_3	ybhP//
GO_0051452_10	galM//
GO_0051453_9	ygeR//yadV//aphA//yciT//fadK//hofC//yehW//ykgO//
GO_0051454_10	yfcV//dcyD//ygfA//ybiY//cysP//
GO_0051476_7	rffG//
GO_0051484_7	intS//
GO_0051493_7	proA//
GO_0051495_8	dbpA//
GO_0051595_6	glnE//pcm//gatD//gloA//ygaZ//
GO_0051596_6	dnaX//ompT//clsC//btuF//cspB//ribD//ispH//artP//murJ//deoR//bacA//mrcA//plsB//coaA//ybiA//yhbS//epd//ulaA//ybcF//ortT//ampG//ppk//ubiI//dsbB//argK//hycH//perR//rpoD//
GO_0051599_4	hflK//
GO_0051603_6	deoA//sseA//nrdR//malK//fixA//yidP//
GO_0051604_5	tnaC//rbsK//torR//yaiW//yeeA//mdtQ//gsiC//hemF//sodC//alaE//deoD//moaB//hslU//ttdT//metL//yjbG//pflA//recB//narQ//galF//crl//thrL//hemG//dacB//slyA//ymgF//yadM//hsdR//rhaM//yiiM//betB//puuB//phoP//apt//yhgH//ldcC//ybhS//leuA//bcsQ//yciT//
GO_0051606_3	dmlA//yeeY//
GO_0051607_4	yjbH//dppC//gpt//entB//hypT//yhdW//ydhJ//talB//btuD//msrC//
GO_0051641_3	srlR//metC//eno//sbmC//hiuH//tsf//ybdO//manZ//pflA//xylB//hdeB//phoU//glpB//yjhI//potG//cysH//elbB//polB//yjjB//rlmG//ydhK//rpsP//idnD//
GO_0051649_4	yjjW//cusS//fdhD//abgR//ymdB//fabB//fadK//frvR//yeeY//ruvA//mdtD//actP//gadW//
GO_0051651_3	sfmH//pabB//yaaY//
GO_0051668_4	hyaA//
GO_0051691_5	mlaF//emrY//
GO_0051692_6	gatY//hipA//
GO_0051701_4	ybiT//agaV//lyxK//ada//hdeD//rnt//cydB//mdfA//ygaH//yghG//smrA//pspA//fnr//yehZ//mngR//cdd//
GO_0051703_3	tolQ//ubiH//adhP//trmJ//trpGD//yjbF//ybiV//sbmC//
GO_0051707_3	kch//bamC//agp//hscA//hslV//xisR//fdoH//tpiA//ydfD//ubiB//hupA//yggE//dinJ//setB//
GO_0051715_4	cedA//
GO_0051716_3	ptsG//yeeY//dacA//dtpB//rfaE//mdlB//sufS//yidZ//glnA//yraK//fepG//glcC//yfdO//yjjU//plsX//napC//argF//tsgA//kdsB//ybjG//aqpZ//rpsJ//ybiV//dgcF//yaaA//fucI//yidA//roxA//dusC//cysH//norV//mhpR//essD//mglC//ascF//ybhS//torA//cbl//uxuB//tsaC//sfmF//nrdD//yjcO//hybO//add//ycaN//gspJ//bcr//dnaJ//tisB//cra//lplA//glpT//cptB//cpxA//holD//yfbU//mdtC//hprR//gdhA//argK//pntA//yhhY//acnB//ddlB//pepQ//tesB//emrE//pinQ//dcuA//ompW//phoP//fadB//yfcV//zapC//trkH//tatA//cmtA//xylA//fepC//rimJ//dacD//tmcA//ygcO//agaC//ybaM//xisE//ibaG//ligB//tolA//panB//yhgH//nrdD//gutQ//arfA//lsrG//setA//hisG//alpA//fbp//decR//decR//adeD//alaA//waaU//yhbQ//rraA//hisP//ftsP//metF//purF//tcyL//yccS//lon//pgaB//argB//abgR//mnaT//ubiC//gltL//fabZ//bglJ//gltS//garK//uhpA//trpR//acpH//pgrR//ybeQ//dxs//mdtN//dppB//nudG//blc//nhaB//acrF//alsB//decR//nagB//yraK//ldtD//ydcO//frlA//yfbS//yfaU//aspC//accD//ibpA//trkG//nikB//rfaC//ybhG//yciK//livG//rimM//hybF//ytfP//pyrH//dgcF//leuB//ydbK//abgB//dnaG//xapA//ilvM//gspJ//exuR//yihI//artM//speC//pepD//nlpA//nlpE//yqhD//dgcT//ybcL//asnA//baeS//modB//focA//gshB//acnB//sgbE//insF-1//decR//ndh//cydC//hicB//ftsL//cysB//tnaB//yjjQ//barA//yfcU//ybdH//sfsB//murG//tldD//dacD//pstS//glpC//gutQ//sad//symE//fumA//opgE//fimB//uspG//rnlB//trkH//dcuR//opgB//rpsI//fiu//araD//rcnR//atpA//puuC//tehA//bluR//malS//mltD//yagU//fabR//mngA//trkA//fucA//yphB//arcB//malP//prpC//yafQ//fimG//acpT//sthA//uvrD//fumB//proA//cmk//fucA//ydbK//btuR//ybiV//mdtO//xapR//maeA//dkgB//paaJ//hscC//yeaE//aroH//acs//yihW//ydfD//rlmD//tbpA//uvrB//uxaC//caiB//torY//agaW//kilR//lacI//ffh//phoB//ulaF//aroP//rpsG//sucC//rluD//ftnA//tldD//yjeH//galM//ydiV//lolE//betI//prlC//queE//nanC//ilvD//paaK//fumA//argS//araB//kdsB//rpsJ//uspF//tsx//ftsX//gltP//priB//ugpB//ybbY//mipA//tadA//uhpA//recA//yjiA//ydhQ//manA//kilR//nimR//udp//truB//ribF//caiE//glvB//malI//hemN//dkgA//gor//rbn//prs//cmoM//dkgA//pmbA//ydiF//hscA//astC//tatC//yhgF//hscA//glxR//trpD//opgD//cydA//pstS//mdlA//aroF//prfC//ubiF//mltC//hscC//cheY//yidK//dicA//queE//kch//nagE//yjhC//dgcJ//cusB//prpC//cspE//mdoD//fic//ygiV//bssR//ydcR//ihfA//rluF//zupT//gntU//ggt//coaE//zapE//maeA//ybhI//
GO_0051726_5	yfgI//yqhD//yehU//thiI//insE-1//
GO_0051781_6	aroF//tatC//
GO_0051782_6	phoU//erfK//selU//galT//prmC//perR//argE//
GO_0051788_5	bioD//
GO_0051790_7	dmsA//
GO_0051806_6	mnmE//sdaC//hcaR//ybaM//yhaM//hdeD//hcaC//exbD//
GO_0051817_5	pyrB//yafC//paaZ//dgoR//
GO_0051818_6	rsmA//ynfF//yfiC//phnK//
GO_0051828_5	paaB//ymfK//yccS//yejB//trpB//chbC//ribD//xapA//
GO_0051883_4	ybbN//accD//wecB//fadB//
GO_0051977_7	ytfR//
GO_0051983_5	yihU//
GO_0052126_4	ycjR//rhtC//ppc//nadE//
GO_0052128_5	dbpA//
GO_0052131_6	yeiL//
GO_0052192_3	phnP//udk//nfuA//recD//
GO_0052547_6	fetA//acnA//pbpC//
GO_0052548_7	ilvN//ydcP//
GO_0052646_5	yagG//yjeI//mntS//tolQ//nimR//
GO_0052652_8	murQ//rsfS//
GO_0052653_5	paaC//
GO_0052777_7	gabT//tktB//
GO_0052778_6	nanS//preT//wzzB//
GO_0052779_5	selB//idnT//yegV//
GO_0052782_6	appB//yabI//
GO_0052803_5	metL//ompT//ydbK//epd//garD//rlmI//trpL//fliS//
GO_0052837_6	yhjR//
GO_0052838_5	yijE//
GO_0055062_9	thiH//
GO_0055065_8	yidH//yehT//ydcT//yqeF//fadD//glmU//clsB//eutR//abgT//dinI//yeeA//apt//paaZ//moaC//narZ//yjiX//zapB//yebQ//alr//decR//gstA//raiA//queC//gntR//dkgB//yjcS//
GO_0055067_8	metK//ppc//fimZ//evgS//fimI//focA//flhC//fepA//casD//yggF//fhlA//cpxR//
GO_0055069_9	mreC//
GO_0055070_10	waaO//yecS//slyD//cadA//yraH//potF//
GO_0055071_10	thiC//
GO_0055072_10	fryA//bluR//pfkA//torZ//sodB//uhpA//fliS//ogt//arfA//cpoB//hscC//galU//flgA//gsiA//
GO_0055073_9	degS//
GO_0055074_9	yibH//
GO_0055075_9	fhuC//
GO_0055076_9	yehW//yhbQ//elyC//uvrB//sgbH//cobU//mukB//cpsG//mutY//scpB//speC//dinD//yebQ//sapC//groL//dnaX//mntP//cbrC//pfkA//bioD//ybcL//yjhP//
GO_0055078_9	ddpA//xapR//fruB//
GO_0055080_7	cspA//dinJ//yhbO//pyrH//hisF//flgD//glvC//ilvA//opgG//dpiB//fadE//dsbC//glnL//purA//glnH//modC//amiB//yeaE//mhpT//livG//solA//ydcZ//bcsA//hemH//rne//xylB//yghO//yraN//yedF//chaC//leuC//hisP//ycfH//eptA//ispA//
GO_0055081_7	guaC//
GO_0055082_4	nikC//syd//fnr//livF//cdd//mraY//dnaQ//fdx//ydaC//yqaB//yhhY//rng//fixA//cycA//waaF//ssuB//ppiA//atoB//phnG//aqpZ//rpoE//gatD//cho//yjbF//iclR//degS//cydB//phnH//yfiF//malZ//cecR//yjjU//lepB//rfaQ//
GO_0055083_8	iap//
GO_0055085_5	ftsA//yohD//hofM//gadA//rraA//malI//mutS//wecE//patA//pnuC//dcuA//dinG//cnu//btuC//decR//atpF//rpsK//rfe//basR//allR//mdtC//spy//csgE//ftsQ//yqiG//dgcM//mltD//dppD//fmt//rpsN//ygfA//yidE//paaC//osmC//flhE//umpH//cmtB//yohD//solA//lpp//gcvA//blc//nrfG//murG//rfaQ//rfaG//acrE//mrdA//yjbG//nth//glnS//ptsH//fdoG//frlB//rclB//ydcO//marR//fabH//ydiO//essD//sufD//yghB//cspG//surE//nrfB//yhjR//yfdR//yidP//aroA//purF//putA//nrdA//dauA//lolE//pmbA//sgcE//kefG//hyaB//kdgR//yiaJ//creB//garR//cysD//ada//tnaA//ynaI//tmcA//ltaE//ispB//ybjC//topA//cnu//hscA//fabH//tktA//ykfM//csiD//fcl//lysP//btuB//selD//frdB//hda//yhdX//ygeR//kdsB//fabH//cydB//hybB//yqaA//potB//cusR//rpsK//deoR//pheS//plsX//nth//amiC//gspI//yjbF//malI//sbp//ulaB//yihP//mnmG//chiP//galF//surA//rclR//tag//phnG//yhbO//sgcR//mscK//amtB//insK//ppx//aroF//xerC//moaD//nhaB//argA//yiaU//rhaR//hypE//sodA//yphD//dicB//murQ//rlmC//glpD//dacD//cysK//phoB//rpsI//hofM//nimT//pepQ//mngR//yjjV//aceA//rluA//flhD//rfaB//ynfL//fadE//intZ//galF//fabH//hemL//xylR//ravA//pinE//yqjA//dicA//yggT//dusC//rph//atpB//csrD//rpmG//lpxP//mdtI//cdsA//endA//ebgR//ygeV//acrR//zwf//frsA//ascF//glxR//pstS//ftsQ//ycfL//ompT//dusB//ycdY//sufC//frlC//hyfR//ilvM//thiI//bacA//fimZ//ykgA//ilvL//manX//ydiK//hipA//panB//yggE//tdh//yfeX//cyaA//uspE//cysU//yedA//bglB//mqsA//srlD//uxaC//mipA//rplW//yfaX//fadR//hofM//adiY//hisB//pgk//ppx//ybiA//pth//lpxT//potH//sufC//ivy//ycjD//metI//insH-5//deoD//ompL//bioD1//ygaV//hemA//trkG//opgC//obgE//cynS//kilR//argR//ybjG//iscR//macB//dnaE//fimE//acpT//rpe//dacB//yjeI//ycdY//lpxL//blr//sufA//kch//gatA//rhaB//mqsR//rpsI//glpK//rclR//talB//ybdM//rbsA//phoQ//mcbR//thrB//potE//ytfR//potF//nadD//degS//allC//yahO//nrdF//rfbX//hsrA//ybdO//nadB//phnM//glnH//ycjP//nagK//lysU//trpGD//yjfP//bglJ//yieL//ldtA//fryB//ldtA//galK//livM//gutQ//proQ//paaC//trpC//csiD//pyrH//asnC//rcnB//clcB//mlaD//rluD//flgA//dauA//mdtC//flhC//potA//yqiH//dgoR//yejF//malP//ptsP//cdsA//fdx//apt//xseB//ynbC//kdpE//yhbQ//sseA//rimO//gpmM//raiA//cbeA//nagD//ispA//hprS//ycgR//fimC//yqeG//frvA//malK//queG//mhpT//gutM//flgD//topB//yjbF//sseA//pdeL//blc//iaaA//rnlB//argE//zapE//sdhA//pgpA//flgG//curA//mdtD//rhmD//galE//alr//cvpA//hflC//tusD//sxy//fabI//hdfR//rluD//pspD//recR//waaJ//ribC//ftsN//ybdN//yqaB//frwB//ivy//yfaL//ortT//fdoH//potD//rutB//mscM//nimR//hpt//yifB//yhgF//acnA//potD//ascG//yfdC//paaH//plsC//dmsB//secA//yjeH//bioC//bcp//aidB//phoQ//fepG//rhaB//mhpD//setC//sgbE//flhE//gadA//treA//yeaV//phnK//ydaV//pepB//rihC//lolA//mdtQ//prmA//mdtC//eptA//prmA//rpe//dgcT//yajQ//ispF//yddM//potG//epmA//xerD//sapF//
GO_0055086_4	lpoA//csgB//yafS//astC//menF//nagK//idnO//entS//phoQ//yjiX//queF//queC//higA//emrB//ychH//treA//mtlA//yfiR//flgG//tatA//atpD//garR//rcsB//cbrC//rhmD//pflA//waaA//yebK//codB//cpxP//cheR//xylH//rseP//zapC//malG//ffh//clsC//mrdA//ispF//marR//gspE//murC//panB//ymgC//ykgO//yjfP//yghO//nikB//ydcR//yciH//flgF//rplB//rraA//dusC//ldhA//narV//ribE//cas3//yabI//yraK//nrdB//yebC//purF//yohD//aroG//hslO//aroD//codB//ibaG//opgB//yihL//arcB//yceD//uvrD//fepG//iaaA//higB//rraA//cca//mhpR//yfeO//radA//sufC//lysU//ompF//yjcE//tdcD//nhaB//flgC//kduI//yidE//abgB//pepT//yoaA//sspA//speE//mcrA//nagA//frmA//yidA//rsmH//melR//tolR//secG//bamC//ortT//rof//yqcG//holD//zitB//malP//rbn//phnG//rlmF//fadI//hemF//dedD//fucO//kdgR//fadE//elfA//mltC//ydjK//phoA//fimC//bcr//ygfA//rnb//betA//yhgF//fes//mngA//fryB//aes//zipA//mscL//msrP//ybhP//rmuC//fre//ppsR//nei//xthA//moaD//cysP//yjiM//nemA//mzrA//ribB//thiL//yebQ//wzyE//yjjW//yagI//wecE//mngA//hdeA//pdxY//rutE//ldtA//fabI//tig//fliL//fadA//panZ//rseB//fliG//hipB//lspA//evgS//manZ//gadA//
GO_0055114_3	frlB//accC//ybgQ//mdtL//srkA//ynbD//ttdR//cadA//gluQ//yehC//tufB//yijE//edd//fumB//guaD//idnK//yagG//htrE//moaC//pyrH//eptC//ilvE//selD//ycgR//insH-6//ymgF//yidH//relA//hcaB//wecB//tsr//aroF//ndh//elyC//opgC//leuS//yihX//fur//thiQ//cbrA//lysU//pgaB//yqjA//ycfJ//selD//evgA//hcaF//ccmD//ybiS//ssuA//ybcQ//murB//yibA//livK//bglF//wecC//ynbB//cmtA//elaB//envC//yghO//lplT//dcm//csdA//lgoR//fadR//ung//aceK//yddM//rfaQ//rraA//yfbV//rmuC//secY//yahN//ttcA//holC//leuB//sspB//yhdH//ycbV//ymfA//yidL//tadA//fdrA//holB//tdcD//znuB//ycbB//prmC//cysP//rrrD//ygbL//mepM//tyrR//potF//radA//ghoT//mscM//yqgB//hybC//dps//dsdA//recQ//efp//ydeE//ibaG//mipA//prlF//chbC//borD//nikA//ompA//trxC//sbmA//cusR//gspF//rfbD//kdpC//kbaZ//nagK//mlaD//galR//fimH//livK//rluC//atpG//nuoF//aidB//fkpA//kdpB//abgR//plsC//hyfA//pheS//hisP//hldE//nrfG//folX//yhfS//glgC//ftp//cspA//dmlR//cmoB//rbn//relA//surA//xdhB//garP//yeeA//cbpM//bamD//ypjD//orn//ampE//ada//cueO//yqaA//gatZ//tdh//rluD//nrdD//idnT//apt//rhaS//hybB//csgG//queC//dcuC//ydiK//qseB//acrE//ivy//mglC//kdpA//ddpX//rhtC//yjcO//insI3//tgt//ubiE//cspA//pepA//gstB//mdoD//fmt//ydhK//dtd//ccmF//ppiA//sufB//
GO_0055129_5	surA//yqhD//hemF//
GO_0055130_8	ydeP//minE//
GO_0060003_10	cspC//bioF//glpD//evgA//
GO_0060255_5	yeiE//lyxK//mdaB//fecD//thrC//fdnI//csgD//manY//aspA//dosP//cydC//agaW//nanC//tdcB//ralR//purC//ubiG//fadK//yaiW//rimL//torI//xylG//fucP//sgcE//tamA//citX//yobA//gpp//fadH//nuoL//mtgA//chpS//rdgB//glnB//sspA//yccX//pyrD//sucC//yahF//groS//cysE//prfC//msbA//napA//mmuP//sapD//uspC//pntA//purL//nrfG//glrR//rluC//yraH//cas2//yfgO//ybjC//yfcF//arnF//glgB//rlmH//yehW//fabI//entB//satP//rnhA//pdhR//guaC//rzpR//pncB//chaC//mutY//lsrR//yfcA//ldrB//rpmH//tpiA//treB//rplI//xerC//menA//rnhB//rluD//frvR//iaaA//mcbR//acpP//tdh//dusB//marR//ybhA//ydeT//ynfL//arcA//ytfP//casB//nrdI//yehB//bamE//yedL//ytfT//iraP//nikR//xanQ//atoB//kdsC//nuoM//yohC//sgcC//eutR//rpsA//era//acpH//sohB//tcyL//ybdH//yghG//argB//lrhA//agp//ykgM//dusB//yjaA//prs//mlaB//proX//dkgA//yegD//rlmL//rplQ//yfdO//actP//ulaR//hrpA//mreD//macB//ruvB//nlpD//insA-1//caiB//ibsB//radD//moaD//ilvB//yhhZ//yqaE//hcaT//ygiN//paaH//yiaM//ygbL//fdnI//ptsH//ampE//entA//lgoR//mnmC//hflD//artJ//groS//yeaK//hslO//tas//yjjG//cysH//yggF//yhaO//rbsD//dcuD//yggE//ycfH//garL//iraD//gutQ//rsmH//ybfE//yejB//sfmH//tdcE//ccmD//ypdA//mppA//glpK//fliZ//proS//fliL//rfaE//zinT//cheB//rlmJ//fecB//groL//lldD//serC//sdiA//rfbC//nuoE//pgm//insI4//acrA//rbsD//caiT//cspD//ydiV//pdxJ//era//ybjG//fhuD//zapE//yohD//zapB//yciH//ddlB//casA//glpT//pspA//otsA//ybaQ//yebK//rclC//prpC//rplM//paaG//lldP//yadK//mdtF//ydeP//rfaG//surE//glpR//rpnC//tdcC//cyoD//ydcT//idnT//ybiI//frlA//yfcG//mltA//proS//moeB//sapB//glcA//btuD//idnD//mraZ//cysM//uhpA//flgA//hisQ//yccS//yihR//rffC//yhjA//ydfD//ddpA//yehA//hda//yiaA//menF//fetB//edd//tsr//trpR//ribB//waaO//gpmM//coaA//pyrE//acrD//acrE//pheT//yjiR//thiI//rsmB//frwC//znuB//cobU//murA//tdcF//potG//moaE//glpR//suhB//comR//dacD//yiaF//ugpE//sgcA//fadA//yejF//mtr//nuoF//sbcB//tgt//udp//ydfH//ypdC//sbmC//dnaC//brnQ//znuC//elaD//malX//insF-1//ydjJ//glk//yhjD//macA//gstA//trmA//holB//yraR//insI-2//appC//sulA//yihT//comR//rcsA//fadB//alsC//ttdT//rpmH//yeiE//rzpD//fadR//emrD//napD//yjbB//lspA//nanK//ydcO//ykgM//ssuE//puuE//lolB//accD//insA-1//gadA//nfuA//bamC//kdgR//wcaC//fixB//mdtK//ybhI//bcsQ//iaaA//gpr//yadV//yccS//dppB//yehC//ftnA//glsA//
GO_0060274_5	yifB//
GO_0060326_5	dxr//
GO_0060341_5	tufB//rfaB//
GO_0060491_5	yjiQ//ivy//prmA//gltL//
GO_0060566_8	queA//
GO_0060567_8	map//rbsA//glrK//
GO_0060699_8	cspD//lyxK//yeiE//yeaV//aspS//
GO_0060700_7	tolB//gmd//sfsA//yehW//rsmI//
GO_0060701_8	guaC//mnaT//cspI//nsrR//fimH//
GO_0060702_9	rfaD//tusC//yhdJ//menD//ybiW//
GO_0061013_7	greA//narK//tas//hpf//secG//
GO_0061024_4	yghG//setB//yagI//fre//uhpA//blc//yadK//ydaC//lgoD//ccmF//elbB//dctA//
GO_0061077_4	spy//hyfC//galU//abpA//cecR//casA//nuoN//ligB//ybaO//ydjE//adhE//relB//gabP//yfhH//pliG//yfcQ//tdcC//nupC//minD//hexR//yfhM//yfcF//rpiR//
GO_0061475_9	dgoD//
GO_0061504_8	arsR//
GO_0061610_5	trxC//
GO_0061615_7	rplR//ompN//
GO_0061687_3	glcC//yadC//bioD//bglB//tsaE//nagE//
GO_0061720_5	rpsJ//yidE//glvC//yccS//
GO_0061727_6	cptB//fimF//yihX//bdm//potH//yidK//hcaF//speG//rcnA//nuoN//yafE//nadE//fieF//btuC//ybjL//ldcA//rfaH//yfjR//leuB//pnp//aroK//fumB//mdtF//sufA//
GO_0061984_6	yhcN//
GO_0061985_7	qseB//
GO_0062012_5	yifB//gspJ//ycgV//yhhT//basS//rpsD//sgcA//hycI//gpmM//moeB//preT//
GO_0062013_6	yfiR//rffH//yebK//
GO_0062014_6	tolC//citT//
GO_0065002_6	yadG//katE//ssuD//tufB//rpoH//gltK//nuoH//fadM//
