#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	wzc//intF//eutK//tamB//
GO_0022611_3	rfbX//cstA//phnN//yieL//zapB//groS//
GO_0022613_4	yebQ//yggT//dcm//fimG//frr//codA//hscB//kdgT//pspF//
GO_0022616_6	rodZ//thiI//pcnB//
GO_0022618_6	azoR//ybiI//nlpE//pnp//metG//hemD//rplS//fis//rpsN//fimA//der//rlmL//hypC//pta//glgA//zur//dapB//mrp//nrdG//yidD//mtgA//xseA//tyrB//glpC//
GO_0022898_5	yidH//mutL//rplC//pnuC//
GO_0022900_4	truD//rluC//ydiB//yehX//deoB//ndk//wzzB//glyA//alsA//yhiM//rplF//ygbN//tatE//lptC//aceF//nfi//osmC//radD//yjjU//yggE//ppsA//baeS//acrA//yhaO//
GO_0022904_5	ydiB//mepA//dnaC//phnL//macA//sxy//yeiL//yfaE//lpxH//nmpC//mdtB//dsbA//torC//yihX//waaC//ade//yfdS//hisH//pgaA//chiP//dadA//
GO_0023014_4	ynbD//fimB//ackA//lpxK//mglB//adiA//topA//mepH//udk//sanA//yedF//kdpB//gnd//purL//rpoH//era//mazG//folP//yafS//uraA//yghB//mlaD//ilvI//ptsI//ybiX//yghU//fabZ//hybO//yccS//zraR//rpnC//sufS//sapF//
GO_0023051_4	nikD//
GO_0023057_5	yjgX//
GO_0030001_7	ybbY//bcr//mdfA//trxC//kduD//yehU//ftsY//queG//etk//gltD//proQ//ycfJ//ygbL//clpP//gspI//fecC//eptA//proB//kduD//ybaO//xylB//mdtI//btuR//uspF//metH//ampH//yqjH//ackA//pbpC//ldcC//hslU//ttdB//priB//garL//cpxR//nrfG//yigL//appA//dmsB//ycfS//htpG//hprR//ugpA//msrC//purN//insI4//dinB//yqeA//yidZ//fepD//sgbH//hybO//glpG//yhhY//infB//nfsB//rsmI//zitB//narU//sgrR//ssuB//fadD//
GO_0030002_6	srlE//
GO_0030003_6	fadE//lepB//map//pitA//cdd//phnP//yggW//agaD//trmB//cspE//fsr//ynaI//ccmF//ygjK//idnK//hemH//focB//mgtL//ydbK//yihX//gloA//livJ//purD//glpC//murE//ssb//malE//frmB//rbbA//
GO_0030004_7	nlpA//yciG//patA//opgD//yibH//era//hslO//mdtM//srlB//ybjC//rlmG//
GO_0030007_8	alaS//
GO_0030026_9	alr//
GO_0030030_4	trpA//prpB//tnaC//yjbF//glsB//phnH//kdsB//tonB//dgcQ//wcaB//cvpA//motA//yhbQ//hokE//thrA//thyA//yahB//ugpE//zraS//ytfE//narX//cas2//yhcN//htrE//dnaX//bioC//pspA//corA//otsA//
GO_0030031_5	spoT//dppF//torY//rcdA//cspA//cysM//rluA//frsA//ttcA//mqsR//nlpD//cyoB//yciE//uvrY//intQ//ampH//pldB//artI//fepE//ribF//hupA//
GO_0030091_6	ypdB//satP//agaW//yaiP//nrdI//ydjE//fdnG//rplB//phoA//mglA//
GO_0030104_6	garR//acpS//metB//dacD//
GO_0030153_5	aslB//ybjG//
GO_0030155_4	ssuB//gph//
GO_0030162_7	folC//hpt//secA//acrA//pflB//hcaC//cas1//
GO_0030163_5	mnmE//kdgR//gcl//cspA//
GO_0030174_9	ilvE//iscA//efp//gatZ//ridA//
GO_0030203_6	citX//rcsB//sbp//yidE//prpB//elaA//sgrR//yijE//polA//yafC//nac//uidC//hofQ//nfi//frlB//yieF//sufS//glvC//ychO//ccmG//fecA//gntU//alsE//gluQ//rfbB//nuoI//trxA//frdB//clpX//rhlB//cyoB//nuoI//kdpA//clpP//yobA//aceF//cheR//flgG//dcd//ydaC//rhaT//radA//pgpB//yciH//nagZ//ycjP//nuoF//glnB//aroP//yidD//ogt//yihV//katE//lepB//modC//rutF//arcA//iscR//aroH//envR//yihQ//raiA//cobU//
GO_0030243_8	cmoA//ydhC//chbF//
GO_0030244_9	xylR//ybdR//iscA//
GO_0030258_5	nfi//prmA//rpsI//iaaA//yidA//malF//sucB//phnC//trmI//ygbN//dmsA//hisF//ybiX//argO//yegT//trxC//eutN//aas//thiE//tsaC//deaD//nirD//yahD//alaE//
GO_0030260_7	zraR//mltA//ypdF//zur//pdxA//feoA//umuD//cadB//
GO_0030261_8	opgD//
GO_0030307_6	nrdG//
GO_0030308_6	pgaC//tcdA//ydbK//fliL//cyoE//
GO_0030320_7	fkpB//
GO_0030388_5	rplM//yibF//nrfD//
GO_0030389_6	yieE//
GO_0030392_7	thiQ//
GO_0030393_5	flgF//
GO_0030488_6	tauA//glpF//appC//bamE//prc//kdpB//aceK//ycaN//gloC//slmA//moeA//hflK//bhsA//cyoB//yehA//nrfG//
GO_0030490_10	ddpA//dgkA//yoaB//topB//aldA//
GO_0030497_7	mscL//alsK//
GO_0030522_4	ypdI//
GO_0030541_4	ampD//ybcF//
GO_0030573_6	ghoS//
GO_0030632_8	yfhM//ldtB//argR//nuoB//
GO_0030641_8	pck//poxB//tdcD//pdeD//nikR//ydjK//hypF//rsmG//hprS//rpmH//
GO_0030643_8	rcsB//
GO_0030808_7	ycbX//
GO_0030809_8	mhpD//
GO_0030920_9	cysW//
GO_0030961_9	dtpA//
GO_0030978_7	tar//malS//gstA//
GO_0030980_7	pheS//cusA//nrfC//
GO_0031106_7	asd//
GO_0031118_8	yraI//pstA//cbrC//yfcV//def//paaG//eutR//
GO_0031119_8	mdtI//lgoD//proB//hsrA//trmI//rhtA//
GO_0031123_8	gldA//hsdR//smpB//slt//hprS//
GO_0031124_9	pflB//ppiA//
GO_0031125_10	gadB//
GO_0031162_5	yhfK//lpoB//
GO_0031163_5	rapZ//malY//waaB//hmp//pykA//mntP//yeaG//cpsG//yqaB//sufD//dcuR//phnJ//aldA//ibsD//ynhG//asr//torA//proA//
GO_0031167_6	bssR//trpB//lsrR//yihS//norV//rlmA//ilvE//gyrB//asmA//bssR//ldhA//yccS//ais//moaB//yhbS//phnP//pflB//hofQ//mdtP//yfaE//zipA//yeaV//chbF//murD//
GO_0031279_5	ydaC//
GO_0031280_6	nikA//
GO_0031297_7	nadA//folM//
GO_0031323_5	hslV//pepT//xylG//yejB//yaaJ//ykgM//cmk//malI//ftsN//tmk//nupG//purF//bluR//ynjA//insI4//yehZ//ydcR//secF//atpG//cyaY//lgoT//purD//betB//agaA//lldR//lon//yihV//waaL//rpnB//cof//proC//hokB//exbB//aceB//pepT//hyfC//pabC//fliM//pgm//ycfS//yedA//ybaM//serC//cas3//bioA//ribC//ycbX//raiA//yjeH//rhmD//lpxM//wcaB//rssA//lamB//murP//lapB//mepH//hcaD//fimI//serA//fadK//csgD//garK//sgcC//nemR//cspB//fucK//puuD//rnd//dacA//nlpE//ulaR//rsmE//dsdX//ascF//murP//gatY//ypdA//cbrC//dcuD//purD//sfsA//rutD//folE//yehZ//eutR//rrrD//rsmG//rnlA//artP//yfaE//fliG//gatZ//tynA//mliC//ftsE//flhD//rpnC//sucD//yihP//dtpC//pitB//gltI//gsiD//sgcB//srlA//waaZ//ypdF//queG//pitA//dctR//phoR//ydaC//rlmM//mioC//ypdF//rhaD//wbbK//yhbQ//cysB//dsbC//ribD//mutM//elfG//pphA//bioD1//yddL//feoB//gltI//lsrG//barA//hisH//elbB//dsbC//ravA//topA//efp//gltS//trmH//tesB//arcC//yeeL//yggE//rpsM//mhpA//phnM//rplK//cynT//ilvE//norW//fimF//acpP//exoX//yejE//ygiS//alaA//yggW//livJ//hyaB//fdrA//mdtF//hinT//eutN//holC//dicA//citE//pbpC//alaE//sdhC//rzpR//zapD//ydiZ//ruvC//mdtM//rpmA//nudF//gsiA//upp//lit//artJ//aroD//yijO//tauA//mgtA//yehD//yibA//lapA//csiD//pinR//tisB//cusR//yrfG//tyrS//ttdR//kefF//adhE//ldtE//sohB//dusC//ispU//narZ//hybO//bioP//pckA//ssuD//ybdH//ldtD//lspA//fetA//hypF//queD//ygcO//ghrB//secG//ldrD//hda//ydeM//prpB//yaiV//ydjE//torS//ygfX//hscC//narY//nusG//uvrY//nuoI//pabB//pheA//tnaB//xapB//yafC//acpT//uhpB//hyaD//glgB//yiaF//pepD//hisS//malE//ybiI//rhlB//yfaX//ldhA//yahI//yebS//recR//ybjL//dcm//recE//ubiF//cdd//ycfJ//metB//tusB//gstB//ibaG//opgB//fcl//rplS//rcsB//xapA//yjiM//dcm//rsmJ//yobF//rpe//metE//gapA//sad//sbmA//glnH//rpsP//yjjB//narU//chbB//gpt//nusA//ileS//yqiI//betA//thrB//ytfT//rutB//hcaF//yggN//yghU//recT//aroB//yfcU//arsB//ybjC//phnK//ompR//ligB//hisD//pppA//torR//rpoE//hyfC//glnA//yehD//kch//yahF//recF//ilvB//glxK//dxr//fliK//sixA//secA//yibA//bluR//arcA//narW//kdpA//evgS//zipA//pabC//bdm//hcaD//yeiE//yejA//murI//mlaF//tsaB//ygbM//phr//rseB//umpH//frlB//luxS//hyfC//kdsB//ymdB//gatD//napD//dmsA//allC//yehC//dgcT//cysZ//uof//pyrG//ptsG//
GO_0031324_6	trpE//waaP//yedL//ychO//mltA//gdhA//idnT//adiA//waaS//ompL//ydfH//rplB//dinB//csiD//trkA//menC//shiA//ibpA//yciH//dgcM//gutQ//elyC//cusB//gmk//gluQ//nfuA//sapC//yqiG//yiaB//potD//gpt//yebQ//speE//hslV//def//yhhY//etk//lplA//nepI//rluE//ydhQ//araH//cvpA//dsbG//murQ//speA//hemB//hflX//mdtC//narI//fdhE//glgS//trmJ//ybeQ//mltB//citT//ygbM//thrS//yeeA//rep//sfmD//fimB//aceB//mdaB//yhdW//eptC//queC//sfsA//sfmF//ynfL//osmY//uvrD//guaD//rspB//hupB//feoA//ilvL//yqiI//phnC//yieH//ybbY//rplT//cof//umuC//lolA//yccS//metG//patA//ruvC//btuD//mrdB//gatB//tsaE//rng//wzzB//putA//yggN//hflC//hslR//rpnD//nuoL//ugpE//aroD//higB//rzpR//yidC//ydbD//gstA//lpxC//mreD//yebS//emrB//lamB//pdeF//ybgI//rihA//cadC//agaB//nrdI//phoU//cyoC//scpB//tauC//phnI//nuoG//tcyL//napC//dapA//ascG//gmd//ybiA//
GO_0031325_6	stpA//ybhS//yghO//rplD//dnaC//tehA//yfdS//nrfF//sodB//cho//recD//afuB//nlpD//hycI//yraR//secD//gdhA//lspA//rpnB//holA//ribA//tesB//moaA//glnB//dkgA//yoaA//hflD//nfi//alsC//rffH//zapC//moeB//ydiZ//malS//fadM//nagA//murJ//arnD//ilvA//cutC//ydgA//ugpE//mgsA//thiG//yfbV//rbsC//fixB//ptsI//narX//fixA//rplC//flhA//livG//eutR//leuD//insI3//flgF//tsgA//truD//ppsA//tolR//btuF//hxpA//gfcE//mtlA//yqgF//yeeA//yijO//ydcP//fepD//zipA//smpB//cyoC//bepA//yoeB//ppc//rfbX//insE-1//yicJ//mdtD//sapA//cyoB//yhaJ//yfiR//tauB//fucP//dicA//ampD//ybfA//cyoD//ulaG//
GO_0031326_6	hybE//yqhC//frdC//fadE//holC//dsbG//fadI//umpG//cysE//ppsA//ypdI//lolC//dcp//yihQ//ftsE//moeB//lgoR//acrA//yjcS//mrcA//amiC//lptA//glnE//nlpI//envR//bamA//ddlB//alaA//dcd//yhjG//waaA//plsC//astC//modB//emrY//rutG//hcaR//phnO//ccmD//xapA//ynjA//fhuC//ldtB//yfjV//napB//zapB//ybiA//waaB//ychH//metR//rzpR//pyrB//map//gntK//ansA//rpoH//cueR//frr//frr//ompW//iraD//ygcO//yhjA//hyi//sseA//melA//shiA//mtlR//insH-6//ruvB//potI//ybaO//ldcC//hflD//ydhJ//bepA//yaaU//bolA//yihP//ilvD//rpoA//bhsA//dnaA//guaC//nemA//ivbL//mepH//sucA//atoS//rluD//ompG//araC//yiaA//acrZ//sstT//ydaC//rsuA//lapB//rnlB//yihW//hcaE//djlC//pspA//rihC//tcyP//ymdB//fepC//yraN//rplA//pinE//rppH//higA//yggW//yidH//zntR//ychH//rpiA//yebC//mltD//fhuC//argO//treC//ypdB//gmhB//uraA//gatC//coaA//manX//ybiY//codA//mlaD//thiG//proA//yehX//mutY//fepD//pgpA//alkA//bglA//rplX//nikR//pyrG//trpL//waaQ//fliD//htpX//ycjR//flgB//murB//prlF//solA//fixB//tktA//mdtE//rhmD//kbp//ygiS//fpr//nuoB//cadA//feoC//tusB//yqaB//xapB//lgoT//gluQ//yddG//iscS//nikD//sufS//leuO//ibsB//evgA//yhgH//iaaA//rsfS//bglJ//yahI//dppD//galR//murJ//yhjX//treF//pgl//prkB//serA//yagJ//tsaC//glgB//yqjA//rrrD//acpT//surE//fimB//gltI//insB-4//yafQ//glnE//zraR//exuR//ribE//dcm//malP//rraA//feoB//holB//ade//pgpA//guaB//ppiA//yfiF//pppA//dsbG//ccmD//csrD//hslJ//dut//glcF//ybeQ//rfaD//yajQ//ybiO//norW//rhtA//rplJ//pyrE//pflB//ompT//dmsB//ccmF//chbC//hofQ//ybhA//hslJ//ompC//gcvH//thiE//parE//era//rpmA//nadK//rimI//yajD//rimL//sufB//ydcI//tufA//stpA//cheB//rpmE//nlpE//folA//dgcM//bdm//paaK//cysM//pflB//ycjD//xylB//mdtC//gmk//btuD//rpsR//ycdY//ydbK//pgpC//yjjI//alaA//glk//dgcJ//gltB//relA//tnaC//ruvB//glnE//osmC//yaiV//xisE//surE//yphB//frmB//ung//ydhQ//agaW//hdeA//nrdE//rnhA//yeeO//yccA//queA//elfD//arsC//sucD//yqaB//tatE//pgaB//csgA//ibsC//nuoN//hybG//arnD//ppx//phnK//rihC//lpxL//csrA//yeeJ//flgF//ybaM//intE//pyrH//yphD//dcyD//
GO_0031327_7	gcvR//sbcD//leuA//hxpA//yicJ//cbl//mutT//murD//nagE//yiaL//allC//rpnB//sxy//potH//poxB//insH-5//thiC//pdhR//hipB//paaZ//cpsB//sgbH//mtr//psd//fimC//rutE//accA//hemB//pyrD//speG//tyrR//moeB//glpB//hdfR//tatB//ralR//ridA//frmR//tatA//yfeD//yqgF//yggF//umpG//ompT//tqsA//ydjH//rhsD//degS//agp//rplF//kefC//truA//rhaT//kbp//bdcR//ihfA//yneJ//rplT//sulA//ariR//pgrR//bfr//bglF//znuC//alaC//ompN//trpGD//argA//glnQ//casC//cpdB//lplA//ftnB//hisB//sgcC//proA//mpaA//dppC//ydiP//fadJ//dctR//cdgI//opgH//garP//ycfL//ppsA//potF//tufB//dmsB//araG//rng//folE//fic//yihU//epmA//ubiB//rhmD//yjiR//yfgJ//sseA//hokE//yfcS//nuoE//thiH//ubiJ//fliS//yfgJ//gloB//yddL//yjbG//yieH//ascB//paaG//ptsP//caiF//garD//rho//mrr//mgtA//afuB//casA//
GO_0031328_7	gadC//eamB//rplY//lsrK//hlyE//oppF//hscC//pgpC//zapC//lon//mglC//comR//yghO//slmA//xylF//yfiE//ygeR//araG//nrfE//flgH//ydfH//cysS//tdcC//secY//smrA//gabT//yadG//ynfH//sgcR//caiB//ftsE//fdhD//tadA//sbmA//nuoN//phoQ//alr//yhcH//elfC//ompC//yeaK//yehX//ycjD//iclR//holD//btuC//xthA//hprR//thiC//trpE//fkpA//frvR//rnlB//rmf//oppA//yafS//yehA//rpsN//hns//rfaD//yraN//sapF//fimI//rspB//ymgF//mdtM//uvrY//atoS//glk//rutE//rcsF//hflC//accA//stpA//dnaB//prpR//yhfS//feaB//yidZ//frdD//trpL//
GO_0031329_6	sthA//cysQ//fimA//napD//era//fecA//ydeT//crfC//ycjP//
GO_0031330_7	panZ//
GO_0031331_7	znuA//lysR//
GO_0031333_6	recO//tisB//cysK//rplI//iscX//sfsB//treB//tsaE//speA//nudB//
GO_0031334_6	brnQ//appB//aroL//mdtQ//rseP//pdeF//ttdT//moaC//glnA//yacG//phnH//
GO_0031341_4	ychH//
GO_0031342_5	argC//
GO_0031344_6	yihI//rplY//dicB//yidL//yedA//
GO_0031345_7	yciE//insK//
GO_0031346_7	recA//ushA//glpC//
GO_0031365_7	lysO//lgoT//pcm//yfgI//dtpB//tdh//dapB//
GO_0031399_7	nrdR//aroF//pstS//
GO_0031400_8	ydaV//
GO_0031401_8	acrB//atpE//
GO_0031437_8	gatY//
GO_0031439_9	potB//
GO_0031455_5	ubiX//rplP//
GO_0031456_6	lplT//fdhE//
GO_0031460_7	lolA//cysN//araG//rhaB//nlpD//fepG//ivy//rplO//rfaG//betI//nadB//intE//
GO_0031506_7	epmC//
GO_0031554_7	icd//trpS//torR//cynT//rpsQ//minD//frdA//galT//ygfX//eutN//uvrA//setA//crr//hfq//yebC//casD//rpoH//thiM//ydfH//rffT//
GO_0031555_8	adiA//mdfA//mrcA//ycfJ//frdD//xanQ//
GO_0031556_9	argD//torR//
GO_0031564_8	cfa//pbpG//uvrD//allD//yidL//trmJ//tusB//topA//entD//mazG//mepS//oppB//scpC//
GO_0031589_4	nupG//ydhC//dtpD//cysH//phnN//ais//yneL//narH//rlmF//gltI//yhdH//cyoA//yfaX//asnC//insB-2//
GO_0031638_7	iraP//
GO_0031640_3	rplJ//ynhF//frwC//glnL//secA//
GO_0031647_4	ilvA//yjcO//ygiS//nrfC//yrbG//yeaV//yehT//
GO_0031648_5	gntP//
GO_0031667_5	ldrD//rclB//satP//pdeF//chbG//yqaB//sgcC//yihI//yfaE//yqgF//iraM//rlmN//phnI//lysO//fhuD//cusR//pgaA//tbpA//elbB//ackA//wzb//arnD//cbeA//menC//tnaA//ilvM//rhtC//mutS//pgpA//gltI//frmB//pdxK//matP//marA//gyrA//yaiW//basS//paaX//yidA//ydiB//nrdH//
GO_0031668_4	xapR//fsr//elfA//cspC//mtlR//ydhK//murD//rlmE//pyrL//elyC//yagI//fhlA//ltaE//citE//trkG//rpmB//pntA//baeS//ttcA//pliG//fdx//xerC//gudX//dcuD//cysI//waaG//yhjV//yggN//paaB//xapA//ydhJ//seqA//uspC//fdnI//asd//trmJ//lexA//ydiV//yqcG//yghU//hchA//yeaD//opgG//lysO//phoE//pdeF//tsr//dnaJ//ygeR//potA//ruvB//prlC//proX//
GO_0031669_5	yojI//tyrR//yggX//asnA//menI//rplA//rplL//abpA//fabB//puuB//idi//dcuD//uidA//recX//galS//yehZ//gloA//gpp//parC//puuD//rutA//pphB//adeP//ydcS//glxR//nagB//rhlB//mdtL//guaA//cydA//betI//
GO_0031670_5	yhjC//ybeY//vsr//
GO_0032025_6	gltI//ribA//
GO_0032026_6	insH-5//pinE//bssS//
GO_0032048_8	agaB//cusA//cnu//
GO_0032049_8	rclC//rpsG//tnaA//
GO_0032055_6	pstC//
GO_0032069_6	iap//agaB//nemR//metL//glvC//
GO_0032074_7	argD//wecA//truC//fliD//srlE//
GO_0032091_6	rbfA//
GO_0032147_9	fhlA//
GO_0032150_8	arsR//
GO_0032185_6	ompA//
GO_0032194_8	glrK//
GO_0032196_3	ppk//ulaF//yidR//rraA//pdeF//rcdA//bioB//rutA//phnC//gapA//alsK//oppB//arnD//
GO_0032238_6	grcA//
GO_0032259_3	pflA//tgt//uhpC//ydeE//lptE//lipB//aroD//msrQ//malF//ubiD//tdcG//queF//yjiX//bcsQ//pfkB//bipA//trmB//waaC//creC//mepH//yjbF//mnaT//lysA//ibaG//elfG//hsdM//aroF//soxR//waaF//trmD//yagJ//ulaG//lgoD//metL//yhcN//yqiG//rfbB//yhjG//argG//glpG//rcsA//yadV//fadI//waaF//mnmG//tdcE//ubiI//nlpA//yjcS//yqeF//ispU//exuR//dinQ//rspB//frdA//gltB//ldtA//
GO_0032261_6	fsr//hisI//cspB//
GO_0032262_6	ydeE//
GO_0032263_7	prpD//glnK//
GO_0032264_7	rcsA//ybbW//
GO_0032265_7	glpR//
GO_0032268_6	mgtA//btuC//tdcG//msrA//ybiW//yqjI//hchA//mrp//argD//alaS//carB//gspE//cheR//rffG//ygiV//gatY//dtpD//ygdG//fbaA//diaA//nikE//yfiC//yddL//ydhK//yjfP//ftsP//iraP//glpR//napD//umuD//mocA//trmD//ydcT//atpD//fhlA//hcaD//dnaB//ybeY//argS//ftp//ybjN//cmtA//yjcE//intF//recN//pyrB//
GO_0032269_7	eamB//thrC//ribC//mdtE//insI-1//erpA//yqhC//coaA//borD//agaB//fklB//perR//caiF//fdnI//ydjH//suhB//rplL//kefF//amtB//ycaO//ppc//glvB//rluF//pyrC//pstA//dgcM//ascF//ridA//
GO_0032270_7	rsmC//guaC//lpxK//murA//glxK//apaH//rnd//yaiW//ybjN//nfuA//
GO_0032271_6	sfsA//rlmL//
GO_0032272_7	yejF//greA//
GO_0032297_10	pgsA//fhuB//cytR//
GO_0032298_10	osmE//nupC//
GO_0032324_6	ygeX//ivbL//rplQ//
GO_0032328_7	aslB//codA//
GO_0032329_7	putA//ahr//hslO//epmB//
GO_0032359_7	zinT//btuD//yahF//
GO_0032386_6	ltaE//rseC//
GO_0032392_7	galK//pgaA//dapD//cspC//baeR//glsB//cysN//yqjA//yqjA//glsA//bacA//tdk//trmL//
GO_0032409_4	nrfD//prmC//artJ//yidC//
GO_0032410_5	uspF//
GO_0032411_5	hslJ//mepM//
GO_0032412_6	mliC//ldhA//menH//sdhB//
GO_0032413_6	yehP//
GO_0032414_6	rusA//ubiI//
GO_0032445_10	fadH//hcaE//yhcH//potI//lpp//
GO_0032459_6	lsrD//
GO_0032462_7	chbC//
GO_0032465_6	azoR//aroF//mutY//ung//bdm//
GO_0032466_7	hsrA//rhaB//
GO_0032467_7	qseB//
GO_0032506_4	uxuR//sfsA//ibsE//dcd//ltaE//metB//mhpA//rfbD//dapA//yabI//phnG//
GO_0032508_8	envC//prmA//alsK//allD//pstC//cbl//rpsA//ycbX//nikB//mdtG//mntH//mdtI//polB//
GO_0032535_4	frlB//entS//frwD//tbpA//yghB//
GO_0032774_6	pgpB//acrB//zitB//ubiJ//sxy//waaJ//cysC//arsB//ais//metB//mgtA//ubiF//aldB//dcuR//rcsF//ccmA//yphF//der//cpxP//mhpR//btuB//bamA//kefF//fdoG//ypdF//fepD//yadM//yeeY//hybB//glnS//prkB//ydeT//appA//yahI//fliM//artQ//moaD//yghG//insH-6//rnhB//ulaG//rffG//ilvB//dicA//amiD//prlF//ibpB//yggP//tyrR//tig//garR//gadC//alkA//mrcB//nrfF//ytfT//trkG//mak//ulaR//hdeA//casC//topB//surE//rplO//yegS//casA//iaaA//ugd//bglB//mreC//nrfF//nrdI//csgB//malS//nanC//endA//prmB//ribF//yeiL//gspI//ftnA//aroD//lsrC//acs//mutH//valS//agp//deoC//kefB//fur//uxuA//accD//erfK//hldE//ftnA//nemR//mog//eamB//dgcZ//appY//rmf//lsrA//cyaA//mdtK//allD//ycjQ//ydcS//gshB//yajD//greB//rhtC//zwf//tsaC//tatA//rcnB//nuoL//menA//yciF//efeO//ribB//rpe//sfmD//cyaA//fepC//trg//rpsM//rplS//ynfH//elaB//
GO_0032775_6	ftsK//mscS//setB//
GO_0032776_6	thrA//
GO_0032780_7	lysS//treC//
GO_0032781_7	soxR//glgA//frlC//
GO_0032784_8	rutR//acpH//
GO_0032787_7	caiD//exuR//dacB//adeD//ftsY//fepB//rlmN//ybdM//rpoA//ybaE//sseA//ileS//yjiY//cusA//ppsA//der//radA//aceB//hemF//ugpC//ybfA//glgA//treR//torZ//recG//ychO//dpiA//yjhP//ycjY//mdfA//ybeQ//codB//clsC//yrfG//zur//dcuS//ydaC//radD//malQ//mrcB//glnE//fabR//bioF//ybjC//fmt//yddM//pdxB//pbpC//secB//gyrB//pnp//ihfB//cusF//potI//sdhA//ydcI//pmbA//fimG//yfcA//mqsR//clsA//rcsC//bcsQ//priC//ybbN//kilR//pyrL//yihX//rcsC//tusA//ispU//mngR//queE//yajO//prlC//rpiB//dtd//glpX//solA//ydeI//paoC//tsgA//otsB//nanA//ivy//uxuA//hscB//yebG//lrhA//atpC//mgtL//murF//kdsA//minE//leuA//yodD//ybjX//yidE//lapB//acrF//gadW//lgt//ibpB//opgG//hcp//paaG//yraJ//mgsA//yecS//puuE//ycfH//exbD//paaH//yagU//gpr//infC//cysA//lrhA//rlmI//ydcR//motA//gntU//lpp//appB//ulaG//yghU//yajD//csiD//yjjG//rseP//phnN//glnA//holD//cirA//acpP//ycjP//cysZ//ycdX//murC//dam//ydfH//gloB//aldB//yejF//ebgA//sufE//yieL//ddpA//intA//aroH//ybhF//aroL//yciV//fecD//fdhE//yjbB//infB//rfaF//aspC//caiT//gshB//malF//rfbX//rihA//gutQ//map//ybjL//ypdB//emrY//dsbD//wzb//rfaF//yedA//rusA//tdcA//cysG//ilvN//pspA//cadC//wecE//ydiR//coaA//yjjU//ynfF//fic//ulaB//mhpD//kbaZ//yagI//flhE//baeR//cysA//ygaV//ybaM//nadD//yeeY//cynS//rne//rluE//ldtD//pabA//pgaA//ribC//
GO_0032790_6	minD//brnQ//
GO_0032879_4	accC//borD//yijO//ftsZ//ydhQ//yddM//epmB//yfcV//yahK//wzzE//ygiW//trpA//rlmH//modA//yhaV//ssuE//chpS//atpD//hybC//yhfS//yqiH//elaB//yhbY//cobC//dcuC//fixA//yieH//insA-1//
GO_0032880_5	copA//leuS//intQ//
GO_0032881_6	insF-1//dsbD//aroK//yafS//
GO_0032885_7	cbrC//pgl//rna//
GO_0032940_3	def//glgX//pyrL//malK//hemA//lsrR//ttdT//
GO_0032950_7	bdm//
GO_0032951_8	yeeY//
GO_0032954_7	ykgA//entA//uxaA//
GO_0032955_6	yegD//arcB//wrbA//
GO_0032973_7	fimB//gsiD//ydcM//xylF//mrcA//
GO_0032978_7	yadK//actP//yagU//gmk//
GO_0032984_5	allC//glnQ//ascB//ribE//eptA//alaS//gutQ//yiiD//selB//
GO_0032988_6	xanQ//rclC//
GO_0032989_4	aas//
GO_0033013_5	rclR//fsr//ldrB//csiD//rplF//ghoS//tyrS//trmH//potG//mtlR//gatD//yehP//sucD//deoA//yaaU//elfA//nudG//ypdB//speA//aspA//rhaB//
GO_0033014_6	polA//hxpA//lpp//cmk//flgF//dcd//rspB//gshA//basS//pgi//ndh//asnC//nrdB//ycjY//rlmH//recG//arnF//waaY//ybgQ//uspC//gltI//
GO_0033036_3	tsaC//nuoN//cutA//bisC//ydgA//fhuC//gpmA//sufD//yobF//yidL//bcsA//bdcR//dnaG//prs//trmJ//pyrG//puuB//patA//sgcX//mltD//sgcB//yneE//gcd//zapC//rlmC//tisB//fabA//yjbG//pphB//yphD//cpxA//hcaB//frdC//elaB//rdgC//oppD//selB//uidC//betA//sfmC//torI//lysA//ydeO//mnmC//xisE//paaJ//relA//tesB//tufA//
GO_0033043_6	ychH//rcsA//yagG//mdtK//radD//
GO_0033044_7	waaQ//
GO_0033051_5	dnaK//
GO_0033120_8	yaiP//
GO_0033157_7	nadK//bdm//
GO_0033194_5	mtn//treB//ghoS//idi//
GO_0033195_5	wzzE//
GO_0033212_10	ybhA//baeS//deoA//zapB//yagG//
GO_0033214_11	mtlA//rpoD//
GO_0033228_8	dpiB//ycaN//lgoD//yfeX//
GO_0033238_6	udk//cueR//bluF//napB//
GO_0033240_7	cof//
GO_0033317_7	ebgA//nuoE//thrC//speE//
GO_0033319_5	cdsA//
GO_0033320_6	yedA//
GO_0033345_8	araA//
GO_0033353_5	fabI//
GO_0033359_7	nfuA//ydaC//
GO_0033365_6	yceO//
GO_0033383_6	tqsA//
GO_0033384_6	fabB//
GO_0033388_7	mfd//
GO_0033477_5	yhjC//
GO_0033499_8	hemF//yieK//tynA//pgm//recJ//nupX//gutM//
GO_0033517_5	patD//
GO_0033518_6	manX//
GO_0033526_7	fdx//pphB//nepI//cfa//
GO_0033539_7	sgcA//ygeX//lplT//
GO_0033542_7	cdaR//purL//
GO_0033543_8	curA//
