#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	fdoH//ispU//flgM//ibaG//
GO_0043413_4	pgrR//
GO_0043414_4	wcaJ//rlmH//yjiY//hslU//rlmB//pyrG//tcyL//yeiE//mcbA//yebK//flgA//ggt//dpiA//hemD//abgA//glgS//yfiF//bglA//galF//folA//ralR//yjtD//hofN//mlaC//rcsB//dctR//lldR//glxR//rpsD//thrC//add//nfo//insI3//yadM//rpsE//higA//ptsI//rplT//cpxA//thiC//ubiJ//decR//pspD//nadC//glpF//srlB//ada//sucB//ygiN//nrfE//bioH//argS//
GO_0043433_5	sapF//argH//mukB//pyrE//yoaB//pdeR//
GO_0043436_5	apaH//elfC//fepD//secE//rhaM//cpxA//mltD//ribD//ade//metI//rhmR//topA//cysZ//dppF//ulaD//radA//ftsW//astC//mngB//marA//adiC//yahK//yjfF//ruvA//entB//cas2//mprA//serA//hscC//pitA//hslV//hisG//aaeA//coaE//abpB//cysG//hemN//groL//tig//cpoB//truA//fixB//rhaB//rutF//amiC//yjfF//tsr//mdtI//mipA//iraP//ghrB//yehP//rfaH//hybC//dmlA//potH//dsbA//nrfF//yihR//tolC//moaC//nanK//smpB//tdcR//torS//fhuD//yahK//idnK//fepE//tmk//rfaE//cmoB//nhaR//treA//ybiI//ygfI//puuA//livM//yoeE//rluB//fdnG//thrA//ompC//fhlA//yiaT//galS//envR//yjcS//ycbB//idnT//dacA//tktB//gnsB//btuE//ettA//smrA//gstA//dsdC//uxaA//metL//ykgF//frlA//dacB//galP//yqcC//rcnR//mrr//rimP//menF//frlR//recC//ibpA//degS//arnB//amiC//nikD//yidK//acpT//yhaC//xylG//creC//adiY//phoB//intA//hyi//ytfP//glcC//yodD//rplS//yjfF//panE//tdcE//lasT//yqjI//nhaA//dpiA//yggP//pyrG//bioD2//yidH//tauD//fruA//ygiS//surE//glnL//ubiG//rlmG//ybdZ//rutB//aroC//tamA//mzrA//selU//emrD//yedF//baeR//tolR//gatY//glpK//yafN//hisI//hcaC//ihfA//uof//rzoR//murJ//pepT//ghoT//mliC//entF//narJ//rpmA//flgD//aroH//setA//basS//ybaO//metN//qseB//intS//pgaA//yneJ//holE//bamE//ccmF//yraJ//eptC//nadK//emrD//scpC//ytfE//glnD//yaiV//ttdA//yagF//nikR//yfeR//tolA//sfmF//dacC//pykA//hsdR//rpmC//cutC//abgB//dsbG//mutH//yfcR//pepQ//dps//dtd//ftnB//hslO//recR//srlR//ynaE//mntR//fabD//gltS//sfmH//dtpC//lptB//rpsE//yibT//yihT//zapE//nanS//pbpC//hycA//panB//glyS//artP//secM//fdx//actP//iclR//araD//cedA//yciG//ynaI//ytfT//ybhI//ydfD//ybhR//gatD//zraR//tonB//surE//perR//gatZ//proX//ompL//cecR//lpxK//dhaR//ilvL//cpdA//sfmC//dtpD//yidQ//rof//nrdA//mtgA//araB//moaD//shiA//sgrT//nagC//dgcN//relE//fnr//dcuC//secY//wecA//lysC//gntP//rclB//yihO//hfq//fdoG//lipB//yobA//alaA//murF//rng//asnC//ygeV//rpnC//nrfD//cysN//ibsB//sdaC//pgrR//ykfM//ybjL//yijO//bcp//rlmI//frlB//cpoB//hpt//hypT//secF//diaA//rpmA//ung//waaH//yfiC//malY//yfaL//ddpX//casE//sodC//idnT//pepT//hokE//thiI//nlpD//tag//frvA//nagC//ycbB//sucD//zapA//ribE//mzrA//lgoR//cadC//mtlD//trpE//rihA//hflK//hinT//fur//exbD//citG//ybhI//xapA//bamC//phnL//tsx//nepI//dmlA//icd//hcaF//ydcR//yidD//soxR//mrp//murF//pinQ//uvrA//astC//rcnA//yiaN//rpsS//paaJ//artP//nhaB//nikA//recB//ycjQ//ortT//oppB//ycjP//ydiV//cho//csgE//yhfS//cysW//dtpA//gadA//phoR//recR//fhuC//pyrG//ybaK//yccX//pinR//dppD//cysD//folE//puuB//cstA//ldcA//yibH//phoP//sodB//yhjD//ruvC//umuD//yidK//yjjG//pstC//cueR//ydiO//rplF//zapC//fruK//thrB//rplR//dmsA//frlA//yafO//uidR//rffC//codA//deoD//etp//nrfB//yddA//rimO//trpS//lit//cecR//priA//fadI//fhlA//msrB//ydaN//rsmJ//modC//frvR//serA//fabZ//rfaB//tdk//hyaB//glpR//insB-2//bepA//cobC//yafE//baeR//ydeM//helD//tdk//wcaJ//chbR//frlC//napF//rffC//argG//xylB//rsuA//ariR//bdcR//serC//
GO_0043438_6	arsB//
GO_0043442_6	rfaF//
GO_0043455_5	chbA//lptE//gpr//csdA//
GO_0043456_6	hxpA//
GO_0043462_6	rpmC//yjaA//dgoT//csgG//fepD//grcA//
GO_0043467_6	thiQ//yahB//
GO_0043470_6	gpsA//ppk//rep//fetB//
GO_0043471_6	groL//deoA//uacT//
GO_0043484_7	hisC//
GO_0043487_4	lacI//caiF//ybjD//ybgQ//gstA//hisB//
GO_0043488_5	yeiL//fetA//prmB//envR//nirC//
GO_0043489_5	lpxD//
GO_0043543_7	kdsA//dnaJ//ascB//nlpE//focA//mtlD//gltK//uup//phoR//panC//frc//hscB//yiaU//
GO_0043545_5	ybaT//deoB//cvpA//ybaL//rplS//lysU//sdhA//purD//relE//dgcQ//uvrD//
GO_0043547_7	frmB//chiP//ydcI//
GO_0043549_6	deoB//tmcA//
GO_0043555_5	cbeA//flgD//
GO_0043562_6	kefF//galS//
GO_0043570_6	yfaV//feaR//yhfK//
GO_0043571_7	acrE//glpR//fliG//
GO_0043603_5	fimI//rppH//folX//mngB//rpsO//sgcE//ycjR//pyrG//csgF//ompL//glsB//fcl//pdxK//yfcV//parE//modA//pflC//phnG//dicA//exuT//tmcA//dgoD//ilvA//agaC//tatB//atoB//def//lptD//bfr//acrE//yohD//nuoH//ybhJ//trkH//yqjA//qseB//sgrR//lptC//rseB//relE//infB//tadA//glsA//dacA//ilvE//rfbD//insI3//rlmC//minE//murR//gadX//gdhA//ydjM//ccmH//dcm//ygeA//lipA//bsmA//pmbA//tktB//intZ//cpsG//serC//rpnB//livM//ygbI//gapC//sapF//focA//gsiA//mdoG//ykgO//pntB//flhD//aroF//tolB//hslO//pheS//decR//hpf//nadB//gph//fimC//frwD//hypB//yagG//modB//yodD//nusA//ygcR//gltP//iclR//ccmG//mutH//yjjB//yeiG//sbcB//ycfJ//yagE//ydiZ//hisA//ompL//yebG//codA//potA//ybcJ//arcC//metG//yjhC//ulaD//nth//trxA//ptsG//trmJ//fis//yegT//sufC//truB//cusA//ykgM//ygjH//mlc//cobB//yjbB//msrA//hflK//yjiA//
GO_0043604_6	allS//pbpC//proV//ybdO//cpsB//narQ//ynhF//aroC//cysN//pyrL//dnaB//ydjM//garP//cheW//astB//lldD//rfaQ//ssuA//hemA//ycfS//ybiI//atpH//rnlB//fimD//bssR//ade//lrhA//ccmF//fryC//tap//ccmE//znuA//ydeI//dedD//sulA//narJ//syd//yihO//abpB//sucA//glvB//trpA//ybhP//fkpA//ftsY//yqgB//rpmH//glgX//frwC//rsmA//cbrC//ybaO//kduI//cutA//ugpE//uxuA//yfcR//gmk//ubiH//yehW//sppA//hypC//ispB//gpmA//acrR//ybiA//sugE//yejE//ghoT//yhgF//hypA//yijO//yjbG//nusA//hslJ//aroK//gudX//ygiV//ybhP//nusG//murD//gadE//artI//rsuA//topB//fucK//pstB//yegD//ivy//hybF//frdA//aroP//ynaE//setB//pnuC//pncB//hyfR//fabZ//nagD//
GO_0043605_6	thrS//ybgP//yafE//fumA//fliA//
GO_0043610_4	phoA//
GO_0043624_6	flgD//hda//yehP//mltC//idnK//hflX//menB//
GO_0043628_9	frmA//yjjU//araB//
GO_0043631_7	rpsJ//lacI//
GO_0043647_5	nuoB//sapF//
GO_0043648_7	hupA//napC//yebG//yjhP//panF//yajR//hyaD//mutS//rpsD//mtfA//insI-1//adeD//ghoT//dtpC//cusF//tusC//yqhC//uof//hybA//malK//yedA//dxr//manX//rsmB//tamB//yagG//katE//yacG//trpA//fetA//sxy//tap//cedA//mdh//rsmJ//rutA//lexA//mdtF//putA//slmA//yfdO//pepT//aphA//clsB//ygaV//mdtN//narG//rplC//cusB//uidC//yraH//ttcA//yjcE//zinT//dnaC//ansA//yhbQ//ydeM//ftsY//iraM//flgD//yagU//yjhP//chiP//gudD//yhhT//fis//recT//waaZ//bglB//hchA//mglB//modA//glcC//
GO_0043649_7	yddM//tnaB//arnA//yccX//hslU//mazG//yjfP//ligB//malZ//rep//csgA//
GO_0043650_7	ynfK//cadB//tatB//serA//aceK//ftsH//appA//rhlB//fimH//thiP//puuR//srlE//ibsA//yiiD//mak//sapF//ybeF//eutA//gapA//tatA//yidR//yihX//uhpB//aceK//gnsB//ybdR//yafE//
GO_0043686_7	maoP//
GO_0043687_7	rapA//nupC//nikE//nrfA//cyoA//rclB//kdgT//
GO_0043708_5	mngR//yobA//aaeA//viaA//dhaR//panE//ygbI//yciH//malG//atpE//phnG//atpC//alpA//rpsS//yhbS//
GO_0043709_6	abgB//yciK//arnD//abgR//hchA//ybgI//menA//recO//hda//
GO_0043711_5	ccmH//zapB//rfe//yfiE//glrR//entD//ppsR//yihL//ligA//yiaL//ftsE//nikB//yacG//mhpC//rspB//ghrB//yoeB//higA//bglJ//agaB//lrp//
GO_0043900_4	rssA//livM//uvrD//tar//yjiR//hypE//chpB//glnH//ypdC//elaA//paaH//rffM//focA//
GO_0043901_5	hipB//ybfE//queC//narL//
GO_0043902_5	ybbY//melA//
GO_0043933_4	yebZ//fkpA//symE//fhuF//hxpB//napF//yfdC//yhjA//dacA//lhr//gor//folC//nhaB//htrE//fucA//narH//wza//ybjG//mgtA//serC//yggW//recG//btuE//lptA//fepC//znuB//torY//trxC//glnE//citE//rpmE//rpnA//abpB//yejE//ybaE//pspF//yjjG//nrdR//fhlA//yqaB//dgcM//insI-1//fadH//acrZ//osmF//degP//rpnC//yoeE//iscX//pepN//rhmD//rplY//ydfD//yigB//frlA//topA//patZ//nimT//metE//yehZ//rlmF//mutL//mrr//mdtP//fliT//helD//tamA//selA//dsbB//acrF//appA//ygdG//nrdG//rpoD//mtn//lptE//emrK//appB//rplR//eptB//udk//ycaO//dhaL//hybA//adk//exuR//puuC//mrr//yehP//ansA//fimF//rluB//pheM//rpsR//ydaC//nhaA//rbbA//ymgF//serC//fepG//
GO_0043952_7	yjcE//cra//ispA//ybaT//yqjA//
GO_0043953_7	cof//mscK//ybjX//sgrT//
GO_0044003_5	btuB//ugpE//tktA//ydbD//
GO_0044004_6	ynfH//htpG//zapC//zapC//
GO_0044010_5	agaW//pfkA//tdcA//gltB//entS//rihA//pdeK//rzpD//mtnN//ynhG//ppsA//rng//rbsK//mdlB//rpmF//lpxL//rhaM//mutL//pepB//glgP//citT//ygiS//ygaH//entE//nuoF//tusB//hisB//ubiI//bglJ//lldD//
GO_0044011_4	yadK//narX//rpsO//yehW//yjbG//kefG//aceK//yiaF//
GO_0044036_5	yiiE//cpdB//uup//yccS//napB//ybiW//cydD//envZ//recD//tusB//epd//aer//opgC//cheZ//hypC//murA//ygfX//hdeB//appC//rpsG//gspF//hemL//cfa//pppA//csrA//nemA//rayT//leuC//yieF//ybhI//rpiA//mukB//hybD//hns//lyxK//fimF//lgoT//csrD//flhD//curA//frvA//iscX//recG//macB//rlmN//rhaS//thiD//
GO_0044038_6	yfgO//potE//mutH//gloB//pmbA//hflK//yafO//rlmB//eamB//alaA//cyoB//nusG//rclR//lpxL//macB//yhcD//proW//mdtJ//mdoG//ggt//viaA//yqiJ//rluC//yodD//yhjB//nadE//fucP//rdgC//csiD//dusB//htpG//uxaC//rpsI//fumA//ydfH//mzrA//dinQ//fes//cpoB//iscA//intA//tap//cspC//
GO_0044042_6	kbaY//cmoM//ldtE//elaA//crl//grpE//rpoE//rsmF//rstB//agaB//garP//hexR//kdsA//rlmH//dsbA//fimZ//folM//ilvI//uspF//sgcA//rclB//
GO_0044070_7	murP//cueR//malP//ubiA//
GO_0044085_3	pcnB//ssuD//aroD//hcaC//soxR//nanE//yfgJ//fadI//garD//yebQ//lon//tolQ//essD//gutQ//kdgK//mdtI//gshB//rlmE//ssuE//
GO_0044087_4	acrF//rnb//ralR//prlF//argT//yihP//nimR//yeeL//nrdI//cysD//zapD//pinE//mutH//mepM//ispG//ligB//fepC//torC//ccmF//umuC//emrB//dgoA//gcvP//tag//csgD//proP//wcaJ//fepC//ppc//hyaA//kefB//cynT//ldcC//mcbR//
GO_0044089_5	ykgA//deoA//rluD//mtgA//yfdR//trmA//manA//erpA//glyS//secB//yehY//menD//ybjD//
GO_0044092_4	rstB//sapC//sspA//rffM//ybcL//thrC//yeiE//pliG//mog//pheS//cpsB//lpxB//hcp//ygbL//yraK//asnS//cspA//poxB//glsA2//yacG//yqeG//pagP//sufC//cobC//rutA//iaaA//yadI//rpiA//entA//dgcQ//yfdO//norW//yjtD//yjhG//hrsA//ddlB//
GO_0044093_4	cpsG//tyrS//cyoB//kbp//frdB//hisM//mraZ//yhcN//uhpB//ybbW//murI//aspC//yebZ//bssR//glnS//rpnC//oppA//bioC//moeA//ompC//speC//trpE//elbB//glmM//yfcG//coaE//artJ//
GO_0044106_5	ydiV//yojI//tauD//zapA//clpP//panF//nac//yeeY//tonB//talB//yiaA//hyaA//yobF//pyrL//yraN//glnQ//yjhB//araG//yejF//waaP//bglH//atoC//thrL//ydcO//dgoD//dusB//prpD//
GO_0044179_5	eutR//
GO_0044208_7	rlmH//
GO_0044237_3	fadI//mgtL//tsaB//ybiJ//cysG//rpsG//phnO//abpB//norV//pykA//thiQ//etp//yehA//cobU//topA//tnaB//xisE//paaE//agaI//eptA//garL//fdnI//fbaA//tusE//trmH//bolA//ampG//miaA//rsmC//yidH//sapA//thiL//gnsB//rpe//ompG//elfA//cueO//metC//qseB//ybhG//aroE//gnsB//mdtC//mtlR//speA//malF//tnaB//rplT//flgE//tauB//hyfF//cadC//nemA//lsrK//fepC//gloA//manY//hemH//ydcR//fadL//hicA//hyaB//glvC//araA//deoC//recF//gadA//relA//caiT//ycbX//eco//fdoG//fdrA//pabA//uxuR//uvrY//pflC//torD//rpsT//roxA//skp//ybjL//yajD//phnK//hscA//pinE//dhaK//alaE//yhdX//glsA1//ynfK//purC//ais//dapD//oppA//speB//manZ//phnN//uxaA//fdnG//ilvE//purF//trxA//xanP//bdm//mltG//ubiJ//gppA//proP//ybgQ//hyfF//alsK//agaB//agp//yiaU//corA//fixA//eno//nikB//hemC//atpA//rpsL//acrZ//ynaE//phr//dgoT//ptsG//thiP//dcuA//yjiM//bcsA//yehU//yafC//hprR//fadE//yodD//dhaK//zur//aroG//betT//dedD//atpF//elfA//dgcE//glnP//phoA//hicB//clpS//gutM//deaD//glnS//rsmI//frwB//mog//flgM//gcvA//ygfZ//menC//yidD//napC//hdfR//rimP//kbaY//ibsB//chbA//aceF//yihL//slt//fepE//dicC//fepD//recG//mog//selU//sapB//ybiV//csdE//dmlA//waaY//fliK//tauD//yegT//ptsN//kgtP//nrdR//tcdA//mutT//yidA//gltB//lgt//fur//galP//yibH//rplL//uvrD//rlmD//tnaA//ygeW//ulaD//betB//ydbK//hybA//gsiB//rssB//narW//ruvB//gatY//glnK//rsmI//elaD//uidC//rbbA//emrB//def//lpd//zapB//ydeI//surA//raiA//gmd//prfB//pgaB//yihL//ftnA//asnS//ydfK//waaF//wecB//yfjR//gadA//iaaA//hflK//pgl//waaL//rep//fetA//pgpB//cysB//yihL//aceF//ygeA//ibpB//tonB//yigL//yggT//trmI//torI//insE-1//cvrA//mukB//ilvL//glrR//cobB//rsuA//mreC//pdxJ//fdoI//yiaU//yqeF//trmL//cheB//sdhA//lpoA//ybaQ//proQ//hofP//glpG//sanA//clpS//fixC//btuB//ybhS//rsmC//yaiP//glsA//glpB//menB//bamE//sbcC//ibaG//ydiK//opgB//astC//csiR//rpoE//nrfF//cydC//helD//nanS//gshB//bfr//dcuD//rrrQ//pgrR//rcsD//yeaE//nadC//fbp//ybcJ//bioH//ftsP//ybaK//ibpA//yjiA//ydiV//ybdO//hyaB//plaP//ubiB//hupA//iap//yhaM//gcvA//araE//ghxP//uidA//yphB//aroH//greB//modB//potH//yqaA//intA//smrA//proQ//dsbB//sthA//slt//zapB//lptE//dicC//dcm//srlR//yehA//ygbM//aaeA//ppiC//hrpA//yjtD//ompW//garP//fucA//fliS//yibT//kdpE//frdD//yneE//trxC//priC//speD//yiaN//nagC//adk//lpxK//mlaB//rplT//deoB//trg//yfdS//pgl//grcA//menC//fabZ//trpL//sdhB//yijO//fur//livJ//garP//nuoH//scpC//ycgV//yhfK//zapB//mrr//yqiH//mdtJ//flgA//ygeX//aroA//ugpB//glpT//yjbF//tusB//ompF//higB//elaD//ibpB//cysW//hxpA//yiaB//tdcC//ygeR//hdeA//yfcS//kduD//hha//ilvI//dnaK//fumC//yidL//rpsP//rhoL//potF//rlmD//livM//mtfA//ydcR//yhdH//cusC//ybhR//mglC//ybjG//tolC//speG//waaQ//glxR//pspD//ybgP//ybeQ//fadK//feoA//argB//yejA//rhaR//panF//glmM//mhpD//moaD//trpL//phnG//menH//tabA//prlC//phnH//bamE//iap//ada//prc//tsaD//sufS//rzoR//dacB//hisP//kefG//bamA//tbpA//srlA//ybcQ//mlaC//araH//ccmG//hyfC//lldP//rsmA//tsf//valS//cbrA//yrfG//rpsL//yecS//dcuA//thrC//kbaZ//ftsI//ppx//rpsJ//acpH//hflC//ubiF//sucB//ghrB//fumA//rimI//flgJ//csgD//recA//katE//btuC//yfiR//rbsK//pheP//matP//kdpA//glnA//sapF//fabH//entF//dppD//rfaG//tisB//rplD//fimA//mscK//hyaB//rrrQ//recO//chpS//araH//fimZ//ptsP//ydaC//yidR//glnB//chiP//ycgR//potI//pepA//lpxP//dppD//hypB//lacY//insI1//yqjI//dmsB//hipB//hpt//ampH//ygcR//otsA//gcvA//lipB//ibaG//hdfR//htpX//fumC//lipB//bcr//minC//sdhB//nikB//hdeA//yfeR//melB//atpB//hypC//yaiP//yfiR//nrdB//yqiH//ygjK//fixC//cvpA//lsrR//icd//norR//arcC//thiD//phoU//dppA//valS//frwC//mhpT//holB//zitB//tehB//narG//rsfS//xanQ//flgJ//yfcS//lptG//mdoD//yieE//ydaV//focB//agaV//mepA//iscR//mdlB//lepB//nuoH//rsfS//oxc//cho//narQ//cysD//ldrA//dcyD//mhpR//yijO//rppH//pabA//helD//yfeW//asnA//phoR//trxC//wzc//mtlR//mglA//ybaE//narU//ydcO//rclB//frdC//paaB//acrB//cutA//recJ//frmR//radA//emrE//lepA//intA//malS//pgl//yahB//malX//nrfE//secD//malG//ygbM//umuC//lspA//prs//ilvM//pgaC//trg//mhpA//ydhQ//yiiM//cptB//queF//feaR//ycjW//menD//pinE//csrD//nrdH//relE//lptD//yrdA//menF//rfaG//yfcR//rssA//gcl//ispF//ykgM//degP//pdxA//yiaO//napA//cdh//rpnA//trmB//ytfQ//trmB//nadB//dnaJ//manZ//ebgR//agaI//ompN//caiE//ompF//cysN//gltB//ndk//hisS//ycgV//yhjA//rlmA//glcC//mcbA//alaA//entH//dicC//phnI//ybjD//yebK//ttcA//rplD//fabI//ltaE//nrdF//glgX//tdh//yihL//citG//araC//gutM//nmpC//kdpE//recX//dfp//lpoA//avtA//cvpA//ypjD//phoP//uspC//rplP//yjiX//yidK//narL//eutA//minD//sgrR//ftsX//dppD//lysA//nadC//ynaI//aqpZ//tomB//ftsY//yagJ//cysQ//rpsP//yaiV//yajO//rzoR//rpsR//setB//mreD//plsB//yhaJ//bioP//pnuC//tomB//rbfA//sucD//malQ//livF//accB//rutB//nfuA//fdoI//agaB//rbbA//yihL//yihS//xseB//higB//tus//cvrA//amiA//lptG//proB//glnE//mdtA//skp//rsmB//ptsG//yiiM//lysP//wbbK//yggW//mhpR//yjjB//dnaC//hcaC//csrD//gfcE//elyC//rfaH//appB//yaaA//nuoF//sdhA//dgoK//nikA//artP//wzzE//ilvD//ribB//pepA//mdtL//dnaK//lspA//mreC//cysE//bamA//coaE//yagG//cobU//phnH//gldA//recC//rfaE//leuE//ykfI//ycgV//fes//chbG//gadX//bfr//ssuB//puuB//trpA//hybA//smpB//ybbN//hokB//pgrR//fklB//higA//mngB//csdA//gfcE//yahD//artP//rplL//hemH//infB//yfaE//hslU//ygbM//glxK//ychO//gsiB//csdE//purT//btuD//melA//alpA//ybaL//asnC//potC//sbcD//arcA//uidA//hofC//deoR//dinJ//lysO//pspC//yjjB//insH-5//araB//glnB//ghrB//fecB//waaB//kbp//fdrA//sulA//dnaB//basR//ybeQ//yohD//rhtB//tehB//lgoR//csiR//yneE//dppA//tktB//hflD//gcvT//clpB//ltaE//cbpM//ytfE//cmoM//rpmJ//ycjQ//flgA//tesB//caiE//sixA//rplM//guaD//sgcC//ydbK//pyrC//torS//dkgA//ydiZ//fliZ//ydjH//ldtB//yadI//umpG//insF-1//nusA//pgaC//insA-2//mhpT//uxaB//kduI//hupB//tatA//nusG//narX//yddG//mlaF//yfcQ//adiY//abgB//radD//pyrC//lpxK//artM//sufS//alsE//xthA//zapE//dsdC//ybiV//dicB//narK//dsbG//hyfR//queE//sppA//creC//mrp//fryC//dgcJ//yhhZ//marR//tauA//yjhP//osmY//nrdA//arsC//yiaJ//ubiH//ybdH//nhaA//mmuP//cbeA//mdtJ//pgaB//lacY//fliT//ytfQ//kbaY//edd//fur//fabI//xseA//murR//basS//pspF//dicC//ulaB//rusA//puuB//glnS//ypdA//pheA//gudP//nlpE//panE//xapA//sbmC//yjiR//emrY//glnA//acnA//yfcV//thiE//mscL//ghoS//mscK//trpD//kbaY//tynA//ybhR//lipB//fabH//trkA//ubiB//tadA//allD//aaeR//ymdB//nadB//tnaC//citT//yaaY//paaD//narJ//sufD//yihU//elyC//rpmA//hisD//emrD//galF//ldtE//ykfM//cheY//treC//rhtA//dgcZ//yfiC//paaD//ybdG//napF//actP//emrD//clsB//ybiY//dpiA//feaB//ydeI//lpp//hemE//ynjD//msrP//cdd//amiA//zapB//cdaR//ybdZ//yddG//ppiA//glmU//ynhG//mlaC//casC//folA//cheB//trmB//hslU//gntP//obgE//ptsP//fhlA//lpxB//yobA//adeD//hipA//ilvA//ynfE//cyaA//nlpD//yihS//ygjH//yiiD//atpF//tdh//shiA//yijO//glmM//gph//tyrB//aqpZ//bamB//apt//moaA//iclR//narU//cbpM//citE//nepI//nrdH//ugpA//fes//adeD//hybD//hfq//msrC//yjjI//iraD//cysS//paaZ//nrdI//feoB//hycH//waaA//holA//csrD//nrdF//pncB//rsmJ//recR//ccmG//selU//motA//dicB//paaG//thiM//rplW//mdtI//hcaT//tas//ybdN//glgB//acrZ//cobS//ygeV//baeR//yadM//idnT//glgA//cyoB//degP//ftsA//yjcS//rssB//clsA//sbcD//uvrA//yiaJ//exbB//csgF//treB//pspC//yraK//alpA//malZ//eutK//rodZ//ogrK//lpoA//tauD//ytfE//mppA//serS//recB//chbC//elfC//aroL//murC//chaC//alaE//ppsR//phnG//acs//rph//ndk//yidA//ldtC//ycdX//lamB//hypC//elfG//queG//solA//purC//yqjI//mreD//recA//lptG//kdsC//uspB//hyfA//napC//nrdI//fadB//nagB//intZ//lysS//ydaN//mdtK//dgoA//csgD//atpG//uvrD//fadJ//flgF//phnP//queA//cho//agaW//ascB//aspS//yidZ//cfa//msrC//ftsY//rzpR//ydjM//eptB//nac//arnT//yihP//yggE//ybhP//bglA//ppx//cusB//cycA//ilvA//parE//agaI//ycaO//insI-1//yiaM//ppiC//rcnB//hemA//fhuD//tmcA//atpH//hemH//norR//fecC//yjbE//atpC//rclR//entD//thiQ//mngB//gatB//ygbL//trpGD//galF//yjgX//ghoT//puuP//allR//rimJ//yeeY//rph//rbbA//tauC//yjjW//nuoB//pgk//rsgA//lgt//ycjY//gntP//rlmC//allS//gltP//btuB//narL//glpD//atoC//coaA//coaE//rcnB//opgE//lplT//yajO//yjiQ//rcsF//gcl//hisI//yqhD//pcm//lexA//rnd//sucC//yjjU//yceK//fepG//yraI//cfa//recO//gltK//nrdG//recC//ugpA//ggt//yfgO//hisH//dtd//feoA//dacD//napD//fecC//dosP//smpB//bssS//chiP//rlmH//glmS//yegD//torY//ftsH//yphB//hprR//dgoK//seqA//mhpA//yciK//dsdX//acrB//lpoA//sdhB//torZ//abgB//opgH//yraJ//proP//rlmF//ybhA//mppA//araE//marA//nlpE//ftnB//mdtJ//zraR//rluB//astC//trkG//proC//garR//yidE//ilvC//ubiB//creB//rluA//yafC//yecS//sgcA//nrdE//kdpD//uhpC//glnE//era//sufS//ftsE//setA//lysS//ygeX//treB//ygfA//accB//gpt//yccX//alaS//arnT//ynjA//uxaC//glsA2//malP//fecA//mscL//rseP//barA//mlc//tpx//smrA//yieH//gatZ//yqgF//aaeB//lpxH//ssuB//pyrD//plsC//nagD//guaD//phnO//ydiK//ydjH//dacD//pheT//sxy//ygfX//ykgF//yciT//phnG//yebZ//asmA//rpsI//rpsD//yijO//yqiJ//bcsQ//fabA//cmk//thiD//frwD//yjjV//btuE//fadI//ulaE//mlc//ybaQ//tmk//sixA//otsA//narY//rpsE//chaC//yfgO//alsA//nemA//htpG//tolA//glxR//rsmG//yejB//yehP//yhfS//gntK//nagB//asr//glnB//ompR//chbC//actP//mepM//clcA//dctA//ilvL//speF//ydjJ//mprA//shiA//agaD//yejE//yoaB//flgC//rpsL//codA//pntB//adk//argP//clpS//xylB//mcbA//glgA//abgT//dgcM//yphD//torI//yihQ//yihT//cspA//gatZ//frlA//brnQ//glgX//dnaK//der//feoB//fdnH//pbpG//zraS//lysU//hsdM//cysC//ydjL//waaH//fepD//iraM//nlpD//tag//lpxD//nagC//glgA//hdeA//sufS//tdcB//htpX//rpoE//gpmM//yfgJ//pyrB//ytfR//nhaA//dcuS//yieK//degS//tabA//hrsA//gadC//citX//uspB//sspB//ssuE//opgD//diaA//phnL//malI//nadC//elaD//xseB//dppF//bamE//yggP//yggD//cusR//arfA//flgI//fabA//fdoH//codB//glnS//ynbC//trmH//galK//yjiA//nupG//mhpD//gatD//fdx//sufD//mprA//flhD//bfr//frdD//tcdA//wzb//wzc//ghrB//rna//endA//mgrB//pgpC//gadE//alsC//malX//recQ//kdpE//waaO//yiaU//asd//fecB//clcA//mscM//ulaG//gcl//rnhA//rpiA//trpGD//nupX//potF//dppA//leuO//yqjI//rpiB//flgF//cfa//torA//rclA//tufA//ybdN//prpD//prpR//setC//yeaV//fdnG//clcA//ybiH//narL//ompT//mhpB//ycbU//slyA//dctA//metI//waaC//purD//uxuR//argO//ygaV//yhfK//tolQ//arfA//nadB//mdtC//dcuD//rimO//rhlE//ahpC//fdhF//yqgB//cirA//yfdK//rnr//hicA//hns//rplY//xylR//yceD//msrB//ampD//rodZ//fpr//iraD//yidR//ddlA//sfsB//ybhP//yghG//ogt//cvrA//citG//ldcA//efeO//ydiF//ppx//norV//ahr//glgS//hyaA//yihW//pgsA//glpF//pck//yiaN//osmY//tnaB//nagC//sgrR//yecS//mukB//gabT//yciG//hns//yohD//fadE//ymgC//pflB//dsdA//prc//yiaO//xisR//ycaO//
