#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	entB//dmsB//hyfA//fepD//
GO_0034644_7	rfbD//ygbL//
GO_0034645_5	rsmC//yicJ//rpoD//pyrL//abgR//pdeD//ydiZ//ftsY//rbsD//paaJ//livF//pstS//rpsQ//yafS//caiD//mdtI//leuS//nrfA//cyaY//tatC//chpB//rplW//aldB//phoA//mlaD//fdhE//gyrA//mdtM//alpA//aaeB//yafQ//xerD//fbaA//emrB//glpD//ilvA//zwf//fryB//recR//umuD//grpE//aceA//focB//dgoA//gyrA//uspF//ldtB//yagE//rfaC//ybfA//truD//ldrD//kilR//galK//mprA//ydiV//ydgA//menF//yghW//atpF//mipA//ldcA//trpR//gapC//rapZ//phr//nhaR//rspB//yiaT//mntH//narZ//yggT//ydhK//gloA//proW//nikA//rmuC//fliD//dusC//hcaC//blr//pgaA//ddlB//yceO//pabB//ptsP//slt//rffG//ftsH//betA//yadK//bioB//pfkB//ulaB//mltB//bioH//citX//phr//efeO//poxB//panC//znuA//intA//dinI//ttdR//poxB//ydcO//prs//slyA//nirC//malK//infB//rhmD//tolB//nikE//mog//dnaN//ppk//hflX//fdhF//torZ//coaE//cusA//epmA//gltL//arsB//gph//phoP//trmL//purA//ldtA//rseC//gstA//pdxB//trmA//lpxM//yadN//cpxP//yahD//yheT//xerD//nrdD//ftsQ//ivy//hupA//mglB//ydiZ//yafS//fryA//xthA//ybdR//lacZ//speB//yfbR//yahB//rof//rnd//yjjV//tdcD//glyS//cdh//sbcC//gcvR//ypdC//ppiA//murP//tktA//orn//fabA//torD//bioD//glgX//ftsP//narX//ydcP//ssuA//dosP//cspA//ugpE//minE//srlD//ftsK//perR//acnA//ygiN//casA//narX//ribF//cheY//ycaO//agaS//dgoT//yobF//mtlD//ygiN//tauD//pheA//gatZ//udk//idnT//yfiR//sfsB//hupB//malX//yehW//rayT//dedD//rimM//glvB//fumC//ydjH//ycfS//coaA//dacD//pntA//yadI//puuA//mmuP//elfA//betI//rmuC//nanC//yafE//yfaX//yjhG//helD//tcyP//csdE//fdx//ugpE//pphA//moaE//copA//malY//fdoG//rplX//holC//rfbD//cbl//yqaE//yjiQ//moaB//tcyP//ilvB//lptC//pheA//ydcS//kdsC//ihfA//lyxK//ycdY//yfeW//ftsQ//psd//gltX//aer//pinR//cpsG//serS//rseC//nrfB//yehC//murD//ybaO//cobT//nsrR//hyaA//rplY//melB//hyfR//rlmG//cheR//hybF//dctA//tsaC//elfD//glnE//mntR//guaA//dgoK//yhhY//ydeP//bcsA//yciH//dhaR//fhuD//abgR//murR//yedX//uxaA//dgoK//seqA//ycfH//dpiA//nikC//gltX//appA//cecR//hybF//dpiA//hypA//acrB//insA-1//mug//
GO_0034654_5	hsdR//xisR//aslB//sodB//ycdY//rfbB//groS//lldD//gpp//yafE//xapR//queA//bacA//yecS//ybgQ//hemG//gspF//paaG//adeQ//dnaE//alsA//allS//bglA//aaeA//rnhA//hokB//bluF//murE//yehY//mcbR//mdoD//cyoC//mscL//rutF//xylG//mltD//rfbB//citC//rffT//napF//corA//lpxP//aaeR//pdeL//pflA//rseB//sdhE//aspS//dinD//waaF//ung//dnaQ//mglB//yejF//rnhA//ybiW//cadB//ymjB//panB//mngA//trmI//menD//ygeA//secD//glgC//ydfK//ppiC//yihO//ftnA//yhbQ//sbp//ivbL//ybcM//gapA//gpt//ynjD//yidZ//hisM//arnT//ftsK//ugpC//prlF//pgpC//bioB//glxK//trmA//ybhS//tnaC//yafN//mltB//glgS//yjjG//ymfK//osmC//aceA//borD//sufB//serB//galS//lplT//crl//cusR//mliC//dcm//ratA//bluF//phnM//yqjI//sbcC//csgG//gpp//dgcM//recT//cspC//ratA//csiD//betT//yhgH//ppiD//lsrD//fabB//glcF//dkgB//hypD//mrcA//secB//treB//argB//fimI//trmB//ycbU//mdtJ//cysA//casD//znuB//adeP//yafS//yddA//hybA//ybgP//hipB//yjhB//citC//ybgQ//hha//gudP//yfeD//pldB//pntB//nadC//atoS//frlC//yccA//parC//rng//bacA//thiD//tdcD//mscK//yahD//fimD//fepE//ampE//cbl//yagG//dgoD//yjhC//bfr//gdhA//dpiA//cobT//elfC//speA//hexR//nadC//ubiX//caiT//cpdA//brnQ//relB//nhaA//ilvA//tusE//djlC//rnhB//rnc//glpB//hokB//djlC//ubiB//suhB//bglF//ybeQ//yhjB//fliM//pgpC//purU//diaA//ygaZ//ccmG//csiD//tnaA//ymdB//yidK//xylG//hyfR//ssb//recX//secD//sfsB//syd//uhpC//ttdB//yfhH//hemD//ubiB//skp//artJ//kdpB//pgaB//zraR//ydhQ//yraK//selD//gpr//cpsB//ortT//argO//yebQ//yoeB//npr//sufC//dacC//rlmB//dcuB//caiB//rhaR//btuC//birA//rutB//waaB//fucO//atpF//gudP//ccmF//ldrD//feaB//ydeI//asnB//ralR//arnD//chbR//amyA//lysA//rcsF//atpB//allB//mlaC//frlA//
GO_0034655_5	caiT//rlmA//flhE//atoS//fbp//accC//creB//ppx//ecpR//phoU//yneL//patZ//cheA//priA//nrfF//cbtA//htpG//yqhD//yihW//kefF//mutS//argK//asnS//ydeM//paaJ//pyrH//rcnR//tsf//yghU//phoU//yjaZ//eptC//ybdR//yciT//argD//rbn//phnJ//ydjK//yqaA//recD//lplA//tmk//ykfM//ada//ynhF//metE//lacY//hofM//ttdR//gcl//ruvB//glpF//astB//smrA//thiP//gcvR//panD//yihX//yjhI//rimM//yggX//deaD//birA//norV//mdoD//hsrA//dmlA//frdD//yraK//sanA//tqsA//acrR//yidC//
GO_0034656_5	gatD//ydcT//tehB//kduI//rplT//flhA//cstA//glnL//znuC//sgcB//narK//cysU//torC//
GO_0034660_7	nlpD//uxuA//mhpD//bglF//yiaL//mglC//dnaJ//yfiF//sbp//mglA//rbsD//lacI//yhaJ//rcdA//mntH//hpt//ccmA//yegV//secD//nadC//potC//sucB//casB//gadC//wecA//pdxH//ratA//rspB//csdE//fadE//yhbY//umpG//ydjK//rplX//galP//glyS//mmuP//ompT//exuR//entA//moaD//fixA//mdh//gpsA//prmA//bipA//mdoD//yhgF//cspD//secD//hypE//gntK//nth//mdtK//yagU//ydjE//ppsA//ybhF//ydfD//yhbO//mdoD//cycA//ubiF//glgB//livJ//putA//rfaH//lipB//udp//ykgM//tusE//rhaM//rsmB//ybdN//pykF//aldA//xseB//btuE//ftsW//kup//ybiJ//yadI//glxK//yrbG//fepA//clpA//etp//gltL//yhjV//mscS//hemA//degQ//ulaG//qseB//cynX//ygcO//yhcN//ahpC//mnmC//cspE//rpmC//nrfG//alsB//sfmC//nupX//srlA//znuB//mtlR//ychF//ybiX//yegD//arsR//clcB//eutA//frlA//hxpA//ycgV//dgt//entD//amiB//yfcQ//fepE//
GO_0034661_7	uraA//nemR//puuR//hycB//
GO_0034755_9	gntP//rho//stpA//yaaA//
GO_0034762_6	tehA//bcp//ybhG//nrdG//lolB//ompT//opgH//hslO//
GO_0034763_6	yjjQ//rfaG//
GO_0034764_6	phoR//mreD//
GO_0034765_7	tusE//tyrR//yoeE//ydgA//pyrF//cmtB//gmhB//
GO_0034766_7	uxaB//
GO_0034767_7	insF-1//ilvN//
GO_0034775_7	cedA//tehA//paaG//rhaT//lldP//
GO_0034983_9	tamB//pcm//
GO_0035235_6	yeaE//flgC//phnK//nepI//
GO_0035303_8	rplE//gltD//rffG//nudC//nagZ//
GO_0035304_8	ruvB//
GO_0035306_9	preA//
GO_0035307_9	pyrC//
GO_0035335_8	glvB//csrA//tamB//
GO_0035344_8	tnaC//ais//
GO_0035350_6	speB//
GO_0035383_4	yeiL//uvrD//rsmA//rpoD//soxR//yfbV//pbpG//gsiA//
GO_0035384_5	ydiK//norR//
GO_0035429_8	ybhJ//topB//ydhQ//yrbG//mqsR//elaD//
GO_0035433_7	yigB//chbB//
GO_0035434_9	argP//bioD//pgaD//nadD//msrC//
GO_0035435_9	grxD//ycbB//yfaL//gntP//yraK//ybbN//fecD//fkpB//pheT//
GO_0035442_7	ydiB//nagA//lyxK//torA//ytfR//trkG//surE//yahK//zapE//pckA//opgH//
GO_0035443_7	zapE//hisM//arnA//rmf//ydcP//ugpB//gshB//glsA1//
GO_0035444_9	shiA//yneE//rzoR//paaJ//mocA//nagZ//malP//
GO_0035461_6	cysS//nagD//yeeJ//garD//hchA//ykfM//araH//mqsA//norR//mreB//
GO_0035510_7	prc//uidA//tyrA//mrdA//ubiF//
GO_0035511_5	hisG//
GO_0035513_5	agaD//
GO_0035524_8	yaiV//
GO_0035552_6	uhpC//
GO_0035553_6	dapB//
GO_0035556_4	coaE//aas//csgE//accD//mdtC//hisB//rng//mppA//bglA//yqiI//lgoR//rplP//ulaA//yejE//ycdY//cho//acrE//ldtB//ppiD//mdoG//nrdI//higA//pdeL//sucD//cpoB//argI//glnQ//yjbH//ydeI//cstA//fnr//rlmI//yedA//hupB//katE//rsmG//epmA//yieF//scpC//cysZ//secG//aspS//insH-6//purT//glcA//proB//
GO_0035600_8	mdtK//
GO_0035601_7	copA//dhaL//hyaB//
GO_0035672_6	yjiX//iraP//potF//fadL//cpoB//flhC//btuF//sohB//mntS//sufD//panZ//sad//dnaT//fau//lysO//ybhS//amtB//lysS//tcyJ//zinT//
GO_0035690_5	lysA//araH//argS//yhaC//fabD//nrfA//sbmC//fimZ//elaB//tmk//hemE//
GO_0035725_9	dmsC//rfbB//aroD//tauA//hybG//lgoD//dusC//
GO_0035784_9	ychH//
GO_0035821_4	yedA//nagB//gspE//fucK//purB//
GO_0035864_6	xylB//
GO_0035873_8	yfcF//yihX//
GO_0035890_5	phnI//narV//fabG//yafQ//
GO_0035891_6	cheY//yegD//lysU//sgcB//
GO_0035966_4	ynjA//sulA//aldB//frvR//ygjK//fdx//yggP//
GO_0035967_5	yfeO//yggP//yejE//pdeH//malK//
GO_0035999_5	yjaA//kefG//potF//yjiY//
GO_0036001_7	gpr//
GO_0036046_8	fabR//
GO_0036047_9	ygcR//
GO_0036048_8	mrdA//
GO_0036049_9	yiaO//
GO_0036088_6	comR//
GO_0036103_6	malI//insI1//
GO_0036104_6	tusD//dtpA//
GO_0036172_6	ybcM//
GO_0036211_5	cadA//caiF//yagG//secY//rnr//bamC//csgG//eamB//katG//rutR//yfcR//yiiM//slt//yidP//dld//hemG//rpsR//yadK//murF//rplC//pgaB//rpoS//katG//glgC//artP//dgoD//eptA//cmk//aaeB//ybhS//fucO//rfaH//cdd//pyrL//flgK//rlmC//insA-1//rpsT//purN//agaB//hisQ//prmA//scpC//lasT//mlaB//ydeE//pyrB//mcrA//rplP//mcrA//mdtA//yhjR//purL//yeaD//yahB//murE//nepI//metF//hipB//murC//fdnG//glnH//dcm//cutC//mrdA//yciF//yafC//mug//mscS//sgcC//ppx//folP//amtB//fucI//ldtC//ebgR//chiP//xanQ//hscC//cadC//ykgO//fruB//pta//icd//hsdM//gltP//bepA//frdA//glcB//fliG//rcnB//eutD//rpsR//priC//cydD//appY//ygjR//nuoM//argH//gatY//glxK//thiD//degQ//ybjN//mdtJ//gshA//bioA//tktB//cheY//dcyD//atoS//csdA//ssuD//ackA//fieF//dtpD//fdrA//rpsH//rhaT//ycjU//ygaH//pitA//abpB//ldrD//sdhA//frwB//pabB//yaiV//rcnB//umpH//yqeF//ulaR//yqhD//ebgR//lplA//cobS//cysI//tauA//puuE//dgt//gnd//fur//
GO_0036214_3	yfdG//
GO_0036265_6	asnA//yehY//truA//chpS//
GO_0036289_9	araC//leuD//
GO_0036293_5	kdgK//cbl//rpsG//
GO_0036294_6	yieF//ttcA//yjjQ//
GO_0036388_7	dnaX//
GO_0036447_5	puuR//srlA//yqcC//
GO_0036448_6	pspG//holE//grxD//
GO_0036460_5	fmt//barA//lpd//truD//tsaB//yijO//
GO_0036506_5	waaA//
GO_0036525_7	yrfG//
GO_0038083_9	ubiD//ttdT//dhaR//ldrA//thiP//
GO_0039633_6	pspD//hcaF//selD//nadD//
GO_0040008_4	glpB//yeeA//glnD//hofN//gluQ//pfkB//cueO//yahI//gudD//rhtB//
GO_0040012_4	phnI//kduD//ybjN//glgX//pdeF//yebC//fabA//selA//infC//mngR//yjbB//nikR//livH//yfiR//
GO_0040013_5	trmL//hofM//dinI//htpG//phnK//cheB//purB//
GO_0040033_9	dxr//
GO_0042026_4	dgcZ//rpoH//ybbN//ydcI//srlR//leuB//fabB//rpsB//nadA//
GO_0042040_7	fadA//
GO_0042044_5	ribD//
GO_0042126_5	nrdB//ogrK//ftsL//folP//
GO_0042128_5	elaB//ariR//
GO_0042133_4	dppC//scpC//lpxD//sufB//nupC//rsmC//cvrA//ftsW//yceD//mutH//chbF//soxS//gudD//arcB//paaA//mdfA//
GO_0042135_5	araD//parE//nagB//gadA//yidQ//arsB//epmC//hycH//kch//gatB//alr//bsmA//flgD//
GO_0042136_5	cbl//iscX//
GO_0042150_7	ldtE//tsaC//ycjR//
GO_0042157_5	glgA//crp//tusC//argH//
GO_0042158_6	degS//rluF//holD//
GO_0042168_4	dinG//pppA//cytR//codB//rpsI//yqeA//sdhE//rpmH//rpmG//
GO_0042176_6	rbbA//alaA//hofN//prpD//
GO_0042177_7	glpF//ygeW//rimM//
GO_0042178_5	glpT//gcvA//rutD//artI//nfi//rlmG//frsA//rho//yeaG//accA//accB//arfA//xanP//rpsK//cspA//katG//potF//ompF//metQ//
GO_0042180_4	uup//ygfX//rimK//fadA//mtr//ispB//mdtB//curA//hda//ftsB//yegS//coaA//astC//yegD//yjhC//pdxB//iscU//recC//aceA//tatD//narH//folD//yjiA//leuE//ycbB//tauB//rssA//yfeW//yjhC//ompA//pbpG//treC//pstB//kdsB//rpmC//ykfI//rpsQ//thiC//tsgA//setA//ybiT//rplL//codA//uvrA//nusA//ushA//ompC//ruvB//yidR//mdtF//yajR//arnA//melR//ybdZ//kbaY//dcp//lpoA//serB//flgJ//
GO_0042181_5	aceA//rsmB//mreB//rpsE//tdcC//mntH//hybE//intQ//upp//yihV//mlaD//ydbK//rfaE//kefC//ybhD//mukB//hns//ybaQ//ettA//accB//ibsD//dnaB//iscR//ydfK//
GO_0042182_5	dsbG//secD//phnG//mlaF//norV//thrC//fes//pspF//ribA//tmk//yedX//ycjY//rbsK//rplX//zipA//nikE//nupC//dxs//ppx//proS//yqaE//clpA//decR//fhlA//frlC//rpsA//secB//yjcO//fimZ//
GO_0042219_6	uraA//aphA//rayT//gabT//recC//
GO_0042221_3	yehC//udp//agaC//wzb//mlaB//lolD//feaR//phnG//murQ//birA//yjhI//ftsX//glnE//narH//uidR//glnE//surE//nuoG//hslV//rpsK//puuR//eutN//rnt//srlD//tauB//tabA//tcyN//hfq//glsB//ykgM//pabC//gabD//fruK//flgG//rplN//rpmE//rffG//yrdA//ycjP//ilvN//uspG//hexR//ubiX//osmF//uidR//frmA//yidC//kdsD//fixA//opgG//mtfA//glk//argF//hyfC//cpdA//nagZ//yhjA//ratA//dgcM//tktA//rffM//rsmD//cbrA//tatA//chbR//yceO//rihB//acpH//ynfK//nrfD//hda//ynfH//ybdM//caiE//purL//rnpA//atoS//kdpA//garD//casD//sufB//pabC//abgB//alaC//ivbL//ycbX//mgsA//rspB//gluQ//lapB//ydiF//cobU//rpsJ//qseB//ybdR//ybjG//acrZ//fdoG//yciA//yaaJ//fucK//entA//dgoT//hsrA//gldA//sapD//alsE//fadB//tusA//rpmA//mnmA//gatC//bamB//wcaB//yieE//ftp//prmA//bglH//yahF//flgB//pyrL//acrA//mdtP//rfbB//ubiF//cho//rbn//yjgX//oxc//dnaA//cbrC//prkB//dppD//dcuA//rplM//yfdK//ftsZ//yobF//narW//ybjG//elfG//hybA//ybjG//yidH//yddM//nuoN//cysK//citT//elfA//maa//nagB//uhpA//oppC//slyA//sgbE//argT//ydfH//dusB//lepA//chbB//ybfA//dapF//rnd//yehC//insI4//mnmG//intF//modA//smrA//lit//chbF//napF//narZ//htpG//ytfP//rnhB//yahN//spy//pspA//ampD//fecB//ampD//yjbH//ybcJ//fmt//msbA//hicA//mlaC//yfcV//ykfM//djlC//mraY//torC//mmuM//pdxA//asnC//hns//yjaZ//crcB//ldrB//mglB//dinG//ykgA//mdtA//rlmN//nemR//lsrK//kdgK//hha//potE//rlmI//narQ//rpsH//rplF//yddA//yigB//rna//plaP//dut//creB//ygiN//yjhP//ycjD//bamB//yhaC//iclR//fimB//intZ//dctR//rpoE//yiiD//lptD//torI//coaE//frwC//
GO_0042245_7	yjjX//menB//ridA//
GO_0042254_5	metC//bamE//nrfG//accC//sstT//nikD//ydeE//
GO_0042255_6	treA//pspD//
GO_0042274_5	hypE//insA-2//yhjD//csdA//
GO_0042278_6	fre//gshB//ssuA//amiB//mdlB//recX//yfcF//psuG//holA//hsdM//serB//yggN//atoC//rnhA//rpsN//yahI//rpsH//lptD//
GO_0042304_7	yjaA//codB//srlR//
GO_0042325_8	glnQ//bfr//
GO_0042327_9	bglJ//
GO_0042330_3	ompG//mdtG//lysR//ydjK//insI4//afuC//rmf//elyC//cedA//yehP//mtr//dgcN//hycA//fumB//nrfG//ccmA//
GO_0042350_6	ftsN//
GO_0042351_7	mcbR//
GO_0042354_7	purU//ridA//epmC//ydhC//yfaE//glnK//
GO_0042355_8	essD//ldrA//mdoG//mlaE//sulA//hicA//
GO_0042357_5	yqjA//ettA//
GO_0042362_6	pepT//
GO_0042364_6	yphC//ydeM//ssuB//thiG//frlC//pstB//ileS//rtcB//mtfA//arfA//tynA//mug//dgcE//yidH//lsrB//rnlB//hcaR//gntT//leuA//uof//nirD//tcyP//groS//lepA//priA//diaA//dfp//moeB//yggT//yagF//yjjV//yiaT//bioB//proB//yraR//srlD//ykfM//yceK//casC//dadA//iraP//gpmA//dgkA//yjaA//yjiM//gcvR//phnJ//prpB//yjhB//yfdG//yiaT//metE//fimB//pfkA//curA//ybdG//
GO_0042365_6	nei//bacA//argH//yaaJ//
GO_0042371_7	recG//
GO_0042373_6	zapC//
GO_0042398_6	cyoE//katE//rarA//tdcD//znuB//ynaE//gcvT//rdgC//hycB//ppk//kdsB//uof//araG//fdnG//lexA//nagB//htpX//aroB//mdoG//chaC//
GO_0042401_7	fhuB//ybhD//glpF//iclR//yaiV//bluF//pstC//add//rpsP//gsiB//adeQ//ygiS//torC//fau//
GO_0042402_7	lptF//pepA//ybiV//sixA//rhsD//lgt//hslR//ybhS//ftsK//yieH//aceF//maeA//glk//
GO_0042413_6	dxs//curA//hldE//ralR//
GO_0042430_5	ymgF//hexR//sgcC//mhpR//trmD//galK//rseB//dsdA//garD//fliS//
GO_0042435_6	ybaL//hypC//ybaQ//nagD//truA//rbsK//lrp//mqsR//mdtI//
GO_0042436_6	acpS//
GO_0042439_5	ssuD//
GO_0042440_3	hypC//rimK//hchA//dgcZ//arnD//prfA//afuC//nrdB//glvC//speF//appC//ybiT//hscA//ccmE//
GO_0042443_5	cdd//rpsA//
GO_0042445_3	fabA//flhC//recA//nudB//def//yieK//entF//arsR//yjiX//metQ//ruvC//pgi//ybdH//rplO//
GO_0042446_4	osmF//
GO_0042447_4	sbcD//prpB//pepB//ruvA//frvB//acrE//pepN//yidK//pyrG//npr//mnmG//uspC//ubiD//
GO_0042450_7	eptA//gcl//ada//moaC//xseA//recA//
GO_0042451_7	lasT//yhdX//osmY//sfsA//bioB//cpdA//
GO_0042453_8	yciH//
GO_0042454_7	arnE//insF-1//luxS//mraZ//torI//guaC//ftsA//tgt//ynjD//dcp//lsrK//viaA//
GO_0042455_7	insH-6//folX//treA//puuP//lpxD//rclR//phnN//glvC//setC//aphA//secB//flgG//hisP//ndk//glsA1//yijE//ais//
GO_0042493_4	hemC//mtr//yaaU//rplD//msrP//rfaC//purA//insE-1//tsf//pgk//purR//opgC//allS//yfbV//fdoG//phnM//casE//fecA//hyfR//rpmE//galF//nikD//epd//ycaN//garR//lysC//ybcC//rpsN//obgE//ydiF//kefB//metQ//glpG//ymgC//ypdF//tcyL//ydeI//yraH//ftsI//fliS//mltF//arnF//yqjI//recO//elbB//yidC//tktA//nanS//tdh//
GO_0042537_5	ccmC//mhpC//fadA//tcyL//kbaY//amiD//hdfR//nagB//yheT//elaD//rlmL//fadJ//mog//ccmG//mnaT//yidE//rnhA//clpP//gltI//thiM//caiD//arnD//
GO_0042538_6	appY//ybcC//
GO_0042542_5	cysZ//metB//livK//yphF//yraN//flhD//hycH//mqsA//pykA//entF//tufB//higA//mdtP//ygiN//entD//yjjU//betI//glgB//
GO_0042545_5	uvrD//
GO_0042546_4	xthA//map//ugpC//gcvR//potA//ybeF//yajD//exbB//rhtC//malF//
GO_0042558_5	pspG//ycgR//malK//yafC//flgF//yjfF//topAI//cysQ//pspF//ycfJ//fadR//maa//feaR//rfaE//yeeJ//ldrD//setA//fhlA//
GO_0042559_6	recG//idnT//ftsZ//rutE//dmlR//maeA//trpC//yhdX//yidA//rpmG//tabA//glnD//yicJ//
GO_0042560_6	pepB//nac//
GO_0042592_4	lgoD//phnL//yihT//caiD//dapA//queG//atoS//rdgC//recR//tldD//bluF//hfq//pdxB//ydjM//yneJ//ahr//cynT//torD//ynaI//ligA//hofQ//fimB//ais//rspB//narV//rhlB//rapA//rhtA//adhE//paaK//glyS//priA//holE//livG//fieF//yeiE//trmJ//apt//sgrR//gltL//recT//holB//fbaA//tag//insB-2//malZ//cpsB//guaD//qseC//cyoB//ompA//mlaF//artJ//ribC//yahO//agp//viaA//nlpA//fixA//
GO_0042594_4	gstA//yijE//abgB//potE//argR//gpt//ybjG//metL//moaA//gatY//fadJ//waaP//hpt//fdoG//qorA//astB//dgoD//sdaC//ydiF//elfA//ydhC//rpoS//ampG//citT//yneJ//maeA//yhaM//entH//fadA//ydgA//yhaM//mug//ydcO//rseC//rppH//
GO_0042618_5	ilvD//
GO_0042619_6	topAI//
GO_0042710_4	ftp//yraN//nuoL//nrdR//uhpA//bamC//ahpC//acpP//solA//ttdA//flgM//argI//tdcE//yeaG//rlmG//tgt//nemR//yciE//fetA//ulaG//pntA//focA//panC//oppC//trpD//tadA//yjhB//creC//yaaA//hofO//lgoT//cpdA//cvpA//aroB//hha//tauB//fdnH//insI1//ydfH//yigB//nagB//rluE//mraY//hybO//yddA//torZ//yjhP//fixB//yeaD//menE//cca//
GO_0042723_5	ydcO//rlmI//lacI//torA//casD//prpC//fdoH//osmE//uspE//leuB//ybgI//sapF//
GO_0042724_6	wza//pheP//fkpA//coaD//gspF//fadE//recQ//arsC//astB//ggt//
GO_0042726_5	ogrK//ybeQ//dmsB//fepG//rclB//maa//dgcJ//fimZ//
GO_0042727_6	murA//ybjN//paaE//lldR//cobU//tsr//yiaU//deoR//
GO_0042732_6	casC//hycB//alaA//flgC//emrB//
GO_0042737_5	rfaC//seqA//dsbD//elaD//carB//atpE//purL//gudX//dnaB//sufE//fepG//csgD//thrA//dmlA//rcsC//hinT//pdeR//fucI//rbsD//fbp//hyfF//skp//gatD//ydhQ//paaC//recQ//yajO//parC//epd//rplI//ybhF//hybG//hiuH//ydjM//hsdM//skp//aidB//hdhA//ycfL//ymgC//chbF//lptG//truA//yaaA//cbtA//pepA//rrrQ//fliT//nudG//deoC//iraP//insB-2//ybcQ//degS//rpsT//
GO_0042743_5	yeaK//gor//
GO_0042744_6	tauD//envZ//
GO_0042759_7	moaD//hfq//
GO_0042773_6	pepD//
GO_0042777_8	nlpD//
GO_0042779_8	oppA//
GO_0042780_10	mutH//fliT//ygjK//
GO_0042816_5	ccmF//rho//pspC//sodA//ribD//rplW//xylB//dcuB//kdgK//
GO_0042817_5	mscM//
GO_0042819_6	thiE//rnhA//patD//metN//rapA//hisG//phnH//purA//ybdO//
GO_0042822_5	cvpA//prfC//dgcT//map//higA//secG//panD//
GO_0042823_6	menI//ccmG//rarA//tolA//narQ//dnaT//nanC//
GO_0042836_5	ymdB//efp//hfq//gcvR//
GO_0042838_6	erpA//xanQ//dnaK//frdA//
GO_0042839_7	iclR//rplP//vsr//xylE//recN//arsB//
GO_0042840_7	truB//opgH//selB//yiiM//galT//yeeJ//
GO_0042843_7	bamB//ycbX//
GO_0042844_7	uhpA//
GO_0042846_8	nfo//
GO_0042851_8	mrcA//gsiB//yqjA//dgoA//
GO_0042852_9	mog//yggE//nagD//
GO_0042853_9	gadA//
GO_0042866_8	narV//yfdC//mdh//gltX//dacB//recD//dacD//ydeE//dinG//dsbB//gnsB//shoB//syd//csrD//valS//menD//asr//chbG//
GO_0042867_8	fliZ//
GO_0042873_7	ade//glvB//entE//frvA//fadL//insK//ybiH//
GO_0042882_10	mazG//yafN//ilvM//
GO_0042883_7	ycbU//gspF//yihT//mmuM//rlmJ//hyaA//ybaO//hofC//
GO_0042884_7	napC//aroD//tdcE//lysO//mtr//tas//dsdX//
GO_0042885_8	npr//
GO_0042886_6	yneJ//hfq//yqgF//yeaE//yaiW//malG//hexR//ybbY//ymdB//icd//yadN//livM//hsdM//paaF//hflC//narG//sdhD//mngB//argI//rcsA//bacA//sdaA//zur//eptB//selB//phnI//yahB//lplT//ppsR//recA//flgM//yejE//narX//sspA//hsrA//sfsB//ssuE//casA//mdtI//trpS//menD//pgi//yjhG//sgcC//ptsH//yojI//ptsH//ydeT//hemL//rcnB//alkA//exuT//glyS//appY//greA//rpsH//treR//tsf//yqiJ//rluA//uxuR//thiP//rcsC//phoP//metL//rffG//tolQ//mnmG//guaB//panC//srlD//elyC//ygaH//glgX//ydjK//ychH//osmE//frdB//ulaE//manA//galU//alsK//efeO//gabD//cysU//fkpA//decR//eutK//
GO_0042891_6	kbaZ//yfdR//yciA//bglA//nagB//ubiI//pdxB//clcA//hokE//fetA//ppiC//purL//aidB//dxr//dcd//pdeD//ftsI//yrfG//thiL//hldE//rluC//ada//gltL//waaF//yhdJ//sfmC//bamB//ygbI//chpS//dapB//moaC//nikE//
GO_0042906_8	guaD//thiD//fadK//fsr//
GO_0042908_5	yafN//paaC//rnc//sgbU//hyfF//rluC//ndk//oxc//frvA//rstB//fdhE//hyfF//ydiQ//grxD//frvR//gyrB//
GO_0042914_8	artI//rpe//
GO_0042918_6	ivy//ibsB//moaA//trkA//gudP//
GO_0042919_6	aroD//
GO_0042920_6	uidA//
GO_0042928_7	alsE//
GO_0042930_7	uof//gltX//lysP//yiaF//yfiC//yahN//insI4//rpmC//
GO_0042938_8	nusG//hflC//iraP//recO//tdcF//arnF//yieH//ghrB//rplL//tsaC//crr//dgcQ//ybhF//yebZ//melA//
GO_0042939_8	fruK//rpsG//puuB//hemL//glrR//ampG//ydaN//insB-4//narZ//yqiG//
GO_0042940_7	yeaV//folC//artP//pdeF//galM//
GO_0042941_8	cyaA//
GO_0042942_6	sbmA//yghW//
GO_0042953_6	priB//nrfD//cas3//
GO_0042956_8	gspI//pbpG//agaS//gadE//lysR//
GO_0042968_8	tamA//bolA//ygfI//
GO_0042981_7	tesB//
GO_0043038_5	mug//cpxP//lpp//flhC//leuE//ortT//hxpA//citG//ybfA//rpiB//abgR//lacY//aaeA//rmf//trmI//nrdH//flgD//gppA//yaaA//nrdG//dld//higB//recG//sufA//rpsS//rpsD//
GO_0043039_6	moaA//yghO//emrY//ratA//alsK//proW//insI3//bcsA//bamC//mqsA//ompG//nupX//bioD1//insA-1//torD//mrp//abgT//gpt//fumA//thyA//iscX//emrK//alpA//gabP//csrA//
GO_0043041_6	dosP//
