#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	msrC//potD//hyaD//truB//
GO_0033542_7	endA//opgE//
GO_0033543_8	acrR//
GO_0033554_4	znuB//fis//sulA//rpiR//yddA//sucC//dmsC//mscM//lacY//yeeO//mdlA//pyrF//bcr//pgaA//waaF//lolE//ftsQ//narH//gdhA//raiA//ycfL//glxK//yahN//agaI//ftsA//htpX//araA//sapC//envR//rpnA//hofM//csdA//rmf//scpB//uspG//pitA//cysH//hisH//cysI//galE//ydeI//soxS//fliM//flgA//ddlB//narU//clpA//ybaL//apt//potB//yfcF//hyaD//lsrB//decR//luxS//narW//cutA//feoC//hchA//rhaT//citT//yfhM//moaA//entS//dnaT//corA//hicA//marR//fliL//ansA//mrcA//aroC//eco//waaP//afuC//asnS//cueO//kefF//elaA//ulaR//melR//rpsB//flgB//mgtL//uidC//thiI//pgaC//murD//ascB//lapB//tyrB//hlyE//cysG//ulaE//alpA//dsdX//msrP//prmB//erfK//fecC//napD//rihB//scpB//fecC//mutL//ybiY//rhaM//ydcO//ompG//ybjL//yccA//gloA//rsmD//secY//dauA//lysP//citE//cysM//eptC//yajQ//aaeA//eutA//frvR//cueR//amiC//rfbB//ydiO//ycfS//dfp//narQ//aroB//rutR//cspI//ybaT//kch//ftsE//crp//afuC//potC//ansB//yfgI//ftnA//ykgA//mdtN//folM//yafC//ygcO//arcC//mdfA//hypB//rplP//ybiV//asnC//exoX//malY//citG//rihC//ydeE//rfaE//sufC//tdh//yeeO//sseA//proB//dacB//phnJ//priA//dsdX//rtcR//ybaL//fecA//cvrA//rsmC//thrB//gudX//dusC//ybdR//chbF//tpx//tsaB//kilR//sfsA//fnr//mdtA//lit//napF//dld//tdcF//pgpC//rpmF//ftsH//pyrF//hybF//nikA//fbaA//sdiA//rhtB//alaE//yqaB//tusE//argA//hemN//rhaB//yraR//ybdN//betI//slyD//gutQ//intE//ydeM//yggT//tufA//arsB//aspC//hipB//matP//ykgA//pdxJ//yeeL//yeaV//rhaT//citX//glmM//sgcA//chbR//rpnD//minD//truD//torD//argE//mtgA//waaH//mlaF//ccmF//ybaQ//phoP//ulaD//dosP//udp//truA//lpoB//tatB//rpsQ//fabZ//yfcQ//fbaA//ahr//argI//ghoS//rof//yagE//priA//ansA//rutG//yfeW//cydD//xerC//ychF//narH//nanS//cspD//dsbA//gloA//norV//leuC//yebC//crl//fumB//rlmH//rffM//rlmF//sbmC//dctA//ptsH//scpB//rpsH//mdtQ//gadA//rpsN//frdD//aspS//lysU//accD//dfp//recA//ppiD//plaP//argB//eptB//rnt//hns//ibpB//ulaG//atoS//galP//yjeI//wzc//alaA//xdhB//recJ//pth//cspC//aphA//ypdC//uup//rhtA//bhsA//dctA//ansA//ssb//uvrD//yicJ//rarA//topB//acnB//uvrY//kbaZ//rplS//hldE//ispA//dkgB//alkB//entA//thiE//
GO_0033559_6	bluR//
GO_0033567_6	serS//
GO_0033585_7	nadD//ydjE//
GO_0033609_8	gcvR//
GO_0033611_8	zitB//
GO_0033674_7	yghB//
GO_0033683_7	ugpE//
GO_0033692_6	efp//flgG//rutB//uraA//agaR//speC//rimL//mdtC//glpT//yciA//folM//ybjD//hemN//mepM//dhaR//pphB//yhdJ//fdx//csgG//minC//waaY//pdeD//trpS//tig//arnE//mngB//gadB//gltX//ldrA//sdaA//ynfL//yfcQ//uxuR//yhgF//pabB//thiP//fadB//fcl//dsdX//ybhR//dnaQ//msrP//pykA//minD//cyoE//torR//panC//
GO_0033865_6	rluE//yfdR//yoeE//asd//dtpD//fumB//rplK//
GO_0033866_7	ugpC//tcyN//pck//crl//
GO_0033875_7	hybA//yjiM//aceA//cadC//fdoH//malX//uvrD//
GO_0034030_8	ybhR//frwB//yneJ//chbG//
GO_0034032_6	sbcC//ompN//metH//pdxH//gapA//emrY//pdeR//
GO_0034033_7	yjbH//argB//rpiR//tsaB//
GO_0034035_7	ybbW//gabT//serS//
GO_0034059_4	dppD//rzpR//
GO_0034192_7	glmS//nemR//cdgI//
GO_0034193_7	ycgR//
GO_0034194_8	sfsA//hslO//tdcD//
GO_0034195_8	yghG//
GO_0034198_6	gutQ//gltK//rapA//
GO_0034203_6	iscS//
GO_0034204_5	alsC//argI//
GO_0034213_6	ykgA//
GO_0034214_7	ycaO//yjiR//pgaB//frmB//
GO_0034219_6	pgpC//ybcC//atpB//yidH//iraD//tusC//cca//napB//phnO//prmC//ynbC//ydjH//yhhT//otsB//oxyR//hslU//sodA//gmhB//phnP//fumA//greB//ubiF//sdhC//thiM//yihV//prc//hdeD//wecC//lptF//ybjG//opgE//mdtM//yqgB//mcrA//kefG//ssuE//ibsC//nuoG//rusA//purT//gapA//insI1//lpd//tap//fabA//fabB//gpp//ynfL//yqeA//yihX//mdtN//paaE//mtn//hypT//diaA//yiiE//insI4//rhaR//opgG//tolA//uvrA//groS//mntR//bhsA//yhjX//kdsC//pnp//oppA//prmB//macA//alsE//yobA//lasT//ilvN//rlmG//cca//sdaA//wcaB//yjgX//shiA//pncB//aceK//rplY//atoS//yegD//dedD//mzrA//rlmF//fucP//avtA//ompG//ychH//rpmB//rpoH//
GO_0034220_6	hha//ycaN//abgA//ubiG//caiT//csdA//dppA//ddpA//gltI//feaB//cfa//ybiS//birA//wzzB//msrC//nrdB//glpR//ribF//araF//baeR//metH//groL//yiaN//flhA//asnC//frr//hupA//csgA//uvrC//ccmD//yiiE//yqhD//fliA//pgaA//tatB//yibT//cydA//aroP//ahpC//hflK//yciG//sgbE//znuC//cobU//insA-1//modC//rnpA//glsA1//yrbG//slyA//arnB//pyrC//rnr//essD//yeaE//malF//nfuA//queE//lsrG//envC//pgaC//trmO//yihL//ycgV//hybG//amtB//mutL//nadK//ampD//menC//rlmE//yhaM//ydiF//pcnB//ibpB//cpsB//nanA//evgS//ompW//rsmB//appY//yfhH//araE//bioD2//yfcQ//treC//metH//cusF//ppk//cra//recJ//glnP//cadC//alsB//ascB//mdtF//norR//gatC//xisR//pfkB//bcr//evgA//hybO//yiaN//vsr//sufB//rplA//yfiE//pdxA//tsf//minC//nanS//nmpC//mcrB//ymfK//ssuB//ybhF//yjeI//ydcI//caiD//tolB//aceK//nuoN//ynhF//glsB//ugpA//dinJ//ypdF//surA//msrP//ftsY//ygaV//ogt//bglB//yjeI//trxA//ffh//uspG//miaA//zupT//dtpA//ybiX//hisA//frc//trmL//modA//bamA//dnaT//speE//malZ//glgA//rpsQ//ycjD//yjgX//hypF//rarA//ybaM//insI1//fcl//fucK//mdoD//ldtB//hybB//agaD//livF//yraH//nuoH//mlaB//raiA//lsrK//ansA//cpdB//prfB//sutR//glk//
GO_0034224_6	hxpA//yadN//
GO_0034227_8	yjhG//narP//dbpA//ralR//gatD//glnA//nrdG//rodZ//
GO_0034248_6	dcm//ybhD//yhdW//yjjB//panF//bolA//rclA//ftnA//mhpB//hdeA//curA//lon//helD//hisS//hofO//wcaB//nanE//fepE//zupT//cyoE//xerD//ygiS//frmR//yheT//elfC//ybiX//mcrA//tap//paaF//pykF//putP//appY//tcyL//glcE//ompT//dppD//cutC//fdnI//ybaE//moeB//uhpC//
GO_0034249_7	gudX//hemB//yiaB//ortT//srlA//pagP//yraR//yiaA//entF//yhhZ//tufA//putP//clpS//mngB//glvB//yebG//mazG//fryA//rrrD//cysQ//wcaJ//ssuA//cspC//aqpZ//opgD//
GO_0034250_7	yqcC//cysQ//emrE//exbB//gatD//lon//minC//
GO_0034258_8	paaD//
GO_0034260_5	secM//
GO_0034285_6	rcsD//
GO_0034286_7	tyrS//
GO_0034288_6	gcd//
GO_0034289_7	holE//
GO_0034308_5	lptF//proA//nimT//spy//pdeH//betI//tehA//paaB//lpd//rlmH//livM//
GO_0034309_6	yedP//rbn//yfjR//
GO_0034310_6	fepC//leuB//ortT//yjjX//rhaA//hslO//
GO_0034311_6	lspA//yddL//pspA//
GO_0034312_7	rbfA//ybjX//
GO_0034313_7	yfcQ//
GO_0034337_3	frwC//gmd//
GO_0034355_7	tmk//tnaA//kdgR//rplA//
GO_0034401_5	shiA//
GO_0034404_5	nrfC//iaaA//flgG//epd//higB//hypD//orn//entC//ascB//surE//mtlD//qseB//yjfP//ychF//yqgF//nuoH//rpoD//glcD//alsB//ynfF//abgA//lpxM//tamA//recO//topA//groL//lipA//ymgA//rpiB//infC//adhP//araE//emrY//yahI//sufC//cysQ//gmd//ampG//pyrH//narJ//yjeI//adeP//nrdB//mltA//yehU//dinB//alsK//tsr//yghB//soxR//
GO_0034414_9	yahN//
GO_0034421_8	yhdH//
GO_0034440_4	fliM//cof//kduD//cusF//hipB//elfC//basR//ydiR//rlmD//pcm//rnpA//yedL//galM//surE//nrdI//yidC//ubiA//moeA//codA//dpiA//
GO_0034470_8	leuC//rusA//yhbS//cydA//pheP//dfp//dsbA//tauC//ansB//dhaR//acrB//torZ//feoA//pmbA//nmpC//yadV//mtnN//fabB//yddA//ybhG//msrA//ulaB//hiuH//rlmH//metG//relA//ydcM//mscM//yahF//nuoB//asr//csiR//torI//entS//purL//bisC//lptD//tdcC//thrC//yidH//ariR//nhaB//thiI//alaS//yciE//mcbR//yfgO//dmsC//fumC//hprR//gpp//rlmM//ais//rpoS//hflX//fliM//malZ//yihQ//thrC//fetA//hcaB//menB//sfmF//focA//nagA//murF//sucD//pyrH//yfeO//nusA//rluE//cmk//eptA//rlmB//plsC//gltD//yhbY//agaB//phoA//menI//yraR//yraR//cydD//yohD//frvA//lpxK//lpd//ydgA//fecB//yfgO//trpGD//galU//sgbU//fbp//
GO_0034471_9	bcp//cheW//rfbD//gspE//
GO_0034552_7	hofM//
GO_0034599_5	ynhG//bhsA//guaD//fadM//mdoD//tnaC//ycaN//sapF//mdlB//mglB//hemA//rfaG//btuB//yhbS//radA//csdA//ybbN//acpT//dxs//pinR//yqcG//speB//yfcU//
GO_0034605_5	solA//ptrA//waaS//gpr//yjjI//rzoR//suhB//tpiA//sgcC//
GO_0034613_5	ygcO//waaL//metC//yneE//erfK//ftsE//appC//mlaE//atpE//dapB//uxuA//yjeI//sdhA//rspB//lpxT//rplL//ndh//
GO_0034614_6	ldhA//idnK//torD//thrS//sdhD//motA//hupA//fimH//ygeW//mtlR//yhcD//fetA//yehA//
GO_0034620_6	lon//ada//ldcC//pabC//
GO_0034622_6	tatC//fis//ilvA//phoQ//ilvE//hyaD//marA//gadE//pphA//garL//yfjV//kgtP//clsC//rpsN//metL//recF//tyrS//ybgP//rpsS//ltaE//treR//ubiG//efp//yhbQ//dosP//yjbE//marA//rbsR//ptsP//ykgA//ftsL//menD//thiP//gpp//eutA//torY//sgcE//rpmG//allB//recG//tdcG//
GO_0034627_10	srlR//mdoD//argS//mnmG//rsuA//
GO_0034628_9	gatC//yihS//ybjX//suhB//fdnH//
GO_0034635_6	yfaV//yghG//dsbG//yehD//yohC//phoU//
GO_0034637_5	sgbE//gabT//rmf//phnN//pheM//rutG//lit//ychH//yhaV//dsbA//aroA//ldhA//ybgQ//yjiY//pitA//bcsQ//gpp//fklB//dsdC//lysR//hokE//recX//insA-2//yieF//yjgX//cra//ygbN//decR//intE//aroH//glnS//yijE//mlaC//cas1//cdaR//elfA//lysS//hypB//slyD//alsK//nfi//yidP//flhD//dnaJ//yehY//hisG//rpsS//ddpA//fabG//menD//
GO_0034641_4	rplC//rnlA//napB//add//glnB//glpF//focA//yejA//srlB//lexA//pcm//cbl//rpsS//ubiF//ybiJ//ydcZ//rplB//prpB//dsbA//nagB//baeS//tynA//yihL//pabC//rimP//insH-5//lptD//ybdR//pliG//uacT//hlyE//mtlD//phnM//rspB//hypT//ybjC//yddL//cheB//clpS//ynhG//malI//hicA//hrsA//chbG//yhcH//yaaA//rplE//yihI//ypdI//rpe//xylG//yehW//ydcO//nanC//mlaE//gntU//frvA//lpxP//prlF//fliD//lpxH//ftsA//otsB//gsiB//lgt//livH//yhdH//yjjX//yebZ//fucK//tolQ//mdtJ//lpoB//iraD//dtpC//rbsB//aceB//citT//yceK//citX//pheT//ydhQ//fimZ//hipB//ulaD//ralR//adiA//hdeA//lldR//icd//tauC//gsiA//eptC//rpiB//gcvA//ybcJ//bamD//rlmE//yraH//lon//yghB//rhaB//rutA//sucD//yfdS//ybgP//feoB//ytfR//hyfF//argI//hda//dgt//yjjB//setA//yraN//recG//bglX//paaG//mngA//moaB//rclR//aceA//ychF//tolA//surA//ariR//yagI//iscU//ycfS//tdh//phoU//yghG//ushA//yoaA//yhjA//dmlR//hsdR//ygfZ//rluC//trxA//rplW//pheA//dmlA//rhoL//umpG//arnA//oppF//tmk//fdoI//rsgA//glcE//exbD//surA//yggW//priC//yciG//yafE//rmf//hiuH//hokE//betB//yihS//rhtC//epmC//yabI//leuD//frwC//ynjD//galK//dosP//gadA//luxS//clcB//dppC//yehW//flgB//fabI//trmL//rpsJ//ydaN//bglB//nadC//atpC//slyD//tilS//yadC//garK//rhoL//yqiJ//cyaY//mprA//fnr//yehB//tolR//ybhA//garK//oppF//btuC//argR//rcnA//hprR//rpoH//ygjR//yccX//ccmG//hns//nrdD//fadI//dadA//yeeJ//yajD//fimH//rluD//yqhC//dcd//yafQ//yaaY//orn//flhE//ftsQ//ushA//acrZ//adiC//yhjD//uidA//rdgB//adiC//menI//srlD//fepA//puuR//dfp//frr//tap//dgoT//bssS//yhaM//rfaF//yegD//hofN//rraA//ispG//treA//trmB//fic//umpH//hcaB//ldcC//yihI//tcyP//ndh//gabD//trpD//dgoD//sgcE//yqiJ//infC//yacG//treA//csdE//araF//yedA//hemB//yhjX//cdgI//idnO//narG//pncB//insF-1//phnH//sucA//sapC//csgG//sspA//rspB//mqsR//cdd//sdhC//emrY//yjiY//ybaK//rarD//hcp//fkpB//bamA//cdh//mdtQ//lamB//ulaF//sfmF//gmk//eco//thiM//dgcM//rep//lsrB//lplA//nlpI//fadI//treC//prmA//yafQ//viaA//nikE//slyD//sufD//pinE//nudG//rluA//fdoG//hns//tsaE//rlmG//flgG//flgB//yciH//kdgR//asnS//yfdC//fabG//purD//lolC//dgcQ//yaaA//gadA//ihfB//iscR//sbmA//yqgF//seqA//baeR//rsmA//glgP//trmJ//frvB//waaB//oppA//ttdB//yeeA//rng//ygeX//sgbU//rnc//oppB//mhpB//fadB//lpp//hyaA//trpD//nuoG//narK//dacA//cho//nrfG//panF//hflK//ybjC//hrsA//rplD//yhdH//yrfG//nmpC//mobA//iaaA//glnB//lolA//argD//ymfA//allR//ssuC//rcsD//fdhD//ispU//mtn//intE//puuP//lapB//fdx//uspC//ypdF//gudP//ubiJ//dinQ//purU//pspF//deoD//ddlB//pepN//nuoG//uhpC//grxD//serA//rfaQ//rfaQ//ynbD//rppH//mqsR//ruvA//nrdI//hdhA//yjjI//mglB//yahD//fepG//sfmF//setB//ansA//pstS//zntA//nrdD//cpsG//hcaR//waaP//tap//yojI//gntR//ugpC//tag//yejB//norR//dnaX//murI//intS//waaO//yihR//rlmE//ypjD//lpxT//livG//dapD//ugpC//uraA//opgD//phr//ykgF//ygaH//etk//aroA//murI//fucK//glrR//fbp//aaeA//yraR//nanR//ykgF//ahpC//lpp//ybjX//dtpC//mmuP//frc//sdhC//dauA//glpX//purT//panB//yidD//xisE//ybhI//rseP//intQ//tusA//cusC//tyrB//gapC//yagG//gltK//otsB//ridA//tatA//yqiG//ileS//basS//yneJ//lapA//ydcI//cstA//hchA//ccmG//waaP//menD//selD//wecB//dsdX//ydeP//ulaB//nrdA//yheT//trmL//bcr//rodZ//mnmC//caiB//ebgR//rzoR//fruK//grpE//rplX//pyrE//eno//gcvR//yafN//hycH//trkA//torY//trmL//yciH//rng//ydfD//ybdO//yceK//phoB//glpX//ugd//nikE//nagE//lnt//nupG//gpmM//frmB//yihU//valS//secY//nuoB//yajR//yiaU//ycfH//csgA//ybjD//ltaE//rzoD//insI1//phnK//ybhA//rfaQ//narV//ykgM//yqiJ//araA//dkgB//ycaO//gpmA//ftsA//xerC//rfaE//ade//rpsE//arnA//lptE//zupT//mreB//cbpM//rpmJ//hprS//chaA//ydfK//sodC//mnaT//gatA//ppsR//hisF//ftsY//narV//trkH//truA//queG//mhpB//yrdA//pflC//rpsP//ubiJ//yeeY//mrcB//nudC//yajQ//fdoG//yjgX//ydaC//holC//ydjM//crp//lolE//hprS//lptF//sppA//cynS//mtlA//ybiA//plaP//glcE//sdhE//ybjN//rplC//envR//yihR//nuoH//rof//dhaL//ispU//ribA//yhjC//rffG//zntR//araE//kefC//chbA//pta//csrD//insF-1//phnC//idnK//tehA//sapC//yfiC//perR//ybhJ//recX//kdpE//gudD//tsgA//phoU//yhjX//purT//diaA//ribD//mglC//btuR//bcp//nrdB//nlpA//yqjI//pdxB//wecC//mreB//cmoM//metG//fabD//hybF//brnQ//waaG//glgC//pbpG//hchA//leuO//betB//rusA//fumA//cedA//fixC//menD//zupT//yagE//ais//yhaC//proB//psuG//ygaZ//alkA//chbG//lrp//rbsD//gapC//psd//fepB//rpsL//hisS//hslV//lpp//adeQ//ybdM//gspJ//ytfR//ompL//rlmF//ydcM//glrK//mntP//ilvA//modA//deoB//gatZ//ydjH//metK//yggE//yjbH//lgoT//yehU//fre//holD//nagZ//yfaX//malQ//acpS//frwB//lplT//zupT//ytfP//scpC//cdgI//yidK//ibsA//cmoM//fimF//rna//xapA//zraR//fadE//ypjD//zapD//melA//yafC//hokB//cpxA//xerD//yohC//ampE//slyA//pncB//nirD//hemA//feoB//rnlA//gpp//wzzB//dtpC//tsaB//curA//yfcS//lit//guaA//folP//pfkA//rfbD//tisB//sbmC//nrdB//phnN//udk//sppA//nikD//mtlR//yeaK//pheS//yafC//yceD//ispF//lysU//nudC//pheA//yehY//fliZ//mdoG//rplX//csrA//ynjA//greA//nfsB//paaJ//rlmN//sapF//glgX//degQ//uup//dsdX//ynjA//nikE//dinQ//yfbS//rfaH//ulaC//lacY//comR//ybgQ//torA//pepD//yraJ//rsuA//fliG//menE//ompF//rlmE//garL//mdtG//yhjB//htpX//rhaB//citG//pgaB//glk//gloB//ascG//mntS//yieH//hfq//gfcE//gltX//adhP//rfbB//hybO//rlmL//modA//fliS//rpsS//ydeO//ykfM//tolR//fruA//opgH//ydiF//yciG//dcuS//dppD//mutT//srmB//
GO_0034644_7	cycA//rpsT//
GO_0034645_5	nlpE//gutQ//trkH//ldtE//ligA//lysA//rpmG//yfhH//rffH//tdcB//adeP//gadA//yafE//menA//yaaA//zapE//insI-1//leuA//fepE//sucC//cheY//phnO//tnaC//frmR//waaY//frlA//maoP//prlF//fliG//rcnR//folD//corA//raiA//lon//nhaB//glpB//ftsB//glgA//pabB//plsX//frvR//holC//ycfJ//glpG//cpsG//yeaG//pagP//glpG//recC//hprR//plsB//dxs//lsrR//hemD//idnK//napC//ybfE//frc//cobS//nepI//waaC//fabI//yidH//sapC//uidC//nanK//bdcA//corA//pldB//selA//slyA//elaB//lyxK//pta//cysE//tyrB//qseC//dgcZ//ybdM//rnd//lpxM//patD//qseC//citC//hybF//folP//narL//atpC//dinB//yheT//ydiV//paaJ//pykF//dppA//poxB//selD//ampH//yabI//ybjC//tesB//potI//rnhB//yqaA//srkA//hypE//topB//ydeM//rcnA//fruK//ribF//dinB//yebZ//ybeY//glpC//yqgF//iraP//yneL//msrB//yqaA//rfaD//ygcR//yqgF//rfaE//btuC//trmL//gcd//ymdB//ygiS//yfcS//cusS//pyrE//narX//betA//potF//ygfI//ydcZ//mnmA//folP//cysA//rnd//cspD//mfd//ycgR//yedX//insK//purR//clpS//rihA//mglC//rsmC//aidB//glgS//rusA//clpB//glgB//sutR//moaA//trmB//apaH//agaR//yhcH//fimB//rsmB//fucA//kdpE//ynaE//ftnA//holB//dinD//yidH//yceO//cobT//pdxK//dacB//cstA//yccS//dxs//yadI//sgrR//atoC//dhaK//preT//yjaZ//hemH//ycaO//grxD//aidB//recX//yeeY//nanT//proC//hsrA//rpsR//minE//lpoA//yghU//mgrB//epmB//dapA//hisC//kdpD//fdhF//glvC//melA//aroG//caiF//dcuB//cdh//yfcR//puuD//groL//envY//asnC//eco//rho//rpmE//ampD//greA//cpxP//mtnN//xseB//waaF//yeeA//rhaT//xthA//chbC//slmA//ycfH//ygiN//alsC//recN//mdtI//trmJ//hybE//mutL//paaD//dgoD//pflB//wzc//hypB//dacC//ymgC//rssA//pldB//caiD//trmH//arcC//edd//entE//basR//zapA//oppD//ydfH//lptE//ribD//sapD//grpE//oppC//mdtJ//creB//rspB//moaE//hyaA//glmS//elfA//gutQ//yciT//yjbG//chbG//frwC//abgB//folA//dnaA//tamA//hemH//cheZ//rpmH//galM//gadC//speF//def//sufA//ftsY//insH-5//metN//yibA//pspF//phnO//rpsK//yehZ//dam//nfi//sixA//glyS//patA//dxr//artM//yiaB//rplQ//dam//gatB//bcp//polA//tbpA//
GO_0034654_5	dcm//fadM//dnaC//trmO//cptB//yjbF//oppC//clpX//citC//mliC//nagZ//miaA//cyoC//rcsD//ydiK//atoC//clpA//dpiA//nikB//yahO//tas//mltB//yoaB//moeA//ybdN//rihA//mutM//tnaC//yadK//narV//yceO//rssA//xylB//bdcR//acpS//ybfE//csdE//waaQ//shiA//yhaJ//yadC//rpiR//dsbB//ygeR//mngA//hslU//agaD//frlC//yfjR//rplP//yadG//argB//lgt//paaB//ybgI//hha//suhB//hcaR//lysU//frvA//flgK//nadC//rluA//rbbA//sfmC//cas2//gltD//zwf//fetB//mazG//cirA//ribB//rplF//paaF//agaC//yhhZ//galR//galK//yihO//rimK//arnE//mdtD//bioC//sfmF//phnN//cysK//accD//glpC//recR//ltaE//aspC//sgcC//nemR//fdoG//queD//kdpE//metR//dacA//rfaF//mlaB//yneJ//rsmG//phoB//gntU//lipA//kefC//nrdR//ade//yjiR//trpA//thrS//torD//yjtD//ptsI//hycB//tolC//abgT//phoB//fliG//yhcH//rnhB//nagC//gcd//rseP//rfbX//rssA//soxS//fdnG//atpB//mepM//ycfH//tolB//ycjR//ulaF//ydiQ//yqaA//ymfA//ulaA//intZ//yfcG//ytfE//sdhD//mhpB//panB//hisB//secB//prfA//arsB//atoC//bioF//wzc//bipA//lepB//trmH//gloA//aaeB//rffG//mscS//sxy//yfcA//menC//rpoA//uidA//patA//amtB//rluE//glmM//yjiA//putP//ybaT//ycaN//yagF//dgoA//uraA//purU//frsA//msrB//moaB//ygcR//pdxK//ybaK//recX//mrr//yagG//yeiG//lsrA//mdtA//add//rimI//rbsK//mhpA//thiM//yddA//yfbS//zapE//yfcS//yjiM//sfmD//purU//asnS//udp//yidR//serS//rpnC//rpmJ//lit//cspD//yaiW//sdhB//trmB//malP//exuT//selU//rcnR//lrhA//shoB//yhgF//accB//nrfF//citE//aroG//mgtA//actP//envZ//cycA//ubiJ//ubiH//galU//elaB//narP//dcuC//sufC//chaA//pdxK//truB//nadK//bisC//narL//panE//rutD//rhmD//ltaE//uacT//rutE//pgm//intE//oxyR//ytfP//ftnA//cysI//fur//ibsB//clsA//yifB//waaU//gsiA//exuT//dsbD//lldP//
GO_0034655_5	parC//menI//prfA//tolA//prpB//malP//uxaA//pta//rutD//ybhS//iscU//csdA//torD//infC//fepG//ccmE//frwB//kbaZ//gltI//dps//yedX//yiaM//minC//prpB//yiiM//pyrE//yjjV//pgm//yghO//folE//ttdT//yfgI//plsX//manZ//proS//aaeB//uxuR//cysB//oppA//yfaL//argK//ibaG//opgC//yfhM//abgB//mepS//yidC//pyrC//ahpC//pagP//marA//mglC//glgP//mngR//rhsD//yddG//allS//nikA//dcuS//nrfC//efp//gabD//deoD//glnD//nepI//hns//crp//pepN//yciG//rimI//prlF//aldA//dhaK//
GO_0034656_5	moeA//narY//nuoH//yegV//tynA//tig//ilvN//paaG//cedA//mocA//rsmG//fimD//sad//
GO_0034660_7	pgpB//ibsD//ompL//rplO//dgoT//clcA//ydeE//oppD//hyaA//tilS//yfeD//nikA//fucI//cdgI//menI//pbpG//trkG//trpL//yfeR//tnaC//yraR//ynjA//malQ//argR//frlC//phnK//lsrA//prpC//agaA//fdnH//priA//yggW//tldD//ispA//hscC//rpsO//trkA//mglB//ycjY//sgcA//garD//epd//dhaL//gabP//yoeE//yfiE//yjaZ//yhaV//groL//fabD//hyfC//yejF//yddG//hemL//sufE//astB//mepH//rsmI//cusB//sucC//yehW//yjiY//msrQ//modC//rhaS//preA//dtpB//hypA//yfcS//cysC//yraN//fes//nrfE//ycjR//fdx//gatC//dhaR//cpxP//hha//amiB//arfA//frmB//menF//maeA//ybcL//ydaV//yebQ//dacD//ygaH//yneL//tcyP//pntA//der//dauA//mlc//bluF//ybdM//tgt//frmA//dicA//tehA//acnA//rsmC//lptD//yehW//malZ//hemA//yhaO//nagB//cspI//mobA//pdxJ//pldB//yfdS//narW//waaU//cdgI//tusE//iscX//rfaD//metC//trkG//
GO_0034661_7	dbpA//acnB//yfdK//tcyJ//
GO_0034755_9	yhbQ//mutH//pstS//ybiV//
GO_0034762_6	sdhE//yehU//sseA//glpX//yggP//hisP//adhE//chbF//
GO_0034763_6	nanA//arnD//
GO_0034764_6	relE//bamA//
GO_0034765_7	yihT//yiaU//hisP//cobT//eutN//trpGD//thrL//
GO_0034766_7	mdfA//
GO_0034767_7	rclR//rlmE//
GO_0034775_7	rhaM//cysH//yfdO//dgoR//panZ//
GO_0034983_9	sapF//allR//
GO_0035235_6	ribA//grxD//tolA//ybbY//
GO_0035303_8	queC//ppsA//pdxA//ftsB//thiC//
GO_0035304_8	yidH//
GO_0035306_9	mdtD//
GO_0035307_9	aspS//
GO_0035335_8	nrdG//ihfB//icd//
GO_0035344_8	ilvC//crl//
GO_0035350_6	tdk//
GO_0035383_4	nanS//rhtC//rihC//atoS//yeaK//htrE//gabT//eptA//
GO_0035384_5	artI//proW//
GO_0035429_8	ampD//rzpR//srlD//hmp//rnlB//yggE//
GO_0035433_7	ycgB//ydiP//
GO_0035434_9	nirB//nikE//dinJ//ymjB//ompG//
GO_0035435_9	ftsH//sgcC//uraA//yqiG//yigB//lolC//thrC//yidD//cobU//
GO_0035442_7	nuoH//ybgI//ygiS//hpt//hofM//ivy//allB//yiaA//hemL//bcp//astC//
GO_0035443_7	potH//ivy//parE//arsB//ratA//sapA//rhaT//dtpB//
GO_0035444_9	rne//rusA//hisD//sspA//mltC//evgA//fieF//
GO_0035461_6	rutD//slt//sstT//rpsH//nagE//nikD//modB//sodC//nrfB//xseA//
GO_0035510_7	mtfA//sufS//adeD//ydhK//rnpA//
GO_0035511_5	hda//
GO_0035513_5	pheA//
GO_0035524_8	preT//
GO_0035552_6	mhpD//
GO_0035553_6	srlR//
GO_0035556_4	araG//tsaB//rfe//radD//torI//cdd//epd//hscB//argR//ahr//rsmE//dgcQ//ynhG//envC//ygfX//trkH//ybdZ//rplF//yqcG//rhaT//tktB//nadB//rnhB//topA//yphF//pstA//bfr//yghO//pdeF//garR//frdC//pppA//mntH//arcA//rng//clpA//manY//rlmA//yihQ//prpB//yeaD//rbsK//trkA//cysB//fliD//rpnA//
GO_0035600_8	agaD//
GO_0035601_7	ccmG//epmA//pfkB//
GO_0035672_6	fis//clpB//gstB//yfdO//pgpC//hofP//htpG//metE//pstC//kdgK//dinI//rutF//bdcA//yeaV//rnd//mdlA//yciV//ybiS//yggN//nikC//
GO_0035690_5	nuoF//fucA//rnt//ygdG//ycgV//yihV//focB//rutE//yphF//dadA//iraD//
GO_0035725_9	fnr//ybdO//yqiH//gltI//evgA//mglC//fliZ//
GO_0035784_9	cyoE//
GO_0035821_4	cbeA//glgX//cpxR//yfdS//nhaA//
GO_0035864_6	folD//
GO_0035873_8	rho//zapE//
GO_0035890_5	ygcW//yeeA//rutF//fliZ//
GO_0035891_6	grpE//patD//livF//rppH//
