#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	yahI//yfbU//chbA//mug//
GO_0090313_8	nsrR//csrA//
GO_0090329_8	mqsR//yhdX//ydeT//dhaR//mdtD//mtfA//uspC//
GO_0090347_6	secD//
GO_0090352_6	rpsK//
GO_0090357_7	garK//fliD//
GO_0090358_8	hisD//
GO_0090407_5	yqjA//exoX//ogt//csiR//fabG//torC//pyrL//mppA//mfd//proC//chpS//ybiY//acpS//betI//yebS//lpxB//mtlA//dtpD//glyS//puuA//higA//decR//rsmB//rpmF//idi//glpC//rhaB//rsmH//shoB//yihI//sdhE//nanA//ubiE//csrA//yihQ//srmB//abgA//zapC//yggD//gutM//prpR//ydeO//ynfH//pdeK//ydeI//tus//lsrR//aroK//mgsA//eutR//scpC//livG//rhtC//abgB//mreB//tdcC//ompC//sapD//yajR//ykgF//mutM//yhaM//ycgV//gor//ynbB//ygeA//motA//ynjA//acrE//ycgR//yqjH//cpdB//yqiG//yfcV//yedL//sdaA//yghU//fabZ//manX//plaP//menD//ftsP//ycjP//glxR//ynhG//pgaD//ubiH//gudP//gcvP//phnL//yhhT//murF//agaW//trkH//fadK//pspD//alkA//proW//clsA//tolB//glpA//rpoA//yhcN//baeS//lptA//fdx//uvrA//dgcJ//fabB//pdxH//glcA//gudP//ydhC//acpS//sapA//gntP//ydjE//yfiC//xisR//infB//argE//yeaE//yihQ//kdgT//iscU//dhaM//pphB//ydiV//pspG//gfcE//rclB//
GO_0090487_4	ribE//
GO_0090501_7	yraI//adiY//abpB//ydaN//lpp//asd//rpe//cyaY//sgcR//potD//ymgC//murF//hofM//bssS//emrY//metH//rutB//glnL//grpE//yadM//pepN//uspB//dnaA//ykgA//yegS//ybbY//emrD//focA//tolC//gltX//rnc//ybcM//
GO_0090502_8	queG//atpG//rplA//fepG//arnA//cdh//mprA//yjhB//yhaV//fdnG//rclC//ulaR//galF//csrA//gldA//pheP//galM//ybdO//qseC//tktB//argF//
GO_0090503_8	rpiR//paaJ//yahI//dgcQ//mmuP//argE//ydcM//hupA//
GO_0090529_5	nudG//fpr//ybjG//glnA//ftsZ//tnaC//
GO_0090540_10	rimK//ydhJ//tmk//
GO_0090549_5	potG//prlC//
GO_0090605_5	pgl//trmJ//glsA2//ccmH//yagG//kbaZ//sthA//raiA//zur//
GO_0090609_6	truA//mngA//agaR//bdm//xerD//ugpB//hscB//tktA//purD//
GO_0090662_6	garP//
GO_0097035_4	waaO//yojI//
GO_0097056_7	envR//
GO_0097164_4	lysO//rtcB//lptA//agaI//katG//ybiJ//thiI//sbcC//rpsP//smrA//ycgV//yggW//cysG//hemB//gapA//thiD//yphF//yceO//priA//secM//hsdR//narJ//lptC//scpC//yfeO//ygeR//
GO_0097237_5	potI//ulaC//lipA//amiB//tdh//yjcO//waaL//sfmH//speD//def//
GO_0097264_6	ogrK//
GO_0097286_10	emrE//
GO_0097292_8	pyrC//
GO_0097293_9	yabI//
GO_0097304_7	bcsA//
GO_0097305_5	glpC//fetA//recD//fklB//yagF//ybiA//
GO_0097339_7	waaQ//
GO_0097366_5	recG//yojI//aceF//
GO_0097428_6	greA//araB//dacC//thiM//ybjI//phnJ//recN//
GO_0097435_4	wecE//gntR//
GO_0097501_4	dsbB//
GO_0097502_4	lgoT//
GO_0097510_7	higA//
GO_0097532_4	edd//
GO_0097533_5	insB-4//
GO_0097577_5	rdgB//frwD//argR//
GO_0097588_5	focA//hisP//rnc//tatD//ttcA//cbl//eutR//yciA//glcF//araD//alkA//ppsA//dinD//pgaC//fadL//paaB//gyrA//epmB//glyA//purT//fabH//rapZ//rpmJ//livM//fimE//sutR//intQ//rarD//selB//elfA//napB//
GO_0097638_8	rffM//tamB//rpmF//dosP//
GO_0097659_7	xylB//rssB//putA//sgrR//nrfD//ruvC//rihA//bdm//dtd//cobC//scpC//xylG//rimL//yigB//holB//ybdM//yjiY//opgD//glnH//blc//wecE//ccmH//rcdA//dhaK//ascG//trpS//mqsA//ppiC//yddA//nupG//yefM//hipB//potI//rfaE//adhE//proB//yhbO//fis//uxuA//yagU//ygbI//lgoT//phr//rbsA//nuoN//lsrD//yfdC//fhuB//allS//mtlR//tcyN//murE//gltD//maa//purR//nrfF//cusB//tonB//yajR//ykgO//speD//osmF//mcrA//dppF//cobT//yhgF//pdxA//ibpA//hofQ//bioD//yaiP//treB//ompF//ytfE//bluR//ftsN//manY//lgoT//borD//trpD//ydjJ//mdtE//pspF//hslJ//gpmA//setC//prlC//mobA//hflX//ldtD//ldtD//selA//yadM//alkA//lpxM//trpA//yidD//bsmA//phnH//hxpB//yiiM//wza//ndh//yeeA//mgrB//aroF//ymgC//fkpA//yjbH//atpG//yadG//mutY//ybaT//cysS//ygjR//fepB//uhpA//cyoE//ftsE//
GO_0098002_8	fabG//
GO_0098542_4	iaaA//glnQ//waaC//agaB//dcuS//dauA//trmL//hisH//cbtA//recB//
GO_0098586_5	mppA//mppA//hybC//
GO_0098655_7	ybjN//accB//rna//murP//yhcN//fetA//dtpA//ygiN//yadN//fabH//hybA//btuR//yneL//rsmG//tas//serA//sdhA//yajR//rhmD//nrdI//opgE//fimG//minE//proB//ibsB//ycfH//trmL//frlR//entD//yagJ//eco//fes//trpL//phoR//hdeD//guaD//nhaB//kefC//uspC//yihV//trmA//rnb//queA//ybaT//sbmA//sgcX//rhtA//ychF//yjeH//ubiD//cpxP//pgm//gltB//rpsL//argO//yoaB//gpsA//fhuC//rbbA//bglX//pyrL//fiu//menF//rlmG//rplP//lpxT//waaY//metF//ftsB//bglF//dnaK//ogt//mtn//fmt//galM//rpsD//rbsR//moaE//relB//rraA//yfbU//frdA//phnC//ygeW//clpX//pdeF//yfaE//ynfE//kdsC//pliG//erfK//potB//uidR//narP//ynjD//nfsB//epmB//nrdD//yfbS//aceF//sgcC//ygiV//rhsD//ynfL//pitA//ycgB//
GO_0098656_7	yhcD//plsX//yqeF//insF-1//rsmA//nmpC//yfbR//araB//ygeW//ynfL//malQ//astC//moeA//erfK//fecA//hinT//yadG//lepB//mnmA//gnsB//add//atpF//murF//yjhC//ydiV//rcnB//ytfP//tktB//yjjX//nuoM//ibaG//nadK//rclC//hdeA//guaD//tauD//ebgA//moaC//ybaO//paaK//solA//cusS//yqaE//rluC//apt//mcbA//yeaG//xerC//lacY//cobT//zapA//crcB//ivy//fecA//fimF//yjiM//coaD//yeeO//fimF//ldrD//lsrB//mog//nupC//flgM//cspE//rbsR//paaZ//waaG//gluQ//tcyJ//alkB//yhbY//deoA//panF//ompL//xisE//uidC//gspF//glsB//sfmA//fepB//glyS//rlmE//mglC//glcC//aroF//rsmH//mprA//fruK//ydeT//adiC//solA//ubiG//tcyN//hisB//atpA//cysP//
GO_0098657_5	kup//tolQ//acrF//msrB//pyrC//ybhR//hda//nth//ftsI//rmuC//yejE//cusR//tauA//ypjD//nuoM//metG//yfcU//iscS//rlmM//phnG//
GO_0098659_8	flgF//fimA//
GO_0098660_7	hisD//lpxL//ykgA//rzpD//galK//mrdB//phnM//udk//yccS//argB//gltI//sbcC//folX//comR//yggD//yagG//yjjW//mrdB//dhaM//ynhF//ydhJ//yieF//preT//cysD//rsmB//cusC//tag//moeB//cvrA//insF-1//leuC//pspF//kup//cysN//cdgI//kefG//leuO//nadD//ybfA//rho//lgoT//hiuH//mhpB//gsiB//malQ//malI//bioC//yhdW//tolB//pphA//rsmI//cnu//radD//pfkA//ilvI//ulaE//fhuD//tsx//ygfA//oppF//dsdA//atoB//ogrK//ruvB//cysS//agaA//torR//xerD//tusE//ccmA//mnmE//pspD//uspG//ihfB//treF//yeaG//sdhE//
GO_0098661_8	ubiF//shiA//ynjD//prmC//yihU//prs//mdtM//trxC//hybD//kefF//crl//yjhB//gpt//etk//degP//gatZ//eptA//fucO//elyC//
GO_0098662_8	chaC//bluR//kdgK//btuD//cbpM//chaA//feaR//yjbG//galM//yagE//yphF//dgcF//yfhM//mrr//proS//leuD//glnK//ispH//emrY//avtA//helD//dsdC//hypA//yahF//frwD//mgsA//tsaD//adiA//hofN//selB//basR//nikC//fabB//tynA//dtpA//ygeA//fadR//ansA//lepB//narY//psuG//xseB//dapF//cysK//gltB//ybcF//fdnI//parC//uspG//mreC//suhB//pnp//fimE//rluD//mlaB//rutC//ubiF//sucD//lrp//queA//opgE//
GO_0098670_7	thiH//
GO_0098704_7	yjjV//frlC//ubiX//pnp//
GO_0098707_10	dkgA//
GO_0098708_8	betT//potF//yghB//bglH//
GO_0098710_7	rplJ//yqeA//
GO_0098711_9	narU//
GO_0098713_8	ydiQ//cbpM//cpdB//tcyP//
GO_0098719_9	rclB//
GO_0098732_6	rssB//yjcS//argO//cspC//
GO_0098739_6	elyC//waaS//metF//yfeR//plaP//pntA//mcrA//mrdA//sgrT//ybaE//rpnB//yhcN//nuoG//ivy//dcuR//pta//lgoT//rfe//
GO_0098771_7	ligB//envZ//torR//hpf//potB//yhdX//trpD//ulaG//metB//hisB//fixA//gntT//opgB//truD//hcaR//eamA//phoR//tehB//aidB//yggW//ascB//mrdB//mrdB//hha//ybjC//glnL//purR//ykgM//pabC//rhaS//maeA//xthA//ycbB//paaJ//sdiA//malI//
GO_0098776_7	umpG//glgA//treR//cobB//casD//
GO_0098795_9	deoA//
GO_0098869_4	asmA//frmB//kdsC//nlpA//ybdZ//arnD//cutC//priC//waaB//tktB//cusR//frwC//speD//katG//menF//gadC//yggX//def//yfhH//pstS//yadG//slmA//
GO_0099046_5	ada//agp//
GO_0099116_10	mlaC//
GO_0099131_7	fdoI//
GO_0099132_7	ydcM//purA//hscC//deoC//matP//eptB//yghB//dhaL//dnaE//dtd//ydfK//trmI//metB//recQ//rpoD//atpD//ygfA//wzc//gpp//yiiM//scpB//yedL//aroD//
GO_0099133_8	nrdF//yhcF//dinI//glpF//ubiA//ynjD//murA//yeaK//csgA//dgcE//cof//lptC//shoB//mutL//mgsA//tusC//eutD//gloB//lhr//gltB//
GO_0099587_7	hicB//menI//
GO_0101030_8	yfhM//
GO_0104004_4	betI//lsrK//speC//rpoH//yihR//ykfI//yegS//glgS//yfjV//mutT//treC//yfeO//frsA//uvrD//malZ//aroG//cobS//sodA//pgsA//dcuR//insH-5//yhaV//rplR//csgA//
GO_0110017_7	helD//
GO_0110095_4	ghrB//puuR//
GO_0140115_6	flgG//cusA//yohD//mdtE//yhjA//
GO_1900190_5	yjcE//fliL//rpsM//pheT//yfaV//dld//ydfG//paaZ//insI-2//glsA//rlmD//ubiB//cysQ//
GO_1900191_6	yfcG//yqjI//yiiD//gsiB//
GO_1900192_6	yihS//ftsW//
GO_1900231_6	puuR//gldA//zur//sapD//iraM//
GO_1900232_7	hofP//yjjI//galS//
GO_1900233_7	rcnA//
GO_1900371_8	map//
GO_1900372_9	hipB//
GO_1900376_6	sdhD//gloC//lptB//
GO_1900377_7	murI//
GO_1900378_7	phnJ//
GO_1900542_7	manA//
GO_1900543_8	fklB//
GO_1900704_7	insI-1//
GO_1900705_8	holC//
GO_1900725_7	rsmJ//
GO_1900727_8	gapC//
GO_1900749_6	ybiW//
GO_1900751_9	trmJ//
GO_1900866_6	fabG//
GO_1901068_8	yjeI//fabA//talB//sgrR//yccA//flhE//cfa//groL//waaO//yciT//tdcC//
GO_1901069_9	rutE//
GO_1901070_9	groL//surA//cueO//purF//
GO_1901071_6	bglB//mdtF//aroH//yeeL//folC//
GO_1901072_7	paaH//pykA//cedA//yiaL//
GO_1901135_4	hisH//ycgB//leuE//tyrR//pnuC//garP//ydhK//hemN//pinR//pgaC//ldcC//bioD2//dtpA//intF//agaR//brnQ//elaB//sspB//fepE//pgaD//galS//mltF//nrfB//nrfC//rpnC//yciA//ybeY//ompT//fadL//rnr//yahF//fdnH//xerD//fadL//bamC//arnE//epmB//kup//pck//gadB//tauC//dam//rrrD//purD//nagD//lhr//yhiM//galE//yjjG//wrbA//fliL//arsR//sgcR//cfa//thiE//ilvL//pnuC//arfA//lldP//amiB//cysG//yqjH//lysU//gldA//ispA//map//lptA//rpsL//eno//ybdO//folM//ydfG//arnT//eno//cpoB//speB//yagG//nadC//flhE//kdsB//yadG//tpiA//erpA//pgpB//mazG//rpiB//yeaK//mepM//manX//ybbW//lptC//mdfA//yodD//ibsD//ribF//fepD//fkpA//lrp//hybO//tusB//ccmA//pal//yphF//tusE//nfuA//frwD//fucO//ybdG//rhlB//cysG//fabI//ratA//ypdF//minD//ompW//yebS//zapB//ybiH//sbcB//phnC//ydgA//dld//hycI//nadA//proV//xisR//vsr//intA//hmp//yjjU//metE//mntR//phnC//yedX//cusR//yjjV//icd//ispA//rapA//udk//borD//dppB//entA//luxS//arnA//iscS//sfmC//fadE//argF//pinQ//ydbD//fadM//bamC//potG//yaaJ//ilvD//ydjH//gspI//ydjE//argI//ddpX//nikB//yafN//dsbG//yhfK//udk//clpX//mdtJ//atpB//ilvD//ydhK//rnr//fliL//kup//dhaK//ppiD//ugd//csdE//aroH//mrdA//modC//uvrA//rimK//mprA//ydeM//xylF//epmC//livG//ynbD//rmf//yaiP//envY//proP//fimB//cmk//tatB//yhjG//gyrA//narX//hofC//ykgM//yaaA//ybcQ//etp//setC//yihU//phnK//chaA//rpmH//rihA//lyxK//yadG//hha//yghU//chaA//yafQ//queG//allD//ftsP//ldcA//dmlA//moaC//bipA//pgpB//ebgA//amiD//yphB//rsuA//rcsC//pgpC//edd//mrp//moaB//pdhR//mcrA//hiuH//gph//envZ//ygiV//yedX//xseA//bioD2//rbsR//abgB//recX//rpsA//pinR//entS//mntH//csgB//mrr//abpB//cobS//btuR//mrdA//elaD//rffC//narW//lrp//marA//ybeF//mrp//agaW//gadW//yeaK//ppiA//arcA//frlR//
GO_1901136_5	sgrT//hybD//umpG//mlaE//rsmJ//ybdH//guaC//prpB//zapA//intA//yfdO//hscA//yidK//gppA//apaH//ptsP//yajL//ydjE//phoA//yhjC//yhjX//lasT//cheA//hlyE//yhbX//kdpC//mgtA//sapD//amiA//dmsB//clpS//tas//prmC//ldrD//bacA//nirC//ghxQ//wrbA//yedP//lolA//rlmM//cobU//shiA//ybfE//ispG//gppA//rfaQ//fruA//yfcP//xanP//xdhB//argR//
GO_1901137_5	ilvH//glsA1//waaP//pyrB//yqjA//arnD//sucC//torZ//recC//yfdS//insH-6//manZ//rzpD//rbsB//waaA//lrp//tamA//lysU//leuE//kefC//cynT//yfiF//ampD//xapA//yidA//rlmJ//rpsE//phoE//surA//ygfX//ulaR//carA//tas//glvB//syd//yqjH//thiE//iraM//yahN//hda//rlmD//hfq//cueR//tomB//metQ//pspA//hyfF//rpiB//patA//dnaT//hemD//greB//norR//cptB//flgJ//eutA//sufA//lolC//yjjW//glcE//yraI//hycA//yehB//waaP//ybeY//rpsO//yafN//deoA//hsdM//hofM//gcvR//dcuA//ulaC//amiC//rpmE//aceB//adiA//dnaT//lptF//cfa//yojI//trxC//xapA//rarD//glpD//viaA//flhA//guaD//sbcB//gabP//trkG//rcdA//kdpE//hcaB//ydeM//rpnA//mhpB//glpT//rlmJ//rpsH//mutL//sucD//prc//ybeQ//uhpT//mtr//recR//cdd//amtB//yraH//ansB//cysM//oppA//rluE//proB//nrdD//grpE//ygiN//yceD//holA//ytfP//ymgA//ybjX//sapF//tyrS//feoA//cpxP//asnC//malK//fcl//yidQ//betB//gltI//hofC//folM//mmuM//kdsA//lptC//fur//cusC//malF//nrfA//relA//malE//ybhS//kdpC//yejA//arsR//waaL//ubiF//lgt//fnr//murI//otsB//recB//ynfE//hdeA//ftsN//rnpA//
GO_1901159_6	yraI//folX//pyrG//
GO_1901160_5	ygbN//nfuA//entE//
GO_1901161_6	ybeF//agaC//ybhD//
GO_1901260_9	tolQ//
GO_1901264_6	ibsB//yhjG//proX//menE//yahB//setB//ascF//nagA//gltP//kup//btuF//uacT//patZ//yqjA//yjjW//iscR//rpe//umuD//ygeV//rng//ilvN//pdeK//waaC//ispG//greB//csgD//paaZ//slt//pldB//plaP//manY//pheP//nrdF//ybiW//mglA//gmhB//ybjX//mqsA//yraI//selA//srlD//zraR//ybdZ//sdhA//
GO_1901269_5	pgpC//aes//motA//ybhS//srlB//topA//fsr//uspC//rclR//ybgQ//yggD//lplA//
GO_1901271_6	ulaG//ymgA//arnB//purF//elaD//garP//mepH//rluC//zapE//bioP//kgtP//rbsC//
GO_1901275_3	uxaA//
GO_1901281_6	degS//
GO_1901292_6	mltF//torA//acpP//ffh//torY//arnE//yejA//udk//ileS//eno//yhaM//phnK//pyrL//elfC//mnmE//hupB//lpxL//aaeB//rhlB//pspF//lptD//flgM//phnH//yafE//lsrR//waaL//phnM//mdtO//envR//yehX//selU//yihV//
GO_1901293_6	rhaB//sixA//dgkA//ybjG//hinT//dgcQ//degQ//rhaT//yoaA//accA//eutN//ygbM//ybgQ//rpsO//preA//mdtP//dsdC//yagI//ybaQ//hemG//lepB//cspG//prfC//ogrK//yehZ//rof//lolA//tsaB//pgaB//ydaN//ybhF//yqcG//ymgA//yadI//ssb//mscS//rsmD//mreD//yfcF//dmsA//psd//ybiJ//wzb//kilR//dgcE//tas//cheR//yhgF//yajO//prc//ybaT//garR//ynfH//ghoS//cysD//pnuC//baeS//ybiJ//allB//degQ//nagE//selU//hsdR//agaC//kdgK//ccmG//ybgP//ptsI//hofP//ycfS//ybcL//rutA//zntA//exbB//dcuR//
GO_1901360_4	zapD//lpd//glmS//yjiR//hupB//yidH//yieH//fliM//rssA//exbB//paaH//rplP//selD//thrS//yjhH//phnO//sdhB//modC//yafQ//prkB//torY//def//cysN//pyrG//phoR//ibsD//ykgF//uxaC//envC//yihT//glpF//narW//chbA//ychO//araB//manY//gatC//ygiV//rnhA//rcnB//yqjI//yieF//uvrC//ybjC//tolQ//rplW//ddlB//dkgB//dinI//intZ//setB//fhuD//rutC//queG//hexR//pgaC//ileS//elaD//nudF//waaJ//cheY//opgC//tsr//allD//patZ//hofN//yajQ//xseB//betT//bcsA//yjiY//yjeH//yjfP//ykgO//ybjI//aaeB//cysQ//pitB//apt//lsrK//rimL//thrB//glnS//allB//yfeR//trkA//fliK//mscL//hycH//uspG//kdsD//exbB//yidP//yojI//yieF//yhiM//yebS//ynfL//bluR//mprA//pdhR//lpxH//ftsL//yhgH//lsrD//hofN//rimI//ccmG//elaD//fliS//corA//evgS//rpsB//panC//ralR//folA//deaD//yfjR//rplO//garD//yehC//solA//tcyP//mnaT//paoC//qseC//frdC//dgt//rcnA//kdgK//rcsA//yhjA//trkH//birA//yjiA//gpsA//ulaC//xanQ//ribE//yrdA//trmI//rbn//secD//fdnG//melA//gpmA//ycfJ//lsrR//ybiI//frwB//yibT//ghrB//fmt//ampE//pspD//ymgF//gltK//rpmH//pheM//gltX//rfaH//folX//pgpC//cusA//uhpA//hisA//tdcF//yciH//ybdO//def//arcC//rclB//ydiR//ydcR//tamA//pfkB//ldtA//cadB//yjhI//cysZ//ycjD//cmoM//yadK//tolQ//potA//pck//dnaN//mtlA//gloA//zwf//ybiJ//tatC//tolB//ompC//eamA//prc//secM//yebC//rlmB//tbpA//casB//polB//yebZ//fkpB//ycjR//yfeD//yhiM//adeP//cynS//narI//sodB//wzzB//ulaR//acs//ydeI//rhtB//panC//mgsA//pyrL//talB//greA//mreC//yehP//cusB//dgoA//rmuC//csgA//ftsH//dsbB//nudG//sgcB//norR//yedP//fimB//bamE//tauD//yeeO//atpE//rplP//mukB//mreC//idnK//yjjU//osmF//putA//gapC//yejA//rsmH//lpcA//mltD//frmR//deaD//melR//puuC//arnB//appB//efp//pdxB//efeO//dicC//hupA//ulaA//cas3//cutC//amtB//ymdB//rbsK//adhE//yihW//ybiI//cmtB//yihT//atpG//hcaD//nemR//glsA1//pfkA//yjaA//yccS//thrA//cspI//yidL//msrQ//ulaF//mhpR//acs//ycbB//cysB//kefC//rnt//ileS//paaJ//nirB//mdtA//hemA//rpsQ//fabI//leuC//fucP//cho//yeeY//yafC//glpB//ydaN//allB//speE//rdgB//phnG//ampG//umuC//lptG//yhbX//csiD//waaA//phnM//mntP//yjjU//hycH//frdC//nrdG//ttdT//yjjX//artJ//eptC//secE//trxA//ulaE//iscA//arfA//yafO//betB//pheT//polB//dinG//hyaA//fkpA//yqiG//rrrD//treC//ydjL//mlaE//rrrQ//paaH//rhsD//yadC//prpR//sbcD//arnF//yhbO//yedX//ppx//yhdW//pgaD//pgaC//pyrC//rplR//mltC//ftsA//dmlR//glcE//prc//recO//aroK//rlmH//alaS//atoC//narZ//fepD//rluB//yeiG//envC//rpsH//tsx//tldD//yifB//nlpA//pstA//mdtJ//nrfG//clsA//potG//hscA//ycjY//lgoR//ompF//iscA//yahF//alsB//rutE//ascB//ynjA//kefC//yphB//hybF//fliD//nagC//tusA//amtB//aidB//eutA//ykgM//msrC//yihV//hypD//dusC//ansB//pck//araD//waaS//rpsJ//ppiD//rimI//intF//cynT//flhE//amiB//rsmF//sad//yadK//sfmA//bamA//asr//guaB//nemA//pbpG//guaB//aroE//carB//argR//hyaA//ybgQ//rimP//pppA//rssB//ydjE//mntP//paaA//tusD//clpS//ycfJ//argK//ygiB//qseB//glgA//bfr//glvC//yjiM//atpA//yfdR//elaA//rsmF//pykA//glyS//tolC//yjbF//qseB//shiA//maa//mreC//pal//cmoB//secE//cutC//lipB//yagE//melR//yijO//yiaM//amyA//sufD//creB//mtlA//cobU//yghB//ydiO//ydaN//leuS//ydjM//thrB//ydbK//rnd//dsbC//tesB//hofC//polB//ampD//flgI//napB//rhaM//ygcO//tktA//tcyL//recJ//dinQ//tauD//hyfC//mlc//gpmM//msrB//recB//aslB//glnD//atoB//flhC//bluF//pntA//sgcB//ileS//tauB//tusA//parE//radD//gcl//ycaO//garK//yqaA//feoC//ydjL//kdsB//rpsQ//tyrB//alsB//yhgF//ompC//hsdM//rfaF//rcnB//ybdN//yieH//hcaB//umuC//clpS//napF//fdoI//hha//etp//hybO//bluF//ycdY//ompA//pyrC//yghW//panF//tap//rutG//sucC//sfmH//yidE//ybiT//groS//mdtC//arcC//yfjV//mrp//gntR//napD//yfcP//rfaF//folX//malI//envC//ydiR//ravA//hypA//fadR//puuC//sufS//dcuS//ruvC//bamC//ftsQ//thiM//ybaQ//msrC//mgtL//ychO//sfmC//adiY//mlc//lpxD//cmtA//aroP//xylF//pyrH//nemA//yfdC//wzyE//araH//livF//gpt//cusA//cynS//uidR//groL//cydD//alkA//yfaE//fliK//blr//yqeF//ygjH//hemF//wzzB//gltI//wrbA//mfd//aspA//scpC//yqaA//epmB//rlmD//nrdB//zapA//pdxA//nupC//rpmA//kefF//treB//nuoE//eamB//metF//ybiY//yebG//cheA//dgcT//pgl//rpsO//ybjX//nuoF//ribD//dmsA//lpxK//hcaT//yadI//yhdZ//tdk//fabH//fliS//infC//cytR//dmsA//potE//gshB//pdeR//amyA//rffT//cadC//thiQ//gcd//hsdM//ulaD//bisC//dppB//hflC//cysN//appB//ushA//uacT//frvB//hisA//moaD//hscA//edd//ftsI//ygdG//borD//yibA//metK//fucK//bdm//gspI//rpoS//rluC//cysP//ais//hcaF//glnA//cysD//topB//idnT//ybaO//lapB//yciT//ydbK//trmD//paaA//phnP//thrL//mscK//yidL//prmA//emrY//kdsC//folX//gadB//yfjR//yadM//erpA//nirD//kdpE//pyrH//fur//ftnB//pcm//srlD//ybdR//ybaL//glrR//hybE//mobA//yeaD//trpA//artM//envZ//chaA//cydA//dgkA//aroK//osmE//iclR//yjcS//ydcT//ygaH//yccS//idnT//tehA//exbD//aaeR//ynbB//ddlA//flgB//dgcM//mreD//leuS//hybB//pbpC//rplK//yfeR//ispF//npr//glcA//menE//arfB//leuC//malS//flgC//secG//tig//bdm//tap//ybeY//ycbB//ftsL//treF//katG//phnJ//dam//sapF//arnT//patZ//acrF//agp//mdoD//nudG//ubiI//
GO_1901361_5	arfA//yeiL//argE//gsiC//amiB//gsiC//trmD//garK//yihT//poxB//napB//glpR//ydgA//rpoE//yhbO//dpiB//clpP//atoS//rhmD//osmF//nuoE//hflX//entF//yhdH//frwD//yhgH//ykfI//acrZ//fabB//ssuD//gatC//xerC//fryB//dctA//queF//chbC//ygjH//rsmJ//yfgI//ihfB//dacA//ycjU//narL//exuT//ompA//gltD//ppiA//ygjR//carA//edd//allC//ndk//potC//torZ//nuoN//clcB//dppA//feoA//ybhA//lepB//rpsK//rpiA//pspG//cirA//pyrB//polB//hypE//yhjB//ydjK//trmH//lptD//dgt//alsA//pinE//fimA//mhpR//ompR//yceD//mltB//yeaG//xseB//eptA//sdhA//araD//uspC//rutR//gpsA//lolD//ycdY//kdpF//ydeT//yahN//pdxY//mdtC//cmtB//glk//nagK//rlmN//bssS//yihL//mppA//sbmA//nanT//mltA//cdsA//casC//pspD//plsB//bglX//waaG//relB//nanS//bluR//ybcM//uvrA//rsuA//sgbU//trmJ//yohD//nusG//clpP//bglB//ssuE//citC//mltA//mepM//
