#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	cspB//kilR//rfaQ//rplQ//
GO_0019755_6	sgcA//
GO_0019805_6	ybgI//
GO_0019835_3	sdhC//lepA//yfgI//arnF//nrdI//tsgA//
GO_0019852_5	flgG//paaK//nagZ//acrR//kefC//
GO_0019854_6	adeP//yqcG//
GO_0019856_7	ubiH//galP//hemB//metK//ydcR//trg//yajD//ilvB//
GO_0019858_7	rplS//hisA//
GO_0019859_7	glmS//malQ//
GO_0019860_5	hyfR//nfsB//cynT//tdcD//paaD//nrdE//mntS//dgcQ//ccmA//aslB//rarA//
GO_0019877_6	ccmD//lyxK//rzoR//
GO_0019878_9	pdeD//ybhJ//
GO_0019932_5	mutY//cobS//
GO_0019935_6	slyD//paaB//
GO_0019985_8	ais//blc//fliA//
GO_0019988_7	pdeH//
GO_0022402_3	ubiC//nfi//rclB//murF//hemE//ribA//sppA//yhhY//rpoH//rpmJ//yciE//fdoG//bluR//dppF//prpR//mlaD//elyC//melA//nadK//pyrB//cadC//ttdT//fumA//amtB//cfa//citE//pcm//mltB//thiP//fadH//ybiH//trmB//lpoA//glsB//
GO_0022411_4	ushA//yggX//yedA//yqhD//galU//aroC//ydiK//rpnA//ldtA//
GO_0022417_4	ynaI//dmlA//
GO_0022603_5	ppk//truB//adhE//pgsA//thyA//waaS//prpC//tdk//pstC//uxaB//yciV//yjcO//hcaD//ybhD//rimP//etk//
GO_0022604_6	araA//ypdC//cadB//rpsD//ydiB//phnP//frdC//cho//apt//yccA//ulaB//malY//rplY//rnhB//ybiJ//icd//
GO_0022607_4	crl//frdA//ftsH//rlmN//yihI//purB//fdnH//fabZ//csiD//leuE//ygiW//comR//ompA//nagK//etp//ybgI//hemG//ghxQ//yadG//asmA//sstT//scpC//rimL//cdh//msrA//treC//gcvH//elfC//ispF//rluC//dosP//acrF//ytfE//paaA//nuoF//pdxH//nagK//speG//dgoA//ygeR//zipA//nrdF//rlmB//surA//yibF//ribD//fadL//adiA//rpoA//lacI//rdgB//citG//ilvM//ompC//folC//smrA//gyrB//moaA//yphC//uxaB//yfcF//ampH//prs//rluF//basR//yjiQ//yadC//yfcQ//ffh//mug//thiC//tonB//pyrL//psuG//ydfG//nimR//hisA//scpC//fdhF//yafN//araD//topA//dtpD//argB//cnu//yiaT//yihR//purA//cynT//gcvH//dcyD//sbp//fes//era//poxB//ybaL//yidR//lpxH//rplW//yfbR//xylB//alpA//fhuC//cyoA//ycfJ//rhlE//xisE//setA//ldtD//yeiG//hypD//helD//mltG//ycgR//ybiO//yjjV//nuoI//truB//hcaB//nuoN//eutK//nrdH//ptsP//secF//panF//asd//hybE//ppsR//yciT//yjeH//fur//melB//glpD//eutR//ulaC//ydiQ//yhfS//gcvH//pyrF//puuP//mrr//ygaV//gcvT//mreC//yhhY//bssR//dnaJ//qseC//relA//
GO_0022611_3	potB//prfB//tcyP//pepD//mutY//ubiJ//
GO_0022613_4	nikA//amiC//pyrH//yhjD//cysA//paaJ//metE//gnsB//ldcC//
GO_0022616_6	hypE//mipA//codA//
GO_0022618_6	rcnA//cysS//yrfG//yoeB//hisC//pspG//tsaB//yehX//fis//rzpD//yhhY//araE//rplC//panD//nsrR//acrZ//setC//hrsA//fadK//mepH//yejF//cmoA//mutM//appY//
GO_0022898_5	purR//uof//ychH//xseB//
GO_0022900_4	gcvP//hybE//proP//dcyD//ygeW//pgi//zntA//rpnB//waaG//yjiR//rplN//argF//yihW//ldrA//accB//rhaB//kefC//nudC//mqsA//leuS//acrZ//rsmJ//cecR//fabH//
GO_0022904_5	atoC//pcnB//tmcA//dadA//bssS//gmk//sufS//def//ydhC//tar//rsmJ//tilS//fecD//arnA//yrbG//ulaD//yphF//gpr//gmk//rhmD//djlC//
GO_0023014_4	flgH//metB//hisM//trxA//opgC//yjhP//mdtN//mglC//dgoD//pspF//skp//lolE//topAI//rpsJ//narG//yehY//rna//yoaB//ybbN//ratA//nmpC//agp//kefC//cutC//betI//bisC//glnL//dcuS//frc//yfcA//cynX//fepA//metG//
GO_0023051_4	nfo//
GO_0023057_5	yqjH//
GO_0030001_7	yjhH//aroA//bipA//dnaG//uup//lpxH//mngR//prkB//grcA//narV//srlA//ybdN//creB//yqjA//mraY//oppA//yqcC//dtd//rsgA//ettA//bsmA//yrfG//uhpB//fbaA//aceF//ompN//yjaA//acrZ//yajD//rluA//torC//luxS//intE//ibpB//bssS//xanQ//srmB//yphD//lplT//opgG//psuG//rplF//dcm//hflX//pfkB//uspF//fis//gyrA//fryB//glgX//ttdB//gyrA//yidH//ydaV//nrfA//ychH//yhfS//mtlR//chiP//aroB//cobB//araG//
GO_0030002_6	lptB//
GO_0030003_6	nlpI//mnmC//phnO//ygfI//adiC//wzb//fdhF//mdoG//murI//fepC//sutR//crr//gppA//arcA//erfK//yjbH//fnr//glpG//hupB//ygbL//mlaD//polB//hypF//yehU//yeaV//soxS//rpiR//yhbX//hycB//
GO_0030004_7	hlyE//ftsN//uxuB//yjcO//rimP//cueO//menD//zapE//nuoF//ycjD//ppiA//
GO_0030007_8	rplQ//
GO_0030026_9	mdlB//
GO_0030030_4	leuB//cusC//tap//artI//rimJ//pepT//pepA//yidQ//rffC//talB//mglA//ahr//yehT//sugE//hisA//frwB//mscS//fecC//rhaR//narJ//glyA//rffM//suhB//rluF//trxA//acpS//iraD//pppA//maa//
GO_0030031_5	fdnI//sbp//cycA//nrfA//rbfA//frmA//ebgR//dtd//araD//yidA//secG//kefC//yedP//argF//narW//ldrD//sgrR//djlC//ydcZ//acrR//hprS//
GO_0030091_6	proB//ribE//lgt//evgS//ybjG//dnaE//chaA//ybaO//pepB//recB//
GO_0030104_6	lolC//dapF//emrK//nusG//
GO_0030153_5	cspG//exoX//
GO_0030155_4	yfcR//menA//
GO_0030162_7	polA//rlmI//mgrB//uof//kdsB//ybcQ//yeaK//
GO_0030163_5	folE//galP//cyaA//ahr//
GO_0030174_9	frwD//gltS//lsrK//fimD//hprS//
GO_0030203_6	tpiA//prfB//aroG//ilvI//sseA//oppD//lgoR//degQ//dapF//ibsC//leuO//atpB//yfaU//hisP//ytfP//argS//mraY//truD//glxR//ykfM//hcp//ybbN//yjjX//iraD//murA//dinQ//ftsZ//aqpZ//yhjC//guaD//cas2//uspE//thiQ//alsA//garP//srmB//yfdO//infC//setA//sdhE//citX//sbcD//tisB//mltB//flhE//ygbI//fepE//pyrF//nepI//dnaB//aes//gatA//rfe//caiE//dkgA//folA//msbA//cpoB//yadK//dinQ//glcA//leuB//uraA//
GO_0030243_8	rplB//cstA//patD//
GO_0030244_9	galU//kch//ycfL//
GO_0030258_5	rseC//kefC//wcaB//rpmJ//treF//ybiW//rhaT//add//rplC//fdhF//phoR//ybbN//ygbM//hyfA//yiaN//mlaF//ygeV//yibT//yggT//ulaF//pspC//mepS//agaA//yadN//
GO_0030260_7	rapA//yifB//ilvB//hemG//nuoH//cirA//ybgQ//ycbV//
GO_0030261_8	yihV//
GO_0030307_6	mltA//
GO_0030308_6	fieF//argA//selU//ldrB//frmB//
GO_0030320_7	dnaT//
GO_0030388_5	ycbU//tag//adiC//
GO_0030389_6	treR//
GO_0030392_7	groS//
GO_0030393_5	ygeR//
GO_0030488_6	paaE//dctA//cutC//agaR//ydiP//rcnB//ybhJ//dedD//fruB//ldtC//yciG//uxaA//yadK//eutA//yedF//mraZ//
GO_0030490_10	ybhJ//creC//sulA//yqeF//btuD//
GO_0030497_7	yhjA//hipA//
GO_0030522_4	argP//
GO_0030541_4	umuD//pspD//
GO_0030573_6	nudC//
GO_0030632_8	putP//pflB//frmA//gltB//
GO_0030641_8	yciE//melR//ttdB//blc//fadB//gltP//rpoE//ldcC//sufS//ybiA//
GO_0030643_8	fecC//
GO_0030808_7	topB//
GO_0030809_8	frr//
GO_0030920_9	ldtE//
GO_0030961_9	bhsA//
GO_0030978_7	hyfA//clpA//pphA//
GO_0030980_7	fes//fdnG//plaP//
GO_0031106_7	phnL//
GO_0031118_8	mdtB//yphF//ybaT//gatA//uxaC//recO//yqiG//
GO_0031119_8	sodA//ribB//btuR//trmL//recT//zntA//
GO_0031123_8	rzoR//pdxA//ftsY//yfdC//mntH//
GO_0031124_9	sgrT//yajO//
GO_0031125_10	elaD//
GO_0031162_5	fhuB//agaV//
GO_0031163_5	mdh//fadE//zapB//flgB//coaA//rihA//yjbB//kdgK//ybgI//prfA//fadI//yhfS//pspG//gcvR//pyrD//mngR//sodB//dpiA//
GO_0031167_6	cycA//rplX//cca//pgm//citX//rpmC//pspF//yfbU//glcC//yadM//yphD//yiaO//aldB//lyxK//wcaB//ycaN//yhhT//mraZ//dcuA//cheB//plaP//flgM//waaQ//ycbU//
GO_0031279_5	ibsC//
GO_0031280_6	bdm//
GO_0031297_7	dicC//zupT//
GO_0031323_5	menA//wcaC//zapA//aroB//ybiT//frsA//dpiA//mppA//tdcR//tktB//potF//yfdS//hcaD//yeaG//csgF//hpf//tsx//yejF//ynfE//hcaC//pgaD//wcaC//thiL//ybdO//add//yfdR//coaE//phnN//tpx//bamB//tsx//pepD//ydjE//nanA//yidD//opgH//guaC//glcB//zitB//acrD//gntP//hyfF//ydfG//rbsK//lptF//entS//rlmI//yjhC//rcsD//potD//rbn//atoS//mdh//hisA//yfdC//ulaC//ydcP//relB//yegV//mioC//ldtA//cheA//uvrC//cydC//ybhG//yciT//alaS//gltP//tdcC//entH//yadV//gapC//hscC//yhdH//melB//potI//csgF//potC//idi//tsgA//ligB//trmH//ydfG//glyA//yjiR//malG//yejF//ccmD//moaE//tpx//ribE//eptC//menH//cusR//yhcH//wza//fumC//dgcM//yhiM//ybjX//frr//ahr//rpsN//yeeO//pliG//elyC//chbC//pepD//yeaV//dgcE//yihS//nac//fepG//yraI//fucA//ybiO//yfaX//rpiR//yaaA//ydaV//gstB//pykF//cheZ//phoB//opgG//dmsA//waaZ//tauC//appC//ftsQ//araA//kdpE//malS//hpt//recF//fbaA//hlyE//moeB//alsE//chiP//mtr//rplQ//macB//ybiI//yfjV//lysP//envC//cpdB//ygfI//thyA//ansB//ilvC//paaK//yqeF//gadA//spoT//potA//bisC//udk//dgoR//crl//gatC//ulaA//yaiW//dacC//dtpD//lgoR//lsrD//rbn//glgS//betT//malS//ycbX//sfmH//ubiD//ldtD//dcuS//secY//acrF//mmuM//rutA//potB//livH//hemC//fadB//ompA//sdhB//fumA//yeiG//ilvE//phoP//cynT//syd//pdeK//clsC//endA//clsB//yggX//yjiR//yahN//tamA//trxA//pyrE//yejA//paaC//rutA//yaiW//guaC//fdhF//cspG//yahO//hflK//paaC//nikA//cysG//btuC//puuA//zapE//yecS//pdeK//rfaF//ynbB//dsdA//atoS//plsB//gspE//ydfG//nhaB//gntR//fdoG//ybaO//arnF//cueR//bamB//dut//ybgI//hybA//rfbD//cdh//ldrB//dsdC//agaB//yjfF//diaA//proX//ybeF//yfcR//garL//nrfC//lpcA//acpS//ldrD//yafS//tamA//lldD//btuR//yhhT//rbsB//zitB//gabT//dgkA//ortT//sodC//flgB//yacG//glcE//cueR//hyaB//serS//fadM//kdpE//xylG//rpoE//ytfT//trkA//ygiW//rcsC//emrK//agaB//yidA//cmk//fau//yrbG//trmA//yajL//nanE//entB//mdtF//livG//fliM//ybaO//epd//aer//glsA//yjbG//ompL//ycjW//rpsR//ybdN//hsdM//tdcC//proC//hslJ//hisD//garK//cynS//yidP//yqaE//yghO//cbrC//fdoG//xylG//sgcA//rfbC//csrA//ubiD//yhaC//ugpC//rbfA//yhaC//glyS//nrfD//ybbY//nrfF//marR//tcyL//fdnG//uhpC//ydhQ//ynbD//hypF//rcsF//lsrG//mdtF//gltP//apaH//casE//cusR//ompG//tesB//phnI//ybiV//ybhS//yajD//hxpA//
GO_0031324_6	ybcL//gspI//fixB//leuA//malI//oppF//evgA//suhB//gadA//metB//ycjY//pstS//yccS//zur//fkpA//cusA//rplN//leuO//cytR//yeiL//glnQ//waaZ//narH//dhaR//glmS//narY//fixA//umuC//ynfL//yfcG//yefM//qorA//ivbL//sulA//dgcF//ttdA//hprR//deoA//rcsC//mlaF//uxuA//ybhS//metC//pykF//pdxB//nrdH//ispH//parE//lysA//pinQ//ada//ybdH//pgsA//ssuC//yihV//cpdA//ulaG//thiC//yiaT//rpsL//lit//csrA//nikR//bcsQ//ycbX//pdxJ//ffh//sapD//yceK//fepA//tauB//galP//afuB//ftsZ//pal//dgcF//rsmI//nrfE//yfbS//wzzB//rutF//gspE//erfK//gdhA//glnK//nikE//agaR//mraZ//lysO//osmC//yebS//yjaA//hscA//narP//clpX//ssuA//ycbU//ydfK//marA//ybhJ//proA//bamA//dsbG//ompF//prpD//fpr//fucP//trxA//smrA//ynaE//cbpM//nrdR//fimB//acnA//tufB//codA//secA//yqeF//mhpC//ykfM//add//pyrB//soxS//rsmA//ydiV//metN//wzzB//rhlB//ybaM//patD//uacT//
GO_0031325_6	yheT//speG//yqeA//hcp//galK//dtd//yjbH//rpoE//fadR//atpD//gabD//nuoH//gppA//fecB//ilvE//deoC//ldrA//ubiI//napB//aroL//ade//rutR//trpGD//yiiM//yfhH//yqiJ//arnB//hypE//ycjY//yqjA//treB//prfC//yiaA//nrdG//emrY//flgC//yajD//rppH//ydaC//galE//sbcD//yjfF//ispF//mreC//rpsE//nanC//murD//alr//sfmD//entS//cheA//stpA//rfaF//yohC//uxaA//metK//nanE//rclR//yqiJ//ybgQ//purC//pyrL//fimC//cysB//entA//folD//ridA//argA//ligA//sspB//eutD//gyrA//def//rhtA//nhaB//frr//ulaR//yfiF//xerD//yqjH//modB//ycgR//uacT//yehX//nudB//yagU//hupB//ydcP//rpmF//rffH//btuF//
GO_0031326_6	yahD//ldrB//rzoR//glgX//galP//gmk//rhoL//pgl//fecB//ybiS//pheT//ybiJ//btuB//csdA//fimC//hyaC//intF//lsrA//osmF//lpcA//wzzB//yjbB//ftsP//relA//dnaJ//uxaB//rluD//ilvB//agaD//nikA//argP//msbA//yehX//aspC//folX//speF//nudC//lysS//dppB//wzzE//fpr//cra//ibaG//alaA//mnmE//ftsZ//eamA//kdgT//yedP//mnmA//speE//rssA//rsmC//yihO//ascB//nagZ//ydcI//fieF//mdtB//rhaT//kdpD//lapB//yiiM//ubiB//eamA//gltL//metN//ppiA//frsA//hyi//ttdB//selU//dapB//ybcQ//fucA//baeS//ypdB//hyaD//nadA//paaX//frwD//yfaL//ascF//cpdB//yijE//bioP//uxuB//mlaF//glpC//tatE//eutK//efp//lptE//caiT//yhfK//pdeL//soxR//mzrA//uidR//yeaE//yjjG//hsdR//proV//amiD//gltS//ompL//rzpR//rcnR//phnP//csgD//cobB//yhjX//cpoB//melB//fepE//djlC//nrdG//yhhZ//rpoH//mdtP//napB//ynjA//mdoD//mmuM//betT//yihU//zapE//rpmH//mprA//proA//yfiR//kdgT//hisB//livG//ldtD//bioP//fimD//ymgC//zinT//epmA//trpL//yhfK//tusA//insI-1//ygiW//nanC//melA//mtn//uspC//cydB//parE//ybdH//yqiG//fucP//tpiA//ubiG//xseA//leuB//ydjM//sodA//lsrB//pinE//menC//lacI//ymgA//ddpX//ybdH//fabB//mreC//yjbE//glxK//yeaK//yraN//pheS//tgt//sohB//wzb//ydjM//glrK//insF-1//elfG//abpB//gltB//gatB//sfmF//fbaA//sapC//uidR//gntK//eutB//hpf//ulaD//sgcR//amiB//folC//narY//rutG//allD//pdeR//yadN//dinD//cueO//fau//cspD//yciK//mhpB//hofN//frsA//dnaA//arnF//adeD//fruK//arcC//hofQ//holB//kbaZ//otsB//yeaD//ilvM//ydeP//pdeR//rutE//uxaA//sxy//phnN//gntK//cspB//potF//ssuD//gnsB//yqiH//arnD//gor//malY//frwD//rph//dgcM//zapE//parC//hypB//gcvR//phnJ//kdpC//mdoG//rlmH//bioP//rhlE//hyfA//fimZ//yihW//fic//parE//yfcR//pal//cas1//narL//pntB//gldA//sfsB//tadA//glnH//yphF//nirB//hemB//cysC//fhuC//nrdG//ddpX//hiuH//queA//yneE//ydaC//xylA//csdE//glpT//uidR//argI//ydjM//prlF//hinT//topA//eamA//secY//lasT//sfmF//casE//hslV//ygfX//msrC//btuR//pdxB//purU//yehU//evgS//cutA//rimM//aidB//ydeE//hypA//appB//ogt//yahK//elfA//yfdK//minE//glgB//degP//emrE//alaS//hypF//ratA//feaR//epmB//
GO_0031327_7	dut//yfjR//rluC//emrK//rlmE//mgtA//sufA//bglF//recC//cydB//araC//insH-5//scpC//ascG//aqpZ//dsbC//sstT//caiD//entF//borD//ftsE//paaJ//yaaU//yiiD//torD//emrB//pepB//paoC//lgoT//yjhC//ydiV//allC//ychF//glrR//mdaB//oppD//argI//rlmF//scpB//cas1//gutM//rpmA//htrE//hlyE//ettA//pdxK//glk//yihO//yhdH//aqpZ//purF//nrdA//alsE//dppC//gadW//rbsA//allC//purR//pyrF//agaA//ydeT//tolQ//yciE//galR//agaR//feoB//dgoK//treA//cysS//ibsB//mdtM//ilvH//nhaR//yneE//ompA//ftsW//yoeB//proW//glcF//rhaA//yhbS//fepE//yhjV//radA//ydiB//cysP//glpT//mutY//trpS//sfsB//tauA//yraI//pheT//rpsA//dapB//dcyD//panZ//gldA//rpmJ//rplF//potD//fsr//envY//mnaT//icd//yehC//dppA//gadE//cysG//ampH//garR//hexR//feoA//slyD//ftsX//yhjD//gcvA//nikD//ftsK//cdgI//melR//
GO_0031328_7	xylR//dsdC//rpsP//sapC//pheT//pspF//tufB//tig//prmB//fruK//uraA//argA//uidA//appA//ygaV//glrR//casD//nrfE//selB//argO//aer//rclA//nikB//kdpC//macB//tbpA//hypT//bamA//rpsB//fepC//hflX//yaiV//pdxH//narQ//rlmN//znuB//acpH//znuA//codA//tas//argI//glpD//dgkA//bioC//chpB//hisB//def//der//hslV//flhD//arsC//kduD//hybD//luxS//rtcR//ihfA//pdxH//argF//agaS//ypdI//tig//dsbA//ymfA//yfcP//pyrF//rbfA//malI//sgcC//yqiJ//hybG//yiaF//agaB//ybaM//truD//rmf//nhaR//tsaD//chaA//aspA//elaD//pinQ//
GO_0031329_6	soxS//dcyD//cutA//yphF//rlmI//ymfK//cstA//ddlB//gyrA//
GO_0031330_7	fliM//
GO_0031331_7	wcaJ//gspI//
GO_0031333_6	yagG//norW//treF//zapE//mdtF//yjaZ//ycfS//entF//ilvL//abgB//
GO_0031334_6	yggE//glcE//yggE//gmhB//rsmJ//tsf//ygeV//fmt//hmp//yqjI//codB//
GO_0031341_4	pspA//
GO_0031342_5	hslO//
GO_0031344_6	rtcR//hyfC//xylA//rnhB//fdx//
GO_0031345_7	hdhA//fumA//
GO_0031346_7	ybcQ//argK//ytfT//
GO_0031365_7	galP//casA//prmB//betA//nrdI//efp//yggT//
GO_0031399_7	mcbR//sgcB//pyrL//
GO_0031400_8	ybhF//
GO_0031401_8	yfcR//ribC//
GO_0031437_8	ldtA//
GO_0031439_9	yqgB//
GO_0031455_5	ubiH//clsC//
GO_0031456_6	rpsL//caiB//
GO_0031460_7	glgA//xanQ//trkA//rimL//treF//ychF//emrK//phnJ//ogt//yhcD//selB//potB//
GO_0031506_7	rpsR//
GO_0031554_7	thiQ//marA//kdpF//envY//holE//mak//mipA//fliG//paaD//gcvH//uxuA//ydiB//yghU//rluB//aroE//pyrD//csgG//etp//bglF//yjjG//
GO_0031555_8	paaZ//helD//dinQ//gstA//caiB//focB//
GO_0031556_9	ppiD//barA//
GO_0031564_8	aspC//hha//thiG//gcd//speA//fliD//yddM//fucI//lolD//queE//glxR//yijE//cusF//
GO_0031589_4	frvA//ydeP//prpC//pykA//mepS//ygcR//flhD//rlmF//lyxK//dut//mepS//tadA//envC//cusA//yjeI//
GO_0031638_7	rffH//
GO_0031640_3	hfq//yjjB//osmE//rsmJ//yfdC//
GO_0031647_4	bcr//fetB//smpB//thiD//dgoK//rbsA//yhbO//
GO_0031648_5	sohB//
GO_0031667_5	yfbS//glnL//pyrG//csgB//frdA//fimG//yeeA//fhuC//speF//cbrC//insB-2//ribC//pntB//lolA//elaD//dgoK//cysH//insB-2//znuA//pagP//rluE//fdx//ydiZ//proP//yafQ//rimI//gpp//ftsL//casA//torR//yeeL//arnD//cdsA//lon//yahD//mdtQ//malX//feoA//modB//lolB//mreB//
GO_0031668_4	nadC//yggX//gltD//ghoT//paaX//yaaY//pspC//envZ//ybcM//rfaG//dmsB//yjgX//rcsB//uspB//tolR//xseA//araE//ymjB//ppx//manZ//idi//sufS//lexA//htpG//mscS//putA//chbF//yggD//mngB//kbaY//dfp//hybO//arsB//glxR//mdtE//baeS//yafN//ybhP//hslV//mcrA//pphB//nirD//yihT//gcvR//sfsA//aroA//yebZ//ftsH//waaG//puuE//nikA//hyfR//motA//
GO_0031669_5	rpsJ//potC//prfB//lptB//leuS//ydcT//pgaC//ruvC//aaeB//yafS//ydiZ//nadD//rbsD//ydiZ//rfbD//npr//dxs//rbsC//insI-2//fdnH//deaD//yqhD//dtd//mgrB//ampG//thiD//moaA//dsbD//hslR//pcnB//clcB//
GO_0031670_5	yphF//pyrB//rluC//
GO_0032025_6	mhpT//adiC//
GO_0032026_6	csdE//adiC//rplP//
GO_0032048_8	suhB//cusC//hflD//
GO_0032049_8	yfgO//oppF//nagD//
GO_0032055_6	aroG//
GO_0032069_6	ybhJ//pflB//srlD//wecB//mcbA//
GO_0032074_7	pyrB//insA-2//ttcA//caiE//degQ//
GO_0032091_6	ygeV//
GO_0032147_9	tusB//
GO_0032150_8	hycI//
GO_0032185_6	ycjD//
GO_0032194_8	mltG//
GO_0032196_3	cysU//sufD//rfaD//polB//opgH//yfbS//rlmB//ybhR//yhcF//treB//hisA//recG//pdeD//
GO_0032238_6	glsA2//
GO_0032259_3	ybjG//dgcZ//ruvB//yihU//yfbV//bioD2//ygcW//ggt//mukB//hypT//crfC//speE//folC//srlB//xanP//rlmI//yeeA//ycdX//dapD//yahF//kdpB//ydcT//gntT//nuoN//ychF//aaeB//rplJ//ygfA//clpA//citC//ycaN//menH//emrK//waaL//yfgJ//tufA//hycI//yidQ//waaL//acnB//yehT//topAI//yfaV//tcyJ//secE//rhtC//ybcF//fimC//ygaZ//phoQ//sdhA//ogrK//idnT//gfcE//menD//manA//recR//
GO_0032261_6	hofO//menE//yggD//
GO_0032262_6	narU//
GO_0032263_7	lsrC//ydiF//
GO_0032264_7	ybcQ//ilvN//
GO_0032265_7	dsdA//
GO_0032268_6	slt//bipA//alaS//btuE//nagC//ybhF//yeaE//cyaY//ybaL//wzyE//chiP//selA//crcB//elyC//dnaN//clpP//wecE//puuC//csgE//aroA//waaL//sdhB//wzyE//ftsP//htrE//rhaT//yciK//fepA//yjiA//wzb//yibA//pepB//yhdZ//metK//aaeR//pgrR//yoeB//ydfK//nfo//ybdM//ubiI//tsaD//glpR//lepA//mtnN//ebgR//
GO_0032269_7	ynfK//csgB//elyC//icd//ftsN//yjbE//recO//rpmE//aroB//rlmN//lgoD//ydcT//slyD//tqsA//bamA//yhbY//copA//nepI//pspG//glpF//uspC//ilvC//cmoA//msrQ//ygaV//clpB//eutK//ygfX//
GO_0032270_7	dnaK//torA//rbsD//gpsA//rcsB//ygfX//nikA//dacD//hybF//moeA//
GO_0032271_6	nanS//ubiJ//
GO_0032272_7	minD//viaA//
GO_0032297_10	mtn//menA//yoeE//
GO_0032298_10	cueR//nanC//
GO_0032324_6	ppiD//sgcR//pitA//
GO_0032328_7	waaQ//yhaM//
GO_0032329_7	aaeR//dnaQ//dnaX//nikB//
GO_0032359_7	etp//ubiX//nanS//
GO_0032386_6	puuC//nagB//
GO_0032392_7	moeB//msrP//yraI//paaJ//comR//yfjR//asnB//ssuA//tdcD//elaA//ompT//ytfE//aqpZ//
GO_0032409_4	comR//rusA//alkB//focA//
GO_0032410_5	polB//
GO_0032411_5	trxA//rlmC//
GO_0032412_6	trkA//sugE//dgt//mdfA//
GO_0032413_6	hypA//
GO_0032414_6	feoA//aer//
GO_0032445_10	gntK//rnlA//greB//dgcE//ycfS//
GO_0032459_6	amiB//
GO_0032462_7	argF//
GO_0032465_6	mdfA//tmcA//potF//yqhC//hprS//
GO_0032466_7	galM//waaQ//
GO_0032467_7	gstB//
GO_0032506_4	rutC//pdeL//ypdB//fliL//mgsA//rraB//dmlR//lysS//glcC//rplT//yajQ//
GO_0032508_8	ddlA//higB//ycbV//corA//arnD//glpA//pgpB//ytfP//trmI//rsmE//yoeE//kdsD//rihA//
GO_0032535_4	lptD//csgE//yfcR//sgcC//parC//
GO_0032774_6	ydbD//glcA//argT//opgE//dgcJ//ompA//ydeT//lptA//cueO//dkgB//insH-5//tyrA//ruvC//ycgB//bssR//rpsH//ybdZ//hinT//yiiM//glcF//yciF//dnaT//ileS//menD//yjhI//fieF//cysD//yaaU//rpsN//alaA//yfbV//nrdD//aroG//yejB//cysP//metE//moaC//mcbR//hemH//melA//phoR//fadI//eco//amiC//appB//hofM//rpnD//fimC//tdh//ilvD//nfsB//cho//ltaE//cadA//ydiZ//dctA//uxaA//glnL//yqeG//shiA//rpsP//nanS//rssB//rhaS//elaB//pck//ycjW//mqsA//lldP//tehB//yfjR//sfmF//rutA//paaX//nhaR//pfkB//csgA//ugpC//yhdH//pykA//rraA//yiaO//yedP//cpdA//treF//gmk//phoA//tsaE//selA//ldrD//ubiC//lit//yacG//mcbA//dtpA//fecC//recG//argT//yadI//fixC//yabI//prlF//aldA//prmC//rppH//map//dam//prs//yiaB//aroP//sdhC//ygfA//ytfE//mrp//hemE//gloC//fdx//leuA//yraN//ccmH//phnP//dgcJ//trmI//lsrG//yneJ//yfgO//rluE//hicA//pgpC//
GO_0032775_6	htpX//ribA//citE//
GO_0032776_6	yeeA//
GO_0032780_7	srlD//wcaC//
GO_0032781_7	fdoG//thiD//ecpR//
GO_0032784_8	folE//rimM//
GO_0032787_7	mntS//yihO//yqaB//araA//aldB//acrR//ybgI//mdtQ//lptA//recB//waaG//satP//fiu//katE//entS//yrfG//accC//oppB//nusA//yjiR//osmC//zapA//cmoA//gltP//serS//pyrF//wzzE//ompN//crfC//hslO//ileS//ppiA//trkA//ybiJ//rplO//ynfF//rfaB//ibsD//torC//rpiB//yaaY//glnD//osmY//tdcA//codA//glgS//ubiE//elfD//lpd//aaeR//dinQ//ynjA//rplM//ycjW//iscX//rsmF//rnhA//proP//yjiR//lpxH//mscM//arnF//yfhH//ybjI//ftsW//yijE//arcA//moaD//ibpA//yfjR//kdsA//glgX//trmA//dgoT//hemD//marA//sufS//yneE//yneE//selA//ynaE//lacZ//ftsP//tyrR//arsB//sapA//adiC//cmoB//hrpA//thrA//rplR//fabH//nadD//dnaE//malY//fabG//ycgV//abpB//ybaT//cas3//mlc//gcvA//hrpA//zwf//hxpB//trg//gcvR//nrdB//ompC//lgoR//mltG//ynjA//yehZ//glxK//srlA//mntR//fhuC//fdrA//rhlE//lgoR//ychF//glyS//gspE//ccmC//proV//yfiF//dctR//norR//menD//yajL//wzzB//aceA//dsdC//mdtQ//yhbQ//ugpE//surA//sgcB//waaH//rffG//iaaA//ybiS//hslO//hxpA//proS//cheB//nrdA//yehC//iscS//hiuH//nuoB//clcB//pinR//menF//mtnN//sufB//apaH//trpB//csgB//ralR//frvA//emrK//queF//trpE//ybdN//gpt//araB//csgB//raiA//ccmH//yjhB//gltI//recE//fryB//gntU//cstA//prmC//rimM//rarA//katE//metK//aroH//glgS//rssB//xdhB//allC//groL//chbC//hycH//panC//ybiJ//flgE//btuC//spy//xseA//cusS//yfcG//pheA//rpsP//allC//thiH//deoB//ansA//
GO_0032790_6	ortT//yafC//
