#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	kdpB//fiu//narV//hmp//
GO_0032269_7	iscX//xisR//lipA//efp//slyA//nrfF//mgrB//acrR//cvrA//nadA//livM//yidC//yojI//arcC//psuT//lysP//cmtB//shoB//cmoA//kduD//hpf//rayT//araA//hemN//holE//yafS//panD//ypdF//
GO_0032270_7	fryC//moeA//cbeA//rlmC//araA//fryA//dosP//pstB//alsB//nac//
GO_0032271_6	bcp//pdxY//
GO_0032272_7	rpsQ//yghG//
GO_0032297_10	tig//fixC//codA//
GO_0032298_10	setB//mdtL//
GO_0032324_6	mraZ//cdaR//zinT//
GO_0032328_7	manX//yhbO//
GO_0032329_7	mrcB//paaF//kdgK//glsB//
GO_0032359_7	lpxT//dinD//rpnD//
GO_0032386_6	tig//insI3//
GO_0032392_7	entS//waaG//asr//cas3//ybiS//hcaF//gntU//ycaN//livM//rhaT//yebK//scpB//tusD//
GO_0032409_4	deaD//ogt//flgA//yhcD//
GO_0032410_5	torY//
GO_0032411_5	fadK//kdgK//
GO_0032412_6	secD//lnt//agaS//zapB//
GO_0032413_6	yhhT//
GO_0032414_6	amiC//garK//
GO_0032445_10	trpS//gluQ//queC//rpsL//yhgH//
GO_0032459_6	yhbX//
GO_0032462_7	eutR//
GO_0032465_6	ybcM//narL//cmoB//yihQ//ybaQ//
GO_0032466_7	phoE//ruvC//
GO_0032467_7	fdoH//
GO_0032506_4	elfA//thiL//cmtA//rhaT//yjiQ//yajD//ulaR//hscC//yhaO//nuoM//ypdI//
GO_0032508_8	mhpB//birA//cof//araF//dcuS//rfe//tolA//rimM//hmp//cirA//bhsA//cydB//pyrB//
GO_0032535_4	mdtC//zntR//hprS//yphB//hflX//
GO_0032774_6	yfcQ//gshA//mdlA//rplE//paaC//rzpD//ydhK//bamD//basS//dhaR//metQ//ybdZ//hxpA//amiC//pheT//rpmE//iraP//uspE//puuA//pntA//ydjM//glpD//metC//sseA//melB//gadB//orn//norV//chbA//flgD//ydhJ//ghxP//ebgR//aphA//cydC//ileS//mltF//csdA//yjfP//napF//mngB//truB//shiA//sbmC//add//pgpA//deaD//yheT//era//ribE//pinR//opgH//glpC//rusA//umpH//rhaS//aroL//csrD//osmE//sxy//rsmH//rpmH//yddL//dgcF//ygcW//yedP//greA//yjgX//flgB//yehZ//rpmF//elfD//csgF//ddlA//sufD//arcC//artQ//fdnI//rclB//mobA//dapF//mutS//yjtD//metI//yaaU//speE//panC//ydfG//pitA//chbA//sgrR//ychF//mnmG//ackA//mqsA//elfC//yeeL//ycgB//yagI//menD//speG//sufB//yhaO//fabI//ldhA//tas//uhpA//yqaB//ahpC//ampD//frwB//rutG//sfmC//fimC//pdxH//tnaB//dcuB//yohD//hisS//mepA//nuoF//osmC//rclB//fau//sgbE//gnsB//def//serB//ydjJ//
GO_0032775_6	pdxJ//tig//ecpR//
GO_0032776_6	fliM//
GO_0032780_7	tolA//gpr//
GO_0032781_7	mutH//phoA//eutD//
GO_0032784_8	iraM//alkB//
GO_0032787_7	mngB//ompL//rpmF//yeaV//mreB//gnsB//yqiG//rpmA//ybgQ//hisD//xseA//acrB//mdfA//csgG//bglH//rpsP//flgC//cspB//hokB//rpsS//yqiG//entH//tesB//cbl//groS//mgrB//ompF//sixA//brnQ//gcvA//fsr//yfhH//ydcO//ybcF//yraK//dusB//mnmE//sdaB//yoaA//curA//tdcD//trmO//fryC//elyC//eamA//entB//glpG//pdeL//ribA//dnaN//pdxJ//feoB//tsgA//frdD//hdfR//uvrY//paaC//dpiB//soxR//yfiE//frvA//tbpA//mglC//betA//ugpB//edd//yiaJ//dnaE//nfuA//yjbF//cmtB//putA//mhpD//waaQ//ydjM//ybjN//gltI//nagZ//xylB//dnaA//argF//frdD//yggT//zupT//nadA//adhP//murI//yqgF//torI//erfK//hemA//gatY//flhC//xapB//gpr//tcyL//ydeT//flgH//nuoN//icd//lepA//lysS//rhaD//mdtP//dmsC//pntA//ygfA//puuE//frvB//mepA//thiD//dcuS//ldcC//ssb//btuR//dxs//pdxJ//potC//flgJ//cheY//insH-5//trpD//pyrF//yahO//yddM//yjbG//baeS//ydeO//yeeY//yhdX//nanS//aaeB//fumB//ribB//yojI//yjeI//nrdR//dkgB//hybA//dnaN//rpsG//flgE//plsX//fdnI//murB//xthA//leuS//rihC//elyC//btuC//kefC//ybaO//yfdO//recC//ftsW//rpsJ//sgrR//cysD//rfbX//intA//rutF//hofN//recX//sodC//mdoG//bamC//agaS//priA//yjjV//ybcF//hicA//sbmA//nrdR//yjcS//cysW//yfcG//ihfA//waaO//agaI//yibH//priC//fliS//znuA//cedA//queE//mazG//wza//yajL//rcsB//yieK//lapA//fdoH//ravA//lpd//kbp//cobB//trmA//kdsD//mntR//ffh//glgB//fadK//speA//
GO_0032790_6	rlmM//pspG//
GO_0032879_4	lpxP//nuoE//pepD//ilvA//nanK//nrfG//yraK//adeP//yfaU//yfiC//dacA//fetA//nanR//livG//envZ//yjiR//astC//rsmF//yebZ//gcl//dmsA//tbpA//crr//waaP//mglB//xylA//pepD//ybhG//
GO_0032880_5	rnlA//sgrT//prpD//
GO_0032881_6	frdA//cheZ//fliK//priC//
GO_0032885_7	rna//sbcD//dusC//
GO_0032940_3	lpxB//acrE//srlE//ssuE//gmd//guaB//mazF//
GO_0032950_7	ybhD//
GO_0032951_8	rlpA//
GO_0032954_7	yceD//etp//fhuF//
GO_0032955_6	yoeB//zapE//ydcP//
GO_0032973_7	prpC//frmA//queD//menH//cobB//
GO_0032978_7	ybbY//mutM//purD//arsC//
GO_0032984_5	alsE//hxpB//appA//polB//xapR//yedL//yeeL//aroB//agaV//
GO_0032988_6	ydhK//murE//
GO_0032989_4	dmsA//
GO_0033013_5	glsB//yfiC//lysP//paaJ//trg//mscL//yejA//sapA//bglX//gsiD//dcm//mepM//yjcS//sfsB//rpmA//ampD//ispU//potA//gltS//ydfH//codA//
GO_0033014_6	putA//rph//pstA//glnP//lpxM//lipA//yedX//lacI//cra//narQ//blr//iclR//hcaR//intQ//yjiA//menE//recB//nuoG//tmk//ydfK//sgcR//
GO_0033036_3	mdtK//yhaJ//agaI//sseA//evgA//cysG//otsA//mnaT//ortT//trmI//yhaJ//fucP//rnlB//ugpC//hybF//rplF//atpF//caiT//araF//ilvE//phoA//rarA//rplW//yqhC//yihV//rstB//dppF//mdlB//yehX//pyrD//yeeY//hisQ//acrF//ydhC//dppD//etp//frmB//yebK//hscA//ptsG//yhcH//yjiQ//yejF//paaD//dinD//waaO//lptE//yjjW//alsK//
GO_0033043_6	phnG//rpe//srlA//pyrG//mdfA//
GO_0033044_7	rsmD//
GO_0033051_5	srlB//
GO_0033120_8	dinD//
GO_0033157_7	psuT//sdhA//
GO_0033194_5	yehA//nrfA//gltI//fabH//
GO_0033195_5	yfhM//
GO_0033212_10	rpoS//ycfL//dsbA//rsmI//pdeD//
GO_0033214_11	insA-2//rplM//
GO_0033228_8	yahI//opgH//yfgJ//bglH//
GO_0033238_6	ybbN//ccmH//fadE//crfC//
GO_0033240_7	phnO//
GO_0033317_7	frwC//yneJ//prpR//yeeA//
GO_0033319_5	yciV//
GO_0033320_6	rfaB//
GO_0033345_8	fhuF//
GO_0033353_5	ibsD//
GO_0033359_7	tcyL//nrdH//
GO_0033365_6	ilvM//
GO_0033383_6	aslB//
GO_0033384_6	cydA//
GO_0033388_7	yehW//
GO_0033477_5	yjiX//
GO_0033499_8	ydjH//menH//dctR//yqaB//elbB//yjcE//cdd//
GO_0033517_5	lasT//
GO_0033518_6	yidA//
GO_0033526_7	tamB//dsbB//napD//astC//
GO_0033539_7	dld//menI//cheZ//
GO_0033542_7	prlC//sgbE//
GO_0033543_8	hchA//
GO_0033554_4	phnN//yajQ//paaE//dctR//bluR//nuoE//cas3//yehB//rcnA//ribC//rimM//sgbU//rfaC//yjaA//yejF//dcuA//oxyR//pta//nagA//ubiA//lysU//ptsG//truD//hybO//insB-4//tatD//ydhQ//cheZ//uvrB//rcsB//ydaC//mglA//rpmH//folP//bdcR//paaC//torZ//yqiI//tdcA//ycjY//mdtB//agaD//nadC//ynaE//nlpE//btuB//ghxP//setC//insK//yjjI//gshB//rimL//yjgX//pth//arnT//rnhA//yagU//yafC//afuC//phnI//hcaD//gluQ//yieF//tyrS//ytfP//frdA//topAI//fimB//rpsT//waaH//rzpD//xthA//ybhS//aroD//yehY//ftsL//proB//hemF//pdeH//rplB//wbbK//ydcM//yneL//ibsD//insE-1//luxS//fbaA//yfdR//ogrK//ompC//aroD//ompF//purA//yeaE//rpsB//iraP//acs//rluF//zwf//mltA//rpmE//hpf//fucI//tsx//rnt//mrcA//setA//ybcM//ansA//zapA//ykgF//qseC//yihT//tynA//nrfF//speD//allC//yjeI//sbp//yfcU//fis//yrdA//mmuM//nemR//astC//kch//cirA//ycjW//yibT//rbsR//carA//tatD//borD//acrE//tamA//dnaQ//ispU//yadK//prfC//bglH//ybbW//ybaL//glsB//fadB//murE//rpoE//lsrC//ibpB//ypdB//xapB//yjiX//ypdI//yphB//nadB//yfhM//mcbR//fryA//phnH//proA//ais//dhaK//yhjX//hemG//qorA//ybcC//fimC//amiD//mdtE//ccmA//nuoB//rfaG//yadC//mog//phoP//yebZ//yjhG//yqgF//pabB//oppF//rpiA//hycA//murP//speC//ldtB//def//mdtE//ymdB//yidH//yfbR//lpoB//rmuC//yfcU//bglA//oppF//recF//flgJ//recN//srlA//rpsJ//yhjA//thiH//livG//icd//tcyN//insA-1//yohD//mgsA//dnaB//mltD//glpR//ibpB//fadM//acrA//ydcI//tsf//yfgO//fixB//ssuC//dtpB//hyaD//nirB//pbpG//yiaB//metR//csrD//yafS//hybG//ygiV//alsC//smpB//hupA//rplC//lolC//hcaF//rlmB//csgD//yohC//ybiX//adeQ//gluQ//cpxP//ygiW//ubiI//agaC//nikB//hemC//panE//iclR//pckA//sohB//rcnA//glpB//gloA//degS//mppA//coaE//carA//zntA//rssA//murB//mdtP//nudG//btuE//rna//setC//rpsM//trg//ompL//fixC//rutG//speE//kdsB//yjhH//ydiP//rhoL//mutH//yggW//aas//ybhS//rfbD//fur//appB//entC//cmoA//yhjA//cdaR//yraH//pyrD//aroL//mepA//csgF//uidC//abgB//lhr//nanR//rarD//srlB//uhpB//appB//lsrA//nupX//gadC//nlpI//uxaC//kup//lptF//yajL//ldtC//hisS//recX//hslR//setC//mscM//narZ//ftsP//mutL//tolR//malG//ortT//treR//ppx//csgD//fklB//fdnI//
GO_0033559_6	ldcC//
GO_0033567_6	hicB//
GO_0033585_7	ibaG//kdsB//
GO_0033609_8	btuD//
GO_0033611_8	uxuA//
GO_0033674_7	sfmF//
GO_0033683_7	ycdX//
GO_0033692_6	rsmC//nikC//hisH//lldD//fadK//paaA//glcD//nuoM//uidA//yphD//mug//trxA//pphB//ygeX//kdpB//baeS//argF//opgD//csgE//pspG//zntR//gsiA//rlmC//mppA//lon//purA//nupX//sgrR//ampE//aceF//rarA//panC//ulaC//yfcS//cca//chpS//rbsB//insE-1//sufD//nlpI//ygfA//yfgO//lpcA//rhaB//ppk//rplO//yraK//
GO_0033865_6	phnI//ribC//ssuD//tas//entS//rseB//ybhS//
GO_0033866_7	moaE//nrdG//mnaT//dnaA//
GO_0033875_7	trmH//kduI//yggN//trpE//thiP//puuR//nuoL//
GO_0034030_8	cynS//rpsO//yqjI//greB//
GO_0034032_6	gpr//pphA//aroK//yceO//kefF//aaeA//mzrA//
GO_0034033_7	argS//cho//paaH//trpD//
GO_0034035_7	gcvP//lysP//ygcO//
GO_0034059_4	rhtB//yjjW//
GO_0034192_7	gadB//kdpF//ydiB//
GO_0034193_7	ybhA//
GO_0034194_8	livG//agaV//yidA//
GO_0034195_8	trpE//
GO_0034198_6	atpE//galK//phnH//
GO_0034203_6	murR//
GO_0034204_5	add//puuC//
GO_0034213_6	cyoE//
GO_0034214_7	yahO//fadR//folM//rplY//
GO_0034219_6	priC//lpxL//glmM//ypdB//cpsG//xisR//sodB//ndh//yihP//rpoH//yfaV//flgD//rsmA//rayT//fimF//zntR//rpsL//araD//ilvH//ydjJ//ygbI//truD//ybcC//gpmA//gyrB//ampD//alaA//yiaO//dkgA//ruvC//ycfL//gmd//ppsA//envZ//nrfG//rhoL//luxS//cobS//fadL//rlmN//bioA//cadC//torD//recE//dppC//alsK//sgcA//aspA//tufA//hicA//yohC//ydiB//rcdA//yqcG//frwD//aroP//yhhZ//cusC//proA//spy//metC//yjhP//ydhK//rodZ//hflK//cobB//znuA//yhgH//yacG//hybE//tktA//lgt//ymjB//dcuS//folD//yqjI//fau//livG//paaE//potG//katE//aspC//mdtA//lepA//rlmI//ybcF//rfaB//rbsA//icd//ridA//iraD//tauC//yfiE//gshB//
GO_0034220_6	yadM//pth//ybbW//yhaC//aas//rpmJ//ykfM//gsiC//ahpC//queG//phoE//hofM//fruA//mglA//pdxK//arnA//hslV//ycgR//oppA//rpsI//mnmA//pepN//yraN//udp//nadA//osmC//purF//accD//kup//xylB//ycaO//ybdN//ilvM//yggW//betB//arcB//nuoE//tdcA//frlB//tnaB//gntK//glrK//macB//cysG//arsB//potD//xerC//ybiS//mrcB//pabB//ppc//uspF//yceD//fhuB//alaS//gudX//folX//tdcD//gsiD//pgaB//umuC//dgoR//yneL//murG//kch//ydcO//yacG//idnK//ydcP//nagD//gatD//queA//yraN//lpd//melB//fucA//pdeK//proC//artJ//fmt//yhhT//yehB//rfaD//rhaD//fliA//ybgP//rpsM//lipB//yjbG//aphA//acs//yjeI//tadA//lipA//apt//gudP//asmA//ybjL//ybdG//trpL//idnD//skp//lpxP//hemB//rluB//parC//hexR//yihO//ppiD//yiaM//ytfQ//ilvC//glyA//bolA//dadA//sodA//bioH//hybE//hcaT//mhpA//dpiA//rhaR//ccmH//rdgC//rpmG//ubiH//menD//grpE//nirC//nudB//psuT//rsmJ//der//rpiR//aqpZ//atpF//ytfR//ompW//yjhG//crp//comR//ssuA//ydeE//ydaV//glnQ//srlR//gyrA//ndh//rplP//yneE//rcnB//casB//cyoA//yidR//yfaV//rep//kdsD//iscA//ybiA//zupT//yfgO//rcsA//entA//fabZ//ada//yddM//paaF//lgt//yhjG//znuC//cfa//pspA//glnD//uvrD//insK//
GO_0034224_6	yfcQ//fadI//
GO_0034227_8	flhD//gudX//trxA//hdeB//phoU//yejF//thiC//waaO//
GO_0034248_6	ycjU//rihC//purB//folX//hybA//fhuC//sapC//queF//phnM//rcsC//thiH//sfmD//folD//gudD//fliZ//ulaB//acs//tehB//dsbC//cysD//trg//pabB//yihS//alpA//cueO//setC//glnA//ubiB//cysU//rhaR//amiA//ratA//mtnN//ygfZ//nei//fsr//ansB//gpmA//ibsA//sufE//dinQ//
GO_0034249_7	yebG//ydeO//flgH//pstA//zapA//cobT//flhD//mtlD//fdhE//amiB//tatA//panF//prmC//appY//chbG//elaA//ybaQ//yraI//kdpE//cyoC//agaW//nikD//rffG//nrfC//gspJ//
GO_0034250_7	yfcS//iscA//fryA//araC//ompR//tdk//ycaN//
GO_0034258_8	xanQ//
GO_0034260_5	tdcA//
GO_0034285_6	casD//
GO_0034286_7	tktA//
GO_0034288_6	ychH//
GO_0034289_7	yiaT//
GO_0034308_5	fhlA//mnmA//yeiG//ybiW//pgpC//purN//hdeD//yciE//yfeD//yjjQ//yfeW//
GO_0034309_6	zntA//tcdA//yhhT//
GO_0034310_6	frlB//iscX//tatA//yihQ//rpsT//yfcR//
GO_0034311_6	sbmA//ycfS//mdtM//
GO_0034312_7	yagF//rpmA//
GO_0034313_7	ydiF//
GO_0034337_3	hybA//dnaN//
GO_0034355_7	speD//gntP//gadC//yqiH//
GO_0034401_5	aroG//
GO_0034404_5	cecR//trmD//lit//phr//sapA//abgT//yfaU//tpiA//nagE//nadC//ccmA//ppiC//atpB//frlB//stpA//alkA//rutR//serS//ispB//rpnA//decR//fepB//gapA//ydcI//cusS//exuT//elaB//lysP//mhpB//pheA//dinI//mdaB//yajD//flhC//yedP//nrdA//ftsY//nlpD//narX//aspS//kdsB//fucI//codB//sgcE//insE-1//yfcU//kdpB//gapC//ada//murF//
GO_0034414_9	gltB//
GO_0034421_8	menC//
GO_0034440_4	trmA//hupB//aroP//dusC//hicA//phnG//purF//gloB//mgtA//yfeR//sfmH//fadL//ykgF//ugpA//ykgO//chpS//yheT//rpmB//flgA//rfe//
GO_0034470_8	treR//prpB//secM//aaeB//uidR//lpp//rplD//gltL//dcp//glcF//galU//araA//ydcM//ypdF//ycgR//infB//caiD//rpsH//guaC//tyrA//yidC//ybgI//rlmH//rlmF//mutS//mlaF//agaI//yedP//trg//pmbA//waaL//yhaO//pepD//rpoH//rbbA//trpE//waaA//rimK//hslU//nfuA//tolA//cvrA//cysU//higB//xdhB//secF//nfo//ydfD//glcA//bioA//yodD//ycbX//ynaI//gcl//exoX//pfkB//fkpB//rstB//yahO//ackA//cynS//moaA//metR//tyrA//frdD//ypdI//yadG//rsfS//acrR//eptC//pck//yqeG//yfbV//rfbB//ydhQ//bfr//glpG//hypB//hflC//cho//purU//yjiM//cusS//dut//yagG//intS//tatD//yfcU//chpB//ybjX//ghoT//uidR//metC//cadC//
GO_0034471_9	cobC//ldcC//rzpR//yibH//
GO_0034552_7	bioD//
GO_0034599_5	hlyE//xisE//creB//ybjN//aroG//dbpA//clcA//zapB//ompR//dnaC//cutC//glyA//evgA//evgS//ftsK//yjeH//nikR//argB//edd//accC//rfbC//ghrB//gadW//
GO_0034605_5	ykgO//tolR//fliM//mntP//yajD//waaF//bdcR//trkG//intA//
GO_0034613_5	yidP//cho//opgC//yihI//acpH//pspA//yjiY//rlmA//pgk//ssb//argD//dgcF//yobF//ymgC//ldcC//ilvN//ulaG//
GO_0034614_6	rpe//psuT//hcaB//mraY//flgF//ssuA//yahD//ynhF//exoX//yjgX//csgD//potI//aceK//
GO_0034620_6	scpC//pagP//ynbD//ygfX//
GO_0034622_6	dctR//fecC//gph//prmA//paaD//aroG//ybjX//dsbD//mreC//wecC//yahF//htpG//intZ//grpE//livH//yecS//purL//ruvC//rsmC//yddG//rffT//napC//yegS//cyoC//glcD//ftsE//map//setC//fliM//fis//yegS//aldA//afuB//adhP//yjfP//eutK//yggX//dtpC//rhmR//ansB//pyrB//
GO_0034627_10	mepH//pyrH//alsA//carA//leuC//
GO_0034628_9	yfaX//tadA//yagF//asnS//dmlA//
GO_0034635_6	hipA//dtpB//ytfP//ftsP//bssR//smpB//
GO_0034637_5	yjjI//miaA//bioH//hdeB//yedA//folC//dgcN//ytfP//blc//yqeA//metH//yjhP//tdcC//yjhI//fadJ//cynX//acnA//hisH//elfG//mreC//barA//ribE//kbp//murP//oppD//tag//yahI//paaZ//uhpA//hypC//yjjW//ybdN//acpP//agp//recR//gadX//yihP//zipA//rpiR//adiA//yhcD//adeP//mnmA//mpaA//narV//bhsA//pdeD//decR//thiH//mipA//
GO_0034641_4	mdtC//mobA//cydD//tusB//mdtC//ybaQ//rtcB//prpC//ydcM//paaF//lpxD//ytfT//rnlB//flgM//oppA//ybeF//cbl//thiM//tusA//cmtB//insA-2//betB//acrB//pppA//yeeO//bcsQ//mltA//yfjR//wzzB//cpsB//preA//hicA//roxA//ybjX//actP//insA-2//yiaO//aroC//rplI//aroK//pdeR//waaF//nuoF//sthA//dnaQ//zntA//ypdI//narQ//pgaA//sdhD//recN//rep//ygcR//thrS//agaW//cusC//fimB//yfdG//proA//gntR//rnlA//rimI//malE//mreD//yahF//ftp//hxpA//yrbG//dnaB//sad//eptA//yifB//yccX//rnr//ybfE//tsaD//rhaM//lplA//yeeL//yejF//ynfF//sodC//cysB//glgB//tauD//hisI//cobS//arnD//cspI//bioH//carA//yfdO//lpd//zraR//gshA//agaS//ispF//caiB//feoB//narW//narJ//hofP//nuoM//pheA//purU//ychF//trmH//proV//gloA//ilvB//hofM//csgF//yggT//rpmF//yihQ//nrfB//hypE//cspE//ycjP//nimR//rlmH//mlaD//tag//elfA//hemA//waaJ//phnH//glpA//acpP//prpC//ulaC//rplM//ydhJ//araA//opgH//mmuP//thrC//yfiE//fadM//rapZ//kilR//apt//ydiP//betT//mhpD//ssb//tbpA//kdpB//astC//fadE//cysB//wecE//ltaE//garR//fliK//sbmC//serS//ghxP//dhaR//rpsD//fecA//insH-5//entE//hypE//yqaE//sufA//sapB//dhaM//yfiR//yjiA//rpiR//uidA//yjcO//ybaL//yejB//malF//rpsK//umuC//allC//ykfI//ftsY//kdpA//aroG//sufC//dnaQ//hypD//uxaB//ybcQ//btuD//dcd//yggW//yhdJ//amiB//cysQ//hflX//lgoR//mraZ//ytfT//nfi//lgoD//aroD//ydcI//mltB//paaZ//degQ//yiiM//yodD//yghB//ybiS//yehZ//acrD//yiiM//serB//prpR//ghoT//atoB//rpoE//rcsF//narG//recR//bglF//hslU//eptB//narZ//atoC//def//leuC//rspB//mdtM//aroK//rplX//trxA//csdE//casC//malP//mntS//rcsD//yjaA//rpsE//aceB//sufD//rluB//ispB//nrdB//yadK//add//dgcT//hycA//aroA//manY//agaD//glyA//rssA//mdoD//fimI//idnK//dgoT//rlmL//ybcL//cpsB//rhtC//hycA//proP//cueR//corA//caiB//astC//rhtB//sapF//sfmD//rnlA//casB//secM//sseA//treC//gudD//degS//bluF//dgcQ//ftsE//sgcE//hofC//pth//fdrA//rutR//lgt//yoaB//caiE//ynbB//hpf//hfq//fliG//rhaM//agaD//fdnG//gadE//yddG//acpS//patD//uvrY//sdhE//aroE//treA//relB//sdhB//cydA//secA//aroB//yiaU//mhpC//betT//nfsB//lhr//xylG//uof//lexA//ybdM//dhaK//clsC//dcuS//ydjE//ydiR//rplA//malE//argC//yhjC//rnr//ygiS//tdcF//bepA//gapC//tilS//chbC//rplB//tas//thiD//mutS//manX//rpnC//fbp//fabR//csgA//fimF//ribB//dapA//agaI//rsmI//tatC//rzpR//dmsA//tusB//dhaK//nuoG//frsA//asr//flgB//abgB//acnA//ydjK//rbsD//nrfC//rbsD//maeA//hsdR//rtcR//rimK//nadD//rffC//livJ//uvrY//speE//gspI//ybbN//atoC//ssuB//dgcE//yahB//lsrC//gutM//tabA//ybiX//waaC//yraN//guaC//cyaA//tag//topB//moeB//ybiY//nrfB//ydfG//norR//bioD1//flgA//rhaM//ddlB//prfB//pitA//lsrC//yccX//truA//yedX//bcsQ//prkB//pdxH//insI-1//yihX//alaC//uxuR//tsaB//ampE//yqjH//plaP//rnpA//yjbF//aphA//frwC//phoA//osmF//ydeM//gpmM//tyrS//fre//recN//fdoG//atoS//ydfK//rutA//pspG//cyaY//atoS//mglA//casA//frvR//acpS//chbG//puuC//trg//purN//ileS//yphF//thiD//nac//rspB//yijO//ybgI//metF//rpnD//yadK//maa//ybjL//eamB//pgaC//yciK//murG//yghW//cspD//ygiN//barA//clsB//ynbC//ibaG//ynaE//speD//clsC//bioP//fiu//ftnA//frr//yfjR//setC//recA//casA//intE//nikR//acs//ynbC//xthA//ybaK//flgF//yehX//pykA//kdsB//yahN//sseA//iscU//cheA//gspE//yggE//rpsK//ftsK//ydcS//rpsQ//ftsH//glgB//mgtL//murR//ghxQ//lpp//yahF//yciT//adiY//ugpB//tdcG//yheT//eutK//rseP//wcaJ//fucP//rof//cpxR//avtA//pspA//yeeL//selU//arfA//aphA//yfcF//mlaC//livG//aroP//ssuB//yqaB//yfaU//ydcM//phnG//ribA//fdhD//ldtD//mcbA//argE//metN//rplB//fryB//mhpD//bioD2//galF//edd//ruvB//lacZ//phoB//cyaA//sdaC//galS//glcB//fadK//ybfE//lpp//dgoT//ybdO//mlaD//tldD//puuA//ycjP//abgT//fepD//alpA//yaaA//glrK//flhC//rcnR//lpcA//fetB//yhiM//prmB//puuE//adeQ//kdgR//rrrQ//yfbS//chaA//rutB//waaZ//frdD//yajL//glcA//mug//pyrH//nusA//ygiV//sufC//recC//rseC//truA//yfiC//rpsI//gpt//dgcE//xisE//waaL//hypE//zraS//alr//glmU//fumA//wecB//moeB//nrdF//ibsA//prc//ycaN//cpoB//cysU//yfcU//nlpE//menD//yhjD//aaeA//gadC//hemL//gpmM//livJ//fliL//mfd//ulaC//pspA//ygfZ//nuoN//yfiC//narZ//rhaB//sppA//melB//ldhA//citX//nikR//chbF//flgD//pstB//yceO//holC//clcB//rcnB//alsB//yraH//ulaD//lysR//rffH//ybaO//metN//nlpA//metG//aaeA//lpd//rtcR//narZ//malK//entE//recQ//insA-1//folD//glpD//mglB//aceK//yadG//queA//rpmE//malE//thiC//cdgI//ybiH//paaF//flgA//lsrK//ttdT//fbp//leuB//yahB//coaE//rhtC//nanT//moeA//ldtB//yjiR//yeaV//hslR//yodD//yafN//rhtB//nrdF//rsmB//bssR//gadW//ybeQ//trmO//wecB//elaA//citX//nadA//fliS//rplC//ruvB//syd//yieL//ynbC//bcp//queE//hscB//tehB//minD//sdaA//ompL//agaB//ygbL//csiR//artM//hdeD//phoE//blr//pitB//gluQ//dgoA//hyfF//trpA//ygeR//cysM//feaR//uidA//xylF//tadA//gpr//frwC//cynS//htrE//hisG//rplO//dicA//yfdG//gsiC//mlc//cytR//znuC//kdsA//rrrQ//cptB//rpsP//wrbA//metR//wzyE//cynS//rihA//dcuB//pbpG//citE//zraS//rpmA//yhjC//topA//yiiE//ribF//ygeW//galR//dcuC//ilvA//fau//dacC//yggD//mrcB//yhcH//fryC//priA//fixB//yqiI//nusA//ycdX//yfaV//glnL//pspA//glmU//dusB//dgcN//parC//miaA//deoA//lipA//proP//folX//rhsD//ydaN//hcaB//ybjC//mipA//zapE//ilvL//nadE//deoD//malK//bsmA//dfp//nfo//cnu//cusS//argF//dcd//holE//bluF//ydeE//fdnH//alr//mdlB//hfq//lon//gldA//yedA//ynbC//ydcO//opgE//coaE//ligA//motA//yahK//yahF//mcbR//ascG//yihI//
GO_0034644_7	ydiV//paaA//
