#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	murR//ulaD//fumA//hemN//
GO_0034471_9	hybC//ibpB//fdnG//secB//
GO_0034552_7	aroA//
GO_0034599_5	elfA//proW//cueO//rpsO//tufB//tolR//ppsA//hisH//sutR//rapA//ybbY//dacC//setB//amtB//csgE//cydC//macB//ibsB//ilvH//gcl//malF//rpmA//ygbM//
GO_0034605_5	cpdB//selD//ttdR//shiA//hypA//hofP//sodB//msbA//abpB//
GO_0034613_5	entE//purN//rhoL//iscS//pheA//potE//udp//znuB//ribA//xapB//nrdG//secY//adhE//fur//nrdA//lpxB//wecC//
GO_0034614_6	ihfB//dcm//hns//recA//rffM//umuC//rplJ//aspA//fliG//helD//rpnA//thyA//pgpC//
GO_0034620_6	trg//eutA//purB//trkA//
GO_0034622_6	rlmM//asnA//pdhR//thrC//yaiW//acpP//bdm//rpoD//hupB//fdrA//lldP//ubiI//alsA//zapB//csrA//rutC//lpxM//uxuR//lnt//hisQ//yfgO//fixB//kdsA//yfiF//malZ//fdx//viaA//lipB//ygeV//dnaJ//rnc//ycfH//pitA//hslO//eutB//rbsD//fdnG//sapB//tufA//yidP//ibsA//
GO_0034627_10	yqgF//agaB//atpE//ivy//pepA//
GO_0034628_9	dsbG//fieF//fimG//sfsA//miaB//
GO_0034635_6	fimH//gatY//yadN//bluF//yobF//oppF//
GO_0034637_5	deoA//cheZ//yqaB//aas//crr//aldA//waaQ//bglF//tdcR//ampD//acrB//yjjB//mtlR//secY//aaeB//glvC//nrfE//hipA//yagI//iscS//mreD//argG//ycgB//ftnB//fliG//xylF//hemC//murB//hsrA//yhbQ//alaE//birA//fadR//yggX//proX//yjcO//oppA//ygeX//iap//sbcB//icd//ycgV//ldtB//fabG//yhdJ//gpmA//eutB//dxs//mtlR//rplB//
GO_0034641_4	murC//emrY//sdaC//paaJ//mhpT//lrhA//uxuR//lpxK//mnmG//metG//pgsA//rzoR//yajD//nuoE//yjiR//eptB//selD//melA//rpmJ//ccmE//purT//dosP//oppA//ppk//ydhJ//msbA//sppA//mltD//tdcA//exbD//groS//lplT//yidP//map//brnQ//nikB//nimR//ygiW//sodA//cpsG//dcyD//ybaO//eutA//emrB//cyoC//intE//yhhZ//fucK//waaL//leuA//mlaD//ygfX//dgoD//mltF//lapB//pyrG//fumA//envY//ydiF//srlE//ydaN//nagK//borD//mfd//ssb//yjjV//secY//hisF//trmJ//ygdG//clpX//tpx//mntR//hypE//ydcZ//cecR//dsdC//narL//ybeY//intZ//hybC//rhmR//hslJ//gntT//recN//ydgA//puuD//cvpA//ybaO//yfaV//arnE//pbpC//gspE//iraD//mazF//xylE//ycbB//yjjG//smrA//gatA//aroE//gshA//glcB//glgC//yhaM//rfaF//fadA//ybjN//nanC//thrA//dgoT//rplN//leuB//yfcF//ybiJ//ybhG//bhsA//lpxD//kdpC//hdeA//afuC//bfr//yojI//metB//rplA//cvrA//ratA//cobU//ycjY//acrD//symE//metH//trxA//murI//elfC//yijE//btuR//mglC//mutY//yafQ//dsbD//fadD//gpp//ybiO//gnd//rlmE//ptsN//gph//patD//pgpC//glsA//ybhJ//rpnC//spoT//pcnB//gcvA//intS//mltD//gldA//lptG//araG//ppiA//agaB//zraR//rluC//oppD//eutD//rhaD//manX//fruK//yggP//lon//opgD//nrdB//dinI//lpxP//cstA//ggt//dfp//ycbX//appB//mngA//nikE//rclR//apaH//hpt//tdcC//ybhF//purB//leuB//nac//topAI//truD//ydcP//tgt//hybG//opgE//cusS//cydA//setA//dsbD//mtlR//trmJ//purU//pdxA//deoA//mqsA//tsaB//accD//zntR//opgH//glpC//ibpA//alsE//argH//mdtK//btuF//truB//manZ//fimF//pfkA//gcd//mukB//phnP//mzrA//insI-2//cysW//dinD//fhuC//ubiG//yfdG//leuC//holC//atpF//glvB//lpxK//ddlA//topB//iraD//lolA//entS//yjcS//ulaD//rsmH//rhsD//rayT//opgC//ydiP//yraJ//ampH//ydiV//sppA//insB-2//acrA//narI//glnL//pabA//tolR//sbcB//pitA//pth//ybhD//tmcA//dapA//kbp//acrA//cspB//prfB//guaB//lgoD//narG//araD//yeaE//napC//yjhC//dcuS//fiu//yhhT//yodD//acpT//nagK//ybcF//ybeY//msrB//ybbN//yejB//gadX//elaB//cyoB//waaY//pykA//hybE//dhaK//nfi//osmF//ilvD//btuF//xerD//yggP//hybE//yhdJ//slyA//codB//rluB//purN//fadL//higB//tauD//preA//kdgT//hemA//cysK//pgi//fixA//gpp//mhpC//cas3//rsmC//cysS//mntP//rlmN//macA//cysK//ycjW//pth//yqiI//idnK//fimI//ydiF//nanR//tatB//sdhE//cysP//cusS//torA//yaaY//yiaJ//torI//phoE//slyA//corA//alaE//yebQ//lptF//lptG//rpmG//narL//mdtK//fklB//garK//hflK//qseC//metE//amyA//ftsN//bcsQ//prmC//ybdO//yadN//nadC//ldhA//ydjJ//phoQ//ycfJ//gpmM//yehU//hslO//btuC//mgsA//acrB//hycI//thiP//insB-4//eptC//ybdZ//yggP//gyrA//ynjA//fadB//psuG//treB//livF//yihL//leuA//lysP//moeA//yedF//yehY//entD//rcsB//mdaB//htpX//mepM//ileS//hrsA//nadB//feoC//ulaC//nemR//rhaS//ybgP//deoB//torI//tas//nuoE//bdm//gspJ//fadJ//recJ//rpsT//mgrB//trmI//betT//greB//leuE//tusD//cfa//katG//aroA//sgbU//ssb//rfaF//csrD//basR//leuD//ydiO//rpsK//gltB//entS//ybbN//uhpB//phnO//ydeI//gmhB//mraY//yaaY//pnp//kefG//cheZ//yidQ//mdoG//fruB//argR//cydD//hisM//potC//rplR//yacG//rcsF//hycI//rimP//pldB//caiT//solA//ftnB//lplT//deoA//ghrB//nrfE//cysD//yggW//mog//ihfA//cmk//ansB//potD//nrfE//yjjI//glpC//ybjN//ybhI//phnP//rluB//rpnD//lolE//nrdH//hdeD//chbC//murC//mreB//fliZ//sdaC//nuoB//zwf//yfbU//rlmG//bglJ//guaC//fepG//eamA//rplF//sanA//yhhT//lplT//ulaC//patZ//napF//rsfS//mtfA//cusF//btuC//ybdG//nrdR//ydcP//ybdZ//flhD//cusF//tsx//ftnA//yedF//ydbD//tar//pphB//scpC//alkB//purC//ygcO//gyrB//nagE//trmA//mzrA//glmM//purF//hscA//yeaV//fdnG//mntR//parE//mtr//dam//ftsK//bioD2//ydhC//menB//relE//rep//slmA//yjtD//ralR//leuS//dxs//ykfM//cmtA//yjcO//htpX//wecB//yqaE//uvrY//rpmC//puuB//dsbB//gcd//nagD//yidL//ycbX//rhaD//clpS//yhaC//pncB//polA//puuB//ftnB//rhmD//elyC//rbsB//sad//ycgB//chbC//rof//nrdH//aspS//hisG//nudC//sseA//yfbV//yhbQ//accB//wzzB//pyrH//folD//sgcA//pepN//yiaO//atoS//msrP//glcC//pgi//pta//yahK//elfG//rfe//rpsP//rseP//ftsZ//ybhP//ydjJ//modA//ugpB//sfmA//prfC//ddlB//nupG//potD//mtgA//dcuS//yafC//mglC//paaC//elyC//ybjG//fetB//folM//hdeA//rlmC//yejE//yccX//ybiS//fadL//aroH//srmB//mlaC//mutH//sodA//hemC//motA//fadR//topA//rffG//pyrL//ulaC//glpC//basS//potH//polA//ftsH//emrB//tufB//nrfB//ymgC//arsB//adiC//umuD//hemC//fsr//dgcE//cspA//hexR//accA//gatZ//flgE//tomB//mglC//yphD//rmuC//yhhT//ccmC//alsA//aphA//ydiF//uspB//yagU//bglX//dnaQ//gadX//sufA//radD//ompW//yfjR//yobA//nadA//recT//erpA//cecR//talB//ydfG//yhaC//ade//sbcB//ydeE//tgt//yccA//waaA//mlaF//ycjY//cyoB//fepE//pyrB//tauD//yefM//purR//rffC//yjiY//ybhI//mutH//mcbR//gapA//frvA//cysS//cutC//groL//sthA//cpxR//kup//pbpG//holD//yfjR//glrR//mdoG//rhtA//pbpG//rpsI//rfaF//lgoT//idnK//pth//allC//hemL//relE//ftsW//atpA//speC//dgcM//yehP//argS//recF//yafN//cycA//rdgC//msbA//hisP//ftsY//yihR//erpA//nirC//rsmI//yagI//mscK//rbbA//ycgV//sfsB//tufA//wzb//prlC//ynaI//ydaC//insB-2//bamB//casC//yhdX//msrP//emrD//yefM//ybjG//ftp//yiaF//mhpD//ssuC//mraY//ybhA//xapR//murE//amiC//gloB//glnH//yhhZ//hflX//yfeR//kdsA//rzoD//accB//astB//ygbM//fliK//bdcR//astB//purU//tgt//yafC//murB//mobA//galF//selU//hsdR//yfbV//sseA//yfcP//appA//xdhB//kefC//bdm//cysS//qorA//rlmC//dsbA//menH//yhfS//fabI//ygjH//arnE//yabI//malQ//hisH//aes//nrdR//araE//dcuR//rlmH//aas//rzpR//znuB//xylR//xisR//glnH//lasT//ilvM//
GO_0034644_7	rlmL//maa//
GO_0034645_5	deoB//cyoA//yhjB//dicA//cusS//accA//yqjA//sgcE//yibT//caiD//minC//rdgB//yajR//dacC//priC//gcvR//aroL//casD//yciE//eptB//narI//rcnA//fabG//tehA//sppA//fabA//uxuR//ileS//hyaC//cysI//mraZ//hisC//ppiC//ybhR//yidZ//ebgR//lsrR//argA//gcvT//yfcR//trmL//ypdB//ykgA//murR//mdtF//ybiJ//intA//ybdZ//eno//pth//poxB//yihR//argA//cspG//plsB//pckA//emrB//ybcM//arnD//ptsH//dppF//trpB//metH//mdh//emrD//ycfJ//pgl//gatD//selD//agaB//narK//mngR//nuoB//ygiS//lsrA//pspC//hypE//hemG//yhjG//hslO//entB//yhjD//yifB//dcuD//guaA//der//rstB//uhpB//symE//rnlB//btuE//pdeL//mraY//deoD//mntP//mak//murD//deoC//xylB//relA//chbB//gadA//xylA//mutL//arnT//frc//rsmB//iraM//ycjD//diaA//tus//amiD//yhcN//rpmC//mntS//mglC//yfhH//nhaB//yahI//puuC//tap//rffG//wzyE//srlA//cspA//ybgI//rnb//surA//hcaE//yaaU//ydhJ//ybjC//hpf//hybO//cynS//lsrG//yafQ//ydiV//dgcE//hofQ//ibsA//gatA//rutD//thrA//yebC//ompT//pnuC//etk//rpmH//yjiM//rhsD//upp//recA//pbpC//yajO//mdtF//hypF//narI//msbA//nikE//sbcD//bipA//yojI//paaC//rraB//zwf//yqiH//mepA//dppF//tolB//rimJ//fdoI//hipB//yjjI//nfsB//ygiW//xdhB//hofC//speA//speC//pdeF//ycgV//hemH//rpnD//glmM//leuC//clsC//recC//hyfR//lgoT//pbpC//ldcC//cdh//ligA//gudX//katG//rseB//agaR//valS//hpf//pdeR//yghG//pyrG//adeP//bioA//hcaE//crfC//dppC//ydaV//mhpA//agaW//metC//ubiE//rhoL//tdk//gudX//lysU//argE//dgkA//cheY//nlpD//ygfA//yihQ//sdaB//edd//mutM//abgR//rcnA//rplI//intF//nuoF//rutC//viaA//hxpB//yeiE//barA//tauB//ydcP//flhC//mmuM//malG//gdhA//uspG//yihL//phoE//ygcO//srlA//dcyD//pitA//ybcL//znuB//rpsE//pdeR//ybbY//lsrD//ftsZ//nadB//hprS//aroA//dnaE//glgS//acpT//frmR//sstT//galU//yeaE//yajD//pabB//narG//gyrA//aas//acrR//ldtD//ais//yeeO//aroK//xanP//yidP//lolD//udp//menB//lasT//lsrD//serB//ddlB//flgC//nanT//ycbB//trxA//mdtG//yfeW//tnaA//pitA//yagU//mdlA//ampD//mak//mgtA//elfG//waaS//rhtA//xisE//hemN//yegT//
GO_0034654_5	fumA//flhC//afuB//yebK//metQ//iap//ybcF//yafN//nupC//ybhP//lpp//ybcF//ilvE//cspA//rclB//htpX//fruB//ygiN//trg//kdsD//gadX//tauD//crp//yjbE//nuoG//livF//yfgO//insH-6//proC//ydfH//uxaC//pntB//mpaA//mraY//brnQ//rng//ldrB//ybcM//rihB//ycfL//fucI//ymfA//pyrD//araC//zapC//ribD//htpX//secF//hflD//rluC//pspD//rseB//bolA//lysS//trpS//gpsA//uxaA//ychH//dnaE//hokB//dsbC//dtpB//malI//uxuR//rnb//ychH//envR//ydeE//mltB//dnaT//bcr//rpoA//wecC//yneE//hemF//oppA//yajL//slmA//glnK//yraI//ahpC//emrD//htpG//cirA//leuB//sanA//acrZ//opgC//yidK//clcB//ccmD//tufB//yiaN//acs//phr//glnK//alaS//yfhH//ribE//btuE//bdcR//yhbX//flgI//cysI//iaaA//glpB//elbB//ygiB//nudG//fimF//exoX//hemB//rhaA//idnO//codA//yfbV//rhaR//guaB//fabZ//rfbB//cas2//rusA//setB//hflX//gadC//uhpC//hisQ//yegV//trpD//mdtA//mglC//tpx//msrB//zinT//rna//kdsC//thiE//xanP//emrE//nuoI//glsA2//symE//adhE//rlmF//rcsC//artP//mutL//yojI//mrdB//gloC//deaD//murC//tpiA//sufC//yeaK//alsE//ypdB//menA//dgkA//flhD//serA//fcl//yeiG//phnP//ulaG//metI//ycfL//citG//chbB//appC//yhcD//ispB//ilvH//lspA//hokB//livK//gpr//ygbI//ytfT//mscL//mepA//gcvP//alsC//acnA//torS//pepN//nfi//frc//hisQ//cmoB//ygiB//dsbC//ybdN//yraK//yciK//ilvL//bcr//suhB//ycjW//ushA//hipA//glmU//lpxT//ugpE//ydbD//astC//sodC//tamB//mreB//mglC//rpoS//yidL//comR//potG//yjbB//metR//ruvA//cheA//elfG//aroF//frdC//ydiV//lepB//moeA//tcyP//insA-1//ykgA//mlaE//fruA//serA//rpmF//yqhC//rlmM//rpsJ//tesB//amtB//envZ//tcyN//sdhA//mdoD//cpsG//casC//thiI//nagB//yihS//atpF//rzoD//ynfH//cyaA//xdhB//yhbX//aceA//sgcX//mak//cvrA//pckA//lyxK//gltK//ybfE//
GO_0034655_5	lpxK//araG//pnp//yhfS//tnaB//sucA//birA//rfaE//melR//puuP//ycbB//rpmA//ydcI//ychF//fimI//rpiB//ydiQ//yqiI//ydaV//yhaV//lysR//ubiH//csiR//eptC//ykgF//yifB//mzrA//ldrA//phoU//rsmD//ydcZ//yqjH//argB//lnt//mdtD//yciV//rfaH//osmE//mipA//insI1//yjhG//gltP//rseP//hemL//ampG//gcvA//fabD//yehW//fmt//lon//cbrA//mhpD//yjgX//yafN//nikE//curA//yraI//gatB//sfmC//rtcR//aphA//ppk//ddpX//dnaN//pgrR//oppF//ompG//ldcC//hsrA//mlc//phnI//symE//hprR//
GO_0034656_5	cirA//kbp//mhpB//wzb//pyrF//paaK//ycfL//ade//lolB//dppB//rclR//cpxP//dgcM//
GO_0034660_7	nagD//ppiD//glk//uidR//cecR//mlc//malY//ygfA//nikA//frmA//mepM//yrdA//mdh//ygcW//trmA//hisH//lolB//cynX//yiaB//thiM//elaD//purR//rmuC//emrB//pgpC//lspA//gltB//yqcG//azoR//yehW//matP//waaH//pstC//sufS//secM//osmF//ubiB//ndh//grcA//kbp//glpF//torI//rpoA//phnI//ygeX//uhpT//allB//pdeL//hmp//nikC//agaC//xapR//tsaB//yfiC//ppiC//fepB//yoaA//gcvR//dnaG//holC//mrcA//abgB//katE//nrdI//yneL//idnT//surE//potA//ygaZ//ssuD//selD//ppc//artM//ivbL//mdtP//xerC//cspG//ilvE//sanA//menC//rfaB//fliG//ycdX//cfa//uxaB//nuoI//hrsA//soxR//entE//rspB//ccmE//luxS//rplL//frc//hisH//rlpA//ibpB//sbmA//eamB//gpp//bioD2//sapD//mltA//rsmF//yihW//acnB//panE//gmk//moeB//hprR//essD//rutA//truD//ycjU//potB//hdeD//ghoS//glnK//znuB//glcC//ygiS//fic//
GO_0034661_7	cysN//glnA//emrK//dnaG//
GO_0034755_9	arsR//alaC//yjiA//argO//
GO_0034762_6	agaS//flhA//ygeX//ampH//tehB//cra//norV//yhjC//
GO_0034763_6	rnd//cycA//
GO_0034764_6	aldA//rplE//
GO_0034765_7	pgm//ydgA//yfiF//tauA//gor//yraJ//rhmD//
GO_0034766_7	rutD//
GO_0034767_7	yaiV//ulaC//
GO_0034775_7	atpC//tdcG//torR//mrr//ydcO//
GO_0034983_9	nemR//deoA//
GO_0035235_6	rho//mcrA//glgA//tldD//
GO_0035303_8	secE//sufA//hisB//lysR//lpxH//
GO_0035304_8	cobT//
GO_0035306_9	prpC//
GO_0035307_9	mdtB//
GO_0035335_8	alsK//nrdH//nirB//
GO_0035344_8	yhbY//yadG//
GO_0035350_6	ybcL//
GO_0035383_4	nadA//narW//pmbA//allC//fumB//metF//yjiR//bioF//
GO_0035384_5	msbA//alkB//
GO_0035429_8	yneL//gabD//purL//nadA//artJ//lpp//
GO_0035433_7	yieK//zraS//
GO_0035434_9	glrR//manX//gntP//rapZ//rho//
GO_0035435_9	lysP//pdeD//ugpE//prpB//napF//ymfA//bglA//uspB//waaU//
GO_0035442_7	potG//ygcR//eptA//yhaO//sohB//aes//chaC//gmhB//yqhC//gmk//dsbD//
GO_0035443_7	yjjB//erfK//yddM//ilvL//btuC//puuB//metE//thiL//
GO_0035444_9	galR//rdgC//insA-1//yfaX//yhdH//glsA//hcaC//
GO_0035461_6	mcrB//fryC//lldR//mglC//bsmA//cpxR//tehA//speF//actP//cysK//
GO_0035510_7	hyfC//lacZ//ibaG//ygbM//mepM//
GO_0035511_5	yfjV//
GO_0035513_5	gcvA//
GO_0035524_8	nrfA//
GO_0035552_6	yqaE//
GO_0035553_6	nrdR//
GO_0035556_4	hflD//mdtN//creC//araD//tamA//flgI//ynfF//fdoH//yfcG//ugpE//hda//alsC//mngB//yraN//ypjD//dgcE//yqiJ//csiD//ybiV//degQ//yiiE//puuP//phoR//lysA//gloC//hcaF//ansA//yeiE//cstA//ypjD//pdxY//mrcA//frwC//phoQ//agaR//opgD//higA//tdcD//abgB//serA//yhgH//amiC//nhaA//alaA//ydfG//glsA2//
GO_0035600_8	fieF//
GO_0035601_7	cysP//gatC//dnaB//
GO_0035672_6	gpmM//ypdB//cdaR//ydaV//pgi//aroD//flgD//pspG//ssuA//yghU//hdfR//pta//ydjH//wecA//artI//fdx//pstC//trkH//ffh//thiL//
GO_0035690_5	spoT//tdcE//ahr//yajQ//fruA//rutF//secM//entF//ybdG//kefC//aaeB//
GO_0035725_9	brnQ//fdoG//yddL//purD//ubiJ//rhlB//nfi//
GO_0035784_9	uxaC//
GO_0035821_4	speB//pspC//cvrA//dcyD//glnA//
GO_0035864_6	ppk//
GO_0035873_8	mfd//pdxK//
GO_0035890_5	iraD//znuA//yeeL//hypF//
GO_0035891_6	ligA//ulaD//phoP//csgD//
GO_0035966_4	paaC//sbcD//glrK//epmC//soxS//sbcB//rplX//
GO_0035967_5	opgB//rutB//cusF//recD//mmuM//
GO_0035999_5	thiH//dxr//phnO//rzpR//
GO_0036001_7	narL//
GO_0036046_8	yebG//
GO_0036047_9	glpG//
GO_0036048_8	nanR//
GO_0036049_9	ltaE//
GO_0036088_6	arnB//
GO_0036103_6	argF//fre//
GO_0036104_6	cynX//hemG//
GO_0036172_6	aqpZ//
GO_0036211_5	yidR//skp//tyrA//elaD//rof//yehY//yjhI//lexA//pflA//sgcR//cheR//rfaB//srlA//ybdM//citE//ypjD//crl//nhaA//yfgJ//ybdH//slyA//ytfQ//cueO//kduI//rbsC//rplD//allC//gspJ//dcyD//arfB//yfcG//exuT//comR//puuD//acrA//nei//pgaD//rhtB//hrpA//yedA//ybhI//rplN//tdcA//tilS//garP//yaaJ//ppk//tktB//mgtL//sgcC//mliC//nimT//cstA//flgG//paaJ//fabA//cytR//adiA//thiD//ftsI//rhaR//bglX//lpxD//ybjI//hexR//zapE//rihA//cpdB//rcsF//cysQ//hdeB//wecA//rsmC//secG//cpoB//rlmN//paaJ//gsiA//pyrC//mscS//eamA//ypdB//phnO//mltF//yadN//prkB//csrD//udp//ybaO//pckA//lhr//ydjL//gudD//zntA//purN//sucB//solA//tusD//yciV//tsaD//rihA//manY//yahN//xylB//yneE//proQ//rsmD//lplA//ftsA//potG//afuC//hslO//ygiS//holE//yfhH//aes//nirD//topA//aroF//garL//glpB//lpoA//rcnR//rpoH//caiE//cydA//ushA//ggt//fhuF//rodZ//hypF//ycbB//citE//yaaU//chbR//hybE//trpD//tcyL//sapD//hcp//dacD//lldR//
GO_0036214_3	ypdI//
GO_0036265_6	ydfH//yohC//fumA//hisI//
GO_0036289_9	ispG//recJ//
GO_0036293_5	mglB//tauC//dtpC//
GO_0036294_6	yfbR//gpp//flgC//
GO_0036388_7	paaH//
GO_0036447_5	yegS//tonB//sfmA//
GO_0036448_6	yicJ//gdhA//dmsC//
GO_0036460_5	bepA//sufA//fmt//uhpA//glsA2//mak//
GO_0036506_5	mdtC//
GO_0036525_7	ulaE//
GO_0038083_9	hicA//metR//def//galS//fliA//
GO_0039633_6	nadK//acpS//malG//paaJ//
GO_0040008_4	insF-1//ybdZ//cysK//acpS//hslU//soxS//dsbB//prfA//yhbO//coaD//
GO_0040012_4	hemB//fimA//cnu//rpsT//pphA//nuoG//znuA//mnmE//phnN//cobC//gltP//dsdX//ddlB//mhpT//
GO_0040013_5	epmB//hybA//sgbU//tadA//aslB//malE//msrP//
GO_0040033_9	ttdB//
GO_0042026_4	ynaI//galE//ygfI//gltK//leuD//rbfA//tolR//rhaB//yehZ//
GO_0042040_7	yhfS//
GO_0042044_5	diaA//
GO_0042126_5	iraM//ampD//ydiV//nrdE//
GO_0042128_5	ybiJ//glyS//
GO_0042133_4	ynfK//ccmG//btuR//ilvM//leuD//nsrR//dgt//ybjC//metF//yagU//edd//ispG//parE//yfgJ//ptsN//fadR//
GO_0042135_5	ddlA//guaC//rpsM//mukB//menB//ispU//yqhD//yjhP//nadE//cysQ//gsiC//dgoD//fliD//
GO_0042136_5	mzrA//ilvA//
GO_0042150_7	ycfH//rplJ//rhlE//
GO_0042157_5	gpsA//garD//insI3//rcdA//
GO_0042158_6	ddlA//secD//dadA//
GO_0042168_4	fic//casC//ybdN//hslV//waaF//fliS//yieH//fliS//mdoG//
GO_0042176_6	yggW//rluB//dacA//motA//
GO_0042177_7	paaH//acrD//wza//
GO_0042178_5	ybhG//mscM//yedL//rbsC//rutB//clcA//kdgT//rcsF//uxaB//npr//lacZ//fhuF//gmhB//uidR//mreB//ratA//rraB//metG//lacZ//
GO_0042180_4	fliZ//pdxY//gntK//leuE//ydcI//ascG//fumB//rpsS//xseA//yqeA//ycaN//fdnG//maa//rfaC//mtfA//livH//yrdA//glnH//fumB//rimL//pspF//yqaE//yhjB//yeaE//pal//fepC//mqsA//mdaB//tap//rhaR//yeaE//wcaJ//mdtA//wcaB//adeD//aspS//yaiV//pstS//mdaB//metH//intA//nikR//pgl//bglH//flgB//ushA//hxpB//rluC//rclC//ihfB//yhjA//tsaE//prkB//frmR//hyi//fhlA//citG//nlpI//rfbX//
GO_0042181_5	ascG//trpS//casC//ais//epmA//nimR//proW//ibsA//cnu//rpmF//acrZ//uraA//priB//ddpX//artJ//slmA//nlpA//bcr//ypdA//insH-5//dcuD//yiiE//garR//lptE//
GO_0042182_5	lacZ//prpC//gadX//msrC//secF//ybhG//fixA//insI1//speA//tdcE//rutD//sseA//tdk//guaC//ecpR//rpsK//yahK//lpxM//mprA//tatE//hemF//ygaZ//yhjA//yhdJ//yhbY//rhaT//yjeH//pspG//yccS//
GO_0042219_6	crfC//hcaB//cusF//narH//ulaC//
GO_0042221_3	tauB//creC//gpt//rpmG//prlC//yaaY//yeeO//rnc//clsB//yidP//yjhH//torZ//patA//mscM//nrdB//pgpA//rplR//phnO//yoeB//dedD//uxuR//ptsI//gcvT//moaC//sgrR//aceF//yhjA//sufS//kefG//clpB//tsaE//pgrR//yhaC//aphA//yieE//yedF//rfaQ//yebK//hslU//adeP//yfaL//hpf//dcm//ygbN//nuoM//yehU//ilvM//pyrC//hisS//dhaM//diaA//efeO//tauD//ydfG//mlaE//yibF//yibF//flgF//ydiK//ygeV//hisA//ybgP//secG//epmB//dpiA//atoB//ackA//gshB//tcyL//rpsS//entH//trxC//nagD//norV//gsiD//ygfZ//yjbE//ybhD//tolC//znuB//rfbD//hisI//rarD//yjbE//ydcR//crr//cysK//glnE//rsmF//ruvB//acrR//greB//rlmG//sixA//osmE//rhtA//phoP//endA//lacY//yhdX//nuoE//aroE//fmt//dedD//dinB//cysB//recB//oppB//kup//mltF//phnJ//lolE//aroA//proW//sufS//gadB//yejF//raiA//rcsB//allB//ibpB//bglB//rbsK//lolA//frmR//hybB//fliK//mngA//rmf//sapC//ybdR//ccmA//holC//lepA//rpsP//dcuR//bglA//yidQ//ulaC//speC//cusF//dnaN//wecE//ymgC//vsr//yehA//udp//nadC//srlE//thiL//yehU//pdxJ//yfcV//selU//iscU//fliG//lamB//potI//mepH//intS//uraA//fdx//zapB//uidA//crr//napB//lgt//mfd//amiD//ribB//caiD//ibsA//cpdA//fliS//yifB//holB//waaB//ttdB//ybcC//araC//aaeA//nadA//ydhQ//yhjB//mglA//pspA//ygbN//prmC//nagA//hisP//citT//lpcA//araB//srlE//accC//ompR//flhA//hisI//gltL//murP//phnL//ibpB//nanE//smpB//apaH//puuE//ybhJ//radD//rclC//fabA//yqgF//otsA//ydiV//panD//dcm//insA-2//rplX//aceK//lnt//yaaJ//tsx//umuD//dsdC//rutE//tdcF//nudC//ydjM//yphC//alkB//nrdI//raiA//rpsG//pyrH//dsbG//uup//
GO_0042245_7	gpsA//ydiR//ydbD//
GO_0042254_5	ispA//tsaB//nikR//opgD//insE-1//fadR//bamE//
GO_0042255_6	cusC//treB//
GO_0042274_5	aspS//guaA//nrfF//iscX//
GO_0042278_6	rpe//ribC//ulaF//yaaU//secF//glnE//rlmC//glpC//ssuB//groL//purF//ydjJ//pal//tdcB//slmA//sufE//recN//yfeD//
GO_0042304_7	mdtO//marA//fecC//
GO_0042325_8	yghW//tyrS//
GO_0042327_9	xseA//
GO_0042330_3	dcuC//csgB//ycjY//pyrL//phnK//eamB//mngB//bluR//cpxR//gfcE//galE//hprR//sgbU//astC//yeaG//frlC//
GO_0042350_6	rcsA//
GO_0042351_7	lysC//
GO_0042354_7	yphC//ccmD//citX//livF//ygiV//speA//
GO_0042355_8	tas//cheZ//fdnH//flgE//gspI//erpA//
GO_0042357_5	rpsA//dapF//
GO_0042362_6	icd//
GO_0042364_6	flgB//metL//frsA//hyi//yraN//folD//fixA//aroG//ygiV//arnT//ppiA//hrsA//mrdB//aidB//proW//hicB//cas1//tnaA//bcr//trpE//rmf//hns//aqpZ//yphC//yjjV//tsx//amtB//yciA//sbcC//gsiD//priC//yfcG//tsaE//accC//agaB//frdC//ytfQ//phnL//gatC//menF//mhpA//yobF//dgcT//mppA//yagG//murQ//wcaB//fhuD//yjhB//pcm//cpdA//adeP//mltF//arnD//rlmJ//sppA//
GO_0042365_6	artJ//aaeA//dicB//pmbA//
GO_0042371_7	ygcR//
GO_0042373_6	gsiB//
GO_0042398_6	yhgH//yehA//dgcM//sspB//gadC//tdcB//rfbX//entE//pabA//gadE//nrdI//dkgB//glnK//ompC//yegD//sgrT//aslB//frlR//feoA//lysS//
GO_0042401_7	livG//yhaV//aroK//yiiM//dmlR//kdsA//appA//yedL//ivbL//cueO//argH//uraA//glyS//uxaC//
GO_0042402_7	chbA//frr//ilvD//artI//yqeF//tdcB//yhdX//yajO//hycB//der//symE//ratA//dnaQ//
GO_0042413_6	rpsR//yfcS//alkA//uidR//
GO_0042430_5	arfA//ybcF//gsiB//malP//kefG//ilvN//ttdA//pncB//carB//ytfT//
GO_0042435_6	ybhS//yajQ//puuR//cbrC//rseP//dsbC//paaK//matP//tsaC//
GO_0042436_6	thrS//
GO_0042439_5	yciG//
GO_0042440_3	nagK//hcaD//narV//lpxT//rsmF//metH//galE//ompR//yihV//rlmG//ftsW//rlmF//argF//xylE//
GO_0042443_5	rhlB//frlR//
GO_0042445_3	efp//grcA//yidP//cstA//ppsR//eno//yoeB//dapF//symE//surA//evgA//tolA//btuR//lldD//
