#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	aroK//tusE//hybF//yebQ//
GO_0042538_6	katE//ldhA//
GO_0042542_5	codA//insI4//ulaE//adhE//hemL//sutR//dxs//frmA//yieK//gudD//ynhF//ibpB//fliT//phoQ//nlpA//sanA//epmB//selU//
GO_0042545_5	mdtA//
GO_0042546_4	hisM//lpxH//asnS//hdhA//tolR//truD//rpiA//rhtC//yieK//argB//
GO_0042558_5	carA//yjjB//aroE//ygcR//ynbB//murF//radD//nuoF//nikE//yqcG//lldD//gpmM//ebgR//clpS//ydaN//abgA//yafQ//paaZ//
GO_0042559_6	sdhD//uhpA//yjjB//tatE//fic//bamD//uhpC//ydcZ//rlmN//rcsB//clsA//rlpA//elfA//
GO_0042560_6	bcp//mscL//
GO_0042592_4	sbp//rclC//gltS//tcyJ//rfaQ//galU//rdgC//fimF//purL//sfmC//exuT//ribF//yfcR//pphA//cyoC//yagU//ihfB//dauA//acs//pgk//rraB//tdk//yiaA//yegT//yohD//cpxP//phnM//dapD//queC//grcA//sbmC//rclC//yddG//mdlB//cpsB//lpxB//motA//gyrB//ygeA//slyA//yhaJ//ycfS//seqA//aceF//rlmN//rplM//ybiJ//ftsX//recO//yeaV//tsaB//yehA//dnaK//ibpA//spy//fhuF//casB//yidR//narP//
GO_0042594_4	dapD//yfhM//tcyJ//ybcL//narZ//ptsI//astC//alkB//pyrB//opgE//mepM//gstB//thiQ//agp//ybbN//nirC//lpxD//fliG//uvrY//nadB//cheA//cydB//pinE//comR//ascG//uspG//speD//dtpA//mak//hpf//yegT//yfiR//gltK//pyrB//surA//
GO_0042618_5	ubiB//
GO_0042619_6	acpS//
GO_0042710_4	ybaM//parE//hicB//sodA//tktB//ymfA//mdtN//mltB//ybcQ//creC//ydjK//glvB//nagZ//cysU//ydiF//ybhG//yhjA//mhpT//ttdR//rplJ//rarA//dfp//ribF//yfdR//oppA//leuS//pdhR//pitB//atoS//mltD//actP//yheT//ybjD//ybaQ//leuA//yafQ//yraN//cra//fepB//frwB//kdsC//yjjI//fixA//prs//bglA//yadM//mntH//sxy//arnA//sgcE//rsmC//
GO_0042723_5	sutR//fimA//ymgA//yjjX//elfA//envR//galE//pfkB//cyaA//frvR//yhcN//acnA//
GO_0042724_6	lpxK//patD//sfmH//elaA//yeiE//glnB//epmC//hflD//rnd//proA//
GO_0042726_5	metN//dinB//pfkA//yqeA//csgE//yneE//purN//yagI//
GO_0042727_6	ispA//eutB//treF//sgbU//mhpB//ydfK//rhsD//ackA//
GO_0042732_6	gudD//rpsH//fixC//ydiB//rstB//
GO_0042737_5	queE//maoP//rseP//ftsK//fliA//ung//ltaE//hdhA//lptD//gadW//nagK//cyoD//gatZ//bhsA//phoA//fucO//avtA//ybbW//dps//ybaO//tldD//mhpT//dcyD//tcdA//sfmC//pheP//chbR//agaS//yfbS//mprA//cof//speB//ydfH//trpS//pepA//degP//holE//ycbV//gyrA//yfcQ//fdnG//pppA//yajL//ackA//gyrA//nei//allC//pntB//lgoR//stpA//tdk//cspA//hslR//rmuC//yghW//
GO_0042743_5	rutA//dnaG//
GO_0042744_6	ivbL//rpsE//
GO_0042759_7	glpR//sapD//
GO_0042773_6	greB//
GO_0042777_8	eutK//
GO_0042779_8	osmY//
GO_0042780_10	pflB//tauB//gatC//
GO_0042816_5	pgm//lpoB//modC//ssuC//tsaB//pyrL//argP//rnt//ydcS//
GO_0042817_5	lplT//
GO_0042819_6	cpoB//pyrL//phnN//ycjQ//ttcA//nrdG//yedA//rpsR//azoR//
GO_0042822_5	metI//yghB//pncB//lsrD//waaG//ompT//yjiR//
GO_0042823_6	acnA//mglC//caiB//yfiR//hdeD//dxs//mhpB//
GO_0042836_5	paoC//thrC//solA//gcd//
GO_0042838_6	sspB//ldtB//rpsP//groL//
GO_0042839_7	lsrA//rffH//hdhA//cyoB//flhD//btuE//
GO_0042840_7	cbrC//hybA//ybdR//gshA//accC//yhjG//
GO_0042843_7	fdnI//ydhJ//
GO_0042844_7	sspB//
GO_0042846_8	hfq//
GO_0042851_8	pphA//ansA//rpoS//cobU//
GO_0042852_9	trpL//panC//dnaX//
GO_0042853_9	folP//
GO_0042866_8	sgcB//frlR//hypB//ttdT//fabB//zipA//narQ//speA//feoB//ydiP//yfgJ//nuoM//hisH//ygeV//ybfA//dhaL//ycgR//allD//
GO_0042867_8	basS//
GO_0042873_7	dnaT//rplE//ulaB//lplA//frdA//cspI//trmH//
GO_0042882_10	gatB//hchA//fdoH//
GO_0042883_7	fepD//ydcR//yojI//hypA//artI//btuF//preA//ssb//
GO_0042884_7	ycdY//tisB//torD//mutL//yahK//tabA//ppsA//
GO_0042885_8	nuoH//
GO_0042886_6	yihQ//barA//glk//yfjR//ybcL//cheA//alsA//pyrE//phnH//yjcS//qseB//ptsH//srlD//murP//uvrB//actP//cydD//mdlA//lpxM//fimB//yfeO//ribF//fimC//kdpF//aroG//rplQ//marR//yccS//frmR//shoB//yfgJ//acnA//gntU//mlaD//nfi//cpdB//mngA//rpe//uidR//yidE//ygiV//gcvH//paaB//yjbB//csdE//aspA//ariR//cyaA//ahr//rhaA//dcp//kdpD//oxc//malK//rpsH//atpH//nuoF//ompA//higB//cpoB//yceO//entF//nuoB//ushA//cyaY//yadV//puuD//sucB//fepE//csgF//mlaF//caiE//rrrD//appC//yheT//yeaK//pstS//srlB//pgl//cysZ//yfcR//dpiA//thrB//chaA//mgtL//yaaA//alr//bluR//
GO_0042891_6	fimI//ccmD//argA//gpsA//smpB//ribD//murJ//yajR//icd//yfjV//menH//ykfI//syd//gltX//fepG//yjjI//gpmA//asnC//trpR//ilvM//dcuS//rsmE//yghW//ycjD//yagG//yadI//epmB//sapB//ycbV//ygcO//rplA//tig//
GO_0042906_8	agaD//tcyL//fadM//caiB//
GO_0042908_5	nupX//rfaH//ydiZ//dsbA//lacY//yjcE//pheT//bamA//folM//rho//gcvP//agaR//uraA//tdcR//ygjH//kdsB//
GO_0042914_8	nadD//clpS//
GO_0042918_6	yohD//folD//gntR//yhbO//yihP//
GO_0042919_6	proB//
GO_0042920_6	puuR//
GO_0042928_7	dsbG//
GO_0042930_7	ftnA//prmC//yjbE//idnD//gltB//dmlR//dnaK//fhuF//
GO_0042938_8	lolC//tktB//aphA//acnA//sfmD//ulaA//adeQ//yojI//ygaH//rcnB//cra//yddM//frwB//elfA//glnS//
GO_0042939_8	pitA//argK//fpr//yagJ//zapA//aspS//dhaL//ycjW//yeaD//ybaE//
GO_0042940_7	dhaL//rbsR//rfbX//ynaE//cyoA//
GO_0042941_8	potB//
GO_0042942_6	ydcT//cbrA//
GO_0042953_6	rpoD//mreD//erpA//
GO_0042956_8	parE//allC//nanK//yqiH//nrdG//
GO_0042968_8	phoB//yhjX//cytR//
GO_0042981_7	tldD//
GO_0043038_5	yehX//prfC//yhdZ//trmI//ibpA//hypB//cycA//glpT//tgt//pitA//clpX//rna//rpsP//arsC//mdtQ//yjiM//metC//ynfH//allD//ygfX//yagE//yhaC//yhaO//pheS//ygfA//epd//
GO_0043039_6	ynjA//malG//phoA//yiiD//folM//pspA//yihS//zapD//glsA//abgB//rimI//rph//secB//gcd//csrD//yjeH//yahO//ttdT//btuC//dcd//rhaA//hemH//fucO//rpsE//kdsD//
GO_0043041_6	cheR//
GO_0043043_6	prmC//rbfA//arnF//xanQ//cas3//yjjV//mnmA//fimZ//narH//rpmJ//gabP//paaA//rarA//ligB//agaV//gstB//yedF//intF//hda//pmbA//yafS//pspC//atpG//yaiV//pgpC//citE//mog//fbaA//alaC//eptB//ribF//lipB//thiE//arfB//ibsC//gadC//insI-1//yciV//sdaA//rffT//ybiI//bepA//ybaQ//ttdR//yggF//amiD//nrfB//tnaB//cusA//rep//bamC//rlmH//dnaQ//yceK//aceK//ybaE//ibpA//gadA//ydiK//rplB//recD//
GO_0043067_6	ynaE//
GO_0043085_5	ybiA//insA-2//gor//phoR//rhaD//yhhT//lysP//torZ//fabH//yahD//yjhB//pgaB//lysR//norR//glxR//dicB//yihW//argK//apt//fabZ//menH//pppA//fumC//
GO_0043086_5	bamE//sgbU//yijE//mazF//thiM//ypdI//artI//ycfJ//csrD//crcB//ybbN//xylA//lasT//yrfG//cysI//prs//nanR//fbp//yfdR//hdeD//kduD//pgaB//agaI//yeaK//dtpC//ybjL//
GO_0043087_6	polB//tesB//rplW//bhsA//
GO_0043090_7	bioB//yggW//bdcR//alsB//fieF//uspG//puuP//purC//glnK//phoP//
GO_0043093_3	bioA//glnL//opgE//aroA//glnE//yidL//fecA//zipA//bdm//rhaR//tatB//moaA//ykgF//ruvB//mlaC//nei//htpX//
GO_0043094_4	hxpB//rfbB//yidK//flgD//yahF//wbbK//tar//yagF//rpiR//yraI//pntB//phoP//araG//ybdG//ulaA//mtlR//puuE//aslB//trkA//cmoM//dxs//speD//
GO_0043096_6	acrA//casD//murQ//
GO_0043097_6	asnS//accA//aspC//brnQ//
GO_0043099_7	dnaB//
GO_0043100_6	ulaE//
GO_0043101_5	panF//ssuD//yhfK//nanS//
GO_0043102_5	lpxM//zapB//argD//yahF//
GO_0043103_7	xthA//
GO_0043111_7	treF//
GO_0043137_6	cyoA//rpsD//
GO_0043150_8	cmk//
GO_0043157_6	ycgV//
GO_0043164_6	yhjB//napF//bolA//proP//cheW//pphA//crcB//yehT//
GO_0043165_6	moaA//mhpB//lpxD//gltI//yhdX//fruB//phnC//ribB//yqiG//stpA//
GO_0043170_4	waaB//ydjM//nrdH//adeD//asnB//sufB//lsrK//cusC//dcp//pliG//yjbG//proW//tsr//ribD//bamC//rplM//livK//rpsB//mdtC//pnuC//bioP//hisD//hda//eptA//nuoG//pdeR//gltD//yjfF//mdtP//narJ//pyrC//tdk//rbsA//ynaE//gudX//hybO//idnT//lon//cysH//rseP//rbbA//cecR//insF-1//speG//glmM//hyaC//shoB//ybhA//aaeB//mtlD//ruvC//fryB//argK//insA-2//rluA//ycgV//atpE//cysM//yejA//tisB//lpxC//rhtB//tufB//rcsD//ribA//paaK//yfhH//fucK//fumA//cspA//exbD//rspB//lamB//waaL//minE//ychO//nikA//dtpB//aer//yadG//gatY//trxA//intA//cmtA//mltD//ydeT//cysM//rph//lpxH//ghxP//nimR//yehT//pdxH//ispA//yjeI//tdcB//panD//yhjA//hflC//mtn//yfdS//avtA//fepB//galU//gpt//acrF//rplO//yeaG//thiE//ilvE//livK//gntK//alkA//cydB//mipA//rhaS//ptsN//ypdF//rlmF//yqaE//nfuA//pdxB//tcyJ//torR//yqeA//rbsR//fadB//nadB//adhE//uraA//fdhE//ygeV//yagU//aldB//garK//hokB//yqcC//uvrA//adeP//rpsT//xanP//recF//mocA//lpxB//ampE//iraD//fliK//waaF//iscR//dhaM//recN//yhjR//glnK//fur//gmk//mtnN//galK//yegT//uvrA//mhpT//ybdG//rhtC//guaA//accA//ttdR//msrB//copA//rnd//galP//ghrB//yajL//sgbE//narX//mdtJ//zapE//cusF//gltS//dppF//pta//yicJ//sufA//hcaT//hyi//allD//manY//sapB//csgG//cdd//mdtO//rfaC//ugpA//radA//fruK//sdhE//gadC//kilR//glsB//prmC//rmf//ade//rfaG//yhgF//ampG//livG//fliT//yiaO//kdpA//cysK//cspE//ghxQ//hyi//ychF//csgB//yidA//ypdA//dmlA//waaQ//astC//araA//ompL//sbp//flhE//argI//yhaO//dkgA//mepH//fecB//gudX//lplA//ycjD//dgoK//fdhF//phnH//exoX//chbA//rplA//gadC//tdcE//mhpC//thiC//ldrD//ackA//accC//rluD//cspE//narP//holA//nrfG//csrA//cadA//ubiE//relB//recC//mcbR//gsiB//yegV//ogrK//ibpA//tolB//gatZ//yihQ//yggD//symE//hypD//tauA//aas//mdtN//ytfE//mgsA//udk//yhaC//rimK//fabD//rstB//tpx//cpxA//acs//dicA//glgB//mltC//maoP//yhcD//cbrA//waaU//ldhA//lsrC//hcp//nuoF//xerD//yfhH//ahr//yaaA//yhdJ//ibpB//yqjI//yfeO//fimI//dgcF//rhaT//cydC//nanS//maeA//focB//nagC//afuC//atpB//hybA//htpG//ykgF//pykF//cyaY//btuB//ymgF//gltP//rhtA//glsA2//agaD//kdpD//recJ//tsgA//valS//ddpX//gcvH//ycjP//yiaB//pabB//ppk//yfeX//malK//yegD//lamB//ulaA//sgbU//ppx//mscM//ptsP//cusR//miaB//mrcB//plsC//metF//mraY//fucO//pflC//lptD//era//ygiV//speE//flhC//tmk//ygeX//lpxP//mglC//yadG//panZ//menI//dmsC//moaE//dhaR//waaZ//tgt//nuoN//ycbB//ftsZ//hycH//sutR//mepA//purR//umuD//rpe//yciK//hprR//rzoD//lsrR//alpA//ilvM//treR//ydjH//seqA//scpB//gdhA//mreC//cdd//basS//accC//ydiB//ubiD//rpsL//ariR//yehP//tolA//nhaR//kdgT//fecA//yhaO//ilvC//znuB//gatC//tatB//csgE//cynT//ggt//leuE//cobB//tcyN//yibT//smpB//ybiH//fpr//prlC//alsC//yggD//apt//ssuC//acrB//lolE//sgcR//fecA//ybaT//rnr//moaE//hypF//der//csdA//ldtA//yehA//hslR//hycB//nlpI//dcuB//sufB//trmL//dcuR//setC//yjhC//oxyR//moaD//treF//atpA//msrC//yfcS//pdxY//rtcR//dgoK//ihfB//lolA//paoC//araB//emrB//rnlB//galM//rssA//lacZ//argH//glsA2//ydiV//fpr//aceA//dnaE//ybiX//rfaE//yadC//yciK//sxy//rffH//lacI//nanK//yjjV//radD//glpG//mltD//yedF//agaR//purR//efeO//yidC//hslU//yjbE//ydhC//yqjH//relA//ispF//yejF//guaD//waaS//narX//norV//rnlA//dsdX//ybeY//yidA//bioF//hdhA//recR//ilvB//ybiS//rssB//elyC//serA//nadK//mlc//mnmG//phoQ//cyoD//hemD//ruvA//dsbD//lrhA//rpnD//hisC//cusF//ybaM//ygbN//ycgV//ssuA//yfbR//arnD//hybO//cptB//ghxQ//asr//gcl//nuoL//seqA//satP//modA//moaA//ygbM//ssuB//rnhB//menH//pckA//caiT//rutD//abgT//torZ//accC//ygcO//napF//yqiG//lpxC//sbcB//nrfF//mcrB//icd//fliG//insI4//fhuB//nei//minC//mprA//purT//parE//preT//ymfK//fetB//xdhB//dgoT//aspA//zraR//rfbC//ssb//gdhA//gpsA//hicA//kdpE//nadA//yqaA//phnC//birA//rpsD//gudP//groS//ytfR//fepC//yggF//moeA//yjiQ//radD//mntH//dinG//dmsC//rpoS//yggP//yqeA//tabA//dgoT//cysP//mioC//ghxQ//torI//fhlA//yghU//guaD//yhcH//lolE//nlpD//rseC//allD//srmB//satP//yfcQ//cobB//cmoB//ilvB//lpxH//cysI//truA//proX//rssA//lpxH//ttdR//gcvH//dhaM//phnO//yciV//rfe//murG//moeA//znuC//hda//yjcO//ftsQ//paaB//yfaE//rep//narH//tdcC//mliC//ghxQ//envC//hemN//setB//yegT//marR//lyxK//frdD//fur//yggN//yjeI//caiF//yjcO//alaA//cyoC//ligB//rcsA//yfcR//potG//hupB//lptG//argD//frr//ybaT//hscB//btuR//garL//rffM//queF//mutT//gltD//citC//fimI//potD//waaC//nth//marA//murD//viaA//intA//ldtE//hokE//yidP//yehX//tsf//yidE//yedL//kch//nanC//rnc//ftnA//ppsA//ecpR//pntB//pdxB//rhaA//pheS//ybhJ//ydiB//livJ//evgS//glpX//cspC//ssuC//ygiW//ybaL//dmsC//lptD//paaF//tldD//phoU//fucK//adiC//queF//yhbS//ogrK//abgR//gpmA//arfB//ompT//gmk//ybhS//yehZ//mltB//uacT//mdtP//yqjH//adiY//nagE//intS//nrdI//bfr//dicB//sdhB//cutC//cof//prfA//tmk//yggP//yghB//rraB//nemR//lacZ//ygfZ//btuD//yahD//opgC//waaY//adhP//pykA//ytfR//modB//argS//yebQ//tpx//tpx//gdhA//cydD//mliC//sgrR//tonB//arnB//yhaV//cueO//rhsD//oxyR//gadC//udk//melA//cobB//fimD//hisB//frwC//ilvM//yaiP//yfcU//tynA//cusC//gadW//nlpA//yeeJ//nrdH//hpf//nhaA//deoA//gabP//truD//endA//metC//hypA//yibT//paaH//sucB//dcuS//flgE//msrP//recX//pyrB//pdhR//spy//lgoR//adeQ//ygaV//nuoI//rlpA//rutD//aldA//hybC//murA//ppiC//lpxL//nei//kdgT//cmoB//ydfK//rplK//ebgA//mtlR//dacA//evgS//yhjC//tpiA//rplA//glk//artP//thiI//tbpA//secY//ygeR//fliL//gyrA//hslR//creB//yibH//purT//argE//glpC//menA//ymdB//
GO_0043171_5	arfB//znuC//tsr//pyrD//btuD//cdaR//shiA//rrrQ//yebS//
GO_0043173_5	rfaB//xylB//hemN//xapB//fadM//aidB//fliL//mdlB//
GO_0043174_5	lolE//rpsE//puuD//holE//gadW//mepS//
GO_0043200_5	ugpA//sixA//trmA//garD//dinJ//putP//eutA//mlaF//
GO_0043201_6	yjcS//
GO_0043207_4	yebS//selU//mug//lptB//dgcN//gntK//lptD//sodC//mtr//rhaB//pdeH//nrdB//hns//phnI//
GO_0043213_7	mltG//cynT//astC//fdoH//umuC//hyi//xylA//ulaB//
GO_0043242_7	sucC//tamA//tbpA//
GO_0043243_7	garL//
GO_0043244_6	lgoD//hypD//ariR//yahK//purL//tatD//rmf//garP//iscU//rhtC//rcsC//ybjI//soxS//metL//nuoH//gudP//focB//iscR//aas//intZ//
GO_0043254_5	puuE//clcB//ortT//yehA//fabG//tap//potH//folC//ybgQ//gcd//ttdR//dgcN//ydfH//alsK//kefB//ynaI//macA//yggF//tsaB//gcl//nuoH//nanE//gloA//torY//yghU//
GO_0043255_6	sbcD//fepA//etp//
GO_0043269_6	rdgB//ivbL//kbaY//yhjV//envC//ymgA//lsrC//
GO_0043270_6	galR//yehW//
GO_0043271_6	rutD//
GO_0043335_3	phnM//rluB//tehB//ccmA//
GO_0043392_6	bglH//
GO_0043393_5	rplI//
GO_0043412_5	cysN//waaY//fbp//napB//yedA//proX//ycbB//yihL//ispB//malY//cyoD//casC//bdcR//ddpA//sfmH//oppC//dtd//sanA//nfi//dinI//mmuM//pyrB//yfcV//ascG//rcnR//ymjB//yafE//zupT//sodC//astB//psuT//rsmG//arnT//dgcN//ccmC//uacT//ybgQ//sfmF//csgE//csrA//yihQ//rplF//adiC//ubiI//secM//aroF//torC//ahpC//yfcS//ais//ndk//emrY//purN//fur//yiaO//narZ//asnA//flgC//ybhF//macB//fmt//holA//prpR//yfjV//rfaC//hycI//tdcC//ydeT//iscA//xylF//fadH//cyaY//creB//ccmC//menD//slyD//fetA//chpB//dsbC//yeeL//ftsK//dnaE//cstA//fimZ//oppC//mlaE//trpB//yfeW//yjcS//dacA//ogt//malS//clsC//lldD//kefG//exuT//cysS//ymgA//glpT//phoQ//glpD//pepT//cusA//malK//pflB//eutK//recC//ybdZ//gpr//pspA//cusC//yccA//rdgC//hybF//purD//nadD//wzc//nadC//hypT//mepS//ybhI//yhaV//ygbL//btuR//trxA//adk//glgA//yaaU//ycjR//phoP//aceB//paaX//rclB//fcl//rnc//nagD//btuC//fur//coaE//fixB//rfaC//cyaA//nuoG//mcrB//hyfA//yhbY//nuoF//yidA//rcdA//glyS//flgE//ybcC//acrB//dppA//flgK//glpA//metH//gatZ//yddL//rpnC//rpoD//yjiM//groL//cra//fadI//malQ//rsmE//dnaG//gspI//tldD//yheT//arsR//yahI//metN//spoT//chaA//hofQ//flgF//dadA//serA//pstA//folX//trpC//ygeR//dsbA//nupC//mltF//pyrB//bioC//arsC//tnaB//ytfR//queF//agaR//ttdA//agaR//ulaF//sbmC//hcaT//gadE//nanS//murQ//atoS//pinQ//yfaU//cbeA//yeeL//cysB//rrrD//nagK//atpF//folA//cysE//araA//lexA//iraP//yihT//ybiI//ppiA//menF//sdhE//ybjX//pgrR//araA//ybdO//hisD//aer//yciF//livG//yajL//yafO//bluF//
GO_0043413_4	hisP//
GO_0043414_4	atoB//mreB//qseB//dtpB//rimM//lpxH//cspG//intQ//rpoS//pdxK//appA//aldA//rutF//gatZ//phoE//glvB//ybgQ//aaeA//mdtP//acpP//hybB//hyfF//rarA//ygbL//glnS//ulaF//yagE//yejF//yqeF//mocA//waaY//rhmR//pth//pgi//yfcS//fklB//amiB//ftsI//hchA//gpt//torA//lsrG//ybbN//guaB//setB//bglH//ybdO//eutB//mqsA//narL//ccmD//pliG//
GO_0043433_5	yhaV//cyoD//mtfA//arsR//miaA//mocA//
GO_0043436_5	feaR//gltL//malS//acpH//cbrC//astB//fecA//ugpB//aaeB//ycbV//ybjX//gltK//yedP//ruvA//moaB//plsB//paaJ//waaP//tsgA//sfmD//yejF//oxyR//yehB//ymfK//yhdH//agaC//pykF//gapA//cpxR//ompL//yiaB//bioD//frr//yneJ//gadW//sohB//glsA1//nirB//yqiG//rplD//polA//elfC//yaiW//dgoA//ydfK//lepB//aroP//xthA//ubiH//sdhB//tldD//rplJ//csgG//yjeH//rplS//rpiR//thrS//ydeI//codB//yggT//rimL//puuR//pflB//yafS//ygfX//csgB//tqsA//bglX//parC//mglC//fdoH//umpH//malX//yjbH//narW//ynjD//ydeP//iscS//yghO//trpS//cmoB//yeeJ//csgD//yfiE//avtA//cusS//lpd//dinJ//yihU//fdoI//rpnB//pgi//fdhF//fur//rpiR//modA//yghB//bioC//lpxD//lgoT//bglJ//flgA//groL//xerC//gadW//yecS//yfcR//nupG//srlR//hisS//tnaA//mhpB//maeA//cusS//metC//mdtG//argI//ygiS//pflC//ybdN//nudB//hcaF//rpmA//ygeX//fliT//sxy//ftnA//ydfG//znuB//ynhG//pbpC//elyC//dmsB//pdeK//elfD//tas//clsC//aroL//insH-6//chbG//metH//ftsB//lacZ//menE//cspA//yfdC//nhaA//ssuC//smpB//ubiF//xerD//nhaR//aceK//recB//cadC//narK//cueO//maeA//panZ//mltG//pgpC//cheY//gshA//ilvA//greB//manA//nanK//dapF//pliG//ybiS//sfmC//frmA//yedF//treC//fabI//chbB//mglA//ftsX//flgI//pdxA//ybdZ//hybG//elfD//dcd//mliC//waaC//dnaT//pyrB//lpoA//ghrB//sodB//recO//lpxM//thiE//sfsB//eptA//yjjV//ubiX//murA//yeaD//rluA//lhr//pinE//lepA//uxaB//rzoR//trmD//raiA//hdhA//rpsK//xisR//pheP//bamA//rdgB//yhfS//yeaV//folA//gph//sseA//gpt//hokB//fklB//kdpC//kdpC//bioD2//ugd//zitB//nsrR//ydhK//ispU//dnaJ//proA//lysA//nac//yhdX//tauD//tsgA//fadJ//hipB//bssR//cysA//sapC//clcB//rstB//hns//yqhC//mrdA//mdaB//rhlE//manY//degQ//yihV//yhbX//ampH//yjtD//rpsS//mppA//trpB//mdtQ//ynfF//nrdI//codA//mazF//ybaE//yejE//ydbK//sgcE//nrdF//glpB//paaZ//mutY//opgC//higA//gadC//yehZ//csgF//cnu//fdnH//uspF//cobU//clpS//tdk//aspC//fepA//uup//yjhC//dbpA//nlpA//dhaK//chaA//wzzE//cutA//lpxT//fkpA//deaD//ycaO//ynbD//katE//treA//gltL//rfbD//yhhY//fabZ//yhfK//ampG//ggt//rof//torZ//yafO//frdC//clpB//tsaE//yibT//glgA//ydiF//cpxA//yqgF//livF//gyrB//nuoB//menA//dppF//insF-1//ilvE//clpX//intF//hchA//flgE//rpsJ//apaH//opgB//uup//yhdX//bglB//phnH//kdsD//cyoE//mukB//melR//dgoT//yraH//sppA//yjiM//ybiW//cyoC//nlpI//flgA//pphA//glpX//thiI//cdsA//purC//hofQ//frr//yeiG//insB-2//envY//asnS//napD//ruvA//purU//yfcF//cas1//yehW//ybiH//tusE//yhjV//tdcB//norR//ygbM//panB//yeaG//yiaL//ybjN//purC//codB//minE//phoE//malF//mhpC//hcaT//relE//nikB//sspB//ygeA//mlc//lsrD//narV//rnlA//nuoB//pgaA//ygfA//ybjI//cedA//arsB//ubiI//amtB//yahN//ydiB//yfbU//recQ//yadV//elfD//manY//alr//puuP//chpB//ybfA//yciA//dfp//ydaN//yjiR//ycjW//ydjE//fetB//ruvB//lplA//ugpB//waaZ//rlmL//bcp//pdxY//avtA//lasT//groS//envC//agaC//envR//xisR//dmsA//frmB//mlc//rlmC//ilvL//dmsB//cho//uhpT//birA//cobC//tatB//emrD//tsaB//dtpD//fecB//csgF//yciA//shiA//galR//
GO_0043438_6	sad//
GO_0043442_6	ybfA//
GO_0043455_5	rlmA//hsdM//atpE//yajD//
GO_0043456_6	agp//
GO_0043462_6	cusR//caiF//selD//rplM//ydjM//pgm//
GO_0043467_6	ssuB//hsdM//
GO_0043470_6	adhE//fadK//hslU//narG//
GO_0043471_6	fpr//trmA//ynbC//
GO_0043484_7	dtpA//
GO_0043487_4	lsrR//yjeH//pyrC//mepS//deaD//manA//
GO_0043488_5	mobA//gcvP//yihQ//rsuA//rsmD//
GO_0043489_5	glnA//
GO_0043543_7	dam//hisD//hyaA//elfG//ybaE//znuA//kduI//paaC//abpA//prmC//gltP//mepA//yidD//
GO_0043545_5	sad//rlmC//sufD//accB//waaU//yceO//ssuA//yafQ//queC//yoeE//ppx//
GO_0043547_7	htpG//rpnD//yhhY//
GO_0043549_6	trmA//xylG//
GO_0043555_5	msrA//feoB//
GO_0043562_6	btuR//hldE//
GO_0043570_6	yeiE//fliK//symE//
GO_0043571_7	ispF//zur//pcm//
GO_0043603_5	frlC//umpG//mtgA//lgoR//csgB//ybiA//lsrG//ptsI//tolB//rpmA//flhE//proQ//prmB//rimJ//yddG//mog//mtr//ribA//apaH//rbn//lptC//rfaB//paaA//yebK//mioC//mltB//amiA//agaV//ybiX//ygjH//nhaA//nrfE//msrB//garP//malQ//hemE//ybiS//yfdR//yggP//rpnA//map//rhtB//atoS//mngB//trmA//yafO//narI//ypdI//ybjN//trmL//galU//ygjH//yhgH//dhaM//kduD//ftsY//cydA//yfjR//cobS//pflB//hisC//msrB//yfbS//vsr//gshA//hyaC//dcuB//rne//hofC//xanP//gspI//glgB//lpxT//osmY//yoaB//prpC//cydD//yhdX//pheA//cpxA//fucI//preT//acnA//gcvT//yibF//glnA//ispF//hscC//pheT//ybiH//radA//wbbK//yjbH//fadI//yqiI//lit//tsaB//ulaF//mltC//phoP//rsmG//lolE//ybdH//phoE//def//rutG//yafS//umpG//skp//fkpA//metG//fpr//fixA//yfdS//yjiX//ompL//yqhC//acnA//mtlA//minC//lolA//csgG//ddpX//garD//yabI//mglA//rcnR//
GO_0043604_6	lgoD//cdd//tgt//ruvA//hxpA//yfeO//pmbA//acrD//glxK//rimP//hrsA//recR//glnP//uidA//hisA//folE//flhC//fimI//yhjG//relA//yedP//fimC//mdtJ//guaA//exuT//dnaG//ydiP//yqaA//recD//atpH//degQ//deoB//dnaG//sfmF//hda//glpD//flhA//basS//hcaT//pheM//yehZ//glcA//narZ//ubiB//nadA//groS//rzpR//qseB//ygcW//livF//rluF//erpA//yheT//ycfJ//livJ//chiP//hybC//ydhK//nikR//asr//rpmJ//potC//fixC//yphD//gapC//mpaA//entB//tqsA//hypA//cvpA//yfaX//ykgM//rfaB//yiiM//fkpB//fes//dhaK//satP//glsB//creB//hcaE//minD//ppsA//ibaG//ybjG//mreC//tktA//livG//ssb//yggW//rcsF//yeaG//rplF//rfaG//ytfP//phnI//cbl//ydeI//potH//
GO_0043605_6	pabA//hisF//mhpT//yibT//metH//
GO_0043610_4	diaA//
GO_0043624_6	rpe//pnp//ghrB//yciV//tolR//ccmG//nlpA//
GO_0043628_9	hinT//rplL//waaY//
GO_0043631_7	prc//ftsW//
GO_0043647_5	rhsD//ldtB//
