#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	lolD//fumB//chbC//sgcX//
GO_0034220_6	gadC//flhE//yjjU//amyA//dhaM//casB//yfcS//yhjR//guaA//mntS//cecR//rnd//mdtN//cusR//lpxD//tatC//fliD//folC//pheM//hcaR//insI3//preA//pgaC//secY//fnr//shoB//phnO//panE//sdaC//csrA//cbrA//rplJ//hofO//bioA//glxR//aceF//moaE//feoB//dacD//nirC//yfgI//lrp//ttdR//mrr//recJ//lsrR//yfcP//yieL//yeaV//rpsN//hslR//rpsK//htrE//nepI//sulA//minD//mukB//gntT//ygfZ//yhfS//lptD//eamB//dnaQ//prpC//yhaV//narG//potA//rpnD//rutA//cysW//thrC//cysP//adhP//rspB//mprA//panZ//pheP//soxS//tcyN//bioC//ycfJ//rrrD//rcdA//nfo//oxc//ugpA//ynhG//uhpC//yfhH//ycjW//fadR//fis//lysS//fucK//blc//yqiJ//cas2//greA//kefF//yagG//mlaD//mcbR//potC//lgoD//yciK//hflC//cpxP//lacZ//glpT//tap//deoR//gadA//nrdF//mazF//ruvB//mdtQ//glcB//kbaZ//srlR//uvrC//flgK//frmR//ybiA//yhjV//torZ//dmsB//phoB//miaB//prfA//fixC//gsiB//hypT//lpxM//leuC//erpA//prpC//gspE//ppiA//alpA//dnaT//phnG//nrfC//yijO//focB//ydbD//rcsA//adhP//hpf//nudG//trpA//mlaD//yehB//nfsB//torI//yafO//rng//trg//ppiA//paoC//menC//sgcE//sdhA//fixA//casA//yjhI//epmA//yddL//degP//cysN//frwC//ybaM//baeR//ccmH//rsgA//entH//
GO_0034224_6	folP//tabA//
GO_0034227_8	yraI//potF//ppiA//yacG//tnaC//cysD//srkA//rplO//
GO_0034248_6	yqaA//lptD//mglA//clpA//yieF//degQ//bamD//guaB//rihB//ycbU//elfC//ettA//galU//lptE//ydjK//greA//nadB//nfsB//pntB//yeeO//surA//ykgO//garK//afuB//amtB//lptC//yfiC//ddpX//rsmA//yeeY//yfcF//yejE//alsB//menI//xerC//paaB//acs//cynX//cpdB//metQ//dctR//
GO_0034249_7	dinJ//ycfJ//gntU//zntA//infC//umpG//pheP//icd//mnmA//lgoT//rfaB//rsmE//recX//yacG//hemF//pdeH//nuoL//arsC//dosP//xylR//fdnH//opgH//matP//yadI//lacZ//
GO_0034250_7	hicA//lpxH//proB//ydhQ//yedP//gntU//tcyN//
GO_0034258_8	uup//
GO_0034260_5	mlc//
GO_0034285_6	nusG//
GO_0034286_7	panF//
GO_0034288_6	menC//
GO_0034289_7	der//
GO_0034308_5	ascG//sucD//puuE//wbbK//kduI//feoB//cspA//tolQ//rstB//ribC//atoC//
GO_0034309_6	rpsQ//yqeA//mltB//
GO_0034310_6	rhaM//gdhA//amiA//bacA//uidC//aroC//
GO_0034311_6	dxs//envY//glsA2//
GO_0034312_7	cobB//pcnB//
GO_0034313_7	ugd//
GO_0034337_3	lapB//pstC//
GO_0034355_7	yiiM//ilvI//pdxK//cas3//
GO_0034401_5	xylA//
GO_0034404_5	azoR//hyfR//yihV//lptG//fimG//nth//fabI//kefF//insI-2//yjjU//carB//dcp//nrdR//yhdX//rfaQ//rseC//polB//sppA//icd//rfaF//ssuC//yhdJ//ascB//ydcP//rng//ykgF//gcvT//dnaA//nusA//pstC//ftsX//rpsI//pinQ//rnr//ompW//fic//ydeP//ygcO//carA//feaR//yibA//frwC//cynT//feoC//rutF//yjiA//rpsG//speD//yajQ//solA//
GO_0034414_9	hha//
GO_0034421_8	nlpE//
GO_0034440_4	gabP//fhuF//ynaI//tusE//fucA//dhaR//wbbK//topAI//mlaD//kilR//rplR//yfcS//uxuR//rimI//trmD//fabH//ygiV//tcyJ//rutE//ppiA//
GO_0034470_8	acrD//yrdA//gstA//ldtC//mcrB//cfa//tqsA//rimM//yaiV//ttdT//rmf//wzc//yphB//hofO//dhaM//narV//mcrB//feoA//msrC//htpX//insK//phoA//yhaO//prpD//metB//hcaT//yggX//agaV//rlmF//rihB//ygiB//uhpA//rhaS//ihfA//araD//smrA//argI//nhaB//ydeO//dedD//mlaE//mhpD//holC//dcuA//pdhR//dgkA//rraA//rfaC//hda//yobF//frvR//rpiA//trkA//yieK//sgbU//paoC//entS//fadM//prlF//cptB//frmR//ycjY//rpnD//rcsC//atpA//yghO//ynjD//insE-1//yqhC//dnaC//ygjR//adhP//caiD//nsrR//hscC//rsfS//evgS//ycbX//bioD//mdtQ//cas3//yihR//ygbN//sdhC//yhdH//glmM//dgkA//rplF//mrdA//rpsL//yagI//rimO//rstB//rnhB//
GO_0034471_9	frlR//barA//hupA//fieF//
GO_0034552_7	pepB//
GO_0034599_5	insI-2//dpiB//ftsZ//murE//yccS//yqcC//ybiI//gudD//rimL//dps//ychF//kduI//folM//flgM//yfjR//tsaD//fryC//rzpD//nanE//allR//secM//aroH//yqeG//
GO_0034605_5	fliA//acpS//pgm//glpR//yajD//yhdJ//dapF//galP//panC//
GO_0034613_5	thiC//bioF//ykgO//yeaD//gltL//fepG//aroC//stpA//rhaR//ogt//mdtI//rpsL//satP//dcuR//oppD//aroG//sad//
GO_0034614_6	rplF//amiB//phnO//umuC//gspF//dmlA//bioB//hypB//lgoD//frdB//wecB//arnE//ldrA//
GO_0034620_6	fumA//psuT//hypB//hflC//
GO_0034622_6	pflA//rpsG//idnT//yccS//dsbC//hcaB//nsrR//tatD//qorA//nrfF//yjjX//queA//bolA//frvR//rfaF//cueR//glsA1//ydaV//yijE//hha//gabT//treF//symE//rlmJ//ebgA//nfuA//tktB//arnF//holB//ydgA//kilR//lpxB//sugE//clcB//mdtA//mocA//galE//opgB//mdoD//pflC//eutR//
GO_0034627_10	opgD//birA//infB//rsfS//frdD//
GO_0034628_9	accA//ygeA//sapA//gyrB//yibH//
GO_0034635_6	ibsB//srmB//ybgI//uhpB//cpxA//zinT//
GO_0034637_5	crfC//djlC//cobS//pabC//pykF//purF//yihT//bhsA//cbl//nfi//uvrA//ldtD//fucK//diaA//mltF//insI-2//yqaA//casB//ydcT//yfhH//glmS//yddL//chbA//acrA//aldA//wzzB//ybbY//rsmF//aaeA//flhA//yfhH//aqpZ//nirD//mntS//panF//cpxA//lsrD//proW//gltD//aslB//basR//pitA//livG//yqeF//hypA//dtpA//rne//manZ//zntR//hsrA//
GO_0034641_4	tilS//bioD1//yjhB//potH//frvA//frwC//cueO//rnd//murF//accD//deoR//arnD//parC//scpB//ibpA//rbsD//xapR//zinT//nrdR//nrfA//plsB//tsaB//ubiJ//yadV//yidL//aer//mcrA//mlc//ldtD//secF//uspB//hdhA//lsrG//lgoT//ttdR//fucA//hyfF//holE//hdfR//sfsA//yqiJ//manA//yhfK//curA//yafS//bioD2//ldrD//srmB//trpA//yccS//rhaS//emrK//mutH//ptsI//cmtA//nanK//mtgA//paaZ//elfA//ybcM//ybcL//oxc//yfgJ//zapD//yfbV//endA//yajL//arcC//rsgA//rmf//ygiW//pyrF//phnP//ymfK//yidE//sgcC//rimO//bioD1//rutR//narQ//guaD//nagE//waaY//etk//puuA//argF//pykF//evgS//insI1//ycjQ//rhmR//ldtD//fepD//gcvA//gdhA//mepS//garP//rplJ//ybiH//patA//arfB//ldtE//sodB//dut//xseB//fucK//htrE//hypF//hemA//ydaC//mscL//rbfA//pinR//ruvA//mdlB//tdcR//purL//yfeW//wrbA//potH//yieH//nrdE//yfdS//gdhA//csgD//pheT//mmuP//murQ//rplP//yihT//arcB//prfC//agaR//yfeX//dps//yraR//yihO//hprR//pflC//rph//narV//dcuC//hupA//ilvB//etk//modA//rstB//luxS//trkG//ubiF//ybcL//sapD//artI//nlpA//sfsA//napF//rclR//nuoB//bcr//aldB//cbrA//ftsB//hyaC//ung//aas//insH-5//ddlA//yidZ//sgbU//cyoA//tcyL//rluC//yijO//tusA//atpD//glcC//pgi//rpsN//modC//nagE//galR//sucA//mrdA//trmA//sgrR//dsbB//nanS//nagC//rraA//fliG//rsmF//fre//glpA//pinR//gapA//rarA//leuA//greB//epmA//cysE//hha//betB//glxK//malF//phoB//cas2//potH//yihO//tgt//hisD//yraR//phr//cysI//yrdA//sgcR//fadL//waaS//insK//phnI//hyi//ubiD//argI//galP//dppF//yfeO//nuoN//secF//trmB//ybhP//dcm//elfD//mltG//murG//napD//efp//hycA//ybhG//hcaR//moeA//yqeG//eutD//feaR//gpp//paaD//creB//rfbD//citC//csgF//cysQ//sucD//ygcW//exbB//sapF//alr//potF//ftnA//hdfR//secG//ydcS//ralR//casA//mlc//rbsC//rpmH//cheB//ubiA//glnA//agaR//mutM//abpB//ilvN//rbsK//accD//thiE//pagP//yieE//yhcN//azoR//paaC//ybiI//yjhC//hisI//ydfG//tdcF//bglH//fimH//sufA//phoE//znuB//nagA//ybhD//hpf//abpB//ldtC//hybB//ybjI//rluF//atoS//atpB//xerD//spoT//xapA//cusS//wcaC//bioD2//glxR//umuC//tusE//zntR//pgpB//uspB//leuO//soxS//rlmM//tsgA//yhjR//kdgK//tilS//pyrC//bioH//bsmA//fiu//ydeI//leuC//flgK//hofP//rseB//marR//nrfG//cspD//cysD//yafS//folE//tadA//thiQ//pgsA//nemR//nadE//acrZ//glyA//allR//sgcR//ampH//lptG//hipA//ytfT//ulaA//ilvN//ghxQ//dmsA//grpE//ydhJ//torC//fimF//narL//mscS//pgpC//opgD//pheT//nrdF//ydaV//hpt//waaH//dadA//sdaC//sfmF//ssuC//yfcG//pabA//bsmA//rplB//sdaC//wzc//rtcR//sbmC//ybhA//yihI//xylH//recO//deoC//yojI//aspC//aspS//ymfA//dapD//pncB//alsC//ydcS//mraZ//yfhH//insB-2//pta//paaJ//nuoB//frlA//yejB//thiC//dmsA//ycfS//fabB//rpiR//topA//cirA//entA//minC//nhaB//lpxL//yaaJ//idnT//mzrA//ppsR//glcC//hpt//hybC//thrC//leuE//xapB//gnsB//bsmA//rpiA//norV//aroP//ptrA//clcA//oppC//pfkB//ybdO//sgcE//rodZ//ybhF//sapD//yoaA//ulaR//mgtL//glxR//hfq//clpA//ubiF//malF//lptD//yqjH//citT//exuT//glnB//mhpB//edd//waaU//ribB//ftsK//leuS//uvrD//aceK//ydeP//btuD//yhjX//appC//opgC//tufB//eutB//mnmG//atoC//hemA//uxaC//cobC//yfbS//yqiG//frvB//acs//pitA//yceO//purA//thiC//appB//manA//ubiJ//sgcE//mdoG//tsaD//phoU//insA-1//ycjR//ybjG//sgbE//nlpA//ybbY//wzyE//hdfR//eptC//torA//recG//araF//cobS//mltD//pabC//dnaN//gutQ//ilvH//rlmE//nikD//lipA//sulA//cecR//pepA//ompG//yfgO//mcbR//infB//hemG//grpE//qorA//rfbB//ugpE//lptB//yaiW//clcA//nlpD//ybcQ//rutF//rlpA//nemA//glgP//cmoM//yqeF//amiD//sodB//glnS//maa//yfbV//ssb//caiD//ascB//mtr//lldR//gabD//nhaB//lpxP//maeA//ftp//malE//nikB//ydcM//ldrD//ubiI//wecB//spy//fhuB//orn//bcp//chbF//ydhC//yfdG//cysC//exuT//agaS//gpr//proS//yiaJ//mtlA//yeiG//rplE//ypdB//sixA//ybhG//ilvN//pheM//yeeY//abgT//cra//umuC//tdcG//sspB//minD//trpC//ttcA//sucA//uhpT//lysC//rfbX//coaD//zraS//acrZ//araB//tisB//rnd//rimO//eutD//yphB//mlaD//yphF//opgG//thrA//zapD//speD//yaiV//hemF//cueO//yihS//dhaR//insI3//paaG//yhcD//mscM//yqaB//ccmH//mgtA//ycfH//rzpD//gpt//fliL//mhpR//yidA//cheW//fadA//ydjJ//hfq//rsmG//panZ//lipA//rna//bamB//opgG//cysP//envC//selD//lon//yehB//rzoD//ycfL//diaA//rzpD//hisP//yiiM//adiC//agaD//spoT//sapB//fadH//pgsA//araD//ubiB//kdpB//yqcG//acpH//cspE//ymgC//pfkB//minD//chbA//mglA//argP//ghxQ//cusR//greB//casB//katG//wecE//ddlB//yhjC//araH//artP//entE//pck//chaC//rsgA//gldA//ygcO//amyA//ycfS//pspG//holE//yhhZ//trmI//agaD//sxy//sgcX//yraH//mnmG//selB//fdx//yeeJ//kduD//caiF//nuoF//glnD//gadX//aroK//frdD//ybiW//rssB//poxB//selA//yfeR//yciT//mhpA//yjiX//mhpA//ada//thiP//iclR//holB//murR//sucD//yphC//yehW//hyaB//bioD1//yigB//rfaF//recA//spy//rplM//mioC//paaD//maeA//araA//yjhP//fadI//mdaB//agp//ndh//asnA//murC//xapB//mngB//dmsC//tufB//atpC//mdtP//yneL//waaG//gnd//raiA//puuC//yhaV//yeaV//clpX//yihO//tcyP//tisB//ghrB//ribE//opgC//yqgB//uidC//tig//proS//crfC//rcsF//rcsA//ybhS//tusE//xylF//yaiP//yfdG//yehX//cysU//cdsA//ykgM//sufB//sucB//mscM//yihS//fetA//hyfC//ykgO//atpB//fliS//yoaA//efeO//yggD//hflD//sfmA//rarD//bluF//ybgQ//rimM//ybiW//basR//yfdG//hemG//minD//lit//yhjX//lpxL//ghrB//gph//arsB//srlB//eutR//uidC//zapD//glrK//rhsD//cysU//mnaT//napF//mnmC//aroC//apaH//cusB//ygiV//yfiE//fdnH//torA//ypdA//rnlB//tdcF//ybhD//recB//thiI//yciV//pphA//radA//rplJ//lptE//
GO_0034644_7	rnb//ydfG//
GO_0034645_5	dmsA//rpsL//umpG//waaH//ydfH//ybaK//ftsB//ribD//efp//lacZ//yihX//hyaD//lipA//srkA//truC//recT//bamC//dsdA//lplT//moaB//dinJ//eco//gph//rimJ//fimI//miaA//fepB//narK//artQ//ycjD//atoB//envC//ccmF//yceK//melB//btuF//dacA//ynfH//phoE//mscK//lpxL//actP//yfbU//yhjC//ybfE//nupC//mhpD//yqhC//nanT//ldtE//narV//pitB//dsbG//cvrA//ygfZ//cas1//ybiX//htpX//ptrA//acrE//amiA//dxs//dcuA//csiD//tynA//tcyN//ubiF//ybaE//fucP//hokB//pbpC//tktA//wzc//nadE//atpH//acrB//hscB//ubiI//nirD//dmlR//rplB//waaJ//dcp//glpB//mdtM//ssuB//yeiG//hpt//pgpB//adhP//ampH//cutC//yeaK//iscR//rffG//uidR//pdeD//gcd//insB-4//uacT//sufS//kup//cbl//pfkA//fau//murC//ccmE//glgA//tauC//xanQ//fdoG//lysU//trmL//yihT//gcvA//proA//rimL//yhdH//bipA//ugd//menF//cobB//menD//trmB//yqeF//pitA//ppc//purF//asd//ykgO//yajL//yegD//ydeE//mraZ//fruK//qorA//pspG//roxA//envC//lpp//wzzB//mpaA//nadD//rsmJ//topB//lspA//adhP//cbpM//tcyJ//yjeH//ibsE//hprR//casC//ynfL//tpx//purC//ptsG//deoB//ccmG//cyoB//recB//ebgR//cyaA//patA//uspB//ygbL//metH//glnL//lpxB//rutA//tolB//recE//cyoB//fadI//phoB//sfmA//gntT//yajL//yfhH//slt//dauA//glvC//insE-1//entA//lysU//allS//rpsG//ybgP//ynfK//mdtK//intQ//tcyL//nlpE//etk//argR//ybcL//tdcA//gabP//ychH//appA//msrA//yfdK//ruvC//mntS//hyfR//metI//mutH//pgsA//rlmB//fimI//ybeY//maa//cra//ribF//thrL//ybiX//folX//yohC//yjhB//nrdF//ttcA//yjjV//yaaY//ftsI//bcsQ//yhcH//ldhA//cpsB//ackA//yjhB//yegT//hslR//tesB//cof//putP//sgbU//rffT//acrF//comR//gloB//nei//rzoR//argP//cheR//sdaC//gadC//yqjH//ulaB//yiaM//mak//rlmL//cpxP//ybdR//infC//aslB//rusA//ileS//dgcN//speB//panB//hscB//caiE//ftsI//fimC//rimJ//rpsL//ydjJ//ttdT//bioD1//mdtP//agaB//gsiC//trmO//ybiJ//yphC//hdeD//rpmG//nikB//hisQ//rstB//fimC//preT//phnK//hupA//fliS//treA//frdA//ynaI//yihQ//ptsH//tqsA//mdtL//tatD//dusC//hypC//hdhA//mdtO//dnaQ//soxR//kdpB//dosP//intS//hypT//sdaB//
GO_0034654_5	rnd//yfhM//flgB//yjcS//cdh//yebS//lysA//argI//sdiA//yceO//yiaN//ihfA//kdpD//ffh//parE//frmR//yfbU//yciA//slt//proS//idnO//hybD//frvA//atpC//flgI//folA//ychF//cysI//mdlB//cmoM//ettA//dgcN//garK//ybgI//grxD//yneE//yeaD//aaeR//fdnI//yfgO//yfcQ//yfcF//yhbY//bioD1//pnp//ygcO//yadK//ycdX//sbp//mtlR//yehY//lpxM//marR//topAI//yihV//ydcZ//torI//yfdG//zinT//yeeL//ppiD//csgE//glcD//metK//yehT//waaG//fimI//epd//yigB//yjiX//rbsD//paaZ//amyA//gcl//gmhB//ybiX//creB//malS//murC//pinR//bioH//yggX//aes//nirC//astB//hscC//yjbE//frvR//fbaA//ptsI//sapB//nhaR//ftsQ//trpA//xerD//fadM//yfbR//csgA//bioD//ycfJ//dnaQ//ascF//gshB//sanA//narG//envR//ubiG//narQ//dacB//ymgA//glpD//ygjK//rplR//ttdR//sixA//malX//mnaT//nikE//cysH//adhP//ndk//uxuB//ghoT//rihB//rapA//clcB//uxaB//der//zraS//rmf//rsmI//ruvB//yhcN//ftnA//agaS//cysE//hflK//hisI//crr//rraB//nrfD//ascG//glpT//lysO//potF//dppD//folE//ybdO//narQ//rbsA//ydiO//entC//bdcA//nanE//rplO//tauA//yciV//ung//potH//ftnA//mgrB//ydcP//rcsF//insA-1//sgcB//pgaA//rihB//rho//cheR//lamB//yadN//yedA//nfo//setA//rnhA//cusC//der//rclB//yfcF//adhE//sgcB//xisE//intF//btuE//yrfG//narK//crl//phnK//rpsJ//creC//glpX//ypdF//cobT//ycbU//minE//ynfL//rfbX//lpxL//lptF//frvA//alr//rseB//lldD//gpp//caiD//hofQ//nusA//moaA//yejB//rpmE//yghB//glmU//rraA//nikE//puuD//paaG//yoaA//yiaU//ydiP//recA//pepQ//yajQ//yaiW//atpA//deoB//ybgQ//aroA//gyrB//rhaD//elaA//ydaN//bsmA//nrfD//yhgF//proW//yohC//cbl//idnK//lapB//sdhD//rnlA//trmO//narQ//manZ//glgP//rbsA//ybhD//rpnA//bsmA//nuoG//yidR//ldhA//citC//dnaE//surE//fecD//hrpA//casE//ytfQ//
GO_0034655_5	trkG//hdfR//xylA//pabA//fadJ//pdeD//yqaA//baeR//aldB//yihO//panZ//atpE//recQ//hcaF//osmE//ubiI//nimT//rplP//nuoL//cyoA//yhdX//asmA//mazG//glnE//chpS//torS//yihP//hrpA//yfcF//yidA//flgI//tnaA//wrbA//ynbB//iaaA//tdcA//rffH//ydfD//ppiD//panB//thiC//leuB//fadR//rpiR//atpH//tdcC//cyoC//kduD//msbA//ddlB//eutN//entS//atpE//purN//gcl//rspB//paaC//yhjR//pepT//yebZ//nrfG//deoC//marA//zntR//cmoA//clcB//hycB//hyaA//tesB//fkpB//fpr//ampG//sapC//
GO_0034656_5	mlc//dusB//yfhH//glnB//tsaE//pspF//mscM//ybdG//proW//rho//yhaM//nepI//gstB//
GO_0034660_7	phnL//yrfG//hokB//eutR//udk//gor//adiC//dsdA//cheB//hokE//insA-2//elfA//ygbI//dtpB//purL//ybbN//msrA//malX//lptB//ygaH//cheR//dppF//wecB//yejB//sppA//ybhJ//rihB//nrdD//ralR//lysO//xapA//hflC//nudG//ydcM//folP//rluE//yfcF//gdhA//mltF//rdgC//ynbB//clsC//rpe//yieE//cysD//ptsI//dmsB//hupB//tpiA//yfiC//gpt//frlC//yahD//ubiX//yqcG//yidA//metB//pphA//proW//yagI//arfA//katG//arnB//ygaV//ybaL//holD//nanK//rsmJ//xseA//iscR//ftsP//asmA//glnD//yahD//galR//arnD//insI-2//yicJ//cbtA//rhaS//bioB//yoeB//yehB//miaA//pyrH//panE//arnF//pinE//envY//pdxK//panF//ybiY//dapA//yeiG//mdaB//wzyE//btuB//surA//rlmG//ycgB//yaiW//focB//ghxQ//rhtA//pitA//rpmC//frr//treC//fliL//atoS//mltD//dsbD//rpmC//glgP//gadE//nrdG//napA//gfcE//nfi//xapR//adiC//idnD//
GO_0034661_7	creC//dbpA//atpE//opgB//
GO_0034755_9	exbB//mlaC//sfmF//rsmB//
GO_0034762_6	exuT//sufD//sdaA//iscX//yebG//casA//guaD//metI//
GO_0034763_6	nlpI//cbeA//
GO_0034764_6	cysE//murG//
GO_0034765_7	kup//fecC//mutY//yddG//sstT//ftsZ//iscR//
GO_0034766_7	hyaD//
GO_0034767_7	yjcE//pdxJ//
GO_0034775_7	ttdB//abgA//agaS//cysH//hemC//
GO_0034983_9	ettA//yqcG//
GO_0035235_6	malF//rpsR//yjiY//yhjV//
GO_0035303_8	kgtP//msrA//dfp//ybjG//metH//
GO_0035304_8	gcvT//
GO_0035306_9	hyaC//
GO_0035307_9	kdpE//
GO_0035335_8	rbsC//ghoT//prmC//
GO_0035344_8	cpsB//cvrA//
GO_0035350_6	rzoR//
GO_0035383_4	amiB//guaC//yiaJ//tolQ//umpH//ygaZ//trxC//ydiO//
GO_0035384_5	focA//sapA//
GO_0035429_8	yjjW//nanK//lacI//hdhA//bepA//yggP//
GO_0035433_7	adiA//paaC//
GO_0035434_9	ttdR//nagA//rhsD//entE//secG//
GO_0035435_9	mtfA//rtcB//ygbN//cusB//cutC//udp//mgrB//folC//folA//
GO_0035442_7	ratA//glnP//fucO//hrsA//waaA//atoB//bamD//pyrF//argE//opgG//yegT//
GO_0035443_7	pgl//paaZ//ynjA//yihQ//moeA//phnO//trkA//ascB//
GO_0035444_9	yfcV//yfgO//sixA//tnaB//wecC//aer//mngR//
GO_0035461_6	thiL//mioC//ydeI//yijE//dgoT//ftsE//tyrS//tauA//clpX//mak//
GO_0035510_7	narV//livG//mglB//dsbD//slt//
GO_0035511_5	pgl//
GO_0035513_5	yjeH//
GO_0035524_8	yfcP//
GO_0035552_6	stpA//
GO_0035553_6	cobC//
GO_0035556_4	adk//leuE//pbpC//treF//yhbO//metE//ychF//secE//kdgK//bcp//ybhA//secM//mscM//ydbK//yfbV//ade//sufE//rep//apt//mgrB//lacY//rutF//trpA//purF//greA//acpH//ppsA//rpsQ//yoeE//dppA//yahO//gadW//bdcR//phoE//hdeD//pstA//nupC//yjhI//ffh//marR//rpoD//uvrB//hscC//yggW//rpmF//glgC//
GO_0035600_8	cheR//
GO_0035601_7	bioD//mraY//nikA//
GO_0035672_6	sbcB//rseB//arcC//fruA//ycjQ//ldtB//menA//yjhG//carA//glvC//topAI//yjbB//argT//dinG//aspC//zapB//csgA//dtpC//ibsE//secY//
GO_0035690_5	rng//rppH//glsB//wbbK//yraN//paaA//parC//tusB//gpt//mnmE//rsmI//
GO_0035725_9	rihC//appB//hicB//nrfF//gpp//smrA//rzpR//
GO_0035784_9	tdcD//
GO_0035821_4	ynaI//clsB//matP//scpB//ybdR//
GO_0035864_6	gutQ//
GO_0035873_8	ompT//dauA//
GO_0035890_5	recC//yagJ//cpsB//degQ//
GO_0035891_6	pbpG//fimE//yhdX//yfbU//
GO_0035966_4	ybjG//clcB//yddG//glgB//wecB//yidR//eamB//
GO_0035967_5	tyrA//uidC//yqcC//rhoL//aceA//
GO_0035999_5	caiB//lpxB//pdeD//recQ//
GO_0036001_7	rihC//
GO_0036046_8	folP//
GO_0036047_9	gutQ//
GO_0036048_8	uidC//
GO_0036049_9	nrfC//
GO_0036088_6	gspE//
GO_0036103_6	macA//yfhM//
GO_0036104_6	yeeY//ycdY//
GO_0036172_6	rlmL//
GO_0036211_5	maeA//narJ//ydhJ//insE-1//sgcE//fadK//wcaJ//baeS//nuoB//ygaH//mtgA//ldhA//amiA//tsx//cpsG//pntB//glgP//mdh//nirB//rutD//yfeW//xisR//ybaO//casB//manZ//gntT//eutD//yfgJ//fruB//yfcV//ydeI//yieH//dsdA//rpiB//basS//otsB//ycfJ//proC//cheR//elaD//mdlA//yahN//glnS//frmR//yjjV//katG//deoB//hycB//ompR//rfaQ//rcnB//ykgM//ynhG//hycA//ygeW//pgpC//ycaO//allR//hflK//mtfA//ybiI//nadD//thrS//solA//znuA//cobC//ybiJ//yphF//tag//ftsA//hscC//dinJ//mfd//ftsP//yhjA//serS//gutM//elfA//rpsJ//cynX//eutA//insA-1//hofP//tnaC//hyfA//insI-2//msrC//cspD//mrdA//ftnA//cyoA//bssR//ycfH//thiH//yfdO//pheP//fruB//idnK//gntR//ydcR//opgH//tamA//yhaC//yciV//cpsG//rlmN//fruB//hofP//nrfC//blr//tgt//narW//recO//narJ//ybhJ//mutM//btuC//mutS//aceA//xthA//clsA//yfgO//cas2//yejE//rcdA//dapB//rpoD//yjiA//epmA//seqA//nmpC//betB//csgB//tilS//yieH//yhgH//comR//hcaR//hslV//hisQ//sbp//lldR//
GO_0036214_3	queG//
GO_0036265_6	pflB//ybiS//ptrA//allR//
GO_0036289_9	gudX//panD//
GO_0036293_5	hisI//psuT//srlA//
GO_0036294_6	glnK//paaJ//ttdR//
GO_0036388_7	ydfD//
GO_0036447_5	rbn//fdnH//ccmA//
GO_0036448_6	envZ//serA//gadC//
GO_0036460_5	rlmF//yghU//ydjM//yihS//fabH//yfeX//
GO_0036506_5	yjaA//
GO_0036525_7	rrrD//
GO_0038083_9	agaS//rho//appB//tauD//ubiI//
GO_0039633_6	dicC//minD//rimM//ftsE//
GO_0040008_4	fliD//diaA//priC//narK//mtlR//eptA//torC//nikE//mrdA//ralR//
GO_0040012_4	hybE//cusR//nikR//kdsD//queG//mdfA//fhuB//hemG//yiaU//fadJ//agaD//sbmA//rsfS//amiB//
GO_0040013_5	dnaT//aroP//alaE//citT//gsiB//prkB//manX//
GO_0040033_9	ytfE//
GO_0042026_4	kbp//rplP//glgC//cueR//arfB//ygiB//menE//lpcA//secY//
GO_0042040_7	nfuA//
GO_0042044_5	proA//
GO_0042126_5	flgI//ugpC//oxc//fimZ//
GO_0042128_5	mdtM//panE//
GO_0042133_4	rfbB//hofP//ebgR//rplK//patD//ahr//murA//citX//iclR//fhuD//sdhC//rfbD//mglA//rpiA//yaiP//uspG//
GO_0042135_5	yihR//yefM//ilvC//nfo//glnE//tsf//hmp//dinJ//kduD//chiP//norR//yneL//pepA//
GO_0042136_5	asd//ugpB//
GO_0042150_7	ydiB//narP//paaG//
GO_0042157_5	agaS//ivbL//accA//ybaE//
GO_0042158_6	wcaB//elfD//yhhY//
GO_0042168_4	rhlB//mdtL//bglX//hscB//ebgR//recT//prpR//crfC//brnQ//
GO_0042176_6	ybdG//hflK//fadK//tktA//
GO_0042177_7	ybaK//tyrR//dgoD//
GO_0042178_5	rmf//proX//tamA//yebQ//glgX//phoP//katG//yciG//fruB//acnA//galK//ygeA//ykgF//nimT//rne//smrA//nfsB//rluC//pldB//
GO_0042180_4	abpB//yedL//prmB//rsmH//accB//carA//gntK//hypD//mcbR//rutD//bhsA//ompN//gyrB//exoX//wecE//pntA//tdcB//bamD//afuB//ydeO//mtlA//cusA//trmL//rpsL//alsK//rcsF//aroH//mraZ//bluR//bamA//macB//sbcC//artJ//ynfK//artJ//mntR//yjjG//yfcS//truD//pbpC//ydiV//elaB//tgt//yihI//uvrB//rpmC//nuoI//cutC//caiB//ycgR//yiaJ//intS//cysU//hybB//fucK//rpiA//ubiF//ytfQ//pgaD//
GO_0042181_5	lnt//zapE//bglH//ortT//yajQ//ybjI//yehA//oxc//cysW//bamC//selB//yjiM//fucA//glnH//yebK//csiD//trpA//dctR//nrfF//nrdD//ycdY//rlmD//sgcE//hybA//
GO_0042182_5	yjeI//dmsC//ttdA//sgcE//yraH//rpsK//ybdG//ygiV//yafS//dpiA//zapA//valS//waaP//patZ//nrfA//etk//xylB//gabP//hemH//accB//tatC//lptA//rbsK//sucC//ybgI//hycH//waaO//ydaN//rlpA//
GO_0042219_6	aroK//sucD//mdlB//yiaU//ade//
