#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	tesB//yoaA//iscA//mgrB//
GO_0034655_5	creB//stpA//rplC//yrbG//exuR//ubiF//fecA//yfiR//gapA//dnaQ//rcsD//sufD//yohD//trkH//aspC//cysA//zapA//livK//fruB//parE//yqiG//ravA//ybhD//yagE//btuR//pta//priB//yciT//rpsQ//vsr//ybcC//dgoR//glpB//seqA//bdcR//yagF//cas3//gspE//ybgI//tcyN//kbaZ//rsmH//msrP//emrK//pfkB//rplC//sucA//rpoA//wzzB//narV//fmt//rpsM//potC//atoB//frlA//agaV//yhjB//yagJ//kdpA//surE//dgoK//scpB//srlE//yggF//moeB//thiP//crfC//ybeY//folP//sbcB//pgaC//yiaN//fruB//
GO_0034656_5	nikE//ydfG//argA//thiL//cutC//trmD//yidQ//rpiA//prpB//yidA//fau//lexA//pbpC//
GO_0034660_7	relA//asmA//mdtI//glsB//sutR//yahN//tbpA//cdh//fsr//moaE//yjbF//mocA//yhhY//rfbD//yqcG//tisB//betB//holB//rplP//lptC//rcsF//ybeF//elaA//surA//fliK//coaA//cmoA//napA//ybjN//baeR//pinR//paoC//glpR//rhaS//fsr//yihI//waaZ//lptC//bcr//waaB//kgtP//chaC//gatY//yhcF//glmU//arsC//mcrA//ygeW//dcuD//alsB//flgA//mnmA//menH//rrrD//paaF//ykgF//mdtO//rcsF//rfaQ//ftsE//pgrR//hemA//gsiD//ftsY//gmk//rhmD//rpsJ//nikC//fieF//proS//dgcJ//gpmA//ydhQ//murC//hybD//tdk//ydeE//rrrQ//arcC//yejE//lsrB//yceO//tabA//cutA//flgG//lpd//rlmD//asnA//norW//elaA//exuT//lsrA//yhfK//glcF//prfA//pagP//htpX//thrS//htpG//prpR//cyoC//dgcM//gadB//frmR//yeaD//pnuC//rapZ//ymgA//hisD//yidQ//cspI//yhjX//prmC//intF//patZ//ebgR//fdnI//gldA//pheA//ytfQ//cho//fabD//
GO_0034661_7	mltF//hcaT//pal//gcvR//
GO_0034755_9	fruK//iraP//frwC//tsx//
GO_0034762_6	gmhB//yghG//fimD//setB//xylF//atpC//umpH//torI//
GO_0034763_6	pflA//speG//
GO_0034764_6	puuB//tsaD//
GO_0034765_7	kdgR//aceB//ddlA//sutR//rarD//ebgA//lpxC//
GO_0034766_7	nth//
GO_0034767_7	yidR//bcp//
GO_0034775_7	fimH//rpsO//yphB//rsmD//plaP//
GO_0034983_9	ihfB//rseP//
GO_0035235_6	asd//thrS//ariR//etp//
GO_0035303_8	yheT//yjjI//gatB//gabP//hcaR//
GO_0035304_8	lpoB//
GO_0035306_9	trpL//
GO_0035307_9	napD//
GO_0035335_8	tabA//astB//yiaA//
GO_0035344_8	lldP//sdhE//
GO_0035350_6	fliD//
GO_0035383_4	proS//livJ//ybaM//purC//gstB//yiaJ//deoA//rlmA//
GO_0035384_5	kefC//evgA//
GO_0035429_8	tatD//tdcD//araF//rnd//lacY//uhpB//
GO_0035433_7	ymgA//dcyD//
GO_0035434_9	metQ//priC//pykA//ulaC//map//
GO_0035435_9	dcm//qorA//fadH//exuR//blc//cvpA//cspG//lysU//dinJ//
GO_0035442_7	ilvB//gsiD//ubiG//yahK//waaS//glpT//norR//argE//ddlB//yidC//ttdT//
GO_0035443_7	rplF//solA//yqeA//rpsK//cysZ//frdD//motA//mltC//
GO_0035444_9	kdsD//dxs//paaE//atoS//zitB//yfhH//rhaT//
GO_0035461_6	asnS//mhpT//plsX//pcnB//mdtL//ilvD//nei//nanT//cysI//rffT//
GO_0035510_7	ycjR//sbcD//fadE//rhtB//garL//
GO_0035511_5	map//
GO_0035513_5	nikA//
GO_0035524_8	yhdJ//
GO_0035552_6	rbsK//
GO_0035553_6	rplM//
GO_0035556_4	kdpE//smrA//appB//cpxR//hisB//gadX//ais//ubiX//ruvA//yhiM//yciV//ugpE//yejA//cpsB//chpS//emrY//phoP//yjjG//infC//slyD//kduD//exuT//ybbW//yoeE//frmB//mppA//plsC//yaaA//ynbB//mglA//casC//gltD//pyrE//thrA//waaF//kbaZ//recB//torI//evgS//luxS//tcdA//rnb//cas1//lgoD//yjbE//pgpA//
GO_0035600_8	queG//
GO_0035601_7	yjbE//yfdG//iscA//
GO_0035672_6	ushA//fabZ//hisS//yehU//bglA//glnD//yibH//sfsB//ibsE//grxD//yhjG//dhaL//argS//yneE//fadJ//alsC//gatY//ynfL//ycjW//ddpA//
GO_0035690_5	tyrS//ftsZ//ydiR//thiI//rlmE//malY//waaC//fimA//pgaC//agaI//elyC//
GO_0035725_9	yafS//aes//bdcA//uspG//suhB//prpD//fimI//
GO_0035784_9	lrp//
GO_0035821_4	ftnA//rffC//norR//iscX//pflC//
GO_0035864_6	serB//
GO_0035873_8	csgG//flhC//
GO_0035890_5	mhpT//yehA//maa//moaE//
GO_0035891_6	hda//yaiP//lapB//ydiO//
GO_0035966_4	ecpR//narV//malQ//hcaC//relB//zraR//yphF//
GO_0035967_5	lpd//dcuS//glnP//dnaT//pdeF//
GO_0035999_5	prfA//yjjB//gcl//endA//
GO_0036001_7	ebgA//
GO_0036046_8	eutN//
GO_0036047_9	eutB//
GO_0036048_8	ppc//
GO_0036049_9	relA//
GO_0036088_6	ydhC//
GO_0036103_6	ansB//mfd//
GO_0036104_6	chbF//argF//
GO_0036172_6	kdpE//
GO_0036211_5	luxS//ptrA//glpR//tnaB//zapD//rimL//lpxB//yadI//emrE//fdnH//arcC//srlA//nadC//iscX//dgoK//mtlD//holB//eutB//rclC//pheS//abgB//pspC//nlpI//appC//ygaZ//gatY//atoC//amiA//arcA//rpe//clpB//hipA//yqcC//arsB//pstS//endA//ddlB//dusC//sufA//entH//mnmC//sseA//yjbB//ftsL//cysB//cysD//yhgF//dnaJ//yjiR//thiL//trkG//dnaJ//lsrG//cutC//iraD//mltF//sstT//rseP//yebS//chbF//hybF//fabB//rplN//yaiP//yjaA//idnK//miaB//kefB//rimL//nudF//hpt//ilvA//ubiC//uxaC//fepE//frc//yijE//frmB//uspC//lapA//gyrA//speD//epmC//rfbD//rcsB//ycjR//uidC//elfD//nmpC//ubiE//potC//pstC//galT//ppiA//fadK//nrfG//atpG//dam//tktA//narY//hsrA//ppsA//yjjX//tktA//qseC//djlC//chbF//yadM//hslO//mdtJ//melB//proP//ybdN//acpT//manA//alpA//hyaB//ychF//rsmB//lolD//frdC//recG//fes//hypE//mreB//flgM//alaC//hemL//pdxA//napA//sgcA//copA//yjjI//dcm//mnmC//rpnD//coaE//tonB//yhbQ//nikB//acrE//yiaB//
GO_0036214_3	xerC//
GO_0036265_6	yfaL//hofQ//comR//ymgC//
GO_0036289_9	fucI//paaG//
GO_0036293_5	sbp//hipB//rimL//
GO_0036294_6	ypjD//dgcZ//clpA//
GO_0036388_7	rdgC//
GO_0036447_5	otsB//tdcC//fhuC//
GO_0036448_6	lpd//nikA//dmsA//
GO_0036460_5	citE//ftsX//secG//yfdG//dsdA//ftnA//
GO_0036506_5	dtpA//
GO_0036525_7	ygiW//
GO_0038083_9	frlR//cobU//setA//cas2//plsX//
GO_0039633_6	yggE//hypD//arsR//shiA//
GO_0040008_4	sdaC//ybdH//rpmJ//dam//kup//ubiE//yciK//pykA//rsmC//flgF//
GO_0040012_4	guaA//waaB//holE//moaE//proQ//acpT//fecC//insF-1//narJ//leuS//epmB//cadB//eutN//gmk//
GO_0040013_5	yagF//yhhZ//treB//murE//selU//mcbA//mdtO//
GO_0040033_9	dsbC//
GO_0042026_4	nrdF//yggN//rsgA//preT//rnlA//oppA//cobC//fadJ//mtr//
GO_0042040_7	yhaC//
GO_0042044_5	gdhA//
GO_0042126_5	yceO//udk//rsmJ//yfdG//
GO_0042128_5	insB-2//fdhD//
GO_0042133_4	appB//gntT//hybD//hypA//ompA//yidP//glpT//cytR//yjiM//rbsD//pfkB//ybjN//ada//dtpD//sucB//wecB//
GO_0042135_5	exuR//creB//cusR//puuP//gsiB//ymgC//hprR//dppD//kefB//yiaN//ccmG//rpoE//bcsA//
GO_0042136_5	panZ//acpT//
GO_0042150_7	dsbA//yahI//mepH//
GO_0042157_5	preT//ychO//argO//yehC//
GO_0042158_6	ptsN//gadB//nuoL//
GO_0042168_4	plsC//mzrA//rutR//yghW//mlaD//rtcB//ygfI//rplI//sgcA//
GO_0042176_6	lpd//murD//purB//menH//
GO_0042177_7	ribD//yfdS//fucA//
GO_0042178_5	caiF//yebK//sucB//aceK//rpsP//cysD//hofM//menC//trmD//rplX//rpoH//gcvH//proQ//ygdG//ybaM//tsaE//argG//ybaT//glpX//
GO_0042180_4	kduI//yfcA//sfmA//amiD//psuG//fucO//nuoF//aspS//gspJ//purC//solA//rpmC//mtr//katE//rpoE//rcsC//ygiV//pgpA//rlmD//bioA//arnE//yhhZ//fnr//asnB//ftnA//mdlB//rapA//ftsI//yagF//fkpA//cfa//mazG//nudB//hflX//speA//argA//nrfB//yagI//opgB//nagB//tap//ycgV//mepS//ygeW//dctR//priA//cyaY//ynfH//valS//yjbE//trg//mug//rplQ//torA//mlaD//nikR//feoA//hyfF//yiaA//
GO_0042181_5	fetB//kdpC//yhaV//uxaA//polB//cdgI//tolA//nrdE//ftsZ//yiaB//ynfF//napB//uhpC//chbA//ydfD//fimB//murD//fis//tmcA//fecD//dusC//mdtI//hda//era//
GO_0042182_5	lsrC//pdeH//yghU//acrZ//patA//ebgA//ycfJ//lsrG//dppF//rho//dauA//frwC//pdhR//glcA//proP//ssuA//nth//helD//cra//radD//paaH//rapZ//tatC//aqpZ//ypdC//lapB//hisM//lgt//tbpA//
GO_0042219_6	ccmC//bepA//yjjB//bluF//yjhG//
GO_0042221_3	nanK//frlA//ptsG//fliS//evgS//allD//yghW//hxpA//fliK//tmk//mazG//yejE//hicB//fumC//msrQ//ycaO//fcl//ynhG//waaS//allD//ahr//ptsP//ygcO//hns//yiaN//frvA//rfaQ//glpC//nikB//aphA//dtpC//btuC//rhlE//gltD//ygiN//yfiF//mdlB//bhsA//ptsP//suhB//btuD//nrdR//pepA//mioC//hscA//moeA//mgtA//yeaK//fadL//lpxL//truC//fliA//aroG//nadD//holA//btuB//folC//epmB//rpnD//pbpG//malZ//psd//puuA//nikB//rfaE//ispA//pitA//folD//srlB//tyrA//tusB//gadA//bamB//gltD//insA-1//msrC//murC//pppA//mhpD//bglX//nikC//dicC//zipA//fhuC//mlaF//yddL//yagJ//rpsI//nagC//rfbD//waaZ//parE//yjbB//recD//murG//yceD//galS//gabD//phnG//lapB//tdcD//uspB//waaG//yoeB//clpA//rlmI//ulaG//otsA//yjbB//eamA//yadC//mnmG//gspI//aaeA//galT//mrcA//cnu//yhbY//flgK//hiuH//ygiV//yqgF//hslU//nrfD//trkG//gspI//ycfL//rffM//higB//dnaN//fadJ//emrD//dcuC//gsiA//mepA//curA//ccmG//hybB//exbB//dcuD//pcnB//udp//murI//rna//ldtC//ftsN//nikE//paaD//rplN//yfeR//epmA//flgE//sufC//xapR//ygbN//rna//wza//rutG//iscA//cobT//ivbL//tusD//csrD//glyS//glcD//tdcF//nlpA//tsx//malE//gnd//comR//mreB//tag//pspD//curA//ftsH//fimA//yhhZ//nrfD//xylB//agaD//yjeH//appY//xylF//yadN//malF//yohD//glsA//parE//bdm//cyoE//tnaB//glpR//kduD//lsrA//slyD//yeaV//lsrC//wecE//wzc//ppsR//arnF//polA//ygbM//zapA//menC//intZ//hsdM//sufA//rppH//entD//yfjV//uspG//fadR//srlE//atpF//yijO//solA//ggt//rpsQ//nhaR//ecpR//pdxB//tatB//srlR//xylB//fnr//rrrD//nusA//nikA//rluA//dppF//iap//kdsC//hyaA//
GO_0042245_7	ftsB//edd//fimZ//
GO_0042254_5	rlmC//yiaB//gspF//hprR//ftsP//lexA//yhjV//
GO_0042255_6	sgbU//ydiK//
GO_0042274_5	trmO//arnA//bdcA//tadA//
GO_0042278_6	mhpT//fnr//fdnI//iraM//ygfX//lacY//fliA//topA//aroL//rluC//trpGD//rlmG//rutD//srlR//rpiA//ivbL//priB//glcE//
GO_0042304_7	ygcW//lgt//xylR//
GO_0042325_8	nuoL//selU//
GO_0042327_9	gshA//
GO_0042330_3	ralR//yfaV//yidD//eutA//eamB//yjbF//icd//ugd//adhP//fruK//bglX//ubiJ//narJ//dppA//mdlA//abgR//
GO_0042350_6	mglA//
GO_0042351_7	ribA//
GO_0042354_7	eno//rnb//ynbD//dedD//prfA//uup//
GO_0042355_8	epd//efp//ydhJ//lpd//rraB//ymgA//
GO_0042357_5	brnQ//mppA//
GO_0042362_6	recB//
GO_0042364_6	pheP//yegV//proA//atpH//yjhH//nrdG//dgoT//yagE//crfC//osmE//caiD//pta//queC//yibH//hybC//rna//fabH//hdeD//gnd//ptsG//slyD//fryB//mrcA//ycjU//fliG//ytfT//ycfJ//yidR//csiD//rplQ//ulaA//npr//nlpD//nagE//gppA//pabB//gpp//ybiT//artJ//frwD//cmtA//nuoF//dacA//narZ//pspD//dtpA//rpmB//yedF//yjjV//pdxK//cpsG//ygfA//lpxD//glpK//fadA//moeB//
GO_0042365_6	comR//fecA//brnQ//yfdO//
GO_0042371_7	garP//
GO_0042373_6	alsE//
GO_0042398_6	ribA//pgsA//clsA//cysZ//uvrD//rhlB//dapA//yciA//gluQ//fhuC//rluB//fucK//kdsA//srlB//sdhA//livM//tyrA//deoR//trkA//intA//
GO_0042401_7	rutF//nanK//lon//bdcA//dmlA//paaE//gspI//srlA//rplI//trmD//fpr//ygbN//ydeI//cmtB//
GO_0042402_7	tusC//lsrR//msbA//fliA//groS//yejE//treB//rbsC//ydeI//sstT//pyrH//csiD//yciG//
GO_0042413_6	yggX//cusS//hybD//dgcQ//
GO_0042430_5	alaA//rplF//rnhB//kduI//ushA//wzzB//nagZ//potA//kch//aroG//
GO_0042435_6	ispH//ydeE//cobC//paaF//trxC//rstB//lpxK//rsgA//xylA//
GO_0042436_6	arnF//
GO_0042439_5	yajR//
GO_0042440_3	hisS//yfaU//rpsG//nhaA//priC//fimZ//mltB//sapD//ansA//flgH//aroF//evgA//rarA//gcvR//
GO_0042443_5	ais//glcC//
GO_0042445_3	napC//fadJ//rsmC//asd//dinQ//appY//yafO//ynaE//metH//cysI//betB//coaE//garP//patA//
GO_0042446_4	baeR//
GO_0042447_4	umpH//tusB//bglJ//groS//hypF//fklB//nsrR//rsmC//paaA//ybgI//accB//tusA//lptD//
GO_0042450_7	nagD//tdcE//bioF//tldD//wecA//cysB//
GO_0042451_7	nrfE//surE//srlD//satP//ymgC//rfaQ//
GO_0042453_8	kdsB//
GO_0042454_7	mocA//paaE//ridA//bluF//thrA//cnu//maa//kdgK//ascG//acnB//emrY//mreC//
GO_0042455_7	fcl//ydcS//rpmG//ulaC//dmsB//ydeI//tyrB//alsK//aroD//ghxP//ubiC//ptsH//trpD//kefB//fhuC//puuE//mocA//
GO_0042493_4	cbpM//rpsA//tauC//torR//sucC//ydiP//queG//pgsA//corA//yrfG//rutB//ydiK//casE//narX//puuR//recR//yjfP//cdgI//yhiM//ydiZ//mltB//fucP//avtA//hemL//ydiK//ydfD//allC//dmlA//fucP//bcr//rpmJ//hisM//deoA//fadB//ygaV//npr//tabA//dmsB//atpA//accD//rutD//alaA//ftsP//metB//yjjB//trkG//sapC//rffH//frdA//
GO_0042537_5	yihL//uspE//acrF//hinT//arnT//uspE//yidE//fixC//yigB//yjjU//ybiS//ssuC//ybfA//rof//ydiR//eco//secA//ldtA//rffT//htpG//yiiE//cas1//
GO_0042538_6	rpmB//preT//
GO_0042542_5	sodA//tusB//dnaE//yggE//opgD//nirD//frc//fadR//mmuP//hyfA//hxpA//ldtE//proW//csgE//secM//gcl//pepB//folA//
GO_0042545_5	nanA//
GO_0042546_4	yaaY//scpC//pheM//tesB//clpX//appB//mdoG//hyaC//gadC//fadI//
GO_0042558_5	mutL//pgpA//yeaG//bioD2//yohC//aroG//yejA//ispF//zapE//pdxB//dsdC//malQ//ilvE//iscU//waaL//rcdA//preT//paaX//
GO_0042559_6	yjgX//pgaD//pphA//intA//sapB//trkG//glgA//uspF//wzyE//yfgI//glrR//mdtQ//hupA//
GO_0042560_6	gor//mngA//
GO_0042592_4	nrdA//ompN//ymgA//dgcJ//fimA//cspC//eutK//yjbB//fecC//fetA//bioD1//tamB//wecA//kdpE//ade//gudP//yejF//hcaF//ybhS//feaB//yfdK//slt//xanQ//hslU//tusB//ais//ydeI//narJ//cmoM//pspG//glnD//aas//yfcS//gspI//yfhH//btuB//ybiX//ftnA//btuR//ddlB//hcaR//focA//gor//hcaT//ydeT//ogrK//patZ//metC//fabH//yeaK//kdpE//cueO//pgaC//sixA//yeiL//ubiB//eutR//yjiA//sufC//
GO_0042594_4	gatD//ubiG//torI//ydiQ//tamA//hyi//arfA//opgB//hprR//pgrR//nrfF//yqiH//cbpM//potB//norR//hns//pfkA//nadB//yggT//pldB//surE//dnaK//uvrA//flgF//flgJ//lptD//rffG//galK//dsbC//pncB//ymgC//ghrB//frmB//ygaV//rtcR//
GO_0042618_5	yifB//
GO_0042619_6	yhjA//
GO_0042710_4	abgR//ibpA//mazG//recA//hslJ//moaB//gadC//ycbX//dld//galM//yadC//hrsA//higA//yadC//fadI//ibaG//allC//dnaB//insI4//sucB//sufB//yihX//polB//amtB//ppiA//potC//waaL//oppB//ydhQ//entS//elaA//rsmE//bssR//rpsT//ftsP//rlmL//ushA//ompN//aaeB//wzb//dgoK//prmB//trg//uhpC//mrdB//yjeH//torZ//hyaB//miaA//mdfA//hemN//
GO_0042723_5	oxc//ygdG//aslB//ybjX//frwD//frlR//ssuE//leuD//ilvM//purC//oppD//uidA//
GO_0042724_6	pfkB//ftsB//pgpB//citG//dgcF//macB//atpC//btuE//murA//nikB//
GO_0042726_5	arnT//rraB//ydhC//agaB//pdxB//feaB//opgB//eco//
GO_0042727_6	rpsJ//yafC//rep//tyrR//rsgA//hicA//hofP//hemG//
GO_0042732_6	narK//smrA//bglA//uvrB//yeiG//
GO_0042737_5	dcuB//frwC//xanQ//trmI//cmoB//yjjV//waaZ//nrdE//lon//glnE//hpf//prmB//nanT//dcuB//rimI//narY//citX//pstB//def//tsx//qorA//rcsA//cvpA//dgcZ//betB//pflB//nimT//fliK//yadN//slyD//lsrA//phnK//rutB//alsA//yihR//rffT//tufB//syd//fcl//gltK//mdtA//lptG//cynT//hyaA//pyrC//araA//cysB//fhlA//glnS//gadE//degP//xseB//mhpC//proW//ychO//
GO_0042743_5	exbD//mcbA//
GO_0042744_6	ubiD//adeP//
GO_0042759_7	ldrD//treB//
GO_0042773_6	ugpC//
GO_0042777_8	opgB//
GO_0042779_8	ruvB//
GO_0042780_10	dinI//dam//tonB//
GO_0042816_5	rsmH//cas1//speF//pspC//ubiA//codB//sucD//dsbD//ycdX//
GO_0042817_5	psuG//
GO_0042819_6	uvrD//glcA//gntP//rnhB//ygeR//aas//yidQ//glpF//mlaC//
GO_0042822_5	obgE//ttdA//uvrC//cpsB//putP//phnL//yfjV//
GO_0042823_6	ftsW//thiQ//sanA//guaD//sxy//mdfA//mliC//
GO_0042836_5	ybaK//glmS//rutD//ubiE//
GO_0042838_6	citE//treR//yihU//feoC//
GO_0042839_7	ygbN//malE//casB//yijO//yjhH//eno//
GO_0042840_7	ycjR//yidK//gatZ//menD//eno//opgD//
GO_0042843_7	ydcP//rnhB//
GO_0042844_7	ansB//
GO_0042846_8	ybcQ//
GO_0042851_8	hokB//cbrC//ivbL//pstC//
GO_0042852_9	emrB//ugpB//rnc//
GO_0042853_9	gpsA//
GO_0042866_8	pcm//fliG//mtn//ydjK//zur//yciT//rbsD//ugpE//cyoA//arsR//ycjW//pgaA//motA//ulaD//hsdM//hrpA//paaZ//ugpC//
GO_0042867_8	dacB//
GO_0042873_7	fcl//ompG//rpoS//qseC//tnaC//ydiV//spy//
GO_0042882_10	dsdA//gyrA//narU//
GO_0042883_7	dgcZ//motA//pgpB//ftp//rraB//arnE//artM//cptB//
GO_0042884_7	argG//gntU//deoC//casE//hmp//csiD//diaA//
GO_0042885_8	hisS//
GO_0042886_6	ygjH//curA//mntR//guaD//waaO//yfgO//gloB//prs//fruB//agaS//nemA//cbrA//cpxR//ftnA//bsmA//hisD//cueO//gcvA//waaL//pyrD//ybjD//fadH//yadV//rlmC//pgk//mnmG//rhtB//ptsG//pmbA//sbmC//rffM//ygeR//cobS//intF//trpC//yhbY//ppsA//mdtG//rplK//dnaQ//ltaE//yajO//accC//gpsA//glmU//yihT//pheS//greA//moaB//ccmE//deoB//ybjL//opgH//rna//pdxK//etp//narW//bamA//yccS//flgF//radD//hycH//ycbB//malE//cadA//rof//ycfS//ychO//rapZ//atoB//adk//acnB//trmI//cyaA//ampD//fryC//spoT//cpoB//sgcR//csgB//potI//cedA//rpnA//rnhA//yehZ//dgoR//ycjQ//yraK//
GO_0042891_6	glyS//cusB//yfaX//agaV//ynbC//ygiW//ldtA//blr//fumB//sugE//narY//pepB//ptsN//argA//cedA//ydjK//wcaB//ggt//aroB//leuD//insH-5//rplW//rpmJ//uspF//glsA2//ilvI//ycjY//tig//pgl//lipA//ypdI//fmt//
GO_0042906_8	flhA//chbG//lacY//ybiS//
GO_0042908_5	xanQ//ybdR//rapZ//ihfA//ldtC//ompW//bamA//nadC//gabD//ftsP//yeiG//parC//selD//ydjM//ribC//mgtL//
GO_0042914_8	maoP//panC//
GO_0042918_6	cysZ//lipB//selU//rnlB//dinQ//
GO_0042919_6	menD//
GO_0042920_6	garR//
GO_0042928_7	znuA//
GO_0042930_7	gntK//mscK//mhpD//holE//ilvM//rapZ//flgK//yfjV//
GO_0042938_8	mepS//clsA//narG//ydcS//patA//pbpC//mnmC//ydhJ//rimP//argT//cpxP//mhpA//mltC//yfiR//artM//
GO_0042939_8	dnaB//fic//btuE//puuB//paaZ//cydB//livK//rhaD//cas2//hflK//
GO_0042940_7	cusS//adhP//sgcR//bglF//cydB//
GO_0042941_8	moaA//
GO_0042942_6	rdgC//hslO//
GO_0042953_6	sugE//rnlB//ssuE//
GO_0042956_8	yhjC//aslB//hcaE//ahpC//waaB//
GO_0042968_8	ppiD//flhA//satP//
GO_0042981_7	sapB//
GO_0043038_5	fdrA//gpsA//recR//yagE//guaA//rhaB//narW//tyrR//nlpD//ugpA//argT//insB-4//setC//etk//otsB//sfmH//bioD2//yheT//rhoL//gcvR//tig//yfcQ//glnD//folP//ettA//tnaB//
GO_0043039_6	alkA//eutD//trg//osmC//bamB//csiR//poxB//mscK//hemB//pckA//yjjV//mngB//lipB//phnJ//yjgX//gabP//kefF//minD//qseB//yegT//fliG//ybhI//abgA//envY//gabP//
GO_0043041_6	hpf//
GO_0043043_6	yefM//agaB//setB//livK//nrdI//glpG//rbsR//rhlE//hypE//lptG//paaX//ghoT//rbsC//uxaC//metF//epd//napD//htrE//ychH//fdhE//rng//waaP//nusA//ugpB//rsmE//tsf//lpoA//secG//yeeY//iscR//glnK//insI1//ebgR//araD//dfp//cpxP//ihfA//corA//folM//fliM//yeiE//sfmA//yccX//proX//ymfA//hrpA//yhjD//ybcF//epmA//yqhD//prfC//dgoA//btuR//ptsI//feaR//ybiA//hycA//intF//mug//nlpE//nrdG//
GO_0043067_6	yidP//
GO_0043085_5	ttcA//rbsA//rhtB//aaeR//frwD//yraN//cstA//topB//ampD//rsmC//xdhB//dsbA//pabA//narY//ung//cpsB//rsmE//ypdA//yhjG//bamA//umpH//livF//ynbB//
GO_0043086_5	ybbW//cspI//ybiA//ybaK//yjjG//rpe//pfkB//nmpC//yfdC//ompR//pgpA//rnpA//glpR//sodC//tdcB//yaaJ//queA//rhoL//srlE//hisB//paaZ//hemH//yiaN//eutN//rpsP//mrp//
GO_0043087_6	hybF//lacY//waaY//yiaU//
GO_0043090_7	mdtD//lasT//msrP//mltA//caiD//frlA//ybdO//ybiJ//secE//mltC//
GO_0043093_3	sbcD//yjcE//speF//nuoG//ydiB//trpC//yiaO//tusD//cadB//lamB//tsaB//cdh//pdeR//fepD//rlmH//araF//ftsP//
GO_0043094_4	insI4//minE//speD//srmB//fdoH//tesB//yjaA//ykfM//yraK//rpsN//dsbB//srkA//yfcS//ypdB//phnG//rutE//rssB//trpR//hybA//paaF//phoB//zapD//
GO_0043096_6	holA//ygfZ//treF//
GO_0043097_6	garK//ilvN//mhpA//yciH//
GO_0043099_7	rimO//
GO_0043100_6	pgl//
GO_0043101_5	relA//phnL//shiA//ydcS//
GO_0043102_5	tilS//rarA//plsX//recR//
GO_0043103_7	uhpB//
GO_0043111_7	djlC//
GO_0043137_6	manY//rpsQ//
GO_0043150_8	fabI//
GO_0043157_6	eutA//
GO_0043164_6	dtpA//thiL//fimZ//argG//yjjB//metF//pdxK//zntA//
GO_0043165_6	yaaJ//pcnB//gltX//ralR//yghB//pdeD//tatC//truB//poxB//pykF//
