#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	tusA//rsmJ//fixC//lptE//
GO_0033559_6	bamA//
GO_0033567_6	tsaD//
GO_0033585_7	mrdA//gspE//
GO_0033609_8	agp//
GO_0033611_8	ssuC//
GO_0033674_7	rpsH//
GO_0033683_7	fimD//
GO_0033692_6	btuF//mepH//amyA//frvB//mutM//ldrA//queF//slmA//rtcR//envC//tcyN//ychH//waaZ//hyaC//gapC//setB//nlpE//yjbG//plsX//bamB//fhlA//hisQ//amiB//ariR//tolC//fixB//mioC//waaP//sgrR//caiT//rtcB//bglA//cbeA//sapB//yabI//ymgC//aphA//appB//elfA//ycjP//ygbL//cobC//tsgA//proA//gatB//prmA//znuB//
GO_0033865_6	epmB//yphB//ydjK//tpx//ftsZ//mgrB//ulaE//
GO_0033866_7	lysC//ddlB//ftsW//ccmH//
GO_0033875_7	yfcF//fes//bioD2//yphB//opgD//uidA//waaO//
GO_0034030_8	yjjG//nrfA//cheB//cho//
GO_0034032_6	mprA//fryA//hslJ//ulaC//trmJ//xapR//pldB//
GO_0034033_7	cysG//ydfK//hyfC//ygfZ//
GO_0034035_7	coaE//lptF//torZ//
GO_0034059_4	mliC//glpD//
GO_0034192_7	ribE//srlD//waaG//
GO_0034193_7	phoB//
GO_0034194_8	cytR//dtpC//cusR//
GO_0034195_8	glcF//
GO_0034198_6	ubiG//yfdK//gpsA//
GO_0034203_6	dinD//
GO_0034204_5	tamA//arsB//
GO_0034213_6	fepD//
GO_0034214_7	guaA//yjjG//acrZ//yphF//
GO_0034219_6	apt//gapC//citG//rpoA//rnr//yccS//blr//cheZ//aroG//cbrC//nirC//fabG//ydcT//cdsA//rpnD//bdcA//purB//serS//dicA//ssb//aceK//rzpD//hisH//mdtO//paaG//ssuB//acpP//yadM//glgS//pgsA//insE-1//pstB//cmoB//mdtP//arnT//yghU//rluB//wzyE//kdpD//yhjR//rng//nrfD//appY//bcp//pflA//yeaE//yjbB//edd//pdxY//ygiN//ftsN//fixA//ptsI//yfiC//narX//lipA//symE//frlR//ybiS//hupB//hpt//rplA//fruA//satP//ynfK//iscU//miaA//lolC//dsbD//araF//lysR//syd//yphD//ascF//flhE//feaB//cbeA//glgB//sbp//tdcA//yraR//creC//gshA//yihP//sixA//ygfA//allC//rplC//argB//mdtD//ybjG//sfmD//yhjA//mdtI//
GO_0034220_6	yggD//uhpB//rusA//hyaB//lon//yccS//yagE//aroH//ldtA//uvrD//gloA//glmS//metQ//yeiL//yiiE//hyaC//sapF//minC//yidC//marA//fliT//cysP//asd//bioH//rrrD//kefC//yjcS//rffC//araE//cydD//mgtA//dppD//wzc//agaD//yfcP//artM//mnmA//bglA//leuD//hyaD//yceK//recC//cas1//treB//dnaX//rpmB//prfC//aidB//hofM//elfC//fabI//mscL//rclR//yedP//frc//lolC//norR//pfkA//mrdA//pflA//purB//yjcO//glrK//ymgA//dgcZ//phr//yfgO//hyi//yfjV//xthA//yejE//tcyP//tdcF//queA//fadL//cysK//yqcG//asnC//holD//mdtE//qseC//menF//gapC//rlmH//trkH//ydeP//uup//dnaJ//argA//fdoH//lolA//oppF//narW//rpsG//cysM//tcyP//uhpA//pbpC//pgpB//paaK//ybiO//yieH//puuC//dcm//tauB//gdhA//rdgB//rsmE//yqaE//bdcA//rplN//rcdA//zinT//ydhQ//ffh//alr//yagU//ibpA//ubiA//allC//ais//yaaA//katE//yqiG//sgcC//tusD//ycjU//hdhA//trpL//grcA//dacA//holB//tnaB//yjjX//caiF//prmA//phnO//cpxA//proB//wecA//pyrL//tisB//ccmG//ybbY//leuS//nrdF//eptB//alsK//clcB//folX//glrR//menE//clpS//ispU//pcm//nagE//yfiC//mzrA//sgcX//lipB//nadC//opgG//vsr//gmk//yciE//pcm//nrfB//ndk//yicJ//idnK//parE//allR//tesB//cdaR//rpnD//
GO_0034224_6	casE//srkA//
GO_0034227_8	tbpA//rnpA//acrF//ypdB//nudB//fumA//menD//bdm//
GO_0034248_6	nagC//hslV//tsaE//narZ//panZ//torY//sfmF//hemA//htrE//rpiR//dnaT//fhuD//bioP//arnT//fepE//manY//flhD//hdhA//yfgJ//rplS//kduI//yfeD//secY//lpd//ygiV//yiaL//tatD//trg//gltS//phoA//secB//ppx//fimB//recQ//adk//truC//ycjU//hxpB//tehA//ydaV//raiA//
GO_0034249_7	gatA//rspB//ortT//gnsB//argP//preA//ydaN//rihC//nadE//mqsR//ruvC//glpC//ihfA//pth//potD//narL//ahr//hybF//yejF//rsuA//rhoL//tilS//glmU//adiA//polA//
GO_0034250_7	hda//hcaF//cutC//secG//gspF//ttcA//bioB//
GO_0034258_8	pinE//
GO_0034260_5	ybiH//
GO_0034285_6	nimT//
GO_0034286_7	ppiD//
GO_0034288_6	yagE//
GO_0034289_7	tadA//
GO_0034308_5	dctR//pdeD//yedP//dmlR//patZ//rpsQ//ulaF//yahO//mcbR//alpA//insI-1//
GO_0034309_6	wecA//fliT//atoB//
GO_0034310_6	mdoD//pfkB//yajQ//clsB//ybaO//yfiC//
GO_0034311_6	frsA//cra//yojI//
GO_0034312_7	insA-2//ibsB//
GO_0034313_7	cydD//
GO_0034337_3	ydjK//fetA//
GO_0034355_7	rnpA//recT//ydjK//ibsB//
GO_0034401_5	argA//
GO_0034404_5	fabD//rfaC//ttdB//cysS//yeeA//araD//phoP//glsA2//dcyD//hdeB//argP//opgC//rutR//paaG//ttdR//yeaG//alkB//hyfF//glcD//pflC//yqaB//galP//wzyE//sgcX//rcnA//ghoS//ymgC//phoQ//nikA//zntR//potA//yjjB//tig//ratA//ygiN//gcvH//bluF//yneJ//sdiA//pabB//amiC//fdoH//ttdR//uup//eptC//rhlE//sthA//era//insH-6//lysA//
GO_0034414_9	arcC//
GO_0034421_8	yhdX//
GO_0034440_4	tusC//aroK//yidP//ybdZ//pgm//hflX//lnt//msrA//ribA//yfgJ//yphC//lacZ//yejA//murG//coaE//manZ//napD//moeA//yfiR//wcaB//
GO_0034470_8	ychH//cobB//trpR//purU//artI//yjjU//rne//pgi//yijO//ydhQ//yheT//dinI//map//citX//atoC//maeA//yehD//priC//rlpA//nhaA//msrC//ybiJ//thiH//fruB//waaY//ompN//ydeO//chbF//dsdC//ftsZ//rclC//lamB//yaaY//ydfG//dpiA//hrpA//tolQ//rpoE//mntH//pflC//ldtC//yahI//cadB//ybiS//insA-2//citT//lnt//ycaN//yaaY//folD//tolR//holB//xylH//trmJ//argO//rplS//recQ//yihW//hyfC//recT//ygfX//hsdM//yidQ//yqhD//yhbQ//fumB//rne//frvA//ygiV//rhaA//ybfA//emrY//wecC//nfsB//gcvA//yraH//sodA//tsaC//tsf//epmA//asnB//dedD//ydeE//ptsH//yejF//pyrH//yciT//yegV//gntR//fadJ//cadC//pntA//ftsZ//aqpZ//
GO_0034471_9	dkgB//nth//tsaD//ubiX//
GO_0034552_7	rplT//
GO_0034599_5	cobU//scpC//nrdG//recA//add//gutM//lpxL//gntK//ycgV//uof//pgaB//stpA//csiD//ykgF//lptF//csiR//ftsB//lgoD//xseB//cstA//ydfD//gpmM//insB-2//
GO_0034605_5	uspB//waaO//recN//hscC//rplD//dgcZ//yebK//argF//rbn//
GO_0034613_5	insI3//dinI//maa//ppiC//yehX//artM//envZ//msrC//pheS//gsiD//ada//hflK//smpB//pgk//nadC//fliS//fkpA//
GO_0034614_6	malS//ydhC//gapA//dedD//hemF//ulaF//dinD//yedA//tauC//rlmF//emrK//umpH//ymgA//
GO_0034620_6	yfcP//livF//oppF//rpmF//
GO_0034622_6	ppiC//atpH//rcsF//recR//pnp//gpsA//murI//galE//fes//ycgR//cra//csgA//adiA//ddlB//murG//ynbB//selA//treF//ttdA//asnB//rpmA//ymgC//rlmD//tktA//hofC//ydiK//yfhM//efeO//casE//rimL//ydeO//btuE//priC//prfA//yfiE//ydhC//lyxK//rclC//pstA//citX//mreB//
GO_0034627_10	bamD//yehB//ygcR//rimP//yeaG//
GO_0034628_9	lgoT//appB//tdh//nikA//nusG//
GO_0034635_6	yggX//nudC//tmk//msrA//cmoA//mnmE//
GO_0034637_5	fimA//glvB//yjbE//dps//ilvI//uxuB//mdtK//rplD//ghrB//yfiF//ymfA//cytR//glrR//seqA//fepB//ynaE//relA//caiB//yhgH//pgpC//rbsD//paaF//dctA//purR//nimR//rpsO//paoC//glpB//ykfM//insB-2//hofN//ygbI//nirD//kdpE//nuoN//sdhC//hypC//sufD//dgoR//bioB//cspE//frdD//lolA//elfG//pdxY//flgC//yhcH//citX//lapB//hcaE//
GO_0034641_4	spoT//rzpR//hybO//xylR//mnaT//pyrD//nuoB//dcuD//aroK//nadD//dnaE//ycgV//srlB//hflX//ispH//ynaE//ycdY//rpnC//lsrC//aldB//caiB//queE//mazF//tatE//yahK//lapB//rutD//rrrD//yaaA//ycgR//umuC//frwC//murC//adiA//prfA//ybhS//rimJ//cbeA//flgA//ydcO//aidB//fieF//zapC//rlmE//era//cyaA//chbC//ruvB//phnM//ygbN//sspB//scpB//rhaR//cueR//tadA//ldrD//tufB//flgE//kbaZ//phnL//tabA//lpxD//gpr//livM//yidP//cra//narY//pepB//cdsA//tcyN//nagB//paaG//nrdF//yfaU//mepM//dsdC//atoB//pykA//rzpD//ushA//mraZ//asnC//ypdC//pabA//sgcC//priA//csrD//purL//trkA//dxr//ycgV//dgcT//trg//sfsA//rzoD//waaS//ccmH//yfcV//ahr//eptA//cdh//decR//trxC//fliA//ldcA//ybiO//ymfK//pgaC//paaJ//tdcG//yqaB//ydeE//speE//yeeY//yjgX//dgcF//msrA//macA//menC//wzb//envZ//mltC//rffC//dcuR//queD//mukB//evgS//ydhQ//ybhF//fdnH//torD//mutY//gntU//menE//fruB//gltB//tatD//ridA//insI3//fimA//csiR//ykfM//yahD//ulaR//mzrA//eno//putA//pepA//lpxL//hda//rfaG//yohD//malI//pykA//csdA//truC//bamA//melR//uhpB//yhjC//plsB//wzb//nmpC//recD//livG//cysQ//rdgC//pgk//yahI//slyD//sufS//pinQ//degP//purR//rzoD//yibA//trpGD//ftsH//garD//lpxL//nhaA//ynfE//sixA//caiD//mioC//yqeF//dsbG//cobU//cobC//ymgF//hrpA//yqeA//yfeX//yfcR//gadW//lptC//glpR//livK//tusD//cspI//cheA//yfaV//norW//yijO//napA//lptG//rffG//mscM//yidA//mdtM//lldD//entE//mepM//birA//citC//yjcE//bdcR//mscK//ibpB//feoB//mepS//bdm//rpsQ//fcl//infC//metC//sgcB//kbp//pspA//dcuR//fsr//pdxJ//rfe//yqcG//crfC//ppk//ydaV//artQ//wcaC//fucP//purL//ybiI//ybaO//hisQ//yceD//pta//murB//torY//eco//pdhR//kduD//ydeI//uof//pheA//folC//kbaZ//gapC//fbp//serS//mreD//ldhA//hxpA//sugE//fucO//appA//frlR//arnE//flgA//ycaN//ypdB//xthA//ytfR//tnaB//alkA//waaZ//mtfA//motA//hscC//narU//dnaN//frdA//phnO//hokB//nrfE//mntR//norV//cydB//lptD//yqgB//yhdH//fixB//ddpX//gntT//thiP//degQ//aceA//codA//rpoS//ybaL//hyi//paaB//yaaU//csiR//ydiP//ghoT//secF//alpA//dcuC//hxpA//dadA//rpsR//aphA//ghoS//nhaB//slmA//corA//rplW//rplN//cysN//dgt//marR//manX//treA//garR//cysM//hycI//xylR//rpmB//htpG//asnS//arfA//spoT//puuB//yefM//sfmD//trmJ//avtA//blc//ydcI//mltF//ykgF//ansA//ibsA//rutF//mmuM//osmE//ydiK//yjjG//leuC//fucK//aceF//ilvD//sbmA//yjjX//ydiV//nikB//sgcR//tus//metF//ddlB//atpG//aroA//dppC//ugd//pgi//yjcE//lysS//fucI//yobA//dtpD//mdtP//insF-1//mlaB//srkA//nuoF//potF//bioB//cusC//dcyD//nadB//thiQ//mlaC//mngB//cpxP//proS//nagA//yadI//yheT//ftsN//hybO//polA//lptF//ackA//lysU//yfgO//metI//ilvM//yciV//ybgI//fhuC//xylB//hha//cycA//rhaA//phoE//minE//uacT//hpf//rpoD//phoU//kefC//yheT//secA//sgbE//miaA//insA-2//ribD//entS//sgcX//cobS//hdfR//trkH//tynA//cedA//hipB//tnaA//sufD//mrdA//cheY//baeS//rplT//tcyL//fimG//nadE//yejB//rclB//manA//nth//ygaV//aaeB//ecpR//narK//frlR//fimZ//rnd//hyaA//ribF//murR//envR//tauB//rlmE//purN//slyD//asnB//dld//glgA//rffH//barA//kdpF//sixA//atpB//bioA//yeiG//arnF//yegV//murQ//araG//ybaQ//ygaZ//argB//yfbU//ybcJ//tcyL//ybiH//zapC//plaP//nikE//torD//rne//gcvR//lpxK//yhbO//lnt//ybiA//tauD//ttdT//cusB//nuoG//eno//wecC//cmoA//pgaD//tufB//dnaA//yiiE//yqgF//plsB//speG//ubiF//thiH//sufD//surE//hypC//queF//ttdT//corA//appC//secF//tatA//ygeX//gutM//tsaB//fimZ//elfD//ygeA//dcd//bglF//dusC//proX//bioP//glpC//agaC//ssuB//flgC//cusR//sohB//epmC//rpsD//dnaE//yhfK//uhpA//ispF//ratA//yejA//efeO//csgE//mltB//erfK//murQ//preT//garP//yidE//yjgX//livK//tehA//phnP//ansB//eutR//yjiM//mutY//aes//rluB//rsmD//insH-6//tusC//moaA//gsiD//yagU//paaB//queE//yciT//ihfB//mppA//hxpB//csdA//ygiN//yfaL//plsC//xylB//yjfP//rpmJ//infC//cpxA//rlmG//yddA//rpsR//ulaD//argI//hemC//ugpA//lapB//yqeA//nanS//fdnI//dcuC//pgaC//yihO//hofO//mobA//ilvI//uspG//cspE//nanR//dapD//yghO//dapD//cadA//hisC//moaA//gatD//recJ//kdpA//cynS//queD//yafC//kbp//ghxQ//mtnN//glnQ//galP//eco//nusG//sutR//thrS//fadH//dnaC//acpS//rpsH//lolD//yeeJ//dmsA//pdxY//thiI//arnB//yebK//ppx//ybjL//yadC//mtn//ybdM//yggN//ygcO//pncB//recA//hflK//envC//frsA//gldA//ftsW//pgi//asnB//feoA//yhhZ//agaR//cvpA//hokE//zinT//tauD//pgm//ssb//ydhQ//rclB//zntR//era//ydfH//infC//codA//yidA//yeeL//yidP//atoB//dhaR//mhpC//rpmG//dhaL//rbsB//sgcA//ubiB//trpA//ravA//flhA//carA//yqaA//dps//kdgK//mutM//holD//panZ//purL//insI4//wecC//tag//nadK//rapA//lysS//bcsQ//apaH//narV//ydiR//dinJ//ndk//pgl//rimP//glgP//mmuM//ldtD//rluC//mocA//yhjR//yccA//yfbS//rpsI//sapA//hypF//gyrA//higB//ybjL//hisF//smpB//ppiC//waaO//ldcA//recT//bacA//hscA//rluC//yjhC//acrF//pck//ymfA//hycI//yfjV//uxaB//trkH//bdcR//caiE//dacC//fbaA//flhD//yhgF//rcsB//caiD//creB//csrD//rbsD//ldrA//bhsA//yjhH//gsiD//marR//rph//rimM//secG//cydD//arnE//aspC//mnmG//yhcD//ldtD//lolE//panF//ycgB//cspI//sixA//glpC//ynfH//nrdD//cbl//panZ//thiG//mlaB//ycbB//glcF//rpsR//ompT//gutM//scpC//yagF//ycbU//ilvB//paaK//cspA//gadW//cutC//glsB//phnJ//ybjC//adhP//gyrA//sapB//pdxA//katG//yafC//hypT//rbsA//napD//mltB//rarD//gcvT//proP//fimZ//ypjD//csgA//yfjV//rpsO//ygeW//ygiN//mprA//gudD//hha//evgS//ydeE//waaA//ybdH//intS//polB//kdpA//bdcA//yagU//ldrD//gmhB//phoA//sgcB//mtgA//hypA//
GO_0034644_7	dapD//yihW//
GO_0034645_5	pgi//mgsA//dsbA//ymjB//pagP//rpnB//uup//rzoR//pntB//pth//livJ//emrE//csgA//mdtG//ycbX//ycfJ//dgt//tusA//hupB//rfbC//secB//ygcW//rplK//tabA//glgC//rpiA//rlmC//carB//eptA//kdsD//mgrB//rhaS//yfeW//rpoA//alr//yigB//potE//artM//treB//lgoT//phr//gloC//ydbK//yihL//acrF//ppx//essD//fruB//rnb//glsA1//yadN//rrrD//nadK//rpsP//atoB//proW//lipA//fucI//araF//yagE//mog//fliM//rusA//casA//aroF//fliD//srlE//ygfA//mgtL//gabD//allS//hypE//artM//ade//yrbG//pdeL//sgcA//gudD//menE//frwC//pspG//amyA//yfiE//rhlE//yciV//mdh//kdgT//amiA//tmcA//ynbC//tynA//mdtN//fabR//nirB//rplC//birA//ftsI//galU//ilvE//cutC//fepG//yjbG//lacY//ydfH//clpX//zitB//creB//yddL//gdhA//oxc//thiQ//ribF//csgG//betA//rlmJ//putA//uvrD//mfd//amiD//yfcA//yehC//bluF//ligA//essD//yhdX//murJ//malX//cysE//bfr//ycjD//pyrF//lon//rspB//atpD//yqjI//yeaD//fliZ//kefB//emrK//yhaV//sdhB//pgpA//feaB//lolB//ydcT//hycB//gloB//msrP//pinQ//pth//yaiV//zipA//cyoC//pdeR//ybfE//flgF//intS//mutT//purF//lsrG//ycfH//fimC//grxD//ompF//lpxM//rzpD//rcsD//cusF//cheY//yidD//mlaF//znuA//rbsA//mlaF//nagK//rcsC//cysD//pinR//aldA//creB//mrdA//xerC//appA//qorA//dgoD//accA//sbp//fixB//ydhJ//flhA//citT//mtlA//hpf//dcm//prc//yjgX//nudF//dgoA//nemR//yjiX//rfaE//moaB//yehZ//dsbA//gyrA//flgA//clsB//ydcS//mdtL//trkH//rfbB//uspE//priB//uxaC//zntR//ftsB//hisG//ibsC//dsbB//yqiI//glyA//trpS//mreD//yoeB//syd//cheA//iaaA//waaL//cysQ//nrdB//nadB//trpD//mreD//tomB//mngA//cynS//trpC//elfC//narX//comR//yahO//rsmD//hicA//spy//rfaD//treR//asnA//mtr//phoE//hmp//topB//aroA//crcB//kgtP//fepB//hcaD//hcaD//pmbA//nemA//tauB//fadB//potC//recT//erpA//mprA//plsC//hycB//prpR//gadW//fhuC//ompN//cirA//ybcM//rseP//clpX//yidA//hflX//cpoB//fhuC//agaR//thiP//mfd//afuC//ycaO//lptC//rbbA//fhlA//cbtA//yqeG//uspB//syd//ihfA//ibsA//yecS//dcuR//ssuC//metC//iscA//dsdX//hemN//ybhI//lyxK//fepA//hybO//
GO_0034654_5	gppA//betT//ygaH//caiE//yhbQ//sanA//nlpE//zinT//cysZ//nrdI//rseC//glsA2//nei//hemD//yiaM//dnaX//dsdC//astC//yraK//soxS//nagZ//atpB//feoA//dut//tadA//nth//recG//yajR//dtd//recC//ybdN//nrdI//glnP//ascB//rarA//kdpB//mtn//yrbG//pldB//potC//ygfZ//ygeX//yghB//znuB//btuE//srmB//eutB//gltX//ispF//scpB//ypdC//cmoM//rutA//sugE//narK//yjhB//glcB//gltS//cas2//tadA//asnB//ubiC//mdtE//znuC//ygiS//ubiC//iraP//nanE//trmL//katE//glgS//cbrA//recF//polA//rplJ//higA//dgoR//rnc//araD//yhbY//ymgC//mak//hisB//murP//cysZ//fabG//tusA//yagF//ybdH//rplS//rffM//cysE//raiA//ydiP//pabA//parE//recB//csiR//slt//yneL//eptB//rplI//sapB//cydB//lptG//yiaU//sdhD//rplP//yahB//rutA//prpD//tas//ilvD//mhpR//srlD//lysP//uxaC//dctR//glxK//ccmD//ubiF//gcl//yhaV//nfuA//iscX//tyrB//epmC//pcnB//hfq//yneE//mnmA//ypjD//yedX//pdeL//gyrB//selD//hxpB//ybiJ//fimF//arnB//casD//dgcF//acnA//yciG//yneJ//yagI//yehP//ppk//fruA//cydB//tusA//gshB//yjiA//menA//yjiQ//galR//rfaH//menE//cspD//tadA//dgcJ//ybjX//folD//parE//narX//hicA//iscR//pheM//hyaA//luxS//ymjB//ykgO//dgoT//dicA//queF//phoU//apaH//mdtC//aslB//araG//shiA//rpsA//yidA//sdhD//bsmA//ssuB//thiL//rusA//wza//ghoS//uspE//asnS//rluF//yccA//hypF//sanA//insH-5//lsrB//tomB//asmA//nuoB//ynbC//rhtA//oppB//serS//radD//ygeV//ribE//nhaA//yibT//pldB//pyrE//dicB//ynbD//ygiS//yehD//cspG//fumA//rpmC//ybcF//ftsI//phnI//lptF//astC//ghxQ//cobB//gldA//fadH//dppD//zapA//intZ//arnF//nsrR//ubiX//pinR//mgtL//rbsK//fiu//speA//ygdG//alsB//glgB//frmB//ubiA//agaS//ampD//yegV//rsmE//yicJ//yiiD//speB//arnA//uhpT//maoP//envC//rraA//trpB//appB//puuP//
GO_0034655_5	fre//panD//ygaV//alaA//ascB//lepA//ssb//kdpA//cpdB//metL//ydiB//cheW//uspE//sgrR//sapC//cspB//ytfE//tnaA//yfaL//cptB//yaaY//zipA//narY//ybiS//abgA//cydD//glk//eutD//dsdA//rhaS//yafO//fixB//arcC//ampE//ygjH//mepS//glxR//kdsA//yqjA//cmoB//yjhG//cydD//lpxD//dgoD//sapB//ynjD//rhsD//ttcA//fucO//ppiC//rimI//glcB//sspA//ortT//rcnA//rluC//evgS//melR//crcB//leuC//ydcZ//trg//ssuB//cirA//epd//rbsK//cydA//tauD//map//yagJ//proS//puuR//ugpE//
GO_0034656_5	yiaU//cnu//fucK//yddG//oppC//nadC//insI-2//dhaM//fdoG//gcvA//purN//sfmF//cusB//
GO_0034660_7	zapD//trkA//nikD//nhaR//uxuR//yfaE//gsiD//galS//ubiG//tktB//dgcN//pntB//cydB//bcp//zraS//nagZ//nanK//yaaJ//ttdR//aceF//nfuA//mdtO//mppA//citX//hemF//gntP//cas1//lexA//diaA//radA//ybcC//satP//ykgM//cfa//phnM//iaaA//gpt//pepD//rfe//feoC//frdC//lysP//yaaU//mak//pstB//clpS//hflX//amiD//prmA//frr//shiA//fucP//hprR//entB//pstB//uxuB//tgt//dxr//zapA//speF//minE//nrfD//fpr//sdhD//ubiF//yjiQ//mntH//sgcR//aroB//mocA//ynbB//secE//ompT//yihP//araG//cutA//nrfB//waaC//rpmE//flgC//ftsI//metR//rssA//ulaG//cdsA//ompF//ybiY//mntH//csdE//rnhA//ynbC//waaP//tabA//yebQ//matP//gpt//trpS//ydiV//hofM//ompT//nuoI//murI//rpnC//ygbL//atpA//ypdF//mdtN//rfaB//cdaR//diaA//tsgA//proC//ypdB//dsdA//recR//fucP//ybgP//ompT//rhtC//nepI//rpsG//cbeA//
GO_0034661_7	ftsL//yobF//fumA//ihfB//
GO_0034755_9	cysU//tldD//mrdB//yehW//
GO_0034762_6	uxuA//hipA//pppA//livF//yfaV//cspG//rlmA//tatC//
GO_0034763_6	ddpA//ydeP//
GO_0034764_6	adiY//rihA//
GO_0034765_7	nadD//panB//rpsK//iraP//yihL//recF//arnE//
GO_0034766_7	nagB//
GO_0034767_7	rusA//glpC//
GO_0034775_7	ybeF//bdcR//ynhG//rbbA//yajD//
GO_0034983_9	yfcU//cdsA//
GO_0035235_6	metL//folX//ynfF//intE//
GO_0035303_8	rpmF//yghW//ccmG//kbaY//tusA//
GO_0035304_8	zraR//
GO_0035306_9	ilvE//
GO_0035307_9	thrL//
GO_0035335_8	rbsD//yiiD//narJ//
GO_0035344_8	dnaN//atpC//
GO_0035350_6	glpF//
GO_0035383_4	lysP//marA//phnO//tmcA//leuE//tsf//pykA//arcC//
GO_0035384_5	ydeT//thrA//
GO_0035429_8	rpsD//dicB//cysD//yebS//phnG//sgcX//
GO_0035433_7	ykfM//yoaB//
GO_0035434_9	ydaN//ltaE//basS//xylE//ldtD//
GO_0035435_9	menD//uvrC//argF//chpB//exuR//paaG//tnaB//trkA//oppC//
GO_0035442_7	gapC//cvrA//fcl//gloC//lhr//wzyE//spy//yddG//uxuB//glcB//yfcS//
GO_0035443_7	yfhH//creC//gcl//ubiG//ykgA//nadE//lamB//nanT//
GO_0035444_9	yfeR//kdgK//yefM//yjaA//ubiH//rihC//glk//
GO_0035461_6	yhjD//gatZ//asnB//menA//murB//yhaC//yhjC//ybiS//fliK//dhaL//
GO_0035510_7	mtlD//fdnI//narQ//degP//ybhF//
GO_0035511_5	ybeF//
GO_0035513_5	atpE//
GO_0035524_8	pdxB//
GO_0035552_6	tbpA//
GO_0035553_6	rpoD//
GO_0035556_4	hcaR//ypdA//rsmD//rffG//zntR//purB//afuC//fliK//rhtA//yhcD//livK//rplT//emrD//hprR//kdpB//uspG//flgJ//yahO//tsaD//yahD//hscB//aphA//ynfF//hyaD//nupX//torD//moaE//tnaC//rbn//lolD//mntP//kdsA//argG//ibpA//rsmC//csgB//minD//rbsC//yhbQ//hpt//dgcZ//flhC//lysA//yidQ//msrC//mntH//
GO_0035600_8	thrS//
GO_0035601_7	nikC//mngR//hflK//
GO_0035672_6	atpE//appC//sgrT//yjiM//flgG//ndk//hisF//cycA//pinR//nrdA//ddlA//leuS//sucB//mhpB//paaH//rof//ybdG//frdC//nlpI//glrR//
GO_0035690_5	lysR//edd//yciE//waaY//gudD//ghoT//ompA//emrK//dcp//entD//degP//
GO_0035725_9	hypF//rsmI//gloC//bioB//sgcR//ybaK//blr//
GO_0035784_9	nrdR//
GO_0035821_4	rpsN//yfcS//mscM//minE//fliZ//
GO_0035864_6	alsC//
GO_0035873_8	yfgI//waaO//
GO_0035890_5	lpxC//pyrE//rnt//eco//
GO_0035891_6	frlB//ydaC//entD//ung//
GO_0035966_4	rlmA//pliG//nei//dgt//yqeA//pyrC//rpsM//
GO_0035967_5	gppA//yghU//ygeW//mglA//gloB//
GO_0035999_5	eutR//arcA//adk//iscR//
GO_0036001_7	lpp//
GO_0036046_8	aroA//
GO_0036047_9	fliZ//
GO_0036048_8	ybdR//
GO_0036049_9	glpR//
GO_0036088_6	srkA//
GO_0036103_6	yedF//ssuC//
GO_0036104_6	ptsP//rpsT//
GO_0036172_6	ycfH//
GO_0036211_5	ygjK//livF//mraY//gfcE//pspC//agaW//rcnB//fimE//proB//prfC//serC//dinD//frdA//yihO//yahN//rhaS//rpmH//erfK//nrdG//ogrK//entS//infC//aroK//chbR//yadK//cecR//alsA//dapB//hrpA//hicA//sbcB//fis//sseA//rfaQ//thiL//stpA//ptsG//yggT//dgcM//lptB//ibsA//ybhI//prc//yphD//bssS//rcdA//sgbU//bglF//ilvN//rssA//ddlB//ilvM//fetB//yfbS//zraS//lpxL//puuD//nhaA//yahD//rpmB//hyaA//nudG//ycdX//gadE//cpdA//cytR//tatB//yggE//secG//bamA//folX//greB//rplQ//rhaM//rpsQ//yghB//fadI//mglB//rsmJ//trpB//creC//accD//mepS//potG//kefB//mscL//metG//nrdG//slmA//trxC//talB//dpiA//ybeY//valS//yedA//gph//glpT//eptC//yibT//ybiI//mltB//folE//sppA//qorA//cycA//pgrR//arcB//lyxK//lspA//ydfK//murA//gatB//zraR//gldA//yccX//srlD//gadE//dgcE//thrS//nagA//ykgF//yehY//ybfE//cysU//recR//mlaD//elfA//ampD//uvrA//yiaT//msrB//ftsX//paaF//yfcP//hisB//rmuC//csiR//alaS//macB//ppk//pyrH//azoR//
GO_0036214_3	orn//
GO_0036265_6	csdA//mdtQ//ycjY//lnt//
GO_0036289_9	pinQ//hybE//
GO_0036293_5	atpC//ytfR//yhjD//
GO_0036294_6	atpH//yidL//livH//
GO_0036388_7	uidC//
GO_0036447_5	fmt//fimI//ygcR//
GO_0036448_6	rplB//yahO//nlpA//
GO_0036460_5	dsbC//tpx//tmcA//dinG//moaC//argT//
GO_0036506_5	rsmG//
GO_0036525_7	phoQ//
GO_0038083_9	araB//glgS//yfiE//minE//yajR//
GO_0039633_6	narY//dcd//yaaJ//tyrB//
GO_0040008_4	arcC//hycI//yfcQ//ccmH//gstB//phnP//mdtF//fucI//hisP//chaC//
GO_0040012_4	ycdY//cdaR//cysZ//xylA//atpE//rpnB//waaY//actP//ydfH//mltG//glcF//pyrC//yhjG//hdeA//
GO_0040013_5	garR//ymgF//yeeJ//hflC//pdxY//cho//speA//
GO_0040033_9	sppA//
