#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	lpxL//coaA//bioD1//fdnG//
GO_0043171_5	bglA//nhaA//ygbM//msrB//xylE//fadJ//casA//rbsC//cmtA//
GO_0043173_5	yqjI//recO//ccmA//cmtB//mrdB//arcC//mltC//msrB//
GO_0043174_5	cra//allB//bamA//yiaM//ttdA//ptsG//
GO_0043200_5	ybhJ//endA//recN//moeB//fucK//agaB//degP//yhdW//
GO_0043201_6	yegV//
GO_0043207_4	waaQ//murG//frlB//zitB//pbpC//metL//glgC//wzzB//yabI//rfbB//rplM//yoaA//cycA//rbsR//
GO_0043213_7	hybO//idnD//prpR//entF//surE//cobU//yhhY//dnaG//
GO_0043242_7	pabB//hrpA//uxuR//
GO_0043243_7	sixA//
GO_0043244_6	ydiK//fkpB//yfhH//ybdN//hemD//deoB//yciA//garL//acnA//efp//crr//csgD//rutD//yafC//uvrC//zapA//mfd//yfiF//alsB//ybgP//
GO_0043254_5	ugd//yhbQ//mepA//proX//dcuD//ispA//narX//mmuP//ybhI//csiR//mepM//nrdD//ycjQ//ftnA//potC//ruvC//ydfK//fliT//prfB//yjcE//rcnR//lgoR//fdoI//eutN//ndk//
GO_0043255_6	rbbA//yihW//rsmC//
GO_0043269_6	relE//frdC//sucC//mocA//rbsB//fadI//ygcW//
GO_0043270_6	sbp//malG//
GO_0043271_6	lpp//
GO_0043335_3	nanC//gltP//yahF//srlD//
GO_0043392_6	ycdX//
GO_0043393_5	mdtJ//
GO_0043412_5	cheA//ytfE//oxc//ydaC//ebgR//tcyP//yibA//betA//pdxB//uvrA//putP//mqsA//nuoL//gatY//pstA//alsE//dkgA//allC//garK//arnA//rbfA//aer//trmJ//yebG//tauB//lsrG//yiaN//asd//yjjU//rsmI//fhuB//feaR//mdtD//kefC//cyoD//dtpA//gcvR//tdh//sgcC//atpF//torZ//cusF//rhaD//kbp//yciF//murA//dcuD//eutN//rbbA//csrA//ydiK//cyoE//rbn//potB//frwB//bglJ//yafC//yeiE//hemB//deoB//ymjB//bipA//ybdZ//elfD//lpxP//radD//blc//glnS//yafE//manX//cpdB//yfhM//hdhA//guaD//yeeO//ybeY//rclC//dadA//yphB//trg//araG//cdd//clcA//atpA//pntA//ybcL//dut//tas//prpR//eutA//yehB//yajQ//tatD//ulaD//fimZ//ymfK//yjbB//yjjV//gspE//rplA//psuT//phnG//yqcC//yehY//ynfK//fdhF//mutS//yciV//talB//gsiD//tdh//dacD//lldR//cmoM//nrfF//secE//mhpC//mutH//ybdH//patD//mdlB//yohC//asnA//acpH//fryB//ybjL//artJ//rplW//trxC//wzb//dhaM//tktB//yphC//der//plaP//cmoM//cbeA//yqiJ//sgcB//ydcM//xylR//btuD//flgM//accC//bioP//yiiE//proS//glsA//sdhE//zntA//ycjP//ydcM//rcnR//curA//ddlA//eptC//asnS//insI3//ygjH//hupB//rcdA//chbF//yohD//symE//folP//gstA//lolD//uof//rimJ//relA//ribA//casB//ynfL//def//malP//cmtA//ibsB//ubiJ//abgA//rutR//actP//degQ//potC//yqiG//bioF//kefF//ldhA//fur//nikC//yhbQ//rsmH//greB//mscL//yidK//betB//mdtG//citG//rsgA//ycgR//entH//nmpC//creC//ygeA//pdeD//yeiE//mglA//yidK//rpiR//atpH//atoB//mazG//rplL//maoP//sfmH//nupX//yihS//fliD//hypD//greA//yphB//abgR//mcbA//mlaB//fnr//allC//yjcE//yidR//arsC//ygcW//hemD//fliS//yiaB//
GO_0043413_4	ybiT//
GO_0043414_4	nikB//mraY//abgT//rpsP//dgt//agaA//kefG//dmlA//frmB//ymfK//trmD//ybcQ//opgE//surA//infB//rpsS//gltL//ybhG//rna//cspI//sdhB//mngB//murI//pgaA//dgcF//arnF//dapB//iscR//ybiJ//eutB//mdlA//dsbG//ymgA//aaeR//nuoM//hemH//purL//ibsC//mglC//sdhA//ydiQ//murE//malQ//eno//araF//lpxB//aroL//yabI//ffh//ycfH//ybbN//acrB//
GO_0043433_5	bluR//cadC//ribB//mreB//aas//yeaK//
GO_0043436_5	dnaG//kdsA//aslB//mgsA//zapD//hisC//rarA//pepA//fpr//msbA//ftsY//yciT//plsX//livJ//dgcN//xylF//cysG//trmO//yjjW//gadC//paaD//ivbL//greB//ypjD//ymfK//nrdF//yidE//rne//dgoT//ygfI//ymgA//otsA//yigL//fumB//pabC//atpC//ftsB//yafS//glyS//iclR//gcvT//nanK//xapR//hdeB//yfaU//focA//yeiL//yjhP//mdaB//ydiV//iscU//elfD//glmU//nlpD//glyS//iscS//elaD//rluB//appY//ompR//thyA//guaB//rplN//glgB//fucA//ybbW//folM//hipA//metB//yhdW//sfsB//apaH//rfaE//xylB//phoQ//aslB//gabP//norR//bioD//sufC//bioA//artP//accC//dgcQ//yfgJ//atpG//ade//mreB//puuE//fpr//sufC//yehB//rraB//mioC//nimT//yciA//yibH//ybiJ//cadC//rpsO//cyoE//nikB//hokE//uhpT//spoT//rlmG//hdeA//lasT//treB//rutC//qseB//yehT//corA//argE//agaA//lpxK//lgoD//rlmL//dctA//ribC//polA//rapA//yagG//glpD//helD//rhlE//hisS//arnA//hdhA//dcuB//rusA//exuR//moaB//rfaQ//yjhI//fis//ycjD//clsA//ddlB//asnB//sgcA//sfmF//yajL//rutA//rfbX//yhbY//kdpC//yoeB//yfdG//bglB//yiaA//malZ//sgcX//metB//kbp//clpX//thrS//nanT//gltK//yfaE//zapB//hofN//pflA//cycA//ydfH//pspC//treA//yejB//ruvC//yihL//tcyJ//leuA//dinG//acnA//fumA//narL//livM//ybhJ//kdpC//yobF//yjeH//rzoR//ghoS//degQ//lysC//nuoB//nhaR//rzpD//yidD//iscR//nac//fsr//idnO//nirC//mhpC//yijO//phnI//rutF//ybcJ//bfr//fepD//yfbU//rdgB//rhmD//yjhP//yneE//fepD//yebG//trkH//yihU//rpsA//glcD//aspC//csgD//leuO//thiE//mhpR//frlA//gloC//malE//yebQ//glrR//glnL//eamA//rplP//tsaC//ompC//ariR//mcrA//yccX//yjjG//frdB//ybcQ//dsdC//rpsM//yahK//tisB//minC//rpsN//lrhA//metG//ynfK//hofQ//cobT//putA//marA//ydjJ//ybcF//rffH//pbpG//ptrA//ansA//caiT//ribC//yfeR//gpmM//rsgA//csdE//gloB//ybcJ//gcvP//murC//yneE//ynbC//sgbH//speB//suhB//ftp//yrfG//flgM//ybcQ//degQ//paaD//pspD//casC//dsbG//betA//fabA//yagI//fdnH//hflX//csrD//mtnN//ilvM//priB//sgcA//yaiV//ampG//fumB//ompR//hscA//erfK//nfsB//mlaF//casE//yahD//ubiC//yigB//insA-2//ypdC//purB//ispU//gcd//rplO//yajQ//yjfF//ackA//ydeM//ygaV//frdA//uspE//xisR//ycjR//rho//yjiQ//moaB//trmO//yghG//rutF//ytfR//tcyJ//cmoA//eutR//ariR//rbsA//gntT//nagK//mgsA//lldR//rraB//fabZ//kdgT//wzb//arcB//lldR//bioF//qorA//yedF//hyi//mmuP//dtd//cmk//cheW//cptB//radD//cdaR//msbA//ftsK//polB//ymjB//ftp//tusB//yqeF//guaC//elaB//rnd//araD//lasT//secG//pitA//narG//mutY//aroE//ybcL//arfA//syd//cyoB//abgB//tehA//rutF//sufD//msrC//secA//cspG//fadL//hofO//abpA//arnA//nadK//aroL//glnL//mdtM//nudC//menD//fabB//cstA//nimT//fabI//ompT//insI1//yafN//yjbH//aspA//parC//bamA//ybcL//yfaU//epmC//ycbB//insI-1//nrdH//ssb//pdeR//phoU//narI//hisG//maoP//cirA//hemH//gltK//nadD//ulaC//gdhA//rclC//solA//mdoG//cca//panE//yiaU//tdcE//valS//glcF//cobB//hflC//waaA//ribA//pcm//cpdB//moeB//pepN//ibsC//gutM//hslV//ubiE//galF//ssuC//malF//yciG//pgaA//scpC//ybgI//mhpC//yidH//umuC//fumB//yadG//hslO//rhtA//
GO_0043438_6	tusB//
GO_0043442_6	hsdR//
GO_0043455_5	glnB//garK//patZ//csgB//
GO_0043456_6	uvrD//
GO_0043462_6	mdtQ//gmd//mutH//yjbE//dapA//aer//
GO_0043467_6	frwC//nagA//
GO_0043470_6	cysK//flgC//insI-2//waaS//
GO_0043471_6	secE//acpP//ydaV//
GO_0043484_7	gspF//
GO_0043487_4	tehB//murE//frmB//nagD//mhpD//leuE//
GO_0043488_5	phnH//hinT//yjiX//lpxT//yehC//
GO_0043489_5	mscS//
GO_0043543_7	yeaV//ygeA//accA//icd//ccmE//mrcB//yfbV//hupB//cusA//yahO//tusC//truC//fpr//
GO_0043545_5	miaB//soxR//pspG//znuB//rsfS//cbrC//sufE//rclB//afuB//ycjQ//rlmB//
GO_0043547_7	yhcF//sdhA//pabC//
GO_0043549_6	yfaE//rodZ//
GO_0043555_5	yggE//eutD//
GO_0043562_6	gatZ//mmuP//
GO_0043570_6	patZ//ccmD//yebK//
GO_0043571_7	btuF//bioD2//nfuA//
GO_0043603_5	sgcB//yqgF//chbB//ydcO//ogrK//torY//yeeJ//ulaG//hemA//modA//glnD//tdcG//gabP//insI-2//soxR//insF-1//frlA//pgi//yhgF//fumC//ybhG//yiaL//trpR//lasT//ccmH//yneJ//flgH//gntU//dicB//nhaR//manZ//napC//pldB//hcaT//zapB//ydjJ//paaX//pbpG//greA//gcl//carB//nikC//yiiD//panF//yehA//ydfK//yjbF//mdfA//yobF//tyrB//amtB//tcdA//der//yfcU//clsC//nanE//parE//ugpA//ybjN//trpS//tusC//sthA//yhaM//hda//tyrR//rplO//bglF//pgpC//rapZ//radD//sgcE//kduI//sbmC//cbrA//fliG//yciE//tsaC//poxB//rnb//ihfA//tusD//rsgA//casB//ydiP//malE//matP//fixA//ydiF//aer//phnN//cobB//lyxK//folC//maoP//hexR//yehD//cpxP//eco//deoA//sgrR//hisD//araA//yjjQ//argC//nrdE//ybcJ//polB//lolE//acpS//metQ//fepD//hypD//gcvH//nikD//comR//yjbF//garP//ldcA//truA//erpA//yehP//malG//psuG//acrR//ybjL//hrsA//yadG//
GO_0043604_6	puuB//dpiB//dosP//stpA//artI//narX//yjaZ//glnE//tktB//entE//ybdZ//pinE//oppA//wcaB//ftsI//yjcE//fbp//glpD//mak//tig//yeaE//ychF//fadK//surE//rhtB//rpsL//hcaF//gadE//yagI//lpxM//yaiW//rutF//hinT//rutF//rayT//xerC//priB//ilvM//tmcA//hycI//rrrD//ygiS//rpsR//basS//fepA//pcnB//acpS//narP//gcvH//hycI//aer//mtn//frwC//gsiB//dnaJ//yiaJ//queD//dgoR//nfuA//borD//cmtA//ispA//frwB//ldtC//gsiC//pyrL//yqcC//tolC//patD//dnaC//panB//ykfM//osmE//bglA//bioA//kduD//flgF//pth//rpmG//chpS//aes//cysQ//rffM//hisM//mutY//marR//ygjR//fimB//csiD//ydeO//hycB//fieF//phnL//deoB//dhaL//chpB//mug//yegV//hofQ//
GO_0043605_6	ygiW//ycjW//rnhB//ggt//recR//
GO_0043610_4	osmC//
GO_0043624_6	yacG//yhaJ//bamC//rlmH//rplJ//lysA//blc//
GO_0043628_9	hicA//ynfL//tar//
GO_0043631_7	nemR//avtA//
GO_0043647_5	ybhG//shiA//
GO_0043648_7	eamB//xylE//tufA//hybF//phnH//rplL//msrA//ygbL//ompG//yneE//chbB//clpX//nudC//greB//yjbF//mepH//yeeA//rpsH//ubiI//alsB//agaD//actP//mhpR//hybD//serC//yjjI//ompF//aspC//astC//uxuA//zapD//folM//ulaD//yfeW//flhA//aaeA//glyS//mnmE//speB//ydjJ//rpoA//ftsZ//ettA//pdxH//amiB//dsdA//aroK//ribE//bipA//mdtQ//yehT//rbsA//pgi//ppiA//hemG//ttdB//hofO//menF//ybeY//ibsE//tus//prmA//pykF//yehC//rsmH//flgG//fepG//citC//nanT//norR//aceF//yhcD//kdsC//yacG//
GO_0043649_7	garP//ribE//mtn//melA//rlmH//acs//yobA//ycjQ//caiE//pcnB//ybeQ//
GO_0043650_7	yjtD//ymfK//csgG//dppF//hpt//xapR//mtgA//ybaE//pgrR//tyrA//ytfT//uraA//glcC//ftsQ//atpD//rfaG//erfK//atpE//mgrB//trpR//tnaC//aldB//rffH//xseA//avtA//arcB//ompC//
GO_0043686_7	oppA//
GO_0043687_7	ackA//yjjU//cutC//ibaG//speG//proW//csgE//
GO_0043708_5	thrS//narU//dicB//ycjU//iap//rbsB//aroK//ampD//asnA//sutR//ssuE//nrdA//yddL//secE//treB//
GO_0043709_6	surE//yfbS//lolE//modB//trmO//waaP//rplT//ptrA//osmY//
GO_0043711_5	ygiN//entH//yieH//mtlA//prfA//dcuD//cyoA//araD//uvrY//tomB//eco//ybiS//fkpB//lptE//malY//rsmE//gyrB//rlmA//lolA//fimB//kdpB//
GO_0043900_4	ydcO//yijO//fetB//aceA//paaZ//ppiD//pgm//hypE//sdaA//ytfE//gsiC//yfhM//wzyE//
GO_0043901_5	uup//bioD1//ynfF//pdxK//
GO_0043902_5	corA//intQ//
GO_0043933_4	rlpA//arnA//xylG//bioH//argP//nuoE//abgB//soxS//yfhH//yadK//dedD//ytfP//tgt//elfG//yqjA//rutE//tauA//yqaA//htrE//glgA//potB//fixC//yeaD//flhD//csrA//coaA//dut//rnt//phoA//priA//fucP//proB//cusB//polB//ftnB//glpB//mlaF//yebK//yiaU//idnO//ynaI//fadR//yggT//dusC//rhtA//hdeA//coaA//rnt//rraB//yebK//mmuP//surE//lrp//cobC//speA//gabD//maoP//crcB//rpsB//yagF//ydcI//treC//kdsA//minD//hisI//yhdZ//suhB//arfA//hcaD//mgtL//dam//rplQ//yiaO//dbpA//pdxK//add//sfsA//rpsR//hyfF//adiC//rdgC//eutD//yggN//nrdG//ghrB//gltB//fhuB//fepC//envR//surA//nusG//lpoB//polB//panB//yigL//roxA//sgcA//araC//yfaU//xylB//
GO_0043952_7	mliC//pspA//plsB//zraR//feoC//
GO_0043953_7	nmpC//rihC//phoR//elaB//
GO_0044003_5	flgH//rbsR//cysQ//idnT//
GO_0044004_6	csrA//argG//glnH//chiP//
GO_0044010_5	wzzB//astB//yajO//rpmA//ybhP//ygeA//ftsI//flgD//lgoD//fliM//yjfF//ygeV//ydcS//gpmA//nuoG//cheW//murB//lhr//adeQ//cpsB//cysB//frlA//glxR//yiaB//yfcG//xdhB//adk//tsgA//cadC//araA//
GO_0044011_4	hisB//yebS//tolC//gmhB//mdtP//deaD//era//fkpA//
GO_0044036_5	iscR//yeaD//metL//mdtF//narP//aldA//menA//trmA//oppB//cdh//uhpC//nlpA//tldD//nirC//gcvA//metI//appA//cydA//guaB//gspI//dnaC//shoB//yhhZ//glcC//yefM//cyoC//queD//sfmD//atoS//yfbS//yegT//fmt//rnlB//rsmG//ompR//dsdA//gmd//mntR//ybfE//bamC//rplJ//tbpA//rna//melR//ugpE//ccmE//yfiC//
GO_0044038_6	gutM//glnK//tmk//truA//rclC//rlmF//yedX//prlC//yahK//ubiX//yidH//mutS//ispU//ugpB//lgoD//flhD//yaiP//sbmA//exuR//yiaA//cpsG//ubiG//bdm//menA//ybiS//paaD//lpp//ompR//yajR//pdxY//rbsA//nadE//truB//hofN//ulaE//waaA//epd//dcuC//rstB//rsmE//mdtJ//azoR//rfaQ//
GO_0044042_6	acs//iscS//glnB//xerC//yphC//prfA//fabA//helD//osmC//glvC//bluF//dcuA//bolA//topB//araH//ppiA//atpB//glnK//roxA//curA//slmA//
GO_0044070_7	pgaB//yiaJ//mdh//ilvD//
GO_0044085_3	exbD//patA//rssB//fimG//ycjR//argI//prfB//dtpB//yehZ//hemB//flgG//treB//ftsY//yehC//hcaF//fryA//yebQ//lptF//sucC//
GO_0044087_4	fhuD//norR//arsB//bisC//glnL//gatZ//rutA//ydjK//oppC//yeeA//yjjQ//copA//coaA//ygbI//hofC//tusA//glpX//tolQ//ypdI//ygeW//dpiA//cbeA//ybiA//nlpI//garR//rpsQ//frc//tsf//garD//ftp//hcaB//yebZ//potD//yccA//
GO_0044089_5	yedF//carA//hrsA//appY//ghoS//pgpA//ybhP//setC//argD//nupC//narU//folX//ubiH//
GO_0044092_4	rbfA//fkpB//yqaB//yjfF//nagC//ybjI//ubiE//astB//appA//tldD//rplQ//yjhI//dxs//prmB//rseP//fruB//proW//ygaZ//hyfF//cof//rluA//phnH//thiD//zur//aas//bcp//cheA//hcaT//napB//mgsA//mprA//ydjE//atpC//iraM//prmA//smpB//
GO_0044093_4	mprA//ybaT//yahK//ybhJ//melB//citT//dicB//umuC//hcaC//narP//flgD//rnlB//tgt//bglJ//metR//ychH//hisM//rnr//mrcB//cyoD//ygeV//ribC//ybgP//atoS//glnH//ydeI//tisB//
GO_0044106_5	ymjB//ydeO//mrr//radA//infB//lipA//csrA//ygiN//ycgR//citT//fdhE//fliM//galS//ubiF//rpoS//minE//ascG//gspF//ybfE//mprA//ftsP//rclC//rarA//paaF//relA//yciE//malP//
GO_0044179_5	dapF//
GO_0044208_7	tatB//
