#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	aldB//asnA//glpA//lacY//
GO_0040033_9	exbD//
GO_0042026_4	ygcO//glgC//hipA//xylR//dgcZ//evgS//dgcQ//lysU//citT//
GO_0042040_7	rclB//
GO_0042044_5	lldD//
GO_0042126_5	yqcC//bfr//pgpC//nanR//
GO_0042128_5	nlpA//ygiV//
GO_0042133_4	yghU//nadC//thiD//xylG//creB//ilvH//nupX//elaD//nrfA//rpmA//ycbX//cysK//casA//hcaD//yhiM//yqaA//
GO_0042135_5	yahF//nrfE//ynjD//fhuF//plsC//ydjE//rcsB//ybdN//araF//hypC//umuC//mmuP//metG//
GO_0042136_5	lacY//fhuD//
GO_0042150_7	pstC//ftsP//radA//
GO_0042157_5	menI//basR//cycA//nadC//
GO_0042158_6	ychH//holD//ybdM//
GO_0042168_4	ruvA//fepE//rihB//bcp//macA//znuA//avtA//pepD//ydiF//
GO_0042176_6	thiQ//fliS//mglC//fimI//
GO_0042177_7	csgD//aroB//ulaG//
GO_0042178_5	galK//ychO//blc//yagJ//fliM//yiaT//osmE//fhuB//rhlB//tdcB//cydB//allC//bssS//skp//tehB//gatD//bacA//deoC//rplD//
GO_0042180_4	dgcM//clsB//leuD//ykgM//ycdX//mhpA//zupT//flgM//arsR//ilvE//ybcJ//yiiE//ybiW//pyrH//yiaU//gspE//msbA//kdsB//tdcR//rutR//cvrA//lolB//gsiA//murF//oppA//katG//cadB//sapA//ybhP//yciT//pflB//yceO//wzyE//rlmM//insE-1//fliG//ybhG//rfaH//waaY//rpsO//xylG//lsrG//ulaG//yajO//hycI//ibsA//ycjQ//ykgO//rpsM//tolC//uvrC//yfbV//yhhT//metC//gltX//hisS//recG//rfbC//yeeJ//
GO_0042181_5	wzzE//prmC//alsA//npr//pth//yjhB//frdA//mraZ//pdeD//ybjC//ccmG//yraH//fucK//potA//mdtE//holC//dut//rpmC//mdlB//mutH//yjiM//yihO//pspG//hisC//
GO_0042182_5	cheW//insI1//phnC//torD//cueO//pbpG//yhdJ//ybbY//acrD//tusE//nagA//aceB//folP//mntS//thrA//yajL//prlC//agaC//fliM//fryA//yajQ//frlR//htpX//blc//lsrD//hcaB//hrsA//proW//dsbC//
GO_0042219_6	yjiR//clpS//bioD//yciE//yghO//
GO_0042221_3	dicA//sixA//csgD//fic//tnaA//gltX//ynfH//ybhF//ribA//gpt//dppD//atpE//leuC//dkgA//accA//rcdA//casD//yeeL//pbpG//dinG//gatZ//yebQ//abgA//cmtA//poxB//bioD1//birA//cptB//ldrD//bglF//ynfF//epmB//etk//cheW//yghW//fdoH//recB//gstB//ybjD//lgt//amiD//rutB//yfbS//aroH//livG//bamD//tig//hupB//hcaR//phnN//argF//clsA//ybdN//cheB//yiaJ//purB//ycjD//rihA//nrfC//mdtM//rlmJ//yfcS//yagI//dpiA//yghU//dbpA//marR//rrrQ//sufC//yfdO//rplT//yhiM//hicB//holC//ilvB//ypdB//ytfT//trkH//hdeB//rlmH//ulaE//araA//yeaV//tnaC//nuoB//yqaB//fumB//ynfK//yiaU//rhaR//purF//sgcR//yejF//pntB//dsbB//tamB//nirD//fimE//fruA//frvR//btuD//rusA//cheA//proV//ycbX//hypE//srlR//ygjH//lptA//ycfJ//nikD//glmM//ygbI//ibsA//gmd//yjjX//ftsW//lsrC//citT//yfdG//narK//ygdG//livF//bamD//dcyD//uxuA//csgD//frlR//ompC//mrp//mdlA//yehP//ddpA//rpmH//aphA//hyfC//rcsD//tatD//cusS//lepA//gcvT//hypC//potG//ybaT//ptsP//yahF//yhgF//modB//tgt//sfmD//livM//ccmG//degQ//bglA//prfC//topAI//trg//ycgV//greB//mhpC//alsC//argB//aaeR//basR//yidR//rhaS//gltL//qseC//potG//ldrA//ackA//garL//lapB//rrrQ//sdhA//prs//degS//fliS//clpS//metL//yqjA//pspF//ftsL//otsA//yggW//malZ//dgt//cytR//yciG//proX//tauB//ydjE//ompF//acrB//feaR//barA//agaA//paaF//fliG//uspG//prpB//alaA//sanA//yjjU//ddpA//araA//phoA//pheA//iclR//fepD//yjjQ//sohB//ldrB//trpD//galR//ypjD//ydjL//adiC//hemE//glsB//yfbU//hycA//nadA//ulaC//nudG//frlA//thrL//ghxP//rfbB//nuoI//ynbD//tauB//yiaF//nudG//mdtI//
GO_0042245_7	lasT//etp//yaiP//
GO_0042254_5	mlaB//miaA//prmA//kilR//dnaJ//hipB//cysG//
GO_0042255_6	pgaA//aaeR//
GO_0042274_5	hokE//yhjD//lpoB//rhlE//
GO_0042278_6	yjiR//waaZ//kdsB//wzyE//rhaB//yahK//melA//ydbK//tdcA//gudX//ydcS//cutA//argA//recT//serA//rluA//yahO//murF//
GO_0042304_7	nuoB//mntR//ybhR//
GO_0042325_8	ydiF//yciT//
GO_0042327_9	ypdF//
GO_0042330_3	yejA//waaU//aqpZ//fimE//ulaR//nagA//glnS//rhsD//sfmA//glnL//mlaF//sdaC//orn//aroF//ymgC//mltB//
GO_0042350_6	yhjA//
GO_0042351_7	cheB//
GO_0042354_7	gpp//ybiS//cirA//hpf//ypdC//ybcC//
GO_0042355_8	yeaE//xapR//accD//ypdF//deoR//idnT//
GO_0042357_5	mepA//arcB//
GO_0042362_6	ycjW//
GO_0042364_6	fimI//moaD//ilvE//sufE//allS//glgS//aaeA//gpmM//yjbH//glcB//nadE//kdsD//phoP//ccmC//rlmA//fimI//pgi//yiaO//glpX//ybhR//cbpM//prpR//ybdR//yhhT//fucI//yjeH//tabA//dcp//ygbN//betA//rpoS//artI//rutG//btuR//yfgJ//rimI//cutA//xseB//hisD//moaB//iap//yghU//sfmH//yfeR//hdhA//ydjE//csgB//malI//rhmD//rluA//rhtA//mdaB//sfmA//fliK//frlR//lsrR//
GO_0042365_6	tamB//scpB//yijO//rfbC//
GO_0042371_7	arnB//
GO_0042373_6	sbcC//
GO_0042398_6	fucI//guaC//folE//tauC//lepB//ulaG//rstB//nadA//lsrK//lpxC//yfcF//yqaB//crl//tadA//yiaN//osmY//ygfI//yieL//appY//pepD//
GO_0042401_7	yabI//pyrF//sfmD//aroA//evgS//frmB//lysU//agaI//lysS//argH//hinT//nrfB//frwB//yjjQ//
GO_0042402_7	epmA//sucD//pyrG//pabC//solA//valS//kup//flgB//purA//spy//sucC//hokB//ydgA//
GO_0042413_6	yidE//gpt//purB//yhbY//
GO_0042430_5	bioB//ftsB//yjjX//essD//ybiJ//fnr//pgpA//ybaQ//prpD//dinJ//
GO_0042435_6	yibA//cdgI//cnu//crr//mukB//rpnC//sapA//efeO//wcaJ//
GO_0042436_6	wza//
GO_0042439_5	yddA//
GO_0042440_3	torC//elfD//pck//purL//entC//rppH//pstS//ydjM//waaO//psd//yciV//rarA//mqsR//elbB//
GO_0042443_5	hemE//rlmH//
GO_0042445_3	ybcL//cusF//yhfS//yhjR//atpA//prpR//ybjN//xerD//ascB//lpxL//dgcM//yfgJ//ribA//zraR//
GO_0042446_4	frr//
GO_0042447_4	pheP//uvrB//xseA//mdaB//ynhG//ihfB//rhaR//msrP//phnL//trpGD//mglB//mlaB//livJ//
GO_0042450_7	ibpB//yiiD//nagA//rluF//agaW//feoB//
GO_0042451_7	yaiW//znuB//csgE//ybiJ//zwf//birA//
GO_0042453_8	kdpE//
GO_0042454_7	potH//dadA//ymjB//rpsK//insB-4//secF//polB//cyoD//glpD//livF//yebK//aroK//
GO_0042455_7	rcnA//argI//argR//tyrS//prmA//mreC//rnd//mnmC//paaE//adk//srlD//dcuB//hemC//feoC//nrdF//mdaB//fumB//
GO_0042493_4	gltK//yjjG//gloB//araF//pheS//ompG//glrR//plaP//rppH//gntT//ydfH//ratA//rcsD//copA//leuE//rsmI//rsmH//rcsC//yaiW//yddA//livH//rzpD//yebC//gcvR//glsA1//eutD//rhaB//treA//hybE//fkpA//wecE//dacC//maoP//roxA//tdcC//hofO//aer//uidC//phnC//rlmB//ynbD//araB//yfgJ//caiE//sapB//panF//dgcJ//uspC//hpt//
GO_0042537_5	csiD//acrZ//recC//xthA//cadB//nikB//ybiY//cysG//recG//ydcR//fetA//ybjI//xylR//opgC//yiaF//hcaB//rpsQ//dcuR//nlpA//htpG//agaW//trmA//
GO_0042538_6	yihX//curA//
GO_0042542_5	yojI//iaaA//prs//glyS//ugpA//ampD//mzrA//edd//ybhA//yrbG//pabB//hslU//yadG//gpt//tar//tcyJ//yfeX//soxS//
GO_0042545_5	xylG//
GO_0042546_4	emrB//lnt//chbG//speC//ynbD//bhsA//fhuD//dgcJ//cysM//yhjV//
GO_0042558_5	menD//lysP//tas//tusB//envY//purU//scpB//bioH//rseC//amiD//panC//mtgA//betB//pfkB//sodC//lgoD//ftsK//csiD//
GO_0042559_6	ubiD//ybhS//mtlA//ytfQ//gloC//lnt//bglB//ldrA//uxaA//emrB//ruvB//yieL//rdgC//
GO_0042560_6	nadB//ygbI//
GO_0042592_4	kdpA//yjbB//glgX//rlmG//gadB//waaB//ymgC//cueR//codB//minD//malP//atpH//fliD//fliD//ybcC//yejA//clcB//lplT//glgB//ampD//crl//fadH//ymfA//kdpA//mdtM//fdnH//ybaT//tcdA//hcaC//nmpC//ydhK//waaG//yeeO//orn//ivy//abgB//yhaV//fdrA//satP//paaZ//intE//ydhJ//clpP//recQ//rpsD//waaU//dtpA//atoB//dgcN//rpe//yddL//lpxD//rsuA//frdA//dsbD//dadA//leuE//ybhG//yibF//
GO_0042594_4	nusG//ybiI//elyC//fdnI//fumA//gldA//icd//moeA//yghO//fabZ//rfaH//thiM//ybjD//symE//uhpA//rfbD//eco//ghxQ//sxy//ydfG//glnH//fabG//metH//glnB//appY//mdfA//prlF//fadR//mutH//alsB//ddpX//gadX//menB//ais//pgaC//
GO_0042618_5	pgaA//
GO_0042619_6	fixA//
GO_0042710_4	wrbA//moaA//def//ynaI//btuR//rhlE//yfcR//yiaT//pyrB//sgcC//yjjW//bcsQ//chaA//preT//rpoH//sdaC//nirC//pgpA//cbl//aaeR//potI//mdtA//pdeF//ccmE//rsgA//gstA//dcuD//nagA//ygbM//queF//cysS//yebK//cpsG//deoR//epmB//rlmN//gpmA//treR//glgS//uvrD//gltX//rplQ//mdtC//murC//lgoD//yciF//queA//phoE//gsiB//yhbY//hdeA//
GO_0042723_5	dhaK//topAI//mngA//rfaE//aceB//nanE//gsiB//pagP//kilR//yjbE//araF//yegS//
GO_0042724_6	intQ//lpxC//elfA//rraB//ydeP//araH//mlaD//dppF//afuB//paaK//
GO_0042726_5	gcvA//srlD//dusB//yjtD//fruB//rng//ubiE//yihR//
GO_0042727_6	yciV//trpGD//mcbA//fimD//tatC//purN//yggT//araA//
GO_0042732_6	lsrK//puuC//edd//topAI//adk//
GO_0042737_5	tsaC//tpiA//mukB//rhaS//dgcZ//ghoS//nmpC//menB//glcC//ydiZ//yahO//kduI//rsmF//yobA//glpA//feoC//mlaF//citG//lptF//thiQ//dapF//lacY//pdxH//pheT//lpxC//ybjX//pyrL//cyoD//yjiX//ynbC//cysK//ypjD//fcl//yjjU//aceF//priB//yieL//tamB//ralR//sgbU//gmd//pheM//yiaM//yfcA//galK//aroC//fimI//dnaE//gntP//cdsA//ybaT//aroA//yajL//pykF//hrpA//
GO_0042743_5	sutR//fabA//
GO_0042744_6	yegT//cobB//
GO_0042759_7	treC//dcuB//
GO_0042773_6	umuD//
GO_0042777_8	fimI//
GO_0042779_8	yjeI//
GO_0042780_10	dusB//dgcE//yggD//
GO_0042816_5	sgbE//yiiM//dctA//cynS//rpmF//ybeY//ada//yiaN//trpC//
GO_0042817_5	eutD//
GO_0042819_6	gabT//kbaZ//glgP//agaD//rcnA//cutC//nfo//nuoF//rutA//
GO_0042822_5	lrhA//uvrY//dmsB//degP//yjhB//frlA//narP//
GO_0042823_6	cobU//pgi//rclA//ddlB//nrdB//frlC//groL//
GO_0042836_5	exoX//selU//nrdI//lptD//
GO_0042838_6	ydiO//zur//galT//fadL//
GO_0042839_7	emrY//djlC//icd//fepB//yhjD//erfK//
GO_0042840_7	frdA//melB//yahN//garR//fimH//pdxJ//
GO_0042843_7	cra//rfaD//
GO_0042844_7	hscB//
GO_0042846_8	dinJ//
GO_0042851_8	betA//abpA//appC//yhjA//
GO_0042852_9	hybA//panZ//dinD//
GO_0042853_9	sodB//
GO_0042866_8	rnb//aaeR//ydjM//atoS//manA//murA//kdsD//pspC//katG//lplA//fadJ//secE//tsgA//allS//yghO//speG//cobT//hflD//
GO_0042867_8	chbG//
GO_0042873_7	puuE//yejF//dtd//yegS//trpR//yciK//fur//
GO_0042882_10	ompT//ybaE//fucO//
GO_0042883_7	ydcS//purD//trkA//nadB//nrdH//bamA//sufS//dcd//
GO_0042884_7	ttdB//yjhB//ybaT//ompA//ybdR//yfiR//yihU//
GO_0042885_8	umpH//
GO_0042886_6	fryC//opgD//queD//ydbD//recT//ghoS//yigB//mntP//glnB//ynfK//yajD//dnaX//yjcS//rihA//shiA//caiD//bamC//ybgP//fliD//htpG//yidH//cmoB//gsiA//xerD//ykgO//pdxY//ymdB//yajO//atpE//ade//ydiQ//zapD//casB//lpp//gltP//miaA//psuT//aslB//mazF//rffG//rpsJ//sdaC//hisB//yidR//ymdB//uxaC//ydjH//umuD//cysH//pepD//ybbW//idnT//hyaA//ydiK//sfsB//yeiL//srkA//nlpE//prpB//rplT//ybiW//yieK//deoA//trpA//rcsB//ldtB//radD//nudB//xseB//rutG//rlmD//ppsA//rph//ubiE//ftp//bssS//zapC//yedX//rplJ//yqgB//rzpR//tsaC//hchA//speA//tadA//oppA//ttcA//ydgA//
GO_0042891_6	zraR//yfbR//yebG//rhaA//ubiJ//yijO//mngA//chpB//mukB//eutK//sugE//rfaQ//bioD2//yhaM//uhpB//yceK//gloC//wbbK//fucP//ybjG//fimD//idi//nirD//tsaD//mscM//murF//kefG//gpt//yhjX//yfdS//sanA//tcyN//
GO_0042906_8	cysA//prmC//tusA//cadA//
GO_0042908_5	ihfB//ldrA//pspA//patZ//speE//ypdC//intS//ydhQ//ompL//yiaT//mipA//ftsL//hypC//tatB//mscL//ibsC//
GO_0042914_8	recC//nimR//
GO_0042918_6	glnE//acs//fryC//cmtB//fadE//
GO_0042919_6	holC//
GO_0042920_6	ssuA//
GO_0042928_7	bamC//
GO_0042930_7	tmcA//yqiH//ghoT//sfmA//ydeM//bglF//zitB//opgB//
GO_0042938_8	entH//bglB//tcdA//rclR//pspF//ispB//carB//nhaR//tusA//phr//truD//trmI//dapB//aspA//sutR//
GO_0042939_8	nanT//pdeK//idnD//eptA//htrE//yidH//ppiC//aroK//sdaA//tbpA//
GO_0042940_7	sucB//nlpE//fklB//intS//yggT//
GO_0042941_8	elfG//
GO_0042942_6	cysA//ptsP//
GO_0042953_6	shiA//cysQ//nmpC//
GO_0042956_8	otsA//otsB//zraS//narI//prlF//
GO_0042968_8	hisF//yhcF//cytR//
GO_0042981_7	ygjH//
GO_0043038_5	dicC//dfp//kdsD//phoQ//fau//yjjG//pck//ybiH//mtfA//sucD//yjhC//ilvC//amiA//uxuB//rpsP//ytfE//stpA//ypdB//thrL//metC//fdoH//mprA//iraP//mhpR//ygfI//glpK//
GO_0043039_6	flgE//ybhS//mtfA//mipA//dcuB//dusC//ssuD//ttdT//waaO//cheY//ptsN//rplL//yjjV//mtlD//fepA//elfD//ilvA//livH//topA//lptE//murR//ybiS//relE//rcdA//ydiP//
GO_0043041_6	thiC//
GO_0043043_6	pstA//glgA//rutA//hda//gspI//yidZ//fieF//ycjD//rpiR//gstB//dgcF//nirB//marA//mutT//sfmC//gapA//ycfS//iscX//secA//cyoB//lolB//surE//adeQ//pgsA//narV//nikD//recJ//dinQ//dmlR//glpB//uspG//kdpB//gltS//rpsQ//hisP//sutR//tatB//yciG//ada//yeeY//prmB//pinR//mtr//ilvM//hycH//mnmC//hyi//fadH//dcuS//rpnA//hypC//ynfL//pcnB//prpC//cysB//yjiY//ivy//sucB//idi//thiD//pabC//
GO_0043067_6	ftsZ//
GO_0043085_5	cyaA//yghO//rlmL//yjcS//yfbU//psuT//umuC//livH//ldrA//rnt//ygaZ//ykgF//pgaB//ycdX//ibpB//ansA//mug//umuC//pdeF//casE//manA//pdxH//mutH//
GO_0043086_5	rluA//lysO//gntP//yaiV//fimG//yehC//phnN//xseB//hofC//recA//alaC//hemB//tyrB//leuD//paaC//dkgA//tktA//waaC//tynA//queC//yfeO//cydC//fimA//dacB//arnE//rnr//
GO_0043087_6	ynfH//yihW//fecB//insH-5//
GO_0043090_7	mtlA//yfaV//ompA//ydbK//iscA//bioF//fruK//ebgA//insI3//rplM//
GO_0043093_3	elfC//nanC//livG//priB//waaZ//sapC//ftsY//cydC//rimJ//nadK//astC//frr//yibA//cdaR//insH-6//tyrS//cyoC//
GO_0043094_4	ribF//fbp//appY//metI//dgcQ//ppsR//ydjM//mhpC//surE//secF//ytfE//cheW//mdtJ//pyrD//yfgJ//asnS//ais//aaeB//cyoA//flgG//wcaC//oxyR//
GO_0043096_6	yfjR//yfbU//gloC//
GO_0043097_6	rffG//ptrA//dapB//cysW//
GO_0043099_7	yeeJ//
GO_0043100_6	rpsT//
GO_0043101_5	fecA//arcB//nlpA//sfmC//
GO_0043102_5	lptC//acpT//cas3//ycaO//
GO_0043103_7	ybiX//
GO_0043111_7	zipA//
GO_0043137_6	avtA//ybjG//
GO_0043150_8	narJ//
GO_0043157_6	narP//
GO_0043164_6	narQ//yicJ//exuT//galF//yciV//yidK//insH-6//trpB//
GO_0043165_6	gabD//dgoD//guaA//fucI//ivbL//trmA//lsrC//yadV//dgoR//arfA//
GO_0043170_4	napD//recE//csdE//potG//hofO//crcB//ykfI//cdd//rplX//metN//yjjG//rplD//livK//glcF//wecB//hisD//ytfQ//pspG//sstT//yiaA//moaB//hslJ//ndk//hchA//paaG//gltL//ybaE//yggF//ribA//add//yqjI//mak//ybbN//hsdR//greA//ynfL//shiA//rpnC//infC//rfaD//rlmC//ppiD//livH//ydeP//uup//rutC//dppC//ybiJ//queG//fnr//nrdE//nusG//dmsB//tehB//mlc//tap//yeaE//moaA//yqiJ//ttdA//eutD//ppsA//yebC//hda//ynbD//acrB//ftsN//arfA//cyaA//hcaB//metR//lgoR//yqeA//ydcZ//pflB//slmA//ykgM//sohB//mqsR//mdtK//secB//lptA//fepE//sgcA//yjjU//emrE//frwD//hslV//metB//soxS//dosP//gcl//alsA//yhfK//ycbU//glnA//yiiD//dnaJ//menA//rluF//mioC//puuE//potC//tamA//fimZ//ycdY//btuB//prpR//folE//ycgB//dtpB//yghW//deaD//cmoM//holE//ilvI//rne//aroD//fliT//sdaA//uvrC//mpaA//ssuA//lpxK//ftsB//corA//mltC//yraJ//gsiA//fhuD//yfiR//ybiI//puuC//serS//speG//rpsS//ompW//bglA//hprR//aslB//ydhQ//aaeR//viaA//rpsT//ymfK//ispG//hybG//ttdR//exoX//ldtE//yhaO//panE//ycjR//roxA//cspD//alsC//elfD//ftsP//insK//fliL//secB//aceA//nrfA//mltG//prlC//sixA//lacY//tdcA//rsmI//murP//minC//deoR//hisI//rimO//flgH//nagC//mdtB//ybiJ//emrB//apaH//cpsB//metI//rffH//fumA//ppsR//sgcE//yehX//dicA//ybcQ//hybO//tar//glpK//yghO//lipA//gcvT//wbbK//topAI//mdtK//rcdA//ybjD//gdhA//glnD//sspA//caiB//oppC//gpp//yhjV//pdxB//yhjA//ynaI//ydiP//aidB//fabZ//yehP//higA//treB//tisB//fimE//dgt//yaiV//galK//serS//flhD//bluF//ynaI//rof//icd//uspF//tpiA//bepA//tatE//fadE//adhP//fadB//malE//rplN//btuC//malI//wcaJ//pck//tdcB//yfbU//ffh//yfaX//srlB//malZ//lysP//hofO//cpdA//ulaA//dacA//trmA//katE//rcsF//fabA//hcaE//wzzB//cyoB//ygiN//rfaG//fliD//hisQ//chbC//ubiH//rplM//lexA//pepB//udp//sad//araG//lpxM//recD//speG//rzpD//setA//pepA//amyA//ldhA//sgbU//dcuA//thyA//yedL//ftsQ//iraM//narH//glgX//hcaB//mcrA//ycfS//ycdX//mppA//tas//ubiI//cdsA//ybaO//ygeW//ydcP//rpsE//sugE//rbfA//yiaN//elbB//cspI//proC//wzzB//ykgM//mcrA//uspC//tdcB//nhaR//marA//fdnH//ytfR//ulaA//livF//secE//frwC//uxuR//bsmA//dctR//nrdR//dppF//yodD//mnaT//yajO//yqiG//ycjP//narY//pgpB//rraA//uup//tusD//rpsE//kdsB//hypD//envZ//cnu//elfD//ytfE//murQ//lsrD//slyD//speB//dacA//ybjN//ais//yjbE//hemE//hipA//cysB//malG//hyfR//htpG//scpC//sgcC//rssB//yihS//rlpA//dcuD//yedA//ybiH//cyoD//nlpD//yhbS//lpxB//glpB//hisB//mrcA//fabG//cas2//aer//rrrQ//casD//lpxP//pgaC//erpA//glsA1//tdh//ulaR//lrhA//kefG//rpsK//dhaM//ptsN//radA//pbpC//dapB//gabD//acnB//gutM//ndh//sdhE//ilvD//yhaJ//ansB//garL//opgG//ycgV//rpnD//ydgA//yahI//nfi//lysR//folE//rhaT//dpiB//paaJ//cbrC//rapA//ascG//pdxH//oppA//yehC//hofM//manY//sdhE//panD//ilvC//yihO//yqcG//yahB//prs//yihV//torI//allB//rluE//cueO//eco//ynfH//pheS//rfe//ygcO//nhaA//fadK//ydcO//truA//dcm//prs//ftsX//ygjR//ebgA//yidA//acpP//metH//ybdG//yfbS//ubiC//zupT//lysP//nanC//dnaX//waaC//preA//lipB//ybiV//yhhY//melB//rraB//lptE//ilvE//ygeV//hxpB//trkH//purD//yjiX//cptB//rplB//ttdB//ygaV//mrp//yedX//paaF//xylA//elfA//ssuA//rfaE//ftsK//fliG//rzpD//nudF//caiB//cheY//yihR//yoeE//ispU//cbl//udk//crl//phnK//dauA//fepE//acpH//yegD//mutH//hda//degQ//galP//betA//nemR//dnaT//ispF//nepI//thiP//cynX//menD//appC//thiP//opgG//nlpI//argH//nikD//ybhD//ygaH//ykgA//nsrR//yggD//ubiE//yfcP//yfaV//chiP//tpx//pdxA//yjjW//rof//nirB//betB//nac//fepD//sfmA//tar//gadA//potA//exbB//glnL//pck//fliD//artP//ibaG//guaB//fadR//basS//yecS//nikR//cmoM//thrA//yehX//rlmH//alsB//gatD//mltA//rplQ//ligB//gspI//astB//ampD//yieL//fepB//miaB//mmuP//dtpB//pntB//yebC//nagB//dgoA//mrdA//dinG//citC//elaD//ung//yafC//cspI//ydiB//argG//qseB//ascG//yabI//waaA//queE//pyrC//aceF//iscU//ycjP//yccA//glpT//queG//fepE//yhjB//iap//dhaR//puuA//intQ//rbsD//ybgI//groL//ttdB//lipB//zntA//narU//yjfF//orn//rhtC//pepB//yaiV//dgcT//cdaR//ulaR//waaL//rpsI//yhfS//dsdA//betT//hemH//prs//hybF//frvR//pflC//prpC//hybA//csgB//argG//yahB//aslB//ydfK//ddpX//ygiV//cbtA//ppiA//icd//hokE//frdA//yoeE//rplL//purB//yfcQ//yhbX//nth//ydcI//allB//araC//dcm//yafQ//norR//glrK//parE//yqcC//creC//afuB//bhsA//thiD//cspA//nuoB//fetA//fieF//cysM//hisD//pfkB//decR//ibsE//mtlA//ygfZ//fliM//barA//frdD//speG//acpH//rpsN//nrfG//bisC//ycbU//alsE//lsrD//yqiJ//ygfI//valS//mscM//yejF//yojI//trmB//ynfF//hslV//glnD//amiB//mgtA//mnmE//lpxM//rimI//degP//dsbG//gloC//nepI//murR//fimB//garR//rsmF//mmuP//xylB//osmF//napA//yjeI//fliK//ppx//kdpA//trmI//yraN//ybdM//ygfX//flhC//ftsP//rseC//mgsA//rclA//dkgA//eutA//malS//uxuB//yfaE//fes//pckA//cobC//arnT//fepB//mtnN//smpB//queD//caiE//rdgB//lipB//tatA//mdtP//coaA//cynX//dxs//sgrT//cedA//iscX//yhdX//glsA//yhiM//baeS//pgpA//caiE//artJ//cspD//cyaY//argK//csdE//gph//ybaO//hxpB//fkpA//wbbK//glgX//gcvT//ccmE//rpsP//aidB//hofN//hybA//crcB//trpD//glnB//rzpR//aspA//bioC//fdoH//brnQ//fruB//thiC//sgbH//yobA//gcvA//dgoR//deoD//yoaA//ftsK//yraH//yhjR//chbR//deaD//rfbB//eutD//ycbV//speD//mgtL//bsmA//yigB//elfG//amiA//birA//sbmA//gutM//yqeA//mqsR//yaaJ//ascF//yraR//smpB//cusF//rlmC//hisH//insA-2//dppA//rihB//gloC//dnaX//chaC//tehB//yajR//prmC//hemD//waaU//yjiX//tbpA//nrdR//cbrA//elaA//mepS//fetB//umpH//yhjV//serS//prfC//ttdB//spy//ydiP//btuD//rrrQ//yraH//
GO_0043171_5	sbp//rplB//pmbA//ybdM//yciE//dapB//rclA//potI//galE//
GO_0043173_5	slt//recJ//nlpA//sucB//yeaG//tbpA//gspE//ftsQ//
GO_0043174_5	prc//appB//cydC//dtpB//cysE//yghO//
GO_0043200_5	yabI//yfjV//yehY//flgF//puuE//entD//ydiR//yjgX//
GO_0043201_6	acrD//
GO_0043207_4	dbpA//ahr//sstT//crfC//pliG//ydjH//ccmF//yidQ//ybdO//ssuC//ychH//oxyR//qseC//wecA//
GO_0043213_7	malP//potA//atpD//rng//metL//rfbD//hslJ//ahpC//
GO_0043242_7	rfaG//ydaN//groL//
GO_0043243_7	yiaT//
GO_0043244_6	kbaY//yfaV//comR//fumC//elaA//ubiD//eptB//argK//nemR//cpdB//yrfG//panE//zupT//lgt//ynjA//matP//pheT//pdxJ//cdd//yihW//
GO_0043254_5	ftnA//arsB//tomB//hisD//rutR//dcuC//gldA//arsB//ompN//dctR//fabR//kbaZ//deaD//kdsA//rffC//yfgO//fabZ//yhhZ//pta//gmd//mntP//ybhS//bluR//waaS//aceB//
GO_0043255_6	glnL//uvrB//phoU//
GO_0043269_6	crl//deoC//pgk//yjbH//pagP//uxaC//hicB//
GO_0043270_6	secF//lolB//
GO_0043271_6	ppk//
GO_0043335_3	dppC//nmpC//ychH//tolC//
GO_0043392_6	galT//
GO_0043393_5	yijE//
