#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ftsK//napA//nfsB//nrfF//
GO_0034030_8	treC//yahB//mdtJ//uvrA//
GO_0034032_6	gpmM//topB//ptsN//hcaR//bioF//wzc//nrfC//
GO_0034033_7	yciF//ugpB//ydiK//xisR//
GO_0034035_7	mukB//argO//eptA//
GO_0034059_4	oppA//sbp//
GO_0034192_7	tar//ispG//znuA//
GO_0034193_7	yojI//
GO_0034194_8	sgcA//frsA//hemF//
GO_0034195_8	yaaY//
GO_0034198_6	argD//yjiM//focA//
GO_0034203_6	frvR//
GO_0034204_5	rnc//ycbB//
GO_0034213_6	glpR//
GO_0034214_7	ybjN//srlR//lspA//actP//
GO_0034219_6	mcrB//mtfA//mfd//yjbE//yebC//metG//yjeH//narH//cca//ispB//yiaL//ypdB//rfe//insI4//gudP//fimG//rutA//nadE//ftnB//mntR//purT//bsmA//dacC//acpS//flgA//ykgM//map//dgkA//citG//yhbS//rihA//pdxA//panF//entS//ydjJ//hslU//mukB//hemF//accB//sufD//tolQ//crcB//rpsJ//purA//trmI//paaX//mgsA//rhmR//recQ//setA//kefB//rpsT//napF//yggE//murI//menE//yfeO//aqpZ//treC//rplI//hrpA//feoA//rlmL//cytR//ycfL//hypB//elaA//nuoG//evgA//glvC//gadA//yebS//ldcA//arsB//speC//wzzE//relB//yidC//relA//alaS//ttdT//yidD//narJ//nrdA//glnD//ulaR//dapD//argI//nadD//hicA//clpA//fepA//mdtI//nanR//
GO_0034220_6	yraN//gfcE//nagB//mntP//fixC//ldrB//dcuB//wzc//glgP//fecA//dusB//ompG//lgoR//ytfR//ssuB//yccS//argP//cho//yhhZ//treR//yihL//hda//dinQ//cyoA//nagK//ybeQ//hofN//yiiM//kdsB//fepA//nfuA//ldrA//ccmD//fepA//alaE//radD//mrcA//hypF//murD//yggD//mmuP//dld//yfaL//bssS//iscR//mlaB//trpGD//yceD//rtcB//yfiF//lolD//fhuC//hyfA//pdeD//hybO//puuC//fruB//ppsA//ymjB//waaB//napB//ygeX//slt//pflA//dmsA//yieL//ftsI//rof//paaD//dapB//ychO//ycjR//ptsP//ygbM//gpmA//msrP//bcsQ//adk//yejE//napC//nrdF//yecS//frdC//fdnG//cas1//lysC//fetB//tabA//yceK//tktA//ybiO//rplJ//fecA//rffH//nuoB//mdtI//recT//ybiT//metK//torS//yqeG//potB//fkpB//purU//setA//rplY//mdtK//waaF//tdcF//tap//ydeP//dppB//ygcW//gshB//fepB//mhpC//sgbU//rcnR//clpB//yjeH//ung//lysS//truA//ydcZ//fruA//era//yhcD//dppD//yfhM//apaH//yhjA//phoA//gmhB//nei//pitA//fimD//ilvN//cusB//dacC//priB//cptB//infB//cydA//araG//fimZ//yggN//ribE//lepA//nrdR//ydiR//sapA//tcyL//hisS//ribD//mltB//ybhS//umuC//ybdR//rclR//narJ//uspC//rlmD//srkA//wecC//fieF//msrB//ffh//alaC//rpoA//rmuC//nupG//atpB//yciE//rsmC//intZ//
GO_0034224_6	fabH//xapR//
GO_0034227_8	rutR//glyA//fliK//eutD//gltX//alaC//ybhD//ymgC//
GO_0034248_6	lamB//mutM//dtd//yqiI//maoP//ydcI//pgm//ttdA//rpsB//ispB//rpsP//wcaB//rimK//ygiN//narV//adeQ//gsiC//blr//codB//uidR//ppiC//hdeD//phr//rbsB//yciG//cmk//fixC//acnA//nirD//ybeQ//pabB//lhr//pabB//rutG//ypdF//yhbY//pdxA//hha//adiY//rsmF//yojI//
GO_0034249_7	hofN//fryC//leuC//rbsD//cmtB//glvC//yigL//hemC//nudB//yqgF//panE//ycjR//flgA//waaB//rnlB//xapR//hemE//bamC//metF//ortT//stpA//rcsF//frdC//wzyE//pabA//
GO_0034250_7	thrB//gpt//ybjD//modA//recQ//wecC//yfgJ//
GO_0034258_8	frc//
GO_0034260_5	gapA//
GO_0034285_6	ygiN//
GO_0034286_7	mntR//
GO_0034288_6	yfcF//
GO_0034289_7	dcuR//
GO_0034308_5	yhcF//hypT//wrbA//yjjI//mdtA//yfgJ//metR//lpoB//cueO//dpiA//rsgA//
GO_0034309_6	paaD//accC//mscM//
GO_0034310_6	aceK//dppA//mlaD//ycaN//dsbB//zinT//
GO_0034311_6	ftsE//fepC//rpsJ//
GO_0034312_7	cheZ//sfmC//
GO_0034313_7	gph//
GO_0034337_3	aceA//atpB//
GO_0034355_7	casA//yqaA//hofN//fadH//
GO_0034401_5	ruvC//
GO_0034404_5	waaQ//fis//pepD//galU//yfbU//ybiW//cysH//zur//hsrA//hybB//dgcN//symE//phoU//dapD//dppA//lhr//rplJ//sucB//purT//glnS//xylB//gadB//lsrD//ydiF//selA//tyrB//yqjH//puuR//moaD//cdgI//potD//gntP//pncB//ydiB//otsA//aspC//rbsA//rfaQ//ftsE//sodC//insK//pdxK//livK//paaH//ydiZ//btuF//thiD//rfbX//rfe//pta//
GO_0034414_9	sfsA//
GO_0034421_8	ydaC//
GO_0034440_4	lldD//fucK//rpsG//tdcR//mltC//deoD//yeeJ//zntA//fecB//rlpA//casE//ompA//rayT//dcuD//caiB//rhtB//cbtA//yfgJ//ydeT//ybiW//
GO_0034470_8	rclA//bdm//trpR//nrdB//mdtI//potC//yeeJ//tufB//hcaD//hprR//paaE//fliG//mtlD//glpT//fecC//flgH//casE//araA//ygbI//ygfA//dtpA//csgF//zapB//mepH//napD//mreB//sxy//tsx//nfo//nanS//yfeR//rzpR//phnO//trkH//hflX//yjjQ//hyfA//dctA//yehW//hypC//secB//mrr//ccmH//glpG//yfaE//wecA//csgA//entA//mcrA//phoA//tufB//kefB//paaB//tktA//cdgI//ivy//rng//dctA//ydbD//narZ//rstB//lpxT//feoA//atpE//cas2//ushA//acnA//emrE//lptC//proA//ttdB//rhlE//gyrA//murG//yghB//yjfF//asr//gntR//cynT//dsdC//ycfL//hdeB//agaC//argO//ycjU//plsB//cobS//yidZ//ugpB//ycfH//waaF//tufB//hipA//yeiL//
GO_0034471_9	nikB//rihB//ruvC//ygcR//
GO_0034552_7	ispA//
GO_0034599_5	eutN//minD//eptC//menE//phnP//ubiJ//fixC//alaA//acrE//comR//hycA//gcvR//yebZ//rfbC//ycgR//mdtI//cyoB//tabA//dmsC//waaZ//umpG//narL//acnA//
GO_0034605_5	lolB//yfeD//mepA//cysA//artJ//pcm//rplD//frvB//edd//
GO_0034613_5	queA//fimF//phnG//mscL//sseA//yfdS//phoB//mscK//secD//dinD//gmhB//clsB//betT//norV//rpmF//ftsE//hycI//
GO_0034614_6	paaA//yjbB//fabG//intF//gsiD//cfa//acs//npr//ung//tolR//yfcU//csgB//der//
GO_0034620_6	ubiX//tusA//fic//rfbX//
GO_0034622_6	selB//arcA//rne//ybhJ//ycgR//pphB//edd//yjjV//mtgA//hypE//lysO//macB//yejE//cysE//mltD//accB//xylH//vsr//gpmA//cspC//chbG//wcaJ//ulaD//srlB//bioB//bglJ//tatE//glnE//panC//cmtB//ygfA//gudD//ftsX//ftsN//ycbV//cydB//pliG//xdhB//sfmH//cmtA//yajO//
GO_0034627_10	fliD//ybiX//acnA//argS//bacA//
GO_0034628_9	cobU//yicJ//hisB//uxuA//lpd//
GO_0034635_6	dsbB//fumA//nupX//torY//ybjL//ibsB//
GO_0034637_5	nanC//hofC//allS//eutK//bglF//udp//ribF//dam//yfgI//puuA//rffH//ftsY//eutK//hsdR//lsrA//nlpA//ptsP//aceK//dppA//surE//mpaA//deaD//cysP//smrA//sufS//frsA//sodC//shoB//thrS//hyaC//cirA//mepM//ubiA//yehZ//hypA//paaG//nhaA//evgS//appC//xylA//waaJ//kdsB//csgG//sthA//agaR//mdlB//mdtK//rplE//moaE//yddM//
GO_0034641_4	gmhB//bamE//tolC//dusB//accC//ydeO//dxr//sodB//murR//speF//fabI//mdoD//fixC//solA//viaA//deoR//ycfS//ygiB//yceK//recF//nrdA//malX//acrF//gadA//lldP//ybdR//trxA//nirB//nrdI//cusC//prpR//modA//purN//mgtL//yidL//hokE//yfbS//yciH//arcC//oppA//prmC//xylG//roxA//ptsH//srkA//yphF//narH//ychO//ydiP//caiT//pal//mraZ//nagE//idnO//menH//xapB//ascF//zraS//dcuR//aroE//rseC//rlpA//ydiV//paaD//glsA//paaB//ydfD//mdtD//chbG//metK//cysN//ybaT//rsmE//yjeH//ttdT//alpA//leuA//nsrR//cysB//yaaY//holB//yfeD//fixC//hsrA//phnK//ileS//recG//glnP//rpsA//bamC//yggE//dicA//rimK//ligB//hcaT//arnE//ybcL//cusB//glpA//kduD//selD//idnO//gyrB//argP//nudB//yjjU//nirB//cspC//cysU//nmpC//wecB//cheY//pck//ftsK//pinQ//ydiF//holC//exbD//pgaB//yceK//ynfF//trmH//oppA//efeO//yoaA//flgI//ymgC//rph//slyA//ybaM//xerC//prpR//deoB//glrK//treR//lepB//ycgB//trmA//hpf//waaY//fabR//hisQ//yfgO//groS//fimC//argB//ybjX//rhtC//rsmC//yjfP//rpiA//gsiB//yhfS//rpsH//ybaO//thyA//yqhD//yhbY//apt//ygiS//rsuA//yohD//gpmA//pgpA//recC//feoB//potD//lepA//pnp//ymfA//corA//fimC//rpsG//yihQ//rlpA//oxc//dcuR//bglA//xylA//serS//gutM//norV//eamB//fhuB//hyaC//smrA//hsdR//mutL//queC//queG//bcp//yhbQ//xylH//ybaK//gltB//cobS//rpnB//chbF//gadC//cobS//pfkB//mhpT//paaD//mtlD//arnB//sfmC//paaD//glgP//mmuM//nirD//hinT//proV//fliM//metL//aceB//ogrK//ybjL//kdpF//prlF//ygiW//thiP//dusC//proX//asnS//rof//fimF//rplI//pgpA//panB//agaD//glsA2//tsf//tonB//gltL//gdhA//uspG//ycgR//accA//narY//panB//hypA//prpD//yehP//rutA//xylB//nadD//narK//serS//cdh//yehP//tktB//dcd//lptF//mqsA//glpA//aceF//yciT//mdtK//potI//pdeD//abgB//ftsB//waaP//leuD//trpC//rihC//mngR//nhaA//ydiR//cusB//parE//hofQ//fbp//betI//ybiS//rclC//hcaE//thrS//fadD//fadL//cobU//rapZ//srlB//aspS//yjbH//tatB//pspA//gspJ//adeD//mmuP//yciH//hybE//gspF//recG//uxuB//glvB//paaK//rclB//paaX//recG//yegS//fimZ//yohD//glgB//galS//hypD//livG//nrdB//ftsH//groL//rzpD//livF//ynfF//yceK//aroD//aldA//yihT//yadC//ygbN//gatY//fadI//glcC//araG//sucA//abpB//argA//yjiM//rlmB//lpxH//katG//rfe//bamD//ybbN//potC//gadC//ravA//ybiW//ybiY//mscS//araD//zraS//opgG//yciG//gpr//pstC//putP//gatD//sulA//ybeQ//cheR//nac//hisQ//lpxC//tusD//pabB//gadB//ompN//fliK//rffM//cheA//hisP//cobC//yfaX//gldA//ssb//rcsB//cpxR//prfA//rhtC//trpA//panE//appY//helD//ygiB//eco//yrdA//pdeD//wecA//serB//nupX//gpsA//csgE//ftsN//scpB//appA//nimR//intA//ybaM//gatA//mltG//slyA//fucO//bioD1//fadE//yehB//ydfH//ymdB//oppA//iscA//tnaA//glgS//kefG//yjaA//tsaC//fecC//bioA//lexA//rplD//dxr//lacY//yaaY//dmlA//ybhI//mltD//sapD//sufS//yhdJ//lysO//ycgR//flhA//xdhB//xylA//cbtA//trmA//nanR//corA//caiD//gloB//chbR//yjiA//nhaB//flgF//mltB//tsr//dcm//fecD//tnaC//ytfP//xylB//holD//rmf//dxr//rplW//ilvB//yoaA//aes//tamA//lldD//uacT//dxs//rclR//preT//dsbC//mhpD//bepA//yehT//insE-1//aer//ccmH//cspC//phnJ//cysH//livJ//eutN//lpxL//ydeO//pta//yghO//nanA//ykgM//rcsD//yhhT//insE-1//poxB//nrdB//ytfP//gpmM//dtpA//gpmM//rbsD//moaA//ugpA//glpR//argP//torS//ybjG//tdcF//nlpA//basS//xapA//ftsH//alsK//lhr//hyfR//garK//galU//lrp//gltP//rpmH//dosP//queA//cas3//nrdF//aldB//tdcD//yfcV//metI//yjcS//ymgA//ortT//yghB//holC//der//bglX//polA//ribA//thiM//yhhT//polB//argR//nikD//yidP//fryC//yfhH//ilvN//ydhJ//udp//prfB//intF//ybiH//evgA//fetB//cysE//creB//hisH//uvrB//lpxH//psd//dsbA//atpC//secY//acpP//degQ//rspB//manZ//solA//yjhI//pdeR//ybgP//ibsB//mtlA//yjeH//cueR//yggX//nupC//tap//sbmC//argC//leuA//nagA//nmpC//yqjH//mdlA//rimI//hycI//relE//map//rseP//glpC//rssA//thiD//rihA//ycfS//phnL//yfiF//nrfD//yjhI//yhcF//aer//yehP//dkgA//yciV//rsmG//coaA//patZ//yihR//rffH//bcsA//ispA//dsdC//fabH//oppF//xylG//xerD//folC//yaiP//queC//folE//glmS//setA//glgB//rpsD//hypT//ycgB//gutM//gadX//nhaR//glgA//yhhT//rpsB//accD//fepE//yhcD//insH-5//hemL//yddG//rpmA//tcyJ//araC//ndk//aroD//frdB//clsA//matP//pdxY//frlA//yraR//msrP//yfcA//wecC//thiE//wzb//sodB//glpX//truC//yjjQ//macA//yiiM//yqaB//tqsA//folM//appC//hupB//znuA//bamE//lldD//bcp//yfaV//glgS//cysN//tnaB//dxs//srlB//creC//priA//gluQ//nupC//hisS//tauB//lpxK//ybbN//fhuD//yejF//yeaV//caiF//yjhP//ldrB//menE//pth//zapD//gnd//aceK//tsr//rspB//ygeA//abpB//rhaA//ynfE//tmk//bolA//cysG//yaaU//leuC//atpG//efeO//mntH//mntS//intZ//dinJ//amiA//polA//clcB//mutT//yihS//murR//mcbA//lsrK//rutD//ilvN//nlpI//rraB//nlpA//nagD//rcdA//truC//gsiC//thrB//hha//macB//rbsC//alaC//znuB//nfsB//glsB//dnaC//aroE//cbeA//def//rihA//bluR//rplB//tmcA//dgoK//rsmC//dppB//yqjH//yedL//ydaN//rne//mdtO//bamE//csgA//ybdO//pyrE//bamC//rlmC//ilvB//zipA//intS//ycaO//gmhB//ygeX//argO//mtlA//dnaT//fadI//dnaX//rpnA//mreC//rlmF//yegV//yfaU//umuC//yjfF//ydiZ//chbF//yccS//ariR//rhtA//mepS//yfcV//thiP//dkgB//srlB//entS//xseB//yieF//ynbC//rsgA//ycjW//dnaB//nuoH//yihV//tsaE//rplB//dgcQ//hypE//ihfB//yfiR//rpoE//aroB//eamB//pckA//ycdX//rnhB//ldrD//soxS//glpA//aaeB//ttdB//yjaA//mdoG//wrbA//secB//ldtA//queC//ibsE//focA//puuC//nuoH//rplE//yqaE//bioD//dcuC//nth//recF//azoR//ptsN//sulA//rutR//lpxM//der//rraA//cyoA//wza//
GO_0034644_7	nanS//rfbB//
GO_0034645_5	glyA//ydcP//sgcC//rdgC//lysC//mlaC//mdtD//lolA//yfiC//yehZ//rpsP//adeP//norR//pcnB//speB//tehB//napC//ispG//ypjD//ibsA//sgbE//rnb//yehC//rcdA//bglH//cbrA//pbpG//rcnR//tag//melB//treB//holC//leuB//hcaE//upp//mrcA//acpH//yieK//dnaC//rlmH//cmk//purD//waaO//osmE//ybaQ//yedL//hycH//kefC//gatB//mepM//casA//ybcC//fimC//mhpT//cysA//napF//yjhG//dsbG//yijE//frdA//wzzE//hdeD//pagP//ybaL//btuF//yjcE//narV//queD//queC//fabZ//rodZ//rfbX//csrD//ibsE//mak//hcp//napB//treR//aroB//hscB//argD//ulaB//cynX//norV//ydeE//mhpT//rutR//insA-2//yejF//fcl//puuC//yejE//bipA//adeD//cbpM//yegS//ftsZ//hxpB//fhuB//yqhD//rcsB//rnd//trkA//yddG//nagZ//yjjQ//frwB//yhaV//ilvB//hisB//ampE//fucO//marR//dtpC//thiG//holC//paaB//znuC//ybaL//ybiJ//hslU//mnmA//cysI//miaA//raiA//lplA//rhaR//dgcF//ubiA//torC//cysP//ccmG//yceK//atoS//sdhB//ygiV//yehU//sufC//ybcC//fdx//dgoK//kdpA//fur//murI//ygeA//idi//acpS//yfeX//trmO//csiD//raiA//accA//yggW//hsdM//zntA//evgS//frlR//mutM//zitB//rsmI//lspA//ruvA//rppH//blr//betB//yfgO//yrdA//murD//gshA//bioD//sgcB//prfB//entA//yjjB//napD//dtpA//adeP//phoP//ybiO//cas1//yciF//frc//mdtF//serS//yraR//aceF//yjbE//ascB//ycjR//trmI//rusA//elaA//cadA//htpX//hisM//sgcC//lysP//glnS//hrsA//cdh//recO//alaA//rplC//ydjM//ymjB//yhcH//hemF//paaC//fadM//ycfH//holB//trpA//mdtA//ydaC//cusF//prpB//rplA//metE//rrrD//ymgC//ytfR//lpxP//bioD1//asd//ibsA//lpoB//rarA//upp//treR//adhP//speF//abgA//rpsA//gshB//glcF//ydfK//ackA//patZ//pspF//rpnB//yfcP//rpiA//yfaV//hyi//sodA//murF//macB//malZ//nth//nanT//pphA//murF//citC//rfaB//mrr//gltX//opgE//yjhG//treA//moeB//ftnB//yqgF//puuB//recT//waaF//obgE//pgpC//dcd//flgF//ydcS//paaE//ygdG//ptsN//nirB//kefC//frwC//araF//gstB//yqaE//mqsA//fdhF//nuoF//dpiB//yagU//yajD//flgI//ilvN//gatZ//potH//yahN//ykgA//ynbD//gor//ynfK//shiA//tsaC//yhdX//yeaD//waaL//ybjD//hsdM//acnB//sgcA//feaR//
GO_0034654_5	rutD//mdh//hemN//cirA//ygfX//patZ//rhtC//rnc//cysM//queF//rsmH//lgoR//gltD//yqeA//iscS//codA//ulaF//fklB//gspF//mnmE//trmI//yebG//yghO//hyaA//rpe//chbF//yfcS//fimB//srmB//cpdA//bcsA//bglA//asnA//ahr//cydA//ygaH//glnS//opgH//ssuA//ugpE//kdsD//nrdG//ygiB//proC//ulaG//acnA//yghU//yijE//pgaC//yfiC//agaW//rlmB//avtA//yqcC//rhaB//rihB//yajL//nadD//hfq//uhpB//ilvN//rssA//cmoB//fimA//uspG//csgD//yghW//yecS//dnaK//ilvB//ffh//mrcA//nudF//glgA//fhlA//cycA//flgA//yeaD//rplQ//narZ//galE//yihR//yhbO//mntS//ycgR//ampG//yieH//rplS//aspC//gltL//ydjK//gcvA//yeeJ//gpmA//sapA//fau//napD//glcC//yfjV//yeaE//casD//dkgB//gshB//gntP//speA//torS//ychH//glnQ//yeeO//rplI//znuB//metG//gsiC//cusB//yiaL//ogt//hipA//ftsH//ybhG//sohB//yacG//yfdC//alsC//brnQ//yebZ//ychF//yieL//citX//qorA//yojI//bamE//pgi//nikC//tbpA//fecC//rppH//yjjG//yjjG//rplJ//rpmH//minE//elaA//gntT//cdgI//hyaA//cmoB//uspC//malE//emrK//yigB//ybeY//yeiE//tufA//topB//uidA//melR//hemG//speC//edd//rhmD//ydcM//yfeO//gor//yihX//idi//agaA//dhaM//sucB//sppA//gudP//purN//ytfE//lptB//ribB//uspE//tcyJ//prc//ygfZ//dmsA//tabA//basR//cysI//flgM//tsx//chbG//rsmC//dgt//fdrA//ibsD//bluR//rplY//mdlA//glpK//ligB//hisC//allS//yeeJ//rimJ//gadW//ogrK//rnc//mutL//rbsD//hdeB//sfmD//ybdO//murG//wzzB//frlB//dnaT//rlmA//hypE//bluR//purD//yejE//napF//ftsZ//sgcB//allC//murP//cof//aroP//frlC//insA-1//argA//nlpD//yjaA//xisR//cysC//yceD//brnQ//evgS//ybiX//rlmF//rstB//yjcS//gspE//pspC//glnK//kdsD//guaC//lysO//hipA//ubiG//exuR//sdhD//dgcM//rpiR//hcaD//tdcR//xerC//infB//yjjG//bepA//brnQ//afuC//mobA//cpsG//ahpC//
GO_0034655_5	rtcB//ygcW//trxA//murI//ddlB//nagE//pinQ//chbB//citT//metH//lpoB//ompF//deoB//dcuD//spoT//csgG//oxc//hflK//nrdI//yddL//artJ//hdeB//ubiC//yghW//aroB//nth//sufS//ispA//modC//yhfK//glpR//tusA//cas1//mgtA//mngR//yadC//cpdB//rlmH//apt//xylG//sugE//bioD2//mhpD//malS//dppD//adeP//rmuC//yhdH//katE//mraY//scpB//fliT//ilvD//osmY//nfsB//mutS//ccmF//mnmC//cyaA//aslB//rpsG//rlmB//higB//murJ//mdlA//tolQ//ibsA//hypD//artM//gfcE//nfi//gutQ//mhpC//
GO_0034656_5	iscR//gudX//yidK//metR//bamA//ybjX//ddlB//fliD//mepA//tsaC//yihV//cydB//ypdF//
GO_0034660_7	hyaD//erpA//yfdK//mazG//rsmA//ligA//nanE//dgoT//cecR//dppC//ynjD//accC//puuD//pgaB//puuC//wzzB//murE//ulaF//fucO//creC//dapB//tatC//lptD//priA//ydhC//clpX//bioH//hflC//yhjX//secG//fis//def//dnaB//prlF//cusB//yjiX//fhuB//yjeI//btuC//frdA//nupC//glpF//dnaQ//dacD//pheS//ampE//cbtA//lsrG//trmO//lsrC//yfdO//yegT//tnaB//pdhR//cysI//sufC//chbF//mppA//entA//cobT//ppsR//yeeA//dctR//hyaA//flgH//zinT//tcdA//yddA//rph//ddpX//yihX//folA//sfsB//trmA//zraR//hflX//leuA//ulaD//hicB//hexR//sbmA//glpX//nupG//gpp//selD//nuoB//nanE//dmsC//dgcN//ydcS//hisC//frwC//paaC//yaaA//amyA//intF//lamB//yhgF//yraI//dnaE//hiuH//nac//abpA//insI-1//rmf//prpC//yciG//araB//ihfB//prfB//glnE//atpD//fabR//elfD//yjhP//mdtB//yqeF//rraA//gudX//srlD//nirC//cynS//
GO_0034661_7	ppc//rpnA//arsR//fhlA//
GO_0034755_9	ndk//tusA//alsB//hycH//
GO_0034762_6	ydhJ//aaeB//yedA//paaG//manZ//caiF//lptD//uspE//
GO_0034763_6	mngB//dnaG//
GO_0034764_6	groS//lacZ//
GO_0034765_7	guaB//uraA//hflX//mlaF//yhhY//rfe//yraH//
GO_0034766_7	yhaJ//
GO_0034767_7	fdoH//iaaA//
GO_0034775_7	glnB//mukB//waaF//ybiV//hyaB//
GO_0034983_9	radA//argS//
GO_0035235_6	asmA//hyfC//csdA//ltaE//
GO_0035303_8	yfdR//waaA//rsgA//yoaB//murD//
GO_0035304_8	cobB//
GO_0035306_9	feoA//
GO_0035307_9	intZ//
GO_0035335_8	coaD//yajO//degS//
GO_0035344_8	rluA//ybdR//
GO_0035350_6	rpsA//
GO_0035383_4	gltP//rfaD//pgpB//bcsQ//xanP//narX//yghG//ssuC//
GO_0035384_5	dacC//potH//
GO_0035429_8	ykgO//yfcG//dcuA//pdxH//rutD//htpX//
GO_0035433_7	bioH//ydcR//
GO_0035434_9	hokB//tauD//ugpE//mdoD//yiaJ//
GO_0035435_9	yciF//mdtL//cmtA//yajQ//araB//rpnB//tnaB//qseB//aroC//
GO_0035442_7	yehZ//yaaY//kduD//mnmE//cadA//glnK//hisH//hyaC//entE//ptsG//kdsD//
GO_0035443_7	fliZ//brnQ//ompA//fhuD//sspA//paaA//nrdA//ydjJ//
GO_0035444_9	ghoS//ileS//hupB//waaB//gltS//azoR//yodD//
GO_0035461_6	nrfG//guaA//mdtB//dinB//rlmL//ldtA//yceK//aaeB//nfsB//hisG//
GO_0035510_7	intF//yfbS//exuR//ftsH//eutD//
GO_0035511_5	kgtP//
GO_0035513_5	intE//
GO_0035524_8	abpB//
GO_0035552_6	rplF//
GO_0035553_6	cysC//
GO_0035556_4	ydiP//alsA//oppC//yeeJ//mtn//ssuB//potG//slyA//puuP//eno//ftsB//frsA//hisC//ynfK//flgF//tcyP//alsB//sgcC//mepS//higA//cynS//sucD//panC//ygaZ//birA//ybjD//yibF//scpB//cspI//xylF//speE//gutM//rimJ//ascB//murF//ymjB//tyrB//bamD//ftsA//thrA//tig//yhbS//fimI//rfaH//rplJ//adeD//
GO_0035600_8	cdgI//
GO_0035601_7	yihO//chaA//rplE//
GO_0035672_6	pfkB//gudD//rlmE//emrB//mdtE//gspJ//hflD//rpe//rcsA//appB//yahB//rpiR//tas//tsaD//yedL//rplR//preT//bglX//ybfA//bamD//
GO_0035690_5	pyrE//yeeO//ubiH//nei//ttdB//ytfE//hybO//tusB//creC//ubiA//elaA//
GO_0035725_9	yadI//ltaE//hupA//gspI//cpxR//bsmA//rpiR//
GO_0035784_9	fbaA//
GO_0035821_4	lexA//bioA//phnM//dctA//agaR//
GO_0035864_6	hns//
GO_0035873_8	emrB//pnp//
GO_0035890_5	yehD//lpd//tadA//mntH//
GO_0035891_6	trkG//rodZ//carA//minD//
GO_0035966_4	holC//ynfH//wecA//folE//ykgA//elaB//rimO//
GO_0035967_5	arsC//parE//ghoS//xylE//recQ//
GO_0035999_5	rpsL//btuB//pcnB//rnc//
GO_0036001_7	metK//
GO_0036046_8	wcaC//
GO_0036047_9	recN//
GO_0036048_8	yrdA//
GO_0036049_9	degQ//
GO_0036088_6	yneL//
GO_0036103_6	yjjG//nuoI//
GO_0036104_6	yqgF//ykgM//
GO_0036172_6	tatA//
GO_0036211_5	rclB//citC//umuD//bhsA//cpxR//nrdG//ydiV//ebgA//sucA//recO//ymgC//rpnB//ynfF//intQ//ada//norV//ftnB//aaeB//yfcF//rsmE//nagB//uspG//uvrC//ybiA//glyA//lgoD//ispA//dosP//yhcN//nrdE//glxK//umuD//argF//glgC//hemL//fecB//yahD//ascG//tusB//cspB//pspA//phnN//secA//ydjE//roxA//recF//rffG//ilvB//oppC//csiD//fetA//phoP//pheM//ldrD//argP//recR//yadK//oppF//mtr//secB//clpA//ribD//tadA//topB//fbaA//ycgV//yadM//yahN//rssA//yabI//clsC//pth//aceB//elfD//nlpD//galU//dcuA//rplB//trkA//gppA//slyA//yhhT//hyaB//nikD//smpB//ybeF//ypdB//pgsA//citG//carB//lepA//rpmJ//rlmA//ykfI//yhjR//nagZ//kdgT//raiA//cspA//cydA//pgaD//abgR//paoC//rlmJ//mreD//uspE//napB//prfC//yibH//serS//fhuF//speB//ychF//ftsX//ppiD//pfkA//yhbS//abgR//hisH//marA//gudX//amiC//yihR//setC//yhbQ//glvB//iraD//rlmH//xerD//yaaY//spoT//tdcD//mioC//ynfH//pckA//yjhB//ybiT//sufB//fre//rnb//envC//ybfE//
GO_0036214_3	dgcT//
GO_0036265_6	gshB//hemB//hemL//bioH//
GO_0036289_9	gntP//bdcR//
GO_0036293_5	yaaJ//mntR//yafS//
GO_0036294_6	ygjH//yegD//cstA//
GO_0036388_7	yfdR//
GO_0036447_5	yfgI//speG//fabG//
GO_0036448_6	pitB//leuE//rcsB//
GO_0036460_5	nikE//proW//atoS//grpE//hybB//rplF//
GO_0036506_5	ccmG//
GO_0036525_7	pepN//
GO_0038083_9	pdxK//ilvM//miaB//ubiJ//cyoA//
GO_0039633_6	mcbA//kdpB//paaD//torC//
GO_0040008_4	eno//mreC//yojI//cydB//fryC//metK//cspC//tpx//rsmJ//eamA//
GO_0040012_4	rcsD//yejF//mscM//rclB//yidH//fdx//eamA//kdsB//argR//yqjH//mscM//hisI//waaA//metN//
GO_0040013_5	yieH//pphB//mfd//potD//lolB//hycI//pepN//
GO_0040033_9	rseC//
GO_0042026_4	moeA//envR//frlR//hyaD//yihP//frmA//gntU//yggW//srlR//
GO_0042040_7	alsA//
GO_0042044_5	thiM//
GO_0042126_5	glgX//ybgQ//tatC//sodC//
GO_0042128_5	ymgC//uvrB//
GO_0042133_4	rfaQ//yihR//yehZ//galP//ycaO//trg//livF//infB//yhjV//yehU//uxaC//rplL//appY//yjtD//cysI//nadB//
GO_0042135_5	xylR//sseA//sufA//yibF//dut//ygjK//mreC//rssA//yneJ//rcsC//mipA//yhiM//tynA//
GO_0042136_5	cbrA//ybdO//
GO_0042150_7	menD//gspF//intS//
GO_0042157_5	syd//malI//priC//phoP//
GO_0042158_6	yidE//lplT//ybcM//
GO_0042168_4	ycdY//hybF//iscR//cpxA//purF//nrfF//mlaE//alaS//ybiY//
GO_0042176_6	hsrA//zitB//alaE//hofP//
GO_0042177_7	yihT//ltaE//prpD//
