#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rpsH//ynfH//yfaV//dnaC//
GO_0051129_6	rclC//arsR//truD//chaA//mscL//nrdE//nlpA//insA-2//yaiP//syd//recD//bamA//cbrA//agaV//rplD//glsA//
GO_0051130_6	ykfM//acnB//fau//arsB//secY//cobB//nrdA//prlF//sxy//murB//nei//gspI//yqaB//glxK//ppiA//dkgA//
GO_0051131_7	gfcE//ubiH//
GO_0051143_8	fdhD//
GO_0051156_5	uxaA//mhpR//kdpF//macA//gspJ//evgS//
GO_0051167_5	rluC//dapF//csrA//
GO_0051171_5	dnaT//yciT//rplB//skp//speF//rplF//dnaQ//rpsT//mdtP//borD//envY//nfi//tdcA//mobA//hda//rfaC//thrL//yqiI//rfe//gudD//yhbS//abgR//yihU//uraA//intQ//relA//afuB//tnaB//yadC//ybfA//insI-1//yjcS//uvrA//clcA//cedA//marA//kdpB//dcm//cdd//ybcL//phr//perR//copA//fliS//sdaC//rpiB//hyaB//cutC//ccmF//guaD//fruA//yjeI//hslV//gfcE//rlmH//yggX//atpE//lsrB//prlC//nadB//aroB//wrbA//flgD//birA//soxR//parC//mprA//cueO//nlpE//ycjU//ispG//tbpA//feoA//ushA//dcuC//araD//casC//yddG//nagD//glnB//yqhD//fimZ//rsmE//frc//ygaZ//purT//frr//lhr//frc//caiB//gspF//pgsA//ybbW//yehU//ccmC//trmH//fpr//ynhF//uspG//ispH//glsB//lptG//hcaE//rne//cusA//flgD//cynT//csrD//sgrT//rhaR//uxaA//rhtA//ptsH//dsbC//spy//lptD//malK//pdhR//hpf//yadK//mug//zapB//rhmR//pyrE//gloA//ydiR//birA//yraR//ubiF//treC//npr//sodC//ppx//mqsR//fimB//proV//ydcR//ycfJ//chbF//glsB//tsaB//yohD//aroG//cyoB//ygbL//selA//truB//yraJ//rnhB//rhmR//ydjM//glmM//cusA//cspA//aes//tusE//yfeX//dsdX//rplA//yqaA//ybiY//msrP//ypdI//kefG//yjjB//yneL//sbmA//clpP//mutS//cusC//tas//ptsI//dhaK//agaB//bisC//hupA//hycH//patA//asmA//wcaJ//rlmJ//borD//brnQ//phoR//murD//narY//yoaB//pspA//rpsS//yejB//gyrB//ydfD//lpoB//argI//eco//livM//nfo//lplT//yobF//phoU//yjbG//cutC//wecB//rpsH//cbeA//rplL//tauB//osmF//frwC//hypB//tonB//rraB//yddM//lptF//narX//cirA//ycfH//fdoI//pck//asnS//ygiS//pbpG//ugpA//mgtL//yfgJ//feaB//nanR//glnK//yohD//ldtA//narY//ybfA//waaQ//ttdB//cdaR//yafS//tbpA//yjcS//wecA//glgX//yedX//cheB//xerD//yraK//pntA//manA//ubiG//nrfC//moeB//dsdX//umpG//fdhF//glgB//ycfJ//hsdM//arcC//aroH//mltC//intE//minC//adiA//cas1//pagP//zapB//topB//ftp//mutS//gltB//yfgI//ihfB//ssuD//hypC//gshB//yciT//fecA//ccmH//ftsQ//qseB//hcaC//yhbO//nlpD//rplS//hcaD//ynbC//murB//rapZ//ydhK//rlmI//caiF//tldD//ydeM//dicC//yjjU//ynhG//rbn//mreB//xthA//lsrB//smpB//hsrA//radA//ypjD//pyrD//cysC//evgS//yfcS//ydhK//cysH//yiaT//yefM//cspC//acrD//gltS//appY//sapB//ddpX//gudD//ymfA//cusC//napA//zapD//cnu//srkA//norV//elfC//nrfC//metB//ydjM//cpsB//hokE//hofM//cysD//trmI//nadA//surA//entE//opgD//
GO_0051172_6	ubiX//hdeB//puuC//yjhB//bamE//nikC//malI//yfdR//nanE//btuC//ftsE//dcuB//dmlA//cusA//napD//exuT//grpE//borD//pstA//glpX//psuG//srlA//ldtD//bsmA//ftsP//nadA//cas1//fdnI//ompL//hybC//mnmA//yfeW//yajR//entA//lgt//yadI//sutR//eutN//lolA//yddA//fhuD//mgsA//lit//xisR//accC//cbpM//curA//ushA//fimH//narV//tsr//hpt//rsmH//yadI//prmA//yafC//yeaE//fruK//waaY//argP//cobC//mrdA//ilvN//puuC//kilR//pepN//ortT//parE//fimI//idnK//nuoB//iscS//nuoH//pyrF//sppA//ydbK//rutR//pstS//phnH//fliA//yhcN//dnaC//yjjG//dusC//cpoB//yceO//mepS//hflC//rpiR//ynaE//chbA//alaA//nlpI//hypD//clpB//dtd//tyrB//cydD//glyA//abgA//htpG//leuC//kdgT//yhfS//ydjH//phnN//yfaV//perR//cobC//ybdH//malF//potH//yraK//glnH//atpH//tar//lrp//adeP//rzpR//recT//uspB//poxB//fdnH//ivbL//metL//mltB//yiiD//maoP//treR//ygbL//der//nlpI//
GO_0051173_6	arnB//ais//dicA//pabC//pabC//folD//waaU//bglA//sgcC//dauA//yegS//ompC//sufS//yebS//mdoG//yadN//murA//yjaZ//asnC//tldD//fepA//purL//rssB//nanR//cspI//adhE//alkB//yebG//ydcZ//garR//yoaB//yfcG//ygbM//symE//fucK//yciK//ybjC//guaA//xylG//gdhA//mcrA//rsmF//rhaA//bioF//lspA//lysP//sfmD//thiH//pgpA//htrE//nuoN//yccX//creB//accD//gcd//xapR//mngB//yidP//aldB//moeB//hicB//paaK//nadB//yahD//acrZ//murF//blc//yciK//nfuA//yggP//mtfA//xerC//yojI//rplJ//casA//btuB//cspG//entH//yciT//yraR//hslV//yagU//lptB//cadA//fhuD//yneJ//frmR//uidA//ridA//
GO_0051174_6	sstT//lsrB//pepA//ygeA//clcA//queD//ndh//frdC//entD//argP//
GO_0051180_5	argB//bacA//fetB//sucB//yiaJ//yfgJ//viaA//norV//adeD//apt//pinE//yagI//ghxP//gsiA//mngR//mdlA//
GO_0051181_5	mdtL//mutT//casC//pgi//ettA//lepA//hupB//ascF//atpG//eamB//torR//cca//galK//ribD//yobA//rfaH//yajD//dkgA//yfaE//frdD//gltP//truA//ycjD//mrdA//phnG//phnG//topB//prfA//puuA//sfmD//hisA//dnaE//cra//sbmA//moaC//menC//mlaD//holA//glcA//glsB//ydjJ//
GO_0051182_6	ddlB//menA//crr//dosP//kbaZ//
GO_0051186_4	ykgA//frdB//mutL//yadI//marR//nikD//tsgA//kdgK//nlpA//ybiS//ypdI//yeiL//livF//nimR//pepA//ribF//yihX//galM//bamD//rpsM//yjiA//tnaB//phnN//aroB//elbB//csdA//dusB//mdoD//casE//tabA//hyaC//tmcA//lptC//ybdR//lon//rbsB//ybiO//asnB//pgaD//yhbX//dapF//yraI//yhjC//glyS//yidZ//cynX//sapB//rpsQ//moaE//gcd//cyoA//nagB//yeeO//ybdM//ravA//araC//fixC//mscK//rbsR//flhC//gmd//sgrT//icd//yjbE//tamB//prc//mdtB//cnu//nagA//tdcF//hemC//yiaJ//hpf//ybdG//rlmL//caiE//ydiO//ccmF//hemL//osmF//mreD//nrdF//rpsQ//appY//nupX//panD//frdB//betT//psuT//fdoI//dacA//casC//uvrY//kdgT//alaS//frlC//glpD//ung//yphD//lpxM//recF//ydiZ//yiaL//sthA//pinQ//ffh//speF//pgm//rplL//yjaA//recT//ulaR//aceB//rplX//yiiM//ftsN//pntB//insA-1//yeaD//ivy//panE//glcE//mutL//cynT//mpaA//malE//yfiE//yieE//rplE//ybeQ//lplT//tufB//uacT//bacA//ybfE//mrp//flgJ//ligA//alsE//alkA//topAI//glpG//rfbD//glnA//gatC//motA//arnB//etp//recX//cpxP//phoU//yehZ//phnI//ghoT//bcp//metR//tusC//nuoF//ymjB//yadC//dmlA//ybhP//ydeI//adk//accA//mtr//rfaH//yfdR//cas2//nfsB//malS//dauA//tdk//xapR//focA//elfC//basR//ycjD//intS//talB//narI//lsrB//cirA//yibT//gutQ//ribA//tusB//cpdB//phnL//rclA//argC//hflX//mlaE//idnD//cyaA//glyS//metQ//rplM//ibaG//
GO_0051187_5	waaC//ebgR//nupG//dam//yggE//plsB//hycI//fadH//rpmJ//cpxA//
GO_0051188_5	ulaB//syd//lpd//osmF//pflA//glpG//coaA//dfp//leuA//ynjA//priB//yjhH//araE//gadE//creB//msrC//speC//atpH//livH//gltI//rpmE//ybhP//fliS//eutB//pgsA//yqeF//glnE//moaC//nadA//yheT//fis//hofP//mrcB//rzoR//blr//mntR//yhfK//kdgT//creB//gspE//pykF//insI-2//pdeH//gldA//glmU//yojI//map//yeaV//insB-2//kefC//melR//hypB//queC//sbmA//fadA//mprA//rhtA//crfC//glcD//gspF//ygiB//xylB//trmI//dapA//hipB//rhlE//pldB//uhpA//yeaE//cmoA//lacI//dcuB//dgcJ//ygfA//crcB//tabA//ynfH//lrp//ykgM//metL//araE//allD//secE//lolA//kdpB//ycjQ//yidE//rlmD//fdhD//hipB//yhbQ//yafC//fdoI//yehW//yphC//hemB//mscL//deoC//yedF//sufA//mdtK//asnC//fruK//trpL//uxuR//glpA//ydcO//narQ//ggt//nuoB//narY//rmf//yieE//polB//curA//sdiA//fliM//treB//mtlA//osmC//menH//citT//ptsH//cydA//yhdX//ndk//nuoL//yciK//msrA//ydeM//gntR//hyfA//mreD//mhpT//fumA//ygfX//pncB//artI//cydA//ybjG//tmcA//hcaT//flhE//arsC//dsdX//lgoT//
GO_0051189_5	dpiA//casA//yiaT//ymgC//lit//glnA//paaH//frdA//pykA//sulA//narG//rcnR//
GO_0051191_6	fecB//
GO_0051193_6	narI//guaB//cydD//
GO_0051195_7	dgcQ//
GO_0051196_7	yejE//
GO_0051205_6	ftsL//ygfA//ulaF//phnI//oppA//hpf//nhaR//hchA//nfsB//gadE//
GO_0051223_7	tatE//gshA//folD//
GO_0051224_6	puuC//
GO_0051234_3	trpGD//yhcD//nanK//bglX//pgpA//tamB//hinT//ubiJ//yjhB//ybaT//hypC//yggX//nupG//nikR//ygjH//tamA//hslO//glnK//dps//ycfJ//sutR//yhdX//rluE//cpxR//torY//yeaV//lpxB//ptsN//glyA//fbp//ratA//pstC//abgR//ycjP//asnB//potF//ccmA//bioP//envZ//parC//ybiI//pncB//cydC//maeA//manX//glnD//dauA//chaA//rlmM//pliG//yehP//sfmC//artP//topB//acs//cydB//fabI//bhsA//adhE//gltS//cydD//mscS//ydeT//abgT//pal//ftsL//oxc//ycbB//rpsL//ubiF//nudF//arnF//yhaO//osmC//napD//pphA//acrF//mhpA//maoP//clpX//ydjL//dinQ//dcuB//lolC//secM//pgsA//yajD//yhjA//clcA//ubiC//kdsC//rpsQ//narJ//ypdA//ygeX//tehA//lysO//mog//uspG//thrC//yahN//ynbD//rutF//aldA//yihU//yfbS//rpmG//alaA//moaE//lipB//dsbG//ascG//rrrD//ybjI//wbbK//rffH//yojI//fimI//sbcD//rbfA//insA-1//eco//rpsQ//ycjQ//lpxT//gudD//yjjU//nrfC//ftsA//menE//greB//ymgC//yijO//pdeR//fliZ//feaR//trmJ//accD//ybdZ//matP//yggT//fixA//leuO//ycfL//waaB//frwB//mrcA//phnH//aer//pstB//yfdK//eno//sstT//trmI//opgE//setA//ybaM//ybiW//phnM//yiaF//idnK//hyaB//pgi//artQ//yeaG//wbbK//pspF//pphB//rplJ//cynS//efeO//bluR//rbsK//idnK//ralR//metE//dxs//maa//elbB//hisI//ybjG//mdtF//ydiP//ubiA//rcsD//tusE//yfdS//fruK//ttdB//nanK//glpT//rpoD//mepM//cmoA//panB//ddlA//dbpA//cpxP//fdhE//caiB//rlmA//cnu//fic//atpB//glpC//hscC//ynfL//yfjR//stpA//ispF//glnQ//tauB//fimE//tatC//rhtC//alpA//sdaB//phnK//yeeY//hemC//ycbB//ydeM//lptD//phnI//yghU//arcA//glgA//ftsN//plsX//aidB//erpA//glgA//gutM//glsB//rssB//glxK//menB//hprR//perR//cysI//erpA//uspF//gsiA//yebG//exbD//thrC//amiA//srlD//glrR//scpB//barA//tehA//aldA//gltK//cyoB//nepI//hicB//aceK//yecS//spy//yhgH//phoA//wecB//clpB//mioC//rhaA//tsr//deoB//yjjX//yraI//ribE//livK//yciK//trpC//leuB//tig//yeeY//potI//hyi//sfsB//yfgI//gyrA//dnaB//rplW//yfgO//ddpA//hisI//frdC//ugpC//ydcI//ydeE//cydA//yggD//suhB//ppc//arfA//znuB//ybiY//prfC//rraB//pspC//preA//ascG//hflC//yjeH//ldrA//seqA//epmA//yieH//hycI//rseB//galU//menE//emrB//carB//gcvP//ypjD//pinE//ymfA//rpsI//ppiA//flhE//hexR//glpC//flgM//araB//fimE//hemL//hemN//cpxP//lepA//plaP//potA//bamD//clpS//yehT//ftsB//potC//aroA//tyrS//gatB//dnaC//dhaR//ulaB//aroP//cysQ//osmF//pckA//osmF//hisM//ydgA//gadC//malX//dcyD//emrY//thiI//shiA//hisQ//rluE//glyS//ynfK//yceD//oppB//prlF//cca//kdsC//hypF//lptA//bssR//rraB//nemR//ydcZ//metR//torC//dnaT//tauD//yedL//sfmH//envR//mlaC//cpsG//rnhA//ydhQ//csgE//viaA//ytfT//gph//yghW//appB//hisP//potI//menE//etk//ppx//sfmD//ycjR//insH-5//mocA//vsr//def//rplX//yddL//holC//hcaC//ydcI//yddM//gapA//hsdM//fruB//mukB//nuoE//menD//citG//ubiX//rlpA//hicA//ydfH//cydB//ribC//ulaB//alaS//hsdR//rnr//mliC//ftnB//rutD//insH-6//ompT//tcyJ//speG//decR//secF//yrbG//ibpA//ycbU//trpA//folX//ldrA//tusE//galU//yrfG//uidA//gppA//ycaN//yhbS//pfkA//ribA//ycdY//nikC//hcaR//glpX//appC//tauB//maeA//insA-1//yodD//pepD//rcnB//torD//yjjU//garK//pepA//glcC//yibH//ynaI//ansB//dgcZ//ymgC//yjjW//cheY//yfcG//fdnH//yihV//nanT//ybhR//yfcV//ydjH//rihB//yiiM//uidR//tag//ydcR//gluQ//srlB//fimI//yfcP//clcA//znuB//rsmF//ariR//yciG//bepA//rclR//ybiS//asr//prpC//nikE//sapA//potA//yadG//fliS//pyrF//alr//elfA//upp//rusA//aroF//metL//ddlB//yieK//torS//xdhB//lpxC//fdoI//lpxL//yfaE//flgE//fliG//rraA//eutR//deoC//nikE//yieK//holE//iraD//trpR//cadB//gntK//ygbL//fecD//allB//rsmF//ydeT//cyaA//srkA//argB//glyA//ansB//rcnB//xylA//dmlA//nuoB//bcsA//yjbE//yiaJ//fimC//nikR//yagJ//hybD//fabG//phoU//yihO//priA//norW//msrB//betA//yqaA//rbsK//acpS//nth//asmA//tisB//ompN//eutN//grxD//lysA//speC//acs//dbpA//kdpC//cyoD//hemH//cusC//matP//ispH//gmhB//tyrS//modB//glxR//glxR//rpsH//slt//ispF//mhpD//shoB//gppA//rplO//ybhG//ygcO//ybhS//glpD//patD//prlC//dbpA//lsrD//btuB//yddG//citT//insF-1//ubiD//glgS//recF//lgoD//ypdA//thiC//lpoA//
GO_0051235_3	ftsB//paaB//comR//
GO_0051238_4	waaS//aslB//rbn//
GO_0051246_6	uup//mhpD//rpoE//recA//ddpX//yoaB//csiD//mtlD//sseA//yjgX//eamB//fimH//hupB//stpA//hdeA//modC//phoP//exuT//hybC//frlC//citT//rcnA//hisS//ybiY//potA//coaA//mprA//bglH//malY//eptA//hdfR//murE//agaS//ttcA//nepI//nrfC//mraZ//skp//yihQ//ypdB//rffG//crr//miaB//uvrY//der//dhaR//fimD//nikD//ycjD//marA//ynhG//ynhF//srlD//
GO_0051247_7	gltI//nuoE//yjfP//citX//yjjB//clpX//yiiE//fliD//ydaC//pncB//feoA//
GO_0051248_7	arcB//flgC//xanQ//yadV//gor//rhtA//rpsI//ynbB//nagB//murE//yjcE//trpA//rarA//zntA//ygiB//higB//appA//kdsA//sapB//recB//cheB//murR//puuP//macA//hisF//rpmB//wcaC//idi//pgpC//map//rfe//
GO_0051252_6	ybfE//rpiA//yeaE//yafO//csgG//aceK//fpr//uhpA//soxR//dsdA//secF//pspG//yfhM//dctR//ratA//lldD//pyrH//lasT//ynhF//wbbK//sfmA//yfbR//hda//arnA//nanE//hofO//nirD//yehY//dut//rarD//rihA//lsrC//uidR//nupX//ssuA//tgt//bglJ//prs//hmp//yhjG//rlmH//pgk//argI//galP//prmB//pal//fre//ykfM//ygcO//rplY//treB//htpX//yacG//ydgA//sfsB//mltC//fadE//rssA//cusB//zapB//rplY//adhE//nuoF//nanE//narV//allS//yehB//yfdS//hisA//nuoB//pyrG//ptsP//hypB//yadG//rnhB//pgpC//mglA//frvR//flgA//cspD//fhuF//tynA//malG//cedA//narZ//dkgB//mhpR//xapA//nrdE//ulaA//lptF//ndh//deoC//frlC//arnB//speF//lolA//cspB//yieK//mltA//tyrR//phnO//hisB//amiA//uxaB//rfaB//waaB//yfdR//caiF//dcuD//yjjG//purD//trpA//uxaA//holB//degP//rhaA//lpp//ykfI//rpnA//tauA//chbB//intE//lpoA//potI//bsmA//pgaB//nrfG//yfdR//slt//yafS//dnaC//lipB//pdeK//bioB//cueO//yggW//ettA//fecD//entA//cheW//ybcF//ydeO//atpA//ldrA//insI-1//plsC//dgkA//frlB//sulA//rimO//glgB//epmA//ycdX//eutK//yhgH//holD//tabA//argK//rdgC//sthA//arnT//paaC//yfhH//recJ//rcsD//amiA//rpiB//ydeE//hofO//dgcM//holC//agaA//bamC//fadH//potI//ldrD//yfdO//bamD//gppA//gmd//ttdB//xapR//rcsD//fmt//dgcE//hisP//topB//livF//lspA//opgD//feoA//acrZ//hypA//gspJ//gcvT//leuC//rhsD//yefM//fiu//hyaB//sbcC//insI4//yciT//flgE//tqsA//lpd//rsmG//fadD//hemG//mdtE//mtlA//arnD//narJ//dgoT//nirD//rpiA//yjiX//srmB//ynjA//alsC//ubiA//cspI//adeP//bglF//sodB//rpsB//cmk//aroF//elfC//appY//pepT//rfe//pdxB//intQ//gltB//yraN//tolA//sfmC//yqiH//mscK//kdpB//ibsB//nfo//hyfF//gadC//ydeE//yeaG//rpsG//rplT//rplJ//fis//mioC//ypdF//cysD//glrR//dppC//xylH//sufB//wzzB//treF//nadB//cpoB//phnJ//insI1//rnc//ynfH//osmE//minC//ybdZ//zraR//mdtB//perR//yegS//waaO//arnB//cmoM//ygbI//
GO_0051253_7	pheM//waaL//ycbV//rlmB//mipA//kefG//gloA//glgC//uspE//nrfG//yggE//cmtA//ypdI//ptsH//ftnB//iscX//rseP//thiC//moaA//rbfA//mtfA//yadC//yqaB//ybhG//rsgA//ruvA//sodB//dpiA//yfdO//ssuC//cbrC//hisB//rlmN//lon//ftsL//wzzB//nikA//elaB//mqsA//ilvN//lolD//soxR//lipA//sbp//cutC//sucD//artI//barA//betB//ybbY//mppA//yqaA//yfcG//rbbA//actP//envY//rpmJ//ldhA//galR//purD//dnaX//soxS//pinQ//ubiI//psd//fadJ//mltA//rtcB//wzzB//relE//pta//murR//insI-1//flhD//ushA//idi//srlB//mdlA//npr//asnB//glvC//amiC//nrdH//yqaA//holE//mhpT//thrL//rbsA//hslV//ddpX//dgcE//gatD//trmI//gltK//argG//caiT//ribD//hprS//argH//
GO_0051254_7	flgK//trmA//lepA//yqcG//glnQ//cheZ//ydiQ//gntU//tnaC//lsrC//phnO//recR//insK//hofC//iscU//selU//ribE//azoR//gatA//gadA//ompC//yqiH//ygiN//xylB//aroE//frdC//yceK//ybjD//hscA//crfC//cedA//rclC//pyrL//yadN//hemB//dnaB//rppH//seqA//rpnC//garR//gatA//yhcN//essD//rplT//ompA//aaeA//yahB//ytfE//nanK//narX//lolE//pckA//rluC//frvA//lspA//yihI//bsmA//lipB//yrbG//rfbD//lpxT//nuoN//lpxD//ogrK//ttcA//yraR//trpC//sbp//csgD//yfiE//argI//glxK//yfaV//yfaV//prfC//
GO_0051258_7	narW//
GO_0051259_6	dld//treB//greA//hypB//chiP//zipA//rarD//tmk//puuD//arnE//rplJ//yhjD//zupT//yeeA//yehZ//rpsG//fpr//xisR//asnS//kbaZ//asnA//uhpA//mlaB//murC//ampG//yjgX//yceK//maeA//aceB//tdcD//fdx//dinG//nfuA//ulaA//sdhC//intS//mgtA//chpS//mntS//miaB//casA//yheT//yeaV//yihT//yaaY//yjfP//prpB//cysI//hmp//napA//sucB//
GO_0051260_7	gor//phr//fbaA//mocA//rpsM//trpC//frwD//tatE//yciT//trmA//yfaX//ddlA//ftsB//dcuS//dmlR//gntK//glcA//tmk//tusC//mcbR//argF//thrC//ydhC//uacT//alpA//murD//infB//uxuA//tolB//kdsD//psuT//pspD//bglB//mmuM//prpC//nadE//phr//glcF//yibF//ygjH//minC//narU//rhlB//hybC//ygbN//asnA//recG//
GO_0051262_7	xapA//nrfG//argT//emrY//cydA//rimO//tolA//gadW//nimT//ftsZ//flgE//yahK//glpF//yafN//yefM//rsmF//dld//arcB//thrB//rpe//ppiA//lsrB//mltF//pdhR//rluD//thrC//etk//lgoD//yiiE//hslV//sugE//fbp//rpoS//kdpF//ynaI//gpmA//
GO_0051270_5	ubiX//fdx//yajO//menB//pdeK//menB//elaA//fixC//yciT//nadA//gsiB//ldtB//exuR//rclB//fdoH//opgC//
GO_0051271_6	pyrE//dxr//bioF//fruB//suhB//bioH//tdh//trmL//nuoI//
GO_0051273_7	corA//ubiH//epd//ulaA//yfaV//yfcP//gmk//
GO_0051274_8	dcuD//ghoS//rseC//gntU//ybbN//udk//waaB//
GO_0051276_5	gstB//yohD//rfaG//smrA//skp//livK//nikA//gudD//uspG//xylA//pth//cspE//cydB//edd//tamB//zipA//yjeH//rhaS//amiB//ycgB//ftsH//yoaA//ebgR//hyi//yfcQ//trpE//
GO_0051289_8	ccmC//ftnA//ycjR//fadJ//yggD//yhhZ//seqA//asd//bdm//ibsE//lysU//cspC//dgoT//yidP//bamD//kefG//ilvI//tadA//patA//folC//flgH//macA//nrdH//fruK//adiC//ydcP//lapB//kdsB//map//queF//ycjQ//yhhT//yafE//frwB//prfB//sfmH//
GO_0051301_3	btuD//chbA//intE//aidB//murC//ebgA//mpaA//ybiW//secA//setC//fabI//livH//agaR//sutR//yggD//ybjX//cydD//hdeA//lasT//yhjG//tsx//entE//oppC//ascF//srlR//recN//lpxT//accA//yihP//ycjR//gor//alaC//mdtC//rseC//atpE//recR//
GO_0051302_5	hcaC//speE//fimH//bglF//abpB//yfjR//ycaN//ugpA//yfaV//csgB//osmY//ghxQ//acrR//gltD//
GO_0051304_4	rplX//
GO_0051336_5	ybdM//tcyL//rhaM//poxB//mdtL//lapB//chbA//cdsA//hybF//srkA//mhpB//yhjA//aslB//ibaG//yjhH//yeeY//yifB//abpB//tusC//lysS//yphB//sgcB//pgk//ydiQ//evgA//
GO_0051338_5	dgoA//ilvH//sspA//gyrB//
GO_0051339_5	ppiC//
GO_0051341_5	potG//galK//
GO_0051345_6	yheT//gntR//flgG//mltC//nikC//asnS//yieK//thiP//
GO_0051346_6	uvrB//rlmE//mglB//paaC//rpmC//guaD//agaS//cyoE//yehC//pgi//entF//
GO_0051347_6	msrC//gntU//
GO_0051349_6	yiaB//
GO_0051353_6	tilS//coaA//
GO_0051391_8	carB//
GO_0051409_4	gspE//yehP//
GO_0051410_3	baeR//
GO_0051452_10	mlaE//
GO_0051453_9	bisC//chbR//yihV//osmC//fadI//pdxK//yddA//alsK//
GO_0051454_10	rcdA//rcnA//gudD//idnO//decR//
GO_0051476_7	djlC//
GO_0051484_7	pfkB//
GO_0051493_7	cytR//
GO_0051495_8	hybG//
GO_0051595_6	hicB//dtpD//ansB//kdsB//acpT//
GO_0051596_6	yejE//rclR//xylF//yadI//rnlA//rpnC//tpx//nudF//nemR//yjjX//ribB//thyA//mepM//arcB//mlaF//fadI//rhaD//uacT//bcr//cysN//otsB//recT//recX//rhsD//gph//ravA//yhfK//garR//
GO_0051599_4	torZ//
GO_0051603_6	rnlB//fabI//fdnG//yaiW//norW//ybhS//
GO_0051604_5	phnM//flgD//flgI//afuB//amiB//mgtA//sbp//yggF//agaW//frmB//rffC//ebgR//hisH//trpC//ldrD//yejA//torS//ymdB//mrcB//dnaC//glpR//yfcP//hprR//coaA//phnM//bisC//aer//def//rffM//rdgC//nrfC//ftp//galF//yhcN//glgS//accA//ftsY//ldrB//bglA//puuD//
GO_0051606_3	arsR//macA//
GO_0051607_4	hemB//ybiW//sdhD//pdeF//yhbQ//aceA//yihP//abgB//glnQ//adiC//
GO_0051641_3	ynjD//ascG//zwf//mlaB//fliD//ymgF//osmF//dinG//ttdR//recF//opgB//crl//clpA//pepN//chaA//crr//purB//arnB//mdtO//pal//bhsA//marR//ldtE//
GO_0051649_4	ampD//murJ//tar//yebZ//uspF//mltF//hupA//tdk//rsmH//cysP//hdeB//ssuB//radA//
GO_0051651_3	cas3//yjjI//dtpB//
GO_0051668_4	copA//
GO_0051691_5	ycfL//lsrC//
GO_0051692_6	ftsN//ygfA//
GO_0051701_4	exuT//hns//narV//bglH//hemD//yccX//tdcR//chpB//erfK//fdnG//otsB//mltC//udk//scpC//arsB//hybC//
GO_0051703_3	phnJ//uspF//artQ//frsA//yihX//rplP//mliC//rraB//
GO_0051707_3	ygiS//lplA//rffH//znuA//speB//nikB//ymfA//idnO//aaeR//zntR//lpoA//chbG//wbbK//yfaE//
GO_0051715_4	rffG//
