#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	xapA//yjcE//insF-1//ytfQ//
GO_0043086_5	folX//hemD//yebZ//yibA//kilR//seqA//nlpD//mutL//galT//hrsA//citE//lepA//dgt//glnE//hybE//nadE//glpB//cysH//trpS//uvrY//tnaA//aaeA//ydgA//bioD2//insE-1//dcyD//
GO_0043087_6	ybaO//dgoK//mdh//hpf//
GO_0043090_7	ygiW//ogt//lysU//yneL//kdpB//pheP//prmB//nrdF//ybjC//gldA//
GO_0043093_3	queA//yebS//cueR//uhpB//waaA//fieF//murQ//csgE//cbl//insB-2//eutN//hinT//aceF//melB//lsrK//prs//gmk//
GO_0043094_4	yeeJ//gabT//ugpB//paaC//sfsB//setA//ygbL//cadA//gpmM//mdlA//cadB//sbcB//mrdB//mrdB//ccmA//hscC//gspI//nrdA//yceK//kdsD//yghW//fabH//
GO_0043096_6	bioB//yieE//holB//
GO_0043097_6	yidZ//clcA//proS//rplT//
GO_0043099_7	recF//
GO_0043100_6	phnI//
GO_0043101_5	livG//yggD//mcrB//fdoH//
GO_0043102_5	yahD//birA//yidQ//dbpA//
GO_0043103_7	yjjG//
GO_0043111_7	mobA//
GO_0043137_6	rarA//mltC//
GO_0043150_8	yeaE//
GO_0043157_6	gcvP//
GO_0043164_6	ushA//hemG//yiaA//chbF//fdnH//dnaQ//nlpI//purU//
GO_0043165_6	mnmC//rluF//frvA//arsR//yedX//sapA//folD//rapZ//fucK//yihO//
GO_0043170_4	cynT//waaS//eutR//mdtL//tnaB//ydiP//fliD//artQ//uup//mnmA//cmtA//pdxJ//dppF//pyrL//narH//prlC//ycjR//casB//hofN//nrdH//yjiQ//gcvR//cdsA//bdcR//cheB//ssb//tas//secM//ilvN//lysP//lspA//fumA//der//mdtL//glpK//mzrA//phnC//fabD//nlpI//fruK//decR//ykfI//infC//fnr//serA//yhbQ//ydhC//bglB//gcd//fdx//proS//evgS//srlA//oppD//insI4//deoR//insA-2//hisS//envZ//ybgQ//wzb//ydfH//hyfC//prpR//dcuA//lldR//sapF//nrdB//solA//yggF//iscS//diaA//cbrA//tmk//zapE//iscS//gltP//yjhB//fruB//puuB//gabT//yfeO//emrE//prmB//aroP//flgI//sulA//ftsP//dinQ//trmH//hupA//ymgF//yjjQ//pdeF//nrdF//moaA//lptG//mdaB//ccmH//yebC//glsA1//prlC//yaaA//rcnB//lon//iscS//flhC//cspA//sufB//dosP//lasT//tatB//kefB//osmY//mngR//yfeW//mtgA//pheM//avtA//srlD//ribB//mdtO//gnd//lapB//melA//gatA//rnb//ribB//nanE//ykfM//degQ//leuO//rpoH//yggN//yaiW//dcuD//yggN//aroB//fhuC//sucA//acrE//sdaC//ldhA//rpsE//asmA//rnhA//yeaK//pfkA//pabC//pinR//ycfH//pyrB//ydeM//yjbH//rplM//cysW//sgbH//arsR//yfcQ//kdgR//hybE//yajL//rhtA//barA//mraY//dgcN//yibA//ibpB//yjiA//appC//frvB//tdh//yajD//nanC//trpGD//gmd//glcB//dgcN//pspA//ttdA//yiaB//torD//umpG//hflC//dicA//sdaC//crcB//cysS//pheS//mnmC//mltB//rlmN//sugE//mltA//yhcH//seqA//yhjR//fdnH//rsmD//galM//rpsP//rsmH//yihX//mrdA//yidE//sufC//galE//manA//rutF//yciE//mcbA//menD//ligB//cspG//poxB//ybjX//ecpR//ruvA//ynjD//allB//yacG//baeR//fixC//betB//holE//lsrG//rpoD//erpA//lipA//bluR//cra//rbfA//rplY//rffG//yciH//cyoD//yeaV//fucO//flgB//wecE//dpiB//ybdH//ftsE//yiaB//proA//sxy//cho//rpnA//clcB//ybcQ//wzzE//rcsD//tehA//truA//yhjA//ttcA//murC//ycjR//truB//gcvH//rhaM//yehT//hxpB//leuS//yedX//nfi//yghO//ompN//tpiA//uxuB//mlaC//pdxB//ygeR//qseC//ynfE//mdtA//dsdC//thiI//artM//fimA//ybaT//rhtA//pflB//yeeO//lsrD//dhaK//csrD//setB//topAI//bglX//uxuB//bioD//pdeR//kdgR//frlB//uspE//purD//modB//kdgT//glpR//yidK//manX//hslR//galE//recX//macB//waaC//allD//elyC//tusD//phnO//glmU//dut//btuB//tusE//gatD//yggW//birA//sad//tbpA//nadC//ynbD//ybeF//arnT//lysP//pheS//epd//csdE//waaG//rplN//napF//frvA//rsmB//mrdB//sufA//curA//tisB//truC//dsbA//caiF//mdtF//yadC//pgi//tag//dgcE//ycdX//narW//matP//diaA//queC//murR//yieE//rffH//flgI//ftsN//insH-6//ftsA//dinD//mpaA//paaH//sodA//yihI//paaK//hypT//zraR//parE//setC//emrD//ssuD//skp//cysG//rfaB//hemE//pinE//livJ//ynbC//cheA//murR//phoU//yhdX//pgaD//kdsC//slyD//fruB//rsmB//bcsQ//hcaF//lspA//rhaT//ydhJ//ugpC//panC//kch//yggE//bacA//yiaU//yaiW//ypdB//purU//tsx//menA//epmC//leuO//cyaA//aroP//hyaA//yggP//gatA//aroP//cusF//sucD//speB//livM//yfaX//paaA//rtcB//kbaZ//ttdT//yggD//potI//hypF//fruA//ssuA//frdD//intQ//clpA//alsC//prmA//thiL//rfaE//dgcN//bcsA//yeeA//bsmA//ribF//pbpC//yebQ//minE//tusE//ghoS//rplA//ybaO//dinD//abpB//crfC//opgB//gnsB//purC//hprS//raiA//add//csiR//udk//mrcA//ycdX//fryA//flgA//pspD//rpiR//yrdA//livG//tsaD//ykgA//ybaQ//yhdZ//pyrH//ltaE//pcm//paaX//pspG//npr//cobC//rplD//rne//nlpE//yahB//yghO//yfeR//bsmA//mltA//waaU//xisR//nrfF//msrA//bdcA//mreD//fimH//ybiT//tldD//yidL//rhaT//ycjR//nanR//dcyD//elfC//dfp//cheZ//yciV//adk//yaaJ//galR//yphF//eptB//alaS//pepB//alr//dkgA//oppA//actP//mltG//ddlA//fpr//ypdC//nrdD//ulaF//yjeI//hybD//rplK//ulaG//yajO//rarD//pepA//rutB//sodC//rihB//fumB//moaE//exoX//ivbL//gadW//gcvR//yheT//chaA//pdhR//yfcU//ygaH//dgoD//yidL//rnr//btuB//chbA//trpB//phnC//aes//yfaX//hcaB//nepI//ansB//hexR//araG//preA//mdtE//cysK//idi//cysZ//aaeA//slyA//ilvB//wcaB//folM//rutB//fadM//hslU//rffC//fepD//kbaZ//gldA//rcdA//ulaA//yjiM//ompT//murP//yidD//bamD//ycjQ//ydeM//arsB//rutD//katE//allD//yfdO//ygeX//gspF//bglB//nadK//citE//nrdH//rfaB//lplA//mlaE//phoE//artP//pliG//fadI//rsmF//slt//ppiD//aslB//ydhK//gltB//menC//polA//aroG//ydjL//napD//recA//pheS//selU//cbrC//ompG//helD//ymjB//cysM//yfhH//yfcA//yiaB//intQ//nuoN//sbcC//hipB//dcuR//sgrT//bioB//argH//fre//truA//prfB//atpD//ibsC//yrdA//yphC//ligB//pspA//yeeJ//hofQ//yecS//mngB//ygbN//agp//rsmB//prpB//frlC//rodZ//yfeD//cpdA//lacI//acnA//fliD//pdxK//soxR//mprA//dppD//xylF//fdx//hybG//thiM//trpR//ycfJ//ynfH//ybjN//yabI//yobA//amyA//mepM//pphB//hscA//fabA//waaF//atoS//pspC//dps//ushA//bioP//frwC//yfiR//proP//rpsT//ttdB//ynaI//pepD//lptD//sgbE//rsmH//metE//ycjY//ribC//rapZ//ybgQ//yfeR//napF//ilvH//yjhH//glpC//grxD//torR//ycbU//pstB//sfsA//yjiM//pta//yahN//prs//rmuC//sdhA//yehU//lptC//hisD//rffG//arnB//cueO//spy//ygeR//yaaU//fliZ//fliG//setB//yjjQ//gapA//trmL//ebgR//rpsA//cas3//dgcN//plsB//ribA//ycfH//rsuA//glnQ//recT//yfdO//wrbA//msrB//psuG//yfjV//ybhF//araG//hslJ//gadE//lpxM//mdtI//lplA//mzrA//icd//yehA//betI//yciK//acrF//yigL//viaA//fepE//dmlR//kdsA//barA//hxpB//galF//rnlA//eutA//ybeQ//murI//fkpB//adeD//cdaR//lplA//ompG//cysM//aroP//glxR//argA//frdB//setA//fucK//satP//ycaN//gltX//macA//ade//fliT//truD//lpxP//pgaA//rfaG//yddM//fsr//ddlB//dxr//thiL//yfjR//folX//gatA//rng//tdcF//malP//ffh//ansB//arcB//flhC//ynaE//mepH//groS//yebC//ebgA//yeeL//gcvR//opgE//rlmI//murG//hdeA//torC//rssA//focA//ydcO//lgoR//torZ//rstB//rpmE//znuC//yefM//nsrR//rhmD//cysP//ispF//yjeI//htpG//lsrK//osmE//yehT//dnaA//hha//
GO_0043171_5	ydhK//xapR//tatC//macA//cydC//sfmH//xisR//rsmF//fumC//
GO_0043173_5	sgrR//yjiX//pyrH//aceF//hupA//rihC//trmB//exoX//
GO_0043174_5	gpr//pbpG//yhcN//sdhC//yneJ//ilvH//
GO_0043200_5	miaB//ybdZ//araB//ulaA//bamA//narV//yihX//mutM//
GO_0043201_6	mlaD//
GO_0043207_4	waaU//kgtP//recX//gadW//ddpA//glmU//sfmA//serB//gntR//hisS//fumA//hisH//rplJ//rpmE//
GO_0043213_7	yeiL//argB//pgm//oppF//yfaV//opgD//speB//mukB//
GO_0043242_7	yihW//fes//nupX//
GO_0043243_7	cbrA//
GO_0043244_6	rsmE//gcl//rayT//wzb//ssuC//rseB//der//acrA//dctR//dnaC//eutN//csgF//iscA//rpsE//ygeW//cheB//ybgI//ccmE//yfjV//yjiY//
GO_0043254_5	sgcC//elfD//rlmG//nanA//ydjE//yjcE//spy//cra//hslO//ydeE//norV//nusG//dppA//gadA//rluF//yaaA//hupB//yjcO//ugpC//folC//rplQ//mscS//tauC//trpB//bioP//
GO_0043255_6	lpcA//ung//adeP//
GO_0043269_6	cheR//yiiM//gltD//umuC//rpsB//gcvR//arnB//
GO_0043270_6	adiA//radD//
GO_0043271_6	csgG//
GO_0043335_3	coaD//bamC//fucP//artP//
GO_0043392_6	tnaC//
GO_0043393_5	cmtB//
GO_0043412_5	frmA//intZ//ftsN//hisD//lpxP//rdgC//hflD//proW//bglH//cedA//lpxK//radA//yieL//setB//rpsK//yqiI//rph//dinB//yqjH//hypT//yehB//queG//ftnB//csdA//holE//xylB//ybdN//agaS//tdcA//raiA//artM//csrA//paaZ//cynT//gspI//nrdH//rpoD//btuD//ccmA//pspA//gspJ//marR//clpB//mlaD//ybjG//kduD//ldtC//yaiV//spoT//exuR//yodD//ggt//mreC//sdhE//mepM//pabC//yqgB//yqiH//ybhS//epd//relA//rcnR//fnr//fsr//yhbY//hyaC//casC//yhdZ//insI4//katG//yejE//fliG//stpA//macA//phnL//udp//fabB//metN//pspA//tag//preA//lacZ//ompW//cecR//glsA1//csrD//idnK//yoaA//elbB//yehC//yhbX//yddG//ybhI//yhdJ//alaC//pck//dinG//clsB//sgbH//flgD//metL//lysU//pncB//nagB//gntK//ispU//bisC//norW//guaA//malP//amiA//rclR//mepA//suhB//ynfF//yafN//mhpB//ygaH//ydjM//nanE//pcm//pspD//psd//yqcC//mcrA//rfaC//bisC//fryA//fetA//mhpC//sfmH//paaF//lon//alaC//waaF//rsmH//tsgA//tnaB//sad//yjjU//ybaO//ydfK//phnG//pdeD//mscM//yafE//setC//gltX//yjhB//mdlA//cspD//lpoB//deoD//srmB//uhpA//norV//artM//creB//mpaA//envY//frwB//yhhZ//skp//moaC//argR//higA//bssS//artP//yadM//ribC//fixC//iraP//lpxD//ydaN//mutS//rluA//mcbR//hcp//yghB//araH//mak//glnD//fimF//cusR//holD//nikD//recQ//eutB//kefC//bamC//aer//ydfK//hisS//guaB//fimH//uacT//thiC//hdeB//potE//psuG//adeQ//emrD//agaC//tusC//otsA//fklB//nagE//yghG//recD//ydfH//abpA//htrE//rpsH//ulaD//glsA1//kefF//dppB//zapC//ldcC//mnmG//argE//pdeL//tdcE//rhoL//panD//tnaA//alaA//ydiQ//rluD//rhaR//gsiD//agaB//
GO_0043413_4	patA//
GO_0043414_4	cdh//yohD//thiC//puuC//potI//insF-1//hflX//torY//cysZ//dgcJ//pinE//ynfK//hyaD//elyC//rnlB//fruB//flgA//feoB//narY//ulaC//frvB//ilvI//emrD//gltS//rsmF//rlmC//yraI//yebQ//ribF//atoC//priA//ariR//rstB//ubiF//ybcF//pbpC//appC//hemC//paaX//yibF//sgbU//ynjD//gabD//lrp//xylA//yihU//pgk//pbpG//ileS//yphB//frdD//dinJ//
GO_0043433_5	solA//sgcA//pdeR//comR//uvrC//mlaF//
GO_0043436_5	ygiW//frlR//ybhI//phoB//pppA//tolC//mrcA//ispF//rffM//ydbK//ydeT//bcr//metK//pgm//lyxK//ibsC//chbF//yfbS//torR//chbG//hokE//ispH//yihR//acrF//acrB//lacI//scpC//ugpA//grxD//waaO//ybjG//yaiW//fkpA//aes//rpoH//lpxM//hypT//cusF//rseB//yojI//fdrA//gadW//tolR//lon//rnd//uvrD//ycjP//yidQ//dppF//ftnA//htpX//alsC//yohC//rfaD//ybhS//queG//pabB//uspC//pstA//arfB//greA//yidC//rfaD//yoeE//arnB//alpA//rsgA//yieK//yqeF//cytR//argF//mlaB//tusA//paaA//fhuD//moaD//csgB//dnaC//hinT//ribD//hyfA//pmbA//betB//garK//bamA//ydjJ//malX//mtfA//glpB//adiC//pdeK//envY//mscL//dcd//thrC//yfiF//ymgA//mdfA//argB//yhdZ//iaaA//rtcB//ubiF//mazG//rpsK//aqpZ//selD//gudP//thyA//hofC//malP//cdgI//yfbR//thiM//arfB//cheB//srlA//aceF//btuD//macB//fecA//yigL//mngA//yegS//cytR//ybdZ//yihO//rdgB//prmC//evgA//rpnB//fliG//fryA//topB//menH//rpoD//yqgF//ydiV//yjjU//dnaN//ompL//ynfH//waaS//yqaB//sufE//yjcE//polA//curA//acrA//dsdC//ugpB//lysP//diaA//ydhJ//yciK//argE//fhuB//rapA//zraS//mrp//ybdO//nth//rmf//accB//ibsB//creC//lhr//idnD//ybiT//tsr//thiL//yhcD//yehX//alsC//scpB//yihL//nrdI//yajL//maa//yiaL//rsuA//pinR//xylE//fdrA//fabA//ybhP//mgtA//nepI//cobS//fimE//prpD//dgkA//mtr//mak//yhdW//uxaC//mnmC//trxC//pckA//cobU//yahB//surA//ttdA//gyrB//hsdM//queG//yabI//epmB//atpG//murF//dsbD//arsR//ybaE//oxyR//metF//tehA//pyrB//dicC//cpsG//cbeA//cpxP//ccmH//thiG//hyi//fetA//qorA//cpsB//csgD//ilvL//cbeA//exuR//ampD//murD//gsiB//symE//dcyD//gppA//luxS//sapF//fimF//bamD//tdcF//yddL//ulaB//cysZ//dnaA//elaD//narW//nikA//oxyR//motA//yraR//amiB//ynaI//ycfL//ubiF//rluD//ydfG//alaC//sufE//aldB//yacG//aceB//grcA//ybaK//lpxK//uxaB//nikD//eco//waaY//hslV//napC//gmk//rpsN//yadV//cyaA//pheP//rsmA//tsf//cpxR//hisC//uacT//cysD//fdnI//rpmF//tyrS//fliM//kup//cheZ//rrrD//dapA//holD//dtpD//clpP//topA//proP//glgC//xylE//potF//murC//entA//ybhA//ycjU//nanC//sapC//mlaC//ygiN//yihP//ynaI//gpr//htrE//rluA//spy//cpxA//ilvB//yfcQ//ymgA//rapZ//sdhC//orn//mdtL//hypE//astB//hsdM//gatA//yejA//atpE//poxB//hypF//eutR//yhiM//zur//groS//ompR//ybfE//rhtA//cysS//lysP//phnO//tcyJ//fdoH//decR//ybaQ//wrbA//cysE//hpf//kdsD//dicA//trpL//glrK//yegD//yjfP//yjjX//fhlA//malK//slyD//relE//ydbD//ulaB//rph//manA//ppiD//secF//fryB//fdoI//sgcA//maoP//hslJ//gltP//yebC//coaD//hslO//aas//ruvC//truC//ycgV//idnT//glnP//fryC//bcsA//ftsP//bdm//gltD//roxA//rcsB//moaC//secE//ygeV//abpA//frlB//umuD//flgD//codA//abpA//narX//rpe//yhbS//dauA//yciV//putP//ybhJ//flhE//cysZ//ppsA//gpmA//rhaR//epd//flgD//dgoR//bioD1//fryC//fre//mhpR//ttdR//phnG//cas1//nupC//dcuA//nimT//nhaA//yjhH//yhcN//ebgR//yfbV//hofN//yfaV//garL//proA//emrE//nrdI//ivy//baeS//agaR//tpx//nikC//cobB//tufA//nemR//paaG//nfi//purU//waaQ//mipA//mcrA//puuC//hdhA//treR//mdlB//
GO_0043438_6	artJ//
GO_0043442_6	serC//
GO_0043455_5	folE//ybhA//opgH//hofO//
GO_0043456_6	rbsC//
GO_0043462_6	ybdM//pspA//lpxK//lasT//rplE//sufS//
GO_0043467_6	ldrB//ilvN//
GO_0043470_6	yjbF//uspE//yedP//elfG//
GO_0043471_6	yfeD//leuC//yafE//
GO_0043484_7	nrfD//
GO_0043487_4	coaE//ybiT//flgE//glcD//thiH//rlmI//
GO_0043488_5	csgB//cobT//yieF//slt//iscA//
GO_0043489_5	rstB//
GO_0043543_7	yeaV//lplT//ascG//yqgB//parC//phnP//tbpA//yraJ//lysC//sbcC//gntK//emrY//arsC//
GO_0043545_5	mutS//tomB//fimE//ubiI//ydiR//plaP//yraN//menB//allR//yddA//yfeR//
GO_0043547_7	gcvA//rutR//yidQ//
GO_0043549_6	ilvM//pgk//
GO_0043555_5	ribE//putP//
GO_0043562_6	murB//dgoK//
GO_0043570_6	yfeO//sbmA//yfaX//
GO_0043571_7	ssuA//nuoN//murI//
GO_0043603_5	rplX//glvC//yehD//speA//cobC//dgkA//rbsB//ttdR//ung//mcbA//yiaF//galE//hxpB//rpsM//smpB//astC//orn//mdfA//rsfS//cyoA//mutT//infC//ycjY//dacD//mutT//ykfI//yieK//ivy//yraI//sapA//evgA//cobU//yhdX//kduD//mhpD//yfdG//aroB//galU//panZ//xylG//yaaY//waaY//nfsB//cdgI//insB-4//gapA//rcdA//yehW//hisA//ygeW//cyoD//frdC//yfdG//uspG//rcnB//msrB//arsB//hldE//gsiA//argG//yidE//ccmA//rplT//cobT//ybeY//metK//clpS//rimM//fre//ygfZ//ispG//yraH//yggW//opgB//ompT//rlmD//ycfJ//ftsZ//rna//mutH//dcuR//iscS//kefB//epd//panB//atpB//cfa//rtcB//mdtF//rlmD//hofN//hybF//speB//priA//yidK//ybdO//sxy//hscC//gcvH//rplN//ykgF//yjhC//yagJ//lsrG//ybiW//ftsI//entS//cynT//rtcB//dicA//fimI//pspG//yjbE//dicB//cusR//cueR//rcsF//gntP//hflK//dcuB//nei//yddL//bepA//mdh//mak//pntB//fadD//
GO_0043604_6	dcuC//tcyN//cobT//glgS//sthA//wecC//diaA//hdeB//yebS//frvR//agaR//lptD//mcbA//yphB//srkA//iscX//pheM//mpaA//ydhJ//kbp//ptrA//gutM//manZ//mngR//yjaA//yiaN//agaC//bglX//speD//insK//murI//fadK//fimB//yohC//aroL//skp//cptB//tatA//ycbU//allB//glnP//asmA//ydjM//hisQ//ybaM//ygiW//thyA//yajO//ompL//wrbA//purU//agaC//gadC//dcuS//yehU//ybjL//envY//clpP//yjcO//fadI//galP//ycaN//rpmH//fic//ilvN//ribF//yfcS//groS//yidC//cutA//rhtC//ompW//melR//rhaA//ydiV//codA//yadM//ybiS//gshB//arcA//melR//gadB//dgcZ//mdaB//tabA//rpmH//mdfA//murE//rpsQ//paaC//guaC//rlmI//hisF//cof//ygiW//rtcR//rhsD//tar//yfaV//
GO_0043605_6	mutS//ycbX//purT//yciE//lpxK//
GO_0043610_4	yggW//
GO_0043624_6	yfgI//hybC//malP//ycjQ//fdnG//avtA//etp//
GO_0043628_9	smpB//etk//sgbH//
GO_0043631_7	eutN//galT//
GO_0043647_5	scpC//panD//
GO_0043648_7	dinB//sdaA//hpf//tamA//arsR//ybhG//yjbB//nirD//nudB//yihU//recG//yibT//pdxK//frmR//matP//yehB//acnB//rpsB//murD//pgsA//kefF//obgE//livH//rhlE//srlA//alaA//tnaA//insI1//ybjL//pppA//bsmA//gppA//yhgH//ada//kdsB//yidH//lsrC//rbsK//yphD//soxR//fabG//cysZ//ecpR//yfiR//hpt//curA//tsaD//yhbS//thrB//nth//rbsC//nrfF//yadC//aroP//agaW//arcA//bamD//tag//yhdH//fumA//rplL//bglF//waaA//mukB//atpB//yadN//yfcF//ppk//dtpC//raiA//ftsK//cheZ//cof//mdtQ//
GO_0043649_7	yjhB//opgD//moeA//clsB//yhdX//ygeV//maeA//ybiH//sapF//yraI//ais//
GO_0043650_7	citE//ygcR//acrF//frvB//cspB//hypE//ynbC//mepS//adiC//eco//yghB//lpoB//narV//ispF//ycdY//psuT//cdsA//rfaB//rutG//ybiV//ygaZ//ycjP//lrhA//rplB//lon//fhlA//frmR//
GO_0043686_7	flgC//
GO_0043687_7	adiC//rbsC//cydB//paaB//fadJ//ftsK//erpA//
GO_0043708_5	lnt//bglH//ydcO//tldD//emrY//cdsA//yjjI//fabB//yjtD//hemB//tig//ydjH//lldR//tgt//fdoH//
GO_0043709_6	pbpC//ddlA//aceK//hcaB//basS//pncB//decR//ligB//nirD//
GO_0043711_5	ftsK//ycgR//uspG//ygcW//murQ//paaH//katG//glcA//cheR//aroG//yhfK//pphA//speD//mukB//yagI//actP//mdh//dauA//obgE//coaE//tig//
GO_0043900_4	dps//aer//seqA//infB//dgoR//ybdR//yfdS//obgE//crcB//lpxM//sdhA//pitB//aldA//
GO_0043901_5	ftnB//menD//narZ//cusR//
GO_0043902_5	sucD//afuB//
GO_0043933_4	borD//rbsB//rne//yhjA//yidD//nikB//yqgB//fhuB//moaD//greA//ruvC//nusG//yfcQ//murP//mrp//dadA//glgA//lpxP//hpf//fruK//yicJ//ndk//rluE//hemF//hldE//rodZ//rhaD//tusE//moeB//nagC//fryC//osmY//priC//acnA//coaA//lepB//yadC//rcsD//yaiV//leuE//yggE//tcyN//dgoA//yqiH//argA//deoA//glnQ//emrD//bioD2//mdtO//wcaJ//gcd//ftsY//fliG//tauA//ahpC//yhdX//gatY//nlpD//ampG//ybiS//bioF//cyoB//mcrA//mntS//ychF//mhpD//idnO//lolA//cnu//eptC//yghU//ecpR//yegS//srlD//lolA//efp//hyfR//srlR//ypdA//yhhT//araG//rcsF//cysW//sfmC//hldE//purF//ibaG//ynfL//ibpB//rzpD//tnaA//feaR//dppD//yhjX//yihR//ade//katG//araD//ghoS//
GO_0043952_7	cydA//wbbK//torR//norV//pgpB//
GO_0043953_7	copA//yajO//asnA//ompG//
GO_0044003_5	csiD//pgsA//holC//bssR//
GO_0044004_6	crp//fimD//ftp//coaD//
GO_0044010_5	rplN//cyoE//cyoA//uspB//gabT//bglB//argA//nanC//chbC//modB//hipB//pyrH//ldcC//mutS//clpS//ydfD//pntA//glpK//lexA//znuB//lacI//yraJ//epd//macB//speD//setB//ompL//fadJ//ftsQ//yhjG//
GO_0044011_4	uxaA//yidC//cmtA//fetA//yfcS//dusB//ynfH//codB//
GO_0044036_5	proC//purF//marR//flgK//iraM//rplC//kilR//gutQ//mdfA//valS//rseP//bglA//yjjU//btuD//chbC//rlmL//ispG//ygbN//srmB//ndk//nrdH//mazG//narW//artJ//patD//rffC//comR//paaD//yfjR//fruA//yjbB//ruvA//flhC//yijO//yfcR//soxS//dnaA//ygaZ//uspC//yifB//xanQ//eutA//uvrY//dosP//ghoS//glvC//rdgB//
GO_0044038_6	ivbL//potC//waaL//idnD//hemD//rcsF//chbG//tdcC//tatE//uxuA//atpB//appA//proC//ulaC//ycjQ//lptE//ruvB//rclR//yqiH//nuoG//artP//rayT//mak//fre//rsmE//ydjL//codA//dnaE//artQ//arnA//gcvA//insH-6//uof//ilvA//entH//astC//dhaK//gadA//ycbU//mdtE//trmD//cysH//caiE//
GO_0044042_6	ycjQ//rtcR//yhjB//zapA//bioD2//katG//fdoI//pckA//yfaX//xapB//tas//birA//phoU//clcA//oxyR//yfcS//accC//thrL//ilvD//ycdX//amiB//
GO_0044070_7	pykF//mltA//waaJ//rpmA//
GO_0044085_3	upp//nhaB//rplY//eutN//yjbH//yehD//cutA//tatB//hybE//hsdR//hupB//ompC//gloB//alaS//prlF//lpxM//ptsH//ugpB//pepT//
GO_0044087_4	tatD//paaF//mhpD//oppC//ykgF//paaF//mocA//pitB//ydcZ//pdhR//adeQ//aroP//rplM//rnlA//yadK//rfaE//rhsD//dnaK//glgA//oppB//gudX//yeeY//pepB//oxc//ycjP//rnlA//speE//dapB//yfiF//frdC//cspG//napD//tynA//ttdA//
GO_0044089_5	rplA//cysM//cydC//hprR//paaC//coaE//mdlA//uof//xylE//trpA//rpnA//yeaV//ldrD//
GO_0044092_4	trpGD//aceB//bdcA//pheT//lon//mdtG//glnQ//rpoA//fecA//recX//yehT//ldtA//acrF//aer//cusB//mdoG//aas//pspC//ybaQ//sufA//yraR//menD//ybeY//hofN//ygcO//ybjX//uhpB//gadC//torC//fabB//ynfE//topA//ydiQ//yhjC//ybiI//ydiQ//
GO_0044093_4	leuS//sdhA//mdtB//rcsC//araC//fimI//yedL//nadC//lgoT//ispA//pinQ//dcuS//cspC//yqeF//zipA//kdsA//decR//rnc//gsiD//rep//lpxT//araD//dppB//argS//yehT//rmuC//lplA//
GO_0044106_5	ccmF//rne//bssR//hemL//topA//allD//yiaF//rhlE//metQ//tdcC//rng//ycjY//mlaD//fdnH//yfdG//elaB//rpsH//secB//ygiW//elaA//hofQ//yafQ//argO//pspD//proA//fucK//bioF//
GO_0044179_5	putA//
GO_0044208_7	yidL//
