#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	focB//tsgA//agaD//ybdM//
GO_0044011_4	mazF//nmpC//ychO//rpmG//insH-5//ftsK//manZ//pflC//
GO_0044036_5	ilvL//folE//ascB//ymdB//dpiB//rimO//pflB//hmp//hycH//frlR//emrK//dnaX//ygeA//clpS//sgcE//cmk//eno//gatB//cdsA//pabB//wcaJ//hyfC//tabA//flgI//ssuE//lpxP//artM//cspB//ydfG//rne//cmoM//prfA//holB//ariR//malK//dosP//lolB//fepA//truC//gsiA//bluR//hofP//malS//rffT//hxpB//msrB//ygfI//
GO_0044038_6	rne//moeA//bamA//cpsB//ydeP//hda//dnaA//glvC//dapB//mglC//arcB//acrB//flgM//ispG//citC//lepB//narH//narL//dnaN//setC//acrA//cas3//ilvH//thiP//mdtB//sgcA//mtfA//recG//fixA//aaeB//gpmM//fadL//yahN//pagP//yoeB//chbC//xthA//miaA//malP//nikC//zupT//murD//uhpA//
GO_0044042_6	wcaB//paaA//fixC//hyaD//clcA//rclC//yfbR//mobA//prmC//modA//yfdO//nusA//rcdA//phnG//rrrQ//yoeB//yhcF//ihfB//ptsG//leuE//mepA//
GO_0044070_7	pitB//rbn//yjjV//yadV//
GO_0044085_3	ynfH//phnN//yhjB//hslV//ydcO//intE//rsmF//nanK//gatZ//recJ//miaB//flgM//xylA//gatC//tolR//ttdT//ynfH//xerD//setB//
GO_0044087_4	etp//gor//xdhB//ycdY//recC//ihfA//nirC//ydiB//nuoH//narX//asmA//yiaF//yidZ//ybgP//yafO//pstC//dld//cheR//ybhG//rhaS//arfA//ribB//nanK//moaC//abgA//hisI//yagJ//cyoA//ydiZ//rpnD//hha//psuT//rplA//lapA//
GO_0044089_5	ibsB//yajQ//pnp//cirA//wza//cas2//ttdA//birA//mntP//selD//fbaA//mprA//ugpA//
GO_0044092_4	yhbY//ssuA//psuG//flgI//sspA//prs//gcd//pepD//sapF//uidA//afuC//agaV//pgpC//paaA//moeB//rpmF//yjhI//betB//znuA//yfjR//parE//znuC//ftsI//torS//yiaO//fimZ//yicJ//yqiG//norR//ade//gntR//yhdX//pspC//amtB//mltC//bdcA//
GO_0044093_4	pdxA//mnmC//entA//luxS//ykfM//fimA//yhcD//yijE//ymjB//ugd//rluC//pabA//rpsM//yjjI//sufB//cobT//clsA//hypD//crl//ydfK//pabA//fcl//dbpA//dbpA//tehA//yagG//malX//
GO_0044106_5	mlaF//argH//chbF//chpS//ubiC//glrR//yneJ//sad//dtpC//yobA//glpR//rutA//bamA//alaS//yihR//cheR//rmf//mhpR//fkpB//rpnB//rpsP//argT//thiC//frdA//ugpE//yraK//yfbV//
GO_0044179_5	ygeX//
GO_0044208_7	narJ//
GO_0044237_3	yaaJ//aroP//lptE//dgcJ//xerC//dmlA//garD//lnt//pspG//deoB//mhpA//phnP//wecE//yjcO//ykfI//mscK//dctA//yeeY//dgcQ//chpS//nhaR//mdtL//appY//sbmC//flgM//maoP//narQ//dcd//bhsA//mrdA//oppC//hrsA//rpmA//rcnR//yciF//livJ//cpoB//chbR//yieH//ybiY//dnaJ//sgcR//rfe//yagE//viaA//ppiC//arnD//udk//ydbK//hflC//phoQ//araD//insB-2//dapF//yjaZ//dsbC//dsdC//smpB//setA//rcnB//ubiX//udp//metL//gadC//degS//sdhC//aroB//malZ//mnmE//envY//coaA//atoS//cysW//bcsA//pgpC//slt//ygfA//sfsA//ubiI//rimK//rhaM//hdeB//fliZ//thrS//tyrB//abgB//evgS//ompN//rodZ//sulA//ymjB//uxaA//entC//yghO//fbaA//hybE//yhbY//queE//nrdG//paaF//rplI//yahI//yghG//ytfQ//uhpT//tdcG//pinE//araA//recJ//rlmB//ydfH//pheT//secM//dusC//ftsE//ydhK//edd//helD//rlmJ//eutB//ghoT//rarA//yeaE//metK//yajL//yfgI//rhaA//flgD//ybaE//mlaB//nrdG//pinQ//gstB//rng//fdnG//rutF//asnC//pstS//lon//potD//rpsB//kup//rarD//wecE//amiD//garL//hokB//ybjD//citC//xisE//pdxA//hslO//dtpD//amyA//dacD//roxA//sgcA//plaP//bglX//cyoD//smpB//purL//narG//dkgB//flgF//secM//uvrB//paaB//tusC//yigB//borD//opgB//fadE//rclA//gutQ//srlE//yhjX//livJ//tusC//paaH//tdcR//ulaC//mdlA//nupG//srmB//hemE//oppC//pal//suhB//rsmB//hrpA//yebZ//trmB//lexA//pyrD//fdoG//narL//gstA//glnS//cueR//trpR//panD//recJ//gshB//cho//yjiQ//lrp//ydfD//uxuA//amiB//plsX//guaA//xseA//yqjH//aas//cobT//dsbA//topAI//cra//prc//flgJ//comR//ydeT//ygbN//pyrB//arcB//menI//ydiQ//ftsL//xylB//kdgK//arsC//ada//thiM//yfdO//kduD//bioD//rapA//fnr//ispA//nikB//glpA//appC//yraJ//tsx//artI//asnA//yiaL//lacY//dsbC//yacG//mtn//waaB//folM//dld//rplA//xerC//ykgF//ypdB//lrp//higA//nanS//speC//gdhA//cytR//ihfA//xapB//rpoH//ampD//hdeB//queD//waaO//ubiX//hinT//yjcO//trmA//flhE//yafN//hybA//mnmC//pitB//mscS//melA//kup//norV//sgrT//murR//ybbY//asnC//ybiO//infB//ygcW//mntH//flgK//gspI//eco//tamB//mdtQ//motA//torR//gudX//hflC//thiL//livG//yggF//yjiR//sucC//relE//glsA2//purL//frdB//rpsB//msrB//pepQ//thiP//thrA//mog//xylB//holE//glsA//bdm//sxy//yqjA//amiA//flgM//ribB//ydiZ//motA//dtd//rpsE//uvrB//asnS//murC//speF//phoU//oppB//hyaC//yihL//rbsC//insI-1//cysN//fimC//ompL//argT//fliZ//mrdB//fadI//pstS//trkH//mltF//borD//kdsB//mazF//gcvH//rfaC//mak//yegD//rzoD//sgcC//helD//murQ//speD//ymfK//tpx//rarD//eco//cbeA//rlmA//fimF//yahK//mtn//yccX//gcvT//pgaD//torA//pyrL//srlB//emrY//prs//garP//ypdA//proS//araC//rpsR//gatA//uof//hybE//fepA//mltB//insB-2//ybhD//setB//tesB//rsgA//feoC//ptrA//gpmM//holC//insI-1//fhuB//rluA//entA//gatA//napB//fis//eutK//serB//waaH//gsiB//nirD//tauD//rph//oppC//fadA//ydiB//elfC//ackA//ompL//yejE//pyrF//slmA//ybdO//ycfS//nlpI//xapR//lptB//gor//emrB//ycdY//tsr//mrp//cobS//codA//proP//speG//narH//waaP//nrfA//yaaJ//hybF//ompN//hemB//pdxA//fhuC//ydhJ//clsA//hisI//carA//thiP//argG//yrbG//yojI//narP//paaA//trpL//yhiM//amiD//yiaA//ybjN//hybC//yraN//galS//yafO//pagP//flgE//cyaA//dinG//rhtB//bglH//acrZ//nupX//ypdF//eco//phnL//elaA//nanS//mreB//rfbX//ompW//sstT//fepC//entE//cpxP//ydhC//priA//sthA//gcvP//ydiV//tauC//rcnR//yaaU//yedF//rayT//yhbQ//gntR//tdcD//hipB//rpsT//paaF//yaiV//stpA//yddG//pdeR//sgrT//crr//ebgA//dgoK//yqgF//trpD//lipB//tauA//serA//mrdB//eamA//hslO//gntU//nth//priB//murJ//truD//slyA//abpA//yfdG//phoR//dgcF//pheT//purC//apaH//mdtK//iaaA//pppA//gadX//dinQ//ppiD//trpS//sppA//yceO//ypdC//fruA//scpC//alpA//yjcO//yieK//ribB//lldP//deoA//glgB//ppc//rpsL//thrB//pbpC//allR//bssS//deaD//zapC//rcnB//ldtC//hemE//adiA//yhiM//fabD//hemD//flhD//tilS//murJ//deoD//ilvM//yieE//mog//yraH//rhaB//livF//rhoL//ycbB//hicA//ptsG//ugpE//ftsX//tolR//folX//coaE//ilvE//acrZ//lyxK//rutF//relB//yfcF//ilvM//yajO//psuG//alaE//pyrB//fabB//rfbC//bioA//hemF//fdnI//ldcA//zapE//bioD2//rfaB//hybC//cecR//yciK//glmU//slyD//nlpD//ydeO//modC//msbA//murJ//rhlE//hicB//recQ//rpsE//hns//csdE//lsrK//yajR//cysB//lpxP//ycfL//yqaE//sgcB//eutR//fruK//chbF//ccmC//xseA//ptsP//ulaD//nrfE//malP//dps//yheT//appA//lpxL//yhbY//yeeJ//nikA//gntU//gloB//clpS//pgsA//puuC//cysQ//mdtN//wecE//atpC//tig//alsK//crl//lpoA//xylH//yfcV//rpsG//rhaT//ybbY//frmA//secY//rclR//cysH//hcaF//pfkA//dtpA//xdhB//yjjV//recX//moaD//iscS//cadB//yibA//ybeF//cusB//frmB//pyrE//asnC//fhuC//aceB//cheY//ycfH//fryB//exoX//sugE//aspS//hisH//dut//avtA//tdcG//hexR//ansB//sdaB//ompL//xapB//csrA//rlmH//hyaD//oxc//ybjN//mdoD//fixB//tdh//lolE//ade//yaaA//yeeL//cusF//surE//oppF//rimK//mgrB//hypC//yciF//hicA//rspB//umuD//mtnN//menH//hcaT//mcbA//proV//yebK//ydeE//ybiY//maoP//efeO//essD//hemA//pgrR//murF//rfaG//rplX//fliD//rpmG//flhE//tusA//cadA//dhaK//exbD//csdA//hybF//yjiA//sucD//ugpA//eutN//queE//yihV//msrP//pspD//bamE//ycjU//trmL//pspD//tsr//mdtM//yjjQ//rcdA//eptB//deaD//dam//rutB//ebgR//tesB//gsiA//wrbA//bdcR//chbA//yajD//ybaO//ulaF//rsgA//exoX//dicC//glnL//arcC//zntA//srlE//casE//folD//ypdI//fumB//mlaD//sgcB//umpH//dgcN//ispF//lnt//gadW//btuF//mnaT//hcaF//thiL//arnD//araE//ppsA//melB//glpB//deoA//moaE//osmE//yhdZ//phnC//phoP//yceD//yjjB//cmoB//purT//ptsN//frlB//helD//bioD2//yihT//narG//trmB//rplN//hldE//lepA//tig//dsdA//fliA//radD//hscC//osmF//srlR//msrP//ydhC//zur//appY//hdeA//wecE//msbA//aroE//glnL//aroA//gpmM//ybcL//caiD//oppF//ttdT//kefC//melB//yjiX//ttdB//ruvA//phnM//holB//csiD//yidA//pstC//yeeJ//sodC//rdgC//paaB//prkB//allS//arcB//lit//lpd//rcnR//galT//yjeI//ygeR//metB//mdlB//acrZ//thrL//marR//atpG//dcp//ybcC//mcrB//hisQ//ygiN//yjhP//nadE//galS//adiC//ybhF//iscA//frvR//pitB//sfmF//pyrD//ykgM//selU//yfaU//ydiP//udk//gloB//azoR//lsrB//ftsZ//arfB//dinG//pspA//recX//pyrE//parC//ubiF//eamB//zntA//yjfP//gshA//yihI//sdhE//yciK//pepN//fecD//dsbG//ydjL//pgaB//ytfP//pbpG//uof//dgt//slyD//basR//yehA//gntU//yghW//lptB//yejF//mdoD//kefB//yphC//ridA//mak//paaH//xseB//adeD//fadJ//znuA//fryC//rpiA//leuA//cvpA//srlR//tomB//rho//entF//ybhI//yfeO//groL//hlyE//cmtA//mdtD//nuoM//lysA//umuD//fdrA//prmB//opgC//mgrB//caiF//cstA//rcnR//nrdI//treB//mepH//hyfF//emrE//csgF//queG//ftsY//feoC//srlR//garR//thrL//yadC//djlC//tdcR//pspF//yhcD//tyrA//cmk//entH//artI//hisH//gltP//murE//rna//livF//ycbV//phr//cpdA//entF//hypF//ygeW//bamB//metF//slyD//cheR//paoC//deoA//chbF//ugpE//rplD//dcuB//mprA//dcuB//lsrC//sgcX//ibpA//ybfA//abgA//dacC//cbl//atoC//amyA//mlaE//ybiX//ndk//nrfD//fepD//yejE//malG//yhaO//pdxB//rffC//hdhA//ygiW//gshB//ydeO//cspE//xanP//ybhS//murP//msbA//yigL//paaG//eno//abgT//glcD//cobT//gyrA//hypF//nagC//kdpF//arcB//hyfR//rutD//ulaA//sppA//valS//fimZ//yjjV//dgcZ//flhA//lysC//yfaU//thrB//pheA//iraD//tar//kdgK//nuoF//dnaX//idnT//valS//suhB//ridA//yhdJ//alaA//yajO//flhA//ispF//ybiY//pgm//pckA//gldA//gntR//elfG//sulA//pflA//livM//yiaN//citE//dxr//dam//rhaS//livG//ydcM//ravA//pdeD//atpH//rof//ulaD//xerC//yadM//rho//srlA//aas//hokE//npr//torZ//pspD//tyrR//tsaE//intA//rnc//maa//mreB//mtn//lldP//acrB//yphB//nfuA//sodC//mutM//kdsA//ytfQ//yahO//lldD//aspC//melA//cirA//paaJ//gntU//mdtP//frlB//agaV//yjeH//putA//sbp//yafN//ybjC//modC//glxR//ycgR//shiA//tdcF//rutR//holB//tgt//yeaV//mazG//minD//recN//napD//gstB//hypC//essD//gspE//ybgP//trmI//ydjL//ycfJ//blr//tyrS//ydjH//xylA//cheR//lpxK//ynaI//rplL//rarD//caiD//fadB//ispU//mdtG//bacA//groL//yfcV//hypA//hyfC//sfmF//yjaA//dsbB//cueO//ypdC//ygeR//ppiC//nikA//chpB//pdxY//mdtE//yjbG//fruK//yihV//iclR//yfiE//murA//crp//hemA//uspB//ydbK//yrbG//xanQ//paaX//artM//phnN//pal//acrB//tas//cstA//nirD//ibsC//hcp//aceA//acnA//dppB//ygjR//tcyP//ybgI//frlR//cytR//rnr//ptsI//mglB//yqcG//lsrA//cpsB//ecpR//tdcR//xanQ//nrdR//yrbG//fucA//yojI//rbfA//ymgF//rluA//mdtB//mltF//ycjY//kdpE//roxA//tbpA//putP//yqjH//glpB//adhP//infC//chiP//dinB//folM//fimG//rbsR//ybhA//motA//purF//mqsR//yhdW//pldB//nrdD//ybiO//yqiI//ssb//nagC//dppA//yegT//cas3//ygeR//torZ//ppiA//sdhB//phnG//yggD//nanT//mraY//dppC//gpp//cynX//menH//nanK//borD//citC//fimB//gcvA//guaB//entS//dgoK//xthA//uraA//ompL//csgE//topA//srlA//rpsQ//ycjR//hdeA//proV//ypdA//bisC//garD//yjiM//znuA//abpB//ypjD//sbmC//ymgC//yfbS//speE//paoC//nuoM//mmuM//def//entB//ulaE//crp//ibpB//yahK//rhaD//araB//nikA//yiaF//sfsA//chpB//nemA//prs//nudB//atpD//artI//nagK//ogrK//mcbR//appY//purD//kdpC//alaS//gph//yajR//comR//hcaF//mreD//fhlA//mprA//yadN//groL//lyxK//napF//pliG//glcB//artI//ykgF//rutD//ydiO//nhaB//frdD//tyrR//aceB//ybdM//yjiX//trkH//rplP//ybiO//pflA//srmB//ilvC//mtlR//recG//rfaD//citG//gudD//ilvM//agaA//xylG//fumC//recC//alaC//purA//menF//yebC//ahpC//dppC//puuC//rsmC//ccmE//asd//pyrD//yjbH//ilvN//sucA//ydhQ//ybcM//yaiP//yciA//poxB//rbbA//ygeV//recJ//yjjB//ygeW//ybiA//waaH//xylF//yfaL//patA//uhpB//purR//gutM//tonB//zapC//rplK//dcd//narG//yehT//sdhB//ydcI//mdtJ//mppA//tauD//cysU//pstC//kdgT//nikA//hypC//agaD//nagA//xylF//dhaR//rrrQ//trxA//alaC//tcyP//dcd//intA//ulaB//yebC//cpsG//yibF//ridA//soxR//purA//puuE//ybdN//yaiP//fbp//tsf//galU//yjbB//hcaE//mgtL//rlmN//ampG//lon//sxy//fucA//uvrY//dacC//nrdB//msrQ//insK//tusA//hiuH//putA//lgoD//acrB//fryA//rbsC//lptE//arfA//yhcN//rhmR//feoA//cysU//tatA//thyA//hpt//yhfS//hprS//ybeQ//bolA//holD//tktA//yebS//fimH//ulaC//yqcG//ymjB//exbD//lptE//cvrA//chbF//glpG//yjjG//ybaE//yjbB//srlA//dnaA//sgbE//ydeI//rpoD//rpsL//lasT//cusS//lolE//betB//chbB//feoC//purL//cycA//dauA//sanA//torA//ldrB//fliA//casC//frc//ascG//adhP//ddlA//cspA//infB//psuG//csgF//dacA//gltB//cysG//acpP//iclR//recG//tufA//rfe//uacT//sdaA//ascF//rihA//hypA//perR//phoP//mhpD//xylA//rrrD//frr//metR//ubiG//nanA//pinE//sstT//bepA//leuE//ptsN//nadA//alsB//thrB//ybdG//yfeD//mdtM//aroP//trmH//bglX//holE//oppA//yegD//cutC//cbrA//sgrT//ubiG//lldD//uvrC//holC//yadI//rtcR//yahB//ortT//yjgX//lysC//ptsP//grcA//lysC//ypdA//hycI//pagP//suhB//gspF//nemR//tpiA//rfaH//fetA//ynfE//nrdI//wecA//pdeH//ymfA//mlaD//yhbS//lapA//cspB//glxR//yihR//gsiD//tilS//argT//gcvR//pppA//yihO//yhjC//rstB//sbp//ftsE//amtB//sodA//yaaA//carB//sapD//groL//gsiC//deoR//fadA//gnsB//glcC//plsX//mtgA//ycjW//mtlA//pgrR//rnd//ulaF//cyaA//skp//murP//norV//
GO_0044238_3	cspC//fadR//fixC//ycjU//eamB//gcvP//fimE//paaG//rbsD//mdtM//avtA//ygiV//map//yqaB//ycbB//guaB//yibT//rph//narZ//cydC//lipA//garD//glnH//yphF//rpsL//mnmG//fimH//yhjV//narZ//dgcN//ycgB//pcnB//lpoA//aroH//dut//lpoA//rfbB//ydjK//hflX//paaZ//tehA//ycaN//ilvA//paaC//tus//nfuA//ahr//kdpB//opgD//pckA//pmbA//folP//pheT//valS//yccS//napB//ftsY//yadG//fadK//glmM//yhfS//tnaA//rffC//prfC//lpoA//ydcS//ribC//wcaC//yhhT//tpx//mak//dfp//soxR//dhaK//ihfB//ygaH//xylR//yjbB//yjhH//dfp//thiI//radD//rimM//cmtB//ydiR//plaP//agaA//rfaD//argK//proV//skp//cysC//ldrA//mmuP//ybbW//casA//torZ//yeaK//avtA//glnL//cheA//tynA//accD//yejE//ftsY//guaC//gloB//galM//thrB//hupA//glnA//lptG//raiA//rpsP//radA//iclR//lsrG//gcvP//ydgA//cobU//rpmC//lldD//lipB//sugE//dnaE//yfeW//ygfI//ynbB//surA//uvrB//yfcU//bdcA//znuA//viaA//hypE//nirC//priC//intF//glyS//arcB//gstB//agaB//rlpA//tpiA//yhdW//elaA//ptsN//sdaB//waaG//waaJ//nanA//fdx//rsmF//crp//ycjP//lhr//yehZ//ihfB//epmB//mmuM//fdhE//dinJ//rpsN//truA//kdsC//ypjD//smrA//mlaB//sgcX//etk//nrfF//mobA//zapE//ftnB//trg//ssuE//yoaB//flgH//mltF//gntU//udk//yibA//arnA//frdC//rsfS//mdaB//pgaB//ycdX//yafO//rpsT//rclB//ybhS//ligA//tsf//greA//glpK//cmtB//paaX//yfgJ//asmA//glgC//ssuD//fes//hisF//fabD//bdcA//yodD//yghO//pitB//livG//flgH//focA//glnD//sgcX//atpF//ariR//rlmA//yjbG//era//sapF//ldtD//cysB//ompA//rutA//uspF//lolB//ttdA//ygfA//hpf//yjcE//mutM//crl//nikE//sgcC//murC//msrC//dgoR//paaJ//yejE//birA//pspD//yafO//ygfI//ihfB//arnA//mdtM//yqcG//kbaY//ugpA//yciG//rpsM//livF//acrZ//thrL//yhaC//rlmL//galS//crl//ydeT//thiH//yaiP//ygjK//ftnB//kdpC//arfB//cpoB//hofQ//rhsD//ortT//trpR//sucA//mazF//murJ//dgoT//eptA//selD//dacC//trpGD//pheS//slyD//yciG//treF//yddL//hemF//elaB//grpE//cbeA//dld//agaW//ycfL//bluF//nhaB//fadB//yfcR//fumA//selB//xisR//ppsR//pdhR//lldR//gadE//yhaV//prpR//rnb//cpxR//yjiQ//cheA//ptsH//pstS//rcdA//lldD//mutM//yhbO//ynjA//bluR//yidR//ada//dnaX//uspG//mgtA//kduD//aroG//ydiR//ibaG//yfaX//guaA//ydfH//gstA//mmuM//acnB//ycjP//araG//btuR//rlmL//osmY//eptA//csgE//fepE//ompR//fre//pheS//ldtE//ftsQ//truB//rraA//ycgR//fdnI//ssuA//citC//xanQ//hpf//dsbC//ldcC//ftsY//recE//nagB//bamE//dam//ygaH//clpS//sfsB//icd//xapR//nikA//ybgQ//phoA//proA//fhlA//lpoB//rfbC//kdgK//flgG//xylE//crr//dicC//cheZ//ydiR//rppH//sutR//metI//ybhP//relB//ilvL//ompL//ruvC//nagD//rhlE//lpxD//gshA//ghoT//bcsQ//yjcE//cra//emrK//sad//yqjI//yjfP//ade//aslB//casB//ydfH//hemB//csgF//dnaJ//fhuF//sgcA//pntA//thiQ//ybdH//astB//nfo//nlpI//ampD//nac//acrE//casA//phnN//argT//cirA//glsB//glpG//ybdH//tolQ//bglB//glgB//chbR//ahpC//argE//lasT//bisC//oxc//ygeX//fic//ygjR//elfC//yjjX//pgaB//thiQ//valS//glcB//lldR//iap//selA//rbsK//ydiB//hisF//ydcR//wecB//yghO//nikC//prpC//narL//glpB//clsC//moaC//yjgX//hipA//lpxD//fpr//fhuC//gadW//glcE//astC//rdgB//uxuB//exbB//phnK//degP//raiA//yciT//cyoB//fabD//garR//ydaV//ampE//murG//ybiV//ulaF//secM//narJ//zapC//caiE//degQ//ghxQ//hscB//pepA//msrQ//trmA//dapF//ubiH//dacC//gsiC//aceK//dmsA//dppB//yoaA//fruA//fimA//yojI//gntP//eutN//agp//aroE//sspB//cusB//malP//yggD//rbsK//bglX//mreB//yhjX//flgF//nrfB//ftp//ubiG//rnd//gutQ//fbp//panD//yaaJ//eptC//ydhJ//yciH//yhiM//borD//mscL//prmB//murD//argI//waaH//nfi//yehD//greA//envR//gstB//ybdZ//wzb//nupC//gcvT//cpxP//yjiY//prfB//gltS//cbrA//leuS//gadX//qorA//atpA//pdeL//yaaU//gadW//ghrB//murJ//znuA//lgoD//ribB//rhsD//cbrC//mdoG//ybbY//fucP//phnN//gabD//nrdI//pabC//recX//lsrB//fepG//yddA//folP//sucA//ftsE//nusA//qseC//gutQ//cusB//ygiS//speD//mutS//hybB//ddpX//ybcC//murJ//ilvL//hcaE//fepA//nanS//cheZ//yhdW//hdeB//lolE//phnN//csgA//btuD//ubiG//ygbL//psd//glgA//hflK//mdlA//acnA//mraZ//cysB//ffh//ptsG//ybjI//acpS//ykfM//infB//ydeP//sgcX//pepA//ybeQ//tesB//yahD//tusE//cynX//ydbD//exuR//yihO//rffG//casA//yeaG//ydeI//frwB//thiH//ffh//narU//selB//chbC//udk//tyrB//tldD//lysA//appC//sufD//hemN//hslO//lsrD//truD//pinQ//mipA//fliK//frvB//yfhH//araG//allD//astB//ogt//zapC//elaB//rarA//rrrD//flhA//tsaE//mtgA//crp//hypA//gsiD//nusG//mngA//yjbE//moaD//rssA//yfiF//rcsF//yedF//preT//cheB//uspE//moeB//nadK//yaiP//zntA//rplA//pgi//malI//rpnB//sapB//yajR//panZ//dhaK//pgrR//dcuC//relA//fes//mglC//yehW//thiD//cusB//yfeW//yqiG//yciK//panF//tdcD//cbrC//thiM//ybhJ//hrpA//hypD//fpr//ydhJ//guaA//truD//yedX//fimD//add//aroC//ribF//mak//tauD//yfdR//dmsA//hscC//tcyN//yebQ//ung//mntS//mqsR//yfaV//rhaR//trkA//guaB//zwf//fpr//ydcS//sthA//bcp//rsmH//cho//lsrB//argS//chbR//dauA//trmA//yadC//aidB//yaaY//ybaQ//pabA//dcd//slyD//hofC//dnaN//yahD//dxr//sppA//rihB//insH-5//fumA//waaL//ribF//oxc//sgrT//agaR//solA//dhaK//ascF//entE//yidK//amyA//dtpA//ykgA//dhaL//menF//rffM//narJ//moaC//rcnA//dcyD//ldrA//nupX//kbaY//ytfP//thrS//proP//sdaA//ybdN//hyfC//melB//mhpT//appC//tusB//pabA//lysU//mdh//minE//pdeD//gltB//tmcA//gltK//degQ//hcaD//hemN//yhaJ//waaF//rclC//zraR//hpt//flgJ//fadA//hisM//ygbN//ligA//narX//ascB//yqjA//plsX//ydjL//lptD//sixA//ygfZ//argE//pgaA//gutM//ygiS//alpA//umpG//ddlA//rarA//ahr//metL//napD//tilS//bglB//lpxP//mepA//trkH//zapC//setB//cheA//recX//emrE//ribE//yeeL//tag//ldrD//ycjW//accD//hisD//ftsI//ynfL//rffC//lptD//alaC//purF//rayT//yhjC//thyA//yhcH//tonB//emrD//sgcB//frwC//ydcS//tdcG//pcm//aphA//murE//cynT//rhaA//cysN//cytR//yhcH//fpr//kefG//smrA//intE//nikC//cysD//acpS//trkH//fetA//fadB//zipA//rof//lsrD//hemL//prkB//cdh//higB//metF//phnN//rlmC//rpiR//yebZ//ftsH//ibpB//bluR//yhgF//tsf//rbsB//potF//ybdR//zipA//cysB//relA//shiA//caiD//yeaD//srlD//lsrA//yqgB//cobB//mhpB//dmsA//intF//alaC//ycgV//csgB//hisG//ihfB//hyaD//ygfZ//lsrB//xdhB//orn//uvrY//yjjW//pckA//secE//sad//ade//pnuC//rseC//nrfA//ccmH//selB//nadA//pldB//moaD//glk//argE//gnsB//xylA//lacI//argC//dsbD//phnK//hyaD//afuC//wzc//ftsN//gsiD//rapZ//yedL//ycgB//allC//garR//rbsC//frvR//chpB//ascF//recR//lhr//endA//lptA//ugpE//murE//chaA//kilR//casB//torC//yihI//puuC//ybiW//afuC//afuB//hemN//fadJ//rnlA//rplX//pyrD//minC//elbB//lyxK//tdcE//citC//ampD//osmE//acpS//waaO//sspA//mtlA//yhaJ//oxc//caiD//oppB//ccmF//waaF//acpT//pgaD//yiaN//ghrB//glpR//flgD//yqaA//nikE//aslB//yggE//yjhI//livF//gatY//intZ//opgC//mmuM//aer//yqiJ//mreB//rph//rbn//yaaY//prfB//caiB//allD//plaP//phnJ//ycjD//hybO//cirA//wcaB//gpmA//uxaB//rseB//ibpB//yqaB//cydA//evgA//baeR//ispA//rzpD//rutF//trmL//xylA//yhcN//acnB//yjjB//dgkA//mnmC//metE//cysS//kduD//tatC//yadV//lptB//truB//dinQ//fliD//tolC//ilvC//dinB//gor//eno//ynfF//ybjI//fdhE//frlA//fklB//tdcB//katG//ybdZ//gadW//ygiN//fbaA//potE//sgcA//rna//trmH//xylH//deoD//pabB//lptC//folA//tusC//wzzB//alsK//chiP//trmB//lapA//nmpC//mdtF//erpA//dnaG//ykfM//epmA//wcaB//bglH//kbaZ//glsA//ybaE//ruvA//fecA//gshA//frvB//yggX//phnG//uxuR//treA//pflB//ygdG//paaH//yrbG//yaaA//mutL//gadX//yidC//pdxJ//sulA//rpoS//hscA//phoP//sapF//cyoD//mdaB//yaaJ//murG//ugpA//tdcB//gltI//yajR//mnmE//mltB//copA//cvpA//tolC//tag//ldtE//nupG//actP//helD//mcbA//nanC//rutA//nusA//glk//hypD//yfeX//yphF//lysR//bcsQ//phnK//sseA//hisH//insF-1//cecR//recG//glmU//lysA//ttcA//hyaD//hrpA//ynfF//abgA//manX//degP//ytfR//ycaN//nuoN//plsB//phoB//bipA//trmB//rsmI//frc//tcyL//degP//tsx//lysR//yddL//hpt//groL//paaF//pgaC//uof//dicC//rplS//rpsQ//yagF//btuE//yqiG//lyxK//yehY//gntR//sdaB//bisC//acnA//potH//fepA//hybA//yafO//ydiB//ghxP//napB//fdnG//cueO//bamA//yegD//gatA//spy//glcB//flgJ//caiF//bioD2//dinD//fpr//bdm//dmsB//phnG//yhcH//rpsL//seqA//cyoB//cyoD//xisE//ynhG//caiT//casD//torY//rpsE//yiaJ//kdgT//mcrA//lysU//yobA//frdB//djlC//melA//tdk//galM//rhtB//ytfP//ydiO//nagB//ybeQ//greA//ssuC//potF//lsrC//yacG//cysA//mlaB//lolA//recA//rutC//intA//agaR//dnaA//ychO//rapZ//lysA//focA//ydaC//ppc//sgrT//rhmD//elfD//htrE//yeeY//fhuF//nuoN//sdhC//malF//sapC//fau//oppA//ybaK//ybdG//aroG//rlmI//paaX//yggP//glk//cas1//pinE//exuR//gcvP//rlmL//rplI//mdtE//chiP//ydbD//cynT//oppD//yjbF//artJ//yfaX//mdoG//oppD//pdeD//ibpA//ptsH//recF//phoE//scpC//livG//rbn//nagZ//oppF//clsA//hybE//csrD//nanT//purT//ahpC//rpsQ//yceO//mcrA//dgcE//sdhB//murG//hycB//radD//glpC//zapB//dps//ycaO//bdm//rclA//nikD//yoeE//insB-4//prlF//pdhR//hcaC//pyrC//casB//cbpM//aroP//mscS//insB-2//flgJ//ltaE//nrfG//
