#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	fecD//bhsA//ycdX//zapC//
GO_0030031_5	appB//yhbS//gltX//yhdX//aaeA//ymgC//mug//rutD//yojI//glrR//rhtB//yehD//corA//insA-2//ynbB//pntB//sthA//narG//speE//melA//add//
GO_0030091_6	rcsA//dcuC//lsrK//sbcC//plaP//pdhR//argB//frdD//yjhP//ybjC//
GO_0030104_6	rfbX//mmuM//rpsR//ymdB//
GO_0030153_5	ygiS//raiA//
GO_0030155_4	iscA//murG//
GO_0030162_7	moaC//rutR//rihB//ampG//yfiF//arnF//rcsF//
GO_0030163_5	oppC//hisP//ybgI//rsmH//
GO_0030174_9	yraN//cynT//rbn//gshA//idnO//
GO_0030203_6	recA//yrbG//mutM//bssR//nhaR//lhr//yiaJ//acpS//trpB//dtpB//yiaN//moeA//gspJ//ilvC//yibA//frdC//tcyJ//mtlR//kdsB//hyfA//tolC//argR//tatA//sgcC//queA//otsB//tdcE//tyrA//mrcB//yejB//deoC//hemG//yjjG//ytfT//moaB//tatB//bioB//lasT//pheP//ybhR//napB//murA//gltI//gudX//yfgJ//ygfI//acrF//ebgA//mlaC//deaD//xthA//xanP//xapR//yehP//rplR//gnd//ydeT//argH//rnc//atpH//napC//brnQ//prpB//
GO_0030243_8	proC//cynX//yihI//
GO_0030244_9	trmJ//kdsB//ugpB//
GO_0030258_5	rlpA//clsA//narI//nanA//rrrD//glnE//ydcM//insE-1//yoaB//yjfF//proW//xseB//ydiF//ykfM//bioB//tufB//preA//ydiP//yciF//alaC//raiA//ompC//glcE//ycgV//
GO_0030260_7	rssA//ydcZ//uxuB//frvR//lacZ//fucI//yghG//zntA//
GO_0030261_8	ung//
GO_0030307_6	hyaB//
GO_0030308_6	ais//chbA//rpsR//nuoL//dsbA//
GO_0030320_7	mcrA//
GO_0030388_5	sgrR//acs//thrB//
GO_0030389_6	leuE//
GO_0030392_7	rpe//
GO_0030393_5	fdoG//
GO_0030488_6	yfjR//ltaE//yhfK//rcnR//aaeB//dapA//ccmD//flhE//yphD//ddlA//yphC//yfeO//tolR//chbR//ybeF//hyfC//
GO_0030490_10	lysA//ycfH//dhaL//rcsA//rutB//
GO_0030497_7	cmtB//rpmB//
GO_0030522_4	rpsD//
GO_0030541_4	narJ//prpR//
GO_0030573_6	yhhY//
GO_0030632_8	eamA//rpmE//ymdB//ssb//
GO_0030641_8	ykgF//lgoR//ybiH//pnp//cyaY//cmoA//blr//lgoT//yfeW//grcA//
GO_0030643_8	rutA//
GO_0030808_7	mngA//
GO_0030809_8	relA//
GO_0030920_9	proP//
GO_0030961_9	csgD//
GO_0030978_7	adiY//yehT//copA//
GO_0030980_7	rayT//bioD2//sufD//
GO_0031106_7	yeaE//
GO_0031118_8	rpsB//fadE//amiD//yhdX//nusG//mntR//mlc//
GO_0031119_8	ptsH//dppD//clsA//yehW//frlA//truB//
GO_0031123_8	trpD//nfsB//hybA//mobA//holA//
GO_0031124_9	rsmJ//ydiO//
GO_0031125_10	ftsN//
GO_0031162_5	yidE//melA//
GO_0031163_5	nuoH//sdaA//csiR//flgA//yahO//ybbY//cusF//potI//cpsG//ais//cysZ//entS//elbB//ybaK//emrY//uxuR//ompA//cmoM//
GO_0031167_6	rhaM//glnP//nirD//kefB//pspC//accC//serS//livM//trpE//adiY//dapF//rhaD//pyrB//ndk//gcvT//pepB//glmS//tynA//stpA//yfeD//ssuB//rnlB//fliS//acrD//
GO_0031279_5	insA-1//
GO_0031280_6	ydcI//
GO_0031297_7	fabH//pyrG//
GO_0031323_5	wecE//tcyN//yahB//recN//ydcI//katG//putA//ompW//rfaG//tcyJ//cspE//astB//fimH//chaA//pyrG//fimA//rfbC//uvrY//glsA1//gutM//htpX//yeeJ//yjhI//gadB//nudB//yjbB//degQ//adhP//motA//prc//rna//ariR//btuF//mipA//nrfE//yfdG//ssuB//pinQ//dfp//tyrS//yghO//yaaA//yefM//xseA//panD//yheT//entH//pinR//gabT//barA//ftsB//uidR//narW//argC//lptC//mltA//nepI//glcC//malP//yfaL//ydhK//srlE//nagD//murG//modB//trxA//ptrA//shiA//mglB//cspB//yjhB//nagA//malQ//yjjV//csiR//dkgB//paaX//adhP//ldcC//srlE//rpoA//hflX//folA//yigL//pgaC//insF-1//melR//cspB//arnE//dicB//fdx//cspB//gatZ//recN//ccmF//artP//bamD//rsmE//kefF//gntK//ldtE//ibaG//dinD//ssuE//ompN//mrp//aceB//yagF//hofO//cmtB//marA//folP//yehT//nfi//aceA//xseB//lpxH//paaZ//cdd//gatB//yagU//moeA//frwB//mscK//maa//arfB//yciV//artI//alaE//narW//kdpF//ridA//fiu//yfdK//lolA//prpB//modA//gluQ//hybB//elaD//trmJ//flgB//paaC//yhhZ//rpnA//nagK//mepS//bamB//uspG//yiiD//ygiB//gpr//yfgI//fecD//yjbG//trmO//secM//hdhA//cptB//ygeW//fliA//ycaO//narV//rpoD//yhcN//dinJ//osmF//macB//yhjR//uup//exoX//arsB//ahpC//rplM//potB//yraR//csgD//fetA//ccmD//yafN//tsaE//ribE//yafN//macB//kefC//cmk//lysO//nirD//mglB//puuP//insH-5//moaA//prpB//insB-2//frlA//yagJ//qorA//iscA//wzc//ydcZ//rarD//uspG//ftsW//rusA//ydfH//fliA//pldB//proQ//rutB//ybgP//borD//dcuR//mglA//frvB//ybiS//yjhB//clpA//lepB//yrdA//yahI//ydjL//cydC//mak//dapF//rplP//feoC//yfiF//yjfP//ptsG//recA//hybO//trpGD//ubiX//ppc//mdlA//def//ruvC//ybiS//ompA//elfA//aspC//rcsF//feaR//yohC//mglB//ppx//arfB//glnQ//rplS//mltA//ybdO//treB//kdpA//mpaA//ybjX//hyfF//hcaB//yhjV//ubiI//ynbC//rnb//waaH//sstT//rffT//arsC//glcD//zupT//ydeM//nadE//tus//yahI//rplY//pspA//yeaE//rpsN//yaiV//yfgI//ybcM//trxA//hscA//yfcV//phnL//agaB//tdcB//cbrC//ompG//amiB//lptG//torA//motA//tdh//sucB//ppiC//nsrR//insE-1//ulaG//nrfG//sapC//zapB//yhfS//ulaG//yraR//fiu//yfaU//ibsD//ppc//gltB//ybfA//ychF//mtlR//cas1//tdcC//ispB//alr//nepI//narV//trkH//chpS//mltG//gcvT//mhpT//fepG//thiC//mtnN//fcl//yagG//ygeX//gspF//uvrA//ghoT//yoeE//tauA//srlR//nadB//rzoD//ynbD//galS//ybiY//rimJ//mtlR//gudX//gyrA//yhdH//yejF//yjjU//
GO_0031324_6	rplR//fimZ//aes//mlaF//opgH//argT//rihC//ftsL//ykfM//iraP//nrfA//insA-1//sanA//fabI//frmA//trkG//ibsA//mug//nikE//spy//rhaM//hisB//nimT//ybhD//ppsR//ynbC//insI-2//pta//ebgR//rsfS//ftsA//aqpZ//proP//caiT//yjbG//endA//cysG//yrfG//ydaN//sfmD//phnH//yidC//cheZ//glgS//bipA//feaR//nrdI//murG//yddG//prpR//sdhE//blc//garD//priC//helD//trmB//tehB//rfaH//phr//focA//ribA//macA//tusC//yieK//yjcS//zntA//rarA//bglX//menE//yeeJ//asmA//fruK//casA//prpD//rnr//tusC//mutL//guaA//yqaB//yeiL//murF//ydeE//selD//ynhF//mmuM//ygiB//talB//appB//yddL//torR//cfa//phoQ//ymgC//ccmA//wbbK//argD//gltB//galM//cheZ//mtn//crcB//nagB//xthA//sutR//yfhH//ydeM//wcaC//trpD//prlC//ptsN//atoB//epmC//recC//bdm//rluA//tomB//hflC//dcuR//rpsM//mnaT//yagG//clpA//yhaM//flhC//ssuB//yidE//hscC//lldD//rayT//etk//ycjW//
GO_0031325_6	psuT//ddlB//ivbL//ebgA//glcD//fecA//rhsD//cobT//phnK//rfaC//lamB//thrS//recR//rbn//oppA//glpD//pykF//insB-2//ydaN//ppk//fimH//zraS//kefB//rlmN//katG//idnO//yghU//fimE//yfdS//gmk//ytfE//rpsM//prmC//ydiK//yjjX//plaP//fetB//blr//ttdR//yhdZ//galR//dcuS//folD//putA//dctA//erfK//mutT//atoS//queF//gpt//dicC//mdtO//yfaL//yiaO//yhjA//lhr//atpH//minD//polB//cirA//allR//yebQ//yfbU//argD//ettA//ftnA//tdcA//mlc//ybaM//fryB//relB//cpxP//gabD//lpp//pgsA//kdsB//wecB//pnuC//mdtM//ugpE//speE//pcnB//ynfL//norR//murP//ispA//dkgA//pncB//insE-1//agp//csdE//
GO_0031326_6	yfcS//hofC//glpG//rpsQ//mreD//fadM//rpmJ//tcyL//srlE//yhbQ//rlpA//flgG//idnK//manA//idnO//sbcD//queE//gudX//ycfH//mntP//paaE//yjcS//fimA//sbcC//fdnI//thrL//feaR//mdtF//mltG//exuR//dfp//mobA//pdeL//yadC//plsB//xapB//allC//ddpX//hslU//sucC//proB//ybdG//pepT//gsiB//dcuC//gcvP//acpS//ybhF//yiaJ//ydcR//uhpB//dmlR//nanK//glgX//bsmA//hypC//rfe//miaA//fixA//nikR//glnE//ppiA//glmU//ybhG//astB//mgtL//nei//ygeX//cspD//nuoN//mcbA//ydiV//ampD//frdC//acrZ//umuC//exbD//psuT//malX//yjhP//lptA//clpB//sfmD//yidE//patA//sodB//gcl//trkA//narW//proQ//ldcA//yidQ//bioA//ymfK//mngR//satP//ynhG//pgpC//nrfE//yoaB//mtlD//sfsB//katE//pliG//flgH//ygbI//caiT//hisQ//mtr//paaK//dinJ//corA//ccmH//ubiH//panD//csgA//rimL//cynT//kdpB//yhfK//rnlB//moaD//ascF//malQ//tilS//trkH//trkG//fadH//exoX//flhD//rsmG//azoR//yedX//nrdE//yiaF//araA//hemA//tusB//pstC//yeeY//yehT//wbbK//holE//yfbV//agaW//livJ//lldR//yggN//yhcH//lysP//lysA//fepC//topAI//rbsK//potB//malQ//bcr//yeiE//gsiB//uxaB//feoC//pta//yfdK//paaA//hsrA//insI4//ygbN//kduI//hflC//nudG//yddA//adhP//ldcC//adiA//opgG//trpA//sgcA//garD//mgrB//nrdE//msbA//nemR//hofQ//feoB//hybF//acrD//otsA//codB//ymgF//bhsA//idnK//rpnC//lsrR//oxyR//tsr//uspF//infB//groS//helD//rnlA//sufE//thiH//mtr//roxA//rffM//ssuB//yqjH//syd//csgF//eutD//alaC//yedL//kbaY//lsrG//yfbV//ykfI//entB//holC//entH//ilvL//rsmF//adk//rpiR//proP//yedA//efp//dacB//nimT//trpS//nuoI//gloB//lptA//malQ//trxA//cpsG//rplM//cusA//lpxH//iap//icd//hybA//yfdG//ecpR//recE//atpD//acrA//tnaA//prpB//rfaB//prlF//yhdX//fruK//thiM//pspF//tusC//intE//hypA//lsrD//insI3//lolB//flgJ//selD//yfgI//rcsB//glnA//yqiJ//pyrC//yraN//lptG//srlD//cysQ//ycjP//tig//dgkA//epd//tolQ//ynfF//yagU//preT//pabA//yiaT//rbsD//dsbD//bglA//yafS//fixC//selU//ybhI//rfaG//thrA//frlB//mtnN//glyA//fpr//eptA//ybbN//paaC//mdtO//ilvC//ppiC//murJ//cysC//yiaN//frc//yehY//mdtG//rpoH//cvrA//cadA//ttdA//epmC//pldB//gabD//
GO_0031327_7	rutG//yajD//groS//cydA//tcyP//luxS//amiD//frlA//ubiE//ldrA//dld//ubiD//ydjK//rihA//idi//nuoG//rbn//tehB//fliG//gpr//kdsA//adiY//pheT//uidR//eptC//yedF//trpE//tdcD//dgcZ//ulaB//ptsN//prfB//wzb//dsdC//pgsA//holB//arnF//mepA//ldtE//acnA//rfaC//allD//bamC//tyrR//dpiB//yfdG//pck//sgrT//yagU//dusC//ftsI//rof//ygbI//acpH//garK//gatY//nuoN//yhbY//ghoT//artP//bluF//cobC//rayT//pitB//fmt//pgaB//manZ//tnaC//ubiF//hisC//puuC//yjeH//uidA//yjcE//rutG//sdhE//phoU//rlmM//mltG//lysU//accC//fklB//caiE//yafN//ygiV//entH//tatE//ydfD//yoaB//araG//prlC//proX//mhpR//arnB//malS//glpB//rlmD//carB//fecD//yphB//ibsC//nuoF//cobC//yccA//citG//artJ//sapD//cobU//ybdO//ccmF//cyoC//mhpT//fucP//yafC//ybaO//rhaB//cheY//yaaY//tmcA//ppk//narX//
GO_0031328_7	ribD//sufC//rlmJ//malY//nfuA//dgoR//yphB//mhpA//aroA//nrfA//hprS//rmf//dgoT//rfaH//cycA//adhP//prfB//maeA//nlpE//prfB//ibsD//pspA//hxpB//folD//degS//basR//yceD//gmd//puuR//murD//potH//rlmI//glsA2//coaA//cyaY//sthA//pyrG//lolA//yehP//ykgO//zupT//pnuC//degS//allR//bisC//malI//lldD//pepD//gudD//dacB//ydjE//ykgM//rsgA//xylR//nudC//pgaB//ygcW//ortT//argF//hypC//yihL//pflA//xanQ//yiaL//yjiR//cysH//fucK//cpsB//rpsB//envC//pheS//thiE//clsC//fepD//queD//xdhB//potH//rnd//hisG//ytfE//guaA//
GO_0031329_6	yihV//tcyP//ascB//lptG//mhpA//yaiV//fkpB//dhaK//hipB//
GO_0031330_7	lpxH//
GO_0031331_7	nadD//exbD//
GO_0031333_6	acrZ//kdpB//uxaA//diaA//gltL//mscK//btuC//srlR//ybhA//hdeD//
GO_0031334_6	nusA//napA//sbmC//lacZ//focA//yfaX//csiR//recF//ybaM//fecB//ygcW//
GO_0031341_4	yejE//
GO_0031342_5	yjhG//
GO_0031344_6	ycfS//frlR//flgM//yciE//fucO//
GO_0031345_7	rssA//rffC//
GO_0031346_7	speB//evgS//fabR//
GO_0031365_7	thiI//yahK//yqaA//tyrA//apt//rimL//hscB//
GO_0031399_7	ykfM//lolA//sbmC//
GO_0031400_8	malX//
GO_0031401_8	pepB//mhpA//
GO_0031437_8	yegS//
GO_0031439_9	matP//
GO_0031455_5	casD//yedL//
GO_0031456_6	fimC//infB//
GO_0031460_7	higA//thrC//higB//mreB//lrp//xapR//fruB//yiaL//tgt//pdhR//pspG//upp//
GO_0031506_7	fimA//
GO_0031554_7	bioD//dgt//proV//setB//ghrB//rpsP//treF//hicA//nsrR//rplX//lptD//lepA//yfeD//ppiA//uxaB//ycjU//pdeF//tusB//rplQ//ompA//
GO_0031555_8	rplK//prlC//rbsB//yidK//potF//rdgC//
GO_0031556_9	ydeT//nrdR//
GO_0031564_8	potD//osmY//codB//fdhE//argH//fepD//dinQ//ribD//yijE//lexA//gnd//ribD//satP//
GO_0031589_4	gntT//pphB//phnP//yphF//lptA//yigB//ghxQ//panC//mqsA//nac//ybiA//nrdE//cbrC//gutM//asmA//
GO_0031638_7	lgoR//
GO_0031640_3	rseC//waaG//ribC//uxuR//ycfS//
GO_0031647_4	yebZ//yggP//rpsO//rstB//lepA//mdtA//nrfG//
GO_0031648_5	priA//
GO_0031667_5	arfA//rplW//tap//ytfE//ybhR//yeaG//alkB//fepB//pinQ//glpG//ybeF//glcE//flhD//ybcL//htpX//phnM//ygiB//gadX//ybjN//etk//cyaA//baeS//rraB//phoB//uspF//gsiD//mdoD//mdtL//dgcJ//hokB//rplW//ldtD//bioF//glcC//cbrC//rpmB//rpoA//ymgA//mcrB//rfaD//yphC//
GO_0031668_4	iaaA//yehA//dppA//purD//nrfF//clsB//yqgB//psd//hmp//yqiH//paaF//yhdH//ahr//speF//ybiV//surA//holC//ydjL//rpsK//ptsG//fimG//nuoG//hyfR//hyaA//mdtL//glxR//ssb//ybiA//yraH//ybiJ//yijE//tusD//prpD//livM//yiaA//pphB//aceB//ccmD//uhpC//ndk//yebQ//holB//argB//eco//pinE//comR//lpxP//torS//atoS//sfmC//sufE//purT//radD//
GO_0031669_5	ydiK//frvA//gpp//dgoR//yidL//rsmH//yjhC//gntK//cvrA//yhaO//iscS//ddlA//trkG//yiaN//ispF//livG//mhpC//ydeP//prc//epmB//ykgM//ygbI//uxuB//hdeB//gldA//sgcX//artJ//recF//malG//yggW//nupG//
GO_0031670_5	gsiA//cynX//fadB//
GO_0032025_6	gor//frmB//
GO_0032026_6	ibpA//cadB//tatC//
GO_0032048_8	ydeT//endA//phoA//
GO_0032049_8	allD//dsdA//dppC//
GO_0032055_6	agaC//
GO_0032069_6	caiF//lpxC//metR//argD//casD//
GO_0032074_7	opgE//ruvC//ibpA//rtcB//eptA//
GO_0032091_6	ampD//
GO_0032147_9	ygeW//
GO_0032150_8	dctA//
GO_0032185_6	lgoD//
GO_0032194_8	copA//
GO_0032196_3	ibsE//dcuS//cof//tcyL//djlC//panZ//tap//ybiT//yajL//ybdN//tyrA//flhA//cmoB//
GO_0032238_6	erfK//
GO_0032259_3	yiaB//dsbD//lacI//hemD//bglA//waaF//katE//yneL//yhfS//dgcT//appC//yfdG//hisP//yjbH//rfaQ//smpB//ybaT//satP//rluA//bioP//phnC//rcnB//aidB//sstT//yebS//curA//glsB//sgbE//mgsA//truB//wza//dnaX//dfp//aldA//fimE//torY//sutR//edd//leuD//sspA//nikC//ppiC//yciA//yehW//yecS//ydeI//lgoT//mdtB//ptsG//yijO//kefB//yfgJ//aer//bioB//elaA//kefC//aroE//
GO_0032261_6	yrfG//rpsP//yhcF//
GO_0032262_6	cspC//
GO_0032263_7	yhcD//rcnB//
GO_0032264_7	zraR//katE//
GO_0032265_7	yjbG//
GO_0032268_6	yegS//mgrB//fecD//miaB//chaC//dps//msrQ//hisH//ydjJ//waaO//rutF//yiaA//mdtO//yghB//ldrA//prlC//thiQ//aes//xylA//ilvB//oppF//eptA//mscS//degS//yrfG//yibT//atpG//yqcG//hns//efp//sdaB//yeeO//dppB//zapD//rbfA//ahr//argF//mdtP//dmsC//fdrA//tap//pbpC//yeiE//nrfG//hemF//lpxL//
GO_0032269_7	hypB//asnS//bglJ//lptG//ydeI//nei//abgT//lpcA//entB//nrfD//galK//dnaA//ygeV//ybbY//treA//yjcO//rpmJ//uxaC//fixB//dinG//leuD//glpK//fliK//fimH//rzpR//ycgV//wecA//scpB//
GO_0032270_7	argI//lpxT//satP//csgG//trpS//yobF//ligB//amiC//argG//yfcS//
GO_0032271_6	trmO//xseB//
GO_0032272_7	cbtA//ldhA//
GO_0032297_10	luxS//murJ//leuO//
GO_0032298_10	dcuS//nrfC//
GO_0032324_6	ytfQ//narZ//xerD//
GO_0032328_7	iraP//yjhI//
GO_0032329_7	ubiD//insI-2//rplM//tatD//
GO_0032359_7	puuP//secE//rng//
GO_0032386_6	ybcQ//mdoD//
GO_0032392_7	ibpB//wzzB//lit//thiG//rpoD//xerD//fliD//nadB//sucB//tonB//queF//yciV//cusF//
GO_0032409_4	narG//treA//secF//lplT//
GO_0032410_5	aroH//
GO_0032411_5	mngB//dhaK//
GO_0032412_6	cspI//srlR//dgkA//nrdD//
GO_0032413_6	fepB//
GO_0032414_6	infC//talB//
GO_0032445_10	gntP//mcrB//hypF//ynjD//mnmE//
GO_0032459_6	ubiA//
GO_0032462_7	entC//
GO_0032465_6	nlpI//mdtD//bglJ//kefB//mepA//
GO_0032466_7	artI//cspB//
GO_0032467_7	adiY//
GO_0032506_4	yfiF//garR//cueO//yfgJ//emrB//kbaY//rclC//xanP//osmF//tatD//galM//
GO_0032508_8	moeB//nudB//tcyN//dxs//marA//cobC//ccmH//mngB//gspE//rutA//gadC//panC//mltC//
GO_0032535_4	birA//yfeO//bglX//nagA//yfcP//
GO_0032774_6	roxA//phnL//mocA//nrdI//ompW//metC//nrdD//moaB//arnB//hdhA//yddL//srlA//intZ//yfgO//mhpR//hicB//era//sdaA//menC//ssuA//seqA//dnaJ//fimD//rhtB//dusB//ynfL//plsC//frdB//yfeD//trxA//hybB//sgrR//mraY//selB//uhpC//phoR//rplA//insK//kdpC//cysI//napB//yihX//ispG//nagC//yhiM//hyfR//corA//yadG//trpA//nepI//menB//erpA//mak//agaD//aas//ilvN//potD//narX//purN//puuA//rpsB//ddpX//eutN//trpGD//trkA//moaC//dam//mdtA//osmC//rnhB//hcaC//rhaR//fimH//rpsP//hemN//gudP//folP//metN//gabP//acrF//moeB//gsiD//fiu//insI4//ybhG//tilS//ligA//rlmE//lyxK//ftnA//yraR//zipA//ribF//rnhB//symE//ndk//ypdB//tdcG//mdtG//ycbV//kefC//trpL//iscA//ydfK//yfgO//aspC//pnp//ade//cysW//phoB//dicB//yfcG//torR//miaB//yrfG//degS//gloB//tnaB//csgB//gspE//hyi//yiaU//guaB//galM//sufC//dinG//mdtA//ycfL//pinR//
GO_0032775_6	aidB//yiaB//glgB//
GO_0032776_6	pgpA//
GO_0032780_7	yeaE//ypdB//
GO_0032781_7	yegV//frdA//ccmA//
GO_0032784_8	ibsC//mdtD//
GO_0032787_7	hprS//glpT//thiC//sbp//ilvH//selU//yojI//tar//bolA//yjaA//trxC//bssR//yceK//trmD//rplW//aes//gltB//ghoS//queC//ydcP//secA//kdpB//pabB//rraB//gltB//cdd//cirA//puuD//ldrD//nfsB//moeB//artP//ytfQ//ydiB//valS//queE//trmB//lldD//ugpB//orn//degS//ybcQ//yagF//ompL//yfdC//pepT//frvA//mltC//sdhD//lplT//glcE//yqaE//gadX//ychF//degQ//prfC//ydhC//fliS//ynaE//ybiJ//thiC//ribB//yfgJ//ldcC//acnA//yfeX//cueO//potF//mdtC//sad//purD//aqpZ//mak//yijO//dinD//rsmD//yehX//yfcS//menB//puuP//rraA//mobA//bglA//emrE//ykgO//rihA//nupC//bamD//hxpA//nupG//allC//fdhE//yneL//uidA//phnM//phoB//ascF//elyC//cysS//plsC//tolB//yfdK//dtd//ubiE//motA//nagE//speD//queG//dgcT//ybjC//maeA//yhjA//cspG//fdnI//clpA//cdgI//hrsA//abgA//tar//gsiA//ada//yibH//asnC//ldtB//fdoI//lysA//gspE//mltF//yieK//frdC//bcsA//yidQ//ribE//livH//ydaV//fliT//rhlB//ydcZ//nhaA//tatE//yajR//dinI//nanE//bioP//nuoE//pykA//recG//ghxP//ilvH//hscC//hypE//fucI//yfeD//ttdA//yjaA//kdgR//glnL//gatC//rbsD//yadI//sthA//rpsI//waaH//fdhE//envZ//lptG//yraK//cmtB//gloB//ubiA//speB//hscC//sufA//pstS//cycA//truC//tsgA//yqjH//sufC//hisF//ghoS//ydiV//dgoD//sulA//pheA//ubiX//sugE//rpnD//yhjX//fic//ispF//malP//btuR//add//rpiB//epmC//infB//nupX//pta//cysN//tig//iraD//rcnB//
GO_0032790_6	tas//mak//
GO_0032879_4	dxr//rpsP//argB//mocA//galU//mreC//rapA//accB//ymgF//yhbY//dicC//nuoM//epmB//ygaV//hslO//yehW//osmC//trpS//ybhD//radD//cbrC//otsB//secY//mdoD//glnD//gltB//mrr//rzpR//
GO_0032880_5	rseC//allD//waaB//
GO_0032881_6	hflD//yqjA//lldD//sodC//
GO_0032885_7	nrfF//ybfA//pstS//
GO_0032940_3	menD//mrdB//alpA//yrfG//ybdN//groL//ravA//
GO_0032950_7	frlB//
GO_0032951_8	talB//
GO_0032954_7	rlmB//alsE//yebS//
GO_0032955_6	ugpC//ruvC//lsrA//
GO_0032973_7	nuoB//rpsD//dnaQ//glgP//amiC//
GO_0032978_7	qorA//pspG//yihL//thiG//
GO_0032984_5	aroL//htrE//nanT//guaB//chbA//holA//rlmI//yeiG//yfdC//
GO_0032988_6	lexA//appB//
GO_0032989_4	yqhC//
GO_0033013_5	araB//ftnB//ydiK//fadB//betT//ydcT//tdk//pagP//pgpC//rimJ//yahI//recR//udp//kdsC//ltaE//ilvC//ampH//thrB//wzyE//hybG//upp//
GO_0033014_6	hinT//guaC//casC//ppsR//yadV//psuT//frdC//fhuD//dinD//tatB//rhaA//holE//prfA//wzb//hsrA//mdtO//dacC//radA//rpsQ//ycaN//gudP//
GO_0033036_3	rsmD//mlc//rarD//dsbG//waaQ//treR//dauA//glcC//znuA//rutG//ptsP//mtlA//livJ//nanA//mtgA//mhpR//hypE//helD//pdxJ//fmt//cobU//frdA//mdtF//rbn//torR//ascG//chbF//rlmF//ecpR//tatB//yhfS//hns//lspA//menD//iraP//relB//ilvN//baeS//ompC//ybjG//glsB//cstA//frsA//ldcC//ilvM//ppsR//ybdZ//ydfK//ycjW//
GO_0033043_6	ydbK//mepM//speF//trkA//nagD//
GO_0033044_7	metQ//
GO_0033051_5	tatB//
GO_0033120_8	codB//
GO_0033157_7	mreC//glpK//
GO_0033194_5	yciA//galM//yfaL//zapE//
GO_0033195_5	proQ//
GO_0033212_10	yciT//waaZ//cydB//clpS//ykfI//
GO_0033214_11	nudG//ompT//
GO_0033228_8	torA//alr//ymjB//narQ//
GO_0033238_6	yqiG//accB//rsmB//gadC//
GO_0033240_7	lgoR//
GO_0033317_7	lsrC//agaC//hmp//tsf//
GO_0033319_5	tauB//
GO_0033320_6	galR//
GO_0033345_8	pgaC//
GO_0033353_5	fecC//
GO_0033359_7	yqiH//lit//
GO_0033365_6	ibpB//
GO_0033383_6	mdtM//
GO_0033384_6	hlyE//
GO_0033388_7	abpA//
GO_0033477_5	hisD//
GO_0033499_8	yfiR//glgP//glcB//hyfC//csrA//thrB//hdeA//
GO_0033517_5	yhhZ//
GO_0033518_6	nuoI//
GO_0033526_7	cobS//cysE//znuA//mrdA//
GO_0033539_7	gntR//idnD//rpsP//
GO_0033542_7	metL//glpF//
GO_0033543_8	flgI//
