#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rpmB//ypdA//xylR//gltD//
GO_0034644_7	nagE//yejF//
GO_0034645_5	nsrR//ffh//nrdG//metF//lpoB//rplK//glsB//tsaD//fadB//rsmH//endA//greA//degQ//insI-2//mipA//ybhF//pykF//ppsA//oppB//fhuB//prc//mdtL//shoB//mocA//fhuF//moaA//moaB//rpnD//gcd//folD//gatB//cdh//yfaV//gyrA//mobA//nanK//rpoS//arsB//nadE//edd//yihI//treB//glnL//appB//hslV//hrpA//narH//ybgI//adhP//iscU//ybhA//focB//nfo//yihP//nirB//chaA//groL//carB//rayT//trg//def//wbbK//yqeF//dcuB//rpsM//msrP//frmB//yjeI//glmS//deoB//parC//fimE//mobA//yfaU//pgaD//yneJ//yhcH//yghW//cheB//htpX//intA//hda//fbp//dnaJ//yggW//nlpD//yghW//kdsA//fdhF//uidA//ydeO//ftsY//kdpF//selA//ybiS//fabZ//ascB//yjjB//casA//minE//groS//nirC//nanC//fimA//eutA//ycjD//lysA//purD//rutR//yhaC//truA//kilR//mntP//metF//yjcS//cysW//puuD//dnaB//hyfC//trmL//yjeI//fadI//lacZ//lldD//casE//bamC//ispF//rplO//prc//umpH//elfG//psuT//dmlR//pgl//dbpA//srlR//pstA//udp//nlpI//rcsB//rhtC//rsmG//zraS//ndh//bamD//baeR//hsdM//clpA//sgcA//rluB//ygeR//rarA//zapE//fabA//bipA//yegS//secB//rluB//puuE//rpnA//pinQ//ygeR//lplT//rhsD//gntT//pbpG//dosP//yqiH//napF//yjgX//glmU//rfaD//glnE//yejB//zipA//aas//tusB//cheA//pheS//hisF//ppc//tdcF//yiiD//amiA//mtgA//ccmA//bioA//rplX//csrD//yebK//rarD//ygbI//ompN//ynbB//yfiC//yehU//minD//metI//prlC//sufA//lipB//sgcX//rpmJ//rlmC//galP//treB//hyfF//ispU//map//preA//hycI//apaH//gor//lptC//frvR//yhjB//dusC//fruA//fabD//mog//moeB//prfA//cysD//ftsN//recR//rarA//yafS//prfA//eutN//hdfR//amiB//argK//bglX//nrdF//ulaG//ompC//pepN//ghrB//macB//ulaC//ycfS//pheA//ppsA//phoU//ftsN//yiiM//sspB//creB//yebC//fadI//zipA//ydcI//queG//ompT//ftsH//purN//alkA//yphC//sodB//yaaU//dapB//ygeV//tonB//lipB//ampG//sufC//ahpC//rlmA//rbsB//rayT//rplO//eutR//yghG//eutR//afuB//vsr//dmlA//dfp//leuE//fes//pheM//insE-1//ftsZ//aceF//fixC//bglF//sdhA//garK//kduD//casB//rplC//hemH//rbsR//purC//casB//fdhE//gltL//abgA//bacA//yraJ//rdgC//crp//ilvC//qorA//
GO_0034654_5	mdtM//napB//gmk//trmO//kdsD//ldtD//rclA//yggD//ydiB//yadM//acnB//qorA//sufS//fcl//yfdK//ssuC//waaO//mltB//lysC//mepS//xylH//matP//alsK//zapB//ytfP//yohD//citT//flgC//ubiA//ydeP//mntP//putP//dicC//murD//dicA//allD//yahK//adhP//ydhQ//agaR//adhE//nrfA//yebK//fliK//trxC//intQ//fdhF//rplM//srkA//rfaD//idnO//narJ//hypD//ribE//gutQ//pnp//glsA2//gstA//metR//nrdA//pyrD//pgaC//sgcE//flgE//hyfC//leuB//yfiC//tdcA//tusC//yjbH//cysQ//rfaH//fadB//ftsA//iscA//iraD//rfe//xylF//yihR//era//npr//cfa//alpA//yohD//tolQ//rfaF//soxS//cytR//rbsB//yfdS//cdgI//rlmA//ftsA//rnb//ybbN//yjiY//queE//argK//lplT//arsB//ubiC//ibsB//cmoM//idnT//glnQ//otsA//bioC//guaD//lyxK//rraA//fimI//uspF//mgtA//thrS//aqpZ//truA//plsX//yedP//yiiD//rfbC//dicB//ynfE//speD//fhuC//phnK//thiH//nuoB//prpD//fetB//rhaB//yhcF//bcsA//mdoG//proV//pgl//gatC//argK//ortT//pepT//roxA//recC//napC//flgM//sulA//rpsG//rpsB//rhlB//matP//rraA//lplT//yjaZ//potD//pheS//yihI//dsbA//zinT//yfdO//xylA//alpA//cirA//ydgA//ddlB//fetA//ndk//nhaR//adiA//yefM//rnt//rhaS//infB//envZ//truB//gadE//kdsC//ilvC//sfmC//iraD//dld//pstS//rpsO//nadK//mlc//ugpB//yidZ//yjjG//mcrB//gsiB//xerC//gadE//msbA//amiB//mqsA//ybcQ//xerC//rpsM//cca//htrE//cusF//fdnH//bglA//rplQ//tufA//dcp//blc//csgA//glpG//rcsF//sucC//ispF//rof//ypdA//ydhJ//fbaA//pdeL//yfaL//glnD//greA//treF//hyfR//paaF//ynbB//aqpZ//ynfL//cvrA//fabB//yhbY//trmL//yraR//lptD//alkA//yiaT//yajR//atpD//yeeL//yfaL//alkB//ycjP//yihS//znuB//gntP//ybiO//setB//purB//nrdD//hemC//fieF//rpsA//entE//fklB//wecB//mdtL//atpE//ompT//ydeT//cobU//yghU//aroC//ggt//dppF//
GO_0034655_5	yjaA//yfdS//chbG//yjfF//caiE//ycfL//ygfI//elaB//ivy//recJ//csrA//dkgB//hns//tatB//rpoD//thiP//dhaK//kdsC//ndh//ycjD//citT//radA//dgt//phoQ//fnr//argH//pgsA//cytR//garR//mepM//yqiJ//ycjD//bioD2//cysN//emrD//nanA//pal//nanR//yejF//pdeH//ydiZ//uxuA//gpp//cusA//ccmE//rzoR//ybdZ//aspS//lamB//fucP//metN//rnpA//ais//yiaB//ycjP//yejA//grcA//lpcA//yadC//yobF//atoS//bipA//aqpZ//fimI//ycgV//rsmA//ygbI//mscK//marR//rep//yiaU//ygjR//rplI//
GO_0034656_5	gor//norW//arsB//fabI//yoeB//pdeK//gstA//flgH//dcm//fliG//ulaR//asmA//ltaE//
GO_0034660_7	phnG//oppF//metB//insI1//baeR//uxaC//cobC//rpnA//gntU//puuR//potE//gntP//argC//opgG//ydiR//hslU//ettA//rplF//pflB//ubiI//arnF//mltF//hupB//dcuS//dapD//rfbX//dnaK//ldtE//sgcA//adeQ//bacA//malF//lpxC//rimK//ydgA//hemN//fadD//rfbD//narG//mzrA//ynfF//ssuD//fmt//hisS//nagE//speA//trpA//sgcX//lsrD//hipB//dicB//proS//torR//rfaB//wbbK//ydjJ//otsA//yhfK//ydiF//yabI//hisM//aspA//yidQ//argB//pinQ//yddG//pgsA//ybfE//yeeO//cysM//menE//yhaO//mdtK//ndh//yaaY//alsK//yedF//ibaG//umuC//yggF//ppsA//rhlE//ydiO//ybiX//rbbA//yggW//uup//mnaT//hemL//pliG//yiaA//napF//thiD//fdhE//rcsC//nrdF//lsrC//rpmA//opgC//galM//yccX//qseC//ygeW//hisQ//fiu//cysU//betI//mdoG//sbp//djlC//sgbE//lpoA//ompA//bacA//yibF//cysU//recA//abgT//ydjL//yadN//yhaV//fmt//
GO_0034661_7	flgJ//pabB//norV//trpA//
GO_0034755_9	gabD//ubiB//tauD//uspE//
GO_0034762_6	mdlA//rayT//sucB//mdtA//mdtK//yehT//icd//rplP//
GO_0034763_6	ompW//puuD//
GO_0034764_6	yfjR//ygeX//
GO_0034765_7	rnd//yegD//cusC//aceF//pgl//ykgF//glmS//
GO_0034766_7	sufD//
GO_0034767_7	lptA//sdhE//
GO_0034775_7	gltL//sgcA//bioF//topA//tdcB//
GO_0034983_9	cadC//yjjG//
GO_0035235_6	ybjI//xylB//gluQ//yifB//
GO_0035303_8	bioF//rlmA//edd//tauB//rhlB//
GO_0035304_8	sufB//
GO_0035306_9	pheP//
GO_0035307_9	garL//
GO_0035335_8	glyA//ymgA//deoA//
GO_0035344_8	znuC//fepD//
GO_0035350_6	aroH//
GO_0035383_4	blc//sfmD//ycjU//waaJ//yejA//hofN//mrdA//uxaB//
GO_0035384_5	pgrR//cusR//
GO_0035429_8	minC//glsA//iclR//fadE//chaC//putP//
GO_0035433_7	thiP//cmoB//
GO_0035434_9	patA//degP//lpxM//ybdR//ppsR//
GO_0035435_9	pntB//grpE//ribA//fadJ//pspG//atpH//tldD//glpA//opgE//
GO_0035442_7	dapD//metC//prfB//dinQ//mreC//ubiI//yodD//murD//flgA//norR//fryC//
GO_0035443_7	mdtK//cobT//leuD//pinE//ptsG//fabI//yqaB//mraY//
GO_0035444_9	entH//fetB//yaaJ//purF//yehD//appY//aphA//
GO_0035461_6	rpmC//ccmF//cobT//rpoH//torS//norV//pgaC//glcA//yagE//otsA//
GO_0035510_7	bamD//btuF//rcdA//aroA//rfaE//
GO_0035511_5	mqsR//
GO_0035513_5	dgt//
GO_0035524_8	yqaB//
GO_0035552_6	rplN//
GO_0035553_6	rutC//
GO_0035556_4	yfeR//waaO//fepC//panB//rfaB//atoB//yigL//cusR//flhD//dhaL//sdhE//narI//fliD//artI//flhE//pcm//zupT//queG//amiA//entS//caiT//hyfF//yhgF//dctR//waaC//malF//glgS//tap//lrp//ubiI//sxy//clsC//fecC//ispB//proA//pepQ//lolD//qseC//thiM//paaB//puuD//yoaB//dtpB//dacA//yagI//yfjV//
GO_0035600_8	hldE//
GO_0035601_7	ymfK//phnM//pspD//
GO_0035672_6	lpxK//insI3//pdxH//pyrB//yiaA//yfiR//afuC//ymjB//apaH//pdhR//prfA//narJ//kdsC//ilvA//selB//speG//rluF//cysP//glyS//yahK//
GO_0035690_5	eutB//clcB//dosP//torR//galU//metN//trmI//pflB//aroD//exbD//hsdR//
GO_0035725_9	rihC//nuoE//argB//lexA//dctA//sfmD//murD//
GO_0035784_9	ghrB//
GO_0035821_4	mglA//waaH//lysS//brnQ//yqcC//
GO_0035864_6	ynbC//
GO_0035873_8	dgcJ//mntS//
GO_0035890_5	cmoA//secA//yqgB//yqeF//
GO_0035891_6	pcm//melR//nuoM//leuO//
GO_0035966_4	murA//fepG//lldD//cadB//yfgI//bglB//mutS//
GO_0035967_5	ynaI//rsfS//alr//eutA//relA//
GO_0035999_5	msrC//tdcA//cueR//pta//
GO_0036001_7	dinI//
GO_0036046_8	arcB//
GO_0036047_9	kbaY//
GO_0036048_8	gutQ//
GO_0036049_9	yadG//
GO_0036088_6	abpB//
GO_0036103_6	mdtA//ompW//
GO_0036104_6	trmA//mdlA//
GO_0036172_6	frwB//
GO_0036211_5	emrK//ulaE//mdtD//yedX//frsA//rpsE//ptsH//rluC//hemN//cynX//lsrK//xseB//sufB//osmY//secD//ppiD//folP//intE//araF//lepB//yeaK//rtcR//obgE//livK//ybiS//torA//tmcA//ppiD//dsbA//pphB//ybcL//bolA//gatZ//csrD//ybfA//epmA//hyfC//metK//hemL//rng//argF//dsbC//yhhY//ydfG//tauB//atpG//opgB//nagK//rssB//ompA//arnT//cysK//potE//flgM//bioB//fpr//agaB//ispG//purF//glpD//yfdR//ilvA//arsB//uidA//nanC//ygjR//guaB//agaB//ariR//rng//ychH//lipB//rpoS//ushA//rpsH//decR//lnt//ilvH//gabP//lpxH//yehY//rrrD//hypE//galP//ybjX//phnI//paaA//puuD//rffH//fliA//agaV//ais//argI//pyrC//astC//yqaE//prmA//cheZ//yeiE//nrfC//mobA//fimI//clsB//ycgR//dhaL//yhhY//dppF//thiD//atoB//dnaB//bglH//adiA//ypjD//icd//rzoR//dctA//ilvL//aceF//rpsN//yjhI//yjaA//dcd//cbpM//yecS//potF//mog//rpiB//lepB//mnaT//rlmM//nrdD//yidQ//icd//rho//prc//rseP//hha//glpC//ypdI//cynX//tmcA//nhaR//
GO_0036214_3	ibsD//
GO_0036265_6	thiH//thrB//minD//secF//
GO_0036289_9	treB//chbC//
GO_0036293_5	mcrA//hcaC//yihX//
GO_0036294_6	ribB//ycjY//rluE//
GO_0036388_7	iraM//
GO_0036447_5	mdaB//ybhI//ampH//
GO_0036448_6	infB//ruvA//rtcR//
GO_0036460_5	tauB//sgbH//rph//bioD//copA//holC//
GO_0036506_5	cbeA//
GO_0036525_7	rzoD//
GO_0038083_9	tmk//xylR//fieF//pdeD//fadR//
GO_0039633_6	yeiL//ttdA//fruK//aes//
GO_0040008_4	yraH//sad//puuP//serB//lasT//tgt//fdx//lhr//yiaL//selB//
GO_0040012_4	rbsD//copA//yhgF//iap//ruvC//ynaE//viaA//tmcA//yidR//fruK//rtcB//yidP//feoB//pykA//
GO_0040013_5	xanP//ynfK//tyrS//kefF//hicA//serC//gatC//
GO_0040033_9	rspB//
GO_0042026_4	malS//araA//srlD//gltX//tdcR//hisP//rlmD//tusA//mreD//
GO_0042040_7	yidK//
GO_0042044_5	cysP//
GO_0042126_5	dnaQ//yciV//glpC//yidQ//
GO_0042128_5	tsf//gloC//
GO_0042133_4	sucA//glnB//lpd//erfK//gsiB//paaK//rnd//yafE//ykfI//tamA//yajD//tag//glvC//pheP//pyrD//flgA//
GO_0042135_5	ettA//murG//yajL//chpB//hypD//lptA//ruvB//dxr//ydiB//cheY//ydiZ//gatC//ydiV//
GO_0042136_5	fadI//patA//
GO_0042150_7	rcnA//gudD//gph//
GO_0042157_5	ynbB//ilvD//flgC//avtA//
GO_0042158_6	ydbK//mngA//gnsB//
GO_0042168_4	gsiD//kdpF//scpB//soxS//fmt//ftsA//fbaA//hemL//yidP//
GO_0042176_6	ydeO//ydfK//ydeE//mnmC//
GO_0042177_7	asnB//ggt//mrdA//
GO_0042178_5	araE//recE//ugpE//uhpA//ndh//zraR//yoaB//betT//yegV//ftsB//dnaB//greA//hemF//rpsO//ulaF//tsx//cyoE//leuO//pdxH//
GO_0042180_4	tsr//rluB//pflB//yqhC//kch//queF//treF//erpA//sugE//nuoM//xapA//fabZ//ybiW//rutA//uhpA//gadE//metQ//yeeL//lgoD//miaB//ilvL//osmF//yeaK//fdnI//yhdZ//arcA//atpA//rho//modC//yieL//hslU//yjiR//ybhD//pspC//ssuA//tktA//mocA//yabI//opgC//cmk//proX//ptsG//yfcS//sgcE//napA//fhlA//yhjV//focA//prc//yejB//yjjU//osmF//torZ//yqjH//rutG//cstA//ygbM//clsB//ivy//
GO_0042181_5	tdcA//yjiX//ptrA//nrdF//ybgQ//paaD//agaB//dusC//nrdI//nrfG//napA//sapB//lspA//thrA//arcA//cusC//sapF//pepA//hfq//mltD//kup//nanC//fruK//atpG//
GO_0042182_5	mutS//ghxQ//alsK//slyA//rpsG//cheB//glpG//mrcA//dauA//holE//glcC//kdpF//eptA//rnhB//ynbC//rpmA//fucK//emrB//ybiI//garR//lamB//waaC//uacT//ugpE//fhlA//srlB//greA//aphA//uspB//
GO_0042219_6	yfaL//pbpG//elaA//yabI//yejF//
GO_0042221_3	pphA//ghoS//flgH//eutR//yibH//pbpG//ftsW//thrL//xylF//rplT//amiB//ybeF//mdtP//yggX//hflK//atpA//tehA//ihfB//ygcW//dtd//creB//cysS//gltD//lpxH//ycjU//mug//ppiC//fre//ydfG//rihB//lit//ykfI//ubiB//napC//yihW//ssb//ydjK//galK//intZ//argR//tsaE//mglB//coaE//era//iraP//insI4//ebgR//yddG//hldE//gadA//ydeE//pnp//flgE//dgoA//flgB//hybB//htrE//yehX//gph//tusD//tusA//gadA//nuoF//ansA//aceB//entD//mcrA//prmB//yhaC//selU//cobT//flgF//ralR//alaC//glgA//sseA//acrA//mhpT//hpf//pgaD//hofC//comR//yciE//aroE//ftsP//ttdT//rppH//truB//fabR//rstB//torD//yadI//tyrA//yejA//hisF//cusF//cysI//hokE//arcA//flgF//csgB//wecA//yabI//cpxR//yegD//fimZ//cyaY//mrcA//queG//apt//ribA//yagI//paaF//cptB//frdD//tsf//argC//hdeB//ydfD//bglF//yecS//sdaC//rpnB//rfbD//wcaB//setA//ybhS//purU//ldcA//pbpG//flgF//yqaB//zapD//ascG//tatD//clpA//psuG//elfG//gpsA//gyrA//rutD//yqjH//rspB//araA//insK//yihI//rimO//moeA//chbR//bcsQ//truA//nepI//hisS//caiD//katE//yehZ//rplW//ubiH//yqiG//lysS//tdk//frvB//clpB//ybjC//moaE//mdtD//yjcS//nepI//dadA//rpsE//gntR//nadE//idnD//nlpA//yahO//gspE//mak//dedD//puuB//mdtO//nuoH//ftsY//ubiF//fimF//ispF//glyA//hisB//hcaB//gltX//aroK//tgt//ulaR//lacI//mutM//rbsR//menC//murE//rseP//mdtL//yhjG//macB//gabD//astB//bdcA//narJ//scpC//yraN//hofN//rlmH//ynbB//bioP//lpoB//hicA//waaP//truC//potC//gppA//pgaD//elaD//eco//pspA//proX//yeiE//ais//ccmE//adeQ//folA//preT//comR//yiaU//cusB//yjiX//flgJ//melR//pyrC//
GO_0042245_7	pyrL//hypC//kdgK//
GO_0042254_5	hipB//hcaB//sgbU//manA//flgK//gshB//treC//
GO_0042255_6	yfiE//pgaC//
GO_0042274_5	yqeG//frc//ydiF//bcsQ//
GO_0042278_6	shiA//yhbS//sugE//asmA//pgaD//ybdR//waaB//ybdM//yqhD//deoA//bssR//ubiC//clsA//fliD//frdA//ycjP//cmoB//pdeK//
GO_0042304_7	rhtC//atoS//prpB//
GO_0042325_8	ilvD//tdh//
GO_0042327_9	mntR//
GO_0042330_3	yggT//pdxH//potI//lrhA//rplF//ynhG//hisQ//deoR//yfbU//cspB//pepB//radA//ghrB//aroK//mlc//rlmB//
GO_0042350_6	dcuA//
GO_0042351_7	napF//
GO_0042354_7	yrfG//arnF//cysU//puuA//rapA//bdcR//
GO_0042355_8	yhjA//hycA//degQ//ilvH//csgB//hxpA//
GO_0042357_5	menA//higB//
GO_0042362_6	bamA//
GO_0042364_6	mdtJ//pgsA//chbA//lysC//adiA//fdnG//adeP//nrdF//rpsA//metR//dnaJ//lsrC//ada//chbC//ygcW//glrR//rlmH//acrD//lysA//kch//mnmG//yfdO//appC//actP//yfcA//ftsE//rbsD//opgD//msrP//yhdJ//basR//alaC//paaZ//zapC//ddlB//yhjG//bglF//norR//bamE//gatA//rtcB//trmO//yraN//nuoN//dkgA//araE//insF-1//nrdH//ycjU//yehY//emrD//pabB//lsrB//ttdB//yehC//tmk//
GO_0042365_6	glpG//ccmF//yraN//ydjH//
GO_0042371_7	menH//
GO_0042373_6	xylE//
GO_0042398_6	tauA//uidR//paaX//cirA//appY//glgB//aas//mrcB//tehB//rpoE//trg//nrfD//ypdC//ssuD//citE//uacT//trpC//mnmG//coaD//yedL//
GO_0042401_7	vsr//lplA//yibT//pgk//allC//apt//fdnH//kgtP//torA//adhE//radA//yciA//malF//deoC//
GO_0042402_7	nupX//dinG//ycjP//melR//dsbD//leuC//elaA//aldA//rihB//hpf//mtn//yfbV//argD//
GO_0042413_6	araA//tusA//tehA//fepA//
GO_0042430_5	ytfT//yeaK//ybiH//potH//rfbD//nrdB//ackA//galM//bluR//mltB//
GO_0042435_6	hcaF//uspC//pitB//uxuB//bdm//degQ//ibsC//aslB//epd//
GO_0042436_6	purL//
GO_0042439_5	rfbC//
GO_0042440_3	exbB//sgcR//secG//fadH//paaG//glk//maeA//yghO//hybB//mipA//bglJ//gltB//bfr//tyrB//
GO_0042443_5	yahI//efeO//
GO_0042445_3	rplM//cvrA//yebC//tpiA//rcnB//umpH//ugpB//pphA//gnd//dgcQ//yjiR//ccmD//gloC//ralR//
GO_0042446_4	insI3//
GO_0042447_4	orn//yihS//cheR//talB//entS//agaD//manY//fis//yhjB//ftsY//tdcF//cmtB//rfe//
GO_0042450_7	ppsA//poxB//ynhG//lepA//glcE//csgE//
GO_0042451_7	argR//yjbF//glcA//cysI//envC//cynT//
GO_0042453_8	ynfF//
GO_0042454_7	mtlA//erpA//gpr//yjhB//decR//cbrA//yfhM//rcnA//hxpA//casC//rng//fadL//
GO_0042455_7	ung//alsB//fbaA//ralR//norV//rcsC//nadA//rssB//zntA//cyoA//rfaE//ygbI//potC//bepA//yihW//yjeH//idi//
GO_0042493_4	sgbH//mhpC//rraB//hcaF//topAI//trpGD//ansB//artJ//zinT//malZ//yhfS//tgt//relB//afuB//glpR//hsrA//nadK//ubiC//nimT//trmD//rph//yjjU//sufA//pyrG//entE//rplE//yhbS//yegS//nudB//adhP//radD//aceB//ybiY//yhjV//ascF//rplR//yfcU//yibT//cbtA//pth//yqeG//lipA//solA//pheT//ubiH//lhr//radA//alsE//mscK//
GO_0042537_5	yjjV//bcsQ//zinT//mrdB//hflD//panD//hsrA//yhaC//ybjC//rffH//glsA1//ygiN//puuA//csgE//mdtF//fdx//ldtC//allR//lpp//uxuB//hisM//gdhA//
GO_0042538_6	cpdB//ftsZ//
GO_0042542_5	ansB//aphA//rlmC//ytfR//tolC//rlmI//araB//dsdA//yihO//opgB//yfbU//atpC//yijO//lpxD//agaI//amyA//treB//rnhB//
GO_0042545_5	rpsH//
GO_0042546_4	proW//yrfG//gntK//bioH//ydcM//ptrA//ghoS//lysO//manA//phnO//
GO_0042558_5	kdpD//lolD//fdhF//yccA//prkB//ydjE//yiaM//clcB//gcvA//cheY//flgA//nagE//torD//asd//rpmE//tcyJ//cas3//priB//
GO_0042559_6	opgB//trxA//dinG//chaC//grpE//ybhA//purC//lsrA//moaD//artJ//yddM//ybgP//yjiY//
GO_0042560_6	cpdB//gadC//
GO_0042592_4	cho//mreD//argE//frc//sppA//alpA//galK//lpp//rhmR//dctR//ybcC//flgK//ugpB//ykgM//norW//arnE//rhaM//cueR//galR//dacD//frvB//gloB//lsrG//asnB//yggF//rpnC//gadE//pinQ//nadE//mgtL//rzpD//dinB//ridA//stpA//rbsB//yafQ//rmuC//fis//flhA//ppiC//kdgT//tolR//rlmF//hybG//recX//galU//crl//dcm//folD//yejE//dicB//paaE//hdeA//smrA//fliL//srlB//adhE//aaeA//secD//
GO_0042594_4	mlc//ulaG//sapC//entH//dinJ//tktB//iscX//dmlR//nrfC//moaA//opgB//rbbA//ispB//rhtB//acrD//plaP//gsiC//fixB//dhaL//pstC//pdxJ//argK//feaB//yhfK//ruvC//yceD//puuA//ypdA//folE//fur//eamA//gsiB//accD//ybjG//xylE//
GO_0042618_5	agp//
GO_0042619_6	argA//
GO_0042710_4	narX//appA//ais//gatD//gsiD//tauA//trmA//yiiD//ygbI//ydaN//hemF//crr//yhiM//ilvH//yggP//yraN//ybhJ//nadD//uspE//miaB//potE//tufA//sdhA//soxS//tolB//eutA//fdoG//endA//dicA//yfiR//sbcB//mhpA//thiC//stpA//pspA//mepH//malQ//potF//alsK//yneJ//rpoH//rsmF//pth//bssR//cysU//uvrD//rclC//yqjI//nanA//rpnC//idnK//
GO_0042723_5	ptsN//gspJ//minD//perR//metB//fnr//cmoB//fucA//nrdA//ybiV//waaL//mepM//
GO_0042724_6	amtB//hsrA//ubiG//rffC//frdD//ybhD//yraR//nanA//seqA//mdoD//
GO_0042726_5	lolD//rssB//ybaT//mtfA//dnaN//infB//yjhC//ycjQ//
GO_0042727_6	ompL//hybE//frvB//dacD//era//yneL//hslR//rmuC//
GO_0042732_6	cusF//mntS//dnaT//adeP//rbsA//
GO_0042737_5	cobT//ispB//dcm//rcnA//gpmM//sapC//adeD//acpS//yghU//chbF//aslB//ubiC//gyrB//glgP//ynbC//yagF//yfjV//sgcC//mepA//ygcW//sdhB//gdhA//yddM//yihP//yehZ//gpr//galR//narY//ldrA//setA//gabP//mug//rhsD//yafS//rhtA//ppx//tatC//tusE//viaA//lpxD//fdoG//ampE//pykF//argT//dgcE//potA//rsmB//ybiI//cas2//rutB//lon//pepA//alaC//recC//yqgF//
GO_0042743_5	fliZ//phnK//
GO_0042744_6	gstA//rna//
GO_0042759_7	tolR//cmoM//
GO_0042773_6	cspD//
GO_0042777_8	torY//
GO_0042779_8	phoR//
GO_0042780_10	hemH//narG//selU//
GO_0042816_5	yneE//rhoL//nac//phnO//insI4//tus//lspA//nikB//nadD//
GO_0042817_5	ompF//
GO_0042819_6	mhpC//mrp//bluR//aphA//ycfS//frlC//fixC//csdE//prfC//
GO_0042822_5	pykF//uidR//mntS//argC//rssA//rlmC//ppiD//
GO_0042823_6	sgcX//lldD//mrdA//paaJ//fabZ//rplT//tar//
GO_0042836_5	relA//bamA//kbaZ//dsbA//
GO_0042838_6	ydjJ//modB//hofN//rpsI//
GO_0042839_7	gntR//yciA//folE//xisR//hybD//ubiX//
GO_0042840_7	narP//appB//aceK//ydjK//ltaE//yqiG//
GO_0042843_7	rpsA//betB//
GO_0042844_7	rplN//
GO_0042846_8	nanR//
GO_0042851_8	acpH//torI//lpoA//yidL//
GO_0042852_9	creC//ybjC//ybdH//
GO_0042853_9	higB//
GO_0042866_8	ddlB//yebC//yfbV//entS//caiB//cheB//cheR//yihV//bolA//birA//ydcZ//nrdD//yjtD//ampG//waaF//rluC//priB//corA//
GO_0042867_8	cmk//
GO_0042873_7	ytfT//eutR//sxy//mltB//ybjG//rna//gmk//
GO_0042882_10	ybiY//nagA//nikD//
GO_0042883_7	yjjX//potG//frdC//yoaB//ygbL//cbeA//murR//fimD//
GO_0042884_7	otsA//thrC//iscS//phoQ//livH//uxuR//ybiX//
GO_0042885_8	purL//
GO_0042886_6	zapB//rplJ//uspF//rpsM//mdoD//lptE//murP//ygfI//mutM//entE//torD//cysE//cydA//garD//sapF//nac//adhE//puuA//betB//sufE//cpsB//chiP//yiiE//aroK//uidC//mdoG//pagP//speC//arfA//arcB//hpt//astB//yjhC//oppA//yccS//nfi//dsbA//htrE//dppA//cmoM//ilvN//yfjV//gltS//yhjR//tomB//rpsG//sufC//cpdB//degS//sgbH//msrA//lon//nhaR//dhaL//intS//glnD//rplS//lyxK//fliL//coaE//cvpA//lsrA//hpf//cspE//yiiD//csdE//elaD//yjiA//rmf//queD//waaP//hdeD//appB//eptC//cyoA//srlB//glsA2//yehT//scpC//hisB//nikR//bamD//idi//tusC//mutT//ycjR//recR//yjaZ//
GO_0042891_6	lptA//flgA//hofC//treR//ibsD//recC//fic//emrK//ydaV//helD//nrfB//csiD//ybiO//hldE//evgS//fnr//malF//dcuC//yhjV//trpL//hemG//glcA//cpxA//ilvD//yehD//gltB//ydaC//rcsB//insA-1//cbrC//flgG//dsdA//
GO_0042906_8	ynbB//ypdI//sbcD//wzzE//
GO_0042908_5	eutN//dppD//prfB//purA//rpmB//wcaC//ppiD//moeB//ibpA//dnaC//rpsL//ykfM//tsgA//gntT//yraR//ftsL//
GO_0042914_8	fur//yghU//
GO_0042918_6	rpsD//pstC//plsX//caiF//panE//
GO_0042919_6	thrL//
GO_0042920_6	srmB//
GO_0042928_7	apt//
GO_0042930_7	eutK//metF//ubiI//rnt//yibF//bolA//accA//dnaB//
GO_0042938_8	sucB//aaeB//fdoG//recB//glnP//ulaG//ycjU//xseA//ung//iscR//yagF//ruvB//feaB//yihV//prs//
GO_0042939_8	chaA//rpsK//ypjD//cfa//tmcA//fadR//mtn//queD//cdaR//ybhD//
GO_0042940_7	thrC//uxuR//glpX//truA//eptA//
GO_0042941_8	allD//
GO_0042942_6	gcvH//chbC//
GO_0042953_6	rcnB//yjiX//nuoB//
GO_0042956_8	hscA//paaX//yieK//yjtD//recB//
GO_0042968_8	aqpZ//emrY//acnB//
GO_0042981_7	rpsS//
GO_0043038_5	ratA//ybjI//nuoB//malP//chbF//eco//ygfZ//ybiA//folP//infB//ydcO//rpsN//nuoG//ugd//glnE//narK//elaD//yehT//insI1//yciT//fabD//yggE//mscK//ycjU//ybhR//fdnH//
GO_0043039_6	pspC//hisD//bisC//mocA//rcsB//dmlA//ratA//astC//dinB//gmhB//aroH//rsmF//cra//ffh//uspG//ssuC//rfaD//soxS//talB//rfbC//dgt//opgH//argB//insI-2//frdD//
GO_0043041_6	rhlE//
