#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	sdaB//cpoB//srlR//xylF//
GO_0042710_4	rhlB//atpA//yneL//bdcR//ydfG//mnmG//fnr//fliG//fdnG//thiL//kdsC//stpA//yieL//potB//folC//ykfI//ybbN//gcd//higA//caiD//tatE//groS//bdcA//narU//yihU//agaV//psuT//exuR//feoA//exuR//gyrA//hcaB//aldB//cueR//clpA//btuR//araH//rpsD//yqcG//rne//ygcW//ogt//thiP//artQ//gadC//dsdX//tig//fliT//uspE//csgE//allR//
GO_0042723_5	purD//ydeM//baeR//treB//pyrL//kdsA//recT//dbpA//yiiE//fimC//yjbH//lipA//
GO_0042724_6	rhtB//ebgA//tolR//ibpB//appB//yggX//aceF//ybfE//panF//corA//
GO_0042726_5	glnK//thiE//pntB//arfA//ydcT//speF//yihS//dnaN//
GO_0042727_6	gatB//oxyR//yoaB//ispG//nudG//gltL//allR//maeA//
GO_0042732_6	prpR//mrdB//purD//yhjD//ackA//
GO_0042737_5	yihS//mazG//yjiY//dppC//tsaD//fre//tdcD//tufB//hybC//selU//agaI//macB//thiL//glk//lhr//mlaE//fabB//narP//dsdC//ugpE//waaZ//yihO//znuA//paaB//fis//mdtQ//csdA//treA//ycjU//galM//tyrR//mtlR//dusB//rlmA//ribF//sfmF//nadA//rffG//rplE//hycB//slmA//ydiV//rhaD//adiY//yibH//sstT//cspG//clpS//yjhH//nfi//ybjX//mntR//pstS//yahI//xerC//
GO_0042743_5	trpC//malP//
GO_0042744_6	yghU//yqeA//
GO_0042759_7	caiF//pdxB//
GO_0042773_6	cedA//
GO_0042777_8	flgF//
GO_0042779_8	ppiA//
GO_0042780_10	thiI//lspA//rnc//
GO_0042816_5	rcsD//dgcJ//nuoB//stpA//edd//yciT//rluB//ybiX//lipA//
GO_0042817_5	dsdC//
GO_0042819_6	hypC//hsrA//guaC//cysC//dppC//ftsA//setA//ygcW//cusC//
GO_0042822_5	htrE//ybiO//mglC//cvrA//wza//glvB//pabB//
GO_0042823_6	waaF//rpsD//pdxY//glpT//alkB//purU//ygbN//
GO_0042836_5	bioD1//clpA//hofM//hcaT//
GO_0042838_6	glmS//gudP//bssS//gudX//
GO_0042839_7	araG//metN//hcaE//yhcF//pspD//sdhD//
GO_0042840_7	zapD//fkpA//envZ//ydcT//acrE//caiT//
GO_0042843_7	basR//rplP//
GO_0042844_7	yqaA//
GO_0042846_8	csgG//
GO_0042851_8	ydjL//dnaB//rpsA//ais//
GO_0042852_9	dcm//glnP//arcC//
GO_0042853_9	nupC//
GO_0042866_8	rplW//argE//rcnB//mdoG//intS//glnS//argT//yfjR//yfdS//yqcG//pepN//yjtD//dgcF//chaA//hisM//parC//ygiW//ddpA//
GO_0042867_8	ybjC//
GO_0042873_7	hprR//pepT//mepH//citE//ygjK//cadB//yhgH//
GO_0042882_10	uhpB//mutY//nrfF//
GO_0042883_7	modB//elaA//xerD//gatB//cbl//bfr//fabI//pinQ//
GO_0042884_7	hisQ//ompF//glsA1//ynfH//rbbA//allB//ibsB//
GO_0042885_8	dcuD//
GO_0042886_6	grpE//rfbC//mdtQ//dkgB//nrdF//rffT//yrfG//ileS//nimT//recO//endA//ybiX//rluE//fruK//yqiJ//fhlA//yjbB//cstA//potE//ybhJ//flhA//yoaB//tnaB//cstA//sucC//ydcR//nanA//fdx//gpmA//ykfI//insK//ynfK//aroC//glsA2//frvR//xylH//mnmG//yadM//menI//rsmI//trmI//gspJ//tas//asnB//ybdN//valS//rlmB//macB//ltaE//yjbG//leuA//yhjX//dbpA//cmk//ugpC//narL//nuoE//fucO//yehW//mntS//relE//galE//pgaD//rcsC//glpT//marR//yfbR//moeA//rof//ettA//pta//bioB//galE//mraZ//arnE//frdB//atpD//dgcT//fucO//gutQ//yagJ//proP//serA//dosP//rep//mrp//yghO//opgE//
GO_0042891_6	fadR//alaA//sulA//kefG//mmuM//nrfB//pmbA//hyfF//polB//mntP//arsR//agaS//lptF//agp//pcnB//ynaE//rhtA//marA//yhaM//hlyE//rffH//psuT//hisD//setB//ilvH//btuF//kefF//gcvP//rimL//hinT//argF//lsrB//
GO_0042906_8	paaA//yebZ//epd//mdtP//
GO_0042908_5	yadI//yiaL//gshB//pdxB//hcaB//hslV//rclA//leuC//dhaL//gcvT//hyi//amiD//csgB//ygeW//aspC//agaI//
GO_0042914_8	narP//ggt//
GO_0042918_6	msrP//ybjL//bamA//ghxQ//lpxP//
GO_0042919_6	evgS//
GO_0042920_6	rfbC//
GO_0042928_7	casD//
GO_0042930_7	galK//ybdG//garK//yadN//oppA//dcuA//stpA//ydiP//
GO_0042938_8	mdfA//argP//wbbK//rpmE//frvR//ynfL//rimK//rpnB//srlE//osmE//rluA//bioD//yraI//dgoT//moaD//
GO_0042939_8	cutC//oppA//csiR//csiR//glpC//nhaA//mrr//ybiW//hybF//flhC//
GO_0042940_7	afuC//truC//phnI//lolB//rfbC//
GO_0042941_8	raiA//
GO_0042942_6	macA//dsdC//
GO_0042953_6	norW//uxuA//idnT//
GO_0042956_8	puuD//aroK//yhdJ//pinQ//rpmJ//
GO_0042968_8	betI//ypdB//nrfC//
GO_0042981_7	pgl//
GO_0043038_5	holA//fes//ydaN//mscL//lacZ//yciE//uxaA//rarD//rpsK//yadC//hscA//cmoB//zapC//lpxC//ilvB//surA//glcB//mutL//rpsP//dnaN//ybiA//tdcB//ssuB//hycI//tsr//lysO//
GO_0043039_6	cpsB//rhaT//yggT//cheY//yihO//hldE//paaX//fepA//dhaK//alsA//narJ//yqaE//tyrS//sgcR//cusC//kdsB//nupC//bdm//dgoA//fryC//rbsC//fadJ//hycA//vsr//arsB//
GO_0043041_6	sgcC//
GO_0043043_6	csgD//dcuC//hyfF//ydeT//diaA//ccmD//rpoS//yggN//pgaD//secA//yahI//dppD//abgB//purD//dppC//malI//eutN//zipA//rpoD//mhpB//yiaF//bioA//adk//pgm//cysW//allS//ung//menA//lsrK//rimI//tehB//dusB//caiB//hcaD//yaaA//proQ//erfK//ecpR//ytfE//dhaR//tldD//fadB//sgbE//tdcE//kdpA//guaB//yafN//pdxH//dhaK//shiA//yfcG//sfmC//hyaA//umuC//rpsS//metC//ybdO//fecC//nfuA//rlmE//ccmF//
GO_0043067_6	argO//
GO_0043085_5	yraN//ybjL//asnA//adiY//ydcR//arcA//yieH//arnB//aroC//srkA//rpmB//mepS//baeR//cdsA//kup//alsB//lgoT//fhuB//cueO//emrY//thiP//deoB//sutR//
GO_0043086_5	mdtK//tsr//proC//intF//sucC//pykA//tbpA//asnS//yegS//erpA//metK//garR//nagC//kbaZ//nadC//glnE//artQ//tnaA//ompC//rraA//chbC//waaZ//pflC//acs//galR//dnaQ//
GO_0043087_6	dosP//tpiA//yiaO//rutC//
GO_0043090_7	tusD//mtlA//rpmA//tdcA//cheZ//argI//fhuD//fumA//nrdI//lysS//
GO_0043093_3	uspB//xylB//tehB//argT//rihB//alaE//cmtB//zitB//yggN//phnI//csgF//soxS//hiuH//argB//hxpB//ybhR//lpoA//
GO_0043094_4	wzb//rihA//ecpR//ybeY//metE//rlmA//paaG//deoR//leuS//dadA//livG//ygaZ//rbbA//ynfE//fepE//yijE//pdhR//kefG//gadC//mtn//acnB//rpmF//
GO_0043096_6	ybaO//dapA//prfA//
GO_0043097_6	trg//yqgB//btuE//rlmC//
GO_0043099_7	dapA//
GO_0043100_6	npr//
GO_0043101_5	bcsA//ynfL//intF//sapF//
GO_0043102_5	ssb//pntB//yijE//yhhZ//
GO_0043103_7	yaiV//
GO_0043111_7	dsdA//
GO_0043137_6	xanP//gluQ//
GO_0043150_8	fliT//
GO_0043157_6	yrfG//
GO_0043164_6	cysS//ugpC//ccmD//yrdA//fliZ//sdaB//pgpB//rlmM//
GO_0043165_6	gutM//iclR//ampG//lnt//ybdG//eutR//hemG//ybiY//mscK//cutC//
GO_0043170_4	deaD//yobF//yfiE//rimI//cas2//gltP//lpoA//arsR//putA//ltaE//solA//yggP//murG//cfa//cbl//modC//fdnI//hcp//yfdR//yfhM//mntS//galK//dgcJ//tcyJ//gltI//higA//cspB//proX//cdaR//feaB//rspB//insB-4//yiaT//thiP//nhaR//tap//pbpC//yqcC//aroF//yidL//yjbE//cobB//menF//purL//fumA//ybeF//prpC//yagI//eptB//nemA//hisD//mcrA//gshB//zinT//hyi//hprS//yjbH//clpB//dfp//rlmL//ybcJ//lolD//proX//thiG//rsgA//menD//lpp//uspE//yhbX//arnF//eutK//norR//hycH//norW//patA//glcC//tatE//atpH//ftsN//narZ//tar//metG//acpT//ubiC//glgP//prlC//citG//flgH//uhpB//dnaB//emrB//cpsG//waaL//ldcC//znuB//nuoG//focA//nimR//rpmG//yfiF//def//alsA//ygiS//yhjR//yhhZ//glcF//srkA//sanA//acnA//pgi//arnF//fkpA//ybbN//glpF//xylA//poxB//leuC//rng//upp//folA//fruA//tpx//ubiA//rhlB//pabB//aroF//yafO//aroK//udp//mglB//hybD//uspE//topB//hda//csgF//mprA//purU//trxC//bglJ//mreC//galS//malP//fliZ//aroA//epmB//insA-2//yaiW//fabB//dmsB//yneJ//envC//ygeA//rhlE//fabB//malE//fadD//rep//zntA//fepE//yeeO//solA//thiM//yqiJ//ulaC//rcnR//fklB//treA//tatC//pdxH//entS//rluA//galU//ymgC//tusB//ulaF//zapC//cobU//nhaR//lysP//ptsH//dgcM//sbcB//cof//mutY//mrp//pabB//dinB//lgoD//cas1//yiiM//fliM//frmB//mdh//preT//cobU//dgcE//narG//ydcZ//narY//lspA//fkpB//deoB//moaC//iscS//creB//tsgA//pdeH//rutE//rpiR//sgcC//rutC//rpmG//hxpA//ubiE//ribF//ykgM//cysP//sodB//dmlR//nemA//ahpC//entC//yggW//uup//torI//wbbK//icd//fliM//gltS//infC//yahI//rpsJ//rutA//kgtP//yhdZ//dcuD//yggE//yadK//cysA//epmA//yijE//hycB//cmtB//lpxB//yjfP//exoX//nrdG//yhhZ//yhgH//dcuB//ybjL//uof//yehW//acs//yfbR//soxR//frlR//sgbU//nrfC//malZ//sbmC//ygbI//mdtO//fdhE//hemA//proC//cspC//mcrB//oppF//glpD//malY//yiiD//ydcO//pepD//yihR//malK//yjfF//gcvR//nupC//orn//lysA//frmR//ompT//ycjY//recC//ynfF//gppA//wzc//appC//sad//ssuC//eutB//nupG//puuE//ytfP//nadE//paaJ//thrA//rpmJ//sgcB//ycjY//mhpC//yjiR//gshB//ybjC//ccmD//yeiL//dps//yhbO//dkgB//asmA//yfdG//pcnB//pdeR//fadA//intE//ppk//yejA//rplE//qorA//yqjI//yhgF//yebC//hyaC//bioD2//sbcD//livK//yphB//miaB//serB//ydhQ//ftnA//ycbX//psuG//ybcC//yeeY//paaJ//asnC//ilvA//ycfH//holD//crcB//xapB//gltL//minC//ypdA//nanT//hybG//tsaC//ptsN//pgsA//wzzB//adhE//hisA//hha//dapD//aer//clpB//sapF//frmB//yaaA//aslB//rutG//rsmC//murR//wzzE//ydjJ//cbrA//sfsB//phnJ//betI//argR//nusG//yojI//tgt//sfsB//ypdC//lysA//rlmH//hdeD//tsgA//rclR//ibsB//yjjQ//yihW//pal//yqcG//rpsO//birA//cmoA//fryC//dam//viaA//yjgX//fadB//yhcF//yhjG//gluQ//alsK//murJ//rna//acpP//rpmB//gatA//hupB//mntP//tdcD//sapB//yfaE//yabI//narQ//gsiC//flgK//ycgR//acrD//rpiA//fmt//bioD//priB//osmE//murQ//fliS//csiD//rpiR//dtpB//phnN//tdcC//uspC//lsrD//nirC//ydcS//pnp//dmlR//gadE//ybgP//tsx//yqjH//fabA//dhaM//ygeA//efp//nemA//nagE//brnQ//rpsA//yhfS//paaH//gatZ//glxK//relB//yceO//narJ//pgpB//potB//alsE//ulaD//gyrB//fmt//cspB//btuB//lysS//yeaG//ybiH//proS//ubiF//pstS//fdhF//sucB//abgR//dacB//rsmC//groS//gsiB//nfuA//rcsF//cysD//glxK//pinQ//xylR//gcvA//cadC//ubiA//sfmF//mltG//hchA//argD//dcp//araG//ddlA//nupX//hpt//ygjR//casE//rpsL//yahN//iraP//yigL//aphA//yibF//yfgI//gnd//yneJ//plsB//caiT//murG//lysA//pdeL//dcm//rpmB//yjjG//ibaG//prpR//hscC//ydcS//yadI//yecS//zraR//pykA//leuD//ycbU//panF//hisG//mnmE//tonB//lpxD//rclR//putA//ygdG//thiP//thiG//prkB//yihX//phnK//potG//ygiS//nuoL//yhhZ//ompG//tabA//gudD//fur//yphD//ugpC//hdfR//rna//atpH//symE//grxD//oppB//waaU//ftnA//gspE//uhpB//yjbE//potB//ybaQ//dsdX//gltB//ygjR//fadK//purU//rpmA//lptF//hofM//flgF//tilS//secM//rdgB//ybcQ//cheW//yagE//paaG//deoA//uvrC//eutN//malX//sfsA//rhtA//zipA//lexA//yidP//add//yciH//lsrD//aaeR//sgbU//holD//yieH//mntR//trxC//acpT//rplR//artJ//flgD//hrsA//rcsC//yeiL//dsbD//guaB//yqcC//xylF//mtgA//waaU//narQ//fklB//hemC//ibsB//cysQ//yahO//hemC//ldhA//carA//wecA//atpB//ulaD//lsrA//rpiA//dmsA//panD//frc//gmk//mtr//gadA//rsmF//cpsG//xylF//gnsB//ccmC//waaG//hrpA//uraA//ydeP//dkgA//araG//frlC//rfaG//deoD//ymgC//selU//tdcE//raiA//hdeA//rlmJ//mdtF//hisB//ybdR//yjhP//pspD//yahD//yjfP//gcvT//fecC//yehU//argE//rpnD//menC//ydcI//yciV//wzc//nadA//yidA//slyD//yhbO//acpT//nupX//tnaA//rutA//hfq//deoC//galS//yaiP//appA//panB//cmoB//rnpA//rplL//yagG//manX//exuR//bfr//opgH//ybjC//envR//lsrG//yraJ//gcvH//ompA//ilvD//modC//sufC//ydbK//ypdA//setC//rph//hpf//menD//ldtD//dnaT//zapD//purA//ybjI//yadG//cmoM//nsrR//mcrB//setA//dcm//lysA//secE//qseB//malK//hybG//rpsI//lysC//nfsB//glpC//luxS//yciT//hokB//yedX//ompW//agaI//cas3//nrfB//zitB//npr//gatB//iscS//ybdG//gpmM//mltF//dgcQ//wecE//betI//ynfF//kdsD//aceK//nagE//glsA//exoX//ytfE//melR//hexR//ybgP//yrbG//mdoD//lpxC//yheT//yegD//pcnB//tag//srkA//cutA//truC//nac//moaE//paaB//eutR//mraY//malK//tolB//sapA//ycjY//iraP//rzpR//yeiL//argR//dinD//yfcA//yeeA//nuoN//oppF//mnmA//sdiA//frdA//purB//csgB//manA//mazF//yihO//lapA//fdrA//arnA//fruA//hisP//uacT//uxuA//ffh//pstS//yeaK//tnaC//mutL//fbp//argC//cdaR//cdaR//ridA//ivy//msbA//dtpC//cobU//cueR//qseC//nikR//bcr//cmoM//gutQ//elfC//alkB//fimG//yfhM//lgoR//pntB//dgcN//cbrC//ttdR//ulaF//leuB//gloA//mocA//prkB//fklB//nanA//prmB//yagI//cysE//kch//chbC//
GO_0043171_5	yggW//holE//glxK//blr//aqpZ//gltB//rnpA//yoaB//nrdB//
GO_0043173_5	gntR//lipA//cas1//fabD//sanA//nfo//malE//tilS//
GO_0043174_5	fabD//livF//malY//mtlA//pepB//scpB//
GO_0043200_5	ftsE//fadK//hisF//yneJ//bioD2//insI4//betT//skp//
GO_0043201_6	ompC//
GO_0043207_4	yaiW//hypC//napB//eamB//yciK//glpA//betT//dsbB//artI//yfaX//leuC//sgrR//yjhC//arnB//
GO_0043213_7	nrfB//mltG//yhjX//yhjD//rffH//grxD//carB//tolC//
GO_0043242_7	dfp//mcbA//intE//
GO_0043243_7	ybaE//
GO_0043244_6	bcr//tpx//hcaB//ycfL//mtlR//tilS//dam//acnA//rhaB//yfcU//gadC//pcm//napD//purN//rhtB//cbl//mocA//lit//narI//ypdI//
GO_0043254_5	yajD//exuR//yggD//ssb//mltG//yihP//yqiH//mnmE//pstS//potG//frlB//serC//yahB//pgaB//yagU//yagG//kdpC//lgt//gudD//mog//yggF//ycjU//tadA//fsr//yiaA//
GO_0043255_6	yggN//hpt//lepB//
GO_0043269_6	guaA//soxS//gatB//csrA//pgk//gcvP//dgt//
GO_0043270_6	rutB//preA//
GO_0043271_6	yhjA//
GO_0043335_3	lptA//cusB//oxyR//dppB//
GO_0043392_6	garL//
GO_0043393_5	nirB//
GO_0043412_5	speE//yedX//aaeR//nagA//ygfZ//ycgR//insI1//hofP//intQ//ybhJ//rluB//adiY//hisC//ompN//chbF//trmD//msrP//ydaV//yqjH//aroA//sgcB//psuG//hypD//rsmC//frlC//tdcF//hda//bglA//pntA//cobU//tdcA//paaG//cas1//fabB//cmoA//hflK//rsmE//lamB//zapD//rlmA//insI3//yhhT//yfaX//waaB//hsdR//atpD//tdcE//metG//wzzB//gsiC//gspE//thiL//ibpB//srlA//sdhB//lhr//insI1//vsr//cheR//torC//ydiR//nrfA//sdhC//paaZ//dxs//hemF//glpR//yccX//potD//yefM//deoC//dinB//kdpB//rne//chbF//cmoB//casB//fruB//priC//yjaZ//glgB//ycjW//fadI//tauD//ompL//prfC//kdpE//zntR//metG//gspI//bglF//folX//dacB//glgX//gltP//mmuM//fucK//atpA//sseA//tpiA//phoQ//sulA//macB//flgI//yqeA//yadV//ydfG//wzc//norV//frlC//moeA//ghoS//pstB//potF//ygfA//iscX//gpr//grxD//nimT//ymdB//leuS//yahN//yedP//trmO//nanT//yejE//fabG//galR//yccA//cpxP//yfhM//cvrA//rbsK//gudX//frc//yehT//prfA//rcsA//lolA//glvC//thiM//nei//ydhC//relA//fadA//metR//rclC//tnaB//dcuB//yfcR//aroA//cynS//rpmA//prs//csgB//dinJ//gabP//fepC//speA//ptrA//hxpA//cbl//lpxH//ybjX//yrdA//tsf//lsrC//uhpC//hscB//nth//hyfR//iscA//glxR//selB//mngR//alsE//glmU//fumC//tnaA//yjtD//mgtL//oxc//entB//waaF//yagU//rluE//ansA//nemA//glgS//cpxP//sutR//rpmC//iraP//serC//ispG//modB//lgoR//yedP//htrE//ydbK//yedP//ynfL//yfcF//yeeL//zraS//uxaA//rbsR//cmoA//ihfB//rpmH//yahD//azoR//rfaH//sgbU//frmR//kbaZ//galF//gatA//yfgO//fliL//dppD//yhaO//ybcL//narP//emrB//fdoI//bacA//truA//stpA//aroP//menH//ada//
GO_0043413_4	ydaN//
GO_0043414_4	yieL//metL//sdhE//recN//ydhC//mug//wecA//rdgC//trpE//thiM//psd//mdtE//rihA//hisP//csrA//nagD//murA//plsX//sgbU//yfeX//murI//ybiX//mdoD//slt//pagP//yhdX//yigL//modA//mmuM//fryC//aspA//fetB//ydcI//ecpR//dppF//hybA//tehB//dapA//gpmA//cysI//thiD//ybcF//intA//ypdB//adeD//yahI//yfiC//cas2//murF//rlmL//mraZ//nrdR//
GO_0043433_5	chbF//fdx//prfC//nrdG//moaB//hyfR//
GO_0043436_5	edd//nadB//bcp//nanR//avtA//hybO//hpt//uspE//nikR//osmC//ydiV//ydeE//dmlR//lpxC//frlA//ynfF//rpiR//queF//tyrR//rsmC//prpD//treC//ssuC//yijO//queC//tdcR//ybeQ//fimH//trmD//fabG//yfcR//yihT//htrE//glvC//speC//oppD//dsdX//acrZ//tabA//rspB//trmH//suhB//yeeO//ribB//arsC//pspF//entE//recR//nrdB//pdeL//iscR//fimE//btuR//nfi//yfiF//araD//gph//ygjH//rcnA//ydaN//rluD//nusA//prfB//nagB//dgcF//eutK//ddlA//gcvR//def//glxK//yggT//uvrD//pgrR//rof//dgt//lptA//treR//melR//narI//ybeF//rssB//yidD//casD//asmA//ebgA//trmD//trpC//hofM//arnD//cpoB//nudB//yebQ//rzoR//mog//atoC//cysD//cobS//pdeF//yieE//hchA//lysP//mfd//yrfG//mhpR//fadH//aroD//ttdA//macB//uxuB//trmD//livJ//frlR//ligA//allD//fhlA//yggX//ibsB//wcaB//atpD//trmH//aroF//sapC//galE//bglX//fimB//hinT//yeeY//upp//cheB//hofO//yidL//yfdC//ade//hsrA//mreB//hofC//setA//eptB//yebZ//envR//mdtG//rplY//cynT//mhpA//yjbH//fadR//pyrC//ampD//hscA//folD//mreB//lpxP//hflC//eptC//yjiX//ydcZ//sfmF//crr//dacC//pgpB//higA//nuoH//pdxJ//hrpA//uhpA//fimF//ssuB//yjiX//ybiW//thiL//rarD//lsrR//atoS//waaZ//aslB//dsdC//rclB//nanS//ugpB//tehA//gsiD//yohD//bdcA//gmhB//tas//katE//dicA//yidZ//ymgA//ubiH//dgcM//mlaE//ftsQ//msrC//ortT//pdxA//cydD//csiD//arnT//yibF//yciF//narK//hflD//ybiI//sufB//rpsE//glgS//etp//rutR//lipB//artM//argO//corA//hypA//gcvT//yebQ//parE//mqsR//tdk//rimO//tsgA//fryA//lit//yraI//yegS//caiB//mrdB//ade//rpsN//rppH//pinE//dppD//serS//stpA//hypE//yrdA//cspE//umpH//ggt//asr//surE//treA//sutR//puuD//cpoB//argT//hycB//yebK//rfaH//gldA//caiT//ydhQ//nikA//eco//glcE//fsr//thiH//yphF//exoX//yebK//mscM//proV//plsC//nrdD//mscK//fkpB//envR//rarD//ssb//acrZ//pheP//malE//waaO//seqA//hpt//gloB//ydfK//dsbC//sanA//yciT//hisS//zraR//topAI//tmcA//mtfA//yciG//yafS//pspG//asnC//rnd//gpmM//mrdB//uvrA//frlR//fepE//ybbN//ybiX//uxaA//mdh//folM//acpP//fucA//thrB//ybaK//nadA//dgoA//ybaE//frlR//iap//emrB//casC//metN//sdhD//macB//lysP//xanP//prmC//lptE//lptA//ascB//oppF//cdaR//yfiF//treR//ynbD//ratA//yegV//rsmH//dgcZ//hofQ//efp//tap//rfaD//potC//waaS//ydiZ//sdiA//ftnB//yebQ//arsC//fimB//metQ//serC//hofQ//hisP//tus//rfaF//rlmC//aroE//prpB//rffC//barA//dgoT//ttdA//purC//yahN//yagF//mscS//yqgF//yddM//pykF//adhP//hyfC//fadI//radA//nrfB//kefG//bioD1//eutA//dppC//rplT//uidC//yfhH//ycfJ//pfkA//acrD//idnO//baeR//exuT//yhaC//ycjR//tauD//yedF//flhA//flhC//uvrB//potF//ptsN//yebC//yjaZ//bfr//pheT//orn//ribF//ykgF//rimJ//csgA//rluA//recG//rsmD//essD//prpC//acrA//ytfT//tyrA//puuD//galF//mdtD//hisA//cydB//thyA//pyrE//proQ//rihC//rplA//asr//glpG//sohB//phr//rutG//fepG//yieH//allS//hflK//ccmF//rsfS//yidL//kdpA//mpaA//opgB//hpt//rhmD//yhbX//yhbS//proQ//frlA//hypT//fdoI//baeR//ldtB//bacA//aslB//nirC//ivbL//yciT//eutR//lolC//tdcA//
GO_0043438_6	murD//
GO_0043442_6	purT//
GO_0043455_5	aroH//abpB//fadB//mipA//
GO_0043456_6	ddpA//
GO_0043462_6	cysI//macB//rimJ//rzpR//ompT//agaD//
GO_0043467_6	rnhA//uvrB//
GO_0043470_6	ftsE//paaG//rhmD//aspS//
GO_0043471_6	xylR//ydgA//ybaQ//
GO_0043484_7	coaD//
GO_0043487_4	asnA//erpA//polA//yfaU//bfr//clpS//
GO_0043488_5	dgkA//erpA//appA//yidD//lpoA//
GO_0043489_5	polB//
GO_0043543_7	insK//yfhM//frlA//hipB//ycdY//rlmE//nemR//cusR//ftsQ//yneJ//malX//asnC//rbsD//
GO_0043545_5	yeaV//fruK//sutR//pdeL//lptF//crr//glnE//folX//pdxK//folX//kefC//
GO_0043547_7	gltD//ygcW//artP//
GO_0043549_6	srlD//sgcB//
GO_0043555_5	glyS//cpxP//
GO_0043562_6	aqpZ//fdoH//
GO_0043570_6	atpB//ydaC//secM//
GO_0043571_7	tabA//pinR//rfe//
GO_0043603_5	ushA//fepA//lpxB//cof//rsmE//dgcT//phnJ//rzpD//aqpZ//exbB//lsrD//fecD//hns//cnu//coaE//ilvM//lptA//yedL//insI3//dsdA//moeA//prfA//opgC//zupT//rlpA//yejB//ygiB//rlmC//nagA//psuT//galR//btuF//rpsL//bioD1//fimD//yegT//hyaC//uidR//tolQ//nudB//ftsZ//nhaA//proQ//mtfA//yhcD//sdaC//abpA//entD//ydcM//yeeO//sohB//rclB//hyaB//narI//glsB//kdpA//ybaO//wzzE//glgB//yhjX//hisF//tsaB//etk//suhB//uraA//yahO//yjbE//ybdM//yegT//astC//yjcE//luxS//dtpA//citX//dmsC//emrY//acs//eptC//paaB//gutQ//ulaE//abgB//zraS//recF//gatZ//mqsA//fbaA//tesB//yjhG//recR//rseC//lpxB//rffH//eamA//cmoB//yphC//cspD//yehB//ycbV//galU//msbA//menD//treA//hflK//glvB//dgoK//grxD//xanP//cpxR//ypdA//rpmJ//yidE//napF//cydD//rzoR//rfbD//mepS//torA//zapA//lacI//thiH//hybO//fruA//fimC//yfcS//pstB//frc//
GO_0043604_6	yhdZ//yaaU//metE//gor//rpmC//yhjX//hxpA//glvC//yodD//dppA//ydiZ//secD//intA//cysH//cysG//dgcJ//dmsC//bioD//ftsW//tar//hypD//ygiB//mrr//rpsQ//hprR//rpiB//lit//yihW//hemF//sfsA//essD//cfa//dtpA//thrC//nuoI//ybiI//rrrD//yfiE//ytfP//cptB//aceB//waaF//barA//pntB//kilR//potI//yehY//yihQ//ibpA//yggT//grpE//dcuD//tusB//dbpA//cysS//garR//norW//maeA//nrdB//entD//roxA//sucC//mhpT//baeS//ptrA//rutB//sodA//bfr//ygbM//cbeA//xisR//gatZ//hslR//smrA//rapA//matP//plaP//frlA//sfmF//yafN//hemN//frsA//cpoB//mdlB//ackA//flgH//waaP//murR//astC//ribE//xapA//ybhA//pykA//lsrA//mdtN//talB//ydjM//eno//metQ//
GO_0043605_6	ftsY//pepA//hofN//hypB//holD//
GO_0043610_4	yedL//
GO_0043624_6	araE//yiaJ//sgrT//yfcF//ydiP//adk//wzyE//
GO_0043628_9	ynfH//glcA//trpE//
GO_0043631_7	yidA//mfd//
GO_0043647_5	ghoT//pgpC//
GO_0043648_7	yajR//sgcC//yqcC//cysE//dacB//dhaL//mtfA//yfjV//ydiV//pykF//arfA//proC//rhaB//cspC//dhaR//argS//yjhH//phnM//ycbV//yciH//ydhJ//yihU//ptsN//nrdE//adhP//rzpD//hflX//yjcO//rssB//ycaO//hcaR//srlA//rcdA//napC//mraZ//holB//flgH//ettA//rbsD//dgoK//uspF//ynaI//serS//aldA//rpsH//aaeB//cusF//dbpA//sucA//pgpA//hemE//alaE//yadI//yehX//insB-2//yaiP//ulaE//mug//rlmB//ulaB//yedF//proQ//eamA//ttdB//tufB//eco//ymdB//yjhI//glnL//cysZ//cyaY//argK//tusE//lptE//
GO_0043649_7	mdtI//trpB//rpiA//proS//arnT//rfaG//araF//lysS//rhaS//dgkA//aceF//
GO_0043650_7	hypF//decR//ptrA//tolC//yihO//yihP//yneE//emrB//ibaG//leuC//selB//ygiS//puuB//yihW//ydiZ//clcB//deoA//menB//glgX//ridA//yceO//garK//ribE//rpsN//qseB//rplW//ampG//
GO_0043686_7	osmY//
GO_0043687_7	eutA//hokB//yqiJ//glcB//mgrB//envZ//pgsA//
GO_0043708_5	rseB//lptG//idnO//eptC//aaeB//alaE//hcaE//yceD//trmB//pfkA//pheP//dpiB//cspD//pitA//prc//
GO_0043709_6	hslV//rpsS//gcvT//cusR//slmA//dkgA//ispH//holA//yaaY//
GO_0043711_5	rfaG//dapF//gcvT//speA//borD//sdaB//gspE//yhcN//ycjD//putA//gatC//asnC//abgT//ybfE//dsdX//tufA//mtr//rfaG//gpt//asr//rph//
GO_0043900_4	yihW//brnQ//ybgI//frsA//rpmC//fadD//ybiO//yibT//livK//hxpB//queE//ydcR//fre//
GO_0043901_5	mzrA//fadD//norW//pgl//
GO_0043902_5	pepQ//paaJ//
