#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	yqgB//csiR//trmL//sohB//
GO_0032790_6	rfaE//dgcQ//
GO_0032879_4	fimA//folX//ygeW//yahD//lon//fbaA//marA//sixA//mglB//lipA//yfbS//yraI//ybeY//ybaL//yghB//lpoB//ybhI//rsfS//osmC//yhjX//psuG//speA//maa//bfr//artJ//gyrB//yahF//rsmB//
GO_0032880_5	lpxH//malE//fdhD//
GO_0032881_6	rsmI//sufB//matP//ygiN//
GO_0032885_7	paaC//melR//kilR//
GO_0032940_3	nepI//yiaO//purB//nimR//cas3//rdgC//nagE//
GO_0032950_7	yfbR//
GO_0032951_8	thiD//
GO_0032954_7	gadB//ccmD//nimR//
GO_0032955_6	rfbD//bepA//hyaB//
GO_0032973_7	fabB//thiH//adeP//glpX//zntR//
GO_0032978_7	mlc//osmC//melB//tcyN//
GO_0032984_5	tauC//rhlB//ppx//allD//mutY//fepG//mutS//rihC//yidA//
GO_0032988_6	mdtA//ybdM//
GO_0032989_4	yddL//
GO_0033013_5	fixA//ybiV//rbsB//idnK//flgC//rnpA//yfaX//yedA//yeeO//ldtC//creB//eptB//yobA//hflX//clcB//ssb//ynjD//rrrQ//hisD//glpD//emrY//
GO_0033014_6	ilvH//curA//priA//ffh//mdtK//gpmA//ulaR//secB//frmB//glcB//uxuR//ycdX//arnT//rfaF//yhbS//rplI//napB//argO//yfcF//potF//yahB//
GO_0033036_3	btuR//argK//flhC//fliG//mhpB//paaB//allC//surA//fdnI//speE//ycaN//rimK//ybiV//eutB//clcA//gadE//puuD//mltG//argH//macB//carA//nrdB//bglB//curA//nei//tatE//rplR//xylB//curA//ibsC//ygeA//gabT//nrdG//yjiX//mgrB//uspB//glmU//ghoT//focB//lsrC//oxc//blr//tsx//raiA//pdeR//bipA//yidC//ribB//ispB//
GO_0033043_6	rpmE//mltD//zapB//rayT//ygaZ//
GO_0033044_7	ydcM//
GO_0033051_5	pliG//
GO_0033120_8	yjiX//
GO_0033157_7	nrfG//ssuA//
GO_0033194_5	frc//oxyR//ytfT//argE//
GO_0033195_5	pyrL//
GO_0033212_10	cheZ//lptB//recD//mltA//marA//
GO_0033214_11	yhdZ//nrdI//
GO_0033228_8	arcC//zntR//cysW//rspB//
GO_0033238_6	alkB//galU//rffH//yedF//
GO_0033240_7	btuR//
GO_0033317_7	menC//yahK//kdpC//aroK//
GO_0033319_5	yfhM//
GO_0033320_6	xseA//
GO_0033345_8	blr//
GO_0033353_5	glnH//
GO_0033359_7	exbD//clcB//
GO_0033365_6	ihfB//
GO_0033383_6	ompW//
GO_0033384_6	ssb//
GO_0033388_7	yadI//
GO_0033477_5	ulaD//
GO_0033499_8	hdhA//rpmJ//gltL//lldR//trmA//glyS//tolR//
GO_0033517_5	ynhF//
GO_0033518_6	ddlB//
GO_0033526_7	thrL//plsX//yhfK//hcaR//
GO_0033539_7	betB//rpsG//tbpA//
GO_0033542_7	rsmD//citC//
GO_0033543_8	fdnG//
GO_0033554_4	ulaB//cydC//lpxH//sgrR//rpiA//ytfT//ompW//mreD//mnmC//perR//fbp//wrbA//rbsB//acnB//gntR//galF//yehD//frlR//hscB//iclR//nanT//puuE//fruA//ynfH//lptF//paaD//rseP//lldP//pfkB//yhiM//dmlR//acpT//rpoH//fhuD//fepA//maeA//cspD//yhcH//csgG//yraI//panF//nadB//paaF//yfdR//srlA//dcm//ypdF//dnaG//yghG//satP//talB//argK//dhaR//fucA//ydhQ//ldtC//rsmG//yehT//citE//cspB//rbsA//fes//hycI//dsdX//pepD//topAI//glvB//livK//intF//yagJ//rpsI//cbrA//cydA//hipA//maeA//malG//ygjR//ybiS//mppA//gpp//argD//slt//eptB//fliL//ompR//yieE//ygcO//speB//asd//yfaL//yggX//gltK//astB//metE//leuA//hycH//rplN//rihA//afuC//astB//fimG//dps//yajO//cysE//speG//rzoR//gsiA//yeaK//rpsN//yhiM//fucI//nadB//yahB//glcC//rplI//yjhG//glk//rpmE//ydiO//icd//yehU//mlaF//envC//ulaR//rrrQ//fhuC//hslJ//alsC//lpxT//satP//ybaL//potI//sgcR//xanP//nsrR//rlmC//cyoC//puuA//cusR//lldR//nudF//selA//rlmF//dcyD//crp//setC//nrfB//dinD//yciG//ribD//yihQ//ghxQ//msrQ//yiaT//fruB//bioP//panD//elaB//ygiN//kup//gppA//rplB//essD//murC//modA//phr//cytR//malZ//galS//ubiE//barA//cecR//appC//yddM//gadX//uspC//aer//osmF//blr//lpxP//decR//tdk//yjbB//nrdH//zraS//rep//glcB//cutA//mltD//fixC//yehY//putP//rsmE//rpsM//glnH//yieF//ampG//ompR//bepA//lgoR//lacZ//yfcS//ydiV//yfgI//tktB//agp//yqeG//glnA//parE//galK//fadA//mog//gsiB//nei//nirC//ilvC//hsdM//metR//pabC//nikD//rlmI//frwC//mdtC//xdhB//frwB//cbrA//hrsA//yciF//yjbB//fimZ//deoD//ynjD//ibsB//yjhG//yqaA//queC//recC//puuP//cysH//purT//moaD//fucA//minC//fepG//dcd//acs//glnB//umuC//nfi//galR//acs//tsx//alaA//nrdR//cadB//glpA//flgE//dgt//pgaD//kbp//ybjG//ftsL//rsmD//tusB//arnB//ybhJ//mppA//cysN//nirD//aroC//ugpC//mltF//rpnC//aceK//glcA//htpG//yhbX//recB//iraD//xanP//agaA//degQ//yjhH//mtlR//truC//yafS//gloA//hicB//sufE//opgE//glpB//rpmB//hdeD//allR//aspS//mepA//ybiO//rutF//hemE//alsC//fucO//pinE//yebC//ynbB//cstA//envY//lacI//yceO//priB//ssuA//caiT//xseB//gadA//mprA//rclC//zntA//recD//rsmA//arnT//narZ//frr//aslB//flgJ//relB//
GO_0033559_6	ybfA//
GO_0033567_6	hyaA//
GO_0033585_7	mazF//acnB//
GO_0033609_8	lrp//
GO_0033611_8	ytfT//
GO_0033674_7	mltD//
GO_0033683_7	ugpA//
GO_0033692_6	deoD//aroE//yahF//ldhA//otsB//ispG//yajL//otsB//potA//dppB//rcsD//rcnR//htpG//pbpG//hpf//rlmF//murC//yqcG//ynfE//ppk//ydcI//udk//waaF//rluC//murI//rpmA//gltS//gfcE//rnpA//ydcM//mscM//ydfK//tatB//acrF//nrdG//fryC//ftsI//caiT//ppiD//ygaH//yehZ//selU//sdiA//garP//icd//wcaC//dcm//
GO_0033865_6	napF//ygiB//polB//ybdZ//gsiA//motA//rraB//
GO_0033866_7	sanA//puuR//trg//hemF//
GO_0033875_7	btuF//lspA//mhpD//aroP//dgoD//aaeA//hyaD//
GO_0034030_8	sgbH//yggT//waaB//yeeL//
GO_0034032_6	eptC//cvrA//purC//lrhA//sdhA//nuoM//ompL//
GO_0034033_7	ycjD//tolA//patA//mscL//
GO_0034035_7	prfA//fdhE//speD//
GO_0034059_4	yehX//patD//
GO_0034192_7	zapA//iaaA//yidE//
GO_0034193_7	gcd//
GO_0034194_8	rbsD//rpsN//zupT//
GO_0034195_8	kefF//
GO_0034198_6	yehZ//alaE//osmF//
GO_0034203_6	ydfH//
GO_0034204_5	nrdH//ybiY//
GO_0034213_6	ydiQ//
GO_0034214_7	pstB//ytfT//modC//ydaV//
GO_0034219_6	ynjD//secF//ubiH//arnE//hemL//dsbB//malG//hemA//mhpD//purF//bssS//apaH//yjfF//intQ//glgS//rcsA//lnt//ung//argG//cbrA//hybC//serB//ileS//sufA//asnC//rzoR//nrdI//citT//rpmA//serC//ydeI//fis//ascG//yedL//rhmD//araB//glcD//cysZ//hemA//yeeY//moaB//pyrE//ybhR//ynjD//ldcC//eutN//ykgO//ymgF//dgoD//bfr//fliG//fecB//alaC//murR//ydbK//ggt//menD//ydhQ//potA//metB//dgcZ//opgH//casD//bglJ//oppD//araC//lsrK//hldE//pta//rbsD//rbsA//ytfP//pmbA//rhaR//sodA//ycgV//rlmM//artM//rseB//ggt//nikR//galP//dedD//ftsN//wzzE//dsdC//gltB//sbcC//yejB//ibsB//trpB//yqaE//trmL//codA//
GO_0034220_6	manX//sufA//hipB//rplM//nadE//prfB//deoR//ilvA//yeeJ//alsK//tusE//yqeF//yhaM//yeaK//map//yfhH//agaV//dgcZ//maoP//rffH//livG//ydiB//fecB//casD//rpsD//queG//metE//pntA//wecC//fdhD//pitB//polB//rpsN//mhpR//psuT//ispU//yjiM//higA//yajD//kgtP//rpmF//hisF//ydiV//ynjD//gmhB//hdeA//bolA//cusR//yobA//proC//edd//tpiA//ybbY//treF//ypjD//mtlA//sgcB//dsdA//mtr//mukB//sapB//araB//yhdZ//mepM//matP//argB//clpX//nupC//cydA//appC//kdpA//frlB//lptC//hslJ//spy//pfkB//cyoD//cspB//fabZ//trpS//ykgA//idnO//gcvA//nanE//btuR//ada//rfaG//thiE//ariR//fur//yfhH//crfC//abpA//fdrA//yagF//eno//yjeI//ulaC//ung//gapC//asnB//yihR//cmoA//rffC//yhgH//bssR//ubiI//ynhG//hipA//kbaZ//tar//ygeW//nikR//maeA//btuB//ydeP//yihU//modB//glpB//tcyL//dcuC//sbp//yjbG//acs//ybaK//recN//murF//yjjB//spy//phnO//yjhI//pagP//pykF//zapC//ybaO//yidE//rpsS//talB//yehT//tatE//yhjX//cfa//fryC//rpsK//nuoM//ygbI//rbn//chbF//lrhA//glvC//glpC//rfaD//glmU//iclR//ydhK//yjbG//tolQ//yjfF//envZ//fadI//rplI//hslJ//xylH//ftsW//yehB//tisB//cydD//lpcA//gmhB//lsrG//lpxL//trmA//sstT//aroB//frlR//
GO_0034224_6	ilvM//yejE//
GO_0034227_8	ffh//lptC//panE//ydiV//yfcF//phoA//trg//rzoR//
GO_0034248_6	ibaG//hcaC//sutR//grcA//tolR//mglB//citE//ribE//gcl//ibsD//diaA//intE//csgE//yidZ//insE-1//fkpB//frwC//cbrC//pliG//ampH//ccmC//gppA//psd//idnK//pheP//orn//zapA//zntA//dsbG//mutY//plsC//ftsP//ilvM//paaC//lplT//yhjG//garR//araB//ybcL//ada//cysS//
GO_0034249_7	gmk//garR//cbpM//dinJ//yfcA//gdhA//ligA//ftsZ//pgaD//rlmM//araD//rbn//astC//bipA//rffC//yjaA//cfa//btuF//yieK//narK//recE//mcrB//rplX//xisR//idnT//
GO_0034250_7	glgA//pck//csgD//rnhA//waaA//yedA//ychO//
GO_0034258_8	hofN//
GO_0034260_5	yfeW//
GO_0034285_6	bsmA//
GO_0034286_7	rfbD//
GO_0034288_6	fau//
GO_0034289_7	hflK//
GO_0034308_5	hflD//dhaM//ydbK//dcuR//torS//cadA//narY//yiaJ//yraN//ibsE//eutA//
GO_0034309_6	rbsC//argF//fbp//
GO_0034310_6	rpsP//mdtF//tldD//ibsA//yedP//afuB//
GO_0034311_6	nhaR//etk//yagJ//
GO_0034312_7	rnlA//ydiK//
GO_0034313_7	eutB//
GO_0034337_3	rpsO//rhmD//
GO_0034355_7	mdtK//argR//fhlA//pgaC//
GO_0034401_5	bipA//
GO_0034404_5	hisP//yfcS//yehB//rraA//hemF//amiB//rffM//citE//rapZ//atpG//fryC//wza//fkpB//gpp//ygaV//betI//trpA//lyxK//relA//yhcH//rsmE//ygbI//ydaC//ilvC//cyaY//rnlB//fryC//ynaI//yjhG//nuoI//aroC//speE//yehX//pdxB//ycfJ//map//citG//yjcO//mdtN//ssuC//rlmG//pbpC//ibsB//arnE//dnaJ//rdgC//rclB//idi//yciK//fadE//
GO_0034414_9	ymfA//
GO_0034421_8	znuB//
GO_0034440_4	dcyD//patA//pdhR//macA//tyrS//slyA//yihS//ugpE//insA-2//narZ//bipA//ycaN//aes//afuB//malK//yhiM//yejF//rlmC//fadA//yidE//
GO_0034470_8	iscR//ygcR//prmC//dgoT//cdsA//uvrA//bipA//yebZ//rsmB//yhjD//ung//glnB//rlmE//erfK//ompF//nuoG//thiH//fliM//exoX//yphD//wecE//envC//paaZ//rusA//rof//tauC//hcp//yneL//ybiV//csgG//rffM//allB//recN//nikD//rnpA//gsiC//mak//nfo//ubiB//yidL//cho//yfeO//nrdD//sanA//hyi//pnp//mdlA//ybeQ//fhuD//cyoC//lptD//rpsB//yahF//dut//pyrE//bdcR//nikB//btuB//ykfM//aqpZ//cbrA//flgE//pykA//panE//insI-1//modC//arcC//yieF//selA//intA//opgB//rdgC//prmA//nanC//fixB//insI-1//frlA//ydeO//rnpA//thiM//manZ//murF//insE-1//mtnN//rluA//gluQ//ybeY//hiuH//argE//livF//yagI//ycbV//amiB//lgoT//
GO_0034471_9	hscA//lnt//glpD//tynA//
GO_0034552_7	umpG//
GO_0034599_5	ravA//ycbU//rlmB//gppA//thiL//mtfA//mdoG//sodC//ybhG//kch//yajQ//tolA//prpC//glrR//prpR//rpsL//lptB//etp//lsrA//dnaG//cpoB//yebK//yjeI//
GO_0034605_5	bioC//yhdX//aroL//ybfE//ugpA//rplR//ynbB//serS//arsC//
GO_0034613_5	bdcR//lipA//pdeL//lysP//lpxK//ybiO//sanA//pliG//epmA//leuE//menH//hyfA//glnD//wzzE//hypD//casC//csgD//
GO_0034614_6	yneJ//katG//adiA//azoR//phnC//dmlA//acs//adk//rof//cysS//hycB//acrE//ydcO//
GO_0034620_6	yfbV//ldrA//mutM//sstT//
GO_0034622_6	yahN//rfaH//uvrC//citT//intS//cspC//fkpA//modA//lldR//creB//rpsQ//aldB//uacT//thiE//yjjW//rsmA//mnaT//fetA//lldD//pdeR//cusA//ygeW//uspG//modC//ybjD//cysS//rfaB//tusE//nrdH//rrrQ//fadJ//speE//yqcC//bioA//hha//rlmN//nuoM//lhr//rplQ//secF//pgaC//
GO_0034627_10	upp//yjaA//frdD//fadA//yehW//
GO_0034628_9	emrY//rnhB//yahF//sstT//tolB//
GO_0034635_6	thiI//lptB//uhpB//yfaX//ftsL//treC//
GO_0034637_5	lpxP//tamA//sodB//dsbG//cfa//thiG//dadA//lpp//nadD//arnB//yehY//dnaE//acpT//ygbN//flgD//sapC//mdtK//gstB//tatB//ynfL//pcm//ftnA//moaB//surE//dpiB//rpsI//hdeB//lsrK//sgbU//yciA//ruvC//ibsA//intF//preA//pgm//casA//cirA//phr//ebgR//rlmL//tcyP//xseA//fecD//fimZ//glnL//mtnN//emrY//dsbA//nrfC//rplK//
GO_0034641_4	yjiQ//envZ//trg//hypT//eutD//gabP//yebC//sodB//tpiA//dhaL//yobA//elbB//caiT//dcyD//pyrL//csgD//sfsB//uspG//eutR//yaaU//rseB//thrA//mppA//hisP//cca//nhaR//ykgA//rhmD//ppiD//eutD//sfmF//hslV//wzzE//insB-4//nhaR//fadB//maa//yjhH//yjgX//rffC//mqsR//bolA//garK//hcaR//recG//sdhC//iraM//yafE//rcsD//mak//ybiA//treC//btuE//ycjD//ulaA//phnC//rplI//rplL//mdtE//yaaU//narU//yedL//nfi//garL//nuoN//pncB//rbn//fadM//ptrA//emrK//yhaJ//lplA//menA//ybdZ//srmB//fbp//pdhR//murC//yegS//cas1//ycfH//crr//dcuC//pyrD//hmp//ftsN//pepD//otsA//atpB//kdsB//ung//uvrD//sdhE//fliL//priA//soxR//rfbX//greA//arnD//eutK//argR//paaA//hslV//trmA//ycjR//glmS//hisS//ynfK//asnA//ypjD//gph//truB//yccA//envR//yghW//yehB//baeR//mdaB//yneJ//gspE//dpiA//yjfP//ygcR//fumB//rplO//waaF//guaB//rfbD//glpB//ycjQ//metG//allD//satP//entC//zapE//yafO//cpdB//intS//fruA//fhuC//bisC//yjjB//mqsR//sdaC//fkpB//tehB//ydjL//appC//sspA//ybdZ//nrdG//dtd//yebC//yoaB//yabI//ydeO//ybaT//rutD//ssuE//menF//rpoA//uidR//murE//aphA//yagF//ydcM//yfeX//yiaO//cobS//ybeQ//yhhY//fimG//thrS//mlc//ydaV//hemD//yafE//ebgR//yqaB//ydjM//entB//rpmC//nagC//yfbR//ydiZ//yicJ//pstA//mutH//gcvP//dusC//rfaQ//yhcH//puuB//ibpA//lhr//cysK//ycfL//gcvA//metN//ubiI//yehZ//narX//mnmE//gltB//rpmA//curA//rutC//carB//metR//potH//bcsA//coaA//actP//yiaJ//rlmD//nanE//hisC//mhpR//paaD//codA//kch//mglA//yghO//trpL//tusE//cspB//paaZ//gspF//sapD//nirC//icd//ybbY//ebgA//hdeD//mdtM//hybD//ybiO//ispA//recD//tyrS//phnJ//amiB//csiD//rep//rlmD//mglA//znuA//pykA//clpP//rplP//nimT//nanA//pgaC//yhcH//rusA//cdsA//mppA//ldtC//ynhG//ymgC//lgoD//gabP//ybjD//ccmF//alpA//yodD//agaS//alsE//cirA//yeaV//lsrB//decR//ugpA//pspA//cyoA//pheM//panB//dnaT//yicJ//mscS//ydeI//hcaD//ynbB//menD//dacA//aldB//flhE//argE//bcsQ//entB//yadG//cptB//tatD//rpoE//iclR//fhlA//yggT//fsr//motA//rpsK//adeQ//gltL//ubiJ//cbrC//mscM//metN//ldtC//tatB//rpsS//rbsB//sgbE//abgB//prmB//chpB//fimB//casB//xthA//oxc//mog//poxB//kdsD//yoaB//rpmH//ynaI//fadL//ybiO//cbl//narZ//ilvC//ygfA//zntA//bglJ//yjhP//cysI//fdoG//agaB//dps//waaL//yagU//ycfS//hldE//yehY//chbG//fliD//secM//ispH//modC//clpB//uxaB//nadK//qseC//leuA//ytfQ//lgoR//gcd//uspF//torS//ahpC//srkA//prmA//agaR//fimB//phnN//lnt//kbp//agaV//frmA//qseC//gltL//mlaC//qseB//dnaT//ydhK//valS//cheR//feoC//ppiD//rhaA//queD//rpmH//fdhE//dinG//ttcA//skp//sucB//ydeI//pgi//lolD//fpr//flgE//malX//degP//malG//glpK//greB//glrR//yqjH//dcuB//dhaL//fadH//ihfB//clpA//bioB//yihV//artJ//yiaN//lptA//dgcT//yhjV//yagF//rfbB//soxR//sufD//ymgA//thiP//bsmA//gspE//rlmM//yihT//chaC//endA//sodB//moaB//uvrA//fadL//secD//rimM//asr//hemL//cca//dgoA//fimG//ftsW//glsB//gppA//znuA//yehA//tnaA//ygeR//pgi//proB//dmlA//thyA//rpsN//yieK//yqeF//sdhE//lhr//nanS//dinB//carB//yjiM//rfaG//cysN//icd//srlB//frvB//tatA//smpB//rfaF//clpX//phoE//trkH//ubiF//clpS//dhaL//cydA//tusE//lpxD//recQ//yfeO//btuE//rcnA//araF//ariR//insI1//menH//rsmI//setA//rihB//ygeV//cydD//ygcW//dgcF//pgl//yidK//rpnA//yciA//pspD//gatC//dinD//argK//frlC//bioB//yggF//groL//ilvE//yeaV//yahB//fimI//phnK//mscS//pepD//xylF//chpB//nadB//treB//galP//yhhT//glvC//hemG//bolA//mdtF//yfbR//frwC//ybiS//yeeA//yieK//mdtP//clpX//pdxB//dacD//tehB//rhmR//frmR//fryB//rcsF//tilS//insF-1//preA//gltP//entH//rutA//yoaB//ralR//qorA//ppk//dps//ybcM//ypdC//gudX//yjhG//yadV//agaB//mgrB//yfeR//tpx//rlmN//hda//yobA//ydiP//blc//nemA//zapB//mrdB//aroL//dinD//rluA//psuT//yibH//ynaE//udp//tcyP//appA//tktB//ubiI//gatA//lpxP//ybhD//sgcC//fimD//yjhH//agaI//epmC//yjjB//yraH//bglJ//azoR//cca//yciH//galM//sbcD//mdtE//ghxQ//rpsS//chbC//fucO//yegD//trpR//mdtF//gloC//lrp//pdxY//uspG//rhmD//ydcZ//glnH//nrfF//viaA//tolQ//cysU//xapR//amiD//bcsQ//abgB//dctA//gcd//mltF//sixA//puuD//hypE//yajD//glpR//yaiW//entS//flgD//yiaL//setC//rhtA//atpH//phnG//tusA//livG//radD//yefM//purU//tolC//yfeO//xapR//hisM//kdpE//ydeI//clcB//fimG//sgcA//rhmD//dsbB//dacA//pinE//yiaB//hslJ//add//insA-2//sapF//clsA//hybC//folX//umpG//yiaJ//ubiE//flgH//hcaE//yfbR//rayT//gcvT//putP//malK//narG//rlmE//lpxD//rnc//rplC//xseA//hofO//fucO//yafN//eno//fetA//purB//rpsK//livF//dgcN//osmY//cmtA//allD//fadE//umuC//ytfE//glk//rpsM//yhdW//ygbM//zntR//wbbK//rpsR//ravA//yjhG//mdaB//waaY//yejB//cas1//ybiT//insI4//ydhC//lipA//thiH//dnaQ//infB//dnaN//fliZ//gatC//nadK//ynfF//yfdR//ttcA//flhE//yfdC//yafQ//cho//sdaB//proS//cysA//sad//sthA//rplK//moaD//ldrA//ansB//flhA//bioB//paaE//dnaC//lysS//ydeP//cmtB//sapC//ydjE//mdoG//sanA//dhaM//fliG//dadA//mcbR//speC//dgcN//phnL//rsmA//idnO//chbA//gpr//ybgP//ilvI//napA//csgE//yjbF//pgpC//yhiM//eptB//dnaJ//nirC//lptE//hslR//csgG//yegS//pliG//kdpC//insE-1//rluF//cspD//plsB//panF//yjtD//rlmL//rffT//uhpB//fecC//amyA//fucK//setC//yqiH//ybhI//gltL//rseB//ortT//nudG//paoC//gor//betI//ruvB//astC//amiC//sfmF//rplD//torR//nfuA//ccmH//panC//flgE//ynfK//glcF//acpS//gatB//recX//rpsS//flgG//atpB//ftp//ybhG//ibsB//nrdG//lptD//yifB//atoB//sfmA//ygeR//rfe//gltX//glgS//dbpA//uidA//yggW//rffT//slyD//mltG//caiT//
GO_0034644_7	srlE//cobU//
GO_0034645_5	frlC//ydjM//nhaA//cycA//nrfD//ygeV//degQ//clpA//bcp//yfiC//ydeI//sad//mnmE//argS//tauB//agaB//epmC//torZ//yeaK//yqcG//codA//rfbX//focB//rdgB//lepA//selD//pyrC//priA//idnD//yfcQ//lnt//yqaA//mdtI//yphB//lsrR//tusD//nrdD//hslJ//tyrA//appC//pspA//nagA//groS//rpsK//sapF//ydcP//hslJ//manA//nrdA//fabR//insA-1//flgG//pepA//pdxB//fadL//tusC//fadR//tas//ghoS//yefM//bioB//guaC//yggD//fabG//wecA//phnJ//ygaH//satP//kilR//dppA//acrR//atpC//yhjC//xseB//yciE//hipA//rna//mtfA//napA//ung//fklB//trkA//yahO//flhA//yohC//ubiG//cynT//ulaC//acrD//insA-1//sbmA//blr//frdB//yaaA//gspF//ychH//pbpG//ispG//glyA//torR//yahF//iraD//bolA//hypD//miaA//napB//ssb//glgB//ruvC//mliC//kbp//galT//yihT//hybO//paoC//cutC//tsaB//rhaD//eutB//cusC//hisI//aroH//cspG//trpD//carA//argK//iscA//otsB//yoeE//yahK//hslR//arnF//amtB//minC//araF//mutT//yhaV//livM//rpmF//tyrR//ynjD//hslU//ygeR//mntP//paaA//mmuM//gadA//hisQ//nrdG//yhfS//treB//hyfA//oxc//kup//sbcC//trmD//ssuB//intE//ortT//rpnC//yjhG//hcaE//gapA//ldtA//ydiR//sulA//glnA//paaE//dapD//bsmA//kilR//gcvT//trmA//bssS//ldcC//luxS//treB//mngA//potD//rhmD//mlaF//xylH//sucB//glnQ//ddlB//intF//yijE//mhpR//mhpR//gcvT//insI3//mcrA//speB//rplO//serC//gntP//kdgR//agaA//mrr//fabG//psuG//yibF//napB//mpaA//msbA//deoR//glnK//ydcI//yjcE//eutB//chbA//mdtE//tdcE//nlpA//purD//rsmD//rsmG//hybA//hicA//cheA//pntB//exuR//ydhK//uvrC//atpA//rpsL//oppC//argA//cecR//ssuB//rmf//yefM//ycfL//qorA//cyoC//fucI//bioB//trmO//ydfD//wrbA//fryB//ftsE//cobB//ariR//malE//torY//clsA//ybbN//crcB//crfC//hypB//phnM//ccmF//avtA//nlpI//ilvA//insA-1//chpS//gmd//epd//pmbA//acrA//hisG//entD//arnA//cusB//mscS//uspB//mdtF//rrrQ//dmsC//caiE//tas//yfgJ//prpB//yedP//cof//lysU//grpE//focB//ttdB//dhaR//potF//rpsK//topB//yidH//rutA//rfaD//tauC//dgoD//yicJ//yjaA//purT//uhpB//glgS//yieF//trpE//ynhG//yojI//frwC//bioB//dacA//rplN//ccmH//
GO_0034654_5	dppA//hda//agaI//thrS//fadE//ybfE//nrfG//yhbO//rseB//cvpA//yfcR//yebQ//smpB//cydA//serS//prkB//yehU//metF//dgcT//eutR//gmd//oppA//chbR//torI//dacC//sufA//ompL//purB//ptsN//yfbS//sgcC//hpf//tamB//yjhP//fhuB//hrsA//hns//yahO//sdaA//waaP//gadX//ybfE//mcbR//phoE//scpB//rssA//ssuA//codA//yijO//dxs//tynA//ilvE//ibsA//hprS//cspD//guaC//glnP//fnr//deaD//mhpB//surE//rraB//ydjE//cycA//sbp//uof//ypdI//evgA//hisB//nirC//ansA//yhbY//waaP//ugpC//lpxL//dkgB//nuoH//uhpT//pcm//decR//ynjD//abpB//nrdB//rpsI//waaC//ybiS//narZ//gcvA//accD//alsA//hyfF//ymgC//ydcR//prlF//uxuB//rhaM//ulaA//ybgQ//flhE//cirA//ygjK//hflK//wcaB//ssuB//prfC//frc//arnE//ulaA//nemR//ssuC//wecA//msrQ//acnA//lysR//ynhF//bcsQ//eutB//yfeO//yggT//yaiP//yihP//gpr//yggP//erfK//fliD//xylB//sgrT//plsX//rplP//frdA//trmJ//prpR//yehD//dmlA//mukB//hflD//ftsY//lysR//phnJ//rlmJ//zupT//umuC//ybdZ//ulaC//gstA//mnmE//rcsA//dapB//fryC//deoR//serS//secM//livF//ampE//nanA//yphD//infB//csgD//nuoG//guaC//edd//infC//frdC//aroL//dcd//ytfR//glnK//yahB//lplT//yddA//uidC//iaaA//topA//ygbI//ygiB//amiA//tesB//gcvT//ydcM//bamC//metR//murA//ydaV//lpxC//prmA//pliG//ais//gabP//clpX//gyrA//cadB//mrcA//cysU//ghxQ//sucC//ydeO//sfmD//murF//arcC//fecA//sodA//accB//holB//era//paaJ//argF//frdD//ubiB//exuT//ynfL//ydfG//ulaA//dgt//ppc//yiaF//exuT//gcvP//shiA//hisD//yiaO//nrdR//yehX//xylA//nadA//yafC//wcaC//yjbF//thiQ//smpB//tilS//tesB//rtcB//hxpA//csdE//ybaL//ycfH//lacY//kch//yjjB//amiB//ydhQ//sufD//lgoD//sugE//cas1//dhaL//lasT//hisG//tauB//melA//feoB//nagZ//sohB//yiaT//rbsA//sapD//greB//gmd//mhpR//
GO_0034655_5	ygcR//ybgI//mlc//proC//xylF//fre//clsC//ccmD//yggX//agaV//atpH//ydjL//ompC//fliG//murE//yjiQ//ubiA//ybiJ//sgcR//ccmC//atoS//yhdJ//yhfS//dcyD//zntR//mqsR//rpmB//fixA//dinJ//wzb//degQ//secF//ycaO//rnhA//gntR//srlE//hypA//rbfA//yjbE//ygiW//malI//sxy//murD//slyA//purD//pyrD//speE//uxaC//uidA//ribB//gadX//nagE//rpsL//nsrR//citG//yidH//hisQ//pmbA//speA//yggF//pagP//nfi//aaeB//murI//yqjA//entB//proP//mngA//wrbA//waaC//zinT//yojI//umpH//
GO_0034656_5	rhtA//gsiC//hslV//dhaK//nusA//ravA//cytR//kdpF//yfcU//csiD//waaP//queD//ridA//
