#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	feoB//hybA//dtpC//ubiB//
GO_0019755_6	pyrD//
GO_0019805_6	ygeX//
GO_0019835_3	ygfX//fadM//sgbU//secA//rnd//ogt//
GO_0019852_5	fetA//basS//araH//fadJ//ompF//
GO_0019854_6	yadI//npr//
GO_0019856_7	clsB//yiaF//ycdX//phoU//rluD//prmC//srmB//yeaK//
GO_0019858_7	eno//rcdA//
GO_0019859_7	maa//atpE//
GO_0019860_5	hybD//insH-6//mcrB//tcyP//ldrB//yjfF//der//galK//mscS//argO//clsC//
GO_0019877_6	rlmM//gltK//yadC//
GO_0019878_9	dppD//proQ//
GO_0019932_5	cdd//coaA//
GO_0019935_6	lsrC//degS//
GO_0019985_8	alaE//argK//mprA//
GO_0019988_7	rseB//
GO_0022402_3	iraD//umuC//rlmM//hcaT//serA//glsA2//artI//treB//nikD//glnE//coaE//focB//clpA//ghxQ//yhdZ//speA//aspC//efeO//paaB//prc//dtpC//dcuB//eutK//mppA//fliZ//cmoA//eptC//der//ygjK//uvrC//sanA//arcB//ghrB//aaeB//
GO_0022411_4	glgX//hcaC//yeiE//ugpC//ycbX//yaaY//rlmH//ugpB//glxK//
GO_0022417_4	fliA//fimG//
GO_0022603_5	dgoK//psuT//gfcE//rraA//ycfL//rplQ//pinE//dacC//higB//preT//dnaC//speC//orn//argH//hemH//yafQ//
GO_0022604_6	tusD//bcsA//dctA//malZ//lysR//nikE//yhhT//infB//narG//eptC//yhjC//pdxY//hemB//fdhF//phnI//ibaG//
GO_0022607_4	sdhA//yobA//fetB//tsr//mqsA//rfbB//yfgJ//ybiX//fepD//yeeJ//rpsN//phr//lapB//xanP//ompG//rluA//yafE//kdpC//aceB//yqjA//yccS//cydC//yceD//chbA//rfaD//cysD//ldtA//yihP//pgpB//waaZ//wzc//yaaY//rfbX//ubiC//pntB//dppF//yddL//otsA//yggW//folA//ibaG//alkB//rsmF//cytR//yfcG//cysH//emrY//flgF//fixB//hslV//frr//narY//hisP//chaC//cmoM//ydiV//ytfR//rtcR//nrdB//pgpC//lpd//hda//yadV//perR//copA//suhB//kdpC//fliS//maoP//nuoB//smrA//gatA//pflC//cyoE//fdnG//rpiR//yjjQ//glnH//narV//ldrD//yjcO//ycbX//narL//mqsR//pdxY//leuB//ybiS//araE//yjcO//ybbY//yibH//guaA//hdfR//zinT//oppF//yidE//glpD//tnaA//icd//ydjE//ftsE//insK//asnA//mtlD//hemG//exoX//yihP//yajO//hipB//lnt//cirA//lgoR//ppk//yqcC//yjfP//dppC//dhaK//ffh//yegS//dnaK//mrdA//ppx//malI//aroK//hybB//tktA//cusA//kefC//flgC//paaE//aroH//frc//bioD1//crcB//rayT//apt//lplA//hxpB//raiA//metB//caiB//dld//hprS//glnE//lon//sgbH//fhlA//thiM//wcaJ//
GO_0022611_3	waaJ//zapC//tdcA//elfC//yjgX//yfcA//
GO_0022613_4	yfeR//gldA//rpsH//tynA//gltB//yhfK//mrcB//priA//pgaC//
GO_0022616_6	mmuM//atoS//ybiY//
GO_0022618_6	exbD//ycgR//hxpA//pykA//holE//ftsQ//ybdG//ygeW//flhE//rapA//ansA//mdtK//metB//ravA//bioD2//mfd//nagE//mltB//ascF//phnC//dgoK//proC//ffh//uxuB//
GO_0022898_5	maa//relB//ribB//mltA//
GO_0022900_4	hyaA//metK//rpsS//ispF//lpxH//trpA//ravA//coaE//lacI//citX//proV//cynX//ybaM//atpB//yeaD//agaI//cheY//cbeA//thiI//erpA//hdeB//lgoR//wza//mioC//
GO_0022904_5	hexR//hybC//yodD//dinB//treB//potG//ybhG//slyA//yedX//malG//rlmB//napF//flgC//frdB//fliD//dps//murF//smpB//hchA//mreC//xseB//
GO_0023014_4	yabI//ypdF//frmB//mntR//rcnA//msrA//ghrB//yaiV//puuD//rpsA//srlB//osmY//fixC//dicC//ybgI//fimE//mnmA//ampH//ycgV//cysD//ilvE//flgE//atoB//rplE//kdpE//yfaU//ybdZ//mdaB//sdaC//pyrC//fepD//ivbL//ftsP//
GO_0023051_4	elfG//
GO_0023057_5	glcE//
GO_0030001_7	srkA//pyrD//amiD//hdfR//infC//trxC//dsbD//bcp//mntR//mltD//elfA//clsB//clpP//tdh//cydA//idnO//setB//gpmA//pphB//zntR//yidD//rhsD//ftsI//mnmG//nagA//allS//rhtC//yqjI//nrfG//yjhH//caiE//tpiA//yphF//rlpA//sdiA//csgB//sutR//tusA//sdhC//narY//ebgA//hfq//rlmA//tehB//phoP//phoP//cpxA//ybhI//gltK//lpxK//waaQ//tamB//fdx//cecR//idnT//leuC//ytfT//dgkA//lsrD//yicJ//ygjH//lspA//
GO_0030002_6	feoB//
GO_0030003_6	nuoF//yiaU//ydhC//nei//ytfT//ycgR//tmk//ynfK//yjjX//nrdG//rplR//torR//feoC//aroE//aroG//sgcX//corA//ykgF//glnS//rpoA//pyrL//yfgO//yggN//ybhG//yehT//rsmI//wrbA//ratA//dhaK//
GO_0030004_7	rclB//rspB//cusS//citG//alaS//artI//yieL//ridA//clsA//dsbG//mazF//
GO_0030007_8	proX//
GO_0030026_9	yehY//
GO_0030030_4	chbA//kch//ykfI//cvpA//napD//dgoK//dtpA//caiT//lysU//uraA//hisP//mmuP//flgF//chbG//ygaH//glvB//glnL//fadI//rplD//mrp//yqeF//relE//ppx//ispU//fdhD//ymfA//argE//blc//dinI//
GO_0030031_5	dtpC//arnD//mlaC//insB-4//yqhD//pstB//nlpE//nirC//recC//nimR//crp//sufE//putP//ybbN//nlpE//cpxR//caiD//zapB//rraA//mqsR//ligB//
GO_0030091_6	nrfG//sppA//gltL//rho//yggP//ygaH//iraM//fis//mdtF//trmA//
GO_0030104_6	ynbD//cheB//mlaE//sseA//
GO_0030153_5	ydcI//yhbQ//
GO_0030155_4	glpR//hinT//
GO_0030162_7	zapD//udp//yhcD//mdtN//chpS//mscK//hipA//
GO_0030163_5	ybeF//gcvR//feoA//hypB//
GO_0030174_9	ybeF//yoeB//mtfA//intE//cspC//
GO_0030203_6	mtn//yihL//yoeB//slt//glnP//ymgC//mqsR//rpmJ//yfgJ//menH//bdcR//eutD//yejF//malK//fliS//garK//ydcR//mngR//dgoA//ybeQ//ftsK//mnmA//ybjL//yjiQ//pyrD//arsC//nrfG//ushA//fumA//srlB//gadA//tsaD//betT//idnO//yiaJ//paaJ//ulaA//artM//leuC//sutR//nudC//ybhJ//murB//puuP//gltD//ompT//ldhA//gltP//lysP//pmbA//rutE//menE//bssS//moeA//narK//yhfS//cdd//arcC//hyfC//folP//waaU//yfjR//ppiD//
GO_0030243_8	udk//tatE//elyC//
GO_0030244_9	yidL//tmcA//mcrA//
GO_0030258_5	coaD//ydiB//rpsS//folA//bioD1//rplN//umpH//moaA//gatA//recA//aaeR//pdhR//oxyR//hemB//ybaQ//glpC//uvrA//menE//pgm//recC//allD//ilvA//malZ//hyfF//
GO_0030260_7	yceO//oxc//ivy//yeeL//ymfA//ubiF//yihI//yrfG//
GO_0030261_8	ydiK//
GO_0030307_6	ridA//
GO_0030308_6	ydhQ//degQ//ybiV//gntP//glpR//
GO_0030320_7	mntH//
GO_0030388_5	treR//tauA//mutM//
GO_0030389_6	udp//
GO_0030392_7	uspB//
GO_0030393_5	yjjW//
GO_0030488_6	rpsT//rpsS//potI//pinR//xylB//yoaB//rapA//yqhD//waaJ//paaE//atoC//hypA//ttdR//hcaC//osmE//yadK//
GO_0030490_10	hisH//serA//ftsQ//rhaS//ybiS//
GO_0030497_7	psuG//paaE//
GO_0030522_4	lpxP//
GO_0030541_4	yieK//malX//
GO_0030573_6	hisI//
GO_0030632_8	emrY//eutB//ddpX//dhaL//
GO_0030641_8	dgoK//eutR//xylE//ygjK//xapB//smrA//nrfA//etk//sfmA//ttdT//
GO_0030643_8	rpoH//
GO_0030808_7	cysA//
GO_0030809_8	aroF//
GO_0030920_9	secG//
GO_0030961_9	rcsD//
GO_0030978_7	htrE//yraI//yaaY//
GO_0030980_7	lsrG//phnJ//ynbC//
GO_0031106_7	thiM//
GO_0031118_8	kefG//mcbR//yjaZ//tsf//nimR//birA//nei//
GO_0031119_8	flgE//flgD//araF//tauA//glpR//yddG//
GO_0031123_8	rfaQ//trpC//opgG//yebZ//mltC//
GO_0031124_9	frc//aaeA//
GO_0031125_10	yidR//
GO_0031162_5	parE//ybdG//
GO_0031163_5	amiB//mgtL//yeaE//alsA//ygbI//thiC//rpoS//yhaJ//cynT//yfcR//glnH//bglJ//yhjC//nrdI//gpr//cysU//deoB//mnmE//
GO_0031167_6	citG//msbA//lpxH//ahpC//cysZ//betT//aes//yoaB//yhbQ//yadG//fabR//fetA//fis//ybhS//mreD//rpsT//eutN//tsaE//rplM//csgD//cheZ//cdsA//lpoA//yahF//
GO_0031279_5	rna//
GO_0031280_6	comR//
GO_0031297_7	afuC//trpB//
GO_0031323_5	pdeH//flgD//rhmR//yaaJ//ycbU//rplN//uidR//manY//pykF//nrdH//lldP//hcaE//ycjQ//emrK//ydaC//panE//rimI//crp//rayT//deoD//yeeA//abgT//rcsA//nupX//gatZ//glyA//cadA//mltA//cmtA//yfaE//opgB//gppA//yfgO//waaF//flhD//panE//prlF//tsr//fsr//tnaC//grpE//agaI//allD//glsB//purF//feaR//rcnA//pyrE//yghW//rbsC//cecR//pdeH//nrfF//ybfE//degQ//garK//fucP//ubiC//trmB//torI//pgl//hpf//dnaQ//yhjV//yjhG//glnK//pspC//mug//mliC//mcbA//murE//uxaA//dnaJ//osmE//yifB//yagJ//eamB//hisA//tadA//ydhK//yehP//fhuC//fabR//gadX//nei//nikE//wza//tabA//rpsB//ligA//edd//nanA//yhaC//plsX//ybcC//cbl//waaZ//srmB//fur//katE//mglC//thrL//fes//glcA//ispF//ilvE//rhmD//yhjA//ybdR//ygbN//betI//hcaB//mtr//recO//rutD//fdnI//waaL//gcvR//potE//rfbB//rbn//xylB//yfcS//flgB//glmM//idnD//ybhD//tdcD//iscX//murJ//epmA//malG//rfaB//nikD//pitB//ihfA//yhdZ//dicB//roxA//mdoD//recX//sfmD//rplS//erpA//mraY//hemH//carA//lptD//mepA//ulaG//rpsA//ymfK//mrcA//ydaC//hyfF//gltD//yieF//ubiG//zipA//pdeK//mscM//adiC//alaE//truD//degQ//yfeD//nupX//lexA//spoT//paaG//aslB//scpC//pyrG//yccS//uidC//ydeT//gstA//dtpA//deaD//paaF//ftsL//pdxY//cho//surA//rsmE//mdtE//yidK//nfsB//tsr//betT//rpiA//rlmJ//ftsX//csrA//trpGD//bioH//guaD//oppD//potE//ubiX//deaD//cmtB//ihfA//yjbB//phnN//ilvN//moaA//cusF//ibsC//ybdN//mhpR//higB//atpB//pheS//ftsN//rdgC//thrA//phoE//sdhA//glcF//ytfE//kgtP//holD//bhsA//ydiP//livH//sodB//dpiA//pgaA//ybhF//phnN//hyaB//rpmJ//btuB//cmoA//pepB//agaA//luxS//caiB//puuA//yfeD//nlpA//yehY//folD//paaE//glmM//def//sfmF//abpB//appB//yfjV//galE//sodA//yihL//yegD//yahB//dnaT//ytfT//ydiO//dnaE//yagI//rutF//ruvA//leuC//ygfI//hupA//adiA//rlmI//minE//hofN//plsB//fimB//proV//sulA//groS//folD//mntS//galR//pnp//sapC//plsC//rplC//fumC//fnr//pabC//dgoA//sucC//arcB//menB//kdpC//ydiR//avtA//yahB//alsE//ftsW//asnS//dsbB//rrrD//murD//araG//gltS//tmk//fbaA//pflC//lasT//kilR//livG//pstS//dgoD//ugpA//paaA//yajO//ssuE//tatE//xthA//fixB//selU//zapD//dnaJ//yadG//pal//xylA//ydjK//trmB//ompW//borD//lolC//rdgC//selU//ribC//modC//pdeD//ybgQ//idnO//yjhB//abgT//ybjI//ygiS//cydA//yqeG//yedX//artI//rhtA//yahN//arcA//
GO_0031324_6	waaA//frc//lolB//rcsB//ompL//cydC//casC//galT//yadN//csrA//mnaT//pppA//alkA//asnC//gsiD//malG//mglA//argD//hchA//metL//mltC//ibsD//aroE//uspF//yfiF//truC//rhmR//wcaB//ynhF//pck//garK//rpmE//dxr//ymfA//pdxA//rnhB//nagZ//lysC//rraB//agaI//ruvA//hslV//plsB//glgX//menE//rffC//phnI//sodA//lgoD//syd//djlC//csgD//yhbY//pyrB//agp//stpA//tisB//ygfX//oxc//yijE//yfeO//folA//moaE//nuoM//tdcR//ugd//yeaD//sxy//accA//ybbN//zapA//sapC//ytfE//ypdI//yidQ//ldtA//cas2//fadB//acpT//cspB//rzoD//cutA//dmsC//yneL//argF//topA//mcbA//hyaC//bglX//hypC//fdoI//holE//yddA//pstS//sgcX//potE//eco//narL//htpX//hfq//opgE//yfgO//casE//ybcF//hisQ//fimH//rraA//ispB//yijO//pgpB//pdeD//menH//yhaV//psuG//oppC//yieF//hycB//nmpC//rbsR//pepN//cyoA//thyA//glnE//epmC//dinG//pyrC//rlmM//cusS//yqhD//agaA//ptsN//
GO_0031325_6	cadB//degS//yacG//hcaB//pstC//yafC//ushA//mog//cecR//yedP//truB//yihO//fabR//trmI//cheY//yohC//yqcC//ydiF//srlA//pgpC//fliD//yraN//arnT//cysH//cysK//rimJ//ruvB//fimF//yjiM//gsiA//yihP//rpsP//kilR//ybfA//dicB//thrB//npr//moaC//glyA//rzpR//dosP//sfmA//dnaC//hemC//rbsK//yfdS//feoC//gutQ//recE//tap//ftsH//yqaB//cadC//ydaV//rpmA//hisS//fadJ//osmC//torC//rimI//hinT//ycjR//ydcM//pdeR//ypjD//wzzB//hslR//nrdD//yggN//cynT//gluQ//pabC//hcp//mhpB//rhaT//yeaV//ybcM//rhtC//ptrA//arsR//fliT//hsdM//rbfA//rmf//yiaM//nudB//purU//ybjI//asnA//htrE//yhjD//
GO_0031326_6	mdlA//tktA//yhdW//yagG//dgt//ykfM//rcdA//mepM//malY//thrC//cysG//yidP//mreB//secM//xylH//opgC//mepH//yihW//yheT//pgsA//yhgF//bcp//lysR//lolC//lptE//mdtF//ynhG//rpsD//aspS//ruvB//tdcB//agaR//frmR//elfC//yjjG//dapB//yqjA//xseB//thiE//nrfA//sgrR//deoC//nuoN//gltS//phnL//eno//adiA//uvrA//yibA//entF//cueO//actP//ubiI//mgtL//ispH//artM//tufB//aas//ypdA//arsB//thiL//hisA//nupC//aroD//yggT//argE//nfsB//yigL//yaaA//ygjK//tktB//ebgR//fes//argC//pagP//gapA//yeaG//folC//tpx//clsB//arfA//rihA//xanQ//ispU//caiE//paaX//tusB//rclC//mdtF//pyrL//ung//sufD//rraB//idnO//nanA//evgS//glgP//hisP//fadM//fimB//creC//tyrB//chiP//cspB//ubiD//cysQ//metQ//proW//rsgA//ybhI//dppB//pyrE//yghG//atpA//wzc//glpK//cbl//ribD//rplJ//dnaJ//yeeY//tdcE//yjgX//yihX//msrC//rutE//gstA//degP//proX//dgcZ//bfr//bcsA//insE-1//ydeP//rfaB//ygbL//ompR//yiaA//mtgA//dhaR//yjiY//wzc//sad//rcsD//plaP//rfaC//osmE//lptF//mcrA//bdcA//ygiW//ycjU//acrA//ymgA//cmoB//clcB//sdaA//yneE//sspA//dam//uidA//cmoB//tolB//fabZ//fdx//aroG//ybgP//ribB//abgA//mug//ymgC//yjbF//vsr//yddL//eutD//entD//yhaO//nuoE//ubiC//ruvB//hprR//rbsK//phoP//chaA//rplR//nrfE//gltD//arsB//cysG//ampG//hybE//hupB//cysD//yraI//cysN//hyaB//fabG//yidC//slyA//garR//flhC//pheM//gloB//lon//leuD//slyA//yggX//yfdC//emrE//entB//phnJ//frwD//rcsA//hipA//plsB//mngB//ydjH//epmB//cspC//ygjR//cyoC//accB//endA//bioD//recQ//clpA//ftsH//napA//gsiC//paaF//moeB//potI//yahO//malX//glnS//wcaB//folA//frsA//fadE//yhbS//pfkB//oxc//yfiF//hyaB//hemA//mdlA//menD//yjiQ//ygcR//csrA//hipA//moeA//glpT//ptrA//argH//yihT//basS//cyoC//sucC//yhjV//pdhR//sgbH//rpsE//nagA//csrD//srlA//galR//pgi//ugpA//hcaD//ychO//caiT//ung//ftnB//glgS//hybE//cysQ//amtB//ascB//puuE//gabP//pheM//cobT//mtlA//treF//mrdA//glsA2//yhdH//potH//prpC//gppA//rpnD//csgD//trxC//rpsO//tolC//lgt//fepC//hyfC//bioA//dapF//yhcD//yafO//rimJ//tnaA//gsiC//livG//dpiB//ydhK//ydjM//xylB//dgcN//cheB//
GO_0031327_7	yihU//cusS//moaB//ynfF//yiaM//nuoN//frvA//fdoH//djlC//iraM//ung//nikD//moeA//chaC//mdtC//wcaJ//sbcB//rluC//cusS//ttdR//ftsE//ddlA//yjbE//insA-1//secF//rihB//cas3//ndh//bhsA//dinI//lptF//yegT//ydjJ//cytR//rlmB//dapD//nuoF//ddpA//tatB//lsrB//dmlR//ydaN//nusG//dinB//rcsB//htrE//pspG//speD//hslJ//mglB//lacY//ampD//fepA//yhjG//ugpC//moeB//holA//hofQ//rcsF//yajR//ygcO//nrdD//tatE//dps//lsrC//priB//rssA//fkpB//pgaD//glgP//napF//folP//curA//yohD//lspA//cyoC//ulaR//ssb//thiD//ybiH//nmpC//fimA//argH//artM//hisG//tcyJ//cyaA//ycjU//yehC//proB//setA//wecA//def//aroB//frwD//insA-2//chbA//cbrA//cbpM//modA//rplI//yeaV//ynhF//entH//yfcP//sixA//tolR//rsgA//argC//ybhG//prfA//intF//sbp//modB//coaA//norW//holE//cedA//clcA//hyfR//acrE//
GO_0031328_7	hisP//uxaB//rhaM//iraP//recA//rcsF//hlyE//lptE//der//hcaF//livK//zraR//tsr//ndk//glmS//trmA//map//ybjL//thrL//fecA//fryC//fiu//cbpM//fre//fsr//alkA//ydeO//xylF//casD//otsA//cheY//yajR//pta//menH//bsmA//gspI//ahpC//kefF//blc//mnmG//lolA//ybgP//trpS//hcaD//folE//rutA//gspE//ybiI//yafE//aroH//entB//ccmH//potE//cysC//yfhM//fimE//hokE//preT//arcC//rbsB//nirD//yeaE//amyA//lpoB//aroF//scpB//rhoL//slmA//rbfA//apt//rcsA//ygcO//flgA//cyoE//mtlD//ccmA//acrR//panC//yfeR//yahK//dacC//
GO_0031329_6	fimC//solA//lplA//hdfR//trg//dgkA//trxC//narW//prlC//
GO_0031330_7	arnD//
GO_0031331_7	agaD//serA//
GO_0031333_6	fabI//selU//envC//rlmI//wecC//ygjH//rclR//mhpB//mgrB//ogt//
GO_0031334_6	fimI//rpoA//matP//nemR//lplA//atoB//rplY//dcm//hpt//sixA//yciT//
GO_0031341_4	topAI//
GO_0031342_5	rlmB//
GO_0031344_6	yggW//ssb//arsC//fabZ//leuD//
GO_0031345_7	hemE//chpS//
GO_0031346_7	potD//tusD//kbaY//
GO_0031365_7	garD//mtr//dps//dxs//tus//tdcE//hypE//
GO_0031399_7	mlaD//ynhF//ileS//
GO_0031400_8	leuA//
GO_0031401_8	yihV//prpD//
GO_0031437_8	nrfA//
GO_0031439_9	coaD//
GO_0031455_5	ddpX//ycjQ//
GO_0031456_6	apt//sbmA//
GO_0031460_7	nlpE//ygiS//gntK//glmM//pabB//rcdA//appC//rcnR//ydjJ//acrZ//rfaE//uup//
GO_0031506_7	araG//
GO_0031554_7	ompN//narX//rlmM//hslU//dgcM//galS//ypdC//rclR//slmA//rtcR//hofO//mdtK//ugpC//cysG//nemA//kgtP//pgaD//yggF//rplX//thiI//
GO_0031555_8	trmB//pphA//torY//yieH//yidD//yhjX//
GO_0031556_9	cmk//glcA//
GO_0031564_8	phnN//arcA//envY//lacI//ynjD//gntP//rplT//ybiI//ampG//sdaC//oppC//yeaK//fucA//
GO_0031589_4	mobA//metN//zapD//torY//ddpA//rffM//lsrA//xylB//mepS//mltB//ypdC//rpnA//srlD//yqhC//glcC//
GO_0031638_7	motA//
GO_0031640_3	ygeX//bipA//cyoE//setB//lolA//
GO_0031647_4	trpA//dsdX//manX//phoR//ascF//ubiC//murG//
GO_0031648_5	glrK//
GO_0031667_5	nfuA//rfbX//yihQ//yraH//yccS//gntR//der//rpmB//relE//agaD//tdcC//yieL//uspF//fliA//gltK//rfaE//mreC//ansB//rhoL//gstB//phnI//higA//secB//hcaD//modC//lpxL//rapA//recE//ydjM//yjhB//yjbG//rsmE//paaK//hrsA//yadI//yggD//fbaA//der//glnK//psuG//nrdD//
GO_0031668_4	coaE//flgG//chpB//yjhH//pcnB//yjhP//tdh//cysW//psuT//soxS//argR//speB//paaB//puuC//birA//opgD//mreD//yeiG//deaD//rlmE//oppF//cysS//elbB//iraD//lgt//hslO//dnaG//pbpG//glcD//melB//ydeM//yidA//yidZ//ybaK//fimF//ydaC//wzc//yfiR//allC//ftsE//glnE//fdoG//frwD//pepT//osmC//carA//ahr//agaI//setB//phnP//patZ//tdh//hycA//
GO_0031669_5	pitA//rsmC//mltC//rssB//gapA//aroH//yobA//sgcB//rplL//rng//holC//ypdF//yjcS//psuT//hycA//metF//yhgF//gsiD//envZ//mdtF//ilvC//yjjQ//rlmJ//argB//fecB//elaD//fetB//hybO//rhaA//kdsC//dsbG//
GO_0031670_5	bisC//lrp//fhuC//
GO_0032025_6	rplS//argC//
GO_0032026_6	yhcH//tusE//aspA//
GO_0032048_8	lsrA//umuD//yfcU//
GO_0032049_8	yjfP//thiD//recX//
GO_0032055_6	ftnA//
GO_0032069_6	uspE//frlA//prlC//uvrY//fliK//
GO_0032074_7	btuC//ompW//bioH//yiaM//trpS//
GO_0032091_6	recN//
GO_0032147_9	ftsH//
GO_0032150_8	ybiH//
GO_0032185_6	yjjI//
GO_0032194_8	rfaF//
GO_0032196_3	ftsZ//yodD//fdx//ybcF//yihS//zitB//hyfA//trmL//rnd//emrE//yedL//yfcV//leuC//
GO_0032238_6	osmC//
GO_0032259_3	dgcQ//csiR//ydcZ//mrcA//yeeO//csgG//insI4//xylH//yadM//iscR//guaD//macB//ycjR//ydcO//hyi//yhhT//grpE//lolA//ygfA//gstA//gadC//yejA//gspI//hybC//yiaT//udp//dsbG//hycI//rnpA//higA//recQ//uxuR//ytfT//eutA//ompN//recX//yegD//kup//pnp//purC//setB//garD//cheA//ybdG//bamE//acrD//rplW//bsmA//glrR//queA//galR//lpoB//fimD//fadR//frmR//aroP//yhhY//
GO_0032261_6	sapF//tolC//narZ//
GO_0032262_6	chaA//
GO_0032263_7	panF//gadW//
GO_0032264_7	yjiX//waaJ//
GO_0032265_7	ilvD//
GO_0032268_6	znuC//rfbB//csgD//glgX//abgB//frwB//yiaF//mngB//coaD//pgrR//ydiR//ruvC//yjjV//yfeX//tehB//queF//fimZ//waaQ//nusG//ftsP//phnH//glpD//hldE//dhaL//xylR//pyrD//yddG//yebZ//puuC//ybdO//qorA//ilvD//bamC//clsC//nrdE//tatD//uhpT//xdhB//dcm//yjaZ//rpsH//pliG//dacA//fliK//ttdR//yihR//
GO_0032269_7	rpnC//nfi//yqjA//rimP//ubiF//nlpE//purF//yobF//frmB//gmhB//yneJ//pinQ//yqjI//rplM//agaB//btuF//ynfK//ydjL//eutD//pgrR//lysR//hflX//rfe//cusR//ypdI//murP//ulaA//clpS//
GO_0032270_7	rlmB//adhE//gspJ//cas2//fucK//yqcG//rhtC//uxuR//asr//ilvC//
GO_0032271_6	ynbB//yneE//
GO_0032272_7	pbpG//nepI//
GO_0032297_10	nupC//luxS//dctR//
GO_0032298_10	bglA//rffM//
GO_0032324_6	yqjI//ymgF//yhdW//
GO_0032328_7	hemE//ettA//
GO_0032329_7	cysB//rihA//hscC//lsrB//
GO_0032359_7	ygeX//yafQ//gspF//
GO_0032386_6	tdcE//leuD//
GO_0032392_7	hscA//nadE//yjcE//sgcX//yhcD//mak//ycfL//xapB//mdtM//yhaJ//rspB//gntR//sapB//
GO_0032409_4	ycfH//ldrB//bipA//trmH//
GO_0032410_5	topA//
GO_0032411_5	rraA//hdeD//
GO_0032412_6	gpp//pepT//phnM//yeiG//
GO_0032413_6	rfaF//
GO_0032414_6	cadB//exuR//
GO_0032445_10	ptsG//yifB//pbpC//rpsK//rfaQ//
GO_0032459_6	sucC//
GO_0032462_7	mdoG//
GO_0032465_6	pdeR//mngR//rlmN//yfiE//treA//
GO_0032466_7	tsaC//nei//
GO_0032467_7	clsC//
GO_0032506_4	cheZ//speE//ydeP//suhB//lsrC//argT//ybhR//recJ//hofP//hdeD//rppH//
GO_0032508_8	artJ//yehT//fepA//lgoD//nadA//tmk//kup//purB//phnC//ypdA//uvrB//glsA1//atpC//
GO_0032535_4	gatZ//galR//ycaN//ycfL//xapB//
GO_0032774_6	fdhF//ykgO//qorA//evgS//cpdA//speC//yahO//mcbA//flgB//paaF//ydiZ//zraS//yoaB//yciG//ychH//iscU//proV//narX//nrdA//pgpB//ftsI//tyrR//adeQ//yjhC//yahF//gltK//ftsP//abpB//hsdR//rfaE//mdtN//recF//ilvI//ccmC//ulaR//insB-4//pgaD//fimG//yadG//yadK//accA//allR//amtB//lptA//sutR//mdtI//fixA//rutE//ycjR//cyoA//osmF//pyrB//ydhC//hemA//mepS//argA//lolE//amiB//mreB//agaI//acpP//cmoM//yhjD//ccmF//ydeE//fecB//rluF//preA//wzzB//epmB//tgt//pyrC//nagC//dmsC//napC//frwD//ortT//secF//waaF//sbp//serA//mak//bglF//yaaJ//mdfA//orn//lolD//araH//bamB//dppA//yjbF//ymgC//nirD//rplI//yegT//hslJ//ulaA//garK//dnaE//prpC//udp//yobA//rzoR//selB//gsiB//rhaS//ybgQ//tig//rpsD//fucP//holD//glyS//agaC//luxS//pheM//trpGD//lon//dicB//agp//ppiA//truC//sodB//nadA//ybjX//rlmM//acpP//atpD//clpB//accA//
GO_0032775_6	gatA//rpsI//hns//
GO_0032776_6	phnN//
GO_0032780_7	epmA//ftsK//
GO_0032781_7	yhdW//umpG//metB//
GO_0032784_8	hprS//yigL//
GO_0032787_7	nrdI//wrbA//hisP//treB//radA//uidR//gppA//dgcM//gyrA//gcd//ybgQ//panD//fepA//epmC//rfaD//truA//alaA//hemA//groS//rbsD//hycH//fabI//yedP//yejA//dhaK//yjcS//cedA//sdhB//lacZ//srmB//hemE//gnsB//rlpA//ynhF//agaI//rpsD//yohD//csgD//nadE//torI//sbcC//deoB//yhjD//pck//aroP//yjcO//tauA//hybF//tbpA//rzpD//cdsA//corA//fliZ//fklB//nirD//pepA//rpnC//glnA//rfaF//envC//btuF//ttdB//yibA//mepS//uvrC//dsdA//acrB//pgl//ltaE//shiA//surA//yhaO//yjjB//hokB//yggP//ybcJ//alsC//bglB//fabD//xylA//ppsR//rpnC//recD//galK//fepC//yidD//fruA//aroE//hypA//accD//insE-1//arnE//ygjR//insA-2//cspI//plaP//glxR//ndk//yeiG//metH//rlmH//katG//yqgF//solA//diaA//rsmJ//nlpD//yidD//pntA//bioH//frlR//hcaT//relA//dsdC//menD//yjbE//rhmR//lysA//ydeI//potD//ykgM//lptE//yjcO//elyC//rpsT//dauA//minC//rhmR//dsbA//coaD//rapZ//yoaA//yidE//cbpM//araE//treR//rplY//uvrB//yjhB//ydaN//secA//rlmB//rho//cpsB//mpaA//ihfB//zwf//rlmD//aceB//yjiQ//rarD//gshA//fucP//recF//prfC//rpsS//hpt//yqgF//tusB//pphB//gadX//fadB//yihW//folX//yjjX//uxuB//yciT//mdtO//livM//rpoE//ydfD//appA//hscB//crl//potI//nuoH//hflK//tcyL//hrpA//yjiM//sbmA//accA//fliL//kbaY//cdsA//hisG//cbpM//ygaV//lpxB//ulaE//rpnB//dtpA//insE-1//eno//eamA//nrfB//ydjM//agaC//ypdB//rep//yebK//rmuC//trkH//
GO_0032790_6	gcd//ybeY//
