#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	hxpA//rzpR//cysS//recR//
GO_0019755_6	mglB//
GO_0019805_6	yfcR//
GO_0019835_3	mcrB//rne//lptG//bcr//yhfS//fetA//
GO_0019852_5	rbn//setA//yfgO//lgoT//ilvB//
GO_0019854_6	paaZ//insH-5//
GO_0019856_7	zntA//codB//mltG//hemG//rfbX//narJ//rpsD//hypA//
GO_0019858_7	coaE//oppC//
GO_0019859_7	nlpE//soxR//
GO_0019860_5	rpsT//oxc//cutA//dinB//atpF//nadA//ybiS//ydcT//yebG//yihL//sgbH//
GO_0019877_6	ydiF//melR//dinJ//
GO_0019878_9	ubiI//cheB//
GO_0019932_5	eptA//gstA//
GO_0019935_6	glnK//yoaB//
GO_0019985_8	ybiW//mtlA//narK//
GO_0019988_7	cysI//
GO_0022402_3	frvB//holC//sodB//nikA//fucP//basS//sdhC//hycA//yfeW//rfaQ//ubiD//ygbN//mug//mdtN//pepT//ykfI//gatB//fliK//wcaC//atoB//mfd//recA//hycI//rffC//gyrA//secG//rutD//thiD//grxD//alsK//moeB//nagC//dcuD//frwB//
GO_0022411_4	hemL//nadB//rng//mdlB//zraS//dacD//ogt//frwC//yfiE//
GO_0022417_4	frdC//fdhD//
GO_0022603_5	rclR//torY//ppk//srkA//ybdN//dnaJ//rpnD//thiL//ackA//phnO//mepA//potC//bisC//yadC//eamA//pgaB//
GO_0022604_6	menF//purA//ybhG//tqsA//rimM//hofP//cueO//yeiG//guaA//insF-1//rplC//nagZ//chpS//hemB//fucI//insI-1//
GO_0022607_4	acpT//bdcR//ribE//acpT//yneE//rraA//argH//trkH//murG//narW//rpmH//adhE//sdaB//yedX//pdxH//hscC//pepN//ydcS//queE//ykgO//ybhS//nsrR//dgcT//ygiS//menF//arfA//hdeB//gntU//citX//relB//clpA//hcaE//mdoG//rhmR//ydaN//ydhC//yehA//yeeA//pgi//hha//rdgC//entH//gatD//paaH//menB//fadA//ghoS//osmF//yjcO//dnaQ//fruA//ydhJ//yfcF//yfeO//zitB//mepM//ygeV//fhuB//lolD//cpsG//ycjP//rhlE//aes//lipA//frvA//paaE//flgC//wecE//roxA//secA//rluC//ybiS//comR//slt//murJ//parE//bacA//fimD//ybdM//nanR//csdE//yadN//lolA//rclA//dcuA//deoA//yajR//yagF//yieH//lplA//ynhF//yccS//ydiP//yqiH//yidK//entA//insI4//ypdI//trpE//leuD//add//rcsB//kup//gnd//hyaD//msrC//ascG//cbl//yobA//envY//fryA//fdoH//ydjK//frwB//seqA//lpcA//nrfE//nrdI//ybiO//yqeG//yfdR//dgcM//mdtG//aroC//ibsB//ldtB//prfA//ubiD//borD//yghG//narW//treR//ldrD//nudG//ydbD//lpd//yccS//poxB//rnd//pdeH//kbaY//rfe//ydcI//ldtA//nadC//dinI//ybaQ//dgcQ//yahN//
GO_0022611_3	deoR//tcyL//nrdR//mscS//ygbL//caiT//
GO_0022613_4	phnO//glmM//rbn//tsx//prlF//ybiW//bssS//yeaV//mug//
GO_0022616_6	ftsQ//curA//pdxA//
GO_0022618_6	ypjD//lldR//pepN//yibA//fabI//gltK//yjtD//yidR//tsr//dhaL//napB//flgA//entA//bglH//phnL//ldtB//rbsR//ydjE//ymjB//norW//setB//yiaU//purB//mlaB//
GO_0022898_5	rpsS//narV//hybA//frvB//
GO_0022900_4	gspJ//opgG//sodA//yciK//uraA//yggF//rmf//ydeE//xylH//yidZ//ubiG//diaA//chaA//solA//kilR//livF//uhpA//intA//flgC//pagP//yehW//yebQ//ghoT//yejF//
GO_0022904_5	cbtA//mdtC//nadC//ompN//mgsA//hsdR//glyA//mdlB//thiL//bioB//rclR//hcaT//fruA//fnr//envY//gltL//sutR//rnr//hyi//waaJ//yggE//
GO_0023014_4	hypE//glk//tqsA//melR//lysR//ypjD//ffh//melB//dusC//maoP//hybG//kdsB//dnaT//mnmC//lysR//rimK//dnaJ//opgD//gloC//dcm//pgaD//pspG//rlmM//evgA//yehX//scpC//ynfE//lapA//rhsD//rimP//garD//polA//arnE//
GO_0023051_4	maa//
GO_0023057_5	coaE//
GO_0030001_7	gadC//kduI//vsr//umuD//yfdR//ynjA//zntA//dcuS//arsR//eutD//ugpC//cra//pyrH//garR//yagI//yfhM//opgE//dsbC//acpH//nrdB//hdeD//qseB//ompW//ldtB//pdeR//selB//rplO//rplY//slyA//mdtI//flhD//xylF//mmuM//fumC//cusR//malZ//paaK//nuoB//yjeI//rcsC//cysG//hupB//cobB//oppF//qseB//fadE//gfcE//kdsC//feoA//topB//fixC//hofP//ariR//cmoB//lpxC//mdtJ//rnd//tsx//ydiQ//rfe//lpxP//sdhA//
GO_0030002_6	rbsK//
GO_0030003_6	sdhC//ecpR//moaE//acrE//yahF//iscX//symE//ccmF//zntA//ghoT//secY//mepM//chpB//pheS//yihU//aldB//glsB//xseA//yciK//sucD//hpf//grpE//nupG//mug//fliG//degQ//rimI//srmB//pntB//
GO_0030004_7	ybhD//hypA//arfB//bioC//hxpA//csdE//lolA//glxR//pfkB//cysM//ycgB//
GO_0030007_8	asnA//
GO_0030026_9	ldrB//
GO_0030030_4	basR//yqgF//zwf//yjhI//malZ//lysU//kefC//chbF//nadE//paaK//cheY//narH//fadJ//ompG//osmE//greB//deoR//scpC//frwB//glnQ//fepD//waaU//yhjA//aceF//pinQ//osmY//ribF//rutD//iaaA//
GO_0030031_5	tusC//epmC//dadA//ssuC//ynbD//aroK//hslR//sufS//uvrB//yjcO//purD//arnT//hslR//mhpA//ahpC//rutD//creB//pnp//casB//ybiJ//tcyL//
GO_0030091_6	glgX//rplT//yghB//cynX//ompT//pdxH//sgbE//ymfA//gyrA//insF-1//
GO_0030104_6	fliA//acrZ//sdhE//rpsK//
GO_0030153_5	flhD//tap//
GO_0030155_4	yidP//yqjI//
GO_0030162_7	glpX//ybhS//fucK//pdxK//alsA//cysW//ariR//
GO_0030163_5	gatC//yidH//dsbG//potD//
GO_0030174_9	lptC//pgpB//rlmI//phnP//torI//
GO_0030203_6	zapA//rrrQ//flhD//mhpC//bluR//ybgQ//sapF//bcp//nepI//yhjX//lyxK//nei//pabB//secF//emrE//yedP//mliC//aroF//rcnA//frmB//evgA//dnaX//ydhK//zupT//ubiH//hscC//yegV//kdgK//cueR//ivbL//kdsD//ccmE//mglB//acpP//sgbU//nadK//exuT//fmt//sad//yafQ//sspB//nadC//yidD//rluB//surA//mpaA//tsaD//yfiF//yehU//pspA//fimF//hicA//fimE//mglB//dapF//tcdA//hprR//ygiN//rspB//yjhG//pldB//rzpR//gspF//
GO_0030243_8	yjjI//ygaZ//osmF//
GO_0030244_9	mcrB//recG//rfaH//
GO_0030258_5	dhaK//fklB//etk//kbaZ//bglA//yibA//solA//lacI//recO//rsmB//ybhF//insB-4//yhjB//focA//btuF//ybdM//wcaC//mngR//aceK//bglA//cusC//ghxP//yidH//hlyE//
GO_0030260_7	pstS//trg//trpL//yihQ//gntU//clpB//cho//ffh//
GO_0030261_8	azoR//
GO_0030307_6	relB//
GO_0030308_6	perR//sdhE//uidA//ygiN//pheT//
GO_0030320_7	dppB//
GO_0030388_5	kup//rbsA//glvB//
GO_0030389_6	nrfG//
GO_0030392_7	tnaC//
GO_0030393_5	uspE//
GO_0030488_6	lpxC//yfdS//ygcO//fmt//rplJ//mutM//rcdA//arnT//torA//ybhJ//yhaM//xylG//yiaT//ilvI//prlC//citE//
GO_0030490_10	mlaC//ibaG//pheA//yhcN//ynfL//
GO_0030497_7	dnaQ//frlB//
GO_0030522_4	ldtC//
GO_0030541_4	clpA//dnaT//
GO_0030573_6	mngA//
GO_0030632_8	folP//flgA//rbsD//moaB//
GO_0030641_8	mglC//mutL//potH//malY//araH//dnaJ//pstS//nadC//sfsB//rcsF//
GO_0030643_8	araB//
GO_0030808_7	rimP//
GO_0030809_8	sfsB//
GO_0030920_9	xylE//
GO_0030961_9	rnr//
GO_0030978_7	dmsA//ndh//cheA//
GO_0030980_7	soxR//zraS//gspE//
GO_0031106_7	ygcO//
GO_0031118_8	ybhJ//sdaC//kdgT//ssuE//yahK//sfsA//hyfA//
GO_0031119_8	wecA//rsmA//aroL//argI//rpmE//adiA//
GO_0031123_8	waaP//ydcI//flhA//hprS//yqeG//
GO_0031124_9	metQ//ybhP//
GO_0031125_10	rcsC//
GO_0031162_5	appC//yiaO//
GO_0031163_5	ssb//atoC//uhpC//lpxK//ascB//ydeT//ydgA//yjiQ//ilvC//lrp//lsrC//cecR//asnB//glpF//galS//fetA//wza//mutM//
GO_0031167_6	cobT//entC//mngB//abgT//yifB//rplA//rpoE//purN//rbsC//fabD//gudD//hiuH//entE//lepB//rpmF//rpoS//yfaU//rpoA//yqgF//cheR//yheT//mgrB//arsB//hrsA//
GO_0031279_5	tehA//
GO_0031280_6	fdoG//
GO_0031297_7	yhcD//rlmH//
GO_0031323_5	yfaV//ttdA//speF//rcnA//ybiT//nuoB//trkA//livG//prpB//ade//glnD//gudP//xapB//puuP//sdaB//abgR//sbcB//hofC//era//nuoE//leuO//artI//eamB//yjtD//ftsH//lepA//chbF//yciA//frc//yaiW//torD//xylE//sdhC//yieK//yiiM//rcsF//ybjD//csrD//secF//nadD//rsmI//mngA//yjhP//rpsA//uidA//waaS//insA-1//csdA//yqiH//rraB//bioP//asnS//htpG//ldrA//mscS//kbaZ//pstB//clpS//ydcO//sodC//sad//mazF//kefB//yidE//yfbR//hypD//potG//yehT//pgsA//rclR//narJ//mtlA//ycfH//rpsE//lptC//yjhG//glcF//kbaY//rpsT//plsC//nagC//wecE//ratA//ygjR//brnQ//pheS//deoA//murA//ybiW//treA//fdoG//bamE//gspJ//gapC//hlyE//argI//yjaA//aaeR//panC//cpxP//casC//waaY//alkB//yhdW//elbB//epmB//uvrB//fbp//trmA//nanE//yphF//yihQ//smpB//ahr//insH-5//wza//psuT//yraI//gabP//bamD//argH//ubiJ//mreD//tcyL//cusF//pspD//infB//caiE//lapB//fliZ//gspJ//yqaB//hisB//thiC//amyA//dcuR//panE//codA//rimL//trg//ispG//secB//galS//sucA//tusC//tmk//dsdC//truA//cobS//cysQ//lpxK//yejE//adeQ//glpG//malS//yafN//tcyJ//yahO//rlpA//ybdH//hycH//atpD//yehW//ygbI//xerC//gltP//obgE//bdcR//iscS//yihT//proQ//nsrR//ampG//copA//fdnI//tadA//mltG//guaA//galS//guaD//prpD//sapB//tadA//metK//lptD//yddL//minE//sppA//bglA//ybiI//bioP//erfK//metK//gapC//pdeR//pflA//dacD//nupG//yehZ//wzzB//aspC//mepS//hisB//yeiE//yfdK//efeO//sixA//ybiJ//ydfK//gadC//phr//yidE//selD//elfD//deoR//recA//yedX//yqgB//trpC//rstB//yiaF//cysA//glnS//deoR//arnE//serA//prmA//ybiJ//entF//atpH//msrC//kbaZ//ftsB//ldtB//codB//topA//adhE//yfbS//feaB//rsmI//insI-2//hemL//leuB//cusC//fkpA//ymjB//yidD//pepN//rodZ//tusB//gltX//argC//yedL//cobT//dcm//parE//yafN//umpH//yidH//yiaB//yggE//ptsI//glvC//uidA//ybgQ//ivbL//murP//ycfH//yjiA//ttdB//rihA//guaA//adeP//yfaU//nagA//cydA//yhhT//gltK//malS//dcuR//hslO//murP//uraA//sdaC//tufA//ybfE//argS//yagI//yfeW//ghoS//ddlA//queD//flgC//wecA//plsX//lapA//nsrR//hyaD//rplS//gudP//ycjR//rluF//hcaC//gltB//rfaQ//rnlB//melR//pykF//gltD//norV//yafQ//cpoB//thiM//kdpC//rpmC//trmO//yfdG//yjbB//tdcD//thiL//narU//csgD//cspC//yeeO//mcbA//wcaC//betT//ansB//moaE//ygbL//fetB//cobC//murG//bglX//yceO//cutC//allS//rpsL//bioC//lysO//hfq//hybC//mhpD//dinQ//dtpC//
GO_0031324_6	tamA//tufA//cspA//pitB//znuB//brnQ//rtcB//ftnA//aaeR//nagZ//ampH//holC//rutA//clsB//fdoI//thiD//ygdG//sdhE//idnT//treF//lepB//dxr//rlmI//raiA//hcaE//waaH//ybiW//cusF//rcnR//ftsQ//rnlB//bhsA//yacG//ssuC//gltD//lapB//argF//malG//paaZ//fabH//mcbR//cydC//cydA//nrfA//spy//uvrY//btuD//yihX//metE//lptE//apaH//gmk//ybgQ//deoD//cysP//secF//nadE//agaV//narJ//tus//rplA//lpxH//htrE//yajQ//def//ralR//tusB//tcyL//yqiI//psuG//mtfA//dppF//adk//grpE//rhaD//chaA//zupT//fadR//adiY//dsbC//nac//iraP//betT//atpC//aslB//sfmH//bamA//lrhA//cecR//mnmA//lexA//tauB//yneJ//yeiL//hexR//sgcA//thiI//yajQ//caiB//vsr//ygbN//rplO//frmA//gutQ//argF//yqaA//ycaN//yjeI//udk//zur//hscA//rpsE//yehP//bhsA//puuB//msrB//fadR//dauA//flgA//ypdC//yqjA//tnaA//gloC//dgkA//essD//cydC//napB//rpe//napC//frsA//cysC//
GO_0031325_6	dinJ//nrdE//rraA//ftp//pdeR//yjcS//sfsA//rihA//seqA//miaB//gpmA//dgoK//lpoA//fabI//ymjB//eutB//nupG//ycdX//nei//livF//ybjD//rcnA//wcaB//sucC//holC//rpmH//nrdF//yddA//srkA//fryB//gpr//deoD//mscM//dtpA//narU//rplS//yehD//yrdA//aceF//ybhS//paaC//fbp//tonB//htpX//atpD//pdeF//zipA//aceF//ftnB//rplI//helD//moaB//ytfP//fepD//nuoB//elyC//ompF//bioD2//diaA//fepB//mreD//pgi//satP//gmd//arcB//ftp//idnO//trpS//ynfH//holD//ompR//asnA//rtcR//mipA//ahpC//rffG//mltD//hypE//tsx//gfcE//fepD//nudG//malG//ibsD//aroG//livF//ppiA//pgaB//puuC//wbbK//mutS//
GO_0031326_6	gadB//yedF//lspA//cusB//sgcC//srlR//cysD//tatB//macA//aslB//torS//ldrB//ptsN//rplP//alkB//ispF//dusC//yhhY//der//tsaE//frmB//bdcA//trg//paaG//phr//rhaS//hemD//cstA//rpnB//yeaV//lptD//clsC//ansA//rlmE//clpB//lsrB//fadM//rclC//waaS//citE//pdeL//tqsA//frlR//norR//pppA//dedD//pinR//icd//glmS//gltK//ilvA//nac//aspA//mngR//artJ//mioC//yeiL//dgoA//hypC//eutB//proP//yebZ//ydfK//ogt//cydA//ccmH//recC//fetA//ydiR//emrK//glnB//ydhJ//csrD//rcsF//trmL//fliD//purF//galF//fadI//yidC//abgB//waaF//ilvD//uxuR//gcvH//gatA//rsmF//rfaD//recN//hemC//lysU//ddpA//ispG//ybdO//rhaB//rpsN//rng//rcsB//icd//panC//gltX//hemC//rfaH//ygcR//phoE//hpt//gpr//pntB//rutG//pgsA//glpB//rusA//ihfA//sdaB//ybhR//ybhD//rhmD//mdoD//stpA//argI//skp//emrE//sthA//ubiH//hupA//tbpA//eamA//prmA//phoQ//gcvH//yidD//metI//ydaV//modA//uspG//fdoI//nagC//rutG//mntR//yibF//btuF//yhjG//mreD//tdcD//eutK//rcsA//sucB//adhE//sbcD//rapA//glgA//ydjL//ybhS//caiB//mhpT//maa//ycjQ//rhtB//prmC//uxaC//rarD//hyfR//glpF//yqjA//phnM//menA//umpH//rlmB//thrL//rffT//dkgA//syd//fkpA//cysE//lpcA//argA//lpcA//rapZ//higB//bglX//rluA//gmk//rnc//sbp//glyA//yejB//asnB//envY//wecC//insE-1//menD//nrdE//recF//murP//fucK//ybiI//yfaU//brnQ//ettA//prpR//insA-1//yacG//nlpA//paaB//leuD//glpD//ldtA//allD//srlR//yidZ//ygbN//nrfC//ybbN//allS//yfdC//clsB//rnhB//glcD//waaQ//agaR//cdgI//cytR//cheY//yieE//etp//rfaH//pdxJ//ispA//frdC//priB//mazF//pepQ//perR//cynS//guaC//ttdB//dapF//pdeH//psuG//abpA//yfcG//thiH//cedA//yheT//potG//yafN//panC//waaF//rpsP//rfbB//cdgI//yiaT//yhdX//mocA//hcaD//relE//yebC//mlaE//plsX//pdhR//citC//bglA//fixB//sucB//tolQ//cusS//trkH//sulA//ycjQ//ftsQ//gph//nmpC//cydA//intA//yeeL//uxaB//sseA//ptsI//lplT//glnQ//panC//gltX//ydfG//murA//ybhP//prpR//sgbU//melB//plsC//wcaJ//yggF//yjcE//nagK//leuE//minD//nrdR//bisC//ybhG//ydaN//tap//shiA//ybdO//dnaK//deoD//rsgA//ubiD//ypdB//mlaB//arcA//yafE//ftsN//pbpC//fhuC//
GO_0031327_7	mdlA//oppA//xylG//rhoL//ykgA//gstB//cysB//dctR//yjaZ//xylF//gntT//yqcC//pykA//yjjG//yhdX//yfcS//nuoG//aceF//fruA//lpxT//rbsA//yidL//creB//yfdO//menB//frwD//mngB//holA//yjiX//rimI//fur//rplN//pdxK//tatD//yojI//yneL//rayT//suhB//dsbC//dxs//lptF//pdeL//gatD//acrZ//kdgT//alsB//ykgM//asnC//guaC//thiP//glpB//potA//secA//uvrC//ackA//matP//ykgO//yfaL//yddL//ubiF//mutM//solA//moeA//ettA//mhpR//yihI//ibsB//intZ//rpmC//yebG//waaO//orn//chpS//chbB//rutD//ccmD//argF//fre//rplW//gabP//mhpB//ulaE//tmk//lasT//alaC//ydjL//rihC//ybhG//yibH//crp//atpC//pdeF//priA//bioF//preA//ilvD//lysS//yibT//fetA//atpG//rtcR//yiaF//tusB//betI//garD//rpiB//hofO//yebC//hycA//eco//secG//sucA//yieL//dgcN//glpK//mpaA//sucA//yhcH//nagK//wzyE//bioH//
GO_0031328_7	gmd//mmuM//yaaU//fimC//sdaC//gadE//corA//dtpD//gcvP//rlmN//uhpB//dgoA//betA//nhaA//yggN//ubiG//yjcS//gdhA//rhsD//mraZ//yfeW//tcyN//xanP//moaC//rfaG//rplC//elfC//yedF//ygbL//mug//fau//tdcE//metC//uxuA//mreD//cmtA//araG//osmF//narZ//ribE//ydiF//glpX//glvB//proC//fdnG//iscR//ndk//alsK//rrrD//mdh//tolA//lrhA//frwB//dgoR//era//yajO//yjjV//mutL//ampE//speG//glrK//ybaL//intF//yfjV//prfC//endA//ygiW//rplA//ebgR//yfhM//mprA//hexR//htpX//aroP//cpxA//glpG//gpr//ybdH//ravA//xylE//prmC//
GO_0031329_6	ftsA//def//torR//iap//hipA//lysP//mdtQ//adiC//rpmH//
GO_0031330_7	fiu//
GO_0031331_7	mreC//ldtD//
GO_0031333_6	mobA//nfi//recA//flhA//rplC//pepT//yjaZ//torI//rsgA//adhE//
GO_0031334_6	agaC//glcE//thyA//dps//lldR//tusA//yafN//flgA//panF//nikR//cpsG//
GO_0031341_4	acpP//
GO_0031342_5	cof//
GO_0031344_6	rbsD//emrY//avtA//dacD//hfq//
GO_0031345_7	proP//hsdM//
GO_0031346_7	paaC//gyrA//cydB//
GO_0031365_7	yqjA//yagF//frr//entD//ycgB//aes//ytfP//
GO_0031399_7	dacD//sgcA//insI-2//
GO_0031400_8	csgD//
GO_0031401_8	yiaO//thiD//
GO_0031437_8	pheP//
GO_0031439_9	yraI//
GO_0031455_5	hflX//sgcB//
GO_0031456_6	dgcF//ccmH//
GO_0031460_7	yhaJ//mcbA//xerC//nagC//rbsR//tcyJ//tatD//ygeR//pitA//folP//agaB//hypT//
GO_0031506_7	phnN//
GO_0031554_7	ligA//rplY//hprS//envC//mtlD//ycgB//yihI//recQ//miaB//scpB//asnB//glnQ//rutE//mgtA//dcp//ttdB//narH//aer//rpsD//epmA//
GO_0031555_8	uidR//frr//lgoT//recD//cbrA//trpS//
GO_0031556_9	yehY//ssuB//
GO_0031564_8	ybfA//nrfD//pinQ//yfgI//leuA//pgaD//fixA//sulA//mdtC//yjcS//acrR//ibsB//yhjR//
GO_0031589_4	ibsA//gpsA//abpA//malQ//ileS//mnmC//rsmA//nlpI//setC//yjtD//argB//lrhA//yfcQ//aspS//appB//
GO_0031638_7	ydeE//
GO_0031640_3	crl//zraR//mgrB//yhbO//fdoH//
GO_0031647_4	cpsB//gcvA//rutB//fsr//fdhE//tauC//cysW//
GO_0031648_5	uhpB//
GO_0031667_5	mutT//ytfE//trkG//mltF//yraH//arsC//yeaK//glpG//casA//ccmF//tgt//livH//idi//pmbA//phnJ//yheT//arnT//mltG//betT//ubiI//yneL//yfiC//fruB//cydD//setC//glnE//sdhB//fliK//yafN//purD//potE//bioD2//hisA//lsrD//yhaO//pgm//yadN//gcvP//argF//uhpA//intA//
GO_0031668_4	hipB//btuB//frdB//acpT//yafN//exbB//nikE//ygjH//ykfM//ykfM//gpp//rplF//ynjA//nanT//radA//symE//sufD//feoA//nudC//zapB//prpC//ygcO//roxA//mlaD//yegT//aas//pyrL//hcaC//yfdK//nfo//topB//cobT//pphA//sgcC//yjeH//gudD//allC//mdtA//pdeL//bglA//bioD1//aaeR//flgM//ybbW//hicB//yjcO//nanS//yhaM//minC//ibpA//malX//pabB//ompN//
GO_0031669_5	kdpC//ftsE//hybE//sucB//mtnN//dacA//ruvA//glcA//yddL//cyoB//glsA//fadK//hslO//cpxR//ycgV//casA//poxB//malK//tnaB//allS//msrP//arcA//flgJ//paaF//kup//truD//cpdB//cedA//tqsA//cfa//ptrA//
GO_0031670_5	tolR//trxC//rlmM//
GO_0032025_6	bepA//nanE//
GO_0032026_6	bioB//gltP//gapA//
GO_0032048_8	dppC//paaE//dtpA//
GO_0032049_8	eutN//dsdX//bcp//
GO_0032055_6	ugd//
GO_0032069_6	amyA//ybaO//hemC//etp//nanT//
GO_0032074_7	atpE//parC//mcrB//osmC//yajL//
GO_0032091_6	ybdM//
GO_0032147_9	yhaC//
GO_0032150_8	dppF//
GO_0032185_6	rpmC//
GO_0032194_8	ykgO//
GO_0032196_3	rfbB//ybhP//yehB//ykgO//aroG//fliS//dacC//rhaS//yccX//citG//mnmE//roxA//paaC//
GO_0032238_6	cheB//
GO_0032259_3	ybiA//chbA//tabA//yfaE//waaY//ybiX//lexA//fsr//purC//fetB//rfbX//argG//ygeW//ydcS//yfdR//hsdM//norW//betA//csgD//csrD//rhaD//putP//yjiQ//atoS//phoU//ahpC//casB//pdxB//uvrC//hemL//bamC//evgS//citC//fimI//nadB//nikB//ycgR//rpmA//serB//yeeO//ybiW//glcF//ndh//uspE//torY//rpsK//marA//bamB//narU//proA//aspA//adiA//dsbB//csdA//yhjX//eptB//clpB//
GO_0032261_6	ydjL//feaB//ibaG//
GO_0032262_6	citC//
GO_0032263_7	ulaR//fucP//
GO_0032264_7	ribE//ccmA//
GO_0032265_7	dgt//
GO_0032268_6	setC//xanQ//rhmR//mtr//basS//lpoB//rrrD//rluC//rfbB//pckA//hcaD//atpD//eutA//yehW//sufB//waaF//yafN//guaC//waaZ//prpB//sucC//edd//hybB//mlaC//nrdH//murG//bioH//rseB//ycfS//cpsG//rarA//ydaV//cysM//tolR//hycA//glmS//nhaA//yafN//ymgF//bcsA//ybcL//macB//lptD//dxr//ybhJ//cpdB//
GO_0032269_7	djlC//hisH//maa//nirD//wzzB//pck//tauA//torA//murJ//mdtA//entS//fdoH//shiA//dhaK//fecA//phnG//kbaY//htpX//yfcU//rzoD//hfq//flgJ//talB//adeQ//rlmF//abgA//ypdB//frlB//
GO_0032270_7	ybiY//htpX//cpxP//abgA//tolC//fimI//hypC//ybiH//mprA//spoT//
GO_0032271_6	lpoB//yiaM//
GO_0032272_7	ttdT//moeA//
GO_0032297_10	mhpC//emrY//kdgT//
GO_0032298_10	adhP//ppiC//
GO_0032324_6	narU//mutH//rbn//
GO_0032328_7	adiY//torZ//
GO_0032329_7	mipA//chiP//rpsO//minE//
GO_0032359_7	gloB//ptrA//nrfC//
GO_0032386_6	lpxK//secD//
GO_0032392_7	fadB//alsB//glnP//nei//rutF//yrbG//puuD//bisC//deoC//pgm//ltaE//opgD//cusR//
GO_0032409_4	pgm//bepA//miaA//moeA//
GO_0032410_5	ybiO//
GO_0032411_5	rfaG//fmt//
GO_0032412_6	hybC//metE//sufD//rapZ//
GO_0032413_6	argD//
GO_0032414_6	bcsQ//clpS//
GO_0032445_10	bioD//yadI//yhaO//xylE//yqjA//
GO_0032459_6	torS//
GO_0032462_7	seqA//
GO_0032465_6	yafE//asnC//yaaA//yqhD//araF//
GO_0032466_7	rne//trxA//
GO_0032467_7	yrfG//
GO_0032506_4	glgA//yehP//dcd//lldP//topA//folD//rzpR//acnB//cheY//groS//sutR//
GO_0032508_8	ygiS//fdrA//rlmM//bioD2//tdh//ynbC//argH//mcrA//rutC//speA//yegV//ykgF//asd//
GO_0032535_4	grcA//yeaG//wbbK//fabG//yfhH//
GO_0032774_6	rpmC//malY//arcA//mug//rluC//hypF//yiiE//ycfJ//opgE//gpt//rpsO//bamA//gloC//rspB//rimL//mlaF//sdhA//pgaA//fecA//plsC//dcp//rpiR//cdgI//mglA//pntB//nrdD//ubiC//iscU//rplF//yfcQ//glmU//cysA//bdm//eutK//holB//mutT//gpr//yihL//dtpB//nadD//fimI//nrfF//efeO//dgcT//mdtO//cueR//yajO//gcvP//ydeP//solA//agaV//panF//ycdY//trkH//dnaK//ybbY//rfaB//ttdT//ibsE//rfaE//rfbX//lsrB//chiP//ilvC//qorA//nlpA//lptE//gyrB//yihO//hns//csrA//fadR//casB//yidA//ushA//kdgT//potE//sodA//cyaA//ymjB//dpiA//folD//lgoD//folA//mobA//alkA//pliG//ybiJ//yiaM//ybiJ//ftsZ//rcsC//dhaM//iraP//phnJ//cusS//setC//fimE//malK//fic//pdxY//edd//nudG//gabT//glgC//dusC//lnt//ribB//cysE//eno//yebS//rpnA//ybaL//torS//csgE//rep//argH//garR//narY//idi//prmA//queE//ygbN//flgB//fabB//erfK//rluB//dkgA//patA//
GO_0032775_6	ribC//nikA//yfeW//
GO_0032776_6	yfcS//
GO_0032780_7	tdcD//trmO//
GO_0032781_7	pyrE//potD//nimR//
GO_0032784_8	nikD//nimR//
GO_0032787_7	flhC//yraR//paaG//evgS//ybcQ//yjjG//phnK//hprR//recE//rsmB//caiE//yehW//metE//fhuB//gloB//gcvA//lyxK//qseC//hcaB//deoA//artJ//cyaA//zitB//yccA//argI//bioP//ldtA//aas//azoR//fadI//cas2//adeP//holD//envY//thrC//ybhS//aslB//sspA//fadD//nhaA//yihT//citE//fdnG//aroP//ugpC//polA//pbpG//ibsC//kdsD//ecpR//ydiR//nrfC//pgsA//pepQ//ahpC//qseC//narH//trpL//ogt//ugpA//ghxP//wzc//mlc//sapA//xylR//cpdA//ubiI//fadE//kduI//dgoT//pgm//hycB//mak//hipA//rpsM//mraZ//ydbD//lgoR//ydeE//pgm//ugpC//ydiV//serA//yicJ//mutM//amyA//rayT//higB//rpmJ//nagD//murC//holC//menI//yebC//livG//ompT//nagB//rbbA//scpB//ansA//ydiQ//carA//ddlA//yfcF//cobB//purA//hrsA//yebS//ppx//norW//yjgX//sbp//ydiO//yfcR//ydcR//potC//napD//rcsD//macA//yadK//ispB//priB//apaH//argT//ftsX//asnS//aer//yddL//yfaX//gldA//ruvC//kdsD//yiaJ//rnc//mscK//hflK//pabB//opgH//yfaU//argF//hemG//sufC//hybF//rnr//yieE//exbB//lsrB//modA//cyaY//xapB//yeaG//rpoD//ghoS//cobU//mlaE//srlB//fdoG//garL//metE//ispB//dgcQ//waaJ//yehB//ldrB//hcaE//tsx//yhaV//nrfD//ihfA//mhpR//ibsB//phnM//yccA//hrpA//chaC//gadX//ahr//mutY//gatD//pncB//dicA//dppC//rplK//preA//mtlD//lldR//ybjG//yafO//cmoA//yggW//rlmG//fdrA//yieF//pldB//tsx//mmuP//glvC//dapA//artQ//yraN//mrcB//yqcG//leuS//
GO_0032790_6	tdk//waaP//
