#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	arfA//lsrK//deoC//pepA//
GO_0042594_4	cpoB//ampD//thiM//insK//yfbR//glvC//thiL//yidR//atpE//avtA//ubiA//yjjX//fabZ//hypC//purB//caiD//xylG//tar//hemA//rlpA//ycfH//panF//sgcX//dinG//casC//lpxK//kdpB//rarA//pta//yhbY//sspA//msrA//ydiZ//tsf//insI3//
GO_0042618_5	fruA//
GO_0042619_6	cydD//
GO_0042710_4	ydfG//sbcD//phoQ//tatB//pstB//yfeO//cpxP//deoA//ansB//tatD//elfA//fdhF//hflC//nupX//ibsB//yhfS//hpt//paoC//obgE//entD//ldtB//ybbY//cusS//sufC//znuA//erfK//hycB//hupB//ybaL//hdeB//clpS//uup//glnS//trpR//yqcG//ypdI//xthA//rnhA//rplT//ilvA//amtB//ugpB//mdtM//zntA//hpt//xdhB//betI//eptA//frr//mngA//ribB//
GO_0042723_5	deoA//holA//araB//preA//xerC//ydjM//gatB//poxB//frwD//recJ//hcaF//cspD//
GO_0042724_6	yneJ//entE//bioF//mhpA//gltD//gnsB//sixA//patD//malE//murI//
GO_0042726_5	yajR//yciK//katE//yeaE//yodD//serA//avtA//nanC//
GO_0042727_6	fimC//iraP//yqgB//mhpD//lpxL//opgD//hicB//acpT//
GO_0042732_6	yeeJ//nusG//hflK//mscS//acrR//
GO_0042737_5	lipA//glnH//sgcX//edd//guaD//arfB//lepA//flgC//treR//hypA//dapA//ilvL//hpt//ytfP//sppA//gltI//pgpB//udp//treR//allD//wza//trpE//tsx//murF//sucC//hypC//mnmA//dinJ//dgcZ//argI//serC//fdoG//hcaB//ydiB//frwD//cheR//yehC//lipA//torA//clpP//ybiJ//chbB//yiaT//ycgV//ybcJ//cptB//mngR//rnhB//rho//nuoH//malG//cpsG//kdsD//allB//intE//
GO_0042743_5	pdhR//sbcC//
GO_0042744_6	der//vsr//
GO_0042759_7	ycfL//sgcR//
GO_0042773_6	zapD//
GO_0042777_8	fepG//
GO_0042779_8	pyrE//
GO_0042780_10	sbp//rplB//uof//
GO_0042816_5	dxs//rnpA//yehD//cysM//recX//yedX//manA//glsA//yeaK//
GO_0042817_5	mntS//
GO_0042819_6	hemL//sfmA//dppA//mgsA//purA//gcl//ymdB//dcd//hyaB//
GO_0042822_5	yneJ//hyaA//tauD//sppA//narW//mtlA//fepB//
GO_0042823_6	csgB//ydiK//ybhS//moaC//fabH//fdhF//acrA//
GO_0042836_5	accC//appY//rutG//thyA//
GO_0042838_6	chaC//cdh//ariR//panZ//
GO_0042839_7	lgoR//gadX//rluA//yadN//deoA//livJ//
GO_0042840_7	gutQ//rcsC//tcdA//narQ//kup//rsmA//
GO_0042843_7	ldrD//dxr//
GO_0042844_7	pfkB//
GO_0042846_8	hybB//
GO_0042851_8	mdoD//lptE//bhsA//mmuM//
GO_0042852_9	glnH//yjjV//ldcA//
GO_0042853_9	glsA1//
GO_0042866_8	adhE//wcaC//yqgB//ogt//ahr//ompT//ssuA//panB//arcC//gabD//glgC//dps//dauA//ygfA//csgA//pheT//fadL//ilvL//
GO_0042867_8	rapZ//
GO_0042873_7	mmuM//adiY//bglH//rlmF//yggN//rnb//clpS//
GO_0042882_10	nanR//gadB//yddL//
GO_0042883_7	parC//cysN//nadK//leuS//yiaA//rpoE//arnT//nrdB//
GO_0042884_7	rpsI//fre//dusC//cspC//rfaC//insB-4//icd//
GO_0042885_8	yeiE//
GO_0042886_6	emrE//dmlA//yeiL//ggt//yphF//kup//ydhJ//birA//yieE//ybhR//gltX//ulaB//cysQ//sufC//nadA//yeaK//aroK//menB//dicC//rutB//lepB//nuoI//obgE//yggD//yieF//blr//cpsG//dacA//mrcB//narX//dmlR//hha//acrE//proX//yagJ//katE//ubiI//yqjA//elfD//rpmJ//tesB//araB//prlC//ynfE//btuR//yidQ//pyrD//efeO//cysG//cbeA//msrA//hyaC//bcsA//clpP//fecC//ytfE//arcA//queA//dnaN//ansA//pepQ//ebgR//rpnC//potA//accA//atpH//bioD1//mutL//moeA//pmbA//narP//torY//yagJ//betB//atoB//prlF//eutN//hycB//yhcN//kdpB//fucK//ubiX//ydiQ//yihV//yadM//ortT//cvpA//dgcN//
GO_0042891_6	kch//yciG//hha//potD//ddlB//yjbG//ycjD//csgE//phnN//rph//rhtC//dmsA//yidQ//uspB//hisH//nadD//yiaF//purU//bacA//ybaK//napF//xylA//manA//cyoC//potH//rdgC//nuoI//tehA//glsA1//luxS//ybaE//gstB//
GO_0042906_8	mgtL//yfcV//nlpA//eutK//
GO_0042908_5	mutS//phoQ//amiD//xisE//aroL//yfaL//bamE//bioD1//yedX//phr//psuG//lepB//prmB//dld//ilvN//recO//
GO_0042914_8	flgM//mdlA//
GO_0042918_6	acrF//argH//edd//ygaZ//mhpB//
GO_0042919_6	nanR//
GO_0042920_6	hicB//
GO_0042928_7	ycbU//
GO_0042930_7	purR//pdxA//recB//dppA//lpxP//glpC//tdcD//garR//
GO_0042938_8	rnlA//lpoA//wzb//rpsD//sapC//lolA//mdtB//proP//ugpE//yihU//arsR//prpB//frsA//hslO//ygiN//
GO_0042939_8	rffM//napA//ynaI//araC//arnF//kdsD//tufB//phnL//ycbX//motA//
GO_0042940_7	kup//potE//yidD//hinT//lpxT//
GO_0042941_8	pdxB//
GO_0042942_6	glgS//fadR//
GO_0042953_6	leuE//secA//bcp//
GO_0042956_8	vsr//yiaN//ybeY//rpsB//yphF//
GO_0042968_8	napB//aroC//mtr//
GO_0042981_7	insA-1//
GO_0043038_5	galF//cptB//coaD//wzc//yoeE//secA//feaR//tolR//sppA//rcsD//yahI//ydeT//elfD//lsrA//ribD//tcyN//uvrY//entH//tnaC//coaD//allB//bepA//yabI//pheS//rayT//scpB//
GO_0043039_6	allD//insA-1//yghW//pck//clpB//yjjB//livK//cnu//rclA//tsgA//hybO//fdnG//leuS//kefF//pepQ//folP//uxuR//insI-2//mog//gadA//uxuB//cysZ//mdlB//mdtC//ycjR//
GO_0043041_6	paaX//
GO_0043043_6	tdcB//manA//ispH//ykgA//slt//cutA//prfA//yaaY//rnr//ridA//pgaB//clcB//tusB//yqeA//norW//djlC//cysD//yfgO//yfaE//panC//mhpT//selD//ybdG//yhfK//eamB//tdcA//elaB//gmk//hypA//mrdB//tamA//mltF//hemA//def//nadE//yfaV//dtpA//ubiG//yjbE//fdoH//yihI//torZ//syd//yebQ//diaA//paaF//yfgJ//paaF//yjhI//glgA//edd//yejF//nanK//putA//prmB//insI4//gabT//cspE//ccmH//zapA//preT//
GO_0043067_6	dmlR//
GO_0043085_5	nupX//mrcA//eno//lpxC//setA//ilvA//hslO//ydaV//galM//ypdC//sohB//trmL//yadC//paaJ//tmk//nikR//umpG//xapR//yiiD//envY//rfaD//kefF//abpA//
GO_0043086_5	yhdJ//csdA//rlmJ//cysE//tadA//cadC//ftsE//rutB//manA//frvR//eptA//hflC//arcA//pyrH//degQ//kdpF//rpsM//wzc//metG//nfuA//ynaE//adeQ//yfjV//dfp//ydcT//manY//
GO_0043087_6	gabP//thyA//rzpD//mrcA//
GO_0043090_7	truC//rfaC//queC//yieH//aldB//alr//pncB//ybcC//relB//hisM//
GO_0043093_3	mnmA//bioB//yehX//bisC//metK//mhpC//murI//flhA//moaB//asr//rpsM//hflK//eno//slyD//aroB//npr//pinQ//
GO_0043094_4	rsmI//ndh//bssR//yhjC//mraZ//gatC//aroP//dnaA//sixA//csrA//hybE//yohC//bluF//waaQ//lolD//yfdC//nanE//glnA//yjjQ//yfaL//guaD//opgC//
GO_0043096_6	menC//abgR//tatB//
GO_0043097_6	pntB//ydcP//sucB//yaaY//
GO_0043099_7	sstT//
GO_0043100_6	ssuB//
GO_0043101_5	gltP//cysA//dsbA//fis//
GO_0043102_5	fadB//nuoH//adhP//dadA//
GO_0043103_7	idnO//
GO_0043111_7	mntH//
GO_0043137_6	xylR//lolC//
GO_0043150_8	uhpT//
GO_0043157_6	pdeD//
GO_0043164_6	rplK//nrfG//ybgI//hflC//scpB//lacY//xisE//rimM//
GO_0043165_6	entC//creB//metL//hofQ//srkA//fruK//allD//cobC//hdfR//msrC//
GO_0043170_4	rcsB//yhjD//tig//cydA//gspJ//miaA//napA//yfbR//cusC//nanC//phnO//melA//exuR//hemF//hyfF//rraA//rhaB//waaA//insH-6//trpL//sucC//paaA//yihX//dmsA//panC//ddlA//tdcD//yajR//yadK//yjbE//csrD//csdA//arnB//rapA//yciH//gpp//tonB//degQ//ptsG//pabA//lolD//nusG//nfuA//narP//uidC//mntR//yqiH//fucO//ybiA//casD//pinR//rseB//ratA//cheZ//hisB//malK//entH//bolA//btuR//lptB//rraB//ulaB//citX//ybgQ//ybdH//ompW//yihO//iscR//htpG//entH//sdaB//glnE//yhcN//fur//mnmG//nrdH//endA//flhA//kduD//hyfC//ppk//frmR//rhaD//trmO//ugpC//argO//yehU//fadA//dinQ//aslB//hisF//zitB//umuC//trpE//ppiA//yeiL//galS//zur//mlc//mrdA//ychH//glgA//fimG//rutG//pdxB//pyrF//rfbX//yqhC//ycdY//fdrA//ytfQ//deoC//potH//entA//mltC//argK//rutC//ccmA//wrbA//purA//nusA//alsK//tsaD//bsmA//dppA//cbl//holA//lpxM//zntR//pheS//otsB//panC//znuC//dmlR//wecA//ascB//xylA//yedA//dgcM//tatC//metN//nmpC//yigB//narX//ulaD//potI//lgoR//elyC//gadB//prpB//nuoN//tisB//rpsT//uup//moaE//cusS//ahpC//fsr//preT//uxuA//pepQ//baeR//stpA//osmE//hyaB//valS//recX//napC//sucB//yjbH//yihO//flgG//dppA//avtA//trpC//tldD//yjhG//nlpA//fabB//guaB//ygeX//tar//skp//aroC//mnmE//zipA//erfK//mzrA//allD//dgoD//ccmE//cadC//rplK//ybbN//cbrA//ycaN//pbpC//folE//aceK//ybiA//aroK//tap//uspB//higB//yggE//opgH//deoA//uidA//rimM//pgaC//pcm//otsB//rlmH//codA//ybcC//nuoL//modC//malP//cysW//glnK//adeP//btuR//rpiA//potF//rlpA//yiaJ//rraA//kilR//yhhZ//envY//fadJ//deoA//clsA//sad//rpsI//hybE//rpsJ//pyrB//cpsG//kch//glcE//csiR//galT//potG//entB//mhpR//rhoL//ygaZ//rssA//nudF//pgsA//hxpA//gudX//yciT//hybC//macA//cecR//proA//ppx//waaG//glnS//fdhE//ybeF//sgrR//rffM//nuoB//rlmC//ghoT//yfcQ//fieF//tauC//rhaM//apt//eutN//murJ//marR//add//waaB//yqcG//argF//ccmD//ygiV//cynX//clpA//pabC//thiH//waaA//aceK//greB//truB//yibH//ybdH//ssuB//arsR//araD//yhbX//ynfF//htpG//waaZ//rpnB//tdcR//fadI//aroA//hisB//katG//nirC//dcm//gpp//grpE//kup//fruA//nuoG//yiaT//mdfA//yddG//fliS//rcsA//yqjH//yiaA//hycB//lldP//uvrD//grcA//pcnB//rhaT//luxS//dinD//cheB//purF//entA//torI//msrA//recB//alkB//narL//argF//dctR//yjhC//deoB//leuD//topB//phnO//ibaG//aroE//lpoA//bepA//agaV//ycdX//rplT//gmk//tonB//pgm//cueO//mipA//lysU//bioD1//murB//rimJ//dam//mreB//folE//entE//fiu//secM//potH//fimF//sfmA//yfiE//yrdA//helD//purC//hupA//oppA//manZ//adeQ//sgrR//ffh//cmtB//cra//grxD//galU//yidR//ybaL//wza//yeaG//yohD//msrP//sucC//flgE//ppiC//sdaB//yieE//rpsH//ghoS//sad//wecE//gatZ//yhgF//lipB//msrC//btuC//yjeI//dgcE//trpR//surA//flhC//yjgX//hicA//caiE//bioD//cmoM//casD//yggF//dapF//dnaJ//panE//tamB//nudB//ynfL//ftsY//hokE//ppiA//cycA//fliT//edd//ptsN//putP//phoU//ytfE//yihR//yjiM//groS//mqsA//cdd//yjjV//frvA//pyrF//ybiO//hslR//lolE//yhbY//ydjM//paaK//nirC//acnB//frmB//nuoH//kbaY//mhpC//zur//phnH//yadI//menH//lacY//frvA//yhdX//pyrG//moaB//metR//yodD//rho//ydbK//csgB//mdlB//emrY//yeeL//cysZ//betB//ftnB//ybgQ//wcaB//dosP//priC//yjfP//yjjQ//mutM//uup//wzb//yedX//galE//aslB//maa//rpsK//ygiN//rof//aer//wza//fdrA//trkG//nikB//parC//zapC//mgtL//queA//menB//ybdH//yigB//rpmE//xylH//fdoG//hcaT//nagE//curA//prpR//gntP//cvrA//ygjK//ulaB//tcdA//yhdW//mqsR//hscC//entA//pinQ//plsC//aroL//ycgB//zapB//yhjD//ykgM//ampE//aroH//nanS//glpD//atpH//glnH//mmuP//yciA//waaJ//kefC//ppsA//bssS//melR//yieF//ypdC//carA//envY//hprS//rpnA//rplE//sxy//yadN//ftnA//yhhT//tsaC//yhbX//fecD//alsC//tas//eutN//yafC//fre//sspB//rsmJ//aphA//ybcQ//yebQ//fucI//phnC//cydC//rimO//malY//oppF//yhjD//mepS//yggF//yciG//rhaT//clpA//galM//ibsC//ppx//ribF//tktA//rfaD//yiaA//btuF//mcbA//ssb//nudC//nagB//tdcA//glmM//msrP//rstB//nei//uvrA//sdhA//citG//ulaG//diaA//lolD//glpA//queE//yihQ//ecpR//fecD//yjhC//norW//yeaV//paaG//ascG//menF//uspF//mraZ//cysB//ykgA//ravA//rbsC//acpS//ygbN//yehW//yciG//alaE//hybO//fhuB//lgoD//ribD//ybaO//yhjD//ulaC//acrZ//pheP//alaE//glnK//lipB//speD//pdxK//lldP//secE//yceO//npr//nikC//cysK//dam//hipB//sad//argI//ftsN//rbn//thiC//putA//uidA//skp//cydD//hdeA//rppH//nrfC//tdcD//iraP//ilvM//ynbB//ydjH//cstA//ytfE//trpA//actP//nirC//tomB//queD//argE//cedA//dnaG//yedA//tatE//ptsH//tyrS//hemC//clsA//stpA//qseC//def//yeeO//bhsA//afuB//mglC//dcuA//treR//fliM//tusC//pinE//serC//mtfA//moeB//trpB//yhaM//rimP//mglC//clsB//tmcA//codA//ypdF//waaY//cusC//secD//pstS//eamB//exbB//moaD//fadA//pgaD//rnhB//yedF//aphA//pgsA//eutN//chbF//speF//malG//waaZ//trpS//ygaZ//rutG//lasT//yjcE//mgsA//nanT//rluA//bamE//betI//ynfF//cvpA//dapB//dusC//ahpC//ubiF//yjgX//lldR//yebS//citG//trpR//rplR//norR//fimA//trpD//yiaM//hokE//ubiC//mcrA//pheS//yfdS//setC//yjjB//baeR//pykA//umpG//narW//nupX//dnaA//yihR//eutK//mdoD//sdiA//malX//yehD//allS//ybaK//ygjR//puuR//rraA//yajQ//rfaF//tamB//guaB//fhlA//yidP//ldcA//phnP//nuoG//yjjW//phr//yijE//iscU//murF//bglH//ybeY//sgrT//rseB//fklB//yabI//kdpB//avtA//adhP//csgF//nuoE//manY//fau//cueO//gcvH//yegV//ycaO//cmtB//pabA//pnp//elfD//yidZ//tesB//phr//cysQ//mdtB//ydbK//yciF//cpdA//kefG//ppsA//bioC//uup//blr//tsgA//iraM//clsB//actP//amiD//iap//yihS//murA//lexA//ydfH//ypdF//waaB//menE//uspF//ykgO//yegD//guaB//nuoH//nrdH//yajL//
GO_0043171_5	emrB//cysI//kup//elbB//ligA//pta//rimL//sthA//mmuM//
GO_0043173_5	dtd//ycgV//rnc//kbaZ//dinQ//ybdZ//lldR//elfA//
GO_0043174_5	sfsA//actP//tcyJ//ynjD//gntK//ubiC//
GO_0043200_5	appY//nirC//yiaJ//xthA//rffH//rsmI//fixB//yfcR//
GO_0043201_6	solA//
GO_0043207_4	yihX//ttdR//plsC//xylA//agaB//rapA//rssA//fdrA//pspD//yhhT//pepQ//yiaA//rcnA//lpxC//
GO_0043213_7	yadK//lon//glcD//fliM//truA//ydfD//ortT//gsiC//
GO_0043242_7	rplE//yjhB//cysA//
GO_0043243_7	pspA//
GO_0043244_6	fhuC//lolA//dppB//ybiA//gadC//lsrA//ydaN//adiY//pgaB//ggt//narU//ydiK//potH//yeiG//hflX//kduI//xylG//fimG//tmcA//rzoD//
GO_0043254_5	ybeY//narJ//ibaG//gutM//rof//holC//sgcR//ldtA//bluR//eno//secY//manZ//yjhI//fimI//ymgA//rhaT//lapB//gatC//yjjG//znuA//uup//argI//hipB//prfC//ydbK//
GO_0043255_6	puuE//rlmA//yahN//
GO_0043269_6	nimR//sapA//ygiS//torI//rcsA//hemF//sdhD//
GO_0043270_6	fieF//manY//
GO_0043271_6	ydaC//
GO_0043335_3	sdiA//nuoL//ybaT//gpp//
GO_0043392_6	adiY//
GO_0043393_5	purC//
GO_0043412_5	sdhD//tatC//ogrK//amiA//pspG//frc//rsuA//uraA//prlF//yjjB//bepA//ascB//yegD//insI3//garP//ynbD//yfeO//rhsD//rlmI//ybdH//casD//rpoD//gatB//lysC//yieL//ppiD//pdxJ//lamB//basR//dctA//dcuS//fadR//serA//rnlB//hcaC//tonB//yehB//hybC//frvR//rplW//acnB//rluE//yeaD//appA//trmJ//clpS//yfcS//relA//xseA//mtr//cyoD//frdB//ompL//ygjH//agaC//fabA//hupB//yiaB//yfhM//dmsC//yihQ//cspI//pgpB//gadW//intS//srlD//malG//rlmA//pal//zntR//cbeA//xisE//dedD//ratA//nrdD//tauB//mdtJ//osmC//yccA//mocA//lldR//flgI//frlB//ftsZ//prmB//ftsX//cusS//yejE//clpS//yadG//nlpA//fadA//chbA//rcnB//baeR//mraZ//lpxP//dkgA//rseP//tehA//glsA1//entE//adiC//sfsB//tomB//recF//sixA//pgk//yehT//pck//ybeQ//gltD//insF-1//msrP//sodC//rutA//yggT//rpsM//lgt//rplF//garD//lolA//prpC//hipA//dnaG//minD//yaaY//yfaV//yajL//nac//hslV//dsbB//yggF//hprR//pdeD//ygeX//cspG//rpsT//pdeK//mutH//dgcZ//malZ//ybaK//pdxH//kdgK//yggN//wzc//yfcF//proP//rutC//ycfS//ybiX//yadN//ydjL//ubiG//yebK//iscU//mgrB//yejF//puuC//sufE//menD//dapB//kch//rhsD//ybgQ//rbsD//frdD//hemB//pheA//fliD//narY//yhcN//tonB//ydfG//lapA//waaP//hybO//yehT//gabT//pyrE//zntR//feoC//ybhP//yjjW//fabR//dcuD//ada//cydB//yhaM//puuE//mppA//malP//yfgO//roxA//ynbC//envR//yahF//mdtF//ldtD//yciT//menD//yjjQ//pyrH//accC//potA//murA//sfmF//melA//dkgB//yibA//entD//rplB//greB//yphD//rhaB//yiaB//cspD//sucD//yegV//waaY//nfi//corA//ytfP//mutS//der//ccmD//ybdZ//rpoE//tusC//cmoB//sulA//
GO_0043413_4	secE//
GO_0043414_4	amiA//frlA//erpA//yccA//carA//ycgB//glpF//nfi//gatC//fimC//yqcG//mutT//uraA//rfe//menE//ptsH//ydjM//citE//yfbU//ssuB//potC//ampG//cpdB//treB//fecB//fadM//guaD//tus//prfC//yohD//elfC//rnpA//ybjD//araA//hxpA//napF//aceF//yqeG//btuR//fimG//fdoG//rhtB//ybjI//pheA//fadD//hcp//purL//narH//yfeR//ycaO//rhtA//yeaV//
GO_0043433_5	hemL//allS//eamA//murQ//waaA//metQ//
GO_0043436_5	fdoG//yhjG//yebK//gpr//hypE//osmF//rsmB//cspI//pbpG//fmt//cspB//yggW//ispG//lasT//ldcC//sgbH//ilvA//lpcA//yieK//ynfL//elfG//narZ//frlA//pheT//menE//ogt//mfd//norV//prs//opgE//edd//argF//tdk//sfsB//puuD//umpG//folP//uxuA//nagK//yagJ//yhjA//narG//ypdI//ihfA//arnT//otsA//degS//ybcQ//relB//trpR//nhaB//uvrC//mntP//acnB//ulaF//hcaE//clpS//hybB//cyoA//erfK//rffG//preT//gshA//rutC//thrC//mtlR//cpxR//aspS//yjcO//yfdG//rspB//yqeG//rusA//hxpB//rluA//fnr//gatZ//bioC//yqgF//uraA//nei//apt//nusA//ldtD//rcsF//appA//yhjA//cysP//ynaE//rluE//ydaC//ydiB//rhtC//tauD//ushA//nuoH//hycB//yghO//metB//adiC//aspC//dcuB//lasT//yagU//pflA//ydcI//flgA//hemA//mukB//cbtA//smpB//mhpA//ung//menB//hycA//mtlA//ddpA//phoB//ttcA//ybcL//ibsD//flgI//dapA//elfD//basS//uvrB//hemD//ychF//caiD//thrL//pdxJ//cpxP//fepD//intA//yfcG//yhbY//lptA//metE//ynfE//sufB//holC//hscC//nuoN//cadC//crcB//yajQ//aroP//mlc//bglJ//moaD//fdrA//yggD//casC//viaA//dnaB//queG//chpS//hybO//wzc//ydbD//ybcQ//nsrR//arfB//uxuA//iclR//wcaC//clpS//sdhC//glsA1//bepA//lsrG//acs//aceB//kdgT//rpsT//mcrB//amyA//argF//bepA//yfdO//rpmH//gudD//dgoT//ybfE//ybiH//pheS//hiuH//tonB//cytR//alsK//rsuA//hyaB//selU//hemB//rapZ//ogrK//nagA//bcsQ//nlpE//lplA//ribD//yagF//cysD//proV//tisB//gcvA//tatC//gudX//rpnD//hybD//ynfE//mltB//recC//ligB//yehC//dgcJ//ulaD//acrB//glcF//napB//insA-1//aroA//kdgR//perR//mhpT//yiaU//lgt//umuC//ttdA//gabD//nrdR//fliG//xseA//fis//agaA//wza//gfcE//psuT//bcsQ//fixC//yehX//thyA//accA//gabT//iraP//paaZ//yebG//hypD//ftsH//iraD//metN//yicJ//nanA//narY//yraR//yiaB//rffG//pgm//rspB//hypF//npr//lpxL//yfeW//ppx//arfB//waaZ//fucI//ribD//yrdA//dpiB//ubiI//dsbC//yehU//rihA//ccmF//pdxK//ypjD//yhbS//wrbA//ubiI//kdgT//yadG//ybaQ//waaC//trpR//yqaB//azoR//sdaA//metQ//yqaB//hns//yafE//ytfE//rnhB//mltF//nupX//yejB//ddpX//ygeX//sgcC//fruB//ymdB//yggE//uvrC//dpiA//yahK//fimZ//cho//hha//secM//metE//mrr//ybbY//pphA//ddlA//secF//lpxK//rutE//appB//cmk//sbmA//pdxH//ybaT//yfcS//nanR//kdpC//gltK//matP//ftnB//ompN//gutQ//rutD//arnF//rep//waaS//rhaS//erfK//clcB//cyoE//adiY//ilvA//yeeL//potG//mog//fepC//bamB//ybcQ//malF//mukB//dgoR//gcvT//cedA//nagZ//prmC//ychO//proS//aphA//agaA//elfG//yobF//asnA//cmtB//cynS//emrK//mdtM//tdcR//dtpD//bcr//ynaE//gnsB//rodZ//gpmM//ycfL//zur//gatZ//nhaB//rpoA//lpxL//ybgI//yciV//yfgO//lplT//ycjD//melB//bsmA//queE//rlmJ//gpmA//yeeO//creC//rtcR//allB//zntR//mlaB//insA-1//ychF//fabH//otsA//lepA//paaF//nrfB//ydjK//dgkA//yneJ//fumB//adeQ//atpG//wecC//yghU//setA//murQ//ilvB//asr//maeA//glsA//slt//yfhM//asnC//insI-2//nemA//upp//gpt//mrdB//iscS//gltK//rpiA//rhtA//malP//alsB//ruvA//tatC//yfaV//amiD//bsmA//frc//livJ//ubiF//dmsB//rlmJ//sdhA//ynaE//yciV//uvrD//oppA//alsC//mdtF//ybjN//agaW//
GO_0043438_6	rhoL//
GO_0043442_6	csiR//
GO_0043455_5	frlA//hisP//elfD//prmB//
GO_0043456_6	ynaE//
GO_0043462_6	flgD//raiA//nudF//fdx//galE//rpsK//
GO_0043467_6	hns//gph//
GO_0043470_6	acnA//degP//ybdZ//yfgJ//
GO_0043471_6	stpA//nhaB//nuoE//
GO_0043484_7	nanR//
GO_0043487_4	rhoL//mltF//folX//lpoB//pfkB//recE//
GO_0043488_5	uraA//sodC//murC//rhaR//yagE//
GO_0043489_5	rzoR//
GO_0043543_7	xylB//rhtB//folP//lysA//proS//hybO//pal//secB//ptsI//ompL//cobC//appY//plsX//
GO_0043545_5	wecC//rcsF//lpxB//glrR//nupG//atoS//mdtC//ptsI//tatD//phoE//rplB//
GO_0043547_7	lexA//pdeD//entB//
GO_0043549_6	rpsH//rdgB//
GO_0043555_5	aldA//potA//
GO_0043562_6	yfaX//metN//
GO_0043570_6	slyA//uspC//ilvC//
GO_0043571_7	gltB//trpA//lrp//
GO_0043603_5	mhpC//yihV//map//satP//agaW//cmtB//yedX//tabA//gltI//arcA//glsA1//leuA//yhbY//arnA//menD//tadA//ilvL//bioP//glsA2//hslU//proP//ydhC//gatA//pyrF//feoA//ccmA//mepS//opgD//patZ//bglB//katE//purR//rsmJ//ydcO//yidZ//livK//pbpG//rpmH//ftsY//sfmF//sgbH//ydjE//mutS//ilvN//ppsA//zraR//bamB//hemN//sfmH//argH//rsmC//waaL//yheT//rplI//yfaL//umpG//yphC//rlmM//lpxD//lptB//ybhJ//rpsB//dinI//baeS//dcuC//ybdH//nagD//yggN//paaJ//guaC//yejA//phnC//clpB//yahO//murD//cysH//rffH//yfgO//hemL//ynjD//yaiP//zraS//truB//lexA//tdcE//tehB//ydiB//adiY//yegV//hflD//uvrB//araF//pdxH//seqA//hcaC//yfaU//waaG//galE//dhaL//bluF//sdhC//mdtL//cusS//hyaA//msrC//tsaC//flgK//shiA//radA//tynA//flgD//fliM//ubiC//nuoM//abgA//emrB//rpsN//yccS//paaD//ypjD//rcsF//fieF//tdcR//truC//avtA//pstS//hybC//
GO_0043604_6	adeP//ribB//fadB//torS//pstS//nhaR//metE//nlpI//mdtC//gshB//tnaC//yfiE//kdpC//ygfX//crr//tldD//metQ//norR//betB//mdtA//ybiO//rpiA//opgG//agaW//rplB//queD//manA//ybiY//cheW//yiiD//serS//ybjN//yhhY//ygeW//rpnB//bioH//ybaT//gppA//ydiP//ascG//kdpF//folD//waaL//flgE//cusS//yejA//kdsB//kdpF//lysA//ygaH//fabZ//bssR//lptA//rcnR//narQ//hyaD//rutR//hisM//yhjC//puuD//priB//gntK//rpmA//yohD//tesB//phnP//ycjW//cof//sucC//pyrE//yjiA//mtlD//rutA//pnp//mukB//plsC//waaU//insI1//recT//dusC//rpiR//katE//hflC//lon//agp//cra//ygbI//cusF//envR//abpB//gmhB//fucO//pgaB//yfhM//pckA//rcdA//glgP//cysN//gpr//
GO_0043605_6	ileS//ybcM//cho//yneL//mmuP//
GO_0043610_4	pspD//
GO_0043624_6	essD//ftsA//spoT//yqiG//lplT//yiaJ//cueO//
GO_0043628_9	yrdA//yiaJ//ruvC//
GO_0043631_7	flhD//ybcC//
GO_0043647_5	cysI//proA//
GO_0043648_7	tsaE//rfbC//glpF//intF//yjiQ//rffH//fixA//ybjL//ybhA//emrB//ydjK//dfp//fadE//kch//sdhC//eamB//endA//acpH//sufB//apt//yehB//ribA//mgtA//opgG//ypjD//ulaA//mdtO//sfmF//sdhC//gudP//aroG//rhaT//dut//nudF//rfaD//malP//yggD//ldtB//garL//lgoR//rplS//soxR//narJ//recO//mlaE//ulaC//flhC//ampH//dsbA//yahF//norR//moeB//kdpB//rpmJ//ydjM//yahI//hybG//dut//fabD//trmB//yfiE//patZ//nlpI//proP//flgC//mnmE//idnK//gltP//uof//cspC//tisB//ulaD//phnO//uidR//
GO_0043649_7	rffC//ubiF//tyrR//ymfK//hlyE//minD//cspI//fieF//bolA//yghO//truA//
GO_0043650_7	ulaF//lexA//lpxK//feoA//serB//ynfH//ulaF//zntR//ftsE//lpxL//melA//deoA//glrK//eco//cpxR//thiH//wzzE//hyfF//lysO//ynhF//opgC//diaA//ridA//mhpC//yfdR//lysP//sthA//
GO_0043686_7	folE//
GO_0043687_7	menF//yafO//dkgA//mnmG//rplW//fabH//upp//
GO_0043708_5	yjbB//nei//kdsB//waaQ//narH//trmO//recG//waaL//ycjP//mdtG//dinJ//cra//lon//uvrD//pdeH//
GO_0043709_6	holD//citX//miaA//yggN//deoD//setC//ibsC//tsaC//dnaG//
GO_0043711_5	pfkB//dgcT//rnb//metR//ydhJ//sfmF//ileS//hcaR//prs//gpp//gmk//ybfA//trmD//rpmB//galP//clsA//lysU//znuB//livJ//xdhB//nrdR//
