#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	sad//sixA//tolQ//ydeT//
GO_0046484_5	cvpA//ubiX//
GO_0046486_5	alaC//nrfF//lacZ//psuG//dcuS//katG//envY//waaB//asnC//nmpC//rffG//tap//kdpB//gcd//codA//yaaU//
GO_0046487_5	gpmM//adhP//yhjC//rsmC//ygiS//rplE//yjiQ//argK//moaB//ypdF//bamC//
GO_0046490_6	hcaR//nuoF//ymgA//xdhB//ssuA//
GO_0046493_6	nrfE//marR//murR//yfcR//rplM//gabT//hflX//pfkB//pyrF//purC//
GO_0046496_7	infC//cpdB//idnO//srlR//uxaA//ybcJ//ugpA//melR//recC//cueR//phoR//ybaO//waaZ//sgcB//kdpF//proV//yraI//ybcM//frmB//ybdR//cmoA//lptC//tmk//scpC//yafN//xylB//ydeT//yjbH//nuoG//hemN//adiY//fumB//yiaN//btuE//livK//lnt//zraS//fpr//
GO_0046498_5	malQ//
GO_0046500_4	yfeO//
GO_0046501_6	ydeT//hybB//cysG//oppA//sfmD//queF//holE//leuS//
GO_0046502_6	ampH//
GO_0046503_6	yfdR//
GO_0046618_6	lapB//yqgF//yjjQ//paaK//chbF//yegT//ybeQ//
GO_0046653_6	nfsB//waaG//nth//znuA//luxS//ydiV//gntT//yrfG//cydD//ydeI//arnB//osmY//narV//
GO_0046654_7	rpmB//emrB//yehZ//adiA//ycjP//pfkB//ydiV//asd//cdgI//
GO_0046655_5	fhuD//dosP//bepA//flgI//rfaQ//hipA//waaP//trmJ//ycjY//
GO_0046656_6	ycbX//mog//purT//frwC//ycfH//aceK//dppF//
GO_0046657_6	rlmL//yagE//
GO_0046677_4	arsC//rlmD//elfC//yfgO//mglA//torR//sapF//gcl//dxr//mcrA//asd//amiB//yjiY//murF//gstB//metN//ybaQ//ssuE//yedA//ybhS//fryB//mepH//speG//pepT//yjbF//potC//acrZ//intA//rpsM//clcB//dxr//ydiO//rtcB//glcB//yajD//rcsC//rpsE//pabA//csiR//ftnA//ybjG//intS//panB//shiA//insI3//cysD//htpX//lpxB//chpB//sanA//dnaX//pitA//tdcD//ygjH//rlmG//fixB//rffC//pdeD//mhpR//yhcH//ssuE//glxR//elbB//wza//mutH//cas3//gudP//menF//setB//moaC//yjjX//bacA//ydjL//glmM//rpsJ//chaA//pdeH//ftsQ//opgD//potG//queG//
GO_0046678_5	pgl//csgD//
GO_0046685_4	yfbU//yphC//menB//nadC//
GO_0046686_6	coaD//ftnB//bioD1//fdoH//
GO_0046688_6	valS//yagF//sthA//malX//rfaF//nudB//pth//hcaF//ycjW//yabI//cpsG//rsmF//zwf//
GO_0046689_6	gmhB//narL//
GO_0046690_5	hokB//tatD//
GO_0046700_5	hisF//tauA//lipB//yojI//yceO//ppsA//mqsA//deoB//cusR//glgX//yjiM//recE//cspA//intA//ptrA//tqsA//xylA//truD//clcB//xthA//fliG//fdnH//yejA//map//ynbD//rimP//secF//gpmM//hfq//yedP//uspG//yggW//pflB//mntS//artJ//ycaO//ansA//dut//adhP//mlaC//amyA//srlR//ydjM//frdB//prfC//xapB//ynjA//yhaV//fcl//pnp//gudD//accA//yefM//caiT//rodZ//mdtG//mcbR//fumB//secM//fbaA//rpoE//hisQ//mscS//queG//valS//fhlA//surE//bioB//metK//ccmE//yfeW//glsA1//dsbA//yiiE//gnd//lsrG//holD//arsB//ygcR//argS//flhC//folM//purD//mcrA//cysZ//ralR//xylH//codA//rpsQ//artI//yihQ//secD//pdxB//sucD//yggD//nrdA//otsA//ugpE//ftsE//lacZ//
GO_0046710_8	folX//
GO_0046718_8	yieH//bglH//elaB//yhjG//mdtG//galU//glk//
GO_0046777_8	torA//eutN//htpG//polA//yaaU//dgcQ//gutM//tusD//galK//yihI//feoA//yojI//cspI//ppx//allD//rplA//ybiY//sdhA//argI//glrK//dgoR//mtnN//rppH//fimE//ompW//bacA//ompR//hypD//gcvH//fimH//sodA//pdxK//
GO_0046813_6	scpC//
GO_0046834_6	dinQ//
GO_0046835_5	rpoH//hpf//uvrY//lptB//moeA//dgt//yjjX//groL//sufC//pnuC//yacG//mcbR//phnP//gatY//topA//ynhF//fimD//selU//mhpR//barA//insE-1//creC//proC//mgrB//
GO_0046836_7	cysQ//nagD//cutC//
GO_0046838_5	yehY//cdaR//
GO_0046839_6	cutA//
GO_0046855_6	gpp//dld//
GO_0046874_5	xisR//rraA//
GO_0046889_7	minE//
GO_0046890_6	trpR//kdsD//cytR//
GO_0046892_8	zapA//
GO_0046900_6	lolE//
GO_0046901_7	puuA//
GO_0046903_5	mgtL//gstB//yggX//ygaZ//rimL//minC//rfaG//
GO_0046907_4	leuA//yigL//wcaB//yafO//caiD//hyfC//ftsI//fhuF//dctR//sspB//folP//
GO_0046916_8	rpsA//parC//mscL//pheS//pspF//astB//yggF//manY//bcr//bcp//melB//yjcE//ubiG//prlC//treA//sucB//fdnH//
GO_0046939_7	gcd//dgoT//rffG//zipA//ftsZ//ispF//yejB//rplB//galS//pabB//araA//nikB//fucP//flhA//ttdA//prpB//aroG//zapC//potE//udp//rpiR//folM//livM//lsrB//
GO_0046942_7	ybiY//umpH//ybiS//frlC//ubiD//yhaO//mtnN//glpK//aroG//zapB//nrfB//pstB//citT//rclA//dnaN//waaJ//tbpA//amiA//xylA//cutC//paaK//lacY//ydjL//kdsB//rhaB//fryA//truB//katG//rnt//ubiE//rpoA//pflB//cyoB//murE//selA//ygbM//pncB//pstS//csgD//insI-2//chbG//hycI//dtpC//yjbF//ldcC//bglB//metC//ftsN//yphF//cobT//ydiQ//tomB//hchA//rlmF//lon//nlpE//cstA//yciE//ybaT//yfjR//yghW//astB//gmk//ftsB//ilvH//yagG//ypdF//ynhF//yagU//insI-2//yqeF//holE//yqaA//opgE//hdeD//yqaE//rhaT//ldtC//bamD//tatD//hupA//dmlR//lspA//rimO//araG//gcvT//pdxH//seqA//tsr//gspF//ymfK//atoB//rimI//hcaB//rutD//yafC//prkB//exuR//yghG//yeaE//pepA//dxs//arfB//ymgA//ycbU//rsmA//ychO//cydD//glcB//ydeE//rpmB//
GO_0046944_7	tyrB//
GO_0046950_4	kdpE//
GO_0046952_5	tatA//
GO_0047484_6	prmA//
GO_0048033_5	kefF//
GO_0048034_6	yjeI//
GO_0048255_6	dacB//
GO_0048473_8	lptB//ydiK//mgtL//
GO_0048518_4	rhaR//yeaV//ulaC//rhaS//hslJ//clpS//chbF//ydfG//tcyP//ogrK//fdoG//rffT//yiaF//araH//parC//hpf//grpE//gltK//rlmM//ugpA//marR//hyaC//satP//ybiX//serB//yagG//rclR//rpnB//radD//glgS//idnD//umpH//tsx//nirC//kdpC//rhaB//envZ//adiY//yjtD//artI//rutF//rfbD//gspI//cvrA//leuO//patA//hdeA//seqA//mmuM//ybaL//yeiG//fimZ//yebK//otsB//fimB//ppsR//yghU//yqiI//acpS//hicA//hflC//argK//pinE//yjiQ//ycaN//rraB//hfq//nanA//ycjD//ypdA//pyrL//hflX//proW//pgk//uhpT//afuC//sspB//ampG//gltX//ffh//dapF//dsdA//yddA//uspG//ssuB//murR//yihI//yjaZ//hybG//lptC//hrsA//alsK//cysP//livG//hcaE//potI//osmC//sixA//waaO//dcuB//gatZ//gyrB//rbbA//pcnB//dps//dsdC//lit//curA//dhaM//mdtI//glnE//ubiB//
GO_0048519_4	mppA//mdtB//ygcW//nupG//ycjU//menH//hisA//rtcB//rhtA//yehU//ydhJ//yfaV//hmp//mdtA//creC//yihW//yiaA//kdgK//oxyR//trkH//yahF//hscA//ugpE//mutM//bioB//pspG//rsuA//modC//puuP//ptrA//rihB//mcbR//prlC//queE//pepD//feoB//ydbK//wzc//yqcC//ompT//torS//norR//fadB//rutC//moaD//grxD//trmA//yjeH//cobS//roxA//ybfE//allC//nth//mdtJ//ftnA//flgM//yfcU//rhaD//hflX//caiF//ycfS//tilS//crl//era//xylR//dmlA//chpS//gutQ//yciG//intQ//sdhE//kdgT//greA//pbpC//yegV//glpD//metQ//yqeG//bioD//hscC//dgcT//flgB//cecR//ralR//cspG//plsX//truD//hflC//agaS//ortT//dppF//ftsY//rlmC//lacI//gnd//nanS//mzrA//serA//djlC//tdcC//cysD//ruvC//eamA//argF//glcE//dgcT//srlD//hyfR//rluE//ycfH//secE//phnN//elfA//hslR//moaB//queA//yebS//yhcD//rraA//hchA//mlc//mliC//mraZ//agaA//yqcC//sbcC//yejF//gntR//hemG//dcd//tsaB//gutQ//yajL//yihR//mliC//rihC//epmC//mgrB//ribC//insH-5//ydcZ//suhB//fucP//ybdR//opgH//adeD//ydiB//ybbW//yraH//yfiC//rfaE//epd//aroF//envY//tsgA//hdeD//tsgA//phnG//yfeR//ymfA//yeaD//panF//opgB//rlmH//ltaE//phnN//purT//argA//cadC//xylE//lolB//greB//gfcE//dmsA//fadJ//hprR//yfbU//yadM//icd//groL//trmJ//
GO_0048522_5	dcuC//mepM//lgoD//ggt//glmM//csgB//pntB//yegT//yhdZ//hybO//qorA//dcuS//yceO//exoX//napD//ypdB//ydfH//opgC//ulaG//fdoG//dkgB//secA//brnQ//lnt//uof//lsrB//mepM//cedA//murF//frwC//rhmR//pabC//rpsP//ubiG//nemR//ampE//rbn//gltB//glpT//smrA//elbB//ykgA//glpK//ybhD//mnaT//phoA//ybbY//ttdA//prpR//chaA//erpA//glxK//tyrB//dcyD//dhaK//psd//xapB//mhpB//yegT//frsA//mreB//lamB//degP//arcC//iscU//ydcZ//lpxH//cydA//higA//speC//cusB//yedL//rpsQ//pckA//yjaZ//yfiF//selB//sapA//srlD//ldtE//proB//ybeQ//ynfF//metQ//ymgC//mnmC//ybhF//thiM//nanK//malS//ilvH//paaJ//accD//xapR//glsA1//groL//tonB//cdh//
GO_0048523_5	rsmG//ygaH//pfkB//gnsB//oppC//pfkB//lptC//ompA//zntA//ihfA//yfcU//groL//znuC//yieE//mlaD//lhr//yojI//trmH//agaR//kdsC//flhE//hipB//lptD//ibsE//agaR//btuD//ribC//elfG//purB//rclA//yafE//pgsA//proS//moeA//sodA//cheB//yfjV//rpsI//fruB//frvA//cynS//citE//tig//dgoA//flgD//metE//mobA//tnaA//zapE//caiB//entC//aldA//yahB//murE//cynT//paaH//ldcC//gpmA//kefG//hemL//yggE//alpA//lpcA//polA//dgoT//satP//bolA//ybiW//tsaD//rhaT//ccmF//cobU//uxuB//mtlA//yejE//ycdY//hflC//rpsA//purU//ulaA//yhjR//kdgT//pinQ//paaD//fabA//dnaJ//acrB//hflC//waaC//rutD//rpsR//evgA//actP//uxaC//yhcD//sufE//gluQ//hybB//dsbD//aroG//rclB//ygiS//yhbS//yajQ//yggP//torS//ppx//hofP//panZ//malS//pstB//yjaZ//rplX//pheM//znuA//fepE//glgP//nirB//acnB//ansA//lacI//pdeF//cobS//rhaR//prmC//ygeA//rutE//tar//fimI//sodB//paaD//cysU//manX//rdgB//cspG//rcsD//ppc//yejF//rarA//oppA//pphA//rplP//gapA//oxc//gcvH//acrE//mdtC//fryA//ttcA//yodD//lpxC//entA//aer//rnb//ortT//murG//atoS//
GO_0048583_4	rpiB//ilvM//mhpR//
GO_0048585_5	rrrD//
GO_0048869_3	mraZ//
GO_0048870_3	yfeW//mmuP//ribB//dppF//tatB//lipA//infC//lpcA//sufC//fruB//cadB//ampD//ruvA//glsA1//cobC//pgl//ydhJ//bioA//moaA//rpsG//paaB//roxA//rrrQ//argB//mlaF//ygjH//fabG//higA//basS//dinD//ybdO//glnL//tolA//argI//grpE//ydcP//
GO_0048872_5	recE//accA//tauA//rhaD//
GO_0048874_4	uspC//tdcA//rhlE//treB//
GO_0048878_5	cmoA//zur//lysO//fepD//umuD//relE//manZ//gpr//epmA//yhbY//yjhI//hemA//cbl//speE//xapB//ackA//umuC//yaiW//rtcR//fabG//bamC//lacZ//gloA//rplB//ddlA//mcrB//rpmF//tonB//lysC//dnaA//clpS//ygbI//ygcW//gadB//ribE//cysE//crp//araD//nudC//mreB//
GO_0050427_5	umuD//
GO_0050657_7	alsK//dnaT//
GO_0050667_6	clpB//yggF//napB//
GO_0050779_5	cpsG//
GO_0050789_3	tap//rfaC//phnG//cedA//aaeA//yjbB//decR//vsr//ttdT//acrZ//cycA//cutA//proW//ygbM//kefG//clsB//lsrB//wecA//mrcB//rbsA//purA//trpD//rpsN//yhjA//yafC//bioA//rarA//ygbN//arnA//lgoD//rlmN//rph//opgH//ruvC//cas2//aroD//dgt//yhdW//lacY//arnB//ygaZ//ydeM//nuoN//ychF//mdoD//dicB//prfB//nadB//fieF//frvB//rpmA//waaZ//rpiA//yebQ//fumB//casD//rsuA//artM//hchA//alr//nusA//cheB//mutH//yhbS//frwC//gpsA//rluA//kdgK//dtpA//trmD//gabT//ftsK//rpoD//ubiH//trmL//waaO//umuD//artP//panD//accB//dsbC//dut//mzrA//nuoL//yibF//mltD//sfsB//mtlD//rpsQ//yneL//glrR//rhaT//rpmC//iclR//rclA//gpmA//kbaZ//fabA//trg//tdcF//uvrA//hybB//mcbR//ygaH//casC//yqiG//clpS//elaA//ybhP//gspJ//ssb//insA-1//aidB//flgJ//rimP//norW//fmt//bisC//menI//lpxL//symE//trmB//prmB//cdh//sfsB//yjcS//srlB//cirA//uup//evgS//narG//tisB//cysH//bioD1//zapE//yneL//frlA//malP//parE//rplK//ompW//tadA//cysE//waaY//kdsB//rpsL//cca//pdxJ//btuB//garL//ftsH//fadI//cdsA//yeeJ//eco//tehB//csgG//hypA//xseA//tsgA//eco//ftnA//ftsW//hisS//gmd//frdA//ybhD//nagK//yfjV//mreB//yhjR//fecA//mgrB//gfcE//yfcU//rluE//ompG//lpd//ydfK//entF//galM//rplD//yciF//lptB//yfcF//dcuS//rpnB//glnD//spoT//agaS//glnB//nlpA//hycA//rnt//tsaB//pinR//fcl//argD//tufA//mlaE//ybhR//chbC//nadK//gntT//queC//chbB//tatE//selD//ydeI//fimE//yahK//hrsA//gdhA//paaH//arsC//ydeT//rcsC//purC//setC//uraA//paaD//ychF//pheS//ypdA//glgS//lon//rpmC//fdhF//mmuM//entF//azoR//gabT//gfcE//zapD//patA//eno//gpr//guaD//rnc//gcd//ppsA//tus//cpdA//gloA//cpoB//dnaC//acrA//napB//dcuS//phoE//ptsI//tatC//rssA//csgB//hypT//mcrA//rnr//yceO//yddL//yhjD//yidL//malE//fliA//cspD//patD//nrdE//radD//yefM//pyrH//ycaO//yneL//sfmC//yfdO//yhaJ//ydaV//ispB//torS//chbC//dacB//tktA//fecB//pta//tdk//gdhA//rplC//acnA//rhaB//garR//rluB//tnaB//glnA//acnA//yagU//yjiA//eutN//mqsA//hemE//gloB//ydfG//ibsB//radD//glmU//yccS//uhpC//tilS//exuR//hofN//ivy//helD//rpsG//mhpR//alsC//cbtA//gabT//yjeI//gluQ//yidP//yieH//gltB//ibsA//rclR//dacB//ycaN//dnaG//gadA//nrfE//flgI//amiD//ompR//ydaV//rplN//cvpA//ydcR//seqA//cysQ//rrrQ//flgF//uhpA//nhaA//manZ//trpR//queE//cusC//bhsA//mpaA//sodC//dnaT//araB//adhP//ldrD//yjjB//cysN//slt//mglC//yiaF//flgM//yeiG//topA//nrfG//ftsB//kbaZ//lepA//yifB//rpsK//gltX//paaJ//grcA//basR//hcp//tcyN//cyoD//hsdM//torA//rsmD//cobU//miaA//bacA//yjtD//ybaM//nuoN//fabA//rhlE//pstS//ynhG//rhlB//yqgF//nrfA//lpd//lrp//cca//acnB//cspI//narK//cbeA//yggW//mdtI//recG//yhjG//speD//ybfA//tsr//yhbY//pppA//kdpC//lpoA//torZ//ssuC//mngR//fabB//mdtN//uxuA//acnB//tolQ//tig//nudB//ynaI//livJ//rfbD//fecB//yfjV//dppC//glnP//yhcF//ldcA//ligB//yggX//surA//yedL//ypdF//rfbC//pepD//amyA//cbrA//cyaY//yjjX//potA//lpxC//speF//stpA//fau//lplT//yibT//mpaA//lpxC//thyA//ffh//lpxD//hflK//atpA//nuoI//sugE//ybjD//rbsB//citG//fdnG//yfgJ//sfmC//paaG//lsrA//hrpA//dinI//hofM//aas//atoC//yidZ//uvrB//pstC//lsrK//yhjD//yhdH//msrC//yijO//rsmC//djlC//hofC//pspG//blr//cyaY//dcuB//ydjM//helD//hemH//insB-4//yoaA//yfcS//prfC//ghoT//narZ//pitB//icd//pyrF//ynjD//intQ//fis//bssR//dinG//zipA//agaV//dtpA//cbpM//ycgB//
GO_0050790_4	ygiV//pdeL//rlmM//rbsC//waaS//groS//ygiB//lsrB//yghW//uspF//yjcO//tomB//ydcR//pyrH//proS//leuA//melR//aspC//fhuD//pfkB//cfa//hemN//yddL//ymfK//tar//sufD//dauA//eutD//gspF//yeiE//dmsB//nadE//galR//yjfP//ivbL//fdoI//fdoG//modC//prfA//yhjR//pdxH//mutL//zraR//yhjR//napA//rbsK//frmB//yadN//purL//rpsK//yneL//fucK//ruvC//rihC//apaH//ymgC//hslR//yghW//yidR//psd//mglA//mdtF//dtpB//
GO_0050793_4	rpsQ//narJ//kdpE//fliS//holC//livK//agaS//thiE//maeA//rffT//rbsD//yebS//minE//rseB//ortT//rutD//
GO_0050794_4	borD//fimG//glsA2//glpF//torZ//yidZ//btuF//yggW//tolC//bfr//fliG//lepB//adiA//lptE//ydiF//rayT//eptA//paaB//fdoI//btuC//iscA//comR//lplT//lptF//pdxA//gudP//mhpR//flhE//yraH//sdhA//trpA//miaB//clcB//yhhY//yhaV//yiaU//rcnR//cheR//mhpB//yjhG//phoR//prkB//fabH//thrB//ligB//gcvH//acrZ//yejF//higA//ccmC//yihO//yeeJ//tdk//dgkA//cpsB//yfdK//ydfG//gloC//purU//uhpB//ybiY//ompT//ydhK//fhuB//cysH//ulaF//hisG//yiaU//ybiH//yahD//hisQ//gluQ//gltI//gadA//lldD//tktB//yjiA//gloA//yphF//caiB//ilvA//uidA//mscS//alaS//ribF//lacZ//ftsQ//rplN//vsr//lptE//cynS//melR//ybiH//nikA//sspB//sufA//cusC//phnG//phoQ//ascG//sufB//bglH//metQ//yadV//erpA//yihL//frsA//hflK//dtpC//rutC//glnE//yfcR//marR//ilvB//araD//yejA//ychF//ycdY//nuoF//yfiR//ybaK//wzb//nhaB//patD//ybcJ//dnaT//nimR//lsrA//argC//rarA//rsmA//gadW//rcnB//intA//sapB//yidP//fcl//trpS//pepB//lysU//murB//yggN//yphC//fsr//rcnR//dsbC//uacT//adeQ//tisB//maa//glpB//yihV//ybdG//dsbA//ydfK//yedF//mug//yjiR//aphA//paaB//ycjP//yhfK//ycaN//yagU//aspC//yegT//kduI//moeB//acrB//livJ//frvA//aspS//holD//ftsN//mntP//gloC//dppB//polA//glpK//ybjN//ddpX//panC//yegD//dhaK//xthA//waaF//kgtP//rlmL//scpB//lpxL//rfbD//ycjD//mcrB//argD//ldtA//dxs//sgbU//greB//ymjB//cdsA//fabZ//ompT//mreB//aspA//erfK//hcaB//hokB//mngA//mpaA//fadK//mcbA//ybcM//dcuA//glgB//tdcG//mdtC//elaD//dctA//pgsA//dmlA//acpH//lplT//yebK//abpB//mrdB//pagP//uacT//tilS//yjiR//umuD//sodB//ftsQ//pinE//frvB//gcvR//bluF//ibsB//acrR//degP//ytfT//prlC//lit//fkpB//panC//araH//lpoB//ruvC//uspF//yjhI//yahN//mngR//ybaM//ygiW//sgrR//paaD//trpS//clpA//leuB//dapF//apaH//cysG//yadK//dacB//adhE//menA//uidA//fepB//mog//fhuB//ratA//argO//fixC//rlmL//yobF//lipA//ydjL//trpS//lrhA//araE//entE//fkpB//folE//yobA//phnM//mreD//nanA//selU//yidK//cysD//rsmC//cheR//yggF//nagZ//uxuR//cysH//yddA//hyaB//rlmL//cysK//ydfK//dkgA//hypB//btuC//tag//groS//alkA//skp//xylR//envC//artQ//gudP//adeP//glk//hsdM//dtpA//adeD//cspE//rmuC//bluF//cysH//priC//tktA//atpE//ilvN//yjhB//narY//atpD//pspA//purD//ulaC//xerD//phnO//yfcA//aroP//rhoL//preT//yaaU//trmI//ymgF//yfjR//dcd//paaE//iscA//cfa//aceB//narY//ahr//katG//astB//rhaB//yieK//cecR//rfaD//dmsA//hipB//minC//nuoL//wza//bglJ//hlyE//ybdO//yjjU//sdaC//potC//ibsA//yfjR//tdcF//hisM//yidH//tcyJ//paaG//aroA//fetA//gsiD//mnmG//ftsZ//talB//lysU//sufE//holB//bssS//fepB//yhdW//rfbD//modC//mhpT//zapA//dtd//mrr//waaU//murF//chiP//opgD//gloB//sodA//miaB//cusB//yciA//livJ//yfcG//moeB//dinG//flgG//rpmC//coaA//exuT//pnuC//clpB//ybcJ//rzpR//truC//cydB//yqaA//mltB//fieF//nfuA//mdtN//srlA//glpD//hcaF//spy//ugd//ccmE//bamB//fimG//ydcP//nudF//cheA//ilvC//cysM//cdd//sdiA//ygbM//yjjU//ygeR//ppx//fliK//potC//evgS//sbmC//rlmF//rpsN//hflX//mltG//cvpA//sfmA//rusA//mcrB//tdk//glgA//mntR//sstT//trg//ugpB//tisB//rzoD//sad//yafC//malZ//frdC//ade//rseB//elfA//ybcL//tusE//
GO_0050801_6	hisI//entF//ldcA//yedA//cas2//tmcA//waaB//fepB//pepT//dctA//corA//ahpC//ybdO//mmuM//queE//cas3//ycgR//nlpA//tsaD//nrfF//lysP//manA//wcaJ//kdsA//dnaC//arfA//rrrD//mdtI//rpmC//rpsN//torI//ydiB//radA//yadN//exuR//murR//
GO_0050821_5	eutA//mcrA//lldP//torC//abpB//
GO_0050918_5	yhjA//murQ//thyA//bssR//
GO_0050919_5	uspC//
GO_0051027_8	phnK//phnK//
GO_0051049_5	trpC//fau//hscA//cynS//hupB//mntH//narP//trg//ycjD//tas//btuB//argF//
GO_0051050_5	pgpB//recX//fabB//
GO_0051051_5	envY//bisC//yecS//
GO_0051052_6	insH-5//actP//mepH//pphB//yidE//folP//rlpA//maa//ydeE//ytfR//ydaN//pckA//yidZ//cbpM//
GO_0051053_7	ydeO//dcm//alaA//ndh//hycI//amiD//
GO_0051054_7	ybaO//nirD//
GO_0051055_7	ispA//
GO_0051083_5	bioD2//
GO_0051084_5	rsmA//yadN//yjhP//ydhQ//caiB//ydcP//flgE//
GO_0051085_5	ung//ftsP//holB//rluF//kduI//scpC//hypE//
GO_0051090_4	ynfF//glgB//gmd//yahO//prlF//rffT//pdeL//yggN//
GO_0051091_5	uvrA//rluD//
GO_0051098_4	tyrS//rpmA//
GO_0051100_5	bioD2//xisR//
GO_0051101_5	yqaB//
GO_0051103_7	ybdN//glnA//
GO_0051128_5	iscA//rluB//ais//ebgA//hofN//bioD//feaB//marA//ypdC//yadV//cysA//aspS//ytfP//ynbC//deoR//ilvD//cadB//gor//cmk//fliM//hyaA//garK//waaU//chbC//fimD//bglA//potH//nfo//yfiC//artQ//lsrK//copA//iscU//yegV//nagB//rfaD//yfeX//fadA//entA//ftnB//pdeH//pgrR//ycfJ//frsA//ynfH//srlB//ftsH//pepT//mscM//ygeV//rpsE//epmB//glnS//waaQ//maa//csiD//trpA//nusA//hokE//csdA//nrdD//iraD//hcaF//helD//ptsN//fdnI//alaA//gspF//treC//acs//fkpB//nmpC//rlpA//yeaK//uhpC//creB//uspF//
GO_0051129_6	adhP//yjbB//yejE//glpG//ansA//cdsA//ihfA//tatE//entD//topAI//adiA//tomB//argF//yobA//ulaD//malE//
GO_0051130_6	yeeO//hcaC//mug//ispG//ibpB//ghoT//acpT//btuE//higA//mdtK//nadA//tar//metI//hypC//ahpC//dbpA//
GO_0051131_7	ydeE//adeP//
GO_0051143_8	yfdK//
GO_0051156_5	mpaA//glyA//trmL//tbpA//mltB//tdcR//
GO_0051167_5	rlmL//nudB//lysU//
GO_0051171_5	nrdE//ybjI//yjiR//murJ//yieH//rplA//xylF//atpB//tdcA//rpnD//bsmA//acnB//fucO//ydgA//ycbX//ybdR//plaP//yhiM//topA//mtlD//phnC//ulaA//yjiA//hslU//moaB//pntA//trmH//frmR//rpsE//lptG//fucI//glsB//gltP//slt//yqcC//argR//ycjY//torS//frsA//pck//phnL//rzpR//mgrB//ybcM//hscA//hmp//ybdG//waaU//ridA//dxs//cynX//folC//yhdW//ilvM//waaS//stpA//kdgT//ogt//yiaB//kdpD//galT//xapA//dcuS//eutB//yjbB//bdcA//rusA//csgE//sppA//gpr//recC//insF-1//fdhE//rhtB//tauD//rlmN//norW//preA//kdpE//pdxJ//yhcH//glmM//sbp//arnF//yciF//fadD//mnmE//yiaO//cbrC//yfaV//aceB//rhtB//rffH//rpsR//dsbC//casB//waaL//uacT//aes//nirC//betA//envR//asnS//yciE//yciK//ybhF//efeO//serA//mazF//kdpF//trpS//yagI//chbC//insK//cpoB//rbfA//qseB//fumC//cpsB//tauC//dfp//hsrA//hypC//selD//ubiA//yceK//yfdG//phoA//modA//priB//gpr//trpD//afuB//pstC//glsA2//erfK//narG//shiA//pphB//kbaY//yfjR//oppA//thrL//mdtP//ppiD//rseP//ftsY//yfdO//rpsM//lptG//cysG//asd//araC//grcA//ubiB//rbsC//yghB//marR//puuC//nagC//narW//ydeT//mglC//pgpC//asr//dmsA//ruvA//trmL//nhaR//pepQ//ybcQ//pyrB//rpsA//ulaE//cdd//gshA//ampG//recD//bdm//nikD//ascG//ypdA//emrD//rbbA//yidR//glrK//kdsD//rplM//rof//tatE//lpxM//zapC//ribA//thiH//ulaG//frr//nudB//iraM//recJ//flgF//lysR//ybcF//rclC//cysB//yiiE//ftsL//atpE//cutA//fabD//recO//glnS//lysU//ubiI//groL//waaS//cueO//tgt//asnB//hslR//dusB//copA//sgbH//fdhE//yiiE//frdA//rsmJ//trpL//yfdO//malX//rplY//sapD//dsdX//tolC//ybcL//glpK//rhaR//mhpD//gadB//dinI//insH-6//potH//gltD//purF//ariR//csrD//bioC//glnB//flgK//sgrT//tsf//rplW//hexR//cmoB//ygcR//yahK//gcl//galT//ytfT//mrdA//csgD//hmp//csgF//ybfA//rcsB//kdgT//rlmN//btuF//mdtN//umpH//nrfC//ybhG//rhtB//nuoF//ivbL//menH//matP//cpsB//ygaZ//yidD//panZ//nanE//yidQ//umuD//ptsH//gloA//ybjI//fimA//poxB//entB//bglX//iscR//dedD//tyrB//era//torC//atpH//rhlB//hycA//tusE//tsaB//adk//ilvI//gatZ//ilvH//narZ//yqeF//glnD//lysU//proV//oppB//csiR//recD//nikC//panD//hdfR//relE//narV//glgC//dacD//mlaD//lolD//mreC//aroL//ubiD//casB//nikB//panB//ubiB//ycgR//tdcG//malK//rsmA//ldtC//mltB//yggX//fbp//yedF//
GO_0051172_6	murA//degS//clsC//grxD//cobB//galT//thrB//ypdA//mglC//emrD//yjaZ//ygiV//aceK//nrfA//rutF//ldtA//nlpI//ybhR//ubiX//yjbF//lpxD//npr//yefM//cyoB//bioD//yciK//alpA//lgoD//psd//nuoE//panZ//glcB//cysP//uhpT//mutS//ugpB//yihV//yiaM//yjbE//yadG//thiP//acpT//accD//appC//actP//ftsN//ihfA//aroD//rapZ//rbfA//yagU//dsbC//fhuF//agaW//nagZ//yaiP//yebZ//hisI//barA//nrdH//murA//moaD//groS//acrR//ycbX//amiC//emrD//pgi//osmF//rplE//insI3//ahr//dacD//bioD//nagB//rnhA//yfjV//ydcT//glsA2//trmB//ygfX//hyfR//ftsW//mltC//preA//ydeM//fecC//deaD//ugpC//ydfH//csrD//agaV//trkA//pinE//cmtB//argB//ybhF//ssuC//livF//rpoA//sdhD//mepH//pstA//ppsA//ybcQ//ais//srlA//dapA//kdpC//hcaD//fabG//rssB//rpsD//glpR//bdcA//yoaB//hisI//ygiS//accB//fadI//fucO//hemG//sdhE//ligA//xylE//yfaU//soxS//ygfZ//cysN//ftsW//tdcE//dcuR//
