#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	deaD//waaL//hslO//fadJ//
GO_0044242_5	hpf//luxS//alkB//glpC//yraJ//rutA//speB//gspI//rrrD//bisC//hemB//mltG//fepA//rpsT//flgH//ndh//djlC//hycB//hypT//rbsR//rplF//rrrQ//
GO_0044247_6	queC//proC//yidQ//lpxM//yegD//
GO_0044248_4	moaE//ilvE//kbaY//alaS//sdhE//gloB//oppF//yhfK//dhaM//pgpA//potG//flhA//cysQ//yhdZ//proQ//paaE//kefF//mutS//yeaV//ybiO//glpG//glpC//fcl//mtgA//ahpC//hokE//mzrA//nagZ//brnQ//yccS//ibsC//agaV//moeA//fur//ebgA//crp//thrB//cusF//ymgA//fklB//psuT//minD//agaW//manY//trg//hdeA//srlR//alsC//xseA//envR//yphF//gadW//fhuD//ycdX//gdhA//cedA//pphB//nac//groS//lpp//yeeA//ynaI//ssuD//aceF//hha//lpd//gloB//yfcV//hycA//baeS//adhP//nlpD//hycI//tolC//queF//dnaQ//amiD//patD//ogrK//rsmJ//panB//murE//idi//rsmD//carA//yaiP//rutF//galU//rpsH//mtn//rffM//kdgK//chbG//lit//nanT//truD//yfcA//ybfE//ascB//yjhI//rzoD//rplK//epmB//mutL//pitB//gloC//ybhP//entS//atoB//gcl//ydcS//aer//hicB//ggt//ccmD//rhoL//cas3//gadW//ogt//cpxP//yciH//epmC//rsuA//flgB//napA//dmsA//rplP//mrp//agaA//htrE//cspA//pcm//arsR//alpA//arsB//secM//gor//ynfF//ybiW//fepD//trpGD//mdtQ//dmsA//hofM//speG//bamE//pspA//xylB//aroK//ynhF//yidH//intQ//ygiW//pbpG//fic//rimJ//tatB//yraR//msbA//ubiD//gatC//glrR//yqcC//yijO//tsaC//bglA//fryB//flgD//dnaA//sufA//ynjA//mltC//yafQ//pfkB//araD//mrr//mreD//trpD//srlA//hicA//polA//pcnB//gspI//agaV//araD//polA//livF//envZ//argF//galU//serC//ygjH//hyfC//mngB//yfcF//rtcB//yqjA//ompW//aceF//htpX//rlmH//agaS//ymfA//talB//ygiW//pgaC//insH-6//fecB//yfhH//rpsO//rfaQ//pyrF//ccmH//casD//dnaE//narY//hdeD//glcF//pspD//rzoR//yjbE//pliG//yqiI//mlaD//yneE//cyoC//kdpD//yfeO//rpnD//rplY//garL//potE//hcaD//rrrD//tesB//hslU//acnB//gntU//oppD//rlmF//dtpD//frvA//ppx//hisQ//bamC//gadA//narW//focB//sodA//groS//rssB//ubiE//fucO//ynaI//mrcB//ampE//prc//hipB//gatZ//narK//actP//frmA//ttdB//bcsA//ymdB//secG//leuE//ydeP//asmA//fumA//dusC//guaD//bluR//fryA//rlmF//ycjR//hisF//cusF//bluR//nagA//cvpA//elyC//ydaV//arnB//rnc//yehD//artQ//srkA//bamB//hxpA//torA//mngB//ykfM//ruvA//cas1//mrcB//cpxR//basR//sodA//gloB//ruvA//hslR//artJ//nhaA//rlmE//elaD//yjiM//speA//bluR//yjjB//hofN//malI//pspG//secA//yiaN//glpF//yraJ//cobT//tsf//mhpD//sfmF//rhaA//livF//flgB//yibF//yjbG//thiE//acpS//tolC//hofM//hypD//uvrC//
GO_0044249_4	atoB//cheB//pyrL//dtpD//mlc//glsA2//proQ//flgJ//rpiB//cpxP//arcA//rclA//yehP//rrrQ//ycjD//yhdH//sfmF//csiR//arcA//yhjC//pbpG//bglJ//secB//rseB//cra//hypB//uhpA//ugpB//carA//rihA//yafE//yjjB//plsC//cysD//yeaK//ugpB//mntR//rlmM//icd//agaB//dtpB//gpmM//bepA//mobA//livJ//paaK//eutA//iraM//dppC//epmA//sdaB//malE//nagZ//ptrA//appB//xthA//ynbB//nsrR//otsB//iap//tatA//mutT//rimP//yagE//nikB//fadJ//gcvR//yacG//phnO//ilvC//glpR//pgm//tdh//mntH//lptA//mraZ//dtpA//prpD//glpF//yhdX//ybbW//osmY//ybdH//ybhF//greA//murB//lgt//narP//tpx//entC//nfi//amyA//arsC//mdtN//tdcC//amiD//yehY//nrdF//napA//sspB//dcd//ftp//glcE//narL//mprA//ytfT//sufS//glrR//bdcR//fdhF//livK//ampE//sdhB//rsmJ//artP//elfA//amtB//adhP//rhaB//holD//pstB//rffH//rpsR//malY//yiaM//fumB//bioB//cdh//wzzB//prpD//tnaC//xylR//nrdR//uxuB//ulaR//yfaU//emrB//fadL//barA//lptC//mepH//gspE//ybhG//comR//appB//yobF//truC//glpC//osmY//hypT//hofQ//puuA//yhjR//kefG//msrC//intS//yhdX//alkB//hemF//yqhC//oxyR//psuG//araB//intQ//rpoH//glcA//acs//galE//gntR//nrdF//cobC//ynbC//ftsW//frlR//yggX//hemA//ybhR//cbrA//opgD//dmlA//proC//opgD//fliZ//rplX//nfo//prmC//adiA//metN//rplI//cueO//lon//rpmH//acrR//menE//yedP//idnO//yjeH//dgoT//dsbG//nuoL//srlD//fbp//yjbG//ynaI//xisE//yagG//fhuC//pdhR//potB//nirB//bioA//queG//yidK//ftsP//glsA2//tcdA//lasT//clpP//pgpA//secA//wzc//yfiF//asnC//proW//ydcR//guaA//lplA//ydiQ//rlmM//rpmC//mdtQ//ydeP//ymgF//decR//rcsD//yegV//sgbH//yqhC//ssuA//yeiE//rbsC//ydiF//folC//lsrB//yggE//rtcB//apt//trpD//rarA//barA//secF//yadI//ycdX//rbsK//mdtJ//ldrB//hisG//appA//uup//acpH//srlR//pfkB//gspE//ggt//yhjA//lon//norW//ppk//aidB//cynX//secY//yhjG//chaC//ompF//waaA//dpiA//mrdA//zapD//cobS//infC//fadB//fdnI//atoC//basR//kbaZ//elfC//msrA//syd//emrE//moaE//lspA//oppD//sapC//rna//nhaA//qorA//prpD//garL//trxC//cynT//yghO//ratA//rfaE//zraS//dnaC//gatC//trmJ//caiT//metB//glcB//glsA1//purB//yegV//tamA//hyaB//yihT//greB//edd//yehY//gnsB//chiP//yhjB//ydfG//icd//lpxC//ribD//argB//etp//rssB//pitB//speD//zraR//yceD//mrdA//rfe//rffC//acrD//uxaB//asr//aroF//pta//gspE//fklB//frvB//yjjI//ycfH//ccmA//aroH//yjjV//mdtN//cysC//secF//hslV//hemG//yajQ//yibF//creC//gor//araC//prlC//frdA//yihV//mtn//ybhR//trpE//purA//zur//cydA//cysG//mreC//casE//deaD//waaF//clpP//uvrB//cspD//argS//pbpC//tar//dusC//nrfE//rna//bioF//cydC//fepB//coaA//hcaE//cysD//rlmA//ynhF//aaeB//mtlA//radD//xanQ//rpnD//uraA//gph//iscR//pykA//yedX//bolA//clsB//acrE//rimI//sufD//yihW//hyaA//ydiZ//yccS//fruB//nanA//aaeA//chbA//rhaT//fliG//rapZ//yfiE//ghxQ//dinB//dmsC//crr//plsC//cysK//fdnH//gfcE//yadI//wecC//ybjD//dsbD//prmA//atpB//trpL//shiA//cyaY//insB-4//sapD//gltX//ymfK//mreB//ybgP//ynjA//dcyD//gudD//atpB//hprR//ldrB//cyoD//hrsA//adiA//rseB//kduI//malY//insH-5//ybbN//yiiD//rplP//mdtJ//pgaC//wecB//rbsD//yrbG//chpB//speG//ydiP//kch//katE//ompT//ydhJ//rna//nrdH//moaD//rlmD//ldtB//nuoB//mraZ//alsK//murE//lacZ//cptB//lgoR//ibsE//cbtA//dmlR//casE//rutA//uspF//hisG//uspB//blc//caiT//gcvT//nfuA//ompN//ompW//iscU//glgB//intQ//yjiQ//hslO//hdeB//entE//folX//rpiB//appY//cueO//umuC//msrP//yphC//yaiP//rpnD//rlmN//rlmM//caiF//nadE//ynaE//cas3//caiT//lit//cutC//tolA//yghB//nei//cysN//dusB//lysU//glnD//rplY//rzpR//nrdR//amyA//lpp//hha//fruK//cra//ggt//casA//leuO//dhaL//mdtA//rbbA//yeeJ//cydC//codA//tusC//cysD//yhjG//dnaA//dgkA//puuP//pphB//mtnN//rpmB//accB//sgcA//rpsI//tsx//lpxT//ubiC//ynaE//speE//sthA//secY//yebQ//cecR//iraM//tynA//chpB//mdtO//rhaS//yebK//syd//cheZ//rlmL//ubiI//aas//yieH//ygfI//mpaA//mlaD//arsR//yjiR//ygjH//trmJ//yecS//rsmI//ynfL//yidE//ymgF//cpxA//topB//fadM//thiQ//elfG//ynaI//pntB//deoD//crfC//wbbK//hns//lnt//pgaA//rapZ//manZ//ssuE//rpsJ//fixA//fadB//rsmG//csdE//udk//mltB//rbsC//ymfK//nimR//treB//cydD//ybeY//trkH//frwB//yihW//mog//artQ//ilvI//tsaD//pstC//casD//uxaC//seqA//rihB//yfiF//focB//yjbF//rpsQ//nagD//dusB//hisF//mutL//polA//rzpR//argC//yqjH//dinQ//fepD//ppsR//eamA//prs//rimM//clpX//fucP//mhpR//agaI//hpf//fhuC//ptsI//sthA//cheR//lptF//hflC//rstB//kup//mpaA//rplY//guaC//kdpD//cspC//csgA//ubiG//argD//dusC//zupT//phnO//ansA//ygeX//alsB//hpt//yggD//ycjY//dps//yejF//nikE//hyaA//thiE//rfaE//topA//cycA//feoA//yihO//ubiJ//aphA//ynjD//fliS//yiiD//msrB//shiA//dhaK//trpE//ytfQ//cbrC//dppC//ycjP//asnS//lamB//tsaC//lnt//frmR//yeiG//deoR//alsC//alaC//pykA//hslU//treC//fliL//maoP//mltG//cas2//yagG//cysW//oxc//fliD//mdaB//tig//htrE//alsK//
GO_0044255_4	idi//ybbW//sthA//cmk//kgtP//zapA//lasT//fliM//sdaC//ccmF//gspJ//ligB//lhr//alkB//ydiF//pdxA//pdxK//ansB//insI3//yafO//pflC//yafQ//yhhZ//glpA//flhE//ybbW//pabC//sufA//gloC//rpsT//dapB//pinE//dctA//yiaT//yaaJ//hisS//betA//rbsK//yrfG//trpL//menC//fabZ//ftsE//prpR//nhaA//trmL//arnE//mscM//narJ//glnS//araH//fis//kdsA//ivy//paaZ//rfbX//aroK//ydaN//yddA//ypjD//rpsL//groL//murF//ynhG//mlaB//pflC//mrdB//pitB//minD//glxR//yfbV//glcD//rnc//ybiI//yehD//ypdI//purD//mdtC//rseC//gltK//kefC//ydaC//ibpA//infC//lpoB//ecpR//ybcL//codB//rlmJ//rpsL//gudP//ddpA//bipA//arnF//nudC//insA-1//ydcT//manX//bioD1//aroD//yihW//mnmC//hyaA//ratA//bolA//cbeA//ptrA//
GO_0044260_4	gltP//slt//yeaD//pflC//ccmC//thrA//rpsP//preA//murG//oppD//nuoH//ydjE//tqsA//metQ//yhgF//casD//hha//glpC//yajL//adhP//yhdH//kefB//yadN//rpoS//rplL//ygeX//macA//ftsB//dosP//cynS//greA//cpsG//envC//mltA//yajL//mltC//arsR//oppB//copA//ydiB//rbsK//nadC//epmA//ygeW//proX//sgcA//phoP//tsaB//kdsC//yrfG//ndk//dcd//mcrA//kduD//aspS//yddM//leuO//puuC//lplA//pepT//yhhT//dapD//ddlB//rlmL//rluD//hyfC//rfaG//yiaM//trpL//cyoD//ulaA//ftsY//murF//rpsD//rimP//aaeR//yqaE//asnC//fur//fecD//chbR//hcaE//elaB//metG//ybaE//pflC//ggt//napB//rrrQ//ribE//hscC//nimR//sgbU//msbA//dapA//yejF//amiA//rsmD//ybaO//hybB//yfeX//ybeQ//yebK//ispB//mlaB//melR//kup//ybiW//dicB//cueR//rlmD//ymgF//yjiR//proQ//acrD//pyrD//tbpA//yeeO//rimP//rseC//bamA//mdoG//ftsI//nemR//hcaR//yjiM//kbaY//emrY//glnB//nei//trkA//yoeB//bolA//cynS//waaG//ybiS//dppD//ybhJ//idnT//oppD//minC//rlmJ//waaZ//hyfA//ybhJ//gldA//ftnA//ribE//pepA//hemL//yoeB//hyaC//matP//ccmC//yeaG//actP//orn//ygaZ//cbeA//dicA//agaW//frdB//yneE//hdeA//tcyP//wzzB//lacZ//argB//hslU//ogt//yedF//tdcG//minE//flgE//ptsH//fmt//argK//yfdK//iclR//ydiZ//yciV//mdtI//cynT//phoA//pncB//insA-2//ddpX//fliT//gyrB//msrA//cedA//ykfM//nanS//feoB//frwD//rluD//ydiB//tsaC//rbn//hcp//flgI//ydgA//glrR//ybgP//ibsA//fadL//cobC//ybaE//thiD//recC//srkA//atpA//secF//alsE//coaD//hybD//atpG//yhjD//idnT//arfB//glsB//zupT//mdtE//rpsH//trpL//casE//lgoD//hycB//mtlR//yhfK//yghO//rhaS//symE//iscR//phoE//infC//cueO//yajO//aroF//dld//sbmA//recG//yibF//tolC//hybF//hisB//ugpA//zur//dmsB//proQ//yceK//pfkB//speD//dusC//dps//dauA//glnQ//ftsX//yedP//gutQ//sodC//cheR//zntR//fsr//ypdA//yegT//arnE//bamB//yefM//paaC//yhaM//hfq//ydaV//dcuS//eutA//metB//cheB//cnu//glgA//ybhD//yqeG//dinJ//hybF//bcp//glnH//dcm//potF//uidC//lnt//smrA//coaA//ldrB//yaaY//wcaJ//gltL//hemA//yfiC//rhaB//rfaF//rbsC//ppc//lpxC//ybiH//rssB//glgA//opgC//yfaU//proC//yfcF//thiD//mdfA//rimJ//pagP//cbeA//kdsD//fadK//lptA//gltI//ycdY//rhaR//ssuD//idnO//btuC//ybiX//yajO//proQ//acpS//rutD//mutH//fumC//glrK//ynjA//ybaL//era//relA//ddpA//pykF//relB//betA//gltP//ykgM//fabG//yhiM//marA//hprR//blc//cmk//borD//prlF//yciA//recG//yebG//priB//murD//yjiX//ilvI//nrfE//gltX//hokE//ccmD//allD//wcaC//yciV//wrbA//yihO//ade//groL//deoA//gpp//valS//grpE//oppA//ubiD//elaB//ygjH//torY//srlA//yafE//hcaR//lyxK//cueR//yqaE//alsK//setB//dbpA//lsrK//waaY//truD//yejB//mog//ratA//phnO//rluB//pyrB//pbpC//ydjK//ppsA//adk//asnA//pinE//kbp//mraY//ykgA//nagB//rpmC//metF//pdeD//kefF//ilvM//tamB//ydiF//waaU//hisB//puuD//yhdZ//gsiC//pgsA//yeiG//hemN//dauA//yeeL//serA//mntR//yafC//livJ//rsmI//yihX//yhjB//carA//yfcP//yjbF//ftsK//coaD//yjiR//fimC//fetA//xerC//cpoB//ydiF//trpGD//tsaB//nikA//phoA//galU//nanA//cyaA//polB//phoA//relA//tcyL//yiaJ//nudG//gadE//metK//lpxH//ssuC//relB//rseP//cmoB//iscR//iscS//yagU//sspB//uhpA//aer//ybiO//ygiW//hslJ//barA//rsmD//yciG//uspC//yjiA//rhtB//yidC//rng//dxs//rfaB//rihC//hdeB//garK//ygfI//cspG//btuB//hrpA//rof//yjcS//ortT//mazF//casA//miaA//sodA//yieL//ompF//yfdG//citC//livJ//sppA//rrrD//malQ//potA//fetB//ydcZ//btuR//entF//rpoS//bdcR//pck//hokE//yjiR//afuC//rsmI//ygjH//cspA//ybeY//tpiA//cusF//ypdI//eamA//araH//tmcA//yqhC//dapA//cbtA//polA//paaX//surE//gadA//bamE//holB//creC//yoaB//miaA//intA//rffT//cas1//cheR//rplP//nrdI//nagK//trg//rpsT//groL//ilvL//ppiD//fhuB//nuoM//yebQ//uacT//bamE//uidA//hemN//xylR//yidE//galE//abgA//nemA//caiE//msrP//pspC//leuC//yidD//glpX//fdhE//glpR//dppC//pdxY//erpA//guaC//entE//hisB//phnK//dld//glgB//amiD//ybcC//mliC//ydcT//pepD//dinG//aaeR//yphB//flgM//caiE//queE//nadE//hdeB//fimZ//fimB//uvrA//chbA//dcuR//rng//pgi//yhaM//udp//bioA//frwD//dctA//shoB//yggX//dgkA//uspB//yeiG//eamB//gutQ//ivbL//napB//exuT//phr//tdcE//ypjD//frdC//pstB//ftnB//allD//menC//hisQ//udk//relA//rhaR//speD//yohD//hrsA//dhaR//bioF//nusG//
GO_0044262_4	accC//yidQ//asnA//menA//pldB//ybjX//yfjV//cpxA//tsf//deoB//spoT//ybiH//dam//adeD//ynfL//lptA//purB//hprS//yrfG//norV//adhP//ynaE//xylR//nuoI//deoC//kgtP//ycaO//ivbL//mtlA//pflB//tilS//edd//tauA//intQ//ptsP//ybaK//artM//yraJ//nlpE//rapZ//kefG//sdhD//nuoM//glsA//pdxA//narG//dfp//zitB//hflK//arsB//rclB//yhjC//asnC//fhuC//xdhB//asd//purU//tdcB//yhhT//prmA//alsE//ykfM//dnaA//rsmE//rplI//sdaC//bglX//osmE//pbpG//dgcN//lgt//yihP//flgH//tehA//rseB//djlC//cysQ//ompC//rmf//fes//phnO//aaeB//folD//otsB//tatA//rlmM//soxR//yfiC//murR//btuF//yjiQ//apt//sufC//rspB//rpsK//hicB//rcsC//cdgI//comR//mukB//rarA//fumA//ycgR//gpp//mdfA//gcvT//uspE//ybdM//ybdH//nrdB//feaB//glnS//ygjH//mqsA//rbsR//rplN//tdcC//ung//nemR//pgaA//yieF//ybiX//glnP//ptsI//
GO_0044264_5	nudB//ycjP//rph//rimM//topAI//mdoG//lolB//map//entD//yajO//glpX//yiaO//mdtI//creB//cydD//dcm//borD//cdd//hyfC//menA//alsB//ribD//thiI//ypjD//yihW//yeiG//sfmF//accB//tyrR//rpsD//phoQ//clpP//murB//kdsA//hscB//ftsY//aceK//lpxP//gsiD//glpT//yqjA//ybhG//lptF//phnL//alsC//dppD//clsB//selB//rplA//yidA//gluQ//mtfA//lapB//lsrK//aas//
GO_0044265_5	lolC//yjcO//nanS//purT//sixA//yhjA//mqsR//kefB//yfbR//dppA//glyS//yjiQ//pheP//fixA//rraA//metH//nikE//elaD//lacI//gph//casD//rhlE//dnaT//ydhQ//minC//fis//ydcO//cytR//nagB//rutE//rcsD//mdtD//btuF//uidC//
GO_0044267_5	uvrD//rtcR//ychH//yhbY//alr//ubiD//rihA//exoX//feaB//lsrR//ptsH//wzb//metL//tusD//hypF//aqpZ//ugpA//btuF//yraK//bglB//mlaC//entD//ynbD//gloA//narL//nepI//shiA//dcuS//yidP//hcaB//yfjV//yajO//yeaD//tusB//rlmJ//araE//yafE//serA//ynaE//hcaD//bdcR//cusR//hycH//eptC//recT//aceF//csgG//paaH//chbA//bssR//ydjH//yijE//zur//tilS//ybdH//sdhE//phnL//opgC//ymfK//ybhS//lsrD//yccS//rpiB//gnd//hupA//yhaV//betA//galF//yehY//glcB//htpG//hprR//yheT//ghrB//yqgB//holA//sufE//astC//ydeM//ybhJ//setA//cadA//htrE//frwB//metI//rlmG//gadW//potE//pgsA//entH//frr//viaA//ybjN//aldB//cfa//yejA//glxR//yjfF//msrP//cysG//abgB//hofC//fruA//rna//yedL//yfeR//yfcV//rng//yafQ//potB//plsC//prmC//idnT//yhbO//ogrK//rcsD//thiQ//rcnA//argS//accB//trkG//yadG//hisQ//cheB//rimI//phnI//uxuA//ldrB//idnT//maeA//paaG//hcaF//mlc//puuP//ytfT//hscC//rimO//fliM//yhbO//yjbB//tsf//lysP//holB//acrD//hdeD//sgcE//skp//queA//lysS//waaZ//mnmE//rlmA//ybiH//flgK//ccmG//rplX//phoQ//tynA//yobF//degQ//yahO//hyaC//frmA//ompL//ubiC//yfeR//nagB//yedA//adk//ybhS//acrR//treA//tusA//pflB//murE//ybdH//eno//allR//csrD//yeaG//fabD//yphD//uacT//yggD//ycdX//moaE//erfK//fhlA//truC//rluD//rutF//yeiG//pykF//ribD//pyrG//fepC//lolC//ghoT//paaD//shiA//napB//mepM//panC//
GO_0044270_5	yciH//dnaE//xylA//recJ//rnhA//tpiA//sstT//betI//potB//rplN//pinR//cobB//yccX//ycdX//ccmF//dsbC//ulaB//lpxD//yhjB//ldrB//mntP//mlaF//acrD//yehZ//araE//exbB//gltL//phnO//rsmD//gntP//yjhP//yiaM//dedD//ykfI//yidQ//mdtQ//acpP//nudB//yfeR//fimB//ybiJ//fimC//dxs//rclC//hemB//lsrG//ftsE//sdiA//fryC//lapB//hyfF//glpA//nuoI//cheW//carA//cytR//aldA//yacG//narK//osmY//mtr//maa//metN//folE//yobF//fimI//pfkB//ydjK//kdsB//pheS//oppA//fieF//fhuB//rplP//metG//ygeR//lipB//murG//ptrA//fetA//arfB//adeQ//hisQ//glsA1//hexR//yojI//rplW//bdcA//cyaA//hycA//exoX//ispU//pdxY//frlC//gpr//ubiG//fdnH//casA//tatB//lpxP//curA//kch//alsB//glsA//fadK//rpiB//yagG//erpA//dinQ//
GO_0044271_5	yjhI//potF//phnH//rtcB//rsmC//nrdB//acs//rfaB//secM//cmoA//agp//mepA//speC//torZ//dtpA//macB//upp//mrr//exuT//talB//endA//btuD//hemG//panZ//tmcA//katG//rffC//uraA//pdxK//guaC//dadA//ybdH//queE//ydjL//sfmA//narP//tsgA//lepA//potG//luxS//patA//syd//cpdA//hslV//ridA//ompC//trpD//yejF//mngA//tolQ//xapA//sixA//gntK//gudX//trpD//yggT//metG//folX//paaC//yeeA//rcsB//ttcA//yghW//hofM//dbpA//napB//ruvC//nuoI//pncB//panD//hdeB//dgoD//yjcE//pcm//waaA//murR//yfeR//cca//dapF//coaD//serS//aceA//hha//fecD//era//zur//ptsH//hofM//setA//agaC//moeA//cyoA//murG//moaB//leuO//frwC//yqeG//purB//yggW//ftsY//erfK//glsB//rffG//chbA//glsB//ypdB//acpS//mdtD//cheZ//tyrA//alsK//aroK//yjiA//pepN//hrpA//pyrH//truC//lplA//yadI//aqpZ//evgA//yqjH//mscM//trkG//kdpC//nuoM//cvpA//yeeL//prc//baeS//hemL//rplC//ycaN//lsrG//etp//tesB//rfaE//lsrA//iraD//accA//ftsL//smrA//phoU//hisF//baeR//yhhY//fabH//rhmR//curA//truC//ascF//yjhH//kdgR//aldB//sdaA//hybE//wecB//mtr//cra//djlC//glpF//dicB//djlC//rayT//nfi//pykF//yieE//fliA//thrA//ogrK//hldE//dcyD//rseP//dapF//sbcD//bssR//gntT//ilvB//spy//ybjD//glgA//cynX//syd//fhuD//yadK//mdtG//mreD//dsdA//hybC//pdxJ//phnL//sucD//rffC//lipB//yfaX//fadK//slt//nhaB//nimR//aldA//insH-5//mrcB//coaD//rutA//sfmC//waaQ//argB//csdE//uspG//yiaN//dinQ//idi//ada//serA//focA//dgt//rhaM//zapB//alaC//torD//pcm//insI-1//malS//yihO//tktB//ppsA//cpdA//argO//ybjG//ndk//sodB//glpF//dxs//pnp//glnD//pgl//kilR//purC//osmC//asd//cspB//uxaB//envY//purL//ibpA//opgH//araG//ycdX//rpsG//argC//rimK//mreB//yeaE//rsmD//mhpC//fklB//pstC//csgG//evgA//ogt//yjbH//uof//pdeK//aroF//mltC//astC//fhlA//aroG//hda//fes//chbB//ydjK//pdeK//ygjR//yraR//dctA//ispB//orn//idnT//fruA//hexR//trkG//yhbO//glsB//mnmE//srlD//yjjQ//trpR//preA//yggN//minD//leuA//infB//yajD//pepQ//sgbH//btuF//aceK//lysC//metG//dtpC//argK//sgcR//bacA//pgsA//rluD//secB//sgcR//tomB//aspA//insH-5//psuG//glnL//yrfG//radA//ghxP//cysE//hofN//yhdJ//pldB//yfcA//dnaQ//phoE//ygbI//deoD//yaaY//proP//mdtM//metQ//dedD//ansB//nsrR//dgoD//mdtF//ykgO//adiC//yiaB//yghU//alaA//amtB//mliC//sgbU//pheA//yadM//pspD//accB//tatE//slyA//cdsA//pykF//yagI//marA//sixA//ymgC//yaaJ//atoS//sufD//abpA//ychO//tolA//yhcF//tolQ//argR//yjcE//crp//sanA//purD//cobU//nanT//uspG//fau//ftsN//avtA//zapE//fdoI//hflK//idi//mlc//lpd//ybdG//ymgC//entE//purU//adeQ//napC//rplC//srlE//hyaA//ttdR//lpxH//speA//fhuF//rimO//rlmN//yhjR//rpsH//aroF//ybiV//ttdB//truC//pitA//yjaZ//eutN//waaL//btuD//mocA//alaA//fklB//yabI//paaG//fadH//rpsJ//hprR//recF//yiaA//mntR//hyaB//mioC//kdsA//
GO_0044272_5	glcA//wzzE//nikD//aceA//lsrG//hisH//rpnC//dpiB//panZ//pspG//pliG//ruvA//cbrC//mscK//tdcA//cpxP//higA//yeeO//dmlA//rpmG//tyrS//cadA//yjhP//tag//ldrA//pcm//intA//acrA//mdtD//cysU//fdx//tomB//cysP//lgoT//eutD//epd//mak//ydiK//ogt//dcuB//ygaZ//ygiV//rho//glsA1//
GO_0044273_5	rlmA//rlmE//yjcO//rsmI//ubiX//carB//uhpA//ulaR//ruvA//rdgB//hycI//rutR//mrp//epd//pnp//rimI//
GO_0044275_5	xylG//maoP//der//yjfF//entB//fliZ//yagE//mtnN//tusA//thrS//uxaA//tcyL//mdtP//ymjB//mltC//narY//hybD//narV//murC//glsA2//insI4//ralR//azoR//panD//rhaD//lsrB//rpsI//hxpA//insI-1//fdrA//ygeW//holE//murF//pheT//csdE//fabH//selA//ygeX//ygeW//araG//envY//
