#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	dpiB//rcsF//yagF//fucI//
GO_0032271_6	abgA//katG//
GO_0032272_7	kdsC//garR//
GO_0032297_10	mazF//metF//gadE//
GO_0032298_10	carA//yggX//
GO_0032324_6	rplD//hemL//ydcO//
GO_0032328_7	rplI//appY//
GO_0032329_7	recR//nupX//trmL//matP//
GO_0032359_7	lpxP//htrE//yeaV//
GO_0032386_6	rseP//ymfK//
GO_0032392_7	adhP//uxaA//mhpR//yihR//phoB//hslO//nhaR//yciG//baeS//gsiC//dacA//yiaA//uxaA//
GO_0032409_4	relB//ybdG//cydB//oppF//
GO_0032410_5	rcsF//
GO_0032411_5	rfaH//smpB//
GO_0032412_6	speC//fbaA//rimJ//glpR//
GO_0032413_6	uhpB//
GO_0032414_6	mdtQ//fryB//
GO_0032445_10	allC//pheS//ldrA//fepC//yhdZ//
GO_0032459_6	decR//
GO_0032462_7	prpC//
GO_0032465_6	gmhB//ymfK//ttdB//truC//lplT//
GO_0032466_7	hycH//hokE//
GO_0032467_7	rpmH//
GO_0032506_4	lsrR//srlA//ykgF//yhjA//orn//ubiJ//ybbW//tcyJ//lysS//ulaF//rbsB//
GO_0032508_8	ykfM//hisF//arsB//mngA//gadX//cycA//gshA//dsdC//yebK//nlpI//tolB//arnA//fhuC//
GO_0032535_4	ibsD//mtr//azoR//kdpD//citE//
GO_0032774_6	cbrC//btuF//yfeR//mtlA//hyfA//ansB//mrr//seqA//arsC//narZ//obgE//fdhD//nrdG//appB//mug//nsrR//frdB//luxS//efp//nrdG//prfB//cpxR//nemR//rmf//tdh//epd//norW//deoD//recC//secF//malQ//glgP//yhjC//fliD//kdpD//yihT//pdeR//yajD//phnL//fhuC//cpxA//tamB//ydiB//pfkB//lptG//zntR//yajD//lolB//gltX//emrK//gatA//tpiA//tonB//nrfE//yjiX//yccX//guaD//glcD//ycgV//phnG//aaeA//tadA//cvrA//livF//asmA//cmk//mltD//recJ//rutD//fryA//adeP//ptsG//carA//ybiA//qorA//lpxK//yjbG//trxC//yqcC//argF//spoT//ulaF//bioD1//ybiJ//menB//cptB//rcnA//smpB//eamB//lspA//wecA//tar//bioB//yhjX//arnD//epmB//nagK//yejF//tatA//ypdC//caiD//pheP//rbsC//pyrF//rssA//fhuD//dusB//sfsB//rhaR//frwC//yahI//prfA//lepA//paaX//yobF//opgH//asmA//thyA//ybaM//mrr//frc//tatC//rcsF//alaA//aaeB//yidH//tynA//yjhI//mutH//
GO_0032775_6	radA//tyrB//hemC//
GO_0032776_6	ubiI//
GO_0032780_7	tsaD//ygiB//
GO_0032781_7	aroP//fdhE//envR//
GO_0032784_8	fimB//rseP//
GO_0032787_7	fhuF//gsiC//citT//nei//lpxH//malG//glpG//gyrA//arnE//yghW//chbB//yjfF//ygjK//ppc//yfcA//groL//pgaD//trmJ//rseB//xylH//tdcF//gcvR//exuT//pdeK//hyaA//phnO//rsuA//rseC//tamB//ubiE//acs//pyrB//cecR//frmB//ygjR//holE//pspD//ldcC//fhuC//trmA//avtA//rhaR//lon//ygeR//aceB//glcC//menD//dfp//nrdE//fruK//mcrB//hmp//mdtG//yjcO//rhmD//trxC//nrfD//acrE//qseB//narH//slyD//ivy//rhtB//codA//glnA//fadA//rsmG//rutE//artQ//yjjW//tolB//arnF//hcaT//yehU//rihC//ghxQ//sdhD//torA//murD//gspF//yecS//eco//hybC//fhuF//fabZ//lsrC//ugpC//yqjH//tauB//nlpI//sfmA//hcp//intA//rnhB//hfq//ynbD//cpdB//gluQ//ampD//tamA//ybhG//kilR//nusA//uvrD//pheA//dgcM//zapA//ftsZ//prlF//purR//birA//pgaB//flgG//ldrA//putA//abgT//yidD//sufB//trmI//rhaR//cysE//tig//efeO//rpsK//rlmI//orn//chpS//rpsJ//yedX//proB//nudF//gatC//emrY//yqcG//norV//yidE//ydeO//ampD//nagA//tauB//uhpT//dgcJ//nuoB//setC//entS//ptsP//thyA//alpA//yegS//pyrC//wzyE//yoeB//gspI//nanE//sdhA//gcvH//srmB//csiD//ribE//argT//leuA//eutA//secG//waaL//creB//zraS//iraD//yahF//alkA//ubiH//rbsB//artQ//ghrB//tonB//yjiX//dauA//dmlR//epmB//ynfH//mioC//pgi//rapA//mdtK//chaA//diaA//sstT//trpB//gsiD//ddlA//ubiJ//lasT//cas2//ssuD//ybhS//yhiM//oxc//tsaC//yoaA//rihA//rpsI//yraI//yihR//nrfC//
GO_0032790_6	hyaB//ettA//
GO_0032879_4	agaV//gph//fkpA//yehY//ynfF//cysM//minD//paaE//pdxK//tpx//cpsG//tdh//frvA//menE//flhC//adeD//yraR//bisC//lyxK//hemE//yajD//rplY//mdtF//mdtJ//rpiR//dctR//mcbA//argT//
GO_0032880_5	tufA//envC//modC//
GO_0032881_6	rimJ//nrfD//wzzB//ydiK//
GO_0032885_7	erpA//tag//cheW//
GO_0032940_3	elaB//dkgA//hycB//nei//paaH//adk//nusG//
GO_0032950_7	phnC//
GO_0032951_8	ybhR//
GO_0032954_7	ftsP//eutK//nhaB//
GO_0032955_6	adiY//hscA//nirC//
GO_0032973_7	arfA//acpP//paaJ//ftsL//eutB//
GO_0032978_7	rlmB//bglA//mdtO//rpnC//
GO_0032984_5	rdgB//icd//stpA//argP//tdh//hybO//nanE//dapF//yraJ//
GO_0032988_6	clsC//atpE//
GO_0032989_4	fepC//
GO_0033013_5	leuB//rfaF//murG//mngB//luxS//crfC//ypdB//mug//acnB//fecC//yhcH//torZ//ubiA//wzb//cas2//uvrC//dadA//yghU//rfbC//rsmF//orn//
GO_0033014_6	galM//metH//uidR//csgF//fabH//lhr//rpnB//galE//wzb//rutF//bluR//actP//cusB//gldA//nlpI//argT//lgt//yggW//oxc//kbp//ygeW//
GO_0033036_3	yhjC//fliT//prmB//dcm//recF//rfbX//mdtI//yehX//yidA//prpD//obgE//hokB//mdtL//deoR//gabP//cyoA//yciV//frlA//rnt//glgS//kefB//ddlB//ampD//yajL//idnO//ygiN//malF//phoA//dinB//ftsZ//mhpA//rutG//rplL//tqsA//mngR//frvA//yddM//lpoB//dinD//npr//ftsP//dctA//glgB//trpC//rplQ//cheY//aroC//pgsA//acs//
GO_0033043_6	yeiG//codA//puuB//ynbD//yaaY//
GO_0033044_7	tdcG//
GO_0033051_5	coaE//
GO_0033120_8	ldtA//
GO_0033157_7	yihT//dacB//
GO_0033194_5	rng//ydcZ//hofO//yhhY//
GO_0033195_5	clpB//
GO_0033212_10	parE//yhbO//lpxM//arfB//hupB//
GO_0033214_11	paaD//folD//
GO_0033228_8	ybjD//yajD//mhpR//htrE//
GO_0033238_6	gapC//mazF//msbA//acpP//
GO_0033240_7	murA//
GO_0033317_7	livH//uidC//elfG//gadX//
GO_0033319_5	hyfR//
GO_0033320_6	dgcQ//
GO_0033345_8	aroE//
GO_0033353_5	glpR//
GO_0033359_7	tas//nrfB//
GO_0033365_6	gatA//
GO_0033383_6	intQ//
GO_0033384_6	rpoH//
GO_0033388_7	yhcN//
GO_0033477_5	ppsA//
GO_0033499_8	fixC//ldtC//coaA//murE//metE//nhaA//araG//
GO_0033517_5	dauA//
GO_0033518_6	csiD//
GO_0033526_7	ndk//yggN//ibsD//ghoT//
GO_0033539_7	yheT//mglB//gapC//
GO_0033542_7	bcp//preT//
GO_0033543_8	yehW//
GO_0033554_4	trpC//lpp//yahN//ubiI//sgcR//nlpE//fruK//nupC//artP//yeaE//gapA//flgJ//moaE//rrrD//mhpB//sucC//ptsH//cedA//serA//ybiO//gcvH//allR//yehZ//murR//katG//hupA//intS//exoX//greA//ffh//rlmJ//bluR//rplY//rhoL//livJ//yhcN//pdeR//gstB//trmO//dgcF//ydcS//ldhA//flhE//dsbG//yohC//btuR//chbC//rplS//dgcM//tesB//glnQ//gcvH//ybiS//yebG//eutK//moeA//mrdB//fbaA//pflC//speG//yadM//hyfA//scpB//hupA//ppk//flhA//rcnB//ariR//elbB//suhB//pdeF//cadB//ycjY//eamA//ymfA//flgE//yqiI//stpA//yjcS//proB//smrA//holB//alr//purA//hisH//zwf//ydeT//glpD//fecA//mglC//casC//rimL//narG//pgrR//flgD//yihT//srmB//ydeM//mhpC//rsfS//osmC//pgpA//mlaE//ydiF//ccmE//mnmC//hprR//bcr//mrcA//cvpA//yhgH//lgoD//sbmA//skp//srlD//yqaA//fucO//ldtC//recA//ybiI//nagD//rhtA//ariR//mutT//iaaA//opgG//yhfK//fhuC//ppc//nanR//yfgI//yehP//rssB//rcsA//yfeX//csgG//proA//yeaE//prmA//rpsA//cmoM//dgcZ//ftsY//yhjC//asnS//torY//gfcE//cbpM//rbn//cmoB//gntU//yahI//ybiI//yoeE//yfiE//mgsA//xisR//csiD//yfcP//thrC//mlaD//plaP//idnT//aaeB//pyrF//tauB//btuR//lptA//rfaC//ybhJ//ynhF//opgH//ybhD//helD//fimE//mdtK//thiE//eptA//sfmA//treR//aroG//mngA//mutH//yneJ//mazF//yhgF//frwB//panD//glyA//yiaT//trpGD//ygfI//cysG//yjcO//baeR//baeR//glpA//dmsA//chpS//blr//pabA//yahN//lptC//prc//gpt//rutD//ispA//kefC//ridA//fadM//mprA//yehD//asd//folD//pdxA//rpiA//ynjA//glnL//clpP//yafS//setB//nadC//parE//mak//nuoG//yhaO//rhaB//fkpB//ptsP//tcyJ//rpsE//plsX//rarA//norR//yidZ//cspA//zapA//rhtA//rpsN//zupT//yihW//rne//ydeP//fruB//tcdA//frdC//glsB//atpG//ynfF//curA//rpsN//adhE//hipA//basR//sufA//rpsE//agaV//rpmA//zapB//fhuB//epmB//atoC//yhjR//dcp//glpG//tcyL//phnI//hisG//yfaL//thrS//gapA//yjbE//sgcA//coaA//tus//polB//bcp//adiA//rhaT//waaL//yohC//casB//rsmJ//cysB//gppA//betI//moaA//chbR//gpp//pphB//potG//kefG//dhaR//pykF//smpB//lgt//rpsE//acs//ghxP//hisG//mrdB//ilvE//folE//lit//ymgF//ftsL//mepA//yibA//tag//yfeW//sdhA//ydbK//yahK//cyoD//cyoD//amiD//mltA//rffG//yghW//dgoD//cusA//rlmG//rfaD//puuR//
GO_0033559_6	yijO//
GO_0033567_6	casD//
GO_0033585_7	fepD//eptA//
GO_0033609_8	kdpA//
GO_0033611_8	nrdB//
GO_0033674_7	yehP//
GO_0033683_7	ubiH//
GO_0033692_6	agaW//xseA//nusA//syd//ynfK//flgI//wzyE//ybaE//yidQ//yiaB//rbsC//cyoA//frvB//hslO//yhaJ//trmH//arnA//pdeF//ldtE//glpG//cyoE//fimB//treA//entS//dosP//hybE//fdx//hofC//yhaJ//metI//yohC//aroD//fabD//frvA//rpnA//aroE//clpB//treA//yqaA//elfC//rplT//yafN//ycaO//mutS//glnP//degQ//dcuD//
GO_0033865_6	yegS//trmJ//torY//cstA//fimE//metL//dkgA//
GO_0033866_7	fbp//lgoD//mltG//ypdI//
GO_0033875_7	emrY//fimE//dhaK//glpB//trmB//adiC//fnr//
GO_0034030_8	murQ//rplR//nagA//rffG//
GO_0034032_6	lrp//flgG//fabA//flhA//oppA//araC//parC//
GO_0034033_7	ispG//rfaH//rcnA//eptB//
GO_0034035_7	cysH//frmA//bdm//
GO_0034059_4	hicA//rffC//
GO_0034192_7	fis//folD//flhC//
GO_0034193_7	cvrA//
GO_0034194_8	tdcE//torY//sgbH//
GO_0034195_8	pliG//
GO_0034198_6	frwC//rpmE//gcl//
GO_0034203_6	xylE//
GO_0034204_5	zntR//ydfG//
GO_0034213_6	bglH//
GO_0034214_7	agaR//cirA//gadC//plaP//
GO_0034219_6	arfB//hyaB//dgkA//ydiP//sgbU//yccA//hybO//yphB//eutD//preA//nhaB//yfaX//nimR//pstC//yfgO//nimT//hslO//bamC//rhtB//yoeE//waaP//plaP//lasT//alaA//rhtB//srlA//zwf//narW//sutR//amiC//preT//bioF//edd//yhdJ//amiD//ybhD//fucA//csgB//torD//trpS//chpB//yrbG//dpiB//lpxK//ibpA//mtlA//glpR//thiI//yeeA//symE//yedA//vsr//yciF//sstT//rsfS//pldB//galU//trmH//yddA//clpX//yihU//cptB//ynaI//menA//yoaA//yieL//rlmH//ldtC//fliS//yjcE//aspS//eamB//yedL//cof//atpH//lnt//rpsM//frvA//hicA//yehP//surE//atpH//essD//rhaS//gspI//dps//insF-1//pdxY//frvR//dapD//rnd//hisG//rfbX//mltF//
GO_0034220_6	appA//ygbM//umpH//pstB//yjhC//proS//mglC//gnd//rcsA//sfmH//argD//zwf//cpxA//mltC//sucD//trkH//yhjG//nikE//hofC//dgcE//sulA//bssR//phoU//fliM//fepD//ybeQ//fdhE//flgD//phnC//rnhA//dxr//blc//yajQ//yghO//ddpA//clpB//recG//yehY//rluA//cysS//waaY//yhcF//apt//nadB//rbsA//argO//fucI//lpxM//alsB//ghxQ//dapD//opgC//fadM//bamA//glnB//pckA//tyrA//paaF//mdtA//ulaG//nhaA//yjhP//accC//mlaF//ompC//rsgA//upp//menF//ldhA//rimK//rffG//yeaK//leuD//rpsH//yifB//yadC//elfG//tus//sucD//osmE//sdhB//ybjC//ddlB//fabZ//amiB//gsiB//recF//maeA//deoR//menA//fucA//mpaA//kdsB//hscB//aaeR//hflC//cbl//ycjD//ydhK//pepD//dadA//rplA//artQ//ptsN//chaA//betT//trkG//ogrK//manA//aroL//mipA//macA//phoP//umpH//aidB//thrA//dosP//minE//tilS//allR//rho//yfaL//amiC//fecD//ssuA//btuE//pfkA//frdA//lpxC//murC//ygiV//dsdA//narQ//decR//lplA//bglF//skp//ortT//fdx//yehW//ulaF//uxuR//yadN//ydhC//mdtD//rlmN//priC//ybgI//mlaE//gluQ//ydhC//ydaN//ybaL//rbsB//fruK//torS//frmR//caiD//dsdC//argK//dnaQ//yiaU//rplR//yajQ//exbD//waaU//leuS//puuB//uvrA//menI//xylB//cdaR//tdk//chaA//ymgA//
GO_0034224_6	glnQ//ydjE//
GO_0034227_8	pgaD//ccmF//hemL//glxK//trxA//bglB//tusB//nrdB//
GO_0034248_6	sstT//fecC//rclB//rpsT//yhcF//yadV//upp//bfr//insB-4//topB//emrY//cynX//norV//agaI//lhr//yciG//cspA//rpsR//aroA//ygcO//mdtF//hypB//moaE//nanS//ccmA//argB//gyrA//cmtB//acnB//sapA//dacD//yhjA//cmtA//adiY//araG//cpxP//mlc//yehP//ygeR//ansA//yceD//
GO_0034249_7	zur//mlaB//mrcA//clcA//maa//yhfK//artI//hdhA//bhsA//dgcE//ygeV//galU//frmR//aaeA//cmk//fabA//cobC//ascF//yfhH//lgoR//gsiA//agaS//murD//folM//metQ//
GO_0034250_7	frlC//gabP//rfbC//bglH//narL//agaD//fepG//
GO_0034258_8	agaI//
GO_0034260_5	menA//
GO_0034285_6	rcsB//
GO_0034286_7	paaX//
GO_0034288_6	yihW//
GO_0034289_7	wzc//
GO_0034308_5	macB//dgcM//aroC//mdoG//ivy//dppB//ygiB//lsrG//torY//ymfA//insH-5//
GO_0034309_6	xisE//parE//intS//
GO_0034310_6	xylA//glnB//yedX//xylH//ybdO//yoeE//
GO_0034311_6	norR//hisQ//secM//
GO_0034312_7	fdnG//ftnB//
GO_0034313_7	rpmJ//
GO_0034337_3	cydC//dedD//
GO_0034355_7	otsB//ghoS//ruvB//sufE//
GO_0034401_5	yehW//
GO_0034404_5	fic//yhbS//uup//yajO//phoQ//ligA//yiaN//eutN//prc//sbcD//araA//perR//entD//yieL//cca//yceK//rpmJ//recG//yhjX//ogrK//ptsN//adiA//thiC//lgoD//lsrK//nanR//aceK//ccmG//fur//dnaG//bamD//dinG//ibsD//glgC//pck//carA//glrK//chbB//dsbA//caiT//nuoM//atpG//rhtC//yehA//sfsA//rutD//iscS//creB//cobS//bglH//
GO_0034414_9	ghrB//
GO_0034421_8	ybiY//
GO_0034440_4	yifB//purD//galU//aslB//ykgM//yfbR//lptG//yhfK//uspG//yafO//lldR//flgA//ydcS//hybB//ymfK//hokB//sugE//mdtP//truB//deoC//
GO_0034470_8	serS//trmA//yihI//csgD//cydC//yjjV//rusA//rsmA//trmI//ebgA//tldD//yjiA//pepQ//ykgA//deaD//aroK//cpxP//rsmG//bioF//xylG//hypF//tsx//ybdZ//thiC//ampH//kdpA//ynbB//ydiF//sfsB//acpS//nagA//syd//rplA//yafS//paaG//xapR//ynjA//mdtC//ssuD//betI//fadJ//ybhI//csgF//agaS//comR//phr//holD//potH//purR//yciV//cpxR//argS//clcB//dppC//rpoS//wza//ybiJ//uxaB//araA//yebG//hybE//ilvM//trpS//crp//mutT//cnu//fiu//nanE//betT//thrS//rlmI//glsA//ddpA//modC//yjjI//cmtB//mqsR//ybjC//etp//fimG//srlD//yedX//pyrH//yieL//yfeX//rhsD//glmM//yfiC//ybiW//ybjC//dcuR//queA//hdfR//arnT//
GO_0034471_9	cadA//dcd//mdtK//ilvN//
GO_0034552_7	cutC//
GO_0034599_5	pdeL//rutC//gltK//dpiA//lolA//wcaB//rplL//lon//fadH//ppk//lsrG//lon//oxc//astB//yohC//ycdX//speA//arnB//narH//insI-1//rpsA//mraZ//dcuB//
GO_0034605_5	paaC//ubiD//flgD//cas1//oppC//ybhP//menC//feoA//cynS//
GO_0034613_5	pheM//lldP//znuA//crp//rpsD//ribE//hisP//yhdX//abgT//glpX//mdtQ//higB//pabC//ptsI//curA//xdhB//secA//
GO_0034614_6	wbbK//yidP//ybiW//galT//mdh//diaA//frmB//creB//yqjA//hflD//mreB//adeQ//fur//
GO_0034620_6	gstB//mdtQ//rlmJ//rhtC//
GO_0034622_6	hemN//yqcG//flgH//mdtJ//sseA//insA-1//pgl//lptA//rplA//entA//fepE//metK//ggt//alaA//psd//ycaO//tomB//galF//ykgM//sppA//tktB//mepM//galS//arcB//bioC//acrB//kdpF//yihQ//deoR//lsrR//glnD//hslR//tolC//ftsL//bluR//mdtD//betI//cbpM//umuC//rpnB//yfdC//
GO_0034627_10	pheA//tehB//grpE//tdcE//nfsB//
GO_0034628_9	wecC//glgP//artI//acpP//ycbX//
GO_0034635_6	phr//pfkB//dxr//hypD//chbB//holA//
GO_0034637_5	sdaC//nuoE//iscR//yjjU//yajR//hypT//recA//narU//glgX//secA//secD//tdcF//lysS//tdcE//fklB//era//rihC//gfcE//murF//dsdC//yhhZ//ghrB//cheY//rsfS//flgC//intA//hokB//ybiV//yhdZ//rbsK//ybiW//nikE//ispU//cho//flgB//ubiJ//sfmF//gatD//yqgF//yajL//rutC//pnp//pabC//eutR//aspA//argO//gntP//fepC//ftsE//lptE//
GO_0034641_4	bamE//rhaM//hcaC//yhgH//elbB//cyoD//tcyN//iraD//ftsP//mlaC//clcB//livG//xseB//sgcR//fepE//coaA//dtpD//appY//symE//hyfC//yiaT//ileS//ldtB//minC//glk//uspE//pgl//rapZ//queE//mltG//mmuM//oppA//pstS//ruvA//ydcR//cobC//sxy//cof//cbtA//smpB//prpB//hicB//wzc//mdtB//ldtB//iscX//yjbB//yqjA//yibH//fimD//opgE//mioC//dfp//dgcE//zur//maeA//hcp//ycaO//nrdG//dinG//fepD//hslR//yihP//syd//ccmD//mqsA//lgoD//gpr//dsdX//ybhS//nrfA//mutT//gcvT//ygbN//yiaF//glvB//nlpD//hycA//csiR//asmA//cusC//mtnN//opgB//pyrH//mlaE//lptC//intA//rpsL//hisI//treF//paaX//lolC//lyxK//cadB//rcsA//rpsL//pdxY//dtpC//aroB//caiF//minE//mdtQ//cueR//pykF//atpD//npr//aroP//ghxP//hyaD//gmk//aroH//pspA//poxB//acpT//yedA//ftp//hslV//ndh//yfcP//ybfE//yfcU//paaK//lysO//glk//recA//yedF//nfo//galS//fpr//gltK//cof//queE//cnu//yihI//amtB//phoU//gshB//metL//folP//ycjP//atpH//ptsI//queC//nth//ybeQ//citT//rplK//araG//selD//galE//mngA//rpmF//ascG//ydcT//ppc//fimC//narQ//nrdI//pckA//flgF//intA//dpiA//ypjD//yjjU//apaH//rffM//abgA//yjtD//narQ//mglA//prkB//bglA//feaB//miaA//garD//sbmC//sodC//rpmG//rlmI//phnN//yaiV//yfaU//gpmM//umpG//tsf//yqcG//zntA//pyrE//ydcP//yidP//mobA//msrB//ssb//yphB//hemH//menA//mukB//torC//pitA//livK//yhjD//pepT//kduD//rbsR//truD//ptsI//yagF//yedA//pnuC//gsiD//lysC//fliL//hycI//rpsM//napC//efp//tdh//codB//rof//mntS//xylA//alsK//dmlA//yidE//cadC//hrsA//paaZ//flhD//mgrB//osmE//ygeW//rplR//hemF//pgsA//idnK//atoS//ftnA//mepS//yciF//ackA//yihO//ykgF//xylB//yhbY//ibpA//yhjX//rbsD//ribF//csgF//pphA//osmY//frr//mzrA//rihA//mioC//abpB//glgC//uspF//cysE//cysC//yghU//selB//speF//dhaL//sufS//etp//sgrR//ycfS//nupX//asd//nirB//dinI//avtA//hybA//ydhC//glpR//priC//mhpD//rnlB//tdcE//puuR//fixB//ilvN//eutD//ydeI//yedF//rodZ//argT//fliM//sohB//ogt//guaD//hofP//fadM//frr//intZ//gntU//atpF//dgcJ//ilvE//yifB//yhbQ//adhP//fdhF//ampG//argK//murP//agaB//gabD//obgE//valS//rpsK//ratA//rbsK//ilvE//gcvT//setB//yccX//yahI//thiQ//uspE//cbtA//ymfA//rpsG//nuoM//nemR//evgA//mutY//rimJ//yjiX//elyC//yiaF//mlaB//paaF//gntR//ompN//yebK//gadB//tdcE//gudD//bssR//nusA//napC//yagF//asd//gshA//dgoD//cstA//ybeY//dppD//yagG//trkA//allR//metR//proP//hcaE//ybhJ//bacA//ydfD//pgsA//fadL//ftsN//fadL//ihfB//cspB//epmA//uhpB//clpB//mtlR//ccmA//sutR//nudF//mgtA//hokE//tisB//ynbB//glpC//galR//rsfS//pgaD//hns//nirB//dcuA//grpE//rimO//ssuB//dam//cca//lgoD//yqiI//accA//bcsQ//arnT//ruvA//lolA//glvC//afuB//ribE//hrpA//appC//intS//dgoA//caiT//ygiV//scpB//sad//lepB//insI3//prlC//tktA//ilvE//ygcR//ompT//plsB//nrdH//nagZ//aas//yhiM//puuE//mgtA//ytfE//nepI//nepI//guaB//folA//arsC//hslV//nudF//yjcO//glpB//pepQ//gatC//waaS//tyrB//iap//cspB//uhpB//nanK//rlmI//ascF//ligB//gabT//blc//speE//ppc//lolC//metI//cysP//dhaK//ftsP//ahr//metB//phoU//trpL//nanT//murA//ppk//lldR//ldtE//nadC//secE//yidZ//hslR//modA//nuoE//tcyJ//ppiC//dnaC//glsA1//uvrY//selD//setC//yihW//dtpA//cynX//glrK//hycI//ycfL//paaD//ligB//opgD//ykgF//osmF//clpA//ykfM//pyrF//agaW//dcm//psuT//uvrD//fliM//mdoG//flgJ//prs//fdoH//ybhG//gdhA//katG//fadD//asmA//secF//pnuC//aaeR//nirC//tsaE//sgcC//speC//lplA//cbl//hycI//glpF//bepA//upp//yneJ//ygcO//bioD2//yecS//rpnB//queC//kilR//phr//rbsD//ydcS//btuC//lacI//miaA//mrcB//narY//ytfP//diaA//ypdI//sapB//yidP//rlmL//pgpC//spoT//glcA//treA//acrA//malI//glmS//aroE//rzpD//araE//uidC//feoB//tehA//amiC//purF//rfbX//rapA//afuB//chaA//acpT//pdxH//speB//rdgB//serB//tilS//melR//arcB//yihT//ugpC//casD//ydiB//mak//yebQ//fdnI//rpsR//baeS//yafE//pstA//mdaB//ydeM//proP//rpiB//paaZ//dinB//fau//thrC//ykfM//xylA//cheA//mdtN//rpsT//thiG//araH//ygaH//dusC//treR//nrfG//gltP//zapA//folE//gltI//chbB//aaeR//crcB//ghoT//rhtB//ybaQ//insI3//vsr//sgcC//gudP//gadW//ndk//hdfR//lsrG//ssuD//fdhD//chbC//miaB//tsgA//lolA//yoaB//ftsX//ldtD//nfuA//hflX//sdhB//bdm//galK//pbpC//tcdA//cspD//ppsR//ybaQ//yjjW//purD//ldrA//dsdA//argG//holD//potA//dicC//ubiD//rnt//proA//gmhB//poxB//yhcN//appA//cho//lapB//sapF//tcdA//plsC//ptrA//atpH//puuD//rssB//arnA//agaI//narX//ada//ptsH//rhaD//uspC//mlaB//osmF//clpX//rhsD//soxS//yecS//yhiM//queC//ortT//insE-1//ihfB//menE//yobA//murQ//torI//tauD//lptE//ybjX//dacA//intF//ypdC//gmk//nrdH//xylB//uup//srlA//surA//purB//yjjI//ascB//nth//yggF//agaA//mscS//tamB//fruK//purC//yneJ//hypT//grcA//sspA//tdk//yrbG//uspC//zntR//hisB//entC//glxR//rhtC//soxR//ycgV//rbsA//treR//dpiA//kbaY//metE//mnmA//chbF//gstB//gatZ//nadD//atpH//dtpD//feoA//yihX//ulaF//phoP//pabA//ompF//rssB//trkH//yraR//ttdA//yedA//ybgQ//lacI//chbA//ulaB//lysP//serS//lolE//rpoA//rutB//yghB//envZ//yebK//atoC//mdaB//argH//ydiZ//hybE//ppc//zraR//puuE//yhjA//rfaG//ybcJ//mepM//fdnG//nirC//ugpA//ybaM//hda//topA//sodB//rplQ//ybgI//rpmB//ynbB//bioD//secF//sdhE//sufS//rffC//proC//sbcC//wrbA//nmpC//flgF//malZ//trpC//feaR//yiaU//yegT//glsB//panC//eutD//tauB//nhaA//yfcG//fliG//sgbU//yjiR//ybiT//sgcB//lpxT//nmpC//cof//livM//yaiW//ydjJ//menI//uxuB//ynhG//map//ttdB//exuT//nlpI//phoA//hisH//ychH//dps//phoA//yhgF//kefG//aroB//
GO_0034644_7	ydiQ//sdaC//
