#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	yjiA//fre//ydjL//fabZ//
GO_0032775_6	ytfQ//mltB//codA//
GO_0032776_6	fhuF//
GO_0032780_7	aroK//sixA//
GO_0032781_7	entA//fimA//dgcT//
GO_0032784_8	eptA//galK//
GO_0032787_7	rhtC//metB//hcaF//lyxK//rutD//emrK//ybjD//bamC//queC//minC//crp//gadC//leuS//yfaE//moaA//fimF//rpsR//rluF//gntK//bluF//ftsE//ulaB//yraI//lptB//feaR//modB//iscS//dut//panE//insA-1//potH//ibsB//zipA//mlaB//yrdA//frlR//mdtQ//cyaY//ftsX//pspF//narL//aaeR//pgaB//lptD//alsB//yicJ//fadD//leuO//sufD//acrB//pheP//torI//hcaF//rbsA//yfcA//clpA//patA//cspI//zur//pdxJ//rpsS//ahpC//frlA//ibpA//stpA//pepA//metE//sucA//grcA//tusE//sucA//caiB//pabB//ydeE//pyrC//ycgV//ydcP//mutL//yjfP//yqcG//epmA//kbp//mglA//yjbG//srlD//hprS//ycjU//hflK//bioD//borD//araF//fabB//dtpD//yciV//yraK//gabT//viaA//hyaB//adhP//codB//recD//yiaU//mcrA//ymdB//dppD//rep//dosP//curA//zapE//atpA//tyrB//yneL//prfC//lipB//citG//cyoD//yeeA//folD//gltK//hrpA//lsrK//ais//mdtK//katE//pepA//mdaB//yfcS//nrfD//rplO//lon//bcr//yehW//yejE//nikA//ssb//fimE//seqA//btuR//ycdY//asd//insA-2//rpsG//mutH//ybeQ//ytfT//sapD//wbbK//citT//ybdH//gspJ//gatD//gpr//ybfE//yhjG//rimP//rseB//yraJ//rne//csgF//ydcS//phnN//trmD//pepB//ribF//gntK//sdhE//ccmE//tnaC//lon//lptC//speG//ycjY//fryA//rpsS//qorA//rnr//secF//arfA//pepD//copA//rhaS//dgcE//tusE//dhaL//yqaA//ccmE//grpE//ydiR//uof//aqpZ//yciK//mnmG//rnhB//gntK//nanS//opgG//cobB//caiD//yhaM//feaB//sgcR//rluF//panF//
GO_0032790_6	glcF//bdcR//
GO_0032879_4	clcB//motA//tcdA//dtpD//hofQ//hypB//hscC//mpaA//ivbL//hypA//tnaB//mzrA//eutN//mlaF//selB//nupC//gcvH//zntA//yedA//tufA//yjiX//agp//yneL//acpT//yieF//fucK//pth//cusS//
GO_0032880_5	lsrD//hpt//gmd//
GO_0032881_6	uacT//ybcL//rlmJ//cyoA//
GO_0032885_7	rbn//menA//ygaH//
GO_0032940_3	eno//ydjJ//ybdO//yjjQ//hslV//marR//smrA//
GO_0032950_7	idnT//
GO_0032951_8	pinQ//
GO_0032954_7	gadW//rlmL//yggW//
GO_0032955_6	rssA//thiH//gatA//
GO_0032973_7	yigL//yhdZ//dinJ//mltB//fryC//
GO_0032978_7	insI-2//znuA//asr//soxS//
GO_0032984_5	phoR//flgF//slmA//rtcR//intE//mdtJ//uspB//pppA//leuO//
GO_0032988_6	sucA//hflD//
GO_0032989_4	pgaC//
GO_0033013_5	nanS//nuoL//garR//nagD//ydiZ//atoS//sxy//ogt//dcuD//ycjP//dicA//yghB//mglA//yadC//ycgV//ravA//aroE//lpoA//holE//bolA//selB//
GO_0033014_6	phoE//erpA//cysS//ygjK//aceA//gcl//nsrR//cbl//rplQ//garP//msrP//yhaO//elfA//glcF//lolC//ygjR//ttdT//phnJ//cpoB//yeeA//cpsG//
GO_0033036_3	cheY//yqeG//lgt//ptsG//tsaC//thyA//gltK//cspD//ralR//rsgA//clpP//tabA//arnT//mrr//torD//glnK//frmR//rlmG//argI//yajL//ada//mdlB//dppA//citE//tusC//fabZ//trmH//araH//arnT//aceK//bioB//mgtL//yciT//yajO//uvrC//viaA//gapC//rclC//ydiF//wecB//ribE//narV//yedL//ybiO//nupG//pcm//kgtP//cadA//queF//
GO_0033043_6	ycfJ//entF//pgm//sugE//yobA//
GO_0033044_7	frlA//
GO_0033051_5	rpsD//
GO_0033120_8	ubiX//
GO_0033157_7	ygeV//mhpB//
GO_0033194_5	rutR//envZ//trpS//murP//
GO_0033195_5	ydiR//
GO_0033212_10	oppA//bdm//cysC//pgk//fucI//
GO_0033214_11	ispG//tsr//
GO_0033228_8	trpGD//dgcN//aspC//mcrB//
GO_0033238_6	cpdB//sgbE//trkH//bioF//
GO_0033240_7	rhoL//
GO_0033317_7	ldtC//thrC//fabG//secG//
GO_0033319_5	livH//
GO_0033320_6	carA//
GO_0033345_8	lptG//
GO_0033353_5	ycfH//
GO_0033359_7	yphF//ybhA//
GO_0033365_6	iscU//
GO_0033383_6	prmA//
GO_0033384_6	yebC//
GO_0033388_7	potC//
GO_0033477_5	gcvA//
GO_0033499_8	fepG//narL//acs//ydfK//hofN//narQ//osmF//
GO_0033517_5	htpX//
GO_0033518_6	dgoT//
GO_0033526_7	pflC//tcyN//uidA//rcsC//
GO_0033539_7	mprA//tesB//sucC//
GO_0033542_7	cyoE//recJ//
GO_0033543_8	yedL//
GO_0033554_4	yhjA//pepD//gltB//glrR//dgoT//pyrD//mdfA//ahpC//fimZ//mzrA//rpoE//dhaL//lpoA//ymfK//gltD//malI//bioD2//thiL//gloA//yiaA//nadE//tufA//yheT//prs//hcaT//cycA//manA//frvB//intZ//hokE//ydhJ//ydaC//fepG//yadV//setA//ompL//poxB//nadA//phnG//bamE//lysC//agaI//efeO//alkA//shoB//chbF//bglX//ykgM//metH//nrfA//kefF//guaC//yiaB//cmtA//prpC//gspJ//pyrH//fnr//hsdR//proB//ybiT//gppA//lpoB//yajD//yfiR//pdeL//nadA//yfbU//rffT//yhfK//menB//minE//lptB//gatB//rapZ//leuA//nsrR//appB//pdxY//ypdA//recR//ybaQ//oppF//fumC//hisA//mdoD//nlpI//rzpD//ssuB//casC//nrfC//rutR//mzrA//intE//otsA//yhgH//ybhR//xisR//ddpX//ynbD//paaA//ydiR//hemN//mobA//barA//purF//glgB//menB//hflC//shiA//sgcX//yghG//aspS//rimJ//rfaE//ilvL//ppc//mdtM//melB//malX//glgX//casD//gsiB//fumB//citG//ykfI//truB//rplC//insI1//nfsB//ycaN//sbcC//gdhA//hycH//ycjW//oppC//pbpC//dgoT//tyrB//ptrA//yiaA//fadL//motA//mrdB//sad//hemD//ldrA//idi//yhcF//frr//dps//yahD//rsgA//mlaD//dnaA//curA//ypjD//cdd//marA//ybaE//mdoD//msrB//casE//rtcB//yccS//yfeO//cueR//uhpA//bglJ//mtn//fmt//tolR//fimG//betT//yagJ//mngA//malS//rimO//mqsA//prmC//gldA//secY//cstA//hscB//mrcB//waaP//dgoR//msrQ//insI4//pdeD//frvA//basS//yjeH//valS//trxA//mukB//ispH//pflA//ogrK//ydhJ//rihC//yifB//fdoI//entB//cptB//ydeT//rsmD//crp//yejB//yiaL//lipA//ybdH//hybG//sseA//yjhP//ybcL//epmB//fixB//fepE//yqaE//paaB//proQ//yhjD//dacD//murC//rlmN//yraJ//gadA//ldhA//hmp//nrdB//opgH//arnA//yfaV//katG//rhtC//lptA//exoX//yhjG//pflC//gapA//yjjI//pstB//ytfE//rbsK//mutM//yraH//secA//basR//yfdC//ycjU//hemE//abgA//modB//hyaA//otsA//aroB//ibaG//eamB//priB//araG//glnL//holC//hyfA//pncB//fliZ//yibA//yidA//cynS//ybcF//ybdZ//ppiC//nusG//pfkA//holC//ytfQ//plsX//uxaB//tatE//uxaA//hdeB//yiaA//insI-1//agaS//rnb//fucK//yhaO//srmB//relE//sapC//rzoR//mhpR//atoB//rnhA//insK//leuE//nagD//barA//dauA//thiE//mrdB//prmA//cysP//thyA//ldrB//fdrA//ybjL//xapA//ybiT//ccmD//rplM//ybcF//fecB//lgt//dgcQ//ydcR//parE//dpiB//hemC//rmf//stpA//lptG//yraN//secG//
GO_0033559_6	apt//
GO_0033567_6	gsiD//
GO_0033585_7	tnaA//yjcO//
GO_0033609_8	dtpD//
GO_0033611_8	ygiB//
GO_0033674_7	dnaX//
GO_0033683_7	dctA//
GO_0033692_6	mazG//cadA//msrQ//yjiR//dacB//lpxL//dcd//menI//queD//prkB//malG//recG//mutH//nsrR//paaE//entA//mepA//zinT//yqgB//lptD//lolE//glmS//fklB//tauA//secA//ompT//yghG//lysR//lrhA//frvA//yadN//ldrA//ymdB//rsmB//ttdT//topA//yqhC//ybaE//nikD//yagG//yfgO//yiaN//yieE//aaeA//tyrS//rpsE//oxyR//
GO_0033865_6	sfmF//rutE//nei//galK//kdpA//yidC//casC//
GO_0033866_7	gloA//ynfK//yoeB//mobA//
GO_0033875_7	yidC//nudG//sfsB//elyC//fimC//nuoG//nhaA//
GO_0034030_8	rutR//yacG//tomB//rsmC//
GO_0034032_6	hofP//nemA//feoC//dapF//glpB//ybcF//thrL//
GO_0034033_7	hupB//amiA//cysD//lptD//
GO_0034035_7	rutE//ypjD//fepG//
GO_0034059_4	csgB//atpB//
GO_0034192_7	msrQ//emrD//deoA//
GO_0034193_7	rhoL//
GO_0034194_8	dgoR//rnr//cpxP//
GO_0034195_8	yfeO//
GO_0034198_6	pgm//cutC//oxc//
GO_0034203_6	dctA//
GO_0034204_5	rcsB//rpsT//
GO_0034213_6	acrD//
GO_0034214_7	cysC//yehT//aroL//wzc//
GO_0034219_6	metF//ybjL//fucK//cheZ//nikC//frlC//fabI//solA//yejA//udp//yhhT//tilS//fdhD//dapF//ybhG//lsrC//cspG//fliZ//ymfA//rbsR//recA//iraD//ldcC//hemB//tusE//frsA//fadM//tynA//ade//rpsJ//phoU//araB//codA//frvB//hfq//yraI//polA//bssR//fryC//nupX//deaD//rbsC//fsr//yggF//rpoS//ftsW//polA//thrL//accC//sfmC//sbmA//dusB//thrC//lplA//xisR//hscA//rlmE//lolD//rstB//galR//speC//bglF//cydA//yajR//rcsC//casB//cobU//gmhB//iaaA//yahF//dmsC//ydeP//agaI//rsmD//lptA//uhpB//nrfF//rluB//sapF//pstA//yobF//uxaC//yehD//dsbD//nth//xerC//rsmB//ygjH//prmC//nrfA//rplY//ygiW//yieL//gatA//
GO_0034220_6	ygeA//umuC//ydjL//umuC//ynjA//yfdR//ygfI//metK//btuD//manA//bcp//hokB//fucO//ssuB//cnu//intF//glrK//bdcA//bglH//hofC//ybiW//idnO//rsmF//oxc//pdxJ//ssuC//ynaI//yehX//priA//narZ//pncB//dapA//slyA//srlR//ridA//minC//cpdB//ansB//ycjW//kdgT//menE//thiC//trkH//rpsA//pdeH//ynaE//waaF//mcrB//pheP//moaA//lpxC//rplY//exuR//birA//torZ//udk//adhP//dnaT//tsx//folD//uraA//eutB//rcsF//glnS//nagK//yfbR//hexR//yiaF//truC//ydbK//mngR//soxR//lpxL//rdgC//deoB//ydeO//ytfP//parE//ymdB//dbpA//fadR//wzzE//tolB//bioD2//rpoD//hemD//yidA//ypdB//yjjU//tsaC//rdgC//zwf//mug//purT//sxy//gadE//flhA//glgA//grpE//iraD//xylF//ruvB//hypB//edd//rluA//tsgA//yiaO//cas1//crl//ccmC//ygcR//ulaG//ubiE//msrP//kch//btuR//yihU//ynbB//fimA//yhcH//mdtD//shiA//lapB//ileS//mdtL//menE//glpR//fryC//cadA//yghB//pldB//lsrA//plsB//fdhF//yaiP//yggW//nirD//sucC//baeR//trpR//fiu//raiA//yhjR//yfeR//yadM//fetA//csgE//ybcL//recJ//ykfI//livG//modA//caiF//ppk//treA//feaB//mscL//ytfQ//recR//ugpB//yodD//rsmJ//lit//leuB//yfcP//pgk//mzrA//arcC//sfmA//argK//lplT//lsrG//pdxB//tmcA//lacY//
GO_0034224_6	uvrY//nagK//
GO_0034227_8	cysP//lipB//erpA//ybeQ//wbbK//zraS//epmB//tolA//
GO_0034248_6	citX//dppD//dmsB//cusA//gloB//araD//cnu//norW//cyaA//yehB//rffH//xylR//upp//yghG//degS//otsA//sucA//yccS//sspB//moaD//yadG//rclC//tsaD//ynjD//dxr//ygiN//ubiI//ydcS//lsrD//gdhA//dadA//lexA//leuO//tyrB//fnr//ftsB//ydcO//mmuM//nuoE//modC//frlC//
GO_0034249_7	lldP//prs//malZ//phoB//treB//allB//nuoF//srkA//envZ//frvA//gatB//acnB//ortT//hybG//aldA//zinT//sodB//hemH//dedD//ydcZ//yfdC//paaD//mdtK//tauA//ptsG//
GO_0034250_7	rhaM//hycH//mdfA//glmS//zntR//rhtA//gntR//
GO_0034258_8	ampE//
GO_0034260_5	cbrC//
GO_0034285_6	ugd//
GO_0034286_7	menH//
GO_0034288_6	grxD//
GO_0034289_7	ybeF//
GO_0034308_5	lpxK//malI//rsmG//trpE//cydC//yjjW//dtpC//thrL//cspE//serS//atoS//
GO_0034309_6	pphA//umpG//tig//
GO_0034310_6	stpA//emrY//kdpA//panF//paaG//deaD//
GO_0034311_6	bioD2//trpB//cueR//
GO_0034312_7	mscS//narK//
GO_0034313_7	tufA//
GO_0034337_3	epd//narY//
GO_0034355_7	rutE//cyaA//tusB//alsB//
GO_0034401_5	garK//
GO_0034404_5	rfbD//uvrA//tdk//lhr//cmk//dsdC//trxA//metQ//ulaG//yhfS//mrdA//cusA//lolB//bcsA//znuA//uspE//ybiT//iraP//narZ//manX//fre//yjeH//fliZ//emrB//kefF//ilvB//fliT//ddpA//fecD//pinE//degQ//napA//dgoA//metH//hisA//coaA//putP//cbrC//ubiF//ralR//yjhB//phoR//ppx//hslR//cdaR//gnsB//insI4//exbB//narG//bcr//
GO_0034414_9	agaS//
GO_0034421_8	fpr//
GO_0034440_4	ybhJ//aspA//ybiO//rzoR//adeQ//elaA//ftsE//sgcE//metN//pdxY//wzzE//rho//secY//wzyE//rpnB//ynaE//galK//gadW//ppiD//aaeA//
GO_0034470_8	rlmC//ycjD//parE//ybjL//rsmJ//lpxK//recE//rpsJ//agaC//waaP//waaZ//menB//hupB//uxuB//glnP//ycaO//erfK//lyxK//glpC//rluC//ydhC//tdcR//relA//mdtE//fruA//elfD//tsaE//lysU//pabC//ygiW//yedF//xylR//caiT//sad//maeA//dppC//nirB//nusG//dps//yeeO//kdpD//eamB//yheT//nepI//iraD//pdxA//yihV//gcvA//nrdG//metN//fryC//lpxM//lysA//mltG//ade//yeaD//lexA//gapC//yfcV//map//ycjY//rcsF//mdlB//yehP//nagA//fimZ//nirB//etp//paaJ//rne//gnd//mioC//prmC//nanS//yafS//nadE//yraR//ilvB//agaA//phoR//nhaA//basR//nrfC//proC//prpC//lolE//caiD//treR//ugpE//ybcC//rhlE//nagB//yhaO//fabZ//
GO_0034471_9	fliT//hyi//cpdB//folM//
GO_0034552_7	ompA//
GO_0034599_5	gstA//gfcE//pgi//dxs//sodC//ccmG//hisS//ycdX//grxD//insI-2//zapD//dxr//ccmC//aroP//fnr//baeS//nuoL//parE//rplF//gudP//lipB//puuR//cysE//
GO_0034605_5	tamA//basS//yraR//sbmA//pnuC//cydA//lpoA//ydfG//ptsI//
GO_0034613_5	ydaC//ptrA//setB//potA//ykgO//mtlR//sgbE//frsA//birA//mcrA//glcB//ddlB//carA//glgX//dinG//parC//betT//
GO_0034614_6	proA//fecB//flgK//yhbX//entC//pnp//rutG//glvB//nrdA//rplN//mdtB//ispF//yejE//
GO_0034620_6	ynaI//nagD//fdnH//purD//
GO_0034622_6	cysK//yfdO//thiP//ilvD//nuoM//hfq//gpt//frlB//modA//ghxP//fkpA//cspI//puuE//yjtD//recX//ispG//pnuC//ynfE//yeaD//cyaY//cpsG//nemA//yfdK//pgl//eutN//adeP//bipA//glcD//murB//fadI//gdhA//uxaB//folD//yaaJ//yjhH//shoB//melA//ulaB//rzoD//rayT//dgoD//
GO_0034627_10	yjhG//yhjC//fbp//ygfI//cvrA//
GO_0034628_9	yggN//pldB//crl//proB//yahO//
GO_0034635_6	nikD//prpR//alsK//sbmC//yfbS//recX//
GO_0034637_5	dcuC//lolB//kdsD//kefF//lsrD//yhjG//lptE//holB//yphC//tusE//entS//queE//rplK//codB//mscL//mlaE//sixA//avtA//bipA//arnB//ybiJ//ydiF//rfaE//ulaB//dnaG//corA//nirD//mcrA//flgD//kdsC//pgrR//flgM//tolR//yhdW//pinQ//fimA//tldD//kdpD//entC//tolB//waaB//sucD//dgcZ//rclB//citC//cpsG//gutM//yraK//glgP//yraJ//
GO_0034641_4	ppsR//miaA//phnJ//malF//uhpT//ydhK//mioC//orn//asnS//ldtC//gatA//gshA//msrP//lpcA//alaA//thrL//fadB//sucA//fabH//higB//folD//puuD//frwB//chpS//ydfG//murF//asd//dcuA//yjiA//gltI//fmt//rpsJ//xthA//ompA//yoaB//cpxR//qseC//potI//yciA//sdhD//nuoM//elfD//osmE//cheZ//ldrA//holE//sppA//napA//grcA//hisB//yjiM//fimA//dapB//eutB//sfmA//surA//ltaE//yhjA//yjcS//ppiC//eamB//fdnG//ubiD//alpA//rsmH//ydbD//ydjL//sdhD//uidC//acrD//yfcG//nrfF//hycB//mdtF//ybfE//yhjB//yeiL//hflK//gltL//ybaO//agaD//ybdR//sfmC//yahI//yibA//glgX//acrR//ftsB//ptsG//rutF//cutA//fdhD//hycB//uspF//ybiO//sdiA//arcA//tauC//nrfB//iscR//gsiD//flgG//phoU//pdxB//ilvB//hyfC//aroL//nikD//yejF//bioA//mntH//metE//tusD//flgA//lysU//glgP//hscC//yjgX//speA//idnK//cvrA//cpdA//torZ//kdpE//sgrT//fetA//yidC//hyaD//djlC//brnQ//argH//ykgM//rpsB//hemE//apaH//csrA//psuG//mdtC//ccmG//hycA//dbpA//kdpF//ftp//suhB//dhaM//ydjM//yfaU//sfmH//xthA//ptsI//rarA//waaJ//msrB//qorA//arnF//dctR//galS//rnd//lsrR//ribB//fumC//ybiJ//torC//glk//uxaC//ynfE//prs//uvrC//gpr//dcuA//xerC//nth//fimB//proV//rffM//ftsL//chbA//csiR//tusE//yaaU//cspA//tgt//mgrB//ycjQ//ftsN//atpE//pstC//yjhH//dtpC//fadJ//patD//emrD//mdtO//rplE//aaeR//intZ//hinT//mutL//cysM//fixC//fimA//adhE//cysU//trpGD//fliT//gadE//proW//sfmH//lgoT//fixB//gatZ//gapC//appC//cyoC//ilvI//crl//glnS//srlR//barA//kup//dnaK//cspG//glnH//sapA//dhaM//yihW//nanC//gabD//zapA//phnH//mdh//sodB//nadK//mhpT//ymfK//hybG//proV//yjhH//recB//srlB//rodZ//waaP//panB//pyrC//ndk//flgB//ydeP//tatD//parC//fimE//yfeR//bssR//recA//pepD//ycdX//msrA//napF//moaD//entA//satP//ilvN//ybiJ//yqjH//menI//phnO//rpsT//exbB//dam//tsaD//rclB//mltD//nagK//paaG//holC//rffT//trmD//hscC//elyC//ftsW//tyrR//kdsB//xylG//lepB//trpE//fhuC//pheA//frvR//napD//bioC//chpB//yihO//uhpC//ybaM//bamA//insH-6//fecD//waaS//menI//yeaG//gpsA//idnD//feoC//agaC//fic//livF//osmE//ydjE//fdoG//clsC//opgG//chaA//nei//psuG//yadV//ibsC//rrrD//pheP//lepA//eutA//yciV//fdoH//rpsD//ybjL//frwD//menC//prs//ycjU//ftp//greA//htpX//flgE//gppA//ulaF//cadA//alsA//rpnA//talB//ldtC//mak//gyrB//rsuA//kdsD//rplS//gstB//amiD//gcvH//ghoT//yjhC//cpsB//nagE//abgA//lolD//fliA//cheW//allC//rpoS//mutS//edd//corA//aas//ccmD//kefF//atpE//mepS//tnaB//uxaC//yhjX//aroH//ykfM//yfeX//rpsA//kbaY//recJ//eptB//rapA//alsC//gudP//ndk//argD//gfcE//emrY//ubiF//atpD//dcuA//plaP//rpiR//ymfK//endA//thrB//rlmB//uspF//yecS//nuoI//yfgO//pgpC//psuG//pphB//ddpA//sodC//gltK//nrdE//gshB//ogrK//vsr//yjhB//rutA//yibT//mak//narU//caiF//rpiA//mutS//bluF//ymfK//mtlD//mtnN//mhpD//ffh//qseC//mcbA//frvB//cspG//rpiR//nikB//pth//tdcA//borD//cas1//ndh//atpC//dctA//hcaB//xthA//ybhS//fbp//yahF//prs//yahN//cusS//pitA//uxaA//pdeK//yneJ//kdsD//dmlA//rpnA//gltX//ybiV//truB//shiA//agp//lepB//entA//intS//csgE//phnH//flhC//rplN//ycgV//gpr//glgA//cysE//prkB//rapZ//lldP//yqaA//gldA//xylB//yedF//phoQ//yiaM//yiaN//cytR//bdcR//priA//nhaA//araH//yhdJ//ccmC//nupG//yehA//yaaY//yneE//csgF//uvrC//ycjU//acpS//oppB//epmC//yfiE//yagJ//ampG//puuP//dsdX//trpGD//atpG//mdtN//uidR//yhaV//amiA//rimL//rihA//exuR//pncB//yohD//bioC//yedA//ubiF//yfeW//nanT//ypdB//yrfG//dhaK//nikB//mrcA//atpD//ycaN//elyC//lit//yccX//carB//atoS//ortT//ilvE//proQ//shiA//frwC//lptA//dinJ//pdxK//phnI//waaF//mrdB//rpoS//ycbB//yhfS//gltS//waaY//nfi//aes//eptA//hyaC//arsB//citX//gloB//csgG//rplQ//cyoA//sfsB//yhbO//viaA//cysD//proC//fepA//ssb//yphB//sfmA//edd//tqsA//hipB//gdhA//cas2//blr//basS//rhtB//ompL//hipB//menF//uhpB//baeS//yeeJ//ilvN//cusC//osmE//ygeW//bamC//phr//pyrG//poxB//mdlA//pmbA//ascF//lysA//zwf//yjjW//ybdG//rplW//insH-6//ynbD//uhpC//pykF//rpiB//rpiA//nadC//mdtO//nrdE//yihX//amiB//yjbE//mdtE//lipB//uxuB//waaO//csrD//pnp//hscA//glyA//dcuA//hprR//malZ//ybcM//trpC//mgtL//glpT//frwC//mrp//yidE//fadJ//grcA//ribF//lnt//mdtM//glpK//dapF//garD//nrdG//hyi//hofQ//xylA//atoC//flhA//mrr//hcaC//cspB//patD//ivbL//kdsD//nrdR//ydiR//treB//wzzB//nadE//pppA//sufD//ybjX//ybaE//dgcZ//ybjI//mdtO//rlmJ//greA//entB//hofQ//purD//paaH//ibaG//adiY//dcd//mdtC//moaA//bacA//pliG//eutN//yraJ//ldtB//cusA//eutN//udp//rfbC//betI//rpoH//atpF//gadE//yaiV//rutR//yebQ//tqsA//rpnB//prfA//trmD//symE//kdsC//bioC//oxyR//macA//mtfA//nrfE//yhaJ//tcyN//betA//ynaE//yfdG//mnmG//aceB//ydeE//yoeB//kdgT//rusA//ymgF//rpoH//nrfA//elfD//accB//yihO//purD//yfdO//ugpB//gltS//dmlA//hisC//mutS//paaK//zntR//mdtP//suhB//acrD//tolB//ecpR//ydeT//trmD//yibH//preA//potC//mgrB//dpiB//yhjA//pyrE//intZ//tusA//phoR//yccS//nrdH//yegS//guaC//cdh//ykgO//yjhI//yacG//yciE//yddG//yfeR//btuD//ymfA//hofP//yieF//insI3//argG//yfhH//cyoA//galS//bamD//frvR//ssuD//hdeB//sad//ulaB//ybjI//insI4//xylF//panZ//yjaA//recR//folP//cirA//yoeE//ydfG//hdeB//xseA//fdnI//rpmG//orn//mutH//phr//tsgA//hdeA//ygeR//sfmD//ftsQ//bamB//yrfG//xylE//yidA//ribF//argT//ppiC//sodB//rlmM//glvB//yedF//yahF//rep//hofC//yafN//rcsA//fetA//tag//hokB//exbB//glcE//mngR//pspC//crcB//ynjA//fadI//hybC//paaX//pphA//rfbD//grpE//appB//ndk//sufB//rutG//ihfB//rluD//
GO_0034644_7	erfK//groL//
GO_0034645_5	ispU//feoC//waaH//rsmE//ynbB//gadX//yjaZ//glyS//ybdM//gpt//yhiM//fepC//trpC//rfaG//cedA//yhfK//tolR//pyrH//cas2//narU//thiI//metC//recA//flgA//znuC//ftsB//feoC//oppC//elfA//manZ//yddL//baeR//ycbX//yicJ//ddpX//norV//rsmF//mlaD//cpdA//ygiW//insI-1//rlmB//yhbY//glpX//secB//yneJ//rbsR//deoR//sugE//chpS//trpS//nei//cusC//fumB//fabD//yfiR//ydiK//nhaR//yiaF//fryB//mntH//hldE//yeeL//fabI//rpmA//hchA//yeeO//xylF//tcyP//metL//yjjW//secB//rarD//rng//fdhE//fucA//rpsN//yohC//ghrB//atpF//maoP//sufS//hicB//tktA//pdeD//speD//nfi//sucA//hsdM//sufB//ygbM//rhaD//sspB//gspI//mltD//ybjL//cobS//afuB//pbpG//ydjM//mhpT//actP//tdcG//dcyD//clpS//dinI//waaF//ybiY//rsmA//mdtO//cydB//ydgA//cpdB//glvB//dpiB//ygiW//hyfA//hupB//cynX//mscK//bglA//hupA//epmC//mdoG//ahr//fdnH//hiuH//hybA//sthA//elfG//glk//tpx//fliL//rplF//murG//phnM//lacI//secM//livK//agaI//hcaC//lapA//sgcE//hipB//azoR//ybiY//basS//fryB//dacC//betB//appB//dbpA//pinR//rplS//rpsN//fur//cysK//talB//cysU//yiiM//fadD//mgsA//nhaR//pykA//mraZ//bluF//yqiH//dnaN//tehB//gabP//luxS//uidR//rzpD//ltaE//xisE//rfaH//ygbL//kefG//ftnB//yahB//qseB//nlpD//rplO//ybbY//dnaE//kefF//btuB//fetB//pepA//sgbU//mtlA//abgB//aidB//fimG//cysE//acrZ//ulaF//gshB//rpnA//envR//cdgI//rhmD//pinE//speD//ygbN//ilvB//zapA//yfeX//uhpA//pgk//yraR//minD//rplE//entE//ydcP//yiaJ//potC//yahF//argR//nlpA//qseB//lpxC//dsdA//btuE//ansA//cueR//btuC//recO//mdtF//deoD//trkG//ybhA//rng//paaZ//glpD//fimH//ttdR//cysN//pheP//xapB//citX//leuD//rpsS//rne//sgbH//kdsC//hemG//tcyP//poxB//yjaA//cdsA//nagD//ade//yfhM//rnr//abgB//rpmC//pfkB//phoB//yqcG//zitB//ybcC//prpB//ratA//sanA//rplS//yfeW//yohC//opgH//parE//rffC//dsdX//prpR//qorA//greB//rfe//cpoB//astB//cusC//ybgI//cbrA//ugpA//mcrB//npr//fpr//ada//rpsJ//phoR//rplN//cobT//yahF//glcB//ynaI//acs//citE//plsX//glgC//fpr//hyi//lpxP//pinQ//ybaM//ugpC//acrB//
