#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ubiB//sfmH//etk//trmB//
GO_0043604_6	kdpC//brnQ//sgcC//citX//slmA//yafN//ygjR//idnT//bamB//yeaD//carA//xylF//zapB//prpR//pyrE//trmJ//holE//ulaE//yhbS//pabC//slt//mlaB//yjaA//pliG//ampD//fimB//torS//hmp//fixB//ymdB//yphB//thrS//poxB//ydiP//relB//mdtM//sufB//kdsC//rimO//kdsD//murG//aroF//setA//hemE//ypdI//mdtJ//fixC//paaF//nemR//yihT//frmA//ribF//glpB//ptsP//ytfP//ariR//xapB//yjiM//sstT//rpsG//hycH//hyaA//ybdM//btuC//serA//fimE//recT//cyoE//fepE//galK//xseA//glmU//fcl//gltK//ubiI//ybdG//ygeX//ssb//prmB//rbsR//aaeB//cutC//serB//dcyD//ynfL//ybaO//nanK//ppx//dkgA//sufB//arnE//ldtE//setC//nemR//katG//ubiD//lacI//recA//cho//
GO_0043605_6	pepQ//insI4//ybjX//hipB//osmC//
GO_0043610_4	cyoE//
GO_0043624_6	yggP//higB//yqiI//aspS//rsmJ//cutA//uspG//
GO_0043628_9	hybE//paaZ//elaA//
GO_0043631_7	selU//ykgA//
GO_0043647_5	rlmE//dtpB//
GO_0043648_7	bfr//hrsA//puuA//aldA//casE//treC//relE//ldrB//ymgA//cas2//nagE//ydeO//cheY//dgcN//hyfC//ade//yggX//pnp//dgcN//potD//rluF//betT//galF//minD//slmA//trkG//asnS//yehU//yidH//eutA//tyrA//alpA//icd//narY//sufE//dgkA//rpoD//dctA//ybcC//pcnB//oppC//menH//opgB//dnaB//aaeR//yhdW//gcvT//gyrA//ypdA//priC//metN//gcvR//glnE//argF//glpX//creB//cspB//csdE//srlB//nrdB//ybdR//nirD//yibH//ygiV//gshB//pheM//yggD//znuB//prlC//dsdX//ompG//pabB//aaeB//sdhE//
GO_0043649_7	ompF//cysB//bssS//cheW//nikB//rbsD//yabI//ydcI//blr//prmB//metH//
GO_0043650_7	trmI//ycfH//psuT//zraR//hslJ//serS//iap//hipB//dnaG//pldB//ompR//sfmF//lon//cptB//paaX//gltB//ansB//paaD//rnhB//dgoT//fumB//secD//hemH//sodB//iscX//ubiB//rng//
GO_0043686_7	fucK//
GO_0043687_7	pyrE//mmuP//hsdM//fdoI//ghxP//rpmA//lpxM//
GO_0043708_5	higA//ygjK//ftsX//csrA//rnpA//speC//yagG//ushA//xerC//fliA//gatA//fdnH//adk//ldhA//yahF//
GO_0043709_6	rzoR//lldP//dcuR//nagA//ompW//gcvT//prmA//rppH//etp//
GO_0043711_5	tauA//scpB//cheR//narV//dhaM//panZ//umuC//dusB//agaV//yciK//gnsB//yihP//uxaA//potC//xdhB//abgR//mntP//yegS//cca//preA//nikB//
GO_0043900_4	codA//araE//rng//rpmA//thiL//nrfD//sgcE//hemF//ldrB//ydhJ//rsmJ//panE//ariR//
GO_0043901_5	fliK//cobT//sdhE//gluQ//
GO_0043902_5	malP//wcaB//
GO_0043933_4	rpsI//rfaD//trkH//rpsK//agaA//yfgO//fes//dtpB//ybhF//glpT//btuB//fecD//pbpG//ybfE//phnO//hofP//galR//lgoD//nikA//serA//cysK//yicJ//ribE//ybbW//yddL//rpsP//cbpM//rhmR//nupC//kbaZ//mtnN//yehZ//mngA//uhpA//ugpC//ghxQ//rplS//rluA//ghxP//sgrR//rsfS//yqaA//pckA//ugpB//waaO//astB//hscB//chaA//hofO//rbsR//arnE//dnaB//bcsA//hsrA//uxuR//ihfA//rne//yohC//tsf//yedF//yidZ//mscL//lolD//mdtB//phoR//gpmM//cstA//intQ//ftsH//arnE//yihU//abpA//yhiM//yraR//gcl//higA//truC//smpB//metB//minC//glcB//pdeK//phoQ//tldD//lplA//folP//surA//rhaA//rsmD//trpB//amiB//asnS//gcvP//yijO//mutY//paaJ//actP//infB//arcA//ansA//
GO_0043952_7	pspA//alsK//dcp//surA//minE//
GO_0043953_7	entS//yiaT//dcp//hrsA//
GO_0044003_5	ydjJ//ycgR//fadM//fhuB//
GO_0044004_6	trkG//codA//yjaZ//fimI//
GO_0044010_5	ygiN//relA//umuC//yheT//mdtA//mepA//uhpC//dacC//suhB//moaC//lrp//mnaT//lpxT//ulaG//nanE//thrL//rpsT//mhpT//moaE//alsK//guaB//rlmM//cusB//leuE//rnd//vsr//fliK//yjtD//yieH//fryB//
GO_0044011_4	copA//pcnB//prlC//rpsP//kdgR//hcaR//ydiP//ulaE//
GO_0044036_5	oxc//chbG//prpC//paaD//efeO//hyfA//cdd//ldcA//roxA//hisI//tonB//phnC//lasT//asd//yceK//yiaT//yehY//artQ//cadA//flhD//mutY//otsB//ccmD//hybD//pyrE//rfaF//tauC//frlB//bioF//hscB//yphD//ecpR//yjjX//mdfA//ompN//uxaA//tilS//tadA//uidA//bglA//nanS//gcvP//lysP//ompR//yjbB//ortT//nuoB//
GO_0044038_6	minD//metR//chbF//yidC//uspG//kdpE//osmE//argD//sapD//lpxT//iscA//ygcW//dcuS//tsgA//paaD//lptG//rpsP//dinB//degP//rusA//waaB//rne//yfaU//ymdB//garL//radA//prmA//deoR//paaD//artP//crfC//fadM//yciH//rcnA//trmL//ycbU//hisM//galE//htrE//bglH//pflC//sapD//msrQ//
GO_0044042_6	hisP//rbsK//cedA//yjjQ//ddpX//ompA//proP//dusB//mtnN//waaC//dnaK//malK//pheT//nrdE//yggE//yggW//lysO//ydcZ//glpA//sfmD//hypD//
GO_0044070_7	rbn//gdhA//cysA//mqsR//
GO_0044085_3	ftsW//fliM//tsf//rluF//mltF//prkB//rarA//pdeL//yghB//leuC//satP//uup//ssuD//dtd//pnp//yaiP//ycjP//hisC//recA//
GO_0044087_4	yhgF//dnaB//ompW//yfhH//insA-2//nuoE//ugd//uspB//fabD//yjhB//degP//gltD//cysH//nei//sucD//abgA//ycjP//trmH//rlmN//rrrQ//sufA//rclB//rimM//hisA//ppsA//rimI//yahK//gadB//rpmC//chbF//ydeT//yadI//ycjQ//yieF//
GO_0044089_5	bcp//phoA//chbR//yhjG//nrdF//adhE//afuC//entA//cydC//blr//argF//mazG//yccX//
GO_0044092_4	soxR//ydbD//aceF//napA//creB//moaB//yafE//argO//waaG//hyfR//melB//phnO//pagP//yieH//trpGD//secE//nagD//crl//rfbC//yafO//yhdW//rnr//yhaM//cydB//dedD//ghoS//yhdJ//hiuH//ybgI//trmA//purB//nadB//mngR//uxuR//ycgB//nadK//
GO_0044093_4	rluD//opgC//fumB//dnaK//dxs//waaY//yhbS//lysA//torZ//yfbU//yhcD//psuG//rluF//rpsM//ybaK//tgt//ftsA//trxA//phoB//glpT//argO//msrC//acrZ//clpA//fetA//asd//flgF//
GO_0044106_5	csdE//uxaA//uvrC//pyrH//acs//bepA//gmd//soxS//glcD//dgoR//gatA//tolA//hokE//ariR//csgB//apt//galR//potA//narP//acrA//queE//chbC//atpE//tdcR//dapD//miaA//etk//
GO_0044179_5	tdcD//
GO_0044208_7	yggF//
GO_0044237_3	ogrK//mgtA//dppF//gldA//alsB//iscS//yehU//hslR//ilvN//ycbV//ldcC//murQ//treC//cysW//nudB//srlE//torY//lepB//gabD//yeeA//higB//fdrA//yfaL//dpiB//pta//codA//clpS//elaD//avtA//prpB//yehX//ftsI//tqsA//yraI//cadC//rhaS//rimI//yfdK//tusE//cpxP//dcd//bfr//agaI//lplA//rplM//ldcC//wcaJ//yebK//suhB//kdsC//potI//ycjY//prmC//yfaU//melA//lon//exuR//idnO//dapF//rfbB//cysU//exoX//flgJ//yjhB//galS//cobS//rihB//rtcR//ibsA//murG//preT//ygiW//eutR//moeA//kdpF//glxK//yhaJ//hemL//rpoA//hofC//yciK//pgi//ddlA//ybaM//rzoR//mrdB//waaZ//tehB//narV//ygcO//rnlB//nadA//ybiV//rlmH//ybiX//pabC//fliG//paaF//lysP//yajQ//recN//glpB//napD//ccmF//ubiG//queF//cpdA//epd//ligA//rmf//sucC//yfhH//yfbR//mog//betI//cobS//leuE//ychH//hdhA//fixC//flgI//ybdZ//gabP//nikA//purL//yadK//fetA//ydcO//atpG//slt//appY//ompL//ydjE//ttdA//tqsA//gsiC//fepE//flhA//ycbB//hda//pppA//flgE//glcF//ssuD//ydgA//araB//ais//hxpA//speG//rpsT//ygeX//modB//yhbO//secM//bipA//yigL//citC//kduI//nadK//elfD//recC//tusD//dcyD//kduD//yfcR//elbB//fucI//ettA//mdtL//ydjH//gspE//psd//pyrD//dxs//glpX//ydeO//thiP//ugpB//polA//cusS//pdxY//mrcB//yedP//uup//yciH//fucO//ydfK//speC//copA//mrdB//yeeO//leuC//rffM//ydiV//obgE//frr//cyoD//ybiA//ung//putA//kdsD//sfsA//nemR//nikC//rpsA//entH//yahB//nadE//rpiB//btuD//ygbN//flgA//uacT//tqsA//cpxP//mzrA//xylE//rhaD//dcuB//rlpA//xylB//kdsD//ibsB//rarA//yqaE//thiC//yggE//ydiP//ppx//kdsC//secG//rsmJ//ubiG//rpmC//agaI//galT//idnO//recB//rplF//metQ//rplI//yfbS//cmoM//ybcQ//yfiE//pabB//yqaB//asd//otsA//mrp//dhaL//galP//hprS//mmuP//rpsI//yebK//nagK//yfeD//fabH//exoX//tauC//ycbU//yjjX//psd//menI//iscX//yddG//yhbO//mdoG//zupT//alkA//flhC//allS//agaB//ftsQ//miaA//lacY//lldD//phoU//yghU//rpsN//tcdA//ygcR//astB//ccmE//prmA//dicB//amyA//deaD//fimG//hypA//qorA//yegV//hisM//hexR//dmlA//yedX//rutR//pdeH//dhaM//pgsA//carB//betA//luxS//ubiJ//hofO//xdhB//pstC//hycB//guaD//gor//lsrB//ynaE//tsaB//yqgF//aroC//pheM//gcvP//gntK//nupC//moaA//adeD//panC//narJ//hcaT//yjhI//ybbY//flgB//yafE//chbR//rrrD//tyrS//clpA//yfiC//lpxK//ilvM//hofN//tdcR//wcaB//tas//waaP//fhuB//rhaM//ppx//yihV//exbB//astB//cueO//sgbU//btuE//ydfD//yjcO//csgD//lacI//ybhR//iraD//yggN//gppA//fdnG//fadA//rutR//fis//accA//soxS//ccmA//ileS//amyA//holD//ulaR//yeeO//srlR//murA//relE//sdaA//degQ//ydcT//lrp//lsrB//gfcE//fau//paaZ//murG//frr//pdeK//ycbB//gluQ//kduD//ulaB//yehB//arcA//ybgI//ompC//ygcW//emrY//wecA//iscA//hyaD//scpB//ybaT//alaE//yhjG//lpxT//yehP//mdtK//ftnA//insA-1//yecS//ycfJ//argT//mraZ//rpsP//yeeO//hemC//thiD//rnlA//yhfS//dsbB//dppA//ydeI//ydfH//tufA//hyfF//csgE//pcm//yibF//lptE//mdtG//araG//fruA//katG//mdoG//hicB//yhhZ//insI1//hdeA//wzb//yghU//hycH//mntH//phoE//kilR//adhP//yoaA//cpsB//ulaF//mlaB//hcaT//csrD//yehY//queG//ykfM//tolR//groL//rplT//hisG//sgcR//intF//yiaL//moeA//recJ//dinI//tmcA//yphB//pspA//ulaE//yjbG//acnA//rplO//sseA//fimZ//ilvD//pheM//glgC//ftsB//fre//fucP//yobA//yraR//motA//metR//artI//lldP//ivbL//oppF//yahD//ytfR//yddM//accB//glgC//yiaN//agaR//pdxK//ompT//abgT//rclC//preA//clpA//gspF//opgG//galU//recB//yqiG//yaiW//fdnG//lplT//nikD//ppiC//mrdB//hslO//hemC//entF//csrA//polA//rhaB//rnpA//lapA//rhaR//dpiB//pyrE//envC//ssb//ybdO//yfcQ//agaV//macB//ilvN//cusA//ppiA//dxs//fau//hyi//betT//purC//truB//hycH//focA//purN//dkgA//ulaG//rclB//hcaR//ynfH//agaC//arcB//yedP//cheA//nimT//oppA//insE-1//hslO//tgt//nrfE//yihL//cdsA//cusS//ynfF//yfiR//citE//pth//yqcG//ftsQ//yfdK//yfeO//creB//deoA//malE//ykfI//yggX//ridA//oppD//ybhP//pdxH//yobA//ldrA//rne//glpK//bioF//ibsE//narJ//pgaB//gadC//xylG//ybhR//gyrB//uspC//rcnR//fimB//rpsI//rssB//ilvD//cheA//proV//atpH//hofQ//rimI//sapB//ndh//fhlA//gpsA//ubiA//yjjX//zraR//gatA//rbsD//yiaM//waaJ//yjeH//udk//proA//gadA//rsmF//ymgA//argK//ycdX//cmoM//ydhK//ytfT//sapF//acrA//yohD//oxyR//holC//yfcG//rimL//ubiB//gnsB//pinR//atpG//gadB//argC//yjiY//yefM//yggF//basS//pdxK//dacB//torR//fdx//rcsA//leuC//uxaC//galU//exbB//hns//rplD//sad//insI4//proQ//cusS//fadH//yqjI//fabB//xapR//adiA//ybiW//nrdD//yeaE//mhpC//yajO//tktA//mtn//ssb//rlmC//rpoD//prmB//murB//fliM//ygfA//gpmM//menH//ogrK//puuP//flgD//nirD//mngR//pyrB//prc//endA//degS//recO//ykfM//udk//acrF//cvpA//agaB//torD//ccmG//rplI//nrfD//ahr//moaC//yagU//ybcJ//yoeE//dctA//gntT//pyrG//ymgA//mltG//menH//ilvB//ibsA//zraR//ybbY//ispG//rfaC//dsdA//dgcF//hsdR//nrfF//ydjH//fabD//sufE//hemD//sgbH//tauD//rseB//ybgP//shoB//fhuF//fkpB//ycgV//msrB//yibH//ycjD//rhtC//crr//fecB//yiaM//yjiR//napA//dcuR//yccS//dsdA//raiA//msrB//hdeB//csiD//rlmL//cspA//rhaR//dhaL//ldcA//wecC//tolB//yjgX//flgC//yqeG//glmU//nanA//metK//bglX//hsdM//oppF//mltG//waaG//yrdA//hinT//ulaD//clpX//kefC//bglF//mtnN//yiaJ//pbpG//epd//ulaE//abgR//adiC//asnA//yehB//mtr//livM//rlpA//qseC//pgaD//fes//yadC//mutM//rpiA//argO//cas3//thrL//nikR//hsrA//holC//yihL//mocA//nrfA//yqiG//fpr//lpxL//fieF//phoR//nrdB//acpH//dinG//ahr//rffC//adeP//waaS//rarD//mdtO//yagE//dppB//rplK//essD//phnL//cydB//purN//qseC//yeeL//hscB//acpH//nlpE//ycbU//yajO//tolR//ydiO//bioC//dicA//hsdM//rpmH//tonB//pgpA//sufE//rpmG//waaA//yidD//asnA//ffh//lpxT//dgt//dgoT//mutT//sodC//yafQ//hycA//rimK//mrr//dkgA//insI3//hisI//glsA1//rfaE//prpD//arcB//yeeY//ybeQ//chiP//ybhJ//pspD//nrdI//ibsA//glpX//nlpD//ygiN//potH//copA//leuD//csgB//mltF//yahB//trpA//fmt//allD//yidA//sgcC//yojI//rpmH//lepA//tdh//alsA//rdgB//corA//rpsN//mnmC//yagG//yiaF//ybhD//tabA//elbB//hpt//casD//ydjH//insH-5//gutQ//ynjA//waaG//ytfR//rpmJ//ilvA//adk//agaV//dgcT//yadK//paaF//rsmA//fur//fucI//iscU//nemR//ybiA//kdpF//yhjD//mdlA//lapB//fpr//dcyD//insH-5//rffM//ybjN//glpB//gntT//fcl//ycjR//cho//yagJ//alkA//greA//pepQ//cysZ//garR//narU//asnS//ybdZ//mscM//rsmD//yobA//sdaA//ibsC//cueO//uspC//ygbM//sgbH//garP//gcvT//moaB//ridA//fdhE//ogrK//sgbE//yaaJ//hyaB//yaiW//tatA//insA-2//ulaR//azoR//alsB//accA//galS//ydeM//murE//intE//ratA//mrcA//ptsP//purL//yfaV//yqeA//agaS//pepT//phoB//dnaX//ybcJ//rsmF//rfaQ//uhpC//rplN//dkgB//pnp//yafC//rlmE//emrY//yedA//nrdD//ygbN//tehB//aceA//frdA//rffC//yaaJ//recJ//erfK//xylF//malK//mazG//dmsC//csdA//hcaR//fiu//recG//cusR//feoC//rplR//cspE//tomB//murD//thrC//phnK//hyfC//nrdF//hipA//rnpA//rffM//lpd//nuoF//rlmE//mngA//ybaM//rpsS//holE//dctA//potE//lysS//csdE//argA//actP//rzoD//tauA//flgI//uxuR//cbrC//kup//pykA//asnB//wecB//hcaC//ampG//cyoC//dsbC//rlmI//satP//lspA//yfeW//osmC//dpiB//paaK//dppD//frmR//ybdZ//pdxA//envR//menF//pgaB//hofQ//nadB//yfjV//ygfA//ybaT//tsaB//asnB//oxyR//rcnR//iap//ybiH//mfd//rseC//rhaS//mutY//yihT//argR//cca//trmH//phnC//sulA//asnC//hxpB//hisG//yciK//phnJ//fliM//hemL//ccmE//yjhB//rbsC//ubiX//moaD//cbeA//waaC//hypC//ygiN//yebZ//agaR//tig//ypdC//motA//relA//paaJ//lysS//chiP//xseB//patD//srlA//yiaA//higA//leuO//ydcR//mscL//gcvH//allB//ybiA//frlA//ade//znuB//menB//rutE//dmlA//dppA//afuB//yfeO//mutH//csrD//bglF//rcsC//ribD//mtnN//ydbK//arsR//trkA//dnaG//yghG//tnaC//parE//ompN//phnM//uspE//ilvD//xylG//rlmF//clpA//yfcF//nlpA//aldA//hinT//yihW//atpB//ypdA//yrdA//osmY//sstT//gspJ//yjjX//yihU//ygaH//artQ//mltF//ydfD//hybD//fliK//yphC//fepA//speF//dgcT//curA//fadK//mdlA//eptA//yqhC//yidK//tbpA//hyfR//glxK//lspA//rna//manA//gcvR//envR//yedX//hslJ//yicJ//scpB//glyA//symE//yrfG//malZ//phoE//queC//guaA//pstA//arnA//cpxR//cysC//arfA//ymgC//clcA//wecA//acs//matP//rcsF//sbcD//btuE//trpD//umuC//fdoG//purA//miaA//yadG//metE//pgaC//melB//tamB//cbl//nusG//yifB//dacC//waaC//dnaQ//argG//znuB//pheS//rhmR//ycgB//ybiH//hypB//ybdH//yfiC//rlmA//hyaA//insI3//sfsB//frmR//rpoA//udk//tdcG//phnO//rlmG//yraH//uidA//lptE//setB//yjtD//mppA//cfa//cusA//dnaG//rplW//hypT//ydcZ//fixC//lsrB//phoU//ygeA//recQ//kdpB//uhpT//fliL//dsdX//napA//leuD//guaC//uxuR//plsX//miaA//uspF//ygeA//uof//ssuC//alaE//relA//kdpD//rfe//dusB//hemH//trpS//ynbC//thiE//tyrA//paaC//yggT//dgoA//sdhD//thrA//napC//ilvM//curA//yqhC//frvA//cspG//fnr//uxaA//ycgV//ypdF//torZ//poxB//speD//murC//yciK//cirA//gmk//yeiE//yfdS//yidP//ydiB//ahpC//aaeB//hyfC//rrrD//phnO//mngR//paaF//serA//moaB//cpxR//yjiM//paaC//pntB//fimE//ilvB//proB//abpB//orn//ydeT//nmpC//elfD//dxr//hisP//pgm//rihA//ibsC//tauB//mltB//ydcZ//yadV//lptG//yfhM//cecR//dcuA//yedA//yraI//pfkA//sdhC//yiaF//qseB//betT//ynfH//uof//waaY//hldE//rsmH//prfB//rhsD//rpoD//pdxY//mliC//dicC//rclR//yfiF//narW//uspC//puuA//mdfA//ldtB//feaR//pabA//phoP//rzoR//rcnR//yggT//ghxQ//yceO//pgsA//rmf//gspE//cueO//cysD//lnt//ygiV//ynjD//rarD//upp//ftsX//pgl//scpB//ycdY//plaP//ycgR//focB//yhbX//fdhD//moeA//uhpC//yhbO//ykgA//putA//gmk//pstB//nudF//ycaO//ghoS//ydfK//proX//menE//rlmH//zapD//potA//purT//gyrB//appY//zapB//eco//dbpA//psuG//yghO//thrL//yigL//thrB//uidC//mnmC//cpsB//sapF//pliG//mgtL//yrfG//ddpA//fucA//yegD//mutH//kdsA//cdsA//artQ//scpB//sgbE//tsr//menI//yfgI//dnaC//secE//yiaN//rseP//rne//sbcC//gloA//ydjE//ybiJ//yrdA//prlF//yebZ//ymgA//rclB//crp//ycgB//rlmG//sgcB//codB//cysC//xerD//yjfF//ilvC//insA-1//nikA//ydjJ//abgB//glcD//napC//zapE//brnQ//cbrA//ulaG//recQ//hdfR//nrdF//mdtC//otsB//ligB//purD//tatB//tcyL//kbaY//rplY//lsrB//rpoH//ykgA//rcsA//ynfF//cynT//rfbX//yhjB//mreC//xylB//fixA//xerD//udk//phnM//dhaM//lgt//ydfK//rplP//yqiG//rnb//ompW//frmR//gloB//dtpA//ftsQ//rplR//yehZ//ydcT//narX//ydjJ//argA//leuS//yfbV//paaH//nudC//metH//ytfE//spoT//sbp//ycfJ//rraB//plaP//hofO//fecC//bcp//uof//ybiH//ytfQ//yneE//dctA//mzrA//hcaD//menD//yeiG//glnK//dnaX//rarA//rspB//gppA//pdeR//hybO//gcvH//moaA//rimO//thiH//dacC//ynbB//casD//hyi//yeeA//xisR//yqhC//yjjW//lsrK//setB//gatB//ychH//pabC//cyoA//hycA//cspG//rplP//dgcM//hyi//glcE//uhpC//sufE//yidL//ccmF//tadA//narL//xerC//ppiD//prlF//mepA//livG//nanA//dnaT//ydiP//yadG//ccmC//eptC//rfbB//ynaI//thiH//fliL//agaS//rfbB//malY//elfG//agp//yceO//nudC//yjhI//rtcB//pckA//xseA//tgt//ogt//frlA//mioC//rhaS//dhaR//ygiB//iap//ttdR//npr//ompW//ldrB//nac//dld//tas//ttdA//ssb//yraR//mtlR//glcF//yiiM//trmB//bcp//clpX//hcaB//
