#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	mutL//appY//ybcL//katE//
GO_0031325_6	patD//hycI//ghxQ//kefC//pdeD//yiaM//yjtD//mdoG//gutM//panF//yegD//rimK//yegD//rusA//bdcA//malQ//ybiX//yggT//menE//rluC//yqhD//cpsG//dcuC//napA//nadC//gatZ//tdcD//csgA//dgkA//sspB//wcaJ//gspJ//betI//rimJ//mhpA//mhpR//puuP//yfgO//nadC//ftsN//trmI//insI3//elfA//rsgA//flgC//uvrY//rpsJ//ybiW//metC//glcA//mgrB//pepB//rluE//vsr//ybcM//ivbL//smrA//rlmB//ftsQ//fieF//tcyN//aspS//alaC//recD//hcaE//iscR//lysP//yidK//pntB//mepS//adiC//aas//yidQ//rpsK//aroA//ubiF//potC//gcvA//ychF//lptC//ldrD//alkB//hchA//puuE//murA//tdcR//yciE//allD//ydgA//yhbX//nhaA//
GO_0031326_6	hemA//rutC//ratA//ompW//leuB//yhaV//pgaB//bamE//cysG//selD//mglB//nirB//flgH//cutC//accD//dapA//ymgC//coaE//chbR//gmhB//fhlA//puuD//rpsB//degP//xerC//tufB//ygiB//setA//pspD//aceF//pfkB//yegS//aaeR//tdh//tufB//amyA//rrrQ//rhmD//nadB//luxS//ssuC//guaD//cyaA//hcaT//livJ//pepA//cheZ//btuF//cyoB//degS//eno//gcd//wzzE//glcA//eutA//yqeA//mutS//mdh//ugpA//galS//galU//tsaB//nagZ//secD//glgC//yphC//ybiX//degQ//ushA//ydjJ//citG//fliK//lysR//cpsG//pstA//frwB//sstT//yajD//uraA//rbsA//ydcM//glrR//rpmE//eutA//gntT//gatC//mog//rpsN//ygjH//aqpZ//rutD//hofO//topA//mglA//sdhA//cysS//ydhK//grxD//rhoL//ycjR//caiD//rluC//ydcO//ttdT//hemL//ftsW//sdaA//fadR//ilvB//yeaG//yggF//tldD//sbcB//rmf//alsA//yfeD//gltL//bioP//tsaB//ttdB//prpD//ttdB//dcuA//hdeD//glpB//kduI//yiaB//paaJ//hybO//lspA//relA//yihI//ybdR//menF//argB//sdhB//fadM//hfq//symE//rbsK//nuoE//cmtB//murR//purU//lexA//dsdA//murC//aaeR//yjiQ//glmM//pdxH//yjbE//ftsW//trpR//rhaD//ubiI//umpG//ccmA//dinG//ung//pheT//deaD//sanA//melR//tcyN//aroA//mlaC//yhdZ//yrbG//wecC//fpr//rclR//yihV//yggX//panD//gatD//zraS//rtcB//nupX//eutD//argK//yihQ//yfiF//fdoI//xanP//ypdB//etp//tilS//ycbU//ykgO//torI//gpt//hscB//fryA//fryB//casC//csrD//nudG//guaA//dgoK//yjiY//eptB//aes//rlmM//cysA//dapF//yraH//moeB//hofM//ftsY//yfjV//tatB//glpA//opgG//rffM//hofM//bhsA//yqhC//hofO//mltG//pgpA//dapB//kdgK//hypA//dicA//pbpC//pdxA//rimJ//ygiS//recA//cas3//ftsZ//mdtB//rimL//citX//oppB//fetB//xerC//ribF//gppA//phnO//metQ//pckA//yfeO//hns//ydcI//trpC//panD//rsmB//hyaD//yagU//basR//rbsR//intS//radD//garR//entS//mlaF//pinR//fhlA//intF//pliG//sanA//glpA//cdaR//yibH//rlmB//rplB//hdeD//glvB//gnsB//garD//aceF//mscS//acpS//metN//glsA2//mscM//iraP//ynhF//uup//insI-2//ydiZ//malX//yehP//ppiC//csrA//feoB//yfdS//rcnA//mngR//yehZ//fucP//agaV//allR//yqaA//ilvA//tesB//gstA//yfbS//znuB//evgA//ebgR//ldtB//matP//cydA//potI//allD//norV//fhuD//rpsP//yggE//ynfH//
GO_0031327_7	sodB//maeA//tufA//dnaK//recF//lsrC//cysG//yehZ//potB//yrfG//yfgJ//mgsA//rplA//sdhD//cyaY//yedF//yfgO//aceB//cueR//rpoE//hslV//waaC//yfiF//ubiF//cpdB//fruK//caiE//adeD//hisD//yadN//fdoG//aphA//tusE//priC//rimM//menE//ispF//yheT//flgJ//degQ//ubiE//yggW//lpxD//aslB//aceF//ybdH//rarD//potH//fkpB//paaK//rutD//hofM//xapR//aldA//sgbU//hrpA//garL//ybhD//yqhC//rzoD//lptE//nimT//yiaL//yhjV//ilvA//aroK//arcA//yfdG//ftsY//ymgC//symE//glnB//rbfA//hypA//malX//yidE//paaC//oppA//yjbF//alsE//nfuA//hsdM//livM//ydeE//emrY//ubiD//srlA//ompT//trpA//htpG//setB//polB//ftsX//gltL//ispB//ygjR//prlF//fimF//arfB//sulA//xylF//yagJ//menD//cusB//rcsD//deoC//rclR//yjjI//topA//mocA//elbB//gstA//mnmC//yhbS//hypD//bglB//pstA//exuR//waaU//pphB//yhaC//
GO_0031328_7	wzzB//kefC//mlaB//rutC//exuR//msrB//yjbF//cbeA//eno//tusB//nth//mnmE//cyaA//selA//focA//tktB//csgG//dacB//pstS//umuC//dapF//ghxQ//waaZ//tufA//pgaC//ansA//endA//rpe//panZ//ygjH//fdnG//srlB//ybhR//gltS//yneE//fruA//leuE//citG//yfaV//prc//baeR//yaaY//ycjQ//dppC//preT//yphB//pppA//lpxH//queD//prlF//def//mutL//cobT//sodB//cas1//adiC//purF//ydiB//trpR//gcl//mrdA//mutH//kgtP//topA//dcm//copA//bcsQ//yadN//lpxD//yfcR//katE//bglX//tamB//sgcR//yhjA//yeeL//tag//panC//pppA//ubiE//kdpC//
GO_0031329_6	glvC//cysZ//hflX//elfC//pdxJ//rsuA//waaL//abgB//ftsW//
GO_0031330_7	tap//
GO_0031331_7	dsbG//yejF//
GO_0031333_6	lepA//ulaF//panC//yihV//ugd//mnmG//mtgA//gntK//rpsM//lacI//
GO_0031334_6	pabC//rplD//btuB//sdhE//acs//frvB//atoS//hcaT//insH-5//aphA//yhgF//
GO_0031341_4	azoR//
GO_0031342_5	folA//
GO_0031344_6	dppA//xapA//mtnN//rnr//oppD//
GO_0031345_7	mtgA//plsB//
GO_0031346_7	eno//glcE//thrL//
GO_0031365_7	rnc//tdk//aldA//rhaR//rpmA//fpr//insI-2//
GO_0031399_7	yabI//rlmH//cheZ//
GO_0031400_8	ung//
GO_0031401_8	recX//norR//
GO_0031437_8	cpxA//
GO_0031439_9	kdpE//
GO_0031455_5	parE//yhbQ//
GO_0031456_6	flgH//ghoS//
GO_0031460_7	frdD//yafE//nadA//ybeF//amiC//cbpM//ftsH//hcaE//dacB//katG//ychF//gadA//
GO_0031506_7	lpxP//
GO_0031554_7	hfq//kup//coaA//nusA//artQ//ybhD//fliT//tyrA//tnaC//mdaB//fixB//btuB//hyaA//dacC//mdtB//xthA//mdtO//ppiC//ghrB//ybhI//
GO_0031555_8	rhtB//tatA//bioB//yebC//msrP//uacT//
GO_0031556_9	yjiX//rluB//
GO_0031564_8	kdpE//waaQ//rhaT//uhpC//rplW//ftsZ//lptC//dcuD//trpL//hemN//nrdG//ibaG//rhtA//
GO_0031589_4	cyoD//fruA//yggT//dppC//gpsA//rimP//cdh//minE//yoaA//nusG//ynjD//modC//ydcS//hinT//htpX//
GO_0031638_7	dmsA//
GO_0031640_3	elfG//rraB//lysU//ugpB//ydcR//
GO_0031647_4	tauD//lysS//fadI//spoT//hsrA//hybO//ascF//
GO_0031648_5	ydaC//
GO_0031667_5	flgE//oxyR//pntB//rfbX//proC//betA//modC//ybfE//btuC//mntR//deoB//rnc//tesB//proW//bcr//mutL//entC//hofC//elaB//yagG//ybfA//mltG//cusC//kdpD//frdB//frvB//yraR//rsmC//tbpA//tehA//yhcF//rlmN//yfaE//thrA//ada//sgcB//tcyJ//ydjH//metH//pinR//ftsP//
GO_0031668_4	glpC//proV//citX//yccA//paaG//frmR//arnB//zraS//chbA//ais//umpH//ycjY//ogt//rfbX//fliS//gcvH//tdcA//guaC//rapZ//aceB//yraI//argG//cheA//yohC//kdsA//frsA//mgtA//rimM//yphB//caiD//iscS//kefB//cysC//ybhI//ghxP//mhpT//dnaB//evgA//cysD//zapC//fabB//rsmD//mscK//pflB//ytfE//alpA//cmoM//ais//hybO//ubiB//ydiO//entF//trxA//
GO_0031669_5	groS//ydeI//fruK//yehD//secD//tusE//recC//queC//alsK//hchA//ybhG//shiA//ydfK//umuD//lpxK//yfdO//potH//kdsB//ftsW//gshB//yqeA//glnQ//tamB//frvR//ydjM//tyrB//wza//kduI//aslB//yfaX//yefM//
GO_0031670_5	yeeJ//sbcD//ygaV//
GO_0032025_6	ybgI//ycbU//
GO_0032026_6	eno//ldhA//fhlA//
GO_0032048_8	zupT//gapA//mepA//
GO_0032049_8	hypF//yehU//pyrC//
GO_0032055_6	hldE//
GO_0032069_6	yjcE//fimZ//fhuD//cysW//entS//
GO_0032074_7	pgpB//rplI//ftsW//ulaD//glsB//
GO_0032091_6	valS//
GO_0032147_9	napC//
GO_0032150_8	nagC//
GO_0032185_6	betI//
GO_0032194_8	ribC//
GO_0032196_3	glcD//leuD//ycjP//hyfA//kdpA//rutA//yhjD//yggP//dut//nirC//zapA//pinR//mukB//
GO_0032238_6	nuoI//
GO_0032259_3	ampH//csdE//yqiH//arfB//mglB//btuE//ompN//menH//casC//nlpE//cusF//adeP//sbcC//livG//gdhA//rdgC//idi//hcaB//yggN//sapC//uvrY//wcaB//rcdA//ddlB//yjtD//ada//asd//ynaI//aroG//ssb//citC//glyA//rutD//focB//scpC//cbl//mlc//entS//uraA//pgrR//lepA//fepA//rssA//fadL//yghB//ebgA//rcnR//ybhF//ilvD//yaaU//nadB//fabD//dgoD//mdlA//tsf//truB//yhgH//
GO_0032261_6	yheT//fliM//frmB//
GO_0032262_6	flhA//
GO_0032263_7	yhcD//eamB//
GO_0032264_7	uxaB//mnmG//
GO_0032265_7	dgcM//
GO_0032268_6	mreB//gadB//mnmC//lrhA//murA//emrK//yggX//uvrA//grpE//rplY//rimO//rhaB//tktB//murJ//ycjW//bcr//envY//mdlB//pitA//ykfI//yjaZ//fimD//tnaA//mglB//pphB//mscS//uxuR//tamA//ybhI//ftsP//yieK//ribC//rph//sspA//dcyD//recR//sgbU//nemA//waaQ//ompR//aldB//exuR//fpr//gntP//ycjW//yihV//
GO_0032269_7	pstS//chbA//rfaD//ybhR//glcD//mdtD//cysE//citT//yigB//wzzB//rpsL//frr//tsf//ycbV//sad//malS//mntH//flgH//ptsI//thiD//cas1//ygbL//ulaR//sdhC//nudG//yccX//cedA//argR//
GO_0032270_7	cyoA//livM//rapZ//cas3//frdA//bamC//fnr//hemG//lpxB//alaE//
GO_0032271_6	lacY//metK//
GO_0032272_7	agaR//fbaA//
GO_0032297_10	flgI//caiB//ykfI//
GO_0032298_10	ybaK//uvrA//
GO_0032324_6	yieK//speD//gcd//
GO_0032328_7	mglA//srlE//
GO_0032329_7	lsrG//arcA//rssB//ybhF//
GO_0032359_7	fumC//syd//xisE//
GO_0032386_6	uup//holA//
GO_0032392_7	fepB//yiaA//fhuC//secB//asnC//ydjK//yggN//bamE//ygiV//asnB//obgE//potE//yraR//
GO_0032409_4	hofP//pal//slmA//hexR//
GO_0032410_5	mdtP//
GO_0032411_5	bipA//acrE//
GO_0032412_6	yadI//ihfA//puuP//garD//
GO_0032413_6	ybaO//
GO_0032414_6	dld//mngR//
GO_0032445_10	leuO//yidD//opgG//hokB//mgsA//
GO_0032459_6	orn//
GO_0032462_7	moeB//
GO_0032465_6	ydaC//cusC//hpf//phoE//rep//
GO_0032466_7	dgoD//dtpC//
GO_0032467_7	dapA//
GO_0032506_4	lptA//bolA//ftsL//bioD//tmcA//mepA//ybhR//pdeH//lsrB//bhsA//prfA//
GO_0032508_8	elfA//pliG//mglC//cycA//ttdA//zapE//acpH//potE//yejF//yhfK//kbaY//yfaE//rclR//
GO_0032535_4	ygfI//yiaT//yaaU//fsr//dsdA//
GO_0032774_6	cspA//rbsC//cheR//entE//ydjL//ydhJ//rlpA//yjjV//hisP//mdtQ//dsdX//gltS//yebZ//artM//pdeR//nupC//plsX//nrdF//yebG//mukB//lptA//dapB//yihW//recE//argA//parC//rluD//ydeE//mug//sanA//hcaD//ygcR//proW//rpoA//ccmC//codA//leuC//mqsA//dacD//yihT//creC//ydcR//rfbD//kilR//gutM//gadX//proQ//yceD//hyfF//hyfF//yghU//yceO//yifB//ppx//frlB//hemE//umuC//mutY//rseP//ariR//aaeA//hisA//fsr//rraA//aspC//mlaB//ytfR//btuB//asmA//fepE//nrfA//sfmA//pgaB//arfA//rplL//yegT//nfuA//pdxB//radD//ydfK//oxc//gmhB//artP//entH//zapB//menI//rplC//essD//gpmA//sucD//yeeL//ybfA//cdd//argS//yahB//tilS//gdhA//uxaA//rpsL//tehB//nirB//bioB//yggX//atpG//zraR//srlB//gabT//yqiG//ycjY//guaC//ulaR//deoA//nemA//ibsD//hybB//ybcL//prs//ivy//kbaY//priC//yggT//waaP//aroG//fdhF//xylH//cadC//rplI//rfaB//hha//
GO_0032775_6	tolA//lpp//tdcF//
GO_0032776_6	hyaC//
GO_0032780_7	waaQ//fdoI//
GO_0032781_7	rfaH//nuoL//hisA//
GO_0032784_8	menH//frwD//
GO_0032787_7	ribB//hupA//ldrD//yjjU//adiY//yjaZ//uxaA//sgrR//zraR//puuD//dgoA//rpsE//yahB//ariR//ybiV//hycH//yibH//nagD//intZ//ilvN//ydiQ//hycB//sapA//fpr//uvrA//erpA//rlmC//ygcW//yojI//yoaA//yhhT//guaD//yihS//mnmC//zinT//yhjG//ribA//ssuA//dps//fepD//mhpT//lptC//paaK//hypB//mukB//rutE//ugpE//hdeD//mliC//waaZ//yjjX//ygeX//uspF//yfbR//xylF//yehY//lolD//csiR//proP//asnA//lepB//yhjG//sufC//adeD//tcyJ//apt//rplT//holD//pheS//rhtC//yebC//pdxY//malY//yehC//kdgR//yfbR//rluF//mdaB//yrfG//rfaE//folD//trmB//rfbC//mutS//ycgR//flgI//dppF//pagP//lysO//glpD//sdhA//yhdJ//yedF//yegD//yhcF//yhdZ//topAI//dcp//recG//gcvA//kdsD//kefC//dkgB//dgt//smpB//rcnA//tsaB//yhbQ//uspC//yhaC//gdhA//mgtA//kdsA//smrA//ybaM//clsA//mtnN//pinR//yiaO//tldD//osmF//groL//decR//syd//sspB//nrdH//plsB//aroC//livJ//sdaB//recD//truD//fucP//rstB//kdpB//dsdA//sapD//crl//ydjL//argC//recC//polA//ycaO//rnb//pepQ//ibsE//pabC//yjeI//rcsB//dgcF//yhaM//narU//hycI//entS//tsaB//murJ//aroG//yohD//rfbX//rffH//yfcG//acrA//malG//csdE//insI1//mltC//ppsR//ldtB//glgC//lasT//tus//feaB//ygcO//tolQ//bioD2//crr//cas2//fadB//artQ//ykgA//cyoE//panE//fryB//rfbC//rimM//yhcF//rfaB//asmA//gmhB//allD//bfr//dacB//rplF//nuoL//symE//gadA//rplA//ilvC//hypT//dinD//idi//ispG//ycgV//
GO_0032790_6	lit//rffG//
GO_0032879_4	ribC//gatC//nanC//ulaF//frlR//ldtA//tauB//rimP//rplD//astB//pheM//yhcD//ppc//chbF//lptB//mdtB//yeiE//yccS//ghxP//recG//ynaE//rluD//ghoS//secF//rpsG//ralR//sfmF//yciK//
GO_0032880_5	pnp//tusA//entA//
GO_0032881_6	yhhZ//epd//pnuC//zwf//
GO_0032885_7	cyoE//rclA//rcsC//
GO_0032940_3	phnN//sdaC//ybiT//aes//phoA//srmB//prpD//
GO_0032950_7	gntP//
GO_0032951_8	ygdG//
GO_0032954_7	livK//insB-2//yhbQ//
GO_0032955_6	glk//ygeA//fabH//
GO_0032973_7	yfdR//osmF//rarD//argA//yphF//
GO_0032978_7	tufA//hsdM//cydA//blc//
GO_0032984_5	rhtB//torD//opgD//lptB//fliS//yfcU//citC//frvA//yidE//
GO_0032988_6	nanC//tyrA//
GO_0032989_4	dnaC//
GO_0033013_5	hflX//lpxL//yejE//dnaC//manA//mppA//citE//gltS//purD//lrhA//ssb//pykF//leuB//dacC//pdeD//ybiS//putP//ftsX//sfsB//nrfC//yidC//
GO_0033014_6	torS//pbpC//pgpA//rhaD//rbbA//ubiF//murG//yagE//prkB//efeO//malP//yghB//frc//yjhG//orn//secA//yibT//flgB//mtn//phnP//yihP//
GO_0033036_3	zapB//exbB//rfaB//rhlE//ydaN//yccS//yggW//etp//ghoT//minC//truA//ymgC//rluE//kefB//paoC//preA//rraB//preA//pyrD//ygiN//yddL//mrdB//fpr//accA//dadA//yjhB//cusR//alsK//ghxQ//hcaE//rpiA//cyaY//ykgA//arnE//rdgB//yahI//yagE//nuoH//ymdB//yjjQ//mdtM//msbA//ggt//rplM//mrdB//dgoD//melR//rcsA//ypjD//
GO_0033043_6	rpmH//frdB//pspA//baeR//ppiD//
GO_0033044_7	ibaG//
GO_0033051_5	hemB//
GO_0033120_8	nuoB//
GO_0033157_7	fimA//nikR//
GO_0033194_5	lsrC//nuoM//ilvB//kdgK//
GO_0033195_5	rihB//
GO_0033212_10	murP//agaD//znuC//rstB//fetB//
GO_0033214_11	waaF//eutN//
GO_0033228_8	yjeI//moeA//msbA//ybaK//
GO_0033238_6	prfC//priA//lhr//serC//
GO_0033240_7	dnaX//
GO_0033317_7	yajL//secM//yhfK//yggT//
GO_0033319_5	ybjL//
GO_0033320_6	amiB//
GO_0033345_8	dcuC//
GO_0033353_5	lsrK//
GO_0033359_7	yjjX//lptB//
GO_0033365_6	yddL//
GO_0033383_6	sgcR//
GO_0033384_6	hupB//
GO_0033388_7	csdE//
GO_0033477_5	rho//
GO_0033499_8	yohC//aaeB//sapD//metK//pbpG//fliD//sohB//
GO_0033517_5	fliK//
GO_0033518_6	yfeO//
GO_0033526_7	ftsW//yghG//treA//ycbV//
GO_0033539_7	ettA//sgbU//pdxB//
GO_0033542_7	hlyE//hyaD//
GO_0033543_8	ycjP//
GO_0033554_4	argA//ycfL//cdh//nirC//nuoH//purF//flhE//yhbQ//aroC//lpcA//fcl//nac//nrfA//gltB//cptB//yggN//hypC//sufE//dinI//dhaL//panF//xdhB//trpC//cusA//arfA//pabA//abpB//yggX//ppiA//yjaZ//dppA//gadX//gutM//nuoH//dapF//acpT//lpxD//smpB//gudX//adk//casE//chiP//uacT//dcyD//eptC//waaS//ybiV//ygbN//yjbH//emrY//kdpF//ldcC//mqsA//zapB//yggF//rpmG//lsrR//gltL//lasT//recB//nrdB//radA//setC//rph//rph//gsiD//lldR//yecS//pdeD//topA//allS//ydcM//cutC//viaA//sucA//seqA//gspE//nupG//rfbD//csgD//kdpC//tolQ//phnG//tig//yebS//leuC//insB-2//fliD//poxB//fieF//polA//rnc//fhuB//glrK//yajL//fadI//nagA//ptrA//ypdB//ycjD//argT//mdtC//oppB//napF//lsrK//sdaC//dgt//ygaV//lolB//yfhH//msrQ//yahB//yheT//rrrD//mhpT//rlmG//fcl//yggT//codB//rlmN//hcp//corA//iraP//ivy//ompG//efeO//ilvB//norR//yjiM//sspB//fruA//hisI//pepB//cdaR//yhhZ//rusA//cheB//hscC//tynA//fabZ//nrdD//ldtD//atpA//folE//topA//mltF//gsiB//alkA//ybaE//vsr//pdxY//lpxB//ttcA//dgcE//proC//pdxJ//bglJ//aroE//yqaA//insK//waaP//cdsA//prpC//ydgA//ydiO//fixC//nuoI//yjjI//psuG//yihW//cstA//yadM//ssuA//nagA//yghG//cycA//moeA//cyaA//frwB//manA//yidE//yfbS//kefF//yghU//glxR//yahI//ymdB//tauC//acpS//ruvB//mioC//nudG//mzrA//melA//cysA//dadA//fliA//bamA//gltK//rplS//rpnD//bluR//phnC//fliM//yahO//ydaN//pyrH//rph//tsr//acrD//glcF//adhE//aroA//crl//tusC//ftsQ//hisI//nagC//fabG//qorA//yghO//yfdG//waaL//rclR//yieH//waaF//yibF//pitB//acrR//mreC//lipB//aroC//mdtG//pfkA//fryA//nrdB//sugE//tehB//puuA//mltB//ftsX//ynfL//ravA//patA//fadK//ssb//citT//modA//mrdB//yciK//insK//yqeF//sodB//ydeT//hycB//ubiC//elbB//guaB//allB//trpL//patA//scpB//gmhB//pal//yidP//tisB//mreD//yebC//sgrT//mltD//wzzB//glsA1//umpH//ymjB//ydcR//tusD//asd//sulA//ugpC//pstC//yfgO//bioB//ubiD//rutA//sthA//dld//rutA//fepA//yjjW//nhaB//fixB//kbaY//fryC//yedL//modC//waaY//dam//alsB//yiiD//exuR//yihR//yqcG//ybcJ//elbB//paaJ//paaA//alaS//yiaM//pmbA//cysQ//sppA//oppF//napA//uxuB//rcnR//rpsT//ssuA//yeaK//hypE//tusA//xylG//fryB//holC//rayT//
GO_0033559_6	era//
GO_0033567_6	cobB//
GO_0033585_7	yfcG//ugpC//
GO_0033609_8	ydjK//
GO_0033611_8	tauC//
GO_0033674_7	folM//
GO_0033683_7	cdsA//
GO_0033692_6	nepI//uvrA//nuoF//nudG//tdcE//yiaJ//potA//lgoD//psuG//waaG//yjiY//mtlR//trmO//atpH//pagP//argC//ybaQ//gpmM//elfG//bioH//soxS//waaQ//mmuM//entA//yfcA//kbaZ//yhdZ//mtnN//cheY//ydcS//tsgA//hprR//yneL//tusA//yfaL//pepD//nfuA//ackA//ydhQ//fecA//dgoK//lptD//valS//yieF//fkpB//rfaC//malY//
GO_0033865_6	yjhG//obgE//bglX//oxc//hofN//fadL//hrpA//
GO_0033866_7	glgP//gadX//yoaB//narG//
GO_0033875_7	ygcO//torI//argK//yfdC//moaA//rhtA//ygiN//
GO_0034030_8	panF//eutB//rfbB//glnS//
GO_0034032_6	cysB//flgD//yfiE//prfC//ompA//nrdR//yraJ//
GO_0034033_7	hisM//yggT//yfdR//birA//
GO_0034035_7	rpoE//fadA//frsA//
GO_0034059_4	mazF//hlyE//
GO_0034192_7	ybgQ//rnlA//tolR//
GO_0034193_7	murB//
GO_0034194_8	yahD//codA//tdcE//
GO_0034195_8	fucP//
GO_0034198_6	ygdG//nikB//lpxH//
GO_0034203_6	dctR//
GO_0034204_5	iclR//yejF//
GO_0034213_6	yahN//
GO_0034214_7	treC//ynbC//tnaA//rnb//
GO_0034219_6	hipA//secE//yidA//ung//yfgI//metK//plsX//lolB//pitA//chbG//ycjP//yijO//hlyE//hofN//agaR//gapC//mhpD//ybiV//tdcF//rnhA//idnK//glnL//kdgT//ghxQ//nrdE//def//tdk//nikB//ypdI//malK//fau//lapA//npr//ilvC//yhfK//hyaD//gatY//pppA//insA-2//ispG//rutA//rsmB//murC//yddG//appB//pinQ//rplY//ytfR//narX//ynfH//ispB//ppiD//abpB//bfr//sfmA//yddL//secG//lptG//nhaB//sutR//phoE//pgpA//metK//ydfG//xylH//cyoE//menI//yeaD//rpsI//metB//selD//sfmD//pphA//yeeO//pspG//lnt//mscK//prkB//gloB//gpmA//gdhA//pgpB//sucD//kduD//yiaL//mqsA//argS//yfdS//ydcT//menE//mepH//arnB//ompT//ymfK//
GO_0034220_6	yhaV//ssuE//pckA//yhjR//marR//aroC//wrbA//ymgF//zipA//trpB//arnE//entA//putP//argC//frmB//polA//waaF//fkpB//rhaB//panE//folX//moaD//rplW//yhjG//rutF//msbA//ilvH//sapB//ldtC//menD//aldA//hofQ//yibH//lpoB//tesB//mog//fdoG//fre//clpB//argI//tusB//gadC//frc//lpoA//ribF//fryA//abgB//rpmF//mzrA//cysS//ybjX//hyaA//glnS//kdsC//tolC//alsE//entB//ugd//cdh//znuC//ftsN//mltG//mtn//yjtD//ycbV//stpA//phnO//lldP//psuG//bioH//mdtC//yhhT//galR//mdtA//yagJ//ftsL//fadL//rcnA//betT//raiA//yghO//cobS//yehP//miaA//lpd//fliG//tatE//dgoR//ypdI//yccA//ivy//csiD//zipA//yhjB//aspC//gltK//ybhA//nirB//flhD//waaH//panD//waaA//kdpD//treF//fumA//ssb//nusG//nmpC//ndh//setA//ampG//kbaY//hemG//yiaF//eutA//dcuC//uxuR//trmJ//degS//yehD//uxuR//fsr//caiD//frsA//gadA//yciT//lpoB//cptB//pphA//chaA//clsA//yefM//rzoR//gcd//ydhQ//sfsA//gntR//yqcG//sbmA//fdoI//tpx//yadK//rlmB//wecC//gabT//yheT//flhA//yfjV//ybhP//agaI//ycdX//nei//alr//csgD//ettA//ptrA//crfC//alaS//intA//trmO//agaR//pabA//phoB//hisB//mtlD//zraS//tig//gltB//ygcR//mntR//pyrD//aceK//otsA//cho//ldtD//
GO_0034224_6	baeS//nrdI//
GO_0034227_8	ldtC//araB//yoeB//mepA//mug//hofC//aaeR//tusE//
GO_0034248_6	cobC//radA//emrY//cynS//yggN//bglX//otsA//ybaE//tehA//patA//ynfK//preT//clcB//zapC//waaF//ymgC//atoB//ppiA//clpP//hyaB//bssS//ybjG//ykfM//mak//mltG//ybjI//fadE//patZ//glpB//rzpR//yggP//dpiB//cnu//caiT//yhdW//aceF//ydjE//yehU//blc//yphF//dld//
GO_0034249_7	rhtA//alkA//rdgC//torY//dnaQ//yigB//rsfS//ybjI//phnC//hybG//dmlA//cadA//ftnA//cusB//pyrH//emrE//yehA//aroB//ybdM//opgB//uidR//norV//agaC//cdgI//rhaS//
GO_0034250_7	yqjI//gntP//ghrB//appY//trpL//ssb//yjfP//
GO_0034258_8	pgpB//
GO_0034260_5	yieK//
GO_0034285_6	yibT//
GO_0034286_7	purR//
GO_0034288_6	essD//
GO_0034289_7	thiM//
GO_0034308_5	ydjJ//rsmF//nfi//cvpA//msrC//kdpC//secF//rlmM//yehW//ygaZ//rlmC//
GO_0034309_6	comR//ydcT//truD//
GO_0034310_6	pfkA//pta//cbrA//pckA//ynhG//rcnB//
GO_0034311_6	gutM//hcaD//wecE//
GO_0034312_7	sapA//galE//
GO_0034313_7	nei//
GO_0034337_3	ytfP//guaD//
GO_0034355_7	cpsG//sstT//prpB//pcm//
GO_0034401_5	rhaM//
GO_0034404_5	exbB//yihX//dicB//flgC//ettA//nrdH//gloB//yqjH//gadX//polB//yeeL//ybaL//ycbB//glmU//sdhE//sbmA//acrZ//adk//aldB//zraR//pinE//glgX//miaA//mdfA//zipA//ilvI//tldD//glmM//yhaM//ycjD//sspB//pspA//hslO//rsfS//rhlB//tonB//phnI//frlB//dsbA//phnI//ebgA//dcuD//yidE//moeB//paaJ//phnN//rbsC//tdcD//hscB//rsmD//
GO_0034414_9	ydiV//
GO_0034421_8	opgC//
GO_0034440_4	waaS//xapA//recN//proA//yiaJ//sspA//tsaB//ynfL//corA//folC//malG//yebK//nrfD//rutB//pstB//rdgC//asr//hflD//ydeO//waaJ//
GO_0034470_8	hprR//glcB//frmA//potI//ybhR//dgcZ//ybaE//zntR//pdxY//sapC//fadJ//rpmE//zwf//sppA//bglX//hslU//cdgI//rlmD//yggD//yaaY//pheP//lgoT//yjtD//potG//uidA//amiA//znuA//yhdX//sgbE//rbfA//uidR//bioD1//yebZ//rplF//mepA//elaA//ycgB//soxS//mlaE//pdxJ//ygcR//lptG//yfbS//hldE//mukB//cysU//yidZ//recT//ribD//norW//mdtF//rzoR//abgR//hisA//pdxJ//mdh//lpxT//cpxA//acpT//hycA//rfbB//lldR//proA//hyaB//ydiQ//yedX//focA//argB//yadC//csdE//preT//lipB//elfG//abgA//atpA//cyoA//nrdA//guaC//fadB//ybiJ//insI1//ybaK//sdiA//bolA//rpnD//apaH//recD//uspE//tnaB//dedD//cadC//asmA//sufS//rplP//
GO_0034471_9	fabB//dacD//appB//yjiR//
GO_0034552_7	wcaC//
GO_0034599_5	fumC//icd//galF//dinG//trmA//narK//cspC//dgcZ//glgA//yhbO//uvrY//kdsA//ynbD//srlB//gyrB//xylA//cpdA//lsrA//uacT//ariR//mmuP//rpmH//glxK//
GO_0034605_5	napA//ubiJ//mazG//yagG//evgA//ispF//carB//nupG//thrL//
GO_0034613_5	yjbB//yoeE//yieE//ulaA//zwf//ivbL//caiB//upp//pyrF//ftsY//cdaR//cpoB//soxS//yahF//gspJ//srlE//ypjD//
