#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	helD//dcd//cheW//gltP//
GO_0032508_8	rlmF//ampH//guaD//mdtD//dapB//phoP//fliM//ghrB//tpiA//cueR//yjbF//nudC//fdnI//
GO_0032535_4	lsrR//paoC//yiaM//minE//narQ//
GO_0032774_6	yejE//gloB//thiC//livJ//rutR//adeQ//bioH//entC//pdxB//rseB//alaC//rdgB//mdtM//ompA//znuB//ybaT//ubiE//folX//aceA//ptsG//pckA//sgbU//cydD//uacT//oppB//sdaA//pepB//ddpX//ynjA//yihO//gsiA//topB//lysS//ycgV//yidA//xylR//hsdM//nrfF//pepA//ridA//ydfH//lacI//rho//fkpA//rbsK//symE//chbF//secG//pgpA//ccmD//dppC//yraI//curA//nimR//uhpT//mcrA//mlaD//ispA//moaC//yahK//napD//bioH//malP//xerD//caiT//bcr//paaG//cyaY//dld//rcdA//cspB//proB//yafO//recD//crr//flgF//glpD//pdxA//ibsA//pspD//ushA//fimG//yggP//priC//trpB//lpxK//fdnG//treB//yihL//yhdX//gadC//glcF//yfaL//yihP//glnA//yedX//yiiE//prc//yihP//recC//hyfR//fmt//adiY//rpiR//rlmF//rpsK//appY//sapF//aroA//yggN//katG//yjcS//lpxP//ileS//pgi//fdoI//cydA//rpe//dpiA//gadB//glcD//iaaA//bglF//ydfH//icd//uidC//nuoE//nuoL//mpaA//
GO_0032775_6	dinQ//iscU//cdh//
GO_0032776_6	essD//
GO_0032780_7	gadB//pliG//
GO_0032781_7	ybiY//sapD//pyrG//
GO_0032784_8	hofQ//pflC//
GO_0032787_7	yihI//ulaG//kdpD//nrfB//dnaX//rhtB//pspF//ccmH//narQ//ybhF//menI//satP//scpB//zraS//leuO//bglX//yihR//gltD//insH-5//sthA//comR//yraK//secA//yfeX//leuC//cfa//pepQ//ldcC//yaiV//frsA//aqpZ//ydiK//fbp//dtpA//dicC//ygiS//rhmR//ybeF//norV//yiaM//priC//aslB//rbsA//lsrB//narI//rplS//nuoI//smrA//holE//melR//lamB//yjcS//trkG//norW//bssS//ybaT//fsr//garP//kdpF//ybjG//lacZ//mlaF//dgt//ascB//fimA//yqjH//rcnB//yfdK//srlA//glk//ycjR//rcsB//rlmI//sgrR//yihI//ptsI//ybhI//cycA//nrfF//oppD//tufB//cvpA//waaO//modB//gcvA//ilvE//cynX//mdtO//rimM//ushA//rep//tdcF//alsB//atpH//frlA//fdrA//zntR//mltF//malK//fbaA//cusA//envZ//ansA//yhdZ//ttdB//focA//ybjI//adiC//ynaI//abgT//brnQ//waaC//deoA//nimT//ribA//glgC//rzoR//gsiB//uraA//yqiG//ssuA//rpmC//cbeA//agaW//dusB//rpsI//purU//mrr//cbrC//deaD//puuB//lplT//ybhF//pyrF//ybiY//hflD//frlR//radA//yoeB//znuC//cspD//tusA//recT//pta//ytfQ//glcC//dsbD//rclA//rlmN//yfaE//ccmD//ydbK//bglH//lexA//bhsA//arcB//yggP//secB//ldcC//deoA//ykfI//ygaH//kgtP//ydeE//sutR//phnJ//betI//dmsC//setA//serS//atoS//proA//clsC//wecE//dgcF//msrC//potA//cysN//erpA//pgl//nrfF//fcl//ftsI//alsK//rcsB//tamB//mdtK//nuoM//xylA//prfA//rhmR//paaX//zitB//yddL//frmR//yeaD//yfiC//ampD//iaaA//lspA//yfeW//pyrF//sbcC//
GO_0032790_6	ppiD//nimR//
GO_0032879_4	cadB//sgbE//yehD//dtpC//mlaF//bcp//folP//narG//yaaY//csgD//glgA//zinT//ycjQ//sufE//yccA//yehD//lacI//hemL//sthA//sufS//pdxA//hicB//ydiK//pdxK//alsK//ybdG//mutH//yfeX//
GO_0032880_5	rsuA//ssuE//yjbH//
GO_0032881_6	ytfP//nanA//hybO//tcyJ//
GO_0032885_7	rhtB//yagE//speG//
GO_0032940_3	mug//yaaY//dcuS//pgaA//lgoD//ygbN//hypF//
GO_0032950_7	yhgH//
GO_0032951_8	rhaA//
GO_0032954_7	cdd//mzrA//tas//
GO_0032955_6	fetB//emrD//lipB//
GO_0032973_7	moaD//apaH//yifB//tsaD//wzc//
GO_0032978_7	rpsD//ydiV//yihI//gutQ//
GO_0032984_5	dxs//tsaD//gltD//lsrG//rfaC//pdeK//fimH//gatY//ccmG//
GO_0032988_6	thiC//entF//
GO_0032989_4	ybfE//
GO_0033013_5	mtlR//secA//tilS//yjfF//alsK//hemF//ydeO//tynA//uhpA//yfaL//ihfA//rplR//bdcA//crr//ttcA//acnB//sugE//clcA//symE//ratA//yohC//
GO_0033014_6	rhlB//zapE//yciH//mrdB//nuoH//tsf//rlmM//ftp//hybC//yeiE//selU//fkpB//rlmA//asmA//pdeD//cutA//nirB//ydiZ//lacY//frmB//panC//
GO_0033036_3	mnaT//glpD//xisE//cydA//ycjD//rsfS//lsrB//ycgR//rluF//dmsA//narI//ulaD//tktA//asnS//mreB//frwD//hslU//ycfJ//orn//folC//yiaF//ydbD//mdtL//dmlA//rpsJ//srlA//waaJ//sgcC//ybdN//lysC//chbR//yfcF//uxaA//serC//melR//flgM//stpA//cysK//tehB//polB//ybgI//argP//sohB//bepA//cysG//znuA//bdcA//ynbD//rbn//
GO_0033043_6	rimK//xapR//xylR//fruB//csdE//
GO_0033044_7	lgoR//
GO_0033051_5	narX//
GO_0033120_8	sdhD//
GO_0033157_7	yqeF//ydeP//
GO_0033194_5	yehA//ccmC//leuE//napA//
GO_0033195_5	yccA//
GO_0033212_10	lnt//lsrD//argP//rhaB//fixC//
GO_0033214_11	yieH//pinE//
GO_0033228_8	yihV//uidR//katE//agaW//
GO_0033238_6	mltD//secG//rzoD//zapC//
GO_0033240_7	ynfK//
GO_0033317_7	iraD//yagF//ilvD//hyaD//
GO_0033319_5	rplA//
GO_0033320_6	yggX//
GO_0033345_8	atoS//
GO_0033353_5	yidE//
GO_0033359_7	lpp//clcA//
GO_0033365_6	rbfA//
GO_0033383_6	yihR//
GO_0033384_6	dnaB//
GO_0033388_7	surA//
GO_0033477_5	mhpB//
GO_0033499_8	nrdB//speC//hdfR//tsaD//kdgT//ubiA//ynfK//
GO_0033517_5	mraZ//
GO_0033518_6	yqhD//
GO_0033526_7	rna//tdcE//waaP//bglJ//
GO_0033539_7	brnQ//ykfM//ubiI//
GO_0033542_7	yjiA//oppF//
GO_0033543_8	rimJ//
GO_0033554_4	cra//yfhH//ffh//xerC//lipB//tqsA//mtlA//fliL//proB//dsbG//garD//ortT//fepA//minC//argF//csgB//iraM//idnT//yfeR//ydjM//ygfX//cpxR//casE//yjaA//frlR//yqeF//trpB//dacA//slyA//yijE//hdeB//yihP//flgH//galU//yeeJ//yajL//rpoH//torR//hyfF//nadC//yeaV//yagG//rimO//ahpC//amiA//creC//yijO//dps//recR//kilR//uvrC//ybiA//hisD//wcaC//degS//lgoR//yfeW//eptC//rplI//marA//metF//lit//yidR//xdhB//fabI//btuB//zapA//phnC//qseB//rplW//chpS//aspA//queD//fimZ//mqsR//cbl//hisM//agp//yjaA//rpoE//gcvT//lgoR//aroA//pck//hemD//mglA//soxS//alaS//lrhA//minE//tnaA//mutS//kup//yhjX//xerD//potF//xylF//wza//yafO//ugpE//kduD//recO//suhB//yajR//fdoI//yehC//yjeH//tusD//luxS//fliA//soxR//betB//trpE//rhtC//coaE//dtpC//yciF//recQ//nemA//sdiA//trpA//livK//lolA//narX//pphA//fdoG//rbfA//osmC//yjiM//ynfL//yihU//mnmA//yahF//rbsD//zitB//rpnD//ulaB//rcsC//yibF//ybhG//purL//codA//mrdA//nuoL//hemE//yjhP//topA//rapZ//yrfG//nrfD//rsmI//exbB//pdxK//idnT//queE//murE//wza//perR//mdoG//pdeL//insH-6//yieL//ypdB//glsA2//flgE//malX//pyrE//rnc//alkA//blr//gatY//nfuA//yfjR//bamC//phnC//afuB//pspF//trpGD//mdh//caiF//potH//tcyL//coaE//rplK//yohC//ubiB//narG//hisG//coaE//hupA//tsr//aes//nuoM//aroK//helD//dsbB//topB//slt//cbrC//ubiG//fabR//ypdB//gapA//narQ//yedX//yfaX//torR//ydhJ//ldrD//flgC//pgrR//pdeD//lexA//nikD//ulaD//ldtD//lpxB//gpt//lgoD//hisG//rplP//hflD//yeiE//kdsA//bioD//tolQ//gcvA//mraZ//glpD//rlpA//yodD//mcrB//bipA//ppsA//rna//soxS//ftsB//galP//ldtE//symE//cheR//gyrA//yaaU//ykgM//mscM//chbR//cbtA//htpX//yjhG//crcB//glgB//rusA//truD//proC//manA//yidC//yebK//ygbI//rpnA//bsmA//nikB//mdtF//kilR//hemA//narV//lplT//yhjD//ycfH//yjcE//trpD//fis//focB//glnK//ppk//glnH//ygbI//ybhA//nfuA//zwf//yfcU//dmsB//dhaL//xanQ//nlpI//ybbW//hcaT//ubiX//ygaZ//yjfF//rpmC//mngB//hcaE//cbl//nanR//thiE//torA//fadK//ymfA//puuC//glgB//ccmE//ydcI//wzb//fliG//gadB//uxuA//dgoR//pabC//yddM//proA//fimG//torA//narW//hslO//actP//rplT//yecS//nimR//melR//yraI//cdgI//yaaU//ettA//tdk//
GO_0033559_6	ydcS//
GO_0033567_6	prlC//
GO_0033585_7	nadA//lacI//
GO_0033609_8	pheT//
GO_0033611_8	arfB//
GO_0033674_7	mdtA//
GO_0033683_7	yfaE//
GO_0033692_6	yahI//thiM//yfjR//glvC//cpsG//hcaR//ybaL//cycA//pflB//gdhA//insH-6//yafN//ycjY//emrD//uraA//dctA//dnaT//dnaA//paaD//zupT//ilvN//nadK//rhtA//mutL//ubiD//alsK//potA//yfaL//putA//yggD//tatA//nrdA//glxR//lamB//ilvI//nanC//yafO//fur//casA//mutT//hybD//sufC//rng//yihS//fic//ribA//btuF//
GO_0033865_6	hslJ//yghB//insK//aroA//ydcP//rffH//bdcA//
GO_0033866_7	murQ//rlmE//tauB//glpG//
GO_0033875_7	metK//phnP//hyfF//sbcC//fliZ//sdhB//ppiD//
GO_0034030_8	gntT//iscX//hflX//galE//
GO_0034032_6	ais//elfA//rpsS//manA//hybC//uup//dpiB//
GO_0034033_7	glcC//dfp//dnaN//nirC//
GO_0034035_7	bglF//citC//ybhG//
GO_0034059_4	ldtC//mak//
GO_0034192_7	yeiL//gltS//yciE//
GO_0034193_7	nrfC//
GO_0034194_8	murJ//yidR//murR//
GO_0034195_8	ldrA//
GO_0034198_6	iraP//gutQ//mscS//
GO_0034203_6	yddA//
GO_0034204_5	nfo//entS//
GO_0034213_6	lplA//
GO_0034214_7	dtpC//menI//adhP//yhbY//
GO_0034219_6	yccX//ascB//queD//leuC//pbpC//bioB//galT//phnK//cadB//phoE//ldhA//frdA//ruvB//bipA//phnG//sapF//panF//hdeB//tcyL//frmB//mtnN//cbtA//fabI//ubiC//narZ//aroE//mqsA//pheM//der//puuE//mrdB//parE//bamA//dpiA//ycjR//narJ//clpX//cyaY//ygbL//insF-1//qseB//aas//yraH//mltD//yddL//fadK//lysR//yfcS//lpxP//atpC//yeaD//yfcU//xylF//yehA//mtlD//xapA//fabB//murE//mhpD//insB-2//cysD//fre//lit//ybfE//gabT//ldrA//puuE//ilvH//barA//flhD//rsgA//glnS//narY//rssA//mmuM//shiA//aceK//rpsE//carA//fepB//fliA//fic//yehT//gadE//preT//yraI//nrdB//yeeA//pgsA//viaA//ansB//tdcF//aes//xylF//
GO_0034220_6	rihC//ubiF//ibaG//frmR//arsR//cmoB//yggN//araA//nupX//yhgF//yegS//argG//napA//tatB//speC//slyD//metL//rph//mgtA//murA//ttdT//ispA//sucB//hxpA//cdgI//atpG//galU//tufB//ccmG//paaD//nfo//ascG//lpxT//mnmA//maa//ibsD//umuC//mdtG//aaeB//mlaC//focA//nuoG//manY//accB//tap//yfbV//opgG//wbbK//yhbX//nrdA//aidB//ttcA//frwC//nrfC//folC//entH//gcd//ampH//queF//rfaB//glvC//creB//ygbI//proS//yjiA//ydeO//yfbV//yciG//rutA//yejE//lsrC//yfjV//rpmC//insI4//cysZ//feoA//murP//ygbN//cpoB//lptC//cpdA//yghU//mlaB//elfC//hofM//sfsB//queG//kdpB//rffG//hycI//cdsA//yihL//clpB//mcbR//ispH//cobS//avtA//nrdE//ugpE//sdhD//frsA//malS//cbeA//yiaN//ibsE//fadH//uvrC//katE//alaC//rrrQ//proB//ydhQ//pliG//aceA//ttdA//trpR//cysB//ihfB//yidC//aspS//puuP//relA//symE//plaP//dicA//yajO//yhhZ//cadC//mraZ//setC//fabZ//rpiR//yebQ//arfB//agaA//argR//malE//xisE//rnr//ackA//tolB//ypdI//yjiR//aspS//wecB//flhA//gstB//waaS//yehC//matP//paaK//pheS//agaW//nikC//trmJ//ravA//yafE//ynfH//yqgB//topB//ygjR//gltB//yciA//insK//bfr//cpxP//yjhP//arnB//fliL//yaaJ//ulaA//yafC//yicJ//pal//ydcO//
GO_0034224_6	dnaJ//yhdH//
GO_0034227_8	bluF//dkgB//nimT//entC//bioB//cadB//sgcB//nikR//
GO_0034248_6	fecB//thrC//araC//cysG//entA//uvrB//cheY//ygfX//rutD//rclR//hprR//paaC//pepD//cpsB//soxS//bioD1//ptsI//ybiY//nhaB//msrQ//rihB//yidL//gnsB//gutQ//focA//casD//rplS//tusD//pckA//trpB//glxR//sucA//eno//ttdT//yjtD//ypdI//cspB//zapC//minE//pckA//nrfG//
GO_0034249_7	ansA//thiM//ydeP//waaB//narG//lpoA//dppA//glxR//nlpI//aroP//clpP//gapA//manZ//feaB//rbfA//nrfG//dppA//rlmI//ymfA//gpp//cydD//rplF//hybE//rimI//pdeH//
GO_0034250_7	insE-1//ssuE//cas3//hflX//dcuD//tauC//gltS//
GO_0034258_8	flgC//
GO_0034260_5	kbaY//
GO_0034285_6	ydeE//
GO_0034286_7	purC//
GO_0034288_6	ygiV//
GO_0034289_7	yagG//
GO_0034308_5	cheZ//yigB//sgbH//adiA//shoB//fpr//higB//asnS//ymfA//appA//ddlA//
GO_0034309_6	ycgV//yjiY//wzzE//
GO_0034310_6	ygcR//iscX//rutD//mnmG//azoR//yajO//
GO_0034311_6	fepD//oxc//dpiB//
GO_0034312_7	leuE//fre//
GO_0034313_7	dinQ//
GO_0034337_3	wcaC//speC//
GO_0034355_7	relB//flhC//dxs//pspC//
GO_0034401_5	narJ//
GO_0034404_5	ykfI//ddlA//phoR//aspC//dapA//ldtB//hypA//iraP//pphB//panE//appA//rhtB//yehC//trmA//glpG//tolB//ppsR//higA//yiaJ//rzpD//mdtA//srmB//yhdW//rluB//envR//bioD2//surE//lpd//acnB//ynbC//obgE//hofO//btuC//degP//guaA//gadA//yjbH//exbD//rhaR//cueR//idnK//iscS//ycdY//lspA//agaD//rutA//fdoH//rfaG//ftsN//fbaA//
GO_0034414_9	skp//
GO_0034421_8	glnB//
GO_0034440_4	yiaA//ttcA//mutH//mmuP//deoA//mdtQ//rpsN//glnS//rsmJ//malG//glxR//ymjB//potD//artJ//kdgK//yhdJ//thiQ//thiQ//yhcN//acrB//
GO_0034470_8	thiP//yfeX//htpX//ykgA//yeiE//gnd//tauA//csgD//cyaY//eutA//mcbA//lpoA//insF-1//adk//def//torI//agaA//rplQ//tsgA//dbpA//rluA//tsaC//mntH//matP//cpsB//xylF//thiH//miaA//yqaA//rimL//cadB//pliG//insF-1//intF//mntS//fadH//yiaJ//ribA//mscM//lysO//fadB//ybaQ//selB//obgE//hofN//degS//yfeO//zapB//nagB//yhaM//lepB//clsA//btuE//vsr//sfsA//glcA//ldrB//csgD//glnE//insB-4//dtpD//thrA//ykgM//rsfS//rpsA//mngA//frvB//fryC//uidR//aroL//yggW//ydeO//tcyJ//allS//melA//yqcC//pspC//glvC//rfaF//rdgB//gshB//acpH//ushA//rluA//mazG//fepA//ulaB//ybdH//fdrA//panB//spy//hslV//prs//cyaA//
GO_0034471_9	gpp//barA//mltF//sanA//
GO_0034552_7	lpxP//
GO_0034599_5	yidD//zntA//ydcO//hflK//recT//arsB//yaaU//nikC//hypA//hybA//fmt//agaC//mrp//phnG//ibpB//btuC//luxS//ybhD//folX//yjbE//yhdX//yihX//sgrT//
GO_0034605_5	glnB//yidD//ghoS//sfmA//fimI//intS//afuB//gloC//fdhD//
GO_0034613_5	ycfL//metK//endA//leuO//sfsA//intF//pykF//recA//csrD//xylB//ftsE//mtn//grpE//ydcM//rzoR//ompW//ulaC//
GO_0034614_6	atpB//hslO//grxD//folE//crcB//napF//zupT//appC//cobU//hiuH//lptB//eutN//ccmD//
GO_0034620_6	yiaM//bisC//rpoD//menE//
GO_0034622_6	azoR//garL//hisI//lasT//nanC//mltB//yhcH//insE-1//clsA//entA//yceD//yigB//fnr//tar//glk//ybcL//selU//ypjD//glnB//glsA1//tdcF//pepD//napB//nmpC//yhbO//rluB//fepE//ybiO//idi//cynT//yphD//gstB//mhpR//ibsA//agaD//ygiV//agaW//sutR//acrD//arsR//ndh//
GO_0034627_10	rutR//elfC//hchA//gsiC//yrfG//
GO_0034628_9	mqsR//topB//yifB//ygeW//uxuA//
GO_0034635_6	glcF//gdhA//lpxD//insI-2//ulaF//parC//
GO_0034637_5	entA//pdeK//ivy//norW//yqjI//ydiZ//pitA//agaS//wecE//bolA//bcsQ//ugpE//wcaB//cpsB//waaL//rplR//fucP//ybcQ//frvB//tisB//frmR//deoC//mdtK//tolA//tolA//ychO//entC//accD//ais//dpiB//proV//rnhB//recR//acrE//yfcS//sapC//nirD//serS//uvrD//adk//livG//ibsA//fimF//mgrB//fimC//rpsP//uhpC//acnB//dgcQ//hdeB//
GO_0034641_4	fbp//caiE//otsB//umuC//rzoD//rsmE//fryC//flhE//lldR//tsaC//yjbF//hexR//yggF//ydcI//pitA//kdgR//fieF//rbsB//serA//ptsG//ybhF//dps//amiD//acrR//yfeO//lplA//yjhP//nirC//flgD//rfbX//mtlD//rpsL//yhjX//gapC//thiQ//tdcB//msrQ//aslB//paaJ//thiH//yhcH//hybF//rrrQ//rpnB//ettA//yraJ//moaB//idnT//xylB//dfp//insK//putA//fliD//btuD//polA//upp//ogrK//bsmA//lptE//glgC//rpmC//uxaC//yjhI//cueR//rplK//zntR//tyrS//efeO//proQ//glsA//rimP//arnD//sufD//ftsB//yddG//yahF//insF-1//trkA//yidZ//gloB//yjjW//sbcD//menB//sgbH//lgoT//edd//yjiX//mepS//ybdZ//aroE//arnF//efp//bfr//artP//fepB//mdtG//udp//nudB//miaA//hisQ//yphF//bamB//ydiR//dnaT//allD//cysH//nimT//dnaE//nrdD//zupT//ykfM//ibsD//rhtB//sgbU//ygeA//yabI//ynfF//mocA//yjjI//glpA//cobS//glvB//rssA//dhaK//yjjU//pstA//xerD//mdtD//eamB//plsC//pstC//chaC//sufB//degQ//argE//panB//ssuD//trxA//ydiP//lplT//mgtA//ybeF//ompA//proX//fepD//ygfZ//atoC//ycjY//panZ//yjbG//queC//ppsA//tdcE//kdpC//ugpB//fes//rsmF//rzpR//clpX//era//rlmH//glrR//frwB//hisD//rcdA//rsmB//rutC//ridA//idi//nrdD//mmuM//dhaL//dapA//yjbB//agaI//rpsL//nrdD//pdxH//dinQ//thrA//mak//pdeD//glyS//nagC//alr//rfaD//yhjB//insI4//sgcE//mliC//sufA//fabZ//trg//lldR//rhaD//folP//malF//ilvD//ppsA//yfeX//ybbN//puuR//lysU//ybdH//cpsB//rpnC//alaS//yqaE//ygaZ//yajQ//mscS//mdtA//fimC//purC//serB//ppk//zupT//hpf//yidK//pheS//dmsB//entE//rfaF//cpxA//mtlR//tsf//argF//metG//yqiG//grxD//ybdZ//dcuC//rhsD//nemR//cheZ//elfA//rarA//acs//hofC//pabB//rlmD//xanP//narZ//rpsQ//glgX//map//yehB//gsiB//yhaO//cysH//pnuC//yegV//ileS//qseC//fucO//ccmG//glxK//citG//tatA//tatC//insI4//fhuD//cysQ//mdtN//fliG//gadX//chaC//glk//gntP//rppH//metG//atpB//bglA//murC//ilvH//dsdC//galR//cadC//purA//ydeI//metF//ybiW//pepD//ascB//lplT//pspD//elfG//cyoA//scpC//lysP//menA//qseC//pbpC//fimG//lolA//gapA//nrfG//napA//ilvN//dsdA//proV//torY//dgoK//hemG//fliG//hycI//elaB//soxR//dtd//ampG//rpmJ//ldcA//fixB//yjgX//yfcQ//uhpA//melB//rpsL//arcC//fetA//trpS//ydiB//ung//zipA//rffT//bioD2//sodC//proP//dacC//dgcZ//glpC//lsrB//frlB//elaD//gluQ//yhaC//cobS//rpoD//yfcS//asnC//ubiG//yhaM//rplQ//copA//tabA//uspF//lpoA//bioH//hcaB//ygfI//yddM//dnaA//yaaA//slyA//yoeE//eco//yieE//srlR//yeaE//pgpC//ycbU//fetA//dcyD//hyaB//leuB//rsmB//arcB//dgcZ//yicJ//yfdO//rlmA//iscS//phr//tamA//znuA//ybiW//btuB//lapA//nrfB//gmk//yghG//nusA//hypD//hisH//rffH//clpX//gadX//ldtD//acpH//yfdS//yhdW//hdfR//yhbO//astC//dsbC//lysR//efeO//pdeH//kefC//ibsB//acs//thrL//hycH//yhjB//glsA//cpsG//skp//xseB//pspG//argT//zapC//dtpD//yraR//cpxA//preA//cyoD//ychF//mtlD//envR//cof//yebS//ydjE//rlmB//lpxL//leuS//amiA//fdoH//flgH//ribD//yfcR//uhpB//paoC//ymgA//lldD//sucA//murG//mcbA//rbsA//ykgF//metH//cbpM//pflB//purN//flhA//fdnG//nadD//fiu//rpmA//prmA//ldrB//nuoG//ybhF//yeeL//yjcE//hyfA//ccmC//pinR//mipA//yfcV//osmC//fdoH//bioP//argE//cmoM//yhcF//narH//glcE//surE//paoC//rplE//yebK//rraB//yidE//cspE//mlaD//fsr//ddpA//mhpD//btuE//rfaC//recB//ccmF//flgJ//ispF//argA//nadA//yhfS//glpR//fhuF//torA//rplA//rnc//hchA//amiC//deoR//speE//flgI//yqjA//ompT//yhdX//lsrC//yafO//ubiD//gapA//hofC//sufD//ycdX//csdA//selU//cedA//waaJ//phnO//yidQ//mdtE//ydeT//cecR//queC//folP//sgbH//maeA//pabB//cmtA//yoeE//acrR//folX//yadK//uhpB//rne//ldrB//bglF//kefG//dcuS//argH//hicB//nagK//mdtG//paaE//chpB//ybhR//tauD//glgX//yahO//envC//acrB//flhA//lpxT//minD//phnG//tufA//ssuE//fepA//rep//trmB//dapA//yhhY//emrE//rhoL//setB//rng//srlA//yehA//ftsE//yidA//btuE//nanC//carB//ahpC//pinQ//pflC//mdaB//nlpA//prkB//lpxH//uspB//ybcL//pphA//acpP//nuoM//yaiP//hlyE//yagI//fimZ//gyrA//ubiJ//tdcC//rpiA//potF//ung//tdcC//gsiA//yghW//fabD//ndh//slyA//frlB//yadK//rpmA//znuC//bssR//ugpA//bdcA//caiT//kup//potC//intQ//sixA//fryB//rcsB//menE//rlmM//symE//aspA//yhdZ//hybB//fkpA//surA//recC//ilvL//fumC//mreB//glnD//yadN//srmB//phr//rhlE//copA//mak//fepC//napB//rhmR//uxaC//lysO//tusD//yjbF//hybA//solA//yjcO//yggT//ykfM//leuC//cmoB//yeeY//rnhB//gntR//greB//cca//pgsA//otsA//hybC//chpB//glnH//casE//ribB//insA-2//cmoM//arnD//fdoG//malF//cvpA//gatC//wrbA//caiT//rlpA//exbB//proB//prmC//yccX//ygjH//asnC//rfbX//sufE//crp//tqsA//guaA//ybaM//lsrB//lptD//phoP//glnP//pbpG//gdhA//arcB//fhlA//yeiG//hmp//tpx//ynjA//yeaD//hscB//pth//pckA//slt//nuoL//yobA//pdxY//pppA//ybeY//srmB//gyrB//rluA//yhbX//nrfF//paaE//fimA//aroC//mcbR//rpmA//elyC//ydjH//ybaK//dhaK//yeeL//wecB//araG//ldrB//yccX//rayT//add//scpC//yehT//eno//frlA//dhaK//asnS//amtB//kdsB//ygaH//bglF//ynhG//fklB//phoR//macA//btuB//glvB//hslU//rlmL//gspE//sgcR//adk//bepA//spoT//yggP//frlA//bglJ//lapB//nei//uspC//fadD//iscU//pntA//prkB//yfcG//xanP//dnaA//yqjA//mipA//prmB//yfaV//ralR//yehP//rbsB//sgcR//rarD//bcr//agaB//rpmC//ubiJ//ynfK//dcp//mtlR//yiaJ//yjiM//fixA//csdA//rffG//rhaD//rclC//pdxB//prlF//cysW//cpxA//ynhF//trkG//rssA//yjjW//fumB//fbp//nadC//cpsG//pgpA//ybiW//lacY//metG//yneJ//tauD//csdA//flgG//yqeF//cueR//sgcR//hycH//bepA//solA//cbeA//moaB//pdxH//dmlA//yoaA//deoR//yghO//proP//agaI//asnS//gudX//waaQ//
GO_0034644_7	yghO//tcdA//
GO_0034645_5	envR//tamB//cyoE//recO//fetB//fepB//uxaA//sspA//epmC//fdhF//ftsK//tolR//hsdR//yjaA//moaA//thiD//paaH//yeiE//yhbO//arsB//menD//speG//xthA//rimK//metN//insA-2//dsdC//waaG//gltK//ffh//srlA//nrdD//hicA//asmA//dhaL//mqsA//ynfE//glmS//yhjR//ydeP//dcd//yhcD//wecC//recC//trmL//ddlA//hybC//gpt//udp//mdtP//yqiG//yieL//otsA//nrfE//ytfE//ykgF//glpR//lpxL//rluC//ygeW//mrcA//ybiY//prmB//cyoD//yaaJ//tmk//hisB//ssuA//lolB//rpiB//emrB//hemG//secB//glsA//phnM//rhsD//sfsA//leuO//yohD//acrB//rbsK//fryC//yneJ//dtpB//trpR//yjjQ//argB//atoC//asnA//mrcB//fliL//sdaB//rhaD//metR//waaY//yafN//rcsB//serS//gcvP//rluB//pstC//nei//fecA//proW//rtcR//yoeE//pck//ruvB//rfbB//tdcA//yehU//glgX//basS//uvrA//truB//ygfX//glpG//thiG//cvpA//ugpE//csgD//gpt//ccmE//yhdJ//ybiX//ratA//guaB//rhtC//rutC//yobA//bioP//mngR//miaB//ssuA//pgrR//kdpB//acpT//mscS//abpA//ydaV//yceD//yidK//hflK//nanC//ydbK//yicJ//nanS//modB//purF//ilvN//gshA//manZ//ycjU//dcp//sbmA//dam//thrL//yjbF//gltL//fkpA//degQ//holA//yjcS//malE//lsrK//hybA//yihX//ghxQ//elfD//bfr//cbtA//rseC//yieF//fdnG//torI//nuoL//purT//fucA//ptsN//aspS//ilvC//yaiP//ymgC//preT//bhsA//dgcE//hcaB//oppA//iraM//cobT//folE//rsmG//secY//rlmM//mdtI//phnC//bioD1//hemA//pspC//dgoR//acrD//yphC//borD//uspC//ubiE//gsiC//ptsH//cspA//paaK//proS//ybcQ//yeaG//yobA//yggW//ubiF//ymgC//cydB//fdoH//tesB//greB//gpt//rnhB//ybiH//prs//tauB//menA//glnL//yidA//rpsS//bipA//clpP//ribD//sdhC//pstA//lptG//htpG//mnmE//fliT//araF//clsC//dinD//ybiJ//fruB//yahK//rimI//yddA//zapB//ralR//dkgA//insA-2//frr//soxR//nagE//elfG//cpsG//ettA//aroK//glgB//ydbK//recB//grcA//ccmF//bcsQ//rfaH//ompA//yihW//tdcC//fdhF//ppx//appB//fdrA//sufC//galR//murE//xanP//agaB//sgcA//glpD//yghO//qseB//panC//kdsD//yfeX//hisG//gltP//nanR//cydC//ftsK//pheT//thiP//sdhA//mukB//ybiW//thiL//bepA//mutS//intE//wcaB//sspA//pheP//def//idi//fadH//mepM//
