#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rraB//ybeY//ynfH//ybhS//
GO_0033585_7	bolA//ascB//
GO_0033609_8	rfe//
GO_0033611_8	xylH//
GO_0033674_7	nimT//
GO_0033683_7	allS//
GO_0033692_6	ydeP//rpsP//nagC//nikB//rpsA//yfgI//ssuC//allB//fmt//glnK//elfG//allB//pnuC//yehB//yhcF//tdcF//wza//topB//ydiF//glnA//yaaY//betA//mglB//thiD//rpsK//metK//gcvR//bsmA//hisB//nlpD//ubiG//eamA//fic//idnT//citC//rpsL//mak//lpoA//potI//secF//ygeV//zraS//ybcL//lpp//pykF//nemA//rffT//
GO_0033865_6	gatA//rhmR//caiD//ygfZ//yraH//tig//ygiV//
GO_0033866_7	wzb//uxaC//nfi//pcm//
GO_0033875_7	ahpC//bamB//rho//glpG//endA//dusB//hda//
GO_0034030_8	pmbA//mug//ynjA//proC//
GO_0034032_6	sapF//pepD//lptD//nfi//guaA//mepA//yebZ//
GO_0034033_7	yieK//rplF//purL//cyaA//
GO_0034035_7	mgsA//tabA//setA//
GO_0034059_4	trxA//cobC//
GO_0034192_7	yfeO//phnP//yedA//
GO_0034193_7	cysD//
GO_0034194_8	bcsQ//tcyP//murP//
GO_0034195_8	sbmC//
GO_0034198_6	rsmH//yjjW//rclB//
GO_0034203_6	hyi//
GO_0034204_5	rpsO//tdh//
GO_0034213_6	ribC//
GO_0034214_7	rpoS//moaC//gapC//dtpA//
GO_0034219_6	feoA//dppD//ttdB//cyoD//yggD//yhjX//glvC//cheR//nth//betA//fhuD//grpE//emrY//yhhT//pcnB//aroG//lysC//soxR//yidH//yfcQ//asmA//fimD//uup//nemR//rpmG//yrdA//rnr//glnB//rnhB//erfK//zntA//gyrB//umpH//yadN//cueO//aaeA//sbcD//intE//infC//btuF//yegT//yfgI//hemA//garD//pykF//putP//yphC//chbC//rpmE//fucA//moaB//yoaA//ynbC//fepG//casD//iscS//sthA//arsC//fepD//yghO//trpB//umuD//tnaB//uvrY//hisI//tatC//yhfS//lysA//kdgT//matP//rpiR//folX//kefG//ytfQ//bioF//dosP//rpoE//thiE//ybiH//gstA//ycbX//accD//napC//ldrA//insI4//srlA//ppiD//rep//yehA//yafS//wecC//fcl//alsC//uacT//
GO_0034220_6	nrfA//gltX//yedF//hflD//potH//dinI//glpG//pheS//yraH//gntK//gadX//rseC//adiC//opgC//oppD//mdtI//mglA//oxc//pstC//pgrR//fadA//oppC//topA//ybiY//trxC//accC//argA//rfbB//yihL//rluA//fadM//intE//sufC//afuC//puuA//kefB//xapA//tldD//folD//fmt//xanQ//yeeA//rplI//nsrR//ydgA//ygiN//tusD//ptsH//yahB//bglX//nikB//ynhF//ygbL//ssb//yidH//msrP//hybE//tig//yhbO//phnN//ynjD//yhdH//fixA//glpT//rnc//yihS//hipB//asnA//yfaV//puuP//yghB//ymjB//nrdI//hxpA//yqiI//yphF//kbaY//pepT//hypD//recT//yefM//fryB//yciG//chaA//yecS//pgpA//sdhD//lpcA//ghxQ//phoP//zraS//cysS//argB//gltK//rpoE//relB//alkB//atpD//yjiY//lamB//metE//sspB//ychO//rne//osmE//hdeA//ydhQ//insF-1//puuC//dgcJ//fecA//rlmG//opgD//ydcI//pta//fruB//yjjB//malP//rppH//sugE//sfmA//insK//truC//yrdA//mreB//ldrD//bcr//yjhH//ydiB//rcnB//nikR//trpD//glnS//mnmG//mltC//panE//clpA//livM//ymgF//gltL//atpG//glcD//pal//ahr//preA//tktB//ibsA//mdtQ//sixA//pdeK//rplD//narI//era//fhuD//lpxT//ybaE//mdtK//minE//ulaG//tatC//mqsA//ynfE//yidQ//yegV//ykfM//trpL//gudX//ghxQ//cho//narV//idnK//elfG//fhuD//uof//glpR//
GO_0034224_6	ispB//ynbC//
GO_0034227_8	lpxD//ynbD//nrdA//ybhP//lsrK//rhaT//gspF//ispH//
GO_0034248_6	fecD//nrfF//ttdR//hiuH//narJ//csdE//skp//rluA//caiE//ftsP//nhaA//cheB//relB//glpC//gapC//tynA//ynhF//nfo//atpB//ybjD//rplT//intS//lipA//lpxK//yihO//ftsN//hflD//frlC//rimL//thiI//hpf//ahpC//ygeW//rusA//chbB//mdoD//galP//ddlA//cdh//iscR//yehB//
GO_0034249_7	ribD//purA//focB//yajQ//rplY//aroF//rtcB//sapD//psd//leuO//lsrD//ydjM//nei//murA//phoB//creB//garP//trmD//adeQ//ccmE//betI//yfcA//rimP//selB//yiaA//
GO_0034250_7	ydiP//mtfA//rpe//rfaC//xapA//yfcQ//katG//
GO_0034258_8	yjiQ//
GO_0034260_5	rspB//
GO_0034285_6	fdx//
GO_0034286_7	clcB//
GO_0034288_6	yihX//
GO_0034289_7	speD//
GO_0034308_5	nrdG//rzpD//aldA//azoR//ybcL//cheW//pheT//menH//xapA//yibF//rimJ//
GO_0034309_6	uxuA//ddlA//wzzB//
GO_0034310_6	rdgC//ubiC//araA//lpoA//ybgI//ycbX//
GO_0034311_6	cysE//nfuA//cspG//
GO_0034312_7	ybfE//lpxB//
GO_0034313_7	mzrA//
GO_0034337_3	feaB//ybaM//
GO_0034355_7	ycbB//pdxA//gph//nhaB//
GO_0034401_5	yejE//
GO_0034404_5	entD//fadJ//ycfH//mltB//thiH//nrdI//bglX//ibaG//narY//bioF//ppsA//pinQ//xapR//hyfC//dnaG//glmS//exuT//frwD//aer//minC//dld//adeP//pyrF//mmuM//rseP//pflC//bssS//pth//ftsK//eno//hybE//bcr//prpC//yfcG//yahD//rpsL//aqpZ//ydeP//allR//ompF//tesB//rpmA//ybeY//cyoC//rimO//adeD//torD//tsf//rsmI//ubiC//
GO_0034414_9	opgB//
GO_0034421_8	yodD//
GO_0034440_4	nrdE//ycbU//ddpX//yehA//cvrA//ycgR//rplW//ftsW//sseA//flgI//pyrC//ydaV//tauA//purL//pgrR//hokB//mgrB//sufE//nmpC//mlaE//
GO_0034470_8	ynhG//flhE//ribB//rbfA//nsrR//yehT//trxC//uacT//recR//sbcD//ldtC//rplJ//yagJ//lpxB//ansA//nfuA//yfdC//rcsB//ybeF//cyoA//gntP//yphC//potH//ydeP//ruvB//hemD//treC//elaD//rcsA//pheS//tpiA//yqiI//gcvH//macB//pheT//yjfF//idnK//yihT//dgcJ//mdtN//satP//setA//paaX//proV//ptsP//mdoD//tolB//frsA//rhoL//hdhA//yhjD//ogt//dacB//purD//glk//yphD//bluR//ttcA//yfeD//dgoT//parC//insA-2//flgB//arsB//hfq//cpdB//lipB//yeeY//serB//bsmA//bamA//lgoD//suhB//ykgF//puuB//dnaT//hdeD//narJ//setA//rpoS//fepC//rng//gltD//clsB//ycaO//kdsB//bcp//rpoA//glmS//rlmB//feaB//napF//yeeL//hsrA//
GO_0034471_9	ribF//arcC//yqcC//ycgB//
GO_0034552_7	dtd//
GO_0034599_5	ulaG//uspG//sdhC//pnuC//adeD//insK//sufS//fimH//slyD//evgA//nagK//phnJ//tehA//atpF//rihC//ascB//ygdG//cutC//bioA//nudF//relB//yagU//sodB//
GO_0034605_5	aes//rlmD//yjjQ//potG//yraN//tcyN//waaA//hcaB//gspF//
GO_0034613_5	ydcS//menB//ynaI//ftsY//symE//kefB//sgbH//minC//gyrA//lexA//serB//ybgI//dgoT//ttdT//eptA//kdpB//tyrR//
GO_0034614_6	hemB//priA//gsiD//fcl//focA//lyxK//yiaO//dgoD//hisH//yfdS//leuE//bisC//gshA//
GO_0034620_6	waaG//yfcA//nirC//yqaE//
GO_0034622_6	msrP//gutM//yeaG//yddA//glcE//sstT//ybgI//eptC//hslJ//serC//pdeR//murP//dtpD//poxB//yeaV//yfdS//focB//deaD//yafO//garP//waaJ//tmk//mgtA//uhpA//hypT//yhfS//narY//nrfB//yjjQ//yhiM//nadB//nlpI//ycbV//ybjG//ybjL//pbpC//garP//pdxB//trkA//narU//otsB//
GO_0034627_10	holA//alsB//moaC//sgcE//chbG//
GO_0034628_9	norW//katE//hflX//abgA//wrbA//
GO_0034635_6	lpxK//map//rhlE//mtgA//glpC//ypdF//
GO_0034637_5	syd//sstT//rnlB//tolC//ydeM//flgF//malG//xanQ//ybbY//pabC//rluC//bisC//ycgB//rdgC//ycbV//mrcB//yjjX//gudP//glcE//yfeO//sgbE//hfq//xisR//phoP//hlyE//pdxH//chaC//lolB//yqjA//fadR//ppk//nei//cysN//glpC//ruvC//pflB//menH//moaA//fucO//artM//ldtE//leuD//rcsF//rplF//ndh//argD//add//zur//rnb//qorA//
GO_0034641_4	yjaA//rnpA//syd//rhtB//truD//yjfP//tomB//moaC//acrA//cydB//lon//hrpA//thiE//sufE//ytfQ//gloA//fucA//gsiD//rsgA//ybbY//npr//thiM//gabP//nrfE//aldB//ppc//rfaE//iscS//thrL//secE//preT//tsx//dinB//proV//uxaC//cysB//galT//tesB//glnK//ada//zur//citG//yfgJ//yaiV//pitA//fliD//aroD//chpB//rpsE//pdxY//ydfG//recF//cysP//pyrG//ompC//rfbX//dgcQ//cheR//rraB//orn//cbrA//dtpC//ghoS//tnaA//lexA//ltaE//yeeJ//sseA//gatA//gpmA//dmsC//yihQ//rluC//wzzE//fadI//mqsA//gloC//hokB//mrdA//iraP//ghxQ//yehB//yihS//ycdX//tehB//aceB//cyoC//rsmF//ydeO//xthA//tktA//prmC//yqeG//csgE//ansA//fruB//pphA//ftsY//narV//scpB//bfr//ugpE//asnB//insI-2//aroE//tusB//yfdS//gntT//rpsD//thrL//torC//cyoE//cysE//atpD//ssb//ybcQ//ybdM//glnL//menI//arcB//ybaM//umuD//ygeX//tadA//topB//mrcB//hyaC//ydcP//rplF//dusC//torI//btuR//symE//mukB//nrdI//zapD//tatA//ubiJ//cptB//tldD//adk//yciK//ybjN//cobC//tag//secD//yidK//cysU//sdaA//idnD//sodB//norW//alaA//aaeA//mtgA//ycbX//malK//yehT//fadM//poxB//tnaA//iaaA//fdhD//rlmA//glpG//ade//mhpD//bacA//ndk//rayT//lepA//yhaV//oppF//sdhE//dmlA//yeaG//yfaV//cirA//atpB//pyrF//cmoM//ybfE//mdtN//otsB//udk//sfsA//uacT//nuoI//proS//mutM//ftp//yidE//ygfZ//pgk//cysS//lpxP//psuT//mtfA//cueO//rarD//pyrB//rfbD//recJ//nadD//ydcI//hycH//sfmD//sdaC//uvrY//yqjI//argS//yagU//paaD//nanT//nupC//ynbC//flhC//sthA//lsrA//bglH//potF//yhdJ//acnB//topA//ybcL//hrpA//pyrF//yihW//rapZ//valS//tusC//mdtA//pheS//dhaL//cyoE//clcB//btuF//frmR//ydiK//flgA//ynaI//ychF//cheR//flgE//pck//yhcD//potH//ravA//dnaC//chbC//cueR//sapB//lexA//diaA//cydA//alaA//yeiL//yfiC//pdeF//lamB//satP//rlmD//dgoD//serB//ybgP//sgbU//yehT//arsR//agaC//cho//mhpD//uxaA//lplT//bamB//manX//pgpC//nagD//nrdR//rutR//ygiS//rlmC//yfcP//iraM//dmsC//metL//fimC//ascF//cusA//lysC//yabI//ygcR//serB//crfC//speG//lolD//metF//rpnA//lolE//ansA//thiL//alsA//deoB//yibF//sad//melB//rffT//tesB//cmtB//pstS//potB//tehA//arnT//dapF//alsB//nuoI//metL//yqiJ//blr//uxuA//yfdC//bhsA//fixB//paaC//yghU//wbbK//osmC//fliS//cysK//rpiB//rpoH//insH-5//dgcQ//ybaM//ttcA//frlC//ycbV//acs//recE//sapD//ybeQ//zapE//sstT//yraR//nikB//entH//glnS//hipB//miaB//mdtI//ssuA//ygeA//nanK//recC//bglB//mepA//glcE//aroP//crp//uvrD//ushA//gabP//aphA//mglB//sufD//fbp//narU//nrdA//waaJ//sdhD//yidZ//cutC//yhaV//pcm//yfdO//menC//setC//hiuH//rpiB//bioH//rlmB//mreC//ssb//yjaA//hemC//intS//cycA//ansB//rimM//pheA//otsA//rsmJ//uxuR//aroD//hycI//ybaO//glgX//cspD//ybiI//rpsK//gluQ//fre//acnB//lysC//nuoI//cvpA//xanP//gutM//frlA//aceA//ptsP//manA//dgoK//sdaC//rimM//yfgJ//tabA//ppiD//chiP//tmk//metE//pth//tomB//ybdG//slmA//yaaU//btuR//yihI//topAI//yghB//intQ//rplL//wcaC//yiiE//garL//narX//dnaK//envC//ogrK//rapZ//dsbB//rffG//metF//rutB//clpB//caiF//yhjR//nupC//hisF//elfC//adeP//cpxR//pitA//ppc//ghxP//hisF//sbmC//proB//ygiV//rfe//mipA//hemH//yjiX//malX//gltB//chpB//tdcF//paaG//puuP//lsrG//hflX//yebZ//insH-5//acpT//frdC//yhaJ//dps//nuoE//yeaD//gudX//insB-4//recJ//ubiC//yneJ//artP//hycH//ybcC//betA//hcaT//hisF//gpt//hybE//glmU//valS//ilvB//pepA//pgpA//ybhI//mobA//treB//hxpA//cysZ//alaC//ybjL//rfaB//cysP//nanR//fruB//accB//bepA//mepA//speD//sppA//yegS//cysK//malF//rpnD//rdgB//lgoD//yhhY//cfa//ydfG//rlpA//hypB//ihfB//araB//rplL//lsrB//gldA//solA//tatA//glnK//yhhZ//yebG//acs//soxR//sfmF//glnD//intS//rnc//abpB//yhbQ//rffM//yhcD//glpG//zitB//fliA//yjbB//ade//ptrA//glsB//uhpC//dkgB//fhuC//potH//adiY//yfgJ//btuC//hcaD//bglB//yhhZ//ybjD//livJ//xylB//insI1//acrF//yciG//fdoI//ybiO//yebC//nikD//trpC//rcsC//scpB//wzyE//radD//csiD//rpiR//rtcB//btuC//dapA//tolC//cspE//sfsB//cpdA//rsmH//hemG//sstT//ivy//yqeG//hexR//glnD//tatD//bglF//yieE//patD//narW//ydcI//dsbC//alr//fryC//selB//rluE//gyrB//dgoR//mqsR//aaeA//ttdA//rhaR//yggE//pgpA//lptG//ligA//metK//yihI//rfaH//ynfE//ybiV//fadE//dgoR//potE//poxB//yibA//aroL//cobU//moeA//mltD//bcsQ//pppA//pck//tdcF//ybhJ//pdhR//abpB//ubiA//yjgX//ymfA//zntR//fic//cbl//flgB//cusA//cbpM//mppA//gadW//yhdW//aphA//nuoN//rimK//ybhD//yihP//abgR//ybiS//rbsD//yeeA//manZ//tsaB//lepB//agaV//ssuC//emrY//ydaC//ebgR//xseB//yibA//yhjA//yejF//tolQ//setC//aroK//dhaL//aroE//zntR//melA//sfmF//lptG//thiL//ulaB//topAI//ybhS//rffC//yghW//leuO//dkgB//ycjR//ung//yfiR//phoE//pflB//adhP//nrfC//rlmA//msrC//ydjM//cusS//ftsK//trpS//arnA//tamA//ybeF//yhjD//ribB//hslJ//rsmB//hofP//insE-1//eutR//fimH//ynfH//mrdA//waaF//idnT//yebK//hybB//nanK//degQ//yobF//rlmH//kbp//bglA//grcA//glpC//ibpB//arnT//yfcQ//hdeB//menH//tdcC//hha//yjjB//rnd//uof//feoC//lysA//kdgR//dacA//yidE//fumC//yacG//pdxK//ygeV//tktA//flhD//fieF//dppC//xylG//btuD//malX//mrdB//nrdF//dgoK//trkA//ygiN//cysB//dcd//patZ//purR//rhaT//phnM//gpp//yebK//asnB//hyfC//nupX//opgD//hemE//gsiA//glxK//yfdS//flgE//hyfC//sucB//phoB//gsiC//proC//yfaU//kdpA//ybeF//adeQ//hemD//hexR//opgB//murF//birA//nrdD//paaJ//hybB//tynA//cyoA//gapA//yijE//rhaS//glcC//yhcH//pcm//rplQ//secA//znuA//patZ//marR//ygeW//ypdA//matP//hcaT//fryC//mqsA//trpR//yegS//yiiM//glnE//pspC//rlmB//ddlA//tatE//rhaD//glpR//
GO_0034644_7	secE//rsmD//
GO_0034645_5	mtnN//nhaB//allR//pldB//fdoI//alaC//yhdJ//yhjB//ssuA//rplF//iap//ubiA//nuoB//msrP//rplD//uhpB//mltB//hypT//waaC//sucB//ygbM//hpt//metK//ygjH//hxpB//frwD//dapF//fdx//sgcX//ftsW//lhr//cmtB//gudX//agaC//ybfE//rsmD//fabZ//qorA//yphF//parE//kdgR//insB-2//rodZ//pepA//ppiD//ybiW//narV//proW//insA-1//hprR//nlpD//lysP//yfeO//recG//ydhK//insE-1//lldR//fbp//yjbE//cstA//gudP//ybiW//suhB//argC//prc//caiF//cpsG//yfbS//dsbB//nanS//yegV//allD//pflC//focA//yagF//yqiJ//hipA//plsC//pepN//rcnR//yibA//argO//acpT//chaC//aceB//paaF//rlmC//potF//mqsA//rbfA//adhE//mnmA//hybG//lpd//tolC//csgB//yehY//yjaA//ybiW//lgt//lspA//hisH//nhaA//pncB//hdeA//cstA//yraK//fliT//secA//bhsA//yjiY//fadJ//agp//mscM//pheS//yaaJ//yfaL//curA//caiT//ynbB//hmp//ais//rmuC//lrp//zraS//yhgH//csdE//pgsA//acrD//frwC//tehA//rlmA//crcB//rseC//bssR//livG//aroE//yhbQ//pgpA//trpC//ispU//ydcS//atpB//galT//yhdX//ispU//relE//barA//fabR//zraR//gcvP//gltD//yraH//yjcO//yfjV//yghB//dsbG//hofC//purN//yfcQ//ydeM//yhbO//dusC//trmO//ydcM//maa//sbcC//pflB//elyC//yghW//mtnN//secY//agaS//hcaE//yifB//tatE//yeeA//ampH//abgR//arnA//actP//ybaK//cdgI//pspD//opgB//gnsB//intS//ispA//rstB//ycgR//hisD//dcm//gpt//yejB//frdA//yqaE//rnt//fabZ//kdpC//gcvH//ybcF//fryA//apt//uspE//adeQ//hypE//aceA//mdtF//yebS//emrY//atpH//hicA//acrB//yajR//dgcT//rcsB//tamA//eutB//potH//acrB//livF//hofN//erfK//aroH//codA//yghG//yjbB//lplA//alkB//pgpC//yjjG//tufA//bglX//speE//ycaN//paaB//rfaB//zapE//yohD//caiB//glpC//rraB//holD//gpr//sixA//paaB//gpmA//recE//ilvH//plsB//yihU//mcbA//mdlB//ytfE//ykgF//ddlB//yjfP//amiC//mdtA//ssuE//gntP//yfeO//yacG//iraD//fliS//purC//rbsC//potF//ybeQ//pitA//gudD//rpsE//uvrY//tamA//sufD//ybeF//fumA//glpB//syd//ydcM//pyrH//maeA//otsA//yieF//aroP//pgpC//argS//rspB//mscM//ppk//yiaU//ppiC//tqsA//gudX//pdxK//hyaA//putA//yagF//ybhP//ftsI//mdtO//yidZ//ascF//rbsA//
GO_0034654_5	rsmF//era//nadA//ftsI//zwf//miaA//ribF//dgoA//cusS//frr//nrfA//fadL//etp//symE//pagP//dps//argH//ybhA//cbtA//ivbL//galU//ybdN//glmS//argC//mdtQ//ynbB//tcyP//xylE//btuD//yciV//rstB//feoC//gnsB//yahI//yneE//kdpE//thrC//ugpA//tolA//focA//mgrB//mrdB//ilvE//mioC//recT//yadV//rlmI//potF//dapB//ydfD//ravA//xerC//ihfB//dkgA//purL//oppD//acrR//yiaN//aidB//nanC//polA//cbpM//mdtE//livH//hybE//kbaZ//appA//ygcW//cynT//cysN//gshB//rluA//bamC//kefC//surE//dinQ//araB//mngA//bioF//bioD1//purN//yadG//bepA//ygcO//tonB//ygiV//tldD//fimC//ybiS//rpsA//rpsH//nusG//rplB//lsrC//rsmG//ibsC//cynT//glsA2//bamD//nfo//dcm//cutC//rpsM//ymfK//yefM//pdxB//nepI//blr//holD//hda//prlC//ldrA//yaaJ//yhjA//moaB//ssuC//mltA//ychO//exbB//rimP//rihA//yibH//nuoB//ubiB//thrC//arcA//xylF//rclR//mepM//ydeT//rraB//betA//hypC//ybiY//pckA//yjjX//emrK//yfhH//hlyE//mmuM//fliS//qseB//torR//glnE//ileS//rsmG//ansA//frmA//glnP//yagU//dauA//polB//pnp//gsiC//aroE//mog//mltA//garL//caiF//garR//recN//cheW//sgcA//nanE//moaE//hemD//prmA//argI//gcvA//gloC//phnO//allR//alsB//dcp//rffG//queE//ppiA//yqgF//acpP//hofN//cvrA//glsA1//rhtB//rpmC//glnD//kdpE//mhpC//degP//aroC//entA//deoB//gspF//adhE//lptC//glnK//dapF//nhaB//hcaB//mnmA//ycbV//argK//cirA//rplB//tisB//fliK//nagE//bglJ//rbsB//dgt//glsB//prkB//dkgA//pcm//sufE//argP//kdpB//ycdX//insI-1//cmoB//pyrH//nuoN//opgD//ugpE//yfjV//cysB//skp//asd//yafC//cbtA//ogrK//nrdA//ugpA//aroL//talB//hdeB//ydiP//fabH//ynfF//rffT//bglB//sucC//hinT//frmB//ptsH//aceA//dcyD//mtr//yhdW//thiI//wecC//tdcC//wzb//yebK//rpsO//dppD//clpB//tolR//proX//eptA//
GO_0034655_5	cheY//pyrL//artJ//kdgT//pepB//yjjG//cysM//ftsB//iscS//sgbU//yddM//ahpC//nagC//metL//citC//soxS//recJ//mdfA//ygcO//aroP//erfK//mpaA//frdB//appY//hflX//sgrT//ybaO//alkB//yehB//malP//dhaK//ftsK//dnaB//hisD//folD//trpE//nadC//cmoB//tdk//lldR//psuG//exuR//purF//moaB//ybdG//topB//mrcB//lpoA//glrR//dhaK//pyrF//rlmB//macB//nac//mqsA//hdhA//tpiA//dgcE//dedD//mrcA//yfeD//rhaD//glgP//yneJ//ycfS//yceK//paaK//nei//cyoE//ubiG//rpoH//clcA//kdpA//
GO_0034656_5	gntU//hypF//macB//ybhS//mzrA//bioA//dedD//ybaE//wzzE//kefF//ygbI//fimH//trmO//
GO_0034660_7	rlmL//rnt//paaZ//yqhC//tpiA//casE//sseA//yodD//yafC//dgoT//yihT//recE//ppx//yqcG//creB//spy//baeS//sdiA//entE//phoE//ubiD//iscR//glpF//otsA//prpD//ffh//yidL//yidL//ydcI//proP//elfA//yafN//fadM//tatB//kdsB//sgcA//gntU//yhaV//yeaV//yjhH//thiI//entE//kgtP//cas1//hcp//truB//pdeK//hemB//pspF//dgoR//nanR//chaA//cstA//cho//yobF//nuoF//nudC//yfgI//fre//dld//ybhP//bluF//arfA//xanP//hcaB//purB//arnD//tolR//caiB//purC//syd//yeeA//dacB//tsaD//argB//lptF//cmtA//cheW//ydiF//hslJ//umuD//rpsJ//yahD//ynfF//hprR//yjcO//ydhC//fetB//nhaA//rdgB//mrp//ydbK//yfiC//marR//xseB//waaH//clpP//rsmF//guaB//icd//mnmE//arcB//ihfB//rzpR//minC//arnT//cynT//adiC//yhfS//hybO//nimT//tilS//yeiG//rplX//ispB//pykF//dgt//narX//cdsA//yjbB//fabH//tauC//
GO_0034661_7	wecC//oxc//dpiB//rimJ//
GO_0034755_9	emrB//argA//bacA//ccmA//
GO_0034762_6	nuoN//ftsH//topA//sdhB//yibH//rutE//yiiD//oppA//
GO_0034763_6	pepD//gshB//
GO_0034764_6	cmtB//narX//
GO_0034765_7	rpsM//lysO//yqhC//pykA//hisG//tdcF//mscS//
GO_0034766_7	tatE//
GO_0034767_7	yfgO//csgB//
GO_0034775_7	yeaG//gloC//idnD//sodC//yibH//
GO_0034983_9	mppA//trkA//
GO_0035235_6	ydjL//rapZ//cydA//hisA//
GO_0035303_8	lptA//mltA//codA//rpsH//ytfR//
GO_0035304_8	rpsB//
GO_0035306_9	yoeE//
GO_0035307_9	fhlA//
GO_0035335_8	fecC//hemG//phnO//
GO_0035344_8	mltD//agp//
GO_0035350_6	hprR//
GO_0035383_4	relB//ybcF//yeeJ//fruA//nagE//katG//ubiG//asnA//
GO_0035384_5	abgR//zntA//
GO_0035429_8	chbC//viaA//mutM//thiG//hyaD//fadI//
GO_0035433_7	fabA//aidB//
GO_0035434_9	hsdR//ackA//nimT//pepD//sgcR//
GO_0035435_9	ugpE//nrdE//opgD//glnB//yeaV//glvC//mocA//yiaU//rhaT//
GO_0035442_7	xylH//argT//umpG//cusR//btuF//paaC//dmlA//yggP//fabA//yeeY//sgcA//
GO_0035443_7	alsE//cdh//oppC//rhaS//msbA//aspA//hyi//abgA//
GO_0035444_9	fadA//cusS//ibsE//clpA//dut//lplT//eamB//
GO_0035461_6	rof//yihU//murF//fabA//sad//lacI//yggF//rep//cdd//yjhH//
GO_0035510_7	pdeL//hupB//rpiR//nepI//iscR//
GO_0035511_5	acpT//
GO_0035513_5	trxC//
GO_0035524_8	yfcV//
GO_0035552_6	umpH//
GO_0035553_6	ygcO//
GO_0035556_4	menD//csdA//yieL//frdA//ldtE//yfdC//amyA//uhpA//emrB//ypdF//narW//ydjH//nikC//feaR//atoC//lldR//yieH//mreC//gntK//yqeA//dhaM//rsmF//accA//insI-2//yadI//ygfA//ybhJ//cspD//aroB//tcyN//uvrB//hdhA//casC//chiP//yohD//nuoB//yhaO//pbpG//ybjG//yddG//rfbD//yadI//insH-6//livK//yifB//eutR//
GO_0035600_8	truD//
GO_0035601_7	yhbQ//eutD//nrdR//
GO_0035672_6	hyaA//murE//yaaJ//sutR//ortT//rimP//yphB//hiuH//setB//lplT//queD//lamB//patD//infB//acpS//recF//speA//cyoD//tilS//ydiZ//
GO_0035690_5	yhdX//yedF//nikB//argF//fsr//yoaA//sdhA//glpT//thrS//btuR//yiaA//
GO_0035725_9	iscA//tdcD//prfC//rfaC//yhaV//relE//nagD//
GO_0035784_9	nikB//
GO_0035821_4	pgpC//rnhA//ybiO//ecpR//malQ//
GO_0035864_6	npr//
GO_0035873_8	yciK//yedL//
GO_0035890_5	yidK//yfcQ//lgoD//alkB//
GO_0035891_6	rhtA//potA//pepN//rpsO//
GO_0035966_4	glyA//proV//yqhC//nmpC//yedX//ynhG//plaP//
GO_0035967_5	napB//frdD//gcvH//cobB//mdtN//
GO_0035999_5	mdtK//fkpA//rutE//ribE//
GO_0036001_7	argH//
GO_0036046_8	mscK//
GO_0036047_9	araG//
GO_0036048_8	pntB//
GO_0036049_9	zapE//
GO_0036088_6	thiC//
GO_0036103_6	yihX//yafC//
GO_0036104_6	kdpE//sdhD//
GO_0036172_6	uof//
GO_0036211_5	mhpR//rhtA//hofN//mreB//lolD//chbG//rcsA//mepA//sapD//aroB//rnb//lpxL//adeD//pspG//uvrC//elyC//nanK//hrpA//deoA//yafE//sgbU//bglX//crp//pinE//moeA//aroG//higB//sapA//codB//mgsA//hyaC//cheW//rpmB//yfgO//relA//pheS//narJ//cheR//yidR//yadI//phnL//ynfE//etp//argD//decR//phnP//glnD//ykgF//rssA//bolA//agaA//gcvA//mliC//bamC//rplQ//aaeB//yagU//yehZ//mngR//erpA//xseB//tolR//sapD//galM//rlmJ//comR//rnpA//ubiE//ydiR//cpsB//recT//pgsA//yhdZ//ppiD//lgt//zntA//rpnD//yraI//ygbM//iclR//rlmL//infB//pgaD//yadN//ftsZ//secF//iscX//yidC//murQ//recO//kdgT//asnC//tufA//wcaJ//znuB//fryA//yhjR//mqsR//cycA//recJ//ssuC//macA//malE//pckA//yeaK//waaB//insF-1//nupX//basR//ynfF//sufS//perR//ribF//cheZ//marR//idi//atpE//malZ//ruvA//prpR//nanS//manY//iraD//ybeY//ftnB//gyrA//rplQ//ravA//uspB//arnA//amiD//bioC//yhjA//mmuP//oppD//rbfA//gntK//ybcJ//panE//ccmF//mazG//dppF//
GO_0036214_3	ttdT//
GO_0036265_6	ugpE//fes//arfB//ybdM//
GO_0036289_9	rfaG//purC//
GO_0036293_5	pyrG//ytfP//murR//
GO_0036294_6	hrsA//adhP//lptE//
GO_0036388_7	ygiW//
GO_0036447_5	tpiA//uvrB//rodZ//
GO_0036448_6	qorA//pal//hybA//
GO_0036460_5	ydaC//recR//tag//trpL//ubiA//dgoT//
GO_0036506_5	emrB//
GO_0036525_7	narV//
GO_0038083_9	rhlB//mmuM//ydjM//ssuB//csiD//
GO_0039633_6	uspB//nrdB//carA//ykfM//
GO_0040008_4	purT//argB//gstB//rutC//hypF//hcaF//cyoC//rapA//lpxT//fdx//
GO_0040012_4	rfbB//rplI//dmlA//dsdC//mntR//parC//insF-1//symE//ttdT//ybaE//frlB//cobU//iscX//menF//
GO_0040013_5	csdE//cusA//yfdC//lolB//clsB//nadE//csiR//
GO_0040033_9	rpsK//
