#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	sgcA//yjtD//frsA//pcm//
GO_0042245_7	mutY//hcaR//minC//
GO_0042254_5	gspF//hinT//rplY//cdd//plsX//ruvB//fdnH//
GO_0042255_6	cadB//flgJ//
GO_0042274_5	mhpR//ygbN//gor//glgP//
GO_0042278_6	mdoG//dpiA//fdx//uxuR//rluB//yfeX//livG//yicJ//motA//acrD//uhpA//dacD//pflA//ndh//fixB//mtnN//hpf//pheT//
GO_0042304_7	curA//rfe//fur//
GO_0042325_8	adk//tdcE//
GO_0042327_9	feoC//
GO_0042330_3	eco//glsA1//yqaB//hisG//aroL//entS//yjiM//cyoC//aroC//lolA//yhbS//yfbU//roxA//tyrR//yjfF//lldD//
GO_0042350_6	yihT//
GO_0042351_7	nanA//
GO_0042354_7	mglA//rclB//yagG//cusF//oxc//ydeP//
GO_0042355_8	yfeO//agaB//ykfM//bsmA//frdA//paaH//
GO_0042357_5	etk//tcyJ//
GO_0042362_6	fabA//
GO_0042364_6	yagF//eamB//aroP//yjhG//purF//fkpA//trmI//pinQ//yeiG//cutC//agaC//cmtA//icd//bdcA//fumC//gltS//treR//trpR//preA//xerD//yifB//ybcM//kdgR//yqjA//yedA//emrD//rlmN//corA//tauD//nrdD//paaA//hisA//ssuA//metE//kdpC//aspS//dxr//rbsD//ilvC//dicB//agaV//lepB//lpcA//dsdA//ecpR//hdeD//fimA//rne//trpS//treF//livJ//frmB//aceA//udk//fdoI//infB//
GO_0042365_6	fumB//ynfL//yjjU//panE//
GO_0042371_7	glcE//
GO_0042373_6	setA//
GO_0042398_6	rstB//nagA//mepA//lysC//nrdG//yjiA//gmhB//ompT//ghrB//sbcB//potB//essD//ynfK//iraP//pgi//yaiV//bioA//arfA//upp//tsaB//
GO_0042401_7	osmY//wzb//yddG//alpA//galR//yraN//ligB//pinR//ybiS//hrpA//murE//rclA//yciF//yfbR//
GO_0042402_7	yieH//melR//ygiN//flgB//relB//yqjI//bcr//yidC//fabH//mazF//yadM//gloA//argR//
GO_0042413_6	yphB//menI//dmsA//ybaQ//
GO_0042430_5	degP//yraH//htrE//rppH//agp//frlA//nupC//yjhH//priA//tdcD//
GO_0042435_6	lptF//adeD//agp//mdaB//yieF//nimR//uidC//rfaB//yqeF//
GO_0042436_6	yfgI//
GO_0042439_5	metI//
GO_0042440_3	mdoD//pgi//topA//thiI//clpA//yrdA//dtpD//ycdX//mrp//abgB//phnJ//asd//exuR//rnlA//
GO_0042443_5	argR//glnE//
GO_0042445_3	ybeY//lsrC//pstA//pyrD//sgbH//rfaH//miaA//ibsC//ubiX//lapA//ftnB//marR//ftsK//glnS//
GO_0042446_4	xylB//
GO_0042447_4	secE//sgcR//ybhS//ttcA//galP//yfcQ//appA//sgcE//cobU//ssuC//fdhE//phoR//zntA//
GO_0042450_7	prmB//paaJ//yieK//fimC//acpH//ftsB//
GO_0042451_7	ldtB//ytfR//yiaF//lit//nikD//ynfL//
GO_0042453_8	sad//
GO_0042454_7	galR//fruK//thiC//rutF//yaaY//slt//yiaA//yciG//sfmA//yfeD//ugpC//rpsK//
GO_0042455_7	hisH//rtcR//fabD//trmL//nrfC//yidC//acpH//tap//speF//tynA//agaI//ydiQ//rapA//cadB//ascG//nrdA//yiaJ//
GO_0042493_4	rbn//yfiC//dusC//modA//artM//mscM//bcsQ//clsC//yigB//katG//prpB//aidB//dgoK//narZ//rimI//yiiM//glvC//tdcF//lptA//truD//lysS//recX//cspA//citX//sfmH//ydeI//appY//galM//yfcU//wcaB//yeaD//ygiB//aceA//tatE//gpt//prmC//trmB//dacA//aspS//htpX//yejE//napB//dnaE//prfB//yggE//yhbS//galK//allC//mazG//
GO_0042537_5	ompF//hflX//allC//rdgB//tsaD//trmD//phr//hemF//umuC//rseP//eptA//mngB//xylF//mgrB//waaH//yfaV//aroL//ybcL//uspB//nlpA//cbrC//mak//
GO_0042538_6	rffH//yahF//
GO_0042542_5	rpsL//yqeG//yhfS//hypT//glpG//ypdI//chbG//frvB//pphA//uvrD//rhmD//nlpA//selA//kdgT//mdtL//glvC//yfaE//nagC//
GO_0042545_5	mcrA//
GO_0042546_4	thiP//rimM//bdcA//casD//nfo//fabG//yfeX//tqsA//yeiL//rluC//
GO_0042558_5	maoP//adk//zwf//holB//hisS//gatZ//fsr//lgt//rayT//metF//ldtC//smrA//lit//yqeA//nanT//rihB//metI//rimL//
GO_0042559_6	cysA//alsC//nrfF//mioC//hcaF//folA//bioH//aroF//folC//lysC//xdhB//nuoN//rsmF//
GO_0042560_6	narZ//yqiH//
GO_0042592_4	araB//cbrA//rstB//yraH//sseA//waaJ//tusE//hyaD//truC//avtA//galU//mdtN//hcp//rlpA//yfbR//mcbA//ybcF//syd//rplY//marR//murE//yihQ//ydfG//tdcB//mglB//mmuM//cmtB//cysS//frmB//murJ//ydjE//rnd//purD//frwB//nuoH//pgrR//rho//metC//rnhB//manZ//lolE//yeaV//plsC//cycA//mlaB//ybiV//ygcR//ptsN//ydiV//yafC//dxr//yfcQ//xseA//relB//fdhD//rplP//argP//recC//sdiA//
GO_0042594_4	oppB//sthA//ansA//amtB//mug//waaJ//rssA//mobA//argO//narW//yccS//rsgA//gudX//leuD//yajQ//ftsH//rcsF//artQ//atpG//tusD//ydjH//ygaZ//tusA//yihW//dtd//lptB//purL//yqgB//tcyP//fbp//ilvL//dhaM//ybjD//ybbW//frdB//
GO_0042618_5	cysE//
GO_0042619_6	lpoB//
GO_0042710_4	eco//coaA//pspD//yggN//cysB//cynT//rimL//ycjW//aes//gudP//bluF//yidD//glcF//sbcD//bamD//fepA//ycgV//plsX//ycbV//yraJ//ppk//aslB//sgrR//potC//thiH//clpS//glnE//glnS//yidE//nanA//lysR//nrdF//fadH//yfgI//ygaZ//entD//hcaT//ybhP//ttdR//hisI//ftsE//bioB//hpf//galM//yibF//pabA//yidH//sgbE//bluR//yehZ//ychH//
GO_0042723_5	acrB//ydeM//alaA//entA//ackA//uxaC//potB//rplW//pdhR//ulaC//psd//tsr//
GO_0042724_6	nirB//endA//hslU//argP//mnmE//lysP//sbcC//fruA//ilvD//ybiH//
GO_0042726_5	proX//yegT//ybhP//lit//yghU//pepQ//kch//gntP//
GO_0042727_6	lpxL//ygiB//epmC//cmoB//yfcU//ihfA//yiaO//nagZ//
GO_0042732_6	araH//ybiJ//yebG//yoeE//ycgV//
GO_0042737_5	intS//glnA//epmC//tmcA//yajQ//zraS//mreC//nepI//aldA//yegS//hprS//hflC//gadA//sfmC//sbcB//dinJ//tusE//mtr//waaB//frwB//phoR//cca//ldrA//icd//ybiI//mdtL//plaP//fpr//murJ//mdtB//murC//sucC//yghW//mutS//yqaB//pspA//melR//glgC//lipA//ygeX//pflA//yihL//paaD//mscK//dusB//znuC//bluF//dapB//selD//ansA//rraB//rpoD//cutA//abgR//fimG//
GO_0042743_5	tpx//rpsE//
GO_0042744_6	yjcS//rcsF//
GO_0042759_7	ydiV//nuoM//
GO_0042773_6	hprS//
GO_0042777_8	dinI//
GO_0042779_8	nuoL//
GO_0042780_10	treR//ulaD//fimC//
GO_0042816_5	mutL//csiR//ttdA//mdtM//rzoR//btuD//leuO//lysR//sapB//
GO_0042817_5	poxB//
GO_0042819_6	cheR//eno//focA//nanA//sgcR//rbsK//acs//yajO//ftsA//
GO_0042822_5	sdhB//ftp//dgcM//rpoD//cpxA//mtn//glnL//
GO_0042823_6	pepB//yhcH//dsdC//ybhP//ldrD//araC//priA//
GO_0042836_5	folD//mlaC//wecA//bluF//
GO_0042838_6	pgaC//tdk//fabB//pykF//
GO_0042839_7	lpxB//arcA//htrE//glpA//flgI//pheA//
GO_0042840_7	cutA//hemE//hflX//nikD//malX//yahN//
GO_0042843_7	livG//hflX//
GO_0042844_7	ybdM//
GO_0042846_8	ygdG//
GO_0042851_8	yjhP//yfcG//ftsA//putA//
GO_0042852_9	yfcF//artQ//yidQ//
GO_0042853_9	nfuA//
GO_0042866_8	rutE//sdhE//hflX//hemE//allC//ybcQ//glvB//purL//flgC//rlmC//ymfA//fixB//yahN//tnaA//cpoB//leuO//nrfD//kdgR//
GO_0042867_8	holC//
GO_0042873_7	kefC//sfmC//mrdB//citG//yjbH//yghU//rsmC//
GO_0042882_10	tolA//purU//ibsE//
GO_0042883_7	recG//rdgB//yhjG//rsfS//ygiS//phnJ//yfdO//ybgI//
GO_0042884_7	alsA//acpP//frlC//ompR//yggE//mdh//rrrD//
GO_0042885_8	ybdN//
GO_0042886_6	plsX//ydjH//umpG//dmsA//holE//cdsA//tyrB//nei//ackA//pspA//fdrA//yihI//moaD//glpC//hdhA//ldcC//rfbX//purB//gadC//fecC//nuoL//uidR//pdxB//waaG//mraY//rimK//yfgI//yjjV//ybcJ//intE//argH//allS//wrbA//potD//cadA//ftsX//yraJ//rpiR//yfaE//kdpE//idnT//bamD//rpmJ//mltC//narV//nikD//flgC//nrdE//proB//glpD//clsC//csgE//hemA//murI//paaG//elaA//yihR//gpsA//mnmG//cysS//rdgB//dbpA//lolA//ispB//atoB//hemF//cusC//rapA//glk//ydfK//yohD//waaP//deaD//mntS//cyoD//murD//gmhB//rzoD//recJ//rraB//dpiA//tdcE//murR//insA-1//gabD//sdhE//uhpC//znuA//
GO_0042891_6	miaB//puuC//envR//rlmG//yfiE//fkpB//eptA//yccX//manZ//srlD//purB//yfcQ//iscA//rimL//nadK//ydjL//trxA//ygbI//speF//nimR//ymfA//glsA2//hdhA//ydaV//yidH//cmoB//tatC//proV//htpX//cyaA//opgG//acnB//
GO_0042906_8	katE//frvA//ycjQ//ygjH//
GO_0042908_5	mug//tas//yihI//ubiH//fimE//ompW//lacI//yieK//pgaC//fhuC//phnC//sspB//ftsY//mdtF//argF//mdoG//
GO_0042914_8	maa//birA//
GO_0042918_6	yhbY//ydjH//insA-1//ppiD//nrfE//
GO_0042919_6	yqjH//
GO_0042920_6	nanR//
GO_0042928_7	hokE//
GO_0042930_7	atpB//srlR//recO//yadM//yafS//murF//ydiO//gcvR//
GO_0042938_8	recC//cadB//lpxL//basS//fadK//yfgJ//livG//sxy//ydiP//yfdS//hyi//yecS//waaO//bioA//yhgH//
GO_0042939_8	fadD//wcaC//ghxP//glgX//wecC//dauA//dgoD//elaA//glcF//sodA//
GO_0042940_7	opgD//pgpB//mreC//yedL//flgH//
GO_0042941_8	ghoT//
GO_0042942_6	yjhP//nuoI//
GO_0042953_6	cusF//proB//lsrG//
GO_0042956_8	rlmE//lgt//rffC//yhdH//lldP//
GO_0042968_8	lldR//fliT//secF//
GO_0042981_7	mhpC//
GO_0043038_5	fadA//mlaD//ihfA//aroH//yihT//bluR//uvrA//uof//pflA//waaU//fecA//ybhR//lepA//yegS//yfcG//ynfL//narL//rarA//ydaN//gnd//tamB//rpsR//nikA//yfcR//kefB//yhjA//
GO_0043039_6	cutC//prpC//fhuC//cas2//phnL//hofN//malG//gcvR//hsrA//yahO//tbpA//dgcN//dgcQ//nei//rpmG//tig//folD//phnL//rdgC//aceB//ybfE//nanS//ydfD//phnG//argC//
GO_0043041_6	yqaB//
GO_0043043_6	gapA//srlR//yjiY//bioB//atpF//ygaZ//rbfA//yjjW//menB//otsB//adeD//nikA//fur//miaA//fre//ppiC//yfcR//bcr//selD//ppiD//nlpE//rpsR//trkG//yafQ//appB//ygjK//dgoD//nupG//yahO//lpxC//puuA//crr//hslV//mltB//barA//cbl//ydjJ//alsB//ulaG//nikD//proC//yifB//csgD//araA//hslJ//atpA//rnb//dgoA//fimC//fadB//yjjU//lepA//sapF//gluQ//yfhH//yieL//trkA//sdaC//yagJ//rpmB//dnaJ//
GO_0043067_6	mdlA//
GO_0043085_5	kdpE//atpD//guaA//ygjH//tabA//fimH//mukB//ssuC//fimZ//adiC//norW//narY//ybcJ//yfdO//fepB//chbA//torC//ybdO//ybbW//tilS//umpH//kup//rnt//
GO_0043086_5	dicA//uhpC//yjbF//yeeA//proA//ygaZ//rsfS//aroE//fabI//betA//tisB//smrA//rpoH//atpA//rfe//allD//rclB//kdgR//roxA//pal//iap//zapD//xanP//ypdB//yhaO//accC//
GO_0043087_6	tsgA//yaaY//yjfF//speC//
GO_0043090_7	bglA//yeeL//degS//nrfG//mntP//nrfD//gmk//slmA//asnC//sbcB//
GO_0043093_3	yphB//yjiR//focA//flgM//intE//bcsQ//fecB//gntT//ybhD//groL//rcdA//uacT//tig//sstT//ycjU//pitB//glpF//
GO_0043094_4	ybjD//ydiV//guaB//ibsD//yfaX//ygjR//yhaC//nusG//oppF//tktA//soxS//plsX//manX//hemH//yqeG//yedX//clsB//oppC//ycbV//betB//lysO//argT//
GO_0043096_6	yhhZ//lsrA//sufS//
GO_0043097_6	ydeP//potC//argK//slyA//
GO_0043099_7	mppA//
GO_0043100_6	nhaB//
GO_0043101_5	ppiC//mlaC//rimK//rsfS//
GO_0043102_5	nanT//fiu//ycjU//tufA//
GO_0043103_7	rlmB//
GO_0043111_7	yihT//
GO_0043137_6	tnaA//yebS//
GO_0043150_8	yjjV//
GO_0043157_6	serB//
GO_0043164_6	borD//mdtG//recB//frlR//yddG//fnr//rstB//yehP//
GO_0043165_6	relE//hflC//yfdK//lit//ybbN//aer//leuS//glpR//ybbW//ompT//
GO_0043170_4	garD//cyoC//fucI//mgtA//ycfH//mltF//yehB//nagB//intS//puuB//rzpD//yeeO//trxC//yedP//ybiA//appY//rpsH//rplA//gltX//ydcR//cspA//yieE//glsA//tehA//rsgA//hcaF//flgJ//tilS//ydjE//msrA//glpR//ubiC//modA//uhpA//spoT//pgsA//hisI//blc//araA//mmuM//purC//tgt//ssuC//greA//ybaO//ppiC//agp//dbpA//hcaD//cysK//yeeO//yjiM//ycjQ//rsmA//rpsP//ygiW//paaC//phr//hybE//rplB//cyoE//nrdG//argR//yobA//pepD//ybjL//mdtO//yeaV//aroB//macA//chbR//torR//oppF//fic//oppF//cysH//cysS//mnmA//ttdR//mraY//dnaK//narU//ruvA//ghoS//rppH//fucK//cusA//trmD//manA//dgt//hemF//rpsS//rffM//galS//uacT//yohC//maa//yohC//ycbX//yjjW//yihL//ybgI//fryA//caiF//setB//azoR//hcaD//lldR//pckA//essD//rne//menA//hybO//nuoM//araB//rhaS//dinQ//deoR//insH-5//hpf//pgaD//uvrD//trg//kdsA//nuoM//yihT//yiaJ//fadR//ygiV//elfG//wcaJ//fumA//hemH//rplC//opgE//proX//nanS//sucB//ybcJ//ybdO//uspG//insB-4//yfbR//potF//cusR//rssA//torA//cobU//yqjA//mdoG//fumA//yrbG//ptsP//ubiD//folX//ydhQ//dacA//ydiO//kbaY//truB//prs//dgcE//degQ//entB//mltF//yfiC//minE//aldB//dcuA//ompL//yehD//yciK//rpnC//gfcE//slt//ynfK//yneJ//eutR//pyrC//yhjX//pppA//acrF//setB//fepD//dsdX//hcaT//hemG//hcaE//atoS//tdcB//envZ//mlaB//lsrG//mltB//nagA//mrdB//arnT//dxs//ynaE//queG//yafQ//napC//potG//gutQ//hisF//hslJ//eno//ubiA//cydD//ybgI//phnO//yojI//mgrB//cptB//acnB//nfuA//idi//yegD//rpiR//paaF//cbrC//codA//pyrG//fhuD//yigL//yccX//cobT//sugE//deoC//metE//mak//yddL//yehW//sgcB//fdoH//narJ//ulaA//plsX//ftp//tolC//dnaT//hupA//ridA//maoP//ycbB//ybaO//cpxR//pgm//fepD//oppB//mhpT//frvB//yieE//tsaE//speC//manZ//alaE//yraI//sbcB//rbsC//yegV//iscR//manA//rnr//dmsA//artM//yfbS//yrfG//ralR//nrdH//potH//skp//pal//hyaD//mepM//focB//zapA//pepA//yehX//dppC//gloA//garP//asr//sufB//artQ//artQ//arnF//rfbC//yqiI//fumC//hflC//waaZ//dut//ilvC//ycfJ//era//artJ//sufA//iraD//cspA//ivy//hdfR//pspF//dsbB//roxA//gatZ//yahD//seqA//ortT//murI//yjfP//nadD//gpr//aqpZ//cydA//znuC//tktA//mdtJ//carA//ogrK//dacC//ybeY//mtnN//insA-1//narQ//potG//trkG//ykfM//ynjD//yigB//rnd//kup//ravA//nanS//yaaA//fruA//aroD//ygdG//mdtJ//iscU//chiP//sdhC//tgt//ybiT//nrdB//gapC//cas3//ompC//pdeF//ldcC//ybaT//yeeO//sgcE//nemA//sgbE//lexA//glnB//dnaG//hxpA//xylA//ybgP//rffG//argR//ygeW//mtlD//yfaV//scpC//mepM//pyrH//hofP//narJ//argA//csgG//ybaQ//rplF//fdnH//glrK//ligA//aceA//afuB//secE//hemE//yahN//torY//garR//pgsA//ynjA//topAI//ccmF//mmuP//glnS//pnp//rclA//mazF//frwD//rpmB//dcuA//yebC//yedX//polA//ygeV//intZ//epmB//rarD//erfK//lipB//rcsA//uxaA//acrE//lgt//ycjD//amiB//xerC//malZ//sgcE//agaV//adhE//rfaQ//ydhJ//dacA//chiP//ydbK//puuA//uxuA//rutB//ilvM//yciA//ivbL//ypdB//cydC//srkA//ftsX//speB//ygfI//dgcM//pppA//mpaA//glpA//lplA//rbfA//cobU//radA//yjeI//aslB//frvR//emrK//tsaE//nrdI//waaS//cdh//exbD//curA//leuS//ydjJ//lnt//ybhF//gltD//cbtA//fliT//ispB//tsaE//narP//moeB//nagD//ybgP//fadH//ydiK//fepC//mhpA//pheT//uxuB//pgaA//trpS//rppH//rlmD//ybgP//modA//trmD//rimO//atpF//fau//ccmC//rdgB//murB//napB//alsA//lapA//bssR//paaA//nagC//cydC//opgG//yedX//accA//pstC//garD//aspC//modC//ptrA//ygaH//eutA//melB//wecB//fes//argA//torZ//iraD//fadL//yjcO//aspA//mutS//tynA//ydjM//tyrR//kduI//macA//ptsN//ycbV//nfsB//sfsA//hyi//nrfB//malI//mdtJ//hprS//cpsG//yjcO//ftsB//fiu//ftsB//ubiD//priC//talB//msrA//yghU//thrB//ebgR//gatY//htrE//pgm//pdeK//hdeD//mdtL//ygfI//yjcE//prmA//galT//clsA//thiL//yjhH//hcaD//rfbC//cysH//rfaB//ybdN//hflK//secG//mraZ//rpmH//grxD//yggW//yajR//mngR//rplM//hdfR//gspE//ybaQ//gcd//fliK//proS//rarD//agaW//yidA//abgB//cysN//glpR//dcuS//pyrH//insK//thyA//rhtA//ubiD//cbrC//ygjK//ftsB//fliA//yegV//zur//wzc//gsiB//gudP//glpF//actP//yadK//yebK//emrK//rimP//dgcM//cusS//phoA//ftp//holC//abgA//yidE//nrdI//insI-2//chpB//paaZ//citX//aceB//yiiM//mngB//rbsD//cydC//narI//cusC//tolB//eutB//ftsK//feoA//allB//uhpA//casB//rcsF//nuoB//setA//ybaQ//ssuB//acrF//wecA//yaiW//nirD//hofN//murC//phr//hybG//yibA//mnmC//epmB//potA//yehU//ydaC//lipB//yfbR//glpG//yfgJ//skp//ssuE//fdhF//thiE//trkH//murB//ortT//phoQ//chaC//yibF//fadI//ansB//pnuC//pheS//ygfX//exbB//cpoB//emrK//carB//gsiB//rtcB//menI//cysW//menI//mdaB//hupA//gshA//srlD//kdsA//borD//paaD//fimB//yegT//sufD//der//pdxJ//surA//zapC//ribD//tehA//barA//yqiH//rpmB//tap//tsgA//ygiV//citE//yhdX//tomB//gutQ//yebZ//rnr//yjeH//dnaC//galS//tcyJ//prlC//cdgI//alsC//dhaM//fadJ//ygbI//mdtG//mltA//yciT//cas1//queD//torS//rzoD//yihO//mtgA//malQ//tamB//hipB//yehW//caiF//mioC//intA//yajD//yfcG//ynhF//cydD//nepI//mepM//caiF//trmJ//sdhB//nudB//tolC//menH//yiaT//yghB//ygjR//gsiA//sfmH//fumC//cheA//ppiD//mdtE//rpnC//fimC//yhbY//pdxB//fepA//elaA//ydiK//glyS//casE//mdoG//potC//nagK//lsrD//gspJ//yafQ//ribD//yehZ//mutH//menE//panB//dcuA//fecD//sufB//thiG//brnQ//glnE//gatB//pepQ//mipA//hisH//casD//ccmD//hscA//idnO//torR//fixB//yciA//fes//uhpA//aaeA//yoaB//ascG//ftsA//alsC//bglH//ubiB//ybiX//yfiE//ortT//ftsL//agp//yihR//focA//uspF//glnK//fabG//araE//ubiE//radA//slt//arfA//lgoR//malY//dsdX//yagU//tar//sthA//yfbS//menE//ascG//rcnA//dosP//rpoH//coaA//kdgR//glnE//mngR//yedL//yehA//nupC//ispH//cdsA//rcsD//
GO_0043171_5	lapA//fruA//rlmF//yihW//barA//phnL//ymdB//aceK//yjcS//
GO_0043173_5	exoX//yggN//mqsR//nrfC//hemF//plsC//pdeL//exbB//
GO_0043174_5	arcC//uxaB//pspA//aqpZ//waaG//dapB//
GO_0043200_5	glmM//ydjL//yiaL//putP//bamB//kdsC//thiC//nmpC//
GO_0043201_6	gluQ//
GO_0043207_4	cutC//dhaR//ubiD//rplC//malQ//slt//glpT//proA//tehA//adhE//msrP//yaaY//gnd//gudD//
GO_0043213_7	ycbU//lptB//mmuM//lldR//sutR//flgH//elfC//ybhF//
GO_0043242_7	dppA//rplN//pdeF//
GO_0043243_7	deoB//
GO_0043244_6	zwf//ygaV//rffC//fliM//nlpA//prmA//paaF//xylE//mrcA//fliT//dgcM//fliA//ygfZ//ssuC//ymgF//hscC//acs//feaR//metH//rhaM//
GO_0043254_5	lpoB//garR//tatC//ycbB//uhpC//lptF//ygaH//nupX//ygiN//fimG//leuE//phnM//rnr//acrA//relB//mdoD//rppH//pabC//hdhA//alaA//atoB//pdxA//waaG//rbsR//arnA//
GO_0043255_6	mmuM//frwC//feaB//
GO_0043269_6	yeiL//yqaE//betB//uup//fepD//waaA//eutK//
GO_0043270_6	yidC//bglX//
GO_0043271_6	bdm//
GO_0043335_3	elyC//msrC//dapB//yihL//
GO_0043392_6	afuC//
GO_0043393_5	shoB//
GO_0043412_5	hinT//murR//ynbB//leuS//cpsB//ibsB//garP//dam//kgtP//yahN//yjeH//yhfK//yhjA//ybdR//intE//araH//malI//ubiJ//hsrA//aroP//fdoI//zapC//cheB//paoC//sufC//cra//aspC//fadR//glgB//uvrY//gcd//yqcC//mscK//smrA//iscX//yddG//pgrR//katE//yoaB//hisB//lptE//ldrD//nuoI//paaB//mog//eamA//glgC//yeiG//mtlA//pgaC//dnaQ//uxaC//katG//rlmM//yphC//glnQ//icd//nagD//mqsA//adeP//rpnB//asd//ftsI//tyrS//ariR//amiC//glnH//proX//sodC//kefG//arcA//fucO//purD//fhuD//ttdB//kch//yajL//ulaF//tatA//arfA//cytR//hha//prlC//hdfR//yeaE//yibA//topA//caiE//proS//araF//etk//idnO//cra//intQ//galF//rcnR//rimK//flgJ//potH//phoU//xylE//rffM//ftsZ//uxaC//leuB//ghoT//uup//dnaK//hisH//rsfS//ftsW//mntR//rarA//aldA//nuoN//yehP//csgG//yneJ//yjfP//yejB//pstC//ldtE//rffH//ulaF//mltC//fabA//dtpB//lrhA//ettA//hisM//mazF//gpmA//dnaK//gltS//glvC//aas//rfaG//rnd//kefB//sucC//astB//yahK//mhpC//cbtA//aroB//ftsL//dinD//yodD//rpsO//manX//ubiC//yiaJ//lptB//thrS//cheY//rsmB//sohB//purU//hemG//ynfE//arsB//flgF//murE//dgkA//fnr//ssuD//nuoG//rimO//rnhB//ribE//eutR//ldhA//btuE//patZ//yehA//folX//aspA//mreB//fepA//trpL//ynbB//yhfK//trpD//dusC//kch//yhdH//ydcP//yfcV//lptB//yghG//fliS//fau//fixB//rhmR//arcB//menI//nanE//mnmG//csdA//nagZ//csgA//lolC//nrdF//rpmC//ileS//agaA//casC//uxaB//mltF//miaA//glcC//tas//yhjR//yohD//arnB//galF//dmsC//grxD//mreC//msrA//slyA//dapF//cedA//araH//rpmE//tdcG//livJ//mltD//dgt//mreD//opgC//mipA//
GO_0043413_4	macA//
GO_0043414_4	metE//modC//frlR//bioD2//yejB//rluE//nhaR//rzoR//rbsB//idnT//yjcS//hofM//tldD//mdfA//mdh//ybdM//flhD//astC//cysE//yhjA//hns//btuC//mutM//garK//yfhM//ydeT//nhaB//yehZ//mhpT//sdiA//znuA//ybaT//ybcL//ampG//rluE//trmI//fixB//yqjH//hypB//rssA//lolA//pepD//mepS//lptF//rimP//gntP//mnmA//gltS//der//msrA//rfbC//dacC//
GO_0043433_5	cynS//ygbI//yagI//ybcL//lapB//lgoR//
