#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rcnB//feoC//nrfG//yfdG//
GO_0043901_5	lysP//citC//rpsO//hofN//
GO_0043902_5	hisQ//cspI//
GO_0043933_4	entF//nfuA//tilS//exuR//tdk//dsdX//mdtE//tolR//opgC//ivy//hokB//fixC//dgcZ//infC//rne//cysH//cynS//ycbV//metN//sodB//rpsS//higA//fdoG//hybO//hemL//yphB//ascG//yjjX//nanK//lpoB//entD//yidC//tusE//hypT//intS//prpD//fixB//bamE//ycfL//yciK//hemC//rpsT//pgl//sdaC//pgi//gntU//ydiR//iscU//znuC//ygbL//xerC//recA//ydfD//pfkA//rffG//ackA//yafO//iaaA//yfaU//malX//entA//sdhB//aqpZ//ppsA//gadC//osmY//nusA//creC//pfkB//exoX//wzzE//trpS//yiaA//lyxK//tauC//ilvD//prmC//yijE//ymfK//adeP//add//slyA//cpxA//yahK//bamD//rpsM//pdeL//rplT//aroE//kduD//glgB//manX//nrdE//sufD//ynbC//avtA//ssuC//waaY//yfhH//cspA//
GO_0043952_7	rseP//cysI//yafO//cspE//murQ//
GO_0043953_7	tolC//rfaG//recT//prmC//
GO_0044003_5	yiiD//hybA//cadB//cdaR//
GO_0044004_6	rplO//yjhP//tynA//yjjG//
GO_0044010_5	pdxA//envZ//purC//clsA//rpoA//pnp//corA//yehW//ftnA//smpB//ydhK//hyfC//grxD//hdeA//nrdB//endA//bisC//hslJ//yqgF//aroK//yijO//livJ//fbaA//rne//dkgA//mlaB//yfgO//envC//xanP//trkG//
GO_0044011_4	elyC//dinG//yhhT//ycfH//nrdF//arnD//nikA//recR//
GO_0044036_5	ykgM//proW//ykgO//ybdM//yfgJ//der//secF//ynhF//gpsA//tilS//dcuD//frr//phoR//yqjI//bioB//rplP//msrQ//ppiA//rcsF//roxA//perR//yfcF//feoB//aroE//rcsF//yhbX//yfaL//sbcC//cspE//ldtA//pphB//phnL//ybgI//mtlD//glcC//mhpB//mtfA//sanA//nagE//mmuM//rusA//wecB//garP//cysM//yjjX//argD//hisG//
GO_0044038_6	ivy//cobC//pdxH//rayT//minC//leuE//yieH//glsA2//xylH//rutR//rseB//yieK//rlmG//thiH//mdtQ//cdsA//ycgB//pntA//ppsR//fdoG//yeeA//yraH//livF//mngB//yjiY//rarA//chiP//ychO//fepE//dam//kgtP//topB//hyaC//ptsH//srlA//rpsJ//lpxL//yaaU//sufD//mscM//rpnC//ldrD//moaD//
GO_0044042_6	mcrB//kch//fecB//pepQ//ubiA//hemL//csiR//secF//insH-5//cynT//xisR//lldR//orn//flgF//baeR//yciA//ubiC//ilvH//hypB//prpB//sdaA//
GO_0044070_7	dkgA//ycfS//ybiX//cca//
GO_0044085_3	ydcR//rutR//fcl//rutG//slmA//kgtP//otsA//htrE//proA//agaA//yajD//mutT//soxS//smrA//fkpA//aroP//yadC//rplX//mrcB//
GO_0044087_4	rnc//arnF//phnJ//yfcS//leuA//nrfD//cspA//msrA//sodB//prpD//nrfE//rplM//hemG//gloB//surE//malI//pstC//grpE//fadR//pgl//opgE//rpoE//kdpA//glpA//arcA//yeiE//macB//pheS//tusB//acrA//ytfQ//ychF//cysA//acnA//
GO_0044089_5	cptB//accC//aroK//agaA//mngA//sfmC//hyfR//minE//glnB//rimI//hycI//lpxT//fic//
GO_0044092_4	rpsP//dinB//gadA//queG//sixA//comR//mhpC//gutM//ynbC//pepN//fimF//phnK//cyoD//dhaM//eutN//macB//ldrA//malY//selA//rutG//exbD//phoE//hisH//yceK//bisC//frmA//nanS//yjbB//ybiJ//rssB//cysG//yehY//yqjH//galS//aspC//cyoB//
GO_0044093_4	rluE//leuS//purT//rep//yciK//ygeX//caiD//mglC//rplC//yahK//hycH//znuA//gabT//frdB//narY//emrK//galS//ldtB//ydhK//sdhC//slmA//ybhA//fabA//citE//mreD//yifB//ispU//
GO_0044106_5	ynfF//dgcM//treC//ykgA//yoeE//rpiR//ygiW//yibA//gluQ//lysS//rne//ydbK//sgcA//arsC//yfeW//acrD//sanA//cmoM//glpT//pgaB//kdsA//arcB//uof//yefM//glk//gmd//moaB//
GO_0044179_5	gltP//
GO_0044208_7	ogrK//
GO_0044237_3	aceK//fabA//yjiX//sucA//fliT//aroP//csgE//srlE//yhdJ//hemB//pdxJ//yqaB//ulaD//ycgB//ilvA//atpF//sfmA//ybjI//gatY//mscL//feoB//ampH//glrK//trmH//pdxB//betT//yijO//flgD//glcD//iaaA//yegV//nlpI//fdnI//ilvN//pspF//yehW//rpsD//bolA//ubiF//trmJ//pykA//fdnG//livG//nemA//cobC//srlE//puuA//recT//adiA//dapA//prmA//ubiG//rnlA//ygjH//scpC//nhaR//yfhM//lolB//entE//glvB//tonB//yneL//rluC//rhmR//nrfD//yijO//nuoL//uidC//kdpC//proX//yihS//basR//hexR//elyC//dcuC//ydcZ//gmk//ascF//rpsH//ybhG//prmC//ydiK//ymfA//flgH//wrbA//rraA//arnA//yieK//rbn//rfbB//rplM//lepB//yihL//ymjB//yagE//lolC//rpsK//yccX//ccmD//menA//dgoA//nrdF//mdtA//ybcL//ynbD//fepB//pyrF//uxaB//trmJ//yihO//rlmD//envZ//dinB//rplT//murP//rof//yijO//ybcC//ftsX//ispH//thiC//uhpC//dppB//pdeK//mdtO//yehB//symE//proB//yqhD//tpiA//dacC//yfcP//ldcC//ygeV//rclB//queA//aphA//azoR//nadB//ccmF//tolB//rplO//ydcO//mlaC//evgA//yfdC//carA//dgkA//ldrB//yafN//preT//yahI//ybjI//fixA//torD//rcsF//lpxT//dppD//yeaV//gloA//rplT//phnJ//nupG//atpA//tgt//fumC//yeeO//nadK//pal//fliG//puuA//aqpZ//rplS//purU//dgcE//lplA//arnB//yjbF//ybiH//edd//hscC//argO//fabD//ilvB//yfeW//ssuB//ldrB//insI3//yieF//proS//sufD//nrfF//yehD//entA//nupX//mltB//prfB//yjfF//nrfC//cueR//fadE//puuA//hsdR//hybG//ppk//metL//yggE//rpmJ//tdcC//csrD//stpA//frvR//yehD//uvrC//dgcT//yiiD//bhsA//uxaA//yigL//focA//pnp//waaF//wzb//ynhG//recE//polA//fryC//mcbR//opgC//hsdM//cysN//uxuR//ivy//ptsN//dgcM//bhsA//pspC//tsaC//hofP//fliG//phnC//edd//ydeE//livM//lptD//ymfK//ydcM//ygjH//csrD//lolE//cspG//helD//rpsR//hemB//scpB//hycI//dacD//ydaN//livJ//basR//mltA//yjcO//yagG//cspD//serC//bipA//iscX//lepB//rutE//malF//copA//aslB//yedF//wza//casD//mhpA//gutQ//fdoG//ygiN//nfi//dhaM//wecC//pdeL//fimE//uidC//kefC//mepM//mlaB//sgcE//bepA//cspI//pgaA//nemA//puuR//ydaN//yrbG//tusB//ybdZ//yeeO//rhlE//ypdF//uhpT//mepH//sspA//glpR//dfp//exuR//yqiH//gadC//phnP//yjiA//cpxP//cysQ//dctA//bamC//ccmE//xylB//pyrD//melR//bdcA//hofM//icd//yqiJ//glnK//pabC//fliM//ybcL//yqeG//ydcP//ttdB//dhaR//hisI//rsmC//gntU//epmB//ftsE//ubiJ//psd//melA//yahO//torR//yddA//dhaL//fdhD//thrA//ratA//ubiH//nikB//ihfB//uraA//ascF//rfaF//puuB//yggE//yidD//flgK//secG//yoeB//tsaB//fliD//rplA//alaE//rzpR//galF//asr//ftsK//yadN//elaD//rutD//ulaB//raiA//emrK//cpdB//mgsA//gsiB//deoB//ynhF//bamC//mtnN//tus//trpE//rzpR//asnA//elfD//rcnA//etp//slt//yibA//ynjA//rpoH//yciT//frlA//ybdG//kdpE//yfaX//rbbA//ybhS//argS//ytfR//zitB//ompW//ydeT//hyaC//yobA//rplY//codA//yihI//lpxT//cydB//hslR//waaY//hycA//yigL//tdcD//gabT//uvrA//uacT//hsdR//ccmF//yjhB//hicA//ybjN//queD//yjgX//pphA//creB//ybcM//grcA//ytfT//yihX//macA//hypT//gltX//glgA//motA//adhE//znuB//narY//rluB//allS//selD//sohB//fdnH//frwC//nrdB//nagC//ybaK//xisE//pyrG//citC//serA//umpH//ltaE//puuA//ilvM//alaC//elfG//kdgR//yggN//arnT//ynjA//tatE//gsiA//ydaV//ushA//tdcE//yqjH//symE//malQ//glmU//cfa//xylF//hsrA//nhaB//yojI//dbpA//rpe//hdhA//ddpX//yagI//yneL//metL//hscA//ydiO//yihQ//ydaC//thiQ//gpt//cyoD//tdcD//pdxJ//cspG//ydiV//apt//rnhA//patA//yrfG//insI4//fabR//yagE//alsK//ompR//sgcC//bamB//ubiI//kdpC//clcA//pflB//nanS//dgcN//btuF//murI//ackA//rplT//deoC//gsiB//pdxH//yhjX//rsmA//fabI//betI//kdsA//yihL//xapB//lpxL//yfiE//adhE//selU//solA//tatD//degQ//ybiX//aceF//waaP//fimE//ycdX//thrS//caiD//iclR//ogt//rpsD//mltC//rpsN//abgT//mog//ldtA//sodA//cdd//potB//fadB//alsK//hflX//xapB//ygaV//ccmG//moeA//argC//sdiA//mdtK//oxyR//coaA//yiaO//rsmD//ybeQ//cusB//psuT//eutR//yjbH//rpnB//phoQ//mutS//rpnA//nusA//zraS//gatA//tolR//cadC//betI//cdsA//uidC//yraJ//mliC//ttcA//rtcR//decR//fdnI//yciE//idnT//plsB//nfuA//cspI//kdgT//hisA//recA//dppD//osmF//gutQ//aroK//tamA//gloB//pyrB//zapB//pyrH//plsX//betI//dppB//rpmJ//yiiD//yggD//cheB//hofO//argC//yaiV//rlmI//yihQ//tdcE//rsmG//dhaM//cdgI//agaA//rraA//rplI//fliZ//pdxA//dadA//yciE//yidL//rpmA//ccmA//fadD//purU//thiQ//insI-2//relA//ldrB//ftsQ//evgS//hisA//secE//gudD//sgcE//spy//ihfA//gcvP//puuE//recR//ydbK//glcF//fimA//yggD//frmB//puuB//surA//blc//hyfF//yjaA//hypC//aroL//sugE//trpB//sanA//cbtA//glsA//yfeR//solA//abgA//yidH//rseB//ulaA//pta//sbcB//yagF//artM//gabP//cas3//tatB//cysC//ghxQ//arcB//gnd//ybiA//ibsA//rpsR//ibsA//rlmA//yahI//ihfB//thiD//ycjQ//mhpT//dnaJ//ppsA//eptC//metK//amtB//cho//gadC//ynjA//emrB//syd//ldtB//gyrA//argO//alaA//murG//yfaV//metH//nagA//phoE//menF//uhpC//hflX//srlB//gltI//ybiI//pheP//ybdR//yjhH//rpsG//bamD//nei//intF//napC//ddlB//ybjI//malQ//waaQ//hmp//dcuR//fucK//livM//rplS//ydiB//pcm//yjiM//caiB//ygiV//ygjK//ybhG//cspI//mak//tsaE//amiB//atpF//glpC//tcdA//zipA//yahD//emrE//erpA//ydjK//tsaE//pntB//umuD//nirC//barA//def//ftsL//yadG//nagC//uvrY//umuC//yagE//yccA//umuD//evgA//acpT//rcsC//dinG//entE//cusA//gltL//ddpA//oppA//ubiF//ydcZ//yehA//pfkA//arsB//truC//yoeB//rraA//rlmG//lptC//ackA//rhtC//rplK//dppF//hflC//tolQ//atpG//melA//yddL//rpsS//arsR//tap//groL//iaaA//eamA//cbl//nudF//tmcA//cheZ//appC//ynbD//wbbK//zraS//uacT//surA//lapA//ynbC//cusA//maa//oxyR//folD//radA//pyrD//rcnR//hypF//yigB//tatA//codA//fepA//yjbE//ybiO//fdoH//yefM//envC//srlE//yraK//metR//essD//rpsO//aroG//hisC//ligA//srlE//hypB//hxpB//paaC//tdcC//frmB//focB//dicA//panC//clpP//pbpG//mdtM//mdh//ltaE//pdeH//bioD2//tusA//argD//gatY//rutR//yiiE//speA//ynfH//sbcD//yibF//eutR//aldB//elaB//yraN//accD//hscC//purA//cusA//holA//intQ//yafS//nrfB//metB//btuR//udp//ydjK//acrR//topAI//moaC//yggF//ssuB//nrdE//flgC//yhdJ//hisQ//pinE//dcuA//prpR//cysS//dosP//kdsA//hupA//dgcF//qseC//rluF//tus//tdcA//tufB//acs//arsB//ccmG//rimJ//glcB//frr//yfcG//stpA//ibpA//ydcZ//sucB//yafO//dhaL//ycgB//ung//kilR//narQ//rcsD//mgtL//rutA//rhaR//sulA//cheB//rmuC//rfaG//cysI//yfiC//ydaC//waaO//deoR//ycfJ//umpH//dcuS//arnB//pdeK//maa//pyrG//glyA//lipA//zwf//rhlE//yadM//gadE//csgG//hyaA//selB//rpsI//eptB//torD//ybgI//soxS//ftsW//rsmF//sfmH//rbsR//rsmI//allS//nusA//ybaM//dicC//hemA//priC//mglA//yqjH//ydeE//pphB//nfo//fic//yiiM//phoE//fimC//rsmJ//metH//uxuA//ydhK//insB-2//bluR//yihX//mnmE//holD//cobS//hycA//tcyP//mcrA//fepE//pheP//rfaQ//mutY//uhpT//secG//rhmR//araC//mutS//grpE//murE//hycA//dapA//dhaR//clsA//fic//yhdZ//yahN//tisB//gapC//allD//waaU//acnB//yceD//kdgT//nth//ldhA//nanR//adeQ//wcaC//rpmC//agaC//ypdC//rhtB//ygiN//ilvB//ascF//iclR//ybiH//hxpB//ybfE//yccS//ydjM//sfmC//ldcA//hybF//fixA//tyrR//phnG//murI//gloC//ymgF//yddA//priB//dgt//dgcM//ycbU//ybaT//cyaY//rffH//rpmC//grpE//lhr//yccS//yqjA//sgcB//nuoG//rna//glpD//recB//yihU//pgsA//efp//cusF//citX//fimC//frdC//ydaV//hupB//aspA//pstC//kdpA//purC//ydiO//moaD//csdE//xapR//purB//glnE//glgP//yifB//malQ//recA//dacD//sbmC//bcp//narW//rfaD//soxS//atoB//gcvP//phnM//fmt//pgaC//treB//tyrR//eno//mreC//ybjD//asmA//rplA//yedX//ynhG//exbB//ushA//ung//uvrD//ycgB//mngR//dsbD//rpmG//yebK//rfaE//bioD//diaA//acrE//flgH//emrE//dtd//ulaC//nemA//paaD//fabB//aroB//sgbU//yiaO//fadL//waaL//glcC//osmE//pntB//gntR//galP//xerC//yifB//yibF//ispG//ppx//xylB//cysM//yoeE//alsE//garK//appB//dusB//treR//fecC//ftnA//malZ//yahD//yhaO//rhtA//argC//rluE//bglH//poxB//leuD//insE-1//caiB//glnD//yajO//speE//mlc//tufA//ubiB//pabA//lsrG//yjcE//basR//sfmA//xylR//lexA//ubiC//yecS//rsmA//menI//ybaK//yhjA//sgbH//chiP//frr//msrC//uhpC//pyrH//bipA//bcr//bcp//dnaT//pyrH//accD//yegD//narL//thiM//metG//hemL//rluE//dgoR//yihS//sutR//ydhJ//lysO//tyrA//gspF//ppiD//intE//recC//nanS//gltL//csrA//fliA//higA//pdxJ//phoR//xerC//chbA//flgF//sfmC//mgrB//phoR//mnmC//galE//basS//dgkA//fadD//mlaE//zapD//insE-1//sdaB//pdxH//bioP//bglX//guaC//iscR//plsC//ybiS//cysB//flhA//pdeK//artM//lsrB//tolR//rlpA//yiaN//truB//nupX//ilvN//mhpC//ftnB//sbcC//cmoM//rihB//dppF//fdnG//rfe//cspB//sgcE//nanR//ybdO//epmB//livF//gudX//ccmH//pcm//hcaB//yjbG//sgbH//ccmF//ybjG//yoaA//maeA//cbrA//fabB//ydiO//yceD//ampD//nfuA//yiaN//yfcV//yqjA//yjgX//gatC//caiE//mtfA//yaaY//ynhF//ycgR//yraJ//atpB//hprR//sdhA//rsmE//holB//fliM//gabP//murJ//ubiB//pheA//hemH//malY//pheS//acrZ//dmlA//tilS//afuC//rpsI//cusS//fur//yhjB//recE//rpmA//yihP//nlpE//nadD//mltA//abpB//elaB//yiaM//pyrE//arcA//mngB//nrfG//holA//feaR//deaD//yajO//rplY//wecA//hemA//ispH//ddlA//ftsW//thiG//rpnB//hokE//torZ//rpsA//hcaD//trmO//yjiM//mutH//rffG//ecpR//tehA//ttdA//trpB//garK//rlpA//trpS//yihW//dacC//basR//lipB//uup//fliK//evgA//yghB//mscS//pyrE//hycA//bacA//ulaA//pyrE//preT//torZ//fdoG//dnaK//yeiE//casB//phnP//nrdA//hisD//pykF//rcsA//ssuC//xanQ//glsA1//nfsB//rpsO//fnr//ftnA//fepD//plsB//basR//yqiH//uidC//ftnA//folM//aroL//gpp//hiuH//rseB//tdcB//ubiG//panD//narJ//yfgI//nimT//mppA//alkB//eutN//mepH//mtn//yigB//azoR//lpxH//fmt//yhbO//grcA//yihR//rplN//hybC//yrfG//yraN//moaE//caiE//tap//asr//uspG//rhsD//mltC//yaiV//argG//yfdS//yhfS//opgG//uxuR//ibsB//cca//chbG//tsaC//yfaE//hflC//sufD//manY//ybgI//rarA//nac//rsmF//rhaT//lacZ//solA//yiiD//yeeJ//narG//cheR//atpH//fabR//yafQ//waaO//betT//rfaQ//rplA//fabI//ubiA//cdh//yjjV//rfbC//araG//prpB//yqeF//kefB//mlaC//lptG//rhaM//sgbU//bioH//rfbB//insK//thiG//cutA//cysN//argO//yahN//nupC//ais//lipA//lplT//yfdG//ampH//yeaK//tsr//potG//mreD//paaE//rpiR//radA//ftsE//malG//cheA//sgrT//polA//entD//torI//mqsR//fau//argD//yddA//bcsQ//kgtP//frvB//gltP//proV//hscA//tsaE//gltK//phoB//yggW//dcuC//fieF//pstB//fryC//iraD//recR//tdh//abpB//ybiV//mhpA//bamD//wcaB//puuA//murQ//ynfF//ampE//dam//dgcQ//waaS//lsrG//ppiA//yejB//malF//ybaL//yohC//fadE//rpmJ//nei//ptsP//mntS//gloB//mtfA//mtlA//ygaH//ydhJ//fliK//yeeA//rbsB//mtr//ycjY//cycA//yiaN//ghoT//ybcM//osmE//lrp//nuoF//xylE//abgA//bamE//feaB//serS//mdoD//dctA//tisB//aroC//mltG//ydcR//yjjB//astC//pta//serB//yfcV//yfdG//chbC//paaZ//uspG//frwB//aer//rpsH//artM//mrdB//katG//xylR//leuB//matP//clpP//yobF//yagF//ybaE//opgG//ypdC//glgB//yihO//hcaF//wecE//livK//sapD//yohC//nikA//yejA//argK//soxS//dusB//ymgA//yjjU//dadA//endA//alpA//yhfK//sucA//alaE//yraI//casE//yehX//erfK//ibsC//rpsA//yegT//eno//mraZ//pgl//mdtD//
