#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	zapA//yggT//narK//murR//
GO_0051289_8	wbbK//ebgA//glsA//tolC//folC//iap//gmk//gspI//gntK//atpE//xerC//purB//torC//atpE//nfi//rpsJ//minD//yggW//fruB//pfkA//ygjK//metK//glpF//yeeJ//pliG//lpxB//waaH//degP//putP//yiaL//mtlR//ftsP//yqhD//frvB//ynaE//dppF//
GO_0051301_3	ldtA//mltB//setB//yfaX//dtpB//ugpB//bssS//glnL//atpC//pyrB//nikB//pgaA//fecB//ldtA//yeaV//afuC//mdtC//oppF//gsiA//yibA//rfaD//glpK//leuB//der//hicB//ccmG//yfaL//bglH//flgF//yciG//insK//yfhM//proS//sucB//yfaV//nuoF//
GO_0051302_5	ynaE//cdsA//mngB//waaF//mngR//recD//mazF//rlmF//hxpB//flhD//manZ//degS//ppiC//ymgC//
GO_0051304_4	rnd//
GO_0051336_5	ykgA//adeP//sodB//truD//etk//hdeB//pabC//cedA//moaA//tauD//ymgA//ykgF//gatB//pdeH//yafN//yddL//aroE//fkpB//dmsB//bfr//ivbL//ligA//mrr//dusB//arsC//
GO_0051338_5	tatC//glpD//tatE//hsdM//
GO_0051339_5	pstA//
GO_0051341_5	phnN//uraA//
GO_0051345_6	yidR//rlmJ//citC//yobF//sapC//yghG//rhmR//malK//
GO_0051346_6	ldcA//aaeB//roxA//afuB//cmk//yhcD//mraZ//ugpB//fumC//envZ//ivy//
GO_0051347_6	rimI//nfuA//
GO_0051349_6	ybiI//
GO_0051353_6	bioH//yicJ//
GO_0051391_8	tusB//
GO_0051409_4	casB//sufS//
GO_0051410_3	narL//
GO_0051452_10	sfsA//
GO_0051453_9	thrL//sodA//galE//ubiH//paaZ//serA//iraP//hcaF//
GO_0051454_10	tdcD//ydbK//pinE//mdtM//mfd//
GO_0051476_7	argB//
GO_0051484_7	sfmA//
GO_0051493_7	yahD//
GO_0051495_8	rutD//
GO_0051595_6	uxuR//sfmH//slt//pspF//adiA//
GO_0051596_6	nusG//purD//secA//deoA//ltaE//murF//gfcE//yegV//minD//xylH//flgA//adiC//prpB//menC//zur//purR//eutN//potI//intQ//arsR//ulaB//alaS//dmlR//cynT//garR//tatA//cadA//ompG//
GO_0051599_4	yhgF//
GO_0051603_6	recJ//yafN//atpH//ldrB//frdA//gltL//
GO_0051604_5	rpmC//wcaB//pyrB//fruB//oppD//sufC//cvpA//pgk//rfaB//gpmM//rluB//rsmD//ygeA//tsgA//ispA//rplO//yggP//nuoB//yiaT//fbp//yfdS//rfaD//mngA//fkpA//arfA//amiC//aaeR//mdtM//kdpD//ybbW//fur//nikR//barA//yfgJ//cydC//folC//rplT//caiB//nirB//yigL//
GO_0051606_3	yidP//hemF//
GO_0051607_4	sdhE//acpP//greA//ycjW//mntH//bioF//sppA//ispB//hflX//sdhA//
GO_0051641_3	yagG//csiD//csgG//psuG//alsC//mnmG//amiA//msrB//ydiQ//corA//phnH//mngA//yfaE//yjiX//yoaB//hiuH//yabI//sufS//ndk//osmF//fbaA//ldrB//cptB//
GO_0051649_4	yddM//yibH//nadC//yhjV//paaK//rplX//bamA//selA//glcD//ubiH//gph//sdhD//frlA//
GO_0051651_3	moaA//der//yjiA//
GO_0051668_4	gpmM//
GO_0051691_5	mrcA//rpsN//
GO_0051692_6	lptB//dadA//
GO_0051701_4	metH//mcrA//moaE//wcaB//yqeA//appA//iap//hflC//malS//yhfS//mazG//zipA//cas1//ydfG//fumA//flgK//
GO_0051703_3	pphB//kefC//bamC//rluE//ribB//mngB//livK//rzpD//
GO_0051707_3	xerD//malY//mpaA//radA//wcaB//modC//insI-2//fpr//yhhZ//yjbG//leuO//pheS//ivbL//cobS//
GO_0051715_4	gltD//
GO_0051716_3	hiuH//tyrS//ycbV//fadJ//sdaB//atoB//hyaA//yhjV//chaC//iraD//gpp//artI//lolE//mdtC//yihL//yahF//rsmA//rimM//intF//ispA//araH//ybjN//lon//yehA//focA//dnaT//yebQ//intF//fepA//rhmD//mngR//treR//lsrG//sppA//appB//dgkA//tdk//hupB//acrD//pbpC//ypjD//gpmM//ygfX//holD//yihL//ttcA//cobT//fklB//mltG//yadG//gadA//phnJ//mqsA//insI3//cheY//fbaA//bamD//artI//rsmB//hns//hisM//ispF//clcB//hisP//aaeR//hipB//treF//sapC//hflC//lptA//hicB//ompR//holD//kch//yghU//dinQ//phoP//adhE//yibT//yehY//ybhA//ygcR//arcB//mhpC//hybD//adhE//hisC//dcuD//yfcA//frsA//dcuD//gluQ//purT//rhaM//cusB//cirA//dusC//mtfA//hslO//rihC//yibH//mglB//yaaJ//pnuC//rdgB//dgoD//dgoT//fbaA//yphC//tqsA//phnN//lon//insE-1//betT//yghU//rbsK//lpxH//kefG//ygcO//coaA//rfaD//fepC//napF//bluF//purA//rzoR//fixB//nemA//mdoG//mprA//gstB//dctR//alsK//waaB//folM//kch//thiH//paaE//nfi//tsaB//mliC//aspC//dacD//gltS//sgcR//dinB//fliZ//purN//gpsA//mog//wzyE//yddL//ybhP//fadD//waaY//arsB//rph//cobS//dtpA//mutH//ydcP//malP//yeeJ//yaiW//yfaL//yefM//ftnA//rsmE//gluQ//xylF//srlD//cnu//dmlR//galF//lpxH//gltI//nagK//mukB//hcaT//yafS//mdtJ//iscS//gsiC//ydbK//bhsA//metB//gltL//trpA//fdrA//rcnB//narY//ltaE//ftnB//ddpA//hns//murC//glxK//yafO//mcbR//rfbD//evgA//mscM//nadB//nrdH//yidQ//gspI//ldrA//trpR//malY//rplM//paaZ//ariR//glpR//yidQ//torY//leuD//uacT//iraM//pitA//hda//ygjH//ilvB//bdcR//flgA//rimL//dkgB//caiB//yhjX//pgm//ftsQ//yjjG//hisC//rne//pstA//bioC//dtd//dsbG//gapA//arsR//cas1//nrdD//dnaX//metK//dppC//lpxL//purD//hypC//focA//dhaR//sgcE//adk//cysZ//tauB//murQ//insI-2//ispG//xylG//mdaB//crfC//fliA//ykgA//trpGD//yjcO//hxpB//ompR//pheP//trxC//dsdX//cydA//yccX//menE//ftsP//upp//argE//mlaF//crl//lpxP//ydbK//hslR//ygiS//mhpD//tgt//dusC//ygaH//yahF//rhmR//fixC//pheP//yjhC//ygdG//alaS//nadB//sgrT//gltB//ssuC//frr//iaaA//intQ//xapR//allD//ushA//uspG//yidL//yfgO//yqaA//pdeK//rpsJ//malK//dosP//lsrG//ytfE//sapC//nepI//oxyR//yeaV//potF//bluF//moaD//uxaB//fhuC//mraZ//lysC//yehD//insI1//cobB//yaiP//ssuA//dnaN//lipB//metN//ubiB//coaE//cstA//dppF//ynfF//cdgI//rpiR//fepE//mdtK//galF//sufS//ssuE//ydcR//yfeW//elbB//evgA//torZ//ghoT//xylA//entA//glgP//elaD//adeQ//cydB//yidZ//ompF//ghxP//aphA//hisF//
GO_0051726_5	codA//trmA//mliC//iaaA//paaZ//
GO_0051781_6	asnA//bglF//
GO_0051782_6	degS//nadE//trpA//acrF//bamA//yqcG//nupX//
GO_0051788_5	rarD//
GO_0051790_7	ybiW//
GO_0051806_6	hokB//intS//rplL//kefG//asnA//frlA//cyoD//fimH//
GO_0051817_5	narG//yqaE//narK//sufA//
GO_0051818_6	rffM//glxR//yiiM//ycfH//
GO_0051828_5	cecR//ebgR//mtnN//ydfK//dxs//rcsD//rng//add//
GO_0051883_4	ynaI//idnT//ygaH//pth//
GO_0051977_7	yfiC//
GO_0051983_5	adeQ//
GO_0052126_4	flgA//hisB//yiaM//rcsA//
GO_0052128_5	folX//
GO_0052131_6	gppA//
GO_0052192_3	matP//folP//ompW//iclR//
GO_0052547_6	glnH//soxS//fadI//
GO_0052548_7	fabD//hda//
GO_0052646_5	rffG//yidP//lysO//ftsH//yciV//
GO_0052652_8	ldtC//atoB//
GO_0052653_5	yiaU//
GO_0052777_7	gpmA//mreB//
GO_0052778_6	thrL//mrr//hicA//
GO_0052779_5	mngB//tsaC//relE//
GO_0052782_6	yraK//proS//
GO_0052803_5	tamB//csiR//fumB//ybbN//thiH//rpoD//hokE//creB//
GO_0052837_6	dtpD//
GO_0052838_5	osmY//
GO_0055062_9	ftsI//
GO_0055065_8	mfd//rzpD//eptA//glsA2//rfbD//cusB//clsC//aroE//mdtG//gatZ//iraP//fepG//mdtG//cusC//fliM//nrfB//shiA//fucA//kbaY//blr//ppsR//cueO//thiG//grxD//yahK//cpdB//
GO_0055067_8	malP//yneL//glpF//hybC//yciV//trkA//chbR//yjgX//rclB//ybhA//ybdN//rutR//
GO_0055069_9	pdhR//
GO_0055070_10	nirB//mdtA//ompG//greB//trmL//csgA//
GO_0055071_10	csgF//
GO_0055072_10	yiiM//yhjC//cho//plsX//recA//malX//rutF//tatB//rlmC//bamE//hcaF//hflX//btuR//gcl//
GO_0055073_9	glgC//
GO_0055074_9	gcvH//
GO_0055075_9	yjhB//
GO_0055076_9	yraI//yfcP//fabB//fepB//tomB//proX//ldrA//rclA//waaG//dppB//minE//rhlE//insE-1//dadA//rsmB//gcd//rffM//rlmF//azoR//yjbB//rfaD//hscB//
GO_0055078_9	ssb//xylF//fixB//
GO_0055080_7	glsA//pgpA//nanA//ibpA//pyrE//dapA//yibT//eptC//glgP//menA//hcaD//rpsG//epmC//rsmH//oppA//topAI//rna//yedL//pepT//yciG//moaD//aspA//entD//frwB//cyoC//rhmD//queG//sdaA//hrsA//gabP//spoT//araC//rsmF//yieL//intE//
GO_0055081_7	rnlA//
GO_0055082_4	aaeR//ykgF//rbbA//feaB//perR//ygfI//gabP//yihQ//yaiP//adk//degP//dcuS//cysH//artI//yiaM//sufS//yhcD//araD//acpH//lacY//csrD//ptsP//zapC//amiD//argR//garP//hemL//nrfF//ydiK//hycH//pphB//fetB//ibpB//pphB//
GO_0055083_8	nikD//
GO_0055085_5	amyA//hslJ//rodZ//sbcC//clsB//ppiC//nemA//fimE//yraR//ykfM//sfmH//yfcV//rhmR//ogt//prfC//mlaF//glpD//proW//folA//glgS//metI//nrdI//kdpF//ebgR//mgsA//hisP//yddA//hybG//polA//ynaI//ygeV//flhC//dcuR//ddlB//cbtA//cyoA//ribE//ychO//potG//dcp//pnuC//nuoL//mdtA//dinG//betB//carB//folD//lrp//psd//hofP//greB//aceK//cysW//ushA//sbp//insB-4//ldhA//fadL//hisQ//proC//fumC//rtcB//brnQ//queE//entF//btuB//cpxA//amyA//ybaK//sseA//hycB//wcaJ//yciT//gpp//uxuB//baeR//tpx//speG//dut//rpsI//ygiV//malG//corA//patD//iscX//pspG//pheP//gldA//yaaY//ubiH//bglB//arcC//yhcD//ridA//yafQ//gshA//pyrC//argC//ampE//yhfS//priA//ybgQ//sapF//rpsS//rffT//relE//cheW//arnF//ybcQ//mlaC//narJ//ybcJ//ahr//aceK//yjjI//decR//dnaK//hflX//phnH//tnaC//blr//yefM//phnL//acnA//birA//norW//kgtP//rcsC//ibaG//lpxC//iraM//yggT//truB//holC//argC//clcB//iraP//garP//ygiS//oppF//pitB//yfjV//hpf//iaaA//nth//hofQ//cysS//malI//cusC//umuC//aceB//ydfH//rihA//cpoB//ybaK//cmtA//cysH//ribC//entH//mazF//epmC//cysS//ygcR//fadH//napA//gnd//yidR//fis//ymfK//bolA//maa//cspD//rplO//ruvA//etp//yfaL//essD//metE//alaA//hemB//nadE//trmA//yhjD//nikA//yfdC//recC//fdnH//glpK//uidC//yagG//mcrB//yciT//hisM//ydeT//ansA//minD//gpt//leuA//htpG//rppH//thrL//pepT//narJ//hisB//ydiF//fecA//sgrT//btuF//csgG//narW//ymdB//flgB//yahD//yhaJ//rodZ//phoQ//sgbU//cmtB//deoC//csdA//yqjH//ftsP//cysM//hybE//ydbD//rhaB//aroC//dmsB//rsmF//mdoG//sbmC//yihU//rpnA//rfaQ//cycA//trmD//sgcB//btuE//flhC//yhdH//sseA//rpsD//pspC//rnd//lolD//nrfD//pyrG//ftsK//borD//allC//gcvR//fpr//flgI//tomB//phoB//rpsL//ruvA//argP//cysK//deoB//tktB//yedL//greA//yjeH//flgI//speE//pepN//tdcF//fabH//mmuP//mcrB//astC//arnT//rimK//rbsK//obgE//insK//ybgQ//ybjI//exbD//acrD//rpsM//flgB//ugpA//sodA//rpsN//feaB//dppC//acrE//bluR//accB//yoaA//cobT//rsmE//uidR//argC//purF//ygiW//arnD//trmI//hns//phoB//fliS//phnO//ygiW//mntP//bioH//kilR//flgA//rlmG//manA//murJ//yehC//nikA//mrr//norW//insI-1//hisC//thrA//gcvR//rpmE//rhoL//ravA//trmL//malK//mug//yfcV//lptB//adeP//hyaB//ldhA//yhbO//fkpB//patD//ariR//smpB//ypdB//yciT//uvrB//argT//pphA//add//aroH//aas//murB//norR//glpC//rhaA//panD//rlmB//ydiQ//xerD//rpe//msrB//yfcP//nadE//rhsD//ftsA//srmB//ybfA//narG//dnaT//rlmJ//sbmC//uidR//gltB//yhjB//panE//plsX//ydiF//yhhY//glpT//bioH//mlaE//glvC//adiY//mrr//ompF//rnhB//ybeY//yqhD//yahB//yihO//ydeO//otsA//arcC//yqaE//uidR//ybjG//murA//adhP//elaB//baeR//yfiC//yehX//pflA//pabC//lamB//idnD//casA//gadX//ccmH//sapF//eutD//clcB//pyrC//gatD//msrP//yeaG//yddM//yfeX//rhsD//caiB//fhuB//aqpZ//dctA//mprA//entD//yoeE//tusD//rnlB//yhcF//bioF//lolE//aroD//tdcR//tldD//ycdY//ygeV//fnr//rlmI//rsfS//
GO_0055086_4	mtn//yagJ//thrL//prfB//ybiT//rpnC//glnA//btuD//psuG//glnH//rbfA//mltG//rpoD//cspB//mnmC//erfK//mdtG//thrL//rrrD//yidZ//xylR//fnr//xthA//glnK//pbpC//yfaV//manY//yneE//ilvA//sufB//mepM//frvR//rzpR//era//fhuC//prfB//kefF//uspC//potC//rsmH//mipA//ybaT//yqeF//ybbN//amiB//tatB//rlmE//hrpA//kefC//treA//ansB//yjbG//zupT//glpK//sucA//folC//glpT//rpoH//recJ//yedF//mdtP//ymjB//galS//cysZ//yihW//lldR//potI//glpK//hisC//ybjL//fic//yieE//gadW//ydjH//cdgI//ubiX//qseC//secG//mdlA//chiP//gutM//atoB//hypC//cysH//yphF//csgD//deoC//insI4//hscA//cydB//rpoH//guaD//tdcE//yibT//menH//yraI//ycjU//ydeM//fcl//yafO//appY//hcaR//yfaX//insI3//tdcR//ubiG//yfdS//grxD//ybiV//wecA//yajR//ompL//yeaD//panD//lplA//yohC//kch//sapB//galE//codA//ynfF//ycfH//rng//ybjD//ilvN//frlR//ydhJ//maoP//rplX//cysA//ssuE//nupG//abgT//mscL//sapD//fadL//hha//murA//pspF//ghrB//cptB//phnH//ampD//waaF//hisS//allD//ruvC//era//exbD//rpnC//cydC//cyoE//cysW//diaA//ileS//ftp//ybhP//proP//fadH//ytfQ//def//thiQ//yaiW//recR//yehD//yfbV//surE//gpsA//yidE//hicB//panF//rapZ//
GO_0055114_3	ruvA//adiC//feaB//trmA//yagU//yajL//sgcC//rcsC//rpsE//yjjG//phoR//livF//yiaB//yfcS//yihL//recE//azoR//pdxB//rimO//malI//mipA//srlD//cvpA//sapB//hisP//fadL//lexA//csdE//tyrS//osmY//argC//ydiQ//metK//ydjE//ycjU//murD//allR//dkgA//fecB//bcsA//lpxB//sspB//cedA//dam//rsmF//bcsQ//metQ//tolA//ydeE//rffM//dgcF//cyoD//cpsB//dacD//allB//bioD2//motA//glnK//infB//rpoD//ppk//yfiF//casD//hypT//wecC//holC//yfaX//ilvE//mdlB//fadK//csgF//metN//murG//pdhR//ygcR//rpmG//holE//insB-2//tdcR//lysA//ydcT//nanA//pheS//sdiA//frmR//phnG//bioC//napB//lolD//prkB//aceF//yihS//thrB//yfcV//smrA//mdoG//proS//yjiQ//hupA//rpnB//minC//dtpC//uspC//acs//rplS//prc//rffC//melB//yabI//iscX//citX//alkA//kdsC//dld//satP//dinD//dcuS//ydfD//yegS//tmcA//dhaK//ppsA//pheP//rffM//sufA//eamB//mgtA//nrfD//queA//tyrS//clpS//pepD//sbmC//ldtE//tcdA//cbpM//phnO//fbaA//abgR//msrB//trpR//ynbB//hybD//aphA//sapF//flgA//insI-1//lysO//hofN//glpG//efp//uxuB//narZ//frwD//rplD//idnO//ampE//ybbW//yehA//pdeL//rpsD//bamC//orn//sufB//kbaY//gsiC//gltI//fecD//ptsN//fmt//ldcA//agaR//kefF//nagZ//hybD//puuB//glyA//mutL//entE//yhbY//tehA//potD//nikR//nuoI//ydcI//pinR//fadL//ompA//fic//frlA//cynT//yehC//
GO_0055129_5	araE//ebgA//lysC//
GO_0055130_8	ytfP//fetB//
GO_0060003_10	trmB//uxuB//oppC//thiP//
GO_0060255_5	sgcX//yajQ//glcA//nrdG//yebK//csiD//hmp//nikD//dkgA//mgrB//truD//yddM//rfbB//cydC//casE//rmf//phoQ//sapC//radD//pstC//insH-5//ydjJ//ompL//ubiF//trmB//yadK//rplB//uspC//ascF//ftp//rseB//msbA//dicB//ftsH//pliG//ybaE//mocA//ibaG//glpG//rhaA//hslR//phoP//ivbL//pepT//frmB//ddpX//yihS//yojI//brnQ//chaC//hybO//bcp//mlaD//hybG//uspE//asd//murG//ilvA//sfmA//yajO//feoA//gntP//fliZ//soxR//kefF//folP//glpD//gpmM//fiu//yfbR//bglF//cfa//ybgI//glmM//yciF//ygeV//mltC//tcdA//waaS//tatA//narH//dctA//cydD//mdtK//yciE//yhjC//argG//kduI//gntU//raiA//secB//avtA//flhD//lsrR//bhsA//bioP//plsB//radA//allS//purC//cysZ//rpsN//ribF//rplK//srlR//lon//rutR//napD//iaaA//cof//yeeL//hycI//sgbU//yhjA//yegD//codA//yobA//caiT//cyaA//purN//manX//mtr//deoD//rluC//yccS//moaD//cusF//yjjW//hsdM//ung//glnK//rplX//pitA//panF//yjcO//glrR//rayT//setB//feaB//xylH//thiC//ttdR//evgS//tsgA//mog//lysU//tatA//uraA//sulA//wecE//ypdC//xylA//mltC//ispB//gadW//yraH//hypA//aidB//gadB//fadJ//yjgX//rutR//rluE//fetA//insH-6//hcp//dbpA//malK//ybfA//yjhH//deoB//rluA//bglX//yfgO//marA//menC//ytfR//yadI//exuT//ssuD//gutQ//ybjL//lacI//fimB//yidP//glnA//zapD//nikC//galR//trpB//ycjY//yqhC//gspI//deoC//era//dusB//cysQ//cyoA//narL//soxS//uvrY//hokE//ynhF//dosP//secF//psuG//dcyD//tdcR//malF//gltD//mlaF//paaX//ubiG//opgH//epmC//cysC//cadA//qseC//rlmM//mepH//tyrA//efeO//dnaT//rpoA//speB//yrfG//nuoG//cbrC//lpoB//stpA//ppiC//cdh//yddL//exbD//srlA//iscA//yiaN//proW//yjiX//yidA//tsaE//panD//rlmC//tag//alsK//yjaA//yfcV//cydD//csrD//sgcX//cysC//gatB//hda//ygcO//yfaX//cra//yafN//mazG//hda//sdaA//yagU//mepS//waaJ//orn//mraZ//azoR//tcdA//hycA//cydD//rihA//lpxD//sapA//hemA//nuoL//ribF//fimB//ydfK//dinB//puuD//yraI//mdtC//deoA//ogt//gudP//dctR//ydjJ//rcsF//yjiQ//nemR//mntP//ydbK//psd//yjhC//dgoA//yedL//pgpC//pgaB//ldtE//fdhD//envC//yqeF//holD//rssA//ldtC//ydfK//rsuA//glcA//rsmA//ilvH//dsbA//fixB//mgtL//truC//ydiK//clpP//sufE//yeeA//rffT//ampH//pckA//metL//ygaV//araE//gadX//ddpX//dxr//acrF//ytfT//tyrB//ydfH//ahpC//zntA//umuD//bglJ//mdaB//amyA//waaQ//fimC//hflC//ompW//xisE//glcA//glcA//dam//cheB//rhsD//ulaD//crl//yraR//hypF//pdeL//rpiB//gsiD//dcuC//
GO_0060274_5	yagG//
GO_0060326_5	tusD//
GO_0060341_5	mdtM//ygfX//
GO_0060491_5	yeeA//agaC//ytfT//fruK//
GO_0060566_8	ybcF//
GO_0060567_8	rnb//birA//menC//
GO_0060699_8	dpiB//rutF//cca//tsgA//yiiE//
GO_0060700_7	hicA//priC//surE//yfiF//umuC//
GO_0060701_8	murI//bioD1//rplI//priA//dpiB//
GO_0060702_9	cueO//ydgA//ispA//galS//ygbM//
GO_0061013_7	tcyN//garP//borD//xseA//malP//
GO_0061024_4	ais//ynfL//dinQ//wbbK//ilvB//rfaC//cspE//ubiA//tesB//yphB//rpsK//nlpA//
GO_0061077_4	ybdR//bioH//yraI//pgpB//trmO//yhaM//ybhA//rhaS//greA//btuD//yfjR//ampH//insF-1//umpH//hyfC//emrY//yhiM//ampE//hupA//ghxQ//envC//adeP//panE//
GO_0061475_9	rpmH//
GO_0061504_8	dgkA//
GO_0061610_5	sxy//
GO_0061615_7	yaaA//guaB//
GO_0061687_3	nfi//pepD//dtpD//plaP//yhaO//cynT//
GO_0061720_5	phnG//xylB//rlmH//hypF//
GO_0061727_6	msbA//mhpD//ybhP//glrR//ispH//gfcE//gsiC//cpdB//ygfA//ugpC//kdpE//aspS//fepG//garP//nanA//insI-2//yebS//hybD//ugpE//ycfJ//aspC//selA//fimG//kefF//
GO_0061984_6	hxpA//
GO_0061985_7	ydjE//
GO_0062012_5	hisS//pgi//alsA//yggP//rbfA//rclC//ynfH//fadL//yjiQ//yraH//recG//
GO_0062013_6	hscB//ygiW//norW//
GO_0062014_6	gph//ygeR//
GO_0065002_6	glnE//truB//artJ//ybcJ//aaeA//ycjR//btuF//nagB//
GO_0065003_5	fdnG//ispU//cvpA//ubiB//waaZ//zraS//pdhR//nrfB//wecA//sfmC//yihT//dgoK//ygiS//zipA//mhpD//cusB//clpX//pgaD//lnt//yqjI//lpxL//fucK//garL//ybcF//patZ//yhjC//yiiE//atpB//yggE//crp//nemR//fixA//wza//pgpB//atpH//nudG//ydaV//sodA//rplI//rpsK//araB//narU//ynaI//ogrK//cobT//yjiX//hipA//dnaJ//fdoG//yhaM//fadM//ykfI//sgbE//ftnB//bioF//lacY//ycfH//fliK//glvC//trpD//entC//rcsC//araH//fkpA//yafS//gutM//insA-2//yhdH//pstB//lptB//wecE//mreB//bcsA//hlyE//nikA//yegT//ycjD//ftsL//mgrB//galU//ftsA//yajQ//ackA//tamB//cvrA//chbC//hofO//fruK//ptsG//arcB//lptB//aroD//
GO_0065004_6	bamB//
GO_0065008_3	yagI//rpnD//ybaL//ldcC//fhuF//purD//erfK//gspE//ybdM//rhaT//gspI//eutA//rne//chbR//amiB//iap//opgE//rraB//cpdA//insI-2//gudP//ftnA//aroD//asnC//phnJ//ligB//ftsB//yjjX//phnL//serS//spy//betA//ftsH//phnJ//thiC//asnA//endA//afuC//fhuF//dacC//purU//ribB//mcbR//erfK//ygbI//hlyE//fabB//cmoA//ykgO//gsiB//tus//gntU//mscL//yciE//nuoG//hcaD//gltX//sbmA//trmB//acs//ompF//lsrC//phoR//appB//bamD//rbsA//accB//yahB//pyrF//exoX//prfB//ygjH//potH//hisB//hyfC//eutR//insA-2//ybbN//polA//truD//ybhP//ykfI//hslV//ogrK//nrdF//katG//narZ//ompT//htrE//frr//zntR//yjhC//acrZ//ycfH//hemD//phoQ//tauC//wcaC//dgcM//trmB//smpB//torZ//pepQ//ulaF//livM//pdxK//ykfI//lptD//potF//cusC//fimI//rihA//trxA//wza//mrr//yhfS//waaH//thiD//ade//mgsA//dacA//ycjD//secD//trmJ//pnuC//iap//tcdA//lexA//ydjM//serA//lgoR//
GO_0065009_3	livG//mog//csdA//tdcR//oxyR//hybE//gmhB//aspA//yigB//recQ//nhaR//entH//queA//rlmA//rpsE//betB//rsmH//nuoN//ydiR//gyrA//ydiO//treF//yajL//mazG//yoeE//yeeJ//ccmF//ybaE//modB//trmA//cbeA//pepD//yejB//srlE//nfsB//yhcN//crr//lepB//kdgK//evgA//secF//xisE//thiH//acnB//yfgO//ynbC//yafC//xylE//ulaB//acrZ//cbtA//yggP//yhaV//arnT//hcaC//phoA//serC//nuoN//argP//fryC//dcuR//rph//deoA//rpe//cirA//cpdB//ftsI//rpmG//ulaG//galP//birA//lrp//sfmF//ddpX//ubiJ//nupX//fdnI//
GO_0070084_7	eutA//
GO_0070085_3	mzrA//cbrC//
GO_0070178_5	aldB//
GO_0070201_6	hisD//pgaA//waaP//
GO_0070206_7	rspB//aroL//hemE//fbaA//
GO_0070207_8	narX//murC//accA//adiA//
GO_0070297_7	bluR//
GO_0070298_8	endA//
GO_0070301_6	ttdB//rpmH//dauA//ynaE//mglB//ispG//yphC//waaH//yajR//fepC//
GO_0070329_5	acpH//djlC//
GO_0070413_7	gsiA//cdd//
GO_0070415_6	rpoE//ghoS//
GO_0070417_5	dmsB//ydcT//tig//betB//
GO_0070453_7	rpiA//
GO_0070475_7	rhaB//bcsQ//yhjC//rpmB//ybhP//garL//yehP//rplO//ssuA//yfaU//purL//chbC//fetB//msrA//yiiD//fimZ//ampH//rluD//yidQ//
GO_0070476_7	nagA//betT//
GO_0070482_4	melB//sgcB//pheS//metK//
GO_0070525_7	aroC//hisA//dcuD//pppA//
GO_0070574_9	yeaE//perR//moaB//ycbU//
GO_0070581_8	murJ//
GO_0070588_9	purF//
GO_0070589_6	pgaB//sfmD//feaB//cusF//mntH//wrbA//livJ//pdhR//ybdH//glmS//purA//mscS//fkpA//yqcC//baeR//gsiD//mnmG//mdoD//tktB//lysR//yeiL//glgA//ftsN//frlC//sbp//norW//emrY//cusS//alsB//nudC//thrS//yghU//yebK//rimJ//fdhE//ytfP//puuA//eptC//aroB//tcyP//degS//pyrC//lsrR//
GO_0070627_10	eptC//
GO_0070646_6	ulaD//
GO_0070647_7	yidL//
GO_0070689_6	ndh//mtnN//
GO_0070716_8	yhbS//
GO_0070726_5	yggP//kefG//
GO_0070727_4	fucI//queC//prfC//hdhA//bglH//gabD//scpC//rsfS//cspI//rdgC//speB//bglB//cas2//pdxB//ribA//sspA//proA//
GO_0070778_6	tynA//bsmA//
GO_0070838_8	rluB//artP//mdtM//rnd//nmpC//cyaY//puuB//yqeF//yajL//ccmA//rarD//rfe//asnB//pdxH//ydfH//
GO_0070873_7	ilvC//rnd//
GO_0070874_7	uxuB//
GO_0070875_7	ygfA//
GO_0070887_4	yjbE//yidC//araH//rbfA//hofM//sfsA//cmoB//uhpT//ulaD//pliG//arnD//pgpB//maa//rpsO//aceB//kdpE//cmoB//hsdM//thiH//pdxJ//ccmH//ais//xseB//fumC//fadH//dcyD//tag//rcsD//adeD//mltB//waaB//moaB//nudC//yqiH//fecC//rutG//iscA//yneL//cdgI//mug//htpX//ftsA//mltD//yfgJ//lspA//cutA//ygeV//fecD//kbaY//accC//rpoA//yicJ//potI//fabD//nac//yaaU//nupX//trpL//pitB//ftsL//
GO_0070894_6	ygbM//
GO_0070925_5	proP//csrD//ileS//pbpG//yhcF//glgP//crp//tdcE//yqhD//greA//
GO_0070930_7	pnuC//
GO_0070972_7	rpsH//
GO_0070981_6	ytfQ//
GO_0070982_5	murI//
GO_0070988_3	lysP//tabA//
GO_0070989_4	yedL//
GO_0071103_6	pgrR//speD//ygbI//cueO//nuoI//exuT//dnaX//nuoF//yfbV//cutC//yhgF//acrB//yjjW//ybcF//rodZ//ybcC//umuD//gloA//mutM//
GO_0071139_6	aspC//kbaZ//
GO_0071214_4	norW//deoA//fimD//rpsD//fpr//entS//spy//xanQ//sfmA//mtn//gadX//hofN//ppx//nadE//ycfH//cspG//ivbL//puuE//mltD//argD//rimP//mutM//yeaG//rph//
GO_0071218_6	feoB//
GO_0071229_5	oppC//cydA//allR//yihX//sixA//
GO_0071230_6	rplW//
GO_0071236_5	narY//ycfH//yfbS//chbB//rlmC//rseB//trkH//ykgA//ratA//hmp//ybhJ//cedA//rlmJ//rarA//yidL//yihS//yahN//yjcE//
GO_0071237_6	ybhS//acrF//
