#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	scpC//rutF//narQ//ygiV//
GO_0022417_4	entB//rbsC//
GO_0022603_5	hyaD//yqeF//asnC//ybiO//yibA//dgoR//ygjR//yoeB//yccA//guaC//hyfF//yehC//dgcQ//torC//ybdM//yfjV//
GO_0022604_6	focB//lysA//cpdB//acpP//sseA//sufD//yebQ//bglF//curA//groS//nanK//csiD//fdrA//potD//yfcG//tyrA//
GO_0022607_4	frmB//fadM//mltF//dbpA//yihP//glnB//recX//gatZ//dosP//sbmA//argA//deoB//adeP//tdk//rbsK//pnuC//ydhJ//prpD//prmA//yjjG//glnP//ubiC//fur//sppA//ykfM//xylR//yadC//syd//treC//polA//pflC//flhA//gcvP//ompC//phnM//murA//yahB//gloA//chbF//yggW//yqeG//rhaM//accA//pspC//yggP//cobS//tpiA//lolC//dcd//glnE//tdcB//holA//zntR//yjhC//fdnI//yeeO//phoR//eutR//ihfB//yfcG//torA//dcuS//cysC//yahK//serC//pyrL//flgI//hdeD//secY//mreD//nfo//tsx//ycjQ//ycjQ//ycfL//cvrA//pspD//ymfK//yqiH//gadC//waaY//pgrR//fecC//wzzB//cbeA//rihC//yfjV//tas//adeP//mmuM//recT//dtd//yjeI//parC//bcr//yjeI//yciH//ybiT//nrdB//yfcF//hybO//yneE//wecA//bglB//purB//yajQ//dcuA//mdoG//rclA//hupA//insE-1//cas2//galT//gph//ybiX//lepB//alkA//mtlD//atpA//ynfE//hypT//rna//garL//trkA//rbsK//ycfL//rep//ynbC//rseC//arnT//insI1//mscM//yebK//ybeF//atpF//putP//msrQ//rhaS//frmB//dapB//glnP//lsrK//fadI//paaF//curA//tsgA//ppiD//yqaA//treC//
GO_0022611_3	purA//cdaR//trmB//secY//pcm//ybdR//
GO_0022613_4	amyA//csgG//skp//ldrB//nfuA//ygfX//surE//fdoH//intQ//
GO_0022616_6	ymjB//sufB//fur//
GO_0022618_6	hypT//gutQ//wecB//ybhF//frmB//yrfG//mmuM//arsB//gadE//napC//hybF//pppA//ynbD//arnE//ygiN//efeO//clpS//mhpT//argP//gnd//dhaK//melB//rpiA//nudG//
GO_0022898_5	clsB//nagE//aroB//yqgF//
GO_0022900_4	flgJ//ybhD//atpC//mutS//rbsC//exuR//yidP//ybiA//fepD//glcA//hybD//ynfE//garR//yjtD//dcuR//aspC//yeeL//yebK//insI3//pinQ//ghoT//fabH//rhtB//speD//
GO_0022904_5	menA//yfjV//lysP//fhuB//lpd//satP//yeiL//tadA//ftsQ//yqjI//nrdD//ycfH//iaaA//dcuC//soxR//yhhT//ghxQ//rutF//tamA//thiG//rseP//
GO_0023014_4	mukB//gapC//acrE//nagE//ptsH//guaD//ydcI//sufC//mdfA//zitB//higB//ppsR//yfcU//hyaA//glrR//pgaA//wbbK//clcB//nadC//rnd//zipA//tatA//atpH//aaeB//yhhT//yafN//lplA//mdtB//yfeO//oppB//yqhC//bhsA//rutD//
GO_0023051_4	preT//
GO_0023057_5	adiC//
GO_0030001_7	qseB//rbbA//ptrA//rraA//insF-1//dtpA//yijO//rhmD//tatE//ybcC//fetB//yhbY//mdtD//ycbU//feaR//lon//mntH//hycI//pheA//fbp//ycjQ//ghrB//glpR//recN//adiY//nadE//ptsH//feoB//hxpB//dadA//pspA//ubiH//dmlA//uidC//lpp//fdnI//ydeM//hprR//purC//hemN//ogrK//gsiC//mutT//uspC//fau//fepG//fepD//argS//frdD//kdsA//ebgA//ycjP//truC//dnaJ//dgkA//ruvB//leuB//gadE//dcuR//pal//bglB//ypdI//
GO_0030002_6	gltD//
GO_0030003_6	cbtA//mraZ//nuoN//asmA//pcnB//btuE//ldtB//glgS//yfgJ//fliA//hldE//glsB//putP//agaV//nikR//mdtA//fliM//tonB//znuB//yiiE//ubiA//yhaO//yhjD//phoP//agp//pyrF//mdtO//trpL//gspJ//
GO_0030004_7	rssA//udk//znuA//adiA//mrdB//ypdF//bacA//dcuD//yraR//frvR//mraZ//
GO_0030007_8	gcl//
GO_0030026_9	ushA//
GO_0030030_4	dkgB//sapA//fabZ//rpmC//fepG//ftsX//infB//ygiB//gyrA//rplJ//rplT//mdtL//yibH//udk//matP//speG//argH//hipB//nfi//queG//panB//yjaZ//rcnB//puuD//phnJ//pagP//serB//ldrA//flgK//
GO_0030031_5	gntK//treA//frmB//ppiC//topA//tsr//bssR//glvB//fsr//nth//yadN//aaeA//dnaE//intQ//flgC//mdtJ//yraJ//rhlB//rhmR//ssb//glcC//
GO_0030091_6	fucP//recQ//pyrL//pta//speG//thrS//tesB//minE//znuB//dusB//
GO_0030104_6	exbD//eptB//preT//tdcC//
GO_0030153_5	ybaM//moeB//
GO_0030155_4	purL//ybhD//
GO_0030162_7	cutC//ybaK//phnP//frlA//yjjU//cyoE//idnK//
GO_0030163_5	feoC//opgC//fucO//cirA//
GO_0030174_9	argA//rutE//yhfS//glsA2//xapA//
GO_0030203_6	moaB//mltA//paaE//wza//mtlA//ybiA//hybA//alsB//aroC//secM//emrY//oppF//ydcZ//nsrR//flgH//valS//yjjI//yfaU//hyi//rpmG//ydfH//rpiA//yghW//copA//rhtC//glpX//dgcQ//insB-4//ompA//casA//cysM//cusB//feaB//casA//yjhP//mutT//kbp//fadH//deaD//yibT//fliS//evgA//yagU//nrfF//thrL//fdoI//yijE//dkgA//pdxJ//carB//ldtD//rodZ//casC//ydiQ//mdtC//trpS//pgm//rpoE//ymgC//yddA//pyrC//gsiC//paoC//
GO_0030243_8	rep//opgG//bglJ//
GO_0030244_9	rsmF//rimI//dicB//
GO_0030258_5	gatY//galF//yjjV//frsA//paaG//nudB//prpC//ttdT//hicA//rpsB//sbcC//gltK//rcnB//lrp//sbcC//ackA//yciE//puuA//ulaR//nac//ydeM//tqsA//slmA//gntU//
GO_0030260_7	umuC//ahpC//xylF//pntA//mcbR//ppsR//prpD//dsbB//
GO_0030261_8	kdpB//
GO_0030307_6	rpsK//
GO_0030308_6	thiM//ygeR//alkA//bipA//torS//
GO_0030320_7	tatD//
GO_0030388_5	ytfE//dosP//yaaY//
GO_0030389_6	xapB//
GO_0030392_7	cpdA//
GO_0030393_5	chbA//
GO_0030488_6	msrA//yfjR//ilvI//fabA//nuoG//pspG//paaZ//lon//rpsN//srmB//yeaD//eamB//ubiI//ybhR//bisC//ybjC//
GO_0030490_10	rlmI//proQ//mug//rpsK//uxaB//
GO_0030497_7	tas//speB//
GO_0030522_4	rlmC//
GO_0030541_4	ade//fadJ//
GO_0030573_6	ydcS//
GO_0030632_8	suhB//gatD//fabH//etk//
GO_0030641_8	yeaV//agaR//rof//tamA//mcrA//cecR//recJ//seqA//arcA//rhtB//
GO_0030643_8	hscB//
GO_0030808_7	yfcP//
GO_0030809_8	queE//
GO_0030920_9	insH-6//
GO_0030961_9	artP//
GO_0030978_7	ybiT//waaZ//ydaN//
GO_0030980_7	ydiV//mipA//ulaE//
GO_0031106_7	ompL//
GO_0031118_8	rcsC//dinI//rclB//pstA//miaA//pcnB//atoS//
GO_0031119_8	truA//nanR//lpoA//ilvE//yehD//intZ//
GO_0031123_8	selD//ycbX//rarA//hisB//mepH//
GO_0031124_9	uxuB//moaD//
GO_0031125_10	yibA//
GO_0031162_5	nuoH//fimC//
GO_0031163_5	soxS//viaA//argF//gatD//afuC//ykfM//yfcQ//ybhP//paoC//cpxP//cusS//dsdC//fhuB//murD//csgG//fdnH//zapD//flgD//
GO_0031167_6	yodD//groS//gsiB//amiB//argK//fucI//uxaB//mdfA//ybjC//npr//yehD//tcyL//nuoE//puuR//mdtM//murD//kefB//yjbE//kdpB//cpxA//nupC//artQ//obgE//ttdR//
GO_0031279_5	yhbY//
GO_0031280_6	rarA//
GO_0031297_7	prfC//yfbU//
GO_0031323_5	insI1//murE//insF-1//hcaR//satP//csgB//araA//secG//livG//relA//priA//insI4//plsC//yggD//cydC//yidD//prc//rbsC//ascB//yajO//yqeA//ibsE//holC//selB//yggT//gntT//aceA//ttdR//mak//psuG//nrdI//flgE//gpt//ftsP//chbF//mioC//dsbB//aroF//atpH//gatA//uhpC//fliZ//narU//argI//suhB//yihT//ftsI//pstB//psuG//hfq//fdhE//sgbH//endA//nirD//csgA//decR//mdoG//tsaD//ahr//tcyN//dmlR//nrdR//tdcF//allS//gltX//dinJ//ygjR//yqgB//yfeR//adeQ//cbpM//ybaK//rsmJ//sixA//feaB//dgcQ//fadR//fadB//ahpC//hokE//nagE//hrsA//evgS//hprS//yejF//garL//ynfK//bamE//menD//ybbN//fliA//rsmF//gntT//mliC//ybaL//glgP//phnG//cmoA//araC//hscB//fimI//ybjC//speF//eutN//abgB//insB-2//gppA//moaE//obgE//abpB//patA//livH//araG//yjiY//yhjR//rhaB//yggX//lptG//fabI//insB-4//ycfL//pyrC//yhcN//metR//eptB//grpE//fetA//yeiE//entF//secD//fabB//livF//phnL//glpK//mlaB//mlaB//nlpD//yehD//ygcO//yddA//ldrB//ridA//eutD//acpT//hdfR//yciG//sdaB//hslR//tktA//minE//yqjA//tehB//yagU//ycfJ//fucA//qorA//cmoM//nagD//dgoK//fhuB//kbp//yhbO//tatD//rbsB//hybG//tdcB//cedA//bglA//ulaF//entB//yehZ//ydhK//otsA//leuO//melR//srlA//chbA//rplO//yihV//lolE//ydaC//dppA//idnO//bcsA//xthA//radD//yegS//betI//miaB//yohC//mutT//uhpT//pdxA//bacA//dmsC//gstA//yidZ//pgl//ygcW//helD//yhbS//acs//leuO//murP//livJ//ispB//rbsC//nikA//cysU//opgD//insA-1//fabA//moeB//ybhI//yieE//glvC//rpsP//betA//glxR//rnlB//zntA//yhjX//wecE//rnlA//agaC//frwB//rihA//cpxP//elbB//pspC//yabI//gshB//sugE//nupX//livM//ibsA//secA//yhjB//mtlD//citT//iscA//hybD//livJ//ygaZ//pepB//arcA//waaQ//groS//acrE//elfG//chiP//nuoB//yphD//yfcQ//dcuS//yieK//livJ//yfbU//gyrA//pppA//tusA//abpA//hemC//nagK//rhmD//msrC//yqaE//hemL//qorA//potE//gmd//marA//mcrA//ldrB//rhlE//mscM//def//mrr//uxaB//ynhF//ftsH//bioP//yjhP//surA//glnK//ubiJ//metE//aroF//tehA//lgt//waaY//allB//ccmF//tsf//lpxK//uhpC//purA//frdB//gntR//bioA//nrfD//purR//murP//cyoE//gfcE//hyaB//umuD//puuB//ymgC//yjtD//tcyP//ynjA//iraP//rpsN//abgA//rhmR//gsiA//ybhF//gsiB//tadA//ybgP//pheP//dhaR//tatC//yieK//acrF//purT//maeA//malX//ebgR//ygdG//otsB//hcp//pgaC//fliS//yfiR//mukB//spy//yfcS//ycfH//trpE//gspE//cysU//hemD//yiaM//
GO_0031324_6	ubiF//asnS//yjjQ//tufA//artQ//bsmA//yadN//yejF//plsX//glpA//rng//rpsM//nlpD//alsK//yaaY//mnmE//zapD//ycjY//sppA//syd//phoP//rffM//srlE//yjjW//yfaV//yadC//nanA//hemN//dps//dcuC//adk//rcnA//cpsG//folP//rnpA//rcdA//rhaM//yfcQ//etp//fliG//hisD//nlpE//nadA//flgH//insB-4//hisB//lysC//fabI//hldE//glpT//greB//araD//yggF//glgP//yjcS//gmd//yejB//guaC//ulaB//rssB//carB//mdoG//secG//gapA//ilvH//fhuF//mglC//casB//hcaR//yraJ//hypF//frmA//sapA//lgt//gudX//osmE//lgt//coaD//hpt//ssuC//envC//ftsN//purA//argD//ybhJ//ymgA//yigB//lptF//ybjG//erfK//ygbI//fadH//ydcO//ppsA//manY//ldrA//cysN//hofN//cca//panC//cynX//diaA//glnA//gntP//mutY//aer//yajO//hsrA//arnT//ygcR//mutL//gspF//acrE//kbp//sodC//yiaJ//menF//tsgA//btuB//ubiG//hdeD//gapA//clpS//elyC//slmA//acnB//artI//yehU//ydeM//ynjD//cpdB//
GO_0031325_6	yicJ//hsrA//moaC//rpmG//fliT//thiL//ulaE//uspF//ybbW//paoC//erfK//sufB//pdeK//insI-2//purF//dedD//purC//narU//cmoA//mraZ//yqcG//srkA//gadW//pfkB//elfA//grcA//narW//frlB//cpsB//ybcC//nrdI//rpsQ//eutA//gcvR//ypdI//narP//fryC//idnT//lsrR//deoA//yghW//zntR//mrp//mepA//ftsK//arnB//kefG//yhdZ//menC//frlB//bipA//rfaD//rpsE//ynhG//mutS//yghW//potH//ynaE//rpnC//flgE//tauD//arsC//hprR//dacC//elfD//pspC//lsrA//araB//recR//degS//proP//gpmM//moaB//ydeI//hybA//greB//rpsT//hokE//nei//gloC//perR//yfbR//yehB//actP//glgS//ydhC//dsbD//map//ydbD//dcuR//rph//
GO_0031326_6	panZ//atpC//aqpZ//matP//yjcO//ompR//ybeF//ghxP//yodD//rpsM//ghxP//setA//tgt//queD//btuC//tbpA//glsA1//chbG//fumB//hemL//nadD//cas2//cdaR//galF//fiu//mrp//ypdI//recF//lamB//garL//yfiF//grpE//sfmD//manY//pgpC//gltB//opgC//gadA//yieH//lplT//yahF//frmR//cysW//sbp//ygeX//appA//kdsD//pinE//dsdC//rpe//sgcX//rhoL//nrfF//murR//uvrC//cca//yfdC//holC//ebgR//lpxK//yijE//yidH//udp//insI3//ycfH//queC//rhtB//lptA//caiT//fdnH//nuoF//ymgF//galP//yjbG//nhaA//fhuF//nirB//uxuR//dnaA//yphC//iraD//rplS//envC//murC//rpsG//pyrG//sdhC//slt//hdeB//hyaB//hldE//murP//rhsD//ftsN//proW//malK//rlmL//pheS//yfaX//pstC//crp//bepA//yjjQ//ybbW//thiG//fruB//atpC//xanQ//allR//acrR//entF//fucA//cusF//thiQ//napC//aphA//lipA//tynA//yecS//xanQ//gatZ//yieK//secE//abpA//nmpC//sfmD//ydjE//entB//bamE//kdgT//tsr//ralR//rlmD//gldA//ybhA//cfa//comR//dmsB//hyaD//arsR//narU//yfgI//gnsB//gmd//trmD//lolA//lacI//ycbB//gadX//yigB//yjbE//hyfR//hprR//bioD2//ydiO//cedA//fhuC//menB//yeeL//pdeK//cfa//osmY//truD//waaY//rfe//napD//queC//hyfR//cra//fepC//moaD//lacZ//dsdC//aer//mscL//rseP//fumB//sfmD//scpC//pinE//paaF//ykgM//yajR//aaeR//yegD//frvB//amiD//plsC//oppB//ydaV//hemG//rlmC//sstT//tsf//dgoR//elaA//cysZ//betA//paaZ//prpR//yccA//rplY//rhoL//rayT//fnr//pepD//yfbV//rhaT//fadI//hisA//yqaA//casB//mdh//hofO//gspF//yggT//nrfD//bamB//gfcE//sthA//pliG//ghxP//zwf//ssb//secA//yahD//yafE//potC//tolR//mdtG//panZ//ygfI//tehB//amiC//malG//thyA//pdeF//ygiV//manA//aes//tolQ//atpB//hpt//yibT//gspJ//rzpD//yodD//casD//glgC//malY//yeeA//sixA//hprS//cyoB//ybdR//yieE//torC//mdoG//yahB//ykgF//csgG//hmp//nikD//rssB//ltaE//mdtB//argP//rnr//lgoT//seqA//rhaD//fucK//gsiA//ybaO//mltF//dxr//aceF//mscM//norR//narI//citE//aspS//ytfP//hybG//alaC//caiB//ymgA//gsiD//leuS//rsuA//gdhA//melB//arnB//yibF//ulaD//dgcM//ssuD//yciK//xisR//cyaA//arfA//astB//abgR//rhmD//selA//narG//chiP//eamB//cyoE//tatB//gapA//glsB//ycdY//
GO_0031327_7	pflC//tsaD//glpG//topA//aspS//cyoC//alaC//yfbS//cpoB//gpmM//nfsB//add//hipB//waaY//dinB//yadN//norR//leuD//parC//dxr//uspC//ydiF//ygiN//yaaA//hypC//trpS//insI4//gcvA//yjeI//rluE//gcvH//frdC//rffG//aroD//rhaM//gspF//actP//mlaC//ihfA//tcdA//yedX//sfmC//fbaA//rfbD//pbpC//thrS//upp//diaA//dtpB//yafQ//mrdA//yehZ//otsA//recX//yqgF//polB//fliD//cusA//mgrB//pheA//decR//dcuS//adk//nagA//folX//yphD//nadC//yafC//rsmI//cas2//cspA//hokB//ygbN//nrfD//ybiJ//rpsQ//ulaD//yjjW//prmC//yieL//rspB//argO//uspF//moaE//yfhH//mdtA//mdtD//lsrR//rplL//yghO//yiaM//menH//cynT//yahB//chbB//ssuA//nrdE//ldtB//ybiS//ispB//sodC//argC//afuC//rtcB//recN//mdtL//hlyE//ybiW//cmtB//ydeO//speA//pfkA//rplK//setA//uhpC//mdoD//marR//gph//cvpA//comR//iscS//
GO_0031328_7	yfcR//rarD//bfr//waaU//agaA//cspB//iscU//rimI//dapD//yqcC//rhoL//ydcM//yidH//mdtI//thiI//ypdC//malG//ygcR//cysZ//thiP//iclR//sanA//yghW//yjjX//uspC//lrhA//ihfA//artP//hofP//manY//fadJ//ycaO//insH-6//livH//rraB//yafQ//xylB//ubiH//ackA//yiaJ//yeaE//fdoG//spoT//rpsK//nhaR//cmoA//panF//moaC//hrpA//fryC//hofQ//lplT//fabH//gadE//rpnD//nanK//pepD//dkgA//gltX//pncB//rhlE//yadM//hisH//maoP//ygeV//ynjD//narH//rpmE//nrdB//ompR//ravA//ulaD//rfaE//ybaO//ptrA//pflC//nfsB//lysC//yhfK//cutC//yeiE//
GO_0031329_6	dcuS//gatY//argP//tpx//uhpT//malQ//rrrD//sfmD//sdhB//
GO_0031330_7	fepE//
GO_0031331_7	ybaE//kdpF//
GO_0031333_6	rhaT//yciK//recJ//rclR//ykgA//ppiC//ycfH//frlA//yiaT//uhpT//
GO_0031334_6	rbsA//pstB//fabR//mscK//dgkA//fkpB//malY//hybE//rdgB//ydjJ//yfdR//
GO_0031341_4	feoB//
GO_0031342_5	ygbL//
GO_0031344_6	emrB//mazF//feoA//hyfC//osmE//
GO_0031345_7	pntB//lpoA//
GO_0031346_7	insI1//ybdH//tyrB//
GO_0031365_7	otsA//folD//rraB//lgoD//phnM//ycjR//hyfF//
GO_0031399_7	udk//rplN//menB//
GO_0031400_8	evgA//
GO_0031401_8	rplR//prkB//
GO_0031437_8	pspD//
GO_0031439_9	focB//
GO_0031455_5	prc//dcd//
GO_0031456_6	lldD//pntA//
GO_0031460_7	ttdR//gluQ//rihA//patZ//lptG//ruvA//yehD//gpt//insI3//ogrK//cusR//tolR//
GO_0031506_7	aceB//
GO_0031554_7	pflC//ygfI//rpiR//potC//dtpB//cvpA//hrpA//yggD//zitB//pstB//ygjH//gloB//fryC//yfaX//rlmA//dtpA//rbfA//rimI//focA//acpP//
GO_0031555_8	recE//eutB//lptC//ascG//argD//nanC//
GO_0031556_9	dsdA//abgR//
GO_0031564_8	yajR//pal//yegD//lysA//purB//yfcP//hemE//gloA//crcB//ymfA//priC//ybhA//rpnA//
GO_0031589_4	clsA//frdB//sfmH//yagG//avtA//yibH//arfB//rlmD//rimL//adeQ//yaaJ//xisE//yaaY//aas//bglA//
GO_0031638_7	lysS//
GO_0031640_3	tcyJ//lasT//gcvH//cobS//lysS//
GO_0031647_4	frvA//sgrT//bglA//prkB//fklB//ilvB//epmC//
GO_0031648_5	yhbO//
GO_0031667_5	yqcG//miaA//xthA//smpB//metR//atpH//nrdH//waaL//nac//uhpC//cobS//cusA//yebG//sodB//rimO//trxC//yodD//pdxK//rplR//ybdR//pfkB//rfaD//entS//betI//tolA//yafS//pheA//dhaL//helD//ygeX//srmB//hlyE//eptC//pepT//rfbD//gppA//frlB//blc//waaA//xylF//kdpA//
GO_0031668_4	rhmD//fetB//ilvC//yqgB//hisQ//dcd//frvR//insI3//hofM//rpsS//azoR//aas//aes//betI//trpGD//rseB//fimD//thiM//yphC//cdaR//cutA//rlmC//deaD//uvrB//ybcL//frdD//cdaR//cheA//zupT//prfC//yfjR//csgA//relA//plsB//dld//ytfT//lyxK//lacZ//yahI//zapC//rclA//bcsA//dacA//yfcS//hemC//groS//gcvR//yihR//cysW//prlC//yhfS//mhpB//rppH//
GO_0031669_5	nrfC//aroH//fryB//ttdA//csdA//pheT//nagZ//alsK//aqpZ//alaS//ycfH//sdhD//cptB//rutD//zraS//yqcG//rfaG//adeD//yigB//dinD//cvrA//eamA//flgB//lolC//aaeA//aaeB//cyoC//dapD//yfbR//prfC//tatD//
GO_0031670_5	ogt//yahF//gloB//
GO_0032025_6	lysP//yddL//
GO_0032026_6	lldD//yehT//serA//
GO_0032048_8	pyrE//ppc//pdxK//
GO_0032049_8	mdtB//atoS//abgR//
GO_0032055_6	lpcA//
GO_0032069_6	glrR//focA//yaaY//holC//ogt//
GO_0032074_7	helD//yfeO//phoP//yeeJ//rpmJ//
GO_0032091_6	yfcQ//
GO_0032147_9	glcE//
GO_0032150_8	casB//
GO_0032185_6	yrdA//
GO_0032194_8	ugpE//
GO_0032196_3	yihW//dmlR//fryC//ybgQ//adhE//waaB//gadE//yagF//prfC//narK//yggX//kch//phnN//
GO_0032238_6	ompG//
GO_0032259_3	raiA//rffM//elfD//ddpA//nirB//yjbG//caiF//phr//emrB//lpxL//dusB//yieK//setB//mocA//ackA//srmB//ybhG//glnS//norR//ybdH//wcaC//prmC//mrdA//efp//nusG//ibsD//yciV//flgJ//tmk//rpsQ//rzpD//zupT//rplP//glvC//thrB//rplE//rnpA//yjiA//iraP//betB//gcd//csgD//cas2//yidQ//pcm//hslO//rapZ//insI1//ftsX//frmA//ascF//yejB//ftsW//elfD//cydA//ynhG//treB//
GO_0032261_6	gph//osmY//cysU//
GO_0032262_6	atoB//
GO_0032263_7	fimE//waaU//
GO_0032264_7	insK//envR//
GO_0032265_7	yihI//
GO_0032268_6	yihR//ygiB//epmC//guaC//tdh//iraD//arnB//yfbS//nuoL//argS//kdpF//yfdS//fimG//gadC//msrQ//pldB//uup//mppA//yiaM//fhuF//preA//ydfD//rhaS//dauA//rhmD//yqiH//prlC//rhaD//puuR//hybO//fucA//ispG//rapZ//bioA//bfr//frdC//rhaM//yfiC//livK//iscU//flgC//lamB//yfeR//msrQ//malE//puuD//
GO_0032269_7	acrF//bamD//clsC//ygcR//rcnB//rnc//proC//fixA//mltG//csgA//tgt//uup//flgM//hxpA//alpA//narU//yiaA//lpoB//rof//dedD//mraZ//cspI//prlF//aldA//asmA//pspA//rzpD//tusA//
GO_0032270_7	pnp//gspJ//tatC//yjiR//lgoT//mepS//degQ//lipA//cpdA//mgtL//
GO_0032271_6	recR//surA//
GO_0032272_7	opgH//baeS//
GO_0032297_10	znuB//mraZ//glnH//
GO_0032298_10	flgH//nupG//
GO_0032324_6	ccmC//fhlA//rarA//
GO_0032328_7	mngA//mdaB//
GO_0032329_7	ykgA//trpE//sapA//hemC//
GO_0032359_7	mdtA//zraS//ydeM//
GO_0032386_6	dut//sodB//
GO_0032392_7	purC//slyD//xylA//rpsR//srmB//tcyJ//rpsE//sgcC//hicB//ibsD//yebQ//hemF//yjaZ//
GO_0032409_4	yfgO//rpoE//sgrT//yjhC//
GO_0032410_5	elaB//
GO_0032411_5	metF//ampG//
GO_0032412_6	sufE//ldtC//entC//yciH//
GO_0032413_6	iraM//
GO_0032414_6	glpC//argC//
GO_0032445_10	malI//cusR//mngA//ygjK//gntK//
GO_0032459_6	yigL//
GO_0032462_7	ydcR//
GO_0032465_6	thiE//kbaY//hisM//bioD2//pnp//
GO_0032466_7	murR//yiaF//
GO_0032467_7	yhjD//
GO_0032506_4	mpaA//yqaE//murE//narP//kbaY//arfA//feoA//narU//fau//hns//clcB//
GO_0032508_8	sppA//luxS//envY//aroH//kbp//ydhQ//aroA//dapD//nhaB//fruB//accB//ydeE//paaF//
GO_0032535_4	guaB//nuoI//sixA//yeeO//yieH//
GO_0032774_6	gutQ//flhE//trmH//ilvA//decR//caiF//rsuA//nimR//chbG//rfaB//basS//flhD//cheZ//gltD//ruvA//ubiJ//zapB//fimI//ydaV//ynaE//gabT//yjcE//nrfE//ydeT//uvrY//ispF//dgcZ//gcvP//bioA//tyrA//queF//lpp//mtlR//ubiC//kdsA//insA-1//mrdA//ulaB//metQ//yehU//wzc//hcaE//nagD//dsbG//fdoI//frc//bglJ//glnE//rsmA//pgaC//fabR//ybhD//rhtC//sfmD//cutA//mhpC//mog//xthA//mfd//mdoD//ileS//rhaT//rlmA//dusC//pphB//hypT//abpA//tag//paaF//pgaB//dld//cysM//mntR//alaC//ppsR//yihU//rffG//lpxH//csgF//ydhJ//yciK//kdgK//queG//yidE//rpsA//rluA//umuC//dtpC//yjaZ//yhdX//sodC//cmoA//yhfK//glgA//adeD//narX//dicA//acpT//moaC//yjhI//yebG//speE//frdC//ogt//hexR//gntU//hybD//yjaA//yqjI//uspG//fabI//gudD//kgtP//cysM//moaC//pheS//insK//ycjD//zinT//insA-1//rluD//ogt//ygaZ//ydeM//ligB//hemF//intA//pspG//trkA//
GO_0032775_6	ycgB//rclB//thrC//
GO_0032776_6	dgcZ//
GO_0032780_7	rffG//ydhJ//
GO_0032781_7	ydiQ//yhjA//truA//
GO_0032784_8	waaP//yeaD//
GO_0032787_7	fdhD//menA//cusB//bcsA//topA//yhcN//ydjJ//hisD//torD//lacY//rpsT//rspB//paaB//yieK//bluR//pheP//hofM//menI//mhpC//chbG//setB//ybjN//sbmA//nlpD//prc//epmB//ycfL//ybfA//ftsB//hcaD//rnhB//wzyE//artP//ubiA//yddG//apaH//ygbM//iraP//waaY//greB//hemB//mazF//yghO//rng//clsC//pheM//ptsI//rluD//sapA//dnaN//aspA//cynX//hscC//hemH//mdtC//acpH//sspB//tilS//flgA//yhjB//aaeA//glmS//lyxK//holA//ilvE//aaeA//yafS//kbaZ//rraB//nikD//phnM//cof//casB//rplK//rpsP//flgM//tsaE//fre//nhaR//rzoD//rcsA//fes//ybcQ//hemF//nlpA//gutM//ybiT//phnG//hybC//csdA//yhgF//carB//flgJ//purB//ppiD//hofC//rclC//nrfA//gshA//rpsD//tilS//ligA//tadA//accC//manZ//rhoL//ybiJ//bdm//ybfE//rplD//cysM//pth//tktB//mdtE//dacC//rihC//garL//nepI//appY//araH//alr//bcr//cfa//rplJ//pykF//mdlA//yoeE//ghoT//betB//kbp//yfaU//rnt//coaD//yegT//ybaL//glgA//waaL//dpiA//yqgF//pepQ//potE//cpdA//yegS//yqjI//shiA//rfe//napB//yafO//cheR//phnP//rzpD//dicA//ypdI//msrQ//xylA//emrB//valS//rrrD//ratA//alsA//mdtC//rhaB//nagC//psd//mscM//mutM//pstA//gspE//ldcA//allR//gatA//ade//fumA//ybgQ//sodA//pliG//rpoE//pphB//yhcN//ycjQ//wzb//ftsY//rraB//ridA//gltL//mltD//lysS//ycjR//gatZ//yicJ//asnS//yphB//mnmA//ridA//lpxP//rplK//aceK//pheT//rspB//flgJ//ftsY//kdsC//xapB//
GO_0032790_6	pdxH//glmS//
GO_0032879_4	ggt//yibT//pstS//ydiP//rdgB//rpsI//elaB//iscU//galS//hybA//fepA//yejB//ulaE//nuoN//symE//potE//ugpC//hisB//cueR//yidE//waaZ//garK//btuE//tehA//narV//glnE//sppA//hyaD//
GO_0032880_5	tcyN//prmB//rluE//
GO_0032881_6	marA//yidZ//ahr//katE//
GO_0032885_7	phnL//ynhG//hofC//
GO_0032940_3	nfuA//nei//asnB//abpB//sucB//polB//cyoB//
GO_0032950_7	kdsC//
GO_0032951_8	ackA//
GO_0032954_7	dxs//oppB//fepD//
GO_0032955_6	tolA//dam//ydjM//
GO_0032973_7	rcnR//cpdB//sgcX//sfsB//yggP//
GO_0032978_7	ydfD//rcsA//mntP//fabI//
GO_0032984_5	ybjC//rlmB//dppC//speD//rbsB//gatD//nrdA//glgX//chaC//
GO_0032988_6	lapA//yraR//
GO_0032989_4	mltA//
GO_0033013_5	flgH//dnaG//pflC//yoeB//ybaL//yjjB//rutE//cadC//cca//hyfF//galU//cvpA//caiE//feoA//yfaU//tas//elaA//yohC//phoP//gshB//ftsN//
