#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rcsC//ftsN//idi//rpoH//
GO_0043547_7	iraP//sstT//lplA//
GO_0043549_6	alsK//ssuC//
GO_0043555_5	mgtL//recT//
GO_0043562_6	yadV//pyrE//
GO_0043570_6	valS//napD//ubiE//
GO_0043571_7	sohB//panE//idnD//
GO_0043603_5	cpsB//rimI//srlD//bioH//dnaT//nrdA//atoB//ycgV//bioD//dapD//yebG//frmA//yneE//galU//trmA//psuT//pppA//cynT//btuD//cyoD//tynA//torR//pspC//mlc//nrdR//flgB//pabA//hemG//pdxB//adhE//kdgR//amyA//lysA//rlmI//udk//pepA//barA//fhuC//cyoE//mobA//yiaM//nadC//cysU//ybiJ//queA//opgG//tusE//smrA//rplX//cynT//gnsB//ugd//ompT//pabC//ymdB//nfuA//soxS//bioF//actP//wecC//cusB//potH//epd//yggX//yqjA//fucI//rihA//lon//dnaB//hdeA//mepS//rfbX//tauB//ybdG//ruvC//sapF//cecR//rfaH//hybB//ybaK//yadN//purT//livH//bglB//infC//nagC//rpoD//mgtA//rpsH//menF//yadI//ampG//tnaC//ynhG//ubiH//rfbD//yaaA//fimG//lacI//ispB//opgH//yebQ//waaY//bioD//uhpC//mutY//wcaC//fhuC//hybD//bioD//phnC//dacA//deaD//elaB//dnaT//rcsF//dps//glnA//ymdB//ulaE//dtpD//glnP//cmtB//yfcA//exuR//yaiP//glsB//
GO_0043604_6	ibpA//hybE//nikC//zapC//hycB//dinQ//ycaO//sufS//mdlA//lpxT//yibT//yggP//dmsB//yaiW//guaD//uhpB//flgM//ybdZ//ytfR//ygaZ//thrL//aspC//pgaB//rspB//sufE//msrQ//cobU//ybiJ//ydcR//gcd//ygeR//garL//purU//ybaE//rhtC//mipA//yhjC//rtcR//ygeX//rlmN//mnmE//serS//alaA//ravA//selB//gor//glnH//flgI//obgE//yeiG//ralR//napD//fruK//bcp//rplM//csiR//manZ//cdaR//ynfE//dsbA//sodB//ccmA//appA//lasT//mdtM//coaD//nrdA//hyfR//atpF//mngA//pspF//ribC//yihU//proA//murQ//mutS//ynfH//ada//yneE//rpmB//paaF//evgS//yjaZ//dnaJ//tdh//rpsP//dgcJ//fabZ//ldhA//scpB//gstB//iclR//mlaD//decR//sseA//fes//soxS//yieK//ruvB//
GO_0043605_6	dinQ//yfdC//ydaC//cusF//menA//
GO_0043610_4	hemL//
GO_0043624_6	bluF//mliC//leuE//rfaD//cusS//tsaC//nagC//
GO_0043628_9	yehP//trmB//narX//
GO_0043631_7	gcd//envY//
GO_0043647_5	trpGD//modA//
GO_0043648_7	glpG//htpX//uacT//ebgR//manA//fumC//cpxA//hscB//metE//kbaY//insF-1//mcrB//nlpD//rimM//wecA//yhjD//psuG//rbsA//yoeE//lpxL//hdeB//fetB//rimI//gshA//gadE//mrdA//asnS//macA//mtr//cydB//bcr//sfmF//sspB//sxy//gshA//ispF//ypjD//speC//yicJ//luxS//iscR//aceK//yjiA//ydaN//paaA//lysU//murC//ccmD//galE//pyrL//aroA//rhmR//ydiZ//waaY//cnu//lapB//mmuM//sdaA//pspF//idnD//hldE//coaD//aaeA//ypdI//yphF//nuoB//rimL//narP//lysA//ilvE//bdm//thiC//paaK//yafS//
GO_0043649_7	hemG//tauA//clpX//rsuA//cydB//hflX//glvC//bcsQ//tolC//nuoI//pgi//
GO_0043650_7	ubiX//clpA//rsgA//acpH//ygfZ//napC//yahF//artP//rapZ//fumA//prc//cusA//flgH//araD//yadM//lptB//hipB//livK//sgcE//dosP//cbrA//mdlA//gspJ//rcsC//yihR//yhjB//frdB//
GO_0043686_7	cas1//
GO_0043687_7	ulaD//hflD//glnH//csgF//ihfA//emrE//tig//
GO_0043708_5	moaC//gcl//flhA//yaaY//yegS//flgG//ykfM//fhuD//melR//mgrB//bioB//sxy//panZ//narL//nhaA//
GO_0043709_6	mlaF//rffC//nirB//flgJ//yjeI//rcdA//yphD//rplJ//basS//
GO_0043711_5	yraJ//yhdZ//minE//gcvA//hyaC//ydiK//pinR//phoB//gfcE//lolD//cspA//dmsB//proP//adk//tas//znuB//nrfD//rlmB//nrfA//glgB//gpr//
GO_0043900_4	fimC//dhaR//hipB//yhdJ//rpnD//betI//yfhM//dicB//frsA//rnlB//folX//lacI//tdh//
GO_0043901_5	recC//nimT//mnmE//yehT//
GO_0043902_5	frdD//cueO//
GO_0043933_4	rbbA//rplQ//fdx//sapC//gcvR//betA//norV//trkA//yahO//narY//cusF//yddA//clpP//aspS//yhhT//osmC//cheR//xthA//prpD//bipA//recT//uvrC//sbp//mcbA//chaA//selD//ibsA//dhaK//fbp//yjhH//kdgT//pflB//ydiQ//paaE//kdpB//dbpA//yhaO//napB//insI1//yehZ//yihI//deoA//yjbH//ycgR//rho//aspS//pdeL//fdhF//hprS//rplK//moaD//mgsA//ygbI//tilS//sanA//acrR//ybhJ//aslB//yfiR//gutQ//fhuD//dapD//nusG//alsE//glpF//ispU//prlC//grcA//gcd//csdA//queF//mglB//fdoH//rlmJ//ilvI//ptsG//dcuA//gldA//ynfE//rsmI//yjiY//kdgR//ybaL//lptD//lptF//insH-5//yehP//clcA//yhjC//rayT//asnB//zipA//spy//yagG//yfbV//garL//apt//ytfR//rrrD//fhuB//
GO_0043952_7	yedL//ygiB//yadI//glnL//cptB//
GO_0043953_7	csgF//araH//ydeI//rpoA//
GO_0044003_5	ycfL//ribB//paaX//fsr//
GO_0044004_6	hcaB//tatD//nrfC//dsbC//
GO_0044010_5	mprA//murE//tamB//purB//lpxM//rplY//kefB//cbeA//cobB//pcm//panZ//tcyL//gatC//rpsN//ydhK//gfcE//rbsB//uxuA//lsrA//csrA//ydcZ//mltA//dsdC//narW//nlpD//cca//psd//rfaD//bioF//rpnD//
GO_0044011_4	rffM//ydiP//rraB//srlB//fhuB//amiA//pspD//ftsL//
GO_0044036_5	garL//wecA//nrdG//yhaC//yadM//glsB//cyoA//pyrH//appB//bglJ//ycjQ//rcsC//aceK//queE//sucB//fliT//tynA//rdgC//yohC//malE//appY//ssuC//ycjU//ycbU//rnlA//plsB//dnaK//fhuD//cpdA//sdhE//nagA//sgrT//recF//uspG//oppD//cdh//rbsR//trmB//potE//rsfS//trmO//kdsA//ilvL//coaD//pgm//ppiA//elfG//
GO_0044038_6	insB-2//ptsH//ivbL//yadK//uof//ubiB//narJ//waaL//insA-1//alsA//flgI//glnQ//bamD//nadC//ftsI//cspD//yehU//hxpA//ygcR//dnaT//paaZ//paoC//yfdR//gabD//potE//ycjR//murP//nfuA//ghoT//ldtC//fabH//pnuC//paoC//opgE//crr//yihO//yebG//yahI//murJ//yfcV//sthA//yehP//thrA//
GO_0044042_6	garR//nagD//proW//nikA//frwB//nanA//ybbY//ymgC//fabB//yadI//potD//gudP//csiD//sbcD//tisB//dacD//potH//trmI//radA//bacA//csiD//
GO_0044070_7	qorA//oxyR//mliC//rfaQ//
GO_0044085_3	bioB//bglF//rpsB//cueO//cvrA//ygeW//focB//hda//recF//gmhB//yehZ//sdhE//ilvM//tpx//alaS//arnT//mobA//pstA//kdpA//
GO_0044087_4	rbsD//yfeD//ibsE//ycfJ//sgcC//roxA//metK//smpB//dpiB//sfmD//casA//kefB//gspE//lldR//gloA//cirA//thrS//ssuD//cbrA//srmB//ynfK//nrdB//rzoD//yeeJ//xanP//hdeD//acrB//thiG//yiaO//dcp//hybE//lsrC//pbpC//mltG//
GO_0044089_5	fimF//nupG//ampE//eptC//ypdA//ttdT//ybiW//hslO//lapB//nrdG//yihI//gyrB//setB//
GO_0044092_4	ubiD//malQ//frmR//norW//rplC//ydjH//glrK//lgoR//ulaA//pinQ//thiD//sufE//yphD//puuE//hcaB//ftsL//tolQ//kdpC//rdgB//rbsC//ileS//kgtP//fliA//frvA//glsB//argE//hyaD//dps//fimG//purC//secE//rph//msbA//citX//sucB//rimL//
GO_0044093_4	wza//rlmM//hofN//nudC//mepS//bioB//fbaA//mdoG//ogt//icd//sfmD//codA//ptrA//cpsG//folM//acs//mocA//yghO//araB//yaiW//hypT//artI//focA//tap//insA-2//iaaA//yhjB//
GO_0044106_5	uhpB//rraA//pyrB//csgE//cof//fucA//ppc//mdtF//arfA//yhjV//rpiB//atoC//wzzB//fhlA//hprR//yddL//lptA//actP//recX//malQ//narQ//nrdF//cbtA//yiaJ//ydaN//rplO//rffH//
GO_0044179_5	maa//
GO_0044208_7	frlC//
GO_0044237_3	insI3//feoC//apt//ilvL//aaeB//fkpA//matP//lpxC//mocA//torY//ackA//tnaB//tusE//trmO//infC//frvB//dhaR//sgcC//lepB//opgC//fepC//chbF//kdsC//abgT//prpR//nanR//truC//pdhR//artI//livF//fucP//phoB//yaaU//pspA//rihB//rimK//pdeD//tbpA//ybgI//iraM//ybfE//ftsA//tolA//thiL//fabD//symE//modA//rzoR//minE//rpsD//garK//gsiA//agaS//hmp//clsA//dsbD//pdxH//ratA//mhpD//argK//citG//flgC//yjjG//frmR//aaeR//serB//ghoS//ybfE//ebgR//ydcT//alsK//avtA//secM//cheW//menA//pstS//ppiA//nlpD//hofQ//ssuC//tdcD//tas//rffT//yjhI//insI1//gatA//speG//rsmF//rng//uvrY//sdiA//yehB//ybaQ//frdC//glyA//mutL//yhcN//dacC//bipA//uspF//uxaB//idnT//ftsQ//crp//ispH//tufB//ycjD//bhsA//talB//oxyR//lepB//narU//asnA//cdd//napA//prfB//glyA//aroA//nanT//rsmH//insF-1//fadH//ccmA//ibpB//aceB//phnC//acrE//aceK//yjbB//hdeA//purN//yphB//rseP//casD//metL//chpB//yjjQ//afuC//hflX//xylF//tyrB//yadN//mdaB//cydB//ogt//aldB//mrr//sucD//infC//murI//ybiX//yedF//murC//hyaA//frwB//fadB//yadG//ynjD//rof//yifB//nuoE//mepS//focA//yfdR//sfmA//yggN//dut//trg//yfeW//mdtJ//pdxA//pncB//ptrA//acpT//mutM//gcvT//fimF//ynfF//pldB//phnG//sufA//mrcA//sfmC//ampE//cydB//ybiV//solA//wzyE//maeA//frdA//yciT//gadB//queG//yafS//narY//infC//yaiV//wcaC//yahN//entH//garD//xylF//aroB//yjbB//yphF//yiaM//ycfL//citT//uhpT//yibA//stpA//fliZ//prs//kbaY//acpT//cusR//fadM//ftnB//glpT//sfmF//mreD//pncB//glpD//cutA//casD//ibsA//pyrH//dinI//amiD//edd//yqgB//mtlD//purD//accC//sgbE//dsbD//trmD//rhaB//blc//ykgF//cbrC//yehY//ubiG//lldD//mreD//cmtA//yaaJ//epmB//acrE//nudC//rsgA//gstB//tsf//rhtC//epmC//pck//speF//insH-5//araB//sfmD//elfD//rsfS//glpB//elaD//lrp//uvrB//tsf//rplP//phnK//gcl//paaZ//zupT//yeaV//yphD//metF//ralR//fbaA//ydhQ//yehW//rsmG//uhpC//mrdA//cysI//gloB//sfmA//syd//fdhF//cnu//rraB//aceB//eutN//tufA//yciA//kdsC//trxA//menA//ppk//yjbH//hisP//oxc//speB//treA//ygdG//cueR//flgC//ybeQ//yrfG//mutH//agaA//gltK//dsbG//hicA//manX//prlF//yphF//yfcQ//ykfM//adhE//ligB//mreD//nac//fabB//araF//casB//hyaD//hybB//yciK//bssR//tufA//eutK//ccmF//dhaM//mltB//eutN//bcsA//emrE//mnmA//sfmH//yfgI//yedF//cysG//napC//pheA//ftsN//cmoB//cmk//grpE//yfcG//caiE//nupX//ompT//acpT//mscS//modA//qseC//clpP//dhaM//sdhB//yihL//nagD//dctA//purB//yidL//lptC//rsmF//secA//proP//ybcF//mngR//nusA//ftsK//cyaA//ycjD//bamD//fieF//hdfR//ldhA//aaeR//seqA//atpE//fsr//dgoD//ghrB//rnpA//ydeT//cpdA//ynjD//wecA//ygjR//symE//aroF//hdeB//pdxY//leuS//grxD//ruvA//yfjV//pdeK//djlC//gpmA//pheS//btuR//galU//araH//edd//ddlB//lpxH//pncB//yraJ//yafQ//obgE//groS//tufA//yfdK//ribF//malS//napC//mdtI//wcaB//uxuR//minD//rffT//ompW//yeiE//asmA//tcyJ//tonB//rhaT//tatD//rhaR//gpp//purA//hypT//glnD//opgG//caiB//insB-4//narG//yhgH//sppA//eutB//tufB//ppsR//rlmF//radA//hisP//pspD//gpr//yfiC//fhuC//ldtB//lysC//rnc//flgG//pntB//ivy//queA//gnd//hflK//zur//tsr//lpxL//basR//wzc//clpS//cho//msrC//topA//malZ//cysP//yfcA//wcaB//alr//aspC//aroD//tmcA//cusB//adk//bepA//ybcJ//btuB//kdpF//sapA//era//dppC//clsC//narP//dtpB//pphB//narQ//waaA//ybhP//wzc//cysG//ybiA//wzyE//rrrD//yoaA//gpp//rffC//sbcD//rcnB//araD//ygaV//modB//zapA//htrE//relA//fimD//ettA//tyrS//yfeO//hfq//atpG//fmt//efp//hybD//glcA//gatZ//yjfF//dinI//feoC//katE//pfkA//entB//ybdO//yiaM//yaiW//elbB//umuC//clpB//ompT//ydfG//ptrA//rmuC//guaA//nuoL//sdhE//clsC//copA//murD//napC//aspS//ybdH//waaY//bdcA//ttdR//atpD//rpsS//pspC//epd//rcnR//pgpB//glmU//narQ//serB//uidA//gapC//pepD//puuD//paaF//yhjA//hofO//modC//rfaD//cobS//rbsD//cas1//patZ//add//fsr//dtpA//purR//ydjJ//ycaO//uxaA//sbp//ccmH//glsA//rsmF//ydiF//trkH//pepT//ytfE//patD//bluR//fbaA//mdtJ//lsrR//rpoD//yhjD//tmk//glsA2//pbpC//torD//ascF//yidR//upp//narI//hlyE//avtA//dtpC//xapB//hyi//yhbY//cspE//folM//trpS//fadI//ebgA//acpH//ybiJ//hybE//intQ//ddpA//raiA//ftsP//yicJ//cobS//rplW//cusR//yfiR//nrfD//atpB//allC//flhD//rpsI//lsrA//clcA//nanE//pcm//artI//ygcO//dnaG//borD//rhaA//allB//yiaB//zapD//mltC//flgD//fbaA//recF//frvA//kdpE//polB//accD//pepD//lrp//pepB//yciK//yedF//ssuA//btuE//uidA//mfd//manY//bamE//gspF//wza//hsdM//yihO//hokE//cyoA//clsB//cobT//yhdJ//malX//xanQ//nfi//topAI//srlD//chbB//dbpA//modC//mrdA//dauA//otsA//uxuR//tag//nei//nikE//iscS//glnP//rlmM//gmd//eptA//pck//arsC//opgD//xisE//gloB//glxK//mscK//rzoR//argE//yebG//perR//znuA//macA//hinT//ftsW//waaQ//cbpM//yphF//lrhA//mobA//ycjU//fre//metK//rplO//mltA//rpmC//mdlB//lldD//pinQ//deoA//acrB//yjaA//yddL//leuO//gldA//cusA//xapB//yggN//fliS//elfA//yejE//arcA//nuoL//hyaA//degQ//ydjH//ibaG//ptsP//uhpA//znuC//ydcZ//hflX//cutA//lgoR//opgH//potC//ppk//glpK//moaA//ybiV//mutH//lpp//hflX//ydiO//mltD//asnC//ampE//puuD//moaC//cecR//cpsB//treA//idnD//ybaL//yraN//ilvN//mrcA//uxaB//pnuC//dgoT//yibH//lacI//gadC//dtpC//araF//tqsA//mtlD//ybjN//mscM//cmtA//hprS//glgC//ycgV//rbfA//lolC//rppH//elbB//waaL//leuE//yfcU//pyrG//rfaB//sodB//araC//metC//cobS//galT//pheT//rpsG//ihfA//yadV//atpH//dmlR//gadW//csrA//xanQ//rutA//xapR//ybaO//sbcB//menH//sfmA//yjiY//sxy//yggN//metL//ldtE//speB//ygiV//ibsD//ydaC//priB//rsmH//yfaV//sufE//yhhY//lptG//rlmD//sdhA//rpsD//opgC//cysU//opgG//yggF//ompF//rutG//rluA//potC//nemA//elfG//rpiB//recA//chbF//yfaV//tolQ//dapD//ghxQ//ulaB//rplY//ygdG//pgsA//asnA//srmB//maeA//fiu//dnaB//casE//potC//secA//uxuB//metI//insH-6//yghO//glpB//dacC//hyaD//hisC//yqiJ//phnK//agaR//adeQ//leuS//umuD//psuG//rseP//nrfC//mdtN//cspE//artM//yjeI//zapB//mscL//tmcA//ycjU//dapA//ypdA//rsmJ//aroP//dadA//ybbY//aaeA//ndh//rtcR//accC//dsbA//diaA//ykgF//dtpB//melR//nagB//icd//arnF//rimJ//yehA//glgC//alaS//yoeE//rimP//modA//ydbK//waaC//rcsA//csiR//lipA//htrE//rimK//ydeT//argA//entC//csiR//ygjR//zntR//bhsA//yfeD//ibsE//yohD//msrP//ilvI//argA//pepA//glcD//aroP//hsdM//glvB//insB-2//chpB//zapA//ybcJ//potB//nrdI//mhpC//mobA//insH-5//menH//galU//agp//iclR//yhjD//rpmA//glpG//glgB//fucO//yiiE//acrD//kefC//frwD//ybeQ//malF//arnT//oppC//deoA//serA//ihfA//tktA//gltX//gltD//hybG//rluC//purF//hycH//ytfQ//yfjV//yoeE//bolA//hycH//xylG//ghxP//dicC//dicC//ptsN//napA//hypE//ulaG//iaaA//hisQ//lpcA//hypC//arnT//waaL//purN//nagC//rplP//atpH//yfaU//gmk//ydhK//phnK//fdoH//polA//yggF//ydaN//yeaK//narP//uhpB//ftsX//fetA//ydjH//prpD//thiG//cvpA//yidP//rsuA//rimM//rnb//tauD//xanQ//hyfC//dbpA//dsbG//eutD//ubiC//fimH//nuoI//minC//intS//surA//cusC//yhdW//yggD//yfeX//yafE//ftsY//cysM//tsaB//yhaV//lysS//potG//citT//wcaC//ftsN//miaB//waaJ//pdeD//osmE//ykgO//sdiA//csgA//hprR//slt//manA//fabD//argA//purN//potH//rplX//ybcJ//rclC//ibsB//dnaN//tap//rplR//nrdG//pldB//murC//murR//tnaC//surE//secA//ampH//yghB//dapA//ubiC//yfbS//sgbU//glsA//hcaR//casA//yhbX//sucD//treC//trmL//narU//yaaJ//perR//rplY//dacB//murF//proB//pinR//alkA//dacB//tsgA//gsiC//exuT//gltP//narQ//sdhD//galK//rho//zraR//grcA//cas2//glnA//sad//hokE//ydeP//pflB//ybhF//mntR//ridA//manX//kch//kdpD//clcA//yjaZ//rlpA//chiP//dusB//fryA//secF//hofN//yqaA//rna//yeeA//sgcX//adeP//fumB//cvpA//glcA//fimC//yedP//speE//rapA//crcB//mhpT//tnaC//fimH//galM//dsbG//astB//kdgK//hybD//trpR//ibsC//mdtI//yhhT//gabT//mgrB//acpT//fadL//nadE//hslV//fabR//alkB//atoB//trpC//yjhP//paaJ//nsrR//ssuC//wza//rzpR//ridA//rtcB//nsrR//yiiE//nirC//higA//tsf//oxyR//deoB//mdaB//dppA//lpxB//folX//allC//fimH//cusC//ybdM//ycbX//rho//gltB//uhpC//waaA//glgP//paaG//ftsY//mnmE//rutG//gabD//ldhA//menD//ybjL//rpsJ//yciA//glcB//sspA//hha//lolC//uxuB//ycjY//thiD//metB//rplW//galU//yciV//pntA//yadM//mntP//map//yqcC//recB//frvB//dnaJ//yejE//trpL//tnaA//kduD//ugpC//ycbV//rcsC//frmA//kdsB//cyaA//bcp//mhpD//pepA//hemN//rcnB//sdaA//alaA//ygeW//lysA//yhjV//thiG//prfA//rplQ//cysS//nrdA//mprA//sufE//mlaB//cynS//ybfA//hemA//frlB//gpsA//yfaX//rnlA//mcrB//malF//hisS//abgR//kdgR//fsr//hxpA//soxS//hemD//fabZ//insI1//yghO//yqiJ//fes//ligB//cspG//trmL//alkB//rhmD//afuB//exbB//pdeD//mlaD//yqaE//ypdB//ebgR//hisD//dgoR//pgl//ppsR//rsgA//dcuR//yeeL//codA//brnQ//mnaT//gnd//mtr//ydfH//lpxP//rcnA//hslV//fdhE//argO//ugd//bioC//slyA//kbaZ//ftsQ//ahr//yihW//yeaV//yihO//chbR//codB//betA//yqaE//kdsB//avtA//hycI//pldB//eutA//gyrB//yaaY//argR//nirB//yeiL//bolA//phnK//groL//dgoR//araG//yddG//arfB//xisE//osmE//suhB//comR//dtpB//iscS//hscA//nhaB//relA//insI4//nagD//efeO//bglA//yhjR//ydfH//moeA//hprS//pyrB//yihV//ybjI//rpsB//thiD//epmB//yneL//opgG//ygjK//yohD//umpH//fixB//rsmF//fumA//iscX//ssuE//ygiW//yibH//cutC//accC//bglF//hybF//yidQ//flgI//rayT//astC//trmA//ibpB//envY//ydiF//ispA//dedD//mtlR//kdgR//nemA//yiaO//bioF//uxaB//dedD//flgM//ybcM//sspB//adiA//fumB//yeaG//add//yfeO//garP//cra//ytfR//asnA//sbcC//fdhF//sdhA//ligB//tolB//macA//pspG//rbsC//glnB//mutS//fadB//rbsB//lysC//queA//ygjR//lplA//nadD//ompC//pyrC//yhjB//nupX//radD//yhbX//yehX//ydfG//metF//mepS//galU//yajD//erpA//srlB//yqeG//yidA//gadW//caiD//bglF//surA//garL//ybiY//fcl//yhhY//iscA//pinQ//ghxQ//cdd//dmlA//ynjD//btuC//sugE//bepA//fsr//wcaB//yhcN//rayT//pgaC//hchA//cmoB//rapZ//gloB//gntR//yaiW//uof//blr//ilvD//fepE//mhpD//aroB//rssA//fecD//rplY//dgcN//prfB//znuB//eutK//pflC//mdoG//pepN//osmY//tatA//btuB//cpdB//glcA//gspJ//cstA//purD//ykfI//lsrG//holE//lysR//glgC//yaiP//arnA//pppA//phoP//lpxB//fetA//rpsJ//zntA//putA//yebZ//rutB//cyoE//ybiI//yfcQ//fliZ//idnO//ugpB//nadE//epmB//ybdO//betI//alsA//acs//fliK//yjhG//ydiZ//mraZ//gpp//cbtA//rpnC//yejE//hycH//gltX//clsC//insB-2//tonB//ispU//yfbV//nth//gnd//spy//lpxB//lpxM//lolE//znuC//cdgI//ttdR//nhaR//rplS//secA//tsr//lpxT//hisG//glgS//lapB//nadB//srkA//appA//lsrR//aceK//eutA//yggF//tas//ravA//hsdM//rzpD//ybaL//udp//gapC//mcbA//hofC//guaA//rsmA//ybaT//ssuA//glsB//waaB//yhaO//csiR//yieH//umpH//ccmD//ygjK//yeaD//murP//glnP//gntK//mgtL//yfcV//nadD//yadM//uvrC//casE//trpB//dgoA//yhgF//polB//ycbX//fryC//yihL//adk//tcdA//sfmC//fur//yajR//hdfR//thiG//garK//yehY//yhjX//znuB//ftnB//yihU//yqcC//moaA//narX//hflC//fhuB//cptB//srlD//cdaR//mmuM//ynjA//fryC//yqaA//entF//yneL//metQ//norW//yggD//ydcS//tyrS//folD//bipA//serC//
