#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	hldE//gntU//arnF//menH//
GO_0032269_7	pdeK//yidH//dicA//recC//ygiB//sapD//yfeO//rclB//allC//araG//recR//citE//yhdZ//ispU//yahF//rlpA//rlpA//fdnI//mreD//msrC//yedF//seqA//eco//thiL//asnB//dmlR//abgT//aspA//
GO_0032270_7	nuoN//rplL//ung//yiaN//fepE//potF//proB//csdE//ftsL//nadC//
GO_0032271_6	rsmG//menF//
GO_0032272_7	rffC//yajD//
GO_0032297_10	sfsB//dosP//trg//
GO_0032298_10	nhaA//yfaL//
GO_0032324_6	glmU//hmp//tyrS//
GO_0032328_7	csgA//gadA//
GO_0032329_7	ychF//tap//eutR//yahB//
GO_0032359_7	rplI//mdlA//rzpR//
GO_0032386_6	phnH//envZ//
GO_0032392_7	ulaG//ftsB//xylG//pheP//wcaB//ralR//ppiA//kduI//pliG//adiC//iscS//yhjR//yraJ//
GO_0032409_4	yqiJ//intF//manZ//mepS//
GO_0032410_5	ubiA//
GO_0032411_5	ybjC//crfC//
GO_0032412_6	dacA//gyrA//tisB//narG//
GO_0032413_6	avtA//
GO_0032414_6	cydD//rhaA//
GO_0032445_10	exuR//ycjY//glpG//nuoN//rffM//
GO_0032459_6	tus//
GO_0032462_7	mglA//
GO_0032465_6	ygeV//dsbD//ftsQ//ydeI//treR//
GO_0032466_7	secF//icd//
GO_0032467_7	yijE//
GO_0032506_4	tehA//ybbY//dnaE//ihfB//yhhT//yihS//pyrL//nei//kdgR//yajQ//msrP//
GO_0032508_8	glmM//gnd//glnE//cycA//csiD//ibpB//yibF//rihB//trg//murC//malG//sdaA//btuE//
GO_0032535_4	panF//vsr//malF//setC//gmd//
GO_0032774_6	allR//opgC//spy//wcaB//insH-6//dsbA//recC//marA//yagU//yhdZ//rsmG//feoB//ygcW//ybbY//yehB//yceK//galK//macB//hypD//eco//efeO//asmA//pgsA//pmbA//yehD//hflX//rseB//fkpA//folM//narH//mtgA//ffh//aroD//sdaC//yheT//ddpA//yoaA//mhpR//ynfH//citC//acrZ//garP//ilvD//tdcA//glcB//ilvL//yfcP//mcrA//pdxB//yecS//yaiV//prpB//sucC//yagU//argC//nuoH//rbsC//casE//pdxY//yggN//glpT//gldA//ispA//cvrA//yhbS//glcE//rnt//artI//paaA//rpmJ//pyrF//yqiJ//entE//erfK//aroA//potB//ftsI//hupB//rpsQ//acpH//paaC//lldP//exbB//pdxJ//hisI//prmB//gatZ//ybbW//tig//rsmG//nfo//ppsA//phoB//yfaL//oppC//betB//ykfI//ais//speD//yfdC//arsB//hcaT//aroF//yiaA//hupB//ppk//purU//yejF//phnK//rplO//htpG//lexA//betI//rodZ//fdhF//nudC//lon//malK//gppA//ratA//hemH//hcaR//betB//hofP//glpK//mazF//htpX//nagA//tsaC//
GO_0032775_6	yicJ//yfdG//yiaF//
GO_0032776_6	hcaT//
GO_0032780_7	hrsA//gadX//
GO_0032781_7	opgH//sugE//nirB//
GO_0032784_8	thiI//lptF//
GO_0032787_7	yeiG//ribA//rng//glxR//ygbN//dmsB//secE//ybhF//rsfS//gatA//ybdH//deoB//cusA//yjiR//cdsA//sgrT//mtfA//lptD//lepB//ybhF//acrR//ugpC//qseB//yehZ//dosP//hisQ//panE//tolB//yfeO//rssA//envZ//ccmA//trmL//dkgB//cbtA//glcC//waaO//chpS//nemR//sapB//ppiD//aceK//ade//uspC//lipA//rstB//sugE//mdaB//hemB//paaH//setB//lapB//pckA//mrcA//wecA//ftsK//ptsH//yddG//yihU//arnA//ugpB//garD//mprA//menC//btuF//thrS//mrr//yddG//add//cyaA//adiY//mdoD//recT//nimR//arfA//yccA//agaW//proB//gspF//ogt//rfaE//lpoB//lysU//uacT//yciA//astB//murB//ycbV//cdh//pdxH//yidC//wrbA//ubiF//lldR//rcsB//ompL//fhuF//argK//rutC//fabB//trxC//dsbA//actP//napD//marR//rcsB//uidC//fieF//sfmF//lgoD//dkgB//prfB//lacY//nupC//ivy//eno//garR//mngB//mltG//lolB//grpE//rpsH//smrA//ybaO//ansA//purA//ptsH//yahB//glvC//ybhP//eutN//mngR//alkA//ldcA//cueO//yjiA//ytfQ//trpE//prpB//lysA//phnO//rpnB//minD//clcB//poxB//sutR//artQ//ptsH//suhB//ileS//fes//envR//murQ//queC//yohC//rluB//yehZ//bcsQ//rstB//ybcC//gabT//fdoI//holA//artJ//ibsE//norR//dapB//lipB//fruB//ugpB//yeeJ//sufC//sixA//proS//thrA//hyfA//gsiD//ydcI//mgsA//sgcC//yjjV//ybiW//ndh//acs//cysU//pinE//emrE//panB//ycjQ//edd//dppC//pykA//ycaN//torD//add//ubiE//sgcE//nuoI//mobA//yefM//ptsG//nrfD//gsiD//
GO_0032790_6	flgK//secA//
GO_0032879_4	rutR//dapA//yihP//glpR//tdcF//rppH//rcnA//rbsD//ybiO//ynfE//zitB//hemF//ftsQ//rfaH//bioC//clpS//crcB//deoA//lamB//nanE//hisA//gspI//yceO//rbsK//galP//pphA//fabZ//kdsC//
GO_0032880_5	nuoN//uxaC//ydaN//
GO_0032881_6	ypdI//pdeR//eutN//eamA//
GO_0032885_7	mlaD//ychF//yfaL//
GO_0032940_3	cho//phnO//hrpA//tktB//ycfH//arnD//phnC//
GO_0032950_7	yjeI//
GO_0032951_8	phnP//
GO_0032954_7	nsrR//flhE//garD//
GO_0032955_6	nupX//mdh//obgE//
GO_0032973_7	yajD//topB//sodA//fimG//ltaE//
GO_0032978_7	appC//erpA//paaC//sfmA//
GO_0032984_5	aphA//napC//rplE//bioD2//tauA//yieF//rfaH//pyrB//elaB//
GO_0032988_6	rhaR//eutA//
GO_0032989_4	ppsR//
GO_0033013_5	mrdB//livG//potB//zraS//gshA//tdk//yqcC//rpoH//chbC//csgF//wcaB//otsA//insF-1//ulaE//argI//puuD//gabD//speC//ypdF//uxaC//rlmI//
GO_0033014_6	galF//hemE//casE//dmsA//rhtB//ydaC//crr//hycB//frmA//birA//rnd//aceA//fepD//rihC//yihS//fepC//yddG//pphB//trmI//cptB//metC//
GO_0033036_3	mfd//trmA//gatY//preT//carB//dxs//yhcD//alsK//ypdC//hisP//rutB//fhuC//glnP//thiC//tauB//mtlR//uxuR//speG//ompN//gyrA//caiT//djlC//nrfF//chaC//ubiJ//tsx//hemE//ubiF//ybcL//ilvI//gsiB//fdrA//feaB//hda//rsmB//astB//gatD//dgoA//mmuM//yqcG//citE//srlR//yecS//ybjX//sgbU//shoB//nrdH//rlmM//yrfG//
GO_0033043_6	ftnA//argE//mutT//bglF//yeaK//
GO_0033044_7	leuO//
GO_0033051_5	cbrA//
GO_0033120_8	proS//
GO_0033157_7	ygiV//fbp//
GO_0033194_5	alaE//wcaJ//lapA//kgtP//
GO_0033195_5	fsr//
GO_0033212_10	fixC//ybhD//bacA//mliC//gltS//
GO_0033214_11	lldD//ssuD//
GO_0033228_8	ybiT//psd//ybiW//yafQ//
GO_0033238_6	prmB//eptA//dtpA//tatA//
GO_0033240_7	rph//
GO_0033317_7	murC//yciE//yeiL//kdsB//
GO_0033319_5	rpnA//
GO_0033320_6	rimI//
GO_0033345_8	ascG//
GO_0033353_5	rbsC//
GO_0033359_7	ydjM//cpoB//
GO_0033365_6	dcuD//
GO_0033383_6	clpA//
GO_0033384_6	ybjN//
GO_0033388_7	carA//
GO_0033477_5	nrdB//
GO_0033499_8	bglH//lsrC//yfcA//orn//nlpD//rapZ//ybjN//
GO_0033517_5	pagP//
GO_0033518_6	rclC//
GO_0033526_7	exbD//aaeB//holC//napF//
GO_0033539_7	yeaV//thiG//lplA//
GO_0033542_7	agp//kdsC//
GO_0033543_8	tsaC//
GO_0033554_4	araG//ibaG//wbbK//yeeA//hscA//yidK//clpS//fimH//yhgF//frdD//trmD//cspI//folE//ais//yfeR//opgH//iap//tqsA//nanR//rtcR//ackA//basS//creB//yahK//glyS//nagD//carB//hypB//sgbH//nudF//trmD//nei//sufC//yafS//puuE//murJ//yhaC//ygbM//roxA//yihX//yhbY//pspC//dicA//ugd//mog//fadH//rssA//yadI//ydhJ//purL//hda//elfA//abgA//menE//pykA//ypdA//ugpE//pyrH//ampG//rpmG//adiC//phnG//yneE//dauA//glgX//sfmC//potH//ilvC//yneE//ribC//focB//asnB//yghW//recT//entE//ybjG//luxS//lepA//ymgC//hypF//minC//bioA//treF//yidC//dnaB//modA//araC//thiC//appA//mzrA//yehT//ybdR//xylE//glcE//ydbK//bepA//arnF//coaA//cmtA//pstB//yeeY//ybaT//artM//mutT//pcnB//ynbD//yjgX//rnt//gph//uspB//aroL//hemD//ytfE//nadE//tas//bepA//chaA//ydaV//znuC//endA//xerC//cysZ//ydeI//mdh//tktA//exbB//rpe//vsr//pinR//aroG//livK//marR//menA//lyxK//bsmA//agaW//hscA//tatC//flgD//dcm//mrdB//ilvL//oppF//metI//betB//prlF//ybjC//tusB//yhdH//ybhP//yraK//yceK//topB//hybA//cptB//yihQ//recO//exuT//pth//mraY//csgF//insH-5//rarA//rlmJ//secE//pmbA//tsaB//yadN//araH//tdcG//pepT//pheM//dacA//gcl//panE//pgi//ybjI//thrS//cobS//ulaA//emrE//hemA//mrdB//rhlE//hypB//pfkA//iscR//hemE//codA//fucP//ydiP//ftsK//recT//priC//folD//yiaN//queE//bamD//fliA//sucD//npr//eptC//mutT//yjgX//pdeH//def//ygiB//add//mrr//codA//pgaD//napD//hemA//trxC//secE//fau//nuoI//ibaG//yfeO//osmE//leuD//ycjY//yraI//pdeF//yddA//dapA//lacZ//rplI//allR//mnmA//yfgJ//hscB//yeaD//glnA//uidR//sppA//ydfH//mcbR//casB//fabH//crfC//mutM//ycaN//argG//murE//lysS//lysA//yidE//mglB//dinJ//mog//yhcD//iscS//oppA//gnd//ldhA//cho//grcA//ugd//mnmA//clsB//rlmJ//napA//trpR//lptD//valS//ilvB//cydD//tusA//cfa//trkA//insF-1//yecS//rfaG//yfdC//phoP//sucD//mdtQ//cysD//dacC//cadC//tatB//cysU//pgaA//ldtE//lrhA//bioD1//hcaE//dnaE//ibsA//rluD//zur//frsA//ygcW//ybcJ//pepN//prfA//rpsT//rluD//cbrC//nlpD//ihfB//kefF//atpG//torI//sodB//livH//cpsB//uvrB//purL//murR//dsbD//rpnD//ulaD//ydeI//orn//lsrA//yajL//cobU//gloB//hipA//hscB//obgE//insI3//
GO_0033559_6	fumC//
GO_0033567_6	csgD//
GO_0033585_7	tqsA//lptC//
GO_0033609_8	rluF//
GO_0033611_8	hemE//
GO_0033674_7	dtpC//
GO_0033683_7	hpf//
GO_0033692_6	waaP//pdhR//ivy//hprS//atoB//dicA//paaD//flgC//cysU//yihT//wrbA//iclR//paaK//ugpE//metL//fepD//dnaX//entC//nikA//paaE//hyfR//dctR//alaS//fruK//gmhB//hisA//hofC//mhpA//ravA//bdcR//aroC//lpxD//yeaK//rpmC//dsdC//pepQ//pspA//malI//yaaY//queF//yoaB//yrfG//rlpA//pstB//acrB//mtlR//narW//
GO_0033865_6	ydhC//acnA//yfdO//csgF//metQ//mglB//tmcA//
GO_0033866_7	thiM//arnD//kdpC//nrdG//
GO_0033875_7	opgD//bcp//tgt//rna//nrfF//lpxL//yjhC//
GO_0034030_8	pdeL//eno//nrfG//rmf//
GO_0034032_6	chbG//erfK//fetB//znuA//citT//tnaB//minD//
GO_0034033_7	cbpM//casB//allD//rlmD//
GO_0034035_7	narI//cobC//yeaK//
GO_0034059_4	glcE//hyaD//
GO_0034192_7	cmoM//tcyN//rng//
GO_0034193_7	yadK//
GO_0034194_8	nikD//eutD//rbsA//
GO_0034195_8	ivy//
GO_0034198_6	mqsA//flhE//ycaO//
GO_0034203_6	yfeW//
GO_0034204_5	rplD//bssR//
GO_0034213_6	pinR//
GO_0034214_7	fliG//adeP//thiQ//glrK//
GO_0034219_6	nadD//fabA//cobU//narZ//uacT//uvrY//yehY//pdeF//hypA//moeA//galF//kdsC//ymfK//gspI//proV//araH//fucK//sapB//metE//cspG//ybdR//ymgC//arcA//kch//thrS//yjjB//yciF//yabI//yehD//yehP//ompT//lysP//tolQ//xylF//hypC//rcsF//etk//xylG//yhbS//gadE//nuoM//tabA//priC//pgi//agaV//csgF//idnO//mak//agp//ybhP//pck//pntB//mog//yrbG//puuB//cmk//relA//yciF//map//nuoG//ygfZ//ugd//ybcL//alkA//dctR//insB-2//relA//adiY//cydB//psd//gatZ//ynfL//lgoR//idnD//hprS//yehA//fsr//gadE//rluF//intF//sthA//yihX//menB//gltL//eutB//edd//efeO//argI//rclR//garR//cheA//feoC//puuD//ymjB//
GO_0034220_6	sufS//pth//nuoN//ghxP//rstB//mhpD//ynaI//uidC//dnaC//yhbX//patD//eutK//focB//qseB//intS//corA//kduD//setC//yefM//dinJ//ynbB//ccmF//xylH//agaD//ykgO//eptC//pck//ugpE//fliD//yidL//mprA//proW//mglC//ydfH//dnaX//ybjL//prpR//frdC//pliG//yihP//rcsD//dcuR//yhfS//nagK//rihB//emrE//asnS//pheM//groS//pepN//fadK//ogrK//glrK//rpoH//glgC//folA//alr//fur//gnd//ampG//rapZ//rppH//rpsT//fliS//pspG//rcsD//ydcR//bglF//lpxC//phnP//fruK//thiG//ybbW//dcuD//arnA//elfC//dgt//yqaB//hslR//menA//rnc//cspA//mhpT//yddA//dsbB//frdB//pdeF//tamB//mdaB//insI-1//hdeA//dinI//dcuA//yjfF//clpX//dinB//dsdC//pdxB//nupX//gldA//ompW//ccmG//ydcP//yrbG//elfG//yjcO//glgX//dnaK//rplD//yidE//ilvC//elfC//tyrR//umuC//yqeF//asnB//argE//rpmB//kdpB//ycgV//gyrB//yhgH//hisD//nuoH//chbC//cnu//csdE//xapB//rcsD//yiaO//ybbY//wzb//pabB//murA//ispH//gspF//yhjD//fkpA//metN//yddG//rhmD//hisD//prfA//cmtB//citC//cysA//intE//rmf//malY//crl//adhP//yhfK//uof//yjhB//sgbH//yhhY//frwD//pdxY//ynfE//rpmG//araG//pdeR//tusE//paaK//speA//tauD//ycjU//nth//fiu//murG//gloB//frr//spy//cysI//ralR//
GO_0034224_6	mltG//araA//
GO_0034227_8	alsB//ybbN//narG//ispF//wecC//pgaB//ariR//glnK//
GO_0034248_6	elaB//gadE//dosP//lsrK//speD//hypD//fabI//clpA//yiiM//mhpT//folD//glyS//hisD//yjjX//tauA//putA//yhhY//relB//mtlA//rplF//purR//recE//sodA//insH-5//murQ//rffC//dkgB//dld//atoS//aroG//kdgR//dinQ//perR//grxD//macA//yhjX//trpA//sgbE//rfaD//fadR//xanQ//
GO_0034249_7	znuC//ubiF//agaC//lit//truC//sdaC//nanS//nagD//rssA//gadW//nadA//rpsP//ccmF//rpoA//fadM//nuoB//coaA//ibsA//citG//wzzB//hslV//rpoS//yfgI//xapA//cpdA//
GO_0034250_7	puuE//lipA//narK//abgT//recX//rraB//fadA//
GO_0034258_8	dcuS//
GO_0034260_5	lit//
GO_0034285_6	rpmG//
GO_0034286_7	uspE//
GO_0034288_6	cueR//
GO_0034289_7	murF//
GO_0034308_5	fdnI//manY//alaC//wza//uhpC//nagZ//yijE//aaeR//hisQ//ibsC//opgB//
GO_0034309_6	torS//yfaU//maeA//
GO_0034310_6	thiL//grcA//murP//tisB//frvB//yehT//
GO_0034311_6	agaV//degS//lysS//
GO_0034312_7	setB//ydeT//
GO_0034313_7	hcp//
GO_0034337_3	cynS//gcvA//
GO_0034355_7	bluF//bioD1//pgrR//barA//
GO_0034401_5	ffh//
GO_0034404_5	hyfC//tauC//amtB//ybjG//birA//nrdA//gsiC//waaZ//pspG//ydeI//osmF//rpoH//rpiB//garK//mlaF//sbmA//hpt//lepB//hslV//ybcF//glcE//creB//rmf//hipA//gnd//zupT//rplL//mutH//insI1//uof//recJ//ydeP//ydcT//yidE//dinI//nrfB//yajD//holD//yghW//yqjI//acrA//ispF//yadV//fabZ//xseA//acpS//hxpB//galT//melB//sspA//
GO_0034414_9	truA//
GO_0034421_8	uvrD//
GO_0034440_4	srlA//hybB//nhaA//dam//mgtL//arfB//mtgA//yghU//oppD//dpiB//mglB//yifB//rluE//glmM//phnH//fepB//ybjX//gntU//recQ//frwC//
GO_0034470_8	bamC//clpS//xanQ//ugpA//bglB//yggF//bolA//abgB//accB//yddM//rfbB//yhhT//gcvT//ytfP//yegD//cbl//yecS//mrr//gnsB//hemB//rpnC//pdeR//atpG//yggP//yjhH//tsaB//codB//entA//recC//rfaG//tsf//yehX//phoP//hemH//fdoG//yjjI//pheP//glnB//rluC//frvA//ydhJ//ldrA//ybcL//gcl//tdcE//dmsA//selA//nanA//yagG//metQ//rrrQ//hemB//slyA//udp//tsgA//dtpD//elfC//lolD//envY//pdeL//yfbV//ddpA//lspA//apaH//secF//dgt//malE//yjhC//ygiB//hemL//lolC//hexR//mepS//htpG//cheW//hyi//mdoD//mog//kup//lsrG//pdxY//ugpE//chbB//fis//sdhB//dgcN//tmcA//ydcT//rmuC//potH//smpB//amiC//avtA//rne//
GO_0034471_9	rluA//carB//ftsQ//fliS//
GO_0034552_7	rusA//
GO_0034599_5	sseA//puuA//eco//yjcO//dcuC//hupA//higA//cheB//moaE//pyrC//pdhR//potH//rimI//yrfG//casC//grxD//ulaR//yegD//yddL//ldcC//dgcQ//surA//rhlB//
GO_0034605_5	ypdB//cstA//yabI//yqeF//asnC//dppB//yfdK//rlmJ//cysN//
GO_0034613_5	fdhE//acrD//ttdR//sstT//perR//pdxA//elaB//glnS//ompF//acrF//trkH//araD//frvR//srlR//yieE//cspA//rutR//
GO_0034614_6	basR//hicA//rne//thiI//rnhA//skp//ycfL//mdfA//sfmA//hisD//scpB//yqcC//ansB//
GO_0034620_6	glxK//rpsH//treC//rpsS//
GO_0034622_6	cnu//rpsM//sgcB//tsr//trpC//hupA//fliZ//sdhD//csrD//dcp//yeaK//rph//pykA//glcA//mdh//fau//iscS//gnd//spoT//accB//ynaI//aer//gutM//mioC//rpiA//pyrG//tatE//rplB//yphB//yghB//rsmD//ydcR//hlyE//pitA//nikD//proV//yieH//tnaA//gatC//mdaB//phnK//
GO_0034627_10	ydiO//yafQ//yheT//cbrA//cpxR//
GO_0034628_9	rutC//araD//cstA//evgA//yfaX//
GO_0034635_6	ybiY//sufC//fliZ//ychH//yehB//prmB//
GO_0034637_5	amiC//pdeL//etp//narI//miaA//bglH//yghW//hflD//cysZ//ycgB//rclA//nadB//cpoB//exuR//fruB//dcuD//miaB//fimA//hemL//appY//prc//cmk//cyaY//nagZ//ilvA//epmA//dgkA//yaaJ//glpD//rfaG//hdfR//ybaQ//nrdE//glpG//holA//gltB//dxs//betI//tdk//uacT//appC//prpB//lpoB//mepA//frlR//livM//yagE//fbp//ccmE//mazF//
GO_0034641_4	baeR//kdsA//yodD//yehC//dtpD//azoR//manX//hupA//mltB//mtlR//mtlD//paaD//amiC//abpB//nfo//araD//narV//pinR//yqhC//dnaC//mltF//zapE//mocA//rpsK//lysO//gshB//rhaT//ydcR//nemA//hrpA//slyA//nagD//ligA//ypdI//mobA//queF//glnQ//sbmC//fruK//lpp//sad//insF-1//ibpA//yehP//yphB//spy//yqcC//envC//yahI//eptC//cspA//fryA//ftsK//pdeL//zapC//ftsW//xerC//ibsC//rclR//prmA//cas3//chaA//ptrA//cysG//nlpA//hscB//sfmH//ibsE//rcnA//rfe//tsaE//tsx//acrD//hcaD//mppA//nrfB//rpsQ//rhaD//mlaE//ulaE//phnP//yagE//aroK//hupB//fic//parC//rpsJ//dgcF//iscU//purF//rlmA//hybO//lysU//yqaA//citE//phr//yfbS//trpL//hrsA//rtcR//ykgM//cspG//pdxB//hflK//tatD//ribA//hslV//alaC//ftnA//fadD//manA//blc//pgk//lpxP//dnaC//ibaG//yhjG//yagU//dacB//fdrA//dgoT//gpmM//mlaD//ybaE//glgX//yqiH//cecR//recB//lptG//mltG//pyrF//cdh//pepQ//ybcJ//infB//fdhE//cptB//yabI//dicC//aspA//argP//fliL//rfaG//ybeY//yphC//ygeW//tap//lolC//arnB//btuE//aroD//fabD//add//torC//lysU//wzb//hprS//cvrA//ydfD//tsf//waaP//nrfG//rsmD//csgE//nagD//rcnB//sgcE//clpX//mdtL//ilvH//psuT//thiI//hsdM//rtcB//yagG//lpd//chiP//clpS//ppsA//rluE//fruB//yiaO//bioD1//nemR//xapB//acrB//hycI//betA//thrC//thiQ//ribB//artP//yjjQ//lpoA//dgt//insI-1//trmB//ydcR//hycH//ugpA//cstA//fadI//ydjH//lpoA//pdxA//bdcA//patZ//yciE//ycjD//yabI//recD//acrA//insI-2//ymgF//mzrA//gntR//ascG//csgB//yidH//tolC//tufB//yfiR//rsuA//nagC//fur//cyoB//lpxT//nagE//aaeR//ppiD//paaB//hcaR//insF-1//otsB//zraR//obgE//metL//ndh//xylA//xapR//focB//tonB//skp//recC//mreB//cyoC//metR//yfcQ//ascB//bioD2//ybjI//torR//tdcB//tcyL//lpoB//sixA//lipB//pepA//rmuC//tcyL//tatC//ydiR//fhlA//sfmA//abgA//fabA//galR//lsrK//hyaC//flgG//ycbX//pcm//rpmE//sdhA//ibsE//speA//yibF//dmlR//nrdB//lysR//focA//bioF//dkgB//livK//insH-5//entC//pgk//viaA//gabP//copA//tcyP//nadD//rpmH//uacT//pepA//nudC//ydiP//nlpA//eptC//ibpA//glgA//flgC//bfr//hslV//yjjX//gsiB//ydjL//matP//parE//ubiF//sbcB//htpX//gabD//macB//msrP//napB//feoA//adiA//prfB//lrhA//nagA//ybiV//amyA//kdpB//gloC//yfgI//mlc//arsR//gyrB//mraZ//glgC//hemD//yqiH//dgoT//yiaB//aaeR//yjeH//rffM//citG//mug//gntU//hypB//yfcS//yqiG//hybE//ybdH//ttdB//gatA//hybF//ydfG//tsgA//yihT//fucO//uvrA//tyrR//nfuA//tolR//hsdR//hemG//yeiG//mraY//gadX//nrfB//gshB//yehZ//mltA//gcvP//queE//mprA//ymfA//mcbA//radA//proS//bglJ//rraA//rhtB//rodZ//livG//tilS//yihU//uhpA//endA//ppiD//poxB//allS//gapC//yrfG//sixA//glgX//ygeR//lptE//ligB//envR//hybE//rnhA//pheP//thrA//ycaO//agaB//gcd//nrfC//zapE//exbB//priB//emrY//dauA//fdoH//mqsR//yjhP//gltL//srmB//lpoB//tas//hflK//gatZ//ydcS//mfd//phoP//phnI//nuoM//folA//lyxK//mrcA//mazG//narL//dnaX//rhtA//malY//srkA//gltP//modB//rhsD//ompF//yhbX//tcyL//cobB//yfhM//yjjG//guaC//yhcD//kdsC//iraD//dpiA//fsr//tsf//ycgB//oppB//dsbB//ygiB//ravA//fkpA//wzc//flgJ//gabD//mdoG//coaD//phnJ//cpxA//pdeH//lexA//yiaJ//dapB//dcuD//hflD//rnc//fabG//cspD//rhaB//fadA//rplK//ackA//xerD//yfcF//fic//yadK//btuD//yhdZ//metN//atoB//malQ//kdsD//btuR//murB//kefC//elyC//yjbG//phoE//ansA//ralR//yhdH//ydgA//higB//leuC//rhmD//atpD//glsA1//cirA//ldcA//gor//ygeV//nanR//xylH//ybhJ//yojI//ynfE//nemR//rutF//mdh//maa//cueR//fre//yfeO//narP//frvB//tehB//rhaS//hmp//mnaT//purC//ydeP//lolE//rbsB//asd//nikB//insI1//leuS//rfbB//hokB//cysW//sgcA//sodC//ychH//yhdH//nhaB//rpmB//puuB//ygfX//yqgB//rsfS//flgI//yehT//ubiG//ybhR//tatD//exbB//lpp//tatA//mhpD//yhjX//betA//yqhC//yhjX//skp//cbrA//livH//ybjD//gshA//pldB//yicJ//sucA//srmB//btuC//carB//norW//livG//rdgC//rplN//gppA//mocA//gmhB//soxS//abgB//ydjH//ydjL//csgF//trg//lpxD//sfmA//ssb//mdtE//melR//ynaI//rlmE//glcA//arnD//rapA//abgR//yebC//ycjU//acrF//dnaQ//tolQ//yecS//fadR//ptrA//uraA//ftsL//ulaC//yqaB//ddlB//fryC//purF//eptB//ynhF//dedD//mqsR//acnA//viaA//sfmD//folP//yaiV//qseC//cydD//mak//lyxK//pspC//pcm//fbaA//fieF//yfcG//insA-2//nadK//frmA//yqhD//fhuC//pyrF//ybiO//pstC//phnM//flgC//maoP//mglB//ytfT//ydiP//rpmH//pphB//rzpR//ibsE//envC//queF//waaP//metC//ltaE//nimR//elfG//astB//ycgR//minD//frdB//proA//fabR//nikD//cho//garD//sucC//yihV//norV//treF//mngA//alaA//nanK//tadA//znuB//talB//mntP//uidA//holD//ptsI//arnB//csrD//cydA//efeO//ibsC//ttdT//oppB//chbF//plsB//ulaB//glsA1//ribC//hslJ//yghG//crp//frvA//norW//mqsR//pheS//napF//yejF//hipB//amiC//tcdA//ndh//rfaB//caiE//narY//sfsB//ubiC//aroF//paaC//aaeR//rplB//ttdT//kdsB//rutB//ybjC//bhsA//cysN//aroK//yidZ//hrpA//yehX//glcA//alkA//yhfK//cueR//paaE//rihA//dacC//yraJ//plsX//ybiH//ihfA//kdsB//tdh//ilvN//apt//glpA//ybdH//xanP//speB//cspC//yjiY//dut//dkgB//eptA//yadG//yadV//gadE//nrdR//flgI//yceK//rhlE//rpmJ//gpp//ubiJ//trmO//greB//torY//yacG//dgcF//nuoG//recC//yadC//yhjB//yjjG//mog//soxS//nlpD//mglA//apaH//dpiA//moeB//ogrK//mlaC//cyoE//zwf//tktB//mutM//yegS//thiL//yraI//ulaE//cheY//waaB//rfaD//yjjG//waaJ//ybiW//yghW//rfaE//fpr//yhdH//gutQ//bacA//hisP//murF//gntK//cstA//rpsN//pykA//lapB//ccmF//flgB//ppsR//mdtN//proQ//opgC//ynfF//ratA//fimA//mdtQ//oppC//allR//panZ//oppC//hisG//lpxB//yehU//rluF//ybcF//yqaE//betA//yhcH//tdcA//
GO_0034644_7	yfaX//tamA//
