#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	crl//yaiW//mtr//dnaG//
GO_0044242_5	bamE//mcbA//ygaH//insA-2//yfaE//fsr//galR//kbaY//ompT//ruvB//ybiI//nuoN//gltP//uidA//rclA//uhpA//insI-2//yceK//hycA//clcB//nlpI//prpB//
GO_0044247_6	ydfH//ybcQ//rhtC//fepD//rpmB//
GO_0044248_4	cmoB//fepD//otsA//matP//sixA//yodD//mraY//thrA//cobS//xylH//nadK//rpiB//pgm//ybiI//yqcC//mscK//fimG//pgl//ybjX//yefM//cusF//yjhC//tatD//kbaZ//tsaD//ebgR//rimP//mtlR//rplX//ompC//bamB//fliA//hypT//proV//maeA//cspE//glcD//fdoG//yebZ//gutM//hrsA//eutB//yciV//sdaB//nikD//lptF//yahI//mipA//ftsA//yfgI//luxS//rnb//trmH//nanE//ygjK//yphB//motA//coaD//cysM//ydiK//yhbX//pspG//yahN//galF//ubiA//hyaA//ybjN//cysG//murP//hyfA//bglF//bssR//bisC//nudB//cspE//wzzB//prlF//yfiE//appB//bepA//hicB//curA//citX//yghO//gstB//clsC//fixB//yebC//yggT//xisE//allB//puuD//yiaN//gspF//yqhD//lexA//aas//nfsB//rarD//waaL//cfa//iscR//cdgI//thyA//ybhD//murI//rpsM//ldcA//uspC//amiB//mdoG//gatZ//mscL//xthA//apaH//msrP//pdxJ//hinT//dinQ//frmB//mprA//casC//lolC//flgA//argD//manX//ygfX//yjbB//yqcG//recE//fliA//cobC//tag//ybiI//bipA//leuB//asnS//yehT//yihX//ribC//hflC//yjaZ//ihfA//chbC//ynfK//acpH//infC//cof//cytR//ymfK//kdpD//yraJ//msrQ//ssb//yicJ//mdtI//envC//malY//nirC//ugpE//zraS//waaG//yebK//preA//glnL//gsiA//dgcZ//cvpA//entF//tusB//baeS//glcD//clsA//alaC//yiaT//zupT//gntT//rplO//cydC//serC//pheT//gabP//yejB//ampD//nupG//yhbO//rnd//cysZ//gadX//garL//leuO//alaA//citC//rbbA//rsmF//ychH//ynfF//waaC//livF//ldcC//deoC//agaI//zinT//ibpB//wzzB//csiD//ldtE//aceF//elfG//fecC//ldcA//ccmH//lldP//nth//napC//elaB//mraZ//waaL//rimJ//hofQ//pdxK//scpB//nudG//putA//mrr//slyD//motA//asnS//prmB//dsdX//cyoB//yfcQ//potG//galE//cspE//gsiD//hypC//msrB//rnt//ybeQ//cheW//miaB//tdcA//umpH//surE//yagU//atpG//viaA//argR//dbpA//aer//hyaD//tag//pldB//ydbD//sseA//spoT//adiY//yiaA//ybjC//rng//tusA//mzrA//phnM//barA//hcaT//rbsK//artP//fecB//yihT//moaD//tar//tufA//guaB//truD//pdhR//phnP//yjtD//rluB//recF//cpdA//melR//dgoA//yoaB//arcC//ydjM//preT//yqgF//yfdC//acrB//malX//ycjW//trmH//ubiA//asnS//fdhD//cbeA//galS//purC//infB//modB//kefB//ydjM//rpoD//ubiJ//uxuR//mdtF//ihfA//cheW//hldE//ivbL//mlaB//waaU//tusB//yrfG//xylG//fadE//envY//recN//yajL//nadK//sugE//smpB//dctA//wzb//nemR//cirA//aroC//rbsK//yhbY//yqgB//yfeW//
GO_0044249_4	rnb//murB//galS//gntP//btuB//ghoS//dmsC//sohB//folE//bcsQ//priA//pflA//tolR//bdcA//dkgB//cheZ//luxS//slmA//serC//setB//rffH//kefG//rpnD//modC//nikR//fruK//ompL//metL//gpmM//dcuB//hiuH//rpiR//gadX//gdhA//ldrA//holA//dedD//nudC//cecR//glgA//tyrB//yqgB//hupA//hybB//adiY//yehC//gspE//yajD//proV//proA//xerC//rseC//malQ//ycgR//rppH//mdtN//uhpC//allS//yehB//fieF//rraA//napC//flgD//glnD//lasT//recT//cheA//thrA//lplA//ybhA//afuC//spy//acrB//ftsI//yceK//yoeE//rbsR//tsaE//proB//feaR//pinE//yehU//glcE//pagP//uxuA//hrsA//nikE//zapC//yihV//yiiM//asnA//puuA//cysC//blc//yhhZ//rnc//hslJ//mrcA//murA//trpB//rdgB//fimG//rdgB//ompA//rhoL//nuoB//alsK//allD//umuD//yjiR//cusS//endA//pspD//eutK//yqaE//lolA//radD//decR//fhuB//ddpA//ubiG//glsB//rarA//uxaA//yohD//rfe//hemA//yadV//ldtE//btuF//fecB//mazG//xapB//rpnA//rsmH//rrrD//rbsC//rapZ//cobT//dtpB//rpsL//tus//asnB//folA//fadM//speE//ybbY//ftsB//yeiE//ortT//hyfR//cspI//lldR//leuS//lacY//cusS//hemC//uspC//ivbL//yadV//mhpA//torR//allS//ptsN//cmoA//hslJ//ykgF//fdoH//mscM//bioD//tdcG//fabB//ybcF//tusC//psd//yjiX//pyrB//priB//galF//cusB//argG//ftsQ//lamB//aaeB//tolA//rpsK//prmB//nadE//artQ//nikE//aroA//alr//rpsP//kduI//bdcA//mhpT//idnK//znuB//uxaA//nfsB//gapC//tomB//rutA//narV//aceB//nikC//arcC//ytfE//agaR//yieF//ydeI//gnsB//lpp//gatD//rpiA//yfgI//lolC//yccS//ampG//phnG//cysQ//fliL//yegD//lpp//elfC//ydhQ//fimE//yfhM//ftsB//dkgB//ppsR//hypF//eamA//ugpB//ymfA//bglF//glcD//csrA//pdxJ//rcsD//eutA//mgsA//yobF//aes//ygeV//fpr//ghxP//ptrA//yidQ//yhcD//hybE//yeiL//deoC//kdsC//thiI//ugd//metG//narQ//dhaM//yijE//ilvI//bipA//ybaE//iclR//hflC//envZ//insI-1//kdpC//cheR//glpX//lldD//manZ//trmI//dmsC//gcvA//rlmA//adeQ//yhaJ//dld//cpsB//wzzE//nemR//aes//fdoG//rne//mepM//yjjV//yeaD//ycdX//purA//acrF//lldR//hycH//yehC//mipA//lptB//ybbW//yajD//allD//trpS//gcvT//leuC//bcp//srlR//ydiP//rfaG//higA//ybgI//viaA//treA//nlpA//sutR//ybdO//uspE//recE//sufC//atpD//ispF//yfaX//ldtB//sfmH//zntR//sgbH//ptsH//birA//relA//pheA//dnaJ//ydeI//rplT//yidA//hypA//ibsA//nikR//yfdG//mtfA//yidC//chbC//dcuB//mscS//priB//lsrB//msrC//rplS//insI-1//metI//yceO//ydiK//selA//purD//ydiP//nrfE//lpxL//cdh//tsx//hybA//cyoA//etp//gapC//trpA//rplT//proX//lysC//ompL//prmA//fucI//kdsC//trmI//rusA//trxC//alaA//ldhA//ybfE//ybhP//csgG//cueO//nagK//proQ//yqiH//ydjJ//mrcA//fsr//aspC//crcB//elbB//ybiT//cydD//potH//lon//ybhF//ecpR//rnlA//ulaG//yfdG//tynA//yjiY//mhpD//dgt//ttdA//gatB//setA//srlA//hybC//tpx//rsmD//dhaM//iraP//allS//iap//ytfP//dinQ//dmlR//deoR//rplC//wzc//xisE//gspI//nagE//yidD//ygeV//yadK//yfjR//rlmD//frwC//sgbE//ubiC//frwD//accA//murJ//ygbM//pgaD//efeO//xylR//proV//borD//ddlB//ydfH//cysN//mcbA//nuoM//amiA//higB//rplI//rpsK//napA//yadN//lon//tas//bioD//msrP//pdeF//sgcA//treB//ilvL//ttdA//xylH//ubiG//recF//murE//patA//yacG//sfmC//ldtD//mug//trkG//ymgA//ymjB//insI-2//yhbX//cmk//ycgV//fadK//ynbB//ppiD//lpxL//bfr//osmF//napC//copA//lldD//umpH//fic//ydiQ//yfeW//rapA//fimB//fecC//aroA//nuoI//artJ//ybdH//ygdG//nanR//cdgI//fnr//ibpA//rssA//dhaK//eamB//arcC//atpA//clcB//polA//xylF//hemN//dinB//yebG//ldcA//gshA//rplS//wecC//rlpA//trxC//mrp//rsmC//msbA//gyrA//hscB//galM//lysC//argH//chbC//iraP//hybA//pstA//napA//ftsH//hfq//dnaG//lysR//kdsA//dppF//yiaM//panZ//ais//polA//nmpC//xylR//waaG//yabI//hycB//ubiA//nadD//ytfP//hda//glgX//bamE//cpsB//thrA//glcD//xylR//rplX//yebK//nmpC//ydeM//selA//rapZ//betA//bioD//nikC//cydD//tilS//fdnG//atpE//rutF//bacA//rhtA//frdC//frvA//araC//gntR//cysA//yraJ//ilvI//norW//panB//yeiE//idi//mlc//hdeB//yphC//yjiY//zwf//ybdH//phnM//bglH//prpR//pheA//aphA//lldD//flgE//glcC//ybiA//puuR//yibT//fadH//pstB//rpnB//yeeA//fabA//cas3//glsA2//cheY//rcsB//norV//pstS//tolQ//ibsB//pgi//ttcA//mglC//nuoG//azoR//yhbY//hsrA//ligA//ascF//lpxM//ftp//rpmC//ybhJ//wecB//ybhP//relB//ygeA//tehA//yiaB//atpA//nuoI//mngR//yidP//ftnA//narX//mdtK//tolB//mtgA//ygiN//cspE//ymdB//ygeV//wcaJ//tas//cydD//guaB//gudD//psuG//flgA//waaO//ynfL//hinT//abgR//yjjB//recR//asmA//xseA//accD//yqaE//kch//mipA//fadJ//gatB//ssuE//tsx//dsbD//add//ytfT//ptsP//fabD//gmhB//cusF//pntB//uspC//trmB//ycfL//argG//mliC//yadI//glpD//casB//phoU//yhjR//ilvC//glmU//dnaC//waaJ//ygfA//sapB//agaD//yidL//hcaE//phnL//ftnB//infB//fepB//cycA//ydgA//aldA//psuG//yhhZ//ydjJ//bioD1//fkpB//tdcR//ftsB//ykgO//kdpB//yidA//gltX//lpxP//sbp//yfbR//tcyL//cpsB//exbB//intS//gabT//adhP//mdtK//infB//mlaC//lptG//ydjM//garD//bioB//
GO_0044255_4	ybaK//cysP//yqhC//fdnG//bcp//fabR//intA//modA//afuB//solA//lpxK//hprS//pabC//mrcA//flgI//mdfA//mazF//rpsR//yegS//cmoB//yfjV//kdpC//fau//ygcR//hcaB//tcyL//mipA//cysU//yfdK//yfiR//potC//hsrA//dinD//wcaB//barA//talB//dgcM//cobS//ldtC//nlpA//kefG//gatD//rsmB//mdtL//frwD//dbpA//abgR//ccmE//zraS//gsiD//rseP//gatC//mscK//cnu//mnmC//narX//fdx//galF//pykF//yneL//waaB//bipA//lysC//tolR//dxr//cof//dcp//rpsN//feaR//trmO//opgC//ldtD//nagC//phoA//ydjJ//glcB//marR//dsbB//ykfM//thrL//yddA//tas//ddlA//alaE//bssS//ccmG//rusA//fepG//sspB//elfD//mutM//glnB//thrL//panC//minE//gltX//yjbB//nimT//pabB//cstA//fimI//ydbD//patD//ychH//dmsC//mqsR//rnt//
GO_0044260_4	fecD//rfbD//motA//menE//ytfP//aer//pepD//gsiA//atoB//rbsB//kefC//rhlB//dctA//lpp//ynhF//ccmF//etp//yggW//tpiA//roxA//trmH//treA//cbl//dinG//elfA//agaV//insK//yghG//nlpE//mpaA//prmA//nupG//yggX//trpB//tauA//rplN//mdtE//ygdG//yciK//trkA//atoS//dfp//fadJ//trpS//holA//uacT//ftp//frvA//phnI//fucI//yhaC//pbpC//mntS//fucO//lsrR//proQ//lplT//tus//proP//bcp//ydiO//yiiD//tbpA//exuR//pyrL//sthA//sxy//bioP//menC//fruK//hisF//yegS//poxB//yebC//era//astC//glnH//adeQ//proP//leuS//csgD//nirB//argI//topAI//dfp//waaA//yggN//bioH//uxuR//hcaD//yeeA//dpiB//dgcZ//yjfF//hemN//yciT//pfkA//hyfF//ilvA//rimP//yjbG//allR//yagI//kch//lacY//tsaC//clpS//hyaB//xapR//tsaC//cmoB//dmsB//ihfA//fadL//eptC//appB//rnlB//bcsA//pbpG//hipA//basS//ygcW//dgoD//sad//mmuM//yacG//rhaS//atpF//nrfE//frdB//trmO//argO//hxpA//higB//purA//glvB//dtpB//rsmC//bioF//dcuC//fucO//pal//ycbV//sulA//hns//phoQ//hha//chaA//fadD//yggE//bdcA//rcdA//insI4//gloA//fimH//recB//galS//yddM//dfp//ribD//pabC//fieF//hemL//fimH//yraJ//dnaN//gmk//ybiO//flgH//allD//yahF//waaC//ybiW//grxD//xseA//zapA//pbpG//xylB//malY//panC//gcvA//pykF//cysZ//nuoI//yiaL//grpE//dnaK//yhbY//trpE//yfjV//ydiP//dacD//glcA//pinE//aroP//glxR//tnaC//yfeR//frwB//uup//cytR//def//degS//dbpA//ftsH//gadC//rhsD//rimK//bioC//glk//lptE//trmA//ygiV//ansB//rpmJ//rplY//mdoD//dapF//yccS//cspG//leuA//cspE//aaeA//syd//appC//yrbG//hsdM//edd//asnB//creC//gltX//rlmC//coaA//lysR//lldR//exuT//ugpA//yidR//yqcC//lapB//tdh//rpsQ//acs//umpG//opgG//fixC//flhD//recG//yjiA//osmF//bhsA//cho//arnD//fumC//rmf//ispF//pinQ//insA-1//sucC//dppA//mhpC//rraA//btuB//yebZ//yiaJ//ftp//yebC//folP//lacZ//fdnG//rpmC//cdgI//ygeR//potB//rfaQ//sgcC//putP//queD//puuD//tatD//chbG//stpA//iscS//nhaR//pphA//yaiW//pcnB//pal//recQ//sdaA//nikC//nrfD//pbpC//dapD//yieF//dxr//frlB//xylH//ybaE//rffC//rplA//ydeI//mgtL//bioB//tdcA//cheW//rzoR//arnB//rpmA//prc//rimP//yphB//yhhY//queD//nagD//narQ//ynbD//yfbV//rclR//hscA//fdoG//dhaM//cbtA//yihL//yqiJ//sufA//gatD//asnA//dnaN//hprR//gdhA//lapB//ibaG//nmpC//xthA//pdeL//osmY//appB//glsB//srmB//sgcC//bioF//minD//gfcE//rfe//kilR//pgm//cmtB//aslB//surE//mcrB//yjiQ//recC//hyaA//ycbU//cysG//yhaV//rzpR//pitB//yggP//tmcA//astC//ybjG//fucA//ybdM//yjbE//lplT//yciA//znuC//cvrA//thiE//torY//nuoB//prfA//hycA//csgD//gudD//pgk//trxA//ykgO//bglB//exoX//atoB//yidA//napB//nupC//yggF//hemE//wzzB//rutG//ygbL//cmtA//acrD//yeeA//add//lysA//tmcA//fadL//rraA//puuD//trmL//yfaL//hisH//xylH//yddA//intF//gltX//relA//zitB//intE//serA//putP//slyA//tsf//allC//rplY//paaC//tsaE//ssuA//hofO//curA//poxB//yedX//glnL//kilR//ydcZ//yciV//htpX//cobT//mhpT//yjiY//lysS//ung//hmp//ttdR//rluD//hcaR//ydcT//rraA//yiaA//cysW//cpdA//rsmD//aroH//ompG//hflD//phnP//cheB//amtB//uup//yihL//fdoH//elyC//leuB//yeeY//ybdN//dgoT//ycjP//atpE//fepC//lpxL//kdpA//relA//napD//holE//groS//dmlA//betB//yjjG//relB//patZ//waaB//secG//yqcG//rihB//cpxA//citE//ompN//malS//malI//clcB//cynS//cadB//nanR//bamE//chaC//aaeB//thyA//rbn//lgoT//napA//yebC//yihV//ibpB//cheR//ogt//nfuA//stpA//erpA//ppiD//scpB//bamB//rffG//leuO//trxA//fdoI//lptF//xylG//gatA//parC//ygfZ//gor//yqcC//srmB//yciT//hflX//sgcC//glgS//panD//nfo//ycgR//thiI//fucP//bsmA//gatD//ftnA//ppx//cadB//yqgF//fpr//torC//fruK//preT//rcsB//tsaD//rplQ//rlmD//pgl//dinQ//paaF//aceB//rplM//ptrA//allC//fimF//yqeG//mtnN//glsA2//yceD//thiQ//araA//rutC//cobU//wzc//sbcB//entC//cusR//lexA//ompR//rimK//tolC//arcB//yihU//uvrY//manX//malK//ompG//pbpG//thiM//yraK//psuG//fhuD//yfiE//ansA//ssuD//pspF//raiA//speC//hcaR//cusB//ribF//paaE//rihB//yccS//iscS//cpoB//lysA//argB//mtlD//rpsM//zntR//puuR//ybdN//truD//nrdA//ispF//yadK//dnaG//yjhC//hcaD//lptA//lsrC//hscC//rseB//ldtD//panD//actP//yeaV//panZ//dppD//insB-4//flgA//iaaA//rbsK//patZ//mltG//fadD//gloB//rsmI//hofQ//ridA//aceK//uvrC//yiaN//fabD//pcnB//cmoA//
GO_0044262_4	flgD//htrE//gutQ//mzrA//yfdK//cobT//rpsG//yjaZ//sgcA//mdtC//fucK//malI//dgcN//hyaC//otsB//acpS//rhoL//rpsM//rseC//panE//mqsR//yciV//flgF//intF//eptC//minD//envR//waaB//etp//nimR//proX//rluE//kdsD//lgoD//phoQ//fimD//amiB//argS//yjjG//nudC//ydhC//mepH//cmoA//hslO//malF//nuoM//yqaE//dctA//chpB//fadD//ibsC//gntU//serA//cfa//rfbB//comR//tdk//lipB//elfA//wcaC//endA//aldB//secM//abpA//yqaE//rpmB//ridA//glnB//nikB//avtA//tsf//arcA//ybiO//nanK//ihfA//hcaF//purD//acrB//rcdA//lplA//tktB//amiD//dtd//paaC//lasT//yqjH//nsrR//tolA//sgcC//ugpE//ybiT//asnB//sulA//dapF//ybbY//cydC//ileS//scpB//ybaM//tauC//mdtN//era//higB//hemA//lamB//aroD//aphA//argF//bglF//ugpA//casB//hemA//idi//zntA//adeD//pepT//acpS//glsA//ldtE//rbsC//raiA//allR//pdxY//sutR//
GO_0044264_5	ygbI//cof//arfA//yiaU//cusF//yfaX//nagB//malE//malY//mgtA//ycfH//cdh//cecR//rutF//elaD//roxA//ynfH//kilR//mltA//nudB//yhdJ//norR//iscS//ygeR//mglB//grxD//hxpB//pfkB//lon//livG//bglF//recG//yhdH//cbtA//mngA//yidA//mdtA//ssuE//rlmD//glpT//nlpI//gadA//nrfE//hxpA//wecA//speG//idnD//slyD//waaH//mgtA//fliD//rpsD//yfcR//hcaD//rfaE//
GO_0044265_5	appY//ibpB//cpxP//ggt//orn//cpsB//lipB//ridA//yhjR//ydcS//cueO//rhtA//mngA//ykgA//narP//rpmC//hypE//tas//phoA//mnmG//bluR//csiR//bioA//lepB//blr//rfbB//yciV//mhpR//lolC//yhaV//yehU//sdhA//yodD//bioH//
GO_0044267_5	pinQ//tufA//deaD//insI-2//rhaB//kefG//phnL//adiY//ftsI//rplP//mdtD//dmsA//yjjW//csrD//dcm//ydiO//potC//narQ//sufE//lysR//pyrE//nrdB//argB//chbA//folE//entH//parE//thiG//dctA//mhpB//mmuP//gmk//valS//fre//groL//nrdG//pspC//rdgB//ynbD//ynjD//fimF//flhD//artM//yfiR//glgA//cspC//wzb//birA//yhiM//hokB//sdaB//trmO//intS//cmoA//msbA//osmY//yhbS//rsmE//narG//dcuR//trxC//nikD//guaB//rsuA//hcp//betA//fabB//ldcA//gltL//msrA//folC//eamB//yohC//rlmI//barA//ompA//ynbC//yhiM//mutY//panZ//yqjH//lptG//abpB//ycgB//pgaB//mliC//fadE//sufC//mutH//sucB//tusC//sdaA//yafN//osmY//rclB//osmE//cusA//preA//cysP//yjhP//hsrA//hycA//argI//gspF//frsA//hxpA//atpF//aaeR//degQ//napD//gltI//rplE//metC//prlF//sdaC//recB//alsB//dmlA//glnP//zapC//intZ//guaB//glsB//feoC//betT//glcA//asnC//agaR//dicB//cysA//ydjK//hdeA//truD//rpoS//hypT//norR//ycjP//thiE//yciH//sapB//nanE//treC//zraR//pykA//mrp//ibpB//phnO//cfa//znuB//emrE//ydhJ//dgcE//mntP//xerC//thiL//napC//sohB//appY//rsmE//speC//cpxR//rzpD//mipA//otsB//alkA//yhjD//ccmF//rutA//bolA//waaJ//phnN//galE//ybeY//menH//ypdA//araE//yeaG//tilS//phoP//elfD//torY//edd//arnB//ybiV//yhhT//abgT//cirA//insI-2//arcB//pgk//uof//yedF//clsB//ybjC//fadB//aroF//phnN//emrE//tcdA//torS//glcA//ygeV//agaD//
GO_0044270_5	add//zntR//maoP//aroL//casE//tolA//yjhC//ebgA//rhlB//bglA//cpxR//yehT//rfaG//ybhA//btuC//tyrR//menE//pyrB//dnaB//casE//queF//thiH//cspI//comR//dmsA//frlR//cra//fucP//ytfR//dgoT//ymfA//msrP//gnsB//cspA//kduI//mlaE//ulaE//ggt//yeeY//rbsD//sfmD//frlR//yagG//cysC//bioH//ccmF//ibsB//ybgP//yoaB//secF//torZ//metG//gmhB//holB//epd//yfiR//dosP//chbC//rplK//yidC//dinD//ispA//sspB//mutH//cca//nadD//tqsA//ynaI//proA//dgcQ//fucK//tdcE//lptG//waaU//rlmB//nadA//hflK//torC//flhC//rusA//alsK//hyfF//phnN//thiM//gltK//hisB//yidA//rpsO//hybD//arcA//mreD//rffC//ymgA//gcvA//malZ//yebK//crl//xisE//ompA//ecpR//yeaV//gstB//rlmJ//gsiC//trkH//rfaF//dkgB//gor//bioD2//
GO_0044271_5	galR//ptsP//rplQ//opgD//clsA//yejB//yedL//bhsA//potD//tbpA//fadB//ymgA//fabZ//yggX//pepT//fliZ//iraP//hscA//pncB//aceA//entH//intA//galP//manY//ghxQ//yedF//malY//ssuE//ttcA//iraM//putP//ccmF//galR//fepG//nupG//thrL//gntT//hemC//ybjG//alsK//znuB//kdpE//trkG//ygaZ//hpt//ogrK//fucP//argA//dppD//hybE//yiaA//pbpC//fryA//rclC//eptB//mgsA//uxaB//dnaQ//sucC//argG//rpmC//rpmG//insE-1//srlE//dnaG//glgC//atpC//msrP//glnL//miaA//ychO//hdeB//rapA//dacD//nmpC//soxS//cbrA//garK//yegV//dppD//fadE//kdpD//yraI//hybB//leuD//exbB//fhlA//etk//yehX//pdxA//flgF//thiE//kduD//ynaE//pflC//gntK//yehA//deoC//potH//wecE//hyaA//moeB//glpC//rfbB//waaQ//ykfI//gatB//rnr//glyS//ycjD//uxuR//yhfK//yifB//yahO//secG//waaF//cvpA//prlC//mlaD//crl//hybO//pitB//creB//ybbW//lacI//pyrL//fliL//ulaG//cpxA//rutF//hyaB//ibpB//rffT//zntA//cpdB//nfsB//rbsC//wecA//proP//ydeI//paaG//dsbC//cytR//rpsJ//ccmE//rpmJ//dapF//ycjW//glsB//tauA//nudC//yjiQ//ahr//rimJ//rfaG//cpxR//pspF//rbsD//srlR//hicB//rsmI//kbp//bglJ//efp//purF//mepM//livG//lepB//secY//cyoE//pdeL//tktB//rfbC//ompN//recT//intQ//yhjV//livM//focA//casC//phnM//ribE//ycgV//pheM//gyrB//galR//thiD//yfcQ//yjjQ//priC//yjbB//feoA//trpE//ynbD//mug//yfgJ//sstT//fliT//pspD//yehU//bioD//yigL//ftsW//yneJ//dinG//ftsX//gltI//elaD//aroF//ycfL//cysE//ttdB//ftsQ//nadA//yidD//ubiI//yagG//ycfS//rspB//metE//cobS//kup//yggD//citX//speB//yhjC//yahK//rzoR//yfiR//pdxJ//entF//yoeB//rpnC//pheS//polB//napB//malS//cutA//secA//kdsB//garD//bioD2//fadI//motA//arsC//tyrA//cbtA//yjjW//thrL//holA//recR//yqiJ//betI//hisH//sspA//ychH//symE//yeaV//ydiQ//fimH//pliG//casC//rlmJ//ubiD//surA//rutR//feaB//mepA//fabR//uvrY//ilvN//lsrB//ribB//tauB//cca//wzyE//rplS//yaaJ//degQ//ymgA//pbpG//acrA//yggT//yhjX//dnaK//ssuE//manA//mgsA//ais//yeeA//ompR//dusB//yihQ//livF//sufS//rpmJ//yhaC//ccmF//proB//mhpB//cyoA//ddpX//soxS//flgE//ghoT//tdcB//fimG//rbsK//ibsD//garP//phr//lolA//iscS//topB//bioD2//ybjI//fliK//uraA//ynhF//pitB//araA//mdtE//betT//glsA1//gloA//mdtG//rpmA//artQ//cra//yodD//sbcB//rlmL//recD//flgC//cyaA//recN//prfB//ampE//aroE//yqeF//chbA//ydgA//rhoL//metC//yfbV//pnuC//yicJ//tdcR//yjhG//purN//cdgI//acpH//ilvM//yajO//hisM//tus//bdcR//cysC//rapA//dapF//sufA//hupA//zraS//argF//asnB//hslV//ubiC//ivy//garR//oppA//glvC//mngB//aaeB//rffG//erfK//fepE//aspS//lysP//agaD//agaA//ppiD//arnA//puuB//hycB//glrR//atoB//rsmD//xerD//mdtD//puuB//torR//rplB//ispU//raiA//ubiA//ghxP//rimM//ybcC//hcaT//cobS//degP//argE//yedX//rplO//prfC//tsf//htrE//secD//yahN//yjhC//ulaR//fpr//iscR//rlmF//ycbU//glmM//elfC//ydcP//bamA//
GO_0044272_5	ptrA//ydbD//bglX//ycjD//barA//insK//lacI//dapD//pepT//cspE//argE//fryC//ydfG//ldtE//yjjX//dgoT//exuR//ycjD//fre//osmF//ybiJ//mntH//torY//mug//uxuB//frmB//hybE//sapD//ftnB//holC//ligB//rpsD//rpmA//tdh//flgJ//hsdM//folP//bluR//sspA//malG//ilvC//glk//adk//cdh//
GO_0044273_5	menH//yegS//hemF//ybfA//gutQ//rutC//hokE//pgk//ybiW//rhtA//dacA//yiaO//ypjD//cusB//diaA//ahpC//
GO_0044275_5	cycA//nlpD//cecR//yehW//mog//opgH//ybiT//frdC//tisB//oppF//rof//dpiA//kdsC//tdh//idnO//ppsA//brnQ//gfcE//abpA//nadD//cyoC//yggX//ykfI//sufE//yobF//dps//amyA//pgpC//gcvR//yeiE//ybaQ//alsK//ycbV//yeeL//yahK//sixA//recA//mltB//ybjN//cmtB//mukB//
